1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3131.2073),(2 7466.924),(3 9814.507),(4 10349.51),(5 10294.46),(6 10409.227),(7 10410.971),(8 10335.134),(9 10652.793),(10 11131.112),(11 11370.359),(12 11264.597),(13 11075.238),(14 11185.617),(15 11421.974),(16 11510.049),(17 11452.969),(18 11578.526),(19 11680.667),(20 11618.334),(21 11500.691),(22 11361.311),(23 11452.561),(24 11619.064),(25 11724.959),(26 11800.427),(27 11906.656),(28 12169.366),(29 12228.362),(30 12079.185),(31 11877.356),(32 12079.163),(33 12379.578),(34 12494.696),(35 12349.4),(36 12400.059),(37 12482.781),(38 12431.988),(39 12366.148),(40 12433.93),(41 12439.955),(42 12396.864),(43 12540.979),(44 12752.829),(45 12825.334),(46 12710.54),(47 12506.563),(48 12444.469),(49 12362.665),(50 12208.907),(51 12124.944),(52 12044.332),(53 11999.738),(54 11956.012),(55 12059.546),(56 12195.332),(57 12364.024),(58 12275.839),(59 12032.871),(60 11939.083),(61 11998.962),(62 12158.479),(63 12397.418),(64 12459.624),(65 12289.9795),(66 12083.454),(67 11919.239),(68 11829.034),(69 11865.202),(70 11929.051),(71 11918.234),(72 12041.696),(73 12008.874),(74 11712.234),(75 11497.153),(76 11460.129),(77 11526.922),(78 11527.296),(79 11406.676),
(1 3132.9668),(2 7445.995),(3 9719.307),(4 10185.495),(5 10289.346),(6 10469.833),(7 10580.108),(8 10697.735),(9 10976.805),(10 11343.401),(11 11411.164),(12 11214.271),(13 11082.44),(14 11257.231),(15 11330.321),(16 11405.699),(17 11381.3),(18 11581.639),(19 11773.332),(20 11681.2),(21 11385.454),(22 11278.493),(23 11272.724),(24 11327.918),(25 11518.428),(26 11539.72),(27 11650.275),(28 11706.704),(29 11440.866),(30 11332.7),(31 11529.731),(32 11787.893),(33 11747.695),(34 11565.526),(35 11382.43),(36 11262.929),(37 11053.52),(38 11061.443),(39 11443.035),(40 11586.277),(41 11412.292),(42 11389.933),(43 11388.704),(44 11556.849),(45 11787.143),(46 11895.71),(47 11854.328),(48 12060.797),(49 12356.143),(50 12492.938),(51 12407.64),(52 12033.818),(53 11765.833),(54 11788.305),(55 11871.906),(56 11932.03),(57 12089.075),(58 12091.269),(59 11945.83),(60 11753.042),(61 11729.983),(62 11804.556),(63 11781.934),(64 11664.886),(65 11616.156),(66 11621.064),(67 11524.812),(68 11397.816),(69 11318.409),(70 11477.575),(71 11706.208),(72 11838.611),(73 11785.138),(74 11660.906),(75 11532.389),(76 11422.252),(77 11348.039),(78 11383.552),(79 11426.954),
(1 3049.4766),(2 7263.6577),(3 9535.139),(4 10041.663),(5 9995.431),(6 9976.374),(7 9901.799),(8 9975.718),(9 10384.014),(10 10834.055),(11 10965.342),(12 10824.291),(13 10681.948),(14 10610.309),(15 10714.21),(16 10840.39),(17 10869.986),(18 11020.342),(19 11006.227),(20 10938.541),(21 11023.425),(22 11091.602),(23 11123.4795),(24 11283.297),(25 11365.776),(26 11255.517),(27 11139.66),(28 10966.609),(29 10943.195),(30 11206.85),(31 11308.328),(32 11475.17),(33 11596.126),(34 11599.381),(35 11664.959),(36 11574.6455),(37 11445.731),(38 11322.289),(39 11478.13),(40 11487.757),(41 11405.109),(42 11494.9),(43 11565.366),(44 11546.578),(45 11445.781),(46 11498.255),(47 11501.49),(48 11612.842),(49 11711.461),(50 11519.671),(51 11308.5205),(52 11169.864),(53 11152.172),(54 11177.641),(55 11346.788),(56 11675.406),(57 11820.337),(58 11819.116),(59 11863.206),(60 11831.339),(61 11873.8),(62 11886.441),(63 11817.52),(64 11851.599),(65 11814.519),(66 11787.243),(67 11635.346),(68 11652.542),(69 11681.187),(70 11679.998),(71 11722.069),(72 11648.427),(73 11497.98),(74 11306.573),(75 11346.924),(76 11358.52),(77 11314.792),(78 11281.925),(79 11282.779),
(1 3035.4307),(2 7113.6284),(3 9194.083),(4 9509.734),(5 9429.436),(6 9481.702),(7 9454.1),(8 9400.377),(9 9742.46),(10 10154.654),(11 10280.045),(12 10283.641),(13 10326.644),(14 10396.814),(15 10513.384),(16 10707.6045),(17 10696.346),(18 10727.266),(19 10764.565),(20 10497.705),(21 10140.924),(22 10012.733),(23 10113.081),(24 10444.615),(25 10593.744),(26 10582.765),(27 10644.226),(28 10505),(29 10463.693),(30 10640.751),(31 10842.244),(32 10927.148),(33 10904.899),(34 10817.648),(35 10579.505),(36 10338.893),(37 10291.743),(38 10391.462),(39 10380.144),(40 10303.521),(41 10386.777),(42 10356),(43 10356.11),(44 10526.612),(45 10688.126),(46 10663.415),(47 10496.855),(48 10363.61),(49 10347.417),(50 10346.587),(51 10387.487),(52 10304.265),(53 10374.758),(54 10536.729),(55 10556.517),(56 10558.021),(57 10590.121),(58 10620.24),(59 10677.831),(60 10605.526),(61 10654.758),(62 10704.839),(63 10748.492),(64 10739.087),(65 10702.346),(66 10691.481),(67 10738.144),(68 10883.783),(69 10989.712),(70 11043.605),(71 10890.913),(72 10761.327),(73 10706.816),(74 10793.476),(75 10873.888),(76 10901.165),(77 10882.993),(78 10923.016),(79 10737.196),
(1 2946.926),(2 6764.5015),(3 8641.322),(4 9169.9795),(5 9185.959),(6 9301.186),(7 9333.884),(8 9433.36),(9 9812.663),(10 10205.091),(11 10261.209),(12 10044.548),(13 9921.112),(14 9813.296),(15 9865.33),(16 10023.692),(17 10138.16),(18 10276.164),(19 10266.59),(20 10209.655),(21 10080.792),(22 10060.919),(23 10153.734),(24 10370.918),(25 10567.548),(26 10575.281),(27 10553.23),(28 10472.971),(29 10514.316),(30 10672.956),(31 10726.566),(32 10643.401),(33 10619.376),(34 10525.565),(35 10518.671),(36 10504.599),(37 10495.759),(38 10420.004),(39 10430.982),(40 10378.783),(41 10408.225),(42 10578.18),(43 10476.36),(44 10416.405),(45 10426.326),(46 10556.632),(47 10620.489),(48 10621.781),(49 10600.89),(50 10526.44),(51 10463.709),(52 10408.859),(53 10439.68),(54 10334.312),(55 10211.221),(56 10228.7705),(57 10301.662),(58 10460.792),(59 10568.564),(60 10555.329),(61 10610.599),(62 10469.18),(63 10371.345),(64 10413.987),(65 10416.957),(66 10456.049),(67 10437.25),(68 10507.838),(69 10625.327),(70 10565.685),(71 10361.617),(72 10100.052),(73 10070.169),(74 10099.992),(75 10304.741),(76 10422.133),(77 10378.9375),(78 10343.952),(79 10320.985),
(1 2935.3188),(2 6740.8135),(3 8545.263),(4 8844.623),(5 8797.508),(6 8852.799),(7 8927.115),(8 9086.634),(9 9379.239),(10 9742.363),(11 9742.028),(12 9505.138),(13 9470.948),(14 9558.531),(15 9698.568),(16 9806.119),(17 9774.277),(18 9771.039),(19 9887.579),(20 9901.5),(21 9827.328),(22 9899.926),(23 9953.6875),(24 9969.969),(25 10003.91),(26 10036.968),(27 10077.135),(28 9950.028),(29 9914.043),(30 10044.32),(31 10177.73),(32 10256.989),(33 10212.776),(34 10185.947),(35 10050.538),(36 9891.79),(37 9870.658),(38 10017.896),(39 10197.622),(40 10264.691),(41 10231.549),(42 10330.642),(43 10441.174),(44 10336.335),(45 10110.307),(46 10144.517),(47 10085.897),(48 9898.986),(49 9796.666),(50 9786.129),(51 9847.819),(52 9747.658),(53 9653.232),(54 9683.39),(55 9795.545),(56 9869.334),(57 9908.696),(58 9968.205),(59 9989.083),(60 10129.809),(61 10112.815),(62 9960.742),(63 9946.9375),(64 10086.124),(65 10273.403),(66 10487.159),(67 10407.642),(68 10297.408),(69 10180.719),(70 10129.032),(71 10044.401),(72 9978.222),(73 9908.687),(74 9843.836),(75 9981.748),(76 10001.091),(77 9960.582),(78 9961.347),(79 9898.6045),
(1 2900.6191),(2 6723.5938),(3 8463.131),(4 8731.852),(5 8882.964),(6 9087.175),(7 9012.593),(8 8978.927),(9 9299.724),(10 9710.545),(11 9775.496),(12 9613.545),(13 9547.805),(14 9582.597),(15 9573.329),(16 9492.322),(17 9421.011),(18 9496.516),(19 9676.825),(20 9618.378),(21 9423.604),(22 9418.223),(23 9591.145),(24 9818.613),(25 10009.898),(26 10035.058),(27 9953.376),(28 9832.615),(29 9872.83),(30 10004.966),(31 9948.249),(32 9900.63),(33 9662.66),(34 9477.343),(35 9371.888),(36 9441.871),(37 9530.517),(38 9531.82),(39 9513.904),(40 9488.421),(41 9673.233),(42 10048.651),(43 10212.067),(44 10129.555),(45 9952.133),(46 10120.545),(47 10282.526),(48 10447.343),(49 10520.606),(50 10324.43),(51 10197.312),(52 10215.675),(53 10253.157),(54 10198.66),(55 10122.455),(56 10037.769),(57 10044.701),(58 9996.011),(59 10009.902),(60 10125.436),(61 10211.341),(62 10116.848),(63 10107.967),(64 10147.467),(65 10184.845),(66 10190.717),(67 10064.811),(68 9976.625),(69 9890.655),(70 9925.5),(71 9897.441),(72 9838.535),(73 9863.371),(74 9921.445),(75 10042.203),(76 10114.477),(77 10113.974),(78 9962.791),(79 9689.392),
(1 2799.2168),(2 6414.905),(3 8080.533),(4 8327.439),(5 8404.836),(6 8600.799),(7 8725.047),(8 8904.444),(9 9205.104),(10 9429.215),(11 9474.614),(12 9391.74),(13 9384.136),(14 9441.173),(15 9392.528),(16 9262.003),(17 9086.184),(18 9119.192),(19 9128.8125),(20 9042.399),(21 8955.618),(22 9056.697),(23 9377.731),(24 9615.091),(25 9708.009),(26 9570.754),(27 9380.406),(28 9298.637),(29 9287.335),(30 9556.899),(31 9935.77),(32 9999.112),(33 9858.449),(34 9816.74),(35 9887.008),(36 9827.218),(37 9915.58),(38 10002.379),(39 10022.265),(40 9960.383),(41 9933.923),(42 10078.166),(43 10170.489),(44 10170.2295),(45 9998.261),(46 9808.782),(47 9886.367),(48 9876.31),(49 9808.282),(50 9664.901),(51 9707.283),(52 9936.878),(53 10186.312),(54 10235.034),(55 10014.523),(56 9801.903),(57 9704.778),(58 9724.226),(59 9720.113),(60 9806.384),(61 9823.703),(62 9831.122),(63 9926.132),(64 9942.428),(65 9790.821),(66 9702.421),(67 9545.548),(68 9456.476),(69 9478.11),(70 9604.214),(71 9703.204),(72 9767.519),(73 9864.245),(74 10013.568),(75 10005.809),(76 9953.793),(77 10060.256),(78 10227.793),(79 10164.267),
(1 2663.7317),(2 5943.5186),(3 7235.852),(4 7522.629),(5 7748.7813),(6 7968.815),(7 8038.6167),(8 8176.8867),(9 8470.205),(10 8665.703),(11 8610.415),(12 8431.4),(13 8383.365),(14 8523.925),(15 8556.466),(16 8522.628),(17 8587.472),(18 8798.06),(19 8808.298),(20 8691.597),(21 8648.612),(22 8673.559),(23 8862.836),(24 8958.964),(25 9005.411),(26 8909.181),(27 8924.9375),(28 8788.831),(29 8627.187),(30 8635.305),(31 8792.999),(32 8920.291),(33 9013.293),(34 9057.513),(35 8971.957),(36 8829.56),(37 8793.656),(38 8856.915),(39 8991.047),(40 9067.096),(41 9053.74),(42 9068.81),(43 9036.759),(44 9029.217),(45 9012.697),(46 9047.265),(47 8971.973),(48 8914.881),(49 8977.313),(50 8891.529),(51 8753.524),(52 8802.962),(53 8956.53),(54 9029.684),(55 8864.265),(56 8768.703),(57 8836.858),(58 8886.678),(59 8917.939),(60 8941.806),(61 8946.392),(62 8956.847),(63 8955.342),(64 8906.349),(65 8855.245),(66 8854.58),(67 8892.461),(68 8911.65),(69 8871.7705),(70 8917.949),(71 9003.291),(72 9014.781),(73 9103.703),(74 9119.88),(75 9055.781),(76 9006.486),(77 8977.41),(78 9072.444),(79 9061.668),
(1 2670.7593),(2 5962.1934),(3 7356.1787),(4 7672.8706),(5 7729.9336),(6 7804.9375),(7 7853.8867),(8 8045.147),(9 8337.24),(10 8611.484),(11 8597.702),(12 8623.561),(13 8709.523),(14 8848.57),(15 8874.867),(16 8967.1045),(17 9132.57),(18 9234.383),(19 8986.57),(20 8783.338),(21 8794.032),(22 8794.226),(23 8965.512),(24 9242.198),(25 9414.105),(26 9380.511),(27 9253.684),(28 9163.039),(29 9021.252),(30 9033.086),(31 9015.967),(32 9181.713),(33 9323.247),(34 9381.788),(35 9336.405),(36 9240.887),(37 9254.677),(38 9237.616),(39 9214.497),(40 9202.202),(41 9361.502),(42 9416.564),(43 9334.098),(44 9345.048),(45 9349.972),(46 9347.6),(47 9289.119),(48 9216.005),(49 9124.772),(50 8915.529),(51 8912.564),(52 9058.542),(53 9101.129),(54 9016.71),(55 8921.1045),(56 8920.408),(57 8934.192),(58 8961.507),(59 8961.422),(60 8999.302),(61 8944.196),(62 8720.523),(63 8605.746),(64 8728.89),(65 8795.825),(66 8864.009),(67 8858.29),(68 8943.263),(69 8917.917),(70 8814.376),(71 8881.433),(72 8991.867),(73 8992.961),(74 8931.822),(75 9043.593),(76 9177.987),(77 9257.961),(78 9295.396),(79 9115.262),
(1 2636.942),(2 5847.6494),(3 7046.3774),(4 7242.3906),(5 7432.979),(6 7603.062),(7 7623.891),(8 7750.7637),(9 8064.692),(10 8237.485),(11 8070.9385),(12 7949.507),(13 8099.379),(14 8344.816),(15 8431.437),(16 8398.026),(17 8492.232),(18 8588.125),(19 8513.438),(20 8497.305),(21 8540.425),(22 8617.116),(23 8770.89),(24 9006.853),(25 9160.203),(26 9062.358),(27 8883.145),(28 8700.466),(29 8768.993),(30 8941.161),(31 8935.256),(32 8876.001),(33 8941.819),(34 9061.705),(35 8948.434),(36 8752.434),(37 8719.89),(38 8734.867),(39 8699.504),(40 8705.907),(41 8870.843),(42 8971.39),(43 8809.325),(44 8610.331),(45 8542.948),(46 8512.038),(47 8446.314),(48 8455.917),(49 8597.896),(50 8598.884),(51 8606.873),(52 8609.093),(53 8579.608),(54 8467.537),(55 8426.771),(56 8377.305),(57 8377.024),(58 8419.577),(59 8410.996),(60 8434.96),(61 8425.649),(62 8351.626),(63 8262.542),(64 8370.438),(65 8533.097),(66 8472.521),(67 8318.069),(68 8304.247),(69 8297.064),(70 8208.194),(71 8276.292),(72 8435.149),(73 8426.096),(74 8446.237),(75 8587.549),(76 8687.257),(77 8668.214),(78 8623.8955),(79 8587.311),
(1 2510.7263),(2 5610.866),(3 6957.012),(4 7255.522),(5 7410.8633),(6 7583.2715),(7 7590.939),(8 7748.905),(9 8013.187),(10 8080.7407),(11 8003.893),(12 7904.517),(13 7989.9326),(14 8108.8237),(15 8142.5117),(16 8157.4756),(17 8197.988),(18 8245.709),(19 8144.426),(20 8142.3438),(21 8267.582),(22 8412.444),(23 8462.872),(24 8579.742),(25 8676.185),(26 8539.773),(27 8417.646),(28 8383.6455),(29 8221.294),(30 8072.328),(31 8082.331),(32 8179.8545),(33 8359.633),(34 8535.255),(35 8486.854),(36 8465.492),(37 8515.664),(38 8541.301),(39 8435.155),(40 8521.584),(41 8632.755),(42 8713.481),(43 8717.446),(44 8708.676),(45 8576.1455),(46 8492.697),(47 8581.133),(48 8533.045),(49 8450.047),(50 8341.266),(51 8370.249),(52 8415.065),(53 8414.937),(54 8415.276),(55 8356.697),(56 8392.668),(57 8390.883),(58 8434.994),(59 8447.335),(60 8545.224),(61 8518.255),(62 8393.787),(63 8307.86),(64 8376.799),(65 8347.468),(66 8346.396),(67 8255.749),(68 8186.9883),(69 8232.53),(70 8304.082),(71 8398.143),(72 8442.773),(73 8361.073),(74 8333.158),(75 8332.4795),(76 8305.471),(77 8290.576),(78 8412.25),(79 8656.2705),
(1 2473.932),(2 5508.6367),(3 6876.2217),(4 7050.3013),(5 7055.062),(6 7185.1465),(7 7295.4473),(8 7543.757),(9 7874.43),(10 8026.4785),(11 7979.3164),(12 8068.871),(13 8303.839),(14 8480.29),(15 8421.311),(16 8266.886),(17 8258.289),(18 8370.414),(19 8318.059),(20 8249.478),(21 8218.98),(22 8230.576),(23 8351.634),(24 8392.723),(25 8343.087),(26 8277.055),(27 8164.9746),(28 8183.9087),(29 8205.118),(30 8207.011),(31 8143.5366),(32 8246.8),(33 8405.463),(34 8383.145),(35 8288.933),(36 8155.8003),(37 8176.3345),(38 8197.092),(39 8351.094),(40 8520.137),(41 8583.044),(42 8573.124),(43 8622.695),(44 8762.825),(45 8738.67),(46 8653.58),(47 8528.218),(48 8439.191),(49 8455.245),(50 8562.936),(51 8709.773),(52 8699.562),(53 8441.948),(54 8390.996),(55 8398.556),(56 8443.965),(57 8445.693),(58 8404.244),(59 8390.366),(60 8328.336),(61 8311.92),(62 8252.651),(63 8281.497),(64 8364.002),(65 8320.965),(66 8256.854),(67 8269.424),(68 8346.857),(69 8395.495),(70 8570.095),(71 8630.509),(72 8508.74),(73 8380.625),(74 8461.734),(75 8372.83),(76 8297.164),(77 8284.052),(78 8332.904),(79 8441.589),
(1 2334.5386),(2 5167.364),(3 6427.489),(4 6725.9727),(5 6918.7485),(6 7040.8213),(7 6981.1396),(8 7171.5386),(9 7432.99),(10 7639.7207),(11 7646.21),(12 7724.1025),(13 7922.3994),(14 8016.596),(15 7962.9995),(16 7884.2407),(17 7870.0215),(18 7895.9385),(19 7840.0186),(20 7908.1426),(21 7961.7124),(22 7959.8013),(23 8065.6953),(24 8119.905),(25 8169.039),(26 8143.5547),(27 8034.702),(28 7960.5684),(29 7870.333),(30 7816.8413),(31 7746.056),(32 7883.7764),(33 8061.231),(34 8065.7915),(35 7875.889),(36 7800.7554),(37 7911.4844),(38 7957.2627),(39 7998.2085),(40 7988.763),(41 7889.721),(42 7801.536),(43 7791.8594),(44 7850.2285),(45 7848.2686),(46 7763.662),(47 7674.025),(48 7609.0044),(49 7635.582),(50 7789.9487),(51 7823.4224),(52 7847.691),(53 7766.4404),(54 7778.2554),(55 7752.926),(56 7831.3423),(57 7915.285),(58 7934.77),(59 7902.8687),(60 7866.32),(61 7854.3228),(62 7826.7827),(63 7843.938),(64 7810.6265),(65 7732.5933),(66 7820.0747),(67 7866.6826),(68 7851.9443),(69 7856.837),(70 7913.2695),(71 7971.3877),(72 8009.9634),(73 8093.412),(74 8151.1953),(75 8111.4063),(76 8020.574),(77 7929.6216),(78 8004.4736),(79 8152.217),
(1 2341.8125),(2 5157.09),(3 6370.0664),(4 6695.373),(5 6802.714),(6 6843.5415),(7 6881.2305),(8 7118.2065),(9 7447.301),(10 7528.002),(11 7436.535),(12 7527.2476),(13 7586.17),(14 7638.8574),(15 7601.256),(16 7663.0127),(17 7647.9634),(18 7660.785),(19 7646.371),(20 7655.927),(21 7638.8354),(22 7718.112),(23 7804.7993),(24 7884.7534),(25 7949.084),(26 7931.1826),(27 7825.1206),(28 7845.4775),(29 7888.2363),(30 7851.2695),(31 7762.831),(32 7785.969),(33 7778.389),(34 7721.202),(35 7690.9067),(36 7758.3086),(37 7766.322),(38 7708.2695),(39 7792.668),(40 7922.4893),(41 7945.2637),(42 7948.408),(43 7915.383),(44 7917.449),(45 7887.1533),(46 7897.0806),(47 7847.825),(48 7850.009),(49 7857.9863),(50 7947.129),(51 7999.7783),(52 7962.8174),(53 7776.2466),(54 7606.8784),(55 7644.114),(56 7783.498),(57 7893.392),(58 7949.437),(59 7922.296),(60 7846.177),(61 7765.1343),(62 7656.6997),(63 7634.3984),(64 7655.29),(65 7721.577),(66 7756.7666),(67 7718.5493),(68 7746.9487),(69 7708.297),(70 7724.322),(71 7746.8813),(72 7736.2803),(73 7817.433),(74 7857.1655),(75 7848.854),(76 7813.8584),(77 7870.6587),(78 7972.605),(79 8032.547),
(1 2324.3855),(2 5099.8286),(3 6241.408),(4 6380.5303),(5 6405.0728),(6 6521.7715),(7 6491.417),(8 6548.3765),(9 6921.592),(10 7060.266),(11 6937.0874),(12 6955.8564),(13 7087.06),(14 7092.4844),(15 7055.294),(16 7032.7827),(17 7035.4365),(18 7127.887),(19 7136.1924),(20 7190.1577),(21 7271.259),(22 7404.3057),(23 7319.43),(24 7253.7456),(25 7308.3984),(26 7298.2896),(27 7363.9604),(28 7489.9907),(29 7501.894),(30 7539.708),(31 7574.6343),(32 7624.461),(33 7584.8867),(34 7521.9897),(35 7423.2876),(36 7444.4097),(37 7468.129),(38 7426.9106),(39 7598.322),(40 7709.456),(41 7650.901),(42 7492.312),(43 7447.7314),(44 7490.619),(45 7526.7524),(46 7504.6763),(47 7342.2646),(48 7268.184),(49 7327.391),(50 7376.196),(51 7399.794),(52 7381.427),(53 7370.684),(54 7386.2905),(55 7422.039),(56 7521.24),(57 7478.0757),(58 7511.572),(59 7467.3374),(60 7472.4883),(61 7527.6504),(62 7523.129),(63 7454.293),(64 7337.685),(65 7394.37),(66 7488.786),(67 7460.491),(68 7386.491),(69 7268.6226),(70 7313.744),(71 7327.152),(72 7280.1235),(73 7378.565),(74 7483.728),(75 7464.531),(76 7358.759),(77 7320.4106),(78 7413.2803),(79 7457.2524),
(1 2280.5015),(2 4905.097),(3 5900.2974),(4 5997.4336),(5 6007.2036),(6 6144.2373),(7 6198.776),(8 6430.205),(9 6734.4697),(10 6867.4165),(11 6796.9297),(12 6813.763),(13 6947.514),(14 6919.0205),(15 6735.9863),(16 6712.5977),(17 6884.079),(18 6977.726),(19 6913.1636),(20 6966.3213),(21 6944.708),(22 6865.201),(23 6952.23),(24 7159.4824),(25 7154.179),(26 7016.11),(27 6988.875),(28 7113.129),(29 7226.465),(30 7316.8745),(31 7231.59),(32 7171.2944),(33 7138.769),(34 7189.697),(35 7234.1587),(36 7263.908),(37 7316.417),(38 7245.9917),(39 7297.1597),(40 7390.05),(41 7352.948),(42 7240.375),(43 7288.6006),(44 7347.714),(45 7250.468),(46 7146.4614),(47 7022.1724),(48 7007.21),(49 7118.3066),(50 7176.0254),(51 7259.3066),(52 7135.841),(53 7047.159),(54 7003.9956),(55 7065.986),(56 7138.5303),(57 7138.3027),(58 7150.541),(59 7074.0684),(60 6957.2573),(61 6941.8193),(62 6994.6836),(63 7101.532),(64 7141.113),(65 7135.362),(66 7213.5234),(67 7173.221),(68 7211.1455),(69 7233),(70 7209.0156),(71 7130.362),(72 7033.6494),(73 7053.65),(74 7108.137),(75 7119.9253),(76 7060.518),(77 7036.7017),(78 7140.02),(79 7084.855),
(1 2171.7695),(2 4639.514),(3 5613.6587),(4 5761.638),(5 5835.358),(6 5955.9805),(7 6035.2627),(8 6198.2344),(9 6469.598),(10 6630.9517),(11 6711.1963),(12 6826.8975),(13 6951.3193),(14 6913.0093),(15 6788.567),(16 6786.241),(17 6837.387),(18 6867.479),(19 6747.5005),(20 6807.5796),(21 6935.5957),(22 7068.697),(23 7110.4487),(24 7123.007),(25 7153.0283),(26 7115.412),(27 7148.5137),(28 7157.69),(29 7130.046),(30 7079.953),(31 6988.62),(32 6954.024),(33 6949.652),(34 6859.2646),(35 6785.5273),(36 6742.2505),(37 6763.057),(38 6754.007),(39 6846.6025),(40 6879.329),(41 6910.449),(42 6942.8926),(43 6848.736),(44 6802.5503),(45 6798.8647),(46 6823.899),(47 6724.4443),(48 6711.3228),(49 6750.3936),(50 6789.4683),(51 6758.2544),(52 6758.0054),(53 6783.2715),(54 6733.5254),(55 6720.213),(56 6779.362),(57 6963.4365),(58 7097.43),(59 7046.871),(60 7033.0645),(61 7101.354),(62 7052.6274),(63 6912.624),(64 6869.2563),(65 6909.0146),(66 6963.366),(67 6960.611),(68 6933.8745),(69 6860.7983),(70 6811.9536),(71 6888.941),(72 6986.858),(73 7070.5737),(74 7104.4443),(75 7093.9917),(76 7058.847),(77 7010.8384),(78 7007.95),(79 7017.5737),
