1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11318.243),(2 26004.072),(3 44472.793),(4 66381.79),(5 83993.61),(6 104241.23),(7 110052.51),(8 119084.71),(9 133296.25),(10 154832.25),(11 182932.25),(12 202344.63),(13 229645.95),(14 257340.05),(15 285033.47),(16 333954.44),(17 371033.75),(18 423139.1),(19 460662.25),(20 500269.9),(21 549736.3),(22 586024.75),(23 630790.56),(24 673712.8),(25 721991),(26 764532.7),(27 803794.3),(28 858210),(29 897865.94),(30 948474.2),(31 985412.5),(32 1016980.56),(33 1059672),(34 1095673.5),(35 1140570.5),(36 1167289),(37 1190530.6),(38 1235026.8),(39 1268781.1),(40 1302742.5),(41 1323851.6),(42 1365496),(43 1397022.4),(44 1442685),(45 1503936.5),(46 1563686.5),(47 1633374.1),(48 1674221.9),(49 1732480.4),(50 1804350.1),(51 1874795.6),(52 1955462),(53 2016612),(54 2107194.8),(55 2175397),(56 2247765.8),(57 2338388.3),(58 2407371.8),(59 2504090.8),(60 2581645.5),(61 2655582.3),(62 2738020.5),(63 2785559),(64 2873742),(65 2939448),(66 3020762),(67 3083396),(68 3147998),(69 3241521),(70 3310084.8),(71 3406582.3),(72 3472531.3),(73 3532798.8),(74 3601309),(75 3625804),(76 3694026.8),(77 3738297.3),(78 3805349.3),(79 3858499.3),
(1 29.505835),(2 40.759018),(3 44.758366),(4 47.019596),(5 49.616634),(6 50.77831),(7 51.52064),(8 52.695786),(9 53.258835),(10 54.86685),(11 55.513645),(12 56.201534),(13 56.84989),(14 57.742294),(15 57.133873),(16 57.462715),(17 57.856983),(18 58.04716),(19 57.975628),(20 58.278522),(21 58.816345),(22 59.20653),(23 59.111435),(24 59.49535),(25 59.289513),(26 58.88892),(27 59.01221),(28 59.777344),(29 60.387375),(30 60.23289),(31 60.013348),(32 59.711975),(33 59.766087),(34 59.327084),(35 59.15886),(36 59.803165),(37 59.87337),(38 59.701534),(39 58.652077),(40 59.012604),(41 58.65631),(42 59.17519),(43 59.290024),(44 58.856472),(45 58.96467),(46 59.68026),(47 58.981865),(48 59.6678),(49 60.138287),(50 59.868156),(51 59.950066),(52 60.14586),(53 59.826252),(54 59.992),(55 59.528793),(56 59.236496),(57 59.52209),(58 60.00856),(59 59.463383),(60 59.89467),(61 60.17915),(62 60.231224),(63 59.85477),(64 59.616776),(65 59.777893),(66 59.757774),(67 59.29091),(68 59.970745),(69 59.766075),(70 60.139202),(71 59.631645),(72 59.90512),(73 60.26416),(74 60.132202),(75 59.6018),(76 60.23521),(77 60.081482),(78 60.2968),(79 60.37505),
(1 28.937273),(2 39.637383),(3 43.460403),(4 45.51826),(5 47.9566),(6 50.037163),(7 51.31124),(8 52.27727),(9 52.757256),(10 54.81327),(11 55.468834),(12 55.790993),(13 55.841534),(14 55.98625),(15 56.18491),(16 56.28457),(17 56.4703),(18 56.066853),(19 56.05286),(20 56.67079),(21 56.416157),(22 57.174225),(23 56.918175),(24 57.701588),(25 57.406345),(26 57.831608),(27 57.51723),(28 58.18623),(29 58.652096),(30 58.988674),(31 58.74419),(32 58.476284),(33 58.399036),(34 58.45701),(35 58.37675),(36 58.641556),(37 58.680416),(38 58.831276),(39 57.6012),(40 57.97205),(41 57.946846),(42 58.22353),(43 57.871403),(44 58.117992),(45 58.448116),(46 58.63069),(47 58.12423),(48 58.288074),(49 58.479633),(50 58.337135),(51 58.274357),(52 58.10652),(53 58.1785),(54 58.115456),(55 57.46244),(56 57.191975),(57 56.823624),(58 57.633465),(59 57.692455),(60 57.892406),(61 57.928654),(62 58.079155),(63 57.76574),(64 57.947807),(65 58.19216),(66 58.65923),(67 58.623848),(68 58.79782),(69 58.25904),(70 58.71635),(71 58.338264),(72 58.024353),(73 58.63973),(74 58.351192),(75 58.38945),(76 58.267902),(77 58.51212),(78 58.146347),(79 57.9068),
(1 29.32347),(2 39.88298),(3 43.771973),(4 46.440315),(5 48.499184),(6 49.680157),(7 51.19473),(8 52.35907),(9 52.41801),(10 55.07207),(11 54.841248),(12 55.48302),(13 55.689674),(14 56.194996),(15 56.37281),(16 56.764633),(17 57.01859),(18 56.821682),(19 56.87015),(20 57.3999),(21 57.61527),(22 58.16978),(23 57.73404),(24 58.793385),(25 58.504154),(26 58.67123),(27 58.648743),(28 59.06208),(29 59.043583),(30 58.511333),(31 58.305843),(32 58.47546),(33 58.771904),(34 58.437035),(35 58.468967),(36 58.700462),(37 59.228508),(38 59.28418),(39 58.905224),(40 58.874332),(41 58.865696),(42 58.130627),(43 58.206825),(44 58.67715),(45 58.484432),(46 58.832985),(47 58.884563),(48 59.008),(49 58.936),(50 59.25801),(51 58.53578),(52 58.93108),(53 59.23195),(54 59.724556),(55 58.919033),(56 58.861233),(57 58.99077),(58 58.69894),(59 58.43301),(60 59.048973),(61 59.25344),(62 59.51269),(63 59.458515),(64 59.721382),(65 59.67726),(66 59.198963),(67 59.142933),(68 59.51734),(69 59.15132),(70 59.58023),(71 59.278885),(72 59.204388),(73 59.56463),(74 59.900803),(75 59.714417),(76 59.851685),(77 59.557194),(78 60.003586),(79 59.612648),
(1 28.559464),(2 39.317795),(3 42.844986),(4 45.593216),(5 47.425034),(6 49.115566),(7 49.81375),(8 51.371014),(9 51.979958),(10 53.595398),(11 54.684235),(12 55.908466),(13 56.390255),(14 56.213177),(15 56.2844),(16 56.36616),(17 55.808525),(18 56.045628),(19 55.830837),(20 56.375782),(21 56.508648),(22 56.753796),(23 56.39586),(24 57.044533),(25 57.22681),(26 57.311157),(27 57.161453),(28 57.33069),(29 57.21779),(30 57.260212),(31 57.683502),(32 57.701267),(33 57.33261),(34 57.352585),(35 56.77398),(36 57.525608),(37 57.986515),(38 57.51442),(39 57.012924),(40 57.24312),(41 57.383114),(42 57.095306),(43 56.883755),(44 57.290993),(45 57.102345),(46 57.41501),(47 56.891697),(48 57.74529),(49 57.958755),(50 58.032356),(51 57.65612),(52 57.792294),(53 57.649178),(54 57.25266),(55 57.49626),(56 57.73368),(57 56.69148),(58 56.887997),(59 56.945732),(60 57.14979),(61 57.481903),(62 57.788498),(63 57.28845),(64 56.950874),(65 56.708797),(66 56.53338),(67 56.3895),(68 56.484196),(69 56.4093),(70 56.00472),(71 55.80268),(72 56.63622),(73 57.48246),(74 56.91773),(75 56.435802),(76 56.837395),(77 56.46622),(78 56.749752),(79 56.806488),
(1 28.453163),(2 39.15341),(3 42.374504),(4 44.14993),(5 46.78781),(6 48.31465),(7 49.284214),(8 49.974125),(9 51.28828),(10 53.089664),(11 53.144604),(12 53.83485),(13 54.750263),(14 55.262913),(15 55.219707),(16 54.9964),(17 55.40226),(18 55.660557),(19 55.788918),(20 56.10586),(21 55.94189),(22 55.696007),(23 55.979763),(24 55.94609),(25 56.280174),(26 56.669754),(27 56.29488),(28 56.372326),(29 56.99753),(30 57.136456),(31 56.97959),(32 56.749092),(33 56.34885),(34 56.73051),(35 56.027172),(36 56.765457),(37 57.181007),(38 56.92689),(39 55.85682),(40 56.15609),(41 56.126434),(42 56.03555),(43 56.243954),(44 56.729053),(45 56.427273),(46 55.95871),(47 56.09355),(48 56.945896),(49 57.250202),(50 56.82327),(51 56.172287),(52 55.61288),(53 55.725193),(54 55.675884),(55 55.778084),(56 55.475483),(57 55.606945),(58 55.87629),(59 55.55073),(60 55.97427),(61 56.234356),(62 56.14037),(63 55.507328),(64 55.328476),(65 55.971176),(66 55.856937),(67 56.050518),(68 56.34201),(69 56.094334),(70 56.097046),(71 55.599243),(72 55.577965),(73 55.890537),(74 56.272434),(75 55.662186),(76 55.238663),(77 55.358807),(78 55.747902),(79 55.496483),
(1 28.922365),(2 39.743492),(3 43.724926),(4 45.317886),(5 47.118553),(6 48.62747),(7 49.86266),(8 50.81177),(9 51.712948),(10 53.207382),(11 53.35278),(12 54.06151),(13 54.87734),(14 55.35105),(15 55.07071),(16 55.25985),(17 55.421974),(18 55.723614),(19 55.574776),(20 55.855858),(21 55.67737),(22 56.307137),(23 55.88733),(24 56.067116),(25 56.262466),(26 56.878128),(27 56.495216),(28 56.40477),(29 56.664864),(30 56.835705),(31 56.278675),(32 56.137726),(33 56.10023),(34 56.559715),(35 56.47967),(36 56.901432),(37 56.990936),(38 56.869743),(39 56.359703),(40 56.502556),(41 56.627735),(42 56.515606),(43 56.735653),(44 56.294838),(45 56.363644),(46 56.544),(47 57.087708),(48 56.944386),(49 56.83547),(50 57.140766),(51 56.26807),(52 56.379684),(53 56.43929),(54 56.619797),(55 56.67396),(56 56.30386),(57 56.053806),(58 56.21862),(59 55.856785),(60 56.25031),(61 56.537792),(62 56.625187),(63 56.67884),(64 56.830704),(65 57.249508),(66 56.326458),(67 56.46511),(68 57.130993),(69 56.932373),(70 56.933636),(71 56.691383),(72 56.845997),(73 57.01959),(74 57.49773),(75 56.639896),(76 56.85195),(77 56.742496),(78 56.972305),(79 56.863922),
(1 28.014084),(2 38.69871),(3 42.570156),(4 44.744556),(5 46.417187),(6 47.84492),(7 48.88429),(8 50.680138),(9 51.453526),(10 53.30367),(11 53.372692),(12 53.905132),(13 54.38171),(14 54.944088),(15 54.5312),(16 55.018154),(17 55.004715),(18 54.6455),(19 55.01639),(20 55.15409),(21 54.92425),(22 55.18856),(23 55.671158),(24 55.731445),(25 56.52293),(26 57.1007),(27 56.83352),(28 56.889164),(29 57.48998),(30 57.536976),(31 57.026733),(32 56.60671),(33 56.384785),(34 56.666035),(35 56.723457),(36 57.033207),(37 57.015907),(38 57.481808),(39 56.39769),(40 56.114082),(41 56.127327),(42 55.908756),(43 55.739132),(44 55.72587),(45 56.129314),(46 56.239513),(47 56.49445),(48 55.6399),(49 56.203453),(50 56.81158),(51 55.87365),(52 55.117756),(53 55.683205),(54 55.5888),(55 55.807117),(56 55.74126),(57 56.08805),(58 56.287357),(59 55.92933),(60 56.372723),(61 56.13989),(62 55.928814),(63 55.82267),(64 55.772816),(65 56.187534),(66 55.88597),(67 55.575306),(68 55.58558),(69 55.53942),(70 55.427223),(71 55.442513),(72 55.55281),(73 55.68813),(74 55.8047),(75 54.884457),(76 55.247692),(77 55.494934),(78 55.40585),(79 55.42558),
(1 27.516047),(2 37.94826),(3 42.349453),(4 44.16051),(5 46.38198),(6 47.366165),(7 48.68597),(8 49.507072),(9 50.92425),(10 52.858875),(11 52.834038),(12 53.10074),(13 54.255157),(14 55.13996),(15 55.02647),(16 55.015522),(17 55.215813),(18 54.98313),(19 55.63726),(20 55.983406),(21 55.674847),(22 55.555855),(23 55.42967),(24 55.741394),(25 56.090435),(26 56.365593),(27 56.284424),(28 56.489635),(29 56.571922),(30 56.66728),(31 56.53528),(32 55.88929),(33 55.936573),(34 56.227486),(35 55.488544),(36 55.967457),(37 56.111042),(38 56.056232),(39 55.78178),(40 55.930595),(41 56.438927),(42 55.968544),(43 55.872284),(44 56.010048),(45 55.906036),(46 56.230507),(47 56.065907),(48 55.74702),(49 56.032642),(50 56.195473),(51 56.268593),(52 55.794228),(53 56.063408),(54 55.952953),(55 56.135643),(56 55.937965),(57 56.645954),(58 56.776722),(59 56.105846),(60 55.724262),(61 55.761993),(62 56.300926),(63 56.04121),(64 55.945354),(65 56.204113),(66 56.207428),(67 56.27536),(68 56.60365),(69 56.37792),(70 57.024666),(71 56.230732),(72 56.972115),(73 57.303894),(74 56.83355),(75 56.529766),(76 56.245983),(77 56.323174),(78 56.74955),(79 56.514904),
(1 27.58796),(2 38.329323),(3 42.02005),(4 44.22302),(5 46.132492),(6 47.29139),(7 48.29727),(8 48.993366),(9 50.54178),(10 52.076363),(11 52.56761),(12 53.232243),(13 53.688763),(14 54.665417),(15 53.8374),(16 54.16501),(17 53.806904),(18 54.455147),(19 54.40553),(20 55.022594),(21 54.658466),(22 54.765385),(23 54.62756),(24 55.481617),(25 55.516697),(26 55.135387),(27 55.628323),(28 55.704533),(29 55.947884),(30 55.989616),(31 55.556293),(32 55.377884),(33 55.408863),(34 55.989147),(35 55.413857),(36 55.923897),(37 55.937836),(38 55.867977),(39 55.615887),(40 55.836906),(41 56.079857),(42 55.29632),(43 55.238678),(44 56.085155),(45 55.48739),(46 56.01707),(47 55.768753),(48 55.752853),(49 56.24704),(50 56.470905),(51 55.79602),(52 55.291218),(53 55.855564),(54 56.013493),(55 55.62826),(56 55.97097),(57 56.507446),(58 56.398888),(59 56.76854),(60 56.551655),(61 56.616184),(62 56.760593),(63 56.33465),(64 56.19502),(65 56.040123),(66 55.34104),(67 55.479336),(68 55.56104),(69 54.794186),(70 55.16553),(71 55.02546),(72 55.232323),(73 55.82078),(74 55.41497),(75 55.212845),(76 54.73353),(77 55.17007),(78 54.78279),(79 54.6778),
(1 27.734243),(2 38.18068),(3 41.873245),(4 43.819447),(5 45.412354),(6 46.886475),(7 48.146595),(8 49.33145),(9 49.96295),(10 51.806625),(11 51.84015),(12 51.893124),(13 52.775387),(14 53.21239),(15 52.94004),(16 53.300293),(17 53.68883),(18 53.537308),(19 53.650288),(20 54.78435),(21 54.195633),(22 53.80947),(23 54.177486),(24 54.874172),(25 55.17176),(26 55.0836),(27 55.299946),(28 55.38619),(29 55.78324),(30 55.549435),(31 55.16346),(32 55.95354),(33 55.220974),(34 55.460842),(35 55.292103),(36 56.14563),(37 55.938644),(38 55.459522),(39 55.615417),(40 55.79587),(41 55.461678),(42 55.85858),(43 55.70761),(44 56.10424),(45 56.128674),(46 56.24808),(47 56.210007),(48 56.44457),(49 56.939503),(50 56.750267),(51 56.45398),(52 55.823402),(53 55.76529),(54 56.09624),(55 56.075344),(56 56.062576),(57 55.91027),(58 56.157734),(59 56.06935),(60 55.944515),(61 55.809345),(62 55.746075),(63 55.616173),(64 55.900852),(65 55.52839),(66 55.411503),(67 55.13347),(68 55.482143),(69 55.1414),(70 55.380886),(71 54.979782),(72 54.920406),(73 54.795406),(74 54.726086),(75 54.358154),(76 54.687027),(77 54.985542),(78 54.935),(79 55.381973),
(1 27.22878),(2 37.468655),(3 40.83533),(4 43.757908),(5 44.92313),(6 46.336517),(7 47.2618),(8 48.28558),(9 49.87663),(10 51.992104),(11 51.775486),(12 51.906975),(13 52.37416),(14 52.955776),(15 52.81414),(16 53.121136),(17 53.579334),(18 53.868855),(19 53.67301),(20 53.505505),(21 53.370827),(22 53.067486),(23 52.554386),(24 53.20177),(25 53.215496),(26 53.68811),(27 53.763493),(28 53.591698),(29 54.169846),(30 54.029995),(31 53.774723),(32 54.00736),(33 54.05299),(34 54.45883),(35 54.822655),(36 54.604378),(37 55.284534),(38 54.88885),(39 54.437325),(40 54.86614),(41 55.034252),(42 54.512794),(43 54.57891),(44 54.95734),(45 54.331734),(46 54.6136),(47 54.39531),(48 54.23758),(49 55.08136),(50 54.695137),(51 54.571636),(52 54.448536),(53 54.347355),(54 54.18755),(55 54.000507),(56 54.58944),(57 54.278316),(58 54.46851),(59 54.231445),(60 54.207966),(61 54.189003),(62 54.210583),(63 54.560787),(64 54.175182),(65 54.80307),(66 54.55837),(67 54.255287),(68 54.05787),(69 53.817596),(70 54.05989),(71 53.735443),(72 53.639126),(73 53.680557),(74 53.723236),(75 54.109985),(76 53.897472),(77 53.884758),(78 54.13367),(79 53.865623),
(1 27.314573),(2 37.521477),(3 41.125034),(4 43.552998),(5 44.76663),(6 46.050446),(7 47.133114),(8 48.12604),(9 48.860573),(10 50.598194),(11 50.92407),(12 51.755383),(13 52.265644),(14 53.078632),(15 52.628815),(16 53.60648),(17 54.058113),(18 54.213867),(19 54.013363),(20 54.544704),(21 54.524975),(22 54.67451),(23 54.432163),(24 54.755592),(25 55.015064),(26 55.474934),(27 55.403515),(28 55.430298),(29 55.98443),(30 55.805195),(31 55.439472),(32 55.417053),(33 54.950462),(34 55.10495),(35 54.583954),(36 55.214375),(37 55.203144),(38 55.303204),(39 54.900528),(40 54.53237),(41 54.870937),(42 54.91321),(43 54.530087),(44 54.525414),(45 54.69018),(46 55.592796),(47 55.574917),(48 55.432255),(49 55.74381),(50 55.725273),(51 55.683456),(52 54.851967),(53 55.459713),(54 55.604126),(55 55.069553),(56 55.178314),(57 55.359947),(58 55.303463),(59 55.170002),(60 55.564804),(61 55.34384),(62 55.770676),(63 55.163074),(64 55.08102),(65 55.445427),(66 55.241108),(67 54.873608),(68 55.274765),(69 54.30949),(70 54.077625),(71 53.97256),(72 53.92257),(73 54.265594),(74 54.496105),(75 55.093353),(76 54.335625),(77 55.163754),(78 55.112915),(79 55.132908),
(1 27.237677),(2 36.852272),(3 40.091217),(4 43.390884),(5 44.567158),(6 45.46084),(7 46.684856),(8 47.63643),(9 48.790646),(10 49.837357),(11 49.967716),(12 50.93327),(13 51.705208),(14 52.00721),(15 52.07902),(16 52.48704),(17 52.713615),(18 52.619957),(19 52.47278),(20 53.551895),(21 52.93333),(22 53.35803),(23 53.083),(24 53.212906),(25 53.23545),(26 53.711082),(27 53.674664),(28 53.94716),(29 54.149853),(30 54.251823),(31 54.076794),(32 53.965195),(33 54.45957),(34 54.348362),(35 54.541164),(36 53.931),(37 54.1823),(38 54.505924),(39 54.11755),(40 54.403366),(41 54.80842),(42 54.440857),(43 54.40581),(44 54.52443),(45 54.164677),(46 54.294685),(47 54.416958),(48 54.17455),(49 54.411522),(50 54.469395),(51 53.896313),(52 53.75292),(53 53.751617),(54 53.83425),(55 53.393814),(56 53.573418),(57 53.22806),(58 53.27947),(59 53.51306),(60 53.894054),(61 53.767574),(62 53.823864),(63 52.8752),(64 53.075977),(65 53.324116),(66 53.14003),(67 53.36921),(68 54.36448),(69 53.474186),(70 53.878956),(71 53.20545),(72 53.53929),(73 53.959908),(74 53.711773),(75 53.823128),(76 53.726242),(77 53.84176),(78 53.900063),(79 53.73198),
(1 26.771946),(2 36.162975),(3 39.424355),(4 41.952137),(5 43.298138),(6 44.463974),(7 45.663826),(8 46.386475),(9 47.178066),(10 49.23621),(11 49.250744),(12 50.435177),(13 51.14797),(14 51.698597),(15 51.58043),(16 51.88683),(17 51.757915),(18 52.14107),(19 52.07329),(20 52.6398),(21 52.639088),(22 52.998768),(23 52.694492),(24 53.12748),(25 53.299404),(26 53.58479),(27 53.43901),(28 53.290386),(29 53.59018),(30 53.59968),(31 53.45358),(32 53.0372),(33 52.733707),(34 52.862957),(35 53.434616),(36 53.00783),(37 53.095375),(38 53.015217),(39 52.874084),(40 52.740383),(41 53.38168),(42 52.948875),(43 53.077717),(44 53.151356),(45 53.062454),(46 53.18736),(47 53.36996),(48 53.029667),(49 53.29715),(50 53.765244),(51 53.33154),(52 53.054676),(53 53.712543),(54 53.946136),(55 53.93104),(56 53.425835),(57 52.887318),(58 53.483353),(59 53.69569),(60 53.64067),(61 53.69194),(62 53.968918),(63 53.694477),(64 52.88181),(65 53.37918),(66 53.177708),(67 53.543625),(68 53.960594),(69 53.776665),(70 53.89481),(71 53.395576),(72 53.02363),(73 53.410416),(74 53.894756),(75 53.835835),(76 54.00228),(77 54.153465),(78 53.896336),(79 53.643845),
(1 26.517303),(2 35.722385),(3 39.49086),(4 41.927326),(5 43.30317),(6 44.6205),(7 45.955738),(8 46.734707),(9 47.91666),(10 49.347637),(11 49.37388),(12 49.949734),(13 50.598854),(14 51.388798),(15 50.709763),(16 51.02689),(17 51.195305),(18 50.885525),(19 51.47936),(20 51.900196),(21 51.831024),(22 52.150036),(23 52.17972),(24 52.490463),(25 52.79055),(26 53.101646),(27 53.538303),(28 52.890633),(29 53.31271),(30 53.45439),(31 53.483116),(32 53.747932),(33 53.570023),(34 53.701828),(35 53.660637),(36 53.760784),(37 54.156647),(38 54.123226),(39 53.453835),(40 53.53824),(41 53.499905),(42 52.737896),(43 52.796917),(44 53.25697),(45 52.93319),(46 52.987354),(47 52.762775),(48 52.824486),(49 53.291824),(50 53.177017),(51 52.5454),(52 52.230923),(53 52.785675),(54 53.141426),(55 53.257347),(56 53.02168),(57 53.323555),(58 53.38561),(59 53.083145),(60 53.205475),(61 53.36603),(62 53.835728),(63 53.929676),(64 53.440636),(65 54.14359),(66 53.751236),(67 53.672935),(68 54.278214),(69 54.62106),(70 54.64912),(71 53.97544),(72 54.023052),(73 53.679947),(74 53.915234),(75 54.10211),(76 54.058395),(77 53.976887),(78 53.88696),(79 54.20086),
(1 26.529715),(2 36.52429),(3 39.907036),(4 42.383198),(5 43.616627),(6 45.058743),(7 46.19349),(8 46.87875),(9 47.935696),(10 49.432556),(11 49.991394),(12 50.129086),(13 50.711304),(14 51.386154),(15 51.430733),(16 51.036064),(17 51.107166),(18 51.034348),(19 51.367134),(20 51.99418),(21 52.37793),(22 52.31733),(23 52.644226),(24 52.72172),(25 52.814793),(26 53.87838),(27 53.605026),(28 53.67559),(29 53.684998),(30 53.862766),(31 53.595917),(32 53.65623),(33 53.16204),(34 53.382675),(35 53.33597),(36 54.135338),(37 53.993465),(38 54.091373),(39 53.660187),(40 53.745045),(41 53.69352),(42 53.136288),(43 53.28435),(44 53.117535),(45 52.779293),(46 52.889107),(47 53.120163),(48 52.972237),(49 53.278465),(50 53.559128),(51 53.45881),(52 53.181156),(53 53.189194),(54 53.147743),(55 53.35809),(56 53.923256),(57 53.843685),(58 54.462696),(59 54.344494),(60 54.41848),(61 54.273438),(62 54.48427),(63 54.620895),(64 54.13924),(65 54.307808),(66 53.88217),(67 53.91068),(68 54.863827),(69 54.747227),(70 54.621326),(71 54.3721),(72 53.754158),(73 53.9925),(74 54.04523),(75 54.150467),(76 54.02642),(77 53.9779),(78 54.23209),(79 53.924213),
(1 26.485012),(2 36.308197),(3 39.611504),(4 42.120537),(5 43.646507),(6 45.163605),(7 45.691536),(8 46.574768),(9 47.80039),(10 48.915257),(11 49.616867),(12 49.906235),(13 50.71278),(14 50.935947),(15 51.165634),(16 50.520832),(17 51.16794),(18 51.458897),(19 51.43376),(20 51.837646),(21 52.13425),(22 51.856487),(23 52.00073),(24 52.454834),(25 52.314915),(26 53.66692),(27 53.646805),(28 53.16753),(29 53.26642),(30 53.225685),(31 53.44303),(32 53.46279),(33 53.554585),(34 53.28677),(35 53.128345),(36 53.581196),(37 53.614685),(38 53.683468),(39 53.39651),(40 53.91928),(41 53.54332),(42 53.364418),(43 53.48919),(44 53.592907),(45 53.246185),(46 53.659843),(47 53.663822),(48 53.511272),(49 54.022564),(50 54.02322),(51 54.241417),(52 53.720814),(53 54.10049),(54 53.628292),(55 53.629063),(56 54.122627),(57 54.157284),(58 54.106865),(59 53.831383),(60 53.912117),(61 53.94801),(62 53.867138),(63 53.68345),(64 53.597523),(65 53.628094),(66 53.469414),(67 53.35073),(68 53.82452),(69 53.94042),(70 54.278927),(71 54.203636),(72 53.988403),(73 53.991135),(74 54.2503),(75 54.065403),(76 53.986156),(77 53.82028),(78 54.218918),(79 54.33807),
