1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 106478.49),(2 377899.9),(3 804687),(4 1396136.9),(5 2112030.8),(6 2963478.8),(7 3938670.8),(8 5013668),(9 6117737.5),(10 7273166.5),(11 8483147),(12 9767647),(13 11123201),(14 12580329),(15 14328632),(16 16126892),(17 18048850),(18 20146202),(19 22387046),(20 24863394),(21 27638638),(22 30502486),(23 33709250),(24 37022540),(25 40255840),(26 43617804),(27 46784292),(28 50210900),(29 53753732),(30 57278692),(31 61072750),(32 65094484),(33 69401590),(34 73796456),(35 78414904),(36 83270350),(37 88294344),(38 93496990),(39 98730744),(40 103801280),(41 108730824),(42 113420030),(43 117974250),(44 122281630),(45 126310530),(46 130282730),(47 134039900),(48 138108290),(49 142027780),(50 145568030),(51 149479360),(52 153200130),(53 156597840),(54 160160960),(55 163159840),(56 165954510),(57 168324820),(58 170684590),(59 172697580),(60 174312720),(61 175593420),(62 176609600),(63 177287890),(64 177776480),(65 178122190),(66 178398600),(67 178690580),(68 179256830),(69 179134900),(70 179102480),(71 179466700),(72 179815040),(73 179921090),(74 180672180),(75 181345330),(76 182264780),(77 183219020),(78 184517250),(79 185826740),
(1 50.08944),(2 56.878475),(3 60.162193),(4 63.586197),(5 67.00902),(6 69.70318),(7 71.20042),(8 72.815094),(9 73.93055),(10 75.92179),(11 76.86031),(12 77.836586),(13 78.420845),(14 78.92597),(15 79.67621),(16 80.190285),(17 79.720116),(18 80.6963),(19 80.632416),(20 82.09236),(21 81.8198),(22 81.76473),(23 83.43769),(24 82.91823),(25 83.57935),(26 83.97056),(27 83.04215),(28 83.69663),(29 83.22417),(30 83.32402),(31 83.890625),(32 84.488365),(33 85.12736),(34 86.80249),(35 87.83215),(36 88.56684),(37 90.574005),(38 92.5423),(39 93.13391),(40 95.213585),(41 96.75307),(42 97.80105),(43 98.58934),(44 99.52642),(45 101.935524),(46 104.499565),(47 106.35157),(48 106.89093),(49 108.24159),(50 109.101074),(51 109.436775),(52 110.82503),(53 110.203896),(54 110.04906),(55 111.18027),(56 111.78198),(57 112.61679),(58 112.7956),(59 114.8336),(60 115.56882),(61 115.958786),(62 115.48701),(63 114.832016),(64 115.53781),(65 114.88199),(66 113.66281),(67 112.33626),(68 111.34353),(69 109.542015),(70 108.59963),(71 107.64163),(72 107.96983),(73 107.227486),(74 106.495636),(75 104.69654),(76 104.02305),(77 103.93388),(78 103.05185),(79 102.08018),
(1 48.882915),(2 54.82459),(3 58.18273),(4 61.433117),(5 64.50067),(6 66.76236),(7 69.12489),(8 71.19151),(9 72.60775),(10 74.350746),(11 75.73818),(12 75.831215),(13 76.835236),(14 77.197754),(15 77.914955),(16 77.54809),(17 77.65176),(18 78.572334),(19 78.49212),(20 79.40081),(21 79.19284),(22 79.64855),(23 81.083916),(24 81.91511),(25 81.243324),(26 81.75575),(27 81.58887),(28 81.96255),(29 82.8778),(30 82.93105),(31 83.45389),(32 83.83094),(33 84.85),(34 85.589424),(35 86.441376),(36 87.65983),(37 88.76001),(38 90.4333),(39 89.73041),(40 91.75647),(41 92.41448),(42 92.84442),(43 93.752304),(44 94.43026),(45 95.39014),(46 96.28384),(47 98.402374),(48 99.60227),(49 100.335625),(50 100.579285),(51 100.593124),(52 100.60879),(53 101.156265),(54 102.21539),(55 101.849976),(56 101.94268),(57 102.27081),(58 103.46521),(59 102.38233),(60 104.312035),(61 104.34655),(62 104.680305),(63 104.150024),(64 104.21447),(65 104.54658),(66 104.17896),(67 104.41414),(68 104.1763),(69 103.56419),(70 103.524345),(71 103.222534),(72 102.81202),(73 103.33243),(74 103.46096),(75 101.683556),(76 101.71178),(77 100.9145),(78 99.32609),(79 98.4539),
(1 48.33539),(2 53.550602),(3 56.62279),(4 60.444763),(5 64.46216),(6 66.929924),(7 68.734024),(8 71.45025),(9 71.90247),(10 73.32525),(11 75.29181),(12 76.410774),(13 77.65187),(14 78.564125),(15 79.27326),(16 79.404335),(17 79.22128),(18 79.89416),(19 80.09065),(20 80.464325),(21 80.21696),(22 81.736115),(23 82.004074),(24 83.64042),(25 84.84973),(26 85.7794),(27 85.77608),(28 86.82898),(29 87.2561),(30 87.639786),(31 88.46936),(32 89.11216),(33 89.57567),(34 90.96048),(35 91.605156),(36 92.47724),(37 92.11793),(38 94.479095),(39 94.50155),(40 95.00753),(41 95.32698),(42 96.15268),(43 96.82697),(44 97.40217),(45 97.80137),(46 97.956795),(47 99.8395),(48 100.61595),(49 100.871216),(50 100.65828),(51 100.6436),(52 101.12559),(53 101.34518),(54 101.396904),(55 100.77983),(56 101.54429),(57 101.36206),(58 101.61194),(59 101.27756),(60 102.12629),(61 102.49848),(62 102.763855),(63 101.84727),(64 102.31104),(65 102.636795),(66 101.32053),(67 101.138054),(68 99.7778),(69 98.19329),(70 99.37695),(71 97.422195),(72 96.63711),(73 95.2502),(74 95.04466),(75 93.84046),(76 94.31144),(77 93.249954),(78 92.37821),(79 91.98598),
(1 48.939396),(2 54.745808),(3 59.228985),(4 62.673622),(5 66.61129),(6 68.658356),(7 69.59752),(8 72.03207),(9 73.77125),(10 76.03289),(11 76.81445),(12 77.73918),(13 77.66041),(14 79.21115),(15 79.12366),(16 78.98455),(17 79.283005),(18 79.5639),(19 79.332054),(20 80.27198),(21 80.318695),(22 81.27866),(23 82.00956),(24 83.32476),(25 83.67314),(26 83.82242),(27 82.68775),(28 84.01103),(29 83.82297),(30 83.79131),(31 84.19352),(32 85.113884),(33 85.39055),(34 87.536514),(35 88.35406),(36 89.27446),(37 91.243774),(38 93.56984),(39 93.854095),(40 96.81805),(41 97.37753),(42 98.83118),(43 99.27194),(44 101.39799),(45 101.947815),(46 103.49791),(47 104.85954),(48 106.19343),(49 107.29421),(50 108.20054),(51 107.67405),(52 108.386444),(53 108.28165),(54 108.523705),(55 108.67547),(56 109.27752),(57 108.608315),(58 108.983376),(59 108.81316),(60 108.98502),(61 109.41612),(62 109.20178),(63 108.469795),(64 107.83015),(65 107.52571),(66 107.440475),(67 106.913345),(68 106.60795),(69 106.72563),(70 106.45796),(71 106.11386),(72 105.87973),(73 104.96834),(74 104.174446),(75 103.14218),(76 103.492325),(77 102.54355),(78 101.34082),(79 100.40456),
(1 47.57547),(2 52.919384),(3 56.2729),(4 59.247074),(5 62.607105),(6 64.62933),(7 66.79348),(8 69.33525),(9 70.95079),(10 72.26824),(11 72.870125),(12 74.878845),(13 74.667625),(14 75.31127),(15 75.557205),(16 76.114296),(17 75.94737),(18 76.943016),(19 77.62499),(20 77.28247),(21 77.204056),(22 78.06236),(23 79.10154),(24 79.67728),(25 79.75776),(26 80.62959),(27 79.968864),(28 81.059746),(29 81.25021),(30 81.39239),(31 80.60582),(32 81.62326),(33 82.91378),(34 84.01577),(35 84.4345),(36 84.53557),(37 85.97227),(38 87.668884),(39 87.40888),(40 89.40807),(41 88.998955),(42 90.13533),(43 90.8138),(44 92.00498),(45 92.79327),(46 94.17086),(47 95.64975),(48 96.32958),(49 97.978424),(50 98.10879),(51 97.88928),(52 99.32781),(53 100.40297),(54 100.51286),(55 101.73193),(56 102.64461),(57 102.28279),(58 103.50323),(59 102.76465),(60 102.817184),(61 103.69698),(62 103.338264),(63 102.67957),(64 102.41613),(65 102.68814),(66 102.527855),(67 101.243195),(68 101.50691),(69 100.33288),(70 100.16586),(71 100.5534),(72 99.5628),(73 99.60709),(74 98.576485),(75 97.12855),(76 97.55586),(77 96.12144),(78 95.010155),(79 94.7112),
(1 46.907463),(2 53.100056),(3 57.361637),(4 60.194176),(5 64.04604),(6 66.46873),(7 68.169525),(8 70.977806),(9 72.07131),(10 73.72717),(11 74.83513),(12 76.32207),(13 77.23976),(14 77.87547),(15 78.46766),(16 78.564125),(17 79.06653),(18 79.841995),(19 80.94114),(20 81.09762),(21 81.67554),(22 82.46875),(23 84.101105),(24 84.65863),(25 85.545906),(26 87.66704),(27 86.95386),(28 87.2414),(29 87.59014),(30 87.71498),(31 87.78984),(32 88.77176),(33 90.36011),(34 90.94396),(35 91.58333),(36 92.399055),(37 93.219696),(38 94.121124),(39 95.26578),(40 95.94624),(41 97.23002),(42 97.36201),(43 98.12207),(44 97.881035),(45 98.392494),(46 99.35062),(47 99.96788),(48 101.09714),(49 101.67387),(50 103.024994),(51 103.144196),(52 102.34421),(53 102.825516),(54 103.08824),(55 103.622826),(56 103.9777),(57 104.00736),(58 103.508385),(59 103.59426),(60 103.518524),(61 103.79683),(62 104.34535),(63 103.54654),(64 103.14471),(65 103.68011),(66 102.03666),(67 102.36321),(68 100.53874),(69 99.88779),(70 99.19944),(71 99.13018),(72 98.227264),(73 98.4691),(74 97.715065),(75 96.24252),(76 95.83834),(77 95.15414),(78 93.636055),(79 93.16319),
(1 45.730843),(2 51.975243),(3 55.470165),(4 58.204475),(5 61.860737),(6 64.276886),(7 66.4332),(8 68.81299),(9 69.50956),(10 70.551735),(11 72.31426),(12 73.994804),(13 74.14025),(14 74.690926),(15 76.33237),(16 76.26487),(17 76.27492),(18 77.12717),(19 77.39226),(20 77.409744),(21 77.828705),(22 78.06801),(23 78.58793),(24 79.346825),(25 80.26022),(26 80.89358),(27 80.47505),(28 81.243774),(29 81.353775),(30 81.21686),(31 82.26705),(32 82.163315),(33 83.70305),(34 84.1533),(35 85.63227),(36 86.322914),(37 87.16701),(38 88.423035),(39 88.583595),(40 89.54619),(41 91.683784),(42 91.81757),(43 92.75669),(44 92.43942),(45 94.779976),(46 95.77623),(47 97.787834),(48 99.477745),(49 100.371826),(50 101.13181),(51 100.98879),(52 100.73783),(53 101.18362),(54 101.7515),(55 102.46918),(56 103.00278),(57 104.048256),(58 103.80998),(59 104.11622),(60 104.177444),(61 104.55636),(62 104.95654),(63 104.52166),(64 104.6754),(65 104.67882),(66 104.52354),(67 104.51734),(68 102.838005),(69 103.28079),(70 102.62263),(71 102.72356),(72 102.58205),(73 101.59449),(74 102.16596),(75 100.28926),(76 100.51742),(77 99.58025),(78 97.35047),(79 97.12855),
(1 45.79952),(2 51.283913),(3 55.112053),(4 58.110504),(5 61.58548),(6 64.68692),(7 66.36502),(8 69.025314),(9 69.91965),(10 72.51029),(11 72.90198),(12 73.36458),(13 73.75723),(14 74.313805),(15 74.59476),(16 75.191345),(17 75.01326),(18 75.31659),(19 76.484314),(20 76.46699),(21 76.440605),(22 77.14899),(23 77.078094),(24 77.76103),(25 79.42894),(26 79.67252),(27 80.009476),(28 81.03706),(29 80.621445),(30 80.92345),(31 81.30187),(32 81.4014),(33 82.36778),(34 82.84052),(35 83.76386),(36 84.42963),(37 86.34785),(38 86.67527),(39 88.2189),(40 89.78915),(41 90.55901),(42 91.875084),(43 92.82448),(44 93.78769),(45 94.34261),(46 96.1393),(47 96.907974),(48 98.21756),(49 99.68778),(50 100.688705),(51 99.91274),(52 99.72145),(53 101.43246),(54 100.84355),(55 101.112946),(56 102.19167),(57 102.29391),(58 103.3606),(59 103.92628),(60 104.4743),(61 105.43036),(62 105.93672),(63 104.420525),(64 104.63502),(65 104.57232),(66 104.0702),(67 104.18451),(68 104.41148),(69 102.400894),(70 100.988464),(71 100.82907),(72 100.06917),(73 98.33142),(74 98.54654),(75 96.79539),(76 96.27383),(77 96.2719),(78 95.86674),(79 94.48187),
(1 46.12082),(2 51.363083),(3 55.300602),(4 58.76536),(5 62.436546),(6 65.046844),(7 66.64189),(8 68.99564),(9 70.33768),(10 72.63624),(11 73.525406),(12 74.20569),(13 73.95739),(14 75.07744),(15 76.384056),(16 76.620316),(17 77.27169),(18 77.32258),(19 78.81696),(20 79.39337),(21 78.8385),(22 79.976494),(23 80.5316),(24 81.02102),(25 81.7799),(26 82.75986),(27 82.29807),(28 82.56372),(29 82.831116),(30 84.09944),(31 85.10241),(32 85.109184),(33 87.10626),(34 87.56487),(35 88.20414),(36 89.02417),(37 89.81635),(38 91.42351),(39 92.45396),(40 92.85354),(41 93.54003),(42 93.50484),(43 94.32753),(44 95.4326),(45 95.98166),(46 96.85414),(47 97.90241),(48 98.06391),(49 99.954926),(50 99.819756),(51 98.93188),(52 99.79302),(53 99.96635),(54 100.07205),(55 99.5133),(56 99.53057),(57 99.12545),(58 99.15304),(59 99.653694),(60 99.78809),(61 99.41028),(62 99.72912),(63 98.34687),(64 98.08913),(65 98.33044),(66 97.19183),(67 96.97274),(68 96.18558),(69 96.46965),(70 95.36683),(71 94.57879),(72 94.46476),(73 94.14272),(74 94.090675),(75 92.004135),(76 92.63818),(77 91.49483),(78 90.66283),(79 90.798706),
(1 44.901905),(2 50.402637),(3 54.28312),(4 57.45142),(5 60.201042),(6 62.1972),(7 64.390594),(8 65.38729),(9 67.213295),(10 69.17727),(11 70.25667),(12 70.66509),(13 71.86945),(14 72.74406),(15 73.3933),(16 73.02102),(17 73.731064),(18 73.96447),(19 73.672066),(20 74.11165),(21 74.61244),(22 75.46608),(23 75.52696),(24 76.52809),(25 77.36676),(26 77.53866),(27 77.0854),(28 77.47555),(29 77.84035),(30 78.14764),(31 78.8265),(32 78.75267),(33 80.360535),(34 81.44686),(35 81.801704),(36 83.69669),(37 84.5756),(38 85.63749),(39 85.764336),(40 86.716675),(41 87.85378),(42 88.89407),(43 89.446205),(44 90.29427),(45 93.046936),(46 93.56187),(47 93.68367),(48 95.09174),(49 96.30792),(50 97.253426),(51 97.12768),(52 97.33232),(53 98.17271),(54 98.282875),(55 98.41868),(56 98.97053),(57 99.42141),(58 100.24997),(59 99.6433),(60 99.45989),(61 100.29549),(62 100.72482),(63 99.083534),(64 99.116806),(65 99.50338),(66 98.758965),(67 98.94051),(68 98.37442),(69 97.95886),(70 98.10537),(71 97.91862),(72 97.66025),(73 96.40799),(74 96.24208),(75 93.90588),(76 94.55152),(77 94.11848),(78 93.105804),(79 92.71459),
(1 45.86834),(2 51.356037),(3 54.926556),(4 59.407574),(5 62.920994),(6 65.06444),(7 67.458694),(8 69.39329),(9 70.73894),(10 72.89096),(11 74.253494),(12 75.89924),(13 76.3367),(14 75.95425),(15 76.35386),(16 76.91425),(17 77.0249),(18 76.65849),(19 76.80512),(20 76.441956),(21 76.910515),(22 77.12206),(23 78.27692),(24 78.197),(25 79.37351),(26 79.61251),(27 79.40809),(28 80.138245),(29 81.07283),(30 81.87659),(31 81.258995),(32 82.63556),(33 83.39965),(34 84.312515),(35 84.73825),(36 85.563614),(37 86.2667),(38 88.22368),(39 88.13416),(40 89.70312),(41 90.256165),(42 90.94278),(43 92.585915),(44 92.81166),(45 94.768585),(46 96.51664),(47 97.96437),(48 98.58376),(49 100.137215),(50 100.45969),(51 100.45506),(52 101.16369),(53 101.62954),(54 102.29169),(55 102.7329),(56 103.08245),(57 103.15363),(58 103.60416),(59 104.52946),(60 104.853),(61 105.16271),(62 105.761086),(63 104.877335),(64 105.027565),(65 104.889),(66 104.42619),(67 104.07535),(68 103.51201),(69 103.10672),(70 102.10986),(71 102.54592),(72 101.82269),(73 101.19419),(74 100.902405),(75 98.70627),(76 98.25639),(77 96.870255),(78 95.826706),(79 95.20687),
(1 44.633663),(2 49.881767),(3 53.621002),(4 56.949238),(5 59.82161),(6 62.515656),(7 64.69864),(8 65.668205),(9 67.39585),(10 69.724174),(11 70.38958),(12 71.55539),(13 72.09971),(14 72.93293),(15 74.383224),(16 74.57629),(17 74.50924),(18 75.467705),(19 75.64696),(20 76.32414),(21 76.07343),(22 77.006714),(23 78.005035),(24 78.01972),(25 79.165184),(26 79.19682),(27 80.1888),(28 80.51302),(29 81.29945),(30 82.22436),(31 81.71406),(32 82.02719),(33 83.61037),(34 84.14734),(35 85.58695),(36 85.8006),(37 86.689835),(38 88.70212),(39 89.26925),(40 90.74377),(41 90.704254),(42 91.32843),(43 92.517944),(44 92.496605),(45 93.80446),(46 93.988235),(47 94.88556),(48 95.69925),(49 95.8467),(50 95.82817),(51 95.62542),(52 95.472374),(53 94.99088),(54 94.84119),(55 95.139885),(56 95.33353),(57 94.80522),(58 95.26541),(59 94.643486),(60 95.75295),(61 95.48246),(62 95.61443),(63 95.1667),(64 94.907616),(65 94.44684),(66 94.234375),(67 94.207596),(68 93.67767),(69 91.97261),(70 91.552246),(71 91.27425),(72 90.36427),(73 89.840355),(74 88.88764),(75 87.3689),(76 86.27801),(77 85.62084),(78 85.66341),(79 84.38184),
(1 44.814697),(2 50.133247),(3 53.772354),(4 57.437637),(5 59.938145),(6 62.124504),(7 63.918037),(8 65.7909),(9 67.14036),(10 68.564804),(11 70.77042),(12 71.611084),(13 72.063675),(14 72.3123),(15 72.92331),(16 73.35955),(17 73.63785),(18 74.53734),(19 74.74135),(20 74.13362),(21 75.01624),(22 75.67191),(23 75.84126),(24 77.27386),(25 77.93456),(26 78.240715),(27 78.85683),(28 78.99992),(29 78.718185),(30 79.455086),(31 79.615746),(32 79.367165),(33 80.385475),(34 81.09534),(35 81.85489),(36 82.79493),(37 83.75197),(38 85.10191),(39 85.67648),(40 86.90856),(41 88.98638),(42 89.37554),(43 90.088196),(44 91.23073),(45 92.16112),(46 92.88168),(47 95.47087),(48 96.72195),(49 97.96735),(50 99.10952),(51 99.72259),(52 99.65306),(53 101.27755),(54 101.04028),(55 100.9462),(56 101.841995),(57 102.566315),(58 102.33749),(59 103.07417),(60 103.51671),(61 103.24467),(62 102.77024),(63 101.618614),(64 101.91172),(65 101.70364),(66 101.084114),(67 101.05325),(68 100.84364),(69 99.642334),(70 100.55342),(71 99.60278),(72 99.422386),(73 97.75834),(74 96.53818),(75 95.77408),(76 95.82655),(77 94.66947),(78 92.85866),(79 92.47843),
(1 44.06615),(2 49.45869),(3 53.894398),(4 57.82264),(5 59.9617),(6 61.953293),(7 64.18447),(8 65.811035),(9 67.38868),(10 68.528725),(11 70.385605),(12 70.55861),(13 70.68184),(14 71.09391),(15 71.85082),(16 72.385086),(17 72.29924),(18 73.13364),(19 72.60521),(20 72.446724),(21 72.33321),(22 73.10817),(23 74.27021),(24 74.853584),(25 75.268524),(26 76.144226),(27 75.76012),(28 75.943695),(29 77.05683),(30 77.143234),(31 77.758354),(32 78.543144),(33 79.05413),(34 79.26747),(35 80.142075),(36 80.93214),(37 82.19436),(38 82.43371),(39 83.57705),(40 84.43756),(41 85.48617),(42 85.61136),(43 86.44782),(44 88.00834),(45 89.22669),(46 89.3733),(47 90.32166),(48 91.968765),(49 94.1499),(50 94.733215),(51 94.21341),(52 95.37605),(53 95.86384),(54 95.83619),(55 96.52196),(56 96.30544),(57 97.75307),(58 97.46627),(59 98.331856),(60 98.97575),(61 99.23996),(62 98.779526),(63 98.95047),(64 99.30724),(65 99.38092),(66 99.04632),(67 98.734634),(68 98.99122),(69 97.64337),(70 97.329094),(71 98.100426),(72 98.30204),(73 97.26564),(74 97.29629),(75 95.99936),(76 96.24741),(77 95.46518),(78 94.797905),(79 92.90605),
(1 43.599415),(2 48.99536),(3 52.307392),(4 55.608707),(5 58.70981),(6 61.073784),(7 62.52921),(8 65.28368),(9 66.88221),(10 69.098526),(11 70.10484),(12 71.80281),(13 72.12177),(14 72.88412),(15 73.22622),(16 73.7444),(17 74.52684),(18 75.19081),(19 74.63336),(20 74.8495),(21 75.40748),(22 76.46167),(23 78.18219),(24 78.30299),(25 78.80154),(26 79.12304),(27 79.3857),(28 79.85034),(29 79.87657),(30 80.69544),(31 80.85994),(32 81.41791),(33 82.433495),(34 81.8892),(35 83.36697),(36 84.0797),(37 84.869675),(38 86.8993),(39 86.51612),(40 87.40998),(41 87.61778),(42 88.61046),(43 88.613266),(44 89.01856),(45 89.46163),(46 89.03067),(47 90.040344),(48 91.04776),(49 91.80977),(50 92.4009),(51 91.60554),(52 91.92518),(53 92.73312),(54 92.85413),(55 93.04817),(56 92.696686),(57 93.523056),(58 93.072815),(59 93.67282),(60 93.69032),(61 94.69273),(62 93.802),(63 93.64865),(64 93.52347),(65 93.24831),(66 92.98463),(67 91.988),(68 91.82694),(69 91.90104),(70 91.33435),(71 90.84024),(72 89.94808),(73 88.34467),(74 87.42943),(75 86.3715),(76 85.763466),(77 84.556244),(78 84.57792),(79 83.89374),
(1 43.759605),(2 49.640438),(3 53.63106),(4 56.753284),(5 59.59575),(6 61.7124),(7 63.20888),(8 64.177635),(9 65.176765),(10 67.98688),(11 68.91338),(12 69.40193),(13 70.182365),(14 71.002396),(15 71.41314),(16 71.77602),(17 71.65696),(18 72.24829),(19 71.0058),(20 72.62099),(21 73.45505),(22 73.55052),(23 74.11936),(24 74.12621),(25 75.59489),(26 75.249535),(27 74.67056),(28 75.28537),(29 75.89971),(30 76.28617),(31 76.418755),(32 77.407555),(33 78.36088),(34 79.134735),(35 79.9409),(36 81.3409),(37 82.26025),(38 84.49628),(39 85.412895),(40 87.09509),(41 86.774155),(42 88.45776),(43 90.30136),(44 90.663864),(45 91.57347),(46 93.2983),(47 94.53445),(48 95.75296),(49 97.18053),(50 97.177505),(51 97.62966),(52 98.21176),(53 99.34258),(54 99.53009),(55 100.14644),(56 100.33198),(57 101.506775),(58 101.39602),(59 102.078285),(60 101.10012),(61 102.21515),(62 101.5351),(63 101.73629),(64 101.30513),(65 100.824585),(66 100.326416),(67 99.78897),(68 99.85209),(69 99.38035),(70 98.78337),(71 98.07695),(72 97.65596),(73 96.903275),(74 95.921936),(75 95.28772),(76 95.36416),(77 94.37058),(78 92.85908),(79 92.47929),
(1 42.75242),(2 48.190147),(3 51.66037),(4 55.475163),(5 58.628),(6 60.338634),(7 62.33618),(8 64.12033),(9 65.752075),(10 68.026794),(11 68.54849),(12 69.11405),(13 69.56436),(14 70.57833),(15 70.6993),(16 71.17904),(17 72.65393),(18 72.57293),(19 72.31071),(20 72.741234),(21 73.207344),(22 73.59361),(23 74.80213),(24 75.087944),(25 75.27753),(26 75.84161),(27 75.49737),(28 75.41106),(29 75.56583),(30 75.69261),(31 76.3287),(32 76.92614),(33 77.67774),(34 78.48483),(35 78.446144),(36 80.59149),(37 81.356255),(38 81.65184),(39 82.39333),(40 83.53815),(41 83.78639),(42 84.22837),(43 84.91866),(44 86.27424),(45 87.20371),(46 87.8919),(47 89.85407),(48 91.23799),(49 91.98676),(50 92.76678),(51 92.64506),(52 93.19971),(53 93.8803),(54 93.807816),(55 93.887146),(56 94.89202),(57 94.86925),(58 95.42502),(59 95.058716),(60 94.79123),(61 95.124985),(62 95.647675),(63 94.802734),(64 94.99911),(65 95.425476),(66 94.74042),(67 94.22597),(68 93.9381),(69 93.98142),(70 93.27452),(71 93.603905),(72 91.92575),(73 91.82487),(74 90.81908),(75 89.99458),(76 90.04251),(77 89.488464),(78 90.003525),(79 88.25189),
(1 43.564552),(2 48.80816),(3 52.265247),(4 55.993816),(5 58.385284),(6 59.88446),(7 61.569805),(8 64.11055),(9 65.55697),(10 67.04366),(11 68.6811),(12 68.87541),(13 69.68991),(14 70.807144),(15 71.57347),(16 71.774124),(17 72.57212),(18 73.09213),(19 73.13617),(20 73.13273),(21 74.18782),(22 75.28993),(23 75.58836),(24 76.995895),(25 77.22594),(26 78.92445),(27 78.15065),(28 78.83769),(29 79.056656),(30 80.226814),(31 79.42649),(32 80.046936),(33 80.66353),(34 82.19578),(35 82.84435),(36 84.382935),(37 85.31932),(38 85.92014),(39 86.714775),(40 87.9165),(41 89.39192),(42 89.73434),(43 89.83127),(44 90.27214),(45 90.6365),(46 91.5846),(47 93.10701),(48 92.88029),(49 93.96822),(50 94.928055),(51 94.81378),(52 95.11525),(53 95.16903),(54 95.63199),(55 95.683914),(56 96.41301),(57 95.89261),(58 96.14794),(59 96.95676),(60 96.69454),(61 96.74436),(62 95.658104),(63 95.26106),(64 95.43778),(65 95.04028),(66 94.89555),(67 92.83473),(68 92.377945),(69 91.16386),(70 90.538185),(71 90.71306),(72 89.14589),(73 88.44016),(74 87.9883),(75 87.41642),(76 87.5298),(77 86.17699),(78 86.15944),(79 84.44393),
