1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 203085.06),(2 810433.2),(3 1795304.4),(4 3105945.8),(5 4653761.5),(6 6320677),(7 8005824),(8 9550042),(9 10880237),(10 11870723),(11 12455722),(12 12646806),(13 12411249),(14 11830219),(15 10950968),(16 9874415),(17 8702848),(18 7557850.5),(19 6535119.5),(20 5700211.5),(21 5098143.5),(22 4745613),(23 4637853),(24 4745574.5),(25 5032181),(26 5463824.5),(27 5989316),(28 6526901.5),(29 7037720.5),(30 7455105.5),(31 7759333.5),(32 7934668),(33 7965403),(34 7867968),(35 7661261),(36 7384851.5),(37 7092122.5),(38 6830659),(39 6634670),(40 6532863.5),(41 6560150.5),(42 6688204.5),(43 6909027.5),(44 7169059),(45 7449931),(46 7686501.5),(47 7853538),(48 7934037.5),(49 7909284),(50 7767219.5),(51 7527254.5),(52 7208940.5),(53 6840784.5),(54 6460649.5),(55 6108677.5),(56 5811641.5),(57 5584060),(58 5439765),(59 5373316),(60 5382874),(61 5449498),(62 5550156),(63 5681097),(64 5825229.5),(65 5986247.5),(66 6154346.5),(67 6309968.5),(68 6480422.5),(69 6654082),(70 6834458.5),(71 7010344.5),(72 7176481.5),(73 7320195.5),(74 7409081.5),(75 7403688.5),(76 7316432.5),(77 7156231),(78 6928144.5),(79 6668947.5),
(1 178121.63),(2 707457.75),(3 1559648.4),(4 2688817.8),(5 4008490.3),(6 5409944),(7 6799329.5),(8 8044590.5),(9 9068175),(10 9773860),(11 10119296),(12 10116877),(13 9774257),(14 9163085),(15 8351164.5),(16 7438693.5),(17 6532918.5),(18 5732546.5),(19 5109143.5),(20 4693346),(21 4505666.5),(22 4525718.5),(23 4719450),(24 5039561.5),(25 5441049),(26 5880828.5),(27 6301392),(28 6630261.5),(29 6852157.5),(30 6932826.5),(31 6887849.5),(32 6740718.5),(33 6501973.5),(34 6216885.5),(35 5942371.5),(36 5725655.5),(37 5606400),(38 5619812),(39 5762326),(40 6019130),(41 6357777.5),(42 6720660.5),(43 7052148),(44 7297133.5),(45 7439714),(46 7452678),(47 7330118.5),(48 7089224.5),(49 6759200),(50 6366952.5),(51 5972277.5),(52 5615018.5),(53 5323941),(54 5121586.5),(55 5020011.5),(56 5000471),(57 5036324.5),(58 5092846.5),(59 5145501.5),(60 5170742),(61 5146404),(62 5068509.5),(63 4957855.5),(64 4843589.5),(65 4770020.5),(66 4768358.5),(67 4843359.5),(68 5022520),(69 5277794.5),(70 5580907),(71 5874457.5),(72 6110406),(73 6253792),(74 6273268),(75 6153156.5),(76 5909564),(77 5603340),(78 5288766.5),(79 5020950.5),
(1 114618.18),(2 448257.6),(3 975301.94),(4 1658020.4),(5 2450647),(6 3285491.8),(7 4107509),(8 4844753.5),(9 5457651),(10 5903978),(11 6162576.5),(12 6253193),(13 6170127.5),(14 5954292),(15 5641181.5),(16 5279917),(17 4909534.5),(18 4580960.5),(19 4316117),(20 4124659.5),(21 4026966),(22 4018784.8),(23 4089806.5),(24 4230894.5),(25 4413980),(26 4616025.5),(27 4811163.5),(28 4957373),(29 5056986),(30 5087842.5),(31 5066693.5),(32 5013296),(33 4930582.5),(34 4844087.5),(35 4763389),(36 4700958.5),(37 4655698),(38 4628312.5),(39 4602279.5),(40 4556005.5),(41 4487083),(42 4367982.5),(43 4221057.5),(44 4060397.5),(45 3911666),(46 3791886),(47 3722905),(48 3708773.8),(49 3757788.8),(50 3859262),(51 3999230.8),(52 4158514.5),(53 4307538.5),(54 4425984.5),(55 4491791.5),(56 4481126.5),(57 4397822.5),(58 4240781),(59 4047259.5),(60 3842720),(61 3656908.5),(62 3516897.5),(63 3447536.3),(64 3458480.3),(65 3551500.3),(66 3704051.8),(67 3877266),(68 4051269.8),(69 4177306.5),(70 4234464.5),(71 4213462),(72 4126336.8),(73 3987882.5),(74 3824632.8),(75 3664934.5),(76 3543400.3),(77 3484812.8),(78 3512383.3),(79 3626379.5),
(1 87160.3),(2 334377.47),(3 712535.7),(4 1182254.1),(5 1703067.6),(6 2227481.5),(7 2721975.8),(8 3147562.5),(9 3497110.5),(10 3743510.5),(11 3884876.8),(12 3933986.5),(13 3891798),(14 3780023.3),(15 3619837.8),(16 3434058),(17 3242354.5),(18 3058949.5),(19 2897381),(20 2756882.5),(21 2653119),(22 2595259.3),(23 2582740.5),(24 2618790.5),(25 2695758.8),(26 2798626.5),(27 2919636.8),(28 3036583.3),(29 3157247.8),(30 3273368),(31 3395494.8),(32 3525536.8),(33 3661075.3),(34 3797831.8),(35 3924239.3),(36 4032321.5),(37 4108003.8),(38 4149723),(39 4139450),(40 4074253.5),(41 3973255.3),(42 3831622),(43 3678349.5),(44 3525206.8),(45 3393866.5),(46 3286260.5),(47 3205922.3),(48 3156043.8),(49 3140245.5),(50 3148344.3),(51 3176957.5),(52 3218639.3),(53 3262861),(54 3305215),(55 3341364.8),(56 3359446),(57 3363392.3),(58 3347805),(59 3322607.8),(60 3287074.3),(61 3246738.3),(62 3201065.5),(63 3154721.3),(64 3097363.8),(65 3043900.5),(66 2995603),(67 2946854),(68 2904743.8),(69 2871683.3),(70 2849027),(71 2836736),(72 2839263.3),(73 2867277.8),(74 2918849.3),(75 2989799.3),(76 3081652.8),(77 3189358.5),(78 3303776),(79 3414562.3),
(1 80362.445),(2 303392.4),(3 633011.94),(4 1026735.7),(5 1441757.4),(6 1841715.3),(7 2218383.5),(8 2545467.8),(9 2833037),(10 3066092.5),(11 3251758.8),(12 3401166.3),(13 3501658.8),(14 3560281),(15 3574465.8),(16 3548771.3),(17 3487637.3),(18 3404652.5),(19 3315043),(20 3221168.5),(21 3159167.5),(22 3129390.8),(23 3135720.3),(24 3178465.3),(25 3240793.5),(26 3312186),(27 3382267.8),(28 3429711.5),(29 3465339.3),(30 3480721.8),(31 3492894.8),(32 3511140.8),(33 3530302.8),(34 3562233.5),(35 3606920.5),(36 3653704.5),(37 3697155.3),(38 3729019),(39 3721293.3),(40 3672981.3),(41 3593014.5),(42 3478439.8),(43 3342233.5),(44 3190414.8),(45 3048932.3),(46 2921846),(47 2818300.5),(48 2748747),(49 2722490.8),(50 2736171.5),(51 2787801.3),(52 2864263.8),(53 2949796.3),(54 3034275),(55 3112521.8),(56 3163054.8),(57 3197805.3),(58 3208199.8),(59 3205155.8),(60 3198243.5),(61 3192710),(62 3188266),(63 3180761.8),(64 3159934.3),(65 3126627),(66 3081076.8),(67 3001799.5),(68 2903044.3),(69 2789132.8),(70 2676811.3),(71 2580688),(72 2519379.5),(73 2500342),(74 2517123.3),(75 2563031),(76 2622183.5),(77 2678662.8),(78 2723274),(79 2747675.3),
(1 109376.484),(2 413415.4),(3 858498.6),(4 1377321.3),(5 1903520.9),(6 2376592),(7 2770680.3),(8 3052395.3),(9 3225661.5),(10 3291272.5),(11 3272876.3),(12 3199135.5),(13 3084322.8),(14 2944454.5),(15 2791181.5),(16 2633127.5),(17 2485192.3),(18 2357827),(19 2267752),(20 2219575.3),(21 2225030.5),(22 2280944),(23 2374996.8),(24 2492739),(25 2622455),(26 2752649.5),(27 2874017.5),(28 2974288.5),(29 3062425.5),(30 3134755),(31 3204575.5),(32 3273195.3),(33 3330267.3),(34 3373509),(35 3398872),(36 3400864),(37 3382597.3),(38 3348741.5),(39 3298106.3),(40 3242220),(41 3191620.3),(42 3149386.8),(43 3117467),(44 3080749),(45 3067614.3),(46 3075563.5),(47 3106356.8),(48 3161701.3),(49 3241978.3),(50 3336834.3),(51 3437393.8),(52 3524809.3),(53 3591481),(54 3640378.5),(55 3665336.5),(56 3657768.3),(57 3623803.5),(58 3569949.8),(59 3503775.8),(60 3428336.5),(61 3342573.3),(62 3254045.3),(63 3171279),(64 3090450.8),(65 3019939.8),(66 2957686.8),(67 2896497.5),(68 2856117),(69 2836057.8),(70 2841008.5),(71 2881773.3),(72 2959563.5),(73 3070268.3),(74 3188365.8),(75 3284244.3),(76 3339375.8),(77 3339247),(78 3287822.5),(79 3200011.5),
(1 130593.33),(2 491486),(3 1014023.06),(4 1609592.5),(5 2193173.5),(6 2689798),(7 3063720.8),(8 3299110),(9 3406101),(10 3404430.5),(11 3319967.3),(12 3190398),(13 3040095.8),(14 2896110),(15 2778046.8),(16 2701865.8),(17 2681418.8),(18 2722911.8),(19 2829576.5),(20 2985344.3),(21 3190200.8),(22 3414516.3),(23 3628789),(24 3798156.3),(25 3900580.3),(26 3927410.5),(27 3891238.3),(28 3802799.8),(29 3697115.8),(30 3586044.8),(31 3488778.3),(32 3417157.8),(33 3364419.5),(34 3319480.3),(35 3272289),(36 3204033.8),(37 3113856),(38 3000755.5),(39 2872296.3),(40 2741629.5),(41 2642754.5),(42 2581805),(43 2574682),(44 2616541.5),(45 2698590.3),(46 2800453.3),(47 2905805.3),(48 2998084.3),(49 3065556.3),(50 3101737.3),(51 3114827.8),(52 3108160.8),(53 3087559.5),(54 3066690.5),(55 3041592.8),(56 3005289.8),(57 2951299),(58 2866232.3),(59 2761557.8),(60 2643617.3),(61 2525952),(62 2422544),(63 2347889.5),(64 2310686.8),(65 2313254),(66 2357820.5),(67 2426581.3),(68 2509876.5),(69 2591969.5),(70 2663574.3),(71 2712405.3),(72 2736429.5),(73 2743421),(74 2738166),(75 2728518),(76 2722605.8),(77 2727943.8),(78 2741800.5),(79 2750919.8),
(1 118067.03),(2 444830.72),(3 912046.8),(4 1431411.6),(5 1917913.3),(6 2309405),(7 2578079.3),(8 2714161),(9 2741974.8),(10 2689803.3),(11 2593517),(12 2477929.8),(13 2348829.8),(14 2222627.3),(15 2106317.3),(16 2014403.3),(17 1966451.6),(18 1977616),(19 2053364.6),(20 2178045),(21 2336962.5),(22 2495507.8),(23 2623095.3),(24 2702765.5),(25 2729492),(26 2719672.3),(27 2689373.5),(28 2639794.3),(29 2597678.5),(30 2559300),(31 2523716.3),(32 2484642.3),(33 2432395.3),(34 2369020.5),(35 2298236.5),(36 2228728.3),(37 2171760),(38 2135833),(39 2128345),(40 2155300),(41 2222254.3),(42 2325704.8),(43 2457948.3),(44 2594914.5),(45 2727876),(46 2833121.5),(47 2900467.5),(48 2927085),(49 2918195.5),(50 2880635.3),(51 2833287.3),(52 2782024.5),(53 2741693),(54 2707653.3),(55 2677198.5),(56 2638065.5),(57 2588500),(58 2531169),(59 2468756.3),(60 2408982.3),(61 2354470.5),(62 2304226.3),(63 2259916),(64 2215321),(65 2178513),(66 2156079.5),(67 2145318.8),(68 2157064.8),(69 2193359.8),(70 2256932.3),(71 2342686.5),(72 2433782.8),(73 2516733.8),(74 2563812.5),(75 2559787),(76 2504996.5),(77 2403629.8),(78 2277199),(79 2155866.5),
(1 108614.17),(2 406146.16),(3 825088.94),(4 1275715.8),(5 1681206.5),(6 1988109.5),(7 2177923.3),(8 2248686),(9 2232519.8),(10 2159636.5),(11 2068670.5),(12 1982531.6),(13 1904835.6),(14 1846039.5),(15 1804230),(16 1784803.4),(17 1801674.3),(18 1861743.8),(19 1966898.5),(20 2094161.1),(21 2225191),(22 2333851.8),(23 2402499.5),(24 2433492.5),(25 2429899.5),(26 2407583.5),(27 2373735.3),(28 2328871.5),(29 2294900.5),(30 2263212),(31 2243446.5),(32 2238324.3),(33 2244820),(34 2265229),(35 2295333.3),(36 2319703),(37 2333271),(38 2327654.5),(39 2295696.8),(40 2248823.3),(41 2213326),(42 2195212),(43 2200768),(44 2221609.3),(45 2259091.5),(46 2306288.5),(47 2366208),(48 2430202.8),(49 2485890.5),(50 2517085.3),(51 2512605.5),(52 2461387.5),(53 2374173.8),(54 2267207.3),(55 2159082.5),(56 2067830),(57 2006505.1),(58 1986012.9),(59 2008329.1),(60 2058588),(61 2114066.5),(62 2148698),(63 2146320),(64 2106511),(65 2048358.5),(66 1989475.3),(67 1947536.5),(68 1941759.3),(69 1975523.4),(70 2039146.5),(71 2112608),(72 2182250),(73 2236798),(74 2259868.5),(75 2245644.8),(76 2217128.5),(77 2185991.8),(78 2176444.5),(79 2195194.8),
(1 93334.555),(2 348786.7),(3 706274.25),(4 1087768.9),(5 1429505.8),(6 1686263.6),(7 1852671.1),(8 1927551.8),(9 1941622.5),(10 1920126.9),(11 1891328.4),(12 1864822),(13 1843413.6),(14 1829547.3),(15 1820365.9),(16 1815397.9),(17 1811121.6),(18 1805012.8),(19 1798851.6),(20 1784890),(21 1768503.6),(22 1743975.6),(23 1721703.4),(24 1705637.3),(25 1692900.5),(26 1680994.8),(27 1665738),(28 1641947.6),(29 1611175.6),(30 1567812.6),(31 1510985.3),(32 1444846.6),(33 1385068.8),(34 1345099.6),(35 1335279.4),(36 1358292.1),(37 1406695),(38 1473428.4),(39 1544133.5),(40 1608572.4),(41 1659765.3),(42 1685500.3),(43 1695653.5),(44 1696208.5),(45 1700858.8),(46 1715277),(47 1734782.6),(48 1754885.6),(49 1772841.1),(50 1780414.8),(51 1774880.6),(52 1752174.6),(53 1715731.4),(54 1677573.9),(55 1641827.5),(56 1626748.4),(57 1634576.3),(58 1657909.3),(59 1692958.6),(60 1732349.3),(61 1765712),(62 1788430.3),(63 1800687.3),(64 1798445.3),(65 1789414.3),(66 1779470),(67 1764567.9),(68 1750583.6),(69 1739113.3),(70 1728814.4),(71 1721399.6),(72 1722317.3),(73 1738664.6),(74 1775702.6),(75 1839730.6),(76 1913376),(77 1992361.5),(78 2055195.6),(79 2086971.3),
(1 89764.32),(2 330896.8),(3 659092),(4 1004277.5),(5 1309404.5),(6 1538323.1),(7 1689016),(8 1773562.6),(9 1817956.1),(10 1837954),(11 1846448.8),(12 1841484.8),(13 1819914.6),(14 1792408.8),(15 1765342.9),(16 1747953.3),(17 1744871.6),(18 1757812.4),(19 1781838.4),(20 1808668.1),(21 1848437.5),(22 1891812.6),(23 1932281.1),(24 1962092.6),(25 1976151.1),(26 1969551.4),(27 1951629.3),(28 1922750.4),(29 1889048.1),(30 1843634.5),(31 1791733.1),(32 1743083.1),(33 1706682.8),(34 1696394),(35 1711709.1),(36 1747244.8),(37 1794918.9),(38 1839807.9),(39 1870925.4),(40 1880327.4),(41 1874424.3),(42 1853068.3),(43 1829874.3),(44 1810538),(45 1799754.6),(46 1795454),(47 1791231.4),(48 1782823.9),(49 1766269),(50 1738861.1),(51 1702641.4),(52 1664718.3),(53 1637485.9),(54 1624741.1),(55 1629984.6),(56 1651110.3),(57 1679929.1),(58 1706439.1),(59 1729854.4),(60 1751261.5),(61 1763045.1),(62 1766961.9),(63 1761941.5),(64 1750861.3),(65 1741052.5),(66 1745617.4),(67 1763276.8),(68 1801387.3),(69 1849618.5),(70 1897447.1),(71 1931942.6),(72 1945992),(73 1940591.5),(74 1930368.3),(75 1927282.3),(76 1943219.6),(77 1979872.5),(78 2026486.6),(79 2065448.6),
(1 97125.13),(2 359458.06),(3 716949.06),(4 1087834.3),(5 1398156.5),(6 1602640.1),(7 1697525.1),(8 1700306),(9 1654960.3),(10 1601549.6),(11 1568587.6),(12 1564404.9),(13 1589405.8),(14 1642238.1),(15 1706837.5),(16 1763680.8),(17 1796381.5),(18 1805026.5),(19 1795994.9),(20 1774995),(21 1756110.5),(22 1737416.5),(23 1715068.1),(24 1685859.4),(25 1634066.5),(26 1565396.6),(27 1497897.4),(28 1440948.8),(29 1400185.5),(30 1372651.9),(31 1357404.4),(32 1357141),(33 1369023.9),(34 1391745.4),(35 1421811),(36 1458931.1),(37 1499063.1),(38 1539364.3),(39 1575113.3),(40 1597623.5),(41 1614575.5),(42 1613122.6),(43 1598109.6),(44 1570767.4),(45 1537323.1),(46 1505521.8),(47 1487115.8),(48 1489720.1),(49 1518767.8),(50 1565325.8),(51 1616546.8),(52 1656290.1),(53 1676346.5),(54 1675752.6),(55 1655248.8),(56 1624329.5),(57 1601889.5),(58 1597696.8),(59 1611982.4),(60 1633484.6),(61 1646137.6),(62 1642255.6),(63 1611965.8),(64 1561655),(65 1517656.3),(66 1512821.9),(67 1559409.4),(68 1647092.5),(69 1754526.3),(70 1852489),(71 1913974.3),(72 1937911.1),(73 1933684.6),(74 1917411.8),(75 1909172.5),(76 1907642),(77 1915547.8),(78 1913470.5),(79 1891924),
(1 101289.72),(2 368909.88),(3 721558.06),(4 1070874.1),(5 1343729.3),(6 1508937.4),(7 1576001.5),(8 1567427.4),(9 1524436.6),(10 1474607.1),(11 1444666.3),(12 1451537.5),(13 1493321.9),(14 1564058),(15 1634455.1),(16 1675194.8),(17 1668683.8),(18 1617328.8),(19 1542482.4),(20 1468112.5),(21 1423984.1),(22 1421797.6),(23 1452344),(24 1496841.3),(25 1533252.4),(26 1554708.3),(27 1561490.4),(28 1553477.8),(29 1536500.9),(30 1505613.5),(31 1468975.1),(32 1431240),(33 1396099.1),(34 1369636.5),(35 1356654.4),(36 1361393.9),(37 1382209.3),(38 1420566.1),(39 1471476.6),(40 1525905.3),(41 1577477.6),(42 1604923.9),(43 1595196.3),(44 1537546.3),(45 1446479.1),(46 1349556.1),(47 1286422.4),(48 1285199.1),(49 1349889.3),(50 1461888.5),(51 1590349.4),(52 1694957),(53 1748180.3),(54 1745140.1),(55 1705118),(56 1651728.4),(57 1609761.5),(58 1587424.4),(59 1580469.8),(60 1577123.1),(61 1567034),(62 1548891.1),(63 1532683.3),(64 1532859.9),(65 1569592.9),(66 1637419.1),(67 1704879.5),(68 1759388.6),(69 1782534.9),(70 1779398),(71 1766659.5),(72 1757211),(73 1764003.9),(74 1789978.6),(75 1825675),(76 1853499.9),(77 1862645.3),(78 1849465.3),(79 1824247.9),
(1 81147.875),(2 295578.97),(3 576832.44),(4 853243.4),(5 1066553.4),(6 1194716.4),(7 1250556.3),(8 1252665.4),(9 1226862.8),(10 1187688),(11 1151065.5),(12 1130365.6),(13 1134830.4),(14 1167943),(15 1213230.8),(16 1254122.1),(17 1280985.1),(18 1291192.4),(19 1290534.8),(20 1280104),(21 1266479.3),(22 1250898.9),(23 1239254.3),(24 1236506.6),(25 1236853.8),(26 1236598.3),(27 1234898.8),(28 1227049),(29 1216752.1),(30 1202475.4),(31 1190997.1),(32 1183813.3),(33 1180472.5),(34 1178208.4),(35 1174228.4),(36 1165395.8),(37 1153857.3),(38 1141105.9),(39 1126314.5),(40 1112753.1),(41 1106462.3),(42 1101736.5),(43 1096854.3),(44 1088095.6),(45 1088753.4),(46 1101080.3),(47 1130509),(48 1173572.5),(49 1223685.4),(50 1272602),(51 1313536.6),(52 1339270.4),(53 1345976.5),(54 1332514.9),(55 1304739.3),(56 1261959.9),(57 1214649.5),(58 1173154.3),(59 1152071.5),(60 1158611.1),(61 1188144.8),(62 1228480.1),(63 1275704.8),(64 1318308.8),(65 1360165.1),(66 1395296.8),(67 1414197.4),(68 1422816.6),(69 1413499.9),(70 1395785),(71 1385899.5),(72 1399847.5),(73 1443880.5),(74 1510415.6),(75 1575767.1),(76 1611687.9),(77 1597473.4),(78 1537434.3),(79 1458901.6),
(1 72203.71),(2 264750.34),(3 518106.97),(4 766818.75),(5 950492.06),(6 1047938.9),(7 1066626.6),(8 1036952.56),(9 999774.56),(10 981040.25),(11 983338.4),(12 1004379.8),(13 1032823),(14 1061229.3),(15 1081853.6),(16 1094322.1),(17 1106310.8),(18 1118986.5),(19 1127775.9),(20 1125403.5),(21 1110595.9),(22 1092514.6),(23 1078353.6),(24 1079871.5),(25 1091350.1),(26 1111728.5),(27 1135457.4),(28 1140798.8),(29 1129696.4),(30 1102464.1),(31 1071292.1),(32 1045696.7),(33 1031951.56),(34 1036518.4),(35 1063649.3),(36 1105765.3),(37 1152123.9),(38 1189190),(39 1202509),(40 1191303.4),(41 1167270.5),(42 1138651.9),(43 1121255.1),(44 1121267.3),(45 1143568.9),(46 1180032),(47 1222878.8),(48 1259809.1),(49 1279852.3),(50 1280629.1),(51 1264330.6),(52 1234065.8),(53 1200581.9),(54 1168967.3),(55 1149295.6),(56 1145181.3),(57 1161431.3),(58 1201909.6),(59 1257070),(60 1304018.3),(61 1319570.9),(62 1297995.9),(63 1250252),(64 1196969.8),(65 1165916.5),(66 1174538.3),(67 1209121.4),(68 1259873.1),(69 1308995.9),(70 1355325.4),(71 1409706),(72 1478839.5),(73 1550841.6),(74 1599746.5),(75 1600333.1),(76 1541438.9),(77 1440655.5),(78 1343703.3),(79 1293582),
(1 75572.81),(2 276038.06),(3 536963),(4 785865.8),(5 966986.3),(6 1066456.4),(7 1097107.3),(8 1081287.5),(9 1048525.06),(10 1012808.75),(11 990005.7),(12 985399.25),(13 995723.9),(14 1023318.5),(15 1064507.6),(16 1113984.6),(17 1154854.1),(18 1174384.3),(19 1167907.4),(20 1143144.9),(21 1110981.8),(22 1072967.5),(23 1042695.8),(24 1017459.5),(25 999002.2),(26 984942.7),(27 974552.4),(28 960435.8),(29 945643.25),(30 935633.5),(31 931452.1),(32 929653.9),(33 930012.4),(34 934187.25),(35 950778.5),(36 983166.7),(37 1017993.6),(38 1043860.2),(39 1052114.8),(40 1044496.7),(41 1028453.5),(42 1008114.7),(43 998377.6),(44 1008769.5),(45 1040391.9),(46 1080166.5),(47 1107326.3),(48 1115045.4),(49 1109888.9),(50 1102203.6),(51 1107882.4),(52 1132353.1),(53 1167035),(54 1199841.1),(55 1224219.4),(56 1241383.3),(57 1255746.5),(58 1267605.3),(59 1271765),(60 1259482.6),(61 1233782.8),(62 1196360.4),(63 1163117.8),(64 1144477.3),(65 1151060.8),(66 1181957.9),(67 1222085),(68 1269769.1),(69 1322888.3),(70 1375213),(71 1413715.4),(72 1427834.9),(73 1408393.8),(74 1359455.1),(75 1298085.4),(76 1248586.9),(77 1236110.3),(78 1266393.4),(79 1318862.3),
(1 55049.92),(2 195125.14),(3 367027.03),(4 519635.2),(5 627010.3),(6 690974.94),(7 730839.75),(8 761118.25),(9 788124),(10 802564.8),(11 798893.44),(12 786983.4),(13 780870.06),(14 791427.75),(15 813743.8),(16 837300.44),(17 848450.94),(18 841160.4),(19 821932),(20 805482.1),(21 809297.94),(22 836240.4),(23 875579.94),(24 910301),(25 923741.1),(26 912255.6),(27 884878.1),(28 849711.56),(29 824965.25),(30 816760.2),(31 825123.44),(32 839507.94),(33 847399.6),(34 849903.8),(35 851921.6),(36 856433.25),(37 862352.56),(38 866622.94),(39 864352.2),(40 858721.94),(41 855707.3),(42 858732.4),(43 874189.44),(44 897821.06),(45 931165),(46 959120.25),(47 972451.44),(48 970781.3),(49 964139.4),(50 953231.8),(51 950181.1),(52 957982.7),(53 976919.4),(54 1003777.75),(55 1029405.6),(56 1046525.9),(57 1053442.6),(58 1047847),(59 1036034.1),(60 1023264.7),(61 1015810.5),(62 1020299),(63 1037726.94),(64 1063180.9),(65 1084511.6),(66 1094274.9),(67 1084808.9),(68 1064597.8),(69 1040669.9),(70 1023541.94),(71 1016617.7),(72 1023292.44),(73 1039857.3),(74 1057489.8),(75 1068524.6),(76 1073044.9),(77 1074267.3),(78 1077275.3),(79 1080514.6),
