1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 663078.44),(2 1602178.6),(3 2694339.8),(4 3852235.8),(5 4754532.5),(6 4970345.5),(7 5159975.5),(8 5231249.5),(9 5196501.5),(10 5107903),(11 5086398.5),(12 5454230.5),(13 5965649.5),(14 6717994.5),(15 7878249.5),(16 9113421),(17 10068348),(18 10888941),(19 11512120),(20 11894093),(21 11952296),(22 12372125),(23 12834436),(24 13524633),(25 14339904),(26 15269632),(27 16430761),(28 17821526),(29 19366390),(30 21122482),(31 22587632),(32 24177362),(33 25596794),(34 26735682),(35 28006406),(36 29589878),(37 30807352),(38 31830696),(39 32700656),(40 33741530),(41 34593900),(42 35685772),(43 36522610),(44 36630508),(45 37207544),(46 37669244),(47 38361940),(48 38776348),(49 38945148),(50 38593704),(51 38157812),(52 37577490),(53 36893532),(54 35833124),(55 34563740),(56 33223454),(57 32077306),(58 31223658),(59 30840822),(60 32647066),(61 33498934),(62 31814728),(63 30841136),(64 30495238),(65 29988024),(66 29544514),(67 28928546),(68 28105522),(69 27482694),(70 27244840),(71 27148016),(72 27545466),(73 28026670),(74 28451350),(75 28936328),(76 29335702),(77 29864030),(78 30401272),(79 30894344),
(1 787490.06),(2 1912686.3),(3 3144685.5),(4 4065025.5),(5 4650348.5),(6 4864197),(7 5051995),(8 5047172),(9 5179155.5),(10 5239223.5),(11 5082889),(12 5073878.5),(13 5189902),(14 5508928),(15 6245802.5),(16 6899164),(17 7408965.5),(18 7839715),(19 8138238.5),(20 8317477.5),(21 8345676),(22 8463961),(23 8647377),(24 8620472),(25 8609102),(26 8728443),(27 8974507),(28 9281934),(29 9508189),(30 9720565),(31 9786072),(32 9820129),(33 9868560),(34 9887243),(35 10013069),(36 10063078),(37 10025979),(38 10110541),(39 10167715),(40 10199864),(41 10327690),(42 10355986),(43 10367989),(44 10358755),(45 10303083),(46 10365491),(47 10499931),(48 10582833),(49 10714055),(50 10770504),(51 10737423),(52 10566114),(53 10373763),(54 10180042),(55 10054367),(56 9833500),(57 9493341),(58 9142410),(59 8833565),(60 8775851),(61 8716927),(62 8533326),(63 8339465.5),(64 8149392),(65 7973651),(66 7777814.5),(67 7645356.5),(68 7528015.5),(69 7432071),(70 7357487.5),(71 7357797.5),(72 7480557),(73 7574561.5),(74 7688216.5),(75 7743453),(76 7770461),(77 7812514),(78 7874125),(79 8102691),
(1 717718.8),(2 1700586.4),(3 2766063.8),(4 3522279.3),(5 4048849),(6 4269272.5),(7 4562485.5),(8 4818655),(9 4918414.5),(10 4890409.5),(11 4777127.5),(12 4598960.5),(13 4660462),(14 4976289),(15 5563842.5),(16 6100467.5),(17 6484448),(18 6793516.5),(19 6905578),(20 6897363.5),(21 6863802.5),(22 6849896.5),(23 6859066),(24 6846919.5),(25 6848882.5),(26 6849406.5),(27 6989314.5),(28 7256486),(29 7526000.5),(30 7717924),(31 7823662.5),(32 7919478.5),(33 7994419.5),(34 8110089.5),(35 8419663),(36 8604502),(37 8972675),(38 9208677),(39 9292208),(40 9344053),(41 9470053),(42 9604982),(43 9727502),(44 9778041),(45 9780718),(46 9916833),(47 10089020),(48 10396381),(49 10699657),(50 10835636),(51 10839499),(52 10739716),(53 10659003),(54 10465779),(55 10283885),(56 10114477),(57 9800780),(58 9475823),(59 9104005),(60 8829559),(61 8668593),(62 8515973),(63 8438415),(64 8297429.5),(65 8165407.5),(66 7972542.5),(67 7808662),(68 7666840),(69 7569561.5),(70 7430214.5),(71 7333058),(72 7331837.5),(73 7322652.5),(74 7351811.5),(75 7345816),(76 7384214.5),(77 7489368),(78 7611224),(79 7729860),
(1 643503.7),(2 1533096.6),(3 2483140),(4 3167920),(5 3561773.5),(6 3691073.3),(7 3777743.3),(8 3975219.8),(9 3991443),(10 4059589),(11 3981761.5),(12 3950512),(13 4162621.5),(14 4348902),(15 4793810),(16 5244654),(17 5635915),(18 5877193.5),(19 6076129.5),(20 6118633),(21 6139333),(22 6140567),(23 6161668),(24 6144374),(25 6076518),(26 6040828),(27 6188632.5),(28 6438895.5),(29 6736565),(30 6971225.5),(31 7193234),(32 7401195),(33 7482804.5),(34 7490798),(35 7378524),(36 7324592),(37 7388009.5),(38 7459955),(39 7466102),(40 7400803),(41 7399181),(42 7343631.5),(43 7254588),(44 7224466.5),(45 7194597),(46 7216211),(47 7268756.5),(48 7322070),(49 7388421),(50 7443609.5),(51 7459805.5),(52 7406491.5),(53 7337692),(54 7261720.5),(55 7172557),(56 7027318),(57 6958328.5),(58 6922953.5),(59 6840137),(60 6843603),(61 6941619),(62 6918777.5),(63 6925070),(64 6890499),(65 6770987.5),(66 6611994),(67 6511964),(68 6402429.5),(69 6216574.5),(70 6044320),(71 5955406),(72 5962583),(73 5986295),(74 6030584.5),(75 6079920.5),(76 6115496.5),(77 6155563.5),(78 6236684),(79 6262695),
(1 618653.06),(2 1425757.6),(3 2325212.5),(4 2966350.5),(5 3314376.3),(6 3472843.3),(7 3653833.3),(8 3825995.8),(9 3988413.5),(10 4101396.3),(11 4082333),(12 3992999.8),(13 4024958),(14 4341718),(15 4881664),(16 5346682),(17 5535615.5),(18 5736154),(19 5791771.5),(20 5864654),(21 5849085),(22 5890159.5),(23 5889777.5),(24 5890085),(25 5824955),(26 5891153.5),(27 6050976.5),(28 6266756),(29 6441843),(30 6558749.5),(31 6630674.5),(32 6745826),(33 6870957.5),(34 6990686),(35 7008961.5),(36 6982404.5),(37 7073309.5),(38 7102094.5),(39 7149513.5),(40 7156967),(41 7172151),(42 7249429),(43 7403696.5),(44 7554519.5),(45 7732101),(46 7863921.5),(47 7871776),(48 7834389),(49 7721538.5),(50 7690834.5),(51 7670930.5),(52 7621440),(53 7576368.5),(54 7597344.5),(55 7628520.5),(56 7656023.5),(57 7599954.5),(58 7427126),(59 7222128.5),(60 7123071.5),(61 7099933.5),(62 6956948),(63 6862779),(64 6786110.5),(65 6729577),(66 6603746.5),(67 6520507.5),(68 6495248.5),(69 6441988),(70 6357527.5),(71 6308152.5),(72 6288800.5),(73 6235898),(74 6185696),(75 6112366.5),(76 6031602),(77 5983835.5),(78 5947733),(79 5968759.5),
(1 544047.9),(2 1275412.9),(3 2045941.1),(4 2606238.5),(5 3029498.8),(6 3236335.5),(7 3394751),(8 3502836.5),(9 3567493.3),(10 3590815.8),(11 3571596.5),(12 3580936),(13 3707989.3),(14 3969037.8),(15 4366209),(16 4812684.5),(17 5229370),(18 5491722.5),(19 5724999.5),(20 5874505),(21 5967639),(22 6072417),(23 6234951),(24 6300173),(25 6290156.5),(26 6342755.5),(27 6510754),(28 6712703),(29 6863259.5),(30 6928963.5),(31 6962242.5),(32 6987329),(33 7030200.5),(34 7096237),(35 7121482),(36 7082416),(37 7129239.5),(38 7121372.5),(39 7157576.5),(40 7151849.5),(41 7184886.5),(42 7248785),(43 7419152.5),(44 7492445),(45 7583394.5),(46 7665782.5),(47 7682493.5),(48 7600003.5),(49 7539603.5),(50 7459873),(51 7443105),(52 7355712.5),(53 7311425),(54 7249999),(55 7193167.5),(56 7120100),(57 7024936.5),(58 6861098),(59 6663229.5),(60 6521359),(61 6386096.5),(62 6267474),(63 6192119.5),(64 6084953.5),(65 5978160.5),(66 5869479.5),(67 5809818),(68 5741057),(69 5629159.5),(70 5556640),(71 5442239.5),(72 5427405),(73 5401410.5),(74 5488207.5),(75 5516009.5),(76 5552477),(77 5601664.5),(78 5656469.5),(79 5690397),
(1 539932.7),(2 1203113.4),(3 1887208.5),(4 2371553.5),(5 2769286.3),(6 3016525.5),(7 3169337),(8 3264896.8),(9 3307476.5),(10 3355250.5),(11 3415686.5),(12 3429103.3),(13 3483226.3),(14 3593781.8),(15 3816210.5),(16 4040695.5),(17 4236289),(18 4372884),(19 4499823.5),(20 4658478),(21 4721014.5),(22 4807004.5),(23 4926870.5),(24 4989223),(25 5043355),(26 5101070),(27 5202525),(28 5385990.5),(29 5525414),(30 5688781.5),(31 5806454.5),(32 5881308.5),(33 5883170),(34 5897829.5),(35 5984114),(36 6008513),(37 6074155),(38 6042404.5),(39 6002094),(40 5902293.5),(41 5871069.5),(42 5847627),(43 5890253),(44 5963838),(45 5957837.5),(46 5998314.5),(47 6022868.5),(48 5971419.5),(49 5884681.5),(50 5828006.5),(51 5876452.5),(52 5909021),(53 5870083),(54 5810123.5),(55 5758935.5),(56 5690491),(57 5616629),(58 5538207),(59 5469569),(60 5470493.5),(61 5476210.5),(62 5398767),(63 5335601),(64 5266392.5),(65 5196613.5),(66 5104737.5),(67 5046542),(68 5002747.5),(69 4933162.5),(70 4888418.5),(71 4875871.5),(72 4901794),(73 4895626.5),(74 4851895),(75 4825329),(76 4832594.5),(77 4838175.5),(78 4836430.5),(79 4826206.5),
(1 588260.25),(2 1281376.1),(3 1966562.9),(4 2449865.8),(5 2854987.5),(6 3128456.3),(7 3318266.5),(8 3512267.8),(9 3561933.5),(10 3619546.8),(11 3662912),(12 3710091.8),(13 3786544),(14 3926823.8),(15 4332893),(16 4656030.5),(17 4933291),(18 5097581),(19 5218060),(20 5323565.5),(21 5407196),(22 5427087),(23 5485890),(24 5463120),(25 5461189),(26 5463344.5),(27 5638913),(28 5797889.5),(29 5973775),(30 6160275),(31 6285064.5),(32 6447948),(33 6540633),(34 6562206),(35 6624956),(36 6663840.5),(37 6685036),(38 6775201),(39 6951777),(40 7068485),(41 7192863),(42 7271853.5),(43 7364449),(44 7448239.5),(45 7494177),(46 7576777.5),(47 7575295),(48 7581707.5),(49 7586127.5),(50 7659756),(51 7692620.5),(52 7705580.5),(53 7662394),(54 7533967.5),(55 7388329.5),(56 7294230),(57 7184716.5),(58 7092698),(59 6994057),(60 6921751.5),(61 6849792.5),(62 6753361.5),(63 6678381),(64 6570491),(65 6389872.5),(66 6247090),(67 6151355),(68 6017071.5),(69 5846123.5),(70 5675420),(71 5568444),(72 5464908.5),(73 5371717),(74 5341876.5),(75 5323178.5),(76 5314494),(77 5283306),(78 5273585.5),(79 5293029),
(1 551959.5),(2 1240202.3),(3 2008461.4),(4 2552322),(5 2976713.8),(6 3179406.8),(7 3313988),(8 3382799),(9 3359403.3),(10 3379996),(11 3403675.5),(12 3359268),(13 3294944),(14 3391662),(15 3664532),(16 3895697.3),(17 4109708),(18 4254988),(19 4423555.5),(20 4611814),(21 4643387),(22 4682736),(23 4707233.5),(24 4709964.5),(25 4671872),(26 4626555),(27 4648148.5),(28 4755269),(29 4881668),(30 4968697),(31 5086109),(32 5198548),(33 5262427),(34 5376447.5),(35 5440887),(36 5427536.5),(37 5462646.5),(38 5437382),(39 5377524),(40 5282584.5),(41 5229976.5),(42 5185948.5),(43 5204877.5),(44 5255248.5),(45 5305049),(46 5331034),(47 5320553.5),(48 5273106.5),(49 5274376),(50 5330560.5),(51 5362409),(52 5386705),(53 5419075.5),(54 5463126.5),(55 5470494),(56 5402205),(57 5332253),(58 5287146.5),(59 5200281),(60 5171010),(61 5091090.5),(62 4983406.5),(63 4932682.5),(64 4864995),(65 4819206),(66 4786481.5),(67 4788259.5),(68 4764809),(69 4715824.5),(70 4672283.5),(71 4674833.5),(72 4686214),(73 4686444.5),(74 4706647.5),(75 4724871),(76 4729306),(77 4751132),(78 4772791.5),(79 4769891),
(1 534628.56),(2 1181211),(3 1836125.8),(4 2344828),(5 2773860.5),(6 3005411.5),(7 3124141),(8 3166947.5),(9 3146613.3),(10 3093554),(11 3054114.5),(12 3045035.8),(13 3121804.3),(14 3262257.8),(15 3587071.3),(16 3824367),(17 3989923.8),(18 4099519.3),(19 4200352),(20 4354953),(21 4386355),(22 4377671),(23 4340428),(24 4274832),(25 4128399.8),(26 4076752.5),(27 4138245),(28 4193579.5),(29 4268995.5),(30 4313341),(31 4344300.5),(32 4382896.5),(33 4490039),(34 4621489.5),(35 4639156),(36 4656370),(37 4681146),(38 4703773),(39 4776995),(40 4808558.5),(41 4852975),(42 4843178),(43 4901511),(44 4942326.5),(45 4981490),(46 4983599.5),(47 4985997),(48 4948946),(49 4981396),(50 5101771),(51 5242242),(52 5272991),(53 5277157),(54 5296318),(55 5282124),(56 5254770.5),(57 5203852.5),(58 5161923.5),(59 5136203),(60 5114324.5),(61 5053913),(62 5010301),(63 4940814),(64 4878749.5),(65 4803017),(66 4660159),(67 4571056),(68 4490373.5),(69 4442887.5),(70 4418169),(71 4357787),(72 4289006),(73 4214366),(74 4110668.3),(75 4027774),(76 3986681.5),(77 3939879.5),(78 3865468.5),(79 3839510),
(1 505675.03),(2 1085513.8),(3 1595542.5),(4 1954550.8),(5 2202292),(6 2345530.5),(7 2436973.5),(8 2510288.8),(9 2538856.8),(10 2550551.5),(11 2615325.5),(12 2621715.5),(13 2624061.8),(14 2764148.3),(15 2981716.5),(16 3145570.5),(17 3273446.5),(18 3358845.8),(19 3510113.8),(20 3654125.5),(21 3711086.3),(22 3711911.8),(23 3730198.5),(24 3721949),(25 3681207.3),(26 3704078.8),(27 3709300.3),(28 3779192.8),(29 3863512.3),(30 3933488.8),(31 3945239.3),(32 3932345.5),(33 3988282.8),(34 4018443.3),(35 4130162.3),(36 4203463.5),(37 4320163),(38 4370066),(39 4397333.5),(40 4352326),(41 4332232),(42 4307656.5),(43 4394777),(44 4386632),(45 4406999.5),(46 4418198.5),(47 4427767.5),(48 4408165),(49 4402037),(50 4301697.5),(51 4229672),(52 4224421.5),(53 4277668.5),(54 4292613.5),(55 4268783),(56 4194167.3),(57 4069159.8),(58 3964692.8),(59 3875241.5),(60 3870214),(61 3862304.8),(62 3847900.5),(63 3802408.3),(64 3745019.8),(65 3705896.8),(66 3674887),(67 3653108),(68 3597415.5),(69 3562209.3),(70 3541747),(71 3530393.5),(72 3522647.8),(73 3543579.8),(74 3563884.5),(75 3574301.5),(76 3583528.3),(77 3578149.5),(78 3563052),(79 3587479.8),
(1 471692.56),(2 1023212.3),(3 1605831.8),(4 2026222.1),(5 2376032.5),(6 2555127.3),(7 2633342.3),(8 2620112),(9 2576188),(10 2548910.8),(11 2516844.8),(12 2441510),(13 2461867),(14 2593401.5),(15 2817563),(16 3007549.8),(17 3162115.3),(18 3325055.5),(19 3399068.8),(20 3510936.8),(21 3522451.8),(22 3482942.8),(23 3450189),(24 3419022.8),(25 3395295.8),(26 3383590),(27 3425850.5),(28 3598057.8),(29 3743750.8),(30 3863751.3),(31 3911669.5),(32 3952423.3),(33 3994034.3),(34 4076334.8),(35 4121390.8),(36 4161310.3),(37 4310117),(38 4368917),(39 4499040),(40 4517182.5),(41 4526988),(42 4501976),(43 4557990),(44 4573276.5),(45 4622242.5),(46 4655083.5),(47 4692852.5),(48 4646376),(49 4620263.5),(50 4587282.5),(51 4570755),(52 4476523.5),(53 4378792),(54 4332799),(55 4331614),(56 4279992.5),(57 4199352.5),(58 4066753),(59 3921571.8),(60 3851017.3),(61 3810367.3),(62 3849831.3),(63 3849394.3),(64 3805609),(65 3719637),(66 3661312.8),(67 3610208.5),(68 3585456.5),(69 3516318.5),(70 3449228),(71 3402096.3),(72 3407016),(73 3440757.3),(74 3488222.3),(75 3531856.3),(76 3605695.8),(77 3639822.8),(78 3669940),(79 3727460.5),
(1 446374.34),(2 944286.3),(3 1466956),(4 1862232.5),(5 2176272.8),(6 2325233.8),(7 2444507.3),(8 2407335),(9 2350140.8),(10 2319565),(11 2346110.5),(12 2439309.3),(13 2584731.3),(14 2796124.8),(15 3060022),(16 3238867.8),(17 3363164.5),(18 3454829.3),(19 3467985),(20 3449887.5),(21 3445745.5),(22 3418955.3),(23 3367625.5),(24 3356291.8),(25 3391038.3),(26 3449527.5),(27 3542733),(28 3700257),(29 3764310.3),(30 3809830.8),(31 3846519.5),(32 3901382.8),(33 3973398.8),(34 3994260),(35 4106292),(36 4146723),(37 4263630),(38 4291224),(39 4326366),(40 4263258),(41 4187271.5),(42 4104024.5),(43 4093279.5),(44 4100909.8),(45 4149102.3),(46 4171189.8),(47 4227989),(48 4228890.5),(49 4235307),(50 4246046),(51 4246219.5),(52 4257974),(53 4229590),(54 4172114.8),(55 4148061),(56 4065551.5),(57 3960235.5),(58 3906258.3),(59 3870506.3),(60 3823067.5),(61 3830034.8),(62 3858261),(63 3928687.5),(64 3968025),(65 3976587.5),(66 3970650.8),(67 3932158.8),(68 3869304),(69 3819559.5),(70 3790511),(71 3787817.8),(72 3832445.8),(73 3861185.8),(74 3905100.5),(75 3929470.8),(76 3975732),(77 4034121.3),(78 4075454.3),(79 4094087),
(1 415445.78),(2 900149.7),(3 1332467.4),(4 1681114.3),(5 1939403.5),(6 2047183.9),(7 2133481.8),(8 2193319.8),(9 2215303.8),(10 2246826),(11 2280088.3),(12 2300700.3),(13 2349363),(14 2393599),(15 2524316.8),(16 2634425),(17 2772502.8),(18 2847993.8),(19 2864259.8),(20 2907451.3),(21 2894367),(22 2913691.5),(23 2926049.5),(24 2918274.3),(25 2917179),(26 2940049),(27 3000840.3),(28 3095003.3),(29 3182735.3),(30 3245312.8),(31 3293110.8),(32 3374379.3),(33 3432369),(34 3482443.3),(35 3511045.5),(36 3558573.5),(37 3619280),(38 3678378.8),(39 3695113),(40 3688153),(41 3658490.8),(42 3609316.8),(43 3595549.8),(44 3585901.5),(45 3547069.8),(46 3533729.5),(47 3514182.3),(48 3524761.3),(49 3553859.8),(50 3572763.3),(51 3637444.8),(52 3649967.3),(53 3640835.8),(54 3609154.5),(55 3579636.5),(56 3583745.5),(57 3570565.3),(58 3544138.5),(59 3511784.3),(60 3489271),(61 3462684.3),(62 3467463.5),(63 3466820.5),(64 3464013.5),(65 3439651.3),(66 3401037.5),(67 3350918.8),(68 3329063.5),(69 3294732.8),(70 3247319.5),(71 3210057),(72 3179966.3),(73 3156083),(74 3126514.3),(75 3126414.5),(76 3114739),(77 3137226.8),(78 3142897.5),(79 3156064.3),
(1 416071.06),(2 864927),(3 1304112.5),(4 1598887.5),(5 1855009.1),(6 1980742.6),(7 2057545.3),(8 2112602.5),(9 2098952.5),(10 2093136.1),(11 2086596.3),(12 2123104.3),(13 2213911.5),(14 2334357.8),(15 2505359.8),(16 2630075.8),(17 2711932.5),(18 2812119.8),(19 2870172.5),(20 2922733.5),(21 2925736.8),(22 2935268.3),(23 2957771.5),(24 2954808.3),(25 2959755),(26 3010694),(27 3143796),(28 3259028.5),(29 3374044.5),(30 3399814.5),(31 3410181),(32 3395598.5),(33 3360104.3),(34 3357729),(35 3379495.8),(36 3396026.8),(37 3447423.3),(38 3425428.3),(39 3433881),(40 3414824.3),(41 3440228.5),(42 3427263.8),(43 3401289),(44 3379268.3),(45 3348611.5),(46 3337105.5),(47 3332661),(48 3332128),(49 3320987.8),(50 3292088.5),(51 3270848),(52 3265577.3),(53 3257860.5),(54 3234406.5),(55 3193124),(56 3133532),(57 3051780.5),(58 2994956),(59 2975127.8),(60 2963909),(61 2904565.3),(62 2858022.8),(63 2859772.5),(64 2851492.3),(65 2864767.3),(66 2839215),(67 2825665),(68 2835355),(69 2864851.5),(70 2892639.8),(71 2891870.5),(72 2876796.8),(73 2878080.3),(74 2928291.5),(75 2961522.8),(76 3013313.8),(77 3060295.5),(78 3067367.8),(79 3064582.8),
(1 387633.47),(2 799201.1),(3 1181578.6),(4 1472568.9),(5 1680062.9),(6 1764049.4),(7 1809763.9),(8 1871662.3),(9 1894238.8),(10 1898723.9),(11 1918345.8),(12 1959377.3),(13 2023519.9),(14 2120603),(15 2262866),(16 2371719),(17 2469212),(18 2568813.5),(19 2618652),(20 2640297.3),(21 2657931.5),(22 2666234.8),(23 2677268.8),(24 2643461.8),(25 2642124.8),(26 2650345.3),(27 2720264.5),(28 2785630.3),(29 2843548.5),(30 2889701.8),(31 2896336.8),(32 2886787.5),(33 2874897),(34 2850617.5),(35 2857265),(36 2862489.5),(37 2897669.3),(38 2901434.3),(39 2933722.8),(40 2929731.8),(41 2936494.5),(42 2906337.5),(43 2910710),(44 2898714.3),(45 2910306.5),(46 2889625.5),(47 2883504),(48 2851375),(49 2899066.8),(50 2933208.5),(51 2974211.3),(52 3005710.3),(53 3050353),(54 3021701.8),(55 2999239.5),(56 2949752.3),(57 2927777.8),(58 2895788.5),(59 2869914.8),(60 2867597.3),(61 2860761.3),(62 2901099.5),(63 2937240),(64 2956535),(65 2984893.3),(66 2958788.5),(67 2939589),(68 2900968.5),(69 2870453.3),(70 2878173),(71 2876031.8),(72 2859275),(73 2843526.8),(74 2838264.3),(75 2834577.8),(76 2831224.5),(77 2850367.8),(78 2869553.5),(79 2879501.5),
(1 387419.47),(2 801153.9),(3 1167484.8),(4 1460542),(5 1691179.4),(6 1811531),(7 1910393.5),(8 1959691.4),(9 1947500.3),(10 1932252.4),(11 1898072.6),(12 1861675.8),(13 1884109.1),(14 2019821.9),(15 2166015.5),(16 2264750.8),(17 2370846.3),(18 2506733),(19 2568581.3),(20 2607911),(21 2635296.5),(22 2631686),(23 2622595.5),(24 2607820.8),(25 2640811),(26 2653572.3),(27 2716772.5),(28 2782133.5),(29 2862365),(30 2937246.3),(31 3010547.5),(32 2991085.3),(33 3020885.3),(34 3046197),(35 3043393.3),(36 3073258),(37 3136449.3),(38 3203768),(39 3247136),(40 3216888.5),(41 3235378.8),(42 3255598.8),(43 3265671.5),(44 3214732.3),(45 3164366),(46 3113593.5),(47 3113850.5),(48 3108268.5),(49 3125008.3),(50 3118917.3),(51 3123682.3),(52 3163766),(53 3184692.3),(54 3191099.8),(55 3180518.8),(56 3107797.5),(57 3015590.5),(58 2906213.3),(59 2838768.8),(60 2824623.5),(61 2801829.8),(62 2769005.5),(63 2732637.8),(64 2674817.3),(65 2664874),(66 2651884.5),(67 2624834.3),(68 2584512.5),(69 2528913.5),(70 2490942.5),(71 2484987),(72 2455497.3),(73 2441227),(74 2426849.5),(75 2407961.5),(76 2386529.5),(77 2374294.5),(78 2361448.3),(79 2370876.5),
(1 368900.84),(2 770289.6),(3 1170950.9),(4 1457202),(5 1677227.8),(6 1769183.6),(7 1821021.5),(8 1852911.1),(9 1845133.4),(10 1811605.8),(11 1788717.1),(12 1807217.1),(13 1868482.5),(14 1991009.4),(15 2163989.3),(16 2268204.3),(17 2342105.3),(18 2382794.5),(19 2398182),(20 2411543.5),(21 2400951.8),(22 2408578.3),(23 2414652),(24 2365440.8),(25 2365935.8),(26 2384669),(27 2443603.3),(28 2521698),(29 2596912.3),(30 2646199.8),(31 2674436.5),(32 2680456.5),(33 2739033.3),(34 2772920.3),(35 2819606),(36 2869217.3),(37 2945711),(38 2996581.8),(39 3010226.3),(40 3050378.3),(41 3087701.8),(42 3111745.5),(43 3119224.3),(44 3114756.3),(45 3135143.8),(46 3120457),(47 3119773.5),(48 3125172),(49 3149235.3),(50 3122882.5),(51 3111232),(52 3095858.5),(53 3085763.3),(54 3090815.3),(55 3073781.8),(56 3026740),(57 2952980.3),(58 2883741.5),(59 2834156),(60 2823881.5),(61 2814780.5),(62 2798941),(63 2787011.3),(64 2779533.5),(65 2774801.5),(66 2749464.5),(67 2747007.3),(68 2746183),(69 2721881),(70 2690191.8),(71 2661667.5),(72 2637107.5),(73 2643533.8),(74 2651853),(75 2677503.8),(76 2692588),(77 2723242.3),(78 2751018.3),(79 2774799.8),
