1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40659.44),(2 122663.99),(3 266281.44),(4 427297.97),(5 630526.44),(6 834156.5),(7 1062522.3),(8 1285885.3),(9 1531543.6),(10 1758893.8),(11 2005142.3),(12 2223111.3),(13 2442926.5),(14 2619195.3),(15 2790506.5),(16 2917722.3),(17 3041239),(18 3135296.8),(19 3226665.8),(20 3292857.8),(21 3364436.8),(22 3418771.5),(23 3484879.8),(24 3534764.3),(25 3607793.5),(26 3665761.5),(27 3746735.3),(28 3818070.3),(29 3912779.3),(30 3993268.8),(31 4097211.3),(32 4192173.3),(33 4289020.5),(34 4357552.5),(35 4434741),(36 4481552),(37 4530527.5),(38 4537175),(39 4528948.5),(40 4488912.5),(41 4454210.5),(42 4397385.5),(43 4363252),(44 4323309),(45 4307192.5),(46 4295119.5),(47 4310009),(48 4327564.5),(49 4373288.5),(50 4416992),(51 4483240.5),(52 4530327),(53 4588532.5),(54 4620173),(55 4648703),(56 4637026),(57 4626281.5),(58 4572412.5),(59 4526428),(60 4451097.5),(61 4389575.5),(62 4324348),(63 4274179.5),(64 4222917.5),(65 4200287),(66 4177068.8),(67 4187739.5),(68 4191714.5),(69 4222457.5),(70 4252429.5),(71 4299386.5),(72 4329829),(73 4375974),(74 4405322),(75 4437551),(76 4446407),(77 4458470.5),(78 4441776.5),(79 4433447),
(1 39016.27),(2 117582.664),(3 252742.55),(4 402490.1),(5 586611.2),(6 766127.2),(7 969321.3),(8 1163601.6),(9 1373295.6),(10 1556467.9),(11 1743413.1),(12 1899524.6),(13 2052237.6),(14 2165877.8),(15 2278506.8),(16 2356801),(17 2441612),(18 2508467.3),(19 2588629.3),(20 2658297.8),(21 2751130.8),(22 2839503.8),(23 2951517),(24 3048633.3),(25 3163294),(26 3262928.8),(27 3380747.8),(28 3479042),(29 3580214.8),(30 3647251.8),(31 3700327),(32 3709188.8),(33 3692369),(34 3638668.8),(35 3581784),(36 3501225.8),(37 3426195.8),(38 3340432),(39 3269598.8),(40 3200346.8),(41 3168129),(42 3149933),(43 3171161.3),(44 3202508.8),(45 3259663),(46 3312241.8),(47 3376086.8),(48 3414025.8),(49 3449661),(50 3454872),(51 3455117.8),(52 3426488.8),(53 3396317),(54 3340165.3),(55 3289638),(56 3222827.8),(57 3178032.8),(58 3126011),(59 3104201.8),(60 3087505),(61 3097328),(62 3115252.3),(63 3162314.8),(64 3199340),(65 3253504.8),(66 3293124),(67 3350654),(68 3387035.3),(69 3433523.3),(70 3467508),(71 3507834),(72 3527192.8),(73 3556802),(74 3569795.3),(75 3603890.8),(76 3627022),(77 3674367),(78 3707251.3),(79 3765313.3),
(1 39726.69),(2 124330.05),(3 268884.38),(4 432368.4),(5 626581.5),(6 815213.1),(7 1022552.5),(8 1210785.6),(9 1399149.8),(10 1549853.8),(11 1684702.8),(12 1780068.1),(13 1857975.5),(14 1900874.5),(15 1933992),(16 1948967.6),(17 1975124.5),(18 2001973.1),(19 2046147),(20 2088981.3),(21 2154615.3),(22 2214475.3),(23 2292241.5),(24 2357780.8),(25 2433380.5),(26 2491657.3),(27 2554726.8),(28 2582296.5),(29 2610066.8),(30 2603401.3),(31 2594733.8),(32 2553591.3),(33 2521916.3),(34 2469954.3),(35 2438258.5),(36 2400849.5),(37 2394796.5),(38 2388467.8),(39 2413177.5),(40 2434160.8),(41 2481214),(42 2517615.8),(43 2580931),(44 2628421),(45 2690717.5),(46 2724715),(47 2761642.3),(48 2767203.5),(49 2780712),(50 2767778),(51 2771648.8),(52 2754816.8),(53 2758729.5),(54 2743493.8),(55 2748665.3),(56 2741401),(57 2762973.8),(58 2776852.3),(59 2815137.3),(60 2834399.3),(61 2878968.8),(62 2905114.5),(63 2949355),(64 2967157.5),(65 3000973),(66 3008675.3),(67 3037287),(68 3039987.8),(69 3063978),(70 3068032),(71 3095211.8),(72 3099995),(73 3133227.5),(74 3147044.5),(75 3187043.8),(76 3209051.5),(77 3249059.8),(78 3259939),(79 3290042.3),
(1 35793.016),(2 105708.79),(3 226343.73),(4 359501.2),(5 521670.2),(6 675519.1),(7 843658.6),(8 997274.2),(9 1157459.9),(10 1289470.8),(11 1420754.8),(12 1526557.6),(13 1633158.3),(14 1716343.6),(15 1808323),(16 1882165.3),(17 1968603.4),(18 2039688),(19 2121628.8),(20 2187587.8),(21 2265922.5),(22 2323230.3),(23 2390725.8),(24 2438857),(25 2492545.8),(26 2526913.8),(27 2567396.5),(28 2592691),(29 2623729.8),(30 2638982),(31 2666087.8),(32 2670878),(33 2685538.3),(34 2677821.8),(35 2689111),(36 2688967.3),(37 2703380.3),(38 2699173.8),(39 2705801),(40 2693210),(41 2693440),(42 2676958.5),(43 2679766.3),(44 2669902),(45 2680808.8),(46 2676362),(47 2689377),(48 2695020.5),(49 2720550.5),(50 2734031.3),(51 2769328),(52 2791240),(53 2824428.5),(54 2834180.3),(55 2855693.5),(56 2850094.8),(57 2851932.3),(58 2836720.8),(59 2834075),(60 2818309.5),(61 2807571.3),(62 2779035.8),(63 2758692.3),(64 2726849),(65 2711762.3),(66 2691213.5),(67 2685727.3),(68 2662832.5),(69 2651643),(70 2629805),(71 2622450.5),(72 2599513.5),(73 2594959.8),(74 2575639.8),(75 2570398),(76 2549559.3),(77 2537768.8),(78 2508324),(79 2491778),
(1 37756.305),(2 117521.14),(3 253146.69),(4 404177.6),(5 585396.3),(6 760280.75),(7 946037.1),(8 1110810.6),(9 1274016.1),(10 1394215.4),(11 1504451.5),(12 1575038.5),(13 1643083.9),(14 1683773.6),(15 1733325.4),(16 1762481.6),(17 1806552.3),(18 1842966.5),(19 1905242.1),(20 1961226.6),(21 2038831.4),(22 2099451.5),(23 2171924.3),(24 2222419.8),(25 2276415.5),(26 2302798.3),(27 2330646.3),(28 2326647.8),(29 2321713.5),(30 2293945.8),(31 2276888.5),(32 2241731.3),(33 2217776.3),(34 2184760),(35 2171120),(36 2147527.5),(37 2147595.5),(38 2130872.5),(39 2126958),(40 2110315.5),(41 2104366.3),(42 2081364),(43 2062660.1),(44 2023178.9),(45 1987387.8),(46 1933900.8),(47 1901136.6),(48 1864127.1),(49 1847964.5),(50 1834099.1),(51 1850585),(52 1861856.6),(53 1894575.4),(54 1914016),(55 1944882.5),(56 1957256.3),(57 1977936),(58 1971743.1),(59 1975741.1),(60 1955438.3),(61 1939871.8),(62 1906696.3),(63 1891916),(64 1871440.6),(65 1872986.6),(66 1871878.5),(67 1890730.4),(68 1897243.3),(69 1914819.8),(70 1918768.3),(71 1930290.1),(72 1920026.5),(73 1916946.4),(74 1894471.4),(75 1881682.4),(76 1855307),(77 1849370.4),(78 1841442.4),(79 1860232.3),
(1 35669.797),(2 112138.71),(3 240784.73),(4 382307.2),(5 549334.3),(6 707215.56),(7 872440.25),(8 1013226.9),(9 1152089.9),(10 1261221.1),(11 1359794.4),(12 1430523.8),(13 1493397.6),(14 1538926.6),(15 1589587.9),(16 1628244.3),(17 1677873.9),(18 1721124.8),(19 1781913.1),(20 1839341.8),(21 1906531.5),(22 1955476),(23 2009198.1),(24 2040260.1),(25 2066807.4),(26 2067845.5),(27 2067116),(28 2043389.3),(29 2026692),(30 1991206),(31 1964703.9),(32 1926030.4),(33 1907449.6),(34 1884116),(35 1881329.6),(36 1869836.8),(37 1883652.5),(38 1885474.4),(39 1904743.5),(40 1911115.3),(41 1932245.1),(42 1938744.3),(43 1951526.9),(44 1940223.6),(45 1932246.9),(46 1901702.6),(47 1879745.3),(48 1846080.8),(49 1829744),(50 1800848.3),(51 1793101.4),(52 1779559.5),(53 1786898.6),(54 1786395.8),(55 1801771.8),(56 1798364.6),(57 1809050.1),(58 1796201.9),(59 1795529.5),(60 1772253.4),(61 1758314.9),(62 1727848.3),(63 1716622.5),(64 1690486),(65 1687606),(66 1669950.4),(67 1675668.3),(68 1663562.9),(69 1668322.6),(70 1652805.4),(71 1648863.5),(72 1621010.3),(73 1611390.1),(74 1585076),(75 1581719.3),(76 1566307.8),(77 1581208),(78 1587772.8),(79 1625584.1),
(1 32169.592),(2 95122.01),(3 196295.66),(4 299830.38),(5 417338.8),(6 521090.53),(7 627751.25),(8 715110.3),(9 806059.56),(10 875128.75),(11 942314.9),(12 991654.3),(13 1041640),(14 1081309.9),(15 1129221),(16 1168343.9),(17 1216828.3),(18 1254273.8),(19 1299924),(20 1334062.8),(21 1373032.8),(22 1395348.1),(23 1423661.1),(24 1439585.3),(25 1458345.6),(26 1463315),(27 1469154.5),(28 1461944.3),(29 1459566.8),(30 1441697.9),(31 1428625.8),(32 1404043.8),(33 1393640.3),(34 1376942.9),(35 1374344.5),(36 1363985),(37 1374275),(38 1380670.4),(39 1402914.4),(40 1421174.6),(41 1452554.9),(42 1475216.4),(43 1504455.5),(44 1516438.5),(45 1530889.3),(46 1525193.4),(47 1524065.8),(48 1509231.3),(49 1506837.6),(50 1496272.9),(51 1506419.6),(52 1520892.6),(53 1558638.6),(54 1590989.9),(55 1639725.4),(56 1677819.5),(57 1729766.4),(58 1766920.9),(59 1810925.5),(60 1834526.1),(61 1858128.3),(62 1862239.3),(63 1867610.4),(64 1849896.5),(65 1836906.6),(66 1809713.4),(67 1800272.3),(68 1781711.8),(69 1780425.9),(70 1771191.6),(71 1779227.5),(72 1780021.5),(73 1796297.8),(74 1801351),(75 1822800.9),(76 1831695.8),(77 1854568.5),(78 1860409.3),(79 1876161.4),
(1 34052.637),(2 106090.12),(3 222904.73),(4 349390.84),(5 493176.13),(6 620698.75),(7 751607),(8 856054.8),(9 953800.9),(10 1019153.56),(11 1083699.1),(12 1125446.3),(13 1173423.3),(14 1209617.6),(15 1263921.8),(16 1316153.5),(17 1391475.8),(18 1458038.8),(19 1539670.8),(20 1608989),(21 1686135.5),(22 1741142.1),(23 1796707),(24 1827632.3),(25 1853090.9),(26 1847862.8),(27 1838077),(28 1803003.6),(29 1772869.8),(30 1729874.6),(31 1694407.3),(32 1648022.3),(33 1618533.8),(34 1581386.1),(35 1563574.5),(36 1547761.3),(37 1556492.9),(38 1564767.5),(39 1595144.5),(40 1620155.4),(41 1661325.4),(42 1690737.1),(43 1734321.1),(44 1764023),(45 1802704.1),(46 1822373.5),(47 1845142),(48 1853880),(49 1867659.4),(50 1869134.8),(51 1887864),(52 1902637.4),(53 1937592),(54 1962831.5),(55 2001553.8),(56 2027882),(57 2063792.5),(58 2080075.1),(59 2097898.8),(60 2089441.8),(61 2076330.6),(62 2035689.5),(63 1994038),(64 1933107.1),(65 1885170.4),(66 1829445.1),(67 1795425.8),(68 1759192.5),(69 1747186.5),(70 1735203.1),(71 1742456),(72 1746031.3),(73 1761945.4),(74 1760802.3),(75 1759026.1),(76 1733141),(77 1705720),(78 1656794.6),(79 1612317.9),
(1 28310.332),(2 83203.016),(3 173948.13),(4 267220.06),(5 373947.63),(6 469780.56),(7 575223.25),(8 661244),(9 744726.9),(10 803952.1),(11 861540.56),(12 897232.4),(13 932404.3),(14 951653.75),(15 981727.25),(16 1004012.8),(17 1041685.1),(18 1068936),(19 1107859.4),(20 1134092.8),(21 1167273.4),(22 1182803),(23 1202047),(24 1200023),(25 1202648.4),(26 1184718.8),(27 1174608),(28 1147431.4),(29 1133688.8),(30 1109739.6),(31 1097319.8),(32 1076223.4),(33 1070314),(34 1062838),(35 1072459.9),(36 1077769.5),(37 1096559.5),(38 1107882.3),(39 1128334.4),(40 1140932.3),(41 1163527.5),(42 1175538.5),(43 1200670),(44 1217556.9),(45 1248099.8),(46 1268138.5),(47 1298718.8),(48 1316827),(49 1340379.1),(50 1359492.4),(51 1387385.4),(52 1408163.1),(53 1435935.6),(54 1451923),(55 1473396.5),(56 1485345.9),(57 1502366.3),(58 1504216.3),(59 1506499.9),(60 1487093.5),(61 1471204.8),(62 1443882.6),(63 1425824.3),(64 1402104.8),(65 1393966.4),(66 1382554),(67 1381776.8),(68 1374518.8),(69 1381849),(70 1382442.8),(71 1390600),(72 1384169.8),(73 1381274.1),(74 1360366.4),(75 1340928.8),(76 1302620.8),(77 1266349.8),(78 1219227.8),(79 1183802.5),
(1 27410.818),(2 81269.734),(3 166772.42),(4 255138.27),(5 354107.13),(6 444756.84),(7 540949.25),(8 623315.25),(9 711075),(10 784871.8),(11 861133.44),(12 929059.25),(13 1004186.6),(14 1069779.6),(15 1146392.8),(16 1212584.6),(17 1285284.5),(18 1340392.3),(19 1400120.6),(20 1441623.6),(21 1483616.3),(22 1508163.5),(23 1533286),(24 1538644.6),(25 1546535.4),(26 1535239.1),(27 1526459.9),(28 1497905.3),(29 1474288.3),(30 1437605),(31 1407398.1),(32 1366339),(33 1336857.3),(34 1303681.1),(35 1284915.5),(36 1263178.4),(37 1257025.9),(38 1247724.4),(39 1250059.3),(40 1246265.3),(41 1253677),(42 1254690),(43 1267612.5),(44 1276078.4),(45 1293813.9),(46 1301980.1),(47 1322437.3),(48 1336724.3),(49 1363436.4),(50 1382605.6),(51 1403186.6),(52 1414437.6),(53 1428302.8),(54 1426322.4),(55 1426237.5),(56 1419171.1),(57 1414860.6),(58 1399352.9),(59 1385341.3),(60 1360504.9),(61 1341940.8),(62 1312985.1),(63 1290551.6),(64 1257959.1),(65 1231050.5),(66 1193743.8),(67 1159389.3),(68 1114502.6),(69 1080626),(70 1043048),(71 1018460.1),(72 992157.94),(73 982428.44),(74 970455.8),(75 974314.8),(76 969929.94),(77 971087.4),(78 958601.6),(79 955250.6),
(1 28643.975),(2 84018.86),(3 171092.47),(4 257520.11),(5 354999.63),(6 437838.72),(7 525893.25),(8 594529.7),(9 664086.6),(10 714584.94),(11 772414.1),(12 822942),(13 883045.25),(14 932611.7),(15 990524.56),(16 1037219.44),(17 1091407.1),(18 1125269.5),(19 1161429.5),(20 1179723.4),(21 1202080.9),(22 1206268.6),(23 1215927.8),(24 1208817.4),(25 1207260.6),(26 1191212),(27 1183544),(28 1159360.6),(29 1143064),(30 1116505.9),(31 1095573.9),(32 1059517.9),(33 1032148.25),(34 993925.8),(35 971883.9),(36 944222.06),(37 932090.3),(38 913796.1),(39 914759),(40 910754.9),(41 923494.5),(42 931163.1),(43 955022.75),(44 972216.3),(45 997980.25),(46 1007778.75),(47 1025834.3),(48 1025358.9),(49 1032874.2),(50 1028347.2),(51 1034105.4),(52 1031082.5),(53 1041607),(54 1044895.75),(55 1060977.3),(56 1069391),(57 1088676.3),(58 1095938.9),(59 1113545.6),(60 1116302),(61 1124829.6),(62 1118356.6),(63 1115241.9),(64 1096704.9),(65 1080717.5),(66 1053998.9),(67 1042113.25),(68 1023064.56),(69 1023500.3),(70 1018875.2),(71 1028762.75),(72 1031571),(73 1046077.25),(74 1049830.4),(75 1066768.9),(76 1068066),(77 1074348.8),(78 1063890.4),(79 1065311.5),
(1 27530.785),(2 78542.41),(3 156890.05),(4 228704.9),(5 307118.28),(6 369957.38),(7 436376.7),(8 487710),(9 544942.7),(10 590042.25),(11 641607.75),(12 684960.56),(13 735234.9),(14 774274.25),(15 819592.94),(16 853707.75),(17 894530.94),(18 921459.1),(19 952645.44),(20 970277.3),(21 994135.1),(22 1005922.44),(23 1024239.56),(24 1029796),(25 1043528.44),(26 1044698.7),(27 1054177.6),(28 1051826.9),(29 1056178),(30 1051597),(31 1052558.8),(32 1040017),(33 1033385.44),(34 1023142.56),(35 1026688.9),(36 1026014.56),(37 1038205.25),(38 1042924.25),(39 1057477.4),(40 1065116.6),(41 1082452),(42 1090805.5),(43 1106424.5),(44 1111503.6),(45 1123239.6),(46 1120647.4),(47 1126149.3),(48 1118523.1),(49 1117428.9),(50 1107523.5),(51 1105692.3),(52 1095881.5),(53 1097201),(54 1084930.9),(55 1077208.9),(56 1056449.3),(57 1043221.75),(58 1021450.44),(59 1009976.56),(60 991310.7),(61 982138.25),(62 963832.44),(63 954384.9),(64 936512.44),(65 927817.8),(66 911593.75),(67 905770.44),(68 893416.75),(69 891425),(70 882784),(71 884639.9),(72 877164.25),(73 876721.5),(74 867241.4),(75 866495.8),(76 860631.6),(77 860608.56),(78 855870.06),(79 861164.56),
(1 24993.559),(2 73255.055),(3 146716.02),(4 217749.7),(5 296080.9),(6 362282.88),(7 430645.03),(8 484895.16),(9 541470.6),(10 582999.6),(11 631293.44),(12 671465.56),(13 722316.56),(14 766423.44),(15 824412.06),(16 866122.25),(17 907465.7),(18 928496.94),(19 949135.4),(20 948400),(21 954090.06),(22 947725.9),(23 948357.5),(24 940892.25),(25 948586.06),(26 951643.4),(27 967969.1),(28 977435.4),(29 994481.4),(30 993741.56),(31 996529.7),(32 987505.56),(33 988118.06),(34 987729.9),(35 995422.44),(36 993480.94),(37 1001533.5),(38 1004596.56),(39 1020268.2),(40 1030841),(41 1049805.6),(42 1060805.9),(43 1078254),(44 1083712.1),(45 1094976.4),(46 1095682.9),(47 1100018.4),(48 1090587.9),(49 1080212.8),(50 1063633.5),(51 1051562.6),(52 1032999.8),(53 1022654.06),(54 1005490.25),(55 995051.2),(56 976426.5),(57 966567.6),(58 952200.75),(59 948178.25),(60 935525.94),(61 928366.8),(62 915602.6),(63 915751.25),(64 913670.44),(65 919266.25),(66 919467.75),(67 926944.75),(68 927958.9),(69 936265.2),(70 938640.8),(71 944170.8),(72 940744.4),(73 942748.6),(74 939524.06),(75 945417.56),(76 945643.06),(77 952574.06),(78 956542.44),(79 964749),
(1 24119.498),(2 70683.04),(3 141354.44),(4 210176.17),(5 285463.53),(6 344965.16),(7 403422.97),(8 444885.97),(9 486364.28),(10 511488.34),(11 540120.8),(12 561853.44),(13 594326.4),(14 621775.1),(15 657866.3),(16 681327.44),(17 706793.06),(18 717825.06),(19 727097),(20 720199.25),(21 718078.75),(22 705285),(23 695116.6),(24 676294.7),(25 669728.56),(26 661234.4),(27 666313.44),(28 665594.06),(29 673814.25),(30 671998.9),(31 675772.2),(32 665901.44),(33 664562.25),(34 659331.2),(35 664905.8),(36 664298.25),(37 677024.06),(38 684517.06),(39 702949.3),(40 712099.94),(41 727256.06),(42 731726.6),(43 742683.56),(44 745084.25),(45 757471.1),(46 762733.5),(47 777287.8),(48 783246.75),(49 794964.6),(50 799127.8),(51 809770.9),(52 812093.25),(53 817055.44),(54 810842.7),(55 809707.1),(56 798729.75),(57 793838.9),(58 781627.6),(59 780283.75),(60 771274.75),(61 773501.7),(62 772968.25),(63 783694.25),(64 789512.06),(65 802819.1),(66 806712.44),(67 819019.44),(68 823092.8),(69 835601.94),(70 839304.2),(71 848358.1),(72 846699.4),(73 851280.2),(74 845918.4),(75 847720.2),(76 840912.8),(77 838126.25),(78 828293.3),(79 823296.4),
(1 23336.5),(2 66525.18),(3 130589.89),(4 189177.72),(5 252548.11),(6 300979.28),(7 348427.78),(8 383367.8),(9 418816.5),(10 442551.8),(11 470083.47),(12 493443.72),(13 524697),(14 551723),(15 585552.2),(16 605460),(17 624637.25),(18 632327.3),(19 636162.56),(20 628856.3),(21 623789.06),(22 614274.56),(23 606796.56),(24 592705.9),(25 587365.7),(26 581405.3),(27 586144.1),(28 592530.5),(29 609519.8),(30 619748.06),(31 633596.56),(32 639191.6),(33 649741.2),(34 657537.25),(35 676291.44),(36 688583.44),(37 711336.6),(38 728418.56),(39 752975.3),(40 765247.44),(41 780184),(42 781913.6),(43 782782.75),(44 772756.8),(45 766645.94),(46 752212.06),(47 749619.1),(48 742917.3),(49 750781.3),(50 753186.7),(51 761374.94),(52 758660.9),(53 758515.3),(54 747192.44),(55 741667.06),(56 729615.8),(57 725615.56),(58 715560.25),(59 715973),(60 711760.9),(61 720302.8),(62 723060.6),(63 734110.3),(64 733944.06),(65 738016.6),(66 732976.56),(67 735605.9),(68 732312.7),(69 738300.6),(70 737981.1),(71 744048),(72 743578.2),(73 752482.3),(74 754831.3),(75 766945.25),(76 768580),(77 775873.7),(78 773975.44),(79 776861.7),
(1 22907.203),(2 65485.582),(3 128422.05),(4 184232.42),(5 242378.47),(6 286837.2),(7 333686.75),(8 369246.56),(9 409293.72),(10 434124.75),(11 463838.2),(12 482342.44),(13 504844.34),(14 516386.28),(15 534438.9),(16 540391.7),(17 550598.25),(18 550132.1),(19 555556.3),(20 551815.5),(21 559583.7),(22 560704),(23 569989.4),(24 571612.9),(25 581511.1),(26 583258.7),(27 596495.5),(28 604333.5),(29 620925.2),(30 630302.94),(31 648225.6),(32 659253.9),(33 680770.1),(34 696609.7),(35 725074.9),(36 746381.8),(37 776132.06),(38 792652.1),(39 811444.2),(40 812589.5),(41 814130),(42 799626.5),(43 791338.56),(44 774536.4),(45 764728.3),(46 745869.75),(47 739458.75),(48 731045.44),(49 732661.56),(50 723667.7),(51 721589.7),(52 710148.7),(53 704801),(54 691646.75),(55 688812),(56 681744.75),(57 683348.7),(58 677245.9),(59 681048.4),(60 679674.9),(61 687843.3),(62 688816.3),(63 694277.94),(64 687264),(65 684477.6),(66 672103.44),(67 666621.06),(68 653070.9),(69 652586.56),(70 650008.1),(71 660609.8),(72 663483),(73 674257.9),(74 675462.75),(75 684462.7),(76 684184.2),(77 690148.3),(78 688881.8),(79 695931.7),
(1 24531.578),(2 70603.445),(3 135375.02),(4 192243.72),(5 251679.1),(6 298298.1),(7 345433.13),(8 378861.25),(9 414976.8),(10 436142.72),(11 459345.97),(12 471461.44),(13 486504.44),(14 491458.34),(15 502593.6),(16 504816.5),(17 511677.8),(18 507987.47),(19 512196.2),(20 506771.38),(21 511946.5),(22 507929.44),(23 513676.1),(24 510253.13),(25 517374),(26 518943.7),(27 533043.44),(28 542528.5),(29 560445.2),(30 571764.75),(31 591121.3),(32 601299.94),(33 618983.1),(34 631856.1),(35 652489.6),(36 663413.75),(37 681349.44),(38 687068.2),(39 693987),(40 685125.75),(41 682329.1),(42 669436.56),(43 664653.56),(44 653928.9),(45 653665.06),(46 645329.94),(47 647197.9),(48 647133),(49 657281.3),(50 655677.75),(51 659584.6),(52 650012.6),(53 646307),(54 630422.8),(55 621473.75),(56 605927.3),(57 602497),(58 596121),(59 604550.9),(60 606233.6),(61 616663.94),(62 616758.06),(63 623563.44),(64 618668.56),(65 618551.56),(66 607384.6),(67 602189.6),(68 591420.44),(69 594021.4),(70 594438.3),(71 607781),(72 611691.75),(73 623024.44),(74 624118.4),(75 629944.5),(76 626633.9),(77 632697.25),(78 630468.56),(79 638089.7),
(1 22259.797),(2 62717.5),(3 118180.586),(4 163888.2),(5 212267.69),(6 248293.08),(7 285322.38),(8 311102.9),(9 339779.06),(10 356788.4),(11 377643.28),(12 388088.16),(13 399736.72),(14 399959.44),(15 403631.13),(16 401150.75),(17 404824.16),(18 403126.6),(19 408670.5),(20 410378.44),(21 420296.28),(22 424793.25),(23 435175.72),(24 440119.75),(25 453042.5),(26 459673.4),(27 474176.97),(28 480823.38),(29 495896.4),(30 507844.94),(31 530025.6),(32 548419.7),(33 571766.4),(34 589217.2),(35 607635.5),(36 615648.4),(37 626876),(38 623721),(39 620553.06),(40 607151.3),(41 600102.25),(42 590173.8),(43 589671.25),(44 586895.3),(45 592550.5),(46 592055.94),(47 596753.3),(48 594677.94),(49 597877.1),(50 590791.8),(51 587193.1),(52 576182.7),(53 573543.94),(54 565990.06),(55 567920.3),(56 567668.3),(57 576255),(58 577597.9),(59 586061.2),(60 585728.7),(61 591432.3),(62 590317),(63 595650.5),(64 592158.4),(65 594961.06),(66 590701.44),(67 592395.8),(68 588748.2),(69 593499.75),(70 592238.25),(71 598733.94),(72 599297.56),(73 607715.8),(74 609104.06),(75 616900.56),(76 616042.44),(77 621282.2),(78 621421.75),(79 630199.6),
