1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 148860.72),(2 526379.94),(3 1092248.8),(4 1784555.5),(5 2616205.5),(6 3476340.3),(7 4414638.5),(8 5376649),(9 6348594),(10 7298525),(11 8253320.5),(12 9175208),(13 10082778),(14 10919384),(15 11707331),(16 12397843),(17 12985811),(18 13453330),(19 13779098),(20 14025119),(21 14188513),(22 14275954),(23 14262806),(24 14132484),(25 13914570),(26 13597920),(27 13196921),(28 12701507),(29 12111574),(30 11473750),(31 10813107),(32 10168991),(33 9553754),(34 8950791),(35 8378414),(36 7825401),(37 7318756),(38 6882891),(39 6510346.5),(40 6192393.5),(41 5946133),(42 5751747.5),(43 5649633.5),(44 5619681),(45 5663640.5),(46 5790504.5),(47 5968525),(48 6194736.5),(49 6489717),(50 6851678.5),(51 7256577.5),(52 7683948),(53 8172149),(54 8663481),(55 9217096),(56 9769329),(57 10343025),(58 10896217),(59 11404664),(60 11850097),(61 12198614),(62 12501610),(63 12782790),(64 13032160),(65 13223583),(66 13341247),(67 13346531),(68 13251539),(69 13050627),(70 12750091),(71 12410294),(72 12041279),(73 11666282),(74 11259187),(75 10844275),(76 10391451),(77 9936024),(78 9422150),(79 8876045),
(1 122941.164),(2 434300.9),(3 897020),(4 1453898.5),(5 2108038.5),(6 2778811.3),(7 3466536.8),(8 4135532.8),(9 4781678.5),(10 5372357.5),(11 5936310),(12 6474769.5),(13 6978712.5),(14 7449376),(15 7917504.5),(16 8320854.5),(17 8667631),(18 8964195),(19 9201108),(20 9412856),(21 9575810),(22 9697147),(23 9780076),(24 9825475),(25 9834455),(26 9769865),(27 9641736),(28 9405988),(29 9099216),(30 8739977),(31 8354532.5),(32 7990382.5),(33 7656761.5),(34 7350500),(35 7067360),(36 6798868),(37 6577058.5),(38 6401908.5),(39 6286364.5),(40 6206194.5),(41 6172864.5),(42 6176242),(43 6224398.5),(44 6307348),(45 6412982.5),(46 6552416),(47 6725421.5),(48 6905954.5),(49 7123040),(50 7350936),(51 7607587.5),(52 7847805.5),(53 8112820),(54 8314334),(55 8518805),(56 8703456),(57 8912472),(58 9119267),(59 9322954),(60 9488411),(61 9616244),(62 9713933),(63 9755497),(64 9766444),(65 9707754),(66 9604573),(67 9439241),(68 9223250),(69 8958613),(70 8619081),(71 8286396),(72 7954035.5),(73 7605190.5),(74 7252561.5),(75 6923476),(76 6632408),(77 6385281.5),(78 6140664),(79 5897548),
(1 161639.39),(2 567661.4),(3 1175269.5),(4 1917935.4),(5 2796413),(6 3714838),(7 4691958.5),(8 5646025),(9 6575553.5),(10 7460904.5),(11 8292114),(12 9014131),(13 9628929),(14 10121140),(15 10517987),(16 10801585),(17 10958583),(18 11000774),(19 10951208),(20 10776783),(21 10529546),(22 10192865),(23 9805533),(24 9370720),(25 8897981),(26 8403386),(27 7888246.5),(28 7374744.5),(29 6846380),(30 6339040),(31 5867511.5),(32 5463128.5),(33 5130744.5),(34 4904686),(35 4753722),(36 4712884.5),(37 4798736),(38 4980070.5),(39 5270387.5),(40 5596233),(41 5933440),(42 6280374),(43 6590727.5),(44 6891730),(45 7171408.5),(46 7434621.5),(47 7689733),(48 7919703),(49 8104016.5),(50 8274534.5),(51 8436394),(52 8577006),(53 8744836),(54 8856947),(55 8947885),(56 8997521),(57 9039140),(58 9027496),(59 8954504),(60 8870710),(61 8786601),(62 8639859),(63 8422396),(64 8206754.5),(65 7957112.5),(66 7676518),(67 7344164),(68 6989099),(69 6635540.5),(70 6303321.5),(71 6002404),(72 5760896),(73 5550894.5),(74 5400087),(75 5288201.5),(76 5247008.5),(77 5239778.5),(78 5276570.5),(79 5359933),
(1 122786.17),(2 420680.28),(3 859713.44),(4 1372020.6),(5 1959412.6),(6 2537064.3),(7 3119154.5),(8 3669174.8),(9 4183806),(10 4672128.5),(11 5146226),(12 5570052),(13 5948693),(14 6257220),(15 6502232.5),(16 6691166),(17 6786187.5),(18 6789236.5),(19 6727004),(20 6623622),(21 6506045.5),(22 6347476),(23 6195000.5),(24 6037134.5),(25 5887512.5),(26 5745166.5),(27 5626884.5),(28 5532829.5),(29 5437282),(30 5341874),(31 5249244),(32 5159546),(33 5103138),(34 5066996),(35 5046675),(36 5062973),(37 5104503),(38 5177850.5),(39 5296388),(40 5419323.5),(41 5520547),(42 5573261.5),(43 5610132),(44 5583208.5),(45 5527598),(46 5473487.5),(47 5432205),(48 5404053),(49 5377966),(50 5358298),(51 5342493.5),(52 5352725.5),(53 5402925),(54 5450671.5),(55 5527989),(56 5641563.5),(57 5798804),(58 5973081.5),(59 6114272.5),(60 6235516),(61 6304790.5),(62 6300590.5),(63 6227961.5),(64 6149736.5),(65 6035572),(66 5908625.5),(67 5723211),(68 5514715),(69 5293136.5),(70 5108036),(71 4950616.5),(72 4848852),(73 4770973),(74 4715678.5),(75 4673612),(76 4641970),(77 4618524),(78 4599760.5),(79 4600816.5),
(1 112327.04),(2 380596.25),(3 782289.75),(4 1269479.5),(5 1837397.1),(6 2439071.8),(7 3074921.5),(8 3695837.3),(9 4277097),(10 4796972),(11 5249490),(12 5620070),(13 5913850),(14 6122759),(15 6239784.5),(16 6281697),(17 6256759.5),(18 6157706.5),(19 6010958),(20 5838362),(21 5657369),(22 5498686),(23 5392362.5),(24 5320447.5),(25 5294261.5),(26 5289911.5),(27 5317171),(28 5346591.5),(29 5384393.5),(30 5442284),(31 5504597.5),(32 5562463.5),(33 5576755),(34 5547721.5),(35 5512546.5),(36 5454001),(37 5402604),(38 5380890),(39 5395054),(40 5423959.5),(41 5456770),(42 5498797.5),(43 5518214.5),(44 5562634.5),(45 5608944.5),(46 5686654),(47 5808451.5),(48 5964538),(49 6142303),(50 6292269.5),(51 6373869),(52 6408518.5),(53 6400464),(54 6344042.5),(55 6263741),(56 6136056.5),(57 6029412.5),(58 5929725),(59 5823367.5),(60 5714839.5),(61 5573695.5),(62 5427856.5),(63 5261223),(64 5104954),(65 4963687),(66 4857667.5),(67 4767858),(68 4699334.5),(69 4649418),(70 4598353),(71 4558100.5),(72 4543899.5),(73 4552967.5),(74 4529223.5),(75 4536930.5),(76 4557823.5),(77 4577189.5),(78 4642714),(79 4679374.5),
(1 101283.48),(2 340553.28),(3 685746.44),(4 1088849.5),(5 1532813.6),(6 1988135.3),(7 2439565.5),(8 2853668.3),(9 3239081),(10 3583342.8),(11 3879980.3),(12 4133341.5),(13 4356032.5),(14 4522958),(15 4646994),(16 4752418.5),(17 4827842.5),(18 4879898.5),(19 4916993.5),(20 4936645),(21 4945274),(22 4952742.5),(23 4981259.5),(24 5013719.5),(25 5055538),(26 5093889),(27 5119438),(28 5120361.5),(29 5084421),(30 5033287),(31 4970037.5),(32 4908773),(33 4823222.5),(34 4740721.5),(35 4645592),(36 4545545),(37 4433831.5),(38 4357731.5),(39 4334118.5),(40 4365661.5),(41 4445885),(42 4557720.5),(43 4667023),(44 4772063),(45 4878166.5),(46 4970327.5),(47 5042502.5),(48 5105942),(49 5175576.5),(50 5221741.5),(51 5217457),(52 5183031.5),(53 5118440),(54 5038873.5),(55 4907354),(56 4724085.5),(57 4534279.5),(58 4371221),(59 4233962),(60 4107000.3),(61 3989754.5),(62 3880013),(63 3773756.8),(64 3680524.8),(65 3617747.5),(66 3581471.8),(67 3556811.8),(68 3545731),(69 3558471.3),(70 3574980),(71 3603928.5),(72 3652899.5),(73 3703339.3),(74 3731803.3),(75 3783885),(76 3832564),(77 3880649.5),(78 3946608.8),(79 4007512),
(1 101396.04),(2 338300.84),(3 663151.94),(4 1036423.8),(5 1444324.9),(6 1845721.4),(7 2237194.8),(8 2586932.3),(9 2901896.3),(10 3175232.5),(11 3415423.5),(12 3619829.3),(13 3793600),(14 3923161.5),(15 4035715.8),(16 4154890.8),(17 4257325.5),(18 4349150),(19 4437465),(20 4505689.5),(21 4565382.5),(22 4607684),(23 4632839.5),(24 4623346.5),(25 4598644),(26 4560661.5),(27 4528811.5),(28 4510676.5),(29 4476044),(30 4425942.5),(31 4341343.5),(32 4236209),(33 4129408.5),(34 4040170),(35 3984857.8),(36 3955631.8),(37 3952277.3),(38 3966839.5),(39 3986580.5),(40 4031675),(41 4076920.5),(42 4137240.8),(43 4187098),(44 4221418),(45 4283144.5),(46 4355235.5),(47 4415585),(48 4431220),(49 4417891),(50 4395186.5),(51 4362565),(52 4340190.5),(53 4327878.5),(54 4343646),(55 4360461.5),(56 4380189),(57 4370946),(58 4350733.5),(59 4311380.5),(60 4252376.5),(61 4185977.5),(62 4108768.3),(63 4007553),(64 3910262.3),(65 3811029.8),(66 3688103.5),(67 3540970.8),(68 3390538.5),(69 3273608.5),(70 3168470.8),(71 3090322.5),(72 3027834),(73 3006945),(74 3009305),(75 3034567.8),(76 3094202.5),(77 3171325.5),(78 3291253.3),(79 3417624),
(1 107540.94),(2 355143.72),(3 693797.44),(4 1071772.9),(5 1481527.9),(6 1865948.3),(7 2237721.3),(8 2570010.8),(9 2877731),(10 3157025),(11 3406246.8),(12 3606422.5),(13 3756738.5),(14 3858556),(15 3923576.8),(16 3974714.3),(17 4001699.5),(18 4008579.3),(19 4004398),(20 4013100),(21 4018766.5),(22 4015825.5),(23 4015027),(24 4017103.8),(25 4028986.3),(26 4020767.5),(27 4008101),(28 3985632.8),(29 3954718.3),(30 3915640),(31 3877262.5),(32 3819114.8),(33 3748411.3),(34 3645529.8),(35 3543738.8),(36 3449915.3),(37 3375407.5),(38 3315182),(39 3283652),(40 3282521.8),(41 3287594.3),(42 3300799.8),(43 3319988.3),(44 3354546.8),(45 3410165.3),(46 3471974.5),(47 3548213.5),(48 3607516),(49 3675754.3),(50 3735112.8),(51 3791518.5),(52 3839302.3),(53 3851847.8),(54 3819758),(55 3775742.8),(56 3710509.5),(57 3638634.8),(58 3570579),(59 3498505.3),(60 3424925.5),(61 3359033.8),(62 3324870),(63 3315107.3),(64 3334898.3),(65 3375100.5),(66 3425514.8),(67 3495467),(68 3570815.5),(69 3657887.5),(70 3714022),(71 3760444),(72 3780850.8),(73 3784637),(74 3784855.8),(75 3786278.8),(76 3800575.5),(77 3829188.8),(78 3877287),(79 3922151.3),
(1 104634.914),(2 346212.88),(3 676197.44),(4 1055943.5),(5 1486839.4),(6 1897878.1),(7 2302683.5),(8 2662874.3),(9 2990016.5),(10 3289833.8),(11 3556216.3),(12 3778588),(13 3963054.5),(14 4103429.5),(15 4214346),(16 4303380),(17 4374943),(18 4430466.5),(19 4466395),(20 4494695.5),(21 4499145),(22 4483694),(23 4464667),(24 4443915),(25 4420350.5),(26 4366021),(27 4294971.5),(28 4195008),(29 4082301),(30 3953970.3),(31 3828514.5),(32 3711339.5),(33 3612448),(34 3520209.8),(35 3433730.5),(36 3346588.3),(37 3267794.5),(38 3201292.5),(39 3160166.5),(40 3153818.5),(41 3176047.3),(42 3228857.5),(43 3282574.5),(44 3372623.3),(45 3452542.5),(46 3537778.5),(47 3636202.5),(48 3718869),(49 3794021),(50 3865268.3),(51 3930638.3),(52 3995107),(53 4035556.5),(54 4036809.8),(55 4019017),(56 3968472),(57 3890785.3),(58 3814127.8),(59 3736118),(60 3651601.5),(61 3568443.3),(62 3500701.5),(63 3440647),(64 3407517),(65 3371395.5),(66 3337382.5),(67 3325148),(68 3344191.3),(69 3407481.8),(70 3479031.8),(71 3563500),(72 3640062),(73 3732430.5),(74 3810214),(75 3857686.3),(76 3886242),(77 3893572.5),(78 3895137.5),(79 3875627.5),
(1 116958.76),(2 397287.94),(3 787352.9),(4 1231128.4),(5 1712661.6),(6 2166238.3),(7 2597089.8),(8 2976473.5),(9 3307371.8),(10 3591783.5),(11 3833870.8),(12 4038554.8),(13 4179081.5),(14 4266533.5),(15 4316873.5),(16 4360891),(17 4390404),(18 4414399),(19 4441281),(20 4443769),(21 4452274),(22 4441571.5),(23 4434134),(24 4412262),(25 4373535),(26 4325504),(27 4260056),(28 4177379.5),(29 4082772.8),(30 3981959.8),(31 3890922),(32 3799920),(33 3717955),(34 3654837.5),(35 3604474),(36 3573903.3),(37 3559435.3),(38 3560307.8),(39 3576472.5),(40 3606300),(41 3655932.5),(42 3698690.5),(43 3729009.3),(44 3742749.5),(45 3752453.3),(46 3770981.5),(47 3789562),(48 3796268),(49 3804638.3),(50 3822348.5),(51 3839950.8),(52 3853077.5),(53 3863911),(54 3858765),(55 3854685.5),(56 3833574),(57 3807936.8),(58 3767614.3),(59 3700415.3),(60 3609389.5),(61 3518582.5),(62 3439949.3),(63 3372436.3),(64 3328265.5),(65 3286493.5),(66 3262064.8),(67 3247871.8),(68 3237964.3),(69 3229463.8),(70 3220858),(71 3211213.5),(72 3211179.8),(73 3213943.3),(74 3209387.3),(75 3210468.5),(76 3213355.5),(77 3235878.8),(78 3267746.5),(79 3306614.3),
(1 123476.83),(2 415334.34),(3 810200.94),(4 1260655.8),(5 1751628.3),(6 2221536),(7 2650160.5),(8 2996312.8),(9 3269052.8),(10 3471528.8),(11 3612996.3),(12 3691876),(13 3729940.5),(14 3737574.3),(15 3710518.8),(16 3667585.3),(17 3601576.5),(18 3527348),(19 3458485),(20 3401416.8),(21 3368104),(22 3330068),(23 3308320),(24 3300466.8),(25 3313632.5),(26 3322778.5),(27 3316707),(28 3290900.3),(29 3252851.8),(30 3207786.5),(31 3146400.8),(32 3088388.8),(33 3040450.8),(34 3021372),(35 3030223.3),(36 3067203),(37 3126099.8),(38 3173696.3),(39 3224574.8),(40 3276167),(41 3345863.8),(42 3435246),(43 3521266.5),(44 3602136),(45 3644246.5),(46 3662855.8),(47 3669290.3),(48 3659977.5),(49 3644840.3),(50 3632343),(51 3630826.5),(52 3620301.8),(53 3620161.8),(54 3611308.8),(55 3612441.3),(56 3610387.5),(57 3604773),(58 3576852.5),(59 3522683.8),(60 3435638),(61 3347906.5),(62 3251436.3),(63 3160596),(64 3053057.5),(65 2944482.3),(66 2853588.5),(67 2796619),(68 2770853.5),(69 2775077),(70 2803790.5),(71 2854644.5),(72 2926078.5),(73 3013017.3),(74 3086867.3),(75 3173675.8),(76 3242679.3),(77 3299582.3),(78 3315623),(79 3299999.5),
(1 114193.16),(2 370052.5),(3 702045.25),(4 1068788.4),(5 1451930.6),(6 1810988),(7 2132597),(8 2401647.5),(9 2626560),(10 2794153.5),(11 2912959.5),(12 2986727),(13 3017080.3),(14 3031846.8),(15 3025523.3),(16 2997742.3),(17 2956235),(18 2902577),(19 2847395.3),(20 2802002.8),(21 2769153),(22 2725901),(23 2692787.5),(24 2662349),(25 2650648.8),(26 2656778),(27 2668209.3),(28 2686654.3),(29 2706618.3),(30 2727789),(31 2746136.5),(32 2775062.3),(33 2814144),(34 2839884),(35 2857642.3),(36 2863436.8),(37 2875927.8),(38 2893860.3),(39 2912080.3),(40 2923281.3),(41 2945754),(42 2970794),(43 3005080.5),(44 3066166.5),(45 3142208.8),(46 3230492),(47 3318397),(48 3386443),(49 3435533.3),(50 3463570.5),(51 3492393),(52 3505379.3),(53 3506168),(54 3479624.5),(55 3440367.3),(56 3381340.3),(57 3338425.3),(58 3301651.5),(59 3248169),(60 3171860.8),(61 3095186.5),(62 3018518.3),(63 2949016.3),(64 2885785.5),(65 2827067),(66 2783810),(67 2753845.8),(68 2721787.8),(69 2697075),(70 2685699.8),(71 2701196.5),(72 2715532.5),(73 2722902.3),(74 2717987.3),(75 2716666.8),(76 2721872),(77 2744085.5),(78 2773562.5),(79 2776792.3),
(1 111783.76),(2 360696.06),(3 668323.8),(4 980827.25),(5 1276527.1),(6 1522545.3),(7 1730174.5),(8 1895288.1),(9 2028147),(10 2138594.5),(11 2229866.3),(12 2299068.8),(13 2337989.5),(14 2354833),(15 2344676.8),(16 2329433.5),(17 2319148.3),(18 2316486.8),(19 2307097),(20 2297809.8),(21 2272312.5),(22 2239215),(23 2212549),(24 2186484),(25 2169609.3),(26 2149276),(27 2126560),(28 2118677.3),(29 2121439),(30 2130429),(31 2136657),(32 2135484.8),(33 2137128.3),(34 2140416),(35 2153498),(36 2166969.3),(37 2177448.3),(38 2196107.3),(39 2232490.3),(40 2269325.8),(41 2320905.8),(42 2377570.3),(43 2408372),(44 2435387),(45 2452186),(46 2470269.3),(47 2494553.5),(48 2516088.3),(49 2518995.5),(50 2504844.8),(51 2505241.8),(52 2525184.5),(53 2558403),(54 2568624.3),(55 2583605.5),(56 2572735.8),(57 2550569.3),(58 2510374.5),(59 2458118),(60 2399631.8),(61 2358201.5),(62 2325516.8),(63 2286085.5),(64 2255853.8),(65 2233792),(66 2220658.5),(67 2225475.3),(68 2232220.8),(69 2258494.3),(70 2307349.5),(71 2368284.3),(72 2403931.5),(73 2419359.3),(74 2403117.5),(75 2376525.5),(76 2345354.3),(77 2311873.8),(78 2289508),(79 2272484.3),
(1 110769.11),(2 362669.06),(3 677636.44),(4 995028),(5 1296461.4),(6 1555448.4),(7 1787058.6),(8 1981240.1),(9 2143079.8),(10 2265388.5),(11 2346650.3),(12 2382965.8),(13 2375900.8),(14 2343726.5),(15 2294912),(16 2256729.8),(17 2222316.8),(18 2203451),(19 2178745.5),(20 2150876.8),(21 2125701.8),(22 2098247.3),(23 2095790.9),(24 2115874.8),(25 2162584.5),(26 2217346.5),(27 2268991),(28 2301482),(29 2331831.8),(30 2361866.8),(31 2413072),(32 2457993.8),(33 2481124.5),(34 2474995.5),(35 2451644),(36 2412034.3),(37 2362451.5),(38 2319034.3),(39 2281545.5),(40 2233400),(41 2202959.5),(42 2189118.5),(43 2166612.5),(44 2166238.5),(45 2137249),(46 2108728.5),(47 2090171),(48 2091655.9),(49 2111246.3),(50 2139668),(51 2186618),(52 2257343.8),(53 2333433.3),(54 2386279),(55 2417037.8),(56 2424056.8),(57 2411850.8),(58 2387435.3),(59 2346723.3),(60 2292694.5),(61 2238494.8),(62 2190496),(63 2145200),(64 2116840.8),(65 2106140.5),(66 2115728.8),(67 2138812.5),(68 2154126.5),(69 2173161.5),(70 2184762.8),(71 2212295.8),(72 2244553.5),(73 2273538.8),(74 2267818.5),(75 2246785.8),(76 2218849.5),(77 2188299.5),(78 2152784),(79 2116608.8),
(1 110075.086),(2 353084.16),(3 649836.25),(4 936742.1),(5 1203988.1),(6 1434368.5),(7 1646827.3),(8 1828014),(9 1981468.1),(10 2099406.5),(11 2183106),(12 2215050.8),(13 2201602.8),(14 2152509.8),(15 2086367.3),(16 2028210),(17 1979230.9),(18 1946990.6),(19 1921402.3),(20 1898155.4),(21 1873648.1),(22 1849428.6),(23 1858448.4),(24 1902489.8),(25 1964594.1),(26 2024744.8),(27 2089434),(28 2155171.5),(29 2225464),(30 2297612.5),(31 2361827.5),(32 2407121.5),(33 2432478.8),(34 2439716.5),(35 2433690),(36 2413404.8),(37 2392345),(38 2374090.8),(39 2369281.5),(40 2358653.5),(41 2364175.8),(42 2373057),(43 2370574.5),(44 2377712.3),(45 2336323.3),(46 2291795.3),(47 2240357),(48 2197727),(49 2157900.3),(50 2124829.5),(51 2096614),(52 2083654),(53 2095952.8),(54 2124155.5),(55 2143231.3),(56 2144079.8),(57 2137471.8),(58 2125113.5),(59 2096505.6),(60 2056505.1),(61 2003976.1),(62 1945211.3),(63 1899543.5),(64 1885871.6),(65 1872760.9),(66 1855249.3),(67 1832782.9),(68 1800264.5),(69 1778750.9),(70 1772335.5),(71 1787493.8),(72 1809157.1),(73 1820626.6),(74 1820091.8),(75 1810684.3),(76 1807752),(77 1830607.3),(78 1882159.5),(79 1962099.9),
(1 113295.54),(2 361980.8),(3 653864.1),(4 926856.2),(5 1172279),(6 1380561.8),(7 1560603.1),(8 1712596),(9 1841781),(10 1954170.3),(11 2048235.8),(12 2104443.5),(13 2111417.8),(14 2079786.3),(15 2020740.4),(16 1954610.6),(17 1887117.4),(18 1845477),(19 1828586.1),(20 1846682.6),(21 1882833.8),(22 1941460.6),(23 2025485.4),(24 2111958),(25 2189441.5),(26 2260954.8),(27 2317493.3),(28 2350883.5),(29 2376833.5),(30 2395157.3),(31 2387546.3),(32 2353641.3),(33 2304381.8),(34 2237034.5),(35 2159881.3),(36 2080865.1),(37 2015257),(38 1973380.6),(39 1967563),(40 1982108.6),(41 2028117),(42 2086778.6),(43 2148754),(44 2211953.3),(45 2242108.8),(46 2247762.8),(47 2227022.8),(48 2194472.5),(49 2165411.8),(50 2136955.5),(51 2107619.5),(52 2082057.1),(53 2059177.8),(54 2039063.4),(55 2022195.4),(56 2006853.9),(57 1996577.9),(58 1985170.6),(59 1978547.8),(60 1979965.5),(61 1995768.4),(62 2014820.3),(63 2040800.6),(64 2074621.8),(65 2106018),(66 2143586.8),(67 2180164.5),(68 2190598.8),(69 2180756.5),(70 2168532.5),(71 2145700.8),(72 2105532.5),(73 2061850.3),(74 2008027),(75 1962183.6),(76 1932864),(77 1914042.5),(78 1909087.3),(79 1922317),
(1 108468.57),(2 345203.97),(3 620004.3),(4 871465.94),(5 1095878.8),(6 1278789.8),(7 1422557.4),(8 1538536.5),(9 1631915),(10 1707105.1),(11 1756526.9),(12 1777225.3),(13 1767999.3),(14 1749985.8),(15 1744256.8),(16 1753070.3),(17 1763288.9),(18 1763435.4),(19 1749388.5),(20 1731651.5),(21 1722040.1),(22 1719873.1),(23 1713319.9),(24 1712415.1),(25 1721276.5),(26 1733729.8),(27 1752821.5),(28 1782735.5),(29 1825181.5),(30 1878780.6),(31 1935646.3),(32 1973454.6),(33 1985847.5),(34 1982533.4),(35 1963731.5),(36 1941341.8),(37 1911904.4),(38 1878614.3),(39 1849754.6),(40 1818579.9),(41 1809242.3),(42 1814498.1),(43 1840635.4),(44 1888377.8),(45 1950453),(46 2007220.3),(47 2062874.3),(48 2103119.8),(49 2132153),(50 2146075),(51 2155499.5),(52 2153699.5),(53 2148897.5),(54 2134458.3),(55 2116055),(56 2093309.4),(57 2066379.8),(58 2019998.6),(59 1975473.8),(60 1931840.5),(61 1891321.6),(62 1855414.8),(63 1839042.1),(64 1847303.1),(65 1862229.8),(66 1870223.1),(67 1858880),(68 1832513.1),(69 1793318.8),(70 1765455.6),(71 1738391.9),(72 1722257.8),(73 1701855.3),(74 1673875.5),(75 1667334.4),(76 1692166.8),(77 1715293.8),(78 1731478),(79 1737775.1),
(1 107337.38),(2 337154.9),(3 599549.1),(4 831391.4),(5 1028969.6),(6 1190028.6),(7 1330844.9),(8 1454472.5),(9 1558214.9),(10 1635374.1),(11 1680207),(12 1682500.5),(13 1646640.6),(14 1604833.4),(15 1566167.9),(16 1545695.5),(17 1539409.4),(18 1543819.6),(19 1555224.4),(20 1563999.4),(21 1564330.3),(22 1566302.8),(23 1574253.8),(24 1588179.8),(25 1601379.1),(26 1612701.4),(27 1631196.4),(28 1661304.5),(29 1693969),(30 1725361.6),(31 1748299.6),(32 1755081.8),(33 1740502.6),(34 1707077.4),(35 1663974.9),(36 1620567.5),(37 1594489),(38 1584247.4),(39 1588710.4),(40 1588806.9),(41 1593921.3),(42 1606689),(43 1618606.8),(44 1644723.8),(45 1672971.3),(46 1712824.5),(47 1751764.4),(48 1789782.4),(49 1819419.8),(50 1850023.3),(51 1879166.4),(52 1907384.8),(53 1925865.8),(54 1925818.9),(55 1921728.5),(56 1906763.3),(57 1883181.6),(58 1852817.9),(59 1808210.9),(60 1744635.6),(61 1684021.1),(62 1635186.9),(63 1601797.4),(64 1592431),(65 1593601.3),(66 1601072.1),(67 1590889.8),(68 1565168.8),(69 1536454.4),(70 1523674.5),(71 1540545),(72 1568702.6),(73 1596751),(74 1594871.6),(75 1588880.6),(76 1593443.1),(77 1598494.4),(78 1599911.4),(79 1586985.6),
