1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49470.547),(2 144475.8),(3 329417.97),(4 547652.94),(5 850134.25),(6 1157364.9),(7 1529665.6),(8 1892741),(9 2298644.8),(10 2665569),(11 3057845),(12 3374225.3),(13 3703409),(14 3990851.8),(15 4231795.5),(16 4451103.5),(17 4641723.5),(18 4808268.5),(19 4934020),(20 5041214.5),(21 5103789.5),(22 5146846.5),(23 5136983.5),(24 5105131),(25 5059790),(26 5014530.5),(27 4959732),(28 4899461.5),(29 4836817.5),(30 4777541.5),(31 4725573.5),(32 4705926.5),(33 4669383.5),(34 4674815.5),(35 4703534),(36 4773485.5),(37 4823805.5),(38 4902385.5),(39 5040376.5),(40 5182915.5),(41 5359357.5),(42 5494160.5),(43 5654634.5),(44 5790400),(45 5899238.5),(46 5950761.5),(47 5948384.5),(48 5899662.5),(49 5822810.5),(50 5715938.5),(51 5570357),(52 5426082.5),(53 5307277.5),(54 5173536.5),(55 5089050),(56 5033502),(57 5030702),(58 5022341.5),(59 5092028.5),(60 5165068.5),(61 5306651.5),(62 5413814.5),(63 5531692.5),(64 5639314.5),(65 5737485.5),(66 5800784),(67 5900372),(68 6004298),(69 6118827.5),(70 6253872),(71 6376897.5),(72 6507584),(73 6632100),(74 6743661.5),(75 6844048.5),(76 6937148),(77 7008367.5),(78 7070805.5),(79 7136726.5),
(1 71.9427),(2 98.7889),(3 114.34545),(4 125.36608),(5 135.33157),(6 144.84816),(7 149.88484),(8 158.07361),(9 160.48842),(10 164.43988),(11 167.75055),(12 170.61824),(13 172.31789),(14 174.65604),(15 178.1115),(16 177.6919),(17 178.44292),(18 178.0138),(19 180.64095),(20 182.48506),(21 183.5583),(22 185.60504),(23 186.18901),(24 187.65616),(25 190.91202),(26 193.33563),(27 195.28415),(28 195.82167),(29 196.85321),(30 199.65364),(31 202.1176),(32 204.39635),(33 207.86183),(34 207.70229),(35 211.77788),(36 211.89778),(37 212.15605),(38 214.61078),(39 215.39125),(40 217.2382),(41 216.77386),(42 217.02187),(43 216.25853),(44 216.0066),(45 215.5372),(46 216.61044),(47 215.34184),(48 216.04805),(49 214.01143),(50 213.16345),(51 211.58324),(52 213.35178),(53 212.60875),(54 210.90767),(55 212.038),(56 210.55772),(57 209.69531),(58 209.87396),(59 210.51779),(60 209.7178),(61 211.28033),(62 211.47507),(63 211.93236),(64 214.3172),(65 211.65816),(66 211.62949),(67 213.33186),(68 212.75053),(69 212.77771),(70 211.17075),(71 212.58731),(72 212.88033),(73 213.92957),(74 216.07011),(75 217.85406),(76 217.7785),(77 216.54543),(78 216.90642),(79 219.35255),
(1 72.57022),(2 98.02246),(3 112.935295),(4 128.33278),(5 138.1502),(6 146.61559),(7 153.55208),(8 158.14285),(9 161.98553),(10 166.4323),(11 168.20035),(12 170.49486),(13 172.71072),(14 174.63417),(15 176.03629),(16 175.71153),(17 177.06276),(18 177.12814),(19 177.38896),(20 178.68599),(21 180.35136),(22 179.72946),(23 179.70453),(24 181.52335),(25 183.28027),(26 186.23425),(27 191.33148),(28 192.39072),(29 193.65819),(30 193.69484),(31 195.96457),(32 194.73328),(33 197.44254),(34 194.67276),(35 194.29387),(36 192.15277),(37 191.64734),(38 196.91339),(39 198.04181),(40 198.73135),(41 198.82814),(42 199.9447),(43 199.22502),(44 199.23187),(45 197.46063),(46 197.51964),(47 196.34421),(48 195.26868),(49 193.0063),(50 194.47052),(51 194.06104),(52 192.76414),(53 193.34267),(54 193.18196),(55 192.82971),(56 195.82167),(57 198.6414),(58 197.63002),(59 197.9132),(60 197.78029),(61 197.83427),(62 201.34564),(63 202.521),(64 203.31183),(65 204.31781),(66 204.6424),(67 206.12616),(68 205.88643),(69 205.56146),(70 205.70653),(71 207.35997),(72 206.51459),(73 206.78319),(74 207.29301),(75 209.45245),(76 207.0062),(77 205.38313),(78 205.27309),(79 206.73903),
(1 71.25108),(2 98.806915),(3 114.74735),(4 127.04377),(5 137.52695),(6 147.06963),(7 153.00824),(8 158.49326),(9 163.06924),(10 166.36089),(11 167.58356),(12 171.14441),(13 172.8442),(14 174.45439),(15 177.82631),(16 175.94508),(17 179.05551),(18 180.35516),(19 180.51253),(20 180.75787),(21 181.70384),(22 183.15778),(23 187.07153),(24 188.33757),(25 191.41374),(26 194.5179),(27 197.66466),(28 198.10689),(29 199.81921),(30 201.36961),(31 205.45161),(32 207.07776),(33 206.61026),(34 208.92838),(35 210.54103),(36 210.08875),(37 210.48604),(38 211.97487),(39 212.29437),(40 212.8952),(41 212.25128),(42 214.62796),(43 214.21825),(44 212.98187),(45 211.79222),(46 213.4417),(47 212.08636),(48 209.96184),(49 207.65483),(50 207.98972),(51 207.89725),(52 207.35829),(53 205.81966),(54 205.48817),(55 205.47299),(56 205.61299),(57 205.38008),(58 205.20667),(59 203.1082),(60 203.18367),(61 203.07512),(62 203.23657),(63 203.29996),(64 200.96016),(65 200.20161),(66 200.33496),(67 199.99251),(68 199.69563),(69 197.98064),(70 198.3813),(71 201.92368),(72 202.65929),(73 203.5877),(74 200.56071),(75 203.46062),(76 202.7206),(77 203.72522),(78 203.87143),(79 204.45001),
(1 69.0202),(2 94.43641),(3 110.97898),(4 123.892204),(5 131.15715),(6 139.18524),(7 146.07635),(8 152.08765),(9 156.59105),(10 160.79483),(11 164.98816),(12 168.46439),(13 170.57848),(14 171.4722),(15 174.26399),(16 175.06572),(17 176.70438),(18 178.36662),(19 181.7783),(20 182.06476),(21 183.82109),(22 184.71477),(23 184.4542),(24 186.55136),(25 186.21745),(26 187.24783),(27 187.90285),(28 187.0662),(29 187.95638),(30 185.93062),(31 185.84602),(32 187.17471),(33 186.62283),(34 186.7028),(35 187.88992),(36 186.15608),(37 187.17842),(38 188.71062),(39 191.04115),(40 190.26276),(41 192.13489),(42 192.44765),(43 192.52069),(44 192.2386),(45 191.3445),(46 192.67749),(47 192.72014),(48 193.5083),(49 192.63455),(50 193.47415),(51 193.71574),(52 192.47177),(53 192.71725),(54 192.70975),(55 191.88597),(56 192.12695),(57 191.99026),(58 192.24179),(59 191.92287),(60 192.14183),(61 192.47571),(62 192.11143),(63 193.1065),(64 193.14369),(65 195.79675),(66 195.14032),(67 196.1388),(68 195.43413),(69 198.20787),(70 196.53325),(71 198.88072),(72 199.69601),(73 200.18874),(74 200.90887),(75 200.75298),(76 202.15979),(77 202.12068),(78 204.54076),(79 205.83417),
(1 69.099556),(2 91.26254),(3 107.35776),(4 120.74416),(5 128.58237),(6 138.65105),(7 145.7276),(8 150.60567),(9 155.3809),(10 161.54189),(11 162.67734),(12 166.39143),(13 169.41669),(14 172.68515),(15 173.91194),(16 173.09761),(17 174.61919),(18 176.06097),(19 177.07411),(20 177.34282),(21 180.17996),(22 180.9997),(23 182.23253),(24 183.06833),(25 184.14066),(26 184.1039),(27 185.19383),(28 184.4114),(29 186.1878),(30 184.38205),(31 184.33037),(32 184.5308),(33 185.91406),(34 184.06212),(35 183.8294),(36 183.11917),(37 184.50085),(38 187.48187),(39 189.62627),(40 189.12091),(41 191.70406),(42 193.39307),(43 194.04683),(44 195.79514),(45 194.07825),(46 195.44296),(47 194.00902),(48 194.36086),(49 190.87065),(50 192.97089),(51 189.88884),(52 189.69473),(53 188.04126),(54 185.94029),(55 187.73782),(56 186.61455),(57 187.39183),(58 188.80515),(59 188.32428),(60 188.98572),(61 189.52902),(62 190.04176),(63 192.05154),(64 192.69244),(65 192.82951),(66 193.49667),(67 195.90195),(68 196.35446),(69 198.54695),(70 197.41974),(71 196.81438),(72 198.69952),(73 198.04268),(74 198.15205),(75 198.70123),(76 197.2072),(77 195.39183),(78 196.68855),(79 198.98143),
(1 68.175125),(2 94.364525),(3 107.5345),(4 121.4328),(5 131.28053),(6 140.01602),(7 146.95905),(8 153.29666),(9 156.6865),(10 163.11464),(11 166.23642),(12 167.90746),(13 170.25974),(14 170.7315),(15 172.623),(16 174.01617),(17 175.29405),(18 172.54314),(19 173.33981),(20 172.77536),(21 175.50871),(22 173.35124),(23 176.51411),(24 179.69615),(25 180.46892),(26 179.60902),(27 183.10568),(28 182.07686),(29 183.90814),(30 185.10857),(31 185.43031),(32 186.99367),(33 191.11716),(34 190.2821),(35 191.83826),(36 190.14565),(37 191.27708),(38 192.82831),(39 194.04327),(40 196.73578),(41 197.6765),(42 198.62033),(43 198.09558),(44 199.22658),(45 197.7564),(46 196.29219),(47 196.96149),(48 197.52423),(49 196.26135),(50 197.80891),(51 195.44594),(52 197.2762),(53 195.10335),(54 196.64703),(55 195.81007),(56 195.69653),(57 192.9181),(58 191.4788),(59 192.27658),(60 192.92744),(61 193.86339),(62 191.04884),(63 192.48914),(64 191.01674),(65 189.75624),(66 192.33322),(67 192.156),(68 192.1982),(69 191.25163),(70 191.80908),(71 192.44318),(72 193.12143),(73 195.25713),(74 196.38551),(75 198.6213),(76 198.57933),(77 198.87932),(78 200.31346),(79 201.5651),
(1 67.3089),(2 90.93758),(3 106.09849),(4 117.909195),(5 126.27648),(6 133.88826),(7 138.97737),(8 147.77579),(9 151.92459),(10 154.96451),(11 156.1129),(12 158.80441),(13 163.047),(14 164.28831),(15 166.7352),(16 168.3457),(17 172.06285),(18 173.11801),(19 173.89207),(20 174.12772),(21 177.35634),(22 177.41022),(23 180.20651),(24 182.136),(25 183.58119),(26 185.6658),(27 188.82945),(28 189.63347),(29 192.00998),(30 191.27213),(31 191.10356),(32 191.78078),(33 191.48705),(34 190.09154),(35 191.79387),(36 190.18604),(37 190.47862),(38 190.01346),(39 190.2968),(40 190.69934),(41 193.10854),(42 195.50441),(43 195.28442),(44 196.10382),(45 194.89162),(46 194.20738),(47 195.3683),(48 192.95087),(49 191.16458),(50 191.34613),(51 187.5463),(52 186.8732),(53 184.85545),(54 184.44872),(55 184.79337),(56 184.2088),(57 184.79292),(58 184.21666),(59 183.48431),(60 183.14511),(61 183.89702),(62 185.19926),(63 185.99147),(64 186.29593),(65 184.025),(66 184.45943),(67 186.97108),(68 184.65897),(69 184.36891),(70 184.30493),(71 185.68527),(72 186.16373),(73 186.31564),(74 185.51645),(75 187.53387),(76 187.96729),(77 187.4521),(78 188.4116),(79 190.18996),
(1 67.48826),(2 92.141624),(3 107.4475),(4 121.00115),(5 130.73317),(6 138.43408),(7 143.42946),(8 149.65152),(9 153.37154),(10 155.50632),(11 157.82892),(12 160.87079),(13 162.51744),(14 165.90833),(15 165.58134),(16 166.69894),(17 170.4458),(18 169.40283),(19 172.19868),(20 172.54578),(21 173.28334),(22 176.56151),(23 179.07318),(24 178.49226),(25 178.65149),(26 178.75497),(27 178.08559),(28 178.3006),(29 178.58226),(30 177.44553),(31 178.69714),(32 181.21733),(33 182.44757),(34 184.21672),(35 187.05356),(36 189.2267),(37 189.80092),(38 193.06664),(39 195.77156),(40 195.22083),(41 193.8605),(42 192.64708),(43 193.82925),(44 197.61563),(45 194.77101),(46 194.59805),(47 193.61298),(48 192.85991),(49 193.31984),(50 194.87042),(51 193.41335),(52 192.6777),(53 192.02496),(54 192.22664),(55 190.97173),(56 189.55453),(57 189.91037),(58 192.56555),(59 190.69604),(60 191.79027),(61 191.46141),(62 192.72292),(63 189.99959),(64 189.28601),(65 189.62599),(66 188.3917),(67 190.04335),(68 188.90634),(69 190.65161),(70 190.41307),(71 192.73366),(72 189.79398),(73 189.0761),(74 188.20424),(75 190.99341),(76 190.09787),(77 190.73332),(78 191.74493),(79 192.94339),
(1 67.16777),(2 88.14506),(3 103.91282),(4 114.97079),(5 123.807785),(6 131.12444),(7 137.24924),(8 143.29202),(9 149.16527),(10 151.02126),(11 151.32907),(12 154.91324),(13 158.12364),(14 159.3036),(15 162.79356),(16 162.90555),(17 166.02397),(18 169.05069),(19 170.9855),(20 170.94315),(21 173.4086),(22 175.48546),(23 177.58641),(24 176.53163),(25 178.54893),(26 177.26323),(27 179.433),(28 178.82887),(29 182.51254),(30 182.9852),(31 183.27924),(32 180.45717),(33 181.22476),(34 180.05719),(35 180.64499),(36 180.09944),(37 180.5603),(38 184.00029),(39 185.30833),(40 187.37712),(41 188.50375),(42 189.63365),(43 188.66042),(44 189.23068),(45 188.039),(46 187.02388),(47 185.5989),(48 186.2838),(49 183.9632),(50 184.56061),(51 184.34093),(52 182.53404),(53 182.70857),(54 182.37628),(55 181.12416),(56 182.63924),(57 181.86841),(58 181.75673),(59 183.38768),(60 183.35278),(61 183.95926),(62 188.1358),(63 187.16957),(64 187.52182),(65 188.22275),(66 187.35126),(67 187.5294),(68 187.84099),(69 188.59314),(70 187.75612),(71 186.37901),(72 187.3901),(73 186.35844),(74 186.00917),(75 187.75029),(76 188.21742),(77 188.44109),(78 187.65425),(79 189.56194),
(1 65.535774),(2 87.80269),(3 102.80213),(4 114.12391),(5 124.778496),(6 133.3367),(7 138.34062),(8 144.6026),(9 148.02635),(10 152.52882),(11 155.35284),(12 158.75334),(13 161.55908),(14 166.25345),(15 171.2695),(16 172.4163),(17 173.73846),(18 176.78145),(19 176.1897),(20 176.63689),(21 178.62056),(22 179.00793),(23 181.69116),(24 182.54608),(25 183.22897),(26 185.44951),(27 186.30286),(28 185.13936),(29 187.16144),(30 189.22949),(31 192.9436),(32 193.52391),(33 193.28047),(34 193.67386),(35 193.42883),(36 192.35127),(37 193.60498),(38 195.97205),(39 196.21126),(40 197.13391),(41 197.80164),(42 198.28084),(43 198.07951),(44 199.01344),(45 197.81499),(46 197.90384),(47 194.04572),(48 193.14743),(49 192.67563),(50 192.87129),(51 190.95424),(52 188.8534),(53 186.80438),(54 186.75711),(55 185.96407),(56 185.09778),(57 185.99124),(58 187.61143),(59 188.0199),(60 187.98537),(61 189.69568),(62 190.51547),(63 190.75018),(64 190.97488),(65 190.48973),(66 191.82062),(67 192.17827),(68 190.93553),(69 191.96652),(70 191.91351),(71 191.22867),(72 191.81169),(73 194.15108),(74 194.31854),(75 193.18044),(76 191.73058),(77 192.26506),(78 193.23125),(79 193.61064),
(1 65.63266),(2 89.242386),(3 104.03443),(4 115.944336),(5 125.529655),(6 134.55399),(7 138.6788),(8 147.186),(9 151.39297),(10 154.71426),(11 157.72806),(12 161.21565),(13 161.25407),(14 162.8766),(15 164.01645),(16 162.91228),(17 164.27536),(18 165.16507),(19 165.17812),(20 165.58383),(21 166.4471),(22 167.69243),(23 167.03609),(24 167.21674),(25 170.46674),(26 171.3221),(27 174.60298),(28 176.44676),(29 176.54143),(30 178.33511),(31 178.68433),(32 179.7039),(33 180.44675),(34 180.92657),(35 182.77083),(36 183.17703),(37 184.30022),(38 187.77292),(39 188.5568),(40 192.08798),(41 193.60417),(42 196.26636),(43 197.57454),(44 196.96826),(45 195.87138),(46 195.57639),(47 193.1795),(48 191.17943),(49 190.01425),(50 187.62875),(51 186.32672),(52 183.78207),(53 184.60509),(54 184.14273),(55 184.01967),(56 183.72884),(57 183.4814),(58 184.59975),(59 183.90126),(60 183.85014),(61 183.62358),(62 182.27626),(63 183.64145),(64 181.0392),(65 181.98499),(66 183.2103),(67 182.84631),(68 182.18463),(69 182.5581),(70 183.10442),(71 182.11137),(72 182.01613),(73 184.68806),(74 184.09079),(75 186.23497),(76 187.17859),(77 187.0634),(78 187.85495),(79 187.5434),
(1 65.49054),(2 87.80904),(3 102.21956),(4 114.93231),(5 124.06186),(6 132.32974),(7 137.12325),(8 144.28398),(9 147.02141),(10 150.89702),(11 153.73047),(12 156.44096),(13 158.26965),(14 160.46034),(15 162.90178),(16 163.63452),(17 166.3255),(18 167.02441),(19 169.5879),(20 170.353),(21 171.76054),(22 172.19052),(23 173.95404),(24 174.91028),(25 176.84613),(26 178.17804),(27 180.91109),(28 182.42592),(29 184.27242),(30 185.24927),(31 185.74922),(32 185.36047),(33 188.09279),(34 185.93678),(35 186.66118),(36 185.76834),(37 185.79247),(38 187.33708),(39 187.79755),(40 188.75705),(41 189.8653),(42 191.00539),(43 192.24501),(44 192.5727),(45 193.04582),(46 191.89417),(47 188.86627),(48 187.61842),(49 188.17429),(50 189.30486),(51 187.89355),(52 188.34323),(53 186.44443),(54 186.22232),(55 185.98686),(56 185.74596),(57 184.78456),(58 187.07086),(59 186.90329),(60 187.68134),(61 188.14589),(62 186.97618),(63 188.74272),(64 186.4648),(65 186.43973),(66 185.34758),(67 185.26868),(68 188.13379),(69 188.0905),(70 186.7112),(71 187.4965),(72 188.29143),(73 188.84605),(74 191.3817),(75 192.68907),(76 192.50044),(77 192.74084),(78 193.63133),(79 193.27278),
(1 64.83609),(2 88.24352),(3 100.90505),(4 112.10134),(5 120.47537),(6 127.084564),(7 133.49792),(8 139.08142),(9 142.81096),(10 146.80386),(11 150.173),(12 154.05826),(13 158.67427),(14 161.77368),(15 166.03761),(16 164.94504),(17 164.9084),(18 168.22801),(19 168.09306),(20 168.58041),(21 168.96768),(22 170.5022),(23 169.85176),(24 170.72668),(25 172.114),(26 172.22165),(27 173.48274),(28 174.06233),(29 175.04074),(30 174.75009),(31 174.34253),(32 174.74347),(33 177.89728),(34 179.71002),(35 179.43915),(36 178.81044),(37 179.54619),(38 181.75272),(39 181.75195),(40 180.80083),(41 183.36304),(42 183.92053),(43 184.70494),(44 184.64612),(45 182.9432),(46 183.09167),(47 182.49265),(48 183.42651),(49 183.24261),(50 184.61731),(51 184.09444),(52 182.43932),(53 180.08786),(54 180.80585),(55 179.80453),(56 179.69269),(57 179.72713),(58 179.17876),(59 178.93405),(60 178.7304),(61 180.2704),(62 180.05441),(63 182.94547),(64 182.6584),(65 184.31677),(66 185.03946),(67 185.70326),(68 185.35329),(69 186.02531),(70 184.55301),(71 184.04),(72 183.97545),(73 183.77066),(74 183.57457),(75 184.4132),(76 184.05675),(77 183.11357),(78 184.31483),(79 186.45282),
(1 63.91719),(2 84.97531),(3 99.4551),(4 111.15884),(5 120.511505),(6 127.59203),(7 134.33882),(8 140.13448),(9 144.14752),(10 146.80016),(11 149.62274),(12 152.17772),(13 154.55418),(14 155.22874),(15 157.00903),(16 158.64326),(17 159.17073),(18 161.4547),(19 162.22731),(20 163.02094),(21 164.52364),(22 165.34656),(23 168.40117),(24 168.90535),(25 169.13348),(26 169.8542),(27 170.49146),(28 172.74231),(29 174.27902),(30 173.24426),(31 174.1499),(32 175.46603),(33 178.34303),(34 177.8687),(35 179.2246),(36 179.31245),(37 180.46097),(38 181.24843),(39 181.54742),(40 181.16374),(41 181.05156),(42 183.50409),(43 183.31569),(44 185.62291),(45 185.43689),(46 186.77467),(47 186.00652),(48 188.81514),(49 188.32397),(50 189.06747),(51 188.52634),(52 188.48828),(53 188.43025),(54 188.6622),(55 188.60512),(56 186.64351),(57 185.09552),(58 185.01886),(59 184.43199),(60 184.2548),(61 185.46275),(62 186.39146),(63 188.21979),(64 187.20634),(65 184.96718),(66 183.86197),(67 184.95038),(68 183.51367),(69 183.60687),(70 184.90277),(71 185.84111),(72 182.851),(73 183.59767),(74 183.88889),(75 183.35223),(76 179.53293),(77 179.2272),(78 178.00784),(79 179.31673),
(1 65.11725),(2 88.979546),(3 102.39831),(4 112.28361),(5 120.97145),(6 128.28995),(7 133.35074),(8 137.91515),(9 142.465),(10 144.92436),(11 146.84114),(12 150.53044),(13 152.79582),(14 154.73993),(15 156.78531),(16 158.15393),(17 160.90256),(18 161.8953),(19 163.4528),(20 165.2969),(21 168.18173),(22 169.17815),(23 171.19759),(24 173.41953),(25 175.42577),(26 175.15668),(27 176.55284),(28 176.8502),(29 176.13828),(30 174.74973),(31 177.33218),(32 176.24901),(33 176.21136),(34 178.11832),(35 176.97308),(36 178.02226),(37 179.0672),(38 181.3142),(39 182.6412),(40 181.7073),(41 180.69273),(42 180.65207),(43 181.91917),(44 180.43463),(45 179.17873),(46 179.71565),(47 180.90251),(48 180.78914),(49 179.89424),(50 182.0714),(51 180.98056),(52 182.14119),(53 179.84659),(54 181.22983),(55 180.32416),(56 180.78963),(57 179.7888),(58 179.15297),(59 178.97574),(60 177.37398),(61 177.6784),(62 180.9145),(63 183.04207),(64 181.90414),(65 181.6084),(66 183.82004),(67 186.12561),(68 183.66847),(69 184.17366),(70 184.04866),(71 181.99028),(72 182.54393),(73 184.23944),(74 184.80582),(75 184.8664),(76 185.6412),(77 187.43727),(78 187.64462),(79 186.63293),
(1 63.163998),(2 85.93732),(3 100.3353),(4 109.641525),(5 118.56941),(6 126.25962),(7 131.7064),(8 136.11658),(9 139.7272),(10 145.26537),(11 148.26085),(12 150.52391),(13 151.75555),(14 153.75827),(15 154.25829),(16 154.42914),(17 155.35342),(18 159.31334),(19 160.95464),(20 161.76447),(21 163.6457),(22 164.19228),(23 164.64673),(24 165.32156),(25 166.74825),(26 169.13829),(27 171.61566),(28 171.2764),(29 171.75345),(30 172.19295),(31 175.06662),(32 173.17781),(33 173.33783),(34 173.83788),(35 175.69029),(36 173.8883),(37 174.16049),(38 175.94156),(39 176.9318),(40 178.45184),(41 177.97894),(42 179.40308),(43 178.49605),(44 180.34181),(45 178.38275),(46 179.57791),(47 179.52312),(48 179.04906),(49 178.18456),(50 179.47472),(51 177.37086),(52 179.9675),(53 177.28189),(54 179.14767),(55 178.99915),(56 179.42546),(57 179.79056),(58 180.35527),(59 178.34932),(60 177.3932),(61 177.28265),(62 177.02838),(63 178.76138),(64 177.90637),(65 178.64696),(66 181.7411),(67 181.8509),(68 179.83693),(69 179.77315),(70 179.77386),(71 179.4926),(72 179.77095),(73 180.00778),(74 181.60725),(75 180.51242),(76 178.0196),(77 174.83401),(78 173.72522),(79 174.45236),
(1 61.754128),(2 82.55761),(3 95.530396),(4 106.95016),(5 113.896385),(6 121.15907),(7 127.0092),(8 132.45541),(9 136.99359),(10 140.1285),(11 143.751),(12 145.98698),(13 148.23239),(14 151.72229),(15 153.9277),(16 155.20313),(17 156.67635),(18 157.22913),(19 158.86214),(20 159.70566),(21 158.42032),(22 160.42584),(23 161.37384),(24 161.39674),(25 162.9909),(26 164.0938),(27 166.49495),(28 167.46468),(29 169.42056),(30 170.09245),(31 172.32698),(32 172.16512),(33 173.94312),(34 174.96416),(35 175.91034),(36 174.63129),(37 174.29149),(38 175.64229),(39 176.91983),(40 177.77429),(41 177.46297),(42 177.32997),(43 175.98471),(44 176.15533),(45 176.87895),(46 175.47063),(47 176.2652),(48 175.10101),(49 172.73947),(50 172.56596),(51 171.64781),(52 171.74396),(53 169.37257),(54 168.41643),(55 166.2501),(56 165.51398),(57 165.4904),(58 164.94034),(59 166.27545),(60 166.18819),(61 167.77992),(62 167.80229),(63 167.59515),(64 166.63847),(65 166.35866),(66 166.63774),(67 167.35861),(68 167.13655),(69 169.40201),(70 170.13623),(71 171.21448),(72 172.8469),(73 172.1835),(74 172.27373),(75 174.03479),(76 173.84688),(77 174.87305),(78 174.34825),(79 175.66754),
