1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46714.957),(2 114251.836),(3 199384.73),(4 318182.66),(5 466806.63),(6 652942.7),(7 841309.8),(8 1036700.94),(9 1219535.5),(10 1437482.4),(11 1655314.9),(12 1897286),(13 2176108),(14 2461061.8),(15 2699810.3),(16 2928520),(17 3153160.8),(18 3406146.3),(19 3629545.3),(20 3808414.8),(21 3932581.3),(22 4103912.8),(23 4251152.5),(24 4406837.5),(25 4548916.5),(26 4679009.5),(27 4797302),(28 4867660.5),(29 4987616.5),(30 5083549),(31 5170109.5),(32 5199386),(33 5214339.5),(34 5248790.5),(35 5278898.5),(36 5329928.5),(37 5321013.5),(38 5310822.5),(39 5314045.5),(40 5309500.5),(41 5342195),(42 5343401.5),(43 5391136),(44 5435704.5),(45 5447772.5),(46 5548066),(47 5689756),(48 5884553.5),(49 6105378.5),(50 6344329.5),(51 6510668),(52 6830450.5),(53 7188584),(54 7544190.5),(55 7944158),(56 8411941),(57 8755816),(58 9238342),(59 9760978),(60 10410416),(61 11014132),(62 11610821),(63 12124420),(64 12811557),(65 13574223),(66 14376065),(67 15215832),(68 16087245),(69 16832504),(70 17768286),(71 18653146),(72 19666870),(73 20623750),(74 21613146),(75 22446406),(76 23499654),(77 24636214),(78 25783034),(79 26929674),
(1 175293.77),(2 617406.7),(3 1200039),(4 2017335.3),(5 2969031.3),(6 4058799.3),(7 5181877.5),(8 6253951.5),(9 7101324.5),(10 7959305),(11 8715521),(12 9423226),(13 10015683),(14 10538658),(15 10893867),(16 11269701),(17 11573540),(18 11808653),(19 11957832),(20 12024515),(21 12054859),(22 12033195),(23 11931766),(24 11791961),(25 11628217),(26 11486081),(27 11370554),(28 11278769),(29 11242952),(30 11260925),(31 11333025),(32 11424562),(33 11554121),(34 11648726),(35 11667749),(36 11677743),(37 11602555),(38 11488554),(39 11403990),(40 11246723),(41 11096121),(42 10972559),(43 10895588),(44 10863330),(45 10806748),(46 10823134),(47 10821858),(48 10822472),(49 10753515),(50 10627453),(51 10495911),(52 10296259),(53 10087538),(54 9859699),(55 9649230),(56 9463062),(57 9314472),(58 9205329),(59 9123139),(60 9081354),(61 9069038),(62 9089283),(63 9113372),(64 9132629),(65 9151181),(66 9154113),(67 9151725),(68 9133606),(69 9122251),(70 9158108),(71 9243935),(72 9384604),(73 9574618),(74 9809999),(75 10035901),(76 10267121),(77 10491361),(78 10694663),(79 10853732),
(1 181995.5),(2 634116.44),(3 1231887.4),(4 2051596.4),(5 2992953.3),(6 4072690),(7 5168704.5),(8 6210852.5),(9 7048008.5),(10 7859145.5),(11 8517789),(12 9073293),(13 9452679),(14 9713005),(15 9840787),(16 9950245),(17 10028401),(18 10075872),(19 10089220),(20 10081528),(21 10025432),(22 9979740),(23 9899572),(24 9756564),(25 9631499),(26 9532171),(27 9479825),(28 9474794),(29 9517268),(30 9626143),(31 9783021),(32 9928343),(33 10092115),(34 10250119),(35 10352630),(36 10412675),(37 10370559),(38 10252507),(39 10121099),(40 9879484),(41 9619868),(42 9372097),(43 9180051),(44 9047641),(45 8957870),(46 8982448),(47 9111780),(48 9322849),(49 9607689),(50 9906754),(51 10164289),(52 10443693),(53 10718634),(54 10970179),(55 11192001),(56 11393843),(57 11596412),(58 11776765),(59 11908628),(60 11997064),(61 12010445),(62 11964936),(63 11885731),(64 11676499),(65 11390932),(66 11016207),(67 10569345),(68 10093268),(69 9650776),(70 9184141),(71 8790145),(72 8464603),(73 8270454.5),(74 8190202),(75 8244229.5),(76 8382536),(77 8603241),(78 8891561),(79 9233482),
(1 124814.87),(2 432039.84),(3 824752.2),(4 1373293.6),(5 2012089.3),(6 2747058),(7 3505703.8),(8 4245284.5),(9 4876334.5),(10 5528266),(11 6127382),(12 6683758),(13 7166269.5),(14 7594034.5),(15 7900568.5),(16 8178196.5),(17 8378942.5),(18 8527017),(19 8581627),(20 8562461),(21 8482945),(22 8361340),(23 8201486),(24 8009426),(25 7784864),(26 7554233),(27 7335844),(28 7134934.5),(29 6969120),(30 6817737.5),(31 6726197),(32 6683206),(33 6665268.5),(34 6683858.5),(35 6704741),(36 6729970),(37 6750905.5),(38 6759537.5),(39 6779534),(40 6775236),(41 6772244.5),(42 6767255),(43 6783475),(44 6809045),(45 6880428),(46 6967334),(47 7083155),(48 7232583),(49 7422258.5),(50 7651909),(51 7829017.5),(52 8053160.5),(53 8274704.5),(54 8482709),(55 8632863),(56 8723037),(57 8800252),(58 8805997),(59 8767371),(60 8708431),(61 8638867),(62 8536343),(63 8430454),(64 8297754),(65 8169102),(66 8053992.5),(67 7993133),(68 7973459),(69 7968754.5),(70 7989737),(71 8021661),(72 8054126.5),(73 8134597),(74 8262702),(75 8368351.5),(76 8529070),(77 8717556),(78 8918496),(79 9116426),
(1 149581.69),(2 518511.44),(3 1001725.94),(4 1651148.8),(5 2392775),(6 3237922.5),(7 4083785),(8 4865371),(9 5477862),(10 6096368.5),(11 6649314.5),(12 7117371),(13 7460228),(14 7715356),(15 7855447.5),(16 7908273.5),(17 7872493.5),(18 7754801.5),(19 7572640.5),(20 7350100),(21 7157163),(22 6961378),(23 6770970),(24 6622873.5),(25 6525467),(26 6479446),(27 6446223.5),(28 6447709.5),(29 6454763.5),(30 6451189),(31 6436058),(32 6397997.5),(33 6360896),(34 6319861),(35 6293416.5),(36 6278038),(37 6299188),(38 6362564),(39 6428721.5),(40 6565548),(41 6741712),(42 6935922.5),(43 7178718),(44 7422596.5),(45 7656907.5),(46 7918598),(47 8156531),(48 8369314),(49 8526284),(50 8626547),(51 8715188),(52 8704069),(53 8660580),(54 8586799),(55 8505633),(56 8386905),(57 8262977.5),(58 8094551.5),(59 7906046),(60 7723684.5),(61 7542651.5),(62 7366112),(63 7219412.5),(64 7093058),(65 6997083),(66 6926134),(67 6893892.5),(68 6907883),(69 6941332),(70 7034262.5),(71 7169494.5),(72 7306715),(73 7466582.5),(74 7614680.5),(75 7755461),(76 7849208.5),(77 7925758),(78 7992244),(79 8056324),
(1 148487.31),(2 519173.88),(3 995286.5),(4 1645962.4),(5 2390086),(6 3201759.8),(7 4006850.3),(8 4752124.5),(9 5322370.5),(10 5853634.5),(11 6288826),(12 6645955),(13 6842592.5),(14 6919244),(15 6887835.5),(16 6790214),(17 6623196.5),(18 6405705.5),(19 6175414.5),(20 5938159.5),(21 5770634.5),(22 5631389),(23 5550686),(24 5536299.5),(25 5590620.5),(26 5688515),(27 5829769.5),(28 5978487.5),(29 6147873),(30 6315785.5),(31 6467044),(32 6591228.5),(33 6679490.5),(34 6758073),(35 6797099.5),(36 6839922),(37 6872455.5),(38 6905913),(39 6915743),(40 6912552.5),(41 6907535),(42 6898115.5),(43 6890959),(44 6890283.5),(45 6864468),(46 6882375.5),(47 6910701),(48 6935271),(49 6957587.5),(50 6971661),(51 6941979.5),(52 6874003.5),(53 6773616),(54 6653773),(55 6534847.5),(56 6410362.5),(57 6320393.5),(58 6251860),(59 6198256),(60 6157628.5),(61 6128624),(62 6092686),(63 6087737.5),(64 6033539.5),(65 5981697),(66 5930375.5),(67 5892074.5),(68 5854279.5),(69 5828622),(70 5822470),(71 5823907.5),(72 5861317.5),(73 5946580),(74 6104796),(75 6267924.5),(76 6479168),(77 6724112.5),(78 6985388),(79 7223485.5),
(1 132707.98),(2 461149.9),(3 864339.06),(4 1417132.6),(5 2040185.4),(6 2712487),(7 3349276.3),(8 3915448),(9 4366350.5),(10 4776755),(11 5105850),(12 5363617),(13 5513822.5),(14 5580350),(15 5552928.5),(16 5478527),(17 5357781),(18 5207762.5),(19 5050145.5),(20 4909079),(21 4807092.5),(22 4746806.5),(23 4751265),(24 4802478),(25 4914459.5),(26 5035787.5),(27 5160306),(28 5299566),(29 5433222),(30 5525777),(31 5575933),(32 5595053),(33 5584623),(34 5555738.5),(35 5500789),(36 5462093.5),(37 5448141.5),(38 5456790),(39 5477774),(40 5535061),(41 5621216),(42 5715285.5),(43 5842462),(44 5976161.5),(45 6119964.5),(46 6261518.5),(47 6390312.5),(48 6519210),(49 6614436.5),(50 6663095),(51 6679200),(52 6642855.5),(53 6565357),(54 6457308.5),(55 6324670.5),(56 6189079.5),(57 6069941),(58 5965083.5),(59 5875503),(60 5792384),(61 5727035),(62 5643714),(63 5561513.5),(64 5454674.5),(65 5343334.5),(66 5225621.5),(67 5145474.5),(68 5103507.5),(69 5081573),(70 5097507.5),(71 5130874),(72 5189795),(73 5253334.5),(74 5328605.5),(75 5389817.5),(76 5464255.5),(77 5549028.5),(78 5630588.5),(79 5695754.5),
(1 120758.89),(2 416887.7),(3 781521.2),(4 1273856.5),(5 1823234.6),(6 2421904),(7 2975040),(8 3443094.3),(9 3778343),(10 4081531),(11 4315812),(12 4477926),(13 4573057.5),(14 4643795.5),(15 4663167.5),(16 4673267),(17 4669901),(18 4654102),(19 4630173),(20 4597553.5),(21 4576056.5),(22 4556572),(23 4542221.5),(24 4554708.5),(25 4604720.5),(26 4677722),(27 4744923),(28 4822014),(29 4897512.5),(30 4942903),(31 4948219),(32 4918893.5),(33 4884234),(34 4821316),(35 4742404),(36 4666774),(37 4609900.5),(38 4584045),(39 4563599.5),(40 4578316),(41 4625467.5),(42 4674708),(43 4745200.5),(44 4829303.5),(45 4912676),(46 4981761),(47 5027963),(48 5049463),(49 5043333),(50 5012988),(51 4987707.5),(52 4933893.5),(53 4885725.5),(54 4826482.5),(55 4766150),(56 4695347),(57 4632630),(58 4551035),(59 4454751),(60 4356302),(61 4258824),(62 4162238),(63 4074415.5),(64 4021004.8),(65 3997327),(66 4002907.8),(67 4072145.5),(68 4176206.8),(69 4287891.5),(70 4427448.5),(71 4544575),(72 4645281),(73 4701957),(74 4733796),(75 4751017),(76 4747250),(77 4763274.5),(78 4778751),(79 4815182.5),
(1 102110.57),(2 351334.66),(3 654980.1),(4 1066537.8),(5 1528709.9),(6 2039481),(7 2524661.3),(8 2959742.8),(9 3280432),(10 3603820.5),(11 3879398.3),(12 4102900),(13 4274987.5),(14 4402472),(15 4490997),(16 4546443.5),(17 4577886.5),(18 4564862),(19 4533300.5),(20 4470715),(21 4415636.5),(22 4360329.5),(23 4309766),(24 4248512.5),(25 4195095.5),(26 4157384.8),(27 4123539),(28 4097035.3),(29 4090291.5),(30 4095884),(31 4122357.3),(32 4163134.5),(33 4218932),(34 4286661),(35 4356244.5),(36 4419881),(37 4477742),(38 4523156.5),(39 4568889),(40 4605851),(41 4649901.5),(42 4676451),(43 4669904.5),(44 4619320.5),(45 4570237.5),(46 4503416.5),(47 4420532.5),(48 4350782.5),(49 4304448),(50 4287861.5),(51 4283806.5),(52 4287208.5),(53 4296837.5),(54 4311703.5),(55 4310863.5),(56 4288034),(57 4255074.5),(58 4204774),(59 4133117.5),(60 4069293),(61 3983401.3),(62 3899732.3),(63 3828911),(64 3749857.3),(65 3699841),(66 3654919.3),(67 3640064.8),(68 3644211.3),(69 3643903.8),(70 3660799),(71 3668871.8),(72 3669604.5),(73 3656317),(74 3652802.5),(75 3674322.3),(76 3701785.5),(77 3752752.5),(78 3817406.8),(79 3904390.5),
(1 114593.04),(2 398202.7),(3 740705.25),(4 1199861),(5 1687243.1),(6 2174993.5),(7 2600225.5),(8 2945757.5),(9 3199836.8),(10 3412446.3),(11 3582880.5),(12 3720406.3),(13 3819755.5),(14 3892175.8),(15 3929119),(16 3940496),(17 3934556),(18 3918041),(19 3916101),(20 3915792),(21 3914323),(22 3921567.5),(23 3927836.3),(24 3932116),(25 3918707.8),(26 3883981.8),(27 3847062),(28 3803097.5),(29 3763845.5),(30 3730648.5),(31 3739073.5),(32 3758919),(33 3797259),(34 3841821.8),(35 3890268.3),(36 3937231.8),(37 3998733.3),(38 4070948),(39 4139498.8),(40 4199196.5),(41 4242211),(42 4263576),(43 4231455),(44 4155645),(45 4064450.3),(46 3941168.8),(47 3810447),(48 3698529.5),(49 3613667),(50 3575980.5),(51 3557603),(52 3569954),(53 3601127.3),(54 3643123.5),(55 3677014.5),(56 3706488.3),(57 3725454.5),(58 3732950.5),(59 3726235),(60 3726573),(61 3717858.8),(62 3730271.5),(63 3736622.5),(64 3740306.5),(65 3741376.5),(66 3724850.5),(67 3688479),(68 3636231.5),(69 3594127),(70 3546862.5),(71 3518035),(72 3510149),(73 3536488),(74 3605667.8),(75 3674990.5),(76 3781343.5),(77 3898520.5),(78 4002784),(79 4109811.8),
(1 125885.87),(2 427840.53),(3 792131.56),(4 1269269.6),(5 1778767.5),(6 2294309.3),(7 2746258),(8 3126348.3),(9 3384628.3),(10 3608578.8),(11 3768244.8),(12 3876720.5),(13 3927755.8),(14 3931572),(15 3898900.3),(16 3832160.5),(17 3733152),(18 3611665.8),(19 3501175.8),(20 3418385.3),(21 3373583),(22 3355134.8),(23 3363100.3),(24 3384742.5),(25 3412569),(26 3435683),(27 3455087.3),(28 3462707.3),(29 3469717.5),(30 3464693.5),(31 3462839.8),(32 3452851.5),(33 3425002),(34 3397651),(35 3377140.5),(36 3363292),(37 3380847.3),(38 3431242.5),(39 3482911.5),(40 3559271.5),(41 3626336),(42 3694261.5),(43 3726904.3),(44 3722744.3),(45 3701346.5),(46 3658903.3),(47 3603723.8),(48 3551146.3),(49 3517478),(50 3519132.3),(51 3540719.3),(52 3571558),(53 3603504),(54 3644840.3),(55 3675169.3),(56 3703882.5),(57 3726538.5),(58 3733875),(59 3715035.8),(60 3681544.3),(61 3626695.5),(62 3548761.8),(63 3477033.8),(64 3391176.8),(65 3302240.5),(66 3207226.8),(67 3129131.8),(68 3060534),(69 3011485.5),(70 2997831.5),(71 3004474.8),(72 3028808.3),(73 3060368),(74 3097026.8),(75 3131206.3),(76 3166337),(77 3212517.5),(78 3267413),(79 3327658),
(1 126019.625),(2 429507.6),(3 795143.06),(4 1285246.5),(5 1818834.8),(6 2367340.3),(7 2852871.8),(8 3240414.8),(9 3501927.3),(10 3731501.3),(11 3880377.5),(12 3952661),(13 3934953.5),(14 3886768.5),(15 3833007.5),(16 3749430.8),(17 3673016.8),(18 3591468),(19 3528297.8),(20 3491252),(21 3464303.5),(22 3466314.8),(23 3482548.5),(24 3502215.8),(25 3501175),(26 3489996.8),(27 3469021.3),(28 3415639.8),(29 3346798),(30 3261873.8),(31 3194812),(32 3148320.8),(33 3130519),(34 3159974.8),(35 3221188.3),(36 3293677.3),(37 3370708.8),(38 3448178.3),(39 3507180.3),(40 3556202.5),(41 3594610.3),(42 3623737),(43 3643134),(44 3657785.5),(45 3658507.5),(46 3664716.8),(47 3666943),(48 3669137),(49 3669221.3),(50 3689951),(51 3699241.3),(52 3728306),(53 3750959.5),(54 3763205.5),(55 3748160.8),(56 3707386),(57 3672075.5),(58 3614452),(59 3559482.8),(60 3503181.8),(61 3472128.8),(62 3456659.8),(63 3466504.3),(64 3485515),(65 3515270),(66 3561426),(67 3628216.3),(68 3692044),(69 3742187.5),(70 3791628),(71 3822213.3),(72 3836430.8),(73 3799862.8),(74 3735901.8),(75 3686849.8),(76 3598726),(77 3526491.8),(78 3470387.3),(79 3459379.3),
(1 119409.03),(2 408645.53),(3 757405.2),(4 1215807.9),(5 1716199.3),(6 2235877.5),(7 2689104.8),(8 3053999),(9 3292808),(10 3499059.3),(11 3636135.8),(12 3711657),(13 3724774.8),(14 3710879),(15 3710029),(16 3683732.8),(17 3662447),(18 3658696.5),(19 3660009.5),(20 3657816),(21 3642478.5),(22 3618809),(23 3590277.8),(24 3543438.8),(25 3504943),(26 3473854.8),(27 3448532.8),(28 3431365.8),(29 3415128.8),(30 3389617.8),(31 3375607),(32 3383988.5),(33 3422978),(34 3465775.3),(35 3516641),(36 3570912.8),(37 3614628),(38 3640748.5),(39 3627723.8),(40 3601756),(41 3572958.5),(42 3536380.3),(43 3510130.8),(44 3501415.8),(45 3499555.8),(46 3511416),(47 3520314),(48 3527914.3),(49 3529232.5),(50 3527386),(51 3520502),(52 3511956.3),(53 3506565.3),(54 3494624.8),(55 3491281.5),(56 3476165.5),(57 3450705),(58 3418636),(59 3381653.8),(60 3335434.3),(61 3301167.8),(62 3282346.8),(63 3277995),(64 3283422.3),(65 3314548.8),(66 3354352.8),(67 3399471.3),(68 3439924),(69 3483269.8),(70 3514974.8),(71 3525395.8),(72 3523192),(73 3516365.3),(74 3510011),(75 3495769.3),(76 3477795),(77 3453283.5),(78 3416479.5),(79 3383921.3),
(1 122494.19),(2 418729.4),(3 771372.9),(4 1226916.5),(5 1700204.5),(6 2170924.3),(7 2544330.5),(8 2817911),(9 2979687),(10 3092465.8),(11 3148192),(12 3159829.5),(13 3134559.8),(14 3097068.5),(15 3073991.5),(16 3043651.3),(17 3025506.3),(18 3028713.8),(19 3055228.5),(20 3088527.8),(21 3115847),(22 3159385.3),(23 3191567.3),(24 3217880.5),(25 3235844.5),(26 3240670.3),(27 3249244.8),(28 3243689.3),(29 3223348),(30 3194511.3),(31 3153557.5),(32 3118372.3),(33 3075592.3),(34 3033587.8),(35 2985152.3),(36 2951096.3),(37 2905776),(38 2846410.8),(39 2794088.5),(40 2727473),(41 2661619.8),(42 2586227),(43 2518258.5),(44 2461808),(45 2420941.3),(46 2384367.3),(47 2366629.3),(48 2370110.3),(49 2401514.5),(50 2468470),(51 2518604.8),(52 2617762.5),(53 2734336.3),(54 2840780),(55 2932325.3),(56 2987234.3),(57 3022049.8),(58 3017593.5),(59 2984231.8),(60 2946856.5),(61 2910776.3),(62 2874791),(63 2847968.8),(64 2820609.5),(65 2800174.3),(66 2788193.8),(67 2785844.8),(68 2794899.3),(69 2815513.8),(70 2847673),(71 2876675.3),(72 2906843.3),(73 2916169.8),(74 2905307.5),(75 2886495.8),(76 2857033),(77 2823277.8),(78 2794002.8),(79 2787943.3),
(1 121985),(2 420169.97),(3 765811.1),(4 1217131),(5 1687238.8),(6 2134197.3),(7 2492994),(8 2756545.5),(9 2912039.3),(10 3018368.3),(11 3065767),(12 3076789.3),(13 3068656),(14 3053552.3),(15 3039030),(16 3024063.3),(17 3021124),(18 3024014.3),(19 3035717),(20 3040195.3),(21 3055833.3),(22 3068102.5),(23 3076715.5),(24 3089420.5),(25 3090058),(26 3085271),(27 3078675.3),(28 3059568.3),(29 3035578.3),(30 3003115),(31 2981799),(32 2979980.8),(33 2980429),(34 2992064),(35 2999934.5),(36 3000761.3),(37 2989334.5),(38 2974634),(39 2956148),(40 2928539.3),(41 2890633.8),(42 2841588),(43 2778955.5),(44 2702208.3),(45 2640251.5),(46 2565284.3),(47 2504582.3),(48 2465123.3),(49 2467672.5),(50 2510077.3),(51 2556115.5),(52 2641861.3),(53 2741841),(54 2828657.8),(55 2894360.5),(56 2938335),(57 2965418.3),(58 2982100.5),(59 2993748.3),(60 2996659.3),(61 2974608.8),(62 2930954.3),(63 2885637),(64 2816574.5),(65 2727777.5),(66 2628413.8),(67 2537577),(68 2473279.8),(69 2434052.5),(70 2407387.8),(71 2394727.8),(72 2398989.8),(73 2408290),(74 2419808.3),(75 2427592.3),(76 2456029.8),(77 2504350.5),(78 2555561.5),(79 2604432.3),
(1 115350.6),(2 390207.6),(3 699981),(4 1101859.5),(5 1507754.6),(6 1871239.9),(7 2134530.5),(8 2309210),(9 2408097),(10 2468295.3),(11 2490496.3),(12 2498655),(13 2494680.3),(14 2495484.3),(15 2500068),(16 2498894.3),(17 2504602),(18 2504959.3),(19 2513513),(20 2517686),(21 2513817.5),(22 2520086.8),(23 2519379.8),(24 2512080),(25 2493064.5),(26 2479002.8),(27 2462726.3),(28 2450117.3),(29 2444321.5),(30 2428443.8),(31 2412192),(32 2378787.5),(33 2356096),(34 2321900.5),(35 2300049.5),(36 2280324),(37 2273589.5),(38 2272407),(39 2285508),(40 2295861.3),(41 2312145.3),(42 2326193.8),(43 2326879.8),(44 2312918.5),(45 2300852),(46 2290560.3),(47 2293059.5),(48 2305286.3),(49 2323906.3),(50 2353028.5),(51 2379803.3),(52 2400978.8),(53 2424540),(54 2449131.3),(55 2471400.3),(56 2481753.5),(57 2482570.8),(58 2480642.3),(59 2480405),(60 2481996.5),(61 2480297),(62 2458123.5),(63 2432268.5),(64 2392974.3),(65 2349228.8),(66 2301820.8),(67 2268997.8),(68 2253381),(69 2257572),(70 2275355),(71 2303209.8),(72 2330643.5),(73 2347602.8),(74 2349612),(75 2339668),(76 2322036),(77 2301074.8),(78 2268500.5),(79 2242981.8),
(1 114641.836),(2 386983.94),(3 695661.4),(4 1090686.1),(5 1487602.8),(6 1851844),(7 2117318.5),(8 2293364.5),(9 2390361.3),(10 2446983.3),(11 2454320),(12 2436880),(13 2399209),(14 2355269.8),(15 2324286),(16 2293883),(17 2286541.3),(18 2293755.5),(19 2330234.5),(20 2375187.5),(21 2418992.5),(22 2457061),(23 2467203.5),(24 2448583.5),(25 2392536.8),(26 2317448.5),(27 2246263.8),(28 2173921.3),(29 2109677),(30 2065512.6),(31 2039505.1),(32 2018896.4),(33 2013484),(34 2006640.8),(35 2018974.5),(36 2054650.6),(37 2115754.8),(38 2190863.8),(39 2257167.3),(40 2324547),(41 2377809.3),(42 2405011.8),(43 2409190),(44 2398035),(45 2370390.5),(46 2337799.3),(47 2310419.5),(48 2281293),(49 2248142.8),(50 2218057.8),(51 2203042),(52 2176512.5),(53 2159427.8),(54 2146602),(55 2157460.5),(56 2187959.5),(57 2222526.8),(58 2279617.3),(59 2343422.5),(60 2410045.3),(61 2458031),(62 2486584.5),(63 2504198.5),(64 2500828.3),(65 2476384.5),(66 2434516.5),(67 2392458),(68 2348889.5),(69 2307225),(70 2280994.8),(71 2261970.8),(72 2241452.5),(73 2228731),(74 2214916.3),(75 2199190.8),(76 2176339.8),(77 2151865.3),(78 2126979),(79 2108965.8),
(1 114984.43),(2 378823.16),(3 679147.4),(4 1048846),(5 1410201.8),(6 1727487.1),(7 1961804.3),(8 2128630),(9 2238743.8),(10 2333841),(11 2397902.3),(12 2446493.8),(13 2465256.8),(14 2457575.8),(15 2430790.8),(16 2388781.8),(17 2342889.8),(18 2289788.5),(19 2252990),(20 2225476),(21 2204664),(22 2197235.5),(23 2181711.8),(24 2162050),(25 2121876),(26 2076429.9),(27 2045143.3),(28 2004505.1),(29 1968299),(30 1938863.6),(31 1932836.3),(32 1944564.3),(33 1961344.8),(34 1983070.8),(35 2010266.1),(36 2036466.6),(37 2070795.4),(38 2101943),(39 2112022.8),(40 2126109.8),(41 2126843.5),(42 2109839.3),(43 2077541.9),(44 2060395.3),(45 2049005.9),(46 2055224.8),(47 2069369.8),(48 2077582.4),(49 2078483.3),(50 2070181.1),(51 2060683.8),(52 2037097.3),(53 2016524.1),(54 1998752.9),(55 2001967.5),(56 2018028.8),(57 2049218),(58 2088784.4),(59 2129624.5),(60 2167391.8),(61 2190862.3),(62 2197459.8),(63 2186853.5),(64 2148554.8),(65 2097559),(66 2040322.6),(67 1985471.5),(68 1939047.9),(69 1913511.1),(70 1912486.8),(71 1929244.6),(72 1944847.1),(73 1971450.5),(74 1996891.4),(75 2007259.4),(76 2015173),(77 2012072.9),(78 2009339.9),(79 2012818.5),
