1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40363.566),(2 128721.875),(3 252718.89),(4 417628.1),(5 605863.9),(6 822122.8),(7 1057045.4),(8 1349765.5),(9 1642635.6),(10 1967791.6),(11 2370488.3),(12 2840264.8),(13 3371777.8),(14 3920175.3),(15 4549475.5),(16 5261298.5),(17 6011192.5),(18 6663953.5),(19 7419502.5),(20 8279903.5),(21 9112765),(22 9930693),(23 10817876),(24 11732568),(25 12781713),(26 14008407),(27 15358212),(28 16917914),(29 18427740),(30 20092166),(31 21882714),(32 23630104),(33 25258778),(34 26789230),(35 28300710),(36 29865558),(37 31302760),(38 32725146),(39 34171892),(40 35582160),(41 37088732),(42 38663604),(43 40380548),(44 42193560),(45 43864812),(46 45382420),(47 46906460),(48 48235964),(49 49187156),(50 49778670),(51 50136660),(52 50278708),(53 50309812),(54 50232108),(55 50104110),(56 50025452),(57 49870690),(58 49923572),(59 50050750),(60 50315404),(61 50684148),(62 51078988),(63 51519616),(64 51834144),(65 51981572),(66 52180340),(67 52512332),(68 52877436),(69 53007490),(70 53440644),(71 54332720),(72 55599236),(73 56888820),(74 58094292),(75 59362220),(76 60640084),(77 61677696),(78 62690420),(79 63596796),
(1 370.88336),(2 495.60587),(3 590.6852),(4 642.3032),(5 694.3025),(6 739.75104),(7 770.13226),(8 814.0093),(9 845.99854),(10 862.5249),(11 891.56146),(12 907.6265),(13 922.14484),(14 930.0876),(15 946.56195),(16 948.2792),(17 952.0038),(18 967.01245),(19 972.59735),(20 983.7512),(21 988.1525),(22 996.5969),(23 1010.79065),(24 1001.8647),(25 1001.0565),(26 997.32935),(27 1004.1658),(28 1001.24524),(29 1010.1021),(30 1012.91986),(31 1016.51697),(32 1011.0213),(33 1012.44617),(34 1023.1232),(35 1020.97736),(36 1026.17),(37 1027.5477),(38 1029.2897),(39 1020.76245),(40 1023.59814),(41 1025.4917),(42 1032.4775),(43 1035.7137),(44 1036.7338),(45 1043.1505),(46 1043.79),(47 1045.5614),(48 1043.1636),(49 1046.5741),(50 1051.4679),(51 1050.3374),(52 1047.9998),(53 1046.851),(54 1044.4454),(55 1044.3734),(56 1047.9933),(57 1048.8745),(58 1059.5873),(59 1064.3014),(60 1065.7634),(61 1074.375),(62 1080.7374),(63 1084.6512),(64 1084.8975),(65 1086.9498),(66 1083.5759),(67 1083.6014),(68 1089.956),(69 1088.218),(70 1090.2689),(71 1096.196),(72 1093.4735),(73 1104.5095),(74 1101.3619),(75 1104.5825),(76 1102.8358),(77 1110.4363),(78 1115.2543),(79 1111.6505),
(1 357.7881),(2 470.40494),(3 558.1271),(4 616.58624),(5 658.34924),(6 699.05133),(7 731.50946),(8 782.6057),(9 803.2972),(10 828.10675),(11 858.22424),(12 877.2661),(13 904.84125),(14 907.80975),(15 912.7441),(16 920.28754),(17 931.92706),(18 945.106),(19 951.31305),(20 951.64294),(21 958.8702),(22 965.98706),(23 978.97125),(24 977.00757),(25 977.8223),(26 986.3737),(27 995.6724),(28 994.69403),(29 994.2791),(30 989.25854),(31 993.2225),(32 990.3305),(33 996.9237),(34 1003.05),(35 999.12994),(36 1000.6929),(37 993.0023),(38 995.1752),(39 992.4466),(40 991.1757),(41 989.7197),(42 1000.4945),(43 998.9481),(44 998.1486),(45 1010.2506),(46 1013.744),(47 1016.6082),(48 1021.2909),(49 1020.2911),(50 1024.6385),(51 1033.7617),(52 1038.836),(53 1043.3151),(54 1043.6721),(55 1038.9805),(56 1039.0646),(57 1033.7952),(58 1027.3141),(59 1025.2253),(60 1023.2695),(61 1026.0013),(62 1024.5867),(63 1018.5235),(64 1010.7081),(65 1014.8135),(66 1019.3182),(67 1015.89575),(68 1026.6727),(69 1027.2776),(70 1027.2141),(71 1028.2947),(72 1028.6909),(73 1033.002),(74 1033.2875),(75 1037.726),(76 1044.7206),(77 1051.8491),(78 1055.3276),(79 1053.1156),
(1 360.9023),(2 473.41693),(3 563.08026),(4 620.88617),(5 663.9513),(6 700.6183),(7 728.57947),(8 772.39636),(9 795.2011),(10 812.9153),(11 834.5689),(12 848.76965),(13 869.62787),(14 880.9458),(15 903.4777),(16 904.616),(17 915.14636),(18 926.91895),(19 928.48254),(20 938.9847),(21 939.1503),(22 952.8867),(23 969.4469),(24 974.29517),(25 978.9258),(26 983.3932),(27 1002.509),(28 1006.5559),(29 1008.11865),(30 1009.347),(31 1015.0279),(32 1017.59125),(33 1032.1647),(34 1039.5319),(35 1026.7015),(36 1035.5004),(37 1040.7184),(38 1050.4666),(39 1042.3274),(40 1041.8917),(41 1043.2273),(42 1050.9957),(43 1049.0317),(44 1054.3931),(45 1066.8604),(46 1064.4469),(47 1067.8685),(48 1069.3837),(49 1062.6666),(50 1067.9279),(51 1076.4996),(52 1074.0929),(53 1081.4337),(54 1066.8762),(55 1073.6925),(56 1073.701),(57 1070.7511),(58 1070.5238),(59 1059.9277),(60 1052.5192),(61 1056.8799),(62 1051.7959),(63 1046.8635),(64 1053.5306),(65 1051.633),(66 1055.0513),(67 1047.0326),(68 1059.0839),(69 1054.8955),(70 1057.5095),(71 1067.6155),(72 1063.8552),(73 1061.1077),(74 1063.414),(75 1064.421),(76 1063.1145),(77 1068.3291),(78 1071.0513),(79 1073.5918),
(1 355.89542),(2 477.39185),(3 557.1287),(4 618.797),(5 658.43536),(6 698.15424),(7 728.88983),(8 778.3405),(9 800.67145),(10 818.4675),(11 835.4456),(12 853.4847),(13 869.59314),(14 885.1445),(15 897.685),(16 902.9506),(17 919.4388),(18 925.0172),(19 933.7174),(20 941.449),(21 946.47986),(22 958.37476),(23 961.99304),(24 967.00574),(25 965.3501),(26 978.005),(27 976.75214),(28 977.61084),(29 975.9076),(30 981.2399),(31 978.89655),(32 973.67017),(33 972.7015),(34 981.2733),(35 970.7045),(36 980.134),(37 988.31934),(38 988.8859),(39 990.04156),(40 991.5896),(41 996.55664),(42 997.0604),(43 999.66486),(44 1003.1979),(45 1019.3944),(46 1013.0615),(47 1014.5414),(48 1015.51215),(49 1013.49536),(50 1010.0041),(51 1025.5121),(52 1024.955),(53 1033.1901),(54 1035.2822),(55 1034.5204),(56 1042.1979),(57 1033.1942),(58 1036.4967),(59 1039.0548),(60 1035.4883),(61 1031.6295),(62 1034.7699),(63 1029.3458),(64 1030.489),(65 1029.353),(66 1026.9987),(67 1019.91974),(68 1031.4053),(69 1033.7312),(70 1038.4463),(71 1043.6257),(72 1044.6968),(73 1041.8463),(74 1044.7856),(75 1049.0785),(76 1054.1984),(77 1064.1151),(78 1065.6198),(79 1074.8336),
(1 344.95517),(2 460.74216),(3 542.6396),(4 597.1957),(5 638.0599),(6 681.02936),(7 709.8773),(8 752.3142),(9 777.1133),(10 795.19403),(11 816.6654),(12 843.3834),(13 856.46686),(14 867.9633),(15 882.97534),(16 881.47876),(17 885.56226),(18 889.37787),(19 899.4857),(20 903.64166),(21 908.33685),(22 913.86707),(23 923.70135),(24 921.054),(25 921.77954),(26 925.88806),(27 938.4842),(28 943.09064),(29 943.3896),(30 948.2472),(31 952.22577),(32 952.9724),(33 949.58124),(34 957.213),(35 948.4217),(36 960.31915),(37 965.25024),(38 978.70605),(39 974.1908),(40 981.04047),(41 992.2267),(42 998.4587),(43 1000.8876),(44 1005.72687),(45 1015.5528),(46 1011.97156),(47 1012.579),(48 1006.0585),(49 1001.03467),(50 1003.4767),(51 1006.15704),(52 996.3497),(53 1004.89575),(54 992.65314),(55 998.69666),(56 1000.59576),(57 998.90094),(58 994.8261),(59 989.3747),(60 985.1694),(61 976.0133),(62 970.99805),(63 971.6771),(64 972.3435),(65 968.9429),(66 966.4846),(67 971.38495),(68 984.93555),(69 986.4332),(70 990.01715),(71 996.3865),(72 994.097),(73 994.4209),(74 992.3265),(75 1006.44806),(76 1011.54407),(77 1011.6326),(78 1015.79297),(79 1023.491),
(1 342.58194),(2 458.21558),(3 543.2184),(4 593.3408),(5 640.5169),(6 671.35016),(7 704.519),(8 741.0696),(9 763.2665),(10 787.41113),(11 804.5285),(12 836.86456),(13 845.16675),(14 851.3147),(15 869.13837),(16 871.7787),(17 890.13336),(18 900.1812),(19 908.5878),(20 914.4242),(21 916.6627),(22 921.67267),(23 939.06586),(24 933.92346),(25 938.05347),(26 952.31134),(27 958.6715),(28 964.26825),(29 968.7919),(30 972.35095),(31 982.7821),(32 989.21466),(33 996.6281),(34 1004.0212),(35 1006.86536),(36 1012.5123),(37 1019.79694),(38 1024.9858),(39 1030.947),(40 1029.1844),(41 1028.1503),(42 1029.229),(43 1041.3579),(44 1044.4001),(45 1052.6693),(46 1045.4844),(47 1043.8263),(48 1037.9111),(49 1031.3434),(50 1028.2859),(51 1028.4922),(52 1019.05164),(53 1028.3707),(54 1017.7418),(55 1019.59247),(56 1014.6366),(57 1007.9912),(58 1010.3914),(59 1003.8939),(60 1011.7685),(61 1004.55286),(62 1010.9594),(63 1009.2749),(64 1008.13403),(65 1011.6234),(66 1005.1613),(67 1012.8077),(68 1013.0147),(69 1017.2855),(70 1015.47736),(71 1012.6888),(72 1004.113),(73 1006.47626),(74 1005.6681),(75 1009.3378),(76 1006.0279),(77 1004.2141),(78 1006.69135),(79 1012.72723),
(1 339.1514),(2 449.26523),(3 521.6221),(4 570.4211),(5 614.3852),(6 651.6586),(7 685.95715),(8 721.2733),(9 744.5365),(10 768.3632),(11 794.291),(12 815.0384),(13 822.84686),(14 835.3764),(15 850.49097),(16 854.57605),(17 870.7553),(18 882.5654),(19 880.60754),(20 892.91907),(21 890.35535),(22 896.96063),(23 902.75),(24 902.4865),(25 898.1512),(26 903.0351),(27 912.21564),(28 917.06104),(29 918.8365),(30 919.4416),(31 926.7295),(32 934.445),(33 938.42664),(34 944.7079),(35 945.4548),(36 960.2362),(37 964.48285),(38 981.4726),(39 986.1067),(40 994.51746),(41 998.9393),(42 997.70844),(43 1002.41876),(44 998.98804),(45 1000.8176),(46 1002.2592),(47 997.2964),(48 990.92944),(49 996.19055),(50 988.22424),(51 994.95624),(52 988.00354),(53 989.0717),(54 977.1209),(55 979.79596),(56 980.84674),(57 976.2929),(58 970.53546),(59 968.78687),(60 962.5399),(61 955.1945),(62 962.5508),(63 966.63293),(64 958.3926),(65 964.143),(66 972.97363),(67 973.8955),(68 985.14215),(69 985.12366),(70 989.5126),(71 988.41565),(72 990.1654),(73 993.8057),(74 996.5735),(75 1007.5363),(76 1002.3153),(77 1002.3612),(78 1008.0427),(79 1012.1562),
(1 341.55826),(2 459.10083),(3 537.48615),(4 595.71344),(5 632.5825),(6 670.32404),(7 692.0121),(8 742.8171),(9 759.26465),(10 780.1811),(11 797.8088),(12 815.3899),(13 833.25964),(14 843.41),(15 849.88995),(16 857.7902),(17 866.00244),(18 875.7868),(19 881.60126),(20 887.36597),(21 891.5869),(22 902.1994),(23 906.3873),(24 908.30963),(25 908.8641),(26 918.9082),(27 925.0526),(28 928.9596),(29 936.05176),(30 935.3522),(31 934.9675),(32 935.18665),(33 933.18933),(34 934.6563),(35 925.0519),(36 939.05316),(37 947.24976),(38 963.6786),(39 969.1675),(40 969.51514),(41 976.16113),(42 973.4456),(43 970.0656),(44 969.04126),(45 979.10645),(46 981.97546),(47 976.4867),(48 974.862),(49 975.645),(50 973.28143),(51 983.101),(52 980.7187),(53 981.07794),(54 974.9358),(55 965.37445),(56 969.4165),(57 962.4614),(58 959.9997),(59 951.4481),(60 947.29114),(61 949.6022),(62 950.9539),(63 953.82526),(64 948.7605),(65 949.0129),(66 950.9476),(67 948.83167),(68 961.09283),(69 967.1772),(70 970.03015),(71 968.4703),(72 965.97675),(73 966.5492),(74 959.22406),(75 960.0224),(76 963.02454),(77 963.4452),(78 968.04266),(79 969.79504),
(1 333.16522),(2 443.35373),(3 523.2116),(4 573.0254),(5 615.45605),(6 656.02795),(7 686.286),(8 726.0841),(9 754.1422),(10 776.8261),(11 806.0373),(12 819.19727),(13 830.74744),(14 830.0529),(15 845.63513),(16 858.22626),(17 859.06506),(18 862.479),(19 856.29333),(20 862.53394),(21 862.82556),(22 866.3459),(23 869.98956),(24 870.81323),(25 876.76196),(26 887.49854),(27 889.15576),(28 889.478),(29 898.1857),(30 903.59436),(31 911.88916),(32 915.8444),(33 912.5743),(34 925.5267),(35 927.63696),(36 935.0972),(37 931.9643),(38 945.8659),(39 951.3032),(40 958.3775),(41 961.06696),(42 966.2185),(43 959.62946),(44 968.2541),(45 973.4927),(46 970.2895),(47 972.89874),(48 977.6958),(49 976.3007),(50 975.22107),(51 979.015),(52 975.83344),(53 972.2701),(54 970.56964),(55 965.1153),(56 966.3291),(57 959.2431),(58 964.7664),(59 968.78906),(60 963.7591),(61 961.6157),(62 960.6103),(63 965.5935),(64 963.4959),(65 961.9209),(66 970.28705),(67 969.0722),(68 972.23303),(69 967.3125),(70 970.83606),(71 969.7868),(72 966.3055),(73 966.42456),(74 966.5081),(75 958.3709),(76 958.0787),(77 953.56),(78 951.4972),(79 952.7414),
(1 331.3051),(2 439.3774),(3 517.6645),(4 565.27325),(5 611.64197),(6 646.24146),(7 673.4532),(8 717.79034),(9 742.9603),(10 763.5616),(11 788.41364),(12 802.3416),(13 815.6307),(14 824.641),(15 833.0275),(16 840.56415),(17 846.71655),(18 851.92365),(19 857.8941),(20 861.18365),(21 861.6454),(22 868.9411),(23 886.19617),(24 887.3891),(25 892.3952),(26 890.333),(27 903.27936),(28 904.0879),(29 903.6941),(30 902.1244),(31 905.02795),(32 913.41785),(33 913.7944),(34 922.9872),(35 921.1761),(36 929.93976),(37 928.7319),(38 941.30896),(39 953.43665),(40 963.46375),(41 962.28485),(42 975.6523),(43 975.5391),(44 973.5019),(45 972.8309),(46 974.48615),(47 983.3701),(48 978.58093),(49 981.6666),(50 977.86646),(51 973.5241),(52 968.458),(53 973.662),(54 965.7994),(55 972.2079),(56 974.01196),(57 966.89465),(58 961.8753),(59 967.1343),(60 964.1664),(61 960.75824),(62 961.846),(63 968.17725),(64 963.2854),(65 964.0919),(66 970.73145),(67 966.49585),(68 966.70575),(69 961.58575),(70 960.34),(71 956.9906),(72 950.59344),(73 943.7088),(74 937.39667),(75 938.7001),(76 919.6758),(77 914.6277),(78 918.72003),(79 921.798),
(1 328.25125),(2 440.19745),(3 510.09933),(4 556.2007),(5 598.81006),(6 634.06555),(7 661.2279),(8 701.5201),(9 715.4718),(10 741.0789),(11 754.99884),(12 767.4414),(13 776.1101),(14 787.82526),(15 806.56213),(16 818.867),(17 827.4961),(18 834.40765),(19 840.27966),(20 839.02765),(21 849.4532),(22 853.70233),(23 862.97034),(24 866.604),(25 870.96375),(26 872.81213),(27 879.75226),(28 872.0451),(29 871.93805),(30 874.75323),(31 873.97144),(32 877.52856),(33 878.3236),(34 886.6673),(35 891.1313),(36 890.57745),(37 895.9371),(38 902.43994),(39 911.8892),(40 912.9774),(41 912.5836),(42 912.2344),(43 917.0658),(44 910.2846),(45 912.58905),(46 906.99005),(47 900.6823),(48 898.6371),(49 898.2152),(50 895.16943),(51 896.99457),(52 895.14325),(53 905.97626),(54 902.98895),(55 901.0606),(56 906.62964),(57 913.3627),(58 902.9996),(59 903.453),(60 905.2356),(61 905.83606),(62 909.4042),(63 913.62396),(64 917.083),(65 928.9444),(66 937.16736),(67 938.54395),(68 946.94336),(69 938.4648),(70 940.1056),(71 943.01526),(72 947.9414),(73 949.2501),(74 948.4569),(75 950.1037),(76 946.3055),(77 945.6041),(78 948.144),(79 943.4654),
(1 316.37726),(2 420.6443),(3 486.97046),(4 531.01215),(5 566.11725),(6 600.388),(7 628.0176),(8 659.89294),(9 679.39764),(10 703.73413),(11 715.3754),(12 728.321),(13 738.72614),(14 745.7929),(15 750.9497),(16 762.57837),(17 776.4518),(18 780.95465),(19 786.95715),(20 793.65314),(21 800.45245),(22 796.4915),(23 809.99854),(24 821.0632),(25 825.62317),(26 838.1254),(27 837.4353),(28 835.4358),(29 835.2333),(30 843.1854),(31 847.618),(32 851.5069),(33 853.27026),(34 854.7927),(35 859.97095),(36 858.226),(37 863.61255),(38 867.5258),(39 868.406),(40 866.5821),(41 871.02844),(42 877.02264),(43 874.0725),(44 873.8255),(45 872.04755),(46 880.56085),(47 879.79095),(48 877.4513),(49 879.7741),(50 872.90826),(51 867.6423),(52 860.8359),(53 868.125),(54 862.6711),(55 859.97253),(56 861.1117),(57 860.93646),(58 859.0204),(59 861.62213),(60 872.21387),(61 867.979),(62 872.1809),(63 875.097),(64 879.7305),(65 887.58575),(66 880.1076),(67 882.7753),(68 892.4616),(69 879.5589),(70 883.44214),(71 885.89386),(72 880.07086),(73 884.34357),(74 877.8959),(75 879.34924),(76 874.2215),(77 860.0125),(78 856.862),(79 857.481),
(1 321.05746),(2 429.7466),(3 503.18857),(4 558.4532),(5 600.8837),(6 629.5394),(7 657.9487),(8 694.62244),(9 709.1811),(10 726.7356),(11 745.99915),(12 760.2893),(13 771.37195),(14 778.5993),(15 783.609),(16 788.67456),(17 795.5857),(18 800.4041),(19 812.35486),(20 818.11993),(21 830.44037),(22 831.7275),(23 843.5926),(24 845.5207),(25 848.7123),(26 860.01495),(27 859.01544),(28 868.6148),(29 874.4882),(30 881.9821),(31 888.98975),(32 888.4458),(33 899.15125),(34 904.1145),(35 913.8933),(36 918.9025),(37 925.5016),(38 924.8735),(39 929.1707),(40 926.01404),(41 926.0594),(42 921.31744),(43 921.2469),(44 930.27344),(45 927.20795),(46 932.849),(47 930.2632),(48 927.8396),(49 927.8509),(50 929.6829),(51 929.526),(52 931.21564),(53 938.9486),(54 939.919),(55 937.7267),(56 941.83435),(57 944.6362),(58 941.23157),(59 943.78265),(60 952.1526),(61 948.50806),(62 956.84265),(63 964.46405),(64 965.05865),(65 962.1645),(66 953.027),(67 957.4632),(68 959.95197),(69 961.1406),(70 954.39856),(71 960.2881),(72 967.0064),(73 972.3399),(74 967.2577),(75 966.58936),(76 964.85913),(77 969.9385),(78 964.6419),(79 960.35754),
(1 315.52103),(2 419.6289),(3 492.10947),(4 538.27405),(5 578.27985),(6 607.81),(7 626.35443),(8 662.01306),(9 683.929),(10 705.61145),(11 713.91595),(12 736.23926),(13 749.46625),(14 757.0877),(15 770.37506),(16 775.2742),(17 778.90326),(18 784.44336),(19 791.6071),(20 793.3854),(21 803.26825),(22 814.3486),(23 814.4602),(24 816.61206),(25 823.4407),(26 832.4303),(27 834.29834),(28 844.72833),(29 846.6767),(30 848.71045),(31 858.77905),(32 857.8136),(33 863.5252),(34 868.2721),(35 873.0991),(36 878.1889),(37 875.90186),(38 884.35675),(39 894.8182),(40 892.3044),(41 884.339),(42 886.0749),(43 876.1558),(44 879.3418),(45 888.0331),(46 887.40717),(47 880.54205),(48 887.64746),(49 884.4187),(50 885.64526),(51 887.8402),(52 888.9506),(53 895.5688),(54 891.66315),(55 892.0683),(56 893.5823),(57 897.6203),(58 899.08246),(59 901.7249),(60 898.59204),(61 892.9078),(62 898.73676),(63 900.84033),(64 901.0375),(65 900.3619),(66 895.03784),(67 894.13086),(68 902.1811),(69 904.04285),(70 903.9228),(71 915.9241),(72 916.0503),(73 918.6056),(74 908.0698),(75 909.5453),(76 902.24243),(77 906.0214),(78 909.5999),(79 912.8859),
(1 306.12317),(2 411.1333),(3 475.86356),(4 521.0287),(5 561.99713),(6 590.5723),(7 618.63336),(8 652.69293),(9 673.4232),(10 690.2219),(11 707.34436),(12 720.0006),(13 736.87396),(14 742.47314),(15 754.1045),(16 755.53986),(17 760.4679),(18 761.90326),(19 765.112),(20 773.1495),(21 778.1063),(22 780.96246),(23 794.54865),(24 792.638),(25 793.1182),(26 799.45734),(27 808.49536),(28 808.7536),(29 818.3787),(30 821.98584),(31 829.06665),(32 841.5818),(33 842.7949),(34 844.28265),(35 856.4331),(36 853.54517),(37 858.16),(38 861.114),(39 861.96606),(40 854.4176),(41 851.65485),(42 850.9728),(43 848.6565),(44 845.59393),(45 850.0402),(46 853.42926),(47 853.1582),(48 855.4151),(49 858.4775),(50 852.9145),(51 854.2753),(52 854.79895),(53 857.8754),(54 856.57776),(55 860.7826),(56 866.9047),(57 865.873),(58 863.7211),(59 863.17035),(60 864.28094),(61 857.4774),(62 861.71454),(63 860.50385),(64 856.9377),(65 858.97906),(66 855.5789),(67 854.7481),(68 862.32886),(69 856.6006),(70 858.2022),(71 855.041),(72 855.4222),(73 851.9851),(74 843.61395),(75 844.2711),(76 839.82434),(77 835.4188),(78 837.78644),(79 839.4661),
(1 306.92532),(2 412.34732),(3 480.851),(4 526.75757),(5 563.8346),(6 594.72394),(7 617.73175),(8 649.46625),(9 672.8386),(10 696.6514),(11 712.29205),(12 723.33997),(13 738.14636),(14 742.65283),(15 749.84143),(16 751.3685),(17 755.954),(18 761.732),(19 767.1745),(20 777.6582),(21 779.7847),(22 787.6068),(23 794.3875),(24 798.7741),(25 803.05396),(26 803.45685),(27 813.19336),(28 816.1056),(29 822.08203),(30 827.5268),(31 833.6854),(32 831.7454),(33 828.2005),(34 839.93274),(35 845.03424),(36 842.6538),(37 846.43524),(38 852.7028),(39 852.35956),(40 856.1373),(41 861.7294),(42 858.17206),(43 857.85394),(44 863.0049),(45 860.9232),(46 866.3939),(47 858.4406),(48 862.22894),(49 861.9612),(50 859.3775),(51 861.85254),(52 860.66595),(53 864.09674),(54 858.1424),(55 860.6327),(56 863.9463),(57 863.013),(58 865.1281),(59 871.09564),(60 867.2049),(61 860.973),(62 861.47894),(63 864.8118),(64 866.9268),(65 866.3975),(66 863.18207),(67 861.2697),(68 866.3857),(69 865.8693),(70 870.2426),(71 875.8544),(72 877.4712),(73 881.65594),(74 874.1536),(75 875.8944),(76 877.25006),(77 883.2269),(78 880.49066),(79 885.0541),
(1 299.13937),(2 400.21695),(3 463.73),(4 510.84027),(5 545.07715),(6 575.83105),(7 600.3939),(8 635.75085),(9 660.92755),(10 679.0479),(11 695.1039),(12 710.39026),(13 720.73224),(14 733.864),(15 739.9037),(16 741.4451),(17 742.80115),(18 742.0746),(19 744.3913),(20 746.2791),(21 751.4631),(22 759.49054),(23 776.9785),(24 774.9865),(25 780.29645),(26 786.5043),(27 798.7751),(28 797.5725),(29 798.53613),(30 804.19995),(31 818.6421),(32 824.7901),(33 829.8038),(34 838.14795),(35 837.4177),(36 839.7965),(37 832.83295),(38 846.05475),(39 852.38904),(40 851.99054),(41 853.7251),(42 852.42474),(43 852.09766),(44 848.1135),(45 846.762),(46 846.67236),(47 849.1733),(48 850.27094),(49 851.4818),(50 846.4429),(51 851.3687),(52 850.8711),(53 858.7181),(54 846.7054),(55 852.484),(56 849.85614),(57 851.90607),(58 855.666),(59 858.1073),(60 858.4132),(61 848.2781),(62 846.2718),(63 845.83575),(64 842.64624),(65 841.9222),(66 842.894),(67 843.99536),(68 845.069),(69 846.99255),(70 852.2752),(71 853.6727),(72 849.9222),(73 850.3942),(74 852.0568),(75 856.0943),(76 856.2728),(77 859.2549),(78 858.82837),(79 861.465),
