1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12460.925),(2 38594.375),(3 82836.55),(4 138076.17),(5 189849.02),(6 252605.31),(7 310120.4),(8 355564),(9 376147.9),(10 395388.22),(11 403362.6),(12 417132.97),(13 439134),(14 474438.34),(15 530296.2),(16 596251.8),(17 672465.5),(18 730589.56),(19 793560.56),(20 850071),(21 924077.25),(22 987805.44),(23 1052460.4),(24 1110100),(25 1177595),(26 1265560),(27 1355511.6),(28 1450391.4),(29 1565004),(30 1696886),(31 1826081.4),(32 1977145.5),(33 2115855.8),(34 2246458.3),(35 2381271.5),(36 2513809),(37 2636530),(38 2774607.3),(39 2925511.8),(40 3062229),(41 3209854),(42 3369591),(43 3568228.8),(44 3799613.3),(45 4066123.3),(46 4347657),(47 4686498),(48 4996378.5),(49 5303637.5),(50 5606036),(51 5881550.5),(52 6137165.5),(53 6391484),(54 6636868),(55 6897182.5),(56 7142656),(57 7433048),(58 7748334.5),(59 8071314),(60 8394453),(61 8787516),(62 9184239),(63 9587505),(64 9971857),(65 10313417),(66 10616116),(67 10887907),(68 11103641),(69 11322101),(70 11504429),(71 11661707),(72 11804987),(73 11970392),(74 12144545),(75 12316685),(76 12500624),(77 12682687),(78 12866611),(79 13055405),
(1 111.61045),(2 150.38606),(3 169.93547),(4 174.90688),(5 176.15988),(6 185.07138),(7 192.8551),(8 189.89963),(9 195.33403),(10 202.81154),(11 204.5007),(12 205.12776),(13 209.28976),(14 207.06839),(15 210.0922),(16 209.20279),(17 209.94106),(18 208.02502),(19 213.2094),(20 212.06348),(21 213.25122),(22 212.71588),(23 215.02536),(24 214.28009),(25 220.08504),(26 217.32817),(27 219.39923),(28 221.52411),(29 220.36862),(30 215.97923),(31 214.34828),(32 213.47768),(33 219.47159),(34 221.52583),(35 221.0436),(36 221.1182),(37 225.99446),(38 226.84666),(39 228.3975),(40 223.44643),(41 223.1105),(42 221.92297),(43 217.33693),(44 218.93176),(45 219.30331),(46 215.2701),(47 216.95374),(48 221.56854),(49 216.2356),(50 217.67789),(51 219.01173),(52 221.74596),(53 223.48009),(54 227.44646),(55 235.5216),(56 233.1891),(57 231.35709),(58 232.68896),(59 238.23787),(60 235.21492),(61 232.90228),(62 228.24046),(63 226.80539),(64 228.36694),(65 232.75993),(66 229.35951),(67 236.1053),(68 239.68553),(69 237.96475),(70 238.16187),(71 240.30725),(72 238.67453),(73 237.98903),(74 239.19574),(75 237.56996),(76 238.8471),(77 234.28908),(78 232.98965),(79 235.34604),
(1 113.27575),(2 154.91714),(3 173.32477),(4 176.30157),(5 177.6439),(6 184.88116),(7 189.78772),(8 188.63538),(9 192.22664),(10 195.49155),(11 199.3454),(12 201.4641),(13 203.0908),(14 201.14111),(15 202.35727),(16 204.81175),(17 206.01198),(18 205.03485),(19 208.6698),(20 207.34755),(21 209.8234),(22 209.09633),(23 211.91034),(24 212.53656),(25 214.44113),(26 212.68018),(27 212.83463),(28 214.48666),(29 217.00603),(30 216.02971),(31 214.9724),(32 217.86884),(33 218.68274),(34 220.73892),(35 220.61665),(36 220.83333),(37 222.3934),(38 224.81044),(39 228.01219),(40 223.07188),(41 225.1319),(42 224.24173),(43 222.42091),(44 221.2183),(45 224.45752),(46 225.91818),(47 224.51903),(48 228.17915),(49 226.3534),(50 225.47533),(51 226.87846),(52 231.2008),(53 230.16077),(54 231.66725),(55 232.18721),(56 229.1797),(57 227.09703),(58 228.98354),(59 234.2975),(60 232.6179),(61 230.56166),(62 231.56601),(63 236.71794),(64 234.16309),(65 234.98732),(66 234.10875),(67 238.6359),(68 240.08414),(69 236.70804),(70 237.7403),(71 242.2438),(72 245.19397),(73 241.3334),(74 236.27475),(75 237.03983),(76 237.24974),(77 236.96063),(78 231.72229),(79 232.20512),
(1 111.49772),(2 149.25781),(3 170.7192),(4 178.18448),(5 183.9567),(6 190.91605),(7 193.57928),(8 194.29893),(9 197.76149),(10 201.82852),(11 203.0932),(12 203.27502),(13 205.81752),(14 207.55481),(15 210.79515),(16 210.00786),(17 210.9426),(18 212.25424),(19 214.00954),(20 211.05824),(21 215.04036),(22 217.48192),(23 217.61852),(24 219.00595),(25 218.95375),(26 217.01688),(27 216.02852),(28 219.97655),(29 220.8223),(30 216.52768),(31 218.45888),(32 217.00256),(33 216.00266),(34 218.50778),(35 219.95569),(36 221.36092),(37 219.01099),(38 220.73302),(39 220.23378),(40 221.75536),(41 225.67325),(42 224.64955),(43 222.63026),(44 222.967),(45 219.89163),(46 222.29562),(47 218.90662),(48 221.94917),(49 220.79277),(50 223.30423),(51 227.8884),(52 230.32237),(53 235.38115),(54 239.50546),(55 243.09581),(56 239.14519),(57 241.60559),(58 241.31236),(59 242.50366),(60 242.44737),(61 241.45016),(62 242.16245),(63 242.19894),(64 244.85081),(65 244.52113),(66 245.24423),(67 242.53305),(68 240.02913),(69 238.15993),(70 236.69827),(71 237.37013),(72 241.8296),(73 238.78877),(74 237.40297),(75 235.28784),(76 237.92741),(77 239.3009),(78 237.03078),(79 237.37044),
(1 106.26359),(2 137.72295),(3 156.59734),(4 162.11328),(5 169.76648),(6 176.9368),(7 183.24902),(8 183.92322),(9 187.05014),(10 191.9618),(11 192.18646),(12 193.82199),(13 199.6855),(14 201.37173),(15 203.58217),(16 204.79501),(17 202.33437),(18 204.80489),(19 208.77461),(20 207.7727),(21 216.45824),(22 218.03006),(23 212.6038),(24 211.93053),(25 212.49681),(26 209.65868),(27 206.84981),(28 208.65009),(29 208.03944),(30 206.09903),(31 211.00673),(32 212.01515),(33 215.93439),(34 214.33028),(35 217.79623),(36 215.56966),(37 215.4523),(38 214.52289),(39 212.35861),(40 216.94693),(41 220.94827),(42 221.33543),(43 219.09354),(44 216.96278),(45 218.92503),(46 216.88655),(47 216.08948),(48 215.26665),(49 216.80226),(50 216.48546),(51 218.94519),(52 217.43732),(53 222.96329),(54 225.36914),(55 226.93349),(56 225.9646),(57 227.81944),(58 226.34627),(59 223.34962),(60 227.14467),(61 224.80515),(62 230.94496),(63 231.75803),(64 230.75316),(65 230.32523),(66 234.32053),(67 237.06198),(68 237.36508),(69 237.90936),(70 232.68353),(71 233.686),(72 237.43932),(73 238.18126),(74 238.00813),(75 238.69931),(76 239.61702),(77 241.90807),(78 236.02374),(79 234.99036),
(1 111.45203),(2 146.50377),(3 162.35727),(4 167.5924),(5 170.43028),(6 176.42139),(7 181.6746),(8 187.6832),(9 194.87892),(10 195.06662),(11 196.78174),(12 197.43341),(13 197.41562),(14 202.78877),(15 205.19815),(16 204.7339),(17 208.97684),(18 209.23679),(19 212.77327),(20 210.91135),(21 216.63602),(22 213.76132),(23 213.38821),(24 217.03412),(25 215.89275),(26 216.80602),(27 214.3615),(28 215.40292),(29 215.77953),(30 214.96805),(31 215.24545),(32 214.98982),(33 215.54477),(34 214.2475),(35 215.03564),(36 217.7004),(37 214.33322),(38 215.50044),(39 216.21024),(40 217.44547),(41 216.6759),(42 215.10094),(43 219.39902),(44 218.67003),(45 216.72466),(46 212.8824),(47 213.13399),(48 217.00424),(49 217.33005),(50 217.04408),(51 217.5576),(52 217.01154),(53 220.14752),(54 223.32426),(55 221.97513),(56 224.92407),(57 224.76071),(58 226.03018),(59 229.7879),(60 231.00131),(61 229.65358),(62 230.46484),(63 229.3509),(64 234.88664),(65 234.62721),(66 235.8288),(67 238.41554),(68 239.50797),(69 237.48627),(70 232.83087),(71 234.20721),(72 232.5436),(73 230.93195),(74 232.47342),(75 232.13194),(76 230.5188),(77 232.61787),(78 232.94814),(79 233.15074),
(1 106.44121),(2 145.49652),(3 165.94038),(4 168.89929),(5 171.51833),(6 173.35104),(7 177.78613),(8 182.0248),(9 189.48994),(10 192.43428),(11 190.63141),(12 193.6308),(13 192.37563),(14 195.34787),(15 197.62042),(16 201.16129),(17 203.87737),(18 206.61566),(19 210.27394),(20 207.64856),(21 210.12321),(22 209.04657),(23 208.63977),(24 211.28711),(25 208.4119),(26 210.58913),(27 209.18704),(28 207.1361),(29 208.85419),(30 205.95888),(31 205.81598),(32 208.65779),(33 209.82219),(34 209.87733),(35 210.54463),(36 210.87917),(37 211.1469),(38 209.37624),(39 211.98256),(40 215.02986),(41 214.42247),(42 213.85469),(43 212.95425),(44 213.08769),(45 212.24017),(46 212.22809),(47 212.54887),(48 210.3941),(49 212.00922),(50 215.14354),(51 217.91957),(52 217.49632),(53 217.70796),(54 219.43541),(55 218.66576),(56 220.57866),(57 219.50888),(58 219.60938),(59 224.48343),(60 226.79895),(61 226.29196),(62 229.87372),(63 226.16844),(64 229.20868),(65 230.6426),(66 231.41495),(67 233.11234),(68 230.14523),(69 232.93356),(70 233.05913),(71 233.21507),(72 229.89372),(73 226.03246),(74 229.50397),(75 229.01862),(76 227.37856),(77 229.85577),(78 229.6405),(79 226.36856),
(1 107.98562),(2 146.63966),(3 168.11208),(4 173.07301),(5 175.1306),(6 179.42682),(7 181.15417),(8 183.34303),(9 189.30049),(10 192.37628),(11 193.33415),(12 193.92142),(13 196.24797),(14 196.00948),(15 199.06657),(16 199.1102),(17 199.55777),(18 203.14757),(19 205.93712),(20 203.73112),(21 205.34293),(22 206.24495),(23 208.07384),(24 210.01181),(25 212.22415),(26 212.97728),(27 213.50319),(28 211.78038),(29 220.15202),(30 219.74605),(31 219.43156),(32 220.79366),(33 220.41061),(34 220.77075),(35 221.77988),(36 222.95477),(37 222.41205),(38 219.84734),(39 217.66783),(40 217.61536),(41 219.1842),(42 221.37155),(43 218.18399),(44 217.64075),(45 218.51926),(46 220.45346),(47 218.52486),(48 216.70604),(49 215.2434),(50 215.51949),(51 215.4184),(52 216.49951),(53 218.15962),(54 219.74547),(55 220.75916),(56 223.4634),(57 220.18439),(58 220.96538),(59 222.44673),(60 227.23572),(61 225.39581),(62 226.19756),(63 227.05698),(64 231.87912),(65 232.93216),(66 235.26402),(67 235.39429),(68 232.44936),(69 233.70656),(70 231.75385),(71 232.38634),(72 228.57225),(73 227.98244),(74 229.15912),(75 232.56075),(76 231.47977),(77 234.61902),(78 233.53062),(79 233.95338),
(1 104.498314),(2 140.31203),(3 159.13417),(4 165.28691),(5 169.88623),(6 174.80902),(7 177.65356),(8 180.55086),(9 187.75487),(10 190.86096),(11 190.49408),(12 191.1932),(13 191.19351),(14 193.73532),(15 194.9932),(16 198.69751),(17 198.43588),(18 199.09695),(19 200.36208),(20 203.70552),(21 207.96121),(22 209.09784),(23 206.4138),(24 206.47174),(25 207.60037),(26 208.43161),(27 210.86581),(28 206.3197),(29 206.49469),(30 202.3641),(31 206.98773),(32 210.40672),(33 212.40599),(34 208.59695),(35 209.28981),(36 212.02322),(37 211.34068),(38 213.42657),(39 214.0294),(40 214.52884),(41 216.51404),(42 212.02858),(43 211.39546),(44 214.52277),(45 212.50687),(46 210.17459),(47 213.32167),(48 214.66974),(49 211.47197),(50 213.61497),(51 215.81728),(52 218.44322),(53 218.24867),(54 222.55275),(55 224.09013),(56 226.33746),(57 224.00842),(58 225.30215),(59 227.85712),(60 229.09001),(61 226.45055),(62 226.1533),(63 227.12163),(64 225.48283),(65 225.99504),(66 229.13867),(67 230.18256),(68 226.8373),(69 228.66212),(70 230.54288),(71 230.95572),(72 229.98659),(73 229.3854),(74 226.25372),(75 224.65791),(76 225.79341),(77 231.08958),(78 229.59708),(79 226.22713),
(1 104.95583),(2 138.88899),(3 157.9339),(4 166.99698),(5 167.95958),(6 171.78842),(7 170.94589),(8 173.75777),(9 180.76599),(10 183.53918),(11 186.3581),(12 188.15465),(13 189.60991),(14 187.20456),(15 189.32542),(16 190.86482),(17 194.27538),(18 195.93425),(19 196.64923),(20 198.53207),(21 204.71973),(22 203.54463),(23 202.33905),(24 203.45215),(25 205.6534),(26 207.22708),(27 210.82358),(28 210.7555),(29 208.64648),(30 208.49403),(31 210.43387),(32 210.2038),(33 210.40916),(34 211.26784),(35 211.7771),(36 214.97923),(37 214.16342),(38 213.98524),(39 213.6385),(40 216.72627),(41 216.38628),(42 215.98221),(43 212.90324),(44 212.12595),(45 213.153),(46 212.42451),(47 214.07677),(48 215.25082),(49 213.295),(50 215.82964),(51 221.02226),(52 220.90324),(53 221.07784),(54 222.40605),(55 222.34184),(56 223.2475),(57 224.52657),(58 222.89426),(59 223.19095),(60 225.06827),(61 224.7638),(62 226.75522),(63 227.07858),(64 224.4843),(65 225.39467),(66 225.5556),(67 227.72661),(68 231.88553),(69 229.25731),(70 230.9613),(71 234.60852),(72 229.3363),(73 228.44965),(74 226.33292),(75 222.28032),(76 222.57779),(77 223.78845),(78 227.31378),(79 226.13486),
(1 104.9313),(2 142.13751),(3 160.34805),(4 167.63893),(5 169.35097),(6 172.9499),(7 175.15616),(8 179.48874),(9 183.35393),(10 186.3727),(11 188.07344),(12 190.6163),(13 191.94756),(14 190.08311),(15 192.27335),(16 194.33806),(17 196.16103),(18 200.25835),(19 201.75644),(20 200.03429),(21 200.95769),(22 202.4123),(23 203.23764),(24 201.58316),(25 204.39354),(26 212.85944),(27 213.43378),(28 213.98863),(29 212.44559),(30 211.77763),(31 211.23868),(32 212.65834),(33 214.84055),(34 211.67111),(35 210.98604),(36 212.9143),(37 212.50294),(38 211.73984),(39 213.10156),(40 214.50352),(41 215.2417),(42 212.68767),(43 216.97177),(44 210.97914),(45 208.14899),(46 208.20389),(47 208.4767),(48 207.51039),(49 205.92914),(50 210.83228),(51 214.16083),(52 208.90083),(53 210.5191),(54 206.74675),(55 208.62141),(56 212.81444),(57 215.33426),(58 214.54193),(59 215.6133),(60 215.6095),(61 215.29689),(62 216.02043),(63 216.25409),(64 214.39418),(65 212.29169),(66 213.64838),(67 218.40569),(68 223.5047),(69 225.12227),(70 224.9407),(71 226.69879),(72 223.43216),(73 223.58507),(74 223.62546),(75 223.04935),(76 222.57294),(77 227.52475),(78 228.49446),(79 227.65047),
(1 103.358116),(2 141.33296),(3 159.67836),(4 162.00537),(5 163.08513),(6 169.12209),(7 173.30316),(8 173.89944),(9 181.57668),(10 182.96223),(11 184.57997),(12 185.38545),(13 183.8257),(14 188.09096),(15 193.06042),(16 192.89957),(17 192.90858),(18 196.20494),(19 201.01968),(20 197.97903),(21 200.49698),(22 201.53458),(23 197.72012),(24 197.98753),(25 200.37059),(26 204.23251),(27 201.73369),(28 205.64034),(29 209.8952),(30 207.69315),(31 203.4183),(32 203.19487),(33 206.25436),(34 206.09903),(35 209.68378),(36 209.14919),(37 210.29066),(38 210.00238),(39 211.12988),(40 210.8231),(41 209.71729),(42 207.99028),(43 213.20993),(44 210.62007),(45 206.45738),(46 204.75266),(47 206.96407),(48 208.1292),(49 207.6079),(50 208.56245),(51 214.14412),(52 211.6217),(53 217.50699),(54 216.961),(55 218.66081),(56 217.43233),(57 219.60912),(58 221.1054),(59 222.39922),(60 220.44568),(61 220.624),(62 222.97401),(63 221.73068),(64 222.7971),(65 220.86752),(66 222.46672),(67 229.18094),(68 229.84483),(69 227.44576),(70 228.32443),(71 232.16068),(72 230.67117),(73 229.78036),(74 225.9241),(75 228.13736),(76 225.90453),(77 225.18489),(78 227.20872),(79 232.44333),
(1 100.44516),(2 133.00804),(3 150.91548),(4 156.4455),(5 161.49574),(6 166.65079),(7 172.77731),(8 174.30965),(9 178.98245),(10 179.9852),(11 182.00537),(12 187.6583),(13 189.32797),(14 193.33482),(15 192.86426),(16 191.36096),(17 192.29573),(18 191.45068),(19 194.1764),(20 191.83144),(21 195.08847),(22 195.27063),(23 194.42566),(24 196.2465),(25 201.45253),(26 203.40948),(27 200.33603),(28 202.84525),(29 208.04344),(30 206.08157),(31 205.23077),(32 207.58823),(33 213.57619),(34 214.91664),(35 216.53687),(36 212.53429),(37 214.96136),(38 217.24419),(39 219.3337),(40 218.62169),(41 213.2432),(42 215.65819),(43 218.2533),(44 213.96204),(45 209.60121),(46 209.07765),(47 208.87592),(48 207.20435),(49 204.87556),(50 205.69456),(51 209.78496),(52 207.3506),(53 210.23236),(54 208.61461),(55 207.92044),(56 203.63332),(57 207.82484),(58 209.10692),(59 209.41513),(60 207.91519),(61 210.20102),(62 212.57559),(63 212.33395),(64 209.2397),(65 208.78787),(66 210.2038),(67 212.26205),(68 208.90833),(69 209.3953),(70 210.09988),(71 212.5149),(72 212.58182),(73 214.24403),(74 213.44527),(75 212.48836),(76 211.68764),(77 215.90216),(78 220.02194),(79 218.48012),
(1 100.08502),(2 129.72385),(3 149.75482),(4 156.80624),(5 163.63182),(6 170.73872),(7 173.22122),(8 179.19417),(9 181.87),(10 181.25095),(11 181.17581),(12 183.63307),(13 188.23618),(14 189.60565),(15 189.57828),(16 187.3297),(17 190.52731),(18 193.05876),(19 192.84854),(20 192.29333),(21 195.91446),(22 194.4778),(23 193.87921),(24 195.17563),(25 196.60085),(26 195.4736),(27 193.23048),(28 194.29813),(29 199.86618),(30 196.71954),(31 195.06557),(32 199.77074),(33 202.1996),(34 202.48433),(35 202.37115),(36 200.3571),(37 200.05234),(38 203.7439),(39 205.77568),(40 205.24048),(41 203.21172),(42 204.63673),(43 206.094),(44 207.69568),(45 206.85918),(46 206.82956),(47 203.76118),(48 202.06512),(49 201.10472),(50 202.72849),(51 204.68181),(52 205.14359),(53 206.84413),(54 206.43181),(55 207.87299),(56 206.81519),(57 210.0649),(58 210.6598),(59 211.88089),(60 211.64322),(61 215.3783),(62 212.03554),(63 212.26788),(64 212.95378),(65 214.33984),(66 216.11308),(67 217.3111),(68 215.04604),(69 214.95267),(70 213.81125),(71 217.31686),(72 223.62657),(73 221.8745),(74 219.58795),(75 221.87099),(76 218.46703),(77 219.03273),(78 216.70366),(79 220.01657),
(1 98.00019),(2 129.06697),(3 148.04791),(4 152.81465),(5 160.1235),(6 166.22098),(7 167.22687),(8 168.50797),(9 177.21721),(10 181.90446),(11 181.57056),(12 179.56978),(13 179.87851),(14 182.61563),(15 184.32994),(16 185.25388),(17 188.09032),(18 186.27234),(19 186.38647),(20 186.9247),(21 191.74097),(22 190.18465),(23 193.6874),(24 194.65427),(25 195.2509),(26 194.35455),(27 194.67107),(28 196.26341),(29 197.09047),(30 196.29312),(31 192.09703),(32 193.42807),(33 195.38815),(34 196.43987),(35 198.17714),(36 198.70964),(37 202.71011),(38 200.71169),(39 202.3416),(40 202.12262),(41 202.05716),(42 199.91391),(43 201.15366),(44 201.3227),(45 202.7168),(46 201.91599),(47 201.30215),(48 202.33018),(49 201.83173),(50 202.68895),(51 205.07286),(52 204.10738),(53 210.24144),(54 210.01335),(55 210.26555),(56 210.18335),(57 207.05136),(58 205.85643),(59 204.79497),(60 201.14099),(61 202.50475),(62 200.07828),(63 202.70518),(64 204.16313),(65 204.25917),(66 208.30618),(67 208.60997),(68 206.80667),(69 206.9117),(70 208.26715),(71 209.41577),(72 211.16501),(73 211.31065),(74 210.83118),(75 211.04161),(76 210.61453),(77 211.09653),(78 211.69754),(79 213.33528),
(1 98.37689),(2 131.93292),(3 147.3995),(4 153.91986),(5 158.63158),(6 163.70729),(7 163.87013),(8 165.8812),(9 171.48662),(10 177.2997),(11 179.59953),(12 184.16055),(13 184.74895),(14 183.78577),(15 185.12819),(16 185.22797),(17 188.74304),(18 187.98067),(19 189.08582),(20 188.82687),(21 194.0317),(22 192.4422),(23 193.5456),(24 197.59703),(25 197.44937),(26 195.7391),(27 194.49818),(28 198.08907),(29 199.76385),(30 199.3236),(31 197.667),(32 197.74576),(33 199.75653),(34 202.13289),(35 201.58858),(36 204.89465),(37 203.91124),(38 200.94778),(39 203.0146),(40 204.64209),(41 205.5404),(42 206.84807),(43 204.06842),(44 201.08838),(45 200.28632),(46 200.71814),(47 197.67317),(48 199.19495),(49 201.32869),(50 202.14316),(51 203.8156),(52 200.46532),(53 203.12315),(54 203.77287),(55 205.01761),(56 202.81682),(57 204.07457),(58 204.25003),(59 205.0595),(60 203.95592),(61 201.66306),(62 201.27832),(63 203.58653),(64 202.78447),(65 203.06517),(66 203.28557),(67 203.20471),(68 205.38411),(69 208.16544),(70 206.3826),(71 206.86134),(72 209.46736),(73 210.6953),(74 211.54117),(75 209.81337),(76 214.00514),(77 211.64436),(78 213.02849),(79 210.71324),
(1 95.10548),(2 125.53777),(3 141.19682),(4 148.82169),(5 150.53374),(6 156.38152),(7 154.56813),(8 157.58995),(9 165.8198),(10 169.4287),(11 169.53972),(12 173.4841),(13 174.22821),(14 178.87108),(15 180.51743),(16 179.95792),(17 182.85892),(18 183.5537),(19 186.19289),(20 184.3594),(21 186.86386),(22 185.83063),(23 185.6369),(24 187.03545),(25 186.3397),(26 186.64806),(27 188.26996),(28 192.52417),(29 193.7329),(30 189.90996),(31 186.94438),(32 191.09181),(33 193.22406),(34 191.20837),(35 189.633),(36 188.32571),(37 188.97621),(38 189.79663),(39 192.51645),(40 194.90086),(41 194.52748),(42 192.71703),(43 192.21193),(44 190.9954),(45 192.27682),(46 191.7207),(47 191.10869),(48 193.24161),(49 195.53699),(50 193.688),(51 197.3432),(52 199.25891),(53 204.29617),(54 207.13806),(55 205.63046),(56 203.72371),(57 204.65178),(58 206.91928),(59 209.8053),(60 212.58377),(61 209.32378),(62 207.60295),(63 209.02037),(64 207.3987),(65 206.16968),(66 204.76244),(67 203.40477),(68 203.91145),(69 205.95242),(70 208.50778),(71 207.69627),(72 207.99019),(73 210.065),(74 208.42792),(75 210.06137),(76 209.71991),(77 206.90337),(78 205.56596),(79 203.29472),
(1 99.133835),(2 133.68878),(3 149.29741),(4 157.98634),(5 158.64067),(6 160.88597),(7 162.6802),(8 167.00899),(9 173.4654),(10 178.3027),(11 178.71173),(12 183.59772),(13 181.27557),(14 181.78093),(15 181.93755),(16 186.13443),(17 191.2632),(18 189.35144),(19 190.29831),(20 188.80656),(21 192.43707),(22 194.11806),(23 195.17918),(24 198.76988),(25 196.93784),(26 198.59966),(27 200.03519),(28 201.11125),(29 201.86053),(30 199.84386),(31 199.07053),(32 205.08032),(33 202.92102),(34 202.15721),(35 203.82251),(36 201.13368),(37 204.07619),(38 205.18907),(39 203.82678),(40 208.41083),(41 209.20525),(42 208.52248),(43 210.77524),(44 211.00641),(45 213.15103),(46 211.38675),(47 212.96721),(48 212.92508),(49 213.52176),(50 213.88893),(51 218.6315),(52 223.49704),(53 228.79883),(54 229.75352),(55 227.08922),(56 222.21362),(57 221.91992),(58 221.16605),(59 222.43361),(60 223.29292),(61 222.83179),(62 218.65538),(63 221.58124),(64 221.64941),(65 220.2254),(66 218.00232),(67 219.63344),(68 218.9452),(69 223.61569),(70 222.34091),(71 221.15797),(72 216.76129),(73 214.24571),(74 216.11275),(75 218.43355),(76 220.08418),(77 220.6189),(78 218.69162),(79 216.67755),
(1 96.41953),(2 129.54073),(3 146.80714),(4 154.95215),(5 161.26978),(6 167.97998),(7 170.74727),(8 176.1162),(9 178.90308),(10 177.86813),(11 181.58992),(12 185.751),(13 184.2198),(14 186.27048),(15 182.04926),(16 182.18452),(17 187.1414),(18 187.36667),(19 188.9701),(20 187.00725),(21 190.67606),(22 190.72621),(23 192.63312),(24 194.78606),(25 195.43596),(26 196.17569),(27 197.01031),(28 199.34636),(29 200.39789),(30 196.62677),(31 195.2082),(32 192.71033),(33 190.86038),(34 194.40475),(35 193.57425),(36 194.67786),(37 195.47592),(38 196.14346),(39 199.22618),(40 199.57846),(41 200.9739),(42 200.75377),(43 201.0939),(44 198.92421),(45 198.52275),(46 198.9064),(47 202.42352),(48 201.98975),(49 201.61691),(50 201.35901),(51 204.87427),(52 208.78148),(53 211.43425),(54 208.25655),(55 211.47215),(56 209.95985),(57 208.63464),(58 209.4459),(59 212.86023),(60 217.5692),(61 217.81485),(62 216.29018),(63 218.49005),(64 216.7767),(65 215.8673),(66 214.04373),(67 215.6995),(68 214.82498),(69 214.87328),(70 215.20607),(71 216.82823),(72 217.94925),(73 214.7494),(74 217.35785),(75 220.6357),(76 221.25238),(77 220.9284),(78 217.4857),(79 217.5296),
