1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 263718.25),(2 843255.5),(3 1548225.9),(4 2328221.3),(5 3082780),(6 3943138),(7 4981248.5),(8 6218138.5),(9 7756110.5),(10 9405816),(11 11199601),(12 12994785),(13 15032133),(14 17110224),(15 18948854),(16 20609588),(17 22369978),(18 24086360),(19 26011686),(20 27945906),(21 29894102),(22 32096186),(23 34133628),(24 35975052),(25 37814744),(26 39548990),(27 41022220),(28 42243140),(29 43123172),(30 43711100),(31 44334404),(32 44671148),(33 44856276),(34 44806668),(35 44449736),(36 44061892),(37 43334680),(38 42382196),(39 41381924),(40 40457010),(41 39720256),(42 39151936),(43 38583616),(44 38267468),(45 37395060),(46 36542780),(47 35172188),(48 33721276),(49 32582520),(50 31595424),(51 30798682),(52 30247818),(53 29500216),(54 29146678),(55 29378730),(56 29779782),(57 30078382),(58 30382954),(59 30890378),(60 31381664),(61 32156976),(62 32831602),(63 33907684),(64 35277124),(65 36592720),(66 38173284),(67 39894224),(68 41176910),(69 42278540),(70 43501028),(71 44609710),(72 45645504),(73 46583456),(74 47239948),(75 47898796),(76 48336292),(77 48598420),(78 48491936),(79 48073204),
(1 73.63815),(2 85.88882),(3 89.747696),(4 93.721825),(5 94.929756),(6 97.16711),(7 99.693886),(8 100.307144),(9 101.75628),(10 101.21283),(11 101.53681),(12 104.22843),(13 104.14921),(14 104.41642),(15 102.283676),(16 102.07766),(17 102.83232),(18 103.59463),(19 103.36648),(20 104.63275),(21 104.61594),(22 105.86359),(23 104.87106),(24 105.43559),(25 104.2188),(26 102.725815),(27 102.62636),(28 102.090546),(29 101.65549),(30 101.54219),(31 101.08091),(32 100.982605),(33 100.79532),(34 100.1206),(35 99.7195),(36 99.055),(37 99.996315),(38 101.54928),(39 100.618965),(40 99.66538),(41 101.44998),(42 102.09864),(43 102.565025),(44 103.113396),(45 102.585304),(46 102.710014),(47 102.099106),(48 103.76558),(49 103.331825),(50 103.72233),(51 102.33988),(52 103.11427),(53 103.900406),(54 104.27293),(55 103.55127),(56 102.84131),(57 102.221146),(58 101.40754),(59 103.22639),(60 102.654106),(61 104.803116),(62 105.220314),(63 104.35915),(64 104.39508),(65 104.86336),(66 104.86024),(67 106.00444),(68 105.68857),(69 106.48149),(70 105.21979),(71 106.54646),(72 107.611374),(73 108.111435),(74 109.21158),(75 108.57884),(76 109.62695),(77 109.35202),(78 109.07847),(79 106.40732),
(1 71.49875),(2 83.15042),(3 86.460655),(4 89.895645),(5 91.65753),(6 93.43954),(7 95.16584),(8 95.72121),(9 97.06675),(10 98.19009),(11 98.855545),(12 100.99658),(13 101.45427),(14 101.71685),(15 100.82631),(16 100.47252),(17 102.009186),(18 101.446106),(19 100.69286),(20 102.16763),(21 104.000916),(22 102.24134),(23 102.53663),(24 103.64212),(25 102.14205),(26 101.75562),(27 99.51214),(28 100.04467),(29 99.013794),(30 98.62416),(31 97.68809),(32 97.25149),(33 95.91884),(34 96.44587),(35 95.2687),(36 96.68243),(37 95.8612),(38 96.51754),(39 94.42574),(40 96.20417),(41 97.31032),(42 96.20061),(43 96.94261),(44 96.551346),(45 97.58066),(46 97.539185),(47 98.24536),(48 100.427666),(49 99.18765),(50 100.79198),(51 98.178055),(52 98.88798),(53 98.72498),(54 98.96693),(55 98.943855),(56 99.27065),(57 99.11868),(58 99.0043),(59 98.67878),(60 99.07833),(61 100.07285),(62 100.23217),(63 100.25675),(64 101.15971),(65 101.997635),(66 101.31034),(67 102.14205),(68 101.78873),(69 102.168526),(70 101.29509),(71 100.93702),(72 102.89804),(73 103.60541),(74 104.38974),(75 102.96087),(76 102.87028),(77 102.66222),(78 101.07864),(79 101.13032),
(1 71.6464),(2 83.24394),(3 87.21115),(4 90.97882),(5 93.01895),(6 93.2367),(7 93.89468),(8 96.86533),(9 97.95078),(10 98.56584),(11 98.84116),(12 101.073654),(13 102.65484),(14 102.244865),(15 99.74291),(16 99.983406),(17 99.167564),(18 99.92206),(19 100.58405),(20 100.40703),(21 101.43244),(22 101.96504),(23 101.46635),(24 100.949776),(25 100.3372),(26 99.396515),(27 98.01657),(28 98.03126),(29 96.284546),(30 96.65213),(31 95.46489),(32 95.03188),(33 94.677704),(34 96.38401),(35 94.88027),(36 95.508934),(37 95.41081),(38 95.772095),(39 94.39354),(40 95.02051),(41 94.80908),(42 96.477066),(43 96.959785),(44 98.3342),(45 99.29561),(46 98.6009),(47 99.15251),(48 99.18148),(49 97.66794),(50 98.774734),(51 98.71728),(52 99.999016),(53 99.68408),(54 99.35086),(55 98.48462),(56 97.551025),(57 98.63029),(58 99.469),(59 97.9968),(60 99.65923),(61 100.222946),(62 101.00463),(63 98.72322),(64 99.115616),(65 99.786156),(66 100.109276),(67 99.34388),(68 99.47677),(69 101.76801),(70 101.33142),(71 100.85853),(72 102.173195),(73 102.73978),(74 103.18309),(75 102.66769),(76 103.56567),(77 102.347466),(78 102.131805),(79 102.77609),
(1 70.68738),(2 79.690506),(3 83.78576),(4 87.25134),(5 89.13894),(6 90.23756),(7 92.68193),(8 92.61846),(9 95.35812),(10 96.023056),(11 96.66595),(12 98.43599),(13 98.56431),(14 98.782455),(15 96.671715),(16 96.122665),(17 96.9819),(18 97.15272),(19 97.463554),(20 98.26084),(21 98.63138),(22 99.79297),(23 99.65765),(24 98.28609),(25 98.7524),(26 96.66424),(27 96.97045),(28 97.34615),(29 96.850105),(30 96.13409),(31 96.012436),(32 96.34554),(33 95.96131),(34 95.368256),(35 94.57565),(36 95.00943),(37 95.19495),(38 97.02618),(39 94.62969),(40 93.150635),(41 93.352234),(42 94.6644),(43 95.03803),(44 95.900314),(45 95.99311),(46 95.87124),(47 96.298706),(48 97.10862),(49 96.78512),(50 96.9655),(51 96.41632),(52 97.57978),(53 97.06225),(54 97.40071),(55 96.74816),(56 97.15595),(57 96.19362),(58 96.6671),(59 96.60372),(60 97.48659),(61 97.6662),(62 98.67408),(63 97.87754),(64 97.92601),(65 99.28071),(66 100.21593),(67 100.345436),(68 98.38424),(69 99.96814),(70 100.02811),(71 100.050064),(72 101.26472),(73 102.62384),(74 102.79847),(75 102.2246),(76 103.47113),(77 102.94192),(78 101.90846),(79 100.24293),
(1 70.45143),(2 79.912125),(3 83.10708),(4 88.34194),(5 88.5628),(6 89.19062),(7 91.77434),(8 93.30154),(9 95.01551),(10 94.98799),(11 95.10454),(12 97.80636),(13 99.33166),(14 99.64354),(15 96.150154),(16 97.01008),(17 95.879074),(18 96.75293),(19 97.02362),(20 98.56953),(21 99.07855),(22 99.336586),(23 98.79054),(24 97.56818),(25 97.09905),(26 97.38861),(27 95.344635),(28 96.46062),(29 95.95427),(30 95.51265),(31 95.08017),(32 94.61723),(33 94.8962),(34 93.9391),(35 93.2167),(36 93.759186),(37 93.88924),(38 95.46615),(39 93.13825),(40 92.95823),(41 93.73925),(42 94.61252),(43 94.90064),(44 94.665054),(45 95.99863),(46 96.34386),(47 96.35208),(48 96.83159),(49 97.80606),(50 97.909904),(51 96.49531),(52 97.962166),(53 97.876015),(54 96.8404),(55 98.51368),(56 96.597176),(57 96.163185),(58 95.5998),(59 95.861435),(60 97.296005),(61 98.0964),(62 97.81928),(63 97.02963),(64 98.280655),(65 98.70117),(66 99.63402),(67 100.48713),(68 99.671196),(69 100.72584),(70 100.06505),(71 99.7025),(72 100.95071),(73 100.81464),(74 101.51581),(75 100.20992),(76 100.12896),(77 99.47411),(78 99.85409),(79 97.9274),
(1 69.67108),(2 80.15012),(3 83.10751),(4 85.9442),(5 87.6659),(6 89.449936),(7 90.640884),(8 92.05059),(9 93.32503),(10 95.148056),(11 95.26275),(12 98.3472),(13 97.28613),(14 96.778206),(15 95.50341),(16 95.264915),(17 95.292435),(18 96.68384),(19 96.50006),(20 97.07367),(21 97.479645),(22 97.746254),(23 95.88987),(24 95.82776),(25 97.042915),(26 97.25687),(27 95.39391),(28 94.72957),(29 94.68174),(30 94.58418),(31 94.02857),(32 94.48388),(33 95.17938),(34 94.003136),(35 92.43987),(36 93.09725),(37 93.452034),(38 94.25574),(39 91.41096),(40 91.79796),(41 91.95936),(42 93.03149),(43 93.647644),(44 94.11002),(45 95.065),(46 95.67001),(47 95.054955),(48 95.59264),(49 96.569374),(50 97.909164),(51 96.36588),(52 98.1127),(53 97.933136),(54 97.43921),(55 97.4917),(56 96.39686),(57 96.1519),(58 95.40303),(59 97.00693),(60 98.61605),(61 98.603584),(62 99.017166),(63 97.35537),(64 98.10202),(65 98.01937),(66 98.29796),(67 98.79686),(68 98.02608),(69 99.402985),(70 98.803825),(71 99.831085),(72 100.370926),(73 100.694786),(74 101.03687),(75 99.858536),(76 99.721436),(77 98.735466),(78 97.674355),(79 96.824066),
(1 67.76077),(2 77.81927),(3 80.55205),(4 83.92872),(5 86.382645),(6 88.44119),(7 89.21188),(8 90.990974),(9 91.49591),(10 91.9718),(11 93.22697),(12 95.85331),(13 96.427666),(14 94.98597),(15 93.915886),(16 93.388374),(17 93.56449),(18 94.5417),(19 95.09339),(20 96.58272),(21 96.46369),(22 95.76344),(23 94.16286),(24 94.78457),(25 94.953316),(26 94.94838),(27 92.78504),(28 93.04385),(29 93.22277),(30 92.72521),(31 91.14847),(32 90.67617),(33 91.484085),(34 90.73957),(35 91.08633),(36 90.48848),(37 91.55399),(38 92.0085),(39 90.43645),(40 91.18882),(41 90.58863),(42 91.496994),(43 92.124054),(44 93.114655),(45 93.68572),(46 94.28948),(47 93.53877),(48 95.07784),(49 95.56247),(50 96.570885),(51 94.43649),(52 94.51107),(53 94.91728),(54 94.08005),(55 94.81445),(56 95.16129),(57 94.23268),(58 94.0669),(59 94.24402),(60 95.35096),(61 97.11407),(62 97.864716),(63 96.34912),(64 97.504196),(65 97.18928),(66 97.73068),(67 97.37248),(68 97.86944),(69 97.34539),(70 97.706856),(71 97.689384),(72 97.98909),(73 100.3198),(74 101.179405),(75 99.11949),(76 99.48814),(77 98.79029),(78 97.67036),(79 96.929085),
(1 68.98546),(2 78.577965),(3 81.938515),(4 85.4759),(5 86.55467),(6 87.31487),(7 90.05047),(8 90.979),(9 91.61333),(10 93.914375),(11 94.79697),(12 96.19964),(13 96.148705),(14 96.33341),(15 93.87105),(16 93.46458),(17 94.82368),(18 94.80645),(19 94.05818),(20 95.231316),(21 95.529366),(22 95.40363),(23 94.45222),(24 95.0836),(25 95.33256),(26 93.96747),(27 92.34502),(28 91.98325),(29 91.91861),(30 91.40266),(31 91.91626),(32 92.01187),(33 91.39923),(34 90.7762),(35 89.96592),(36 89.59441),(37 89.61827),(38 92.04995),(39 90.10856),(40 90.83879),(41 91.1409),(42 91.81957),(43 91.93276),(44 92.864044),(45 92.40206),(46 92.52449),(47 92.182594),(48 92.860855),(49 93.10079),(50 94.94695),(51 93.71337),(52 95.05836),(53 95.38257),(54 95.71989),(55 95.48633),(56 94.71544),(57 94.581665),(58 93.847984),(59 93.94938),(60 94.38031),(61 95.17422),(62 96.62727),(63 96.07695),(64 95.81767),(65 97.468544),(66 97.37619),(67 97.54236),(68 97.62427),(69 97.47394),(70 98.09882),(71 98.36021),(72 99.48671),(73 101.23195),(74 100.96881),(75 99.684525),(76 100.22696),(77 99.281075),(78 99.46696),(79 98.9049),
(1 67.20442),(2 76.80807),(3 81.06525),(4 84.60762),(5 86.48167),(6 88.23393),(7 89.871086),(8 89.72172),(9 89.998276),(10 92.00201),(11 91.74657),(12 93.69235),(13 94.351906),(14 94.66884),(15 93.09436),(16 92.26851),(17 91.78432),(18 92.46255),(19 91.920746),(20 93.075806),(21 93.538124),(22 93.3258),(23 92.26055),(24 91.66328),(25 91.97486),(26 92.01929),(27 90.44948),(28 89.693855),(29 89.12782),(30 88.66242),(31 89.29797),(32 89.05109),(33 90.549934),(34 89.20083),(35 88.66761),(36 89.71083),(37 89.340866),(38 89.76595),(39 88.131195),(40 89.53249),(41 89.35153),(42 89.7664),(43 90.21463),(44 90.15401),(45 90.892586),(46 90.87999),(47 91.26557),(48 92.21804),(49 92.06539),(50 92.73655),(51 91.74141),(52 92.94984),(53 92.97634),(54 93.27615),(55 92.72002),(56 93.47671),(57 93.443214),(58 93.38705),(59 91.59841),(60 93.35308),(61 95.526024),(62 95.86566),(63 94.54295),(64 94.78477),(65 95.25626),(66 95.21142),(67 94.791756),(68 94.684105),(69 94.501175),(70 95.88975),(71 96.10653),(72 96.82055),(73 98.26032),(74 97.937126),(75 97.10947),(76 98.177734),(77 96.787735),(78 97.1151),(79 95.21886),
(1 66.9964),(2 76.672554),(3 80.17897),(4 84.0408),(5 85.43889),(6 87.353096),(7 88.56635),(8 89.83158),(9 89.49507),(10 91.01413),(11 90.4563),(12 93.133705),(13 93.494965),(14 94.34701),(15 91.52791),(16 92.1375),(17 92.67045),(18 92.602325),(19 92.42694),(20 93.12373),(21 94.49299),(22 94.44877),(23 94.30707),(24 93.223206),(25 92.834595),(26 92.554855),(27 92.322945),(28 92.45543),(29 91.967514),(30 91.63583),(31 91.538826),(32 90.50715),(33 90.756355),(34 90.1958),(35 88.74648),(36 90.02685),(37 90.02094),(38 90.52759),(39 89.284515),(40 89.69621),(41 89.34806),(42 89.32193),(43 90.05269),(44 90.76465),(45 90.77505),(46 91.45533),(47 91.117004),(48 91.711174),(49 91.55168),(50 92.36072),(51 91.67395),(52 93.529655),(53 93.67694),(54 92.08065),(55 93.60619),(56 92.95629),(57 93.12054),(58 92.27253),(59 91.86348),(60 91.90608),(61 92.779884),(62 93.80782),(63 93.582115),(64 93.92295),(65 93.80746),(66 94.41306),(67 95.16732),(68 95.53518),(69 95.06825),(70 96.01879),(71 97.33921),(72 97.62332),(73 97.46542),(74 98.65169),(75 98.76192),(76 98.46888),(77 97.81608),(78 96.90688),(79 96.44489),
(1 66.68463),(2 76.97343),(3 80.32473),(4 84.53473),(5 85.60315),(6 85.78824),(7 87.66323),(8 88.44746),(9 89.38222),(10 91.06958),(11 92.09488),(12 93.341415),(13 94.874664),(14 94.15335),(15 91.92931),(16 91.50888),(17 91.993484),(18 92.27708),(19 92.26134),(20 93.095314),(21 93.09812),(22 93.17944),(23 92.728386),(24 92.6382),(25 92.24311),(26 92.207214),(27 90.963875),(28 91.13349),(29 90.95956),(30 90.705154),(31 89.777145),(32 89.32039),(33 90.01084),(34 89.651146),(35 88.15937),(36 88.81808),(37 88.36658),(38 89.956924),(39 88.61184),(40 89.30414),(41 89.92318),(42 90.32708),(43 91.30137),(44 91.19033),(45 91.09632),(46 90.84941),(47 90.857056),(48 91.4056),(49 90.38927),(50 93.045525),(51 91.87616),(52 93.35765),(53 93.172226),(54 93.12093),(55 93.310036),(56 93.96151),(57 93.66332),(58 93.115204),(59 92.44143),(60 93.4993),(61 94.559135),(62 94.49641),(63 93.941795),(64 93.951256),(65 94.226585),(66 95.022194),(67 94.31043),(68 94.703575),(69 95.325424),(70 95.87439),(71 95.54326),(72 96.46587),(73 97.14736),(74 98.8099),(75 97.224266),(76 97.69495),(77 97.43089),(78 96.28218),(79 95.68172),
(1 65.73973),(2 74.60066),(3 77.684265),(4 80.65412),(5 82.2964),(6 84.48685),(7 85.836716),(8 86.34733),(9 86.59568),(10 88.67232),(11 90.04503),(12 90.01956),(13 91.664406),(14 92.18311),(15 89.80346),(16 89.13111),(17 89.396996),(18 89.29323),(19 89.70652),(20 89.6573),(21 89.826706),(22 91.10108),(23 89.84977),(24 90.10422),(25 90.27582),(26 90.99111),(27 87.94598),(28 88.598915),(29 87.13915),(30 88.102325),(31 87.67654),(32 87.927185),(33 87.76475),(34 87.41608),(35 85.62218),(36 85.5269),(37 85.06797),(38 87.08432),(39 86.46143),(40 87.395615),(41 87.02994),(42 87.29867),(43 87.7514),(44 87.48041),(45 88.60564),(46 88.02603),(47 88.76083),(48 89.04338),(49 89.31683),(50 90.86051),(51 88.75794),(52 90.93487),(53 90.11587),(54 88.79302),(55 90.03379),(56 90.319565),(57 89.98886),(58 89.213715),(59 89.35128),(60 91.01509),(61 91.554016),(62 91.620445),(63 90.14666),(64 90.51514),(65 92.12643),(66 91.82984),(67 91.54519),(68 90.78538),(69 92.32447),(70 92.058495),(71 92.04443),(72 94.82992),(73 95.81335),(74 96.24445),(75 94.95636),(76 94.652504),(77 94.07795),(78 93.90437),(79 92.49176),
(1 65.292564),(2 74.68508),(3 77.32191),(4 80.806526),(5 82.64477),(6 84.35488),(7 86.3608),(8 87.393936),(9 88.57007),(10 89.198654),(11 89.65877),(12 90.73086),(13 90.962944),(14 92.120155),(15 90.29055),(16 90.04926),(17 90.79513),(18 90.54025),(19 91.12298),(20 90.92765),(21 92.09038),(22 92.37158),(23 91.080025),(24 91.91607),(25 91.67444),(26 90.92274),(27 89.80104),(28 91.59778),(29 90.81538),(30 89.52849),(31 88.57869),(32 88.97779),(33 88.852715),(34 88.53369),(35 87.915504),(36 87.992874),(37 87.63058),(38 87.93681),(39 86.84629),(40 88.02942),(41 89.23486),(42 88.75097),(43 89.14291),(44 88.34016),(45 89.33276),(46 89.636375),(47 90.03587),(48 91.712746),(49 90.413605),(50 92.49744),(51 89.815765),(52 90.702),(53 90.954704),(54 89.68794),(55 90.26283),(56 90.14516),(57 90.13444),(58 90.12706),(59 89.14999),(60 89.98612),(61 91.10909),(62 92.589966),(63 89.74008),(64 91.31869),(65 92.85073),(66 93.06016),(67 94.07156),(68 93.6445),(69 93.78924),(70 94.587326),(71 95.62816),(72 96.624115),(73 97.92324),(74 98.10667),(75 97.08146),(76 97.077736),(77 96.01913),(78 95.3395),(79 93.15403),
(1 64.58772),(2 74.48849),(3 77.491066),(4 81.05643),(5 82.8677),(6 85.32125),(7 84.819466),(8 85.79467),(9 87.87956),(10 87.90639),(11 88.707184),(12 90.5958),(13 90.692566),(14 92.09482),(15 89.46788),(16 89.21039),(17 89.40605),(18 90.140114),(19 89.5845),(20 91.12697),(21 90.32463),(22 89.47561),(23 89.68669),(24 89.16495),(25 89.56355),(26 89.07507),(27 87.321075),(28 88.70345),(29 87.70339),(30 87.27101),(31 87.53641),(32 87.861916),(33 86.8674),(34 85.88109),(35 84.71879),(36 84.99668),(37 86.467155),(38 86.70972),(39 84.67557),(40 84.25185),(41 85.46632),(42 85.64691),(43 86.39011),(44 87.228096),(45 86.41085),(46 87.37353),(47 86.93056),(48 88.60169),(49 88.999596),(50 88.99243),(51 87.2439),(52 88.4695),(53 88.57491),(54 88.438156),(55 89.60662),(56 88.685936),(57 88.29037),(58 88.87516),(59 86.9351),(60 87.83109),(61 89.511444),(62 89.619156),(63 87.91397),(64 89.13773),(65 90.1149),(66 89.20136),(67 89.33417),(68 89.40458),(69 89.31658),(70 89.59061),(71 90.70683),(72 92.39583),(73 93.18509),(74 94.38831),(75 92.11386),(76 93.11502),(77 92.38867),(78 91.356125),(79 90.43942),
(1 62.867085),(2 73.7609),(3 76.53791),(4 79.51402),(5 81.8275),(6 84.06869),(7 83.687386),(8 85.96269),(9 87.763916),(10 88.88774),(11 89.74685),(12 90.76259),(13 91.408676),(14 92.61103),(15 89.44544),(16 89.4436),(17 89.076324),(18 89.49386),(19 90.02717),(20 91.1308),(21 90.6905),(22 89.55162),(23 88.480125),(24 88.72319),(25 88.928276),(26 89.4253),(27 87.55838),(28 87.18682),(29 86.01465),(30 85.83282),(31 85.780495),(32 85.97567),(33 85.282295),(34 85.640434),(35 84.3762),(36 86.01375),(37 85.59551),(38 87.27573),(39 84.5616),(40 84.74774),(41 85.24312),(42 85.74674),(43 85.70517),(44 87.501785),(45 87.097244),(46 87.48647),(47 87.37378),(48 88.44805),(49 88.63747),(50 89.83742),(51 88.3666),(52 89.31477),(53 88.9013),(54 89.28229),(55 88.54392),(56 88.039795),(57 89.24455),(58 87.83655),(59 87.888336),(60 88.25823),(61 90.24373),(62 90.955536),(63 89.192955),(64 90.97197),(65 91.231865),(66 91.42669),(67 92.094955),(68 92.231895),(69 93.28772),(70 93.50219),(71 93.453735),(72 94.04661),(73 93.90682),(74 95.07313),(75 93.75974),(76 94.421974),(77 92.64186),(78 92.13474),(79 91.25637),
(1 63.66177),(2 72.199844),(3 76.189896),(4 79.19249),(5 79.976944),(6 81.33067),(7 81.95669),(8 84.58104),(9 84.869835),(10 85.914055),(11 85.73643),(12 88.78955),(13 88.067406),(14 88.35361),(15 87.41206),(16 86.63632),(17 86.473305),(18 86.80889),(19 87.49349),(20 87.67769),(21 88.184135),(22 87.6964),(23 87.16346),(24 86.73098),(25 86.902),(26 86.81491),(27 84.854195),(28 86.21048),(29 86.24311),(30 85.863976),(31 84.98043),(32 84.457504),(33 84.6867),(34 84.866974),(35 83.99626),(36 84.70792),(37 83.43239),(38 84.69461),(39 83.55632),(40 82.90372),(41 83.50642),(42 84.53304),(43 83.463104),(44 85.68235),(45 85.398766),(46 84.82674),(47 85.79967),(48 86.29846),(49 86.58259),(50 86.44297),(51 85.70585),(52 86.60379),(53 86.7385),(54 86.37207),(55 86.71794),(56 86.23229),(57 86.28234),(58 86.95152),(59 87.02253),(60 87.42069),(61 89.431015),(62 89.56624),(63 88.096634),(64 88.827774),(65 89.62706),(66 89.34179),(67 90.22475),(68 89.41348),(69 88.97356),(70 89.77721),(71 88.96646),(72 91.08217),(73 91.78759),(74 92.69295),(75 91.20409),(76 90.64726),(77 90.60348),(78 90.496666),(79 88.12453),
(1 63.26595),(2 71.479614),(3 75.84156),(4 78.38514),(5 80.05543),(6 81.520676),(7 83.4905),(8 84.25031),(9 85.65105),(10 86.21769),(11 87.04774),(12 88.880455),(13 89.606705),(14 89.404076),(15 86.64906),(16 87.15178),(17 87.485725),(18 87.084526),(19 88.20572),(20 89.0821),(21 89.12153),(22 88.71872),(23 87.878555),(24 88.19513),(25 88.743195),(26 88.78241),(27 86.63858),(28 87.237915),(29 86.338715),(30 86.27434),(31 85.51487),(32 84.72375),(33 85.129585),(34 83.83712),(35 83.3072),(36 83.098694),(37 83.80009),(38 85.034096),(39 83.56586),(40 83.98367),(41 85.1585),(42 85.36724),(43 84.42875),(44 85.456985),(45 84.993416),(46 85.260735),(47 86.05944),(48 85.49606),(49 86.44423),(50 88.04127),(51 86.570496),(52 87.93),(53 87.83479),(54 87.6402),(55 87.01438),(56 85.982925),(57 86.388565),(58 86.998634),(59 86.68119),(60 85.841354),(61 87.557465),(62 88.08419),(63 87.59527),(64 87.5828),(65 89.94276),(66 89.323906),(67 89.79283),(68 89.287224),(69 90.7394),(70 90.39396),(71 90.366974),(72 90.82923),(73 92.03766),(74 92.033134),(75 91.484406),(76 91.11607),(77 90.60472),(78 89.33385),(79 88.4522),
(1 62.407078),(2 71.12416),(3 75.0687),(4 78.53969),(5 80.54084),(6 81.85227),(7 83.105896),(8 84.01941),(9 84.82588),(10 84.482376),(11 86.09899),(12 87.36127),(13 88.452126),(14 88.01821),(15 86.08013),(16 86.770035),(17 85.91308),(18 86.024605),(19 85.98153),(20 87.16815),(21 87.57782),(22 87.09526),(23 85.599884),(24 85.862144),(25 86.84539),(26 85.87311),(27 83.16459),(28 83.887535),(29 83.909805),(30 84.81131),(31 84.4747),(32 84.05142),(33 84.34828),(34 83.61046),(35 83.34555),(36 83.11302),(37 83.5064),(38 84.13595),(39 83.43454),(40 82.83951),(41 84.080055),(42 85.10736),(43 85.23253),(44 85.47947),(45 85.51832),(46 84.96143),(47 85.590416),(48 86.0761),(49 86.41734),(50 87.619026),(51 86.03699),(52 87.39557),(53 87.808784),(54 86.70305),(55 86.61956),(56 86.95238),(57 86.55886),(58 86.626114),(59 87.01704),(60 87.27444),(61 89.24662),(62 89.29851),(63 87.15868),(64 87.69146),(65 89.24507),(66 89.57157),(67 88.42871),(68 87.54385),(69 88.9142),(70 89.46881),(71 89.221214),(72 89.98745),(73 92.35778),(74 91.82272),(75 90.5469),(76 90.86831),(77 89.58242),(78 88.263756),(79 87.499825),
