1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11376.867),(2 28079.172),(3 56472),(4 85299.68),(5 116210.01),(6 139714.64),(7 167494.48),(8 191225.92),(9 218667.75),(10 240342.42),(11 266153.4),(12 281354.1),(13 298776.4),(14 306820.1),(15 320425.75),(16 329667.34),(17 340800.34),(18 350834.97),(19 362642.34),(20 375368.6),(21 389878.9),(22 413684.16),(23 436875.53),(24 462768.4),(25 499585.28),(26 537118.2),(27 580913.2),(28 631932.94),(29 687568.2),(30 744389.44),(31 806020.94),(32 884477.5),(33 968706.3),(34 1055008.1),(35 1138207.6),(36 1223337.3),(37 1307221.5),(38 1391570),(39 1465005.5),(40 1531325.9),(41 1596453.1),(42 1655114.5),(43 1704234),(44 1741203.1),(45 1767597.6),(46 1784713.6),(47 1801920),(48 1817938),(49 1837209),(50 1844270.1),(51 1863112.4),(52 1871863.6),(53 1881275),(54 1872287.1),(55 1856789.9),(56 1842739),(57 1824072.5),(58 1810652.5),(59 1784267),(60 1765340.5),(61 1755196.6),(62 1758525.4),(63 1764823.6),(64 1769914),(65 1785064),(66 1791060),(67 1799189.6),(68 1808847.1),(69 1816664),(70 1828674.9),(71 1845216.4),(72 1854117.4),(73 1890347),(74 1918453.4),(75 1959969),(76 2009025.4),(77 2075282.6),(78 2136037.3),(79 2184034.8),
(1 26.676363),(2 28.578077),(3 31.081678),(4 32.077988),(5 32.65219),(6 33.507732),(7 33.37848),(8 33.86328),(9 34.287647),(10 34.835648),(11 34.92198),(12 35.46814),(13 36.41112),(14 36.139328),(15 36.182888),(16 36.740448),(17 36.557785),(18 36.685925),(19 37.012962),(20 37.30111),(21 37.41194),(22 37.50547),(23 37.439888),(24 37.52499),(25 37.76003),(26 38.188725),(27 38.02742),(28 38.23871),(29 38.14162),(30 38.388863),(31 38.38763),(32 38.11274),(33 38.44381),(34 38.43708),(35 38.45286),(36 38.649944),(37 38.578514),(38 38.629852),(39 38.651184),(40 38.397522),(41 38.413498),(42 38.007072),(43 38.679874),(44 38.540657),(45 38.381645),(46 38.262253),(47 38.300163),(48 38.143345),(49 38.715954),(50 38.76097),(51 38.696373),(52 38.574757),(53 38.930645),(54 38.941143),(55 38.565697),(56 38.18264),(57 38.39605),(58 38.616962),(59 38.273117),(60 38.599667),(61 38.960045),(62 39.395134),(63 39.43566),(64 38.9862),(65 39.31926),(66 39.145805),(67 39.19418),(68 39.26984),(69 39.46253),(70 39.229046),(71 38.878742),(72 38.973515),(73 39.227123),(74 39.41145),(75 39.116238),(76 39.402843),(77 39.2974),(78 39.17598),(79 39.277016),
(1 26.385893),(2 28.187561),(3 30.36258),(4 31.194729),(5 32.169437),(6 33.068275),(7 33.320652),(8 33.856),(9 33.90027),(10 34.115704),(11 33.905758),(12 34.55988),(13 35.17967),(14 35.862957),(15 35.354458),(16 35.796543),(17 36.175716),(18 36.3425),(19 35.93142),(20 36.13492),(21 36.54763),(22 36.5431),(23 36.707726),(24 36.702503),(25 37.412933),(26 37.164528),(27 36.832405),(28 37.26514),(29 37.12807),(30 37.089363),(31 37.201397),(32 37.242702),(33 37.475643),(34 37.26025),(35 37.63225),(36 37.349957),(37 37.395687),(38 37.986725),(39 37.64637),(40 38.061905),(41 38.23821),(42 38.10211),(43 38.76022),(44 38.760315),(45 38.692444),(46 38.729565),(47 38.39365),(48 38.854275),(49 39.06929),(50 38.925053),(51 38.790615),(52 38.869595),(53 38.77238),(54 39.096214),(55 38.8071),(56 39.192833),(57 38.616684),(58 39.040237),(59 38.943295),(60 38.951176),(61 38.752262),(62 39.117134),(63 38.7694),(64 39.079784),(65 39.01221),(66 38.63128),(67 39.162914),(68 39.36522),(69 39.18395),(70 39.277466),(71 39.137905),(72 38.786076),(73 39.385708),(74 39.66534),(75 39.074345),(76 39.185978),(77 39.163578),(78 39.29975),(79 39.474186),
(1 25.788876),(2 27.94757),(3 30.061966),(4 30.795204),(5 31.731619),(6 32.66893),(7 32.791985),(8 33.852043),(9 33.708607),(10 33.821934),(11 34.507813),(12 34.640644),(13 35.27662),(14 35.8644),(15 35.400154),(16 35.72021),(17 36.3177),(18 36.26076),(19 36.439545),(20 36.470387),(21 36.85085),(22 36.65488),(23 36.22138),(24 36.570755),(25 36.859028),(26 37.217857),(27 36.920277),(28 37.288593),(29 37.63154),(30 37.40075),(31 37.409527),(32 37.483345),(33 37.6991),(34 37.451996),(35 37.417854),(36 37.598328),(37 37.969837),(38 37.92181),(39 37.879303),(40 37.8121),(41 38.050575),(42 38.255783),(43 37.880486),(44 38.101723),(45 37.938656),(46 37.98262),(47 38.13203),(48 38.51697),(49 38.590366),(50 38.454556),(51 38.66479),(52 38.508755),(53 38.51054),(54 38.244553),(55 38.34572),(56 38.48281),(57 38.02205),(58 38.11893),(59 38.235332),(60 38.343327),(61 38.639935),(62 38.8711),(63 38.44468),(64 38.465878),(65 38.395756),(66 38.30005),(67 38.59929),(68 38.3147),(69 38.71857),(70 38.40818),(71 38.548214),(72 38.10882),(73 38.86262),(74 38.973602),(75 38.71258),(76 38.39329),(77 38.170788),(78 38.04419),(79 38.371925),
(1 25.850685),(2 28.44522),(3 30.426529),(4 31.296045),(5 32.45828),(6 32.4722),(7 32.81757),(8 33.499546),(9 33.94222),(10 34.097885),(11 34.374203),(12 34.97964),(13 35.57477),(14 35.64427),(15 35.77203),(16 35.68789),(17 36.23613),(18 36.435345),(19 36.643234),(20 37.087933),(21 37.08546),(22 36.6929),(23 37.39477),(24 36.80483),(25 37.68857),(26 37.77256),(27 37.70226),(28 37.807583),(29 38.15896),(30 37.8315),(31 38.35701),(32 37.853855),(33 38.32187),(34 38.53462),(35 38.814346),(36 38.602013),(37 38.51217),(38 38.952328),(39 38.818497),(40 39.07061),(41 38.432434),(42 38.85989),(43 38.856068),(44 38.957333),(45 38.790638),(46 38.63408),(47 38.50926),(48 38.768024),(49 38.755363),(50 38.902973),(51 38.284687),(52 38.394855),(53 38.92615),(54 38.707504),(55 38.650593),(56 39.147507),(57 39.22452),(58 39.075676),(59 39.042717),(60 39.474857),(61 39.242584),(62 39.29287),(63 39.2116),(64 39.333504),(65 38.75264),(66 39.294666),(67 39.86378),(68 39.635406),(69 39.910004),(70 40.071606),(71 39.977272),(72 39.318005),(73 40.07129),(74 40.442577),(75 39.513554),(76 39.886486),(77 39.82152),(78 39.40267),(79 39.949654),
(1 25.200726),(2 27.798815),(3 29.910257),(4 30.988731),(5 31.667837),(6 32.287792),(7 32.743614),(8 33.089333),(9 33.666252),(10 34.24904),(11 34.01845),(12 34.601807),(13 34.804047),(14 35.337025),(15 35.145386),(16 35.34654),(17 35.445297),(18 35.36497),(19 35.72754),(20 35.735516),(21 36.006622),(22 36.077213),(23 36.20265),(24 36.147755),(25 36.61066),(26 36.957367),(27 36.835087),(28 36.898865),(29 36.773903),(30 36.86267),(31 37.36998),(32 37.202744),(33 37.535694),(34 37.231007),(35 37.216087),(36 37.49727),(37 37.452877),(38 37.773357),(39 37.87481),(40 37.60592),(41 38.212257),(42 37.900352),(43 37.859665),(44 38.47113),(45 38.03767),(46 37.912777),(47 37.81789),(48 38.070652),(49 37.751415),(50 38.515766),(51 37.964462),(52 38.15392),(53 38.382256),(54 38.147274),(55 38.347034),(56 38.621227),(57 38.651726),(58 38.78824),(59 39.265488),(60 39.093426),(61 38.632492),(62 39.012558),(63 38.682),(64 39.225723),(65 39.195065),(66 39.095516),(67 38.903553),(68 38.783237),(69 38.97837),(70 38.799416),(71 38.47996),(72 39.01376),(73 38.64141),(74 39.301826),(75 38.81095),(76 38.735096),(77 38.930176),(78 39.214436),(79 39.48236),
(1 25.56925),(2 27.442917),(3 29.44313),(4 30.783438),(5 31.781275),(6 32.101707),(7 32.49625),(8 33.087788),(9 33.475163),(10 33.97395),(11 33.769432),(12 34.0754),(13 34.639206),(14 34.997093),(15 34.802208),(16 34.99169),(17 35.161304),(18 35.576763),(19 35.573093),(20 35.983517),(21 36.345825),(22 36.268646),(23 36.29291),(24 36.48229),(25 36.584393),(26 37.107613),(27 36.777046),(28 36.906555),(29 36.981506),(30 37.12189),(31 37.272427),(32 36.925068),(33 37.12813),(34 36.973396),(35 36.91963),(36 37.09571),(37 37.381855),(38 37.514507),(39 37.475033),(40 37.42018),(41 37.066654),(42 36.84782),(43 37.10263),(44 37.22577),(45 36.93165),(46 36.733547),(47 36.931732),(48 37.484123),(49 37.55691),(50 37.610313),(51 37.748592),(52 37.604294),(53 37.91892),(54 37.630173),(55 38.090557),(56 38.151966),(57 37.51112),(58 37.652485),(59 37.733154),(60 37.950928),(61 37.931625),(62 37.97347),(63 37.69987),(64 38.215416),(65 38.22813),(66 38.455406),(67 38.273273),(68 38.48458),(69 38.211926),(70 38.23676),(71 38.2043),(72 38.14221),(73 38.244392),(74 38.41608),(75 38.322372),(76 38.224766),(77 37.871357),(78 38.092327),(79 38.53835),
(1 25.580738),(2 28.146486),(3 29.9869),(4 31.321022),(5 31.682508),(6 32.188396),(7 32.74233),(8 33.14871),(9 33.75895),(10 34.114937),(11 34.264317),(12 34.429836),(13 34.600384),(14 34.9575),(15 35.000683),(16 35.424377),(17 35.26913),(18 35.323887),(19 35.59354),(20 36.424503),(21 36.582726),(22 36.324432),(23 36.69204),(24 36.731735),(25 36.72515),(26 37.688923),(27 36.984364),(28 37.17616),(29 37.395756),(30 37.16943),(31 37.391216),(32 37.179764),(33 37.429176),(34 37.313515),(35 37.43038),(36 37.375145),(37 37.229267),(38 37.881943),(39 38.041454),(40 37.925423),(41 38.21581),(42 37.985733),(43 38.054405),(44 37.961098),(45 37.870842),(46 37.764023),(47 37.748962),(48 37.988815),(49 37.962223),(50 38.09046),(51 38.081966),(52 37.97401),(53 38.44191),(54 38.309235),(55 38.638275),(56 38.50315),(57 38.427902),(58 38.434635),(59 38.03899),(60 38.051254),(61 38.221825),(62 38.308537),(63 38.229084),(64 38.045643),(65 38.364063),(66 38.08026),(67 37.963516),(68 38.591618),(69 38.492184),(70 38.626896),(71 38.76215),(72 39.107594),(73 39.415234),(74 39.109695),(75 38.845135),(76 39.29991),(77 39.03972),(78 39.014286),(79 39.087326),
(1 25.27795),(2 27.608856),(3 29.69531),(4 30.702122),(5 31.561945),(6 31.999151),(7 32.44704),(8 32.85124),(9 32.816868),(10 33.399963),(11 33.65824),(12 34.477863),(13 34.077522),(14 34.362076),(15 34.945637),(16 35.418327),(17 35.272083),(18 35.13138),(19 34.74946),(20 35.297592),(21 35.43544),(22 35.090305),(23 35.546413),(24 35.571358),(25 35.803516),(26 36.017006),(27 35.68111),(28 36.11202),(29 35.690784),(30 36.026714),(31 36.348743),(32 36.514706),(33 36.671574),(34 36.40738),(35 36.647774),(36 36.785385),(37 36.433376),(38 36.476227),(39 36.681763),(40 36.580017),(41 36.86621),(42 36.6677),(43 37.02718),(44 37.214527),(45 37.303852),(46 37.179497),(47 37.43134),(48 37.252125),(49 37.22273),(50 37.277447),(51 37.561447),(52 37.825928),(53 37.39325),(54 37.362408),(55 37.38928),(56 37.42534),(57 37.35782),(58 37.185795),(59 37.484104),(60 37.534843),(61 37.71842),(62 37.710434),(63 37.92235),(64 37.685482),(65 37.742104),(66 38.09548),(67 38.15651),(68 38.010017),(69 37.800316),(70 37.84121),(71 38.06751),(72 38.053066),(73 38.07169),(74 38.33264),(75 38.02226),(76 38.270607),(77 38.046513),(78 38.20586),(79 39.021828),
(1 25.318802),(2 27.594349),(3 29.808054),(4 30.7094),(5 31.084154),(6 31.788876),(7 32.435173),(8 32.996765),(9 33.03085),(10 33.414425),(11 33.75682),(12 34.18391),(13 34.79887),(14 34.836754),(15 34.988068),(16 34.915924),(17 35.231876),(18 34.996506),(19 35.07566),(20 35.567524),(21 35.4918),(22 35.602856),(23 35.8398),(24 36.21101),(25 35.936016),(26 36.390003),(27 36.182224),(28 36.51726),(29 36.170563),(30 36.411026),(31 36.80668),(32 37.36905),(33 37.28831),(34 37.198734),(35 37.25348),(36 37.118397),(37 37.059467),(38 37.535206),(39 37.57471),(40 37.51473),(41 37.39436),(42 37.515022),(43 37.516266),(44 37.758965),(45 37.418694),(46 37.32973),(47 37.399403),(48 37.25191),(49 37.45708),(50 37.4681),(51 37.655006),(52 38.003258),(53 37.722008),(54 37.819996),(55 37.890278),(56 37.82792),(57 37.91514),(58 37.91758),(59 38.12826),(60 38.270638),(61 38.553715),(62 38.34535),(63 38.40064),(64 38.531376),(65 38.141567),(66 38.129883),(67 38.513523),(68 38.609592),(69 38.760048),(70 38.289646),(71 38.036335),(72 38.48316),(73 38.341515),(74 38.537487),(75 38.43949),(76 38.351513),(77 38.64783),(78 38.521217),(79 38.74174),
(1 25.396416),(2 27.55819),(3 29.858614),(4 31.031704),(5 31.54303),(6 31.76684),(7 32.321487),(8 32.375084),(9 33.3566),(10 33.626053),(11 33.86236),(12 34.47051),(13 34.361454),(14 34.536106),(15 34.668697),(16 34.623405),(17 34.895397),(18 34.92647),(19 34.665035),(20 35.460842),(21 35.35623),(22 35.417988),(23 35.396275),(24 35.045273),(25 35.554607),(26 35.98576),(27 35.6386),(28 35.943867),(29 36.267334),(30 36.09733),(31 35.7668),(32 36.06061),(33 35.95578),(34 35.86305),(35 36.190723),(36 36.65737),(37 36.42668),(38 36.82769),(39 37.02129),(40 37.283096),(41 36.911926),(42 36.60091),(43 36.801918),(44 37.05913),(45 37.015175),(46 36.966404),(47 36.634373),(48 36.72401),(49 36.745926),(50 36.740746),(51 36.921227),(52 36.984016),(53 36.70567),(54 37.18181),(55 37.015217),(56 36.6512),(57 36.663326),(58 37.255047),(59 37.158924),(60 37.29337),(61 37.355457),(62 37.449738),(63 37.37666),(64 37.265553),(65 37.41852),(66 37.28375),(67 37.656883),(68 37.252758),(69 37.544315),(70 37.766655),(71 37.61798),(72 37.676876),(73 38.12542),(74 38.1722),(75 37.9245),(76 37.97951),(77 38.14689),(78 38.091724),(79 38.164192),
(1 25.276384),(2 27.53299),(3 29.56979),(4 30.62231),(5 31.346481),(6 32.309303),(7 32.436146),(8 33.1064),(9 33.60332),(10 33.90522),(11 33.926285),(12 34.271862),(13 34.395782),(14 34.736965),(15 34.90941),(16 35.16804),(17 35.251507),(18 35.5743),(19 35.498158),(20 35.564457),(21 35.81508),(22 35.95007),(23 35.687717),(24 36.107494),(25 36.104305),(26 36.59957),(27 36.444263),(28 36.758987),(29 36.481857),(30 36.685448),(31 36.517242),(32 36.542465),(33 36.84662),(34 36.69467),(35 36.54519),(36 37.205288),(37 36.84948),(38 37.394707),(39 37.386593),(40 37.44623),(41 37.666164),(42 37.46861),(43 37.333755),(44 37.62717),(45 37.374687),(46 37.06509),(47 36.891697),(48 37.32319),(49 37.043842),(50 36.979992),(51 36.612297),(52 37.232494),(53 37.040302),(54 37.802242),(55 37.169464),(56 37.52955),(57 37.76957),(58 37.872627),(59 37.877136),(60 38.166565),(61 38.31014),(62 37.801373),(63 37.569508),(64 37.81518),(65 38.41507),(66 38.05313),(67 38.115482),(68 38.706417),(69 38.58042),(70 38.920868),(71 38.904087),(72 38.761417),(73 38.977898),(74 38.816437),(75 38.53407),(76 38.73856),(77 38.520985),(78 38.52751),(79 38.467075),
(1 24.859594),(2 26.96843),(3 29.532196),(4 30.442162),(5 30.816902),(6 31.253819),(7 32.116524),(8 32.455284),(9 32.75863),(10 33.792206),(11 33.934647),(12 34.105164),(13 34.658745),(14 34.6904),(15 34.651913),(16 34.875793),(17 35.296555),(18 35.1608),(19 35.352),(20 35.54732),(21 35.30737),(22 35.55186),(23 35.705368),(24 35.71952),(25 35.79288),(26 36.245117),(27 36.22819),(28 36.06104),(29 36.2955),(30 36.341652),(31 36.588223),(32 36.326355),(33 36.52276),(34 36.254795),(35 36.836765),(36 36.61624),(37 36.88189),(38 36.87603),(39 37.097725),(40 37.082592),(41 37.129204),(42 36.953285),(43 36.68395),(44 36.561302),(45 36.722904),(46 36.848682),(47 36.51361),(48 36.55406),(49 36.77307),(50 36.96202),(51 36.599514),(52 36.56978),(53 37.142235),(54 37.23065),(55 37.155296),(56 36.926098),(57 36.976738),(58 36.785328),(59 36.991776),(60 37.620308),(61 37.89014),(62 37.95548),(63 37.96561),(64 37.787403),(65 37.823322),(66 37.579918),(67 37.475567),(68 37.62095),(69 37.67857),(70 37.40846),(71 37.920834),(72 37.547626),(73 37.87722),(74 37.836544),(75 37.8224),(76 37.494305),(77 37.80563),(78 38.14011),(79 38.142845),
(1 24.862093),(2 26.960463),(3 29.570778),(4 30.047184),(5 30.787926),(6 31.504519),(7 31.683668),(8 31.948946),(9 32.23838),(10 32.787014),(11 32.666065),(12 33.42748),(13 34.03276),(14 33.680744),(15 34.02898),(16 34.379967),(17 34.289276),(18 34.708668),(19 34.397526),(20 34.434643),(21 34.343887),(22 34.656868),(23 34.596054),(24 34.73164),(25 35.30524),(26 35.812336),(27 35.75989),(28 36.01859),(29 36.069687),(30 36.59344),(31 36.488377),(32 36.411247),(33 36.81166),(34 36.363346),(35 36.677742),(36 36.8532),(37 37.37484),(38 37.282738),(39 37.251614),(40 37.331253),(41 37.42435),(42 37.412086),(43 37.317074),(44 36.76073),(45 36.922794),(46 37.418873),(47 36.576538),(48 36.93224),(49 36.88167),(50 36.69492),(51 36.651405),(52 36.95493),(53 37.010147),(54 36.585487),(55 36.904392),(56 37.017735),(57 36.753994),(58 36.86117),(59 37.168797),(60 37.123974),(61 37.557926),(62 37.083607),(63 37.089725),(64 37.347916),(65 37.196354),(66 37.489548),(67 37.42753),(68 37.404003),(69 37.144978),(70 37.332096),(71 37.60754),(72 37.363747),(73 37.746174),(74 38.08853),(75 37.528786),(76 37.455948),(77 37.917564),(78 37.766838),(79 38.11409),
(1 24.947044),(2 27.250437),(3 29.317327),(4 30.120605),(5 31.098368),(6 31.384468),(7 32.120747),(8 32.79201),(9 32.935562),(10 33.349976),(11 33.301224),(12 33.809338),(13 34.014458),(14 34.431667),(15 34.375668),(16 34.843178),(17 34.85155),(18 34.824703),(19 34.688976),(20 34.774418),(21 34.695656),(22 34.916912),(23 34.958565),(24 35.221554),(25 35.40049),(26 35.699806),(27 35.75969),(28 36.11946),(29 35.984818),(30 35.809563),(31 36.04118),(32 36.68048),(33 35.995365),(34 36.38276),(35 36.811436),(36 36.47808),(37 36.54279),(38 36.93057),(39 36.86583),(40 36.681053),(41 36.91641),(42 37.006836),(43 36.67224),(44 37.00945),(45 37.354496),(46 37.230595),(47 36.701416),(48 36.485542),(49 36.60375),(50 36.717823),(51 36.82406),(52 36.96083),(53 36.455635),(54 36.67817),(55 36.709553),(56 36.70228),(57 36.922146),(58 36.894024),(59 36.777718),(60 36.898003),(61 37.154827),(62 37.032703),(63 36.85174),(64 37.072334),(65 37.512337),(66 37.73507),(67 37.515804),(68 37.642254),(69 37.52918),(70 37.349937),(71 37.315014),(72 37.29735),(73 37.777515),(74 37.681206),(75 37.95649),(76 37.961212),(77 37.99821),(78 38.082462),(79 38.608505),
(1 24.64692),(2 27.094717),(3 28.861015),(4 30.267406),(5 30.603786),(6 31.436142),(7 31.448069),(8 31.694084),(9 32.358036),(10 32.854473),(11 32.79669),(12 33.273415),(13 33.61102),(14 33.805244),(15 34.06719),(16 34.33664),(17 34.04804),(18 34.80227),(19 34.930435),(20 35.04767),(21 35.295963),(22 35.13158),(23 35.136536),(24 35.41254),(25 35.52076),(26 36.111664),(27 35.346817),(28 35.486664),(29 35.994766),(30 35.492065),(31 36.089687),(32 35.978973),(33 36.112766),(34 35.81463),(35 35.70987),(36 35.934513),(37 36.066643),(38 36.10835),(39 36.180313),(40 36.217422),(41 36.74972),(42 36.472836),(43 36.51145),(44 36.849663),(45 36.503254),(46 36.652977),(47 36.523853),(48 36.53499),(49 36.969467),(50 36.89052),(51 36.981106),(52 36.720177),(53 36.775433),(54 36.98832),(55 36.520412),(56 36.874786),(57 36.557476),(58 36.9143),(59 36.64501),(60 36.215405),(61 36.430683),(62 36.751904),(63 36.721466),(64 36.78752),(65 37.035213),(66 36.627357),(67 36.591248),(68 37.129208),(69 36.494274),(70 36.631462),(71 36.682083),(72 36.827866),(73 37.147476),(74 37.42473),(75 37.176544),(76 37.38184),(77 37.38632),(78 37.536095),(79 37.366604),
(1 24.421225),(2 26.364948),(3 28.33823),(4 29.505548),(5 30.172527),(6 30.59193),(7 31.308712),(8 31.773348),(9 32.14838),(10 32.392494),(11 32.381626),(12 32.677032),(13 33.00498),(14 33.19375),(15 33.402832),(16 33.6155),(17 33.66572),(18 33.626045),(19 33.709217),(20 34.2155),(21 34.264652),(22 33.982452),(23 33.879726),(24 34.519154),(25 34.53938),(26 34.58944),(27 34.732864),(28 34.503563),(29 34.860847),(30 34.837612),(31 34.912884),(32 35.246544),(33 35.176388),(34 35.16213),(35 35.339226),(36 35.202827),(37 35.281452),(38 35.248783),(39 36.0362),(40 35.536564),(41 35.500122),(42 35.663628),(43 35.419216),(44 35.629917),(45 35.380383),(46 35.670036),(47 35.264614),(48 35.37712),(49 35.421425),(50 35.497913),(51 35.330902),(52 35.410152),(53 35.355633),(54 35.6015),(55 36.08943),(56 36.125946),(57 35.734432),(58 35.993088),(59 35.955006),(60 35.872837),(61 36.11421),(62 36.17906),(63 36.176693),(64 36.12401),(65 36.508408),(66 36.562023),(67 36.434),(68 36.53952),(69 36.1684),(70 35.979042),(71 36.34741),(72 36.2232),(73 36.46676),(74 36.722088),(75 36.753605),(76 36.357254),(77 36.615765),(78 36.857822),(79 36.624634),
(1 24.250965),(2 26.462994),(3 28.428795),(4 29.535812),(5 30.538252),(6 30.87126),(7 31.487638),(8 31.865515),(9 32.11125),(10 32.679844),(11 32.833755),(12 32.897987),(13 33.541035),(14 33.63542),(15 33.397205),(16 33.66115),(17 34.0876),(18 34.358814),(19 34.54924),(20 34.646294),(21 34.73649),(22 34.6043),(23 34.5998),(24 34.495457),(25 35.001022),(26 35.205463),(27 34.92468),(28 35.22473),(29 35.613754),(30 35.635216),(31 35.274998),(32 35.385494),(33 34.982937),(34 35.210526),(35 35.08016),(36 35.19641),(37 35.51962),(38 35.468178),(39 35.391235),(40 35.482334),(41 35.801273),(42 35.903957),(43 35.507088),(44 35.672413),(45 35.72123),(46 35.792126),(47 35.009125),(48 35.6279),(49 35.865055),(50 35.939114),(51 35.867203),(52 35.546577),(53 35.486412),(54 35.736645),(55 35.73011),(56 36.2041),(57 36.264442),(58 36.055214),(59 36.14446),(60 36.290142),(61 36.79837),(62 37.011482),(63 37.13994),(64 36.529865),(65 36.461052),(66 36.538918),(67 36.787727),(68 36.701008),(69 36.82017),(70 36.984745),(71 37.073658),(72 36.460945),(73 36.856785),(74 37.28811),(75 36.70486),(76 36.68672),(77 36.83263),(78 37.057438),(79 37.48585),
