1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15459.916),(2 49221.234),(3 106701.65),(4 174730.63),(5 255869.39),(6 344632.25),(7 439265.8),(8 538853.75),(9 641828.94),(10 747359.56),(11 847462.94),(12 949186.4),(13 1041943.94),(14 1132208.6),(15 1221666),(16 1302123.3),(17 1376084.3),(18 1447516.1),(19 1515258.1),(20 1580725),(21 1646754.1),(22 1710130.8),(23 1778635.5),(24 1836002.4),(25 1891509.3),(26 1945309.4),(27 2006197.9),(28 2062073),(29 2124796.5),(30 2196138.5),(31 2260874),(32 2325368),(33 2397161.5),(34 2461298.5),(35 2524136),(36 2594152),(37 2648337.5),(38 2698129.5),(39 2736766),(40 2765518.3),(41 2788192.3),(42 2794272),(43 2797008.8),(44 2798142.5),(45 2800979.3),(46 2799923.3),(47 2802153.8),(48 2800556.8),(49 2801815.5),(50 2807375.3),(51 2811148.8),(52 2830304),(53 2863170.8),(54 2897792.3),(55 2937310.5),(56 2963915.3),(57 2993275.8),(58 3025743.8),(59 3051180.8),(60 3073330),(61 3085747.5),(62 3092999),(63 3092220.3),(64 3092558),(65 3075414.3),(66 3055716.8),(67 3032325.5),(68 3004737.8),(69 2975266),(70 2955751),(71 2936604.3),(72 2918274),(73 2894162.3),(74 2862730),(75 2827337.8),(76 2794003.8),(77 2759217.5),(78 2713198.3),(79 2674623),
(1 15188.95),(2 49398.625),(3 105063.79),(4 171444.06),(5 247455.25),(6 332076.44),(7 421064.47),(8 514325.38),(9 607410.94),(10 699980.3),(11 791345.7),(12 878445.5),(13 959763.5),(14 1033228.5),(15 1102068.3),(16 1159215.1),(17 1205546.6),(18 1253301.1),(19 1298236.9),(20 1343943.1),(21 1393104.4),(22 1433162.4),(23 1473476.4),(24 1512005.5),(25 1546528.5),(26 1582737.6),(27 1626244.4),(28 1676398.6),(29 1734355.9),(30 1797991.6),(31 1864103),(32 1934035.9),(33 2003665.1),(34 2072704.1),(35 2134506),(36 2192508.3),(37 2236900.3),(38 2274376.8),(39 2298634.5),(40 2313774.3),(41 2323005.8),(42 2320655),(43 2316272.3),(44 2302989.3),(45 2289432),(46 2275315),(47 2265868.3),(48 2253541),(49 2246554.5),(50 2238980.8),(51 2233395.3),(52 2227814.3),(53 2216584.5),(54 2200919.3),(55 2180459),(56 2151305.3),(57 2126054.8),(58 2096361.1),(59 2066606.5),(60 2043281.6),(61 2021815.1),(62 2007512.6),(63 1998002),(64 1995501),(65 1997391.4),(66 2018142),(67 2044638),(68 2078507.5),(69 2115961.5),(70 2167953.3),(71 2224171.8),(72 2282375.3),(73 2337832.5),(74 2395050),(75 2441356.8),(76 2493796.3),(77 2542541.8),(78 2591384.3),(79 2637596.3),
(1 15512.723),(2 50551.18),(3 105769.46),(4 171439.69),(5 249839.69),(6 338183.53),(7 429417.75),(8 526602.1),(9 624925.2),(10 720707.7),(11 814941.5),(12 904790.8),(13 990780.4),(14 1073500.6),(15 1149826.4),(16 1203867.5),(17 1248997.5),(18 1282542.9),(19 1312608.3),(20 1343561),(21 1375792.8),(22 1405042.5),(23 1436721),(24 1473252.5),(25 1506990.4),(26 1548963.5),(27 1594358.3),(28 1643071.3),(29 1692568.4),(30 1753024.8),(31 1807167.4),(32 1859079.6),(33 1912919),(34 1961294.1),(35 1995231.3),(36 2031793),(37 2060765.6),(38 2091119.4),(39 2113276.5),(40 2133014.5),(41 2152085),(42 2166023),(43 2166853.8),(44 2169796.3),(45 2167664.8),(46 2163746.5),(47 2159838.5),(48 2154614),(49 2140196),(50 2122808.5),(51 2107486.5),(52 2086847),(53 2057845),(54 2026336),(55 1991018.9),(56 1959952.4),(57 1931191.4),(58 1903512.6),(59 1879281.6),(60 1859042.9),(61 1843487.4),(62 1829734.8),(63 1820602.9),(64 1815945.9),(65 1811568.6),(66 1812368.4),(67 1816898.4),(68 1813982.3),(69 1810604.5),(70 1806926.3),(71 1806033.8),(72 1802265.5),(73 1800084.1),(74 1798117.8),(75 1794579),(76 1790133.3),(77 1783032),(78 1780585.3),(79 1778913.3),
(1 15396.581),(2 50012.184),(3 105976.54),(4 173050.56),(5 251483.95),(6 341220.28),(7 438087.8),(8 539914.75),(9 642530.6),(10 744365.2),(11 842902.06),(12 932682.2),(13 1013259.75),(14 1087907.6),(15 1154718.1),(16 1208114.1),(17 1253114.5),(18 1292938),(19 1327056.1),(20 1356372.1),(21 1380558.8),(22 1404701.3),(23 1430169.8),(24 1460187.6),(25 1485943.9),(26 1508265.3),(27 1531733.1),(28 1555901.6),(29 1578397.6),(30 1598187.9),(31 1612823.3),(32 1623091.3),(33 1628112.5),(34 1629740.5),(35 1621852.4),(36 1608663),(37 1594506.1),(38 1579470.1),(39 1568887.3),(40 1558056.5),(41 1553668.5),(42 1553974.4),(43 1564997.9),(44 1581858.1),(45 1602925.8),(46 1631152.1),(47 1668735),(48 1704098.1),(49 1740062.1),(50 1782289.6),(51 1827673.8),(52 1877755.5),(53 1924496.1),(54 1968149.9),(55 2008496),(56 2052015),(57 2094297.3),(58 2129812.5),(59 2166491.3),(60 2207385),(61 2245070.5),(62 2285950.8),(63 2326028),(64 2355255.5),(65 2376423.5),(66 2394680.8),(67 2408163.3),(68 2414199),(69 2413940.3),(70 2405262),(71 2398007),(72 2389138.8),(73 2379079.8),(74 2370737),(75 2360618),(76 2352324),(77 2344261),(78 2332669.5),(79 2322445.5),
(1 17283.748),(2 59133.457),(3 127907.57),(4 211389.36),(5 310310.03),(6 422815.8),(7 541971.3),(8 663389.56),(9 789962.5),(10 910850.56),(11 1028133.3),(12 1138618.9),(13 1236988),(14 1325548.1),(15 1401141.8),(16 1468214.9),(17 1532161.4),(18 1588879.1),(19 1645769.5),(20 1705492.5),(21 1758917.5),(22 1822388),(23 1885797.9),(24 1945933.6),(25 2006916.5),(26 2068685),(27 2129285.3),(28 2180881),(29 2240188.3),(30 2295368.5),(31 2347553),(32 2390647.8),(33 2423817.8),(34 2445891.5),(35 2458577.8),(36 2469412.3),(37 2480610.8),(38 2484365.8),(39 2492080),(40 2496742),(41 2502830),(42 2508680.5),(43 2517534.3),(44 2530477.8),(45 2542220.8),(46 2553128),(47 2563987.5),(48 2570645.8),(49 2577969.3),(50 2579942.8),(51 2585179),(52 2583449),(53 2578495),(54 2570302.8),(55 2560121.5),(56 2551166.3),(57 2541569.5),(58 2538885),(59 2534245.8),(60 2537099.3),(61 2528937),(62 2527126.3),(63 2519430.8),(64 2506326.8),(65 2488316.5),(66 2470978.8),(67 2459220.3),(68 2441194),(69 2419671.8),(70 2397744.8),(71 2377869.8),(72 2359395.5),(73 2342340.3),(74 2331315.5),(75 2315619.8),(76 2298114.3),(77 2284174),(78 2271602.8),(79 2260146.3),
(1 17986.7),(2 60353.79),(3 127809.13),(4 207541.34),(5 298617.94),(6 402616.03),(7 514516.28),(8 630210.1),(9 746542.4),(10 861013.94),(11 971135.2),(12 1072801.4),(13 1165436.6),(14 1251794.8),(15 1329119.3),(16 1397616),(17 1463980.4),(18 1524033.4),(19 1578381.3),(20 1634145.5),(21 1684148.1),(22 1731338.1),(23 1781338),(24 1823655.1),(25 1870758),(26 1916622.9),(27 1964861.1),(28 2005762.3),(29 2046731.5),(30 2087058.1),(31 2114532.8),(32 2141239.3),(33 2162394.8),(34 2180311.3),(35 2202111),(36 2220540.3),(37 2242796.8),(38 2256784.8),(39 2275094.5),(40 2296979.3),(41 2317162.8),(42 2334838.5),(43 2353247.8),(44 2369146.5),(45 2385531.8),(46 2394239.8),(47 2402458.3),(48 2406964.3),(49 2408301),(50 2402176.5),(51 2399625),(52 2387755.3),(53 2372485.3),(54 2358516.5),(55 2343465),(56 2329232.5),(57 2314639.5),(58 2297292.8),(59 2279944),(60 2258882.3),(61 2238649.8),(62 2215184.3),(63 2192415),(64 2169293.5),(65 2149406.5),(66 2130168.8),(67 2117120),(68 2103003.3),(69 2096132.8),(70 2089546.8),(71 2077359.9),(72 2064074.6),(73 2057842.6),(74 2045107.4),(75 2035343.5),(76 2019642.9),(77 2005539.5),(78 1991944.5),(79 1975238.4),
(1 20764.527),(2 72187.71),(3 151117.45),(4 243492.14),(5 349166.66),(6 463017.56),(7 581576.06),(8 700755.6),(9 815421.2),(10 923344.7),(11 1023767.06),(12 1111008),(13 1187580.4),(14 1260691.9),(15 1324679),(16 1379794.3),(17 1432499.1),(18 1480923.5),(19 1524489),(20 1569134.6),(21 1615593.3),(22 1657402.6),(23 1708157.1),(24 1762725.5),(25 1821045.4),(26 1879086.6),(27 1939893.8),(28 1988566.9),(29 2030989.1),(30 2062227),(31 2087995.4),(32 2096549.3),(33 2097787.5),(34 2094596),(35 2086284.4),(36 2083371.9),(37 2082025.3),(38 2081926.4),(39 2088225.4),(40 2103804.3),(41 2118403.3),(42 2144510),(43 2170308.8),(44 2196806),(45 2218240.8),(46 2235197.8),(47 2244339.5),(48 2250727.8),(49 2254801.5),(50 2254130),(51 2256682.5),(52 2255742.5),(53 2257648.8),(54 2260787.8),(55 2258702),(56 2259480.5),(57 2256778),(58 2254455),(59 2247200.3),(60 2236498.5),(61 2230991.5),(62 2226850.5),(63 2225674.3),(64 2228549.5),(65 2223574.3),(66 2216209.8),(67 2208204.3),(68 2200838.5),(69 2193208.5),(70 2184704.5),(71 2178075.3),(72 2170846.3),(73 2164263.5),(74 2146738.3),(75 2127475.5),(76 2109795.5),(77 2087387.4),(78 2066967.3),(79 2044165.3),
(1 20649.504),(2 69959.58),(3 146045.25),(4 236739.06),(5 340124.22),(6 451567.25),(7 569172),(8 684566.3),(9 795809.56),(10 896270),(11 987192.3),(12 1065825.3),(13 1130761.1),(14 1189686.3),(15 1237909.9),(16 1276438.1),(17 1313186.5),(18 1351598),(19 1390836.1),(20 1433632.5),(21 1485321.6),(22 1539883.3),(23 1596637.9),(24 1646476.1),(25 1693725.4),(26 1735047.9),(27 1773275),(28 1807422.1),(29 1829817.3),(30 1845221.9),(31 1850799),(32 1851865.3),(33 1850694.9),(34 1843326.6),(35 1842575.3),(36 1843656.1),(37 1852356.8),(38 1862882.4),(39 1873525),(40 1885488.9),(41 1888004.1),(42 1885457),(43 1874808.1),(44 1855152.3),(45 1830212.3),(46 1809966.4),(47 1788224.5),(48 1768494.6),(49 1751968.9),(50 1738905.8),(51 1723402.5),(52 1710026.6),(53 1699578.9),(54 1696275.5),(55 1692166.8),(56 1691996),(57 1694083.6),(58 1696540.9),(59 1697862.5),(60 1697701.1),(61 1703377.4),(62 1708666.9),(63 1721867.1),(64 1739668.1),(65 1757655),(66 1773440.8),(67 1786886.3),(68 1803504.5),(69 1812704.3),(70 1827398.5),(71 1836364),(72 1850067.5),(73 1857359.6),(74 1857621.5),(75 1860981),(76 1860975),(77 1860409.9),(78 1864710.3),(79 1866669.1),
(1 20383.305),(2 67656.086),(3 141083.08),(4 226422.5),(5 320173.63),(6 417131.75),(7 515995.3),(8 613157.1),(9 704115.4),(10 787710),(11 861672.5),(12 927053.4),(13 981743.3),(14 1027109.6),(15 1062825.5),(16 1086478.1),(17 1105179.5),(18 1121860.3),(19 1138900.3),(20 1162035.9),(21 1192119),(22 1225423.6),(23 1263920.9),(24 1301580.3),(25 1338114.1),(26 1373177.3),(27 1402239.8),(28 1430428.5),(29 1457364),(30 1479636.1),(31 1491227.8),(32 1507923.6),(33 1524451.5),(34 1539100.6),(35 1552380.1),(36 1568164.8),(37 1581365),(38 1594997),(39 1602736.5),(40 1610449),(41 1616789.3),(42 1614997.1),(43 1607024.3),(44 1596548.8),(45 1587585.3),(46 1580295.5),(47 1572920.1),(48 1569768),(49 1571155.3),(50 1576502.1),(51 1587356.3),(52 1604187.9),(53 1623391.9),(54 1639773),(55 1649744.3),(56 1658647),(57 1665481.3),(58 1667486.8),(59 1664667.9),(60 1661045.8),(61 1662033),(62 1661027.5),(63 1660049.3),(64 1661456.3),(65 1660917.8),(66 1658103.5),(67 1659949.5),(68 1660842.8),(69 1656100.3),(70 1651908),(71 1645525.3),(72 1641077.6),(73 1639576.5),(74 1639630.3),(75 1643979.3),(76 1658632.8),(77 1670682.1),(78 1695325.8),(79 1723653.8),
(1 21989.486),(2 73688.305),(3 154145.22),(4 249177.34),(5 357291.7),(6 471456.97),(7 586177.5),(8 697849.2),(9 802175.3),(10 896344.06),(11 979473.3),(12 1046173.6),(13 1103037.3),(14 1150726.5),(15 1191181.8),(16 1222152),(17 1246126.4),(18 1273246.5),(19 1302928.8),(20 1331678.8),(21 1360824.3),(22 1386611),(23 1410936.3),(24 1428882.1),(25 1449012.4),(26 1466058.6),(27 1480086.8),(28 1490859.9),(29 1495151.6),(30 1500665.3),(31 1505101.4),(32 1511392.6),(33 1523103.3),(34 1531887.1),(35 1541152.6),(36 1552995.1),(37 1560120.1),(38 1563275.8),(39 1566316),(40 1564118),(41 1557429.1),(42 1547711),(43 1536775.6),(44 1516688.4),(45 1495898),(46 1477106.4),(47 1460245.6),(48 1448326.8),(49 1438349),(50 1430152.9),(51 1427003.9),(52 1432491.4),(53 1442742),(54 1455115.6),(55 1466746.3),(56 1480178.1),(57 1494032),(58 1506897.3),(59 1522811.5),(60 1542434.6),(61 1563210.4),(62 1579498.8),(63 1593005.3),(64 1600429.9),(65 1606802.6),(66 1612277.9),(67 1618291.5),(68 1621994.8),(69 1621991.6),(70 1622941.5),(71 1624329.8),(72 1621199.1),(73 1623199.4),(74 1628350.3),(75 1627276.3),(76 1636161.8),(77 1643443),(78 1652172.5),(79 1666098),
(1 21669.982),(2 72486.88),(3 150041.2),(4 239539.11),(5 337657.38),(6 437179.78),(7 534258.4),(8 622570.25),(9 700936.9),(10 765633.1),(11 821567.8),(12 865610.5),(13 900147.75),(14 933050.4),(15 959762.06),(16 986800.1),(17 1015868.56),(18 1047835.9),(19 1081015.5),(20 1115861),(21 1149428.4),(22 1183453.6),(23 1217815.4),(24 1241050.6),(25 1263642.5),(26 1275731.9),(27 1279656.3),(28 1273557.3),(29 1262888.9),(30 1254656.5),(31 1247383.8),(32 1240331.4),(33 1240313.3),(34 1239914.4),(35 1242130),(36 1245916.8),(37 1249433.1),(38 1250086.4),(39 1250747.4),(40 1249859.1),(41 1244610.6),(42 1243742.1),(43 1246532.1),(44 1249243.8),(45 1255654),(46 1264090),(47 1275139.6),(48 1290718.6),(49 1306320),(50 1322736.3),(51 1331066.9),(52 1334939.9),(53 1333983.4),(54 1330878.5),(55 1325547.4),(56 1317851.4),(57 1311106.3),(58 1303484.6),(59 1298953.1),(60 1295153.3),(61 1295114.8),(62 1291678.6),(63 1284169.6),(64 1268990.6),(65 1252459.4),(66 1232066.4),(67 1213627.8),(68 1200733.3),(69 1182173.3),(70 1167369.6),(71 1153526),(72 1150702.9),(73 1152253.8),(74 1159399),(75 1170338),(76 1188232.8),(77 1207062.1),(78 1223887.1),(79 1241990.1),
(1 22911.867),(2 77577.86),(3 159603.75),(4 252482.89),(5 351547.9),(6 453043.13),(7 552876.25),(8 645824.9),(9 728535.06),(10 801557.8),(11 860213.3),(12 906814.75),(13 943058.44),(14 971275.25),(15 995864.9),(16 1014856.56),(17 1035757.44),(18 1059532.5),(19 1080490.1),(20 1099862.5),(21 1119687.4),(22 1134195.5),(23 1147894),(24 1155000.5),(25 1153730.5),(26 1148182),(27 1139512.5),(28 1126567.1),(29 1117147.5),(30 1108943.9),(31 1104709.5),(32 1102625.8),(33 1104502.6),(34 1108990.4),(35 1112228.4),(36 1122740.5),(37 1134282.6),(38 1149907.3),(39 1164968.8),(40 1181556.5),(41 1198921.9),(42 1213395),(43 1226766.8),(44 1234236.9),(45 1242360.3),(46 1247403.8),(47 1240178.8),(48 1234828.9),(49 1226730.5),(50 1218362.4),(51 1211060.6),(52 1205428.5),(53 1202299.8),(54 1207138.3),(55 1218179.9),(56 1230531.6),(57 1239475.6),(58 1244181.1),(59 1247477.3),(60 1243797.8),(61 1240062.6),(62 1227294.5),(63 1208892.3),(64 1183259.6),(65 1158086.8),(66 1130616.5),(67 1102125.5),(68 1081717),(69 1058794.4),(70 1042283.1),(71 1027841),(72 1018726.25),(73 1014949.7),(74 1011988.1),(75 1013315.7),(76 1020896),(77 1028910.56),(78 1041545.25),(79 1062240.3),
(1 24741.97),(2 85859.836),(3 180216.2),(4 285968.97),(5 398400.38),(6 510509.44),(7 619517.7),(8 720221.3),(9 810725.56),(10 885238.06),(11 944387.94),(12 990373.5),(13 1024385.3),(14 1049804.3),(15 1063023),(16 1068178),(17 1072681.6),(18 1074924.6),(19 1076456.9),(20 1078545.3),(21 1083850.6),(22 1088186.4),(23 1090553.3),(24 1089138),(25 1086965.9),(26 1081595.9),(27 1079773),(28 1077291.5),(29 1078205.3),(30 1081147.5),(31 1092357.3),(32 1107094.4),(33 1130385.5),(34 1149138.3),(35 1170686.8),(36 1191740.9),(37 1209046.9),(38 1225133.6),(39 1234841.8),(40 1241363.9),(41 1243212.5),(42 1237631),(43 1226840.9),(44 1220863.6),(45 1211574.1),(46 1199121.4),(47 1186355),(48 1172170.8),(49 1156971.9),(50 1141982.5),(51 1129410.4),(52 1115379.1),(53 1103676.1),(54 1098064.6),(55 1099056),(56 1106053.6),(57 1113849.6),(58 1123938.3),(59 1130464.8),(60 1134857.4),(61 1140428.6),(62 1143873.1),(63 1144233.4),(64 1146131.1),(65 1144526.8),(66 1145271.5),(67 1142778.4),(68 1142872.8),(69 1140650.8),(70 1144043),(71 1148147.6),(72 1153364.8),(73 1163080.1),(74 1169036.4),(75 1173713.3),(76 1178768.9),(77 1176888.8),(78 1174439.9),(79 1170732),
(1 22868.676),(2 78239.805),(3 161628.6),(4 255681.48),(5 355748.53),(6 454660.63),(7 549624.9),(8 638976.06),(9 717789.75),(10 781967.1),(11 830560.6),(12 866856.7),(13 894925.94),(14 919650.94),(15 939323.44),(16 959438.3),(17 980873),(18 996610.4),(19 1015292.44),(20 1029772.44),(21 1039493.25),(22 1043377.75),(23 1038099.3),(24 1032974.25),(25 1021044.8),(26 1007975.8),(27 995355.4),(28 979279.8),(29 967002.9),(30 957887.2),(31 954926.06),(32 958890.4),(33 974958.5),(34 989889.9),(35 1008529.9),(36 1027202.5),(37 1045219.3),(38 1062342),(39 1077106.1),(40 1090481.9),(41 1104960.1),(42 1112828.6),(43 1117167.9),(44 1118926.8),(45 1111804.8),(46 1100605.4),(47 1083622.6),(48 1063038.9),(49 1045366.3),(50 1030376.7),(51 1015572.6),(52 1005528.6),(53 998949.75),(54 994638.75),(55 994861),(56 999714.56),(57 1010336.06),(58 1025114.56),(59 1041518.75),(60 1059225.8),(61 1074671.9),(62 1086544.8),(63 1089703.1),(64 1088011),(65 1082209.4),(66 1072543.3),(67 1063065.3),(68 1049745.8),(69 1037107.75),(70 1028300.2),(71 1019934.75),(72 1017032.06),(73 1016545.25),(74 1018855.8),(75 1020960.56),(76 1025642.56),(77 1027246.75),(78 1030773.6),(79 1031629.5),
(1 23738.158),(2 82228.04),(3 170506.7),(4 270594.72),(5 376699.44),(6 477065.47),(7 569018.7),(8 650234.8),(9 717466.56),(10 765228.8),(11 799415.75),(12 821400.6),(13 835689),(14 848405.44),(15 855042.9),(16 862841.25),(17 870594.3),(18 879765.3),(19 892103.2),(20 905703.75),(21 919943.75),(22 934871.8),(23 945381.5),(24 953050.56),(25 957412.44),(26 960657.75),(27 962881.7),(28 964398.1),(29 968608.9),(30 979009.7),(31 996473.25),(32 1022217.3),(33 1052920.3),(34 1083013.3),(35 1117894.4),(36 1149371.3),(37 1179228.5),(38 1200573.1),(39 1214328.1),(40 1218715.5),(41 1211418.6),(42 1194766),(43 1173861.1),(44 1150464.9),(45 1127213.4),(46 1108069.8),(47 1091016.8),(48 1080386.1),(49 1077617.8),(50 1079902.4),(51 1087982.6),(52 1099867.9),(53 1110992.5),(54 1127816.9),(55 1142762.6),(56 1157187.9),(57 1170257.8),(58 1178077.5),(59 1178153.3),(60 1174063.6),(61 1161808.1),(62 1145727.1),(63 1125143.3),(64 1100474),(65 1075997.4),(66 1051918),(67 1035264.6),(68 1024090.56),(69 1016545.94),(70 1012054.5),(71 1007438.5),(72 1005959.8),(73 1006658.56),(74 1004922.06),(75 1003789.1),(76 1000757.5),(77 995737.6),(78 987344.56),(79 974424.2),
(1 22860.299),(2 77611.05),(3 159943.22),(4 249652.69),(5 344041.13),(6 431963.8),(7 512529.63),(8 583288.8),(9 641087.1),(10 683499.44),(11 718522.1),(12 748058.5),(13 776779.9),(14 807996.3),(15 834070.2),(16 855017.25),(17 876527.25),(18 894853.7),(19 913171.7),(20 929211.7),(21 943935.8),(22 952636.3),(23 957075.6),(24 953767.7),(25 943230.5),(26 930240.75),(27 915554.2),(28 900591.9),(29 893806.4),(30 888782),(31 888863.44),(32 888121.06),(33 891845.44),(34 896082.3),(35 899506.9),(36 903692.5),(37 909408.94),(38 914909.7),(39 922733.6),(40 931580.2),(41 936545.25),(42 941685.1),(43 944465.3),(44 946994.7),(45 945849.7),(46 944665.44),(47 943886.7),(48 941038.56),(49 941833.44),(50 944214.94),(51 947525.25),(52 952542.75),(53 954646.56),(54 957839.44),(55 958666.1),(56 958972.4),(57 957659.44),(58 954323.1),(59 950454.4),(60 945874.1),(61 942128.1),(62 937550.5),(63 931780.2),(64 925638.56),(65 919138.7),(66 910368.75),(67 902748.7),(68 897406.1),(69 896052.1),(70 899812.5),(71 908416.3),(72 916713.3),(73 925833.7),(74 935305.7),(75 938346.9),(76 939990.3),(77 937559.44),(78 928277.1),(79 922550.75),
(1 22829.748),(2 77968.28),(3 159755.58),(4 247514.22),(5 338835.5),(6 427335.47),(7 508490.03),(8 580137.6),(9 639244.7),(10 690698.1),(11 731266.3),(12 765867.94),(13 796550.1),(14 823218.3),(15 841938.5),(16 854018.75),(17 855160.8),(18 852707.2),(19 847374.94),(20 838419.56),(21 829405),(22 820438.3),(23 813188.25),(24 805617.6),(25 797741.7),(26 793597.94),(27 797819),(28 808942.1),(29 825485.3),(30 847245.9),(31 865862.1),(32 878787.56),(33 886817.25),(34 890729.1),(35 891241.6),(36 886304.7),(37 880731),(38 870538.9),(39 857506.5),(40 841929.44),(41 829573.44),(42 820971),(43 820344.7),(44 829568.9),(45 846244.56),(46 867181.5),(47 886342.06),(48 906684.4),(49 927356.44),(50 943968.56),(51 952737.7),(52 955419.2),(53 952683),(54 947954.3),(55 936691.6),(56 922571.1),(57 904004.56),(58 882609.5),(59 864249.75),(60 850014.25),(61 845760.7),(62 844264.06),(63 848728.25),(64 856168.56),(65 866009.25),(66 877604.44),(67 890131.56),(68 904497.25),(69 916101.7),(70 927888.4),(71 936185.5),(72 939474.9),(73 944248.7),(74 945145.1),(75 945387.3),(76 943893.94),(77 942485.5),(78 939578.56),(79 937420.25),
