1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 215242.61),(2 806100.6),(3 1724287.6),(4 2920391.8),(5 4344553),(6 5883070),(7 7532984.5),(8 9236397),(9 10873253),(10 12421710),(11 13816941),(12 15015345),(13 15971551),(14 16685593),(15 17196146),(16 17514312),(17 17672422),(18 17658574),(19 17549822),(20 17346184),(21 17101690),(22 16885338),(23 16657046),(24 16436192),(25 16262643),(26 16128826),(27 16038691),(28 15974659),(29 15885462),(30 15794769),(31 15720598),(32 15637885),(33 15520387),(34 15291701),(35 14994279),(36 14732871),(37 14536920),(38 14405884),(39 14336412),(40 14320266),(41 14329205),(42 14382044),(43 14468285),(44 14600877),(45 14728527),(46 14879009),(47 15027950),(48 15098653),(49 15147929),(50 15137974),(51 15108036),(52 15054653),(53 15006947),(54 14952526),(55 14915228),(56 14956639),(57 15026927),(58 15073329),(59 15153191),(60 15257761),(61 15411595),(62 15582365),(63 15720927),(64 15835470),(65 15905639),(66 15913528),(67 15871807),(68 15761919),(69 15622155),(70 15415457),(71 15129081),(72 14815975),(73 14529533),(74 14261345),(75 14045841),(76 13880328),(77 13785505),(78 13746286),(79 13695090),
(1 210654.05),(2 774252.94),(3 1610097),(4 2621397.8),(5 3750044.3),(6 4935658),(7 6153684),(8 7373385.5),(9 8574231),(10 9688833),(11 10714265),(12 11652071),(13 12460125),(14 13143779),(15 13780284),(16 14332995),(17 14807819),(18 15191968),(19 15486845),(20 15697923),(21 15791604),(22 15796785),(23 15791579),(24 15774661),(25 15695343),(26 15593299),(27 15498793),(28 15386065),(29 15249432),(30 15096637),(31 14966240),(32 14861344),(33 14723368),(34 14547560),(35 14325651),(36 14163888),(37 14078835),(38 14081357),(39 14139161),(40 14280405),(41 14509045),(42 14747065),(43 14949659),(44 15133289),(45 15310008),(46 15464928),(47 15552080),(48 15573297),(49 15545327),(50 15447033),(51 15307109),(52 15157637),(53 14959643),(54 14705964),(55 14482007),(56 14316907),(57 14190680),(58 14118696),(59 14053856),(60 14024105),(61 14042920),(62 14071911),(63 14098563),(64 14089664),(65 14044749),(66 13983480),(67 13892128),(68 13770312),(69 13619453),(70 13425364),(71 13225900),(72 13044381),(73 12833700),(74 12612600),(75 12454645),(76 12351112),(77 12259401),(78 12226075),(79 12251084),
(1 210892.16),(2 769444.06),(3 1578381),(4 2521147.3),(5 3556170.3),(6 4626481),(7 5681129),(8 6684589),(9 7618203),(10 8442296),(11 9171105),(12 9799776),(13 10339499),(14 10837061),(15 11348476),(16 11847601),(17 12325681),(18 12761124),(19 13129481),(20 13438838),(21 13651049),(22 13747156),(23 13713251),(24 13554285),(25 13288558),(26 12962149),(27 12625149),(28 12319951),(29 11990739),(30 11638746),(31 11278738),(32 10892261),(33 10501635),(34 10173089),(35 9880251),(36 9653576),(37 9481638),(38 9398847),(39 9336504),(40 9329650),(41 9409609),(42 9586600),(43 9788513),(44 10012703),(45 10260887),(46 10451744),(47 10619511),(48 10728913),(49 10770639),(50 10796529),(51 10811044),(52 10855864),(53 10900741),(54 10981516),(55 11083709),(56 11177984),(57 11267471),(58 11358432),(59 11438045),(60 11503777),(61 11580270),(62 11631734),(63 11661885),(64 11628250),(65 11558102),(66 11500428),(67 11463415),(68 11439028),(69 11401907),(70 11353240),(71 11313691),(72 11282737),(73 11243645),(74 11197012),(75 11183401),(76 11183702),(77 11149032),(78 11144076),(79 11191688),
(1 212882.95),(2 786436.94),(3 1630522.4),(4 2633185),(5 3735866.3),(6 4876347),(7 5969654),(8 7009099.5),(9 7968089.5),(10 8792566),(11 9472414),(12 10026121),(13 10425045),(14 10695740),(15 10913743),(16 11084132),(17 11222609),(18 11338689),(19 11448534),(20 11551706),(21 11623613),(22 11629969),(23 11526676),(24 11332279),(25 11060724),(26 10743660),(27 10404393),(28 10073674),(29 9718401),(30 9387741),(31 9108920),(32 8826408),(33 8596261),(34 8470563),(35 8452470),(36 8537608),(37 8726264),(38 9034688),(39 9349988),(40 9666183),(41 9949974),(42 10222022),(43 10419111),(44 10575206),(45 10665446),(46 10680865),(47 10614268),(48 10445377),(49 10208895),(50 10039432),(51 9944442),(52 9863571),(53 9839455),(54 9903511),(55 10032278),(56 10209947),(57 10413300),(58 10596557),(59 10760161),(60 10892639),(61 10964524),(62 11010706),(63 10988877),(64 10901971),(65 10784458),(66 10675137),(67 10558291),(68 10442696),(69 10335164),(70 10265216),(71 10200392),(72 10166988),(73 10103894),(74 10036971),(75 9986026),(76 9948356),(77 9894522),(78 9812235),(79 9719429),
(1 179689.31),(2 645244.75),(3 1329898.6),(4 2171292.5),(5 3102236.5),(6 4035054.8),(7 4917974),(8 5739686),(9 6467847.5),(10 7126797),(11 7676602.5),(12 8154143.5),(13 8530643),(14 8843790),(15 9079262),(16 9258420),(17 9406853),(18 9539495),(19 9685310),(20 9836407),(21 9934347),(22 9957633),(23 9900836),(24 9808012),(25 9655714),(26 9463564),(27 9267731),(28 9052977),(29 8825346),(30 8619841),(31 8480812),(32 8380948.5),(33 8355665),(34 8399698),(35 8528795),(36 8731301),(37 8999784),(38 9339989),(39 9728752),(40 10107582),(41 10501132),(42 10866252),(43 11182409),(44 11420543),(45 11546856),(46 11648329),(47 11657498),(48 11545134),(49 11337979),(50 11077407),(51 10791346),(52 10488727),(53 10203543),(54 9938473),(55 9684551),(56 9459032),(57 9269187),(58 9102029),(59 8992892),(60 8914059),(61 8822500),(62 8727467),(63 8634318),(64 8534144),(65 8420957),(66 8279152.5),(67 8118294.5),(68 7966029),(69 7836704),(70 7708102),(71 7593542),(72 7529980),(73 7516114),(74 7525628),(75 7577254),(76 7675751),(77 7792832),(78 7907407.5),(79 7991619),
(1 184423.67),(2 652118.7),(3 1321482.9),(4 2134283),(5 3000589),(6 3853355.5),(7 4636386),(8 5335385.5),(9 5895393.5),(10 6355125.5),(11 6715645.5),(12 6986772.5),(13 7207076.5),(14 7334929),(15 7397323),(16 7460957),(17 7517666.5),(18 7592597.5),(19 7681903.5),(20 7794299),(21 7906820.5),(22 7959402),(23 7961479),(24 7934947),(25 7835127),(26 7722838.5),(27 7622805),(28 7520495.5),(29 7432050),(30 7368455.5),(31 7389834),(32 7444845),(33 7551774),(34 7703219),(35 7926369.5),(36 8176441.5),(37 8466241),(38 8777191),(39 9095747),(40 9402479),(41 9675644),(42 9886185),(43 10045588),(44 10159966),(45 10165357),(46 10128206),(47 10048905),(48 9907186),(49 9711324),(50 9455499),(51 9170912),(52 8845818),(53 8525661),(54 8237461.5),(55 7952230.5),(56 7711129.5),(57 7508210),(58 7347522),(59 7284706),(60 7268306),(61 7297953),(62 7374979.5),(63 7451615),(64 7562813.5),(65 7658269),(66 7750161.5),(67 7797662),(68 7856185),(69 7934955.5),(70 8027832.5),(71 8113369.5),(72 8214016),(73 8265689.5),(74 8266965.5),(75 8247642.5),(76 8205893.5),(77 8144012.5),(78 8063549),(79 7975799),
(1 206044.97),(2 738301.2),(3 1505282.1),(4 2435883.5),(5 3458286.3),(6 4492486),(7 5492447),(8 6413135),(9 7229428),(10 7921219.5),(11 8501194),(12 8969749),(13 9302470),(14 9478962),(15 9549122),(16 9557878),(17 9526410),(18 9479895),(19 9446995),(20 9407011),(21 9348567),(22 9194781),(23 8972764),(24 8739490),(25 8457401),(26 8209050.5),(27 7997848.5),(28 7819184),(29 7706701),(30 7654018),(31 7623957),(32 7591016.5),(33 7558181.5),(34 7516200.5),(35 7506109.5),(36 7548462.5),(37 7618976),(38 7714734),(39 7847104.5),(40 7987916.5),(41 8138137.5),(42 8261823),(43 8393449),(44 8533843),(45 8603927),(46 8633749),(47 8592380),(48 8485733),(49 8344937.5),(50 8157452),(51 7982516.5),(52 7805852),(53 7623724.5),(54 7437509),(55 7228044.5),(56 7038527),(57 6908907.5),(58 6817471),(59 6787267),(60 6798647),(61 6840212.5),(62 6874213),(63 6887427),(64 6916412.5),(65 6951980),(66 6990036.5),(67 7007612),(68 7078893.5),(69 7225209.5),(70 7410288),(71 7588464),(72 7782500),(73 7956734.5),(74 8120727),(75 8286996.5),(76 8437091),(77 8581792),(78 8663524),(79 8711164),
(1 178358.3),(2 643525.8),(3 1296357.1),(4 2051091.9),(5 2840815.8),(6 3599760),(7 4295951.5),(8 4894778),(9 5396175.5),(10 5806299),(11 6133158.5),(12 6392484),(13 6598910),(14 6825987),(15 7037773),(16 7224178.5),(17 7379343),(18 7503938.5),(19 7625994),(20 7719231),(21 7777289.5),(22 7816713.5),(23 7820456.5),(24 7802381.5),(25 7749497),(26 7709509.5),(27 7663249),(28 7617115),(29 7613709.5),(30 7665468),(31 7723885),(32 7790274),(33 7813182),(34 7796903),(35 7790661),(36 7777770.5),(37 7792533.5),(38 7799625.5),(39 7832684.5),(40 7859655.5),(41 7891678),(42 7875485),(43 7790581.5),(44 7682990.5),(45 7577936.5),(46 7486400),(47 7391268),(48 7302308.5),(49 7228670),(50 7192968.5),(51 7173515),(52 7157992.5),(53 7159053.5),(54 7145864),(55 7121739),(56 7110879),(57 7124716.5),(58 7147219.5),(59 7195660.5),(60 7222253.5),(61 7201384.5),(62 7129799.5),(63 7016862),(64 6862760),(65 6688010.5),(66 6543332),(67 6457742.5),(68 6448473.5),(69 6520921.5),(70 6679630),(71 6890669),(72 7152010),(73 7390822),(74 7621518),(75 7822207.5),(76 7968972.5),(77 8074746),(78 8115992.5),(79 8129249),
(1 169968.63),(2 594681.1),(3 1163220.3),(4 1792205),(5 2428236.5),(6 3035493.5),(7 3589944),(8 4091500.5),(9 4515626),(10 4853149),(11 5091711),(12 5261921),(13 5383253),(14 5498876),(15 5598682.5),(16 5711921),(17 5789091),(18 5860429.5),(19 5921769),(20 5946086),(21 5943086),(22 5945431.5),(23 5976953),(24 6054987),(25 6121267),(26 6203457.5),(27 6294043),(28 6386775.5),(29 6518784.5),(30 6710912),(31 6902992),(32 7118521),(33 7324637.5),(34 7478973.5),(35 7578967),(36 7624483),(37 7635046.5),(38 7614645),(39 7588480.5),(40 7554876),(41 7517559.5),(42 7440187),(43 7316130.5),(44 7140814.5),(45 6926051),(46 6707188.5),(47 6515891.5),(48 6382582),(49 6313345.5),(50 6313007),(51 6381333),(52 6412467.5),(53 6426451.5),(54 6426722.5),(55 6409926.5),(56 6390542),(57 6357304),(58 6330126.5),(59 6297121),(60 6265233.5),(61 6232747),(62 6203696),(63 6195082.5),(64 6142545),(65 6066604),(66 6000626.5),(67 5975005.5),(68 6046193),(69 6198321),(70 6411700.5),(71 6654895),(72 6932483),(73 7209197.5),(74 7453130),(75 7640739),(76 7771559),(77 7829346),(78 7849860.5),(79 7836332.5),
(1 183679.75),(2 654589.5),(3 1311994.5),(4 2042595.5),(5 2762575.5),(6 3386144),(7 3889083.3),(8 4273225.5),(9 4536973),(10 4697681),(11 4796441),(12 4832350.5),(13 4840921),(14 4880418.5),(15 4930537.5),(16 4963695),(17 4998950.5),(18 5026517),(19 5062903.5),(20 5126649),(21 5201598.5),(22 5280550.5),(23 5352625),(24 5415821.5),(25 5450188.5),(26 5488621.5),(27 5517915),(28 5542954.5),(29 5583244.5),(30 5614021),(31 5596201.5),(32 5561464),(33 5535758),(34 5524555),(35 5531780),(36 5536130),(37 5534625.5),(38 5544485.5),(39 5550920),(40 5551682),(41 5520361),(42 5446428.5),(43 5330545.5),(44 5172007.5),(45 4999497.5),(46 4834598),(47 4707016.5),(48 4652893.5),(49 4660939),(50 4703281.5),(51 4780444),(52 4872347),(53 4959023.5),(54 5002248.5),(55 5049920),(56 5068564),(57 5080304),(58 5112111.5),(59 5143931),(60 5162286),(61 5173810),(62 5181859),(63 5203577),(64 5231345.5),(65 5299026),(66 5421748),(67 5560824.5),(68 5717198),(69 5865587),(70 5990120.5),(71 6091108.5),(72 6162684),(73 6203386),(74 6211891),(75 6199845.5),(76 6162705),(77 6089034.5),(78 5983082.5),(79 5869333),
(1 202263.52),(2 727117.4),(3 1444846),(4 2221800.3),(5 2962906.5),(6 3594710.8),(7 4068598.8),(8 4393548),(9 4583058),(10 4685696),(11 4722978),(12 4745852.5),(13 4785041.5),(14 4832054),(15 4907957),(16 4959700.5),(17 5010978.5),(18 5030537.5),(19 5036501),(20 5031749),(21 5038343.5),(22 5027895),(23 5005351.5),(24 4996820.5),(25 4986206.5),(26 5008453),(27 5051237.5),(28 5106475),(29 5142221),(30 5167091),(31 5185481),(32 5231608),(33 5292874),(34 5388137),(35 5498750.5),(36 5620976.5),(37 5718640.5),(38 5789176.5),(39 5827872),(40 5841995),(41 5826123),(42 5755842.5),(43 5650059),(44 5518723.5),(45 5387889.5),(46 5263784),(47 5140130),(48 5029797.5),(49 4961223.5),(50 4940209.5),(51 4949826.5),(52 4973554.5),(53 5006663.5),(54 5045511),(55 5042023.5),(56 5011599.5),(57 4962979.5),(58 4891622),(59 4818068),(60 4712587),(61 4581593),(62 4443849),(63 4323896.5),(64 4244417),(65 4218373.5),(66 4270352.5),(67 4373084.5),(68 4499387.5),(69 4640092.5),(70 4756958),(71 4847514),(72 4901997.5),(73 4908781.5),(74 4865951.5),(75 4782348),(76 4677245),(77 4555117.5),(78 4454472),(79 4437029.5),
(1 181379.66),(2 636054.44),(3 1239277.5),(4 1872628.9),(5 2480394.8),(6 3032035),(7 3515398.8),(8 3957696.5),(9 4332980),(10 4666352.5),(11 4936329.5),(12 5178460),(13 5393669),(14 5550586),(15 5675572.5),(16 5734756.5),(17 5715038.5),(18 5637391.5),(19 5537524.5),(20 5404006),(21 5250325),(22 5099139),(23 4973269),(24 4872981.5),(25 4793129),(26 4737962.5),(27 4708535),(28 4707341.5),(29 4735372.5),(30 4756750),(31 4754582),(32 4770795),(33 4794088),(34 4822129),(35 4853675.5),(36 4895042.5),(37 4929100),(38 4971496),(39 4978674.5),(40 4973676.5),(41 4953268.5),(42 4943851),(43 4931609.5),(44 4863385.5),(45 4768772.5),(46 4637118),(47 4497961),(48 4378578),(49 4306163),(50 4283042.5),(51 4287484.5),(52 4320450),(53 4390894),(54 4492022),(55 4591766.5),(56 4701334.5),(57 4779511.5),(58 4809472.5),(59 4812976),(60 4776813),(61 4711201),(62 4660368),(63 4603580.5),(64 4552775),(65 4485271.5),(66 4430930),(67 4384185.5),(68 4355031.5),(69 4344826.5),(70 4354074),(71 4361236.5),(72 4351319.5),(73 4325772),(74 4280222.5),(75 4225569),(76 4161013.3),(77 4105045.8),(78 4074437.8),(79 4075485.8),
(1 181254.8),(2 642232.06),(3 1287269.6),(4 1998564.6),(5 2676986.3),(6 3260622.5),(7 3749095.5),(8 4142992.3),(9 4446598.5),(10 4700162.5),(11 4904854.5),(12 5062026.5),(13 5173099),(14 5245728),(15 5308870.5),(16 5331190.5),(17 5310684.5),(18 5254890.5),(19 5174947.5),(20 5091977.5),(21 4998555),(22 4906516),(23 4832141),(24 4783321),(25 4743407),(26 4703529),(27 4677788),(28 4654158),(29 4616266.5),(30 4572862),(31 4529340.5),(32 4484497),(33 4422624),(34 4375939),(35 4341308.5),(36 4311692),(37 4280421.5),(38 4277193.5),(39 4303914),(40 4353654.5),(41 4385338),(42 4403816.5),(43 4410263.5),(44 4382860),(45 4365301.5),(46 4333391),(47 4295665),(48 4260397.5),(49 4242112.5),(50 4237729.5),(51 4240186),(52 4266509),(53 4313242),(54 4370943.5),(55 4420158.5),(56 4449606.5),(57 4460682.5),(58 4484233.5),(59 4479641),(60 4472846),(61 4465664.5),(62 4470402),(63 4459971.5),(64 4439968.5),(65 4435310),(66 4429842),(67 4416685.5),(68 4384338.5),(69 4337202),(70 4301612),(71 4297621.5),(72 4285983),(73 4254297.5),(74 4187507),(75 4112201.3),(76 4052795.3),(77 4025853.5),(78 4041861.5),(79 4091639),
(1 177188.61),(2 625869),(3 1239665.1),(4 1902513.1),(5 2512433.8),(6 3028871.8),(7 3440788),(8 3759940),(9 4013994.8),(10 4235739.5),(11 4404210.5),(12 4545334),(13 4647363.5),(14 4706150.5),(15 4749047),(16 4784314),(17 4835173.5),(18 4894160.5),(19 4977867.5),(20 5050981),(21 5095282.5),(22 5124219.5),(23 5098328),(24 5018959.5),(25 4890372.5),(26 4720645.5),(27 4565249.5),(28 4431579.5),(29 4359627.5),(30 4333274.5),(31 4348855),(32 4394654),(33 4420476),(34 4443773),(35 4457482.5),(36 4441162.5),(37 4403616),(38 4350282),(39 4288371),(40 4213184.5),(41 4128175.8),(42 4057029.8),(43 3986524.8),(44 3918784),(45 3873349),(46 3846347.5),(47 3859173.8),(48 3907140),(49 3972613.8),(50 4049205.3),(51 4116655.8),(52 4173098.8),(53 4225232.5),(54 4266159.5),(55 4282570.5),(56 4263236.5),(57 4246653.5),(58 4260413),(59 4268784),(60 4274561),(61 4274282.5),(62 4272783.5),(63 4248367.5),(64 4205081.5),(65 4145108),(66 4086823.8),(67 4040817),(68 3982819.5),(69 3922857.3),(70 3902063),(71 3906527.3),(72 3917387.8),(73 3911838.5),(74 3860483.5),(75 3808521),(76 3768257.5),(77 3771123.5),(78 3860744.5),(79 3990099.5),
(1 159910.36),(2 546216.1),(3 1048767.5),(4 1577209.8),(5 2067939.3),(6 2476412),(7 2777629.3),(8 2980158.3),(9 3101530.8),(10 3182274.5),(11 3242989.5),(12 3294966.8),(13 3357067),(14 3417263.8),(15 3467836.5),(16 3519791),(17 3584682),(18 3664037),(19 3766482.3),(20 3868473),(21 3949734.5),(22 4032566.5),(23 4084398.3),(24 4096832),(25 4049957),(26 3960774.5),(27 3861596),(28 3776455.5),(29 3714045.8),(30 3704914.5),(31 3728513.8),(32 3758656),(33 3766289.5),(34 3771413.8),(35 3767312.8),(36 3724385.5),(37 3661950.5),(38 3579293.8),(39 3518247.8),(40 3476314.8),(41 3446818.8),(42 3430641.8),(43 3440896.8),(44 3467438.5),(45 3525225.3),(46 3623678.5),(47 3737832.5),(48 3855024.3),(49 3948070.5),(50 3995451),(51 4010873.3),(52 3988955.8),(53 3960431),(54 3932302.3),(55 3910513),(56 3909030.5),(57 3927750),(58 3961804),(59 4005472),(60 4051069.8),(61 4075782.5),(62 4115108.3),(63 4144122),(64 4161516),(65 4169427.3),(66 4168627.5),(67 4154321.8),(68 4119322.3),(69 4073172),(70 4046809),(71 4029555.3),(72 4006463.3),(73 3985443.3),(74 3959920),(75 3948177.5),(76 3945398.5),(77 3937060),(78 3950353),(79 3976963.5),
(1 152454.27),(2 524989.6),(3 1010579.8),(4 1533770.3),(5 2051454.9),(6 2516231.3),(7 2900304.8),(8 3190474),(9 3398339.8),(10 3515482.8),(11 3570370.8),(12 3584462.5),(13 3590496.5),(14 3600066),(15 3659731),(16 3732528),(17 3779504),(18 3801947.5),(19 3806394),(20 3787430),(21 3763789.3),(22 3762106),(23 3784214),(24 3826684.3),(25 3875106.8),(26 3891974.8),(27 3865130.8),(28 3807863.3),(29 3733796.3),(30 3654694.5),(31 3572466),(32 3480416.8),(33 3403204.5),(34 3363938),(35 3363608),(36 3369893.3),(37 3377688),(38 3399857.5),(39 3418562.3),(40 3455203),(41 3511949.8),(42 3564642.3),(43 3602598),(44 3625170.8),(45 3660625.5),(46 3707529.3),(47 3771994.3),(48 3852232),(49 3929098.8),(50 3974061.3),(51 4027775.3),(52 4052115.8),(53 4055947.5),(54 4044752),(55 4031747),(56 4015751.3),(57 3989431.5),(58 3953720),(59 3931774.5),(60 3909049.3),(61 3888567.3),(62 3898182.8),(63 3925835.5),(64 3989203.8),(65 4072069),(66 4168238.5),(67 4205866.5),(68 4207683.5),(69 4168192.8),(70 4148689.5),(71 4151158),(72 4186648.5),(73 4220158.5),(74 4242025),(75 4268145),(76 4276938.5),(77 4241527),(78 4171351.5),(79 4092336),
(1 170344.7),(2 586065.3),(3 1121258.4),(4 1676124.1),(5 2185295.8),(6 2606583.8),(7 2892428.5),(8 3068279.5),(9 3163446),(10 3191993),(11 3193165.3),(12 3197756.5),(13 3227320.3),(14 3265823),(15 3300676.3),(16 3329889.5),(17 3348030.5),(18 3361927.8),(19 3362147.5),(20 3377095),(21 3421543.5),(22 3498129),(23 3599937.5),(24 3694365.8),(25 3769535),(26 3802398.5),(27 3793981.8),(28 3765244.8),(29 3721703.5),(30 3668682.3),(31 3605210.8),(32 3553378.3),(33 3495652),(34 3459051),(35 3428256.8),(36 3425472),(37 3453123.5),(38 3502884.3),(39 3555284),(40 3613786.8),(41 3649905.8),(42 3671761.5),(43 3674554.3),(44 3671197.8),(45 3683181.5),(46 3700101.8),(47 3712899.3),(48 3731155.5),(49 3726931.3),(50 3705381.8),(51 3664752.8),(52 3613080.3),(53 3545644.5),(54 3488618.8),(55 3461731.3),(56 3471956.3),(57 3507736.5),(58 3539433.5),(59 3566013.8),(60 3595406.3),(61 3636117.3),(62 3706276),(63 3798141.8),(64 3892663.8),(65 3961635.5),(66 3990326),(67 3964738.8),(68 3904343.8),(69 3836276.5),(70 3766454.8),(71 3683993.5),(72 3619970.3),(73 3595980.5),(74 3611425.5),(75 3657258.3),(76 3700870.5),(77 3697723.8),(78 3656396.8),(79 3574910.3),
(1 145329.84),(2 494198.44),(3 939694.75),(4 1394820.4),(5 1804403.1),(6 2142969.5),(7 2384519.8),(8 2553361),(9 2669751.5),(10 2739610.8),(11 2791890),(12 2830519.8),(13 2861740.5),(14 2902750.8),(15 2955509),(16 3004910.5),(17 3025666),(18 3018095.8),(19 2988764.8),(20 2949070.8),(21 2936411.3),(22 2955235.8),(23 3022914),(24 3115899),(25 3202008.5),(26 3263120.3),(27 3290943.8),(28 3279011.8),(29 3242284),(30 3189928.3),(31 3130003.3),(32 3078816.8),(33 3036979.8),(34 2997409.3),(35 2973097),(36 2971480.5),(37 2975631),(38 2971936),(39 2943028),(40 2912520.8),(41 2886990.5),(42 2870522),(43 2864572),(44 2863329),(45 2890676.8),(46 2940045.8),(47 2987943.5),(48 3030217.5),(49 3061933.8),(50 3061324.8),(51 3004746.8),(52 2934295.8),(53 2889631.3),(54 2863029.8),(55 2877135.8),(56 2915357.8),(57 2947638),(58 2953258.3),(59 2960933.3),(60 2964819.8),(61 2970039.5),(62 2983642),(63 2977415),(64 2962708),(65 2959816.8),(66 2963323),(67 2962488.8),(68 2954509.3),(69 2949682.3),(70 2931879.3),(71 2915333),(72 2917043.8),(73 2962692.8),(74 3051949.3),(75 3158134.5),(76 3238076),(77 3266807),(78 3267242.8),(79 3254930.8),
(1 153695.53),(2 518841.5),(3 957573.56),(4 1385879.1),(5 1751436.6),(6 2025026.9),(7 2202401.8),(8 2282167.8),(9 2301098.5),(10 2289119.8),(11 2293475.3),(12 2315759.8),(13 2362837.3),(14 2421543.3),(15 2481643),(16 2551777),(17 2626260.8),(18 2693485.3),(19 2775471),(20 2859878.3),(21 2927035),(22 2955264.8),(23 2969794.3),(24 2982759.3),(25 2994076),(26 3002411),(27 2989699.3),(28 2953946.8),(29 2895168.3),(30 2832289),(31 2764302.8),(32 2708548.8),(33 2668346),(34 2611672.5),(35 2557727.8),(36 2528970),(37 2509112.8),(38 2501515.5),(39 2480249.3),(40 2446069.5),(41 2398142.8),(42 2348974.8),(43 2338609.3),(44 2383797),(45 2475803.8),(46 2583551.3),(47 2678197.3),(48 2761235.3),(49 2837826),(50 2913621.8),(51 2979065.8),(52 3035620.8),(53 3060816.8),(54 3080448),(55 3086730.8),(56 3074039),(57 3034384),(58 3000524),(59 2994134),(60 3000837),(61 3008144.8),(62 2983158.8),(63 2940945),(64 2901920.3),(65 2877128.8),(66 2873740),(67 2891819),(68 2919444.8),(69 2937463),(70 2933567),(71 2910243.8),(72 2879790),(73 2856317.3),(74 2848545.3),(75 2860470.8),(76 2862903),(77 2845829.3),(78 2823139.8),(79 2810801),
