1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 22699.277),(2 84021.52),(3 177036.67),(4 296283.44),(5 437306.4),(6 595893.75),(7 769546.8),(8 950804.9),(9 1141897.6),(10 1336958.5),(11 1533089.4),(12 1724267),(13 1911549.3),(14 2086976.8),(15 2250864),(16 2396588.8),(17 2522244.3),(18 2624495),(19 2710022),(20 2781173),(21 2845627.5),(22 2890058.8),(23 2922693.5),(24 2936257.5),(25 2945074.8),(26 2944321.5),(27 2947559),(28 2950438.5),(29 2960963.5),(30 2980355.5),(31 3006243.3),(32 3041995.8),(33 3091473.8),(34 3149225),(35 3217635.8),(36 3292318.5),(37 3378403.3),(38 3468681),(39 3575315.3),(40 3681607.3),(41 3796684.5),(42 3909414.3),(43 4030930.8),(44 4156722.8),(45 4286013.5),(46 4422952.5),(47 4569220.5),(48 4714351.5),(49 4852588.5),(50 4973779),(51 5066479.5),(52 5163548),(53 5241735),(54 5291117),(55 5309954),(56 5323836),(57 5300931.5),(58 5236620),(59 5153794),(60 5055667.5),(61 4949201.5),(62 4815150),(63 4672630.5),(64 4505555),(65 4338509),(66 4169777.8),(67 4012514),(68 3860500.5),(69 3719098.5),(70 3582111.3),(71 3462619.3),(72 3351673.8),(73 3247276.8),(74 3151097.8),(75 3057963.5),(76 2979766.3),(77 2921526.3),(78 2878810.8),(79 2854011.8),
(1 25902.275),(2 97676.336),(3 210037.83),(4 359316.75),(5 539966.1),(6 748393.8),(7 983288.5),(8 1240148.9),(9 1515670.9),(10 1807064.5),(11 2112105.3),(12 2419966.3),(13 2733538),(14 3032454.3),(15 3321831.8),(16 3589418),(17 3831928.8),(18 4044190.8),(19 4233546),(20 4394015.5),(21 4533590.5),(22 4644141),(23 4728714.5),(24 4782259.5),(25 4812953.5),(26 4820543.5),(27 4809273.5),(28 4778704.5),(29 4728538.5),(30 4665039),(31 4592381.5),(32 4511016),(33 4427992.5),(34 4337242.5),(35 4252624.5),(36 4170410),(37 4102044),(38 4044393),(39 4007222.8),(40 3981097.8),(41 3970761),(42 3964503),(43 3973581.3),(44 3989998.3),(45 4012581.3),(46 4043457.3),(47 4082936.3),(48 4124190.8),(49 4155933.3),(50 4187874),(51 4206397),(52 4231051),(53 4263916.5),(54 4286462.5),(55 4310288.5),(56 4351891.5),(57 4395719),(58 4435736.5),(59 4473428.5),(60 4512206.5),(61 4559365.5),(62 4607646),(63 4652217),(64 4673376),(65 4686448.5),(66 4688844.5),(67 4679899.5),(68 4653416),(69 4629802),(70 4598708),(71 4569264.5),(72 4531368),(73 4488195.5),(74 4445500),(75 4398296.5),(76 4353462),(77 4306338.5),(78 4262190.5),(79 4220670),
(1 20669.83),(2 77218.86),(3 163877.88),(4 274813.25),(5 407859.03),(6 560717.8),(7 734973.2),(8 926416.2),(9 1130015.8),(10 1348947.6),(11 1579629.8),(12 1825080.4),(13 2069540.5),(14 2303955.5),(15 2528626.5),(16 2737860.8),(17 2935850.5),(18 3105520),(19 3257041.5),(20 3381847),(21 3489860.8),(22 3571149.5),(23 3631122.3),(24 3678371.3),(25 3715220.3),(26 3734787.3),(27 3745682),(28 3744164.3),(29 3722815.3),(30 3704830),(31 3680729),(32 3648382.5),(33 3623147.5),(34 3593795.3),(35 3569082.3),(36 3542762.3),(37 3529781.8),(38 3517257),(39 3504779.5),(40 3508078.8),(41 3519433.5),(42 3523166),(43 3524012.3),(44 3521147),(45 3515073.3),(46 3504161.3),(47 3490912.3),(48 3463185.3),(49 3424859.3),(50 3384103),(51 3325791.3),(52 3260549.8),(53 3202947.3),(54 3150519.8),(55 3112655),(56 3088161.3),(57 3078395.5),(58 3085477),(59 3103803.5),(60 3137028.5),(61 3178279.8),(62 3220683.5),(63 3269325.5),(64 3312168.3),(65 3356373),(66 3404849.3),(67 3451261.5),(68 3489537.3),(69 3530811.5),(70 3568189.8),(71 3594608.3),(72 3612581.8),(73 3615922.5),(74 3600354),(75 3572152.8),(76 3538906.3),(77 3504882),(78 3461006),(79 3408069.8),
(1 31049.543),(2 117305.58),(3 251186.66),(4 425007.1),(5 630264.94),(6 860014.06),(7 1106866.3),(8 1361913.5),(9 1618566.5),(10 1873205),(11 2117252.8),(12 2349000.8),(13 2563110.5),(14 2753663),(15 2921250.5),(16 3067761),(17 3192942.5),(18 3291162.5),(19 3364279.8),(20 3413622.5),(21 3444183),(22 3450485.8),(23 3433687.8),(24 3401649),(25 3360286.8),(26 3297621.8),(27 3230964.8),(28 3145955),(29 3048943.3),(30 2960427.5),(31 2880024.3),(32 2810748.3),(33 2764775.8),(34 2743802.5),(35 2755602.3),(36 2786125.8),(37 2847309),(38 2928719),(39 3020312),(40 3134322),(41 3251601.3),(42 3357571.3),(43 3453283.3),(44 3536549),(45 3616091.8),(46 3677198),(47 3732221),(48 3776880.3),(49 3812787.5),(50 3838087),(51 3849207.3),(52 3842559.3),(53 3822617.3),(54 3793070),(55 3764246.5),(56 3726467.5),(57 3696366),(58 3676618.5),(59 3654225.3),(60 3629862.5),(61 3592638),(62 3546757.5),(63 3489451.8),(64 3428928),(65 3382285.8),(66 3334602.5),(67 3287029),(68 3243922.3),(69 3210443.3),(70 3182283.5),(71 3161785.3),(72 3144515.8),(73 3125190.5),(74 3120161.3),(75 3116338.3),(76 3110043),(77 3111436.5),(78 3108401.3),(79 3103125),
(1 27517.578),(2 105798.39),(3 228788.19),(4 393164.22),(5 589710.44),(6 812479.06),(7 1054071.8),(8 1306693.4),(9 1564474.9),(10 1818615.8),(11 2063221),(12 2293025.3),(13 2494998),(14 2670809.5),(15 2820375.8),(16 2938633.8),(17 3031141.3),(18 3096257.3),(19 3137396.5),(20 3158763),(21 3160885),(22 3148274.3),(23 3122818.3),(24 3088470.5),(25 3053141.3),(26 3018611.3),(27 2989590.5),(28 2961720),(29 2947643),(30 2942379.8),(31 2954443.3),(32 2987036.8),(33 3038826.8),(34 3109330.3),(35 3203429.8),(36 3315229.8),(37 3436526.8),(38 3556833.3),(39 3679665.8),(40 3792430.3),(41 3897545),(42 3988889.5),(43 4058644.3),(44 4113314.8),(45 4150739),(46 4168865.3),(47 4168706.3),(48 4153878.5),(49 4119565.3),(50 4062795.3),(51 3991885.3),(52 3904832.5),(53 3800888.3),(54 3680486.3),(55 3556607.5),(56 3422270.3),(57 3294852.3),(58 3181497.8),(59 3084507.3),(60 3001286.5),(61 2930355),(62 2867057.8),(63 2809596.5),(64 2764021.3),(65 2735445.8),(66 2722418.3),(67 2725431.8),(68 2742064.5),(69 2771885.3),(70 2805297.3),(71 2852305.3),(72 2903993.3),(73 2964722.8),(74 3048323.3),(75 3133592.5),(76 3207808),(77 3280395),(78 3353933.3),(79 3418748.8),
(1 25087.629),(2 94944.86),(3 204342.95),(4 350957.06),(5 528114.75),(6 732454.56),(7 959923.3),(8 1202348.8),(9 1457528.8),(10 1721881.1),(11 1978863.3),(12 2220871.8),(13 2437346.8),(14 2614613.8),(15 2754335.8),(16 2844968.3),(17 2895432.3),(18 2905200),(19 2881827.3),(20 2830579.8),(21 2760106.8),(22 2667885),(23 2561759.5),(24 2443849),(25 2338031.8),(26 2239502.5),(27 2157004.3),(28 2084102.6),(29 2038133.6),(30 2018844.6),(31 2026186.6),(32 2062648.5),(33 2131706.8),(34 2229808.8),(35 2356712.5),(36 2503360.3),(37 2656889.3),(38 2819905),(39 2982431.3),(40 3131071),(41 3265159.5),(42 3378591.8),(43 3456133.8),(44 3506525.3),(45 3531379.5),(46 3520538.8),(47 3486315.3),(48 3433706.3),(49 3371741.3),(50 3301100.8),(51 3230595.8),(52 3157179.5),(53 3094193.8),(54 3034104),(55 2976418.8),(56 2917815),(57 2860923.3),(58 2810677.5),(59 2764126.5),(60 2720650.8),(61 2675754.3),(62 2629020.3),(63 2575291.3),(64 2511011.8),(65 2445097.5),(66 2385929),(67 2341015.3),(68 2304015.5),(69 2274918.3),(70 2250094.5),(71 2242550.5),(72 2249799.3),(73 2271150.5),(74 2313975),(75 2367273.5),(76 2420046.5),(77 2482960),(78 2554388),(79 2630724.3),
(1 23316.783),(2 88093.86),(3 186757.45),(4 314104.06),(5 464142.16),(6 635518.2),(7 822830.4),(8 1020472.1),(9 1227582.8),(10 1444671.1),(11 1662431.3),(12 1874888.1),(13 2085588.9),(14 2281998.8),(15 2456114.3),(16 2610347.3),(17 2735948.5),(18 2833800.8),(19 2908205.5),(20 2954048.5),(21 2983186),(22 2987800.3),(23 2972937.8),(24 2935675.8),(25 2887777.3),(26 2829200),(27 2770729.3),(28 2715526.3),(29 2663158),(30 2610692.3),(31 2560947),(32 2512165.5),(33 2468467.5),(34 2426221.3),(35 2380105.8),(36 2335312),(37 2299374.5),(38 2271877.3),(39 2258415.8),(40 2256969),(41 2264637),(42 2280453.8),(43 2301752.5),(44 2333935.5),(45 2367943.8),(46 2398817.5),(47 2425440),(48 2442220.3),(49 2461623.8),(50 2472784.3),(51 2488780.5),(52 2507291.3),(53 2538000.5),(54 2569862.8),(55 2595907.3),(56 2613560.3),(57 2622959.5),(58 2627011.8),(59 2619178),(60 2600339.3),(61 2570986.8),(62 2525520),(63 2473894.3),(64 2413165.3),(65 2349510.3),(66 2297846.3),(67 2257313.3),(68 2226252.8),(69 2208478.5),(70 2197752.5),(71 2201467.3),(72 2215419.3),(73 2238845),(74 2269772.3),(75 2297038.5),(76 2311738.5),(77 2324987.5),(78 2337949.5),(79 2336498.8),
(1 22919.145),(2 84180.06),(3 174439.55),(4 286086.78),(5 410613.4),(6 541918.75),(7 673065),(8 799936.9),(9 920034.2),(10 1030891.1),(11 1129305.9),(12 1215003.5),(13 1288144.4),(14 1348273.3),(15 1396683.4),(16 1436815.8),(17 1466079.5),(18 1488334),(19 1510033.8),(20 1530590.9),(21 1556366),(22 1581509.3),(23 1608211.3),(24 1633266.4),(25 1660191.8),(26 1683648.5),(27 1706519.9),(28 1726552.1),(29 1745723.8),(30 1763413.9),(31 1780310.4),(32 1797109.1),(33 1810110.3),(34 1815246.3),(35 1815080),(36 1806625.3),(37 1796067.3),(38 1786969),(39 1781181),(40 1771318.6),(41 1763106),(42 1758284.1),(43 1754695.9),(44 1753075.9),(45 1757281.8),(46 1763474),(47 1774320.5),(48 1785457.6),(49 1808369.5),(50 1829710.3),(51 1852911.5),(52 1874863),(53 1892258.8),(54 1898422.1),(55 1896362.5),(56 1884297.3),(57 1868135.9),(58 1848827.5),(59 1824141.5),(60 1798033.3),(61 1775480),(62 1755578.6),(63 1747273.9),(64 1750093.8),(65 1765071.3),(66 1793635.9),(67 1836696.6),(68 1883674.9),(69 1935475),(70 1994010.8),(71 2052457.5),(72 2110148),(73 2172532),(74 2232709.3),(75 2289120.5),(76 2333756),(77 2363712.5),(78 2392691.5),(79 2406199.3),
(1 18403.629),(2 67923.58),(3 142000.16),(4 237236.44),(5 348363.2),(6 472417.06),(7 605262.9),(8 740606.25),(9 873191.3),(10 997955.5),(11 1109183.9),(12 1208005.3),(13 1291504),(14 1354674.3),(15 1401088.8),(16 1438375.5),(17 1464192),(18 1474327.8),(19 1476009.8),(20 1469161),(21 1455505.1),(22 1432815.8),(23 1405411.5),(24 1366614.5),(25 1322942.8),(26 1284126.3),(27 1250617.1),(28 1220880.6),(29 1201579.9),(30 1192778),(31 1192040),(32 1206723.5),(33 1232588),(34 1259996.5),(35 1293611.9),(36 1329579.1),(37 1364391.8),(38 1399668.3),(39 1435261.8),(40 1461538.8),(41 1482753.8),(42 1501000),(43 1514848.3),(44 1522689.3),(45 1531533.3),(46 1539639.5),(47 1545375.1),(48 1544559.9),(49 1542719.8),(50 1537770.8),(51 1531698.8),(52 1524296.6),(53 1514840.3),(54 1503896.5),(55 1490806.8),(56 1477478.4),(57 1469339.6),(58 1467416.5),(59 1468253.3),(60 1470837.3),(61 1480366.8),(62 1490845.8),(63 1500362.3),(64 1511411),(65 1520560.8),(66 1529848.6),(67 1538045.5),(68 1539167.5),(69 1547429.5),(70 1558655.3),(71 1574610.8),(72 1594712.9),(73 1624078.3),(74 1655072.5),(75 1690816),(76 1728134.1),(77 1771798.6),(78 1824180.6),(79 1877240.8),
(1 23335.953),(2 88117.58),(3 187215.97),(4 315550.2),(5 464581.2),(6 627557.2),(7 798394.25),(8 968284.3),(9 1134173.6),(10 1287170.4),(11 1423739.5),(12 1545754.8),(13 1647280.8),(14 1725889.8),(15 1786119.5),(16 1836489.3),(17 1875865.8),(18 1899629.9),(19 1915507.9),(20 1921487.6),(21 1915570.1),(22 1897805.4),(23 1866858.4),(24 1820537.1),(25 1761654.5),(26 1701524.8),(27 1637491.8),(28 1565102.4),(29 1493709.6),(30 1427220.1),(31 1368299.3),(32 1324480.4),(33 1294499.9),(34 1280795.6),(35 1285024),(36 1306073.9),(37 1336212.4),(38 1372769.4),(39 1412438),(40 1449880.8),(41 1478763.5),(42 1500788.4),(43 1518550.8),(44 1530056.4),(45 1536990.8),(46 1539966),(47 1532067.9),(48 1509745.5),(49 1480518.5),(50 1442732.1),(51 1397955.1),(52 1355222.3),(53 1318970),(54 1299403.5),(55 1297874.5),(56 1313888),(57 1351503.1),(58 1402944),(59 1467051.6),(60 1539322.4),(61 1624001.1),(62 1710972.3),(63 1798314.6),(64 1880249.5),(65 1946939.5),(66 2001462),(67 2040736.9),(68 2053307.6),(69 2053870.8),(70 2039714.4),(71 2011373.4),(72 1974443.6),(73 1927594),(74 1870627.5),(75 1812827.9),(76 1757421.9),(77 1707544.4),(78 1664462.3),(79 1629728.5),
(1 28810.184),(2 108916.46),(3 231910.28),(4 387934.13),(5 566754.9),(6 757306.06),(7 952575.2),(8 1144275.3),(9 1326220.6),(10 1495543.8),(11 1644451.5),(12 1769479.3),(13 1872997.3),(14 1951346.3),(15 2007820.6),(16 2043394.8),(17 2057315.3),(18 2054442.8),(19 2043328.5),(20 2021740.8),(21 1992019.4),(22 1952981),(23 1908979.8),(24 1859735.5),(25 1811485.9),(26 1759960.4),(27 1712619.4),(28 1660372.8),(29 1614142.9),(30 1578947.9),(31 1551048.3),(32 1536167.4),(33 1535771.3),(34 1547719.8),(35 1579964.8),(36 1635982.6),(37 1710519.3),(38 1801342.9),(39 1904841.8),(40 2012227),(41 2113134.8),(42 2196365.8),(43 2261309.8),(44 2303883.5),(45 2319511.3),(46 2308706.8),(47 2274819.8),(48 2210914.3),(49 2123106.8),(50 2019333.8),(51 1895588.1),(52 1768990.1),(53 1647427.1),(54 1543998.3),(55 1463427.5),(56 1405423.5),(57 1377161.8),(58 1373759.3),(59 1396111.8),(60 1438300.6),(61 1503071.1),(62 1583210),(63 1674798),(64 1767020.8),(65 1849027.1),(66 1915032.9),(67 1961136),(68 1981629.3),(69 1985843.3),(70 1973010.5),(71 1947009.4),(72 1913372.4),(73 1870166.4),(74 1822862),(75 1771264.4),(76 1716395.9),(77 1660785.4),(78 1609137.9),(79 1563383.4),
(1 24149.598),(2 91444.04),(3 193458.81),(4 322644.06),(5 472788.66),(6 635000.3),(7 803485.9),(8 971148.56),(9 1129870.8),(10 1275188),(11 1405258.6),(12 1514478.4),(13 1593242.4),(14 1648372),(15 1682516.6),(16 1695349),(17 1689550.5),(18 1667209.5),(19 1636751.3),(20 1600861),(21 1562382),(22 1520894.1),(23 1477903.3),(24 1434937.6),(25 1393537),(26 1347945.4),(27 1302803),(28 1257687.5),(29 1215919),(30 1181667.5),(31 1161975.5),(32 1154286.9),(33 1159321.8),(34 1176275.8),(35 1206641.5),(36 1250294.1),(37 1301579.4),(38 1360290.3),(39 1423255.3),(40 1490362.9),(41 1554786),(42 1614822.1),(43 1667275),(44 1707362),(45 1728164),(46 1728681.9),(47 1709374.4),(48 1674390),(49 1626616.9),(50 1584494.5),(51 1554788.5),(52 1533981.8),(53 1523456),(54 1524152.9),(55 1530721.9),(56 1539110),(57 1550611.4),(58 1566028.1),(59 1586148.1),(60 1605669),(61 1620828),(62 1624597.5),(63 1614759.9),(64 1591962.4),(65 1549636.6),(66 1497008.1),(67 1438995),(68 1381429.6),(69 1337501.3),(70 1308892.9),(71 1294211.5),(72 1292634.9),(73 1297682.5),(74 1304006.6),(75 1310121.4),(76 1314745.4),(77 1318577.5),(78 1325408),(79 1325190),
(1 22402.738),(2 84653.89),(3 178743.75),(4 299787.8),(5 440530.97),(6 593591.56),(7 751119.56),(8 907450.8),(9 1051861.1),(10 1180531.9),(11 1299015.6),(12 1392014),(13 1460082.6),(14 1503241),(15 1528967.5),(16 1536382),(17 1527124.9),(18 1505623.9),(19 1476335.9),(20 1436291.1),(21 1391055.8),(22 1346195.5),(23 1304813.8),(24 1267389),(25 1235535.1),(26 1204308.9),(27 1167872.5),(28 1128005),(29 1087717),(30 1046935.6),(31 1016347.44),(32 997200.4),(33 994708),(34 1006543.44),(35 1030726.8),(36 1063655.6),(37 1103442.3),(38 1144159.8),(39 1186368.8),(40 1232058.4),(41 1278250),(42 1324342.4),(43 1363122),(44 1391857),(45 1408187.4),(46 1414893.8),(47 1412146.8),(48 1403246.9),(49 1391658.3),(50 1386998.4),(51 1394049.9),(52 1413251.4),(53 1437309.6),(54 1461422.5),(55 1478451),(56 1493322),(57 1500519.5),(58 1504804.3),(59 1504000),(60 1497115.8),(61 1479351.9),(62 1450488.9),(63 1413250.6),(64 1373382.9),(65 1330630.5),(66 1295576.3),(67 1271447.5),(68 1257010),(69 1256436.8),(70 1267958),(71 1289730.6),(72 1320494),(73 1352951.1),(74 1376527.5),(75 1393613.8),(76 1403124.8),(77 1401371.3),(78 1394101.3),(79 1373304),
(1 21961.37),(2 80896.36),(3 167819.97),(4 273838.97),(5 390565.56),(6 507920.97),(7 620824.4),(8 724585.1),(9 814029.75),(10 890320.2),(11 951550.7),(12 996980.6),(13 1027731.1),(14 1047018.9),(15 1064749.4),(16 1079074),(17 1088087.9),(18 1096990),(19 1101144.8),(20 1099025.4),(21 1094229.1),(22 1089335.6),(23 1085805.5),(24 1082502.8),(25 1078777.3),(26 1075252.3),(27 1064822.9),(28 1051593.5),(29 1035394.7),(30 1017176.06),(31 1004364.7),(32 1002189.7),(33 1010827),(34 1031167.8),(35 1062352.3),(36 1105216),(37 1151264.8),(38 1196196.8),(39 1233880.1),(40 1266731.9),(41 1295640),(42 1314650.9),(43 1326546.6),(44 1325732.5),(45 1315186),(46 1301012.3),(47 1286712.4),(48 1274732.8),(49 1271469),(50 1280596.8),(51 1306749.3),(52 1346539.3),(53 1394053.8),(54 1441913.4),(55 1480959.5),(56 1522221.5),(57 1546553.6),(58 1554962.5),(59 1549613.8),(60 1531332.3),(61 1498792.1),(62 1456366.6),(63 1411902.4),(64 1372192.4),(65 1336539.3),(66 1306835.5),(67 1285403.4),(68 1273136),(69 1277126.6),(70 1299001.5),(71 1338645.3),(72 1393027.4),(73 1457192.4),(74 1512568.5),(75 1562119.5),(76 1604178.1),(77 1636730.9),(78 1658107.5),(79 1661538.5),
(1 19716.314),(2 73308.99),(3 153458.48),(4 252456.89),(5 360618.1),(6 469140.72),(7 573941.94),(8 669927.94),(9 750841.94),(10 815599.8),(11 860947.75),(12 885471.94),(13 889462.3),(14 877724.6),(15 860628.06),(16 841815.3),(17 824359),(18 809693.25),(19 797224.6),(20 785138.1),(21 776356.6),(22 773168.6),(23 774220.4),(24 778031.4),(25 779274.3),(26 783410.1),(27 785066.3),(28 790179.1),(29 798967.44),(30 813284.7),(31 830947.6),(32 851960.4),(33 875007.56),(34 902703.1),(35 935777.06),(36 972091.8),(37 1009313.94),(38 1040524.56),(39 1065296.5),(40 1070491.9),(41 1064791.3),(42 1051168.8),(43 1026459.8),(44 995045.9),(45 964273.5),(46 938631.4),(47 922692.44),(48 914848.9),(49 912587.94),(50 920318.56),(51 940742.94),(52 974928.9),(53 1020478.06),(54 1072232.1),(55 1122635),(56 1167232.5),(57 1195376.8),(58 1202760.6),(59 1190767.5),(60 1159072.4),(61 1116723.3),(62 1074844.1),(63 1037632.56),(64 1006468.25),(65 985472),(66 965376.56),(67 948316.25),(68 937569.44),(69 938554.25),(70 958725.9),(71 1000630.75),(72 1061133.5),(73 1133327.1),(74 1207523.8),(75 1278581.1),(76 1341983.8),(77 1398167.6),(78 1446014.4),(79 1476806.9),
(1 20655.875),(2 76606.16),(3 160576.22),(4 263547.72),(5 377433.34),(6 495675.47),(7 614483.4),(8 727334.44),(9 827727.06),(10 908216.1),(11 970624),(12 1011961.7),(13 1027601.3),(14 1027372.4),(15 1022516.1),(16 1015858.9),(17 1004766),(18 993170.4),(19 978985.9),(20 962596.4),(21 945397.6),(22 931859.5),(23 924963.5),(24 924996.5),(25 924902.9),(26 924183.25),(27 922526.9),(28 925182.9),(29 931254.1),(30 940416.4),(31 951664.56),(32 964011.44),(33 976203.06),(34 991284.5),(35 1010834.7),(36 1035405.7),(37 1067554.5),(38 1102826.8),(39 1133718.4),(40 1154568.3),(41 1170097.9),(42 1182750.1),(43 1188109.5),(44 1185551),(45 1176599.3),(46 1163592.3),(47 1156950.5),(48 1155520.4),(49 1153701.9),(50 1154587.1),(51 1161820.8),(52 1178956.8),(53 1200585.9),(54 1226022.1),(55 1255397.1),(56 1288622),(57 1317126.1),(58 1339472),(59 1353677.4),(60 1360196.3),(61 1359683.3),(62 1359767.3),(63 1360172.9),(64 1356263),(65 1341714.4),(66 1314969.3),(67 1281158.3),(68 1241743.3),(69 1198239),(70 1159191),(71 1124253.1),(72 1095968.5),(73 1069632.8),(74 1047405.9),(75 1027013.25),(76 1010852.4),(77 1003450.5),(78 1005372.94),(79 1012831.25),
(1 24292.367),(2 88757.28),(3 182354.36),(4 293796.34),(5 413366.84),(6 533339.25),(7 645385.06),(8 744235.6),(9 824277.7),(10 881437.1),(11 918391.44),(12 935643.44),(13 930711.4),(14 912330.5),(15 888841.6),(16 864086.06),(17 843616.9),(18 825610.1),(19 808560.7),(20 793093.94),(21 778262.94),(22 762139.75),(23 747430.1),(24 738284.56),(25 738599.8),(26 746491.56),(27 764439.8),(28 796603),(29 842803),(30 900436.4),(31 966943.44),(32 1040301.44),(33 1116438.8),(34 1188678.6),(35 1255060.1),(36 1310043.9),(37 1353653.4),(38 1380111.6),(39 1385027),(40 1370614.3),(41 1338090.1),(42 1293034.4),(43 1242653.4),(44 1189051.6),(45 1135877),(46 1086714),(47 1044997.25),(48 1013411.2),(49 989657.06),(50 968924.8),(51 954902.1),(52 955167.6),(53 966833),(54 989559.44),(55 1023390.06),(56 1065266),(57 1108508.6),(58 1152458.8),(59 1198746.8),(60 1246453.4),(61 1290746.3),(62 1328357.9),(63 1353798.4),(64 1364366.8),(65 1357986.9),(66 1333926.8),(67 1301769.1),(68 1263083.3),(69 1217430.4),(70 1168939.9),(71 1121475.9),(72 1078760.5),(73 1045745.6),(74 1023743.75),(75 1011333.7),(76 1005783.94),(77 1000616.4),(78 998768.9),(79 997674.7),
