1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10057.243),(2 19226.768),(3 36731.035),(4 50073.188),(5 65327.375),(6 84493.54),(7 100567.336),(8 119982.85),(9 138023.98),(10 160949.52),(11 179460.3),(12 198856.61),(13 218755.38),(14 244636.55),(15 271690.97),(16 293235.4),(17 324107.66),(18 346225),(19 378570.66),(20 404204.9),(21 437079.5),(22 464450.4),(23 495345.63),(24 533682.1),(25 561207.3),(26 603803.56),(27 648907.56),(28 686301),(29 748626.75),(30 797596.7),(31 853624),(32 895538.2),(33 946687.5),(34 990221.3),(35 1018615.75),(36 1057776.4),(37 1088006.9),(38 1120041.6),(39 1150585.1),(40 1173693),(41 1214951.1),(42 1240152.5),(43 1282165.6),(44 1320941.5),(45 1365828),(46 1401718.9),(47 1441896),(48 1493911.6),(49 1547797),(50 1617400),(51 1665607),(52 1707693.9),(53 1791074.9),(54 1856755.9),(55 1949156.6),(56 2040552.1),(57 2146827.8),(58 2241098.3),(59 2331843.3),(60 2459268.3),(61 2538413.3),(62 2667685),(63 2796381.3),(64 2901588.3),(65 3045084),(66 3178348),(67 3322618),(68 3467919),(69 3652850.8),(70 3792383.3),(71 3983009.3),(72 4199601.5),(73 4366218.5),(74 4551047.5),(75 4728876.5),(76 4878777),(77 5069628),(78 5237187),(79 5393818),
(1 28.944544),(2 35.06842),(3 38.224457),(4 39.65657),(5 41.43416),(6 42.259533),(7 43.344482),(8 44.353165),(9 45.257694),(10 45.878742),(11 46.691025),(12 46.035492),(13 46.105633),(14 46.405838),(15 46.24923),(16 46.175407),(17 46.62455),(18 46.59845),(19 46.460285),(20 46.909122),(21 46.53202),(22 46.61675),(23 46.237213),(24 46.58485),(25 46.835705),(26 47.61064),(27 47.582664),(28 47.482964),(29 47.488174),(30 47.437176),(31 47.51236),(32 47.638847),(33 48.010517),(34 47.544277),(35 47.37852),(36 47.457863),(37 48.20905),(38 48.830116),(39 48.075054),(40 48.48457),(41 48.68255),(42 48.61909),(43 48.878765),(44 48.855984),(45 48.63339),(46 48.929253),(47 49.133476),(48 49.677044),(49 50.17671),(50 50.286358),(51 49.74803),(52 49.82195),(53 50.08086),(54 50.027058),(55 50.46394),(56 50.30107),(57 50.412106),(58 50.49009),(59 50.453255),(60 50.319706),(61 50.622124),(62 50.767147),(63 50.43907),(64 50.329468),(65 50.512875),(66 49.876774),(67 50.140797),(68 50.208416),(69 50.6223),(70 50.365997),(71 49.646717),(72 50.327564),(73 50.294918),(74 50.985107),(75 50.4907),(76 50.339306),(77 49.94427),(78 50.269558),(79 50.675743),
(1 29.135485),(2 35.23421),(3 38.24603),(4 39.836525),(5 41.514416),(6 42.905186),(7 43.65257),(8 45.038364),(9 45.116745),(10 45.769573),(11 45.69806),(12 45.86009),(13 46.79532),(14 46.890842),(15 47.019596),(16 46.838913),(17 46.974915),(18 46.843548),(19 46.80779),(20 47.04328),(21 46.923782),(22 47.260284),(23 46.574635),(24 47.55434),(25 47.722202),(26 48.28073),(27 47.69469),(28 47.63887),(29 47.452057),(30 48.01725),(31 48.216713),(32 48.243362),(33 48.69804),(34 48.53386),(35 48.35132),(36 48.039494),(37 48.48494),(38 48.640545),(39 48.19732),(40 48.48402),(41 48.84308),(42 49.077545),(43 48.875755),(44 48.864136),(45 49.1203),(46 49.65695),(47 49.810963),(48 50.04256),(49 49.648018),(50 49.654377),(51 49.596245),(52 49.86102),(53 49.784878),(54 49.976685),(55 49.838333),(56 50.138554),(57 50.26772),(58 50.130264),(59 50.346035),(60 50.18486),(61 50.291096),(62 50.6409),(63 50.869076),(64 50.693295),(65 50.735275),(66 50.530426),(67 50.718674),(68 50.725903),(69 50.84149),(70 50.88971),(71 50.94453),(72 51.276188),(73 51.843285),(74 52.364986),(75 51.86786),(76 51.894745),(77 51.381466),(78 51.83484),(79 51.87429),
(1 28.675388),(2 34.838215),(3 37.679836),(4 39.251507),(5 40.94429),(6 41.839626),(7 42.786434),(8 44.085754),(9 44.947807),(10 45.275196),(11 45.496468),(12 45.587902),(13 45.969074),(14 46.332413),(15 46.300335),(16 46.28059),(17 46.772823),(18 47.0779),(19 46.94423),(20 47.162086),(21 46.90216),(22 47.47746),(23 47.55548),(24 47.69203),(25 47.658794),(26 47.964184),(27 47.693798),(28 47.094505),(29 47.59714),(30 47.351257),(31 47.54636),(32 47.493145),(33 47.803463),(34 47.311096),(35 47.547123),(36 47.361866),(37 47.691273),(38 48.463646),(39 48.18717),(40 47.90651),(41 48.006428),(42 48.3893),(43 48.33908),(44 48.286686),(45 48.319424),(46 49.148872),(47 48.920795),(48 49.055637),(49 48.784504),(50 49.242317),(51 48.687416),(52 48.689457),(53 49.249924),(54 49.314354),(55 49.280724),(56 49.349503),(57 50.188404),(58 49.842113),(59 49.526424),(60 49.963024),(61 50.061516),(62 50.55734),(63 50.43795),(64 50.50179),(65 50.19093),(66 49.814606),(67 49.687416),(68 49.710064),(69 49.03124),(70 49.234264),(71 50.057873),(72 49.883686),(73 50.203846),(74 50.583878),(75 50.264446),(76 50.183964),(77 50.22153),(78 50.380466),(79 50.643078),
(1 28.607681),(2 34.564823),(3 37.570377),(4 38.953117),(5 41.031147),(6 41.962578),(7 42.964455),(8 44.216927),(9 44.804157),(10 45.557465),(11 45.829357),(12 45.914516),(13 46.121483),(14 46.711582),(15 46.858826),(16 46.430218),(17 46.372486),(18 46.5136),(19 46.27602),(20 46.65396),(21 45.98457),(22 46.337444),(23 46.613876),(24 47.365105),(25 47.263134),(26 47.22801),(27 46.6391),(28 46.54954),(29 47.033173),(30 46.792015),(31 47.082386),(32 46.965218),(33 47.250614),(34 47.33801),(35 47.129627),(36 47.152332),(37 47.342937),(38 48.011528),(39 48.28445),(40 48.65916),(41 48.203934),(42 47.808056),(43 47.873646),(44 48.316994),(45 48.1455),(46 48.346386),(47 48.22734),(48 48.314365),(49 48.348846),(50 48.54377),(51 48.385372),(52 48.29324),(53 49.048325),(54 48.88708),(55 48.917416),(56 49.342243),(57 49.264893),(58 49.347416),(59 49.378525),(60 49.16139),(61 49.132053),(62 49.797302),(63 49.47107),(64 49.284466),(65 49.551632),(66 49.353237),(67 49.524696),(68 49.362976),(69 49.147182),(70 49.188335),(71 49.5285),(72 49.36011),(73 50.24022),(74 50.493668),(75 50.312542),(76 50.180325),(77 50.697903),(78 50.68671),(79 50.71139),
(1 27.94657),(2 34.356594),(3 37.229248),(4 38.99856),(5 40.507027),(6 41.81802),(7 42.622776),(8 43.483715),(9 44.121136),(10 44.69558),(11 44.96318),(12 45.62537),(13 46.002758),(14 46.49379),(15 46.485023),(16 46.28701),(17 46.546127),(18 46.809036),(19 46.583885),(20 46.5744),(21 46.372692),(22 46.517395),(23 46.348324),(24 46.89416),(25 47.152775),(26 47.524345),(27 47.020798),(28 46.71901),(29 46.58118),(30 46.476734),(31 46.96403),(32 46.637135),(33 47.273136),(34 47.18566),(35 46.541508),(36 46.640255),(37 46.794178),(38 47.78576),(39 47.42824),(40 47.299236),(41 47.393738),(42 47.4905),(43 47.35644),(44 47.817116),(45 47.740856),(46 47.972523),(47 48.160965),(48 48.0702),(49 48.589993),(50 48.810223),(51 48.74382),(52 48.86094),(53 49.23648),(54 49.007656),(55 48.815594),(56 49.586132),(57 49.14688),(58 49.13744),(59 49.497906),(60 49.53985),(61 49.027798),(62 49.672516),(63 49.684643),(64 50.030178),(65 50.04175),(66 49.99857),(67 50.13691),(68 50.307274),(69 50.014957),(70 49.885242),(71 50.169334),(72 50.148445),(73 50.33049),(74 50.45862),(75 50.17884),(76 50.257847),(77 50.27265),(78 49.8049),(79 49.86395),
(1 28.201855),(2 34.660946),(3 37.614693),(4 39.108788),(5 40.721024),(6 42.237293),(7 43.203472),(8 43.623344),(9 44.427063),(10 45.28134),(11 45.207115),(12 45.778282),(13 46.035927),(14 46.24517),(15 46.3523),(16 46.415028),(17 46.438354),(18 46.4278),(19 46.273045),(20 46.202816),(21 46.27618),(22 46.33227),(23 45.8926),(24 46.31398),(25 46.629677),(26 46.930622),(27 46.678173),(28 46.54567),(29 46.747482),(30 46.642086),(31 46.912556),(32 47.24837),(33 47.763096),(34 47.58261),(35 47.39194),(36 47.532917),(37 47.908375),(38 48.411777),(39 48.142952),(40 48.415905),(41 48.25838),(42 48.075012),(43 48.195824),(44 48.253387),(45 48.028492),(46 48.223892),(47 48.27013),(48 47.949863),(49 48.708855),(50 48.794518),(51 48.43637),(52 48.068367),(53 48.509045),(54 48.449093),(55 48.76053),(56 48.953224),(57 49.04152),(58 48.900967),(59 48.25302),(60 48.84457),(61 48.959156),(62 49.5544),(63 49.16285),(64 49.126614),(65 49.35163),(66 49.37463),(67 49.420986),(68 49.636765),(69 49.7691),(70 49.561207),(71 49.207108),(72 49.519005),(73 49.627274),(74 50.237602),(75 49.914486),(76 50.021034),(77 50.144196),(78 49.729824),(79 49.410435),
(1 28.197142),(2 34.585056),(3 37.449455),(4 39.075294),(5 40.659805),(6 41.60841),(7 43.17445),(8 43.39287),(9 44.121433),(10 44.58605),(11 45.23652),(12 45.24441),(13 45.425888),(14 45.971416),(15 45.97829),(16 46.073917),(17 46.137383),(18 46.00706),(19 46.017902),(20 45.5603),(21 45.619194),(22 45.789513),(23 44.921013),(24 45.815903),(25 45.879684),(26 46.18374),(27 46.14771),(28 45.602108),(29 46.17047),(30 46.117924),(31 46.441296),(32 46.71306),(33 46.735233),(34 46.625683),(35 46.602047),(36 46.796112),(37 47.015003),(38 47.65513),(39 47.75679),(40 47.53828),(41 48.1308),(42 47.725517),(43 48.011803),(44 48.229725),(45 49.10649),(46 48.96355),(47 48.43601),(48 48.708023),(49 48.707977),(50 49.243057),(51 48.759113),(52 48.207767),(53 48.645954),(54 48.69015),(55 48.972904),(56 49.070232),(57 49.438755),(58 49.64654),(59 49.219055),(60 49.5946),(61 49.835064),(62 50.09964),(63 49.719524),(64 50.116905),(65 50.258198),(66 50.074505),(67 49.59637),(68 49.566387),(69 49.82388),(70 49.921276),(71 49.94542),(72 50.554688),(73 50.386894),(74 50.33),(75 49.99687),(76 49.90179),(77 49.97048),(78 49.816147),(79 49.483917),
(1 28.135418),(2 34.201218),(3 36.90618),(4 38.86059),(5 40.328537),(6 41.69931),(7 42.908886),(8 43.271805),(9 43.707413),(10 44.406338),(11 44.951916),(12 45.228115),(13 45.33797),(14 45.85389),(15 45.80232),(16 45.31104),(17 45.37865),(18 45.374023),(19 45.60873),(20 45.996483),(21 46.277462),(22 46.271446),(23 46.271282),(24 46.602924),(25 46.968452),(26 46.817867),(27 46.299026),(28 46.236946),(29 46.06775),(30 46.68778),(31 46.782314),(32 46.747154),(33 47.03244),(34 46.78785),(35 46.76643),(36 47.431316),(37 47.408962),(38 47.994335),(39 48.012203),(40 47.939632),(41 48.375057),(42 47.956615),(43 48.12136),(44 48.553436),(45 48.458492),(46 48.405777),(47 48.21998),(48 48.391273),(49 48.88091),(50 49.46732),(51 48.919903),(52 48.66369),(53 48.792095),(54 49.214443),(55 48.472218),(56 49.096386),(57 48.6727),(58 48.989517),(59 48.95027),(60 49.331234),(61 49.42181),(62 49.771183),(63 49.421997),(64 50.058903),(65 49.830307),(66 50.081165),(67 49.643192),(68 49.937645),(69 50.244244),(70 50.17294),(71 50.29574),(72 50.716846),(73 50.73421),(74 51.40957),(75 50.604706),(76 50.45985),(77 50.52058),(78 50.799656),(79 50.77863),
(1 27.611387),(2 33.173946),(3 36.64468),(4 38.14894),(5 39.460533),(6 40.134823),(7 41.45942),(8 41.749157),(9 42.731422),(10 43.532948),(11 43.93908),(12 43.922626),(13 44.063812),(14 44.460094),(15 44.310307),(16 44.26098),(17 44.639954),(18 44.376476),(19 44.05818),(20 43.996384),(21 44.26886),(22 44.48707),(23 44.219288),(24 44.287167),(25 44.40864),(26 44.70905),(27 44.63287),(28 44.57677),(29 44.623203),(30 44.365086),(31 44.63161),(32 44.469055),(33 44.92769),(34 44.89966),(35 44.94248),(36 44.98119),(37 45.259094),(38 46.06271),(39 45.693054),(40 45.937023),(41 46.627605),(42 46.690624),(43 46.671375),(44 46.553257),(45 47.029156),(46 47.051064),(47 47.639114),(48 47.55247),(49 47.439068),(50 48.106743),(51 47.934765),(52 47.572548),(53 47.791145),(54 48.03648),(55 48.12422),(56 47.929356),(57 48.387245),(58 48.504066),(59 48.07434),(60 48.10481),(61 48.240116),(62 48.764637),(63 47.543076),(64 47.58405),(65 48.23603),(66 48.35478),(67 48.36938),(68 48.395092),(69 48.40136),(70 48.3327),(71 48.235065),(72 48.524887),(73 49.39547),(74 49.41967),(75 49.084515),(76 48.886486),(77 48.69365),(78 48.761745),(79 48.801876),
(1 27.685377),(2 33.441864),(3 36.05442),(4 37.925453),(5 39.525776),(6 40.336617),(7 41.727657),(8 42.277645),(9 42.811172),(10 43.46014),(11 43.97392),(12 43.991943),(13 44.597885),(14 45.103645),(15 44.820354),(16 45.228157),(17 44.78896),(18 44.64381),(19 45.10115),(20 44.9429),(21 45.09537),(22 44.95936),(23 44.711742),(24 45.090435),(25 44.93242),(26 45.550465),(27 45.40756),(28 45.941246),(29 46.08314),(30 45.954334),(31 45.8487),(32 46.05817),(33 45.874645),(34 46.030476),(35 46.065735),(36 46.444035),(37 46.41214),(38 47.356167),(39 46.737537),(40 46.8507),(41 47.14057),(42 46.76812),(43 46.73819),(44 47.100853),(45 47.24691),(46 47.162083),(47 47.181763),(48 47.167915),(49 47.63606),(50 47.672115),(51 47.646896),(52 47.54931),(53 47.708614),(54 48.303978),(55 48.524754),(56 48.580494),(57 48.523636),(58 48.35254),(59 48.32193),(60 48.641727),(61 48.563297),(62 48.975048),(63 48.739796),(64 48.687164),(65 48.779766),(66 48.102062),(67 48.511642),(68 48.617043),(69 48.470943),(70 48.550648),(71 48.66947),(72 49.00276),(73 49.29906),(74 49.39533),(75 48.89345),(76 48.77593),(77 48.87178),(78 48.80856),(79 48.718315),
(1 27.837849),(2 33.288486),(3 35.8244),(4 37.49626),(5 39.428104),(6 40.448742),(7 41.207027),(8 42.175156),(9 42.597378),(10 43.56814),(11 44.032467),(12 43.98224),(13 44.07153),(14 44.437622),(15 43.958824),(16 44.22167),(17 44.501698),(18 44.278652),(19 44.55384),(20 44.52148),(21 44.718338),(22 44.907265),(23 44.601944),(24 45.72329),(25 45.276108),(26 45.436356),(27 45.46233),(28 45.551952),(29 45.44893),(30 45.52968),(31 45.54155),(32 45.749855),(33 45.66018),(34 45.69141),(35 45.417965),(36 45.467064),(37 45.79191),(38 46.540047),(39 46.36753),(40 46.57041),(41 46.6778),(42 46.210514),(43 46.868675),(44 46.377167),(45 47.051697),(46 47.12531),(47 47.349407),(48 47.599907),(49 47.15308),(50 47.6644),(51 47.42463),(52 47.465477),(53 47.643654),(54 48.021046),(55 47.83729),(56 48.394184),(57 48.231937),(58 48.36179),(59 48.41602),(60 48.88061),(61 48.54082),(62 48.81887),(63 48.53965),(64 48.52308),(65 48.527946),(66 48.737076),(67 48.069805),(68 48.377888),(69 48.38029),(70 48.888355),(71 48.712032),(72 48.93083),(73 48.81582),(74 48.915985),(75 48.845722),(76 48.831577),(77 48.483894),(78 48.81374),(79 48.307095),
(1 27.749876),(2 33.986652),(3 36.657475),(4 38.42826),(5 39.819798),(6 41.048607),(7 42.664524),(8 43.397694),(9 44.205574),(10 44.7971),(11 45.46117),(12 45.526745),(13 45.37909),(14 46.31263),(15 46.015606),(16 45.918423),(17 46.255653),(18 46.239483),(19 46.21955),(20 46.18498),(21 45.723648),(22 45.770668),(23 45.605907),(24 46.260002),(25 45.861477),(26 45.847645),(27 45.582134),(28 45.92606),(29 45.92278),(30 45.88801),(31 46.002064),(32 46.08518),(33 46.179966),(34 46.33448),(35 46.240383),(36 46.387257),(37 46.678963),(38 47.374546),(39 46.53531),(40 46.44507),(41 47.12061),(42 46.969078),(43 47.529354),(44 47.531178),(45 47.538548),(46 47.33626),(47 47.65525),(48 48.182487),(49 47.920868),(50 48.462944),(51 48.339542),(52 47.79667),(53 47.898293),(54 47.86238),(55 47.771893),(56 47.814526),(57 47.890007),(58 48.06218),(59 47.609333),(60 48.22974),(61 48.25681),(62 48.628746),(63 48.263916),(64 48.415806),(65 48.715427),(66 49.06464),(67 49.18632),(68 48.94942),(69 48.97644),(70 48.945652),(71 49.02194),(72 49.247196),(73 49.22359),(74 49.368862),(75 49.305824),(76 48.95167),(77 48.806522),(78 48.807156),(79 48.580097),
(1 28.084827),(2 33.785206),(3 36.144043),(4 38.075752),(5 39.50054),(6 40.34582),(7 41.819862),(8 42.698643),(9 43.392056),(10 43.841656),(11 43.605465),(12 43.771034),(13 44.04093),(14 44.530045),(15 45.010544),(16 44.738163),(17 44.9676),(18 44.87672),(19 44.923153),(20 45.311127),(21 45.094753),(22 45.29028),(23 45.15341),(24 45.459824),(25 45.11129),(26 45.483284),(27 45.23171),(28 45.181232),(29 45.509804),(30 45.433937),(31 45.20961),(32 45.613003),(33 45.061775),(34 44.907658),(35 45.35447),(36 45.56354),(37 45.375813),(38 46.307224),(39 45.824203),(40 45.973206),(41 46.9205),(42 46.804085),(43 46.9431),(44 47.087387),(45 47.436157),(46 47.155937),(47 47.01777),(48 47.203754),(49 47.360455),(50 47.33109),(51 47.563103),(52 47.51616),(53 47.43389),(54 47.560783),(55 47.618645),(56 47.350456),(57 47.424652),(58 47.85292),(59 47.597607),(60 47.90963),(61 47.76807),(62 48.033344),(63 47.848614),(64 47.805363),(65 47.37381),(66 47.745556),(67 47.5788),(68 47.752964),(69 47.574112),(70 47.529922),(71 47.558907),(72 47.74424),(73 47.94335),(74 48.50528),(75 48.402966),(76 48.164146),(77 48.20487),(78 48.30694),(79 48.244457),
(1 27.531425),(2 32.95453),(3 35.603878),(4 37.588028),(5 39.260296),(6 39.90092),(7 41.35815),(8 42.282032),(9 43.12366),(10 43.420807),(11 43.17815),(12 43.598446),(13 43.70179),(14 44.063667),(15 43.448116),(16 44.16234),(17 44.299927),(18 44.575695),(19 44.918938),(20 45.102577),(21 45.14382),(22 45.14917),(23 44.946114),(24 45.234634),(25 45.173233),(26 45.34848),(27 44.8238),(28 44.6219),(29 44.858643),(30 44.562702),(31 44.71765),(32 44.77714),(33 45.16603),(34 45.690937),(35 45.310898),(36 45.53159),(37 45.73231),(38 46.087234),(39 45.974083),(40 45.951218),(41 46.16094),(42 45.784485),(43 45.954044),(44 46.379864),(45 45.955624),(46 45.852783),(47 46.232742),(48 45.733143),(49 45.735523),(50 46.034817),(51 46.07565),(52 46.27754),(53 46.83772),(54 46.691666),(55 46.889782),(56 46.684986),(57 46.456326),(58 46.825512),(59 46.973396),(60 47.33311),(61 47.118603),(62 47.434685),(63 47.17586),(64 47.268356),(65 46.63428),(66 47.03263),(67 47.20771),(68 47.48179),(69 47.526863),(70 47.738544),(71 47.955933),(72 47.90515),(73 47.464104),(74 47.9291),(75 47.92529),(76 47.805134),(77 47.434227),(78 47.63819),(79 47.715416),
(1 27.656466),(2 33.028107),(3 36.03793),(4 37.723476),(5 39.287136),(6 40.129627),(7 41.005493),(8 42.033913),(9 42.794884),(10 43.295452),(11 43.696533),(12 43.794613),(13 44.126053),(14 44.456917),(15 44.52018),(16 44.905624),(17 44.619125),(18 44.59767),(19 44.867527),(20 45.10931),(21 45.50775),(22 45.453075),(23 45.01304),(24 45.43775),(25 45.382145),(26 45.6587),(27 45.619934),(28 45.40646),(29 45.944866),(30 45.71995),(31 45.758244),(32 45.67179),(33 46.378433),(34 46.575893),(35 46.58753),(36 46.041634),(37 46.405453),(38 46.9115),(39 46.73141),(40 46.95375),(41 47.38179),(42 47.400387),(43 47.77562),(44 47.728462),(45 47.615),(46 47.766693),(47 48.065075),(48 47.934715),(49 47.444504),(50 47.864014),(51 47.98516),(52 48.068913),(53 48.57283),(54 48.438705),(55 48.349045),(56 48.337013),(57 48.661163),(58 48.77325),(59 48.41879),(60 49.038136),(61 48.815865),(62 49.03328),(63 49.041588),(64 48.97414),(65 48.729046),(66 48.628735),(67 48.77275),(68 48.76193),(69 48.824116),(70 48.944805),(71 48.790375),(72 48.917202),(73 48.82154),(74 49.655518),(75 49.507416),(76 49.34267),(77 49.20578),(78 48.99542),(79 49.05245),
(1 26.889397),(2 32.30096),(3 35.393753),(4 37.185757),(5 38.984863),(6 39.885612),(7 40.823635),(8 41.723194),(9 42.084724),(10 42.91829),(11 43.08423),(12 43.58211),(13 43.844536),(14 44.45344),(15 44.429623),(16 44.54572),(17 44.534897),(18 44.42601),(19 44.722694),(20 44.623108),(21 44.760693),(22 44.885777),(23 44.836224),(24 44.727436),(25 45.163254),(26 45.59752),(27 45.62624),(28 45.55742),(29 45.489002),(30 45.225094),(31 45.224785),(32 44.89956),(33 45.060135),(34 45.200764),(35 45.03974),(36 45.25694),(37 45.45052),(38 46.35906),(39 45.66137),(40 45.63692),(41 45.939804),(42 45.89016),(43 46.379494),(44 46.62111),(45 46.229107),(46 46.134445),(47 46.395237),(48 47.001823),(49 46.774006),(50 47.111435),(51 47.10703),(52 47.168015),(53 47.332153),(54 46.895794),(55 47.239544),(56 46.64748),(57 47.01889),(58 46.937935),(59 46.559795),(60 46.67129),(61 47.24731),(62 47.54891),(63 47.378628),(64 47.600224),(65 47.249237),(66 47.502735),(67 47.64607),(68 47.25113),(69 47.51877),(70 47.86064),(71 47.420235),(72 47.76902),(73 47.51325),(74 48.032806),(75 48.238537),(76 48.181194),(77 48.01463),(78 47.77497),(79 48.122334),
(1 26.857979),(2 32.39199),(3 35.267006),(4 37.08205),(5 38.5626),(6 39.895077),(7 41.2953),(8 41.788555),(9 42.36972),(10 43.337925),(11 43.38776),(12 43.731106),(13 43.680744),(14 44.57231),(15 44.44828),(16 44.6238),(17 44.66227),(18 44.489132),(19 44.731354),(20 44.30297),(21 44.4174),(22 44.23408),(23 43.758938),(24 43.915146),(25 44.36714),(26 44.745007),(27 44.7971),(28 44.862663),(29 44.715454),(30 44.95088),(31 44.944756),(32 44.792168),(33 44.766666),(34 44.762115),(35 44.659748),(36 44.511955),(37 44.641533),(38 45.181053),(39 45.024582),(40 45.34249),(41 45.56122),(42 45.789318),(43 46.19194),(44 46.150112),(45 45.90338),(46 45.972954),(47 46.435165),(48 46.657944),(49 46.909946),(50 47.130383),(51 46.88219),(52 46.97318),(53 47.115658),(54 47.43487),(55 47.54405),(56 47.499275),(57 47.054104),(58 46.58024),(59 46.68469),(60 46.59213),(61 46.985115),(62 46.998425),(63 46.74179),(64 46.989597),(65 46.8665),(66 46.893646),(67 46.474808),(68 46.623444),(69 46.65571),(70 46.8269),(71 47.07475),(72 47.531246),(73 48.075455),(74 47.90487),(75 47.780697),(76 47.770935),(77 47.385548),(78 47.569836),(79 47.52804),
