1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64015.95),(2 223225.33),(3 451331.84),(4 747201.75),(5 1107721),(6 1533543),(7 2092975.9),(8 2674028.3),(9 3222694),(10 3843575.3),(11 4578308.5),(12 5453444.5),(13 6461720.5),(14 7506558.5),(15 8566987),(16 9645912),(17 10810431),(18 11976321),(19 13098881),(20 14290029),(21 15506509),(22 16736989),(23 18222818),(24 19892026),(25 21684882),(26 23623162),(27 25669816),(28 27773214),(29 29981370),(30 32504880),(31 35102180),(32 37713256),(33 40326500),(34 43085856),(35 45917788),(36 48812100),(37 51879852),(38 55181484),(39 58440308),(40 62237660),(41 66226292),(42 70549120),(43 75357570),(44 80476870),(45 85939496),(46 91650090),(47 97501750),(48 103168870),(49 108959130),(50 113971290),(51 118582104),(52 123806456),(53 129421920),(54 134831890),(55 139897380),(56 144967660),(57 149449810),(58 154173900),(59 158719200),(60 162785200),(61 165962610),(62 168683120),(63 171037630),(64 172929400),(65 173988460),(66 174609140),(67 175354240),(68 175454640),(69 175436110),(70 175300050),(71 175693170),(72 176556560),(73 177427090),(74 178479760),(75 179579520),(76 180866990),(77 181967800),(78 183410610),(79 185099120),
(1 191.77382),(2 255.428),(3 299.49078),(4 329.05536),(5 353.29044),(6 372.3776),(7 390.93427),(8 412.47827),(9 421.66528),(10 431.90103),(11 444.1692),(12 453.80234),(13 463.33188),(14 471.18787),(15 478.37958),(16 477.7644),(17 481.38525),(18 489.49124),(19 495.03397),(20 496.6896),(21 503.66226),(22 507.41946),(23 512.1607),(24 509.358),(25 513.4359),(26 513.4561),(27 516.9616),(28 517.7178),(29 516.35974),(30 520.2861),(31 514.70386),(32 517.8465),(33 519.74805),(34 525.5437),(35 525.9709),(36 526.5176),(37 531.0291),(38 533.0129),(39 537.07043),(40 536.1279),(41 536.4393),(42 539.8898),(43 531.3059),(44 532.7868),(45 531.7075),(46 531.5163),(47 532.71155),(48 530.74585),(49 532.7143),(50 532.6301),(51 529.59827),(52 524.78815),(53 529.98553),(54 527.9622),(55 529.74713),(56 527.2695),(57 531.3031),(58 531.8422),(59 525.0397),(60 525.3885),(61 524.6622),(62 524.31683),(63 522.6691),(64 526.063),(65 532.3398),(66 537.2982),(67 537.3707),(68 540.1882),(69 542.25464),(70 541.8486),(71 544.29224),(72 541.3035),(73 545.3197),(74 550.71063),(75 555.0143),(76 558.1171),(77 558.63837),(78 557.0881),(79 558.3157),
(1 183.46526),(2 246.24808),(3 289.88107),(4 318.24597),(5 341.6826),(6 363.377),(7 377.8373),(8 396.43896),(9 414.28784),(10 428.74496),(11 445.79373),(12 456.08923),(13 464.17184),(14 469.9401),(15 476.6654),(16 482.75516),(17 483.8814),(18 489.54547),(19 496.9103),(20 497.36145),(21 502.39087),(22 504.0014),(23 510.22015),(24 511.17422),(25 516.79816),(26 515.3827),(27 511.88107),(28 512.66034),(29 513.69196),(30 516.1934),(31 511.8398),(32 514.29987),(33 515.712),(34 520.8376),(35 524.7965),(36 527.5264),(37 526.361),(38 527.224),(39 525.9779),(40 530.4138),(41 532.7999),(42 531.6673),(43 534.51556),(44 536.22266),(45 536.1486),(46 536.0308),(47 536.2946),(48 535.86194),(49 540.39594),(50 539.10114),(51 540.8499),(52 537.8147),(53 543.0403),(54 541.147),(55 541.72565),(56 542.6752),(57 544.62537),(58 544.1041),(59 542.3008),(60 543.38916),(61 543.7864),(62 547.29144),(63 548.2735),(64 543.8511),(65 547.2519),(66 545.4707),(67 542.82263),(68 547.34247),(69 549.263),(70 549.48584),(71 550.45905),(72 549.66614),(73 551.25116),(74 550.2309),(75 553.1218),(76 551.75464),(77 551.2331),(78 552.0902),(79 551.77716),
(1 186.33038),(2 248.54945),(3 294.14203),(4 321.72122),(5 344.86807),(6 366.1888),(7 379.3556),(8 399.00543),(9 414.9219),(10 428.5209),(11 440.3232),(12 447.76746),(13 456.13892),(14 462.88678),(15 468.6785),(16 470.61948),(17 471.2371),(18 475.134),(19 479.63452),(20 481.79623),(21 483.94772),(22 487.0017),(23 487.97614),(24 491.86118),(25 491.78702),(26 490.98682),(27 489.71463),(28 494.03162),(29 493.7945),(30 498.88272),(31 501.40707),(32 503.08112),(33 503.73288),(34 502.26263),(35 505.6078),(36 503.76956),(37 508.29916),(38 507.75125),(39 504.86804),(40 501.6973),(41 501.1367),(42 497.36243),(43 491.66998),(44 499.4434),(45 500.61316),(46 499.7379),(47 504.41483),(48 503.81662),(49 504.5657),(50 501.6827),(51 502.0071),(52 504.9681),(53 508.20813),(54 505.1224),(55 508.79257),(56 507.89023),(57 514.0651),(58 517.6595),(59 517.0847),(60 521.3458),(61 521.3544),(62 518.9017),(63 520.177),(64 517.8575),(65 520.48553),(66 521.76355),(67 522.6234),(68 522.30383),(69 523.40924),(70 527.02997),(71 528.174),(72 530.9436),(73 530.9251),(74 530.5919),(75 531.0017),(76 531.2071),(77 535.38086),(78 535.8451),(79 532.45245),
(1 186.98804),(2 248.47797),(3 294.9495),(4 327.25745),(5 354.35574),(6 376.76376),(7 394.56537),(8 419.6289),(9 434.17346),(10 447.41193),(11 462.7044),(12 472.74738),(13 477.84564),(14 482.74387),(15 487.30505),(16 490.64685),(17 494.76242),(18 499.02505),(19 500.53616),(20 500.85587),(21 503.95172),(22 506.616),(23 507.71048),(24 506.99075),(25 506.78726),(26 514.21246),(27 509.42886),(28 512.5065),(29 513.681),(30 515.916),(31 519.39825),(32 522.0703),(33 522.6177),(34 525.0305),(35 523.9379),(36 520.3126),(37 519.48157),(38 522.7667),(39 522.06464),(40 519.854),(41 520.8398),(42 522.7639),(43 521.30347),(44 520.53174),(45 522.39075),(46 522.3457),(47 523.9355),(48 527.65424),(49 527.7564),(50 525.5807),(51 529.2608),(52 526.1937),(53 529.8531),(54 530.6486),(55 528.3847),(56 531.34424),(57 533.8176),(58 537.4641),(59 540.4013),(60 548.73486),(61 549.7791),(62 555.3814),(63 558.4644),(64 556.3869),(65 563.1783),(66 564.892),(67 569.075),(68 568.5526),(69 564.77344),(70 567.22943),(71 567.1054),(72 563.0924),(73 562.1373),(74 557.794),(75 555.9593),(76 554.885),(77 555.8708),(78 552.95386),(79 550.35236),
(1 179.29666),(2 239.03401),(3 283.27),(4 317.3833),(5 342.8492),(6 362.28412),(7 379.98746),(8 401.20642),(9 413.70862),(10 427.0993),(11 437.65405),(12 447.92517),(13 458.57166),(14 464.9056),(15 473.15744),(16 479.14484),(17 487.84042),(18 493.67236),(19 499.9684),(20 502.5308),(21 509.99265),(22 511.80655),(23 511.34338),(24 509.4142),(25 507.91922),(26 507.40778),(27 508.03036),(28 508.24033),(29 508.28894),(30 507.41675),(31 512.057),(32 510.9914),(33 510.62076),(34 507.172),(35 507.97174),(36 508.82535),(37 502.92508),(38 505.27762),(39 508.05698),(40 508.08542),(41 510.04312),(42 512.3213),(43 513.9719),(44 510.62964),(45 511.29382),(46 510.07428),(47 506.72537),(48 509.58124),(49 509.13385),(50 509.61304),(51 508.0337),(52 508.6147),(53 511.51578),(54 509.226),(55 509.04022),(56 511.22412),(57 513.2943),(58 514.2261),(59 510.81693),(60 512.674),(61 513.9881),(62 514.187),(63 516.99945),(64 513.1066),(65 513.6755),(66 515.0219),(67 518.40674),(68 522.7256),(69 524.0143),(70 526.5066),(71 526.3529),(72 522.68274),(73 522.8197),(74 523.29895),(75 522.5813),(76 521.43555),(77 516.89777),(78 514.76746),(79 514.41437),
(1 180.8699),(2 241.84677),(3 284.59253),(4 316.47678),(5 341.92297),(6 357.68182),(7 373.74164),(8 392.45328),(9 407.40524),(10 419.90524),(11 430.4232),(12 440.36606),(13 446.64282),(14 449.72513),(15 453.17435),(16 462.46362),(17 473.00186),(18 474.63962),(19 481.91095),(20 482.0563),(21 490.93948),(22 490.80887),(23 493.24548),(24 492.23712),(25 492.63345),(26 492.89835),(27 494.44705),(28 495.31973),(29 495.3512),(30 496.5709),(31 500.3362),(32 503.18948),(33 503.36517),(34 501.97308),(35 502.4184),(36 499.41705),(37 500.3162),(38 502.3044),(39 503.29114),(40 504.8308),(41 507.983),(42 506.94128),(43 508.38437),(44 508.8705),(45 510.73083),(46 508.9098),(47 507.40536),(48 514.4586),(49 513.93),(50 513.94543),(51 513.62744),(52 515.84644),(53 521.4182),(54 516.9803),(55 515.9801),(56 519.7721),(57 521.7693),(58 518.0096),(59 518.7218),(60 517.49445),(61 518.7139),(62 521.0009),(63 522.3355),(64 521.2999),(65 522.7483),(66 523.9454),(67 520.92),(68 520.08514),(69 520.957),(70 522.6037),(71 521.73944),(72 518.92145),(73 516.7194),(74 516.2976),(75 512.68286),(76 516.8101),(77 511.3549),(78 511.015),(79 515.7751),
(1 175.6783),(2 235.77782),(3 275.22467),(4 304.3154),(5 328.69064),(6 348.5822),(7 364.0254),(8 383.93173),(9 397.20084),(10 410.2753),(11 421.84595),(12 429.88596),(13 435.82852),(14 441.7321),(15 445.4852),(16 452.04877),(17 450.83768),(18 454.24646),(19 461.65347),(20 467.76486),(21 473.0348),(22 475.51904),(23 476.2387),(24 477.43472),(25 481.4529),(26 483.71112),(27 484.59427),(28 483.603),(29 482.23505),(30 485.185),(31 488.67502),(32 490.0834),(33 491.8174),(34 495.37097),(35 496.52548),(36 496.7531),(37 497.08902),(38 502.53775),(39 503.1136),(40 502.7596),(41 504.41086),(42 502.35318),(43 507.0559),(44 508.71326),(45 511.43347),(46 514.08765),(47 513.99884),(48 514.453),(49 514.11),(50 514.95593),(51 515.753),(52 517.0321),(53 518.46606),(54 518.64526),(55 519.75745),(56 517.628),(57 519.2855),(58 519.6963),(59 519.6752),(60 518.7832),(61 518.13196),(62 517.4998),(63 516.4423),(64 514.84503),(65 516.7422),(66 513.915),(67 509.10156),(68 513.38904),(69 509.85327),(70 512.7738),(71 514.7394),(72 512.93384),(73 514.5449),(74 514.26697),(75 515.8592),(76 513.0326),(77 513.61414),(78 514.7555),(79 514.0348),
(1 176.4425),(2 236.57118),(3 276.4938),(4 302.80734),(5 328.88046),(6 348.77594),(7 365.95114),(8 383.4023),(9 398.30518),(10 406.92346),(11 419.96762),(12 429.52725),(13 436.87875),(14 442.53665),(15 447.03302),(16 450.1974),(17 451.98798),(18 452.6181),(19 454.15427),(20 460.145),(21 467.31607),(22 474.08417),(23 477.3703),(24 478.40305),(25 480.26135),(26 483.9046),(27 484.51703),(28 484.51923),(29 485.6759),(30 484.57767),(31 485.747),(32 484.86218),(33 486.8233),(34 489.3323),(35 491.5309),(36 492.17535),(37 495.22687),(38 499.51944),(39 497.63287),(40 502.74802),(41 504.60132),(42 507.14053),(43 513.1381),(44 513.2059),(45 518.3759),(46 519.55493),(47 518.7563),(48 515.5532),(49 514.03845),(50 512.2275),(51 511.18933),(52 511.7946),(53 514.07275),(54 512.1233),(55 509.15964),(56 508.19266),(57 512.0315),(58 512.2926),(59 511.77368),(60 510.01913),(61 509.7452),(62 513.9087),(63 513.0956),(64 512.7486),(65 518.79865),(66 519.1451),(67 520.6924),(68 520.6036),(69 524.39215),(70 527.92004),(71 531.9037),(72 533.25885),(73 539.73206),(74 542.76855),(75 546.07166),(76 547.1842),(77 549.1054),(78 548.02606),(79 547.6773),
(1 175.32816),(2 236.25645),(3 275.54013),(4 302.86926),(5 325.7058),(6 344.70538),(7 364.6946),(8 384.72488),(9 399.76892),(10 408.26276),(11 416.96954),(12 432.20572),(13 435.42645),(14 441.24896),(15 448.5401),(16 451.71274),(17 457.98267),(18 459.9027),(19 466.25983),(20 466.71182),(21 470.46307),(22 473.138),(23 477.1868),(24 477.64084),(25 476.38245),(26 480.99957),(27 487.13644),(28 486.0334),(29 487.8681),(30 489.83984),(31 491.9407),(32 493.9169),(33 496.8604),(34 497.04514),(35 497.80063),(36 497.619),(37 495.9171),(38 498.49268),(39 497.24936),(40 496.07346),(41 493.7531),(42 498.44373),(43 502.99866),(44 504.77878),(45 504.6953),(46 504.4239),(47 499.96536),(48 499.62527),(49 497.07367),(50 496.24814),(51 496.2867),(52 496.07513),(53 499.41925),(54 497.6822),(55 496.71512),(56 498.97946),(57 503.03693),(58 501.12695),(59 499.5252),(60 500.31924),(61 503.1513),(62 508.10944),(63 508.41867),(64 507.67804),(65 511.18262),(66 512.8119),(67 510.4708),(68 517.5626),(69 516.55756),(70 520.0974),(71 518.5524),(72 522.49536),(73 524.87256),(74 526.4008),(75 530.447),(76 530.36365),(77 530.3381),(78 528.8067),(79 523.7599),
(1 171.33923),(2 228.10957),(3 268.63748),(4 297.62524),(5 317.871),(6 337.81473),(7 350.62323),(8 365.8863),(9 378.61246),(10 389.68146),(11 402.12323),(12 411.4039),(13 420.1065),(14 426.7733),(15 432.30258),(16 435.6899),(17 436.88083),(18 436.99435),(19 444.40826),(20 445.02853),(21 446.95706),(22 448.13153),(23 451.54224),(24 450.3927),(25 453.79553),(26 456.12946),(27 460.0101),(28 463.4668),(29 465.14117),(30 466.50995),(31 466.56534),(32 470.75864),(33 474.82983),(34 475.46585),(35 471.28195),(36 471.8008),(37 469.65372),(38 464.61465),(39 462.39795),(40 461.1823),(41 457.5084),(42 456.0024),(43 454.00595),(44 454.9293),(45 451.58936),(46 452.11105),(47 452.63986),(48 455.01773),(49 453.69336),(50 453.73026),(51 453.88797),(52 452.6987),(53 455.14572),(54 454.20212),(55 454.7062),(56 459.66687),(57 463.55502),(58 466.63007),(59 469.12997),(60 473.39154),(61 477.18314),(62 481.86554),(63 487.53308),(64 488.24475),(65 490.60934),(66 489.84424),(67 491.77588),(68 491.62177),(69 489.73132),(70 492.67075),(71 496.1249),(72 499.11023),(73 496.7051),(74 493.36078),(75 492.81485),(76 486.62006),(77 483.8494),(78 479.49075),(79 477.98386),
(1 170.48799),(2 229.67236),(3 270.24008),(4 299.52728),(5 325.9179),(6 344.07544),(7 353.70135),(8 374.1217),(9 388.32373),(10 394.42053),(11 405.1887),(12 414.14664),(13 420.74094),(14 426.14072),(15 430.12042),(16 432.17007),(17 438.86783),(18 441.33673),(19 446.64252),(20 447.81662),(21 448.75143),(22 451.663),(23 454.95816),(24 455.07645),(25 461.44693),(26 463.4061),(27 463.3423),(28 463.53403),(29 463.49173),(30 459.39505),(31 464.06436),(32 464.76834),(33 466.62543),(34 468.75986),(35 467.76776),(36 466.64917),(37 467.2351),(38 466.19144),(39 466.38138),(40 460.8819),(41 458.49603),(42 459.6707),(43 460.891),(44 464.0214),(45 460.10104),(46 461.05008),(47 460.58954),(48 463.44727),(49 465.0512),(50 465.50314),(51 469.78342),(52 467.99585),(53 468.92508),(54 467.7894),(55 468.81384),(56 470.50323),(57 470.09216),(58 473.4608),(59 474.51578),(60 481.49396),(61 484.70743),(62 484.236),(63 487.40643),(64 491.37833),(65 491.55026),(66 492.83646),(67 498.93948),(68 502.89816),(69 501.95145),(70 503.16702),(71 504.4799),(72 504.5008),(73 502.7516),(74 503.9747),(75 507.62552),(76 508.73032),(77 511.87857),(78 512.9275),(79 517.15405),
(1 168.80212),(2 227.95918),(3 266.15555),(4 295.64847),(5 316.27728),(6 332.55267),(7 345.32913),(8 366.06412),(9 377.90906),(10 392.83353),(11 401.6913),(12 408.78394),(13 415.58862),(14 423.34998),(15 425.798),(16 432.833),(17 437.67575),(18 439.2401),(19 438.5918),(20 439.55798),(21 443.73123),(22 446.36942),(23 451.1794),(24 454.2768),(25 458.7104),(26 461.70026),(27 459.9354),(28 461.51886),(29 459.00653),(30 459.47598),(31 459.33585),(32 459.7884),(33 461.0972),(34 462.86346),(35 461.13837),(36 459.82324),(37 459.5298),(38 457.98358),(39 460.89224),(40 455.65353),(41 455.1465),(42 459.96478),(43 457.25348),(44 462.11655),(45 462.66934),(46 461.7977),(47 460.30826),(48 461.18018),(49 463.4828),(50 462.13858),(51 463.4304),(52 461.30988),(53 463.77512),(54 462.56223),(55 463.05392),(56 463.44424),(57 464.41122),(58 466.4854),(59 469.7801),(60 470.0186),(61 472.02936),(62 477.7133),(63 478.69907),(64 479.48038),(65 482.58105),(66 482.3708),(67 483.78308),(68 484.76132),(69 484.48022),(70 489.8463),(71 495.61176),(72 496.95633),(73 495.0946),(74 499.8757),(75 498.0165),(76 502.4643),(77 502.53195),(78 505.13828),(79 507.33945),
(1 167.1562),(2 225.57133),(3 263.77438),(4 288.75577),(5 313.9784),(6 330.2166),(7 340.55234),(8 359.28357),(9 371.04608),(10 383.45325),(11 394.93924),(12 403.60034),(13 408.8186),(14 415.09393),(15 419.25186),(16 423.45938),(17 426.6223),(18 425.6774),(19 426.54276),(20 430.19904),(21 433.74414),(22 434.13095),(23 437.67993),(24 438.2933),(25 444.32098),(26 449.63678),(27 452.8189),(28 455.12646),(29 453.74002),(30 455.76254),(31 455.27353),(32 458.56134),(33 457.71445),(34 461.25827),(35 464.92505),(36 463.67157),(37 466.5024),(38 466.62735),(39 470.30762),(40 468.1168),(41 468.1296),(42 469.1496),(43 467.51215),(44 472.49945),(45 472.93732),(46 472.37607),(47 471.8568),(48 475.18155),(49 478.9657),(50 476.84238),(51 474.7076),(52 475.90988),(53 479.66095),(54 478.87228),(55 480.31177),(56 480.15643),(57 478.71164),(58 480.49976),(59 481.48047),(60 478.11365),(61 476.959),(62 480.08313),(63 489.3733),(64 485.76215),(65 484.75214),(66 485.2411),(67 483.60608),(68 484.8589),(69 485.2619),(70 485.9934),(71 485.1912),(72 490.14337),(73 488.7981),(74 485.25665),(75 484.9066),(76 487.55167),(77 489.9892),(78 491.3977),(79 498.81662),
(1 165.8452),(2 223.87303),(3 264.44135),(4 292.6206),(5 314.92346),(6 330.7877),(7 346.40396),(8 360.92828),(9 373.36972),(10 383.4893),(11 393.42615),(12 401.87714),(13 407.27417),(14 410.73755),(15 414.13947),(16 414.1902),(17 414.79196),(18 415.49023),(19 416.78983),(20 417.64197),(21 423.35904),(22 427.14886),(23 431.22296),(24 434.3443),(25 439.28925),(26 443.23312),(27 445.21994),(28 445.46744),(29 448.73306),(30 450.2426),(31 452.53336),(32 451.80347),(33 452.52704),(34 452.4635),(35 453.2621),(36 450.99762),(37 452.86908),(38 453.87085),(39 460.41214),(40 465.54858),(41 462.59653),(42 464.47308),(43 463.15204),(44 462.1974),(45 464.23712),(46 468.131),(47 464.80356),(48 467.15347),(49 470.65497),(50 471.38083),(51 472.72855),(52 472.76715),(53 474.27634),(54 473.51395),(55 476.52045),(56 476.98007),(57 480.5154),(58 481.9327),(59 483.16724),(60 481.7215),(61 481.8455),(62 481.16537),(63 484.02554),(64 485.51703),(65 488.6246),(66 491.11502),(67 492.89807),(68 487.65567),(69 490.0845),(70 492.6172),(71 487.33405),(72 490.16235),(73 491.44525),(74 492.60364),(75 493.9127),(76 495.12195),(77 502.56442),(78 506.10547),(79 507.80972),
(1 163.91762),(2 219.40228),(3 256.7872),(4 283.22064),(5 304.54373),(6 322.92075),(7 337.69888),(8 355.5485),(9 363.74002),(10 372.61362),(11 383.68665),(12 387.7449),(13 395.15125),(14 402.79953),(15 410.32996),(16 412.15488),(17 412.6269),(18 416.22327),(19 418.28766),(20 422.6408),(21 424.71893),(22 429.09097),(23 438.97336),(24 441.58936),(25 444.81708),(26 445.85324),(27 446.9351),(28 449.65225),(29 450.41412),(30 451.36703),(31 454.0942),(32 451.65625),(33 452.2435),(34 454.6506),(35 453.83328),(36 453.95468),(37 454.12512),(38 455.91916),(39 459.43158),(40 462.4483),(41 460.23132),(42 459.0117),(43 461.63446),(44 459.68848),(45 459.21713),(46 461.23492),(47 458.31516),(48 457.1387),(49 456.99924),(50 456.07892),(51 459.13327),(52 457.6016),(53 460.43005),(54 460.43405),(55 457.88907),(56 460.0038),(57 463.18512),(58 462.6877),(59 459.46106),(60 462.19525),(61 464.62817),(62 467.2589),(63 474.7727),(64 474.5856),(65 475.09607),(66 479.16815),(67 477.93124),(68 481.79773),(69 483.91794),(70 482.43884),(71 483.65167),(72 483.57288),(73 481.5283),(74 485.3002),(75 485.9401),(76 485.54285),(77 487.04343),(78 489.79144),(79 492.71674),
(1 161.52745),(2 214.8037),(3 253.00505),(4 279.7512),(5 302.59332),(6 316.25412),(7 329.54227),(8 345.64236),(9 357.37445),(10 368.80264),(11 374.81183),(12 378.97662),(13 385.37924),(14 387.2229),(15 390.2375),(16 393.65894),(17 397.8395),(18 402.1169),(19 406.84207),(20 405.7589),(21 409.37836),(22 412.00763),(23 417.1114),(24 419.19363),(25 419.91165),(26 423.98618),(27 426.9222),(28 426.85458),(29 425.2021),(30 425.93024),(31 425.40894),(32 426.79672),(33 431.79727),(34 433.58466),(35 435.97226),(36 438.343),(37 440.76675),(38 444.8624),(39 448.44925),(40 446.8709),(41 447.2322),(42 447.00363),(43 448.01523),(44 449.5638),(45 449.73218),(46 450.19824),(47 451.29413),(48 451.57556),(49 451.0625),(50 448.559),(51 450.63705),(52 446.36566),(53 449.5969),(54 452.25214),(55 455.59225),(56 456.1872),(57 457.3582),(58 456.57956),(59 455.55444),(60 456.8739),(61 455.90057),(62 457.44263),(63 462.36008),(64 466.7489),(65 470.3307),(66 474.7011),(67 475.99905),(68 475.33615),(69 476.32996),(70 477.307),(71 478.93137),(72 477.36063),(73 479.4602),(74 478.103),(75 478.57986),(76 476.93335),(77 476.54312),(78 481.22766),(79 482.90475),
(1 160.54352),(2 214.95671),(3 253.91228),(4 277.09756),(5 301.35522),(6 316.97525),(7 329.47247),(8 344.9584),(9 353.55917),(10 365.30603),(11 371.44302),(12 377.9342),(13 384.22537),(14 390.40097),(15 395.36072),(16 402.24872),(17 404.81543),(18 407.51984),(19 411.69675),(20 412.5157),(21 415.7525),(22 415.92456),(23 419.49213),(24 420.8927),(25 421.51273),(26 420.09372),(27 423.73743),(28 424.42505),(29 426.23065),(30 431.18),(31 428.04028),(32 430.45105),(33 434.25577),(34 436.0883),(35 436.12848),(36 438.50946),(37 432.32858),(38 431.76996),(39 432.50836),(40 434.19968),(41 433.91772),(42 435.6374),(43 437.74652),(44 438.94742),(45 436.70288),(46 438.92426),(47 438.38797),(48 436.22916),(49 437.34854),(50 432.8653),(51 434.22653),(52 435.51352),(53 437.77377),(54 439.3894),(55 439.02563),(56 441.1837),(57 438.7892),(58 440.55353),(59 439.12646),(60 441.26306),(61 439.96582),(62 442.56744),(63 442.39816),(64 443.15964),(65 445.62637),(66 449.31912),(67 448.47443),(68 449.01852),(69 449.1583),(70 447.093),(71 449.59445),(72 452.4158),(73 452.34512),(74 448.5545),(75 446.7356),(76 448.27716),(77 448.29654),(78 453.36597),(79 451.0397),
(1 157.46463),(2 211.02077),(3 247.65956),(4 272.2127),(5 295.85294),(6 313.46094),(7 327.86462),(8 343.56702),(9 352.64764),(10 367.4937),(11 372.4206),(12 380.9487),(13 389.537),(14 395.148),(15 397.72205),(16 402.35684),(17 404.9871),(18 406.21948),(19 409.86807),(20 411.00427),(21 415.24493),(22 421.59683),(23 428.14868),(24 427.6979),(25 432.19696),(26 432.616),(27 436.3027),(28 438.99316),(29 437.23126),(30 436.523),(31 435.78845),(32 432.3678),(33 434.4174),(34 436.9764),(35 435.1991),(36 437.23026),(37 434.3221),(38 432.75934),(39 434.26028),(40 435.91394),(41 433.6311),(42 434.33917),(43 434.57578),(44 435.02103),(45 434.94583),(46 436.88858),(47 437.58282),(48 438.47598),(49 439.446),(50 437.30594),(51 435.95593),(52 436.20325),(53 439.87006),(54 440.1262),(55 439.21915),(56 437.14505),(57 437.38275),(58 438.50507),(59 438.41367),(60 441.03998),(61 436.90317),(62 439.3269),(63 438.35248),(64 441.00974),(65 444.315),(66 445.18845),(67 442.99887),(68 445.80725),(69 446.36145),(70 443.03604),(71 445.49457),(72 445.93814),(73 445.4401),(74 444.11282),(75 443.9797),(76 447.72913),(77 448.82727),(78 448.9025),(79 449.7984),
