1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 295689.1),(2 1137712),(3 2433941.5),(4 4077723.3),(5 5919093),(6 7823840),(7 9646189),(8 11294481),(9 12720442),(10 13835172),(11 14622714),(12 15052877),(13 15166945),(14 15010104),(15 14664693),(16 14174052),(17 13611310),(18 13030229),(19 12493657),(20 12016971),(21 11650465),(22 11387112),(23 11217768),(24 11138387),(25 11133383),(26 11198472),(27 11329447),(28 11507581),(29 11713293),(30 11911649),(31 12075402),(32 12207001),(33 12308850),(34 12348331),(35 12309921),(36 12187025),(37 11976303),(38 11683410),(39 11347553),(40 10997775),(41 10652175),(42 10318321),(43 10017909),(44 9771494),(45 9585499),(46 9463029),(47 9400949),(48 9394186),(49 9453875),(50 9537700),(51 9647084),(52 9786390),(53 9963281),(54 10183662),(55 10434818),(56 10720704),(57 11057244),(58 11424301),(59 11818643),(60 12204385),(61 12578691),(62 12905255),(63 13192156),(64 13417263),(65 13576900),(66 13671652),(67 13699352),(68 13638712),(69 13515114),(70 13315896),(71 13073266),(72 12802663),(73 12528863),(74 12278773),(75 12059747),(76 11887539),(77 11755848),(78 11651402),(79 11566318),
(1 154401.73),(2 590101.56),(3 1260508.9),(4 2114013.3),(5 3075093.3),(6 4072410.8),(7 5061023),(8 5993980.5),(9 6853500),(10 7601795.5),(11 8226501.5),(12 8693845),(13 9014420),(14 9177342),(15 9189119),(16 9052245),(17 8825277),(18 8566687),(19 8326465.5),(20 8122355.5),(21 7961440),(22 7854252),(23 7800872),(24 7790217.5),(25 7818660.5),(26 7872052.5),(27 7947822.5),(28 8022032.5),(29 8107758.5),(30 8181500.5),(31 8232234.5),(32 8223252),(33 8161253.5),(34 8030033.5),(35 7833555.5),(36 7598383.5),(37 7342455.5),(38 7105198.5),(39 6901906.5),(40 6763729.5),(41 6706885.5),(42 6720663.5),(43 6799806),(44 6916439.5),(45 7044990),(46 7208066.5),(47 7377120),(48 7545077.5),(49 7711796.5),(50 7862367.5),(51 7970689.5),(52 8044994.5),(53 8077203.5),(54 8078007.5),(55 8037476.5),(56 8003726),(57 7999012.5),(58 8011928),(59 8058776),(60 8136838.5),(61 8243582.5),(62 8398320),(63 8595752),(64 8809951),(65 9047872),(66 9269469),(67 9467131),(68 9626139),(69 9754761),(70 9830554),(71 9824765),(72 9739693),(73 9592189),(74 9392339),(75 9153901),(76 8904663),(77 8629607),(78 8330950.5),(79 7991917.5),
(1 126670.42),(2 473340.8),(3 978256.8),(4 1587747.3),(5 2251572.3),(6 2937558.8),(7 3630983),(8 4293538),(9 4910978.5),(10 5437798),(11 5854987.5),(12 6152584.5),(13 6325071.5),(14 6402862),(15 6426479.5),(16 6411379),(17 6369798.5),(18 6295851.5),(19 6198711.5),(20 6071756),(21 5958141.5),(22 5861463),(23 5780555.5),(24 5727556),(25 5705518.5),(26 5688923),(27 5682560),(28 5682574),(29 5691147),(30 5714205.5),(31 5738632.5),(32 5764572),(33 5806459),(34 5846866.5),(35 5864519.5),(36 5848961.5),(37 5796244),(38 5719349),(39 5639117),(40 5574245),(41 5542838),(42 5551102.5),(43 5625809.5),(44 5742831.5),(45 5879300),(46 6017423.5),(47 6141349),(48 6229608.5),(49 6293350),(50 6320352.5),(51 6318770),(52 6310401.5),(53 6306012),(54 6280139.5),(55 6243595.5),(56 6200461),(57 6150876),(58 6100843),(59 6035814),(60 5957152),(61 5871885.5),(62 5767926),(63 5688859),(64 5641479.5),(65 5634066.5),(66 5652501),(67 5701382.5),(68 5776569.5),(69 5900942),(70 6052921.5),(71 6209885.5),(72 6379524.5),(73 6534448.5),(74 6654474),(75 6731004),(76 6742366.5),(77 6699860.5),(78 6620819),(79 6500792.5),
(1 121664.33),(2 455513.9),(3 948275.8),(4 1539418.3),(5 2163825),(6 2778562.5),(7 3348225.3),(8 3832705.5),(9 4219818.5),(10 4494639.5),(11 4660158),(12 4737898),(13 4731229),(14 4675506),(15 4617038),(16 4578997),(17 4576062),(18 4618921.5),(19 4698466),(20 4804056.5),(21 4930972.5),(22 5062062),(23 5184431.5),(24 5294391.5),(25 5384585),(26 5442105),(27 5479161),(28 5486974.5),(29 5474553),(30 5435784.5),(31 5362442.5),(32 5260670.5),(33 5147855),(34 5031097.5),(35 4919893),(36 4827706),(37 4759486.5),(38 4732396),(39 4734581),(40 4780181.5),(41 4862638.5),(42 4974493.5),(43 5110992.5),(44 5256612.5),(45 5395650),(46 5528736),(47 5642745.5),(48 5730822.5),(49 5796526.5),(50 5830680.5),(51 5845193.5),(52 5835212),(53 5817503.5),(54 5785655),(55 5740955),(56 5682215.5),(57 5609402),(58 5534969),(59 5471865.5),(60 5412825.5),(61 5376424.5),(62 5356897.5),(63 5363785),(64 5379580),(65 5405415),(66 5426608),(67 5436513.5),(68 5434436),(69 5435606.5),(70 5418655.5),(71 5385570),(72 5348172.5),(73 5304465.5),(74 5255522.5),(75 5198719.5),(76 5132097.5),(77 5052908),(78 4990619),(79 4936715),
(1 158554.3),(2 606201.44),(3 1268498.4),(4 2055738.6),(5 2871976.3),(6 3639777.3),(7 4284377.5),(8 4766942),(9 5076239.5),(10 5207276),(11 5183284),(12 5040942),(13 4831114),(14 4601750),(15 4421594),(16 4334382),(17 4378490.5),(18 4551297),(19 4819756.5),(20 5138690.5),(21 5475433),(22 5757055),(23 5931103),(24 5981460),(25 5919523.5),(26 5756150),(27 5530858.5),(28 5266506.5),(29 4982754),(30 4708021),(31 4460155.5),(32 4261288.5),(33 4146658.3),(34 4109193),(35 4132845.3),(36 4197481.5),(37 4283245.5),(38 4371492),(39 4451494.5),(40 4534281),(41 4594273.5),(42 4630818.5),(43 4648514.5),(44 4649516.5),(45 4622284.5),(46 4569781.5),(47 4494544.5),(48 4410246.5),(49 4342936),(50 4282696),(51 4247526),(52 4247166),(53 4274218),(54 4308782.5),(55 4354708),(56 4411777.5),(57 4473192.5),(58 4528050),(59 4581516.5),(60 4633196),(61 4678967),(62 4716870.5),(63 4732771),(64 4725969.5),(65 4698562),(66 4658697),(67 4589302),(68 4515724),(69 4436331.5),(70 4340869.5),(71 4249950.5),(72 4177993.3),(73 4128651.3),(74 4089216.5),(75 4081312),(76 4098763.8),(77 4140599.5),(78 4211049),(79 4305609),
(1 222839.97),(2 844732.75),(3 1739845.4),(4 2764154.8),(5 3778133.3),(6 4675976.5),(7 5365457),(8 5804403.5),(9 5974553),(10 5897202),(11 5638032),(12 5257402),(13 4854767.5),(14 4521375.5),(15 4298585),(16 4212513),(17 4257830.5),(18 4417755.5),(19 4662290),(20 4937749.5),(21 5216526),(22 5442846),(23 5555905),(24 5562957),(25 5463638.5),(26 5259641.5),(27 4985941),(28 4654854.5),(29 4308466),(30 3983599.3),(31 3720979.8),(32 3551340),(33 3496737),(34 3568660.8),(35 3754691.5),(36 4022625),(37 4320717),(38 4595911),(39 4818288),(40 4989241),(41 5096628.5),(42 5139780.5),(43 5130979),(44 5080947),(45 5009863.5),(46 4936872.5),(47 4863793),(48 4790313),(49 4711041),(50 4632740.5),(51 4555867.5),(52 4482823),(53 4430766.5),(54 4390907.5),(55 4357019.5),(56 4341536.5),(57 4344671),(58 4371899),(59 4405560.5),(60 4446473),(61 4462108.5),(62 4446397),(63 4416146),(64 4354781),(65 4274189),(66 4182765.3),(67 4092422.5),(68 4014979.8),(69 3976142.5),(70 3972777.8),(71 4017227.3),(72 4110531.5),(73 4237815),(74 4384050),(75 4542372.5),(76 4692538),(77 4819547.5),(78 4927782.5),(79 5013115.5),
(1 172150.22),(2 637190.8),(3 1300494.1),(4 2059538.3),(5 2805726.8),(6 3466812.5),(7 3986261.3),(8 4349228),(9 4557355),(10 4602737),(11 4511022),(12 4324376.5),(13 4091056),(14 3867277.5),(15 3681290.3),(16 3560888.3),(17 3504359.3),(18 3516593.3),(19 3593542.8),(20 3699793.8),(21 3815133),(22 3921428.8),(23 4001159),(24 4066819),(25 4107654),(26 4091185),(27 4012296.8),(28 3869359),(29 3679399.5),(30 3469149.8),(31 3280478.5),(32 3116960),(33 3015808),(34 3009471.8),(35 3091085.5),(36 3252741),(37 3463588.5),(38 3690202.3),(39 3903962.5),(40 4084116.8),(41 4219460),(42 4301073.5),(43 4317504),(44 4284111.5),(45 4218889.5),(46 4125594.5),(47 3994293.8),(48 3837687.8),(49 3686842),(50 3549616.3),(51 3431912.8),(52 3330800.8),(53 3265309.5),(54 3224450),(55 3196930.3),(56 3185198.5),(57 3203949.3),(58 3243187),(59 3294027.8),(60 3351226.8),(61 3392269),(62 3411956.5),(63 3443659.8),(64 3484438.8),(65 3525233.8),(66 3558640.3),(67 3576440.3),(68 3580656.8),(69 3599081.8),(70 3629765.8),(71 3681457.3),(72 3750509.5),(73 3829118),(74 3913331.8),(75 3991833.8),(76 4049343),(77 4090296.8),(78 4119139.8),(79 4129019.5),
(1 112053.97),(2 403605.4),(3 793456.4),(4 1206835.6),(5 1598924.1),(6 1945795.3),(7 2240460.8),(8 2479842.3),(9 2669620),(10 2804312.8),(11 2888030),(12 2930805),(13 2946074.8),(14 2936768.5),(15 2916416.5),(16 2894469.3),(17 2880436.3),(18 2891905.8),(19 2922493.5),(20 2966306),(21 3016313.8),(22 3055835.3),(23 3101862.8),(24 3153963.3),(25 3200680.5),(26 3236653.3),(27 3243137),(28 3203509.3),(29 3123207.8),(30 3028182.3),(31 2945747),(32 2878058),(33 2833961.5),(34 2810070.8),(35 2814079),(36 2860864),(37 2937946),(38 3043842.3),(39 3162518.3),(40 3274370.3),(41 3348191.8),(42 3377670.8),(43 3369041.5),(44 3328344.3),(45 3253459.8),(46 3138988),(47 2992689.5),(48 2836186.3),(49 2692629.3),(50 2570415),(51 2497830.5),(52 2471322.3),(53 2481501),(54 2520787.5),(55 2577166),(56 2637414.5),(57 2686913.3),(58 2719529.8),(59 2723645),(60 2717615.3),(61 2702818),(62 2672878),(63 2644896.5),(64 2628222),(65 2610488),(66 2596283.8),(67 2583948.5),(68 2572519.8),(69 2575252.5),(70 2590542.8),(71 2616078.5),(72 2650554.8),(73 2693668.3),(74 2710616.8),(75 2710041.5),(76 2675852),(77 2642434.3),(78 2614532),(79 2579526.8),
(1 109475.086),(2 390895.9),(3 770607.8),(4 1184804.3),(5 1581318.6),(6 1923935),(7 2199173.3),(8 2409759),(9 2561527),(10 2650019),(11 2679775.3),(12 2665659.5),(13 2649460.5),(14 2642358.5),(15 2639746.8),(16 2664921.5),(17 2725141.5),(18 2804332.5),(19 2874521),(20 2899919.8),(21 2873123.8),(22 2804075),(23 2706379.3),(24 2616214.3),(25 2537895),(26 2476226),(27 2436963),(28 2419628.5),(29 2436849),(30 2482399.8),(31 2551054.8),(32 2626766.5),(33 2715743.8),(34 2791801.5),(35 2845506),(36 2863572),(37 2843436.8),(38 2797818.5),(39 2743542.5),(40 2697197.3),(41 2677693.3),(42 2685662),(43 2721978.5),(44 2780981.3),(45 2865043),(46 2964769.3),(47 3046280.5),(48 3092776.8),(49 3103807.5),(50 3055058.3),(51 2945898.8),(52 2780238.3),(53 2597839.5),(54 2425649),(55 2289440.5),(56 2207416.8),(57 2178984),(58 2204719),(59 2274920),(60 2377432.5),(61 2500427.5),(62 2620467.3),(63 2728263.5),(64 2808085),(65 2851194),(66 2854157.3),(67 2821799),(68 2764696),(69 2692909.3),(70 2609847),(71 2537864.5),(72 2485343.8),(73 2470013.8),(74 2479683.5),(75 2497704.5),(76 2503641),(77 2508467.8),(78 2525779.3),(79 2543611.5),
(1 112126.24),(2 403021.5),(3 795906.5),(4 1226296.6),(5 1639648.5),(6 2002075.6),(7 2288284.3),(8 2477622.5),(9 2586800),(10 2639981.5),(11 2659727.8),(12 2653821.8),(13 2648662.3),(14 2656615.3),(15 2671308.5),(16 2677191),(17 2665923),(18 2655832.3),(19 2643783),(20 2628558.5),(21 2601059),(22 2568058.8),(23 2539847.5),(24 2528492),(25 2517850),(26 2505709.3),(27 2476691.5),(28 2429135.5),(29 2367270),(30 2303356.5),(31 2244983),(32 2200375),(33 2180907.3),(34 2201960.8),(35 2270665.3),(36 2368511.8),(37 2472833),(38 2578189.8),(39 2678237.5),(40 2780393),(41 2879904.3),(42 2962307),(43 3024696.8),(44 3048318.8),(45 3018550.5),(46 2949106.5),(47 2851496),(48 2759460),(49 2668353.5),(50 2580900),(51 2505209),(52 2436523.8),(53 2381722.5),(54 2343573.3),(55 2325408.8),(56 2336816.5),(57 2367586.3),(58 2422644),(59 2495392.5),(60 2565600.8),(61 2607703.3),(62 2631530),(63 2649209.5),(64 2660803.3),(65 2663345.8),(66 2655089.3),(67 2627684.8),(68 2593300),(69 2557634.5),(70 2524347.8),(71 2505211.3),(72 2494342.5),(73 2478114.3),(74 2467723.8),(75 2477701.5),(76 2503506),(77 2532187),(78 2562345.8),(79 2574823.3),
(1 129066.23),(2 461138.5),(3 896826.2),(4 1347749.6),(5 1745543.8),(6 2059526.4),(7 2264296.8),(8 2371749.5),(9 2410044.5),(10 2400394.5),(11 2374409.3),(12 2351996),(13 2364677),(14 2438657),(15 2568824),(16 2737394.3),(17 2919403),(18 3084432),(19 3182278.5),(20 3180271.3),(21 3094716.8),(22 2952394),(23 2778033.3),(24 2616274.3),(25 2470726.8),(26 2373998.3),(27 2332413.5),(28 2337675.5),(29 2380570.3),(30 2428431.5),(31 2480738.8),(32 2506773),(33 2513808),(34 2515867.5),(35 2518338.3),(36 2522914.3),(37 2518108.3),(38 2510632.8),(39 2494038.5),(40 2487682.5),(41 2503067.3),(42 2533374.8),(43 2573834),(44 2605405.5),(45 2618214.8),(46 2591576.8),(47 2523881.8),(48 2423315.3),(49 2310566.5),(50 2197851.3),(51 2114372.8),(52 2068979.9),(53 2071823.4),(54 2110687.5),(55 2183683.3),(56 2279662.8),(57 2383995),(58 2472485),(59 2530425.3),(60 2565642.3),(61 2570461),(62 2540110.8),(63 2485942.3),(64 2421721.8),(65 2363805),(66 2329929.8),(67 2314724.8),(68 2312681),(69 2343545.3),(70 2401214),(71 2484786.8),(72 2564827),(73 2604629),(74 2605236.5),(75 2593135.5),(76 2581108.8),(77 2553845.8),(78 2511849.3),(79 2475587.3),
(1 149426.63),(2 533975.7),(3 1033149.3),(4 1531287.5),(5 1944700.3),(6 2231955),(7 2370863.5),(8 2385303.3),(9 2321060),(10 2236036),(11 2188420.8),(12 2206978),(13 2296759.8),(14 2454203.3),(15 2653630.8),(16 2838034.3),(17 2942701.5),(18 2944460.8),(19 2834793.8),(20 2652929.8),(21 2453881),(22 2276403),(23 2142063),(24 2037979.1),(25 1969807.1),(26 1956036.9),(27 2001539.5),(28 2093096.3),(29 2194815.3),(30 2289039.5),(31 2374057.3),(32 2427027.8),(33 2455510),(34 2454338),(35 2446419),(36 2451415),(37 2461768.8),(38 2458242),(39 2428628),(40 2383945),(41 2330622.8),(42 2266621.3),(43 2205416.5),(44 2139804.5),(45 2087111.4),(46 2064372.5),(47 2067427.5),(48 2069092.3),(49 2072002.5),(50 2095031.1),(51 2132982.3),(52 2182617.3),(53 2246722),(54 2307734),(55 2361922.8),(56 2417375.8),(57 2479146.3),(58 2527304.8),(59 2552924.3),(60 2556395.5),(61 2555548.3),(62 2550840.5),(63 2522554.5),(64 2463455.5),(65 2378795.5),(66 2285266.8),(67 2209149.3),(68 2143851.8),(69 2092225.8),(70 2056916.9),(71 2042224.5),(72 2057638.6),(73 2102629.5),(74 2165307.3),(75 2241012.8),(76 2319041),(77 2390461.3),(78 2448792),(79 2487748.5),
(1 111009.35),(2 390489.5),(3 737931.94),(4 1080220.5),(5 1374846.3),(6 1614407.9),(7 1804370.6),(8 1939038.9),(9 2006897.1),(10 2022831.3),(11 2010460.9),(12 2010444.3),(13 2045166),(14 2113396.3),(15 2214473),(16 2322936.8),(17 2386004),(18 2374713.5),(19 2280607.8),(20 2138945),(21 1991231.1),(22 1867004.3),(23 1777607.9),(24 1724211.8),(25 1720385.1),(26 1766654),(27 1861076.3),(28 1980391.9),(29 2085920),(30 2163676),(31 2202149.3),(32 2205919),(33 2198073.3),(34 2179124.5),(35 2158586.5),(36 2164586.3),(37 2204811.3),(38 2253095.8),(39 2278980.5),(40 2271676.8),(41 2229073),(42 2169278.5),(43 2109547.3),(44 2051576.5),(45 1999344.9),(46 1958260.5),(47 1929304.5),(48 1917037.8),(49 1910130.3),(50 1914100.5),(51 1931702.8),(52 1952760.8),(53 1987927.9),(54 2027563.1),(55 2063622),(56 2096340.6),(57 2121610.5),(58 2131939.5),(59 2138709.3),(60 2141847),(61 2124656.5),(62 2100457.8),(63 2087909.3),(64 2058538.4),(65 2005726.8),(66 1934545.5),(67 1874856.1),(68 1831461),(69 1808376.5),(70 1798330.8),(71 1808141.4),(72 1841846.8),(73 1895823.6),(74 1948273.9),(75 1980690),(76 1992616.8),(77 1992835),(78 1986912.4),(79 1969510.1),
(1 112266.336),(2 388434.22),(3 734041.9),(4 1070298.1),(5 1341913.4),(6 1536056.9),(7 1683072),(8 1800307.9),(9 1893467.4),(10 1949802.3),(11 1976204.8),(12 1993982.3),(13 2022816.4),(14 2056125.8),(15 2076565.8),(16 2080480.1),(17 2060000.4),(18 2003581.5),(19 1908918.3),(20 1789573.1),(21 1672727.1),(22 1580797.4),(23 1530026.9),(24 1514606.3),(25 1525021.5),(26 1547092.6),(27 1581355.8),(28 1624069.8),(29 1677807.3),(30 1747623.6),(31 1827294.4),(32 1915212.8),(33 1988495.3),(34 2031516.5),(35 2049820.3),(36 2062374.4),(37 2084504.5),(38 2119730.5),(39 2143077.3),(40 2141678.5),(41 2109634.3),(42 2041261.4),(43 1946768.5),(44 1850528.9),(45 1768203),(46 1714745.6),(47 1686530.1),(48 1688142.9),(49 1711129.3),(50 1746720.1),(51 1782117),(52 1808017.1),(53 1823313.8),(54 1828656),(55 1834967.5),(56 1846027),(57 1860478.9),(58 1864986.1),(59 1874066.6),(60 1897375.1),(61 1922422.4),(62 1937628.5),(63 1960533.8),(64 1970612.6),(65 1958558.4),(66 1917470),(67 1856453.4),(68 1792637.8),(69 1754405.4),(70 1737942.6),(71 1744582.8),(72 1771068.1),(73 1811212.3),(74 1866005.4),(75 1930965),(76 1999725.1),(77 2055097.3),(78 2090156.1),(79 2104911.3),
(1 109808.79),(2 381048.53),(3 715008.3),(4 1035523.4),(5 1304422.9),(6 1511904.9),(7 1657062.4),(8 1752231.5),(9 1817810.5),(10 1854490),(11 1872458),(12 1881431.9),(13 1905346),(14 1939506.9),(15 1972077.5),(16 1980019.8),(17 1935932.6),(18 1845793.8),(19 1725540.8),(20 1599107.8),(21 1484695.9),(22 1401336.1),(23 1364465.4),(24 1359372.1),(25 1369268.1),(26 1391825.4),(27 1429252.5),(28 1489476.5),(29 1576718.9),(30 1676455.3),(31 1769673.3),(32 1838657.8),(33 1871149.5),(34 1863596.1),(35 1833499.4),(36 1803863.6),(37 1787201.3),(38 1761146),(39 1711991.1),(40 1645907.3),(41 1589630.6),(42 1541685),(43 1509180.1),(44 1495482.5),(45 1494060.1),(46 1510457.4),(47 1530385.4),(48 1551017.8),(49 1572666),(50 1602709.8),(51 1638075),(52 1670268.5),(53 1702551.5),(54 1733094.8),(55 1760798.6),(56 1772097.3),(57 1761910),(58 1734923),(59 1688672),(60 1636631.5),(61 1590575.3),(62 1559845.4),(63 1553712.8),(64 1560926.9),(65 1569570.1),(66 1570174.3),(67 1569897.1),(68 1578980.1),(69 1605720.5),(70 1639921.1),(71 1673277),(72 1698834.6),(73 1715547.8),(74 1727892.6),(75 1748487.5),(76 1777242.9),(77 1805582.9),(78 1831166.6),(79 1854833.1),
(1 101731.19),(2 348179.1),(3 646638.7),(4 917037.1),(5 1106075.8),(6 1211229),(7 1250806.9),(8 1253897),(9 1256356.6),(10 1286465.9),(11 1339874.4),(12 1416627.1),(13 1510771.6),(14 1599299),(15 1648146.6),(16 1645421),(17 1594229),(18 1509105.8),(19 1407148.6),(20 1316761.5),(21 1250756.4),(22 1211438.9),(23 1206624),(24 1232044),(25 1270770.9),(26 1307509.4),(27 1345034.1),(28 1385487.3),(29 1432503.5),(30 1488436.4),(31 1559775),(32 1627969.5),(33 1691023.8),(34 1732658.6),(35 1731576.8),(36 1708012.8),(37 1680160.6),(38 1640571.8),(39 1583277.4),(40 1512690.5),(41 1439323),(42 1364590.9),(43 1309103.5),(44 1285492.3),(45 1292444.8),(46 1322585.8),(47 1365718.4),(48 1412993.1),(49 1449140.4),(50 1468823),(51 1483190),(52 1496024.3),(53 1508562.9),(54 1523377),(55 1548948.4),(56 1577552.3),(57 1585902.9),(58 1572427.8),(59 1548734.3),(60 1520210),(61 1480820.6),(62 1446570.6),(63 1433492.6),(64 1433044.3),(65 1440574.6),(66 1444139.3),(67 1448812.1),(68 1463404.3),(69 1488387.8),(70 1507459.6),(71 1514400.3),(72 1517786.9),(73 1527751.6),(74 1542038.1),(75 1565694.3),(76 1602801.5),(77 1634934.9),(78 1654518.6),(79 1661060.3),
(1 99428.375),(2 331619.38),(3 596676.1),(4 831494.7),(5 1002983.2),(6 1103285.1),(7 1141349.8),(8 1156719.3),(9 1176544),(10 1205545.4),(11 1247812.5),(12 1296761.8),(13 1356546.1),(14 1410067.9),(15 1437077),(16 1422150.8),(17 1361697.5),(18 1270302),(19 1168893.8),(20 1077405.9),(21 1015181.5),(22 997657.3),(23 1014833.44),(24 1045960.6),(25 1081365.9),(26 1113321.1),(27 1134253.9),(28 1153321.8),(29 1177020.1),(30 1206083.9),(31 1229864.1),(32 1246358.3),(33 1278049.3),(34 1313256.6),(35 1329169.1),(36 1318326.3),(37 1289076.5),(38 1257991.6),(39 1233409.1),(40 1218438.5),(41 1212662.8),(42 1214931.8),(43 1222441),(44 1237547.3),(45 1252506.3),(46 1261921.8),(47 1269845.6),(48 1276648.9),(49 1277808.9),(50 1261835.6),(51 1233828.5),(52 1211924.5),(53 1202684.9),(54 1188658.9),(55 1165687.3),(56 1143002.6),(57 1125718.6),(58 1112446.9),(59 1099697.8),(60 1097557.5),(61 1104878.9),(62 1118937.4),(63 1151062.8),(64 1193346.6),(65 1236927.5),(66 1274449.8),(67 1293234),(68 1296081.4),(69 1296091.9),(70 1297576.5),(71 1306554.3),(72 1328121.4),(73 1356020.8),(74 1377697.3),(75 1386541.5),(76 1387598.3),(77 1401887.3),(78 1428189.6),(79 1460098.1),
(1 98211.45),(2 329012.25),(3 579677.3),(4 779198.25),(5 903922.1),(6 964473.3),(7 986897.75),(8 994523.8),(9 1001300.56),(10 1015223.06),(11 1039406.1),(12 1077265.9),(13 1117919.9),(14 1138219.1),(15 1129738.9),(16 1084860.8),(17 1009679.3),(18 929551.8),(19 869761.3),(20 845118.1),(21 854692.7),(22 893509.1),(23 944700.56),(24 988309.5),(25 1022610.06),(26 1039245.1),(27 1042696.9),(28 1046096.5),(29 1059177.6),(30 1078654),(31 1105106.3),(32 1131023.4),(33 1155740.5),(34 1168515),(35 1163991.3),(36 1142818.3),(37 1119644.4),(38 1107214.6),(39 1103776),(40 1101671.9),(41 1101572.5),(42 1110503.3),(43 1131149.6),(44 1160201.9),(45 1188662.9),(46 1208802),(47 1217450.9),(48 1219819),(49 1209020.3),(50 1189452.4),(51 1172241.4),(52 1154840.1),(53 1138617),(54 1116500.8),(55 1087528.5),(56 1062971),(57 1048221.3),(58 1044143.06),(59 1048947.4),(60 1071020.3),(61 1100023.5),(62 1131461.4),(63 1159283),(64 1178407.9),(65 1187587.9),(66 1184099.8),(67 1177693.1),(68 1179957.6),(69 1192201.6),(70 1204514.5),(71 1213752.6),(72 1225333),(73 1240782.3),(74 1258317.1),(75 1269058.1),(76 1267490.9),(77 1254804.1),(78 1241004.6),(79 1224397.1),
