1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67054.13),(2 242142.75),(3 534274.25),(4 920765.25),(5 1402150.4),(6 1993154.6),(7 2665695.8),(8 3380945.8),(9 4158662.8),(10 5020264),(11 5924390.5),(12 6900660),(13 7984919.5),(14 9085567),(15 10207738),(16 11334611),(17 12480428),(18 13708348),(19 14975477),(20 16231748),(21 17458606),(22 18715680),(23 19890852),(24 21070002),(25 22138002),(26 23278080),(27 24417458),(28 25510416),(29 26526510),(30 27457922),(31 28339088),(32 29201768),(33 29989722),(34 30554666),(35 31156760),(36 31708352),(37 32301846),(38 32919270),(39 33467110),(40 34005748),(41 34462604),(42 34865228),(43 35201950),(44 35500540),(45 35763816),(46 35992548),(47 36244372),(48 36406180),(49 36412708),(50 36389124),(51 36318224),(52 36224816),(53 36071316),(54 35926596),(55 35881516),(56 35912450),(57 35935200),(58 35901944),(59 35833068),(60 35732624),(61 35641092),(62 35537212),(63 35403420),(64 35259828),(65 35112956),(66 35012820),(67 34928964),(68 34811220),(69 34791108),(70 34866212),(71 34948950),(72 35106196),(73 35293356),(74 35565652),(75 35847228),(76 36245916),(77 36651140),(78 37247604),(79 37893892),
(1 170.10226),(2 228.96931),(3 281.96307),(4 314.67923),(5 338.17978),(6 357.10245),(7 372.503),(8 386.4588),(9 397.41),(10 408.19318),(11 415.22675),(12 423.90012),(13 427.90027),(14 436.81293),(15 445.5123),(16 449.8115),(17 452.31488),(18 460.43045),(19 461.81116),(20 463.5983),(21 466.70355),(22 470.23404),(23 472.45148),(24 478.0228),(25 477.93564),(26 478.7089),(27 483.28757),(28 485.92453),(29 486.12506),(30 487.99518),(31 491.5473),(32 492.69754),(33 495.3069),(34 496.82428),(35 501.3159),(36 504.48093),(37 503.58176),(38 506.39264),(39 503.51053),(40 507.2717),(41 505.5835),(42 507.4726),(43 507.6276),(44 505.28098),(45 502.00644),(46 503.82755),(47 506.73193),(48 508.60266),(49 511.04523),(50 514.69745),(51 519.2729),(52 518.3226),(53 516.47516),(54 517.58765),(55 516.96533),(56 518.9625),(57 521.7918),(58 524.3724),(59 523.56244),(60 523.5209),(61 524.2115),(62 527.3378),(63 526.60266),(64 524.1345),(65 521.7815),(66 519.90814),(67 520.10364),(68 519.60236),(69 523.60785),(70 521.60547),(71 520.0656),(72 524.3928),(73 522.74585),(74 519.97314),(75 519.9656),(76 517.2475),(77 518.056),(78 519.7696),(79 518.4317),
(1 172.91887),(2 232.34332),(3 284.28122),(4 313.0679),(5 337.2855),(6 354.42776),(7 369.96396),(8 386.84564),(9 396.2982),(10 401.33527),(11 412.31693),(12 419.39758),(13 427.4217),(14 435.11032),(15 439.2279),(16 443.31476),(17 447.41714),(18 457.6264),(19 461.84085),(20 466.7117),(21 471.63934),(22 478.33423),(23 478.46533),(24 479.39777),(25 480.64746),(26 481.90366),(27 485.76913),(28 489.11148),(29 489.7979),(30 493.2746),(31 500.23462),(32 501.5363),(33 511.93704),(34 513.4752),(35 514.38416),(36 516.9731),(37 516.3205),(38 520.1647),(39 519.94525),(40 518.4931),(41 512.73486),(42 513.4913),(43 514.56244),(44 512.00867),(45 511.64255),(46 509.62308),(47 508.14954),(48 506.06653),(49 506.77112),(50 507.22427),(51 508.4567),(52 506.2354),(53 502.4726),(54 503.18167),(55 501.54785),(56 499.197),(57 500.07568),(58 503.52454),(59 505.46936),(60 506.91864),(61 510.24435),(62 509.74792),(63 513.11273),(64 506.66043),(65 505.2849),(66 501.23087),(67 495.967),(68 493.50653),(69 494.55377),(70 490.2843),(71 490.06558),(72 491.0501),(73 489.5427),(74 488.57648),(75 492.83957),(76 498.3422),(77 503.6326),(78 507.44754),(79 510.07132),
(1 169.46104),(2 228.21512),(3 280.6317),(4 309.07428),(5 334.14035),(6 355.74695),(7 370.74677),(8 384.02188),(9 397.67038),(10 407.90207),(11 415.43735),(12 420.53516),(13 428.2945),(14 434.17865),(15 439.3789),(16 444.1416),(17 451.79663),(18 451.46198),(19 453.63977),(20 454.92407),(21 455.7079),(22 455.33252),(23 455.51782),(24 458.75845),(25 459.94275),(26 463.0281),(27 466.5166),(28 470.1105),(29 469.2002),(30 473.46512),(31 476.20505),(32 480.12247),(33 485.38113),(34 485.44305),(35 485.71902),(36 487.92474),(37 486.18948),(38 488.52365),(39 486.91376),(40 490.86438),(41 488.63217),(42 490.37344),(43 489.82755),(44 490.00894),(45 494.5172),(46 497.1164),(47 501.353),(48 509.14346),(49 510.0078),(50 509.03595),(51 507.51437),(52 507.49637),(53 508.3483),(54 509.99594),(55 513.43445),(56 513.1261),(57 517.065),(58 521.24805),(59 523.057),(60 527.3913),(61 531.16815),(62 533.5036),(63 536.3657),(64 536.69916),(65 535.88),(66 532.98083),(67 532.8895),(68 534.3757),(69 536.4376),(70 535.40485),(71 534.5926),(72 535.4186),(73 536.9543),(74 532.00214),(75 527.1263),(76 525.80566),(77 522.1774),(78 526.2367),(79 524.8497),
(1 168.96329),(2 225.0435),(3 274.9456),(4 300.02),(5 323.5027),(6 342.54144),(7 358.09045),(8 369.32892),(9 381.59668),(10 387.6195),(11 396.06265),(12 399.26404),(13 407.26855),(14 414.85834),(15 418.92993),(16 427.14938),(17 432.5371),(18 442.34464),(19 447.39282),(20 450.8334),(21 456.33643),(22 459.2679),(23 457.89645),(24 457.06412),(25 460.54962),(26 466.4811),(27 470.4604),(28 472.39975),(29 474.1098),(30 475.2174),(31 478.10114),(32 480.24857),(33 484.00494),(34 481.79358),(35 484.30017),(36 483.18832),(37 481.4092),(38 479.7853),(39 476.5921),(40 474.54718),(41 476.36572),(42 477.37906),(43 479.60916),(44 482.29968),(45 481.72003),(46 481.13248),(47 483.5799),(48 482.02594),(49 482.95255),(50 480.98282),(51 479.56412),(52 481.6009),(53 481.05405),(54 480.32013),(55 483.34033),(56 483.70148),(57 486.9663),(58 487.83224),(59 488.12177),(60 491.9584),(61 491.6657),(62 495.74146),(63 502.54514),(64 502.34918),(65 497.01233),(66 496.31305),(67 494.8341),(68 497.28748),(69 498.2112),(70 495.93262),(71 497.99792),(72 495.80493),(73 493.86206),(74 494.45963),(75 494.06097),(76 491.23947),(77 488.36176),(78 491.6087),(79 488.829),
(1 164.60503),(2 217.60234),(3 268.98016),(4 295.62582),(5 316.14557),(6 334.17337),(7 349.2923),(8 359.17264),(9 372.88992),(10 379.2222),(11 388.27487),(12 392.6516),(13 402.88156),(14 413.54504),(15 413.32068),(16 422.1176),(17 427.59943),(18 432.56412),(19 435.40805),(20 436.4286),(21 439.1697),(22 440.8196),(23 439.63098),(24 444.14618),(25 443.5648),(26 448.09),(27 451.09082),(28 453.8327),(29 456.02325),(30 454.70996),(31 460.18805),(32 461.79596),(33 466.8239),(34 467.77795),(35 467.94928),(36 468.9538),(37 472.96582),(38 475.85468),(39 477.0859),(40 479.47055),(41 480.23645),(42 481.47403),(43 478.99948),(44 480.4916),(45 480.6373),(46 482.33505),(47 483.5472),(48 484.6721),(49 490.94833),(50 491.35922),(51 490.0469),(52 488.71823),(53 490.65137),(54 491.52414),(55 490.2397),(56 491.1049),(57 493.51364),(58 494.11362),(59 493.88425),(60 498.71365),(61 498.98245),(62 499.3856),(63 498.6859),(64 499.7252),(65 496.77243),(66 496.76068),(67 493.8842),(68 492.37234),(69 493.44525),(70 493.61758),(71 493.76318),(72 495.392),(73 496.5243),(74 499.37137),(75 502.2349),(76 501.65262),(77 502.0871),(78 506.96823),(79 505.254),
(1 163.30638),(2 215.66083),(3 264.85254),(4 291.02628),(5 313.67273),(6 328.79843),(7 342.6812),(8 356.17953),(9 368.74924),(10 376.17102),(11 382.45682),(12 388.31064),(13 395.3379),(14 398.4971),(15 400.82452),(16 405.70398),(17 413.79388),(18 420.50845),(19 422.2042),(20 426.51825),(21 427.5533),(22 424.2089),(23 426.1144),(24 432.47067),(25 435.45844),(26 439.8091),(27 444.10248),(28 443.48587),(29 448.99326),(30 450.81973),(31 454.67072),(32 456.66846),(33 460.02106),(34 459.5496),(35 459.5597),(36 458.59113),(37 462.64697),(38 464.708),(39 467.61374),(40 468.52164),(41 465.24933),(42 468.98856),(43 472.2588),(44 474.33023),(45 477.66183),(46 479.20618),(47 478.68744),(48 482.80222),(49 485.868),(50 485.9175),(51 484.57568),(52 485.40143),(53 485.6669),(54 486.4276),(55 485.57977),(56 485.26242),(57 484.50156),(58 486.29123),(59 486.71692),(60 487.00323),(61 486.1916),(62 488.89273),(63 488.67496),(64 488.22452),(65 486.45593),(66 483.41858),(67 478.62717),(68 478.73422),(69 480.71307),(70 477.9631),(71 479.72598),(72 480.48322),(73 483.6276),(74 485.474),(75 486.69202),(76 486.11612),(77 485.17014),(78 490.59628),(79 491.21762),
(1 166.0266),(2 220.84822),(3 268.92105),(4 297.30304),(5 319.6224),(6 337.5135),(7 352.79016),(8 365.97324),(9 378.72),(10 385.50363),(11 394.41287),(12 400.0971),(13 406.0696),(14 414.05933),(15 423.0014),(16 424.10077),(17 431.59085),(18 435.72025),(19 438.32022),(20 442.4731),(21 442.66592),(22 451.26984),(23 453.7207),(24 458.82886),(25 457.36877),(26 454.89703),(27 461.81223),(28 463.30933),(29 464.08994),(30 468.71548),(31 468.77008),(32 465.71793),(33 469.22253),(34 468.52835),(35 465.3155),(36 465.5704),(37 470.3487),(38 468.79074),(39 469.094),(40 468.15625),(41 468.91678),(42 474.5246),(43 477.47266),(44 483.2921),(45 489.5485),(46 496.01355),(47 499.78177),(48 505.65625),(49 507.7586),(50 507.90076),(51 509.8473),(52 512.11163),(53 511.6765),(54 512.84814),(55 511.2547),(56 514.744),(57 517.7342),(58 517.8996),(59 519.7251),(60 516.9873),(61 513.8638),(62 514.49023),(63 508.01913),(64 504.83603),(65 502.41336),(66 505.59888),(67 500.51276),(68 493.2866),(69 490.82217),(70 487.07483),(71 488.06445),(72 485.34528),(73 487.32315),(74 490.1591),(75 490.36438),(76 490.43048),(77 492.70956),(78 497.79898),(79 496.26654),
(1 158.17183),(2 210.35396),(3 256.56378),(4 282.8748),(5 302.6828),(6 317.5302),(7 332.37692),(8 344.17035),(9 353.20178),(10 358.5933),(11 367.31464),(12 372.4729),(13 380.37448),(14 387.83633),(15 390.30005),(16 392.28433),(17 395.86206),(18 401.25925),(19 405.35486),(20 406.33603),(21 412.24475),(22 415.71915),(23 417.5492),(24 421.27237),(25 429.04944),(26 428.7089),(27 434.48462),(28 437.23026),(29 438.416),(30 438.2764),(31 441.00616),(32 443.12402),(33 441.91626),(34 443.18738),(35 444.6255),(36 447.49054),(37 453.52618),(38 451.91635),(39 453.44998),(40 455.20102),(41 459.23343),(42 459.6729),(43 454.81784),(44 453.8009),(45 455.79196),(46 458.1317),(47 458.703),(48 457.74194),(49 456.61353),(50 457.0445),(51 453.97925),(52 455.3963),(53 457.59412),(54 459.43646),(55 460.75827),(56 460.9458),(57 465.09637),(58 463.61917),(59 466.94107),(60 464.7582),(61 465.81558),(62 464.65585),(63 462.92892),(64 463.83112),(65 462.99078),(66 460.56357),(67 454.08273),(68 455.9877),(69 453.94284),(70 453.883),(71 454.62918),(72 455.77267),(73 456.03653),(74 456.3816),(75 454.11264),(76 454.94974),(77 457.35553),(78 461.4954),(79 464.46924),
(1 159.8912),(2 211.86229),(3 261.34113),(4 287.76932),(5 308.79416),(6 326.60657),(7 343.84482),(8 356.1903),(9 365.56744),(10 374.79926),(11 381.235),(12 387.6706),(13 394.32263),(14 406.4041),(15 412.10336),(16 416.0613),(17 421.476),(18 430.66046),(19 431.0035),(20 435.22656),(21 439.11057),(22 438.41245),(23 439.5431),(24 438.62112),(25 440.0802),(26 438.4938),(27 440.16245),(28 442.2995),(29 442.51877),(30 445.1158),(31 450.52838),(32 452.65134),(33 456.3337),(34 456.30844),(35 458.6285),(36 461.56015),(37 466.48596),(38 467.48422),(39 473.05594),(40 473.42303),(41 472.6301),(42 472.38055),(43 471.11945),(44 471.1851),(45 472.77676),(46 474.47955),(47 474.7187),(48 474.876),(49 472.39008),(50 474.3254),(51 471.98886),(52 471.0122),(53 471.0133),(54 470.7966),(55 474.74237),(56 473.23178),(57 475.46786),(58 475.9087),(59 476.83112),(60 476.50055),(61 474.17926),(62 472.67548),(63 467.71182),(64 467.3592),(65 465.5037),(66 463.54507),(67 461.7207),(68 463.22232),(69 461.12103),(70 460.45364),(71 462.01328),(72 466.30676),(73 467.80646),(74 465.5916),(75 464.59454),(76 462.84848),(77 465.20862),(78 467.57086),(79 466.0962),
(1 153.28607),(2 203.44063),(3 251.59087),(4 275.46622),(5 293.34567),(6 308.5841),(7 327.26923),(8 341.0685),(9 353.72455),(10 364.02856),(11 372.43695),(12 379.55084),(13 387.6652),(14 394.82333),(15 399.82175),(16 402.02386),(17 406.9286),(18 414.1873),(19 414.92145),(20 418.632),(21 421.11972),(22 419.24936),(23 420.0101),(24 420.81897),(25 421.75546),(26 421.82425),(27 426.13248),(28 426.8479),(29 427.68173),(30 433.08078),(31 439.83762),(32 440.3324),(33 445.4079),(34 447.04623),(35 448.17508),(36 451.10318),(37 452.42316),(38 455.31653),(39 459.5308),(40 461.68222),(41 458.82532),(42 461.30875),(43 463.639),(44 460.233),(45 459.3341),(46 456.96106),(47 456.17404),(48 456.29346),(49 453.90268),(50 457.6116),(51 455.9979),(52 450.803),(53 446.58798),(54 449.3535),(55 448.3721),(56 449.08664),(57 447.66473),(58 447.82184),(59 452.37872),(60 452.23444),(61 452.4189),(62 454.7329),(63 452.39133),(64 451.64633),(65 451.5025),(66 449.3624),(67 444.85858),(68 437.79962),(69 436.507),(70 439.61902),(71 440.912),(72 443.32974),(73 440.0403),(74 441.7452),(75 445.48853),(76 445.87045),(77 446.63068),(78 447.96747),(79 446.90308),
(1 155.6008),(2 207.18633),(3 254.11636),(4 280.55756),(5 299.67825),(6 322.0311),(7 337.01187),(8 351.6119),(9 361.33463),(10 369.02988),(11 379.35788),(12 382.93057),(13 392.72055),(14 399.96985),(15 402.36218),(16 404.31873),(17 408.36295),(18 412.2303),(19 415.73135),(20 419.2772),(21 420.11826),(22 425.94986),(23 429.70563),(24 432.01367),(25 433.59296),(26 438.0366),(27 442.61237),(28 443.26398),(29 445.4331),(30 447.40536),(31 449.0533),(32 449.25943),(33 455.4891),(34 453.4028),(35 456.17685),(36 455.6686),(37 457.06296),(38 457.346),(39 462.18744),(40 462.202),(41 464.82996),(42 462.01135),(43 464.43066),(44 462.68433),(45 464.1682),(46 463.68878),(47 461.36798),(48 464.21722),(49 465.32358),(50 466.232),(51 471.47928),(52 466.91284),(53 469.61282),(54 469.54773),(55 471.64227),(56 472.2246),(57 473.4839),(58 470.51443),(59 472.2864),(60 471.9267),(61 471.8476),(62 469.37292),(63 467.14285),(64 466.26984),(65 461.97125),(66 463.81503),(67 463.37003),(68 460.4628),(69 460.58688),(70 460.21146),(71 462.75565),(72 461.39825),(73 461.43478),(74 461.7744),(75 464.95102),(76 464.95966),(77 466.68906),(78 462.827),(79 460.76254),
(1 155.86928),(2 208.39685),(3 256.70126),(4 281.67596),(5 303.50226),(6 320.7043),(7 333.4662),(8 347.7571),(9 356.17023),(10 364.01584),(11 370.35272),(12 377.34598),(13 381.13388),(14 383.94534),(15 386.21204),(16 390.04343),(17 392.64316),(18 393.04016),(19 393.42172),(20 392.36826),(21 397.34152),(22 399.69717),(23 402.02),(24 402.22845),(25 402.25055),(26 404.3636),(27 408.15268),(28 408.33197),(29 409.19278),(30 411.2427),(31 415.65872),(32 416.07782),(33 420.7488),(34 421.07782),(35 427.57742),(36 428.38037),(37 436.1936),(38 438.29648),(39 442.453),(40 445.08453),(41 448.14206),(42 448.15652),(43 451.13092),(44 451.00894),(45 449.65134),(46 447.2296),(47 446.83954),(48 447.12204),(49 446.5839),(50 448.7888),(51 450.562),(52 445.6168),(53 444.47583),(54 445.36194),(55 447.05392),(56 447.77325),(57 451.1792),(58 450.8067),(59 449.62848),(60 451.15213),(61 453.55243),(62 451.44424),(63 451.6771),(64 450.75543),(65 450.95853),(66 450.8151),(67 450.0714),(68 445.04977),(69 446.6678),(70 446.91675),(71 448.32806),(72 446.84967),(73 450.66537),(74 448.93842),(75 450.93222),(76 446.17322),(77 448.24796),(78 447.9594),(79 449.6401),
(1 150.56975),(2 200.39862),(3 245.77875),(4 268.99765),(5 288.6914),(6 302.75668),(7 315.62234),(8 327.62814),(9 337.59247),(10 345.81342),(11 355.90427),(12 363.61563),(13 372.4142),(14 377.9803),(15 382.38055),(16 385.6461),(17 389.75482),(18 393.1344),(19 395.3532),(20 399.17618),(21 402.83563),(22 402.90695),(23 405.56104),(24 406.2321),(25 406.12164),(26 410.26996),(27 416.14053),(28 419.0655),(29 420.34634),(30 420.89597),(31 420.34335),(32 420.3871),(33 425.0163),(34 423.98636),(35 424.32773),(36 424.68494),(37 428.83484),(38 431.60056),(39 431.5181),(40 434.3311),(41 432.92398),(42 433.66757),(43 436.62234),(44 435.6064),(45 435.4562),(46 434.90988),(47 435.21338),(48 437.4877),(49 438.27994),(50 439.8074),(51 437.87393),(52 441.24588),(53 442.47116),(54 444.40176),(55 447.10046),(56 449.57816),(57 451.24042),(58 450.83917),(59 454.53287),(60 457.3424),(61 461.8154),(62 463.08438),(63 466.1499),(64 466.14188),(65 464.41525),(66 460.96173),(67 457.02878),(68 454.46686),(69 451.60602),(70 453.70822),(71 448.99677),(72 444.90097),(73 445.21475),(74 444.21542),(75 446.4032),(76 445.12213),(77 446.40125),(78 447.46317),(79 445.46866),
(1 151.29324),(2 202.44574),(3 249.62296),(4 273.67422),(5 293.12006),(6 304.5647),(7 314.9471),(8 322.753),(9 330.057),(10 333.1684),(11 338.8736),(12 343.16916),(13 350.74496),(14 357.97162),(15 364.0011),(16 366.19867),(17 368.15042),(18 370.3822),(19 374.81485),(20 373.73166),(21 376.1415),(22 380.89392),(23 382.7057),(24 385.47256),(25 384.92017),(26 387.44797),(27 392.193),(28 392.217),(29 392.8838),(30 396.13968),(31 401.19058),(32 406.01724),(33 410.8739),(34 411.7196),(35 413.59772),(36 411.01807),(37 414.32764),(38 413.46002),(39 415.6144),(40 417.33966),(41 417.87863),(42 418.19925),(43 420.47607),(44 424.2666),(45 425.78848),(46 427.10977),(47 429.8723),(48 429.03494),(49 430.09384),(50 433.18146),(51 433.47534),(52 438.36414),(53 443.23218),(54 447.7742),(55 448.78656),(56 452.24335),(57 450.4376),(58 450.93555),(59 453.1864),(60 451.95837),(61 454.48218),(62 455.94623),(63 459.22995),(64 456.91144),(65 456.57336),(66 454.44263),(67 454.64984),(68 454.6012),(69 454.03775),(70 457.40656),(71 457.88004),(72 456.89658),(73 458.30472),(74 454.4021),(75 454.12692),(76 449.46652),(77 445.21844),(78 447.10294),(79 445.7831),
(1 148.38222),(2 198.86328),(3 238.66379),(4 262.23068),(5 280.4598),(6 295.85596),(7 308.89148),(8 319.7556),(9 329.5111),(10 336.73718),(11 346.03888),(12 354.29477),(13 361.50558),(14 369.59543),(15 374.85953),(16 378.95853),(17 379.9892),(18 388.26566),(19 394.42154),(20 392.54996),(21 395.2632),(22 397.28134),(23 398.46457),(24 400.7685),(25 400.9153),(26 402.88202),(27 402.11246),(28 404.04312),(29 406.33832),(30 413.29193),(31 416.15576),(32 415.18906),(33 419.6423),(34 421.42584),(35 424.0653),(36 424.03223),(37 423.56335),(38 424.7083),(39 426.09775),(40 426.3854),(41 425.83127),(42 427.6055),(43 430.11877),(44 429.14563),(45 432.6212),(46 433.70544),(47 435.14682),(48 434.87405),(49 436.7492),(50 441.52112),(51 440.91824),(52 442.68875),(53 443.56818),(54 444.10205),(55 449.20465),(56 451.9382),(57 454.2099),(58 456.9366),(59 460.52338),(60 463.2802),(61 463.56308),(62 464.5905),(63 463.04486),(64 460.19568),(65 456.34454),(66 453.41724),(67 449.66553),(68 450.50262),(69 447.95685),(70 447.77774),(71 446.31973),(72 444.85446),(73 442.4634),(74 439.87042),(75 441.55902),(76 440.8041),(77 438.1169),(78 440.72723),(79 438.80838),
(1 148.95471),(2 197.23863),(3 238.54178),(4 264.20926),(5 283.1598),(6 297.62207),(7 309.22018),(8 321.70773),(9 331.90146),(10 339.89075),(11 344.8697),(12 350.71484),(13 358.09897),(14 362.93808),(15 365.09457),(16 371.66754),(17 372.52304),(18 375.91312),(19 379.39688),(20 378.8086),(21 380.5498),(22 381.0664),(23 387.3329),(24 389.6005),(25 393.15903),(26 394.33975),(27 397.17188),(28 401.82825),(29 402.54675),(30 405.01022),(31 408.20483),(32 407.7851),(33 412.3546),(34 410.64523),(35 414.50262),(36 413.4052),(37 413.36713),(38 415.5255),(39 419.97327),(40 421.22574),(41 424.29733),(42 426.88013),(43 432.30014),(44 432.50317),(45 435.138),(46 434.69077),(47 435.7439),(48 434.7266),(49 435.93057),(50 436.49048),(51 441.397),(52 442.80377),(53 443.96762),(54 443.51056),(55 441.41907),(56 443.16788),(57 441.6686),(58 441.47284),(59 439.31467),(60 438.22556),(61 435.81296),(62 437.7599),(63 439.73242),(64 436.3169),(65 437.08554),(66 437.14075),(67 436.27097),(68 437.4854),(69 437.65558),(70 442.75168),(71 445.8172),(72 443.73575),(73 440.8253),(74 439.65665),(75 439.00803),(76 438.98904),(77 438.17215),(78 435.43655),(79 435.1161),
(1 145.0168),(2 194.88242),(3 238.99316),(4 264.9257),(5 285.99533),(6 302.96185),(7 312.71896),(8 324.3895),(9 333.1277),(10 342.30405),(11 350.1268),(12 356.48624),(13 363.20737),(14 368.44644),(15 375.98376),(16 376.36804),(17 380.1725),(18 385.12558),(19 383.02313),(20 385.97955),(21 386.45764),(22 391.53607),(23 393.9499),(24 397.93488),(25 401.137),(26 405.40448),(27 407.34198),(28 410.405),(29 410.70044),(30 411.667),(31 412.76443),(32 414.3532),(33 413.7459),(34 414.07727),(35 415.00504),(36 415.74078),(37 421.7349),(38 422.39783),(39 422.33163),(40 425.02795),(41 430.46432),(42 430.99973),(43 435.97272),(44 436.50302),(45 438.0784),(46 438.96283),(47 439.2928),(48 441.2917),(49 441.6123),(50 442.0835),(51 444.4392),(52 445.08688),(53 442.70837),(54 442.93268),(55 446.42416),(56 446.54065),(57 444.68912),(58 443.04352),(59 441.29065),(60 440.51913),(61 435.45782),(62 434.7761),(63 435.4049),(64 432.1686),(65 434.3976),(66 432.1487),(67 430.52505),(68 430.84305),(69 428.1939),(70 432.82495),(71 433.5211),(72 431.22018),(73 429.0149),(74 428.5357),(75 431.243),(76 431.99643),(77 428.66516),(78 427.98056),(79 424.11478),
(1 145.24995),(2 194.52751),(3 239.39299),(4 267.52176),(5 286.02118),(6 300.86487),(7 312.58182),(8 324.39136),(9 334.11026),(10 344.30887),(11 350.64386),(12 360.2376),(13 366.81647),(14 371.29153),(15 376.89188),(16 380.14047),(17 383.2123),(18 386.02216),(19 386.38596),(20 391.93173),(21 394.38348),(22 396.9445),(23 396.5713),(24 397.7684),(25 400.7734),(26 401.99338),(27 405.38385),(28 407.35406),(29 405.78635),(30 407.8754),(31 407.42133),(32 407.2434),(33 407.8855),(34 409.93063),(35 409.91107),(36 413.9389),(37 417.66632),(38 417.55212),(39 418.5797),(40 421.2307),(41 422.69495),(42 421.25558),(43 420.8112),(44 422.2641),(45 420.76126),(46 426.1802),(47 428.583),(48 432.93317),(49 433.9668),(50 435.03305),(51 435.37527),(52 435.635),(53 433.28708),(54 435.18323),(55 436.9008),(56 438.38284),(57 436.8797),(58 439.49988),(59 438.11392),(60 436.27444),(61 434.8324),(62 434.603),(63 438.96893),(64 438.7686),(65 440.97565),(66 441.48322),(67 442.32715),(68 442.37103),(69 440.41406),(70 436.33206),(71 434.78),(72 439.5428),(73 435.79807),(74 437.7775),(75 438.2298),(76 436.9481),(77 435.49802),(78 440.75366),(79 436.1783),
