1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9162.426),(2 27982.928),(3 51148.95),(4 72605.62),(5 94550.71),(6 122397.69),(7 157799.67),(8 200291.31),(9 249958.95),(10 298384.6),(11 341596.56),(12 383380.75),(13 425676.75),(14 471152.97),(15 517336.28),(16 564616.25),(17 607185.44),(18 636152.94),(19 660172.25),(20 683584.3),(21 711160.8),(22 738827.8),(23 763964.3),(24 789056.2),(25 803557.94),(26 824761.3),(27 842565.44),(28 866315.2),(29 900519.06),(30 942934.8),(31 978658.25),(32 1021044.3),(33 1073670.3),(34 1117387.4),(35 1170627.9),(36 1236443.1),(37 1300725),(38 1368150.1),(39 1432720.5),(40 1490921),(41 1538138.6),(42 1582215.6),(43 1611328),(44 1635273.6),(45 1656614.4),(46 1685013),(47 1706678.6),(48 1719748.4),(49 1729941.6),(50 1720537.4),(51 1706274.6),(52 1691997.5),(53 1670694.4),(54 1641009.5),(55 1621778),(56 1606467.4),(57 1608332.4),(58 1613193.4),(59 1608000.5),(60 1601720.4),(61 1617131.6),(62 1637378),(63 1648225.4),(64 1681398),(65 1723407.4),(66 1768138),(67 1823534),(68 1864603.4),(69 1934508.5),(70 2023765),(71 2131750.3),(72 2231996.5),(73 2341089.3),(74 2462001.8),(75 2581470.3),(76 2699679.8),(77 2810109.3),(78 2915578.8),(79 3020146.8),
(1 197.28506),(2 271.68042),(3 349.99603),(4 391.0053),(5 422.2215),(6 449.9949),(7 477.1063),(8 497.0375),(9 516.4287),(10 536.8258),(11 546.689),(12 556.2935),(13 565.6329),(14 573.6858),(15 580.3021),(16 580.5331),(17 580.4476),(18 587.2457),(19 589.793),(20 593.3624),(21 596.4782),(22 604.30896),(23 611.6506),(24 613.7343),(25 617.4439),(26 620.584),(27 628.4761),(28 632.05554),(29 638.0326),(30 639.647),(31 642.97815),(32 650.2433),(33 652.6885),(34 652.5021),(35 656.11053),(36 655.1742),(37 658.26526),(38 659.42413),(39 663.0263),(40 662.7134),(41 663.29865),(42 665.32605),(43 672.4785),(44 679.2881),(45 683.0204),(46 690.4374),(47 692.7955),(48 693.9284),(49 694.63574),(50 690.1446),(51 695.0058),(52 694.4579),(53 693.0853),(54 690.8704),(55 691.8253),(56 691.883),(57 689.87415),(58 688.5416),(59 689.3004),(60 689.2948),(61 693.6932),(62 692.49384),(63 694.7256),(64 695.4838),(65 694.6712),(66 694.37994),(67 693.9321),(68 694.80365),(69 695.08746),(70 699.45416),(71 699.8033),(72 702.8563),(73 705.51324),(74 714.54425),(75 717.38727),(76 719.80194),(77 718.0745),(78 716.7665),(79 722.04456),
(1 195.24075),(2 268.26495),(3 342.333),(4 378.5295),(5 411.25385),(6 439.47958),(7 464.06265),(8 483.75272),(9 496.9158),(10 509.9092),(11 522.7691),(12 529.51935),(13 540.08777),(14 552.2745),(15 565.3126),(16 572.8426),(17 573.8089),(18 581.12445),(19 584.29865),(20 584.62286),(21 587.62164),(22 592.79663),(23 599.6842),(24 603.0745),(25 607.99005),(26 610.068),(27 616.13464),(28 619.08856),(29 623.63104),(30 623.8848),(31 628.6156),(32 633.52454),(33 638.19147),(34 639.94885),(35 640.92914),(36 642.52814),(37 643.78217),(38 645.7334),(39 648.1053),(40 645.6221),(41 647.55963),(42 651.561),(43 653.5522),(44 661.6369),(45 662.89197),(46 662.1964),(47 662.6233),(48 658.0463),(49 660.8279),(50 666.43024),(51 669.4168),(52 666.07855),(53 669.3788),(54 667.78394),(55 664.91736),(56 662.5041),(57 666.0464),(58 670.81024),(59 675.6399),(60 675.59644),(61 679.5465),(62 678.6164),(63 679.2639),(64 680.2643),(65 677.7218),(66 675.18115),(67 674.30884),(68 672.38116),(69 677.2956),(70 675.0745),(71 675.0004),(72 674.17004),(73 676.81793),(74 678.2674),(75 679.2233),(76 679.25616),(77 680.68994),(78 683.5644),(79 686.86676),
(1 193.85669),(2 266.7588),(3 340.64767),(4 380.03534),(5 411.2504),(6 437.05038),(7 463.32187),(8 480.8819),(9 490.8213),(10 503.3997),(11 518.9386),(12 526.77765),(13 533.639),(14 541.92487),(15 552.9657),(16 558.0211),(17 561.1975),(18 572.9312),(19 577.56366),(20 582.53),(21 584.63666),(22 587.33606),(23 594.84265),(24 603.78),(25 607.008),(26 609.8112),(27 615.17633),(28 614.5079),(29 616.55554),(30 623.9105),(31 631.2602),(32 630.83746),(33 626.418),(34 624.66943),(35 626.76385),(36 629.7593),(37 630.5185),(38 630.28534),(39 632.902),(40 632.5371),(41 632.61444),(42 635.96716),(43 641.6376),(44 645.4415),(45 652.13873),(46 655.36194),(47 659.92236),(48 654.815),(49 659.1973),(50 661.1638),(51 664.8442),(52 661.65106),(53 660.20404),(54 657.7795),(55 659.4658),(56 658.73236),(57 665.95667),(58 669.27124),(59 671.6321),(60 679.0235),(61 687.0834),(62 692.87085),(63 696.8748),(64 701.534),(65 705.0967),(66 707.69446),(67 714.4877),(68 716.1674),(69 722.51025),(70 720.3899),(71 721.0139),(72 718.1843),(73 726.1539),(74 729.22705),(75 731.9356),(76 733.3264),(77 739.98535),(78 733.84515),(79 736.3325),
(1 188.8803),(2 260.9183),(3 334.6459),(4 376.44843),(5 405.40857),(6 432.91083),(7 456.33908),(8 477.21945),(9 488.35214),(10 501.6327),(11 514.06714),(12 523.73615),(13 529.7713),(14 541.55255),(15 551.5333),(16 558.3033),(17 559.665),(18 564.9865),(19 571.8309),(20 576.2502),(21 579.2464),(22 581.1612),(23 585.7502),(24 588.5936),(25 589.97656),(26 588.9108),(27 596.2556),(28 592.14105),(29 596.72437),(30 600.1378),(31 604.0592),(32 610.20123),(33 610.2745),(34 606.3954),(35 606.46466),(36 604.5756),(37 606.68854),(38 607.85046),(39 611.54645),(40 610.96875),(41 615.35),(42 619.61505),(43 623.1108),(44 626.323),(45 629.15),(46 633.09),(47 633.1211),(48 633.78217),(49 637.0443),(50 634.3431),(51 640.5177),(52 640.6451),(53 646.40906),(54 648.7321),(55 649.1309),(56 651.1561),(57 652.3942),(58 656.0883),(59 655.8561),(60 659.88416),(61 667.41223),(62 666.173),(63 667.95953),(64 672.38074),(65 674.28326),(66 676.9327),(67 683.0046),(68 688.5148),(69 692.29266),(70 690.606),(71 694.01605),(72 694.0658),(73 698.8717),(74 700.5493),(75 700.26965),(76 700.7889),(77 701.12225),(78 700.6725),(79 698.1561),
(1 190.5417),(2 260.85773),(3 332.50293),(4 375.43832),(5 402.53607),(6 432.07422),(7 457.08725),(8 476.63846),(9 491.88657),(10 506.59836),(11 519.9103),(12 527.6543),(13 537.1342),(14 547.5621),(15 557.2619),(16 568.9602),(17 573.77466),(18 582.3234),(19 589.1844),(20 592.3293),(21 600.09076),(22 601.7732),(23 604.3535),(24 605.82465),(25 608.3657),(26 611.7394),(27 617.50745),(28 616.6801),(29 618.18085),(30 624.9706),(31 623.4604),(32 625.04974),(33 632.12),(34 632.90796),(35 633.57983),(36 635.85046),(37 636.06824),(38 639.29694),(39 645.59845),(40 644.6925),(41 653.5193),(42 655.614),(43 659.6033),(44 657.6842),(45 656.4418),(46 656.37946),(47 658.8901),(48 661.75037),(49 660.90894),(50 665.614),(51 660.8101),(52 660.35504),(53 661.89954),(54 664.57074),(55 665.66364),(56 668.4991),(57 668.9928),(58 670.63226),(59 672.29297),(60 673.78046),(61 678.052),(62 678.104),(63 679.3853),(64 680.4183),(65 678.3739),(66 678.35187),(67 682.2559),(68 683.32855),(69 682.6334),(70 686.16144),(71 684.0801),(72 682.8321),(73 683.74725),(74 685.46954),(75 689.35114),(76 691.1633),(77 692.4394),(78 689.0737),(79 689.8405),
(1 185.8673),(2 254.71904),(3 327.2063),(4 366.7648),(5 394.3072),(6 421.2402),(7 442.3304),(8 460.31268),(9 477.36038),(10 491.33804),(11 503.76163),(12 508.69617),(13 519.51373),(14 530.73035),(15 535.2528),(16 541.96155),(17 548.50037),(18 553.65076),(19 554.88684),(20 557.1401),(21 558.8413),(22 562.23),(23 564.9315),(24 568.05817),(25 572.7203),(26 574.8828),(27 584.03766),(28 584.91943),(29 584.3157),(30 588.564),(31 584.0188),(32 586.83905),(33 593.83014),(34 594.49664),(35 596.1158),(36 596.1506),(37 600.96893),(38 598.72876),(39 602.80676),(40 603.80304),(41 608.3581),(42 607.0574),(43 613.2497),(44 614.49695),(45 612.687),(46 611.8983),(47 615.6758),(48 615.25195),(49 616.75073),(50 616.1002),(51 620.747),(52 620.0713),(53 618.3867),(54 621.47784),(55 622.86053),(56 623.12964),(57 622.42334),(58 624.1942),(59 627.95703),(60 629.60425),(61 634.08453),(62 635.5819),(63 638.1958),(64 639.6742),(65 640.4804),(66 638.91437),(67 640.98535),(68 642.2215),(69 641.7917),(70 644.6401),(71 646.77997),(72 643.5499),(73 644.17633),(74 646.54596),(75 649.6502),(76 647.12775),(77 649.1874),(78 646.8049),(79 645.68146),
(1 185.10573),(2 252.67773),(3 318.8329),(4 355.99445),(5 388.52084),(6 416.2752),(7 442.0835),(8 455.63776),(9 470.33383),(10 483.18115),(11 495.9936),(12 504.026),(13 512.48395),(14 525.3186),(15 535.6586),(16 538.62524),(17 547.3395),(18 549.66815),(19 552.86456),(20 553.55884),(21 552.09814),(22 551.57745),(23 549.1166),(24 550.7885),(25 557.45135),(26 559.20276),(27 564.98846),(28 565.7932),(29 568.20624),(30 572.10657),(31 570.9529),(32 571.5316),(33 576.13617),(34 578.6147),(35 580.0086),(36 575.3687),(37 583.19714),(38 585.2958),(39 595.41406),(40 600.3393),(41 600.02966),(42 602.67255),(43 604.2593),(44 610.9498),(45 612.99414),(46 616.80176),(47 624.92175),(48 618.6082),(49 619.42267),(50 621.7811),(51 620.85706),(52 623.2758),(53 623.423),(54 628.0589),(55 627.80396),(56 629.4972),(57 630.1425),(58 635.2375),(59 636.029),(60 639.05066),(61 642.8652),(62 642.1491),(63 646.5838),(64 647.8002),(65 649.89075),(66 649.58936),(67 649.4631),(68 649.3656),(69 647.39734),(70 651.3114),(71 651.8742),(72 649.41064),(73 649.1207),(74 649.9325),(75 651.634),(76 659.2778),(77 664.0513),(78 658.61),(79 665.27905),
(1 183.3851),(2 251.1561),(3 322.39255),(4 362.28986),(5 392.3915),(6 418.69205),(7 440.11923),(8 457.64468),(9 467.97812),(10 476.7018),(11 491.09857),(12 499.0034),(13 505.35794),(14 515.6449),(15 531.0245),(16 537.37213),(17 545.3444),(18 552.2371),(19 556.8493),(20 558.10986),(21 560.32214),(22 561.51276),(23 564.60925),(24 568.55994),(25 570.5641),(26 571.9398),(27 576.4995),(28 580.0751),(29 582.93036),(30 587.7841),(31 588.7337),(32 591.1829),(33 592.40955),(34 593.2105),(35 596.97644),(36 595.743),(37 597.30096),(38 599.4732),(39 605.4677),(40 604.82294),(41 606.7206),(42 606.9087),(43 610.52106),(44 611.83936),(45 615.52405),(46 617.0975),(47 618.633),(48 620.8183),(49 624.2322),(50 627.29785),(51 633.82294),(52 635.475),(53 633.47107),(54 638.5883),(55 635.66675),(56 636.8601),(57 634.3926),(58 640.2539),(59 643.7866),(60 645.2655),(61 653.8487),(62 657.8803),(63 655.93463),(64 654.0556),(65 653.7879),(66 656.79675),(67 658.51117),(68 657.89526),(69 660.2695),(70 658.5495),(71 661.4359),(72 657.65106),(73 658.71826),(74 660.866),(75 658.3086),(76 662.672),(77 665.84766),(78 662.6573),(79 663.4237),
(1 178.49039),(2 247.06718),(3 317.15305),(4 353.48007),(5 381.76663),(6 406.93695),(7 428.39285),(8 446.55273),(9 462.45505),(10 473.69852),(11 483.42014),(12 492.8168),(13 502.43185),(14 516.2821),(15 532.0816),(16 537.40234),(17 549.24023),(18 555.8376),(19 561.275),(20 564.15247),(21 566.09436),(22 566.93134),(23 569.6927),(24 571.9071),(25 577.1488),(26 578.66656),(27 582.4582),(28 587.05084),(29 589.1174),(30 591.63257),(31 593.79016),(32 594.8988),(33 596.25775),(34 598.98425),(35 600.87976),(36 600.9902),(37 602.6145),(38 603.4301),(39 607.0562),(40 606.8306),(41 609.88245),(42 611.185),(43 610.6595),(44 620.46313),(45 622.05585),(46 625.28845),(47 622.67346),(48 620.51794),(49 620.25586),(50 623.9096),(51 627.3077),(52 625.28064),(53 628.61255),(54 634.8114),(55 636.68896),(56 637.8269),(57 635.78284),(58 637.1089),(59 641.61664),(60 644.5051),(61 650.0143),(62 648.2564),(63 646.41644),(64 643.2993),(65 641.3475),(66 642.0514),(67 639.4538),(68 638.2637),(69 637.0504),(70 635.7022),(71 636.4757),(72 634.2087),(73 636.7348),(74 637.0372),(75 638.5013),(76 636.69696),(77 635.7465),(78 631.7976),(79 630.1304),
(1 174.25426),(2 241.17026),(3 309.91025),(4 346.57645),(5 380.46454),(6 409.47742),(7 426.87054),(8 443.0823),(9 457.11423),(10 469.84415),(11 480.04666),(12 489.48856),(13 496.94064),(14 506.64343),(15 523.9171),(16 529.63116),(17 535.7002),(18 546.7706),(19 550.18396),(20 551.54376),(21 553.37805),(22 553.0606),(23 554.05493),(24 552.2134),(25 559.13824),(26 560.8483),(27 567.33264),(28 571.36536),(29 568.91565),(30 566.85266),(31 569.11945),(32 573.1523),(33 575.54596),(34 577.07056),(35 576.6275),(36 579.5758),(37 579.0019),(38 579.06256),(39 581.1767),(40 581.84674),(41 583.8817),(42 584.91077),(43 586.44666),(44 593.705),(45 590.92004),(46 596.9988),(47 595.3082),(48 595.7551),(49 601.28796),(50 603.4507),(51 606.82214),(52 604.66956),(53 607.2378),(54 612.7085),(55 608.24854),(56 607.47614),(57 606.9894),(58 608.6876),(59 612.6362),(60 613.97974),(61 617.9338),(62 620.7561),(63 619.4227),(64 619.48),(65 615.90125),(66 614.6601),(67 615.4907),(68 612.9442),(69 617.53265),(70 613.3971),(71 613.16705),(72 612.5873),(73 613.9387),(74 618.982),(75 615.2984),(76 623.1116),(77 626.86145),(78 621.84454),(79 620.26196),
(1 173.1073),(2 235.86127),(3 300.15244),(4 335.6894),(5 364.8589),(6 387.94327),(7 410.0165),(8 429.67374),(9 444.9971),(10 458.54565),(11 470.78613),(12 479.4431),(13 489.5165),(14 500.02542),(15 513.9152),(16 521.5638),(17 525.70325),(18 536.76746),(19 543.4064),(20 549.5023),(21 553.323),(22 555.37866),(23 555.8781),(24 562.3068),(25 563.57227),(26 567.11694),(27 571.44293),(28 570.6386),(29 570.2725),(30 572.2799),(31 570.43933),(32 572.5869),(33 570.67444),(34 572.515),(35 570.74805),(36 572.81866),(37 569.42004),(38 570.65405),(39 571.71216),(40 571.784),(41 572.5788),(42 576.7123),(43 574.9367),(44 576.4278),(45 577.7669),(46 582.7246),(47 581.9351),(48 583.15094),(49 584.3519),(50 587.3006),(51 588.153),(52 588.09564),(53 588.34186),(54 592.1868),(55 592.0357),(56 595.8003),(57 598.779),(58 602.85895),(59 608.5605),(60 612.74634),(61 617.6103),(62 621.72754),(63 623.2243),(64 623.42737),(65 622.2688),(66 620.1907),(67 621.0807),(68 619.9656),(69 619.8597),(70 617.58905),(71 617.94403),(72 614.4651),(73 617.4309),(74 616.20886),(75 616.89056),(76 621.3951),(77 623.6389),(78 623.5038),(79 622.48883),
(1 170.28317),(2 231.84549),(3 296.76654),(4 335.58496),(5 366.41772),(6 392.58032),(7 413.3362),(8 429.58954),(9 445.31583),(10 457.07474),(11 468.00183),(12 477.16785),(13 488.5005),(14 498.30588),(15 512.7414),(16 518.9466),(17 525.1428),(18 532.9254),(19 536.62946),(20 540.242),(21 543.9601),(22 547.86365),(23 550.71936),(24 553.19354),(25 554.2656),(26 556.44836),(27 561.9736),(28 561.68475),(29 563.48126),(30 564.8452),(31 567.4361),(32 571.3303),(33 570.6225),(34 573.1865),(35 571.93286),(36 569.6052),(37 569.0402),(38 567.7378),(39 571.4646),(40 575.49084),(41 579.13464),(42 579.934),(43 581.3799),(44 582.8908),(45 585.4771),(46 588.71136),(47 590.5316),(48 589.5454),(49 589.4639),(50 586.2045),(51 590.25696),(52 590.77826),(53 591.19366),(54 594.5115),(55 591.74915),(56 596.66144),(57 600.54846),(58 602.45026),(59 606.9928),(60 611.8194),(61 611.7128),(62 610.8175),(63 610.06104),(64 608.6651),(65 610.04865),(66 605.15955),(67 605.20154),(68 606.3541),(69 601.6161),(70 600.9631),(71 602.56934),(72 598.1632),(73 602.57104),(74 605.9066),(75 608.3896),(76 610.35114),(77 612.2185),(78 612.32263),(79 610.1674),
(1 170.97665),(2 233.27097),(3 298.37262),(4 336.4401),(5 365.19293),(6 388.80472),(7 410.50537),(8 428.95636),(9 447.4812),(10 457.0622),(11 467.36526),(12 472.74292),(13 484.1627),(14 493.64462),(15 502.11618),(16 505.22318),(17 505.25772),(18 505.49054),(19 512.21405),(20 519.73486),(21 521.6041),(22 524.5994),(23 527.2365),(24 528.7433),(25 532.0638),(26 536.61176),(27 542.31134),(28 544.2869),(29 546.4156),(30 548.8055),(31 550.772),(32 554.09784),(33 556.34814),(34 557.04175),(35 557.84454),(36 556.74457),(37 559.97455),(38 560.9452),(39 566.6439),(40 563.01337),(41 566.20526),(42 565.6916),(43 567.703),(44 570.57684),(45 566.9891),(46 571.3935),(47 572.311),(48 568.5123),(49 567.8904),(50 566.3225),(51 571.4712),(52 569.0242),(53 566.22217),(54 570.21375),(55 568.89355),(56 572.17145),(57 577.04767),(58 579.5786),(59 581.3746),(60 579.8581),(61 582.41766),(62 586.2372),(63 586.5558),(64 586.20905),(65 591.8115),(66 590.20935),(67 590.0085),(68 592.51416),(69 590.9748),(70 592.7535),(71 591.1869),(72 589.4542),(73 593.7692),(74 594.5128),(75 598.7002),(76 604.9612),(77 606.4502),(78 603.9345),(79 600.81805),
(1 167.2003),(2 229.80469),(3 296.27335),(4 332.0197),(5 362.31284),(6 388.82498),(7 406.6099),(8 421.02972),(9 437.2253),(10 453.6993),(11 460.23193),(12 466.993),(13 476.20016),(14 486.2458),(15 501.77744),(16 506.27313),(17 510.87857),(18 512.2085),(19 516.3441),(20 520.54395),(21 523.2486),(22 531.2866),(23 531.8926),(24 531.39795),(25 534.26373),(26 537.9567),(27 539.98914),(28 543.18695),(29 543.36346),(30 543.3067),(31 544.37964),(32 545.20386),(33 544.85474),(34 549.1776),(35 554.30536),(36 551.8484),(37 553.7661),(38 557.68225),(39 561.04456),(40 559.16046),(41 559.89624),(42 560.90186),(43 559.31055),(44 556.4574),(45 557.8783),(46 560.5051),(47 558.6277),(48 555.03217),(49 555.0022),(50 554.449),(51 555.43524),(52 556.1821),(53 552.62445),(54 557.9848),(55 560.30963),(56 563.2654),(57 565.54407),(58 569.1127),(59 570.8353),(60 572.2242),(61 576.71246),(62 583.4178),(63 584.0581),(64 584.3262),(65 585.09863),(66 585.2681),(67 584.2269),(68 587.4202),(69 587.0778),(70 588.2153),(71 586.1208),(72 587.3607),(73 591.3403),(74 589.87415),(75 592.58923),(76 592.4225),(77 593.0992),(78 593.357),(79 592.4997),
(1 167.32231),(2 229.90474),(3 293.2158),(4 331.3885),(5 358.65903),(6 384.30823),(7 406.88043),(8 425.982),(9 439.52103),(10 454.63348),(11 464.47617),(12 472.74506),(13 484.19095),(14 492.76648),(15 502.5159),(16 510.6183),(17 515.731),(18 520.6406),(19 526.7566),(20 527.49457),(21 533.1786),(22 537.31055),(23 541.83154),(24 543.5918),(25 547.35205),(26 555.13306),(27 559.06635),(28 559.6822),(29 557.90924),(30 557.9609),(31 557.19604),(32 557.74023),(33 558.8365),(34 558.19305),(35 559.07416),(36 556.83215),(37 558.6301),(38 557.65784),(39 558.2119),(40 558.081),(41 563.4148),(42 565.5105),(43 565.7929),(44 567.5077),(45 569.72955),(46 569.25824),(47 569.5193),(48 568.42004),(49 572.372),(50 572.1412),(51 572.8279),(52 576.60895),(53 576.7031),(54 578.2396),(55 584.8951),(56 586.73035),(57 586.9516),(58 585.8751),(59 587.75684),(60 586.8538),(61 587.82837),(62 591.69556),(63 593.4166),(64 593.4609),(65 595.80414),(66 594.5045),(67 592.5617),(68 589.27155),(69 584.0342),(70 580.2589),(71 581.1791),(72 578.51495),(73 579.88196),(74 584.5563),(75 587.88074),(76 589.2144),(77 590.697),(78 594.34644),(79 597.75867),
(1 162.07571),(2 221.46968),(3 283.89188),(4 319.86554),(5 346.14084),(6 370.70328),(7 390.20227),(8 407.75354),(9 418.44424),(10 430.87357),(11 440.00525),(12 446.15137),(13 457.22775),(14 465.74142),(15 473.7137),(16 479.20822),(17 485.0829),(18 495.09232),(19 501.7222),(20 506.79532),(21 512.70825),(22 517.93567),(23 518.26776),(24 519.91595),(25 522.849),(26 523.2608),(27 525.4967),(28 524.90814),(29 525.81995),(30 528.9161),(31 531.89636),(32 533.28906),(33 535.6985),(34 540.37646),(35 540.3483),(36 539.4522),(37 535.1447),(38 534.7102),(39 537.2582),(40 539.3073),(41 540.2249),(42 545.4712),(43 545.7631),(44 553.1516),(45 554.1663),(46 554.4625),(47 558.7036),(48 559.0544),(49 559.0545),(50 561.48816),(51 563.3062),(52 563.03546),(53 563.2098),(54 562.75275),(55 564.4272),(56 563.6635),(57 565.50635),(58 565.66345),(59 566.63617),(60 568.0075),(61 568.5783),(62 570.289),(63 572.33167),(64 573.5169),(65 575.4623),(66 573.0371),(67 574.85504),(68 576.57886),(69 573.39404),(70 576.739),(71 579.98285),(72 575.77936),(73 578.01416),(74 582.48285),(75 586.62683),(76 592.4518),(77 595.11334),(78 593.90546),(79 596.1812),
(1 161.97922),(2 222.30608),(3 281.62808),(4 315.45953),(5 340.23642),(6 363.46686),(7 385.77066),(8 404.22034),(9 421.0686),(10 434.77362),(11 446.0351),(12 455.99976),(13 469.9582),(14 481.03107),(15 491.6708),(16 497.37735),(17 499.94418),(18 501.90576),(19 507.55664),(20 514.00464),(21 518.4011),(22 520.8189),(23 519.43384),(24 524.9617),(25 525.87897),(26 529.9413),(27 528.9088),(28 530.5649),(29 530.66547),(30 530.82947),(31 531.22253),(32 531.7755),(33 534.8552),(34 537.9201),(35 543.31476),(36 542.6295),(37 542.0741),(38 545.335),(39 547.84595),(40 546.71387),(41 549.0433),(42 549.1668),(43 549.9427),(44 552.07666),(45 554.7424),(46 554.49817),(47 556.3147),(48 561.21326),(49 566.4608),(50 569.8132),(51 568.45154),(52 567.28845),(53 568.422),(54 569.7567),(55 568.8253),(56 571.0282),(57 571.2675),(58 572.14496),(59 574.69934),(60 576.6974),(61 580.71375),(62 577.7627),(63 577.3916),(64 578.08246),(65 575.65027),(66 578.3634),(67 577.648),(68 581.51935),(69 585.5494),(70 585.2397),(71 586.12463),(72 586.4209),(73 589.5586),(74 590.3769),(75 590.27655),(76 595.47565),(77 597.1764),(78 596.92944),(79 595.0902),
(1 157.56395),(2 219.53824),(3 278.58542),(4 315.38867),(5 338.64374),(6 357.81616),(7 380.63083),(8 396.7739),(9 408.61465),(10 422.0456),(11 430.90207),(12 439.9865),(13 452.70877),(14 460.0695),(15 471.57666),(16 477.0235),(17 482.35934),(18 484.01627),(19 487.98257),(20 490.73752),(21 496.24033),(22 496.57452),(23 501.16083),(24 504.84534),(25 507.22342),(26 508.66406),(27 512.4653),(28 509.9956),(29 507.8543),(30 507.3079),(31 510.52686),(32 514.0694),(33 515.2417),(34 520.7604),(35 524.6721),(36 526.9673),(37 527.1393),(38 529.42413),(39 529.6155),(40 531.7971),(41 534.6457),(42 535.8777),(43 542.4541),(44 546.3984),(45 545.6169),(46 548.18304),(47 549.57074),(48 551.37445),(49 554.92017),(50 559.2258),(51 564.7005),(52 565.10516),(53 564.6632),(54 565.2129),(55 565.5001),(56 567.1666),(57 570.98004),(58 573.84863),(59 573.33356),(60 576.2656),(61 576.37946),(62 576.7221),(63 579.4921),(64 576.46375),(65 576.1367),(66 573.59436),(67 574.80426),(68 574.60004),(69 575.54486),(70 577.66766),(71 577.6266),(72 576.5774),(73 579.1628),(74 582.88824),(75 587.45),(76 588.73706),(77 589.02185),(78 591.38306),(79 591.48486),
