1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 110055.71),(2 373332.4),(3 779541.5),(4 1295396.5),(5 1867839.5),(6 2377393.5),(7 2920495.8),(8 3405384.3),(9 3829900.5),(10 4155171),(11 4380299.5),(12 4509336),(13 4565422.5),(14 4576392),(15 4558701.5),(16 4524744),(17 4500372),(18 4465384),(19 4482689),(20 4524549),(21 4597673),(22 4690183.5),(23 4798734.5),(24 4890082),(25 4967874.5),(26 5016005),(27 5007358),(28 4937632),(29 4807885.5),(30 4686662.5),(31 4505991),(32 4327012.5),(33 4171022),(34 4061507.5),(35 3994861.8),(36 3978852.8),(37 4022901.5),(38 4109013.8),(39 4235418),(40 4375877.5),(41 4524390),(42 4666509),(43 4808883.5),(44 4930402),(45 5011634),(46 5056777.5),(47 5049989.5),(48 5005260),(49 4924722.5),(50 4821315),(51 4704397.5),(52 4587666.5),(53 4466583),(54 4356390),(55 4260340.5),(56 4191559.8),(57 4148580),(58 4155793.5),(59 4205869),(60 4256784),(61 4349047.5),(62 4444024.5),(63 4537003.5),(64 4620541),(65 4692758.5),(66 4737394),(67 4771713),(68 4784607),(69 4780968),(70 4749586.5),(71 4700592),(72 4678316.5),(73 4611258),(74 4544841.5),(75 4479986.5),(76 4412776.5),(77 4356829),(78 4327993),(79 4295849),
(1 105238.21),(2 358375.5),(3 750111.3),(4 1236586),(5 1756489.3),(6 2206701.3),(7 2645489.3),(8 2991618.5),(9 3261046.5),(10 3417800.8),(11 3488230),(12 3507650.8),(13 3489980.5),(14 3479246.5),(15 3487867.5),(16 3527024),(17 3607412),(18 3688890),(19 3816765.8),(20 3939015.8),(21 4050243.3),(22 4133433.8),(23 4168775.3),(24 4166737.3),(25 4086884.5),(26 3963946.8),(27 3806208),(28 3623047.5),(29 3433432),(30 3260901.8),(31 3108762.8),(32 2987389.5),(33 2887279.5),(34 2824735.5),(35 2801474.5),(36 2806776.5),(37 2835286.3),(38 2873760.5),(39 2929894),(40 2997007.3),(41 3067742.3),(42 3130762.8),(43 3205832),(44 3281290),(45 3346023.5),(46 3389347),(47 3414537.5),(48 3418282),(49 3400118.8),(50 3382760.3),(51 3367034),(52 3363090),(53 3376102),(54 3393372.5),(55 3438354.5),(56 3493871.8),(57 3547710.3),(58 3592944.5),(59 3631347.3),(60 3652918.8),(61 3668945),(62 3673405.8),(63 3664532.5),(64 3637615),(65 3597792.5),(66 3572777.3),(67 3529103.5),(68 3479453.5),(69 3430921),(70 3390785),(71 3370410.5),(72 3341418.5),(73 3326340.5),(74 3325330),(75 3326148.3),(76 3319771),(77 3312670.3),(78 3314581.5),(79 3311437.5),
(1 88262.19),(2 299021.03),(3 627821.75),(4 1038551.4),(5 1479247.3),(6 1842243.3),(7 2214357.5),(8 2524841.5),(9 2777363.5),(10 2950690.8),(11 3045787.3),(12 3086553.5),(13 3089291.3),(14 3080833.5),(15 3073687.3),(16 3077854),(17 3101133.5),(18 3158215.3),(19 3214123.8),(20 3259945),(21 3305122.5),(22 3327789.8),(23 3327482.5),(24 3311469.8),(25 3254900.3),(26 3191612),(27 3115430),(28 3052190),(29 3001543),(30 2967142),(31 2956182.5),(32 2955000.5),(33 2975048.8),(34 3002348.3),(35 3036290.8),(36 3058807.8),(37 3075274.8),(38 3080429),(39 3076084.3),(40 3054237),(41 3029067.3),(42 2992364.3),(43 2975151.3),(44 2977550.3),(45 2997985),(46 3021708.5),(47 3048136),(48 3083321.5),(49 3112666),(50 3127870.5),(51 3129335.3),(52 3120808),(53 3113493.5),(54 3109396),(55 3098590.3),(56 3089513),(57 3083041),(58 3071004.5),(59 3059706.3),(60 3059658.3),(61 3067664.5),(62 3084783.5),(63 3110412),(64 3145492.8),(65 3174928.5),(66 3184826.8),(67 3188507.8),(68 3169439.8),(69 3135883.3),(70 3084018),(71 3033050.5),(72 2982330.5),(73 2929998),(74 2878834.3),(75 2839301.5),(76 2813220.5),(77 2806356.3),(78 2808224.3),(79 2810760.3),
(1 83543.36),(2 281002.34),(3 585824.44),(4 961990.06),(5 1375192.6),(6 1719883.4),(7 2069078.6),(8 2367670.3),(9 2621623.8),(10 2805602.3),(11 2929315.8),(12 3009549.3),(13 3059325.8),(14 3103612.5),(15 3143898),(16 3187391.5),(17 3235241.8),(18 3273077.5),(19 3320361),(20 3357329.5),(21 3384415.3),(22 3383647.3),(23 3352454),(24 3326644.5),(25 3262342.8),(26 3193023.5),(27 3110398.3),(28 3041037.5),(29 2978678),(30 2925577.5),(31 2883954.5),(32 2861326.8),(33 2855299.8),(34 2860151),(35 2869114),(36 2876519.8),(37 2889272.3),(38 2898832),(39 2919070.3),(40 2937980.8),(41 2949873.5),(42 2970937),(43 2988128.3),(44 2988161),(45 2985671.8),(46 2977657.5),(47 2977329.3),(48 2978509.5),(49 2980646.5),(50 2969359.5),(51 2956462.5),(52 2926373),(53 2888532.3),(54 2848395.3),(55 2801198.3),(56 2768517.5),(57 2753776),(58 2748554.5),(59 2764650),(60 2778473.3),(61 2821251),(62 2867595.3),(63 2912395.8),(64 2950401.3),(65 2975277.5),(66 2978927),(67 2969411.3),(68 2952787.3),(69 2930874),(70 2892560),(71 2856074.5),(72 2820883),(73 2790848.5),(74 2774241.8),(75 2771144.8),(76 2776618),(77 2795273),(78 2829585.5),(79 2865357.3),
(1 104983.664),(2 346114.97),(3 705942.25),(4 1129251.1),(5 1561850.5),(6 1933141.4),(7 2259872.5),(8 2511852.3),(9 2705579),(10 2822755),(11 2886736.8),(12 2892332.3),(13 2894349.5),(14 2909339.3),(15 2932828.3),(16 2974831),(17 3037568.5),(18 3094688),(19 3172877),(20 3235164.8),(21 3280011.3),(22 3306459.3),(23 3314037.8),(24 3308892.8),(25 3278496.3),(26 3251746.5),(27 3202464.8),(28 3158951.5),(29 3113155.8),(30 3059979.3),(31 2996039.5),(32 2912215),(33 2821637),(34 2718986.8),(35 2625130.5),(36 2544405.5),(37 2482830.3),(38 2457450),(39 2448565),(40 2482193),(41 2545226.3),(42 2630005),(43 2737257.3),(44 2838982.5),(45 2940069.5),(46 3030244.8),(47 3100148),(48 3141901.5),(49 3157230.3),(50 3152676.3),(51 3125080.3),(52 3076877.5),(53 3021396.5),(54 2965203),(55 2902732.5),(56 2840956.5),(57 2784965),(58 2746853.5),(59 2736623),(60 2735616.3),(61 2780108.3),(62 2848901.5),(63 2933935),(64 3025407.8),(65 3099430),(66 3162138.3),(67 3197993.3),(68 3209549.8),(69 3208119.8),(70 3179799.8),(71 3139722.3),(72 3094965.3),(73 3043314),(74 3000301.8),(75 2975049.8),(76 2974812.5),(77 3002468),(78 3046759.3),(79 3100675),
(1 89730.914),(2 301052.38),(3 618058.8),(4 987833.1),(5 1362150.3),(6 1667594.3),(7 1938569.5),(8 2142927),(9 2284911.8),(10 2359689.8),(11 2393567.8),(12 2384457.3),(13 2365139),(14 2351394.5),(15 2344332),(16 2358225.3),(17 2404066.5),(18 2462853.3),(19 2549384.5),(20 2626710),(21 2683425.8),(22 2715546.8),(23 2722357.5),(24 2710166.5),(25 2667376.3),(26 2615720),(27 2545090.5),(28 2482271.3),(29 2417616),(30 2366123),(31 2319573),(32 2287747.3),(33 2262605.5),(34 2246422.3),(35 2230755.8),(36 2217243.8),(37 2199104.3),(38 2178041.5),(39 2150701.3),(40 2124853.5),(41 2115010.3),(42 2109079),(43 2125932),(44 2145748.5),(45 2171851.3),(46 2191428),(47 2220155.3),(48 2252176.8),(49 2296364.5),(50 2353300.3),(51 2412547.3),(52 2462496.3),(53 2496761.3),(54 2515812),(55 2523052.8),(56 2515573),(57 2487437.8),(58 2457615.8),(59 2437209.3),(60 2424225),(61 2427423.8),(62 2442054.3),(63 2467013),(64 2484689.5),(65 2478965.5),(66 2472273),(67 2439729.5),(68 2397384.3),(69 2345963.5),(70 2295062),(71 2253374.8),(72 2223498.5),(73 2226569),(74 2259347.3),(75 2295112.3),(76 2348938),(77 2403110.5),(78 2463154.8),(79 2497473.5),
(1 75205.016),(2 251368.14),(3 513796),(4 822990.25),(5 1141778.1),(6 1391823.8),(7 1620949.9),(8 1800678.3),(9 1934524.8),(10 2025490.3),(11 2092047.6),(12 2134361.5),(13 2183153),(14 2241807),(15 2299504.3),(16 2365980),(17 2427763.5),(18 2486273.5),(19 2528234),(20 2553094.3),(21 2557674),(22 2555368.8),(23 2544276.3),(24 2533020.3),(25 2519114.8),(26 2495714.5),(27 2461982.3),(28 2423729),(29 2377295.8),(30 2324271.3),(31 2285311),(32 2244269.5),(33 2214254),(34 2177072.3),(35 2149948),(36 2135174.8),(37 2122529),(38 2115438.3),(39 2116055.3),(40 2128977.3),(41 2147864.3),(42 2169103.8),(43 2202181),(44 2234803.5),(45 2276795.3),(46 2314364.5),(47 2347966.5),(48 2385142.8),(49 2419586.8),(50 2444058.3),(51 2460745.5),(52 2460880.8),(53 2454127.8),(54 2434895),(55 2425197.5),(56 2412699),(57 2404391),(58 2388900),(59 2379278.5),(60 2372640),(61 2373786.8),(62 2385517.5),(63 2405575.8),(64 2429526.5),(65 2454165.5),(66 2467666.5),(67 2464315.3),(68 2436685.3),(69 2388959),(70 2321137.5),(71 2250421.5),(72 2190594.8),(73 2142453.8),(74 2127010.8),(75 2138553.5),(76 2180536.8),(77 2254239.5),(78 2330153.3),(79 2420978.3),
(1 87536.266),(2 292287.72),(3 588310.06),(4 932033.75),(5 1267924.3),(6 1530226.9),(7 1743962.6),(8 1892454.9),(9 1996831.6),(10 2056402.9),(11 2092617.6),(12 2104958.3),(13 2117252.3),(14 2131413),(15 2147523.3),(16 2163867),(17 2172296),(18 2180597.8),(19 2180061.5),(20 2169873.8),(21 2141127.5),(22 2117317.8),(23 2094208.5),(24 2080624),(25 2071344.5),(26 2063225.8),(27 2050427),(28 2038412.3),(29 2018789.1),(30 1992038),(31 1967386.6),(32 1937632),(33 1918317.9),(34 1909478.4),(35 1915514.3),(36 1924526.9),(37 1940884.6),(38 1960671.6),(39 1983434.5),(40 2010187.9),(41 2048042.6),(42 2094481.6),(43 2156919),(44 2217585.5),(45 2285387.5),(46 2343236.5),(47 2392447.3),(48 2428626.5),(49 2450858.8),(50 2459055.3),(51 2449205),(52 2426106),(53 2392258),(54 2350033.5),(55 2313978.3),(56 2275609),(57 2245277.3),(58 2231372.3),(59 2241207),(60 2258513),(61 2304803.3),(62 2356549.3),(63 2401671.5),(64 2435419),(65 2468502.5),(66 2486563.5),(67 2499469.3),(68 2504423.8),(69 2502623.8),(70 2486117.5),(71 2454889.3),(72 2432432.8),(73 2401822),(74 2394025),(75 2411590),(76 2444549.3),(77 2496821.3),(78 2557773.5),(79 2611612.5),
(1 76981.59),(2 253265.27),(3 505745.72),(4 786563.1),(5 1054022.3),(6 1261566.6),(7 1425688.4),(8 1551907.8),(9 1641797.9),(10 1697867.8),(11 1728888.8),(12 1745005.9),(13 1763769.5),(14 1788267.8),(15 1805996.8),(16 1828535),(17 1838326.9),(18 1843554.3),(19 1824953.9),(20 1792752.3),(21 1752644.4),(22 1712488.8),(23 1674180.8),(24 1635907.6),(25 1602559.6),(26 1574202.3),(27 1552451.4),(28 1542502.6),(29 1538331.4),(30 1543304.8),(31 1558704),(32 1581128.4),(33 1605584.4),(34 1627609.9),(35 1654910.3),(36 1678933.8),(37 1703639.3),(38 1731115.4),(39 1754995.3),(40 1773499.4),(41 1785937.8),(42 1786158.3),(43 1794911.6),(44 1800494.6),(45 1806752.3),(46 1807859),(47 1801605.8),(48 1805235.3),(49 1796207.3),(50 1801514.3),(51 1816034.3),(52 1836089),(53 1854474.9),(54 1874182.9),(55 1895522.5),(56 1901519.8),(57 1902469.1),(58 1884657.5),(59 1861671.6),(60 1846285.4),(61 1826099.3),(62 1820918.1),(63 1829752.8),(64 1838382.5),(65 1848001.1),(66 1860362.6),(67 1882393.4),(68 1906015.6),(69 1919543.3),(70 1927433.1),(71 1935174.6),(72 1932221.8),(73 1918318.3),(74 1907068.3),(75 1902644),(76 1908973.4),(77 1924672.4),(78 1933411.4),(79 1950440.6),
(1 76215.11),(2 252463.33),(3 508479.38),(4 799737.44),(5 1080225.1),(6 1292662),(7 1464410.6),(8 1578809.3),(9 1658399.1),(10 1706859.4),(11 1744329.8),(12 1760898.1),(13 1768653),(14 1766573.1),(15 1756735.3),(16 1743758.9),(17 1732833.8),(18 1728864),(19 1729760.4),(20 1732654.3),(21 1740683.9),(22 1750016.1),(23 1764770),(24 1776347.4),(25 1783919.9),(26 1791294.3),(27 1787284.3),(28 1788317.9),(29 1778857.3),(30 1768845.4),(31 1752236.1),(32 1726501.4),(33 1705065.4),(34 1688009.1),(35 1688925.5),(36 1692696),(37 1719215.9),(38 1756301.9),(39 1801435.4),(40 1845936),(41 1885119.3),(42 1920683.3),(43 1949155.9),(44 1968211.3),(45 1987789.9),(46 1990706.5),(47 1979021.9),(48 1966259.4),(49 1952953.4),(50 1942348.5),(51 1932646),(52 1927746.3),(53 1918650.3),(54 1919349.9),(55 1911106.3),(56 1899123),(57 1888257.1),(58 1874377.1),(59 1863926.6),(60 1846413.8),(61 1832896.9),(62 1829816.5),(63 1813888.4),(64 1791628.8),(65 1772749.5),(66 1762841.8),(67 1751291.4),(68 1740434.1),(69 1724840.4),(70 1701789.9),(71 1682136.1),(72 1666473.8),(73 1669252.1),(74 1696617.6),(75 1732760),(76 1783375.6),(77 1834158),(78 1878792.9),(79 1902751.3),
(1 77682.32),(2 255821.8),(3 509382.56),(4 789160.4),(5 1050450.4),(6 1240320.1),(7 1386910.3),(8 1488538),(9 1563058.3),(10 1623385.9),(11 1673088.4),(12 1717100.5),(13 1751778.5),(14 1770356.8),(15 1776081.3),(16 1757567.5),(17 1708594.9),(18 1657834.9),(19 1589005.1),(20 1518225.6),(21 1454745.1),(22 1406887.6),(23 1386480.5),(24 1371904),(25 1378039.5),(26 1393641.4),(27 1415997.4),(28 1442137),(29 1467314.3),(30 1483756.5),(31 1486593.6),(32 1471382.9),(33 1454194),(34 1443443.6),(35 1448691.1),(36 1459700.9),(37 1484742.6),(38 1517960.6),(39 1549976.1),(40 1577832),(41 1594324.1),(42 1606769.6),(43 1608651.9),(44 1601292.9),(45 1588712.4),(46 1573955.6),(47 1556603.5),(48 1536525.1),(49 1523448.5),(50 1512711),(51 1502470),(52 1492797.4),(53 1485556.5),(54 1480072.1),(55 1475191.3),(56 1460509.8),(57 1441238.9),(58 1424658.4),(59 1416366.9),(60 1414505.4),(61 1427523.3),(62 1459598.4),(63 1502089.9),(64 1544793.3),(65 1579565.1),(66 1610726.8),(67 1622262.3),(68 1615470),(69 1591134.4),(70 1549861.5),(71 1503924.8),(72 1464391),(73 1448953.4),(74 1461106),(75 1490370.9),(76 1531604.9),(77 1571770.6),(78 1599674.6),(79 1605197.8),
(1 72070.61),(2 232878.2),(3 453916.84),(4 689094.56),(5 900621),(6 1040569),(7 1148064.9),(8 1218694.1),(9 1260010.4),(10 1280264.4),(11 1298105.5),(12 1314426),(13 1322506),(14 1321080.6),(15 1315478.8),(16 1303469.9),(17 1288802.6),(18 1274447.5),(19 1271919),(20 1273544),(21 1280012.6),(22 1290213.5),(23 1303648.1),(24 1310239.9),(25 1318747.6),(26 1320202.9),(27 1319414.6),(28 1315477.9),(29 1311733.6),(30 1317699.4),(31 1337464.4),(32 1361834.9),(33 1397633.4),(34 1438012.4),(35 1475917.6),(36 1513790.6),(37 1537172),(38 1544343.5),(39 1543078),(40 1534397),(41 1517450.4),(42 1507208.6),(43 1493553.4),(44 1478033.6),(45 1456594.1),(46 1428548),(47 1391764.1),(48 1348256.9),(49 1312638.4),(50 1288365.8),(51 1271834.4),(52 1267666.5),(53 1274461.3),(54 1280482),(55 1292771.1),(56 1302778.9),(57 1306684.6),(58 1307447.4),(59 1310714.9),(60 1315173.1),(61 1315979.1),(62 1322583.4),(63 1325790.3),(64 1337636.4),(65 1347697.4),(66 1366901.8),(67 1392821.8),(68 1421294.1),(69 1452517),(70 1466024.4),(71 1466131.9),(72 1466312.6),(73 1461915.4),(74 1466447.9),(75 1480776.1),(76 1501128.5),(77 1524938.1),(78 1547013.4),(79 1565171.4),
(1 64835.633),(2 209528.89),(3 412142),(4 621574.5),(5 800545.75),(6 920757.06),(7 1009739),(8 1073228.5),(9 1117506.8),(10 1145481.4),(11 1166443.4),(12 1174184.9),(13 1173128.8),(14 1178692.9),(15 1187497.3),(16 1200095.1),(17 1207898.3),(18 1220107.9),(19 1220691.5),(20 1218405.1),(21 1224141.9),(22 1232404.6),(23 1243525),(24 1250258.3),(25 1252803.9),(26 1254429.9),(27 1258111.6),(28 1253768.9),(29 1235333.8),(30 1218724.5),(31 1188142.3),(32 1158907.1),(33 1142073.8),(34 1140500.1),(35 1154312.4),(36 1178243.1),(37 1204374.1),(38 1223583),(39 1229779.8),(40 1227403.4),(41 1221822.1),(42 1217984.6),(43 1221091.3),(44 1216948.5),(45 1209564.9),(46 1197586.8),(47 1180226),(48 1150378.6),(49 1122942.3),(50 1103746),(51 1085880.5),(52 1079527),(53 1072356.5),(54 1068488.9),(55 1063547.3),(56 1052862.8),(57 1040356.4),(58 1027702.6),(59 1024342.44),(60 1028818.8),(61 1037501.2),(62 1051097.8),(63 1059291.5),(64 1064563),(65 1074654.3),(66 1078961.5),(67 1089340.1),(68 1091271.6),(69 1096191.5),(70 1096890.5),(71 1098550.4),(72 1114812.6),(73 1138975.8),(74 1173192.6),(75 1206886),(76 1235628.1),(77 1250473.5),(78 1260176.4),(79 1252741.4),
(1 72269.07),(2 228479.23),(3 437865.06),(4 643414.7),(5 810787.94),(6 906489.44),(7 967766.75),(8 1011340.56),(9 1041846.9),(10 1066836.4),(11 1095531.8),(12 1130681.3),(13 1160500.1),(14 1184445),(15 1197506.6),(16 1201170.5),(17 1190960),(18 1168386.5),(19 1142406.6),(20 1117152.3),(21 1096856.5),(22 1075896.1),(23 1062890),(24 1057175.9),(25 1052358.4),(26 1053994.6),(27 1065247.5),(28 1085678.9),(29 1105480.9),(30 1110145.9),(31 1110854.8),(32 1104675.1),(33 1097942.4),(34 1095625.8),(35 1105692.5),(36 1123720.8),(37 1151476.9),(38 1178195.6),(39 1194024.4),(40 1199977),(41 1198431.9),(42 1199445),(43 1200839.3),(44 1196943.6),(45 1189597.6),(46 1167714.6),(47 1145997),(48 1118488.8),(49 1083025.4),(50 1054286.9),(51 1031469.94),(52 1022721.25),(53 1030890.8),(54 1045191.5),(55 1069298.9),(56 1079942.6),(57 1080335.6),(58 1063884.1),(59 1040698.2),(60 1019418.1),(61 1007524.3),(62 1008282.7),(63 1002950.5),(64 998242.75),(65 1001101.25),(66 1004245.2),(67 1023825.1),(68 1034607.2),(69 1046424.8),(70 1057139.6),(71 1063717.4),(72 1069068.4),(73 1070857.4),(74 1070191.5),(75 1066643.8),(76 1060214.3),(77 1047913.94),(78 1036083.3),(79 1025959.4),
(1 77233.82),(2 243826.19),(3 464762.3),(4 679119.8),(5 845990.4),(6 944495.2),(7 1012096.3),(8 1054256.4),(9 1094078.5),(10 1125248.3),(11 1145846.9),(12 1147840.3),(13 1140396.3),(14 1133395),(15 1128914.9),(16 1127690.5),(17 1125617.4),(18 1117474),(19 1113403),(20 1110448.6),(21 1110903.9),(22 1107246.8),(23 1098344.3),(24 1089315.3),(25 1065839.3),(26 1045231.94),(27 1031253.25),(28 1027930.2),(29 1032437.4),(30 1036712.5),(31 1039081.06),(32 1036264.4),(33 1033816.2),(34 1036538.25),(35 1037471.94),(36 1036549.3),(37 1029311.4),(38 1018877.25),(39 1005668.4),(40 986460.9),(41 965819.44),(42 950350.25),(43 944353.3),(44 944624.2),(45 955910.2),(46 966293.7),(47 972510.94),(48 973986.3),(49 962452.75),(50 951493.8),(51 944965.06),(52 947391.9),(53 958895.2),(54 966845.06),(55 971977.4),(56 972840.1),(57 968666.4),(58 967418.25),(59 968685.8),(60 976767.7),(61 993136.44),(62 1013172.44),(63 1032150.2),(64 1050392.3),(65 1061723),(66 1067972.6),(67 1078467.9),(68 1082097.6),(69 1092542.9),(70 1109208.4),(71 1125956.9),(72 1137387.9),(73 1135065.3),(74 1124843),(75 1105174.8),(76 1077946.4),(77 1044420.56),(78 1033424.4),(79 1028719.56),
(1 68039.45),(2 212547.56),(3 402805),(4 584854),(5 728604),(6 811595.06),(7 863132.8),(8 892254.9),(9 910609.8),(10 921825.75),(11 940919.7),(12 954962.94),(13 974561.9),(14 994186.56),(15 1015908.75),(16 1035092),(17 1049188.1),(18 1059805.6),(19 1074202.1),(20 1080547.5),(21 1083332.3),(22 1078276.4),(23 1070220.3),(24 1066057.3),(25 1055351.3),(26 1042218.1),(27 1031373.8),(28 1020642.3),(29 1009876.06),(30 997571.9),(31 991315.75),(32 990875.6),(33 989546.8),(34 986033.06),(35 980572),(36 979159.4),(37 969603.06),(38 956411.2),(39 937953.44),(40 910121.2),(41 877650.1),(42 847304.25),(43 828215.1),(44 820220.94),(45 819865.94),(46 830074.06),(47 840730.56),(48 851515.6),(49 853089.7),(50 855141.06),(51 856895.2),(52 866706.8),(53 867768),(54 865517.75),(55 857305.3),(56 850805.7),(57 845634),(58 844033.56),(59 849596.3),(60 856495.94),(61 875779.94),(62 899054.1),(63 917975.3),(64 930728.3),(65 935957),(66 940508.4),(67 942043.56),(68 944787.94),(69 957427),(70 970325.9),(71 982488.8),(72 985129),(73 967138.25),(74 945697.4),(75 922322.44),(76 905540.94),(77 899894.94),(78 907784.56),(79 927384.44),
(1 68407.36),(2 215824.8),(3 406669.06),(4 589907.06),(5 724987.1),(6 796154.3),(7 835694.5),(8 854196.06),(9 863049.8),(10 859774.3),(11 857604.3),(12 860710.2),(13 874958.8),(14 894643.75),(15 921257.5),(16 944022.1),(17 960340.8),(18 963535.25),(19 958400.5),(20 947154.56),(21 934047.5),(22 919717.3),(23 909284.9),(24 899251.56),(25 891340.6),(26 887638.06),(27 879902.6),(28 865963.75),(29 844041.5),(30 829097.2),(31 816393.56),(32 804122.7),(33 789902.6),(34 782571.7),(35 776046.2),(36 767010.44),(37 763741.4),(38 762521.06),(39 758052.7),(40 754718.3),(41 749578.7),(42 750000.44),(43 763827.1),(44 788227.1),(45 817843.6),(46 849557.9),(47 873682.7),(48 887231.4),(49 882263.5),(50 872528.25),(51 865116.5),(52 862136.06),(53 858981),(54 862375.2),(55 862297.44),(56 861185.4),(57 865071.5),(58 867486.56),(59 870139.5),(60 869244.4),(61 869958.5),(62 877034.94),(63 882721.44),(64 893697.44),(65 907543.5),(66 920279.7),(67 937697.3),(68 953415.5),(69 969414.56),(70 970369.5),(71 968124.7),(72 972712.8),(73 970438.2),(74 971474.44),(75 969087.7),(76 967634.56),(77 969171.56),(78 967541.94),(79 980530.2),
