1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16976.86),(2 48199.426),(3 103301.01),(4 175946.2),(5 263417.66),(6 356685.88),(7 466247.34),(8 578960.3),(9 689817.8),(10 812575.2),(11 945341.8),(12 1072582.5),(13 1210169.3),(14 1345573.4),(15 1475382.6),(16 1618214),(17 1753204.1),(18 1890085.6),(19 2028935.1),(20 2166588.3),(21 2304202.3),(22 2461697.3),(23 2613137.8),(24 2727223.5),(25 2837892.8),(26 2942739),(27 3050944),(28 3165651.3),(29 3319793.8),(30 3496913.8),(31 3699431.3),(32 3898848.8),(33 4113298.8),(34 4364228.5),(35 4577207.5),(36 4809040.5),(37 5025696),(38 5215447.5),(39 5390700),(40 5592340),(41 5805405.5),(42 6038340),(43 6301864.5),(44 6534268),(45 6807960.5),(46 7099018.5),(47 7376568.5),(48 7668364),(49 7925959.5),(50 8152321.5),(51 8344034),(52 8579591),(53 8774004),(54 8956590),(55 9087989),(56 9233059),(57 9400851),(58 9545967),(59 9709696),(60 9954761),(61 10112227),(62 10291274),(63 10478531),(64 10619887),(65 10733151),(66 10906953),(67 11015433),(68 11134681),(69 11265715),(70 11451436),(71 11640116),(72 11894612),(73 12098421),(74 12350259),(75 12563971),(76 12780661),(77 13019492),(78 13367236),(79 13580253),
(1 78.04718),(2 96.95553),(3 107.154305),(4 116.340614),(5 123.642105),(6 125.41396),(7 129.04715),(8 133.96294),(9 134.90532),(10 136.81776),(11 139.91049),(12 140.9938),(13 142.18202),(14 144.16156),(15 143.42618),(16 144.09677),(17 144.0626),(18 144.89987),(19 145.91966),(20 148.35681),(21 146.83179),(22 146.94644),(23 150.782),(24 150.63557),(25 151.56187),(26 154.74298),(27 152.6682),(28 154.60605),(29 153.63933),(30 151.91014),(31 155.17719),(32 153.13713),(33 155.93074),(34 156.35641),(35 155.08192),(36 156.70767),(37 158.84882),(38 158.18468),(39 157.98846),(40 158.87425),(41 159.1007),(42 158.06325),(43 162.25179),(44 158.6799),(45 159.91048),(46 162.88425),(47 160.0146),(48 160.78517),(49 162.6904),(50 162.59032),(51 162.83893),(52 163.36261),(53 163.76779),(54 165.4189),(55 162.28044),(56 161.50667),(57 162.93701),(58 161.53282),(59 159.91284),(60 161.87633),(61 160.3628),(62 159.81673),(63 161.40108),(64 160.41801),(65 158.71422),(66 159.54646),(67 158.00638),(68 158.29027),(69 157.08336),(70 154.04616),(71 154.07083),(72 155.97675),(73 152.70993),(74 153.44638),(75 155.36485),(76 153.93225),(77 152.80118),(78 154.74153),(79 154.16644),
(1 75.78196),(2 94.10454),(3 104.93002),(4 113.56077),(5 120.22274),(6 123.01978),(7 126.778595),(8 130.75156),(9 132.74695),(10 136.12563),(11 139.09245),(12 138.49979),(13 140.88855),(14 142.83817),(15 140.79707),(16 141.37978),(17 143.83344),(18 143.99113),(19 145.04747),(20 146.86612),(21 145.34937),(22 145.5357),(23 147.41415),(24 147.71034),(25 149.78098),(26 152.31747),(27 151.698),(28 154.75017),(29 151.70258),(30 150.66496),(31 153.27301),(32 153.70667),(33 153.81236),(34 153.86757),(35 153.2453),(36 155.4389),(37 157.56685),(38 157.25882),(39 156.42584),(40 156.52467),(41 153.31938),(42 155.15608),(43 157.86177),(44 156.69597),(45 157.3611),(46 156.83798),(47 155.35616),(48 157.65335),(49 159.71082),(50 159.98328),(51 158.46599),(52 161.08325),(53 160.95041),(54 161.2104),(55 158.55444),(56 158.16954),(57 160.27946),(58 160.08817),(59 160.80959),(60 161.67078),(61 162.36475),(62 162.87708),(63 165.27881),(64 162.52135),(65 160.77007),(66 159.2552),(67 158.4021),(68 157.73184),(69 157.70932),(70 154.9443),(71 154.14445),(72 157.25218),(73 154.1015),(74 154.59726),(75 155.91872),(76 156.39442),(77 155.40121),(78 155.342),(79 154.0136),
(1 76.533844),(2 94.90284),(3 106.218094),(4 115.65091),(5 121.95852),(6 125.06973),(7 128.01022),(8 133.4679),(9 132.89125),(10 136.26938),(11 139.614),(12 139.94853),(13 142.25212),(14 144.77657),(15 142.7042),(16 144.60199),(17 145.83252),(18 145.31674),(19 146.34952),(20 147.0578),(21 146.39375),(22 146.78748),(23 147.50249),(24 148.67656),(25 149.87016),(26 152.87929),(27 151.26334),(28 154.31485),(29 152.85298),(30 153.08168),(31 154.41129),(32 152.80461),(33 153.38768),(34 154.91193),(35 153.87651),(36 157.063),(37 158.97798),(38 158.94109),(39 159.60112),(40 159.9331),(41 158.43787),(42 159.15355),(43 160.17642),(44 160.55704),(45 161.29645),(46 160.89746),(47 161.42636),(48 160.69289),(49 162.58536),(50 162.04234),(51 162.33643),(52 163.21664),(53 162.1725),(54 163.69118),(55 161.43741),(56 161.07098),(57 161.99878),(58 160.89459),(59 161.29684),(60 163.55406),(61 162.04518),(62 160.30374),(63 161.11884),(64 159.52122),(65 157.41512),(66 158.46478),(67 157.85863),(68 156.90828),(69 157.0566),(70 154.09392),(71 153.89723),(72 154.75102),(73 152.18527),(74 152.15363),(75 154.23207),(76 152.27223),(77 151.53838),(78 152.0152),(79 151.12949),
(1 74.57415),(2 92.94108),(3 105.01985),(4 112.9629),(5 119.44735),(6 121.23109),(7 124.55456),(8 129.38004),(9 130.33917),(10 132.39241),(11 134.73679),(12 136.43262),(13 137.72815),(14 141.0529),(15 140.80238),(16 140.43082),(17 141.30817),(18 139.2498),(19 141.79341),(20 143.92476),(21 143.2551),(22 144.78923),(23 146.31017),(24 145.75761),(25 146.67184),(26 147.96733),(27 149.21579),(28 152.78903),(29 150.76776),(30 149.69441),(31 151.18715),(32 150.61182),(33 150.89433),(34 152.19719),(35 151.547),(36 151.89308),(37 153.57704),(38 153.70769),(39 152.97952),(40 154.35593),(41 151.34564),(42 151.18048),(43 153.66127),(44 152.11241),(45 153.7697),(46 154.9275),(47 153.27585),(48 154.76598),(49 157.19228),(50 156.33667),(51 156.26024),(52 157.305),(53 157.3382),(54 159.10733),(55 156.3202),(56 156.51144),(57 157.11339),(58 156.45251),(59 158.13132),(60 159.27025),(61 158.17892),(62 157.87497),(63 158.6705),(64 156.9982),(65 156.74072),(66 156.59262),(67 154.2299),(68 154.5172),(69 154.07187),(70 152.46664),(71 152.30177),(72 152.51802),(73 150.18875),(74 150.79723),(75 150.6411),(76 149.57565),(77 149.04156),(78 148.70969),(79 148.84727),
(1 74.42836),(2 91.92196),(3 103.09279),(4 111.163925),(5 117.63777),(6 119.73126),(7 122.05302),(8 127.25301),(9 129.78958),(10 132.6026),(11 134.13629),(12 136.02353),(13 137.75021),(14 138.63644),(15 137.94186),(16 137.79324),(17 140.7476),(18 139.35612),(19 140.59068),(20 142.12488),(21 142.49612),(22 142.90059),(23 143.70879),(24 143.5245),(25 145.91058),(26 147.37704),(27 145.27673),(28 148.20598),(29 147.92334),(30 146.76347),(31 149.51805),(32 148.51997),(33 148.31218),(34 149.9479),(35 149.31462),(36 149.8675),(37 150.61723),(38 150.41539),(39 149.72678),(40 150.31058),(41 149.39323),(42 148.7125),(43 150.95267),(44 150.12051),(45 152.87634),(46 154.82437),(47 151.37387),(48 152.94931),(49 153.69882),(50 155.00352),(51 154.73932),(52 155.70316),(53 154.9374),(54 156.03116),(55 153.39316),(56 153.03969),(57 152.43497),(58 151.72128),(59 153.47772),(60 155.76071),(61 155.09927),(62 156.35854),(63 156.63046),(64 154.39774),(65 154.78015),(66 154.4484),(67 152.60452),(68 151.58727),(69 152.913),(70 150.36095),(71 150.17946),(72 152.06058),(73 149.65588),(74 150.14474),(75 149.26494),(76 148.22815),(77 147.50284),(78 148.44626),(79 150.15234),
(1 73.39115),(2 90.4603),(3 102.51444),(4 111.89246),(5 115.76028),(6 118.25438),(7 120.86187),(8 124.96181),(9 127.061356),(10 128.65775),(11 131.28687),(12 131.90611),(13 133.69803),(14 135.77875),(15 133.62335),(16 136.28842),(17 138.21017),(18 138.23819),(19 141.47269),(20 143.23611),(21 142.39432),(22 142.61955),(23 144.31067),(24 145.33043),(25 145.8017),(26 148.78282),(27 145.77855),(28 147.16144),(29 147.60396),(30 147.30215),(31 148.36876),(32 147.86617),(33 148.03824),(34 150.1852),(35 148.63329),(36 150.75955),(37 151.9259),(38 151.35725),(39 150.68063),(40 152.28445),(41 151.35522),(42 150.67319),(43 150.63753),(44 149.40897),(45 151.02232),(46 152.92474),(47 150.81561),(48 150.73645),(49 152.0827),(50 153.27705),(51 154.14433),(52 154.88757),(53 153.7559),(54 156.10155),(55 154.26239),(56 152.98956),(57 154.18028),(58 152.23383),(59 152.9846),(60 153.29735),(61 153.62569),(62 155.03654),(63 155.56886),(64 154.70107),(65 153.19113),(66 152.16103),(67 149.98975),(68 149.5627),(69 151.58836),(70 148.14792),(71 147.90855),(72 148.67949),(73 146.98936),(74 146.49393),(75 147.97049),(76 146.04205),(77 146.15778),(78 147.38974),(79 146.3536),
(1 72.34499),(2 89.956825),(3 100.46244),(4 109.87135),(5 113.83187),(6 117.03144),(7 119.226036),(8 122.85961),(9 125.27464),(10 127.23878),(11 129.63126),(12 130.70142),(13 132.61183),(14 134.78926),(15 134.53876),(16 135.88394),(17 138.04489),(18 136.9992),(19 139.2438),(20 140.36282),(21 139.91786),(22 140.7826),(23 142.28748),(24 144.9608),(25 144.2149),(26 146.23253),(27 145.50952),(28 146.96332),(29 145.28476),(30 146.08589),(31 147.79593),(32 146.16824),(33 145.70113),(34 147.06464),(35 145.30986),(36 145.79713),(37 146.63385),(38 146.22519),(39 145.90887),(40 147.70444),(41 147.66351),(42 146.9993),(43 149.77615),(44 148.64088),(45 149.11987),(46 151.32362),(47 148.85986),(48 150.23416),(49 152.52907),(50 152.05692),(51 152.34253),(52 154.82623),(53 150.7666),(54 151.43546),(55 149.03645),(56 147.54626),(57 148.63731),(58 147.1924),(59 147.23611),(60 149.80893),(61 149.30357),(62 151.77919),(63 152.36784),(64 149.21878),(65 149.96605),(66 150.46921),(67 146.07036),(68 146.20804),(69 146.31229),(70 145.93184),(71 146.1858),(72 147.25418),(73 146.15527),(74 146.75662),(75 148.3724),(76 146.6678),(77 147.30777),(78 149.17903),(79 147.2802),
(1 71.756546),(2 89.48689),(3 99.80972),(4 108.49861),(5 114.49832),(6 117.83206),(7 122.023895),(8 125.630394),(9 128.00208),(10 129.56387),(11 132.22258),(12 132.3582),(13 133.25432),(14 135.33385),(15 134.94118),(16 137.67896),(17 137.97711),(18 137.30743),(19 138.06184),(20 139.8584),(21 140.99754),(22 140.08028),(23 142.01721),(24 144.0002),(25 143.9842),(26 145.6513),(27 145.19447),(28 145.27457),(29 144.1251),(30 145.97182),(31 147.43335),(32 145.42279),(33 145.28654),(34 147.94939),(35 145.87639),(36 147.03366),(37 148.11732),(38 146.9545),(39 146.37764),(40 147.94868),(41 146.52725),(42 147.07274),(43 148.47289),(44 148.1831),(45 149.08437),(46 149.85767),(47 147.3668),(48 149.75523),(49 150.90407),(50 150.33699),(51 151.81213),(52 152.55067),(53 151.61026),(54 152.72842),(55 150.80156),(56 149.64343),(57 150.53412),(58 149.32167),(59 148.43561),(60 150.64188),(61 149.2843),(62 150.04707),(63 151.20393),(64 148.53389),(65 149.13388),(66 149.47845),(67 147.32957),(68 147.98936),(69 149.29256),(70 146.91867),(71 147.70328),(72 148.16936),(73 146.47862),(74 146.13965),(75 148.1786),(76 146.19489),(77 147.1621),(78 148.65918),(79 147.23698),
(1 70.65315),(2 87.311844),(3 98.20161),(4 106.82651),(5 110.827354),(6 115.13778),(7 118.90121),(8 122.38593),(9 123.58104),(10 125.48716),(11 126.65608),(12 127.59458),(13 129.58427),(14 130.45009),(15 128.65475),(16 130.83286),(17 131.47737),(18 132.43015),(19 132.35335),(20 134.98541),(21 134.30849),(22 134.49396),(23 135.15916),(24 134.91216),(25 136.68474),(26 138.02097),(27 138.34718),(28 138.5658),(29 139.18013),(30 139.25247),(31 140.05547),(32 137.88885),(33 140.12221),(34 141.14026),(35 139.36609),(36 140.6724),(37 142.32245),(38 140.87239),(39 140.73471),(40 141.85849),(41 141.81007),(42 141.0353),(43 143.43483),(44 143.0434),(45 142.7682),(46 143.30466),(47 141.67531),(48 142.6112),(49 144.16722),(50 143.1993),(51 142.9912),(52 142.89699),(53 140.86888),(54 143.25238),(55 142.82088),(56 142.26096),(57 143.28645),(58 141.63208),(59 143.20973),(60 144.1352),(61 143.5074),(62 143.94139),(63 144.62236),(64 143.09467),(65 142.53593),(66 141.86845),(67 141.21025),(68 142.32646),(69 141.87088),(70 139.13312),(71 138.91736),(72 139.68188),(73 139.16592),(74 139.69495),(75 141.705),(76 140.86707),(77 139.22606),(78 140.39232),(79 138.82379),
(1 69.081635),(2 85.612404),(3 95.854996),(4 106.01),(5 111.47294),(6 115.81217),(7 119.85648),(8 123.68306),(9 125.14687),(10 127.399376),(11 129.0882),(12 128.71072),(13 131.67406),(14 133.67801),(15 132.95944),(16 132.70357),(17 135.84082),(18 136.0745),(19 137.43108),(20 137.66997),(21 137.93419),(22 138.95546),(23 139.99197),(24 140.58241),(25 140.50957),(26 144.12874),(27 142.62518),(28 144.2048),(29 142.09474),(30 143.07634),(31 145.06566),(32 143.07622),(33 143.39813),(34 144.78903),(35 144.15651),(36 144.9324),(37 148.0586),(38 146.15097),(39 145.46593),(40 146.32843),(41 145.33427),(42 144.71642),(43 146.55255),(44 146.67986),(45 147.15018),(46 148.7373),(47 145.39693),(48 146.0594),(49 148.6355),(50 147.79988),(51 147.12576),(52 147.24272),(53 146.28926),(54 148.41307),(55 146.72272),(56 147.27054),(57 147.61919),(58 146.39026),(59 146.49704),(60 148.85226),(61 147.81699),(62 149.3829),(63 150.25333),(64 149.74959),(65 148.95409),(66 147.72252),(67 146.40715),(68 145.88191),(69 146.82541),(70 145.86624),(71 144.72661),(72 145.36584),(73 144.33649),(74 144.95874),(75 146.05296),(76 145.92613),(77 143.80058),(78 145.49786),(79 144.99208),
(1 68.06765),(2 83.67124),(3 93.2729),(4 101.68402),(5 106.75044),(6 108.63867),(7 112.790215),(8 115.87542),(9 117.79814),(10 119.99121),(11 121.97652),(12 121.83507),(13 123.71793),(14 125.19346),(15 124.49957),(16 125.95874),(17 127.49205),(18 128.26901),(19 129.38144),(20 132.17175),(21 132.95398),(22 132.57582),(23 135.11801),(24 135.86775),(25 135.89195),(26 137.81715),(27 136.4826),(28 137.63438),(29 137.07771),(30 136.1556),(31 137.73096),(32 137.16156),(33 137.0608),(34 136.7942),(35 137.37636),(36 136.84412),(37 137.51183),(38 137.34207),(39 137.18806),(40 137.3849),(41 136.63824),(42 136.20049),(43 138.37117),(44 138.27898),(45 138.53018),(46 140.24689),(47 139.13023),(48 140.28496),(49 142.70062),(50 141.53763),(51 141.5812),(52 143.17699),(53 141.82693),(54 141.91159),(55 140.82567),(56 141.83893),(57 140.29318),(58 138.77832),(59 140.57048),(60 142.15085),(61 141.8493),(62 143.50801),(63 143.25754),(64 141.90767),(65 140.96634),(66 139.8269),(67 137.7201),(68 138.33351),(69 138.83112),(70 136.9697),(71 136.57945),(72 135.91336),(73 135.9612),(74 136.23206),(75 137.0254),(76 135.85405),(77 136.10075),(78 138.03168),(79 138.61127),
(1 68.88553),(2 84.05877),(3 94.47879),(4 102.64636),(5 106.8498),(6 109.87498),(7 113.66818),(8 118.88456),(9 119.18464),(10 122.341866),(11 123.22471),(12 124.0033),(13 125.76475),(14 128.1812),(15 128.14955),(16 129.06976),(17 130.79263),(18 132.74486),(19 134.04001),(20 136.08131),(21 135.67792),(22 136.18306),(23 137.06038),(24 136.87737),(25 137.35228),(26 138.31647),(27 137.75284),(28 139.21269),(29 138.37633),(30 138.03696),(31 140.62787),(32 140.30653),(33 140.78928),(34 142.623),(35 141.32631),(36 140.74123),(37 143.36555),(38 141.94228),(39 141.91893),(40 142.59854),(41 139.8056),(42 139.95798),(43 141.00462),(44 140.00787),(45 140.1232),(46 144.70605),(47 142.98843),(48 143.49934),(49 144.8984),(50 145.38396),(51 144.81686),(52 146.28609),(53 145.36732),(54 148.6545),(55 145.92831),(56 146.51973),(57 147.09566),(58 145.15045),(59 145.69878),(60 146.40314),(61 146.99849),(62 148.03813),(63 148.90216),(64 145.50098),(65 143.90952),(66 144.30276),(67 143.31165),(68 142.80682),(69 143.7041),(70 140.61589),(71 140.19884),(72 139.73549),(73 139.77672),(74 139.9489),(75 140.04771),(76 137.70222),(77 138.80208),(78 139.18712),(79 139.38463),
(1 67.53522),(2 83.51556),(3 94.00713),(4 102.25465),(5 105.8705),(6 109.86295),(7 112.320076),(8 116.79214),(9 118.075775),(10 121.219696),(11 123.5129),(12 123.1584),(13 124.36457),(14 126.40363),(15 125.48611),(16 125.76031),(17 127.49189),(18 128.56407),(19 129.65921),(20 130.58104),(21 129.78072),(22 130.7815),(23 133.12227),(24 131.96791),(25 133.79414),(26 136.26541),(27 134.34074),(28 137.69318),(29 137.1761),(30 138.89767),(31 139.97525),(32 138.09457),(33 139.7726),(34 140.53923),(35 139.54224),(36 141.0836),(37 140.81866),(38 140.67987),(39 139.01013),(40 139.38005),(41 138.72127),(42 138.81082),(43 140.38222),(44 139.42358),(45 141.37141),(46 142.69392),(47 140.03093),(48 141.11589),(49 142.32066),(50 141.09132),(51 142.20639),(52 141.78195),(53 143.05228),(54 142.83495),(55 141.37572),(56 142.59251),(57 143.06677),(58 141.62903),(59 141.69211),(60 142.17789),(61 142.35524),(62 143.67955),(63 144.84973),(64 142.39072),(65 142.2494),(66 140.82852),(67 139.25444),(68 139.65329),(69 140.24074),(70 138.39073),(71 138.55296),(72 140.17004),(73 138.53337),(74 139.82025),(75 140.93668),(76 139.03622),(77 137.48074),(78 138.6873),(79 137.28082),
(1 67.19846),(2 83.91938),(3 93.073494),(4 102.64319),(5 106.943474),(6 109.97321),(7 113.81256),(8 116.98104),(9 118.85031),(10 120.9749),(11 124.09748),(12 124.44533),(13 125.236984),(14 126.21805),(15 126.11814),(16 127.51548),(17 129.49785),(18 129.49033),(19 131.55374),(20 132.01831),(21 132.11621),(22 131.39052),(23 132.63814),(24 132.79819),(25 133.71706),(26 137.42358),(27 135.56047),(28 137.81651),(29 136.45377),(30 135.24307),(31 136.83237),(32 135.48499),(33 137.50641),(34 138.74667),(35 137.48488),(36 139.93547),(37 140.2035),(38 138.56647),(39 138.76036),(40 138.3844),(41 136.95915),(42 136.03801),(43 138.29103),(44 137.1466),(45 138.73424),(46 141.19814),(47 137.19197),(48 138.85446),(49 139.6647),(50 139.05968),(51 141.2197),(52 141.4243),(53 142.39899),(54 141.86516),(55 140.13855),(56 140.00723),(57 142.1358),(58 140.08243),(59 140.40285),(60 141.49927),(61 140.27527),(62 140.90105),(63 141.90207),(64 139.51318),(65 140.09282),(66 140.10072),(67 137.76776),(68 138.78203),(69 138.9837),(70 138.10118),(71 137.66956),(72 138.34927),(73 136.15071),(74 137.01633),(75 138.39684),(76 135.12256),(77 133.31946),(78 136.36276),(79 135.21649),
(1 66.27699),(2 80.78087),(3 90.488106),(4 99.134346),(5 103.78755),(6 106.87042),(7 110.76902),(8 113.55995),(9 115.46922),(10 117.08753),(11 120.06261),(12 120.32001),(13 122.16753),(14 123.600815),(15 123.981064),(16 125.863945),(17 126.29807),(18 125.6879),(19 127.22345),(20 127.24403),(21 127.50626),(22 128.5579),(23 129.4613),(24 129.23499),(25 131.23747),(26 133.27365),(27 131.72908),(28 133.9176),(29 131.49199),(30 131.99915),(31 133.20842),(32 132.54538),(33 132.35707),(34 132.44525),(35 132.65302),(36 133.67097),(37 133.76872),(38 134.17174),(39 134.46495),(40 137.57321),(41 136.02063),(42 134.65471),(43 136.5888),(44 135.24973),(45 136.1559),(46 136.66557),(47 134.21492),(48 135.54373),(49 136.67075),(50 135.16386),(51 135.17462),(52 136.1403),(53 136.40204),(54 136.19037),(55 134.20566),(56 134.22122),(57 135.58318),(58 134.3175),(59 134.20238),(60 136.67793),(61 135.80684),(62 135.5825),(63 136.98997),(64 135.21907),(65 134.58665),(66 134.97394),(67 133.45735),(68 132.85698),(69 133.3486),(70 131.00198),(71 130.83455),(72 131.97047),(73 130.20789),(74 131.11008),(75 131.55287),(76 130.90999),(77 131.13368),(78 132.2537),(79 131.42761),
(1 65.73974),(2 80.69013),(3 90.97788),(4 99.01609),(5 106.41382),(6 108.73466),(7 111.590904),(8 115.604454),(9 116.17582),(10 117.82723),(11 121.09132),(12 121.45509),(13 122.74948),(14 124.80718),(15 124.14641),(16 124.899864),(17 126.617294),(18 126.45995),(19 128.53886),(20 128.95287),(21 129.24428),(22 130.24463),(23 131.5147),(24 130.6519),(25 133.73148),(26 134.72076),(27 131.96634),(28 134.38118),(29 133.58415),(30 132.66989),(31 132.4223),(32 131.33963),(33 132.81126),(34 133.08435),(35 132.94115),(36 133.78955),(37 134.41048),(38 134.46802),(39 134.16171),(40 135.4696),(41 134.23114),(42 132.77264),(43 134.05713),(44 133.22029),(45 134.0699),(46 137.0213),(47 134.50401),(48 136.18785),(49 136.39177),(50 134.96066),(51 136.08652),(52 137.63965),(53 135.27391),(54 135.42613),(55 135.7045),(56 135.39066),(57 136.49681),(58 134.57425),(59 134.37094),(60 135.72089),(61 134.55524),(62 135.15991),(63 135.1334),(64 133.83444),(65 133.2726),(66 134.15358),(67 132.24945),(68 131.35034),(69 131.56488),(70 130.4616),(71 130.93765),(72 132.55995),(73 130.74126),(74 132.259),(75 132.40381),(76 131.4728),(77 131.31885),(78 132.86215),(79 132.61816),
(1 65.5044),(2 79.76459),(3 89.92239),(4 97.50598),(5 103.96288),(6 107.1661),(7 110.932),(8 114.13833),(9 116.07697),(10 118.217926),(11 120.959724),(12 120.86959),(13 121.4817),(14 122.796936),(15 122.45051),(16 123.018524),(17 124.127235),(18 125.27345),(19 125.4922),(20 128.25151),(21 127.19953),(22 127.1538),(23 129.44844),(24 128.18858),(25 128.63647),(26 130.5513),(27 128.47525),(28 131.9267),(29 131.04253),(30 131.90096),(31 133.0362),(32 131.30176),(33 133.14687),(34 134.90172),(35 134.94109),(36 135.04018),(37 136.8047),(38 136.34067),(39 136.12335),(40 136.86325),(41 135.0557),(42 134.94205),(43 137.7955),(44 136.59209),(45 137.39044),(46 138.76135),(47 137.67628),(48 138.96928),(49 137.65907),(50 138.0904),(51 138.36092),(52 138.04211),(53 136.65193),(54 136.9073),(55 136.45013),(56 136.77232),(57 137.27957),(58 136.27225),(59 136.48018),(60 139.04),(61 137.86783),(62 139.20222),(63 140.75174),(64 137.4709),(65 136.74759),(66 136.7243),(67 134.757),(68 135.02792),(69 135.00996),(70 133.9149),(71 134.03145),(72 134.6757),(73 133.10374),(74 132.97203),(75 133.0197),(76 133.4474),(77 134.22755),(78 134.9607),(79 135.63042),
(1 63.76149),(2 78.65963),(3 88.32145),(4 95.0395),(5 100.9391),(6 103.40409),(7 107.52841),(8 111.21319),(9 112.252815),(10 114.58702),(11 116.170265),(12 116.089),(13 117.512405),(14 120.27427),(15 119.33585),(16 119.37958),(17 120.96679),(18 120.26008),(19 121.73824),(20 124.19401),(21 124.288445),(22 123.51858),(23 124.94536),(24 124.88431),(25 125.92698),(26 127.39998),(27 127.299385),(28 129.51819),(29 129.09126),(30 130.43384),(31 131.16791),(32 130.98157),(33 132.83243),(34 134.17853),(35 132.2839),(36 133.45738),(37 134.45891),(38 133.32451),(39 132.94595),(40 133.02335),(41 132.80782),(42 131.28217),(43 133.50221),(44 132.45409),(45 131.8576),(46 133.64934),(47 131.05666),(48 131.78955),(49 133.31238),(50 133.52615),(51 132.78993),(52 133.06839),(53 132.12415),(54 132.46107),(55 131.97636),(56 131.71199),(57 132.64793),(58 130.2917),(59 131.14085),(60 133.69855),(61 132.44818),(62 132.68729),(63 135.07509),(64 132.6148),(65 133.03183),(66 134.5249),(67 132.58975),(68 133.00484),(69 133.74799),(70 131.92421),(71 132.73259),(72 132.80487),(73 130.0224),(74 129.42046),(75 131.49982),(76 129.99805),(77 131.03978),(78 132.89526),(79 131.83359),
