1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 270664.03),(2 738242.8),(3 1348532.8),(4 2294563),(5 3278420.3),(6 4309887.5),(7 5579373.5),(8 6827821.5),(9 7984394),(10 9320076),(11 10444145),(12 11336725),(13 12244061),(14 13089096),(15 13683904),(16 14314127),(17 14714225),(18 14896789),(19 15224429),(20 15545944),(21 15754236),(22 16046901),(23 16273661),(24 16409971),(25 16706407),(26 16941894),(27 17074938),(28 17438720),(29 17831010),(30 18172250),(31 18686222),(32 19286886),(33 19913758),(34 20730070),(35 21557910),(36 22188306),(37 22868864),(38 23574586),(39 24290390),(40 25425190),(41 26616478),(42 27746218),(43 29119336),(44 30460842),(45 31700696),(46 33019702),(47 34369468),(48 35708100),(49 37228444),(50 38979690),(51 40810604),(52 42871120),(53 44863060),(54 46628724),(55 48762868),(56 50624516),(57 52090340),(58 53774516),(59 55407600),(60 56912324),(61 58590160),(62 60135164),(63 61526796),(64 63061984),(65 64690324),(66 66261868),(67 68112700),(68 70046000),(69 71907270),(70 73462520),(71 75062184),(72 76322780),(73 77562936),(74 78887270),(75 80488110),(76 82076550),(77 83921450),(78 85797730),(79 87702216),
(1 283120.25),(2 1067663.9),(3 2218446),(4 3623354.5),(5 5130145.5),(6 6594570.5),(7 7966569),(8 9270290),(9 10500235),(10 11601660),(11 12616495),(12 13539539),(13 14295851),(14 14871073),(15 15188433),(16 15340022),(17 15366108),(18 15274632),(19 15107364),(20 14912857),(21 14758884),(22 14666682),(23 14631446),(24 14632381),(25 14670063),(26 14699275),(27 14717284),(28 14747698),(29 14817404),(30 14928579),(31 15085267),(32 15260185),(33 15434067),(34 15587929),(35 15698077),(36 15820022),(37 15970170),(38 16130273),(39 16357018),(40 16706119),(41 17098418),(42 17503554),(43 17917690),(44 18296166),(45 18643422),(46 18949082),(47 19226162),(48 19462046),(49 19695466),(50 19912514),(51 20095170),(52 20236656),(53 20335714),(54 20306996),(55 20187218),(56 20034316),(57 19844012),(58 19680208),(59 19595704),(60 19510850),(61 19408410),(62 19346738),(63 19339268),(64 19359462),(65 19414484),(66 19446306),(67 19495438),(68 19576962),(69 19649062),(70 19755156),(71 19885752),(72 19936406),(73 19910548),(74 19904378),(75 19814802),(76 19601968),(77 19346732),(78 19068890),(79 18737352),
(1 327480.28),(2 1225245.9),(3 2568075.5),(4 4258458),(5 6144894.5),(6 8082644),(7 10016183),(8 11911101),(9 13726455),(10 15415360),(11 16922368),(12 18185934),(13 19151688),(14 19814336),(15 20205042),(16 20355190),(17 20360448),(18 20313502),(19 20223210),(20 20140730),(21 20092024),(22 20055952),(23 19986542),(24 19906982),(25 19813720),(26 19737498),(27 19700758),(28 19721262),(29 19797800),(30 19876620),(31 19977294),(32 20103698),(33 20221566),(34 20247282),(35 20260206),(36 20279978),(37 20330506),(38 20406226),(39 20500308),(40 20598034),(41 20655048),(42 20618090),(43 20514328),(44 20344002),(45 20125134),(46 19864518),(47 19562438),(48 19208524),(49 18876404),(50 18599792),(51 18402788),(52 18318698),(53 18335266),(54 18435294),(55 18670392),(56 19044774),(57 19531968),(58 20048980),(59 20545914),(60 20960672),(61 21321098),(62 21634230),(63 21921196),(64 22178906),(65 22380218),(66 22428314),(67 22352320),(68 22164918),(69 21884706),(70 21611586),(71 21345654),(72 21167586),(73 21088316),(74 21107952),(75 21192248),(76 21246856),(77 21262318),(78 21239696),(79 21207326),
(1 237620.23),(2 874207.2),(3 1772281.9),(4 2818539.5),(5 3909178.3),(6 4968755.5),(7 5956147),(8 6839078.5),(9 7584427.5),(10 8204580),(11 8702308),(12 9093134),(13 9378870),(14 9586525),(15 9723627),(16 9798726),(17 9881201),(18 9966350),(19 10060753),(20 10188509),(21 10358546),(22 10533541),(23 10700726),(24 10862639),(25 11026002),(26 11170563),(27 11266546),(28 11337617),(29 11382209),(30 11419530),(31 11531816),(32 11710392),(33 11944381),(34 12237718),(35 12568320),(36 12869839),(37 13145622),(38 13356730),(39 13501550),(40 13609004),(41 13649620),(42 13595208),(43 13504525),(44 13331476),(45 13081633),(46 12768225),(47 12420534),(48 12123812),(49 11918836),(50 11837678),(51 11820398),(52 11872760),(53 12018610),(54 12241688),(55 12458845),(56 12594060),(57 12659241),(58 12522176),(59 12207756),(60 11805252),(61 11377859),(62 10953615),(63 10575599),(64 10246499),(65 9979440),(66 9806030),(67 9755898),(68 9833364),(69 10030324),(70 10328360),(71 10707386),(72 11137526),(73 11475878),(74 11728708),(75 11852040),(76 11829865),(77 11731715),(78 11590226),(79 11419487),
(1 265223.7),(2 990354),(3 2033144),(4 3251659.8),(5 4489080),(6 5646379),(7 6659826.5),(8 7477235),(9 8080561.5),(10 8481958),(11 8718438),(12 8840831),(13 8869917),(14 8898708),(15 8935830),(16 9040855),(17 9201656),(18 9431339),(19 9710378),(20 10010723),(21 10315727),(22 10595322),(23 10799498),(24 10897212),(25 10934310),(26 10912270),(27 10840837),(28 10746180),(29 10666819),(30 10565670),(31 10489835),(32 10490712),(33 10562303),(34 10692078),(35 10869258),(36 11030140),(37 11173272),(38 11274642),(39 11329509),(40 11330947),(41 11293384),(42 11177042),(43 11017901),(44 10827493),(45 10618075),(46 10414108),(47 10265405),(48 10194184),(49 10195627),(50 10296274),(51 10450115),(52 10669843),(53 10931668),(54 11174313),(55 11314717),(56 11339711),(57 11220279),(58 10912317),(59 10515079),(60 10060126),(61 9589721),(62 9180130),(63 8883054),(64 8697846),(65 8642656),(66 8688202),(67 8814945),(68 9003817),(69 9228719),(70 9438260),(71 9677990),(72 9891244),(73 10054691),(74 10232644),(75 10380737),(76 10528216),(77 10683546),(78 10823555),(79 10936946),
(1 197132.92),(2 736598),(3 1515606.9),(4 2436722.3),(5 3415346.3),(6 4399855.5),(7 5366442),(8 6300173),(9 7190619.5),(10 8017314),(11 8751186),(12 9350975),(13 9821455),(14 10138264),(15 10295534),(16 10376704),(17 10415763),(18 10413339),(19 10399839),(20 10384140),(21 10331147),(22 10213663),(23 10003969),(24 9732116),(25 9473389),(26 9272430),(27 9193960),(28 9227296),(29 9294184),(30 9429503),(31 9608316),(32 9811793),(33 10053143),(34 10334220),(35 10605233),(36 10854423),(37 11003743),(38 10995129),(39 10882466),(40 10702931),(41 10426453),(42 10161485),(43 9993242),(44 9916574),(45 9911341),(46 9980072),(47 10037269),(48 10046916),(49 10020879),(50 10004269),(51 9948023),(52 9854852),(53 9759086),(54 9645349),(55 9540812),(56 9442322),(57 9399374),(58 9439177),(59 9611285),(60 9896641),(61 10269559),(62 10673529),(63 11064512),(64 11342507),(65 11455799),(66 11425363),(67 11286735),(68 11092108),(69 10896919),(70 10722427),(71 10599121),(72 10517591),(73 10502423),(74 10539996),(75 10642199),(76 10722842),(77 10739736),(78 10664791),(79 10453630),
(1 211386.8),(2 774333.1),(3 1560257.8),(4 2439392),(5 3302430.3),(6 4110675.3),(7 4865257.5),(8 5566618.5),(9 6205824),(10 6768721.5),(11 7249841),(12 7600587.5),(13 7837394),(14 7963286),(15 7978965.5),(16 7929673),(17 7863102.5),(18 7792986.5),(19 7709847.5),(20 7603737.5),(21 7446147.5),(22 7213409),(23 6956407),(24 6727286),(25 6557509),(26 6452799),(27 6413524.5),(28 6465603),(29 6554022.5),(30 6703880.5),(31 6892075.5),(32 7121472),(33 7392939.5),(34 7676078),(35 7925434.5),(36 8080473.5),(37 8140257),(38 8093397.5),(39 7976869),(40 7850745.5),(41 7714546),(42 7619607.5),(43 7564287),(44 7560503),(45 7564689),(46 7571178.5),(47 7562771),(48 7544059.5),(49 7558584.5),(50 7632149.5),(51 7703605.5),(52 7784912),(53 7867292.5),(54 7912305.5),(55 7955034.5),(56 8026497),(57 8156881.5),(58 8344479.5),(59 8562414),(60 8742503),(61 8857862),(62 8873902),(63 8771857),(64 8581195),(65 8363430.5),(66 8162202.5),(67 8020193),(68 7929593),(69 7866814),(70 7848139),(71 7800681),(72 7746293),(73 7702598.5),(74 7695098.5),(75 7711437),(76 7760367),(77 7847744.5),(78 7924560),(79 7978073.5),
(1 227977.36),(2 819697.6),(3 1620298.6),(4 2483803),(5 3270898.8),(6 3937323),(7 4471211.5),(8 4874717),(9 5187569.5),(10 5427648.5),(11 5620539.5),(12 5763169.5),(13 5852038),(14 5934882),(15 6011399),(16 6089969.5),(17 6201870.5),(18 6332517.5),(19 6457269.5),(20 6531084.5),(21 6528862),(22 6438765.5),(23 6330842),(24 6241516.5),(25 6169072),(26 6101575),(27 6062435),(28 6115384.5),(29 6243175),(30 6441819),(31 6696927),(32 6964834.5),(33 7227863.5),(34 7431255.5),(35 7555543),(36 7530928),(37 7419765),(38 7228579),(39 6990025.5),(40 6745671),(41 6479181.5),(42 6254780.5),(43 6084690.5),(44 5943661),(45 5815638.5),(46 5668680.5),(47 5527315.5),(48 5403819.5),(49 5312070),(50 5258050),(51 5242912),(52 5283047),(53 5372385),(54 5514734.5),(55 5664486),(56 5811048.5),(57 5972476),(58 6161632.5),(59 6360561.5),(60 6531066),(61 6649270.5),(62 6723278),(63 6744527.5),(64 6738619),(65 6721288.5),(66 6717665),(67 6729001),(68 6740662.5),(69 6738677.5),(70 6738674),(71 6727428),(72 6732554.5),(73 6729453.5),(74 6747144.5),(75 6782709.5),(76 6827046),(77 6918766.5),(78 7039103),(79 7144711),
(1 187073.11),(2 650726.8),(3 1253217),(4 1891846.5),(5 2482844),(6 3002510.5),(7 3458121.3),(8 3846522.5),(9 4159624.8),(10 4433535),(11 4680257),(12 4896671),(13 5106140),(14 5319798),(15 5527838),(16 5748375.5),(17 5974811.5),(18 6167824),(19 6286290.5),(20 6324818.5),(21 6302457),(22 6239675),(23 6191953),(24 6196594.5),(25 6228494.5),(26 6286652),(27 6348961),(28 6400943.5),(29 6433787.5),(30 6475661.5),(31 6513528),(32 6519078),(33 6481340),(34 6388511),(35 6254845),(36 6094000.5),(37 5971782),(38 5894953.5),(39 5833894),(40 5788753),(41 5769346),(42 5768359),(43 5724946.5),(44 5598873),(45 5413656),(46 5208289.5),(47 5035734.5),(48 4904396.5),(49 4861457.5),(50 4914618),(51 5054428.5),(52 5252394.5),(53 5446069.5),(54 5589857),(55 5690414.5),(56 5789589.5),(57 5886074),(58 5974631.5),(59 6059481.5),(60 6109881.5),(61 6132299),(62 6131629.5),(63 6113372),(64 6084198.5),(65 6063678.5),(66 6064238),(67 6083897.5),(68 6058601.5),(69 6001536),(70 5950924.5),(71 5917133.5),(72 5926155.5),(73 5971942.5),(74 6068906.5),(75 6190885.5),(76 6288778),(77 6364040),(78 6396969.5),(79 6383715.5),
(1 204712.89),(2 729451.25),(3 1434870.5),(4 2198135.5),(5 2919483),(6 3547849),(7 4072225.8),(8 4480941),(9 4762459.5),(10 4929295),(11 5016259),(12 5044263.5),(13 5019051),(14 4968311.5),(15 4908763),(16 4887647),(17 4902039),(18 4941125.5),(19 4990774),(20 5045223.5),(21 5109927),(22 5175959.5),(23 5234539),(24 5295144),(25 5359420),(26 5444066.5),(27 5546965.5),(28 5645196),(29 5729118),(30 5810919),(31 5876000),(32 5905273),(33 5883476),(34 5799949),(35 5669604.5),(36 5509037),(37 5366616.5),(38 5221130.5),(39 5079275.5),(40 4948090),(41 4816802),(42 4733193),(43 4670009),(44 4596316),(45 4527182),(46 4467468),(47 4419410),(48 4394939),(49 4405798),(50 4462894),(51 4546358),(52 4648281),(53 4750504.5),(54 4878435.5),(55 5023463),(56 5166409),(57 5247962),(58 5294666),(59 5362223),(60 5430454),(61 5511986.5),(62 5609420),(63 5728270.5),(64 5843437),(65 5951877.5),(66 6046465),(67 6137544),(68 6220192),(69 6275965),(70 6307355),(71 6341974),(72 6359043),(73 6350703),(74 6351239),(75 6332391),(76 6335440),(77 6379811),(78 6488427.5),(79 6650191),
(1 203761.27),(2 722445.4),(3 1398008.5),(4 2093683),(5 2709435.8),(6 3216407.5),(7 3594963),(8 3859314.5),(9 4032300),(10 4131653.5),(11 4215947),(12 4315131),(13 4421455.5),(14 4518748.5),(15 4584313.5),(16 4626457),(17 4661797),(18 4683765.5),(19 4716654),(20 4786993.5),(21 4883601.5),(22 4992553.5),(23 5106005),(24 5190988.5),(25 5246056.5),(26 5290845.5),(27 5332789),(28 5360449),(29 5360053.5),(30 5349942.5),(31 5347777.5),(32 5350229.5),(33 5344117.5),(34 5327448.5),(35 5315521.5),(36 5294022.5),(37 5288236),(38 5249660.5),(39 5197477),(40 5126470.5),(41 4998416.5),(42 4839526),(43 4690905),(44 4572951.5),(45 4515584),(46 4508947),(47 4545134.5),(48 4614955),(49 4688363),(50 4729562),(51 4711877),(52 4644183.5),(53 4545184),(54 4469358),(55 4428069.5),(56 4422837.5),(57 4462313.5),(58 4545307.5),(59 4656125.5),(60 4774219),(61 4882947.5),(62 4970174.5),(63 5025688),(64 5061457.5),(65 5096835),(66 5137055),(67 5187290),(68 5233375),(69 5251556.5),(70 5226263.5),(71 5179771.5),(72 5109852),(73 5016276),(74 4922079.5),(75 4861761.5),(76 4874716),(77 4946295.5),(78 5067426),(79 5203165.5),
(1 170236.86),(2 575491.25),(3 1070720.3),(4 1564072.8),(5 2011752.6),(6 2416715),(7 2758318),(8 3023539),(9 3203173.8),(10 3316799.5),(11 3405313.8),(12 3497858),(13 3600273.3),(14 3697887.5),(15 3774824.3),(16 3827154.5),(17 3843697),(18 3825499),(19 3778435.8),(20 3743594),(21 3758208.8),(22 3806722.8),(23 3865354.5),(24 3932185.3),(25 3976931.3),(26 4011464.3),(27 4062990.8),(28 4119852),(29 4153297.3),(30 4163344),(31 4161020.3),(32 4148365.8),(33 4125610),(34 4114369.8),(35 4117469.3),(36 4130034.3),(37 4160401.3),(38 4168676.5),(39 4172090),(40 4176474.5),(41 4174599.3),(42 4197750.5),(43 4230712.5),(44 4229381),(45 4182354.3),(46 4108638.8),(47 4032739.8),(48 3985364.5),(49 3949473),(50 3927383.8),(51 3939937.8),(52 3969260),(53 3993075.8),(54 4017507.8),(55 4028661),(56 4010131.3),(57 3963758.3),(58 3878820),(59 3809560.5),(60 3783694.3),(61 3789098.8),(62 3809303.8),(63 3817900.8),(64 3802827),(65 3763004.8),(66 3718595.8),(67 3693159.5),(68 3702465.5),(69 3717870.8),(70 3713192.8),(71 3704300.8),(72 3706533.5),(73 3716444),(74 3766020),(75 3825294.5),(76 3869659.5),(77 3890534.8),(78 3895497.5),(79 3902441.3),
(1 180676.7),(2 608117.9),(3 1129195.1),(4 1657399.1),(5 2117252),(6 2505506.8),(7 2827331.3),(8 3056153),(9 3190458.5),(10 3252177),(11 3290910.8),(12 3344675),(13 3425208.5),(14 3537541),(15 3677010.5),(16 3813951),(17 3908327),(18 3947945.3),(19 3916084),(20 3838297.3),(21 3791477.3),(22 3796814.3),(23 3809112.5),(24 3815620.5),(25 3826469.3),(26 3856741.8),(27 3900340),(28 3932457),(29 3951430.3),(30 3962755.5),(31 3971222.3),(32 3986744.5),(33 4013237.3),(34 4068871),(35 4144636),(36 4207357),(37 4232263.5),(38 4223017.5),(39 4194238.8),(40 4165480.5),(41 4144021.3),(42 4115862.3),(43 4082578.8),(44 4048168),(45 4014663.5),(46 3968617),(47 3904653),(48 3822572),(49 3733650.3),(50 3648789.5),(51 3561672.3),(52 3470703),(53 3388673),(54 3348486),(55 3317549),(56 3309814.5),(57 3342512.8),(58 3376438.8),(59 3426073),(60 3484073),(61 3535739.8),(62 3591493.8),(63 3649831),(64 3723451),(65 3807473),(66 3881281.3),(67 3938545.8),(68 3980238.3),(69 4014972.5),(70 4048350.8),(71 4053672.5),(72 4058077.3),(73 4045893),(74 4038729.3),(75 4010865.3),(76 3970117.8),(77 3919396.5),(78 3857675),(79 3820722.8),
(1 190982.88),(2 649679.44),(3 1197362.8),(4 1729286.4),(5 2178641.5),(6 2515139),(7 2759079),(8 2926620.3),(9 3021601.5),(10 3044890.5),(11 3036713.8),(12 3017892),(13 3002168.3),(14 3006037),(15 3042443.3),(16 3114686.5),(17 3220958.5),(18 3333065.8),(19 3427385),(20 3515652.5),(21 3624867.8),(22 3738511),(23 3822710.3),(24 3847636.8),(25 3838860.3),(26 3832868.5),(27 3842238.3),(28 3876925),(29 3923465),(30 3964318.5),(31 4003853),(32 4031140.5),(33 4042464),(34 4062698.8),(35 4084524.8),(36 4063945.3),(37 4007258.8),(38 3948844.8),(39 3906985),(40 3904886.3),(41 3958029.8),(42 4037769),(43 4101009),(44 4128177.8),(45 4114652.3),(46 4067156.8),(47 3984579.8),(48 3886532.8),(49 3773533.5),(50 3677375.3),(51 3603136),(52 3537958.8),(53 3517417.8),(54 3534113),(55 3536626.5),(56 3535586.3),(57 3561773.5),(58 3599660.8),(59 3638382.3),(60 3676143),(61 3732143.3),(62 3821007.3),(63 3922160.8),(64 3994928.3),(65 4032914.5),(66 4044250),(67 4037842.5),(68 4020557.5),(69 3989212.3),(70 3942051.8),(71 3898114.3),(72 3896872.5),(73 3897057),(74 3891869.8),(75 3863075),(76 3831628.8),(77 3794622.3),(78 3736772),(79 3686584.5),
(1 188054.94),(2 633530.1),(3 1161368),(4 1674121.6),(5 2126770.3),(6 2475925.8),(7 2712713.3),(8 2858679.8),(9 2942557.3),(10 2997459.3),(11 3036176),(12 3053407.3),(13 3044745),(14 3025066),(15 2991695.3),(16 2951264.8),(17 2920867.3),(18 2907102.8),(19 2914379.5),(20 2939101.3),(21 3002778.8),(22 3097263),(23 3170894.5),(24 3190230.8),(25 3192917.3),(26 3182552.3),(27 3144570),(28 3113173.3),(29 3115212),(30 3148891),(31 3201513.3),(32 3260874),(33 3322599),(34 3374013.3),(35 3409947),(36 3407626.3),(37 3382911.3),(38 3380367.3),(39 3373402),(40 3319766.8),(41 3283435.8),(42 3270293),(43 3259692.5),(44 3251026.3),(45 3240733.8),(46 3214143),(47 3176167),(48 3129828),(49 3060524.8),(50 2981302),(51 2916624.3),(52 2874379.3),(53 2864738.5),(54 2887418.5),(55 2920442.3),(56 2960865),(57 3002305),(58 3030752),(59 3036618.3),(60 3007636.5),(61 2986073.5),(62 3011724),(63 3084090),(64 3179109.3),(65 3267213.5),(66 3329342.3),(67 3380362.8),(68 3420145),(69 3430436),(70 3416089.5),(71 3382297),(72 3346544),(73 3336941.5),(74 3340977),(75 3343337),(76 3339133.8),(77 3275330.3),(78 3170464.3),(79 3072425.3),
(1 190984.2),(2 652236.06),(3 1217582.3),(4 1783575.1),(5 2278501.3),(6 2632769),(7 2852475.8),(8 2952807.8),(9 2959872),(10 2923908.3),(11 2869443.8),(12 2824288),(13 2810441.5),(14 2834031.3),(15 2890561),(16 2937589.8),(17 2962100.5),(18 2985700),(19 3032965.3),(20 3098746),(21 3164604.5),(22 3227459.5),(23 3246395.8),(24 3197388),(25 3124786.3),(26 3036677),(27 2942401),(28 2849676.5),(29 2766770.8),(30 2727832),(31 2734215.5),(32 2771761),(33 2831161),(34 2896022.8),(35 2946164),(36 2969890.3),(37 2983778.5),(38 3008072.5),(39 3044406),(40 3052882.5),(41 3080895.8),(42 3099646.5),(43 3107445.8),(44 3091981.8),(45 3041901.3),(46 2973899.5),(47 2889942.5),(48 2802484.5),(49 2707326),(50 2644321.3),(51 2617728.8),(52 2616039.3),(53 2632842),(54 2655526),(55 2661083.5),(56 2652760.3),(57 2659326.8),(58 2683262.5),(59 2692722.5),(60 2691881),(61 2717473.8),(62 2787206.3),(63 2885400.3),(64 2972695.8),(65 3028112),(66 3061968.3),(67 3092234.8),(68 3131557.3),(69 3162716.8),(70 3181607),(71 3180640),(72 3183513.5),(73 3197803.5),(74 3199217.5),(75 3191026.8),(76 3188073.3),(77 3183721.5),(78 3194392.3),(79 3209521.8),
(1 202932.22),(2 685155.5),(3 1272743.6),(4 1849024.8),(5 2334618.8),(6 2656039.3),(7 2823939.5),(8 2886764.3),(9 2864909),(10 2795833.8),(11 2729995.8),(12 2689939.5),(13 2675380.3),(14 2671119.5),(15 2668206.5),(16 2660391.3),(17 2652406),(18 2656555.8),(19 2686554.8),(20 2733016.3),(21 2770782),(22 2782286),(23 2740418.5),(24 2643304.5),(25 2533585.5),(26 2440166),(27 2387931.8),(28 2394416),(29 2455322.3),(30 2557371.8),(31 2658973.3),(32 2722660.5),(33 2764094.5),(34 2760857.3),(35 2719730),(36 2699653),(37 2721073),(38 2779279),(39 2861627.5),(40 2986390.5),(41 3109214),(42 3137354),(43 3116241.3),(44 3075872),(45 3046359.8),(46 3037090),(47 3059152),(48 3106074.5),(49 3133214.5),(50 3137557.3),(51 3112822.8),(52 3038772.8),(53 2934517.8),(54 2833937.5),(55 2767913.3),(56 2756532),(57 2792906.8),(58 2840833.3),(59 2893622.8),(60 2943964.5),(61 2976502.3),(62 2967132.5),(63 2926759),(64 2884184),(65 2871672.3),(66 2890613),(67 2916819.5),(68 2946029),(69 2963054.8),(70 2983941.3),(71 3008314.8),(72 3022466),(73 3034532.5),(74 3071434.3),(75 3110767.3),(76 3134196),(77 3145221.3),(78 3142085.8),(79 3133304.8),
(1 161648.4),(2 531177.1),(3 940124.06),(4 1295634.9),(5 1567491.9),(6 1741968.9),(7 1831778.3),(8 1893125.5),(9 1947470),(10 1989203.4),(11 2025866.3),(12 2063727.1),(13 2083819),(14 2080695.5),(15 2061718.4),(16 2054345.3),(17 2070837),(18 2126928.8),(19 2225944.5),(20 2332133.3),(21 2416702.5),(22 2460749.5),(23 2456119),(24 2427248),(25 2411164.5),(26 2389201),(27 2374903),(28 2393666.8),(29 2429561),(30 2461726),(31 2492762.5),(32 2504341.8),(33 2494529),(34 2454466.8),(35 2401229.3),(36 2373769.3),(37 2361454.8),(38 2340609),(39 2314663.8),(40 2303780),(41 2315342.3),(42 2363541.3),(43 2404166.5),(44 2399591.8),(45 2373939.5),(46 2360800.3),(47 2349225.3),(48 2344243),(49 2344017.8),(50 2353043.5),(51 2355512.3),(52 2340531.8),(53 2302398.3),(54 2277709.5),(55 2287260),(56 2313436),(57 2337570.5),(58 2375134),(59 2406710.5),(60 2431062.3),(61 2460085.3),(62 2478158),(63 2464907.8),(64 2442490.8),(65 2417203.5),(66 2371482.3),(67 2335265),(68 2331046.5),(69 2345839),(70 2381528.3),(71 2403470.3),(72 2403620.3),(73 2393610.3),(74 2409712.3),(75 2443899.5),(76 2477269),(77 2512032.8),(78 2545085.3),(79 2559798),
(1 151808.28),(2 484098.28),(3 844769.5),(4 1161621.4),(5 1420324.3),(6 1626673.6),(7 1755993.4),(8 1818287.5),(9 1851821.8),(10 1871804.4),(11 1891674.6),(12 1922683.3),(13 1956826.5),(14 1964533.6),(15 1953288),(16 1931907.9),(17 1914273.8),(18 1912458.6),(19 1927877.1),(20 1944579.5),(21 1928538),(22 1904671.4),(23 1900726.1),(24 1879341.5),(25 1864699.8),(26 1862734.9),(27 1879542.6),(28 1912368.8),(29 1959389.1),(30 2005406.8),(31 2040369),(32 2065906.5),(33 2082681.6),(34 2085917.1),(35 2082938.6),(36 2075868.4),(37 2065983),(38 2069379.1),(39 2085080.1),(40 2112254),(41 2149107.8),(42 2194212.3),(43 2208899.5),(44 2201827.3),(45 2182526),(46 2156020.3),(47 2127098),(48 2115622.3),(49 2126474.3),(50 2141369.8),(51 2138378.5),(52 2114088.8),(53 2078590.4),(54 2044200.1),(55 2019625.1),(56 2012240.4),(57 2046558.4),(58 2124904.8),(59 2195111.8),(60 2237966.5),(61 2247324),(62 2224800),(63 2187501.5),(64 2160057.5),(65 2136425.3),(66 2113751),(67 2124090),(68 2155196.8),(69 2181307),(70 2202956.8),(71 2217503),(72 2241800.8),(73 2276367.5),(74 2311602.8),(75 2343339.3),(76 2370928.8),(77 2377171.3),(78 2386791),(79 2399586.8),
