1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 414175.28),(2 703427.8),(3 819260.06),(4 1727127.6),(5 2440031.3),(6 3004833.3),(7 4233428),(8 5301897),(9 5947813.5),(10 7328056),(11 8453221),(12 9276847),(13 10827565),(14 11964139),(15 12757559),(16 14185660),(17 15285469),(18 16041823),(19 17484674),(20 18628750),(21 19324370),(22 20625606),(23 21770842),(24 22516566),(25 23831446),(26 25126538),(27 25943944),(28 27014448),(29 27993392),(30 28378536),(31 29238138),(32 30134896),(33 30701386),(34 31713890),(35 32810406),(36 33744684),(37 35102236),(38 36364830),(39 37351360),(40 38665420),(41 39672320),(42 40313396),(43 41391892),(44 42423892),(45 42870190),(46 43694332),(47 44634492),(48 44869412),(49 45514124),(50 46340830),(51 46431276),(52 46945812),(53 47732956),(54 47366016),(55 47520180),(56 47987852),(57 47462812),(58 47581524),(59 48149628),(60 47776896),(61 48176224),(62 49209250),(63 49390996),(64 50471044),(65 52078944),(66 52757120),(67 54296640),(68 56144764),(69 57088864),(70 58756468),(71 60717644),(72 61797740),(73 63418210),(74 65306750),(75 66342108),(76 67943976),(77 69883224),(78 70976220),(79 72441176),
(1 240.94032),(2 287.2138),(3 317.40594),(4 333.4901),(5 343.50662),(6 357.60733),(7 371.8441),(8 378.1129),(9 386.3523),(10 390.54065),(11 394.27097),(12 397.93607),(13 402.65573),(14 401.15195),(15 402.1648),(16 404.22687),(17 403.4227),(18 402.40506),(19 399.58353),(20 403.69476),(21 400.2794),(22 401.78662),(23 404.96732),(24 401.2237),(25 405.5664),(26 400.83594),(27 397.88596),(28 399.3915),(29 395.55484),(30 394.5679),(31 398.63815),(32 392.66367),(33 391.6248),(34 391.9037),(35 391.63684),(36 396.52527),(37 395.48065),(38 398.55576),(39 400.73288),(40 404.05438),(41 403.65146),(42 408.13297),(43 406.1473),(44 406.9233),(45 403.60645),(46 409.87296),(47 406.95737),(48 408.34503),(49 401.5304),(50 401.38538),(51 399.565),(52 402.882),(53 411.5439),(54 407.56583),(55 405.3781),(56 403.32672),(57 402.2377),(58 406.8948),(59 406.67328),(60 403.90955),(61 402.6677),(62 403.09616),(63 403.40875),(64 403.52936),(65 403.30966),(66 406.66528),(67 407.1996),(68 410.1439),(69 411.145),(70 408.24426),(71 409.1677),(72 411.68695),(73 412.58136),(74 415.3844),(75 418.36154),(76 415.5042),(77 413.98746),(78 416.69684),(79 419.76144),
(1 238.55649),(2 285.27695),(3 310.73898),(4 329.16275),(5 339.83923),(6 349.86215),(7 363.0524),(8 374.86823),(9 382.29877),(10 391.45288),(11 395.8204),(12 398.51166),(13 399.7604),(14 400.29898),(15 396.3239),(16 398.42157),(17 394.9446),(18 400.36487),(19 395.41846),(20 398.22818),(21 397.00256),(22 392.20868),(23 391.17688),(24 388.43506),(25 385.5672),(26 383.02676),(27 382.0871),(28 382.91678),(29 383.50027),(30 379.59256),(31 380.0379),(32 379.1918),(33 377.91776),(34 379.9402),(35 381.03015),(36 383.67227),(37 385.31116),(38 386.8743),(39 388.48053),(40 392.3354),(41 391.48697),(42 392.4057),(43 392.57126),(44 394.36362),(45 394.33795),(46 396.60757),(47 398.32843),(48 401.33694),(49 395.6665),(50 399.52292),(51 400.91968),(52 399.19577),(53 402.84323),(54 407.64746),(55 400.059),(56 403.48837),(57 401.73053),(58 403.55408),(59 407.14392),(60 410.6017),(61 406.94818),(62 410.59006),(63 410.9349),(64 409.4904),(65 410.94604),(66 414.9587),(67 416.804),(68 417.4488),(69 415.18155),(70 414.26373),(71 415.55936),(72 412.2532),(73 416.98373),(74 415.6418),(75 417.92944),(76 413.95093),(77 415.57916),(78 417.25967),(79 417.17572),
(1 237.11797),(2 279.22916),(3 305.0156),(4 327.31662),(5 337.8411),(6 351.56696),(7 361.8058),(8 374.20438),(9 382.32736),(10 386.29868),(11 392.68622),(12 395.26746),(13 401.54654),(14 399.84967),(15 399.71744),(16 398.52768),(17 395.26904),(18 397.95386),(19 395.8027),(20 394.93585),(21 394.71472),(22 391.61725),(23 393.6714),(24 390.478),(25 394.22845),(26 386.39316),(27 385.8433),(28 385.44354),(29 387.58105),(30 385.38763),(31 383.7111),(32 380.5003),(33 382.59763),(34 380.8174),(35 383.3143),(36 381.7507),(37 383.40042),(38 389.7341),(39 389.85114),(40 385.99152),(41 393.1293),(42 387.7322),(43 387.5914),(44 386.76846),(45 389.76068),(46 392.09586),(47 388.81967),(48 390.05054),(49 390.46088),(50 392.8725),(51 392.54736),(52 392.36407),(53 398.3545),(54 397.3476),(55 396.20184),(56 397.0867),(57 394.5674),(58 397.86896),(59 397.66638),(60 396.2299),(61 397.31052),(62 398.92178),(63 398.97412),(64 400.21347),(65 406.52554),(66 407.51422),(67 408.76266),(68 409.5648),(69 412.99338),(70 411.34622),(71 407.58435),(72 406.5665),(73 410.1266),(74 413.74847),(75 411.8151),(76 410.83337),(77 408.60233),(78 412.72644),(79 408.844),
(1 232.72577),(2 275.06244),(3 300.91553),(4 317.3355),(5 329.51685),(6 345.03696),(7 353.57898),(8 365.93802),(9 374.39886),(10 381.58368),(11 388.53674),(12 388.05142),(13 393.25943),(14 396.93167),(15 395.61267),(16 393.76828),(17 394.6847),(18 394.29654),(19 394.82684),(20 390.70105),(21 394.3687),(22 396.8287),(23 397.86212),(24 390.21683),(25 386.56805),(26 388.0897),(27 389.42477),(28 390.56592),(29 390.9943),(30 381.97906),(31 385.68353),(32 386.83185),(33 385.7765),(34 388.21143),(35 388.957),(36 392.22525),(37 399.1106),(38 403.1267),(39 405.19205),(40 404.99243),(41 405.5195),(42 404.6772),(43 406.28058),(44 406.80905),(45 409.32465),(46 402.32413),(47 401.2461),(48 400.9637),(49 400.53137),(50 400.18362),(51 400.494),(52 398.13422),(53 398.28622),(54 401.8355),(55 399.2002),(56 395.26285),(57 390.81982),(58 394.22354),(59 390.7419),(60 396.5617),(61 396.10474),(62 399.9684),(63 398.6896),(64 401.95517),(65 407.23917),(66 407.16885),(67 410.33972),(68 413.9502),(69 414.54886),(70 415.52588),(71 415.0782),(72 412.08682),(73 413.5373),(74 416.00598),(75 416.8782),(76 413.98837),(77 413.61734),(78 414.37173),(79 414.9834),
(1 234.13568),(2 278.44772),(3 302.1901),(4 322.47552),(5 329.48627),(6 347.70645),(7 354.69498),(8 365.31635),(9 366.51077),(10 369.45752),(11 372.46997),(12 374.1198),(13 379.84332),(14 381.59122),(15 372.469),(16 375.97498),(17 375.18762),(18 376.62122),(19 379.43555),(20 377.9264),(21 380.04156),(22 375.0345),(23 376.72882),(24 374.99774),(25 374.28513),(26 382.92548),(27 376.25897),(28 378.853),(29 376.3485),(30 373.9497),(31 373.5741),(32 378.30624),(33 377.89212),(34 378.66095),(35 377.18643),(36 381.4071),(37 384.14536),(38 390.90152),(39 390.85718),(40 390.3942),(41 393.38605),(42 390.71768),(43 390.21088),(44 393.69974),(45 395.5768),(46 395.4089),(47 395.2451),(48 388.8515),(49 389.0717),(50 392.35458),(51 395.81863),(52 392.82324),(53 393.50616),(54 395.9998),(55 392.5621),(56 391.0395),(57 388.59305),(58 389.37558),(59 392.1754),(60 390.7101),(61 390.1405),(62 392.05106),(63 392.31168),(64 395.4342),(65 395.87906),(66 396.11804),(67 393.47043),(68 396.459),(69 397.19635),(70 397.6136),(71 398.21628),(72 399.552),(73 402.18304),(74 399.8751),(75 397.45752),(76 395.55545),(77 396.34317),(78 397.20804),(79 396.33798),
(1 229.03117),(2 269.1042),(3 293.7512),(4 313.22733),(5 322.48157),(6 332.8772),(7 342.34378),(8 356.45056),(9 357.70947),(10 366.75757),(11 372.46515),(12 372.28793),(13 375.05292),(14 375.31055),(15 377.7687),(16 376.14197),(17 377.11392),(18 381.13297),(19 378.33023),(20 381.77982),(21 382.70566),(22 375.19217),(23 377.73514),(24 374.0085),(25 371.8026),(26 371.058),(27 366.6194),(28 368.06796),(29 367.5461),(30 367.62372),(31 369.30673),(32 371.88293),(33 370.4168),(34 372.5491),(35 371.51358),(36 371.2035),(37 373.91058),(38 379.3714),(39 376.04828),(40 375.89398),(41 377.21915),(42 382.44678),(43 380.92126),(44 380.53394),(45 380.18808),(46 378.204),(47 379.9301),(48 382.04684),(49 379.81107),(50 379.93402),(51 383.2672),(52 384.80066),(53 385.36755),(54 388.69583),(55 388.54282),(56 386.23816),(57 383.36108),(58 381.89252),(59 376.5824),(60 376.5442),(61 375.08902),(62 376.66876),(63 379.08557),(64 378.57446),(65 378.26645),(66 377.88675),(67 379.84204),(68 382.71814),(69 380.78745),(70 378.18945),(71 385.34836),(72 381.19077),(73 386.04214),(74 384.45923),(75 385.14853),(76 386.58514),(77 383.95178),(78 390.6016),(79 387.42783),
(1 222.23366),(2 263.38458),(3 290.46106),(4 311.5539),(5 320.54498),(6 334.1505),(7 343.14856),(8 352.79468),(9 357.90527),(10 366.51013),(11 366.50082),(12 370.08282),(13 372.6532),(14 372.24017),(15 367.48544),(16 369.63297),(17 369.07025),(18 370.23483),(19 369.49484),(20 372.33228),(21 375.0582),(22 372.7376),(23 374.4767),(24 370.34457),(25 372.27695),(26 369.29883),(27 368.10562),(28 369.18),(29 367.73383),(30 368.2047),(31 365.85568),(32 363.85104),(33 362.95374),(34 364.81335),(35 366.13123),(36 365.43268),(37 367.9114),(38 368.2198),(39 371.70068),(40 373.1821),(41 377.44574),(42 377.93082),(43 375.60907),(44 374.5882),(45 376.32776),(46 371.67377),(47 371.38986),(48 370.9419),(49 371.41074),(50 373.37112),(51 368.2954),(52 370.0598),(53 374.605),(54 371.63144),(55 374.66684),(56 376.3271),(57 377.55762),(58 374.39432),(59 376.2233),(60 377.73386),(61 380.26727),(62 377.91125),(63 380.30145),(64 382.223),(65 386.6793),(66 383.84293),(67 382.81345),(68 390.6247),(69 392.35376),(70 392.62683),(71 396.98035),(72 394.788),(73 393.72742),(74 393.03278),(75 396.34735),(76 393.22916),(77 390.45877),(78 393.73514),(79 396.26645),
(1 225.41812),(2 264.9627),(3 289.1401),(4 308.00394),(5 318.75342),(6 330.41187),(7 338.4733),(8 351.2159),(9 357.00046),(10 361.26718),(11 362.81827),(12 368.18817),(13 370.57922),(14 372.4809),(15 371.24203),(16 370.58344),(17 372.40427),(18 371.78006),(19 369.92004),(20 371.22894),(21 369.64114),(22 373.54126),(23 372.65518),(24 368.3153),(25 370.00998),(26 369.93637),(27 369.62787),(28 374.6766),(29 371.1879),(30 369.16394),(31 369.25696),(32 369.89438),(33 367.10962),(34 362.0363),(35 361.30063),(36 369.9216),(37 371.64197),(38 375.83694),(39 378.46112),(40 379.13016),(41 381.7971),(42 379.521),(43 380.7819),(44 382.13458),(45 379.6943),(46 377.93225),(47 377.76123),(48 379.95605),(49 378.7703),(50 378.52234),(51 377.19138),(52 376.0864),(53 375.99786),(54 378.08102),(55 378.4086),(56 383.27518),(57 384.05515),(58 387.8523),(59 388.65793),(60 393.4524),(61 392.67633),(62 392.3629),(63 396.48206),(64 397.88312),(65 401.02588),(66 400.34033),(67 404.1692),(68 407.03412),(69 410.7919),(70 410.41327),(71 411.29724),(72 413.68207),(73 414.20285),(74 411.77914),(75 415.5523),(76 413.65912),(77 409.13297),(78 410.84973),(79 408.13028),
(1 217.5052),(2 258.34393),(3 279.6372),(4 297.45358),(5 308.33054),(6 318.64426),(7 328.4355),(8 339.18076),(9 338.62897),(10 345.0451),(11 346.53717),(12 348.22),(13 354.84686),(14 355.17526),(15 357.09634),(16 356.66028),(17 353.42697),(18 356.83963),(19 355.27463),(20 355.6101),(21 354.80322),(22 353.1229),(23 356.98312),(24 357.69592),(25 355.51675),(26 355.56372),(27 352.72766),(28 354.47855),(29 354.48346),(30 354.47177),(31 353.58447),(32 351.6568),(33 352.92343),(34 355.00888),(35 351.65164),(36 352.88046),(37 353.74435),(38 362.4947),(39 360.47754),(40 361.25137),(41 360.376),(42 360.99457),(43 363.05408),(44 362.30478),(45 359.99536),(46 359.7151),(47 356.15497),(48 353.56625),(49 354.9023),(50 360.03552),(51 360.29996),(52 364.1463),(53 365.09756),(54 365.2123),(55 363.92447),(56 366.8436),(57 368.43835),(58 371.111),(59 372.31815),(60 372.0853),(61 374.1067),(62 375.83353),(63 378.3467),(64 373.38568),(65 373.98035),(66 375.60333),(67 377.28583),(68 381.178),(69 383.12817),(70 381.02057),(71 383.2627),(72 385.71603),(73 387.85287),(74 386.81268),(75 387.0427),(76 381.23438),(77 379.778),(78 376.0475),(79 377.38715),
(1 219.88718),(2 260.92007),(3 282.05322),(4 305.17645),(5 315.44922),(6 326.07706),(7 330.98962),(8 345.40494),(9 348.51364),(10 354.34863),(11 356.39047),(12 360.72867),(13 362.776),(14 363.0174),(15 359.60028),(16 366.81946),(17 369.34094),(18 371.66785),(19 370.48746),(20 375.39813),(21 374.24615),(22 373.45303),(23 374.23407),(24 373.34964),(25 373.39612),(26 374.77322),(27 371.0119),(28 372.88715),(29 373.2312),(30 368.7716),(31 368.98257),(32 369.39908),(33 363.2053),(34 364.84995),(35 365.10782),(36 367.3865),(37 367.71457),(38 371.06903),(39 370.65884),(40 372.47293),(41 375.31186),(42 379.64218),(43 376.53247),(44 379.85736),(45 377.1975),(46 373.70963),(47 370.51038),(48 366.75406),(49 367.38046),(50 368.08185),(51 367.34253),(52 369.3646),(53 370.11435),(54 373.00165),(55 370.8313),(56 374.21994),(57 372.45828),(58 369.33762),(59 370.16245),(60 372.13284),(61 370.85733),(62 369.36444),(63 372.24503),(64 370.2054),(65 375.15842),(66 375.7908),(67 374.9415),(68 378.35046),(69 378.84097),(70 379.94104),(71 385.8694),(72 388.2185),(73 386.6498),(74 387.58075),(75 391.69962),(76 388.51773),(77 388.24118),(78 390.9937),(79 386.4429),
(1 208.69464),(2 249.03265),(3 273.04816),(4 293.40936),(5 299.52502),(6 309.54355),(7 315.73163),(8 331.04916),(9 330.954),(10 336.92358),(11 338.4774),(12 343.7022),(13 342.73575),(14 342.91006),(15 344.43777),(16 345.8144),(17 344.28586),(18 345.76804),(19 345.6165),(20 348.40912),(21 352.54324),(22 350.6301),(23 349.02588),(24 345.56705),(25 348.79443),(26 346.19254),(27 344.80994),(28 346.37476),(29 342.3089),(30 342.7613),(31 342.4506),(32 341.14597),(33 338.61603),(34 339.74326),(35 339.95557),(36 338.88144),(37 339.10562),(38 342.1627),(39 341.2083),(40 342.966),(41 346.03165),(42 345.72833),(43 344.58688),(44 348.00397),(45 345.5884),(46 345.65387),(47 346.0796),(48 344.20874),(49 342.07306),(50 343.40225),(51 346.13885),(52 346.81763),(53 351.23306),(54 351.96277),(55 353.838),(56 355.7339),(57 355.48724),(58 355.18375),(59 359.80435),(60 362.46576),(61 360.2823),(62 361.74835),(63 363.40482),(64 363.2237),(65 367.04333),(66 370.35544),(67 369.97205),(68 371.73642),(69 371.37244),(70 372.0338),(71 375.90878),(72 373.48102),(73 375.48392),(74 375.46948),(75 376.61032),(76 375.1264),(77 374.05246),(78 377.97604),(79 374.3559),
(1 213.95058),(2 256.20782),(3 282.2829),(4 303.52158),(5 316.1536),(6 327.83194),(7 334.24265),(8 345.40726),(9 346.6146),(10 351.45084),(11 357.90106),(12 356.7506),(13 358.09906),(14 354.43973),(15 354.34436),(16 356.27536),(17 358.31906),(18 362.18777),(19 360.08774),(20 364.74557),(21 363.70932),(22 362.65213),(23 366.6545),(24 366.1418),(25 365.58032),(26 364.24026),(27 362.29874),(28 363.66794),(29 362.04205),(30 359.815),(31 357.22836),(32 358.6649),(33 357.76663),(34 358.55548),(35 361.55426),(36 361.38733),(37 362.58032),(38 361.75406),(39 364.08127),(40 362.56894),(41 361.5039),(42 367.53656),(43 362.63333),(44 359.2432),(45 361.19745),(46 360.05313),(47 354.12808),(48 354.85983),(49 355.5388),(50 353.61176),(51 355.80298),(52 356.80627),(53 357.5897),(54 356.3082),(55 354.23804),(56 356.10574),(57 357.86618),(58 361.85),(59 367.31104),(60 368.3784),(61 370.58322),(62 373.22534),(63 372.46268),(64 374.67038),(65 378.35095),(66 378.68753),(67 377.85718),(68 382.59113),(69 378.39133),(70 379.2425),(71 384.37985),(72 383.89227),(73 386.7278),(74 385.19012),(75 387.62622),(76 388.7085),(77 390.25433),(78 386.4365),(79 389.75558),
(1 211.29541),(2 252.58276),(3 274.873),(4 297.85242),(5 307.79114),(6 320.25906),(7 327.60782),(8 337.23145),(9 340.1839),(10 344.78848),(11 348.24966),(12 345.19632),(13 348.21872),(14 346.39587),(15 347.8509),(16 349.93008),(17 356.59525),(18 356.54477),(19 354.6501),(20 355.90997),(21 352.85773),(22 353.03067),(23 356.7869),(24 357.8963),(25 355.27103),(26 360.28445),(27 363.707),(28 359.8802),(29 359.3774),(30 355.19415),(31 354.1284),(32 353.56665),(33 353.36557),(34 351.09152),(35 349.85135),(36 353.29007),(37 352.96872),(38 355.12085),(39 354.13876),(40 357.09256),(41 359.07504),(42 358.50507),(43 356.0405),(44 354.55377),(45 359.332),(46 358.47305),(47 353.7319),(48 353.70245),(49 351.75006),(50 355.71976),(51 356.43866),(52 353.8656),(53 362.03314),(54 364.3912),(55 363.7243),(56 365.15762),(57 365.93698),(58 366.07834),(59 364.5851),(60 367.37845),(61 368.36685),(62 371.8124),(63 370.8593),(64 372.05527),(65 372.6247),(66 380.1167),(67 382.0598),(68 386.3619),(69 385.52908),(70 388.5521),(71 388.54395),(72 390.8817),(73 388.68112),(74 387.0999),(75 389.59753),(76 388.45728),(77 386.72314),(78 388.45636),(79 389.2631),
(1 206.99213),(2 242.14355),(3 264.33878),(4 283.13965),(5 292.46857),(6 304.1035),(7 310.77545),(8 320.6223),(9 327.81903),(10 331.54526),(11 335.99484),(12 336.00903),(13 339.59842),(14 341.16223),(15 342.31808),(16 345.7656),(17 351.17276),(18 350.05228),(19 350.78656),(20 350.25406),(21 350.8974),(22 349.65976),(23 351.67218),(24 347.6658),(25 347.55087),(26 345.5555),(27 342.37677),(28 345.1364),(29 341.59793),(30 339.86954),(31 337.99017),(32 336.05048),(33 338.30234),(34 335.82135),(35 335.69974),(36 333.34512),(37 335.72562),(38 345.63464),(39 343.5346),(40 342.76578),(41 350.18515),(42 346.45743),(43 341.66602),(44 339.72104),(45 341.23795),(46 337.25793),(47 340.53702),(48 339.0545),(49 337.60995),(50 339.20413),(51 342.3403),(52 340.62674),(53 343.4168),(54 339.48547),(55 336.36725),(56 337.62137),(57 335.14508),(58 336.5582),(59 341.4326),(60 341.1709),(61 347.06342),(62 347.0581),(63 349.00458),(64 347.37985),(65 349.7728),(66 352.99316),(67 355.40588),(68 360.20935),(69 360.44446),(70 361.02493),(71 364.1528),(72 367.42017),(73 361.6821),(74 361.73474),(75 364.46338),(76 363.96558),(77 363.82065),(78 363.67612),(79 363.18777),
(1 206.52242),(2 244.31679),(3 266.30463),(4 285.50986),(5 295.5008),(6 306.5122),(7 316.12662),(8 325.1135),(9 335.64212),(10 344.07858),(11 345.7984),(12 346.62524),(13 349.73895),(14 351.99805),(15 352.23648),(16 350.6621),(17 356.46216),(18 354.0917),(19 351.32742),(20 352.1078),(21 354.71286),(22 354.0852),(23 353.6618),(24 350.46048),(25 348.89053),(26 350.73376),(27 345.93082),(28 350.1108),(29 348.99277),(30 346.8256),(31 348.03024),(32 345.98337),(33 346.2378),(34 346.4712),(35 347.49503),(36 349.7747),(37 349.35873),(38 351.99777),(39 353.42053),(40 354.9399),(41 354.82858),(42 357.68512),(43 356.9799),(44 356.80722),(45 358.75974),(46 361.91757),(47 361.65445),(48 361.84378),(49 361.56668),(50 359.70703),(51 362.93195),(52 354.8211),(53 357.49884),(54 356.69666),(55 358.17157),(56 359.4225),(57 357.22302),(58 358.47104),(59 356.0523),(60 358.28836),(61 361.54703),(62 361.9471),(63 364.2724),(64 363.36203),(65 363.826),(66 366.67767),(67 365.3699),(68 372.95715),(69 369.68982),(70 372.61737),(71 371.4605),(72 370.33633),(73 372.0446),(74 372.30502),(75 372.71365),(76 374.6414),(77 373.62256),(78 374.45956),(79 371.6751),
(1 201.85622),(2 240.05734),(3 263.65982),(4 285.0776),(5 297.347),(6 306.829),(7 310.482),(8 322.5322),(9 327.3538),(10 330.673),(11 332.57715),(12 333.7019),(13 339.33713),(14 341.8612),(15 341.25748),(16 339.91806),(17 344.7268),(18 346.37387),(19 346.57095),(20 347.91696),(21 348.64856),(22 346.72644),(23 348.0197),(24 342.58328),(25 342.55283),(26 340.8735),(27 338.40707),(28 338.20523),(29 336.2188),(30 330.17532),(31 330.45413),(32 327.7379),(33 328.91434),(34 330.6015),(35 331.47403),(36 331.35532),(37 330.47516),(38 335.2032),(39 333.86414),(40 335.76862),(41 338.5235),(42 340.1502),(43 337.5229),(44 338.0598),(45 340.3935),(46 338.4692),(47 337.0881),(48 339.83334),(49 339.63495),(50 336.85492),(51 337.65042),(52 335.66708),(53 335.87732),(54 336.99106),(55 340.48862),(56 344.97467),(57 344.20822),(58 346.30856),(59 349.04648),(60 351.16434),(61 355.3188),(62 351.61346),(63 350.16534),(64 351.8499),(65 354.12753),(66 354.61823),(67 356.7197),(68 359.29565),(69 362.14697),(70 358.80426),(71 359.57584),(72 358.84616),(73 361.4359),(74 359.85153),(75 362.31274),(76 365.253),(77 364.1986),(78 362.12125),(79 364.07535),
(1 199.60016),(2 240.26273),(3 259.26608),(4 278.77646),(5 289.41614),(6 301.55206),(7 306.76752),(8 316.259),(9 327.32462),(10 328.74954),(11 332.41144),(12 330.7863),(13 334.47192),(14 339.0531),(15 341.0198),(16 337.90076),(17 339.4173),(18 339.99002),(19 340.30423),(20 342.18823),(21 340.07718),(22 337.3952),(23 337.6784),(24 334.36545),(25 338.34198),(26 334.53577),(27 338.7225),(28 338.19308),(29 336.72595),(30 334.80234),(31 333.84622),(32 332.9836),(33 332.97784),(34 334.77957),(35 329.74823),(36 329.91794),(37 330.14233),(38 336.8872),(39 336.60693),(40 342.1749),(41 339.29514),(42 342.0597),(43 341.2219),(44 344.61383),(45 346.53143),(46 341.7208),(47 338.55777),(48 336.63388),(49 337.4333),(50 335.51938),(51 333.17746),(52 332.5007),(53 334.41025),(54 337.08536),(55 337.94052),(56 342.2611),(57 342.9717),(58 342.77133),(59 346.84198),(60 344.47266),(61 343.97568),(62 336.47473),(63 338.91748),(64 336.05548),(65 338.4086),(66 341.38736),(67 342.35364),(68 343.66037),(69 342.4196),(70 342.316),(71 342.87152),(72 343.81326),(73 344.96555),(74 348.1327),(75 348.3206),(76 347.1988),(77 349.70355),(78 351.75317),(79 348.60385),
(1 194.15468),(2 234.37476),(3 257.4472),(4 274.10788),(5 280.19305),(6 292.64154),(7 300.4374),(8 307.63947),(9 313.90808),(10 313.73367),(11 320.57144),(12 323.332),(13 329.16333),(14 327.36594),(15 326.1883),(16 324.7355),(17 325.58917),(18 327.5928),(19 327.41998),(20 330.18893),(21 330.2153),(22 328.09558),(23 328.60797),(24 322.14026),(25 324.1623),(26 321.2374),(27 321.31485),(28 322.99817),(29 318.8011),(30 315.1168),(31 317.53195),(32 319.7141),(33 319.0173),(34 317.91473),(35 318.12048),(36 319.67627),(37 315.58432),(38 325.3168),(39 327.2632),(40 328.4308),(41 330.88135),(42 332.02963),(43 334.45547),(44 332.7093),(45 334.3751),(46 334.90195),(47 334.14175),(48 330.0435),(49 331.41394),(50 331.82852),(51 331.0146),(52 334.61545),(53 341.3071),(54 336.93884),(55 338.42673),(56 338.56656),(57 337.04605),(58 339.0712),(59 340.37592),(60 342.48145),(61 342.61426),(62 338.47858),(63 340.63422),(64 341.3954),(65 344.43735),(66 346.5747),(67 351.55435),(68 351.7254),(69 352.5388),(70 352.19388),(71 350.54376),(72 352.2767),(73 355.54944),(74 353.38242),(75 352.30658),(76 352.4693),(77 350.8776),(78 347.87262),(79 347.5815),
