1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1125697),(2 3817450),(3 7663674.5),(4 11920112),(5 16318741),(6 20756994),(7 25109938),(8 29556630),(9 34370772),(10 39772800),(11 45989996),(12 52686180),(13 59739428),(14 67397064),(15 75309464),(16 82671864),(17 89538650),(18 96489496),(19 103356800),(20 110853416),(21 119771496),(22 128990490),(23 138502220),(24 148691840),(25 159102640),(26 169226160),(27 179005970),(28 188065200),(29 196128640),(30 203485820),(31 210680750),(32 217497520),(33 224873020),(34 232211380),(35 239254140),(36 246144850),(37 252791420),(38 258821810),(39 264020780),(40 268528400),(41 273483840),(42 278199740),(43 282943780),(44 288446240),(45 294403040),(46 300485700),(47 306739500),(48 312881920),(49 317613860),(50 321445280),(51 324554620),(52 327562240),(53 330385950),(54 333956060),(55 337972200),(56 343027680),(57 348928480),(58 355051360),(59 361424670),(60 368669920),(61 376218100),(62 384352800),(63 393362080),(64 404013060),(65 416013730),(66 429165280),(67 443998200),(68 460373500),(69 475765500),(70 492494560),(71 509473800),(72 526200580),(73 543628600),(74 561110200),(75 579172400),(76 597485630),(77 617432640),(78 637760100),(79 659222460),
(1 1676456.8),(2 5612670.5),(3 10399528),(4 14874977),(5 18394348),(6 20786148),(7 22168250),(8 22830534),(9 23094580),(10 23333884),(11 23798182),(12 24601926),(13 25629540),(14 26626106),(15 27373874),(16 27840974),(17 28206220),(18 28465498),(19 28568848),(20 28580842),(21 28705578),(22 28981982),(23 29332176),(24 29621008),(25 29712346),(26 29634064),(27 29612528),(28 29716070),(29 29946580),(30 30222960),(31 30506384),(32 30750640),(33 31005836),(34 31254718),(35 31362964),(36 31265764),(37 31016896),(38 30698594),(39 30455936),(40 30293256),(41 30137278),(42 30013890),(43 29881280),(44 29811130),(45 29850686),(46 29999274),(47 30140762),(48 30270860),(49 30322860),(50 30448462),(51 30535858),(52 30593086),(53 30636972),(54 30788296),(55 30963692),(56 31171656),(57 31257216),(58 31256198),(59 31214502),(60 31164018),(61 31129876),(62 31117846),(63 31119928),(64 31046300),(65 31042124),(66 31088418),(67 31172614),(68 31260544),(69 31333204),(70 31258022),(71 31208538),(72 31227812),(73 31193812),(74 31182840),(75 31199774),(76 31222266),(77 31184190),(78 31044900),(79 30754544),
(1 1777329.4),(2 5873364),(3 10660361),(4 14988280),(5 18368152),(6 20748456),(7 22244032),(8 23030504),(9 23333886),(10 23516342),(11 23870362),(12 24465536),(13 25308602),(14 26261814),(15 27262202),(16 28220040),(17 29217728),(18 30150208),(19 30785970),(20 31260374),(21 31728950),(22 32078946),(23 32312482),(24 32474730),(25 32339224),(26 31859286),(27 31320122),(28 30814678),(29 30448290),(30 30275304),(31 30275074),(32 30328880),(33 30540942),(34 30876256),(35 31177410),(36 31333286),(37 31377414),(38 31259448),(39 30992346),(40 30669706),(41 30272794),(42 29812176),(43 29424154),(44 29043666),(45 28690288),(46 28444130),(47 28266902),(48 28128472),(49 28014560),(50 27966208),(51 27933984),(52 27843624),(53 27713274),(54 27607690),(55 27564282),(56 27532944),(57 27448878),(58 27317662),(59 27130338),(60 26848536),(61 26610838),(62 26421952),(63 26272234),(64 26164666),(65 26117734),(66 26201754),(67 26421390),(68 26799778),(69 27351698),(70 28025200),(71 28705806),(72 29290406),(73 29762722),(74 29964128),(75 29965856),(76 29816184),(77 29614016),(78 29384102),(79 29217618),
(1 1650965.8),(2 5380590.5),(3 9638443),(4 13306301),(5 16039020),(6 17959974),(7 19163490),(8 19859120),(9 20234848),(10 20549704),(11 20983256),(12 21585500),(13 22280868),(14 22967598),(15 23525996),(16 24092042),(17 24525656),(18 24731202),(19 24698896),(20 24509644),(21 24277032),(22 24109416),(23 23997578),(24 24044654),(25 24168558),(26 24319746),(27 24398966),(28 24384766),(29 24199262),(30 23966086),(31 23735214),(32 23511174),(33 23365550),(34 23303918),(35 23391976),(36 23628826),(37 23868262),(38 24078138),(39 24211720),(40 24163070),(41 23904382),(42 23478968),(43 22936688),(44 22283850),(45 21707352),(46 21289564),(47 21017168),(48 21034930),(49 21275866),(50 21648472),(51 21975848),(52 22217260),(53 22354352),(54 22409672),(55 22333404),(56 22280600),(57 22342072),(58 22484844),(59 22650490),(60 22916260),(61 23279560),(62 23685196),(63 24061338),(64 24401972),(65 24657044),(66 24717110),(67 24687178),(68 24568460),(69 24414750),(70 24304330),(71 24252876),(72 24233562),(73 24238598),(74 24231608),(75 24190546),(76 24017008),(77 23806958),(78 23661650),(79 23655782),
(1 1707688.4),(2 5530881.5),(3 9870402),(4 13712375),(5 16608177),(6 18469180),(7 19419490),(8 19821510),(9 19853612),(10 19735268),(11 19731536),(12 19872534),(13 20077604),(14 20273662),(15 20469192),(16 20553488),(17 20479084),(18 20300144),(19 20059764),(20 19767638),(21 19492674),(22 19364866),(23 19470976),(24 19686438),(25 19974910),(26 20321838),(27 20630914),(28 20685370),(29 20526292),(30 20274298),(31 20044442),(32 19884468),(33 19694338),(34 19565434),(35 19613940),(36 19790498),(37 20078022),(38 20506612),(39 20974384),(40 21222304),(41 21201184),(42 21038000),(43 20727772),(44 20388528),(45 20119372),(46 19908308),(47 19852722),(48 19950400),(49 20249816),(50 20609958),(51 20874438),(52 21061654),(53 21272002),(54 21424378),(55 21519204),(56 21586508),(57 21766398),(58 21938330),(59 22051310),(60 22145216),(61 22282724),(62 22495088),(63 22757696),(64 23037260),(65 23291056),(66 23469794),(67 23674490),(68 23824884),(69 23875888),(70 23889062),(71 23812858),(72 23570544),(73 23345908),(74 23171636),(75 23011756),(76 22845346),(77 22701010),(78 22528176),(79 22334410),
(1 1638287.8),(2 5189508.5),(3 9140331),(4 12630703),(5 15346697),(6 17275364),(7 18618084),(8 19395064),(9 19768152),(10 19893266),(11 20060292),(12 20296834),(13 20609738),(14 20755030),(15 20663626),(16 20353104),(17 19852606),(18 19281258),(19 18806072),(20 18373866),(21 18053348),(22 17924458),(23 18013386),(24 18318160),(25 18780024),(26 19225712),(27 19662388),(28 20033418),(29 20330320),(30 20521278),(31 20523008),(32 20274292),(33 19892634),(34 19632946),(35 19512682),(36 19397866),(37 19201778),(38 18970976),(39 18684194),(40 18474630),(41 18421152),(42 18390770),(43 18330488),(44 18364124),(45 18457626),(46 18496612),(47 18490270),(48 18480558),(49 18452984),(50 18460874),(51 18495220),(52 18538652),(53 18589870),(54 18721298),(55 18812072),(56 18811704),(57 18883054),(58 18940178),(59 18973630),(60 18989418),(61 19078840),(62 19192824),(63 19300168),(64 19356110),(65 19350098),(66 19313604),(67 19174378),(68 19069476),(69 19064672),(70 18908152),(71 18641156),(72 18398498),(73 18214360),(74 18126624),(75 18218008),(76 18289396),(77 18323154),(78 18359560),(79 18383084),
(1 1620668.8),(2 5062984.5),(3 8769967),(4 11832096),(5 14014394),(6 15466923),(7 16497807),(8 17262780),(9 17779796),(10 18287886),(11 18822912),(12 19221998),(13 19444260),(14 19384018),(15 19112554),(16 18657836),(17 18164488),(18 17772866),(19 17440696),(20 17172482),(21 16973142),(22 16899372),(23 16995620),(24 17316096),(25 17829036),(26 18349994),(27 18851520),(28 19278826),(29 19582890),(30 19744422),(31 19806222),(32 19765070),(33 19683372),(34 19495364),(35 19175364),(36 18831388),(37 18502814),(38 18220876),(39 17930204),(40 17700330),(41 17529784),(42 17391328),(43 17382046),(44 17506938),(45 17644020),(46 17699210),(47 17717160),(48 17644692),(49 17490258),(50 17288882),(51 17067936),(52 16820210),(53 16595770),(54 16473627),(55 16416892),(56 16310865),(57 16151986),(58 15945406),(59 15763273),(60 15617854),(61 15518292),(62 15479767),(63 15524813),(64 15624347),(65 15759300),(66 15904388),(67 16008218),(68 16024732),(69 15954703),(70 15787309),(71 15559715),(72 15327710),(73 15097242),(74 14925732),(75 14868676),(76 14860269),(77 14961788),(78 15158434),(79 15352578),
(1 1595466.6),(2 4974997.5),(3 8484649),(4 11257077),(5 13029138),(6 14000334),(7 14612340),(8 15047162),(9 15346564),(10 15653839),(11 15918330),(12 16082708),(13 16138841),(14 16036983),(15 15861199),(16 15588526),(17 15251016),(18 14941085),(19 14702848),(20 14648026),(21 14767550),(22 15031741),(23 15408785),(24 15810795),(25 16247001),(26 16660426),(27 17063322),(28 17287994),(29 17424150),(30 17431226),(31 17354460),(32 17234816),(33 17043784),(34 16878102),(35 16856086),(36 16920856),(37 17014542),(38 17020882),(39 16839810),(40 16597199),(41 16332602),(42 16186427),(43 16073769),(44 16001650),(45 15952870),(46 15895751),(47 15803227),(48 15781498),(49 15767243),(50 15797252),(51 15823449),(52 15799391),(53 15718375),(54 15613212),(55 15428996),(56 15145755),(57 14866659),(58 14680171),(59 14609815),(60 14725511),(61 14958523),(62 15157146),(63 15280434),(64 15330876),(65 15340131),(66 15375201),(67 15474532),(68 15574908),(69 15692333),(70 15714261),(71 15679298),(72 15528858),(73 15344925),(74 15217895),(75 15213244),(76 15307239),(77 15402333),(78 15368257),(79 15234521),
(1 1714675.4),(2 5279107.5),(3 8870154),(4 11628602),(5 13403848),(6 14381270),(7 14835744),(8 15036366),(9 15059309),(10 15081878),(11 15203300),(12 15270316),(13 15264386),(14 15171924),(15 15014261),(16 14876943),(17 14872482),(18 14949169),(19 15034911),(20 15044523),(21 14999107),(22 14931181),(23 14927331),(24 15090226),(25 15335034),(26 15517653),(27 15636527),(28 15581964),(29 15415489),(30 15255355),(31 15154880),(32 15071317),(33 14979072),(34 14941455),(35 14977831),(36 15079978),(37 15185787),(38 15220356),(39 15178197),(40 15000015),(41 14667745),(42 14393659),(43 14190888),(44 14059489),(45 14072123),(46 14275683),(47 14544622),(48 14775676),(49 14909318),(50 14992793),(51 15143380),(52 15290253),(53 15423248),(54 15543271),(55 15653696),(56 15631229),(57 15531373),(58 15420544),(59 15307212),(60 15200862),(61 15198531),(62 15235068),(63 15343056),(64 15444877),(65 15427778),(66 15385391),(67 15311650),(68 15140282),(69 14970623),(70 14757118),(71 14570086),(72 14374789),(73 14099031),(74 13793722),(75 13538780),(76 13331627),(77 13170112),(78 13029862),(79 12999140),
(1 1692691.8),(2 5148722),(3 8677782),(4 11461208),(5 13362247),(6 14598480),(7 15192437),(8 15508762),(9 15652294),(10 15734525),(11 15813834),(12 15754520),(13 15629160),(14 15486489),(15 15318128),(16 15283691),(17 15438386),(18 15613652),(19 15656262),(20 15540468),(21 15413105),(22 15345573),(23 15306625),(24 15350118),(25 15381500),(26 15322582),(27 15183936),(28 14878586),(29 14514112),(30 14283614),(31 14171961),(32 14133481),(33 14095390),(34 14057240),(35 14024878),(36 13921809),(37 13796876),(38 13717385),(39 13692297),(40 13694570),(41 13770122),(42 13863446),(43 13976517),(44 14026410),(45 14058028),(46 14145631),(47 14287760),(48 14437406),(49 14555014),(50 14658664),(51 14794342),(52 14955550),(53 15182594),(54 15406069),(55 15548926),(56 15622071),(57 15634604),(58 15593925),(59 15486301),(60 15339306),(61 15242180),(62 15189196),(63 15224908),(64 15304158),(65 15363508),(66 15411900),(67 15397452),(68 15198222),(69 14856538),(70 14479240),(71 14125328),(72 13840062),(73 13675017),(74 13621616),(75 13607376),(76 13587449),(77 13545774),(78 13494154),(79 13489643),
(1 1566033.5),(2 4710102.5),(3 7834855),(4 10302430),(5 11922530),(6 12867498),(7 13360813),(8 13660435),(9 13830812),(10 13925061),(11 13929789),(12 13787043),(13 13564099),(14 13498799),(15 13567400),(16 13713499),(17 13886601),(18 14037456),(19 14171943),(20 14185130),(21 14121043),(22 14087190),(23 14065790),(24 14141298),(25 14193265),(26 14105161),(27 13941004),(28 13768666),(29 13613520),(30 13490454),(31 13426626),(32 13295383),(33 13193546),(34 13040855),(35 12836842),(36 12609296),(37 12461736),(38 12415775),(39 12420862),(40 12453212),(41 12504951),(42 12519751),(43 12574628),(44 12667299),(45 12731391),(46 12741046),(47 12721635),(48 12628231),(49 12512515),(50 12419051),(51 12390512),(52 12415338),(53 12443033),(54 12480426),(55 12523211),(56 12531650),(57 12502635),(58 12512739),(59 12575287),(60 12675093),(61 12748707),(62 12789226),(63 12872254),(64 12919199),(65 12952311),(66 12940880),(67 12956800),(68 13000816),(69 13016159),(70 12933231),(71 12806026),(72 12652860),(73 12445679),(74 12224440),(75 12006949),(76 11882361),(77 11851150),(78 11933123),(79 12095565),
(1 1483649.9),(2 4434835),(3 7354823.5),(4 9518700),(5 10729160),(6 11230495),(7 11289552),(8 11190718),(9 11147862),(10 11274178),(11 11489585),(12 11703672),(13 11805069),(14 11743850),(15 11598668),(16 11459724),(17 11381113),(18 11349758),(19 11313473),(20 11298969),(21 11241463),(22 11192658),(23 11208755),(24 11318258),(25 11430956),(26 11424119),(27 11317580),(28 11061483),(29 10796180),(30 10589798),(31 10537073),(32 10619267),(33 10842570),(34 11099116),(35 11325947),(36 11474287),(37 11523751),(38 11424991),(39 11284895),(40 11235172),(41 11274606),(42 11377068),(43 11510751),(44 11655645),(45 11753964),(46 11789060),(47 11806569),(48 11847195),(49 11859163),(50 11906346),(51 11927464),(52 11855478),(53 11730324),(54 11610379),(55 11554000),(56 11512498),(57 11431333),(58 11316610),(59 11183451),(60 11069134),(61 11005182),(62 10972501),(63 10978837),(64 11015267),(65 11043237),(66 11030826),(67 11023974),(68 10910144),(69 10708497),(70 10512656),(71 10289980),(72 10090098),(73 9931920),(74 9850292),(75 9777679),(76 9681354),(77 9656613),(78 9739341),(79 9890855),
(1 1457885.6),(2 4219322),(3 6727840.5),(4 8425580),(5 9320580),(6 9705581),(7 9765426),(8 9719743),(9 9723937),(10 9909510),(11 10155743),(12 10250168),(13 10127973),(14 9844051),(15 9641492),(16 9572508),(17 9677012),(18 9847057),(19 9947462),(20 9975907),(21 9863176),(22 9645840),(23 9439887),(24 9336980),(25 9321511),(26 9403683),(27 9580972),(28 9781429),(29 10017908),(30 10209410),(31 10284142),(32 10354543),(33 10323895),(34 10239556),(35 10159605),(36 10076348),(37 9998531),(38 9888098),(39 9789064),(40 9749482),(41 9710181),(42 9652561),(43 9659900),(44 9745170),(45 9839688),(46 9959547),(47 10062350),(48 10088324),(49 10067450),(50 10074884),(51 10079098),(52 10072636),(53 10051812),(54 10044952),(55 10056049),(56 10010555),(57 9929960),(58 9962647),(59 10018583),(60 10001381),(61 9967230),(62 9919076),(63 9825325),(64 9686037),(65 9616116),(66 9675693),(67 9841412),(68 10047130),(69 10212105),(70 10281420),(71 10286444),(72 10202069),(73 10089363),(74 10034137),(75 10039164),(76 10074725),(77 10110153),(78 10112694),(79 10058579),
(1 1372427.1),(2 3878719.8),(3 6007875),(4 7330278.5),(5 7994267),(6 8227621),(7 8296199.5),(8 8353346),(9 8438548),(10 8563113),(11 8642450),(12 8722922),(13 8696694),(14 8623105),(15 8562121),(16 8526749),(17 8525654),(18 8543719),(19 8579882),(20 8643167),(21 8754451),(22 8744188),(23 8720769),(24 8682116),(25 8642365),(26 8642710),(27 8667394),(28 8726994),(29 8787358),(30 8833418),(31 8876255),(32 8957603),(33 9089958),(34 9162556),(35 9185771),(36 9212863),(37 9229965),(38 9151190),(39 9049581),(40 8982912),(41 8931661),(42 8929527),(43 8966497),(44 8991396),(45 8954429),(46 8887268),(47 8802628),(48 8718419),(49 8646292),(50 8586186),(51 8522805),(52 8496287),(53 8522090),(54 8568881),(55 8615443),(56 8674136),(57 8732359),(58 8777087),(59 8758541),(60 8691505),(61 8588368),(62 8482816),(63 8418002),(64 8401813),(65 8387647.5),(66 8434955),(67 8500375),(68 8517501),(69 8511407),(70 8556016),(71 8626162),(72 8705408),(73 8802460),(74 8885633),(75 8976513),(76 8986529),(77 8906743),(78 8794402),(79 8712438),
(1 1407289.9),(2 3950497),(3 6169330),(4 7581836),(5 8298333),(6 8585646),(7 8690086),(8 8752982),(9 8775858),(10 8849289),(11 8957872),(12 9066180),(13 9116816),(14 9131917),(15 9178570),(16 9209134),(17 9223272),(18 9234094),(19 9192292),(20 9082775),(21 8981975),(22 8823558),(23 8694714),(24 8670881),(25 8706819),(26 8767145),(27 8806310),(28 8765455),(29 8635446),(30 8537031),(31 8484801),(32 8487519),(33 8533524),(34 8545746),(35 8556058),(36 8566913),(37 8563599),(38 8506863),(39 8396054),(40 8280574),(41 8190769),(42 8202526.5),(43 8325989),(44 8484614),(45 8530564),(46 8513739),(47 8494620),(48 8500815),(49 8561198),(50 8631406),(51 8664937),(52 8640430),(53 8585335),(54 8484469),(55 8409008),(56 8371203.5),(57 8348296),(58 8354276.5),(59 8354403.5),(60 8333081),(61 8323819.5),(62 8250716.5),(63 8114039.5),(64 7978300.5),(65 7898177.5),(66 7912621.5),(67 7992488),(68 8047528.5),(69 8070506.5),(70 8079054),(71 8090903.5),(72 8086794),(73 8140318.5),(74 8269574.5),(75 8408186),(76 8502068),(77 8582783),(78 8632368),(79 8604873),
(1 1290608.8),(2 3571147.5),(3 5498054.5),(4 6731712),(5 7381253),(6 7664370.5),(7 7758497.5),(8 7749352.5),(9 7710947),(10 7650075.5),(11 7576271.5),(12 7504163.5),(13 7460523.5),(14 7433639),(15 7395890),(16 7407183.5),(17 7467792.5),(18 7548659),(19 7645298),(20 7732987),(21 7739184.5),(22 7612067),(23 7419436),(24 7365886),(25 7453630.5),(26 7619703.5),(27 7777548),(28 7843429),(29 7784329),(30 7697757),(31 7584582.5),(32 7473956.5),(33 7393105),(34 7353098),(35 7353814),(36 7372057),(37 7403943),(38 7438975.5),(39 7452104),(40 7421711.5),(41 7368549),(42 7357165.5),(43 7394268.5),(44 7422816),(45 7441983.5),(46 7434192.5),(47 7429939),(48 7435387.5),(49 7455396.5),(50 7454480.5),(51 7410269),(52 7359097),(53 7357246.5),(54 7386533),(55 7408367.5),(56 7374954.5),(57 7329392.5),(58 7301995.5),(59 7334105.5),(60 7411774.5),(61 7516776),(62 7586639),(63 7614890.5),(64 7584542.5),(65 7528231),(66 7468749),(67 7474243),(68 7515224),(69 7509807),(70 7517573),(71 7502425),(72 7498880),(73 7525069.5),(74 7480832.5),(75 7384896.5),(76 7321615.5),(77 7316911.5),(78 7339779),(79 7336595),
(1 1270210.3),(2 3473519.5),(3 5208958),(4 6186861),(5 6600373.5),(6 6761329),(7 6856323),(8 6902476),(9 6855218.5),(10 6781928.5),(11 6700413.5),(12 6623885),(13 6604701.5),(14 6607396.5),(15 6593543.5),(16 6583781.5),(17 6569096.5),(18 6568402.5),(19 6585665.5),(20 6606758),(21 6673478),(22 6712547),(23 6740987.5),(24 6853754.5),(25 6950277.5),(26 7047723.5),(27 7100662),(28 7092902),(29 7010093.5),(30 6940238.5),(31 6964829),(32 7058196),(33 7179642.5),(34 7251505.5),(35 7298577.5),(36 7300917.5),(37 7285522.5),(38 7255391),(39 7257571),(40 7256801),(41 7223228),(42 7190790),(43 7165674.5),(44 7106752),(45 7069729.5),(46 7016744.5),(47 6915907),(48 6840115),(49 6844951),(50 6880493.5),(51 6952129.5),(52 7034312.5),(53 7117898),(54 7201720.5),(55 7289378.5),(56 7331807),(57 7285486.5),(58 7176321.5),(59 7065027),(60 6954461.5),(61 6947049),(62 6994822),(63 7066385),(64 7110205.5),(65 7099540.5),(66 7014618),(67 6908707),(68 6847663),(69 6829186.5),(70 6847941.5),(71 6902654.5),(72 6921514.5),(73 6917537.5),(74 6933293.5),(75 7030136.5),(76 7210998),(77 7385191),(78 7478249),(79 7471857.5),
(1 1220364.1),(2 3306693.8),(3 5032732.5),(4 6139582),(5 6693151.5),(6 6863091),(7 6882298.5),(8 6813071.5),(9 6686889),(10 6604147),(11 6517909.5),(12 6399055),(13 6260158.5),(14 6207936.5),(15 6270067),(16 6400851),(17 6522056.5),(18 6538649),(19 6483389),(20 6389179.5),(21 6309932),(22 6230769),(23 6182566.5),(24 6196920),(25 6310671.5),(26 6499997),(27 6676408),(28 6794927.5),(29 6807741),(30 6721688),(31 6651265.5),(32 6635936.5),(33 6658527.5),(34 6688519),(35 6664986.5),(36 6646244.5),(37 6655909.5),(38 6688727.5),(39 6724305),(40 6717559),(41 6662750),(42 6599863.5),(43 6576625),(44 6536920),(45 6482821.5),(46 6461561),(47 6461395),(48 6469934),(49 6487444.5),(50 6507586),(51 6575718.5),(52 6681610.5),(53 6808485),(54 6837945),(55 6800438),(56 6719249),(57 6645519),(58 6596645),(59 6587946.5),(60 6615276),(61 6638654.5),(62 6647065.5),(63 6667277),(64 6692042),(65 6707663.5),(66 6668865.5),(67 6609363),(68 6608875.5),(69 6656101),(70 6733218),(71 6809900),(72 6833144),(73 6834665),(74 6794019.5),(75 6715364.5),(76 6662616),(77 6686334),(78 6753514),(79 6851793),
(1 1165583.4),(2 3090946),(3 4623707.5),(4 5529400.5),(5 5925492),(6 6079924),(7 6157038),(8 6227064.5),(9 6265556),(10 6300873),(11 6270784),(12 6155653),(13 6000732),(14 5891916.5),(15 5904158),(16 6001674),(17 6151875),(18 6245005),(19 6226302.5),(20 6127853),(21 6042536),(22 5982333),(23 5937419.5),(24 5956883.5),(25 5992162),(26 5999909.5),(27 5983172),(28 5946858.5),(29 5905977.5),(30 5863609.5),(31 5832947.5),(32 5803384.5),(33 5792218.5),(34 5806459.5),(35 5824475.5),(36 5835753),(37 5848802),(38 5890454.5),(39 5915621),(40 5883708),(41 5806427.5),(42 5730612.5),(43 5717056.5),(44 5777960),(45 5788378.5),(46 5741139.5),(47 5715220),(48 5714404),(49 5705472),(50 5724821.5),(51 5755679.5),(52 5776307.5),(53 5801740.5),(54 5825354.5),(55 5867413.5),(56 5872088),(57 5831574),(58 5784736.5),(59 5768789.5),(60 5772364),(61 5771048),(62 5779280.5),(63 5802786.5),(64 5837984.5),(65 5846582),(66 5829279.5),(67 5808522),(68 5738358),(69 5611716.5),(70 5533336.5),(71 5541788),(72 5592837.5),(73 5627028.5),(74 5632126.5),(75 5603431),(76 5554732.5),(77 5540671.5),(78 5551593),(79 5579123),
(1 1246390.1),(2 3269653.8),(3 4712859.5),(4 5475738),(5 5811068.5),(6 5945538),(7 5979066.5),(8 5951408.5),(9 5881229.5),(10 5823680),(11 5692240),(12 5541849.5),(13 5480693.5),(14 5533332),(15 5687198.5),(16 5878822),(17 5976092),(18 5935944),(19 5801781.5),(20 5661266.5),(21 5604755.5),(22 5634706),(23 5660286),(24 5664815.5),(25 5688136.5),(26 5758819.5),(27 5869290),(28 5950934.5),(29 5989426.5),(30 5997593.5),(31 5965170),(32 5868924),(33 5733910.5),(34 5595060.5),(35 5534405.5),(36 5561345.5),(37 5591185.5),(38 5587005),(39 5569147.5),(40 5548823.5),(41 5542757.5),(42 5546087.5),(43 5496386.5),(44 5468529.5),(45 5491043),(46 5514977.5),(47 5525896.5),(48 5533895),(49 5553978.5),(50 5602914),(51 5666017.5),(52 5707525.5),(53 5669566.5),(54 5616542.5),(55 5586614.5),(56 5581588.5),(57 5630366.5),(58 5665661.5),(59 5672423.5),(60 5665557.5),(61 5657480),(62 5652762),(63 5630380),(64 5569298.5),(65 5479928.5),(66 5405676.5),(67 5381112.5),(68 5374726.5),(69 5387938.5),(70 5384986),(71 5423948),(72 5459624.5),(73 5430398),(74 5393895),(75 5412595.5),(76 5460723.5),(77 5543518.5),(78 5582883),(79 5530782.5),
