1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 144467.92),(2 262267.1),(3 389384.1),(4 634255.06),(5 885144.8),(6 1110660),(7 1441335.4),(8 1701017.6),(9 1944792.4),(10 2258795.3),(11 2579590.3),(12 2903938.8),(13 3305563.3),(14 3666553.8),(15 4044432.8),(16 4441999.5),(17 4843925.5),(18 5199955.5),(19 5577536.5),(20 5925184),(21 6238060),(22 6529374.5),(23 6877919.5),(24 7133162.5),(25 7434064),(26 7769888),(27 8119432),(28 8487919),(29 9077971),(30 9782325),(31 10433967),(32 11107619),(33 11807659),(34 12430551),(35 13269575),(36 14276347),(37 15039343),(38 16081413),(39 16896878),(40 17668676),(41 18510296),(42 19287518),(43 20140706),(44 21005954),(45 21819378),(46 22447024),(47 23181144),(48 23766830),(49 24172328),(50 24612592),(51 24971258),(52 25123626),(53 25532816),(54 25900022),(55 26199286),(56 26657438),(57 26915722),(58 27311286),(59 27733018),(60 28295222),(61 28784766),(62 29387594),(63 29909440),(64 30179450),(65 30659162),(66 30849870),(67 31219424),(68 31615902),(69 31859904),(70 32165766),(71 32551272),(72 32735638),(73 32877706),(74 33198656),(75 33305734),(76 33420432),(77 33693084),(78 33866780),(79 33928228),
(1 130098.26),(2 473308.97),(3 1011307.75),(4 1693219.6),(5 2498651.8),(6 3366834.8),(7 4267754.5),(8 5170176.5),(9 6047805),(10 6845704.5),(11 7564196),(12 8196117.5),(13 8739595),(14 9203339),(15 9577409),(16 9848412),(17 9999932),(18 9986894),(19 9852999),(20 9603577),(21 9299729),(22 8927655),(23 8523915),(24 8129072.5),(25 7754776.5),(26 7417753.5),(27 7141918),(28 6954019),(29 6867369),(30 6893118.5),(31 7017862.5),(32 7216983.5),(33 7471033),(34 7765532),(35 8071225.5),(36 8357507),(37 8612184),(38 8787025),(39 8895657),(40 8931797),(41 8919466),(42 8826418),(43 8648879),(44 8412627),(45 8113821),(46 7774475),(47 7442106.5),(48 7151680),(49 6946671.5),(50 6855069),(51 6937504),(52 7207924),(53 7661152),(54 8287372),(55 9001012),(56 9757305),(57 10544378),(58 11329085),(59 12036569),(60 12616867),(61 13034991),(62 13231850),(63 13229305),(64 13032737),(65 12659929),(66 12188672),(67 11632117),(68 11030433),(69 10439713),(70 9876544),(71 9356989),(72 8911087),(73 8539989),(74 8258862),(75 8085068.5),(76 8031526.5),(77 8086920.5),(78 8249651),(79 8488120),
(1 122726.23),(2 443427.1),(3 943891.7),(4 1567642),(5 2291736.3),(6 3077563.8),(7 3901939.3),(8 4712098),(9 5489876),(10 6192278.5),(11 6815883.5),(12 7359361.5),(13 7791195.5),(14 8107273.5),(15 8350086.5),(16 8539583),(17 8683014),(18 8761955),(19 8815332),(20 8826391),(21 8803081),(22 8679555),(23 8489592),(24 8253492),(25 7967386.5),(26 7670856.5),(27 7384079.5),(28 7124040),(29 6870145.5),(30 6627709.5),(31 6423100.5),(32 6258503.5),(33 6132598.5),(34 6045602.5),(35 6000650.5),(36 5988473.5),(37 6020352),(38 6089167.5),(39 6197458.5),(40 6341722.5),(41 6509874.5),(42 6680412),(43 6829951.5),(44 6969847.5),(45 7088251.5),(46 7191776),(47 7293375.5),(48 7395917.5),(49 7487200.5),(50 7577210.5),(51 7680732.5),(52 7773904),(53 7873849.5),(54 7969070.5),(55 8043050.5),(56 8096324),(57 8129924.5),(58 8129734.5),(59 8087998),(60 7974178),(61 7818601.5),(62 7632804),(63 7473389.5),(64 7342569.5),(65 7256052.5),(66 7200700),(67 7210213.5),(68 7246251.5),(69 7316817.5),(70 7419247.5),(71 7524999.5),(72 7642054.5),(73 7738062),(74 7782368),(75 7763016),(76 7674434.5),(77 7526060),(78 7349132),(79 7176100.5),
(1 123444.43),(2 455374.72),(3 977179.8),(4 1638455.3),(5 2395007),(6 3194809.5),(7 4008923.5),(8 4785917),(9 5512000.5),(10 6143492.5),(11 6664804),(12 7096436.5),(13 7383815.5),(14 7496041),(15 7486430.5),(16 7417790.5),(17 7287448.5),(18 7095627),(19 6890562.5),(20 6687412.5),(21 6523062.5),(22 6367168),(23 6235844),(24 6123248.5),(25 6030807),(26 5983603),(27 5969178),(28 5987354),(29 6020893),(30 6054279.5),(31 6084667),(32 6105622),(33 6109803.5),(34 6101863.5),(35 6075075),(36 6021970.5),(37 5954119.5),(38 5838186),(39 5740389),(40 5661461),(41 5618400.5),(42 5598265),(43 5607008),(44 5630832.5),(45 5661478.5),(46 5729756),(47 5836927.5),(48 5975865.5),(49 6142202),(50 6312394),(51 6477719),(52 6627464.5),(53 6760423.5),(54 6883517.5),(55 7020882),(56 7166904.5),(57 7325060),(58 7513291.5),(59 7729007.5),(60 7934317),(61 8134746),(62 8287266.5),(63 8427818),(64 8531686),(65 8603916),(66 8639944),(67 8653844),(68 8617924),(69 8530287),(70 8408607),(71 8224754),(72 8019078.5),(73 7798170),(74 7586375.5),(75 7372208.5),(76 7180984.5),(77 7032365),(78 6946290),(79 6935063.5),
(1 118494.62),(2 444836.97),(3 980050.75),(4 1670627),(5 2478743),(6 3338720.3),(7 4191462.5),(8 4989860),(9 5704509),(10 6298270.5),(11 6756317),(12 7078964.5),(13 7282143.5),(14 7329954),(15 7264782),(16 7135658),(17 6930301),(18 6698992.5),(19 6469373.5),(20 6251973),(21 6072026),(22 5889211.5),(23 5713449.5),(24 5536444),(25 5368149),(26 5224266.5),(27 5108018),(28 5015317),(29 4964943.5),(30 4956891.5),(31 4974435.5),(32 5026231.5),(33 5112781.5),(34 5271414),(35 5429157),(36 5563707),(37 5697473.5),(38 5798509),(39 5894277),(40 5982899),(41 6049530),(42 6074893),(43 6083650.5),(44 6063044),(45 6007110),(46 5912610.5),(47 5800427),(48 5653230),(49 5505607.5),(50 5351308),(51 5202117),(52 5057815),(53 4970656.5),(54 4951958.5),(55 4982229),(56 5074860),(57 5227415.5),(58 5469903.5),(59 5767804),(60 6068686.5),(61 6385623.5),(62 6692567.5),(63 7000857),(64 7305962),(65 7611222.5),(66 7864009),(67 8086644.5),(68 8228774.5),(69 8276824.5),(70 8251192.5),(71 8139188),(72 7944008.5),(73 7680122),(74 7372132),(75 7033725.5),(76 6672433.5),(77 6340763.5),(78 6045065.5),(79 5795392.5),
(1 127568.055),(2 468437.84),(3 997061.56),(4 1647640),(5 2386609.3),(6 3143043.5),(7 3859728.5),(8 4494520.5),(9 5036262),(10 5477960.5),(11 5802762.5),(12 6000099.5),(13 6087879),(14 6048763.5),(15 5865931.5),(16 5611830.5),(17 5342626),(18 5081810.5),(19 4857216.5),(20 4677390.5),(21 4547654),(22 4441535.5),(23 4361777),(24 4309386),(25 4282384.5),(26 4297670),(27 4352297.5),(28 4438410),(29 4556465.5),(30 4664824.5),(31 4749408),(32 4831071),(33 4928008.5),(34 5036944.5),(35 5132273),(36 5229999.5),(37 5337441),(38 5443407.5),(39 5559579.5),(40 5678490),(41 5785347),(42 5866460.5),(43 5923367),(44 5944393.5),(45 5919812.5),(46 5841442.5),(47 5714222),(48 5536084),(49 5300812.5),(50 5059457),(51 4815831),(52 4590790.5),(53 4428500.5),(54 4329768),(55 4290016.5),(56 4325109.5),(57 4433216),(58 4606600),(59 4803306),(60 4994023),(61 5155795.5),(62 5259804.5),(63 5313455),(64 5324283.5),(65 5285688.5),(66 5213725.5),(67 5118611),(68 5008182.5),(69 4901966),(70 4831767),(71 4796416.5),(72 4789302),(73 4781224.5),(74 4774115.5),(75 4779627.5),(76 4783497),(77 4792437.5),(78 4776659.5),(79 4733444),
(1 106975.96),(2 397095.53),(3 856630.06),(4 1421770.8),(5 2049001.6),(6 2658948.8),(7 3216522.8),(8 3706789.3),(9 4123458.3),(10 4443971),(11 4656173),(12 4764418.5),(13 4784361.5),(14 4710249.5),(15 4567882.5),(16 4385634),(17 4190234.8),(18 4009271.3),(19 3871823.5),(20 3771724.5),(21 3694083.5),(22 3611569.5),(23 3520154.3),(24 3436987.3),(25 3357458.5),(26 3297307.8),(27 3258758.5),(28 3223413.5),(29 3198684.3),(30 3186756.8),(31 3185113.8),(32 3205377),(33 3242351.8),(34 3286791),(35 3336892),(36 3402155.3),(37 3488782.5),(38 3617104),(39 3752147),(40 3896191),(41 4040782.5),(42 4178356),(43 4292997),(44 4360707),(45 4376432),(46 4339053.5),(47 4287551.5),(48 4224876.5),(49 4143952.3),(50 4086795.8),(51 4057559.8),(52 4058953),(53 4109416.5),(54 4198853),(55 4294955),(56 4372713.5),(57 4424465),(58 4449769),(59 4443923.5),(60 4410361),(61 4345847.5),(62 4252231.5),(63 4152273),(64 4048240.3),(65 3949164.3),(66 3860107.3),(67 3764049),(68 3680093.3),(69 3611784),(70 3575426.3),(71 3567903.5),(72 3598993.3),(73 3660068.8),(74 3767932.3),(75 3910943.5),(76 4058279.5),(77 4196269),(78 4316987.5),(79 4423068.5),
(1 114362.73),(2 415562.44),(3 874914.6),(4 1432263.4),(5 2041329.6),(6 2638710.3),(7 3200987.3),(8 3675442.8),(9 4050962),(10 4315039),(11 4455241),(12 4486189),(13 4398293),(14 4200191),(15 3938535.5),(16 3665997),(17 3427377),(18 3233371.8),(19 3110884.3),(20 3046251.3),(21 3028359.5),(22 3031505.3),(23 3037737.3),(24 3036549.8),(25 3025775),(26 3012878.8),(27 2987046.8),(28 2945768.3),(29 2892279.8),(30 2825395.5),(31 2775585),(32 2752145.8),(33 2761675.8),(34 2809521),(35 2894931.3),(36 3007481.8),(37 3140575.8),(38 3295035.3),(39 3454423),(40 3590573),(41 3686169.8),(42 3725926.3),(43 3713047.3),(44 3662979),(45 3601260.5),(46 3543732.8),(47 3516751.5),(48 3500876.5),(49 3497769.8),(50 3502851),(51 3531189.3),(52 3581173.3),(53 3655152),(54 3762605.5),(55 3865347),(56 3935852.8),(57 3970322.8),(58 3976107.8),(59 3961026),(60 3936243.8),(61 3895629.5),(62 3831437.5),(63 3757579.3),(64 3672057.8),(65 3600659),(66 3539270.8),(67 3478771.5),(68 3427099.8),(69 3374643.3),(70 3338006.3),(71 3322844.5),(72 3321802.3),(73 3328657.8),(74 3365068.5),(75 3431102),(76 3502226),(77 3579394),(78 3668237.8),(79 3758239.3),
(1 102961.05),(2 367408.97),(3 755273.44),(4 1200105.8),(5 1648491.3),(6 2053487.5),(7 2401019.8),(8 2667009.3),(9 2837917.5),(10 2915924.8),(11 2936491.8),(12 2925045.5),(13 2879636.8),(14 2818269.8),(15 2746920.3),(16 2676264),(17 2630829.3),(18 2599890.8),(19 2582127.3),(20 2582410),(21 2603173.3),(22 2627144.3),(23 2672576.5),(24 2712655.3),(25 2728668),(26 2726540),(27 2716335.5),(28 2707935.8),(29 2699578.3),(30 2680585.5),(31 2660379),(32 2650235.3),(33 2641158.3),(34 2632880),(35 2643147.8),(36 2683997),(37 2752862),(38 2863216),(39 2996725.3),(40 3118530.5),(41 3191040),(42 3197092),(43 3155342.8),(44 3080900),(45 2996235.3),(46 2929142.3),(47 2889613.5),(48 2875956.8),(49 2891456),(50 2924412),(51 2976202.5),(52 3025192.5),(53 3072189.3),(54 3123140.3),(55 3173013.3),(56 3221287.8),(57 3260139.8),(58 3279309),(59 3278722.3),(60 3231816.3),(61 3135865.3),(62 3020149),(63 2911332.3),(64 2831823.3),(65 2803704.3),(66 2817952.8),(67 2874205.5),(68 2965235.8),(69 3076010.3),(70 3192900.5),(71 3291778.5),(72 3360246.8),(73 3396252),(74 3415239.5),(75 3411914.3),(76 3383136),(77 3346379.8),(78 3302087.5),(79 3251694.3),
(1 100467.14),(2 357050.3),(3 727388.75),(4 1149333.8),(5 1575272.3),(6 1964761.5),(7 2286588.5),(8 2507649),(9 2617849.8),(10 2635544.5),(11 2594433),(12 2530278),(13 2461918.3),(14 2403704.5),(15 2358349.5),(16 2334173),(17 2334491.5),(18 2339324.8),(19 2356932.8),(20 2372293.8),(21 2386882),(22 2398575.3),(23 2405069),(24 2398069),(25 2369997),(26 2325521),(27 2290033),(28 2274261.3),(29 2261477.3),(30 2259196.3),(31 2276424),(32 2301813.3),(33 2328025),(34 2353458.8),(35 2375721.8),(36 2383936.8),(37 2370670.8),(38 2366518),(39 2373064.3),(40 2404686),(41 2475930.5),(42 2575754),(43 2694259.5),(44 2809228.5),(45 2904900.3),(46 2979986.5),(47 3042362.3),(48 3083123.8),(49 3092412.5),(50 3056865.5),(51 2978269.5),(52 2878196.5),(53 2791054.8),(54 2719388.3),(55 2656767.5),(56 2618676),(57 2596820.5),(58 2586965),(59 2585137.3),(60 2582163.5),(61 2574289.5),(62 2548748),(63 2515221),(64 2502953.8),(65 2516167.3),(66 2539549.8),(67 2590140),(68 2655176.8),(69 2731964),(70 2818266.5),(71 2888366),(72 2946392),(73 2992179.3),(74 3031349),(75 3055532),(76 3057368.5),(77 3040967.5),(78 3006987.5),(79 2968701.3),
(1 108194.15),(2 383694.7),(3 780598.2),(4 1222914.1),(5 1669620.5),(6 2076720.9),(7 2400539.8),(8 2616082),(9 2735590),(10 2768880.3),(11 2735772.5),(12 2652577.8),(13 2547791),(14 2445691.8),(15 2368070.8),(16 2316676.5),(17 2304546.5),(18 2301506.5),(19 2307561),(20 2311521.3),(21 2314681),(22 2316065.3),(23 2318440),(24 2313856.5),(25 2293191.3),(26 2247268),(27 2185823.5),(28 2117570.3),(29 2046522.8),(30 2000356.4),(31 2009406.9),(32 2073277.9),(33 2168562.5),(34 2267240.3),(35 2353959.5),(36 2405794.5),(37 2429831.3),(38 2435981.5),(39 2422489.3),(40 2401912.8),(41 2390323.5),(42 2400259.8),(43 2442685),(44 2508823.3),(45 2596530.5),(46 2681041.5),(47 2774208.8),(48 2879213),(49 2964133.3),(50 2994056),(51 2960437.5),(52 2869653),(53 2751697.8),(54 2614689.8),(55 2474053.3),(56 2348096),(57 2268544.5),(58 2232394.5),(59 2222520.8),(60 2224134.8),(61 2237514.5),(62 2254520.3),(63 2275597.8),(64 2298920.8),(65 2321876.8),(66 2338024.8),(67 2357400.8),(68 2380604),(69 2404318.3),(70 2431102),(71 2451199.5),(72 2472511.3),(73 2499778.5),(74 2526639.3),(75 2552784.3),(76 2576324),(77 2595455.3),(78 2610031.3),(79 2625201.8),
(1 86532.484),(2 303414.53),(3 610268.9),(4 960364.8),(5 1313852.5),(6 1633882.5),(7 1891121.3),(8 2061467.4),(9 2159717),(10 2209942.3),(11 2226768),(12 2218134),(13 2178145.8),(14 2127672.5),(15 2091124.6),(16 2072465.4),(17 2072556.6),(18 2051532.8),(19 2012467.3),(20 1952308.1),(21 1888694.9),(22 1828626.5),(23 1782391.3),(24 1738338.3),(25 1694291.4),(26 1662809.4),(27 1656980.6),(28 1668600.6),(29 1698652.4),(30 1751439.1),(31 1824282.8),(32 1905825.1),(33 1986484.6),(34 2055163.9),(35 2103209.3),(36 2132254.8),(37 2142066.3),(38 2143960.5),(39 2122390.8),(40 2080751.5),(41 2036352.5),(42 2008665.1),(43 2002957.3),(44 2019158.1),(45 2058928.6),(46 2100970.5),(47 2151645.3),(48 2214518.8),(49 2279633.3),(50 2329780),(51 2329329.5),(52 2277435.5),(53 2198247),(54 2089392.5),(55 1979925.3),(56 1902475.3),(57 1871275.3),(58 1878881.1),(59 1915273.1),(60 1959802.8),(61 2002665.9),(62 2035707.3),(63 2059529.1),(64 2084016.6),(65 2110352.8),(66 2133399.8),(67 2169632),(68 2224500.5),(69 2279857.5),(70 2325645.5),(71 2353863.8),(72 2371892),(73 2379798.5),(74 2359243),(75 2310460),(76 2237716),(77 2160709),(78 2092005.5),(79 2036892.6),
(1 89048.91),(2 303293.84),(3 588634.3),(4 887762.44),(5 1161138.6),(6 1388361.5),(7 1561368.9),(8 1688514.1),(9 1779115.9),(10 1840850.3),(11 1881545.1),(12 1913612.5),(13 1947482.9),(14 1986798.5),(15 2021009.1),(16 2057902),(17 2085302.5),(18 2077563.5),(19 2031845.5),(20 1957933.1),(21 1869364.3),(22 1775043.8),(23 1693174.4),(24 1646883.6),(25 1622014),(26 1634769.3),(27 1671939.6),(28 1715653.3),(29 1756577.3),(30 1802418.3),(31 1858646),(32 1908349.1),(33 1927415.5),(34 1933639.1),(35 1929188.5),(36 1911827.8),(37 1905928.3),(38 1933614.3),(39 1999908.9),(40 2089082),(41 2184986),(42 2269015),(43 2346935.5),(44 2410728.3),(45 2459541.3),(46 2480362),(47 2460255),(48 2402704.8),(49 2336864),(50 2278130.5),(51 2238709.5),(52 2216313.5),(53 2202420.3),(54 2188133.8),(55 2148759),(56 2095894.5),(57 2046002.9),(58 2010400.6),(59 2003979.5),(60 2018014),(61 2049078.9),(62 2098218),(63 2173676.5),(64 2267704.5),(65 2363622),(66 2429000),(67 2447241.8),(68 2426376.5),(69 2379757.5),(70 2326010),(71 2276058.5),(72 2237399),(73 2208715.8),(74 2184229.8),(75 2160605.5),(76 2147796.5),(77 2154405),(78 2180247),(79 2222387),
(1 90513.14),(2 314598.5),(3 624442.44),(4 959999.94),(5 1267287.6),(6 1510499),(7 1690239.3),(8 1812360.9),(9 1895032),(10 1951504.4),(11 1989910.4),(12 2022730.8),(13 2046683.9),(14 2058327.9),(15 2071020.6),(16 2090430.1),(17 2094009.3),(18 2073331.8),(19 2038120.1),(20 1982145.9),(21 1910918.1),(22 1827599.3),(23 1757978.8),(24 1725990.8),(25 1725515.5),(26 1751391.5),(27 1793081.5),(28 1836281.9),(29 1861084.5),(30 1876138.8),(31 1889871.9),(32 1883136.4),(33 1851317.3),(34 1819363.9),(35 1799434.6),(36 1795769.3),(37 1790704.4),(38 1810080.8),(39 1857523.5),(40 1924898),(41 1986894.8),(42 2028436.6),(43 2064369.1),(44 2089862.4),(45 2086400.1),(46 2040411.4),(47 1971537.6),(48 1913481.6),(49 1881736.1),(50 1883932.1),(51 1908767.6),(52 1933104.8),(53 1948731.9),(54 1965292.3),(55 1969729.9),(56 1957376.8),(57 1936110.5),(58 1915233.9),(59 1894204.3),(60 1869444.1),(61 1838477.8),(62 1810095.5),(63 1804280.5),(64 1816923.9),(65 1845005.3),(66 1872450.6),(67 1903029.8),(68 1933587.4),(69 1963961.1),(70 2004199.9),(71 2042282.3),(72 2067151.9),(73 2072353.1),(74 2054775.5),(75 2006218.3),(76 1958068.6),(77 1940240),(78 1951032.9),(79 1975806.8),
(1 89807.6),(2 310446.84),(3 606825.94),(4 915350.56),(5 1187869.6),(6 1398977.6),(7 1543270.9),(8 1619574),(9 1653323.5),(10 1667734.3),(11 1674392.1),(12 1671063.3),(13 1656783.3),(14 1626474.6),(15 1584440),(16 1553953.8),(17 1533303.5),(18 1524658.5),(19 1528980.6),(20 1531312.9),(21 1532482.5),(22 1537845.4),(23 1559736.5),(24 1586478.8),(25 1609206.9),(26 1629854),(27 1670296),(28 1725719.1),(29 1780266.6),(30 1828085.4),(31 1863648.4),(32 1868673.3),(33 1849472.8),(34 1813416.5),(35 1770212.3),(36 1741983.9),(37 1734232.9),(38 1742334.8),(39 1746736.1),(40 1767230.6),(41 1797966.9),(42 1822425.3),(43 1832637.9),(44 1818885.5),(45 1787213.5),(46 1746017.1),(47 1691353.4),(48 1640807.3),(49 1619253.5),(50 1631666.9),(51 1667173.9),(52 1694876.8),(53 1709543.6),(54 1719695.9),(55 1731143.5),(56 1739537.4),(57 1751882.3),(58 1777761.6),(59 1819913.1),(60 1871862.4),(61 1913058),(62 1917013),(63 1897161.3),(64 1856307.9),(65 1804154.6),(66 1747693.4),(67 1709008.9),(68 1689922.5),(69 1680917.4),(70 1681120.1),(71 1683981.1),(72 1684110.3),(73 1676718.6),(74 1671064.8),(75 1672089.3),(76 1693196.1),(77 1737595.9),(78 1787080.9),(79 1823731.5),
(1 91611.836),(2 312986.34),(3 597064.9),(4 881394.5),(5 1129857.3),(6 1304844.8),(7 1406981.4),(8 1437227.3),(9 1431259.9),(10 1413369.4),(11 1389107.9),(12 1373519.6),(13 1370890.3),(14 1381166.4),(15 1391777.4),(16 1406390),(17 1400593.4),(18 1379973.5),(19 1356182.3),(20 1327563.5),(21 1296092.1),(22 1267460.1),(23 1263636.5),(24 1277614.9),(25 1303860),(26 1344500.6),(27 1405058.6),(28 1470225.8),(29 1531576.5),(30 1586968.1),(31 1641848.1),(32 1684456.9),(33 1704955.8),(34 1712390.4),(35 1709058.6),(36 1708437),(37 1709178.1),(38 1721625.3),(39 1736415.3),(40 1755217.1),(41 1769884.1),(42 1767504.5),(43 1743255.1),(44 1695223.1),(45 1647481.1),(46 1592376.9),(47 1537562),(48 1492076.1),(49 1473346),(50 1481936.6),(51 1515467.9),(52 1560579),(53 1603458.9),(54 1620152.1),(55 1618826.9),(56 1616235.9),(57 1616680),(58 1624107.3),(59 1648907.3),(60 1693370.3),(61 1753313.6),(62 1807623.5),(63 1843435.4),(64 1841485.1),(65 1810870.8),(66 1752619.3),(67 1698207.5),(68 1654726.4),(69 1644966.6),(70 1669815.1),(71 1705149.5),(72 1732694.3),(73 1740394.9),(74 1735300.6),(75 1712753.3),(76 1680931.5),(77 1655111.6),(78 1622203.5),(79 1584558.6),
(1 85396.59),(2 285996.9),(3 533364.94),(4 777426.8),(5 987572.2),(6 1146795.8),(7 1238045.5),(8 1278106.9),(9 1289268.8),(10 1296900.6),(11 1315812.6),(12 1340256),(13 1363390.1),(14 1367923.4),(15 1354996.1),(16 1330663.6),(17 1292630.9),(18 1249746.1),(19 1228544),(20 1226147.1),(21 1224752.8),(22 1216188.6),(23 1227728.3),(24 1266992.3),(25 1316749.1),(26 1363253.8),(27 1398962.9),(28 1416804.4),(29 1415199.9),(30 1405319.8),(31 1396538.9),(32 1390122.1),(33 1401183.3),(34 1432004),(35 1473634.8),(36 1533465.5),(37 1589988.1),(38 1632656.3),(39 1648439.6),(40 1642662.5),(41 1625669.4),(42 1605865.4),(43 1581444.3),(44 1546434.6),(45 1507571.8),(46 1461641.4),(47 1421687.4),(48 1400873.8),(49 1403391.4),(50 1430971.3),(51 1485731),(52 1547397.3),(53 1587280.4),(54 1606225.9),(55 1613917.5),(56 1616181.4),(57 1603853.8),(58 1588068.3),(59 1573388.9),(60 1573719.6),(61 1580929),(62 1592374.1),(63 1599190.3),(64 1602033.9),(65 1607778.3),(66 1612155.4),(67 1627872.4),(68 1644014.6),(69 1665348.3),(70 1699082.6),(71 1725105.5),(72 1735560.4),(73 1736292.4),(74 1740624),(75 1747321.1),(76 1750023.3),(77 1744253),(78 1718345.8),(79 1683621.4),
(1 78447.95),(2 261440.8),(3 492838.03),(4 721162.94),(5 919469.7),(6 1071407.1),(7 1170295.5),(8 1219909.1),(9 1234657.4),(10 1245676.6),(11 1265552.1),(12 1281898.6),(13 1296038),(14 1306034.3),(15 1312903.1),(16 1320543),(17 1327845.5),(18 1338043.9),(19 1349629.5),(20 1353095.5),(21 1343496.4),(22 1321367.1),(23 1304858.5),(24 1296028.8),(25 1287724.4),(26 1275615.5),(27 1268372.8),(28 1266329.3),(29 1268488.6),(30 1301428.5),(31 1361005.1),(32 1421621.8),(33 1483631.6),(34 1543058.1),(35 1590408.1),(36 1613437.5),(37 1617017.6),(38 1605386),(39 1563852.5),(40 1507504.4),(41 1452109.8),(42 1396628.8),(43 1342035.3),(44 1297833.3),(45 1276948),(46 1280518.4),(47 1299380.9),(48 1330110.9),(49 1372219.4),(50 1420487.3),(51 1485220.5),(52 1553179.3),(53 1600925.8),(54 1612837),(55 1609270.6),(56 1595599.6),(57 1559155.4),(58 1515520.5),(59 1482059),(60 1470624.9),(61 1479944.5),(62 1499258.3),(63 1516735.3),(64 1532073.6),(65 1544768),(66 1539487.5),(67 1533046.4),(68 1530689.4),(69 1532280.5),(70 1532875.3),(71 1530389),(72 1505163),(73 1472335.9),(74 1453026),(75 1450065.1),(76 1461544.9),(77 1482302.1),(78 1499636.6),(79 1515537.6),
