1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 527619.2),(2 863325.5),(3 889350),(4 1936940),(5 2830121.8),(6 3258826.3),(7 4783889.5),(8 6172854.5),(9 7106000.5),(10 9042185),(11 10757947),(12 11911512),(13 14185948),(14 16063923),(15 17255638),(16 19324354),(17 21461506),(18 22771718),(19 24855846),(20 27027726),(21 28628480),(22 30984984),(23 33063712),(24 33984590),(25 35479230),(26 36947252),(27 37358748),(28 38564268),(29 39405716),(30 39337908),(31 39948140),(32 40527516),(33 40418520),(34 40780572),(35 40901316),(36 40320136),(37 40956436),(38 41799004),(39 42541508),(40 44021836),(41 45063724),(42 45050304),(43 45691732),(44 46369230),(45 46457810),(46 47618268),(47 48951628),(48 49841308),(49 51361700),(50 53340656),(51 54642530),(52 56628160),(53 58737740),(54 59849004),(55 61494812),(56 63421788),(57 64511124),(58 66342796),(59 68257160),(60 68914936),(61 69699016),(62 71082390),(63 71611896),(64 72322250),(65 73533920),(66 74327576),(67 75159710),(68 76430104),(69 76808170),(70 77524900),(71 78497190),(72 78682376),(73 79224310),(74 80409910),(75 80836616),(76 81745990),(77 83356424),(78 84383140),(79 85368930),
(1 300.39203),(2 352.29422),(3 386.1104),(4 418.50504),(5 438.44492),(6 452.35196),(7 472.20914),(8 494.91107),(9 502.19955),(10 509.32114),(11 516.3596),(12 516.33386),(13 525.4587),(14 524.38666),(15 518.39465),(16 505.92944),(17 501.50052),(18 497.53928),(19 492.4393),(20 489.85706),(21 485.6878),(22 479.20288),(23 492.262),(24 492.1783),(25 489.19482),(26 492.387),(27 501.00604),(28 513.3104),(29 512.6842),(30 522.06525),(31 520.6985),(32 521.35944),(33 522.7493),(34 527.15375),(35 533.648),(36 539.6694),(37 539.9831),(38 534.20166),(39 537.86566),(40 535.20905),(41 537.9259),(42 530.7708),(43 535.06683),(44 525.78436),(45 525.2453),(46 514.71906),(47 510.01083),(48 506.4528),(49 495.4678),(50 489.6383),(51 488.37326),(52 485.87653),(53 484.6336),(54 486.80307),(55 490.92807),(56 497.2168),(57 498.8247),(58 511.07666),(59 504.5911),(60 513.4288),(61 513.6207),(62 514.63007),(63 518.03253),(64 515.0638),(65 515.306),(66 525.67),(67 519.21326),(68 523.5138),(69 528.2768),(70 529.8334),(71 527.7002),(72 531.0399),(73 532.4268),(74 535.19244),(75 538.28076),(76 535.55176),(77 537.29126),(78 536.67444),(79 541.1321),
(1 294.70218),(2 347.83432),(3 385.93195),(4 414.9149),(5 429.19507),(6 445.23148),(7 457.6091),(8 477.28372),(9 483.28104),(10 489.8939),(11 499.1148),(12 502.941),(13 513.7647),(14 514.1022),(15 509.50653),(16 504.51895),(17 502.67978),(18 499.9892),(19 492.6218),(20 496.5664),(21 499.19913),(22 500.35492),(23 500.6098),(24 493.8128),(25 496.88397),(26 498.22693),(27 505.2123),(28 515.2268),(29 515.23004),(30 516.86664),(31 513.2684),(32 515.2933),(33 520.2155),(34 518.4709),(35 521.5125),(36 520.349),(37 520.9896),(38 521.9631),(39 522.8967),(40 515.12933),(41 506.98065),(42 502.3368),(43 504.82162),(44 505.89313),(45 499.9432),(46 495.57104),(47 485.92328),(48 485.34436),(49 481.63467),(50 481.43988),(51 477.21814),(52 471.57547),(53 469.11984),(54 466.8283),(55 470.57007),(56 474.77914),(57 477.20023),(58 494.51004),(59 492.95767),(60 503.71448),(61 505.92065),(62 504.4088),(63 509.76947),(64 506.22858),(65 507.55447),(66 511.7159),(67 513.3006),(68 512.2916),(69 508.28305),(70 506.58542),(71 506.87222),(72 511.01093),(73 509.93967),(74 505.81393),(75 514.01117),(76 511.84186),(77 512.0375),(78 510.48477),(79 518.0062),
(1 292.42932),(2 340.3417),(3 379.3665),(4 404.43875),(5 425.3698),(6 445.38135),(7 456.8223),(8 470.5394),(9 484.44794),(10 485.19666),(11 500.49316),(12 512.8904),(13 515.9517),(14 513.4704),(15 514.3562),(16 503.86258),(17 502.03745),(18 504.38324),(19 496.51898),(20 498.4539),(21 501.84494),(22 496.97516),(23 496.79504),(24 493.2132),(25 495.75696),(26 496.20917),(27 501.1395),(28 506.70157),(29 511.8801),(30 517.84174),(31 519.6678),(32 519.4642),(33 525.31665),(34 525.2455),(35 524.3669),(36 523.47546),(37 519.7468),(38 517.3155),(39 513.7704),(40 514.79443),(41 505.03458),(42 501.9591),(43 511.7539),(44 505.7015),(45 505.06613),(46 497.516),(47 495.6407),(48 487.67026),(49 483.87366),(50 476.5183),(51 475.7547),(52 473.62045),(53 470.8341),(54 472.45023),(55 478.9118),(56 478.81256),(57 477.92627),(58 488.85632),(59 490.05283),(60 491.12543),(61 496.88998),(62 501.5548),(63 501.60312),(64 506.34808),(65 505.31866),(66 506.26456),(67 513.55743),(68 504.82892),(69 503.10675),(70 501.77835),(71 502.82947),(72 505.98843),(73 511.099),(74 512.54614),(75 516.1119),(76 509.6583),(77 513.7984),(78 516.2253),(79 509.66946),
(1 292.50952),(2 342.78314),(3 377.81503),(4 404.4967),(5 422.0333),(6 440.71738),(7 455.33917),(8 466.40714),(9 476.61008),(10 483.1771),(11 493.96634),(12 504.82132),(13 517.8534),(14 510.72458),(15 503.62527),(16 499.7135),(17 499.49557),(18 496.98355),(19 497.04706),(20 492.32745),(21 494.37762),(22 491.5306),(23 489.8324),(24 485.7846),(25 491.72333),(26 490.73822),(27 503.43982),(28 502.46896),(29 510.28833),(30 511.122),(31 515.5212),(32 515.6274),(33 521.72565),(34 521.5969),(35 526.28296),(36 529.5562),(37 531.27185),(38 534.7291),(39 538.8245),(40 532.05585),(41 531.0001),(42 528.8111),(43 534.15753),(44 526.76324),(45 530.09955),(46 520.6876),(47 519.2615),(48 508.0886),(49 503.01318),(50 494.49622),(51 489.46075),(52 483.10403),(53 475.97546),(54 476.78812),(55 474.96753),(56 478.16644),(57 473.91202),(58 481.4796),(59 488.18735),(60 485.95776),(61 493.14496),(62 501.0735),(63 497.88828),(64 495.88776),(65 502.43036),(66 501.31958),(67 506.8669),(68 512.30365),(69 512.0981),(70 510.20886),(71 508.70624),(72 504.98514),(73 511.73303),(74 515.6949),(75 521.6928),(76 526.42847),(77 527.0475),(78 531.8951),(79 529.1146),
(1 281.91208),(2 334.56177),(3 368.19116),(4 388.67493),(5 404.24698),(6 425.0638),(7 442.55142),(8 451.42435),(9 463.10654),(10 467.26035),(11 476.08215),(12 485.12314),(13 488.0334),(14 484.51123),(15 481.8752),(16 477.30942),(17 474.62286),(18 475.08954),(19 471.1043),(20 474.68564),(21 475.32944),(22 475.0045),(23 477.659),(24 477.32068),(25 486.6903),(26 485.79034),(27 486.1709),(28 497.45798),(29 498.60165),(30 502.70627),(31 511.9791),(32 508.13403),(33 506.09824),(34 503.41223),(35 508.55334),(36 506.2487),(37 505.985),(38 504.7786),(39 508.2959),(40 501.4141),(41 498.86053),(42 499.62485),(43 502.53192),(44 496.0447),(45 492.75287),(46 493.25458),(47 489.17886),(48 490.8603),(49 490.8303),(50 486.35474),(51 483.052),(52 483.14606),(53 474.26434),(54 474.8397),(55 474.3741),(56 480.1708),(57 481.03983),(58 493.38837),(59 489.772),(60 486.74017),(61 492.67966),(62 499.38593),(63 497.94058),(64 500.64087),(65 500.98154),(66 499.1909),(67 504.1637),(68 502.61945),(69 509.5277),(70 508.7441),(71 508.1802),(72 505.3059),(73 510.22305),(74 512.96344),(75 519.1432),(76 517.53467),(77 514.7837),(78 518.18506),(79 513.69116),
(1 282.8056),(2 335.6146),(3 364.6579),(4 390.17792),(5 409.85602),(6 421.5979),(7 441.90875),(8 445.29205),(9 455.5674),(10 465.90854),(11 470.89063),(12 467.53284),(13 476.72797),(14 480.09525),(15 484.16577),(16 475.17712),(17 486.5998),(18 487.29883),(19 481.34164),(20 488.09772),(21 489.6108),(22 489.15015),(23 494.72546),(24 492.64853),(25 498.0187),(26 499.5179),(27 498.57907),(28 504.98892),(29 502.78702),(30 510.8892),(31 507.94205),(32 509.4771),(33 511.04593),(34 510.34604),(35 513.7744),(36 514.7473),(37 518.4064),(38 514.561),(39 518.5068),(40 513.1981),(41 518.0271),(42 513.5721),(43 521.22974),(44 509.77283),(45 499.68506),(46 494.13364),(47 487.20383),(48 485.11224),(49 479.35785),(50 474.476),(51 468.71838),(52 463.91016),(53 457.90576),(54 460.66138),(55 461.90454),(56 466.16022),(57 473.85895),(58 481.41135),(59 479.56863),(60 485.4509),(61 483.1878),(62 489.70932),(63 490.98648),(64 491.26123),(65 492.35266),(66 496.4349),(67 495.78793),(68 494.21408),(69 495.38693),(70 496.92096),(71 494.41122),(72 492.0432),(73 496.0257),(74 499.84006),(75 503.41077),(76 502.85486),(77 505.62457),(78 507.03644),(79 502.4544),
(1 275.87585),(2 322.9848),(3 350.28192),(4 370.6484),(5 386.6872),(6 401.3382),(7 414.50113),(8 430.7954),(9 436.8494),(10 445.85593),(11 453.64465),(12 450.80173),(13 457.80627),(14 458.87552),(15 460.97794),(16 464.67267),(17 470.78802),(18 467.38516),(19 463.99118),(20 463.72498),(21 466.1395),(22 465.83438),(23 466.59967),(24 463.53494),(25 468.82224),(26 464.5028),(27 461.79456),(28 464.4666),(29 467.25214),(30 471.5623),(31 473.89087),(32 467.20258),(33 469.6639),(34 475.56598),(35 476.61847),(36 472.71814),(37 477.4958),(38 475.48276),(39 468.6253),(40 470.12143),(41 468.6833),(42 467.01617),(43 470.99905),(44 468.6876),(45 468.3263),(46 468.5565),(47 463.50156),(48 462.62784),(49 463.96228),(50 461.81946),(51 462.5853),(52 464.3095),(53 458.99896),(54 459.40054),(55 458.63797),(56 462.21555),(57 457.9658),(58 466.51068),(59 466.5291),(60 474.48285),(61 469.98077),(62 474.64624),(63 475.8154),(64 477.72705),(65 479.43912),(66 473.98062),(67 472.34018),(68 470.83524),(69 472.15817),(70 471.12842),(71 472.77634),(72 467.6395),(73 470.03125),(74 468.47134),(75 475.5046),(76 480.5426),(77 481.19373),(78 483.61288),(79 479.3323),
(1 277.72638),(2 320.17773),(3 352.13574),(4 379.61905),(5 392.57245),(6 410.53165),(7 419.78082),(8 438.99054),(9 443.38113),(10 451.6218),(11 458.43872),(12 461.33698),(13 469.72104),(14 466.63525),(15 468.94525),(16 466.5407),(17 469.63104),(18 466.11227),(19 464.485),(20 464.4573),(21 464.257),(22 468.64),(23 470.9988),(24 473.30518),(25 477.34332),(26 474.99344),(27 476.6356),(28 483.78873),(29 481.21127),(30 487.90097),(31 487.8837),(32 485.56668),(33 486.3244),(34 493.17853),(35 498.4195),(36 496.89542),(37 494.22147),(38 496.70657),(39 501.99557),(40 499.97745),(41 499.10144),(42 496.62286),(43 500.4593),(44 490.80304),(45 486.1921),(46 485.2167),(47 473.6079),(48 471.6786),(49 466.4155),(50 463.39273),(51 455.9476),(52 453.2053),(53 448.25674),(54 446.9028),(55 450.8658),(56 450.37842),(57 449.99216),(58 456.07574),(59 455.2515),(60 459.93784),(61 460.75604),(62 458.58145),(63 459.7396),(64 458.45828),(65 460.63846),(66 463.89978),(67 465.25592),(68 467.02313),(69 471.7295),(70 470.8226),(71 471.89764),(72 468.42627),(73 477.29214),(74 477.4156),(75 485.20822),(76 484.56476),(77 485.00925),(78 487.21478),(79 495.39435),
(1 271.13422),(2 314.05682),(3 343.97556),(4 366.27905),(5 379.51672),(6 395.274),(7 408.34094),(8 416.87274),(9 425.98373),(10 429.97488),(11 433.83572),(12 437.58215),(13 444.50085),(14 443.71216),(15 448.40396),(16 439.39435),(17 440.8315),(18 434.2848),(19 439.3926),(20 436.20416),(21 443.24515),(22 439.88922),(23 439.57172),(24 444.56885),(25 448.48828),(26 446.20856),(27 453.866),(28 456.51953),(29 459.54532),(30 459.62582),(31 462.32724),(32 466.21317),(33 466.59094),(34 473.16034),(35 475.0542),(36 470.33435),(37 470.2099),(38 477.3659),(39 475.30115),(40 473.8877),(41 474.50635),(42 469.93567),(43 477.58588),(44 474.57718),(45 471.02036),(46 469.04025),(47 470.3684),(48 467.08612),(49 460.9593),(50 455.3284),(51 445.79276),(52 444.1985),(53 445.57104),(54 438.20764),(55 435.84067),(56 436.3178),(57 436.01413),(58 445.1759),(59 439.69077),(60 445.94516),(61 449.20163),(62 445.70325),(63 453.40527),(64 449.08148),(65 445.6231),(66 449.6704),(67 451.18585),(68 453.80502),(69 448.57068),(70 455.0759),(71 454.48364),(72 452.02133),(73 463.64362),(74 465.44543),(75 468.43167),(76 462.35025),(77 469.05548),(78 472.94394),(79 474.95224),
(1 265.60684),(2 310.2729),(3 342.56564),(4 365.0458),(5 380.3555),(6 393.26285),(7 406.51572),(8 419.80087),(9 430.05005),(10 440.405),(11 439.8549),(12 442.6201),(13 454.2533),(14 452.2533),(15 453.08685),(16 449.1988),(17 452.6083),(18 450.86447),(19 449.49094),(20 442.1683),(21 445.5027),(22 448.74057),(23 446.35294),(24 448.26337),(25 448.3175),(26 447.55426),(27 447.985),(28 457.73712),(29 458.84833),(30 456.7343),(31 457.7613),(32 463.42694),(33 461.06406),(34 462.58237),(35 464.0945),(36 460.21045),(37 461.78333),(38 466.527),(39 466.9455),(40 470.83417),(41 468.64728),(42 460.68115),(43 463.12573),(44 457.8747),(45 461.42017),(46 459.96756),(47 458.6135),(48 455.3563),(49 450.1611),(50 441.40198),(51 434.83652),(52 437.207),(53 433.06287),(54 428.28357),(55 428.47266),(56 430.5657),(57 429.26617),(58 439.7909),(59 435.09464),(60 437.39615),(61 433.4647),(62 431.21472),(63 436.16364),(64 432.29745),(65 437.1543),(66 437.912),(67 442.15118),(68 446.94107),(69 450.9278),(70 452.65656),(71 451.5066),(72 452.21814),(73 464.4816),(74 461.47308),(75 469.61313),(76 463.20596),(77 463.92343),(78 461.1715),(79 460.36328),
(1 264.24197),(2 309.75513),(3 336.8029),(4 357.48987),(5 374.627),(6 386.5873),(7 402.1156),(8 413.78946),(9 418.3212),(10 431.01486),(11 432.18793),(12 431.02255),(13 438.30157),(14 437.42133),(15 436.3737),(16 432.1483),(17 434.8551),(18 435.10757),(19 433.76563),(20 432.6936),(21 432.0147),(22 434.3702),(23 436.96838),(24 437.7953),(25 444.54337),(26 438.13483),(27 441.38913),(28 447.16),(29 454.38614),(30 453.37515),(31 454.76804),(32 450.0631),(33 455.44614),(34 455.3762),(35 455.40952),(36 456.78976),(37 458.893),(38 457.3776),(39 454.03427),(40 456.9752),(41 455.20248),(42 452.94254),(43 459.10556),(44 453.40018),(45 449.2888),(46 449.66202),(47 449.78354),(48 440.41312),(49 438.97192),(50 428.89594),(51 428.36047),(52 423.29565),(53 422.6272),(54 423.23682),(55 424.14633),(56 422.5496),(57 417.73752),(58 421.45056),(59 423.78036),(60 425.51224),(61 427.76498),(62 424.9792),(63 427.85928),(64 427.1697),(65 435.27023),(66 429.72812),(67 433.42044),(68 434.06708),(69 435.70596),(70 434.8823),(71 434.7234),(72 438.78467),(73 445.85718),(74 443.99747),(75 441.6742),(76 439.85764),(77 449.1719),(78 446.6784),(79 451.85483),
(1 257.97028),(2 299.21234),(3 337.17218),(4 359.70218),(5 376.0477),(6 389.12387),(7 399.3283),(8 411.5192),(9 414.68515),(10 420.63947),(11 422.39383),(12 424.2715),(13 428.98892),(14 430.97083),(15 432.29907),(16 427.484),(17 431.27234),(18 431.198),(19 429.64185),(20 429.18994),(21 432.32382),(22 434.6842),(23 437.4008),(24 438.92154),(25 443.0348),(26 445.00546),(27 455.84497),(28 454.6756),(29 450.75284),(30 455.34854),(31 453.3214),(32 459.6838),(33 455.2565),(34 460.66388),(35 455.7985),(36 461.89844),(37 457.49026),(38 463.73795),(39 462.04608),(40 458.60373),(41 458.23312),(42 458.09262),(43 463.18497),(44 464.22617),(45 460.1997),(46 452.9534),(47 444.74927),(48 444.648),(49 440.40256),(50 436.5144),(51 433.25253),(52 427.80716),(53 418.44263),(54 423.2283),(55 420.04745),(56 417.65866),(57 420.54648),(58 423.79694),(59 424.56732),(60 427.09137),(61 431.69415),(62 435.68338),(63 439.18774),(64 435.9998),(65 440.42062),(66 435.8405),(67 446.45615),(68 444.43704),(69 448.1442),(70 447.40106),(71 448.2088),(72 448.47986),(73 452.6893),(74 454.974),(75 454.78146),(76 451.19656),(77 458.32748),(78 457.25897),(79 457.09045),
(1 258.07922),(2 299.22864),(3 324.16098),(4 348.05258),(5 368.48053),(6 379.78717),(7 394.05936),(8 401.92),(9 411.49393),(10 418.5821),(11 421.11227),(12 425.18304),(13 435.91925),(14 440.6277),(15 436.54843),(16 433.261),(17 431.78873),(18 431.37955),(19 432.72235),(20 422.63507),(21 425.38638),(22 424.604),(23 424.03766),(24 427.8785),(25 427.6995),(26 425.558),(27 431.81903),(28 437.5557),(29 441.51556),(30 439.38733),(31 438.4478),(32 437.75607),(33 437.54224),(34 441.503),(35 437.2168),(36 444.10892),(37 441.67575),(38 444.1317),(39 449.78387),(40 445.62274),(41 448.0886),(42 447.1128),(43 448.42847),(44 441.10983),(45 438.0475),(46 433.64557),(47 434.24066),(48 434.9162),(49 426.37338),(50 420.7609),(51 416.19058),(52 416.14352),(53 410.00134),(54 410.52094),(55 407.6597),(56 405.9963),(57 406.7656),(58 412.79605),(59 415.03607),(60 418.42416),(61 416.38837),(62 416.6186),(63 423.41577),(64 418.9853),(65 422.604),(66 422.71246),(67 423.62927),(68 424.11578),(69 424.24115),(70 425.74176),(71 422.32718),(72 424.93765),(73 432.49777),(74 432.82147),(75 435.62274),(76 434.1111),(77 440.15384),(78 442.86642),(79 444.1472),
(1 250.82013),(2 290.83386),(3 315.83044),(4 336.30453),(5 349.0632),(6 361.1891),(7 375.11166),(8 385.8568),(9 389.43692),(10 395.98132),(11 402.29172),(12 403.5902),(13 412.65594),(14 409.61346),(15 410.54575),(16 403.7274),(17 408.0298),(18 404.14603),(19 406.91156),(20 404.54825),(21 405.99875),(22 410.0658),(23 410.92322),(24 409.76315),(25 411.38345),(26 416.43192),(27 417.54785),(28 423.1829),(29 419.7805),(30 422.38638),(31 421.36768),(32 420.8235),(33 417.97736),(34 419.0001),(35 417.69418),(36 419.30222),(37 420.51398),(38 418.67212),(39 420.65485),(40 417.81982),(41 418.59207),(42 418.18668),(43 418.41095),(44 418.33624),(45 414.99982),(46 412.72736),(47 410.53476),(48 405.7652),(49 406.60718),(50 402.94977),(51 398.5049),(52 396.52347),(53 390.6582),(54 392.91983),(55 394.87558),(56 397.94644),(57 399.01248),(58 400.52502),(59 402.17554),(60 406.2959),(61 409.0795),(62 412.8763),(63 412.1329),(64 413.61887),(65 412.4815),(66 418.81555),(67 421.09128),(68 422.0279),(69 420.56363),(70 421.69467),(71 422.78867),(72 422.31366),(73 430.56613),(74 431.7636),(75 435.5002),(76 434.83078),(77 436.98972),(78 438.96423),(79 433.25522),
(1 245.99728),(2 291.28677),(3 320.68134),(4 344.57483),(5 356.7626),(6 366.58386),(7 382.4156),(8 396.04785),(9 405.3359),(10 413.91574),(11 415.07675),(12 422.30716),(13 429.7624),(14 427.36612),(15 428.60092),(16 421.59415),(17 420.47253),(18 418.3995),(19 413.8527),(20 418.64822),(21 417.55737),(22 414.7204),(23 420.19324),(24 417.31406),(25 419.11032),(26 417.5588),(27 422.08255),(28 426.9035),(29 426.69092),(30 432.73303),(31 433.73254),(32 440.51224),(33 437.54913),(34 442.83997),(35 443.93484),(36 440.7647),(37 440.78845),(38 440.0482),(39 435.16263),(40 436.73264),(41 433.19788),(42 431.858),(43 434.21497),(44 429.53058),(45 423.03305),(46 416.4608),(47 413.54044),(48 411.727),(49 407.31235),(50 401.15002),(51 400.98926),(52 396.41476),(53 399.1945),(54 394.9095),(55 396.34927),(56 396.15543),(57 395.39313),(58 407.2135),(59 404.131),(60 408.97586),(61 411.65634),(62 412.79666),(63 416.02347),(64 412.35245),(65 415.20975),(66 414.387),(67 416.18802),(68 413.62814),(69 415.0173),(70 417.7112),(71 418.4133),(72 419.1639),(73 427.41653),(74 422.32504),(75 430.7439),(76 427.0401),(77 428.22675),(78 433.0701),(79 431.70465),
(1 245.50688),(2 289.0179),(3 321.16452),(4 339.09308),(5 351.18375),(6 361.36008),(7 372.67392),(8 384.18344),(9 393.29486),(10 395.5042),(11 402.57602),(12 400.1048),(13 405.41992),(14 410.57608),(15 412.0966),(16 408.40042),(17 409.11917),(18 406.61752),(19 404.69522),(20 404.48138),(21 404.29224),(22 403.109),(23 402.372),(24 408.62646),(25 412.1131),(26 415.66815),(27 419.58682),(28 432.122),(29 431.34613),(30 442.0505),(31 439.91595),(32 441.87994),(33 444.82626),(34 440.75174),(35 439.27576),(36 440.33978),(37 442.7445),(38 439.10605),(39 436.33807),(40 432.8941),(41 434.68314),(42 434.2568),(43 438.70123),(44 431.46127),(45 426.35324),(46 421.80493),(47 423.4337),(48 417.77737),(49 414.22736),(50 408.61707),(51 400.46518),(52 396.09894),(53 396.40506),(54 391.52615),(55 394.08353),(56 397.261),(57 398.56744),(58 402.9848),(59 402.92975),(60 405.11234),(61 405.61343),(62 407.27176),(63 408.78638),(64 403.3991),(65 408.0723),(66 405.3788),(67 410.83292),(68 407.03156),(69 404.09143),(70 403.84238),(71 409.7936),(72 407.66748),(73 415.10254),(74 412.8909),(75 413.31088),(76 414.85703),(77 417.1917),(78 420.13416),(79 418.29605),
(1 243.89555),(2 285.87332),(3 318.41177),(4 339.5655),(5 357.85),(6 364.10605),(7 376.47205),(8 387.68906),(9 396.84006),(10 402.8815),(11 405.66537),(12 403.4731),(13 407.76447),(14 411.53073),(15 415.5091),(16 414.89743),(17 414.29874),(18 414.36893),(19 410.84164),(20 405.6657),(21 404.30054),(22 400.01288),(23 402.73456),(24 399.41675),(25 401.02536),(26 396.87433),(27 400.92),(28 405.36615),(29 406.50116),(30 415.85437),(31 414.4064),(32 415.09546),(33 419.0637),(34 423.8354),(35 419.01843),(36 428.50287),(37 427.41345),(38 426.89517),(39 430.7029),(40 427.14975),(41 421.35657),(42 417.40988),(43 420.5069),(44 416.86002),(45 409.31314),(46 409.6657),(47 405.2036),(48 400.31522),(49 394.03583),(50 394.17966),(51 386.2558),(52 389.30975),(53 390.70718),(54 381.3787),(55 377.84244),(56 381.29987),(57 380.75024),(58 388.6134),(59 389.3422),(60 391.0446),(61 389.1497),(62 393.01657),(63 395.93445),(64 397.33914),(65 398.85486),(66 405.35132),(67 413.01932),(68 412.70035),(69 413.85187),(70 414.35968),(71 416.77448),(72 422.1229),(73 425.02518),(74 423.5535),(75 425.8115),(76 422.93866),(77 423.98788),(78 424.14877),(79 419.261),
(1 248.55725),(2 287.29855),(3 318.32874),(4 335.6999),(5 359.51385),(6 366.9584),(7 382.5995),(8 394.43204),(9 402.4574),(10 410.438),(11 412.86697),(12 415.3293),(13 421.1157),(14 422.46857),(15 425.6294),(16 423.49344),(17 418.21735),(18 421.39407),(19 419.31668),(20 411.17328),(21 405.49094),(22 401.48746),(23 398.3477),(24 399.2171),(25 399.8125),(26 397.06158),(27 401.50348),(28 406.96777),(29 404.7976),(30 406.42148),(31 409.96536),(32 412.81656),(33 415.9026),(34 417.53592),(35 422.37924),(36 428.77454),(37 430.1876),(38 429.4175),(39 424.27823),(40 426.75522),(41 428.7312),(42 427.31494),(43 428.27463),(44 421.04388),(45 419.75305),(46 412.98193),(47 415.02408),(48 409.35013),(49 405.62964),(50 395.549),(51 394.46863),(52 392.44916),(53 387.8293),(54 382.9166),(55 384.94016),(56 385.34644),(57 383.6878),(58 396.25845),(59 399.70416),(60 402.1852),(61 400.6518),(62 400.7016),(63 403.4469),(64 402.87213),(65 404.02625),(66 406.50055),(67 415.4502),(68 414.09924),(69 417.192),(70 418.96487),(71 419.42267),(72 423.0313),(73 425.85422),(74 425.36176),(75 428.89993),(76 427.66312),(77 430.16028),(78 429.13257),(79 431.00174),
