1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1234.3389),(2 2291.6826),(3 3102.3179),(4 3661.0996),(5 4080.2986),(6 4588.5547),(7 4867.9014),(8 5072.0723),(9 5201.9497),(10 5416.341),(11 5586.3516),(12 5756.764),(13 5881.33),(14 5957.9243),(15 6018.2993),(16 6056.2827),(17 6105.9775),(18 6327.8237),(19 6358.709),(20 6409.109),(21 6511.722),(22 6576.3135),(23 6586.87),(24 6637.2285),(25 6657.189),(26 6702.875),(27 6779.1),(28 6783.3735),(29 6809.415),(30 7016.0674),(31 7052.635),(32 7051.158),(33 7121.783),(34 7216.9805),(35 7285.9956),(36 7307.386),(37 7310.4897),(38 7332.168),(39 7341.0034),(40 7319.3228),(41 7349.359),(42 7378.8325),(43 7426.8257),(44 7419.057),(45 7425.188),(46 7426.9307),(47 7425.0293),(48 7463.1655),(49 7530.419),(50 7597.3145),(51 7652.6587),(52 7620.8423),(53 7610.043),(54 7693.3823),(55 7662.3843),(56 7615.056),(57 7555.3506),(58 7496.118),(59 7428.4995),(60 7387.676),(61 7365.653),(62 7354.0894),(63 7310.0693),(64 7217.6787),(65 7212.7227),(66 7268.673),(67 7242.349),(68 7223.0195),(69 7175.7227),(70 7175.571),(71 7172.112),(72 7115.847),(73 7124.556),(74 7144.958),(75 7185.588),(76 7164.7227),(77 7129.642),(78 7249.0093),(79 7261.0835),
(1 1221.4705),(2 2257.3467),(3 3006.3467),(4 3567.2944),(5 3991.0994),(6 4488.9126),(7 4753.975),(8 4944.4194),(9 5119.211),(10 5323.9707),(11 5469.4487),(12 5602.8564),(13 5645.672),(14 5697.208),(15 5773.0313),(16 5801.486),(17 5862.027),(18 6017.378),(19 6060.426),(20 6065.563),(21 6090.015),(22 6168.864),(23 6238.005),(24 6280.671),(25 6323.3516),(26 6399.843),(27 6468.991),(28 6485.137),(29 6541.3784),(30 6682.287),(31 6697.0825),(32 6723.1284),(33 6791.2114),(34 6852.249),(35 6920.9585),(36 6966.8193),(37 7040.0684),(38 7076.8804),(39 7154.5903),(40 7154.8076),(41 7196.1143),(42 7233.203),(43 7267.679),(44 7240.8438),(45 7165.7314),(46 7162.1475),(47 7171.578),(48 7180.556),(49 7196.2344),(50 7198.0615),(51 7231.867),(52 7204.035),(53 7205.383),(54 7232.5337),(55 7210.084),(56 7184.9063),(57 7148.956),(58 7135.091),(59 7135.141),(60 7112.111),(61 7153.1216),(62 7146.666),(63 7167.0776),(64 7159.88),(65 7126.385),(66 7204.5757),(67 7164.754),(68 7113.6606),(69 7084.683),(70 7090.949),(71 7107.1416),(72 7086.897),(73 7072.3325),(74 7018.794),(75 7040.8687),(76 7052.4326),(77 7098.645),(78 7238.9414),(79 7271.0137),
(1 1182.6124),(2 2165.5435),(3 2898.0603),(4 3423.6563),(5 3803.7087),(6 4198.664),(7 4396.1924),(8 4491.2993),(9 4599.8804),(10 4758.5396),(11 4932.5596),(12 5097.356),(13 5195.15),(14 5269.267),(15 5352.612),(16 5411.118),(17 5456.1567),(18 5567.5225),(19 5640.644),(20 5660.4575),(21 5671.9526),(22 5748.6133),(23 5819.0835),(24 5846.7617),(25 5904.607),(26 6013.897),(27 6064.605),(28 6085.615),(29 6149.464),(30 6241.611),(31 6316.6333),(32 6373.289),(33 6404.003),(34 6437.625),(35 6451.272),(36 6478.608),(37 6510.826),(38 6529.269),(39 6565.2705),(40 6614.092),(41 6660.2314),(42 6744.2383),(43 6783.737),(44 6750.8096),(45 6707.626),(46 6663.0874),(47 6622.124),(48 6648.0366),(49 6706.0386),(50 6736.1714),(51 6773.1167),(52 6743.703),(53 6784.312),(54 6785.861),(55 6775.9497),(56 6733.18),(57 6684.553),(58 6710.898),(59 6728.436),(60 6733.8477),(61 6726.0273),(62 6689.805),(63 6712.3784),(64 6670.392),(65 6646.276),(66 6696.6665),(67 6649.3667),(68 6633.2188),(69 6601.8457),(70 6627.0347),(71 6627.4136),(72 6632.109),(73 6634.3496),(74 6613.156),(75 6645.9717),(76 6653.2593),(77 6675.94),(78 6720.974),(79 6746.2813),
(1 1169.842),(2 2170.337),(3 2848.375),(4 3325.0313),(5 3671.677),(6 4053.751),(7 4246.192),(8 4382.4414),(9 4499.2056),(10 4699.412),(11 4852.7876),(12 4995.5957),(13 5068.8345),(14 5147.6055),(15 5189.1563),(16 5211.3564),(17 5246.956),(18 5398.793),(19 5459.241),(20 5487.204),(21 5487.9844),(22 5536.2637),(23 5569.0938),(24 5609.946),(25 5651.817),(26 5742.5874),(27 5817.2065),(28 5809.6147),(29 5859.713),(30 5949.5522),(31 5984.39),(32 6019.65),(33 6050.514),(34 6080.326),(35 6113.453),(36 6101.8154),(37 6137.308),(38 6165.861),(39 6184.576),(40 6172.3877),(41 6189.6646),(42 6278.1265),(43 6293.8784),(44 6305.8726),(45 6311.8174),(46 6311.783),(47 6323.2524),(48 6322.84),(49 6358.498),(50 6399.464),(51 6468.8325),(52 6435.2593),(53 6447.176),(54 6510.698),(55 6481.514),(56 6463.1035),(57 6397.525),(58 6367.6113),(59 6382.352),(60 6379.054),(61 6350.034),(62 6348.454),(63 6348.8784),(64 6346.876),(65 6367.061),(66 6356.911),(67 6302.653),(68 6292.0293),(69 6244.6543),(70 6285.7124),(71 6314.0776),(72 6267.5913),(73 6253.253),(74 6262.071),(75 6331.62),(76 6359.521),(77 6362.108),(78 6438.0127),(79 6432.287),
(1 1108.0759),(2 2031.1146),(3 2701.1372),(4 3121.63),(5 3429.987),(6 3791.5308),(7 3979.367),(8 4127.4053),(9 4220.0054),(10 4407.4204),(11 4586.143),(12 4700.743),(13 4762.906),(14 4858.082),(15 4913.551),(16 4937.104),(17 4990.3438),(18 5160.069),(19 5198.4985),(20 5240.2046),(21 5288.5054),(22 5361.481),(23 5412.848),(24 5473.785),(25 5541.8813),(26 5619.407),(27 5673.15),(28 5718.3975),(29 5751.375),(30 5883.691),(31 5884.6563),(32 5873.609),(33 5894.227),(34 5912.5156),(35 5893.5835),(36 5896.5996),(37 5869.3345),(38 5906.7163),(39 5957.9585),(40 5919.78),(41 5902.7715),(42 5921.7314),(43 5946.4814),(44 5976.1016),(45 6010.9985),(46 6003.027),(47 6026.41),(48 6078.396),(49 6135.855),(50 6167.438),(51 6234.4644),(52 6215.933),(53 6259.7607),(54 6323.813),(55 6327.4854),(56 6321.539),(57 6298.2056),(58 6278.5107),(59 6274.9844),(60 6236.6104),(61 6275.2827),(62 6292.55),(63 6308.13),(64 6322.169),(65 6325.7876),(66 6368.06),(67 6321.4927),(68 6288.6147),(69 6253.073),(70 6241.748),(71 6247.2295),(72 6209.2207),(73 6240.0615),(74 6193.1587),(75 6202.416),(76 6191.7656),(77 6162.965),(78 6169.0313),(79 6140.5547),
(1 1075.9023),(2 1964.9922),(3 2611.6067),(4 3062.6096),(5 3383.9624),(6 3686.732),(7 3825.9792),(8 3933.1802),(9 4069.4622),(10 4210.007),(11 4342.8315),(12 4493.881),(13 4614.0337),(14 4678.611),(15 4698.4814),(16 4716.237),(17 4736.2407),(18 4888.568),(19 4972.034),(20 5063.8535),(21 5124.514),(22 5180.1406),(23 5212.534),(24 5257.9893),(25 5293.606),(26 5374.862),(27 5454.574),(28 5477.9507),(29 5501.9287),(30 5600.1167),(31 5624.9063),(32 5615.0645),(33 5631.222),(34 5651.2285),(35 5626.1924),(36 5676.694),(37 5705.476),(38 5705.0894),(39 5713.7744),(40 5684.2646),(41 5657.121),(42 5631.435),(43 5642.8345),(44 5625.7427),(45 5615.3403),(46 5609.6694),(47 5633.2075),(48 5642.6396),(49 5686.455),(50 5696.0806),(51 5716.3003),(52 5681.555),(53 5660.031),(54 5743.699),(55 5748.2075),(56 5805.9995),(57 5816.129),(58 5834.64),(59 5821.633),(60 5754.51),(61 5752.053),(62 5744.323),(63 5771.5205),(64 5777.206),(65 5798.1377),(66 5845.248),(67 5811.2944),(68 5788.096),(69 5769.1177),(70 5796.909),(71 5775.2383),(72 5770.361),(73 5772.616),(74 5753.291),(75 5733.248),(76 5710.1196),(77 5725.373),(78 5677.128),(79 5639.0107),
(1 1043.651),(2 1902.8463),(3 2507.3745),(4 2923.49),(5 3226.4922),(6 3556.948),(7 3719.3494),(8 3842.1484),(9 3926.9597),(10 4058.053),(11 4139.8076),(12 4249.9653),(13 4346.782),(14 4404.9897),(15 4441.4663),(16 4483.4507),(17 4519.0645),(18 4626.0796),(19 4690.2935),(20 4750.555),(21 4799.2896),(22 4852.205),(23 4863.036),(24 4901.7866),(25 4970.268),(26 5076.1484),(27 5071.748),(28 5096.1187),(29 5112.1367),(30 5173.974),(31 5192.5317),(32 5204.086),(33 5198.5337),(34 5226.8784),(35 5278.9775),(36 5319.402),(37 5330.312),(38 5352.305),(39 5356.5435),(40 5356.028),(41 5400.962),(42 5480.2236),(43 5523.7),(44 5543.697),(45 5521.3774),(46 5506.8115),(47 5510.2705),(48 5509.049),(49 5485.6533),(50 5476.2686),(51 5511.1987),(52 5489.007),(53 5479.2847),(54 5571.1025),(55 5573.2383),(56 5595.201),(57 5576.751),(58 5585.9434),(59 5590.739),(60 5582.437),(61 5573.102),(62 5560.0737),(63 5576.308),(64 5561.2783),(65 5588.4604),(66 5636.236),(67 5632.4893),(68 5639.0713),(69 5631.124),(70 5572.694),(71 5532.913),(72 5531.49),(73 5537.1416),(74 5538.4487),(75 5525.85),(76 5452.0327),(77 5405.05),(78 5376.019),(79 5360.922),
(1 1026.7355),(2 1870.8246),(3 2435.245),(4 2837.5032),(5 3108.971),(6 3447.997),(7 3582.7688),(8 3715.5696),(9 3847.6262),(10 3989.1404),(11 4091.2566),(12 4181.5713),(13 4272.022),(14 4345.553),(15 4404.511),(16 4464.8438),(17 4500.877),(18 4630.822),(19 4708.808),(20 4784.52),(21 4826.04),(22 4867.22),(23 4866.2173),(24 4928.6074),(25 5010.831),(26 5101.7666),(27 5136.905),(28 5156.3726),(29 5208.044),(30 5311.464),(31 5333.4585),(32 5317.908),(33 5303.6353),(34 5301.0674),(35 5309.584),(36 5299.448),(37 5327.0815),(38 5321.5786),(39 5312.208),(40 5301.8745),(41 5342.7915),(42 5370.54),(43 5395.0703),(44 5441.3457),(45 5435.7773),(46 5432.594),(47 5449.302),(48 5491.9287),(49 5532.186),(50 5578.793),(51 5615.4204),(52 5592.198),(53 5586.5625),(54 5584.259),(55 5562.2373),(56 5505.658),(57 5487.3677),(58 5485.9014),(59 5511.1377),(60 5503.6377),(61 5464.527),(62 5435.305),(63 5467.9556),(64 5420.433),(65 5427.209),(66 5440.345),(67 5423.166),(68 5458.9224),(69 5431.6567),(70 5402.711),(71 5374.6704),(72 5342.6714),(73 5324.011),(74 5294.9854),(75 5277.9727),(76 5249.126),(77 5262.656),(78 5277.83),(79 5288.532),
(1 980.40234),(2 1770.8439),(3 2348.1316),(4 2755.1353),(5 3058.6414),(6 3404.4675),(7 3584.9133),(8 3718.964),(9 3836.7646),(10 3961.7805),(11 4056.4114),(12 4154.098),(13 4228.4937),(14 4294.5957),(15 4333.8477),(16 4381.117),(17 4392.7554),(18 4501.7466),(19 4555.0044),(20 4580.5923),(21 4618.363),(22 4669.065),(23 4689.551),(24 4721.2544),(25 4762.4746),(26 4796.554),(27 4856.807),(28 4913.867),(29 4971.237),(30 5073.4707),(31 5089.7847),(32 5053.263),(33 5042.271),(34 5050.729),(35 5044.632),(36 5032.972),(37 5023.326),(38 5049.3013),(39 5079.047),(40 5092.116),(41 5137.75),(42 5177.98),(43 5177.6484),(44 5200.9),(45 5218.579),(46 5212.6636),(47 5213.154),(48 5205.805),(49 5193.022),(50 5194.7666),(51 5273.561),(52 5239.7144),(53 5226.7407),(54 5219.7705),(55 5210.4883),(56 5188.0923),(57 5194.4307),(58 5193.9185),(59 5191.211),(60 5170.9165),(61 5144.677),(62 5131.537),(63 5110.4043),(64 5082.4653),(65 5083.991),(66 5081.652),(67 5067.3823),(68 5109.413),(69 5131.0967),(70 5119.604),(71 5159.028),(72 5129.564),(73 5080.512),(74 5026.959),(75 5023.74),(76 4995.0815),(77 5021.507),(78 5098.266),(79 5082.8755),
(1 970.49817),(2 1724.7621),(3 2255.5203),(4 2626.3545),(5 2906.3552),(6 3259.733),(7 3450.018),(8 3573.4233),(9 3697.6895),(10 3824.0752),(11 3917.6106),(12 3997.2239),(13 4082.6018),(14 4146.7354),(15 4234.2983),(16 4287.919),(17 4300.6943),(18 4407.5337),(19 4425.5493),(20 4449.0723),(21 4511.5986),(22 4565.048),(23 4574.0576),(24 4606.953),(25 4653.6196),(26 4708.0444),(27 4759.111),(28 4846.051),(29 4906.541),(30 4977.9536),(31 5000.146),(32 5024.485),(33 4997.1),(34 4991.294),(35 5008.714),(36 4999.9595),(37 4954.631),(38 4924.6333),(39 4932.6455),(40 4913.88),(41 4901.8027),(42 4932.223),(43 4937.9214),(44 4954.6978),(45 4987.876),(46 5023.757),(47 5037),(48 5022.4287),(49 5039.5127),(50 5047.6807),(51 5065.9595),(52 5020.0835),(53 5031.7783),(54 5024.4497),(55 5027.2),(56 5024.205),(57 5032.567),(58 5048.681),(59 5089.9727),(60 5108.311),(61 5090.6187),(62 5087.054),(63 5064.3003),(64 5073.149),(65 5067.6895),(66 5116.2715),(67 5117.7456),(68 5123.4346),(69 5108.9766),(70 5127.815),(71 5168.787),(72 5193.5005),(73 5193.2935),(74 5174.382),(75 5170.978),(76 5157.3413),(77 5125.7886),(78 5120.09),(79 5116.4697),
(1 948.6936),(2 1683.3274),(3 2215.8015),(4 2608.189),(5 2879.1226),(6 3176.4565),(7 3315.967),(8 3430.444),(9 3516.0464),(10 3693.0308),(11 3788.605),(12 3876.5173),(13 3925.1309),(14 3968.403),(15 3992.8413),(16 3995.9524),(17 3992.4849),(18 4137.2134),(19 4162.6826),(20 4195.1523),(21 4232.809),(22 4287.1616),(23 4334.4585),(24 4371.7554),(25 4391.873),(26 4418.829),(27 4447.612),(28 4483.5864),(29 4535.52),(30 4626.893),(31 4639.719),(32 4672.6265),(33 4684.3096),(34 4664.496),(35 4632.084),(36 4615.88),(37 4612.0977),(38 4615.4795),(39 4647.92),(40 4620.9985),(41 4660.123),(42 4696.4604),(43 4701.89),(44 4669.2695),(45 4658.216),(46 4664.8115),(47 4667.7983),(48 4683.605),(49 4739.4575),(50 4778.641),(51 4818.9453),(52 4793.3306),(53 4810.245),(54 4858.6113),(55 4859.502),(56 4866.108),(57 4840.6523),(58 4854.275),(59 4862.5166),(60 4889.323),(61 4878.5713),(62 4836.1367),(63 4795.376),(64 4770.6064),(65 4737.847),(66 4762.4873),(67 4743.963),(68 4726.6226),(69 4694.467),(70 4680.4717),(71 4690.036),(72 4687.384),(73 4681.288),(74 4677.8726),(75 4646.7334),(76 4606.5186),(77 4624.0938),(78 4681.73),(79 4692.3193),
(1 906.4078),(2 1591.1306),(3 2079.5972),(4 2397.4658),(5 2652.8308),(6 2928.7861),(7 3055.0884),(8 3158.0686),(9 3254.2537),(10 3365.4165),(11 3436.128),(12 3532.106),(13 3584.0557),(14 3645.3547),(15 3702.2026),(16 3730.9006),(17 3763.2283),(18 3923.1648),(19 3957.148),(20 3985.0886),(21 3996.3865),(22 4013.4707),(23 4038.945),(24 4063.602),(25 4083.2),(26 4143.3516),(27 4178.1455),(28 4223.482),(29 4283.55),(30 4351.1836),(31 4394.9873),(32 4410.599),(33 4424.7764),(34 4414.884),(35 4406.883),(36 4420.6255),(37 4426.7217),(38 4477.351),(39 4491.416),(40 4496.05),(41 4493.8794),(42 4514.4595),(43 4493.6865),(44 4481.58),(45 4493.3477),(46 4499.286),(47 4484.935),(48 4487.133),(49 4545.1084),(50 4588.796),(51 4580.364),(52 4561.796),(53 4552.2554),(54 4580.8657),(55 4584.4077),(56 4585.7095),(57 4597.1177),(58 4606.127),(59 4604.267),(60 4609.364),(61 4613.882),(62 4575.426),(63 4584.812),(64 4565.064),(65 4584.5024),(66 4606.2324),(67 4582.6035),(68 4577.4697),(69 4571.76),(70 4540.9063),(71 4525.497),(72 4543.5366),(73 4531.2896),(74 4534.6),(75 4511.9946),(76 4475.5566),(77 4472.2944),(78 4508.938),(79 4512.5024),
(1 890.3422),(2 1572.2589),(3 2046.2855),(4 2350.3157),(5 2602.0278),(6 2886.4658),(7 3006.8103),(8 3093.4663),(9 3178.7478),(10 3269.4475),(11 3357.794),(12 3444.8083),(13 3532.021),(14 3606.9438),(15 3666.6501),(16 3696.1616),(17 3710.358),(18 3814.273),(19 3868.8408),(20 3903.4595),(21 3955.2979),(22 3998.6643),(23 3995.7588),(24 3983.4382),(25 3999.976),(26 4037.1147),(27 4056.9724),(28 4082.7556),(29 4080.1614),(30 4104.293),(31 4088.2827),(32 4080.0808),(33 4106.486),(34 4141.7837),(35 4154.806),(36 4205.4463),(37 4242.5283),(38 4269.0615),(39 4263.5933),(40 4262.585),(41 4261.5293),(42 4240.043),(43 4219.4336),(44 4228.873),(45 4226.112),(46 4228.397),(47 4247.7354),(48 4302.441),(49 4341.718),(50 4424.0625),(51 4424.5625),(52 4391.7773),(53 4385.6987),(54 4428.705),(55 4432.4653),(56 4463.608),(57 4483.4497),(58 4469.3784),(59 4513.135),(60 4529.8228),(61 4518.2227),(62 4488.748),(63 4487.072),(64 4481.248),(65 4479.635),(66 4498.6924),(67 4481.354),(68 4494.134),(69 4486.8027),(70 4497.229),(71 4462.938),(72 4460.9277),(73 4503.162),(74 4481.5903),(75 4499.2354),(76 4484.525),(77 4504.869),(78 4511.2236),(79 4512.7354),
(1 865.9132),(2 1515.5612),(3 1981.6322),(4 2323.0913),(5 2584.4111),(6 2864.5535),(7 2990.2366),(8 3075.2397),(9 3151.6563),(10 3228.3733),(11 3311.12),(12 3353.9724),(13 3418.526),(14 3462.2583),(15 3538.6194),(16 3599.686),(17 3621.486),(18 3688.1345),(19 3713.9482),(20 3763.0837),(21 3777.759),(22 3852.3987),(23 3891.4421),(24 3900.4216),(25 3909.0403),(26 3921.2747),(27 3933.3835),(28 3958.633),(29 3990.2625),(30 4032.44),(31 4040.5884),(32 4058.906),(33 4081.2344),(34 4092.6035),(35 4120.9106),(36 4118.6733),(37 4118.3145),(38 4131.42),(39 4118.023),(40 4132.895),(41 4137.0645),(42 4158.945),(43 4155.82),(44 4177.598),(45 4174.2227),(46 4181.24),(47 4204.967),(48 4251.591),(49 4273.6045),(50 4304.032),(51 4362.782),(52 4349.2075),(53 4327.321),(54 4401.068),(55 4418.759),(56 4420.965),(57 4420.6846),(58 4375.7876),(59 4356.669),(60 4328.6143),(61 4337.1416),(62 4323.082),(63 4346.455),(64 4344.6313),(65 4337.9316),(66 4373.6797),(67 4363.2656),(68 4348.013),(69 4316.324),(70 4323.432),(71 4339.3164),(72 4343.0913),(73 4331.481),(74 4337.393),(75 4354.4893),(76 4304.617),(77 4267.329),(78 4260.736),(79 4235.582),
(1 844.66644),(2 1483.5013),(3 1944.0153),(4 2255.556),(5 2478.7795),(6 2786.3542),(7 2951.8035),(8 3031.9216),(9 3118.939),(10 3203.2615),(11 3239.372),(12 3294.7092),(13 3337.2683),(14 3376.9282),(15 3415.2122),(16 3415.986),(17 3427.9705),(18 3486.8176),(19 3500.5776),(20 3510.3254),(21 3536.3257),(22 3566.0803),(23 3617.9397),(24 3648.9463),(25 3672.7344),(26 3704.2551),(27 3703.8992),(28 3720.0212),(29 3785.8267),(30 3839.1177),(31 3851.803),(32 3844.8682),(33 3841.9211),(34 3856.2874),(35 3879.6475),(36 3895.6523),(37 3920.8303),(38 3949.9397),(39 3948.9287),(40 3943.9543),(41 3985.4448),(42 4024.47),(43 4018.959),(44 4038.0625),(45 4013.9644),(46 4029.926),(47 4065.1162),(48 4097.393),(49 4140.986),(50 4156.1636),(51 4196.816),(52 4192.2124),(53 4174.141),(54 4240.618),(55 4259.8574),(56 4247.246),(57 4255.963),(58 4235.09),(59 4223.791),(60 4213.955),(61 4206.814),(62 4178.671),(63 4199.286),(64 4185.4995),(65 4172.1978),(66 4207.8447),(67 4242.541),(68 4240.827),(69 4240.737),(70 4231.3647),(71 4237.1353),(72 4238.194),(73 4235.4785),(74 4202.726),(75 4191.104),(76 4131.1094),(77 4102.4995),(78 4126.0176),(79 4122.724),
(1 785.70013),(2 1376.7074),(3 1808.7662),(4 2117.4697),(5 2346.1543),(6 2615.7417),(7 2762.6174),(8 2863.833),(9 2937.209),(10 3011.9067),(11 3048.4814),(12 3085.1863),(13 3128.588),(14 3140.7505),(15 3172.1372),(16 3188.3584),(17 3191.0884),(18 3264.0615),(19 3288.4927),(20 3301.471),(21 3321.663),(22 3363.0588),(23 3377.1414),(24 3405.2705),(25 3409.878),(26 3431.2722),(27 3458.2686),(28 3467.346),(29 3494.1167),(30 3602.2852),(31 3641.8672),(32 3688.0352),(33 3694.5938),(34 3695.1543),(35 3719.8003),(36 3720.8645),(37 3739.1272),(38 3777.0806),(39 3811.9238),(40 3779.8477),(41 3797.334),(42 3869.6467),(43 3883.6445),(44 3895.9585),(45 3877.3296),(46 3846.2993),(47 3853.0857),(48 3869.0493),(49 3891.2007),(50 3902.9097),(51 3893.9082),(52 3879.6277),(53 3868.3767),(54 3865.823),(55 3860.5017),(56 3860.2773),(57 3844.9087),(58 3822.4805),(59 3803.0632),(60 3786.4854),(61 3770.5745),(62 3773.931),(63 3779.4355),(64 3781.9927),(65 3755.2349),(66 3778.9573),(67 3796.1204),(68 3838.2024),(69 3841.1743),(70 3859.0005),(71 3852.7813),(72 3849.453),(73 3850.672),(74 3832.5034),(75 3820.9023),(76 3807.0354),(77 3806.4658),(78 3859.8992),(79 3878.5918),
(1 783.0869),(2 1382.9468),(3 1773.603),(4 2049.1611),(5 2256.144),(6 2481.659),(7 2604.2861),(8 2701.0745),(9 2765.2673),(10 2854.9219),(11 2909.9336),(12 2959.608),(13 3017.4985),(14 3044.2961),(15 3062.7195),(16 3094.6492),(17 3115.2693),(18 3186.4268),(19 3217),(20 3259.8967),(21 3311.2158),(22 3346.9348),(23 3369.6445),(24 3400.027),(25 3419.251),(26 3433.2097),(27 3438.5872),(28 3472.1223),(29 3507.002),(30 3550.8665),(31 3581.9736),(32 3591.3425),(33 3610.5115),(34 3622.1743),(35 3661.2312),(36 3692.1563),(37 3706.4395),(38 3725.1995),(39 3749.3677),(40 3764.5789),(41 3761.915),(42 3807.8555),(43 3808.622),(44 3818.0515),(45 3815.3518),(46 3783.6882),(47 3766.584),(48 3770.1724),(49 3779.741),(50 3772.7104),(51 3779.5916),(52 3755.8838),(53 3762.5354),(54 3759.6262),(55 3759.6123),(56 3760.2234),(57 3763.2678),(58 3749.6982),(59 3739.2688),(60 3718.652),(61 3713.5872),(62 3690.544),(63 3686.5332),(64 3696.99),(65 3688.8289),(66 3734.1238),(67 3723.3179),(68 3721.3867),(69 3723.5876),(70 3726.8972),(71 3701.4812),(72 3699.1394),(73 3707.003),(74 3688.3672),(75 3698.1523),(76 3678.5566),(77 3657.6782),(78 3719.6023),(79 3726.4507),
