1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 93100.71),(2 239491.88),(3 513159.6),(4 808813.94),(5 1196806.9),(6 1600223.9),(7 2077498),(8 2598139.8),(9 3087148),(10 3546308.3),(11 3908196.3),(12 4278253.5),(13 4586271.5),(14 4947950.5),(15 5330389),(16 5837382.5),(17 6401086.5),(18 7163907.5),(19 7903154),(20 8717941),(21 9624989),(22 10560451),(23 11686699),(24 12696507),(25 13763163),(26 14831751),(27 15963619),(28 16965888),(29 18094646),(30 19152902),(31 20404094),(32 21679380),(33 22882406),(34 24294370),(35 25770474),(36 27123034),(37 28588186),(38 29923352),(39 31141002),(40 32378766),(41 33694508),(42 34776144),(43 35776732),(44 36741284),(45 37631092),(46 38619620),(47 39605090),(48 40630870),(49 41471540),(50 42492660),(51 43567536),(52 44467420),(53 45436108),(54 46429444),(55 47362690),(56 48194252),(57 49124224),(58 49979772),(59 50993284),(60 52060324),(61 53215540),(62 54242736),(63 55580884),(64 56666884),(65 57786304),(66 58847708),(67 59745996),(68 60600948),(69 61624190),(70 62645580),(71 63612996),(72 64473170),(73 65297940),(74 66051810),(75 66685900),(76 67416700),(77 68168664),(78 69168376),(79 70004290),
(1 128.9697),(2 132.82867),(3 142.12442),(4 142.61943),(5 145.52419),(6 148.53554),(7 144.2176),(8 150.80736),(9 145.43524),(10 152.47705),(11 148.4776),(12 153.83035),(13 152.46542),(14 155.51459),(15 155.59123),(16 154.33685),(17 157.22499),(18 156.80403),(19 161.85),(20 160.28888),(21 162.5961),(22 161.7181),(23 165.75003),(24 166.53716),(25 166.35864),(26 166.94118),(27 167.31801),(28 170.61092),(29 170.80873),(30 172.9688),(31 170.8873),(32 172.42773),(33 173.21976),(34 173.24866),(35 173.35626),(36 175.4786),(37 172.11594),(38 175.66881),(39 173.87885),(40 172.91301),(41 174.9976),(42 175.8177),(43 177.81314),(44 178.03069),(45 177.07867),(46 177.54764),(47 178.47855),(48 177.38664),(49 179.58643),(50 181.31203),(51 180.88249),(52 179.22096),(53 179.00034),(54 179.19066),(55 180.72852),(56 182.03233),(57 180.29774),(58 181.4582),(59 180.63092),(60 178.93996),(61 180.71542),(62 181.40233),(63 183.25937),(64 183.241),(65 182.13278),(66 183.08777),(67 183.14447),(68 181.844),(69 182.06648),(70 180.43327),(71 181.57738),(72 181.79909),(73 181.67598),(74 183.73236),(75 182.75793),(76 185.07527),(77 183.64261),(78 183.61092),(79 182.56476),
(1 131.85965),(2 134.48259),(3 142.02362),(4 145.68317),(5 146.5641),(6 151.03972),(7 147.65042),(8 153.5751),(9 145.87935),(10 156.29024),(11 149.88393),(12 156.51482),(13 153.73416),(14 158.98872),(15 159.06625),(16 158.77611),(17 161.23145),(18 158.73044),(19 167.03006),(20 163.38828),(21 167.3022),(22 164.31161),(23 167.17964),(24 168.3448),(25 168.16232),(26 169.47237),(27 168.67613),(28 171.62715),(29 169.19788),(30 170.89713),(31 172.8309),(32 172.14069),(33 171.14404),(34 173.39339),(35 172.98595),(36 174.29536),(37 174.94418),(38 174.32108),(39 175.65903),(40 172.67676),(41 176.8523),(42 175.67241),(43 176.52007),(44 177.3081),(45 180.65126),(46 179.74199),(47 182.45978),(48 181.18848),(49 184.4901),(50 183.13524),(51 183.60876),(52 184.61552),(53 182.80826),(54 184.64001),(55 182.99406),(56 185.32329),(57 181.74284),(58 182.05373),(59 180.16663),(60 180.5592),(61 179.64684),(62 180.006),(63 181.72774),(64 178.20119),(65 177.60707),(66 178.10362),(67 177.77945),(68 176.28976),(69 176.61053),(70 174.63521),(71 175.02997),(72 175.97742),(73 174.8881),(74 176.85904),(75 175.29709),(76 179.71115),(77 179.53227),(78 181.11559),(79 178.43016),
(1 129.74625),(2 131.62407),(3 141.18633),(4 143.96788),(5 146.58154),(6 147.93095),(7 143.51755),(8 150.70564),(9 144.4203),(10 154.21411),(11 145.27382),(12 151.88396),(13 150.8997),(14 157.4489),(15 155.11374),(16 155.51039),(17 156.92345),(18 157.3791),(19 163.54424),(20 158.63287),(21 160.76071),(22 159.80583),(23 162.85425),(24 163.15038),(25 164.5298),(26 164.67928),(27 164.36435),(28 166.73898),(29 165.36868),(30 167.06232),(31 167.1798),(32 168.93732),(33 168.33192),(34 170.09885),(35 169.98434),(36 172.72876),(37 173.24782),(38 171.55823),(39 173.94513),(40 171.5237),(41 173.14433),(42 175.22215),(43 176.80843),(44 178.17117),(45 179.325),(46 179.02972),(47 180.93411),(48 182.27992),(49 182.3883),(50 181.44228),(51 181.78613),(52 181.84517),(53 181.96982),(54 182.0408),(55 183.93265),(56 183.75728),(57 181.15579),(58 180.90779),(59 178.6116),(60 176.89005),(61 179.07259),(62 177.4972),(63 179.52284),(64 176.88165),(65 176.35094),(66 176.99602),(67 177.3153),(68 174.38567),(69 173.28523),(70 172.35857),(71 172.10904),(72 171.84192),(73 173.91907),(74 173.06718),(75 174.40709),(76 174.75656),(77 173.27654),(78 177.15276),(79 176.64665),
(1 129.0355),(2 133.45833),(3 138.61531),(4 140.23235),(5 142.0477),(6 144.86108),(7 142.78752),(8 147.81181),(9 143.91393),(10 148.91241),(11 144.67424),(12 150.80301),(13 150.65532),(14 150.87172),(15 151.07039),(16 152.39934),(17 153.79555),(18 154.10272),(19 160.01347),(20 155.87135),(21 159.8247),(22 158.31766),(23 159.85326),(24 160.94464),(25 160.33548),(26 163.70453),(27 164.22961),(28 166.168),(29 161.9542),(30 163.95587),(31 165.19824),(32 166.01169),(33 165.44955),(34 167.00632),(35 168.31262),(36 172.52223),(37 170.58368),(38 170.74968),(39 170.84192),(40 170.56258),(41 168.50912),(42 169.58017),(43 171.23257),(44 169.84378),(45 170.95868),(46 172.05733),(47 173.01614),(48 173.50493),(49 174.80533),(50 172.95001),(51 172.44301),(52 174.20724),(53 173.63553),(54 171.35822),(55 173.36989),(56 172.63066),(57 171.31435),(58 172.63182),(59 172.42624),(60 172.8331),(61 173.18741),(62 174.82681),(63 174.81291),(64 172.48851),(65 172.44661),(66 173.75464),(67 172.82643),(68 171.6753),(69 171.22939),(70 170.5064),(71 170.50212),(72 172.93925),(73 171.35564),(74 172.56682),(75 173.83452),(76 173.31282),(77 174.63351),(78 174.89783),(79 174.949),
(1 125.76683),(2 129.00446),(3 138.11316),(4 139.00601),(5 140.21506),(6 142.57709),(7 138.7697),(8 145.44504),(9 142.2385),(10 148.106),(11 141.47919),(12 148.26671),(13 147.09703),(14 149.58675),(15 147.95634),(16 147.89026),(17 152.49681),(18 148.94981),(19 155.99948),(20 151.50792),(21 155.96762),(22 154.73259),(23 156.5416),(24 157.73134),(25 156.73744),(26 160.40524),(27 160.4716),(28 161.74559),(29 161.19975),(30 161.64622),(31 162.8964),(32 159.99313),(33 162.07445),(34 164.68167),(35 166.2554),(36 168.30408),(37 169.02168),(38 168.80792),(39 171.38857),(40 171.4195),(41 171.07397),(42 172.29524),(43 173.78375),(44 171.92336),(45 174.68222),(46 176.03697),(47 179.05424),(48 179.53732),(49 179.79393),(50 179.29543),(51 180.02417),(52 180.73737),(53 179.45616),(54 177.74443),(55 179.68033),(56 178.43753),(57 177.95247),(58 176.28583),(59 176.24889),(60 174.64941),(61 176.08655),(62 175.88292),(63 174.65765),(64 172.79672),(65 173.27174),(66 173.26138),(67 172.63963),(68 171.12405),(69 170.83153),(70 167.42265),(71 167.85535),(72 166.726),(73 166.83923),(74 168.6121),(75 169.5885),(76 169.74313),(77 169.50455),(78 169.5682),(79 169.6135),
(1 126.98524),(2 130.50354),(3 139.85982),(4 142.1722),(5 142.14647),(6 144.79834),(7 141.35527),(8 148.6808),(9 143.1513),(10 151.52162),(11 143.61739),(12 150.58957),(13 150.22827),(14 151.33676),(15 150.4372),(16 150.88881),(17 156.17381),(18 153.56184),(19 158.84238),(20 156.94138),(21 161.41693),(22 158.83223),(23 159.8993),(24 162.5237),(25 160.99803),(26 163.71017),(27 164.18805),(28 165.45451),(29 167.38107),(30 166.7252),(31 167.97867),(32 167.29672),(33 169.69728),(34 168.9938),(35 167.8781),(36 170.3559),(37 168.65382),(38 169.69759),(39 171.89857),(40 170.26825),(41 170.50441),(42 170.60394),(43 171.50261),(44 170.95511),(45 172.69586),(46 174.40106),(47 173.98918),(48 174.19191),(49 175.47307),(50 173.77892),(51 175.1049),(52 175.19434),(53 175.60355),(54 174.07848),(55 176.85472),(56 175.85095),(57 176.29567),(58 176.88037),(59 175.35098),(60 173.44836),(61 175.46336),(62 174.55116),(63 174.70059),(64 174.29147),(65 175.4191),(66 176.46858),(67 176.48657),(68 173.75502),(69 173.58415),(70 174.91508),(71 172.9281),(72 171.94833),(73 173.21492),(74 175.51018),(75 175.1173),(76 175.0622),(77 174.60013),(78 175.73694),(79 175.95378),
(1 129.55829),(2 128.3748),(3 141.63414),(4 140.88586),(5 142.11212),(6 146.77023),(7 139.93434),(8 149.00024),(9 141.31339),(10 151.02716),(11 142.89592),(12 152.30443),(13 149.95981),(14 152.84076),(15 155.85835),(16 154.6606),(17 157.77858),(18 154.5833),(19 164.49069),(20 158.93797),(21 164.1766),(22 158.7047),(23 159.88379),(24 163.45224),(25 162.77313),(26 165.18025),(27 162.8489),(28 166.54817),(29 165.37372),(30 166.6667),(31 167.088),(32 167.15318),(33 167.35443),(34 168.26485),(35 167.33127),(36 170.76689),(37 170.4796),(38 169.03685),(39 173.13629),(40 169.17815),(41 171.91566),(42 173.93437),(43 176.70526),(44 177.44885),(45 178.5832),(46 180.57619),(47 183.45157),(48 184.36853),(49 187.00096),(50 185.08186),(51 186.19957),(52 187.95367),(53 188.32545),(54 186.86888),(55 186.17113),(56 188.65013),(57 187.25728),(58 186.13445),(59 186.17325),(60 184.16727),(61 184.39989),(62 184.62561),(63 185.0571),(64 182.48613),(65 181.53139),(66 178.6986),(67 180.59814),(68 176.87616),(69 175.26208),(70 174.13948),(71 172.0604),(72 171.30846),(73 173.057),(74 174.09703),(75 173.92705),(76 173.66232),(77 172.85135),(78 173.40054),(79 173.60548),
(1 123.26323),(2 126.19253),(3 135.26926),(4 135.2643),(5 136.99118),(6 139.51627),(7 136.23627),(8 144.91104),(9 138.77751),(10 144.69435),(11 141.3779),(12 147.80527),(13 147.48448),(14 149.90724),(15 151.89284),(16 149.37776),(17 153.79576),(18 151.6206),(19 157.9399),(20 155.07756),(21 159.67961),(22 157.95932),(23 158.06343),(24 159.57121),(25 161.72847),(26 162.03912),(27 161.1333),(28 161.69267),(29 161.27547),(30 162.44954),(31 162.93054),(32 161.17651),(33 162.61034),(34 160.84537),(35 160.81296),(36 162.00871),(37 161.33813),(38 162.40518),(39 165.06357),(40 160.58218),(41 163.41362),(42 164.23396),(43 164.17967),(44 163.3914),(45 167.06842),(46 166.44499),(47 168.49236),(48 168.58087),(49 171.70126),(50 170.04962),(51 170.68883),(52 172.88051),(53 171.68723),(54 170.17807),(55 170.4689),(56 172.74745),(57 171.5771),(58 172.54518),(59 170.46913),(60 170.85999),(61 170.61455),(62 170.31332),(63 170.18999),(64 168.42723),(65 166.6994),(66 166.51094),(67 166.83286),(68 166.19554),(69 165.99622),(70 164.45163),(71 163.14427),(72 164.55307),(73 167.10239),(74 165.58873),(75 164.2693),(76 166.61066),(77 165.58588),(78 166.1249),(79 168.0019),
(1 125.546524),(2 128.74046),(3 136.91267),(4 138.134),(5 139.80394),(6 142.27843),(7 139.43752),(8 145.16858),(9 138.79498),(10 145.3796),(11 142.96918),(12 148.11092),(13 145.93552),(14 149.20306),(15 148.84584),(16 147.7141),(17 152.81175),(18 151.69931),(19 159.39633),(20 154.00432),(21 157.43895),(22 156.66493),(23 157.42383),(24 158.8714),(25 158.7284),(26 160.34071),(27 159.32663),(28 159.86012),(29 160.49771),(30 161.82146),(31 164.89449),(32 162.62933),(33 163.21957),(34 165.1908),(35 163.44719),(36 165.84763),(37 166.52403),(38 165.45319),(39 166.49577),(40 164.87993),(41 164.83388),(42 164.32193),(43 168.55424),(44 169.68346),(45 170.95692),(46 170.9364),(47 174.39044),(48 172.69135),(49 175.38063),(50 173.6704),(51 173.82289),(52 176.38823),(53 175.5873),(54 172.90814),(55 174.21704),(56 174.66289),(57 174.43616),(58 172.37947),(59 173.30827),(60 173.10867),(61 173.81676),(62 173.76225),(63 175.24225),(64 170.5765),(65 170.21848),(66 168.71162),(67 168.15408),(68 167.05011),(69 168.52235),(70 167.83809),(71 166.93091),(72 168.67027),(73 168.80574),(74 166.7035),(75 169.3017),(76 168.83116),(77 168.86284),(78 169.2514),(79 170.25395),
(1 122.69403),(2 126.82501),(3 134.70705),(4 133.1099),(5 135.43413),(6 138.44179),(7 133.94089),(8 138.80528),(9 134.32385),(10 141.28291),(11 138.97122),(12 145.68472),(13 142.0366),(14 144.7696),(15 144.12772),(16 142.01157),(17 144.81401),(18 144.60432),(19 149.98721),(20 146.26172),(21 149.26299),(22 147.5041),(23 147.05829),(24 148.94421),(25 149.7181),(26 150.02878),(27 149.81322),(28 152.90811),(29 150.4692),(30 151.9778),(31 151.07024),(32 152.29137),(33 153.37776),(34 153.29124),(35 153.84987),(36 154.26364),(37 157.1914),(38 154.14857),(39 155.94093),(40 153.19485),(41 154.49297),(42 156.24689),(43 156.4547),(44 158.18265),(45 158.90514),(46 158.80783),(47 160.22646),(48 160.93636),(49 162.47252),(50 159.87675),(51 160.41605),(52 162.3946),(53 162.44067),(54 161.34995),(55 163.40636),(56 163.42139),(57 164.5134),(58 162.77396),(59 164.73991),(60 161.45905),(61 164.71083),(62 162.83109),(63 164.41898),(64 164.86206),(65 162.69943),(66 162.17865),(67 161.23044),(68 160.74585),(69 159.87256),(70 161.30391),(71 160.42926),(72 161.29366),(73 160.0765),(74 162.2475),(75 161.94777),(76 161.24481),(77 160.40733),(78 162.9058),(79 162.80377),
(1 122.64135),(2 128.25996),(3 132.78842),(4 133.64073),(5 135.1386),(6 139.02364),(7 134.31322),(8 141.569),(9 138.24629),(10 142.82532),(11 140.72281),(12 146.12674),(13 145.20438),(14 145.79865),(15 145.55608),(16 145.34175),(17 149.25916),(18 148.23904),(19 150.8737),(20 150.84717),(21 151.98201),(22 152.75941),(23 154.87547),(24 156.04646),(25 155.4079),(26 156.1863),(27 158.31044),(28 161.05635),(29 158.55688),(30 157.97115),(31 159.91405),(32 159.30902),(33 158.63225),(34 159.55566),(35 158.91988),(36 159.3604),(37 157.79321),(38 157.53658),(39 160.28838),(40 157.8493),(41 159.49695),(42 160.72699),(43 160.59988),(44 160.10869),(45 161.71184),(46 161.98232),(47 163.78452),(48 164.21114),(49 164.65079),(50 163.03075),(51 163.6717),(52 164.94067),(53 164.55334),(54 164.25049),(55 167.42221),(56 166.61774),(57 168.19151),(58 168.93124),(59 167.8633),(60 166.68185),(61 167.37885),(62 167.33904),(63 167.1168),(64 165.9937),(65 167.21521),(66 167.05968),(67 166.84251),(68 165.71848),(69 165.52039),(70 164.78397),(71 166.46587),(72 166.53242),(73 166.42271),(74 169.05544),(75 165.59787),(76 166.70267),(77 166.49493),(78 167.64073),(79 168.31589),
(1 118.43551),(2 121.43743),(3 128.8909),(4 129.415),(5 132.43512),(6 134.47531),(7 130.6335),(8 137.43156),(9 131.72559),(10 137.03772),(11 132.32443),(12 138.75238),(13 136.93369),(14 139.36296),(15 139.21736),(16 139.02536),(17 141.9402),(18 140.92435),(19 146.51881),(20 143.57013),(21 146.69281),(22 144.72481),(23 146.57555),(24 148.07417),(25 146.92085),(26 149.63513),(27 150.71935),(28 150.74982),(29 151.21115),(30 150.37334),(31 151.89151),(32 152.1268),(33 150.87857),(34 153.60051),(35 152.79462),(36 154.73772),(37 153.55794),(38 153.59758),(39 157.58537),(40 153.21605),(41 154.69875),(42 155.4178),(43 156.8283),(44 155.525),(45 156.09514),(46 157.86578),(47 160.46182),(48 160.59416),(49 161.06766),(50 160.51868),(51 162.09488),(52 163.21889),(53 161.10341),(54 163.44765),(55 162.67297),(56 163.28203),(57 162.71147),(58 163.59909),(59 162.68657),(60 162.96281),(61 164.29198),(62 163.08406),(63 163.9946),(64 164.20343),(65 163.62206),(66 163.13933),(67 161.98952),(68 163.22435),(69 163.9035),(70 163.09348),(71 163.2518),(72 164.582),(73 162.5312),(74 164.87105),(75 163.37021),(76 164.56555),(77 164.1268),(78 165.63176),(79 164.71385),
(1 117.029015),(2 121.33938),(3 128.51176),(4 129.34293),(5 131.83212),(6 134.23073),(7 130.5541),(8 139.28407),(9 131.49036),(10 139.28513),(11 134.21124),(12 139.32007),(13 138.68149),(14 141.13611),(15 141.45897),(16 140.82663),(17 144.62172),(18 145.01729),(19 148.19295),(20 146.07358),(21 147.98047),(22 147.08316),(23 149.28096),(24 150.76637),(25 150.45822),(26 150.60109),(27 150.8366),(28 152.1807),(29 154.11647),(30 153.21324),(31 155.37453),(32 156.01634),(33 155.18846),(34 157.38246),(35 155.83775),(36 155.4732),(37 155.97513),(38 154.28072),(39 156.62038),(40 154.07289),(41 154.78612),(42 154.10242),(43 157.12802),(44 156.08815),(45 155.39563),(46 157.00818),(47 158.23196),(48 159.48506),(49 159.65623),(50 157.67279),(51 158.04137),(52 159.76616),(53 157.8446),(54 159.49306),(55 160.11475),(56 160.5362),(57 159.64005),(58 159.4995),(59 159.76375),(60 159.25607),(61 160.32668),(62 162.3902),(63 160.81624),(64 159.89005),(65 161.2862),(66 161.44348),(67 160.56183),(68 159.40636),(69 161.80547),(70 159.50916),(71 159.07207),(72 162.98056),(73 160.39026),(74 161.29732),(75 161.90161),(76 161.81049),(77 162.08022),(78 161.96988),(79 164.27611),
(1 115.42224),(2 119.546005),(3 128.49654),(4 130.08076),(5 131.75829),(6 133.25806),(7 129.309),(8 134.74362),(9 129.7075),(10 138.70871),(11 133.49332),(12 138.12253),(13 137.51717),(14 138.77873),(15 138.63885),(16 140.10844),(17 143.61078),(18 142.00357),(19 147.23508),(20 143.10933),(21 146.06987),(22 146.78777),(23 148.21315),(24 150.73563),(25 149.41153),(26 151.6709),(27 151.8949),(28 152.42458),(29 152.1977),(30 152.55809),(31 153.02193),(32 154.59808),(33 154.51682),(34 155.2043),(35 156.05861),(36 155.81209),(37 155.71452),(38 154.9421),(39 157.68814),(40 154.3209),(41 156.4749),(42 156.84604),(43 160.86531),(44 159.34479),(45 159.8759),(46 160.63437),(47 160.38805),(48 162.44742),(49 163.07623),(50 161.34009),(51 163.86137),(52 165.61853),(53 165.1016),(54 165.12076),(55 166.4117),(56 165.99896),(57 164.66646),(58 165.21375),(59 167.2377),(60 164.9192),(61 166.37015),(62 164.52478),(63 166.903),(64 164.16002),(65 166.02809),(66 166.30571),(67 164.56061),(68 163.87163),(69 162.6232),(70 162.9011),(71 162.58983),(72 163.33246),(73 162.61499),(74 161.8157),(75 163.53673),(76 163.59439),(77 163.92305),(78 164.53438),(79 166.00136),
(1 116.32664),(2 120.69987),(3 126.83084),(4 128.56828),(5 129.877),(6 133.052),(7 130.2403),(8 134.81679),(9 129.9483),(10 137.03944),(11 132.80899),(12 136.47255),(13 135.31268),(14 138.27997),(15 138.32854),(16 139.30719),(17 141.61232),(18 142.58862),(19 146.15102),(20 142.72667),(21 145.55402),(22 145.94444),(23 147.76869),(24 149.84512),(25 148.36057),(26 150.6833),(27 147.90105),(28 150.05104),(29 150.93015),(30 151.0342),(31 153.12367),(32 153.53336),(33 153.55914),(34 153.68048),(35 154.00652),(36 155.70943),(37 156.64961),(38 157.69452),(39 156.81596),(40 156.64017),(41 156.79617),(42 156.04903),(43 159.24525),(44 159.58115),(45 159.52527),(46 160.4666),(47 162.48851),(48 161.77296),(49 164.365),(50 164.48712),(51 163.50493),(52 165.07463),(53 164.52473),(54 166.26917),(55 166.54613),(56 166.0016),(57 164.79913),(58 167.54427),(59 166.2718),(60 163.25847),(61 166.26514),(62 164.02153),(63 165.47707),(64 165.54634),(65 165.29613),(66 166.64194),(67 165.27832),(68 164.43454),(69 162.05063),(70 161.70543),(71 163.76146),(72 162.59656),(73 163.45259),(74 162.42268),(75 162.89429),(76 164.10031),(77 164.42592),(78 164.92026),(79 166.21051),
(1 115.6125),(2 120.17609),(3 125.742836),(4 126.75375),(5 128.58415),(6 132.71066),(7 128.4911),(8 132.47868),(9 129.01405),(10 136.58105),(11 132.01485),(12 137.10356),(13 136.29984),(14 137.37976),(15 137.43353),(16 137.9054),(17 140.70909),(18 140.3037),(19 145.56165),(20 142.64035),(21 146.84467),(22 147.05986),(23 146.30495),(24 147.46622),(25 149.80772),(26 150.34546),(27 147.57993),(28 150.3928),(29 150.26233),(30 152.5151),(31 154.0218),(32 153.95729),(33 152.3988),(34 153.01282),(35 153.03989),(36 154.53027),(37 153.92375),(38 153.72932),(39 154.69489),(40 154.28967),(41 155.43706),(42 153.9064),(43 156.3177),(44 157.02083),(45 157.94266),(46 160.57329),(47 159.70764),(48 158.67747),(49 162.4501),(50 164.1755),(51 160.00813),(52 164.17122),(53 163.20866),(54 165.42546),(55 167.66188),(56 168.80138),(57 168.19846),(58 168.1563),(59 170.40404),(60 166.03302),(61 169.51643),(62 168.85313),(63 169.35107),(64 166.22462),(65 167.49507),(66 168.55966),(67 167.6034),(68 165.67326),(69 165.352),(70 165.4076),(71 164.39725),(72 165.08145),(73 164.76491),(74 165.92552),(75 166.1721),(76 166.85722),(77 166.57559),(78 167.15508),(79 167.28072),
(1 115.18492),(2 119.62785),(3 123.954346),(4 127.45174),(5 128.84604),(6 132.01405),(7 127.19205),(8 133.86363),(9 128.18796),(10 136.67188),(11 130.10481),(12 134.78978),(13 134.13434),(14 135.43816),(15 137.50732),(16 136.32942),(17 138.36601),(18 139.00089),(19 142.83324),(20 141.34009),(21 142.86737),(22 141.88072),(23 142.49677),(24 144.77211),(25 144.9777),(26 147.4018),(27 145.01375),(28 148.13191),(29 148.91072),(30 150.19852),(31 151.81277),(32 151.52289),(33 150.20448),(34 152.97272),(35 152.21841),(36 152.9464),(37 154.711),(38 153.12862),(39 154.37589),(40 154.35774),(41 155.98439),(42 156.56953),(43 157.64716),(44 158.78818),(45 159.08603),(46 159.95392),(47 161.50385),(48 162.2022),(49 163.02017),(50 162.22308),(51 159.39694),(52 161.15283),(53 159.76735),(54 163.28377),(55 161.95747),(56 162.89754),(57 164.726),(58 164.58322),(59 164.95723),(60 164.04408),(61 162.98312),(62 162.89006),(63 164.15936),(64 162.14818),(65 161.6231),(66 162.23717),(67 160.9258),(68 160.79735),(69 159.56561),(70 160.97003),(71 160.54672),(72 159.00313),(73 162.48666),(74 161.39104),(75 161.73811),(76 164.37082),(77 162.75511),(78 163.63628),(79 163.192),
(1 112.20649),(2 116.071945),(3 121.47213),(4 124.405205),(5 125.213356),(6 127.81507),(7 126.07575),(8 131.96947),(9 125.537346),(10 132.30684),(11 128.95229),(12 133.88304),(13 133.0139),(14 133.96693),(15 136.78825),(16 137.4312),(17 140.18987),(18 138.1162),(19 143.18408),(20 140.29733),(21 141.87082),(22 141.67613),(23 143.6209),(24 145.61334),(25 143.89294),(26 146.40054),(27 146.25276),(28 148.24644),(29 147.31837),(30 146.55623),(31 147.81213),(32 149.47844),(33 148.77379),(34 152.14813),(35 151.5665),(36 151.3184),(37 152.59134),(38 151.26973),(39 153.16003),(40 152.95142),(41 151.9503),(42 153.6466),(43 153.29185),(44 153.10577),(45 154.08261),(46 155.32005),(47 157.05914),(48 157.16068),(49 157.91585),(50 158.74059),(51 157.53345),(52 159.87543),(53 158.31126),(54 161.13531),(55 161.05807),(56 162.12776),(57 161.9539),(58 162.2955),(59 159.06029),(60 159.43555),(61 160.0657),(62 158.06897),(63 159.30681),(64 160.23898),(65 160.21085),(66 159.52289),(67 158.6935),(68 159.55449),(69 158.75995),(70 157.06114),(71 156.76088),(72 157.9912),(73 158.59653),(74 159.71121),(75 159.71182),(76 160.32185),(77 161.31192),(78 162.49509),(79 159.8488),
