1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27178.447),(2 77087.805),(3 155702.8),(4 240417.19),(5 335518.84),(6 433484.34),(7 533731.3),(8 629005.9),(9 748161.8),(10 832713.8),(11 926128.75),(12 1046341.5),(13 1199236.1),(14 1407718.6),(15 1627310.1),(16 1827517.4),(17 2061375.6),(18 2295268),(19 2538536.3),(20 2782503),(21 3004531.8),(22 3216964.3),(23 3434689),(24 3664390.8),(25 3846842.8),(26 4032916),(27 4220288),(28 4416044.5),(29 4593837.5),(30 4754585.5),(31 4929820),(32 5148570.5),(33 5363123),(34 5587149.5),(35 5777378.5),(36 5968406.5),(37 6165910),(38 6358331.5),(39 6550991.5),(40 6742276),(41 6924272),(42 7155160),(43 7364374),(44 7562155.5),(45 7717950.5),(46 7967916.5),(47 8189682),(48 8448540),(49 8663096),(50 8911252),(51 9131247),(52 9331139),(53 9503411),(54 9679625),(55 9789814),(56 9986567),(57 10160844),(58 10386096),(59 10573515),(60 10827394),(61 11068399),(62 11364775),(63 11612208),(64 11902265),(65 12198035),(66 12513912),(67 12801171),(68 13131456),(69 13421689),(70 13673780),(71 13888273),(72 14135208),(73 14321501),(74 14530021),(75 14776053),(76 15028429),(77 15256735),(78 15534968),(79 15789733),
(1 80927.06),(2 296820.53),(3 636071.8),(4 1066778.6),(5 1557385.4),(6 2075440.4),(7 2621563.3),(8 3169271.3),(9 3752314),(10 4328555),(11 4879382.5),(12 5413998.5),(13 5902979.5),(14 6352738),(15 6732302.5),(16 7038709),(17 7282044),(18 7473280.5),(19 7583868),(20 7680154.5),(21 7755469),(22 7799946.5),(23 7821150.5),(24 7837092),(25 7845635),(26 7855637),(27 7877628),(28 7889725),(29 7880642),(30 7871860),(31 7871624.5),(32 7885777.5),(33 7897865),(34 7929879.5),(35 7963867),(36 8004624.5),(37 8051485),(38 8102256),(39 8154828),(40 8184000.5),(41 8191999.5),(42 8196832),(43 8167400.5),(44 8114464),(45 8051840.5),(46 7984288.5),(47 7912089.5),(48 7803081),(49 7713139.5),(50 7608179.5),(51 7495211),(52 7389389),(53 7268989),(54 7178209.5),(55 7109398.5),(56 7047494.5),(57 6983566),(58 6934563),(59 6881312),(60 6839782.5),(61 6794764),(62 6815799.5),(63 6831015),(64 6865710.5),(65 6929811.5),(66 7024679),(67 7144059),(68 7270014.5),(69 7413022.5),(70 7532374.5),(71 7639470),(72 7728679.5),(73 7817544.5),(74 7907611),(75 7985424.5),(76 8084273.5),(77 8200743),(78 8343226.5),(79 8491327),
(1 98632.18),(2 375305.72),(3 813162.8),(4 1378662),(5 2033195.6),(6 2736521.8),(7 3484385.3),(8 4226716),(9 5000978.5),(10 5729333.5),(11 6404870.5),(12 7035556.5),(13 7601438.5),(14 8091734),(15 8451853),(16 8694986),(17 8854355),(18 8942961),(19 8968299),(20 8956320),(21 8885699),(22 8787214),(23 8670572),(24 8550816),(25 8442836),(26 8312927.5),(27 8202604.5),(28 8097498),(29 7975633.5),(30 7852480),(31 7729698.5),(32 7622330),(33 7506168),(34 7416325.5),(35 7359404.5),(36 7327212),(37 7324817.5),(38 7321058.5),(39 7330187.5),(40 7329625.5),(41 7321038.5),(42 7322939.5),(43 7324862.5),(44 7324654.5),(45 7337168.5),(46 7379560),(47 7412884.5),(48 7431434.5),(49 7454884),(50 7461895.5),(51 7447322),(52 7429044),(53 7385309.5),(54 7343673.5),(55 7312487.5),(56 7281442),(57 7250933.5),(58 7250878.5),(59 7253135.5),(60 7256350),(61 7248530),(62 7288367.5),(63 7316440.5),(64 7354893.5),(65 7423729.5),(66 7499776),(67 7637564.5),(68 7762120),(69 7931697.5),(70 8052728.5),(71 8171107.5),(72 8260586.5),(73 8358980),(74 8449300),(75 8546472),(76 8676223),(77 8834139),(78 9010636),(79 9214384),
(1 106642.84),(2 408156.25),(3 866810.56),(4 1442243.4),(5 2089169.9),(6 2765076.8),(7 3442394.5),(8 4096789.8),(9 4750331),(10 5366300),(11 5918785.5),(12 6414658.5),(13 6842384),(14 7181526.5),(15 7400466),(16 7494109.5),(17 7504499),(18 7424838),(19 7273782.5),(20 7086807),(21 6883823.5),(22 6675085.5),(23 6469796),(24 6262920.5),(25 6075614),(26 5915129.5),(27 5800835),(28 5725863),(29 5685918.5),(30 5654210),(31 5638914),(32 5640838),(33 5660368),(34 5707817.5),(35 5775357.5),(36 5859243.5),(37 5973207),(38 6118884),(39 6298159.5),(40 6514850.5),(41 6761231.5),(42 7038864.5),(43 7350814.5),(44 7651629),(45 7967005),(46 8295451),(47 8604650),(48 8878790),(49 9136696),(50 9360086),(51 9536596),(52 9688665),(53 9813124),(54 9908102),(55 9988342),(56 10051434),(57 10109716),(58 10173008),(59 10197162),(60 10186676),(61 10127186),(62 10059391),(63 9956470),(64 9845199),(65 9735394),(66 9633331),(67 9558124),(68 9473955),(69 9410284),(70 9340017),(71 9265127),(72 9235011),(73 9226702),(74 9239437),(75 9279544),(76 9338484),(77 9430816),(78 9520310),(79 9606689),
(1 86722.31),(2 319773.97),(3 676951.2),(4 1119154.6),(5 1605789.5),(6 2090767.5),(7 2556089.8),(8 2965380.3),(9 3349677.8),(10 3686888.8),(11 3987003.8),(12 4272669.5),(13 4546890.5),(14 4801924.5),(15 4984244),(16 5101714.5),(17 5172255.5),(18 5191367.5),(19 5139915.5),(20 5065836.5),(21 4974384),(22 4885196),(23 4804498.5),(24 4727720.5),(25 4657187),(26 4607629),(27 4571644),(28 4542219),(29 4512473.5),(30 4491341),(31 4475949.5),(32 4469865.5),(33 4468897.5),(34 4478853.5),(35 4498099.5),(36 4524442.5),(37 4567723.5),(38 4628197),(39 4717511.5),(40 4857646.5),(41 5024376),(42 5215199.5),(43 5427052),(44 5617645),(45 5814568.5),(46 6009728.5),(47 6188738),(48 6332356.5),(49 6449042),(50 6554601.5),(51 6640970),(52 6692185.5),(53 6744112.5),(54 6791209),(55 6854633.5),(56 6885211),(57 6935727.5),(58 7000838),(59 7038430),(60 7060932),(61 7059758.5),(62 7054328.5),(63 7050960),(64 7034861),(65 7019655),(66 7020302.5),(67 7042266),(68 7077511),(69 7126286.5),(70 7173993.5),(71 7226474),(72 7290540),(73 7359060.5),(74 7435454),(75 7502910.5),(76 7574137),(77 7643534),(78 7695945),(79 7728477.5),
(1 63601.777),(2 233715.58),(3 488228.28),(4 792726.06),(5 1122795.3),(6 1453377.8),(7 1790486.1),(8 2110872.5),(9 2440042.8),(10 2745075.3),(11 3024590),(12 3300364.8),(13 3554900.8),(14 3812964.8),(15 4046369.3),(16 4251846.5),(17 4417372),(18 4540283.5),(19 4598363.5),(20 4656964.5),(21 4685438.5),(22 4698664.5),(23 4701791.5),(24 4705505),(25 4701088.5),(26 4696102),(27 4688231.5),(28 4694645.5),(29 4692365.5),(30 4690963.5),(31 4692732.5),(32 4693909.5),(33 4695622.5),(34 4708458),(35 4725920),(36 4747658.5),(37 4771865),(38 4792479),(39 4825343.5),(40 4866528.5),(41 4910119),(42 4963225),(43 5032102),(44 5103741.5),(45 5185859),(46 5286172.5),(47 5370466),(48 5448455),(49 5540589.5),(50 5646982.5),(51 5755052),(52 5868564),(53 5993624.5),(54 6128617.5),(55 6262786.5),(56 6372157.5),(57 6470505.5),(58 6550969.5),(59 6623333.5),(60 6670201),(61 6719258),(62 6758539.5),(63 6787140.5),(64 6795970.5),(65 6788688.5),(66 6791337.5),(67 6791362.5),(68 6791097),(69 6806906),(70 6790553.5),(71 6767686),(72 6718590),(73 6671878),(74 6605019.5),(75 6543194),(76 6488650.5),(77 6450290),(78 6423658),(79 6422977),
(1 65783.39),(2 243707.33),(3 505278.4),(4 819715.94),(5 1151056.6),(6 1469354.1),(7 1765012.3),(8 2020770.4),(9 2256178.5),(10 2449888),(11 2616967.8),(12 2760530.5),(13 2890197.8),(14 3026152),(15 3156768.8),(16 3292388.3),(17 3431280),(18 3575640.5),(19 3701758.3),(20 3831549.3),(21 3939885.8),(22 4036905),(23 4130427.3),(24 4224685.5),(25 4299461),(26 4360410.5),(27 4406730),(28 4451902.5),(29 4491785.5),(30 4513367),(31 4537446),(32 4566977.5),(33 4611171),(34 4686743.5),(35 4747951),(36 4818387),(37 4889291),(38 4968835),(39 5037544.5),(40 5085818.5),(41 5133603.5),(42 5189693),(43 5249682),(44 5315275),(45 5385308.5),(46 5463025.5),(47 5535983.5),(48 5602791),(49 5687950),(50 5771787.5),(51 5845912),(52 5910284.5),(53 5957082.5),(54 5983216.5),(55 5983093),(56 5965659.5),(57 5956142.5),(58 5959742),(59 5964075.5),(60 5954514.5),(61 5940556.5),(62 5948865.5),(63 5955530),(64 5960155),(65 5976042.5),(66 5996725.5),(67 6038278),(68 6066410),(69 6114924.5),(70 6126437),(71 6117299),(72 6107759),(73 6097648),(74 6089186),(75 6087704.5),(76 6103751.5),(77 6142114.5),(78 6181900.5),(79 6241967.5),
(1 82948.664),(2 305472.88),(3 640859.25),(4 1044874.94),(5 1464660),(6 1860277.4),(7 2215465.3),(8 2508486.8),(9 2764243.5),(10 2957847.8),(11 3119201.5),(12 3262938.3),(13 3406137.8),(14 3567308.5),(15 3724614.5),(16 3865819.3),(17 4003845),(18 4128676.5),(19 4243997),(20 4344379),(21 4437410),(22 4502330.5),(23 4573978),(24 4623503.5),(25 4642546.5),(26 4639538.5),(27 4605467.5),(28 4547344.5),(29 4471017),(30 4370348.5),(31 4267964),(32 4180648.5),(33 4102692.8),(34 4057100.3),(35 4009791.5),(36 3984440.3),(37 3962373.5),(38 3948613.3),(39 3931302),(40 3914457.8),(41 3908036.3),(42 3920350.5),(43 3950865.5),(44 4009072.5),(45 4096679.3),(46 4210943),(47 4338347),(48 4480417),(49 4635578),(50 4773115),(51 4891876.5),(52 4962625.5),(53 5004225.5),(54 5002343),(55 4968436.5),(56 4916446.5),(57 4859349.5),(58 4808214),(59 4766126.5),(60 4722718.5),(61 4696307.5),(62 4700218),(63 4718340),(64 4727125.5),(65 4743796.5),(66 4753771.5),(67 4767389),(68 4797098.5),(69 4849040),(70 4899101),(71 4948692.5),(72 5007029.5),(73 5070982.5),(74 5142461),(75 5232911.5),(76 5333547.5),(77 5437799),(78 5529283),(79 5613516),
(1 76161.43),(2 280248.25),(3 587061.9),(4 958766),(5 1344035.1),(6 1710332.9),(7 2064599.3),(8 2376751),(9 2676112),(10 2933520.3),(11 3169663),(12 3404287.3),(13 3634390.3),(14 3863491),(15 4066914.5),(16 4233151),(17 4369035),(18 4479604),(19 4552648),(20 4610160),(21 4653255),(22 4676928.5),(23 4687405.5),(24 4691627.5),(25 4686478),(26 4674170.5),(27 4663627.5),(28 4651516.5),(29 4639378),(30 4613916.5),(31 4591845.5),(32 4581389.5),(33 4564933),(34 4543565.5),(35 4499254.5),(36 4440909.5),(37 4367238.5),(38 4292083.5),(39 4205859.5),(40 4125418.3),(41 4050367),(42 3997333.5),(43 3975972.5),(44 3975114.3),(45 3977226.3),(46 4012375.5),(47 4064955),(48 4123232),(49 4186465.5),(50 4239048.5),(51 4277570),(52 4286837.5),(53 4281466),(54 4259434.5),(55 4242108.5),(56 4231163),(57 4220390),(58 4233022.5),(59 4238105),(60 4259314.5),(61 4277090),(62 4322424),(63 4369888.5),(64 4414319),(65 4460035),(66 4509670),(67 4544965),(68 4592232),(69 4640017.5),(70 4684028),(71 4709528.5),(72 4705343),(73 4676606.5),(74 4623067),(75 4560958.5),(76 4492300),(77 4437247),(78 4397716),(79 4391457),
(1 70698.36),(2 258976.75),(3 543057.25),(4 881078.4),(5 1224245.5),(6 1542740.5),(7 1843903.1),(8 2112639),(9 2367448),(10 2583731.8),(11 2771915.8),(12 2947903.8),(13 3104972.3),(14 3251581.5),(15 3367338.3),(16 3462969.5),(17 3530374.5),(18 3590459.8),(19 3628489.8),(20 3664640.5),(21 3706675.5),(22 3758556),(23 3809167.3),(24 3869696),(25 3919029.3),(26 3955474),(27 3990271.3),(28 4023168.5),(29 4048725.3),(30 4070349.5),(31 4087654.8),(32 4095050.3),(33 4089664.3),(34 4073505),(35 4025795),(36 3971755),(37 3898010.3),(38 3813193.5),(39 3720126.8),(40 3622547),(41 3544169),(42 3509736),(43 3494192.5),(44 3494697.5),(45 3514597),(46 3573609.5),(47 3638668),(48 3725234.5),(49 3810798),(50 3902633.8),(51 3965660),(52 4031002),(53 4086425.5),(54 4135505.8),(55 4183557.8),(56 4220565.5),(57 4242779),(58 4274542.5),(59 4301256.5),(60 4327720),(61 4340586),(62 4381444),(63 4420339),(64 4458695.5),(65 4519760),(66 4598279.5),(67 4685555),(68 4780266),(69 4891287),(70 5009146),(71 5102107),(72 5201298.5),(73 5292535),(74 5392308.5),(75 5482363.5),(76 5577517),(77 5689388.5),(78 5800310.5),(79 5910404.5),
(1 61784.79),(2 218759.66),(3 448890.78),(4 716777.5),(5 992341.5),(6 1247301.3),(7 1478351.1),(8 1673549),(9 1842445.6),(10 1987814),(11 2106401.3),(12 2215215.3),(13 2322183.5),(14 2425470.5),(15 2506238.3),(16 2571259.5),(17 2609996.5),(18 2641339.5),(19 2659703.8),(20 2683169.3),(21 2730006),(22 2788300.8),(23 2852419.5),(24 2924065),(25 2992242),(26 3064309.8),(27 3135063),(28 3204187.8),(29 3268035.5),(30 3328910.5),(31 3368482.3),(32 3401231.5),(33 3404551.5),(34 3394091.3),(35 3365757.8),(36 3329390.8),(37 3305012.5),(38 3292775),(39 3306363.8),(40 3321184.8),(41 3352227.5),(42 3393157),(43 3436678),(44 3482353.5),(45 3536628),(46 3618982.5),(47 3683472),(48 3736956),(49 3790624),(50 3839848.8),(51 3874228),(52 3919229.5),(53 3957272.8),(54 4008147),(55 4067188.8),(56 4122276.8),(57 4178847.3),(58 4234815),(59 4289717),(60 4345179.5),(61 4390568),(62 4458598),(63 4525038),(64 4586567.5),(65 4653834),(66 4717582.5),(67 4786370.5),(68 4864124.5),(69 4966537.5),(70 5082981),(71 5181452),(72 5290061),(73 5380940),(74 5461847),(75 5525764.5),(76 5584720),(77 5647759.5),(78 5719327),(79 5807010.5),
(1 62188.156),(2 222175.22),(3 451881.56),(4 714095.2),(5 972400.56),(6 1188966.1),(7 1369020.4),(8 1508627.3),(9 1623250),(10 1730409),(11 1819591.5),(12 1888841.4),(13 1946601.1),(14 1993010.8),(15 2024062.6),(16 2049658),(17 2066267),(18 2086129.6),(19 2122003.3),(20 2169242.8),(21 2234837.3),(22 2303822.8),(23 2374666.5),(24 2442349.3),(25 2499484.3),(26 2556325.5),(27 2609430.8),(28 2674319),(29 2738171),(30 2795152),(31 2835401.3),(32 2865238.5),(33 2880030.8),(34 2900682.5),(35 2917117.3),(36 2944621.3),(37 2979282.5),(38 3027736.3),(39 3084051),(40 3134587.8),(41 3185678.3),(42 3224470.8),(43 3255752.3),(44 3284638.5),(45 3307172.8),(46 3336412.3),(47 3350026.3),(48 3358682),(49 3373013),(50 3386520.3),(51 3407915.8),(52 3441431.8),(53 3472841.3),(54 3509303),(55 3544679.3),(56 3573463),(57 3604529.3),(58 3638958.3),(59 3692164.3),(60 3750468),(61 3805432.3),(62 3871647.5),(63 3935533.8),(64 3983695),(65 4032362),(66 4079953),(67 4126959),(68 4179835.5),(69 4238009.5),(70 4294010),(71 4336521),(72 4383907.5),(73 4421560),(74 4447706.5),(75 4481856.5),(76 4512871),(77 4559040),(78 4616215.5),(79 4687016),
(1 68026.66),(2 245567.64),(3 499129.06),(4 776654.9),(5 1039083.44),(6 1258689.1),(7 1424404.1),(8 1543604.3),(9 1632244.5),(10 1701918.5),(11 1747709.3),(12 1772686.5),(13 1782397.5),(14 1785869),(15 1782397.5),(16 1784854.1),(17 1800622.9),(18 1834186.1),(19 1890562.3),(20 1970980.3),(21 2055557.4),(22 2144299),(23 2208487.3),(24 2246194),(25 2261672.3),(26 2280231.8),(27 2306540.8),(28 2341739),(29 2378614.3),(30 2416796),(31 2439485.8),(32 2457019),(33 2474022.5),(34 2498138.8),(35 2518137.8),(36 2541269),(37 2564790),(38 2589072),(39 2603589.5),(40 2611469.3),(41 2615151.5),(42 2617033),(43 2614829.8),(44 2615542.5),(45 2612415.8),(46 2622614.8),(47 2642622),(48 2672358.3),(49 2720286.8),(50 2767392.5),(51 2827459.3),(52 2881466.5),(53 2939799),(54 3001789.3),(55 3071898.8),(56 3142672.3),(57 3217311.5),(58 3300477.5),(59 3382086.3),(60 3463767.8),(61 3529395),(62 3603575),(63 3672600.8),(64 3739565),(65 3807416.5),(66 3871818.3),(67 3935257.3),(68 3971050.3),(69 4002639.5),(70 4016104.5),(71 4022286.3),(72 4024292),(73 4034781),(74 4048079),(75 4056341.3),(76 4071752),(77 4090122.3),(78 4118376.5),(79 4167173.3),
(1 65445.99),(2 235684.33),(3 475471.06),(4 733311.06),(5 975949.75),(6 1176067.4),(7 1344068),(8 1483950.8),(9 1605416.4),(10 1705619.8),(11 1782352),(12 1847717.3),(13 1898990.5),(14 1937096.4),(15 1957671.5),(16 1975942.8),(17 1989506.6),(18 2007105.6),(19 2036222.1),(20 2069671.9),(21 2105687.5),(22 2140799.8),(23 2160846.3),(24 2177307.8),(25 2187134.5),(26 2210341),(27 2234628.5),(28 2263684.8),(29 2293077),(30 2317485.8),(31 2344375.8),(32 2376312.3),(33 2401668.5),(34 2437509.5),(35 2471003.3),(36 2501773.8),(37 2526960.5),(38 2549554.5),(39 2557286),(40 2557605),(41 2547586.5),(42 2541156.5),(43 2535739.3),(44 2532702.3),(45 2537489.8),(46 2560479.8),(47 2579475.3),(48 2601688.3),(49 2640437.3),(50 2679081.5),(51 2725894),(52 2779614.3),(53 2829963.5),(54 2872211.5),(55 2918828),(56 2957286.8),(57 2997616.5),(58 3057680.8),(59 3111490.3),(60 3159402.5),(61 3203181.5),(62 3276424.5),(63 3358105.3),(64 3450160.8),(65 3557547.5),(66 3655614.5),(67 3762170.8),(68 3848874.5),(69 3934909.8),(70 3991506.3),(71 4034912.8),(72 4069730.5),(73 4099404.8),(74 4125135),(75 4144854.8),(76 4165027.3),(77 4186535.5),(78 4214687.5),(79 4256355.5),
(1 65444.723),(2 230757.42),(3 462641.78),(4 713357.6),(5 955799.6),(6 1168683.4),(7 1353250.1),(8 1507564.1),(9 1640211.9),(10 1742871.1),(11 1810765.5),(12 1853238),(13 1878027.4),(14 1888830),(15 1894872.9),(16 1902951.1),(17 1900613.1),(18 1896595.9),(19 1884206.3),(20 1869780.5),(21 1856187),(22 1847200.1),(23 1834059.8),(24 1833169.6),(25 1837712.9),(26 1852722.5),(27 1868366.8),(28 1881538.1),(29 1900904.8),(30 1920275.9),(31 1942750.9),(32 1971715.3),(33 1990149.1),(34 2026301.5),(35 2059124.5),(36 2088853.8),(37 2113965.3),(38 2138837.3),(39 2155603),(40 2173290.8),(41 2181792.3),(42 2187273.3),(43 2188704.3),(44 2188531),(45 2189532.8),(46 2208160.5),(47 2222522),(48 2249996),(49 2289856.3),(50 2326569.3),(51 2363883.3),(52 2397164),(53 2423644.3),(54 2455457.5),(55 2493282.8),(56 2531515.3),(57 2583044.5),(58 2647815.3),(59 2700160.8),(60 2745660.8),(61 2780625.3),(62 2830624),(63 2873788.5),(64 2917075.5),(65 2952084),(66 2980324),(67 2993049),(68 3003909),(69 3012476.8),(70 3033612),(71 3059781),(72 3100840.3),(73 3140125.8),(74 3181552.8),(75 3221217),(76 3262292.3),(77 3308195.3),(78 3360646.5),(79 3425160.5),
(1 56831.8),(2 198420.8),(3 392250.97),(4 604175.4),(5 812227.3),(6 992365),(7 1137701.5),(8 1247211.9),(9 1328745.8),(10 1392804.1),(11 1437164.6),(12 1466039.9),(13 1495301.1),(14 1533505.1),(15 1562556.1),(16 1584326.4),(17 1592475.4),(18 1598365.9),(19 1594442.6),(20 1585638.9),(21 1574013),(22 1560300.5),(23 1549498),(24 1556053.1),(25 1558886.9),(26 1566587.8),(27 1578244.8),(28 1599131.4),(29 1625419),(30 1652325.5),(31 1683095.6),(32 1716311.6),(33 1734286.3),(34 1748553.8),(35 1761365),(36 1779561.6),(37 1802879.5),(38 1838346.1),(39 1878001.8),(40 1919281.3),(41 1958611.3),(42 1995692.5),(43 2020705.8),(44 2042334.9),(45 2064946.5),(46 2104348),(47 2137926.5),(48 2168155.8),(49 2216722.8),(50 2265218.8),(51 2324339.5),(52 2386829.8),(53 2441513.3),(54 2482415.8),(55 2527697.5),(56 2565146.8),(57 2613770),(58 2678012.5),(59 2738590.5),(60 2804149),(61 2866258),(62 2950249.3),(63 3028102.8),(64 3102738.3),(65 3172593.8),(66 3230263.5),(67 3267824),(68 3318529.5),(69 3355731.5),(70 3399553.8),(71 3425961.3),(72 3452287),(73 3467085.5),(74 3464052.5),(75 3453955.5),(76 3439135.3),(77 3422536.3),(78 3402701.8),(79 3394400.3),
(1 52833.875),(2 185144.13),(3 363851.47),(4 555734.7),(5 734510.9),(6 884104.4),(7 1006498.94),(8 1098159.8),(9 1166563),(10 1210865),(11 1240194.4),(12 1267203.6),(13 1292282.6),(14 1328030.5),(15 1362574.9),(16 1401858.8),(17 1435380),(18 1469992.1),(19 1495200.3),(20 1514244.8),(21 1529219.4),(22 1535605.6),(23 1540688.3),(24 1544585.8),(25 1544657),(26 1552815.8),(27 1568569.9),(28 1595181.5),(29 1629587),(30 1655609.4),(31 1678555.4),(32 1710979.4),(33 1733496.4),(34 1760434.6),(35 1776347.6),(36 1782586.1),(37 1790251.8),(38 1808578.3),(39 1835526.3),(40 1865311),(41 1898103.6),(42 1923350.5),(43 1939911),(44 1953605.8),(45 1969485.8),(46 2016963.4),(47 2066081.1),(48 2123824.8),(49 2195607),(50 2263454.5),(51 2332385.3),(52 2401156.5),(53 2454870.8),(54 2498556.5),(55 2546701),(56 2593566.8),(57 2648349.5),(58 2716430.3),(59 2776002.8),(60 2837295.8),(61 2886646.8),(62 2950622.8),(63 3011502.3),(64 3066680.3),(65 3117950.5),(66 3167544.5),(67 3211433.5),(68 3250470.8),(69 3278778),(70 3288670),(71 3294243),(72 3299100.3),(73 3291930.8),(74 3284675.8),(75 3274323),(76 3261344.5),(77 3254669.8),(78 3244483.8),(79 3232906.8),
(1 54252.39),(2 189664.44),(3 380593.5),(4 590319.94),(5 784102.06),(6 948556.06),(7 1085569.3),(8 1200386),(9 1295929.1),(10 1378139.4),(11 1437945.3),(12 1489373),(13 1534748.5),(14 1583105.6),(15 1628536.1),(16 1675679.6),(17 1712387.5),(18 1747267.8),(19 1785683.3),(20 1818373.4),(21 1846194.3),(22 1861865.1),(23 1871397.8),(24 1870114.5),(25 1855761.8),(26 1833495.5),(27 1809891.4),(28 1796539),(29 1791487.6),(30 1796174),(31 1804890),(32 1835029),(33 1863141.8),(34 1907099.4),(35 1943703.1),(36 1977133.9),(37 2006876.3),(38 2051745.8),(39 2105034),(40 2155624),(41 2202346.8),(42 2239893.3),(43 2267686.8),(44 2296081),(45 2332199.5),(46 2391529.8),(47 2456349.5),(48 2520674.3),(49 2605671.8),(50 2673530),(51 2756920.3),(52 2840167.3),(53 2902836),(54 2955711.8),(55 3009451),(56 3060685.5),(57 3118093.5),(58 3182830.3),(59 3246563.5),(60 3318624.8),(61 3374294.8),(62 3443023),(63 3510459),(64 3581545),(65 3658169),(66 3739791.8),(67 3814289.8),(68 3883362.8),(69 3945056.3),(70 4003030),(71 4047573),(72 4090114.8),(73 4121238),(74 4148309.3),(75 4171697.8),(76 4183907.5),(77 4186715.8),(78 4190539.5),(79 4190612),
