1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25508.4),(2 88635.22),(3 183324.95),(4 289040.88),(5 417810.16),(6 573712.3),(7 736273.2),(8 926013.25),(9 1148374.6),(10 1377051.6),(11 1628283.6),(12 1883438.6),(13 2171513.5),(14 2439987),(15 2732020),(16 3031856.8),(17 3341733.3),(18 3622341.3),(19 3907260.3),(20 4202530.5),(21 4533932),(22 4906197.5),(23 5261417.5),(24 5621038),(25 5942363.5),(26 6254946),(27 6592727.5),(28 6903133.5),(29 7182300),(30 7458656.5),(31 7736928),(32 7997513.5),(33 8261742.5),(34 8483562),(35 8724820),(36 8946337),(37 9133508),(38 9353336),(39 9607279),(40 9905654),(41 10188673),(42 10458898),(43 10723062),(44 10983595),(45 11232515),(46 11468987),(47 11640796),(48 11750620),(49 11765891),(50 11754443),(51 11768171),(52 11771048),(53 11801957),(54 11842521),(55 11894583),(56 11963256),(57 12065645),(58 12244431),(59 12405112),(60 12563981),(61 12722791),(62 12915141),(63 13126200),(64 13345875),(65 13569461),(66 13817587),(67 14087357),(68 14388093),(69 14704513),(70 15048603),(71 15411859),(72 15780415),(73 16238171),(74 16665493),(75 17100800),(76 17577510),(77 18054592),(78 18547234),(79 19068046),
(1 216.55165),(2 269.65256),(3 301.9714),(4 326.0942),(5 342.33386),(6 357.8595),(7 370.0102),(8 379.22272),(9 392.47003),(10 398.5352),(11 408.43277),(12 413.21304),(13 424.44492),(14 432.11417),(15 442.68912),(16 449.32993),(17 453.59845),(18 461.67593),(19 467.60196),(20 472.95688),(21 471.99832),(22 473.63165),(23 479.3297),(24 477.30453),(25 474.95618),(26 480.47086),(27 483.46295),(28 487.46393),(29 492.42798),(30 488.26215),(31 492.91022),(32 492.79538),(33 494.88223),(34 495.48624),(35 497.2155),(36 494.23068),(37 495.88742),(38 498.04727),(39 499.97995),(40 498.52386),(41 494.27454),(42 496.18005),(43 502.48624),(44 503.48984),(45 503.39154),(46 508.25452),(47 509.52612),(48 509.7729),(49 510.82495),(50 512.50494),(51 511.12997),(52 511.88458),(53 509.53638),(54 511.42017),(55 509.6589),(56 513.4643),(57 513.9642),(58 513.699),(59 514.66626),(60 511.51062),(61 508.35416),(62 509.25452),(63 512.1274),(64 507.35376),(65 510.2683),(66 506.25858),(67 503.9501),(68 504.3534),(69 503.2342),(70 502.67813),(71 503.73105),(72 503.91678),(73 502.7792),(74 504.48648),(75 509.0226),(76 506.55634),(77 507.6856),(78 510.672),(79 512.27716),
(1 213.61015),(2 270.79938),(3 309.05502),(4 331.23425),(5 347.88373),(6 361.10962),(7 371.97705),(8 379.8186),(9 391.30692),(10 401.28378),(11 409.45776),(12 416.5263),(13 424.26465),(14 429.08923),(15 433.66138),(16 437.72202),(17 446.53387),(18 456.46506),(19 460.12494),(20 463.92758),(21 465.39264),(22 467.20544),(23 470.54562),(24 471.28076),(25 467.71344),(26 473.85666),(27 475.77252),(28 479.27026),(29 485.00143),(30 485.96335),(31 490.5961),(32 489.34006),(33 489.33212),(34 490.67136),(35 495.24234),(36 492.09595),(37 499.68015),(38 499.10565),(39 503.4091),(40 502.72882),(41 505.2298),(42 507.1877),(43 514.15985),(44 514.1021),(45 512.4005),(46 517.6696),(47 522.14215),(48 519.44995),(49 522.1543),(50 518.7782),(51 520.80096),(52 522.1632),(53 520.3673),(54 523.77435),(55 525.46),(56 527.9632),(57 526.0964),(58 523.783),(59 523.4221),(60 523.5782),(61 521.0055),(62 520.1732),(63 519.91187),(64 513.06476),(65 513.3246),(66 513.2087),(67 507.78372),(68 502.63925),(69 503.7305),(70 501.52798),(71 501.22626),(72 504.805),(73 501.6851),(74 501.38898),(75 502.81244),(76 503.25848),(77 508.238),(78 511.33786),(79 514.0873),
(1 212.17186),(2 265.16483),(3 295.82465),(4 318.2801),(5 337.58118),(6 355.39047),(7 365.91763),(8 375.14325),(9 380.36804),(10 389.5832),(11 398.37204),(12 406.15637),(13 415.3193),(14 420.59192),(15 424.7396),(16 428.08035),(17 434.89493),(18 439.5017),(19 441.8622),(20 449.8701),(21 454.2913),(22 453.61615),(23 458.48196),(24 460.73328),(25 459.34622),(26 465.4427),(27 465.37698),(28 472.30283),(29 472.64853),(30 478.62164),(31 481.5332),(32 480.66733),(33 483.91693),(34 480.26797),(35 484.68762),(36 483.40674),(37 487.18546),(38 485.88953),(39 486.8653),(40 487.96863),(41 487.01068),(42 486.99734),(43 492.88742),(44 493.9477),(45 496.2606),(46 499.59256),(47 503.30542),(48 503.87106),(49 498.23148),(50 499.32816),(51 497.40976),(52 496.51993),(53 495.8839),(54 491.45828),(55 497.1726),(56 495.9698),(57 491.69543),(58 494.07086),(59 492.66052),(60 492.48428),(61 491.8641),(62 491.2514),(63 493.61368),(64 493.54324),(65 493.4285),(66 492.2691),(67 489.5951),(68 487.43875),(69 485.34317),(70 483.6965),(71 489.33868),(72 488.66797),(73 491.18512),(74 489.85098),(75 495.4518),(76 495.35843),(77 499.2853),(78 502.02417),(79 503.31552),
(1 211.87854),(2 259.86472),(3 291.9165),(4 313.3058),(5 331.29642),(6 348.06976),(7 357.719),(8 366.32635),(9 372.85767),(10 381.03723),(11 390.27823),(12 397.123),(13 405.47668),(14 412.5137),(15 417.99463),(16 417.7082),(17 424.8115),(18 424.2165),(19 429.99805),(20 431.46268),(21 432.96527),(22 439.94846),(23 442.67072),(24 445.0453),(25 444.31595),(26 446.25552),(27 452.57254),(28 455.98746),(29 457.76456),(30 458.61557),(31 464.64655),(32 467.5837),(33 465.86496),(34 466.3077),(35 468.87228),(36 467.29794),(37 474.97433),(38 476.92725),(39 478.14532),(40 481.41916),(41 481.33948),(42 486.28903),(43 482.92896),(44 488.73972),(45 492.45996),(46 495.75662),(47 498.2387),(48 498.5495),(49 499.39063),(50 499.30936),(51 495.5745),(52 493.00113),(53 489.32828),(54 487.8247),(55 490.02206),(56 490.65475),(57 491.82315),(58 494.78705),(59 492.8158),(60 491.00815),(61 494.7861),(62 493.39697),(63 492.44336),(64 489.01212),(65 490.63507),(66 485.99734),(67 483.5872),(68 482.979),(69 483.9549),(70 482.49756),(71 481.8394),(72 484.161),(73 484.28867),(74 486.80014),(75 488.64713),(76 490.98874),(77 493.57697),(78 496.5546),(79 498.7274),
(1 205.23154),(2 256.51495),(3 290.90036),(4 315.1657),(5 330.82465),(6 348.01105),(7 358.94983),(8 366.5409),(9 372.94366),(10 382.69348),(11 393.70688),(12 399.34506),(13 410.65768),(14 415.99503),(15 422.59473),(16 425.7775),(17 430.88742),(18 432.4597),(19 438.032),(20 443.70374),(21 448.3462),(22 451.70303),(23 457.3592),(24 463.22437),(25 459.7979),(26 463.48404),(27 468.82922),(28 474.69693),(29 477.88492),(30 479.82867),(31 479.83966),(32 480.68198),(33 482.9367),(34 486.20587),(35 487.528),(36 485.2332),(37 486.94208),(38 481.99872),(39 486.89706),(40 486.0571),(41 485.99283),(42 486.5841),(43 488.0069),(44 485.11737),(45 486.97018),(46 488.2892),(47 491.13693),(48 487.3732),(49 486.5559),(50 489.64865),(51 490.94153),(52 492.85065),(53 489.5189),(54 496.4112),(55 494.49203),(56 495.84418),(57 494.4574),(58 496.89655),(59 498.11227),(60 497.562),(61 499.75897),(62 497.79617),(63 496.0574),(64 490.9505),(65 490.7212),(66 491.67487),(67 491.03564),(68 489.83478),(69 487.7568),(70 484.98584),(71 489.95914),(72 488.74454),(73 487.91428),(74 488.18335),(75 485.46408),(76 489.1293),(77 486.7834),(78 486.76718),(79 488.18845),
(1 201.49321),(2 251.31853),(3 281.5707),(4 303.23096),(5 322.69714),(6 335.24408),(7 346.6431),(8 354.29837),(9 361.25116),(10 372.17267),(11 378.31656),(12 387.26022),(13 393.89273),(14 399.34644),(15 406.09406),(16 405.8342),(17 414.63745),(18 414.49286),(19 411.83005),(20 420.00076),(21 421.08606),(22 425.51938),(23 424.33072),(24 426.68195),(25 422.66507),(26 426.1837),(27 431.31995),(28 435.00345),(29 442.5605),(30 441.9288),(31 441.65964),(32 443.90634),(33 444.7845),(34 442.18466),(35 443.096),(36 441.78162),(37 442.00128),(38 443.0817),(39 446.88513),(40 447.4026),(41 447.61768),(42 449.0921),(43 449.26215),(44 449.72992),(45 452.6708),(46 455.26865),(47 451.09152),(48 454.12146),(49 457.31534),(50 459.1741),(51 459.15714),(52 461.514),(53 463.96768),(54 462.65814),(55 466.533),(56 466.6274),(57 469.02863),(58 471.4319),(59 469.24927),(60 468.91458),(61 464.65408),(62 464.01962),(63 467.2586),(64 463.94064),(65 463.25668),(66 460.2536),(67 457.6648),(68 457.34598),(69 456.6172),(70 451.9737),(71 450.68002),(72 450.05252),(73 452.51776),(74 455.09),(75 454.10425),(76 457.4065),(77 457.85254),(78 459.28253),(79 462.4581),
(1 204.5517),(2 255.53082),(3 288.92166),(4 306.00943),(5 321.93475),(6 337.46008),(7 346.53268),(8 359.25723),(9 364.99695),(10 377.1172),(11 384.39572),(12 390.1349),(13 399.5995),(14 407.09445),(15 410.93442),(16 412.93283),(17 421.8107),(18 422.67105),(19 426.74255),(20 431.46133),(21 435.60803),(22 436.26443),(23 436.478),(24 437.28564),(25 443.21698),(26 443.86462),(27 445.96292),(28 454.32245),(29 456.09064),(30 460.04437),(31 467.3316),(32 471.46265),(33 474.25107),(34 472.11252),(35 471.37918),(36 473.14716),(37 475.86328),(38 478.7657),(39 481.0885),(40 478.45),(41 476.40738),(42 480.23743),(43 479.1144),(44 478.5409),(45 480.0181),(46 480.08496),(47 480.20306),(48 481.7772),(49 480.5862),(50 481.7238),(51 480.78226),(52 482.44714),(53 482.3291),(54 481.42444),(55 482.26617),(56 479.30966),(57 479.30286),(58 484.11578),(59 482.66547),(60 481.88248),(61 479.6644),(62 480.51526),(63 482.20554),(64 481.25497),(65 478.76315),(66 477.2661),(67 479.04047),(68 477.36606),(69 478.1927),(70 477.31775),(71 478.47232),(72 472.68097),(73 474.11313),(74 472.6562),(75 473.17188),(76 475.00577),(77 476.05066),(78 473.91208),(79 474.69086),
(1 203.53215),(2 249.59404),(3 281.35382),(4 302.12186),(5 315.2062),(6 324.59277),(7 337.82822),(8 344.66354),(9 355.82178),(10 365.36694),(11 374.28793),(12 378.2224),(13 393.7663),(14 397.05432),(15 401.31067),(16 408.00153),(17 410.90747),(18 413.25067),(19 418.13336),(20 423.96722),(21 430.25183),(22 432.93716),(23 431.66888),(24 435.95306),(25 435.93042),(26 437.75247),(27 440.3627),(28 442.8863),(29 449.2744),(30 452.14975),(31 451.68045),(32 452.2924),(33 453.1251),(34 449.94937),(35 450.3095),(36 447.52142),(37 448.7744),(38 451.94238),(39 450.2669),(40 452.076),(41 452.67694),(42 449.6677),(43 452.6052),(44 454.33444),(45 454.6749),(46 454.31644),(47 453.54758),(48 454.27594),(49 455.66312),(50 457.13126),(51 457.7119),(52 461.56134),(53 463.5198),(54 465.2162),(55 463.4125),(56 464.42657),(57 463.16122),(58 463.88718),(59 459.83398),(60 461.9372),(61 463.58267),(62 463.00766),(63 463.66443),(64 461.69287),(65 458.50708),(66 459.4563),(67 458.48297),(68 459.0429),(69 454.6106),(70 456.26422),(71 457.09912),(72 455.08298),(73 449.3323),(74 449.20105),(75 451.85977),(76 450.68823),(77 451.5705),(78 451.68515),(79 452.9665),
(1 196.90596),(2 243.92026),(3 278.11932),(4 301.52963),(5 315.85168),(6 330.7995),(7 340.6479),(8 348.70694),(9 355.98657),(10 365.69873),(11 374.5045),(12 382.58707),(13 390.96353),(14 393.18625),(15 396.3576),(16 402.61624),(17 403.54224),(18 405.67905),(19 409.3862),(20 415.79373),(21 418.29013),(22 426.1857),(23 435.96185),(24 435.97733),(25 438.17212),(26 436.55215),(27 439.72687),(28 443.26624),(29 444.89423),(30 451.76913),(31 455.44037),(32 454.9112),(33 457.83527),(34 457.3603),(35 453.46548),(36 455.29492),(37 459.0104),(38 457.03827),(39 460.57388),(40 459.9966),(41 459.7636),(42 456.8264),(43 459.30798),(44 457.36575),(45 456.04892),(46 457.9601),(47 460.74838),(48 457.92404),(49 459.73395),(50 456.76138),(51 461.28583),(52 456.78442),(53 457.82825),(54 457.83615),(55 458.7373),(56 457.63895),(57 459.1265),(58 457.4511),(59 455.75998),(60 456.10208),(61 452.4325),(62 451.66718),(63 452.42596),(64 452.59982),(65 450.09058),(66 450.94022),(67 449.91776),(68 450.78317),(69 452.79785),(70 455.02554),(71 455.47095),(72 453.7039),(73 452.09604),(74 450.28043),(75 451.37064),(76 452.4323),(77 457.2371),(78 457.63794),(79 462.89148),
(1 196.73543),(2 246.80673),(3 279.80676),(4 298.01398),(5 315.6462),(6 333.17398),(7 342.53336),(8 348.43375),(9 352.5093),(10 363.372),(11 363.82333),(12 370.70773),(13 380.91635),(14 383.10867),(15 391.13525),(16 395.52335),(17 397.90616),(18 401.46484),(19 407.46362),(20 414.68628),(21 416.18317),(22 426.48996),(23 433.2691),(24 432.82016),(25 435.86475),(26 437.50165),(27 440.77536),(28 444.13953),(29 446.6357),(30 449.88687),(31 452.22882),(32 453.74725),(33 452.64072),(34 453.86823),(35 452.68253),(36 453.8037),(37 456.6302),(38 454.25116),(39 459.89975),(40 458.43118),(41 460.74768),(42 460.10764),(43 463.78793),(44 461.2829),(45 463.2117),(46 461.10468),(47 463.50812),(48 465.0357),(49 466.3812),(50 466.44296),(51 467.95282),(52 466.38226),(53 467.583),(54 460.71378),(55 459.69693),(56 460.1314),(57 458.90616),(58 457.71774),(59 457.05933),(60 454.61896),(61 450.56113),(62 451.885),(63 454.22998),(64 455.8737),(65 451.80508),(66 453.61447),(67 453.83582),(68 456.3542),(69 454.55603),(70 452.82404),(71 455.26813),(72 454.40155),(73 452.57193),(74 454.13638),(75 456.816),(76 456.95844),(77 460.67072),(78 462.1856),(79 466.919),
(1 191.5134),(2 235.5227),(3 270.62845),(4 287.33395),(5 306.26526),(6 315.56198),(7 323.66837),(8 332.0609),(9 336.32993),(10 347.04352),(11 348.243),(12 352.14603),(13 363.48178),(14 367.13306),(15 373.43143),(16 373.97446),(17 377.2393),(18 381.2939),(19 385.94785),(20 392.2815),(21 397.07547),(22 398.28293),(23 404.19138),(24 409.7241),(25 412.98685),(26 412.42474),(27 415.36093),(28 417.1916),(29 418.7734),(30 424.35648),(31 427.0017),(32 431.36548),(33 427.63852),(34 428.2958),(35 429.94965),(36 429.1668),(37 434.66043),(38 438.9518),(39 439.65237),(40 438.89667),(41 440.4879),(42 442.5211),(43 445.24768),(44 444.51944),(45 446.27826),(46 448.1079),(47 446.34747),(48 451.2635),(49 453.6823),(50 453.43674),(51 455.5528),(52 453.1215),(53 453.74985),(54 450.94446),(55 453.7814),(56 453.13437),(57 451.63007),(58 450.19974),(59 452.21518),(60 450.09903),(61 450.09525),(62 450.99323),(63 450.12048),(64 449.89755),(65 451.3623),(66 452.009),(67 453.86),(68 449.28156),(69 448.51617),(70 449.477),(71 449.0867),(72 445.21112),(73 446.3241),(74 446.50238),(75 450.69174),(76 452.0666),(77 454.24252),(78 457.69345),(79 460.09775),
(1 193.90967),(2 241.02563),(3 274.9787),(4 292.10977),(5 309.71124),(6 322.39566),(7 327.8231),(8 336.61188),(9 342.35583),(10 349.38535),(11 355.22632),(12 358.36215),(13 368.8807),(14 374.92297),(15 381.84558),(16 382.22443),(17 389.21875),(18 389.34677),(19 394.7383),(20 401.48734),(21 403.20663),(22 407.70172),(23 406.91632),(24 413.7416),(25 417.54727),(26 419.10193),(27 420.21756),(28 422.32535),(29 425.762),(30 427.1052),(31 428.84695),(32 429.8806),(33 433.94867),(34 435.026),(35 439.39435),(36 438.35638),(37 444.99973),(38 445.39294),(39 446.52676),(40 447.78204),(41 450.3705),(42 453.00293),(43 455.9708),(44 454.8562),(45 457.86612),(46 460.48044),(47 461.28244),(48 465.33435),(49 464.6679),(50 464.4585),(51 465.93066),(52 465.29385),(53 465.5533),(54 466.55405),(55 463.68478),(56 462.1586),(57 458.57965),(58 460.8362),(59 460.90765),(60 462.33313),(61 460.87756),(62 456.17987),(63 457.82468),(64 454.17853),(65 454.15128),(66 455.55838),(67 457.49454),(68 456.55716),(69 453.9205),(70 454.12323),(71 453.69028),(72 454.55124),(73 457.76166),(74 460.53836),(75 464.46292),(76 463.95364),(77 466.79257),(78 472.33862),(79 479.2502),
(1 184.41797),(2 233.35619),(3 263.22952),(4 283.26465),(5 295.34454),(6 305.91443),(7 314.0633),(8 320.157),(9 326.9816),(10 335.35623),(11 340.22708),(12 345.8666),(13 357.44687),(14 361.21194),(15 368.6819),(16 369.01193),(17 371.61853),(18 375.5868),(19 380.23853),(20 383.8544),(21 387.34177),(22 391.86765),(23 396.70856),(24 401.25262),(25 405.59473),(26 407.46564),(27 406.078),(28 411.48486),(29 410.8286),(30 415.4262),(31 417.528),(32 418.16183),(33 418.42078),(34 421.77866),(35 422.12823),(36 422.17178),(37 423.0817),(38 425.05933),(39 424.4508),(40 426.3414),(41 427.82544),(42 429.23413),(43 427.85828),(44 426.04022),(45 426.23267),(46 428.80576),(47 430.4977),(48 434.8196),(49 435.21506),(50 433.76825),(51 432.6182),(52 431.35352),(53 425.9217),(54 428.18536),(55 428.0826),(56 427.91055),(57 425.16693),(58 425.43332),(59 423.09085),(60 423.70096),(61 423.62256),(62 420.09683),(63 422.1066),(64 422.43695),(65 423.19415),(66 423.57727),(67 422.689),(68 423.14523),(69 426.36816),(70 424.4097),(71 425.76587),(72 424.39865),(73 427.8317),(74 428.89682),(75 435.30548),(76 431.74493),(77 430.38174),(78 435.43024),(79 442.15744),
(1 186.15805),(2 236.17757),(3 265.1725),(4 282.74774),(5 294.9331),(6 307.96143),(7 314.35165),(8 326.45428),(9 333.84338),(10 344.31738),(11 351.22815),(12 354.5963),(13 364.55145),(14 366.7619),(15 374.7799),(16 378.22186),(17 383.7968),(18 387.599),(19 392.48575),(20 397.13858),(21 401.8414),(22 405.5847),(23 407.76477),(24 409.42886),(25 417.1987),(26 415.94476),(27 419.22412),(28 425.15204),(29 423.31308),(30 424.90955),(31 431.3438),(32 429.10214),(33 429.4135),(34 427.78055),(35 428.3118),(36 428.4404),(37 427.44214),(38 425.55435),(39 431.9818),(40 430.04114),(41 429.5402),(42 428.91415),(43 429.58807),(44 427.94473),(45 432.74142),(46 433.7711),(47 435.6313),(48 439.54196),(49 438.0353),(50 436.27103),(51 434.75494),(52 435.36227),(53 431.939),(54 430.45154),(55 431.02203),(56 432.88748),(57 432.11926),(58 431.42596),(59 432.8996),(60 431.86343),(61 429.1866),(62 431.24866),(63 435.40036),(64 437.11588),(65 435.71622),(66 436.78052),(67 436.24808),(68 436.9239),(69 436.49426),(70 440.51083),(71 437.97266),(72 438.58957),(73 442.46643),(74 442.91565),(75 449.53394),(76 448.52914),(77 449.37192),(78 447.4296),(79 452.7014),
(1 180.73073),(2 225.36389),(3 254.25842),(4 272.84406),(5 285.28912),(6 296.76666),(7 304.6789),(8 316.5721),(9 320.21655),(10 331.1745),(11 340.59854),(12 345.82333),(13 355.82944),(14 361.13895),(15 370.3184),(16 372.9061),(17 378.7912),(18 381.7057),(19 385.42874),(20 390.35764),(21 393.4217),(22 394.7745),(23 398.9402),(24 404.2104),(25 406.67337),(26 410.37698),(27 409.92438),(28 413.17508),(29 417.61826),(30 418.45822),(31 421.8362),(32 420.89746),(33 421.63287),(34 423.89008),(35 425.68176),(36 423.37668),(37 420.69644),(38 419.0417),(39 425.2782),(40 426.50348),(41 425.71127),(42 424.34143),(43 425.57578),(44 425.73178),(45 428.16156),(46 431.25888),(47 435.4968),(48 436.0482),(49 436.15628),(50 432.58707),(51 434.24066),(52 435.3145),(53 430.8029),(54 429.69034),(55 430.43707),(56 429.85553),(57 429.5688),(58 429.50027),(59 429.38843),(60 428.84213),(61 427.61792),(62 427.2),(63 430.58582),(64 428.2756),(65 426.58472),(66 426.8855),(67 422.71387),(68 420.73242),(69 421.10913),(70 420.48196),(71 415.75717),(72 416.11325),(73 420.86142),(74 423.7683),(75 428.74734),(76 424.367),(77 428.66397),(78 430.3068),(79 434.47897),
(1 177.11711),(2 220.32686),(3 249.03998),(4 269.21344),(5 283.38773),(6 294.1644),(7 304.0954),(8 310.29828),(9 313.24884),(10 323.3152),(11 329.72833),(12 334.3465),(13 344.40836),(14 347.36792),(15 353.63705),(16 357.912),(17 365.83344),(18 367.5801),(19 373.01538),(20 378.15976),(21 382.11423),(22 384.40952),(23 387.5811),(24 390.5839),(25 395.38107),(26 395.94397),(27 397.4383),(28 398.7136),(29 402.3093),(30 406.18445),(31 403.1988),(32 407.4711),(33 411.1968),(34 410.4374),(35 411.35962),(36 412.48654),(37 407.95975),(38 408.08453),(39 410.37503),(40 412.4774),(41 410.3225),(42 408.14124),(43 411.00998),(44 412.17972),(45 413.42343),(46 413.4209),(47 413.15256),(48 412.64377),(49 413.30585),(50 411.1834),(51 410.90292),(52 412.37442),(53 410.04886),(54 410.79947),(55 407.5754),(56 409.46893),(57 407.0379),(58 405.23972),(59 403.4171),(60 403.7708),(61 401.67407),(62 401.59848),(63 405.7357),(64 405.5479),(65 403.0436),(66 400.4142),(67 400.26587),(68 401.63278),(69 401.1958),(70 403.42468),(71 403.9664),(72 403.56723),(73 405.57544),(74 405.56647),(75 411.48096),(76 412.19608),(77 413.51038),(78 417.0433),(79 419.94196),
(1 176.37654),(2 222.69595),(3 249.33224),(4 268.3632),(5 280.0912),(6 292.7184),(7 297.7775),(8 305.8882),(9 313.2765),(10 322.79776),(11 330.02164),(12 330.59885),(13 345.3359),(14 346.5615),(15 353.91638),(16 358.4195),(17 363.67917),(18 367.0541),(19 371.771),(20 375.52353),(21 381.54105),(22 385.70236),(23 392.1372),(24 398.05804),(25 402.44507),(26 402.41397),(27 403.0872),(28 408.92633),(29 411.20523),(30 413.3302),(31 412.49167),(32 413.6928),(33 415.14642),(34 417.71536),(35 417.9819),(36 420.1131),(37 420.16098),(38 416.70947),(39 419.3051),(40 420.24475),(41 415.9892),(42 415.67505),(43 417.7234),(44 418.99265),(45 418.98425),(46 422.5998),(47 422.0749),(48 422.28125),(49 422.1555),(50 424.94238),(51 427.98605),(52 422.48688),(53 423.86252),(54 419.91714),(55 419.55585),(56 417.62534),(57 415.53278),(58 410.30875),(59 411.41724),(60 410.72623),(61 412.09283),(62 409.19644),(63 414.23032),(64 413.03415),(65 413.39822),(66 413.85403),(67 416.11038),(68 415.00815),(69 415.6683),(70 420.6542),(71 418.92538),(72 417.15488),(73 423.08817),(74 425.37347),(75 429.6073),(76 433.90738),(77 435.98264),(78 437.01172),(79 438.8354),
(1 174.33847),(2 219.43329),(3 249.17131),(4 264.1593),(5 277.3712),(6 292.11102),(7 298.85614),(8 304.8343),(9 316.14993),(10 320.0392),(11 325.74417),(12 329.3412),(13 339.49146),(14 342.44272),(15 352.59152),(16 358.8895),(17 362.0221),(18 367.17624),(19 372.07855),(20 378.22107),(21 381.84406),(22 384.63382),(23 393.94626),(24 398.79907),(25 400.8646),(26 403.35217),(27 403.6757),(28 410.48236),(29 413.15884),(30 412.67728),(31 414.52597),(32 415.07672),(33 420.57663),(34 421.5687),(35 421.5328),(36 418.9642),(37 421.5324),(38 421.22107),(39 427.92535),(40 424.52618),(41 422.0428),(42 419.68372),(43 422.36996),(44 421.8489),(45 420.99954),(46 424.1285),(47 425.2718),(48 423.94937),(49 427.6494),(50 427.52655),(51 429.05927),(52 423.95767),(53 430.81458),(54 424.63364),(55 423.97076),(56 423.4845),(57 423.1766),(58 419.10278),(59 418.29056),(60 416.51926),(61 418.7984),(62 418.90637),(63 421.5661),(64 420.20313),(65 419.86688),(66 419.54144),(67 421.96704),(68 417.99515),(69 417.6873),(70 418.4005),(71 418.2233),(72 416.24847),(73 424.06946),(74 429.15494),(75 436.059),(76 437.6297),(77 436.9389),(78 438.72266),(79 444.03232),
