1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8069.078),(2 15743.394),(3 33724.938),(4 48224.863),(5 66732.87),(6 84004.01),(7 108834.75),(8 132688.7),(9 157296.08),(10 180410.2),(11 213733.92),(12 244673.75),(13 287808.7),(14 329241.22),(15 389766.25),(16 442588.5),(17 488795.75),(18 544637.8),(19 595536.56),(20 646905.25),(21 701477.3),(22 749255),(23 807309.3),(24 856426),(25 915984),(26 983704.56),(27 1066424.6),(28 1136198.9),(29 1227392.1),(30 1312403.6),(31 1405045.4),(32 1495985.4),(33 1585468.6),(34 1670735.1),(35 1752373.6),(36 1837966.4),(37 1925196.4),(38 2021854),(39 2132487.5),(40 2232837),(41 2339689.8),(42 2441864.8),(43 2561997.8),(44 2682375.3),(45 2802283.8),(46 2927864),(47 3050831.3),(48 3171032),(49 3312994.3),(50 3433774),(51 3580116.8),(52 3738388),(53 3899190.8),(54 4066652),(55 4256671.5),(56 4462364),(57 4646065.5),(58 4843877.5),(59 5049238.5),(60 5246860),(61 5479348.5),(62 5709195.5),(63 5961006.5),(64 6190152.5),(65 6426824),(66 6674690.5),(67 6907172),(68 7184179.5),(69 7456280.5),(70 7722976),(71 8001822.5),(72 8260056.5),(73 8515660),(74 8743591),(75 8988733),(76 9219281),(77 9440768),(78 9668303),(79 9948612),
(1 33.943592),(2 38.18341),(3 39.905052),(4 40.976795),(5 42.869995),(6 44.10546),(7 44.80575),(8 45.03211),(9 45.430935),(10 46.29904),(11 46.392834),(12 47.2658),(13 47.28079),(14 47.584274),(15 47.10138),(16 47.505703),(17 47.734276),(18 48.219643),(19 48.27959),(20 48.209743),(21 48.64947),(22 49.14841),(23 49.053593),(24 49.24593),(25 49.789276),(26 50.43378),(27 50.08139),(28 49.838085),(29 50.386864),(30 50.750763),(31 50.285385),(32 50.69292),(33 50.763084),(34 51.04266),(35 50.482887),(36 50.58711),(37 50.786232),(38 51.244423),(39 50.800465),(40 50.302364),(41 50.62773),(42 50.80378),(43 51.141983),(44 51.14714),(45 51.065388),(46 51.268684),(47 51.19151),(48 51.859486),(49 51.47942),(50 51.976368),(51 51.379917),(52 51.66059),(53 51.51681),(54 51.275352),(55 51.474293),(56 51.486454),(57 50.886566),(58 51.24769),(59 51.570324),(60 51.532436),(61 51.635418),(62 51.464317),(63 51.65085),(64 51.316074),(65 51.75206),(66 52.054523),(67 51.842194),(68 51.840908),(69 52.41464),(70 52.283375),(71 51.880455),(72 51.971874),(73 51.85487),(74 51.96265),(75 51.700726),(76 52.00717),(77 51.585857),(78 52.28527),(79 51.98619),
(1 34.517265),(2 38.26777),(3 40.569763),(4 41.716675),(5 42.788334),(6 43.11245),(7 43.969376),(8 44.976627),(9 45.36488),(10 45.63905),(11 45.98048),(12 46.691498),(13 47.082104),(14 47.23938),(15 47.90684),(16 47.735874),(17 48.3012),(18 48.809875),(19 49.199993),(20 49.533463),(21 49.45661),(22 49.841248),(23 50.5637),(24 49.976604),(25 50.317253),(26 50.35276),(27 50.097385),(28 50.80742),(29 50.375927),(30 51.038574),(31 50.85193),(32 50.940933),(33 50.970417),(34 50.99924),(35 51.173),(36 50.92628),(37 51.291103),(38 51.568424),(39 50.721573),(40 50.47448),(41 50.787647),(42 51.213387),(43 50.83153),(44 50.799664),(45 50.92039),(46 50.798138),(47 50.783787),(48 51.89572),(49 51.58537),(50 51.52325),(51 51.82331),(52 51.659492),(53 51.65777),(54 51.58725),(55 51.477833),(56 51.745773),(57 51.480312),(58 51.449665),(59 51.292984),(60 51.32213),(61 50.9608),(62 51.990456),(63 51.41509),(64 51.699306),(65 51.667034),(66 50.95655),(67 50.91),(68 51.66264),(69 51.138508),(70 51.593094),(71 51.6255),(72 51.080563),(73 51.6478),(74 52.24038),(75 52.168175),(76 51.765602),(77 51.782562),(78 51.373447),(79 51.419216),
(1 34.39889),(2 38.275246),(3 40.185043),(4 41.53751),(5 42.783833),(6 43.043926),(7 43.616695),(8 44.61639),(9 44.65151),(10 45.330807),(11 45.835308),(12 46.03099),(13 46.192142),(14 46.478333),(15 46.46104),(16 47.070335),(17 47.615078),(18 47.50163),(19 47.586437),(20 48.240574),(21 48.503937),(22 48.636326),(23 48.977325),(24 48.503323),(25 49.444847),(26 49.01381),(27 49.58413),(28 50.01691),(29 49.765156),(30 50.996475),(31 50.496746),(32 50.537247),(33 50.36205),(34 50.00374),(35 50.251637),(36 49.924572),(37 49.96268),(38 50.595284),(39 49.97095),(40 49.56447),(41 50.152073),(42 50.030087),(43 49.984795),(44 50.505936),(45 50.3503),(46 49.98585),(47 49.872196),(48 50.84284),(49 50.278538),(50 51.067654),(51 50.93465),(52 50.892033),(53 50.669914),(54 50.499443),(55 51.648685),(56 51.473644),(57 50.848553),(58 51.52203),(59 50.79943),(60 50.678905),(61 50.56035),(62 51.13304),(63 51.31672),(64 51.210617),(65 50.82701),(66 51.018257),(67 51.43396),(68 51.859985),(69 51.38509),(70 51.392597),(71 51.265774),(72 50.829018),(73 51.129166),(74 51.27613),(75 51.033554),(76 51.009583),(77 50.850636),(78 51.22935),(79 51.404152),
(1 33.244972),(2 37.041084),(3 39.358925),(4 40.71021),(5 42.067814),(6 42.23207),(7 42.904594),(8 43.65067),(9 43.76732),(10 44.749237),(11 44.496292),(12 45.279827),(13 45.598877),(14 46.21971),(15 46.422394),(16 46.330303),(17 47.399887),(18 47.357327),(19 47.468914),(20 47.714855),(21 47.964233),(22 47.265865),(23 47.728012),(24 48.420135),(25 48.63022),(26 48.71078),(27 48.92442),(28 49.52),(29 49.49849),(30 49.536022),(31 49.550247),(32 49.017773),(33 49.32628),(34 49.642406),(35 49.24781),(36 49.85922),(37 50.028557),(38 50.298775),(39 49.596867),(40 49.695015),(41 49.612446),(42 49.991184),(43 50.60304),(44 50.06061),(45 49.917446),(46 49.77629),(47 50.394997),(48 49.988106),(49 50.039738),(50 50.34105),(51 50.559437),(52 49.789673),(53 49.888447),(54 49.60172),(55 49.24906),(56 49.823975),(57 49.617973),(58 49.8925),(59 49.712875),(60 50.108395),(61 49.872105),(62 50.185017),(63 49.803),(64 50.22637),(65 49.719612),(66 50.169956),(67 49.961006),(68 50.766838),(69 50.252068),(70 50.83392),(71 50.56046),(72 50.432125),(73 51.22313),(74 51.527214),(75 50.873756),(76 50.84279),(77 51.53856),(78 51.31266),(79 51.34414),
(1 33.722584),(2 37.593334),(3 39.792927),(4 41.161987),(5 42.65578),(6 43.567837),(7 43.964737),(8 44.1666),(9 44.691578),(10 44.966583),(11 45.117558),(12 45.993446),(13 46.001797),(14 46.801914),(15 47.031322),(16 47.35879),(17 47.839077),(18 47.70189),(19 48.18622),(20 47.790653),(21 48.670586),(22 48.392246),(23 48.699486),(24 48.85171),(25 49.143),(26 49.068142),(27 48.624374),(28 49.924225),(29 50.221848),(30 49.906914),(31 50.064156),(32 49.860855),(33 50.309513),(34 50.585945),(35 50.538315),(36 50.366924),(37 50.919827),(38 50.28255),(39 49.965904),(40 50.139687),(41 50.214413),(42 49.880817),(43 49.928032),(44 49.930527),(45 50.14882),(46 49.963367),(47 49.947285),(48 50.68786),(49 50.822678),(50 50.944942),(51 50.421646),(52 49.920406),(53 50.20541),(54 50.520878),(55 50.552425),(56 50.462204),(57 50.7072),(58 50.602318),(59 50.635483),(60 50.985733),(61 51.71959),(62 51.96839),(63 51.82043),(64 52.13193),(65 51.859756),(66 51.872574),(67 51.45916),(68 51.874912),(69 51.759174),(70 51.73819),(71 50.768448),(72 51.27785),(73 51.5652),(74 51.72518),(75 51.666115),(76 51.3035),(77 51.62726),(78 51.331234),(79 51.78015),
(1 33.540974),(2 37.017277),(3 38.952198),(4 39.827538),(5 41.53179),(6 42.427135),(7 42.80498),(8 43.01594),(9 44.05848),(10 43.997055),(11 44.544346),(12 45.0987),(13 45.767513),(14 45.448124),(15 46.262493),(16 46.42042),(17 46.805153),(18 47.024822),(19 46.817326),(20 46.93598),(21 47.416073),(22 48.00652),(23 47.776756),(24 48.345123),(25 48.868217),(26 48.566715),(27 48.51102),(28 48.428967),(29 48.276028),(30 48.99811),(31 48.444702),(32 48.566227),(33 49.527515),(34 49.115158),(35 48.91475),(36 49.32887),(37 49.824467),(38 49.094383),(39 48.986195),(40 49.49756),(41 49.58842),(42 49.119072),(43 49.898144),(44 49.781734),(45 49.581352),(46 49.746338),(47 49.388622),(48 49.49912),(49 50.510067),(50 50.226597),(51 49.831905),(52 49.66579),(53 50.22129),(54 50.23474),(55 49.974823),(56 50.14559),(57 49.872612),(58 50.051277),(59 49.821438),(60 49.89812),(61 50.225216),(62 50.48921),(63 50.281364),(64 50.399235),(65 50.057583),(66 50.379272),(67 50.66761),(68 50.811634),(69 49.830574),(70 50.38228),(71 49.7443),(72 49.56993),(73 50.114685),(74 50.296593),(75 50.296085),(76 50.50976),(77 50.574364),(78 50.046673),(79 50.160984),
(1 33.357746),(2 36.92807),(3 39.040653),(4 39.779118),(5 41.185112),(6 42.71044),(7 42.674435),(8 42.795624),(9 43.506844),(10 43.73046),(11 44.247906),(12 44.52541),(13 44.662933),(14 45.21807),(15 44.92879),(16 45.147907),(17 46.06717),(18 46.371574),(19 46.40581),(20 46.791348),(21 47.14143),(22 48.05473),(23 47.898125),(24 47.313038),(25 48.192375),(26 47.68195),(27 47.89331),(28 48.66672),(29 48.634933),(30 48.716545),(31 48.780117),(32 49.178658),(33 49.66577),(34 49.277443),(35 49.04801),(36 49.000923),(37 49.062546),(38 49.550957),(39 48.91288),(40 49.09425),(41 49.16775),(42 49.09129),(43 49.424694),(44 49.585514),(45 49.380257),(46 48.69719),(47 49.48254),(48 49.52469),(49 49.926342),(50 50.16771),(51 49.633507),(52 49.16169),(53 49.51153),(54 49.272724),(55 49.146904),(56 49.452496),(57 48.886227),(58 48.796543),(59 48.634598),(60 49.655422),(61 48.729015),(62 49.511673),(63 48.881664),(64 49.25422),(65 48.876976),(66 48.891975),(67 49.03609),(68 48.70428),(69 48.73746),(70 49.435577),(71 49.141613),(72 49.12568),(73 49.034554),(74 49.15344),(75 49.282433),(76 49.22856),(77 49.48586),(78 49.86322),(79 49.503185),
(1 33.249218),(2 37.084034),(3 39.29264),(4 40.224022),(5 41.152897),(6 42.353054),(7 42.90894),(8 42.78395),(9 43.617554),(10 43.942554),(11 44.02971),(12 44.605503),(13 45.072742),(14 45.16509),(15 45.20796),(16 45.305714),(17 46.11458),(18 46.27507),(19 46.729565),(20 46.42254),(21 46.630646),(22 47.190315),(23 47.402668),(24 47.619614),(25 47.30477),(26 47.899925),(27 47.755936),(28 48.45841),(29 48.4276),(30 48.80757),(31 48.255623),(32 48.852676),(33 49.010048),(34 48.440613),(35 48.597164),(36 47.99758),(37 48.723804),(38 48.605644),(39 49.12827),(40 48.798313),(41 48.505863),(42 48.74897),(43 48.33357),(44 48.33114),(45 48.164875),(46 48.079308),(47 48.460873),(48 48.736645),(49 49.04915),(50 50.090904),(51 49.550644),(52 49.166885),(53 48.660954),(54 49.784073),(55 49.821262),(56 49.606586),(57 48.6945),(58 49.065636),(59 48.703785),(60 49.077152),(61 48.845013),(62 48.993023),(63 49.259052),(64 49.403786),(65 49.308033),(66 49.51857),(67 49.72409),(68 49.215614),(69 49.433002),(70 49.26743),(71 49.404247),(72 49.1486),(73 48.862537),(74 48.957058),(75 48.75416),(76 48.427906),(77 48.702393),(78 48.531956),(79 49.17827),
(1 31.903387),(2 35.81),(3 38.447914),(4 39.628155),(5 40.59373),(6 41.477875),(7 41.794243),(8 42.39525),(9 42.953434),(10 43.092705),(11 43.49794),(12 43.97739),(13 44.37449),(14 44.982315),(15 44.452206),(16 44.703403),(17 45.307552),(18 45.47308),(19 45.870537),(20 46.463184),(21 46.02579),(22 46.109657),(23 45.77209),(24 46.294632),(25 46.686867),(26 46.664383),(27 47.064754),(28 48.254177),(29 47.844284),(30 48.2625),(31 47.67171),(32 47.528214),(33 48.116596),(34 48.002327),(35 48.192547),(36 47.824196),(37 47.661022),(38 48.444122),(39 47.747723),(40 47.605858),(41 47.247643),(42 47.641712),(43 47.587486),(44 47.992226),(45 47.840828),(46 47.438602),(47 47.42031),(48 47.173794),(49 47.75981),(50 48.309383),(51 48.407963),(52 47.664814),(53 48.088512),(54 48.4908),(55 48.80195),(56 48.944393),(57 48.434845),(58 48.55744),(59 48.35414),(60 47.548466),(61 48.503662),(62 48.87136),(63 48.898018),(64 49.06739),(65 48.83418),(66 48.715096),(67 48.803154),(68 48.617344),(69 49.227146),(70 49.085674),(71 48.20353),(72 48.90534),(73 48.866756),(74 49.076134),(75 49.02402),(76 48.972507),(77 49.00077),(78 49.004875),(79 49.687386),
(1 32.666058),(2 35.936596),(3 37.737198),(4 39.368305),(5 40.483803),(6 41.198658),(7 41.841152),(8 42.187737),(9 42.765907),(10 43.459064),(11 43.24528),(12 43.772545),(13 43.60722),(14 44.01113),(15 44.482357),(16 44.287884),(17 45.57518),(18 45.87693),(19 46.346508),(20 46.79539),(21 46.844963),(22 46.722553),(23 46.117714),(24 46.265343),(25 46.122734),(26 46.121162),(27 46.409866),(28 46.179367),(29 47.146748),(30 47.08262),(31 47.428722),(32 47.56387),(33 47.074112),(34 47.186714),(35 47.353107),(36 47.326435),(37 47.306046),(38 47.35918),(39 47.105614),(40 46.998234),(41 47.16607),(42 47.149643),(43 47.093193),(44 47.346157),(45 46.90451),(46 46.73674),(47 47.209393),(48 47.731388),(49 47.420475),(50 47.53768),(51 47.457905),(52 47.038445),(53 47.253883),(54 47.28301),(55 47.519596),(56 47.2044),(57 48.204807),(58 47.287506),(59 47.244366),(60 47.27952),(61 47.517963),(62 47.598824),(63 47.16566),(64 47.403564),(65 47.4843),(66 47.70731),(67 47.646168),(68 47.832283),(69 47.85484),(70 48.38751),(71 48.50859),(72 48.10941),(73 48.198772),(74 48.225227),(75 49.03358),(76 48.012955),(77 48.597775),(78 48.364906),(79 48.624046),
(1 32.53346),(2 35.128014),(3 38.172688),(4 38.991127),(5 40.243298),(6 40.687912),(7 41.19241),(8 41.371017),(9 42.60602),(10 42.819016),(11 42.94116),(12 43.63067),(13 43.46891),(14 43.855526),(15 44.54178),(16 44.399986),(17 44.78586),(18 44.472),(19 44.24877),(20 45.205734),(21 45.031242),(22 45.574715),(23 45.747864),(24 45.916924),(25 46.414284),(26 46.733704),(27 46.419926),(28 46.302185),(29 46.691185),(30 46.771477),(31 46.624733),(32 47.247097),(33 46.54917),(34 46.645332),(35 47.19417),(36 47.07652),(37 47.90729),(38 47.144924),(39 46.90013),(40 46.58537),(41 46.97439),(42 46.93375),(43 46.835567),(44 47.094757),(45 46.944653),(46 46.680714),(47 46.723045),(48 46.77316),(49 47.12956),(50 47.1789),(51 46.80637),(52 47.078083),(53 47.011784),(54 46.998642),(55 47.281868),(56 47.663815),(57 47.651997),(58 47.188988),(59 47.454556),(60 47.414223),(61 47.49663),(62 47.845825),(63 47.44668),(64 47.571613),(65 48.114536),(66 47.93711),(67 48.076393),(68 48.240463),(69 47.954113),(70 48.307728),(71 48.13997),(72 48.62263),(73 48.37271),(74 49.022972),(75 49.166172),(76 48.4768),(77 48.615326),(78 48.560825),(79 49.118404),
(1 32.54942),(2 35.592545),(3 37.963055),(4 38.9606),(5 40.480362),(6 40.69586),(7 41.290768),(8 41.543575),(9 42.286682),(10 43.04664),(11 43.14796),(12 43.722286),(13 44.02788),(14 44.06797),(15 44.453075),(16 44.20789),(17 45.196495),(18 45.13624),(19 45.14159),(20 45.675186),(21 46.067074),(22 45.985336),(23 45.997242),(24 45.92875),(25 46.488),(26 47.058666),(27 46.575935),(28 46.77768),(29 47.64926),(30 47.738216),(31 47.04538),(32 47.210045),(33 46.981518),(34 46.78718),(35 46.892876),(36 46.887505),(37 46.872177),(38 47.221874),(39 47.393456),(40 47.235992),(41 47.60355),(42 47.257984),(43 47.43659),(44 47.063774),(45 47.80695),(46 47.601303),(47 47.46432),(48 47.697784),(49 47.72746),(50 47.731155),(51 47.357883),(52 47.67808),(53 47.94849),(54 46.936977),(55 47.540874),(56 47.43604),(57 47.41104),(58 47.48896),(59 47.494076),(60 47.999367),(61 47.69595),(62 47.819626),(63 47.14806),(64 46.782085),(65 47.056587),(66 47.37254),(67 46.851494),(68 47.335304),(69 46.914127),(70 47.12626),(71 47.517406),(72 47.548786),(73 47.402733),(74 47.667618),(75 47.757015),(76 47.814816),(77 47.942238),(78 47.521324),(79 47.855278),
(1 31.383223),(2 33.888268),(3 36.076954),(4 37.432873),(5 39.22071),(6 39.7454),(7 40.587288),(8 41.05908),(9 41.630707),(10 42.236908),(11 42.444786),(12 41.748203),(13 42.57188),(14 42.59935),(15 43.024136),(16 43.11099),(17 43.716774),(18 43.753418),(19 43.662205),(20 43.631123),(21 43.439667),(22 44.10625),(23 44.04247),(24 44.549057),(25 44.7522),(26 45.4591),(27 45.02796),(28 45.05082),(29 45.72085),(30 45.31339),(31 45.214287),(32 45.405582),(33 45.569695),(34 45.902157),(35 46.06539),(36 45.812214),(37 45.810394),(38 46.047646),(39 45.45395),(40 45.21166),(41 45.665607),(42 45.619713),(43 45.89421),(44 46.442326),(45 45.989807),(46 45.78002),(47 45.77794),(48 46.133717),(49 46.013363),(50 46.157314),(51 46.117374),(52 46.195816),(53 45.737556),(54 45.950764),(55 45.611614),(56 45.583298),(57 45.575317),(58 46.021053),(59 46.07628),(60 46.003353),(61 45.598663),(62 45.64987),(63 45.405094),(64 45.38515),(65 44.97593),(66 45.851227),(67 45.449406),(68 45.89792),(69 45.50761),(70 46.32924),(71 46.669308),(72 46.146854),(73 46.70252),(74 47.074196),(75 46.65959),(76 46.433575),(77 47.286877),(78 47.280228),(79 48.07791),
(1 31.260466),(2 34.74512),(3 36.816296),(4 38.64149),(5 40.123814),(6 40.806175),(7 41.602562),(8 41.972332),(9 42.323048),(10 42.89302),(11 43.245544),(12 43.79136),(13 44.218468),(14 44.70494),(15 44.459995),(16 44.971596),(17 44.625942),(18 44.7259),(19 45.1537),(20 45.52565),(21 45.469852),(22 45.82223),(23 45.902233),(24 46.382935),(25 46.083244),(26 46.296375),(27 46.079704),(28 46.124043),(29 46.106365),(30 45.54582),(31 45.83032),(32 46.35939),(33 46.78772),(34 46.747303),(35 46.640778),(36 46.61817),(37 46.58083),(38 47.237843),(39 46.211075),(40 46.556957),(41 46.731747),(42 46.855885),(43 46.78301),(44 46.835293),(45 46.808006),(46 47.37324),(47 46.548782),(48 46.68732),(49 47.097214),(50 47.50825),(51 47.455242),(52 47.39668),(53 47.291622),(54 47.084667),(55 47.2625),(56 47.473312),(57 47.363216),(58 47.444603),(59 47.00877),(60 47.54588),(61 46.993248),(62 47.13838),(63 47.232944),(64 46.99792),(65 46.809204),(66 46.929882),(67 47.3626),(68 47.56649),(69 47.15031),(70 47.190723),(71 46.83631),(72 47.037567),(73 47.207256),(74 47.298496),(75 47.191605),(76 47.377663),(77 47.45374),(78 46.965935),(79 46.92386),
(1 31.21511),(2 34.182533),(3 36.34823),(4 37.467495),(5 38.831142),(6 39.90844),(7 40.24134),(8 40.86577),(9 41.202225),(10 41.516434),(11 42.341038),(12 42.565403),(13 43.394928),(14 43.72512),(15 43.39094),(16 43.863796),(17 44.027447),(18 43.818127),(19 44.206944),(20 44.536175),(21 44.557938),(22 44.718826),(23 45.002647),(24 45.21938),(25 45.274555),(26 45.794212),(27 45.17965),(28 45.618908),(29 46.168354),(30 46.034805),(31 46.050323),(32 46.011726),(33 46.26656),(34 46.473312),(35 46.467255),(36 46.66758),(37 46.898106),(38 47.19154),(39 46.98944),(40 47.095234),(41 47.222557),(42 46.915882),(43 46.41827),(44 46.605846),(45 46.62051),(46 46.82796),(47 46.389156),(48 46.577965),(49 46.993645),(50 46.90846),(51 47.334007),(52 46.66497),(53 46.96228),(54 46.690716),(55 46.55975),(56 46.968304),(57 46.359535),(58 46.895397),(59 46.202312),(60 46.13839),(61 46.23859),(62 46.48984),(63 46.331688),(64 46.65628),(65 46.611034),(66 46.76582),(67 46.302414),(68 46.252205),(69 46.48918),(70 46.75474),(71 46.39639),(72 46.66343),(73 47.197353),(74 47.04966),(75 47.482246),(76 47.350784),(77 47.186172),(78 47.406532),(79 47.274433),
(1 31.528524),(2 35.013073),(3 36.886326),(4 37.641327),(5 38.94487),(6 39.4302),(7 40.242664),(8 41.269596),(9 41.32924),(10 41.685528),(11 42.305878),(12 42.401566),(13 42.897774),(14 42.837513),(15 42.732872),(16 43.498665),(17 43.26345),(18 43.282925),(19 44.123676),(20 43.87055),(21 44.443394),(22 44.54229),(23 44.498127),(24 44.79661),(25 44.07746),(26 44.58027),(27 44.816856),(28 44.942173),(29 44.957043),(30 44.981934),(31 45.265118),(32 45.46728),(33 45.322445),(34 45.350475),(35 45.182323),(36 45.257107),(37 45.141712),(38 45.093647),(39 45.177082),(40 45.53455),(41 45.515408),(42 45.760777),(43 46.032806),(44 46.041157),(45 45.996273),(46 45.744186),(47 45.514343),(48 45.88396),(49 45.855293),(50 45.997982),(51 45.89531),(52 45.72782),(53 45.83624),(54 46.18389),(55 45.766773),(56 46.104763),(57 46.06433),(58 45.570137),(59 45.20412),(60 45.95534),(61 46.124763),(62 46.09545),(63 45.71391),(64 45.742954),(65 45.83533),(66 46.055923),(67 46.65171),(68 46.40114),(69 46.1701),(70 46.517788),(71 46.44869),(72 46.75401),(73 47.30312),(74 46.919083),(75 46.695877),(76 47.031597),(77 46.89243),(78 46.580177),(79 46.22601),
(1 30.70966),(2 33.875053),(3 36.634235),(4 37.30597),(5 38.631866),(6 38.946854),(7 39.82081),(8 40.098415),(9 40.832584),(10 41.095707),(11 41.358124),(12 41.304344),(13 42.01558),(14 42.31972),(15 42.456573),(16 42.835014),(17 42.693394),(18 43.253853),(19 43.263287),(20 43.954723),(21 43.885628),(22 44.075066),(23 44.017693),(24 44.64642),(25 44.62089),(26 44.887966),(27 45.014553),(28 45.247253),(29 45.647198),(30 45.686443),(31 45.92076),(32 46.22108),(33 46.08424),(34 46.190086),(35 45.565044),(36 45.57441),(37 45.629555),(38 45.648354),(39 46.139366),(40 45.64847),(41 46.20237),(42 45.884727),(43 45.894875),(44 46.589363),(45 46.669674),(46 46.47278),(47 46.14592),(48 46.13016),(49 46.184776),(50 46.65202),(51 46.28942),(52 46.23771),(53 46.26538),(54 46.479877),(55 45.953327),(56 45.74275),(57 45.895283),(58 45.920982),(59 45.545067),(60 45.63914),(61 45.48734),(62 46.28759),(63 46.12845),(64 45.917747),(65 45.904575),(66 46.03623),(67 46.13398),(68 46.17295),(69 45.73277),(70 46.068638),(71 45.657722),(72 45.38084),(73 46.30412),(74 45.724598),(75 45.38381),(76 45.785946),(77 46.115498),(78 45.92737),(79 46.129784),
