1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 78323.8),(2 283851.3),(3 592653.06),(4 969094.44),(5 1391979.9),(6 1843389.3),(7 2335048.3),(8 2821627.3),(9 3288568.3),(10 3676922.5),(11 4078506.5),(12 4467148),(13 4834689.5),(14 5173441.5),(15 5474216.5),(16 5740701),(17 5953135.5),(18 6107205),(19 6197753),(20 6230812),(21 6226535),(22 6218661),(23 6193296.5),(24 6156086.5),(25 6093031.5),(26 6024609.5),(27 5938853.5),(28 5867888),(29 5819157.5),(30 5813425.5),(31 5862472.5),(32 5950399.5),(33 6047344.5),(34 6144547),(35 6217823.5),(36 6294734.5),(37 6373984),(38 6450329),(39 6537879.5),(40 6631144.5),(41 6723493),(42 6804840.5),(43 6875467),(44 6918926),(45 6946964),(46 6945593),(47 6926094.5),(48 6886777),(49 6826883),(50 6762684),(51 6702176),(52 6641000.5),(53 6586935),(54 6538860),(55 6483055.5),(56 6425050.5),(57 6359203),(58 6288741.5),(59 6215516.5),(60 6151356),(61 6090168.5),(62 6041808),(63 6003040),(64 5976371.5),(65 5952392.5),(66 5942354),(67 5926263.5),(68 5926158),(69 5928537),(70 5934515.5),(71 5938977.5),(72 5942140),(73 5937474),(74 5913227),(75 5855401),(76 5797906),(77 5747475),(78 5702709.5),(79 5657461),
(1 73561.58),(2 265938.34),(3 550454.06),(4 894218.44),(5 1280493.6),(6 1695878.9),(7 2150064.3),(8 2609296.8),(9 3057286.3),(10 3425648.8),(11 3804167.3),(12 4146821.3),(13 4448174),(14 4703258),(15 4917158.5),(16 5097294.5),(17 5246489.5),(18 5363609),(19 5445827.5),(20 5483078.5),(21 5490000.5),(22 5477646.5),(23 5462145.5),(24 5443014),(25 5417599.5),(26 5395237),(27 5380973.5),(28 5380882.5),(29 5398167.5),(30 5431011.5),(31 5492850),(32 5577566.5),(33 5665662.5),(34 5737468),(35 5794835.5),(36 5825466.5),(37 5844561.5),(38 5859943.5),(39 5890407.5),(40 5923831.5),(41 5962292),(42 5991618.5),(43 6009090.5),(44 6027165.5),(45 6043904),(46 6069209.5),(47 6098327.5),(48 6122539.5),(49 6135604.5),(50 6133412),(51 6108757.5),(52 6079294.5),(53 6041256),(54 5989987.5),(55 5936446.5),(56 5881066),(57 5825418.5),(58 5761327.5),(59 5686100),(60 5612805.5),(61 5543851.5),(62 5479013.5),(63 5416077.5),(64 5351113.5),(65 5290888),(66 5242520.5),(67 5199766.5),(68 5175549.5),(69 5161762),(70 5150928.5),(71 5137240),(72 5132179.5),(73 5115218),(74 5087891.5),(75 5044968),(76 5001657.5),(77 4965284),(78 4938870.5),(79 4910137),
(1 72732.39),(2 265323.75),(3 557435.75),(4 916478.56),(5 1323414.9),(6 1765014.1),(7 2242883.5),(8 2725229),(9 3175931.5),(10 3560240.3),(11 3933715.3),(12 4258932.5),(13 4539006.5),(14 4767448),(15 4944001.5),(16 5090779.5),(17 5211036.5),(18 5307746.5),(19 5367401),(20 5375577.5),(21 5331936),(22 5270806),(23 5214197),(24 5160817.5),(25 5094922.5),(26 5032497),(27 4988021),(28 4940556.5),(29 4898685),(30 4884381),(31 4900322),(32 4921430),(33 4938687.5),(34 4935958),(35 4931726.5),(36 4890486),(37 4832991.5),(38 4768877),(39 4706923.5),(40 4647770.5),(41 4591262),(42 4537613),(43 4474397.5),(44 4415329.5),(45 4359924.5),(46 4325176.5),(47 4310936.5),(48 4314637),(49 4324491),(50 4339122.5),(51 4334480),(52 4326919),(53 4310600.5),(54 4297030.5),(55 4281846),(56 4265406),(57 4248547),(58 4217833),(59 4186283.5),(60 4128665),(61 4058509.8),(62 3986940.3),(63 3925950),(64 3864306.5),(65 3804501),(66 3746238),(67 3695347),(68 3650986),(69 3625292.8),(70 3600309.5),(71 3566992.8),(72 3537200.3),(73 3512355.3),(74 3488135.8),(75 3465010),(76 3439087.8),(77 3414269.5),(78 3385868.3),(79 3353138),
(1 68756.01),(2 250055.84),(3 519425.7),(4 849423.06),(5 1220995.5),(6 1621162.9),(7 2057728.1),(8 2488672.3),(9 2886278.8),(10 3210277.5),(11 3533296.8),(12 3805903),(13 4040263.8),(14 4226771.5),(15 4363633.5),(16 4472197),(17 4553373),(18 4600909),(19 4611312.5),(20 4576667.5),(21 4500084),(22 4399966),(23 4285176.5),(24 4163925.5),(25 4040035.8),(26 3924510),(27 3828270.5),(28 3748022.5),(29 3686081.5),(30 3629066.5),(31 3593720.3),(32 3567183.3),(33 3550454.5),(34 3531639),(35 3519719),(36 3487526.8),(37 3446999.8),(38 3400306.3),(39 3350305.5),(40 3306157),(41 3270342),(42 3248124.8),(43 3239844.8),(44 3255377.5),(45 3292395.3),(46 3343876.8),(47 3400096.8),(48 3449755.5),(49 3481945),(50 3499316.3),(51 3508222.8),(52 3525383.8),(53 3544084.3),(54 3558930.3),(55 3572753),(56 3585142),(57 3584582.5),(58 3566841.3),(59 3529810.3),(60 3476949.8),(61 3418739.8),(62 3357494),(63 3293050.3),(64 3225941.8),(65 3148691),(66 3065014.5),(67 2979801.3),(68 2892386),(69 2812627),(70 2732466),(71 2660974),(72 2602733.5),(73 2560925.5),(74 2541181.8),(75 2542997.8),(76 2562924.8),(77 2604465.5),(78 2652219),(79 2709265),
(1 62830.44),(2 229959.3),(3 478263.8),(4 781617.6),(5 1118992.1),(6 1478668.5),(7 1860051),(8 2238264.3),(9 2595308.8),(10 2877619.8),(11 3161467.3),(12 3404599.5),(13 3611597),(14 3769929),(15 3885100.8),(16 3960249.5),(17 4005243.5),(18 4023813.8),(19 4034573.3),(20 4025566.3),(21 3993385.5),(22 3945882),(23 3889090.8),(24 3831845.8),(25 3770929.5),(26 3709943.5),(27 3653678.5),(28 3596752),(29 3548461.8),(30 3502928.3),(31 3476725.8),(32 3468444.3),(33 3468643.5),(34 3474994.3),(35 3476920.3),(36 3474910.8),(37 3473341.8),(38 3468209),(39 3463874),(40 3460927.5),(41 3462689.3),(42 3471956.5),(43 3478249.5),(44 3490503.8),(45 3500235.8),(46 3506794.8),(47 3500099.5),(48 3487092.8),(49 3476219.8),(50 3475678.5),(51 3484452.8),(52 3489775.5),(53 3483806.8),(54 3465720.5),(55 3440328.5),(56 3410548.3),(57 3366126.5),(58 3309243),(59 3240489.5),(60 3159322.3),(61 3070126.3),(62 2984144.5),(63 2901214.5),(64 2825679.5),(65 2758127),(66 2712245),(67 2686009),(68 2678826.3),(69 2681077.3),(70 2692645.3),(71 2697828.8),(72 2692651.5),(73 2682520.5),(74 2674110),(75 2668893),(76 2667887),(77 2671202),(78 2675735),(79 2678910.8),
(1 75851.72),(2 275881.7),(3 571889.75),(4 934469.3),(5 1333923.4),(6 1747714),(7 2181451.5),(8 2595209),(9 2976230.5),(10 3266948.3),(11 3545480.3),(12 3767382.5),(13 3931838.3),(14 4034772.3),(15 4086226.8),(16 4097457.3),(17 4080189),(18 4041672.5),(19 3996329.5),(20 3942729.8),(21 3887721.3),(22 3835587.5),(23 3790520),(24 3736247.5),(25 3679793),(26 3617005.3),(27 3570842.8),(28 3532984.3),(29 3505516.3),(30 3474773.8),(31 3437618.8),(32 3391738.8),(33 3345742.5),(34 3302616.8),(35 3276644),(36 3239323.8),(37 3212815.3),(38 3188207.5),(39 3174170.8),(40 3168405.3),(41 3185530.8),(42 3230270.5),(43 3289795.8),(44 3370457.5),(45 3461232.3),(46 3578339.5),(47 3696642.3),(48 3808649),(49 3899515),(50 3951752.5),(51 3960437),(52 3943636.8),(53 3914383),(54 3867794.5),(55 3816895.5),(56 3763455),(57 3704852.3),(58 3634450.8),(59 3565862.8),(60 3489629.3),(61 3420066.5),(62 3361791),(63 3304994.3),(64 3252210.8),(65 3211887.3),(66 3193860.5),(67 3189650.3),(68 3189857),(69 3186233.8),(70 3175315.3),(71 3159645.3),(72 3136600.5),(73 3112489),(74 3081988.3),(75 3052473.3),(76 3028016.3),(77 3005510.3),(78 2980247.3),(79 2955541),
(1 79800.36),(2 292208.72),(3 605154.6),(4 987765.6),(5 1408419.3),(6 1839344.9),(7 2268852.3),(8 2654891.8),(9 2979856.3),(10 3212042.5),(11 3399924.8),(12 3529540.3),(13 3606918),(14 3623579.5),(15 3599795.5),(16 3541029.5),(17 3466518.3),(18 3378126),(19 3306691),(20 3261591),(21 3253743),(22 3270834.3),(23 3312844.5),(24 3362446.3),(25 3422138.5),(26 3482832),(27 3547095.3),(28 3594749),(29 3623276.5),(30 3618612.8),(31 3584826.5),(32 3533916.5),(33 3480364.5),(34 3425886),(35 3379229.5),(36 3324349),(37 3280105.3),(38 3237395.3),(39 3201071.3),(40 3169918),(41 3151042),(42 3149563.3),(43 3156980.8),(44 3189543.3),(45 3233264.3),(46 3282326.8),(47 3318348.5),(48 3332933),(49 3329494.5),(50 3309561.8),(51 3267064.8),(52 3216782),(53 3161099.3),(54 3105986.3),(55 3049007),(56 2999699.5),(57 2960182.3),(58 2922023.5),(59 2884426.8),(60 2856745.8),(61 2829033.8),(62 2812130.5),(63 2809632),(64 2815665.3),(65 2833896.3),(66 2866672.8),(67 2912072),(68 2958321.3),(69 3004039.5),(70 3043569.5),(71 3062807.8),(72 3054187.3),(73 3029281.5),(74 2984325.8),(75 2926520.8),(76 2868362.3),(77 2806330.3),(78 2743684.3),(79 2687074.5),
(1 72939.1),(2 264065.13),(3 543686.44),(4 884950.94),(5 1261313),(6 1643431.3),(7 2020614.6),(8 2351169.8),(9 2629093.8),(10 2816310.3),(11 2976063),(12 3086788.8),(13 3146106.8),(14 3152650.8),(15 3114240.3),(16 3035530),(17 2936220.5),(18 2819985),(19 2716358.5),(20 2631399.5),(21 2574371.5),(22 2539664.3),(23 2532791.8),(24 2541330.5),(25 2570365),(26 2613714.8),(27 2662849.5),(28 2708997.3),(29 2748334.8),(30 2775742.3),(31 2803826.5),(32 2833383.3),(33 2870930),(34 2906692.8),(35 2937044.3),(36 2961122),(37 2977233.8),(38 2979079.5),(39 2967334.8),(40 2946386.8),(41 2926438.5),(42 2918754),(43 2921266),(44 2946904.3),(45 2978939.8),(46 2999964),(47 3009794.5),(48 3015264),(49 3023737),(50 3029939),(51 3036549.8),(52 3041199.5),(53 3040572.5),(54 3025500),(55 2992833.8),(56 2949572),(57 2889981.5),(58 2827781.8),(59 2766506.5),(60 2699478.3),(61 2634406),(62 2585394),(63 2548613),(64 2524619.3),(65 2506868.8),(66 2495252),(67 2494145.3),(68 2496457.3),(69 2506294.8),(70 2518830.5),(71 2529453.3),(72 2535283),(73 2538653.8),(74 2531531.8),(75 2518801),(76 2499643.8),(77 2477836.5),(78 2457987.8),(79 2441224.8),
(1 69626.51),(2 248972.94),(3 514635.38),(4 835711.2),(5 1190054.9),(6 1548691.3),(7 1901569.1),(8 2209265.5),(9 2460921),(10 2631370.5),(11 2762023.3),(12 2836832.8),(13 2857890.3),(14 2829997.5),(15 2769766.5),(16 2678565),(17 2576343),(18 2472759.3),(19 2382869),(20 2314503),(21 2282753.3),(22 2277309),(23 2291427),(24 2319574),(25 2360957),(26 2408474),(27 2465267.5),(28 2515507.5),(29 2560707.8),(30 2596155.3),(31 2632817),(32 2675012.5),(33 2721225.5),(34 2768973),(35 2806513.3),(36 2842789),(37 2866818.8),(38 2879200),(39 2880286.8),(40 2867821.5),(41 2840961.3),(42 2801326.5),(43 2752319.8),(44 2702839.5),(45 2650851.5),(46 2602133.8),(47 2556797.3),(48 2524224),(49 2515774.5),(50 2531168),(51 2564543),(52 2604952.8),(53 2635910.8),(54 2656814.5),(55 2659455.5),(56 2644946.5),(57 2613715.8),(58 2573478),(59 2530668.8),(60 2464306.3),(61 2386835),(62 2320936.8),(63 2272901.3),(64 2235439.3),(65 2202641),(66 2179355.3),(67 2161199),(68 2153022.5),(69 2160538),(70 2172544.5),(71 2176179),(72 2167162.5),(73 2154238.8),(74 2141800),(75 2136250),(76 2130206.8),(77 2126014),(78 2120449.5),(79 2112849.8),
(1 68762.64),(2 245649.86),(3 501098.06),(4 802686),(5 1127667.3),(6 1452674),(7 1768133.9),(8 2046147),(9 2273696.8),(10 2423687.8),(11 2547672.3),(12 2622925.5),(13 2647166.3),(14 2623444),(15 2563242),(16 2471596.3),(17 2368450.3),(18 2261022.3),(19 2164266.5),(20 2089172.5),(21 2036666.8),(22 2003323.6),(23 1985776),(24 1976165),(25 1976362.6),(26 1986872.6),(27 1998720.9),(28 2018398.9),(29 2045546.4),(30 2079246.9),(31 2113279.3),(32 2136966.8),(33 2154219.3),(34 2175138),(35 2194983.3),(36 2222863.5),(37 2252389.5),(38 2284129.8),(39 2311301.3),(40 2328643.8),(41 2338281.5),(42 2342959),(43 2340447.5),(44 2331272.3),(45 2315611.3),(46 2305942.8),(47 2305919.3),(48 2320552.3),(49 2344388.3),(50 2373877.5),(51 2394579.5),(52 2407090.5),(53 2408416.3),(54 2402914),(55 2386273),(56 2359615.3),(57 2330356),(58 2304491.8),(59 2282810),(60 2262206),(61 2251258),(62 2252636),(63 2262077.8),(64 2263552.3),(65 2255946.5),(66 2233878.5),(67 2196803.5),(68 2145028.8),(69 2081472.6),(70 2017246.3),(71 1953892.1),(72 1902390),(73 1869931.3),(74 1858763.3),(75 1870022),(76 1895584.6),(77 1933083.6),(78 1975719.4),(79 2018838.3),
(1 61142.957),(2 216952.1),(3 438742.63),(4 694231.44),(5 965756.44),(6 1234958.6),(7 1494052.1),(8 1722752.5),(9 1908146),(10 2032488.6),(11 2124323.3),(12 2168159.8),(13 2169654.8),(14 2137647.5),(15 2086958.6),(16 2024710.9),(17 1961696.3),(18 1900485.4),(19 1839867.9),(20 1783808.5),(21 1734787.4),(22 1692334),(23 1658460.5),(24 1624278.1),(25 1595966.8),(26 1588698),(27 1600724.6),(28 1635341.3),(29 1682819.6),(30 1735370),(31 1783344.3),(32 1818769.6),(33 1846865.3),(34 1872526.5),(35 1891601),(36 1899391.6),(37 1890936),(38 1869971.8),(39 1845879.8),(40 1820248.8),(41 1798701.5),(42 1786990.8),(43 1773825.3),(44 1764373.3),(45 1767617.3),(46 1789306.8),(47 1824966),(48 1856751.8),(49 1881678),(50 1898832.6),(51 1903179.4),(52 1897121.4),(53 1875878.9),(54 1843423.4),(55 1798410),(56 1746636.4),(57 1688785),(58 1636780.6),(59 1591652.6),(60 1567463.4),(61 1565465.9),(62 1587020.4),(63 1621804.9),(64 1658413.5),(65 1694801.3),(66 1717303.5),(67 1724505.5),(68 1714428.8),(69 1698712.1),(70 1678808.1),(71 1652402.3),(72 1624672.3),(73 1599278.9),(74 1583666.3),(75 1579635.4),(76 1583788.6),(77 1596242.5),(78 1619553.4),(79 1648030.6),
(1 58136.75),(2 201820.03),(3 396980.56),(4 612928.06),(5 827553.2),(6 1029897),(7 1216990.3),(8 1372798.8),(9 1497385.3),(10 1575582.3),(11 1630237.9),(12 1655551.1),(13 1654774.4),(14 1639662),(15 1623821),(16 1612048.3),(17 1607723),(18 1605872.4),(19 1596105.8),(20 1582836.4),(21 1564868.9),(22 1541697.4),(23 1511445),(24 1469210.5),(25 1429551.5),(26 1407268.8),(27 1404077.3),(28 1418824.6),(29 1452427.3),(30 1497930.9),(31 1544263.3),(32 1585019.5),(33 1618129.5),(34 1644311.5),(35 1662709.4),(36 1676864.4),(37 1672708.3),(38 1658495.5),(39 1631144.5),(40 1598079.5),(41 1558589.9),(42 1522397.4),(43 1488756.6),(44 1462741.9),(45 1460233.5),(46 1483728.6),(47 1529946.1),(48 1587750),(49 1651354.5),(50 1716635.9),(51 1770296.6),(52 1810536.8),(53 1831105.9),(54 1823889.8),(55 1791265.6),(56 1740521.8),(57 1675108.1),(58 1607487.9),(59 1544652),(60 1492725.4),(61 1452911.3),(62 1427163.9),(63 1412935),(64 1409969.8),(65 1417945.5),(66 1430800.5),(67 1440956.1),(68 1450302),(69 1460479.3),(70 1466101.8),(71 1464107.4),(72 1455805.3),(73 1448114.6),(74 1445677),(75 1450028),(76 1453904.1),(77 1453801.1),(78 1458650.5),(79 1465089.4),
(1 59803.063),(2 205323.61),(3 400482.84),(4 613808.94),(5 823998.5),(6 1014563.2),(7 1182922),(8 1313411.9),(9 1411834.5),(10 1472355.9),(11 1511981.4),(12 1525490.9),(13 1516157.1),(14 1498787.9),(15 1488863.1),(16 1489200),(17 1498646.4),(18 1505668.1),(19 1505373.6),(20 1499768.5),(21 1482010),(22 1455251.4),(23 1421461.1),(24 1381987.9),(25 1346063.9),(26 1312275.3),(27 1286738.3),(28 1271127.1),(29 1268574.8),(30 1275584.1),(31 1284972.9),(32 1291500.6),(33 1295110.8),(34 1300704.9),(35 1303851.8),(36 1316518.3),(37 1327343.5),(38 1335359.1),(39 1335519.9),(40 1331979.5),(41 1327750.3),(42 1325788.5),(43 1327001.6),(44 1334181.6),(45 1352320.3),(46 1383510.6),(47 1423351.1),(48 1463741.6),(49 1500530),(50 1538139.3),(51 1574014.9),(52 1600099.8),(53 1607332.1),(54 1595812.3),(55 1564143.1),(56 1523256.8),(57 1481449.9),(58 1441372.5),(59 1403544.5),(60 1379380.1),(61 1362944.9),(62 1360917.4),(63 1365806.8),(64 1369070.5),(65 1371300.3),(66 1370700.9),(67 1373328.3),(68 1377803),(69 1382222.4),(70 1386427.5),(71 1380007.3),(72 1366983.1),(73 1354297.4),(74 1343618),(75 1334906),(76 1329709.3),(77 1324130.4),(78 1322754),(79 1323428.1),
(1 62165.38),(2 211957.42),(3 411411.97),(4 628294.1),(5 840010.94),(6 1025146.94),(7 1177686.3),(8 1280840.3),(9 1342842.3),(10 1367967),(11 1371857.1),(12 1354965),(13 1327376.9),(14 1306679.9),(15 1302427.5),(16 1310810.1),(17 1322099),(18 1330143.5),(19 1340246.6),(20 1349303),(21 1355951.3),(22 1364525.1),(23 1370788.6),(24 1377252.6),(25 1384893.5),(26 1388642.1),(27 1391461.4),(28 1398374.6),(29 1410826.9),(30 1421109.5),(31 1425302.8),(32 1428087.6),(33 1435739),(34 1448570),(35 1457411),(36 1476810.9),(37 1488810.6),(38 1495761.8),(39 1496939.4),(40 1497154.3),(41 1493343.6),(42 1492406.4),(43 1500513.8),(44 1519574.4),(45 1549734.3),(46 1588466.6),(47 1620473.1),(48 1642573),(49 1662021),(50 1678800.5),(51 1691428.6),(52 1689382),(53 1670901.8),(54 1640365.4),(55 1590865.8),(56 1534664.9),(57 1479306.6),(58 1425474.6),(59 1382993.6),(60 1350530.6),(61 1331612.6),(62 1322700.1),(63 1317414.3),(64 1304031.1),(65 1290078.3),(66 1274697.8),(67 1261860.5),(68 1255554.5),(69 1252346.9),(70 1244953.4),(71 1229675.9),(72 1211047),(73 1197567.3),(74 1184109.5),(75 1169791.3),(76 1154743.6),(77 1141728.5),(78 1131551.5),(79 1122755.9),
(1 63572.496),(2 217710.1),(3 423747.25),(4 647640.06),(5 866445.5),(6 1060361.4),(7 1216375.9),(8 1324382.9),(9 1389392.1),(10 1416281.8),(11 1414445.4),(12 1388985.6),(13 1352422.3),(14 1317588.1),(15 1290110.6),(16 1273470.9),(17 1267427.3),(18 1271424.5),(19 1289974.9),(20 1317583.1),(21 1345584),(22 1367994.4),(23 1392087.9),(24 1414833),(25 1434096.3),(26 1451555.9),(27 1463700.4),(28 1473711),(29 1479328.1),(30 1473174.6),(31 1453345.9),(32 1424463.6),(33 1389625.3),(34 1354086.3),(35 1327139.4),(36 1301676.1),(37 1276902.6),(38 1258100.6),(39 1243857.3),(40 1233415.6),(41 1224654.6),(42 1222181.8),(43 1228794.5),(44 1243772.4),(45 1262330.3),(46 1284589.3),(47 1300583.6),(48 1314177.8),(49 1331841.8),(50 1351335.6),(51 1371706),(52 1384228.5),(53 1385541.8),(54 1376435.3),(55 1348320.9),(56 1307495.9),(57 1261961.3),(58 1223862),(59 1206711.9),(60 1197682),(61 1204412.6),(62 1216530.3),(63 1225876.8),(64 1226038.8),(65 1226456.5),(66 1229272.8),(67 1235112.9),(68 1245688.5),(69 1251606.9),(70 1244182.6),(71 1228057),(72 1210388.1),(73 1194290.6),(74 1172183.6),(75 1146347.5),(76 1117093.5),(77 1090919),(78 1068813.5),(79 1052857.6),
(1 59009.92),(2 200978.6),(3 388210.75),(4 588922.8),(5 780235.7),(6 942197.3),(7 1062080.4),(8 1131289.8),(9 1164875.9),(10 1166995.1),(11 1153750.9),(12 1127328.9),(13 1099543.5),(14 1080953.8),(15 1079101.1),(16 1091375.8),(17 1115293.4),(18 1143574.5),(19 1178061.4),(20 1214983.8),(21 1239542),(22 1253843.4),(23 1256551.3),(24 1250783.3),(25 1241246.3),(26 1232299),(27 1224199.4),(28 1214005.8),(29 1202001.3),(30 1182726),(31 1155512.6),(32 1122144.6),(33 1090070.3),(34 1064065.8),(35 1053315.4),(36 1050662.3),(37 1054078),(38 1063408.1),(39 1077498.6),(40 1093006.9),(41 1106665),(42 1117421.6),(43 1129653.1),(44 1144329.9),(45 1153824),(46 1162341),(47 1168526.6),(48 1173958.1),(49 1179139.3),(50 1184301.8),(51 1193801.4),(52 1199162.6),(53 1199838.5),(54 1189370.5),(55 1162366.8),(56 1125435),(57 1086732.3),(58 1057682.5),(59 1047850.3),(60 1046638.7),(61 1054710.5),(62 1060572.8),(63 1060843),(64 1062844.6),(65 1065826.5),(66 1072188.3),(67 1083191.4),(68 1091454.6),(69 1092673.5),(70 1088225.9),(71 1088219.3),(72 1093769.4),(73 1095939.6),(74 1088327.8),(75 1071792),(76 1047457.8),(77 1019198.75),(78 986746.7),(79 958698),
(1 55515.277),(2 189894.02),(3 366434.03),(4 555174.4),(5 731800.4),(6 877865.94),(7 985954.9),(8 1054347.5),(9 1096993.8),(10 1118738.4),(11 1133332.1),(12 1139330.6),(13 1146392.8),(14 1160378.3),(15 1182365.8),(16 1204623.1),(17 1219895),(18 1232127.6),(19 1242181.8),(20 1243481),(21 1233808.4),(22 1218448.9),(23 1203431.3),(24 1192019.4),(25 1184093.4),(26 1176643.8),(27 1165245.6),(28 1149404.3),(29 1127851.1),(30 1100928),(31 1064403),(32 1025177.3),(33 990529.44),(34 965017.06),(35 943760.44),(36 930916.2),(37 926458.25),(38 929275.75),(39 934658.7),(40 937300.6),(41 934428.8),(42 928628.25),(43 923695.8),(44 921027.56),(45 917151.6),(46 920953.94),(47 937738.7),(48 963649.6),(49 992846.06),(50 1019096.6),(51 1045562.1),(52 1068674.1),(53 1081418.6),(54 1082520),(55 1071280.6),(56 1055682.4),(57 1039639.44),(58 1026987.44),(59 1021899.75),(60 1023017.44),(61 1026161.75),(62 1023785.3),(63 1018079.4),(64 1013249.06),(65 1010689.9),(66 1010209.5),(67 1014712.44),(68 1018230.7),(69 1022817.06),(70 1024033.75),(71 1026088.56),(72 1022193.25),(73 1009327.1),(74 991387.2),(75 965664.7),(76 938366.06),(77 910912.9),(78 891177.3),(79 883255.6),
