1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2011171.3),(2 6873925.5),(3 12575555),(4 17543558),(5 20526708),(6 20805812),(7 19065458),(8 16130020),(9 13142129),(10 11475648),(11 11786072),(12 13955512),(13 17126650),(14 19867486),(15 21229640),(16 20517590),(17 18838942),(18 16794304),(19 15566240),(20 15736373),(21 17612398),(22 20301278),(23 22551426),(24 23344206),(25 22186480),(26 19318534),(27 15815310),(28 12930376),(29 11477421),(30 11924593),(31 13780472),(32 16298547),(33 18625706),(34 20026368),(35 20452678),(36 19563522),(37 18030032),(38 16573446),(39 15727812),(40 15776324),(41 16584629),(42 17769052),(43 19081524),(44 19924252),(45 19951484),(46 19223728),(47 18034410),(48 16954352),(49 16434248),(50 16888222),(51 17877922),(52 19018260),(53 19728926),(54 19721754),(55 19023184),(56 17693890),(57 16690214),(58 16134511),(59 15826151),(60 15862506),(61 16382987),(62 16854384),(63 17466718),(64 17783302),(65 17962652),(66 18118182),(67 18683500),(68 19423816),(69 20349680),(70 20986446),(71 21337346),(72 21280690),(73 20862706),(74 20020102),(75 18965354),(76 18128556),(77 17686046),(78 17591654),(79 18075348),
(1 2164797.8),(2 7325718.5),(3 13485981),(4 18907880),(5 22033108),(6 22562638),(7 20841944),(8 18010632),(9 15185053),(10 13601091),(11 13816831),(12 15215720),(13 16846098),(14 17902754),(15 17898036),(16 16769780),(17 15272932),(18 13748736),(19 12824651),(20 12767544),(21 13890539),(22 16027291),(23 18543136),(24 20622514),(25 21332816),(26 20627294),(27 18888674),(28 16864998),(29 15221341),(30 14427219),(31 15012757),(32 16725549),(33 18706786),(34 20274366),(35 20520272),(36 19212658),(37 17315352),(38 15466184),(39 14267753),(40 14200871),(41 15381787),(42 16818440),(43 17844088),(44 18089582),(45 17584128),(46 16624845),(47 15747867),(48 15598691),(49 16114889),(50 16868966),(51 17545322),(52 17972306),(53 17908134),(54 17206614),(55 16047605),(56 14839553),(57 14300800),(58 14092019),(59 13976884),(60 13689992),(61 13156200),(62 12697251),(63 12808687),(64 13110851),(65 13603539),(66 14315117),(67 15201275),(68 16318885),(69 17311698),(70 17766806),(71 17650248),(72 16648781),(73 15377517),(74 14053969),(75 13103229),(76 12758403),(77 13319531),(78 14534899),(79 16049524),
(1 3799602.5),(2 13029745),(3 23181030),(4 30355876),(5 32062562),(6 28937088),(7 23024588),(8 17114276),(9 13807142),(10 14375359),(11 18120932),(12 22776322),(13 25577948),(14 25853606),(15 23694338),(16 20230840),(17 16780054),(18 14481677),(19 14266862),(20 16161791),(21 19360316),(22 22607816),(23 24958454),(24 25162276),(25 22973338),(26 19989218),(27 17884774),(28 17789286),(29 19689392),(30 22500890),(31 24517626),(32 24940810),(33 23221818),(34 20300986),(35 17707088),(36 16790150),(37 17313050),(38 19000052),(39 21030174),(40 22162074),(41 21983006),(42 20780678),(43 19190346),(44 18202314),(45 18281270),(46 18993972),(47 20024946),(48 21064140),(49 21351998),(50 20880916),(51 19961838),(52 18895056),(53 18713262),(54 19070400),(55 19818736),(56 20176496),(57 19947950),(58 19650344),(59 19383924),(60 19229044),(61 19387730),(62 19743770),(63 20061672),(64 20241740),(65 20178586),(66 19738544),(67 19325376),(68 18817850),(69 17988634),(70 17028056),(71 16082689),(72 15674335),(73 16425535),(74 18033502),(75 19553766),(76 20040908),(77 19061120),(78 17131006),(79 14974346),
(1 3901639.3),(2 13022373),(3 22745560),(4 28779180),(5 29181278),(6 24886370),(7 18658640),(8 13717933),(9 11996563),(10 13961228),(11 18262960),(12 22235304),(13 24000036),(14 23214690),(15 20430720),(16 17286804),(17 15189245),(18 14490624),(19 14939692),(20 16039695),(21 16599267),(22 16628675),(23 15991329),(24 15294065),(25 14849674),(26 15210317),(27 16328580),(28 17303150),(29 17893702),(30 17912460),(31 17517194),(32 16644300),(33 15835118),(34 15584384),(35 16111830),(36 17620120),(37 19630710),(38 21119448),(39 21655778),(40 20472228),(41 17649616),(42 14468428),(43 12689615),(44 13297075),(45 15662858),(46 18330888),(47 19767890),(48 19292926),(49 17309228),(50 15089920),(51 14202577),(52 15140035),(53 17145248),(54 19087858),(55 19972280),(56 19154826),(57 17270398),(58 15553907),(59 15052344),(60 15693797),(61 16464544),(62 16803874),(63 16312328),(64 15385260),(65 14785888),(66 15133421),(67 15930153),(68 17085876),(69 18004376),(70 17764198),(71 16741759),(72 15151703),(73 13877243),(74 14205185),(75 15859131),(76 17541390),(77 18845282),(78 18902758),(79 17886984),
(1 2791326),(2 8941628),(3 14566103),(4 17274248),(5 16826524),(6 14201438),(7 11339989),(8 9702332),(9 9678741),(10 10776186),(11 11731575),(12 11954847),(13 11517137),(14 11049660),(15 10939775),(16 11463095),(17 12218110),(18 12595595),(19 12448969),(20 12106660),(21 12295437),(22 12941158),(23 13421829),(24 13609784),(25 13220103),(26 12649159),(27 12771576),(28 13122848),(29 13583454),(30 13812395),(31 13722164),(32 13467584),(33 13425062),(34 13771122),(35 14438560),(36 15093243),(37 15427205),(38 14676529),(39 13026303),(40 11337192),(41 10499303),(42 10938093),(43 12152456),(44 13445870),(45 14262015),(46 14167603),(47 12958886),(48 11378655),(49 10397433),(50 10482343),(51 11412629),(52 12640551),(53 13320367),(54 13735631),(55 13753695),(56 13199502),(57 12740870),(58 12562777),(59 12426157),(60 12552014),(61 12549101),(62 12244283),(63 12024243),(64 12027985),(65 12376453),(66 12544959),(67 12329535),(68 11671852),(69 10725947),(70 9914895),(71 10030199),(72 11260809),(73 12665498),(74 13770361),(75 13618667),(76 12026554),(77 9817266),(78 8532363),(79 8766284),
(1 3670670.3),(2 11817741),(3 19641378),(4 23465934),(5 22801244),(6 19003938),(7 14540301),(8 11555433),(9 11092059),(10 12671999),(11 14742083),(12 16329973),(13 17092646),(14 16624289),(15 15128089),(16 13430373),(17 12778190),(18 13255574),(19 14267193),(20 14967133),(21 14922973),(22 13972525),(23 12667467),(24 12065276),(25 12497516),(26 13484943),(27 14736495),(28 15725039),(29 16218047),(30 15649058),(31 14724803),(32 13840128),(33 13723509),(34 14236093),(35 15145749),(36 16122039),(37 16490467),(38 15633395),(39 13918121),(40 12445441),(41 11745052),(42 11938508),(43 12806229),(44 13614513),(45 14303303),(46 14364354),(47 13798793),(48 12817838),(49 12417617),(50 12475111),(51 12999392),(52 13776294),(53 14130221),(54 14157993),(55 13945545),(56 13658738),(57 13651711),(58 14153719),(59 14572070),(60 14352889),(61 13796516),(62 13086953),(63 12648325),(64 12780095),(65 13467526),(66 14509194),(67 14564346),(68 13183941),(69 11420409),(70 10518733),(71 11149090),(72 12939913),(73 15154302),(74 16452758),(75 15769790),(76 13462849),(77 11415470),(78 10971788),(79 12067906),
(1 3845625.3),(2 11897429),(3 17978124),(4 18985590),(5 15627327),(6 11035912),(7 8698294),(8 10044750),(9 13662496),(10 16456567),(11 16461110),(12 14135724),(13 11479829),(14 10007562),(15 10494208),(16 12439700),(17 14364759),(18 14894580),(19 13550425),(20 11235720),(21 9943886),(22 10371996),(23 12088827),(24 13988478),(25 14833957),(26 14423691),(27 13238893),(28 12068307),(29 11837611),(30 12482122),(31 13435319),(32 14129228),(33 14136608),(34 13642342),(35 12548764),(36 11621911),(37 11392756),(38 12021742),(39 12611431),(40 12716219),(41 12034427),(42 10928640),(43 10359967),(44 10447713),(45 11126156),(46 12289770),(47 13278564),(48 13142673),(49 12070169),(50 10917973),(51 10726737),(52 12019340),(53 13952627),(54 14855335),(55 14467958),(56 13123683),(57 12390560),(58 13115173),(59 14466440),(60 14998792),(61 13976562),(62 12089581),(63 10516282),(64 10068594),(65 11212221),(66 13246469),(67 14464021),(68 14134874),(69 12632777),(70 11229956),(71 10957279),(72 11864404),(73 13301388),(74 14571809),(75 14638447),(76 13322181),(77 11635726),(78 10703708),(79 10965143),
(1 3676746.3),(2 11488685),(3 17799112),(4 19378736),(5 16424685),(6 11638323),(7 8648571),(8 8894154),(9 11456611),(10 14085517),(11 14852320),(12 13831104),(13 12104314),(14 11229458),(15 11821716),(16 13428461),(17 14331402),(18 13812281),(19 12528838),(20 11612550),(21 11450512),(22 11729749),(23 12274195),(24 12987594),(25 13365284),(26 13239063),(27 12590557),(28 11573132),(29 10988234),(30 10827221),(31 10676881),(32 10247163),(33 10178643),(34 10966135),(35 12392733),(36 13313135),(37 13201834),(38 11928368),(39 10650607),(40 10246088),(41 10929360),(42 11979120),(43 12626912),(44 12337040),(45 11643039),(46 11266033),(47 11290558),(48 11338604),(49 11172315),(50 10406905),(51 9468455),(52 9151108),(53 9916565),(54 11344120),(55 12575954),(56 13010944),(57 12556708),(58 11562137),(59 10591954),(60 10137959),(61 10326341),(62 11072136),(63 12002800),(64 12370980),(65 11770246),(66 10551414),(67 9482677),(68 9593540),(69 10801445),(70 12188804),(71 12515138),(72 12108784),(73 11390073),(74 11225292),(75 11385063),(76 11719756),(77 12153495),(78 12196808),(79 11657581),
(1 3421174.5),(2 10490954),(3 15566464),(4 15769615),(5 12254855),(6 8656567),(7 7815470),(8 9765791),(9 11940142),(10 12721330),(11 12173416),(12 10771068),(13 9611352),(14 9268658),(15 9873734),(16 11091713),(17 11826614),(18 11727075),(19 10780784),(20 9787154),(21 9676121),(22 10582975),(23 11697124),(24 12084628),(25 11345314),(26 9994900),(27 9039926),(28 9004007),(29 9804810),(30 10682440),(31 11096853),(32 11120084),(33 10591326),(34 10196160),(35 10431713),(36 10829887),(37 11134471),(38 11238958),(39 10947647),(40 10068362),(41 9168000),(42 8584494),(43 9227022),(44 10740500),(45 11597460),(46 11264312),(47 9992124),(48 9153082),(49 9248264),(50 9439822),(51 9156840),(52 8639592),(53 8283103),(54 8428199),(55 9171810),(56 10229053),(57 10726224),(58 10456804),(59 9847943),(60 8927100),(61 8173080),(62 8316574),(63 8801142),(64 8813164),(65 8276030),(66 7945824),(67 8135169),(68 8702582),(69 9348222),(70 9693842),(71 9419878),(72 8742105),(73 8459141),(74 8920180),(75 9422750),(76 9829250),(77 10371151),(78 10736392),(79 10386546),
(1 3439058.3),(2 9915276),(3 13949782),(4 13186682),(5 9856368),(6 7652694.5),(7 8160525),(8 10060373),(9 11256090),(10 10944147),(11 9715743),(12 9093866),(13 9271645),(14 10125009),(15 11196580),(16 11545628),(17 10987920),(18 9951020),(19 9397604),(20 9579268),(21 10288659),(22 10770664),(23 10637852),(24 9986497),(25 9772970),(26 9943446),(27 10124262),(28 9965274),(29 9464853),(30 9211278),(31 9495201),(32 10356330),(33 11203007),(34 11331279),(35 10803886),(36 10410371),(37 10462075),(38 10504911),(39 10234136),(40 9734099),(41 9302568),(42 9405120),(43 10093159),(44 10739533),(45 10610237),(46 9926893),(47 9279696),(48 9059578),(49 9290116),(50 9349109),(51 9075288),(52 8956553),(53 9336306),(54 9695142),(55 9069835),(56 8059138.5),(57 7829879.5),(58 8805305),(59 10110964),(60 10455136),(61 9401541),(62 7947527),(63 7563597),(64 8247797),(65 9034522),(66 9016842),(67 8559313),(68 8370100),(69 8448742),(70 8916829),(71 9272294),(72 8999817),(73 8509309),(74 8270092),(75 8462519),(76 8952007),(77 9280763),(78 9706810),(79 10057106),
(1 3174390.5),(2 9101643),(3 12326356),(4 11017669),(5 8407548),(6 7973279),(7 9524921),(8 10695704),(9 10087333),(10 8725489),(11 7976627),(12 8677003),(13 9811185),(14 10190065),(15 9596134),(16 8637495),(17 8503158),(18 9357950),(19 10160020),(20 9957019),(21 9153088),(22 8774690),(23 9214274),(24 10191869),(25 10502590),(26 9998316),(27 8731056),(28 7690621.5),(29 7963898.5),(30 9737819),(31 11339470),(32 11361537),(33 9974608),(34 8863419),(35 9208069),(36 10719442),(37 11216444),(38 10042064),(39 8594117),(40 8618222),(41 9625605),(42 10038281),(43 9417819),(44 8755155),(45 9276075),(46 10596913),(47 11243037),(48 10920801),(49 9624874),(50 7810346),(51 7007258),(52 7842446.5),(53 9545448),(54 10246395),(55 9300208),(56 7939059),(57 7600515.5),(58 8288881.5),(59 9298515),(60 9675808),(61 9194373),(62 8184938),(63 7600234.5),(64 7961589),(65 9144903),(66 10011012),(67 9674662),(68 8404491),(69 7626681.5),(70 8296063),(71 9608342),(72 9945560),(73 9060229),(74 7865275.5),(75 7571493.5),(76 8297931),(77 8974233),(78 8979712),(79 8425947),
(1 3133018.5),(2 8667499),(3 10916991),(4 8957046),(5 6159716),(6 6117658.5),(7 8425985),(8 9952094),(9 9077957),(10 7311493.5),(11 6454290),(12 7137294),(13 8404481),(14 8947235),(15 8317320),(16 7386207.5),(17 6985752),(18 7629902),(19 8726325),(20 9194678),(21 8281524.5),(22 7000402),(23 6829951),(24 8230318),(25 9444550),(26 9052642),(27 7444735),(28 6109846),(29 6509813),(30 8151601),(31 9327009),(32 9272137),(33 8384882.5),(34 7805377),(35 8279130),(36 9294264),(37 9518580),(38 8909847),(39 8342471),(40 8260081),(41 8552208),(42 8582402),(43 8257153),(44 8321273),(45 8923995),(46 9431578),(47 9362501),(48 9088303),(49 8683577),(50 8014404.5),(51 7578059.5),(52 7984322),(53 8985678),(54 9302338),(55 8980964),(56 8498922),(57 8355458.5),(58 8371530.5),(59 8527895),(60 8856038),(61 8974477),(62 8682372),(63 8116372.5),(64 7875024),(65 8134216),(66 8369758),(67 8078641),(68 7652511),(69 7988509.5),(70 9039972),(71 9578640),(72 8930618),(73 8164541.5),(74 8091528),(75 8240246),(76 8036004.5),(77 7399245.5),(78 6963705),(79 7146077),
(1 2823441),(2 7564950.5),(3 9247219),(4 7405656.5),(5 5142979),(6 5164604),(7 7165648.5),(8 8733743),(9 8360247),(10 7088903.5),(11 6410920),(12 6826691),(13 7522862),(14 7761686.5),(15 7524799.5),(16 7294995.5),(17 7291345),(18 7296619),(19 7110733.5),(20 7051169.5),(21 7113410),(22 7231409),(23 7100490.5),(24 6999998.5),(25 7102945.5),(26 7169493.5),(27 7037758.5),(28 6814558),(29 6709169),(30 6844108),(31 7166234),(32 7641071.5),(33 7654299.5),(34 7168589.5),(35 6901080),(36 7247778),(37 7703515.5),(38 7527898),(39 6773230),(40 6269757),(41 6489321.5),(42 7047136),(43 7145842.5),(44 6642444),(45 6177675),(46 6300960),(47 6735858),(48 7038499.5),(49 6881528.5),(50 6261910.5),(51 5927075.5),(52 6551430.5),(53 7529042.5),(54 7574595),(55 7060304.5),(56 6928879.5),(57 7329861),(58 7583149.5),(59 7023263.5),(60 6221089.5),(61 6285318),(62 7149334.5),(63 7903509.5),(64 7881135),(65 7081589.5),(66 6436688.5),(67 6678497.5),(68 7268648),(69 7435197),(70 7363112),(71 7272065.5),(72 7340559.5),(73 7791096),(74 8189596.5),(75 7623098),(76 6673429),(77 6274930.5),(78 6697004),(79 7362840),
(1 4148998),(2 10896135),(3 12078593),(4 8020329),(5 4979841),(6 6304675.5),(7 9389198),(8 9985764),(9 7545298),(10 5771742),(11 6874867),(12 8972622),(13 9143639),(14 7334563.5),(15 5925906),(16 6503909),(17 8078421.5),(18 8630397),(19 7516293.5),(20 6237853),(21 6439528),(22 8120395.5),(23 8958653),(24 8041342.5),(25 6870772.5),(26 6677348.5),(27 7628224),(28 8630307),(29 8517103),(30 7726525),(31 7067622.5),(32 7203053.5),(33 7669692.5),(34 7875908.5),(35 7689783.5),(36 7429939),(37 7218885.5),(38 7265280),(39 7632651.5),(40 7844055),(41 7455435.5),(42 6990366),(43 7069783.5),(44 7689109.5),(45 7812921),(46 7146221.5),(47 6858782.5),(48 7470215),(49 8300675.5),(50 7961250),(51 6768046),(52 6493940.5),(53 7500322),(54 8061610.5),(55 7262033),(56 6236919.5),(57 6329198),(58 7346213.5),(59 8087860.5),(60 7786150.5),(61 7152389.5),(62 7157309),(63 7531227),(64 7756700.5),(65 7343187),(66 7104429.5),(67 7713514.5),(68 8301850.5),(69 7881566.5),(70 7003280.5),(71 6798383.5),(72 7868904),(73 9208327),(74 9240686),(75 7738370),(76 6336977),(77 6591604),(78 7935028.5),(79 8964245),
(1 3545430.5),(2 9137755),(3 10143404),(4 7070103),(5 4921119.5),(6 5799507),(7 7913677),(8 8243395),(9 6633138),(10 5269930.5),(11 5816611),(12 7308456),(13 7466674),(14 6498441),(15 5806262),(16 6018603.5),(17 6364969),(18 6348813),(19 6413578),(20 6806976.5),(21 7435277.5),(22 7743294.5),(23 7199001.5),(24 6378414),(25 6227917.5),(26 6772798),(27 7373664.5),(28 7389614),(29 6780448.5),(30 6201408.5),(31 6148165.5),(32 6445878),(33 6784800.5),(34 6660038.5),(35 6351316),(36 6464279),(37 6785674),(38 6737199.5),(39 6303973),(40 5924860.5),(41 6045479),(42 6317418.5),(43 6619848),(44 6856511.5),(45 6840640),(46 6581440.5),(47 6294065),(48 5998735),(49 5979972.5),(50 5916591.5),(51 6241813.5),(52 6910498),(53 7300394.5),(54 6788776),(55 5996268),(56 6010809.5),(57 6541855.5),(58 6907575.5),(59 6727770.5),(60 6452330.5),(61 6538887),(62 6879889),(63 6727247),(64 6403730.5),(65 6077664.5),(66 6325680.5),(67 6838738.5),(68 7009054),(69 6458949.5),(70 5661439.5),(71 5787792.5),(72 6938136),(73 7486611),(74 6566103),(75 5599786.5),(76 5935250.5),(77 7016931),(78 7391072.5),(79 6451682),
(1 2279405),(2 5589444.5),(3 6013805),(4 4718180),(5 4406012),(6 5209153.5),(7 5547949.5),(8 4863512.5),(9 4291745.5),(10 4508188.5),(11 5014794),(12 5098253),(13 4569583),(14 4349632),(15 4763360.5),(16 5182436.5),(17 5050244),(18 4933896),(19 5297278.5),(20 5747402.5),(21 5757187),(22 5460073),(23 5611210.5),(24 6012819),(25 6099124),(26 5903937),(27 5569565.5),(28 5571088.5),(29 5901487.5),(30 6040725),(31 5633527),(32 5330903),(33 5641913),(34 5903137),(35 5748731.5),(36 5161909.5),(37 4806017),(38 5100239),(39 5831834.5),(40 5981571.5),(41 5471994.5),(42 4992127.5),(43 4970887),(44 5228664.5),(45 5583125.5),(46 5508423.5),(47 5157065),(48 4968830),(49 4977010.5),(50 5193861),(51 5277745),(52 5204804),(53 5207367),(54 5530761.5),(55 5501248.5),(56 5277012.5),(57 5228580.5),(58 5265175),(59 5494300),(60 5768415),(61 5807074),(62 5516627.5),(63 5060346.5),(64 4814384),(65 4881286.5),(66 5076617),(67 5163481),(68 5128750.5),(69 5125444),(70 5026690),(71 4951773),(72 4836811.5),(73 4770600),(74 4835786),(75 5015079),(76 4975485),(77 4918452),(78 4994441),(79 4948313),
(1 3135058.8),(2 7760517),(3 8075831.5),(4 5468119.5),(5 4840380.5),(6 6348827.5),(7 7044062.5),(8 5917655.5),(9 5080679),(10 5455174.5),(11 5958223.5),(12 5716217),(13 5263934),(14 5299616.5),(15 5556588),(16 6046937.5),(17 6377243.5),(18 6283954),(19 5525833),(20 4973748.5),(21 5523849),(22 6367023.5),(23 6021919.5),(24 5058464.5),(25 4933302),(26 5617730),(27 5662981),(28 5009162.5),(29 4813258),(30 5269929),(31 5513665.5),(32 5512352),(33 5696879.5),(34 5818011),(35 5500843.5),(36 5085939.5),(37 4949899.5),(38 5168744),(39 5580226.5),(40 5841167.5),(41 5542525.5),(42 5077778.5),(43 5317807),(44 6101453.5),(45 6452559.5),(46 6006319.5),(47 5483843),(48 5643267),(49 6021152),(50 6238018),(51 5828740.5),(52 5442091),(53 5374102),(54 5528428.5),(55 5380755),(56 5100153),(57 5314558.5),(58 5727833.5),(59 5781520.5),(60 5364744.5),(61 5138180),(62 5259211.5),(63 5628736.5),(64 5561822.5),(65 5268762),(66 5399056.5),(67 5670352.5),(68 5430752),(69 4936165),(70 4966290),(71 5540804.5),(72 5885524),(73 5432753.5),(74 4709969),(75 4434848.5),(76 4843591),(77 5184534),(78 5318051),(79 5259536.5),
(1 2958717.5),(2 6916598),(3 6880276),(4 4560387),(5 3906550.5),(6 5050473),(7 5650690),(8 5057733.5),(9 4379852),(10 4434539.5),(11 4698004.5),(12 4627924.5),(13 4521102),(14 4597024),(15 4786490),(16 4832433.5),(17 4749396.5),(18 4774373.5),(19 4818289.5),(20 4964149.5),(21 5207285),(22 5001321),(23 4588214.5),(24 4668411.5),(25 5127801),(26 5214307.5),(27 4973913.5),(28 4700848.5),(29 4847749.5),(30 5014691),(31 4817474),(32 4847112.5),(33 5303254.5),(34 5224973),(35 4551088.5),(36 4511928.5),(37 5106197),(38 5359170),(39 5108047),(40 4814709.5),(41 4865614.5),(42 5185903),(43 5262461),(44 5137643.5),(45 5278711),(46 5473100),(47 5297884),(48 4850500.5),(49 4904718),(50 5118670.5),(51 5001433),(52 4695945),(53 4850578),(54 5188380.5),(55 5139628),(56 4763153.5),(57 4812266),(58 5070285.5),(59 5172611.5),(60 5155847),(61 4985982.5),(62 4746633),(63 4987234),(64 5366747.5),(65 5250964.5),(66 4952277.5),(67 5023617.5),(68 5234360),(69 5151020.5),(70 4782188.5),(71 4985531),(72 5395278.5),(73 5330822.5),(74 4926085.5),(75 4886902.5),(76 5055664.5),(77 4902660),(78 4569243),(79 4485009.5),
(1 2494647),(2 5579101.5),(3 5095305.5),(4 3496477),(5 3698013.3),(6 4760454),(7 4822096),(8 4078928.8),(9 3894120.8),(10 4380560),(11 4461112.5),(12 4129770),(13 4131063),(14 4483604),(15 4472297.5),(16 4057422.8),(17 3957540.8),(18 4347153.5),(19 4435727.5),(20 3995643),(21 3848376.8),(22 4224406.5),(23 4278744.5),(24 3880952),(25 4033446.3),(26 4486380.5),(27 4374124.5),(28 4055510.8),(29 4298858.5),(30 4598613.5),(31 4336383.5),(32 4096323),(33 4143175),(34 4238514),(35 4011279.8),(36 3988912.8),(37 4189526.8),(38 4379363.5),(39 4374440),(40 4415588.5),(41 4622298.5),(42 4459231.5),(43 3979989.3),(44 4067137),(45 4535288.5),(46 4717304.5),(47 4519131.5),(48 4567189.5),(49 5001239.5),(50 4997130.5),(51 4193875),(52 3821398.8),(53 4497376.5),(54 5253358.5),(55 4816051.5),(56 4042754.8),(57 4216545.5),(58 4657005.5),(59 4623722.5),(60 4292288),(61 4056037.3),(62 4262183.5),(63 4884811.5),(64 5130074.5),(65 4653495.5),(66 4127155),(67 4050119.8),(68 4221927.5),(69 4262811.5),(70 4337478),(71 4691255.5),(72 4580929.5),(73 4426275.5),(74 4340176),(75 4312717),(76 4453514.5),(77 4319941.5),(78 3858730.3),(79 3688509.3),
(1 2137270),(2 4747480),(3 4488964),(4 3204257.3),(5 3286278.3),(6 4161428.5),(7 4186345.3),(8 3574924.5),(9 3569174.8),(10 4077466.8),(11 4080895.5),(12 3633297.3),(13 3598503.5),(14 4001256.8),(15 4098650.3),(16 3880434.8),(17 3647596.5),(18 3708109.3),(19 3762639),(20 3777479),(21 4060810),(22 4226236.5),(23 3908528),(24 3723775.5),(25 3812630.3),(26 3757293.5),(27 3526994),(28 3528331.8),(29 3758156),(30 3884536.5),(31 3801071.8),(32 3711190.8),(33 3619204.5),(34 3614183.5),(35 3780473.3),(36 3956084.5),(37 3738901.5),(38 3506220),(39 3588838.8),(40 3844356.8),(41 3848194.5),(42 3685981),(43 3583606),(44 3666007.3),(45 3993757),(46 4080158.8),(47 3833251.3),(48 3789786.8),(49 4175773.3),(50 4344814.5),(51 3871260.5),(52 3491619.3),(53 4066941.3),(54 4769142),(55 4142433.5),(56 3561598.5),(57 4161828.3),(58 4945228),(59 4498004.5),(60 3578649.8),(61 3793320.5),(62 4473295),(63 4472345.5),(64 4043435.5),(65 3972061.5),(66 4094854),(67 4003309.5),(68 3863928.5),(69 3978254.3),(70 4202385),(71 4136021.5),(72 4072501.5),(73 4039936),(74 3999949.5),(75 4024154),(76 3937465.3),(77 3941861.8),(78 4218312.5),(79 4395147),
