1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56175.723),(2 167964.78),(3 352536.16),(4 602044.75),(5 896079),(6 1243462.6),(7 1646730.1),(8 2091150.4),(9 2584868.8),(10 3111169.3),(11 3672009.3),(12 4253942),(13 4862684.5),(14 5463295.5),(15 6090782),(16 6739606.5),(17 7406387.5),(18 8105883.5),(19 8809759),(20 9518332),(21 10262317),(22 11051027),(23 11881463),(24 12679616),(25 13478236),(26 14294865),(27 15191427),(28 16054568),(29 16892810),(30 17714802),(31 18575174),(32 19429270),(33 20295906),(34 21199966),(35 22092904),(36 23005888),(37 23913366),(38 24858128),(39 25810950),(40 26742480),(41 27620038),(42 28399046),(43 29134912),(44 29796512),(45 30435134),(46 31063666),(47 31773562),(48 32469686),(49 33086778),(50 33753612),(51 34326060),(52 34938596),(53 35333916),(54 35547188),(55 35654972),(56 35816724),(57 36019596),(58 36271228),(59 36509988),(60 36746732),(61 36937680),(62 37168756),(63 37479936),(64 37727316),(65 38052388),(66 38434530),(67 38875332),(68 39327284),(69 39757180),(70 40229360),(71 40770428),(72 41318670),(73 41858456),(74 42464344),(75 43137524),(76 43990480),(77 44811012),(78 45761570),(79 46633504),
(1 139813.5),(2 535539.56),(3 1129429.8),(4 1833564.4),(5 2556581.3),(6 3213212.8),(7 3765094.3),(8 4180991.8),(9 4465634),(10 4663287.5),(11 4813326.5),(12 4950995.5),(13 5085683),(14 5224224),(15 5361523.5),(16 5457100.5),(17 5485519.5),(18 5416892.5),(19 5263998.5),(20 5020095.5),(21 4743104),(22 4484640.5),(23 4282452),(24 4176084.8),(25 4180473.8),(26 4273247.5),(27 4432512),(28 4599367.5),(29 4741214),(30 4829077),(31 4860592.5),(32 4852219.5),(33 4843895.5),(34 4870332.5),(35 4945433.5),(36 5056696.5),(37 5172085),(38 5266452),(39 5313603),(40 5323213),(41 5332417),(42 5387494.5),(43 5509716.5),(44 5693692.5),(45 5895114.5),(46 6053317.5),(47 6125682),(48 6084933),(49 5942649),(50 5755814.5),(51 5559071.5),(52 5379423.5),(53 5204019.5),(54 5029909),(55 4889292),(56 4818588),(57 4814112.5),(58 4878274),(59 5004425),(60 5160940),(61 5335373),(62 5510612.5),(63 5675801),(64 5811898),(65 5935456.5),(66 6022824.5),(67 6093600),(68 6128796),(69 6120649.5),(70 6095990.5),(71 6065141.5),(72 6019523.5),(73 5978803.5),(74 5964375.5),(75 5971751),(76 6019991.5),(77 6110918.5),(78 6245006),(79 6398185.5),
(1 128647.87),(2 487009.47),(3 997471.5),(4 1555992.9),(5 2061930.4),(6 2443714.8),(7 2688196.3),(8 2816262.8),(9 2872397),(10 2926524.8),(11 3009994),(12 3157278),(13 3352432.3),(14 3574503.8),(15 3777597.8),(16 3894717.8),(17 3928777.3),(18 3890106.8),(19 3819380),(20 3743770.8),(21 3721294),(22 3787251),(23 3924488.8),(24 4087856.8),(25 4219426),(26 4253010.5),(27 4185394.8),(28 4029768),(29 3854690.8),(30 3726693.3),(31 3689460),(32 3763999.3),(33 3922639),(34 4108308.8),(35 4245722.5),(36 4284587.5),(37 4243770),(38 4179235),(39 4128420.3),(40 4134634.8),(41 4208783.5),(42 4301731.5),(43 4387293.5),(44 4388058.5),(45 4295623.5),(46 4134424),(47 3963544.8),(48 3824651.3),(49 3754217),(50 3758975.3),(51 3795120.3),(52 3840937.3),(53 3877762.8),(54 3912180.8),(55 3968756),(56 4066722.8),(57 4181221.3),(58 4297329.5),(59 4397599.5),(60 4476554.5),(61 4539534),(62 4588533.5),(63 4622658),(64 4633674.5),(65 4635618.5),(66 4622537.5),(67 4617897.5),(68 4621433.5),(69 4656002.5),(70 4733525.5),(71 4863981.5),(72 5032174),(73 5230752.5),(74 5457290.5),(75 5687696),(76 5924321.5),(77 6119210.5),(78 6270229.5),(79 6340560),
(1 119921.72),(2 448254.3),(3 902739.4),(4 1378826.9),(5 1779190.4),(6 2039753.8),(7 2170078),(8 2196749.8),(9 2185005),(10 2215611.8),(11 2328085.8),(12 2547800.3),(13 2835803),(14 3132739.8),(15 3371666.5),(16 3487948.3),(17 3487084.3),(18 3398832),(19 3285942.5),(20 3192209.5),(21 3175536.8),(22 3243527.8),(23 3351790),(24 3429177.5),(25 3425396.5),(26 3319560.3),(27 3176306.5),(28 3073919.8),(29 3081755.5),(30 3229837.8),(31 3480272.8),(32 3735831),(33 3908808.3),(34 3950826.3),(35 3879829),(36 3760890.3),(37 3719043.8),(38 3806542),(39 3993632.8),(40 4184388.8),(41 4298975.5),(42 4242100.5),(43 4094628.5),(44 3896498.5),(45 3754757.5),(46 3717712.8),(47 3759003.5),(48 3827963),(49 3860751.3),(50 3851958),(51 3835014.5),(52 3861058),(53 3956311),(54 4086058.3),(55 4211058),(56 4316423),(57 4387494),(58 4415233.5),(59 4417519),(60 4408599.5),(61 4412114),(62 4420818.5),(63 4438276.5),(64 4433932),(65 4415787),(66 4389732),(67 4391829),(68 4411397),(69 4460821.5),(70 4546352.5),(71 4650324.5),(72 4738855.5),(73 4801126.5),(74 4842512),(75 4861379.5),(76 4884019),(77 4883576.5),(78 4873977),(79 4847108.5),
(1 102107.11),(2 376221.2),(3 739877.8),(4 1096351.8),(5 1368839.5),(6 1521432.5),(7 1572129),(8 1566730.1),(9 1572424.8),(10 1649217.9),(11 1814569.1),(12 2055431.5),(13 2303558),(14 2487841.3),(15 2571571),(16 2537840.3),(17 2426605.3),(18 2308580.8),(19 2265582.8),(20 2323121.5),(21 2467750.3),(22 2637023.3),(23 2754264.8),(24 2767322.3),(25 2687454.8),(26 2583238),(27 2566652.8),(28 2677527.5),(29 2904262.5),(30 3177266.5),(31 3419121.5),(32 3549977.5),(33 3553785.5),(34 3504337),(35 3484664.8),(36 3543657.5),(37 3668888.3),(38 3810004.8),(39 3852451.8),(40 3762740.8),(41 3570724.8),(42 3339619),(43 3175681),(44 3105603.5),(45 3113507.5),(46 3141494.5),(47 3152856),(48 3149669.5),(49 3159889.5),(50 3238360.8),(51 3379103.3),(52 3558683.8),(53 3699587),(54 3786358.8),(55 3805949),(56 3783111.8),(57 3744667.5),(58 3717625.5),(59 3713739.3),(60 3726494),(61 3737740.5),(62 3736755.5),(63 3744129.5),(64 3758894.5),(65 3826302.8),(66 3946727.3),(67 4118266.5),(68 4292290.5),(69 4427775),(70 4524166),(71 4586061),(72 4613544.5),(73 4628750),(74 4644099.5),(75 4642721.5),(76 4636032.5),(77 4620905),(78 4600382.5),(79 4567662),
(1 101931.01),(2 373892.03),(3 734305.25),(4 1081659.5),(5 1339087.4),(6 1477427),(7 1528135.8),(8 1545597),(9 1601767.4),(10 1741081.9),(11 1955702.5),(12 2195778.8),(13 2379365.3),(14 2477880.8),(15 2489903.8),(16 2440097.8),(17 2408937.5),(18 2454076.3),(19 2608105.8),(20 2815657),(21 3013885.8),(22 3143347),(23 3179030),(24 3150178.3),(25 3120038.3),(26 3149140.3),(27 3269284.8),(28 3430590),(29 3571217.5),(30 3637235),(31 3620810),(32 3535951),(33 3444303.8),(34 3411289.3),(35 3446361.5),(36 3511570.3),(37 3568439),(38 3571583),(39 3490747.5),(40 3348898.8),(41 3196537.5),(42 3070966.3),(43 3003496),(44 2975984.5),(45 2984293.8),(46 3013761.8),(47 3077849.3),(48 3169480),(49 3280964.8),(50 3414004.8),(51 3554754.3),(52 3698332.5),(53 3819918.5),(54 3910632.3),(55 3928974),(56 3895431.5),(57 3832028.3),(58 3761982.8),(59 3701700.3),(60 3643691.8),(61 3616947.3),(62 3631233.8),(63 3703655),(64 3811131.8),(65 3940542.8),(66 4044744.3),(67 4113340.8),(68 4122069.3),(69 4084896),(70 4037732.3),(71 3998803.5),(72 3962819.8),(73 3916777.8),(74 3858844.3),(75 3778752.3),(76 3710606.8),(77 3648210.8),(78 3618910.3),(79 3622085.3),
(1 121604.45),(2 440955.28),(3 847213.44),(4 1218994.1),(5 1472672.3),(6 1597372.8),(7 1648271.1),(8 1691373.1),(9 1777646.4),(10 1926837.5),(11 2099762.3),(12 2245807),(13 2320818.3),(14 2320249),(15 2267043.8),(16 2205884.3),(17 2202641.8),(18 2282843.8),(19 2447486.5),(20 2642353.5),(21 2829876.3),(22 2995473.8),(23 3140349.3),(24 3281172.8),(25 3427181.3),(26 3565139.8),(27 3679553.5),(28 3732568.8),(29 3718359),(30 3659728.5),(31 3596796.5),(32 3567054.8),(33 3566835.3),(34 3578185.5),(35 3570995),(36 3527726.5),(37 3470451),(38 3416675.3),(39 3349436.3),(40 3269444.3),(41 3182020.3),(42 3090647),(43 3043590.5),(44 3037901),(45 3092742.8),(46 3181047),(47 3285881),(48 3371522.3),(49 3440582.8),(50 3520444.8),(51 3607061),(52 3679651.8),(53 3704596.3),(54 3669160.5),(55 3590209),(56 3512295.8),(57 3439625.5),(58 3376851.3),(59 3330212),(60 3301801.5),(61 3316192),(62 3377689.5),(63 3469063.5),(64 3551081.5),(65 3601965.8),(66 3617355.8),(67 3624679.5),(68 3620251.5),(69 3616941.5),(70 3609515.8),(71 3578767),(72 3507285.3),(73 3409127),(74 3313746.3),(75 3234996.8),(76 3215207.5),(77 3253778.3),(78 3371921.5),(79 3553394.3),
(1 132441.06),(2 481459.88),(3 924248.4),(4 1320290.5),(5 1583903),(6 1701539.4),(7 1731986.4),(8 1740946.9),(9 1783107.9),(10 1886498.9),(11 2039857.5),(12 2199357.5),(13 2320426.5),(14 2390514.8),(15 2439306.8),(16 2503076.3),(17 2629269.8),(18 2812406.8),(19 3026907),(20 3194434),(21 3298759.8),(22 3372499.5),(23 3454353.5),(24 3570946.5),(25 3688973.3),(26 3730878.5),(27 3664217.5),(28 3509779),(29 3370341.3),(30 3332526),(31 3404791),(32 3503608.8),(33 3550318.5),(34 3527197.5),(35 3467399.3),(36 3436206.8),(37 3461359.8),(38 3506239.5),(39 3486956.3),(40 3387122),(41 3267107.3),(42 3204277.5),(43 3236155.3),(44 3305554),(45 3333387.8),(46 3297439.3),(47 3231976.5),(48 3204819.8),(49 3241263.5),(50 3308689.3),(51 3351161.3),(52 3357407.5),(53 3352701.3),(54 3369415.3),(55 3397402),(56 3433215),(57 3451729.5),(58 3443428.5),(59 3424548.3),(60 3409264),(61 3416544),(62 3436586.8),(63 3461958.8),(64 3478537),(65 3508400),(66 3570003.5),(67 3667091),(68 3765347),(69 3820807),(70 3808181.3),(71 3731394),(72 3607729),(73 3468199.8),(74 3344342),(75 3248186),(76 3207194.5),(77 3210413.5),(78 3255100.8),(79 3311328.5),
(1 111672.41),(2 405876.06),(3 771532.8),(4 1091583.8),(5 1289301.4),(6 1363691.1),(7 1371677.9),(8 1377793),(9 1436999),(10 1565952),(11 1722594.3),(12 1856266.4),(13 1922367.9),(14 1937870),(15 1951075.4),(16 1988526),(17 2069846),(18 2167158.8),(19 2245204),(20 2270620.5),(21 2278177),(22 2318790.3),(23 2429312.8),(24 2592702.8),(25 2743300.3),(26 2820837.5),(27 2851158.5),(28 2891230.5),(29 2971615.5),(30 3053088),(31 3068572.8),(32 2988603.3),(33 2837647.5),(34 2708755),(35 2675148.5),(36 2733224.3),(37 2809474.5),(38 2846908),(39 2842818.3),(40 2855199.5),(41 2932331.8),(42 3058410),(43 3151522.5),(44 3134641),(45 3028953),(46 2910742.8),(47 2842337),(48 2825608.8),(49 2818721),(50 2798395.3),(51 2775026.5),(52 2792358.3),(53 2865028.8),(54 2952973.8),(55 2998606.5),(56 2995367.3),(57 2957811.5),(58 2905698.5),(59 2857323.8),(60 2815166),(61 2775192.5),(62 2742774.3),(63 2733707.5),(64 2761389.5),(65 2828099.5),(66 2915502),(67 2989268.8),(68 3021388.5),(69 3004288.5),(70 2969077.3),(71 2951199),(72 2960957.3),(73 2982684.5),(74 3011899.3),(75 3023202),(76 3039510.5),(77 3046491.3),(78 3041130.3),(79 3015926.3),
(1 106930.12),(2 386182.7),(3 731440.6),(4 1034242.2),(5 1229943.8),(6 1326652),(7 1389718.1),(8 1473452.5),(9 1604600),(10 1773809.8),(11 1927578.3),(12 2051531.1),(13 2147424.8),(14 2249661.5),(15 2391245),(16 2554017.8),(17 2684668),(18 2726327.5),(19 2671170.5),(20 2551725),(21 2449132.5),(22 2419083),(23 2473185.5),(24 2559997),(25 2605882.8),(26 2573607.8),(27 2513659.8),(28 2463913),(29 2446568.5),(30 2442546),(31 2410773),(32 2343169.3),(33 2283170),(34 2279558.5),(35 2342260.5),(36 2438807.5),(37 2505759.5),(38 2553116.8),(39 2625226),(40 2743078.8),(41 2841856.5),(42 2863488.8),(43 2794908.5),(44 2675664.3),(45 2574270),(46 2494815),(47 2428466.5),(48 2373437.5),(49 2336531.5),(50 2336121),(51 2337735),(52 2348378.5),(53 2350191.5),(54 2356843),(55 2367413.3),(56 2355202),(57 2323117.5),(58 2288013.5),(59 2268143),(60 2266270.5),(61 2286523),(62 2339313.8),(63 2429756.3),(64 2540555.5),(65 2641681),(66 2697935.8),(67 2708806.8),(68 2708025.8),(69 2721485.5),(70 2764103),(71 2827048.3),(72 2882274.3),(73 2924336.8),(74 2960854.5),(75 2983906.3),(76 2998340),(77 2986246.5),(78 2958241.3),(79 2906591),
(1 114672.625),(2 406022.22),(3 749018.75),(4 1033011),(5 1212969.8),(6 1319842.4),(7 1411860.8),(8 1506685.3),(9 1585902),(10 1631739.4),(11 1651027.5),(12 1682123.5),(13 1744556.8),(14 1835419.6),(15 1932855.4),(16 1997264.9),(17 1997622.9),(18 1922771.5),(19 1821260.8),(20 1759565.5),(21 1781098.1),(22 1862693.3),(23 1947078.5),(24 1987978),(25 1988245),(26 1979117.6),(27 1996672),(28 2044976),(29 2116705.8),(30 2189549.5),(31 2233426.3),(32 2235309.5),(33 2202397.5),(34 2155026),(35 2127430.3),(36 2153184.5),(37 2245215.3),(38 2372596),(39 2460889.5),(40 2482279.3),(41 2448883.3),(42 2395399.3),(43 2366633.8),(44 2342864.5),(45 2320200),(46 2314270.8),(47 2358190.8),(48 2432095.5),(49 2481747.3),(50 2494653),(51 2501458.3),(52 2552309.5),(53 2621053.5),(54 2649593.3),(55 2613255.3),(56 2536164),(57 2453123.5),(58 2384938.5),(59 2333026.5),(60 2290621),(61 2265622.5),(62 2258992.8),(63 2267310.8),(64 2265832.3),(65 2264585),(66 2275728.8),(67 2303380),(68 2338084),(69 2357404.3),(70 2360438.5),(71 2362522.8),(72 2365609.5),(73 2375636.8),(74 2384740.3),(75 2389488.8),(76 2399111.3),(77 2401053.5),(78 2396787),(79 2384063.8),
(1 118228.96),(2 410869.6),(3 733387.06),(4 954404.1),(5 1045108.25),(6 1066907.1),(7 1091005.8),(8 1130950.1),(9 1173056.5),(10 1223941.5),(11 1300876.4),(12 1417231.5),(13 1556855.8),(14 1700911.6),(15 1825137.9),(16 1873370.3),(17 1854663.5),(18 1806371.8),(19 1785326),(20 1810182.9),(21 1850076),(22 1856061),(23 1818694.9),(24 1792166.4),(25 1832332.6),(26 1937721.1),(27 2054842.5),(28 2117464.3),(29 2123870.5),(30 2092865.4),(31 2019931.3),(32 1900103.9),(33 1751282),(34 1646210),(35 1652131.9),(36 1737959.4),(37 1815256.9),(38 1829738),(39 1786231.4),(40 1753626.4),(41 1764014),(42 1781226.4),(43 1792986.8),(44 1799574.6),(45 1823053.3),(46 1875888.5),(47 1936172.4),(48 1987974.6),(49 2058619.4),(50 2166702.3),(51 2270786.5),(52 2325197),(53 2314356),(54 2278705.8),(55 2241241.3),(56 2206108.3),(57 2173652.5),(58 2132394.8),(59 2082210.5),(60 2044744.3),(61 2052064.5),(62 2107580),(63 2198233),(64 2286073.5),(65 2352907.8),(66 2376538),(67 2346654.5),(68 2266529.3),(69 2161836.5),(70 2069669.3),(71 2003016.6),(72 1953071.4),(73 1908209.4),(74 1859176.3),(75 1796770.5),(76 1735639.6),(77 1691643.6),(78 1693854),(79 1746219.8),
(1 117403.875),(2 405884.7),(3 722214.06),(4 949721.9),(5 1069705.1),(6 1137320.3),(7 1217794.8),(8 1324356.1),(9 1442893.8),(10 1560637.5),(11 1664460.5),(12 1748373.8),(13 1795902.1),(14 1820727.6),(15 1829441.3),(16 1814263.4),(17 1784369.4),(18 1757831.5),(19 1753194.6),(20 1751507.4),(21 1716835.9),(22 1636080.8),(23 1561573.8),(24 1577663.1),(25 1696874.4),(26 1842873.3),(27 1941747.8),(28 1969146.5),(29 1976462.6),(30 1981563.4),(31 1949940.3),(32 1827516),(33 1666419.8),(34 1571935.4),(35 1580914.1),(36 1626654.8),(37 1628853.8),(38 1593241.3),(39 1582214.5),(40 1621240),(41 1666261.9),(42 1667217.3),(43 1647119.1),(44 1635233.5),(45 1637226.6),(46 1630703.9),(47 1609863.5),(48 1593381.8),(49 1605005.4),(50 1647797.8),(51 1701405.5),(52 1764472.8),(53 1828280.1),(54 1879871.5),(55 1892723.8),(56 1867814.9),(57 1816877.5),(58 1753658.6),(59 1699985.5),(60 1664134.3),(61 1645349.9),(62 1645538.3),(63 1676111),(64 1733437.1),(65 1807330.9),(66 1864824.3),(67 1885145.5),(68 1868182),(69 1843558.1),(70 1833780),(71 1834049.5),(72 1820407),(73 1781122.4),(74 1722683.5),(75 1650449.4),(76 1599054.3),(77 1593181),(78 1644212.8),(79 1738264.9),
(1 113951.445),(2 399169.53),(3 717335.56),(4 944512.75),(5 1048873.5),(6 1081936.5),(7 1113124),(8 1173498.4),(9 1259829.8),(10 1345388.5),(11 1402365.6),(12 1437698.9),(13 1466368.8),(14 1502692),(15 1533726.8),(16 1539322.4),(17 1534053.9),(18 1547927.9),(19 1591777.1),(20 1626889.3),(21 1615170.3),(22 1557976.5),(23 1513907.5),(24 1533354.6),(25 1590484.3),(26 1621483.1),(27 1623758.1),(28 1647524.6),(29 1723514),(30 1803937.9),(31 1818052.3),(32 1765171.1),(33 1725455.1),(34 1743052.5),(35 1776719.5),(36 1752928.8),(37 1692381.8),(38 1655997.4),(39 1660909),(40 1673563.5),(41 1671339.9),(42 1661166.4),(43 1664466.4),(44 1657192.5),(45 1626487.5),(46 1589981.4),(47 1553312.9),(48 1509610.4),(49 1455235.8),(50 1414718.1),(51 1409842.8),(52 1430798.3),(53 1444035.5),(54 1449415.5),(55 1460438.1),(56 1483438.8),(57 1507947.3),(58 1524276.3),(59 1531282.8),(60 1525100.9),(61 1508148.3),(62 1487158),(63 1473959.4),(64 1471330.6),(65 1474080.9),(66 1472665.3),(67 1473353.9),(68 1484436.4),(69 1503892.3),(70 1532872.8),(71 1564592.9),(72 1596374.1),(73 1621875.8),(74 1624034),(75 1596495.5),(76 1561370.4),(77 1538482),(78 1543667.4),(79 1568396.3),
(1 120435),(2 417189.44),(3 735782.06),(4 944203.1),(5 1015206.94),(6 1018620.44),(7 1038229.25),(8 1094299.8),(9 1155129.1),(10 1203373.3),(11 1244762.5),(12 1303202.6),(13 1367731.8),(14 1412970.6),(15 1418576.1),(16 1396685.9),(17 1405716.1),(18 1468305.6),(19 1556203.8),(20 1618461.4),(21 1636092.3),(22 1621405),(23 1607499.9),(24 1604989.1),(25 1601427.3),(26 1574713.1),(27 1552102),(28 1549731.9),(29 1562328),(30 1573508.6),(31 1594247.5),(32 1627326.6),(33 1670786.6),(34 1681514.6),(35 1641244.3),(36 1586641.8),(37 1566722.5),(38 1587311.3),(39 1617163.4),(40 1634945.8),(41 1630942.4),(42 1612595),(43 1585647.9),(44 1574832),(45 1600113.1),(46 1624993.8),(47 1609704.5),(48 1561496.9),(49 1530590.3),(50 1541413.4),(51 1563003.8),(52 1559394.9),(53 1540752.9),(54 1530282.6),(55 1517237.9),(56 1497526.8),(57 1487939.9),(58 1504682.5),(59 1543241.6),(60 1581570.6),(61 1606238.6),(62 1622942.9),(63 1636661.8),(64 1639456.9),(65 1631122.1),(66 1623899),(67 1629728.1),(68 1638463.9),(69 1644358.8),(70 1658619.4),(71 1691886.9),(72 1735571),(73 1780203.4),(74 1813955.5),(75 1832547.5),(76 1843620.5),(77 1833930.6),(78 1805429.4),(79 1758949.4),
(1 119709.336),(2 401984.3),(3 682510.4),(4 848397.75),(5 911499.75),(6 938647),(7 959256.44),(8 961127.3),(9 965597.9),(10 1017775.44),(11 1115203.3),(12 1213135.3),(13 1265437.9),(14 1256829.9),(15 1214875.3),(16 1198351.9),(17 1244607.4),(18 1329227),(19 1401955.9),(20 1421974.9),(21 1400449.5),(22 1371180.3),(23 1353649.1),(24 1352504),(25 1353351.5),(26 1348540.8),(27 1343820.5),(28 1357061.8),(29 1404589.1),(30 1478076.3),(31 1533828.1),(32 1516966.3),(33 1432702.6),(34 1331013.8),(35 1268351.9),(36 1259102.6),(37 1286436.4),(38 1335756.6),(39 1388020.3),(40 1441251.9),(41 1493993.6),(42 1534060.5),(43 1561178.5),(44 1574136.1),(45 1566658.5),(46 1530287.3),(47 1495602.3),(48 1490328.4),(49 1500122.3),(50 1498490.6),(51 1480970.5),(52 1471097.4),(53 1466912.3),(54 1459530.3),(55 1439269.8),(56 1412634.5),(57 1396432.9),(58 1389835.3),(59 1382714.9),(60 1372489.4),(61 1364976.4),(62 1356773.3),(63 1333818.8),(64 1297099.3),(65 1267624.5),(66 1258938.5),(67 1272495.4),(68 1295175.3),(69 1319057.1),(70 1343682.5),(71 1365912.8),(72 1391653.8),(73 1429792.1),(74 1476804.3),(75 1519162.6),(76 1555248.1),(77 1581850.6),(78 1604374),(79 1626656.4),
(1 123787.69),(2 405036.72),(3 675443),(4 841202.75),(5 922297.7),(6 961873.9),(7 972976.56),(8 965804.5),(9 984694.9),(10 1053203),(11 1137283.8),(12 1189886.9),(13 1192474.9),(14 1155939.4),(15 1123457.8),(16 1123498.9),(17 1144329.9),(18 1152472.4),(19 1146280.3),(20 1153997.3),(21 1196978.3),(22 1245620.4),(23 1252446.8),(24 1220380.4),(25 1188217.8),(26 1185546.5),(27 1215250.5),(28 1278002.5),(29 1372132.9),(30 1471608.6),(31 1526702.6),(32 1518082.6),(33 1483363.4),(34 1458577.8),(35 1439929.5),(36 1405262.5),(37 1354267),(38 1331773.4),(39 1359220.6),(40 1415759.8),(41 1464983.4),(42 1491218.5),(43 1509364.8),(44 1510206.8),(45 1488734.9),(46 1450341.9),(47 1406753.6),(48 1359992),(49 1314551),(50 1282426.4),(51 1268853.1),(52 1273180.8),(53 1288761.8),(54 1310182.3),(55 1335589.5),(56 1357469.1),(57 1360798.4),(58 1348588),(59 1335288.9),(60 1325950),(61 1310934.4),(62 1286170.3),(63 1269573.8),(64 1271767.3),(65 1291206.9),(66 1316449.1),(67 1346726.9),(68 1375295),(69 1391000.4),(70 1392273.8),(71 1394825.1),(72 1407140.1),(73 1430782.6),(74 1452490.3),(75 1459660.4),(76 1463740.3),(77 1462344.4),(78 1458715.8),(79 1451952.3),
