1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 80634),(2 291739.78),(3 600503.7),(4 973405.8),(5 1386308.9),(6 1814792.4),(7 2246928.3),(8 2675826),(9 3106481.3),(10 3539862.8),(11 3975769.8),(12 4416726),(13 4862642),(14 5307584),(15 5747398),(16 6172945.5),(17 6589794.5),(18 6998760),(19 7403672),(20 7801903.5),(21 8201613.5),(22 8597331),(23 8991203),(24 9383097),(25 9773191),(26 10161829),(27 10541743),(28 10913073),(29 11284017),(30 11672811),(31 12075403),(32 12479477),(33 12872133),(34 13248129),(35 13615261),(36 13975571),(37 14335419),(38 14692555),(39 15047595),(40 15408867),(41 15783021),(42 16158541),(43 16549812),(44 16942210),(45 17349448),(46 17770358),(47 18199130),(48 18608378),(49 19010250),(50 19406550),(51 19802566),(52 20186160),(53 20569478),(54 20950128),(55 21332848),(56 21711164),(57 22087888),(58 22459464),(59 22820438),(60 23173928),(61 23510614),(62 23829786),(63 24136234),(64 24430432),(65 24706322),(66 24962910),(67 25207758),(68 25453962),(69 25707678),(70 25981070),(71 26269910),(72 26573992),(73 26890894),(74 27208898),(75 27528200),(76 27838816),(77 28140638),(78 28413400),(79 28662854),
(1 33.957977),(2 48.044064),(3 55.450535),(4 58.447735),(5 61.293518),(6 63.07179),(7 64.85991),(8 65.85212),(9 67.3805),(10 68.56843),(11 69.71075),(12 70.44308),(13 71.312),(14 72.351524),(15 73.53062),(16 73.936356),(17 74.87197),(18 75.40201),(19 76.37235),(20 76.80626),(21 77.83785),(22 78.25948),(23 79.20439),(24 79.5741),(25 80.51187),(26 80.7196),(27 81.28106),(28 81.489265),(29 82.083694),(30 82.192726),(31 82.82584),(32 83.041534),(33 83.77175),(34 83.99933),(35 84.59056),(36 84.8159),(37 85.48382),(38 85.815765),(39 86.65145),(40 86.80323),(41 87.221664),(42 87.37684),(43 88.11534),(44 88.276726),(45 88.53856),(46 88.7907),(47 89.62631),(48 89.588554),(49 89.79542),(50 89.76136),(51 90.59612),(52 90.63292),(53 90.83461),(54 90.73932),(55 91.2766),(56 90.80868),(57 90.74231),(58 90.58159),(59 91.34673),(60 91.0666),(61 91.59825),(62 91.1775),(63 91.24976),(64 91.22144),(65 91.60048),(66 91.24597),(67 91.44483),(68 91.271416),(69 91.77212),(70 91.40707),(71 91.36773),(72 91.361916),(73 91.69716),(74 91.38542),(75 91.477646),(76 91.57101),(77 91.98991),(78 92.0359),(79 92.27091),
(1 32.57947),(2 46.02661),(3 53.11884),(4 56.38371),(5 58.8969),(6 60.70394),(7 62.339706),(8 63.50053),(9 64.85),(10 65.97974),(11 67.10674),(12 67.764885),(13 68.56772),(14 69.2446),(15 70.242035),(16 70.75748),(17 71.69785),(18 72.21361),(19 72.82458),(20 73.41288),(21 74.454544),(22 75.12895),(23 75.54351),(24 75.874275),(25 76.623634),(26 77.06094),(27 77.712456),(28 78.07848),(29 78.40023),(30 78.599045),(31 79.19074),(32 79.493484),(33 79.96411),(34 80.23086),(35 80.71441),(36 81.02982),(37 81.29022),(38 81.47985),(39 82.0715),(40 82.41497),(41 82.66503),(42 82.803764),(43 83.4583),(44 83.5468),(45 83.966324),(46 84.11913),(47 84.91024),(48 84.744835),(49 85.01118),(50 85.0851),(51 85.82462),(52 85.75688),(53 85.82386),(54 86.05198),(55 86.70357),(56 86.70317),(57 86.88009),(58 86.73136),(59 86.95466),(60 86.98954),(61 87.21085),(62 87.096344),(63 87.14172),(64 87.16025),(65 87.558586),(66 87.536804),(67 87.46148),(68 87.490005),(69 87.773056),(70 87.65787),(71 87.26858),(72 87.14101),(73 87.43492),(74 87.31686),(75 87.28631),(76 87.19115),(77 87.550316),(78 87.67352),(79 87.74585),
(1 32.995525),(2 46.734665),(3 53.772034),(4 57.06667),(5 59.87523),(6 61.596844),(7 63.37703),(8 64.43228),(9 65.7464),(10 66.428474),(11 67.416824),(12 68.32793),(13 69.15614),(14 69.98002),(15 71.00345),(16 71.533966),(17 72.467964),(18 73.05462),(19 73.71793),(20 74.297844),(21 75.1535),(22 75.72347),(23 76.43449),(24 76.85228),(25 77.658394),(26 78.03227),(27 78.71634),(28 78.97737),(29 79.74298),(30 80.02746),(31 80.545296),(32 80.90873),(33 81.49808),(34 81.77085),(35 82.22496),(36 82.56091),(37 82.91858),(38 83.191895),(39 83.7808),(40 84.19316),(41 84.33056),(42 84.556274),(43 85.07509),(44 85.28402),(45 85.38969),(46 85.62167),(47 86.1456),(48 86.37084),(49 86.734474),(50 87.08096),(51 87.59755),(52 87.672745),(53 87.76255),(54 87.7824),(55 88.11703),(56 87.85836),(57 88.12426),(58 88.37155),(59 88.76008),(60 88.351456),(61 88.68439),(62 88.54932),(63 88.398994),(64 88.00901),(65 88.173294),(66 88.00903),(67 88.10843),(68 87.85442),(69 87.99306),(70 88.013985),(71 87.88778),(72 87.824036),(73 88.05998),(74 88.05433),(75 87.95867),(76 88.00456),(77 88.02252),(78 88.29633),(79 88.43248),
(1 32.847027),(2 46.439346),(3 53.436928),(4 56.6452),(5 59.06249),(6 60.925507),(7 62.714603),(8 63.892612),(9 65.33512),(10 66.101616),(11 67.09218),(12 67.831345),(13 68.682945),(14 69.40327),(15 70.56498),(16 70.94622),(17 71.76359),(18 72.276344),(19 73.20365),(20 73.85745),(21 74.86144),(22 75.23715),(23 75.95567),(24 76.267555),(25 77.106895),(26 77.38532),(27 78.05065),(28 78.38059),(29 79.05323),(30 79.44072),(31 79.919754),(32 80.081215),(33 80.66945),(34 80.89749),(35 81.376656),(36 81.713646),(37 82.29007),(38 82.56909),(39 83.01459),(40 83.427536),(41 83.78232),(42 84.05684),(43 84.83325),(44 84.7991),(45 84.88979),(46 84.94436),(47 85.4342),(48 85.23245),(49 85.54104),(50 85.685905),(51 86.5897),(52 86.68411),(53 86.94241),(54 87.07218),(55 87.712204),(56 87.46208),(57 87.38128),(58 87.0844),(59 87.20997),(60 87.16422),(61 87.58666),(62 87.439804),(63 87.4214),(64 87.31903),(65 87.37099),(66 86.96039),(67 87.03602),(68 87.033905),(69 87.197716),(70 86.96139),(71 86.891594),(72 87.011345),(73 87.30041),(74 87.31564),(75 87.1663),(76 87.224205),(77 87.46976),(78 87.58922),(79 87.691345),
(1 32.836563),(2 46.293045),(3 53.098934),(4 56.2762),(5 58.863354),(6 60.63492),(7 62.42794),(8 63.54207),(9 65.060905),(10 66.051895),(11 67.115456),(12 68.028694),(13 68.911766),(14 69.5403),(15 70.664635),(16 71.05212),(17 72.118805),(18 73.031944),(19 73.91533),(20 74.478546),(21 75.269455),(22 75.48937),(23 76.13183),(24 76.73247),(25 77.61051),(26 78.16077),(27 78.75488),(28 79.078705),(29 79.74906),(30 80.262146),(31 80.612854),(32 81.0824),(33 81.85857),(34 82.12517),(35 82.4802),(36 82.808624),(37 83.36007),(38 83.452255),(39 83.98555),(40 84.173225),(41 84.496574),(42 84.69166),(43 85.31267),(44 85.523224),(45 85.89678),(46 86.22874),(47 86.79565),(48 86.92698),(49 87.15602),(50 87.35162),(51 87.8643),(52 87.82445),(53 87.93329),(54 87.9449),(55 88.55245),(56 88.47613),(57 88.49821),(58 88.66146),(59 89.007095),(60 88.917114),(61 89.13254),(62 89.11737),(63 89.13686),(64 89.003174),(65 89.089226),(66 88.91944),(67 88.88214),(68 88.747635),(69 89.03377),(70 88.8314),(71 88.73822),(72 88.78757),(73 88.979614),(74 88.56612),(75 88.477745),(76 88.58886),(77 88.85568),(78 88.924),(79 88.88825),
(1 32.285847),(2 45.622852),(3 52.479492),(4 55.55063),(5 58.175945),(6 60.005688),(7 61.894024),(8 62.929832),(9 64.22493),(10 65.19373),(11 66.23344),(12 66.903564),(13 67.79724),(14 68.38777),(15 69.42406),(16 70.04357),(17 70.89791),(18 71.38995),(19 72.024345),(20 72.73264),(21 73.77042),(22 74.13881),(23 74.79387),(24 75.331985),(25 76.27865),(26 76.65652),(27 77.24517),(28 77.533394),(29 78.27584),(30 78.70254),(31 79.05617),(32 79.327065),(33 79.98724),(34 80.24209),(35 80.80395),(36 81.320915),(37 82.02117),(38 82.32725),(39 82.73018),(40 82.87922),(41 83.107124),(42 83.348),(43 83.77689),(44 83.7685),(45 84.03182),(46 83.94769),(47 84.53973),(48 84.63598),(49 85.19754),(50 85.401245),(51 86.04291),(52 85.959045),(53 85.98799),(54 86.03921),(55 86.47831),(56 86.07309),(57 86.18132),(58 86.29544),(59 86.69079),(60 86.667984),(61 87.00259),(62 86.95092),(63 86.8165),(64 86.74527),(65 86.93422),(66 86.72488),(67 86.67041),(68 86.254),(69 86.52197),(70 86.23319),(71 86.18589),(72 86.07061),(73 86.54804),(74 86.4913),(75 86.702484),(76 86.91693),(77 87.295456),(78 87.57628),(79 87.76756),
(1 31.782166),(2 44.714798),(3 51.431995),(4 54.354885),(5 56.9695),(6 58.707558),(7 60.551216),(8 61.534245),(9 62.929737),(10 63.66724),(11 64.78493),(12 65.454254),(13 66.47166),(14 67.08294),(15 68.14331),(16 68.56111),(17 69.66233),(18 70.12036),(19 70.99779),(20 71.52332),(21 72.49697),(22 72.813194),(23 73.48433),(24 73.968544),(25 74.8811),(26 75.1493),(27 75.84045),(28 76.22533),(29 76.69346),(30 76.94178),(31 77.59206),(32 77.75979),(33 78.31437),(34 78.59473),(35 79.22516),(36 79.511566),(37 80.28162),(38 80.47846),(39 80.948395),(40 81.06937),(41 81.24556),(42 81.55316),(43 82.18174),(44 82.188194),(45 82.44299),(46 82.610504),(47 83.05223),(48 83.10713),(49 83.33569),(50 83.30664),(51 83.86578),(52 83.934616),(53 84.02273),(54 84.10711),(55 84.46373),(56 84.18068),(57 84.233185),(58 84.056404),(59 84.246994),(60 84.18617),(61 84.68844),(62 84.331245),(63 84.44069),(64 84.35796),(65 84.90164),(66 84.80892),(67 84.84826),(68 84.733215),(69 85.055885),(70 85.04014),(71 84.85006),(72 84.61471),(73 85.0795),(74 84.875496),(75 84.93512),(76 84.97174),(77 85.25346),(78 85.41022),(79 85.466446),
(1 32.350716),(2 45.674973),(3 52.343826),(4 55.320408),(5 57.928734),(6 59.564693),(7 61.453724),(8 62.374905),(9 63.700317),(10 64.72307),(11 65.85131),(12 66.51491),(13 67.546074),(14 68.31358),(15 69.50789),(16 70.10194),(17 70.96654),(18 71.64852),(19 72.429855),(20 72.87376),(21 73.65442),(22 73.94518),(23 74.598366),(24 74.89357),(25 75.808495),(26 76.09101),(27 76.83104),(28 77.27631),(29 77.87642),(30 78.17219),(31 78.69756),(32 78.94621),(33 79.48587),(34 79.9034),(35 80.543304),(36 80.7637),(37 81.46485),(38 81.6763),(39 82.15863),(40 82.247314),(41 82.71252),(42 82.99498),(43 83.65988),(44 83.915245),(45 84.15317),(46 84.23813),(47 84.70672),(48 84.59168),(49 84.69126),(50 84.821976),(51 85.4217),(52 85.31497),(53 85.49519),(54 85.68584),(55 86.13924),(56 85.9478),(57 85.84172),(58 85.773384),(59 86.073135),(60 85.953545),(61 86.16422),(62 86.04329),(63 86.012764),(64 85.942245),(65 86.17759),(66 85.93999),(67 85.92058),(68 85.582085),(69 85.942),(70 85.740234),(71 85.77802),(72 85.70532),(73 86.02233),(74 85.84899),(75 85.73572),(76 85.73552),(77 86.175224),(78 86.26341),(79 86.53508),
(1 31.658968),(2 44.393867),(3 50.77241),(4 53.925022),(5 56.394623),(6 57.919632),(7 59.663086),(8 60.771835),(9 62.021214),(10 62.886723),(11 63.954777),(12 64.72106),(13 65.556885),(14 66.14647),(15 67.0113),(16 67.475746),(17 68.56264),(18 69.33669),(19 70.14818),(20 70.79039),(21 71.65647),(22 71.97958),(23 72.53319),(24 72.83589),(25 73.75753),(26 74.05016),(27 74.674416),(28 74.82851),(29 75.57901),(30 75.99518),(31 76.61279),(32 76.808784),(33 77.486374),(34 77.56615),(35 78.084175),(36 78.39122),(37 79.12014),(38 79.36473),(39 80.01097),(40 80.18644),(41 80.38124),(42 80.72772),(43 81.25752),(44 81.424225),(45 81.57693),(46 81.582436),(47 82.16016),(48 82.11995),(49 82.415695),(50 82.62775),(51 83.25078),(52 83.21189),(53 83.20993),(54 83.32425),(55 83.70926),(56 83.71845),(57 83.81038),(58 83.662056),(59 84.093834),(60 83.799255),(61 84.26414),(62 84.034454),(63 84.05987),(64 83.790764),(65 84.06841),(66 83.70911),(67 83.69806),(68 83.69623),(69 84.2004),(70 83.86884),(71 83.92301),(72 84.02691),(73 84.24503),(74 83.81085),(75 83.86425),(76 83.88223),(77 84.19605),(78 84.3482),(79 84.31996),
(1 31.42032),(2 44.145744),(3 50.83522),(4 53.936413),(5 56.60247),(6 58.274136),(7 59.9486),(8 61.075855),(9 62.437973),(10 63.236946),(11 64.39792),(12 65.04194),(13 66.16231),(14 66.83722),(15 68.027054),(16 68.59565),(17 69.47349),(18 69.889946),(19 70.580734),(20 71.10733),(21 72.00816),(22 72.3622),(23 72.96527),(24 73.497475),(25 74.317764),(26 74.73255),(27 75.37922),(28 75.74557),(29 76.3617),(30 76.46943),(31 77.02686),(32 77.48696),(33 78.23014),(34 78.35972),(35 78.95155),(36 79.20874),(37 79.61931),(38 79.75739),(39 80.35772),(40 80.589874),(41 80.84475),(42 81.07922),(43 81.55629),(44 81.37092),(45 81.70913),(46 81.98036),(47 82.58251),(48 82.72864),(49 82.98233),(50 83.126526),(51 83.887634),(52 83.89053),(53 84.09888),(54 84.13787),(55 84.89653),(56 84.443405),(57 84.55977),(58 84.293236),(59 84.63804),(60 84.730255),(61 84.891304),(62 84.524605),(63 84.72571),(64 84.51462),(65 85.12924),(66 84.86513),(67 84.71319),(68 84.63569),(69 85.21929),(70 84.92833),(71 84.72861),(72 84.63784),(73 84.981255),(74 84.585785),(75 84.44865),(76 84.26289),(77 84.76008),(78 85.00705),(79 85.17926),
(1 31.196873),(2 43.829567),(3 50.178093),(4 53.079685),(5 55.514503),(6 57.16789),(7 58.70086),(8 59.730633),(9 61.323498),(10 62.136715),(11 63.225407),(12 64.067406),(13 64.84251),(14 65.44818),(15 66.524925),(16 67.08843),(17 68.09049),(18 68.80582),(19 69.71977),(20 70.43067),(21 71.179),(22 71.67412),(23 72.32705),(24 72.70368),(25 73.52522),(26 73.94293),(27 74.53032),(28 74.71987),(29 75.34449),(30 75.71528),(31 76.28525),(32 76.60439),(33 77.18033),(34 77.49958),(35 78.0951),(36 78.275055),(37 78.89091),(38 79.06557),(39 79.72693),(40 80.024345),(41 80.360054),(42 80.560814),(43 81.23966),(44 81.263824),(45 81.55206),(46 81.75985),(47 82.28902),(48 82.2353),(49 82.64721),(50 82.99629),(51 83.55864),(52 83.49689),(53 83.657326),(54 83.48668),(55 83.75358),(56 83.674706),(57 83.78919),(58 83.72948),(59 84.09208),(60 84.08712),(61 84.28285),(62 84.114586),(63 84.24044),(64 84.20723),(65 84.506516),(66 84.275986),(67 84.13813),(68 84.06095),(69 84.288246),(70 84.20023),(71 84.13277),(72 84.10684),(73 84.40122),(74 84.02956),(75 84.030716),(76 84.09137),(77 84.599014),(78 84.73951),(79 84.736404),
(1 30.97054),(2 43.5044),(3 49.97716),(4 53.01855),(5 55.41712),(6 57.04459),(7 58.75878),(8 59.575848),(9 60.898308),(10 61.64972),(11 62.77413),(12 63.504112),(13 64.39908),(14 64.98771),(15 66.122246),(16 66.636116),(17 67.44957),(18 68.018875),(19 68.77893),(20 69.38829),(21 70.207146),(22 70.43993),(23 71.10556),(24 71.62787),(25 72.51708),(26 72.848434),(27 73.392845),(28 74.01793),(29 74.704216),(30 75.23527),(31 75.65564),(32 76.18662),(33 76.86295),(34 77.0598),(35 77.60381),(36 77.99566),(37 78.65195),(38 79.11653),(39 79.57707),(40 79.83952),(41 80.2373),(42 80.28753),(43 81.00228),(44 81.11771),(45 81.442184),(46 81.353355),(47 81.86593),(48 81.965195),(49 82.344986),(50 82.365105),(51 83.107544),(52 83.180626),(53 83.178795),(54 83.23272),(55 83.7128),(56 83.8967),(57 84.02244),(58 83.89324),(59 84.42392),(60 84.31146),(61 84.53668),(62 84.47027),(63 84.38027),(64 84.308784),(65 84.45969),(66 84.15206),(67 83.98825),(68 83.79795),(69 84.120476),(70 83.82848),(71 83.76175),(72 83.54687),(73 83.87485),(74 83.77294),(75 83.830605),(76 83.79711),(77 84.13365),(78 84.34699),(79 84.32348),
(1 30.960276),(2 43.320698),(3 49.768333),(4 53.013805),(5 55.238594),(6 56.914986),(7 58.596382),(8 59.477955),(9 60.929028),(10 61.852604),(11 62.775883),(12 63.347397),(13 64.36641),(14 65.15835),(15 66.09421),(16 66.689476),(17 67.473366),(18 68.15698),(19 69.02423),(20 69.651695),(21 70.42419),(22 70.84421),(23 71.31819),(24 71.87416),(25 72.680305),(26 73.12725),(27 73.68509),(28 74.29648),(29 75.01064),(30 75.44168),(31 75.76167),(32 76.014),(33 76.71931),(34 76.89075),(35 77.378),(36 77.722626),(37 78.56859),(38 78.80357),(39 79.50142),(40 79.8303),(41 80.18654),(42 80.58111),(43 81.163704),(44 81.05313),(45 81.30553),(46 81.54509),(47 82.23646),(48 82.26933),(49 82.52302),(50 82.62211),(51 83.31571),(52 83.48254),(53 83.64607),(54 83.54562),(55 83.99922),(56 83.89826),(57 84.02034),(58 84.10424),(59 84.42916),(60 84.44415),(61 84.86866),(62 84.81301),(63 84.65388),(64 84.563484),(65 84.82612),(66 84.63521),(67 84.78739),(68 84.61946),(69 85.02313),(70 84.670364),(71 84.66421),(72 84.66712),(73 85.006905),(74 84.785965),(75 84.874626),(76 84.96325),(77 85.35119),(78 85.52246),(79 85.55444),
(1 30.396439),(2 42.74868),(3 49.033504),(4 52.098778),(5 54.515827),(6 56.256783),(7 57.803486),(8 58.77938),(9 59.890785),(10 60.80582),(11 61.668064),(12 62.353817),(13 63.064037),(14 63.85102),(15 64.94606),(16 65.64011),(17 66.41824),(18 66.95158),(19 67.72115),(20 68.44419),(21 69.359726),(22 69.89471),(23 70.37871),(24 70.87145),(25 71.544846),(26 71.74666),(27 72.355705),(28 72.88338),(29 73.46171),(30 73.75079),(31 74.39065),(32 74.77178),(33 75.289665),(34 75.54618),(35 75.97592),(36 76.216675),(37 76.58081),(38 76.79254),(39 77.36145),(40 77.7223),(41 78.057274),(42 78.169624),(43 78.77839),(44 78.9089),(45 79.30407),(46 79.5631),(47 80.14394),(48 80.085365),(49 80.30517),(50 80.462616),(51 80.86795),(52 80.75227),(53 80.971634),(54 81.03345),(55 81.4909),(56 81.20056),(57 81.307205),(58 81.43967),(59 81.6643),(60 81.71415),(61 82.14319),(62 82.015594),(63 81.97291),(64 81.912575),(65 82.087906),(66 81.67979),(67 81.68823),(68 81.622116),(69 81.988754),(70 81.99384),(71 81.94108),(72 81.8542),(73 82.177155),(74 81.81985),(75 81.80055),(76 81.820526),(77 82.16218),(78 82.47524),(79 82.591064),
(1 30.478579),(2 42.88975),(3 49.163445),(4 52.056458),(5 54.330738),(6 55.978268),(7 57.66088),(8 58.686188),(9 59.94049),(10 60.888664),(11 62.167133),(12 62.718258),(13 63.59641),(14 64.342766),(15 65.38304),(16 66.06767),(17 66.99521),(18 67.557495),(19 68.31278),(20 68.926125),(21 69.77055),(22 70.23504),(23 70.795494),(24 71.3516),(25 72.25449),(26 72.70405),(27 73.22842),(28 73.540504),(29 74.19345),(30 74.49539),(31 75.22267),(32 75.77418),(33 76.419586),(34 76.661385),(35 77.11545),(36 77.44973),(37 78.13782),(38 78.34373),(39 78.952194),(40 78.81788),(41 79.06024),(42 79.22132),(43 79.64929),(44 79.649376),(45 80.06929),(46 80.27208),(47 81.055145),(48 81.1705),(49 81.402176),(50 81.5335),(51 82.23094),(52 82.20106),(53 82.14017),(54 82.28422),(55 82.797745),(56 82.7425),(57 82.8246),(58 82.77718),(59 83.214516),(60 83.13785),(61 83.40057),(62 83.35246),(63 83.279045),(64 83.3144),(65 83.64605),(66 83.40488),(67 83.13372),(68 83.05909),(69 83.45736),(70 83.308235),(71 83.09361),(72 83.09244),(73 83.535835),(74 83.52728),(75 83.33789),(76 83.411194),(77 83.90395),(78 84.11886),(79 84.237755),
(1 30.1146),(2 42.265476),(3 48.50359),(4 51.177757),(5 53.408077),(6 54.99418),(7 56.622852),(8 57.59731),(9 58.78773),(10 59.58953),(11 60.460297),(12 61.080933),(13 61.89841),(14 62.599),(15 63.562126),(16 64.17441),(17 65.1678),(18 65.72339),(19 66.34912),(20 66.959335),(21 67.76513),(22 68.274475),(23 68.69928),(24 69.04114),(25 69.797386),(26 70.13629),(27 70.60412),(28 70.94594),(29 71.58164),(30 71.90616),(31 72.307976),(32 72.66853),(33 73.30936),(34 73.37313),(35 73.96322),(36 74.345116),(37 74.97912),(38 75.277756),(39 75.83125),(40 76.1171),(41 76.381065),(42 76.489456),(43 77.061134),(44 77.332146),(45 77.55834),(46 77.78737),(47 78.228516),(48 78.16837),(49 78.34383),(50 78.51298),(51 79.14015),(52 79.30038),(53 79.48862),(54 79.544),(55 80.14888),(56 79.97135),(57 79.96534),(58 80.04331),(59 80.148346),(60 79.872246),(61 80.22783),(62 80.2892),(63 80.268585),(64 80.065865),(65 80.39726),(66 80.207344),(67 80.0651),(68 79.91702),(69 80.330284),(70 80.14073),(71 79.98929),(72 79.95046),(73 80.34654),(74 80.1469),(75 80.129906),(76 80.186646),(77 80.71408),(78 80.83543),(79 80.9168),
(1 29.97439),(2 42.143387),(3 48.326374),(4 51.234776),(5 53.521072),(6 55.332375),(7 56.89303),(8 57.823353),(9 59.21464),(10 60.08019),(11 61.257946),(12 61.973263),(13 62.841072),(14 63.522984),(15 64.3999),(16 65.04612),(17 66.12227),(18 66.73992),(19 67.37311),(20 68.013954),(21 68.79092),(22 69.22337),(23 69.86563),(24 70.44058),(25 71.16665),(26 71.38388),(27 72.02111),(28 72.446945),(29 72.92657),(30 73.26381),(31 73.81508),(32 74.24046),(33 74.852554),(34 75.09488),(35 75.5923),(36 75.79781),(37 76.26269),(38 76.45104),(39 76.906364),(40 77.13084),(41 77.71257),(42 77.77922),(43 78.608284),(44 78.761024),(45 79.03962),(46 79.34032),(47 79.97055),(48 80.083305),(49 80.43447),(50 80.48429),(51 81.00794),(52 81.20197),(53 81.360855),(54 81.27329),(55 81.67756),(56 81.52955),(57 81.31784),(58 81.38323),(59 81.58453),(60 81.40273),(61 81.88704),(62 81.79445),(63 81.91008),(64 81.82569),(65 82.05503),(66 81.73354),(67 81.58422),(68 81.345726),(69 81.74003),(70 81.53701),(71 81.34624),(72 81.250244),(73 81.61016),(74 81.664055),(75 81.55587),(76 81.68024),(77 81.85586),(78 82.12299),(79 82.174515),
