1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23256.992),(2 82599.58),(3 182085.84),(4 310182.8),(5 462735.88),(6 637146.5),(7 830535.2),(8 1039370.8),(9 1259993),(10 1497752.1),(11 1753526.1),(12 2012556.1),(13 2288350.3),(14 2563082),(15 2838768),(16 3111493.3),(17 3383924.8),(18 3644278.3),(19 3894458.5),(20 4136161.5),(21 4371616),(22 4595364),(23 4806808.5),(24 5004269),(25 5185940),(26 5341363),(27 5469801.5),(28 5605097),(29 5691641.5),(30 5760935.5),(31 5809374),(32 5829831.5),(33 5834039.5),(34 5815628),(35 5775560.5),(36 5724113.5),(37 5659987),(38 5581620),(39 5503467.5),(40 5426056),(41 5350161.5),(42 5283371),(43 5218091),(44 5150073.5),(45 5088219),(46 5027847.5),(47 4975647.5),(48 4931114.5),(49 4884956.5),(50 4835340.5),(51 4783945.5),(52 4736035),(53 4694295.5),(54 4660862.5),(55 4636817.5),(56 4614414),(57 4601340),(58 4604837.5),(59 4621584),(60 4633949),(61 4659041.5),(62 4687859),(63 4729572),(64 4761980.5),(65 4807746),(66 4863717),(67 4916464.5),(68 4974834),(69 5034414),(70 5098189.5),(71 5161589),(72 5222208.5),(73 5287129.5),(74 5349348),(75 5412096),(76 5469499),(77 5535685.5),(78 5593349.5),(79 5633934.5),
(1 18711.115),(2 64763.613),(3 140045.56),(4 236032.11),(5 350129.75),(6 476700.22),(7 612475.7),(8 755466.7),(9 903366.94),(10 1057274.9),(11 1220934.6),(12 1388183.3),(13 1566432.6),(14 1743375.9),(15 1914354.4),(16 2080620.1),(17 2235362),(18 2375843.8),(19 2500744),(20 2614742),(21 2712758.3),(22 2800784.3),(23 2882599),(24 2953996.8),(25 3018014.8),(26 3068216),(27 3111625),(28 3145172.8),(29 3163394.3),(30 3172426.8),(31 3172074.8),(32 3167135.3),(33 3156503.3),(34 3141845.3),(35 3125069.8),(36 3116511.8),(37 3104817.8),(38 3088789),(39 3090283.8),(40 3102632),(41 3121971.3),(42 3150571.8),(43 3190989.8),(44 3236276.8),(45 3277873.3),(46 3322007.3),(47 3365939.3),(48 3409943.3),(49 3442444.3),(50 3477603.8),(51 3511704.8),(52 3547978.3),(53 3575345.3),(54 3608553),(55 3629067.8),(56 3639278),(57 3644907.3),(58 3650605.8),(59 3656403.3),(60 3651154.3),(61 3645453),(62 3642721),(63 3635225.3),(64 3623584),(65 3616031.3),(66 3611651),(67 3601690.8),(68 3597505.8),(69 3597385),(70 3604159.3),(71 3607089.3),(72 3606873.3),(73 3606921.3),(74 3610835.3),(75 3623451.3),(76 3640745.3),(77 3678250),(78 3736215),(79 3776066.3),
(1 18334.074),(2 62776.84),(3 135776.22),(4 226749.23),(5 336658.47),(6 462722.13),(7 599239.8),(8 746369.1),(9 897293.6),(10 1058097.5),(11 1221957.6),(12 1381013.3),(13 1542815.6),(14 1697255.5),(15 1849245.8),(16 1989789.8),(17 2121211.3),(18 2231770.3),(19 2331264.3),(20 2420072.8),(21 2493355.3),(22 2548655.8),(23 2595649.3),(24 2634393.3),(25 2656041),(26 2680378.8),(27 2689059.3),(28 2693429.8),(29 2687992.8),(30 2684590.8),(31 2680890),(32 2680597.3),(33 2681417.5),(34 2685758.5),(35 2699374),(36 2723302.8),(37 2759967),(38 2803915.8),(39 2870437),(40 2949011.8),(41 3032253.8),(42 3121738.3),(43 3215517),(44 3314223.3),(45 3412318.8),(46 3509664.8),(47 3600926.5),(48 3676827),(49 3733424.8),(50 3781132.8),(51 3826699.5),(52 3856388.3),(53 3869301.5),(54 3883593),(55 3887175.8),(56 3873280.3),(57 3853344),(58 3829166.8),(59 3806272.8),(60 3771372.8),(61 3739779.8),(62 3710753.3),(63 3679428.5),(64 3643308.5),(65 3613189.8),(66 3584729),(67 3554414.8),(68 3526919),(69 3501172.5),(70 3486245),(71 3458979.8),(72 3434642.3),(73 3410299),(74 3380605.5),(75 3354075.5),(76 3330901.8),(77 3320786.5),(78 3314932.5),(79 3304426.3),
(1 14827.313),(2 48211.086),(3 104793.31),(4 172737.06),(5 252521.81),(6 345118.38),(7 442133.9),(8 550813.9),(9 663768.56),(10 784859.75),(11 910864.3),(12 1041615.8),(13 1168036.5),(14 1289987),(15 1412119),(16 1525950.8),(17 1633724.6),(18 1728653.1),(19 1809277.6),(20 1890285.1),(21 1961870.5),(22 2020908.1),(23 2072703.6),(24 2110759.3),(25 2139701.8),(26 2157551.3),(27 2160290.3),(28 2152404.8),(29 2131682.5),(30 2103468.8),(31 2067237.6),(32 2029460.6),(33 1990351.6),(34 1955441.9),(35 1934458.1),(36 1922235),(37 1915275.9),(38 1925961.9),(39 1945238.5),(40 1970296.8),(41 2002195.9),(42 2033648),(43 2081169.9),(44 2127923.8),(45 2181667.8),(46 2237668.8),(47 2298659.5),(48 2361482),(49 2414458),(50 2471350),(51 2531173.5),(52 2587738.5),(53 2657783),(54 2721241),(55 2780137),(56 2832591.8),(57 2883348.5),(58 2920193),(59 2956682.5),(60 2983019.8),(61 3005595),(62 3020084.8),(63 3029835.5),(64 3037084.5),(65 3034183),(66 3027240.3),(67 3021069),(68 3007491),(69 2990760.3),(70 2972871.3),(71 2953368.3),(72 2928172.8),(73 2898642),(74 2864875.5),(75 2830745),(76 2797208.8),(77 2765792.8),(78 2731444.3),(79 2702264),
(1 15928.009),(2 54025.047),(3 115763.79),(4 192699.9),(5 281710.78),(6 377964.53),(7 480405.72),(8 592041.2),(9 706646.7),(10 824384.8),(11 948426.8),(12 1075625.3),(13 1200938.3),(14 1326693.6),(15 1456557.8),(16 1582919.8),(17 1696944),(18 1798784.8),(19 1882613),(20 1960637.1),(21 2026995.5),(22 2075831.8),(23 2115459),(24 2138217),(25 2148712.8),(26 2151302.8),(27 2134490.5),(28 2114870.5),(29 2082451.9),(30 2047318.1),(31 2010708.1),(32 1975705.6),(33 1945601.9),(34 1929070.9),(35 1918864.9),(36 1916892.3),(37 1924434.9),(38 1932207.5),(39 1950710.9),(40 1975892),(41 2004357.6),(42 2031627),(43 2060004.5),(44 2084879.8),(45 2111013.5),(46 2132943.5),(47 2161100.8),(48 2182993.5),(49 2201702.3),(50 2232297.5),(51 2270415),(52 2317652.3),(53 2386476.3),(54 2455109),(55 2523595.3),(56 2591790.5),(57 2654636.8),(58 2708313.3),(59 2765047.8),(60 2821312),(61 2872587),(62 2926363.5),(63 2974572.5),(64 3021552.3),(65 3068878.3),(66 3101933),(67 3135260.5),(68 3151454.8),(69 3171928.3),(70 3193262.5),(71 3211712),(72 3223013.3),(73 3232081.3),(74 3235021.8),(75 3238967.8),(76 3232084.8),(77 3218701),(78 3195101.8),(79 3173526),
(1 14237.403),(2 47577.363),(3 100440.39),(4 168126.17),(5 243411.36),(6 326122.03),(7 413260.13),(8 504169.44),(9 593960.44),(10 684525.44),(11 774337.9),(12 861116.6),(13 946521.44),(14 1025617.6),(15 1107024),(16 1181024.3),(17 1246251.3),(18 1300072.9),(19 1344335.4),(20 1382628.5),(21 1413604.1),(22 1432512.8),(23 1445027.6),(24 1452100.8),(25 1454553.5),(26 1454304.4),(27 1451059.5),(28 1456035.3),(29 1448192.5),(30 1441945.9),(31 1433004),(32 1432135.6),(33 1438529.3),(34 1465054.8),(35 1504553.5),(36 1557662.3),(37 1622025.1),(38 1692153.3),(39 1772218.1),(40 1849913.9),(41 1932840.5),(42 2008061.4),(43 2084789.5),(44 2154445.3),(45 2219200.8),(46 2279491.8),(47 2333916),(48 2375787.3),(49 2402227.3),(50 2428664.8),(51 2446349.3),(52 2467365.8),(53 2476919.8),(54 2492836.8),(55 2505233.3),(56 2508035.3),(57 2510850.5),(58 2505568),(59 2493407),(60 2482805),(61 2467555.3),(62 2457010.5),(63 2452945),(64 2450879),(65 2450468.8),(66 2456854.5),(67 2467158.5),(68 2481199.5),(69 2495876),(70 2518906.3),(71 2550085.5),(72 2582749.3),(73 2617281.8),(74 2658622.5),(75 2700568.3),(76 2739363.8),(77 2775312),(78 2799621.8),(79 2831863.3),
(1 14099.946),(2 46927.85),(3 100687.016),(4 167101.84),(5 242553.31),(6 325764.03),(7 413073.53),(8 504015.84),(9 594966.1),(10 687056.75),(11 777723.9),(12 862348.5),(13 941959.4),(14 1017672.75),(15 1086768),(16 1150195.9),(17 1203304),(18 1243773.3),(19 1278883.4),(20 1312278.1),(21 1334732.4),(22 1348749.4),(23 1357721.8),(24 1363135.3),(25 1361540.5),(26 1358690.6),(27 1353564.8),(28 1355720.9),(29 1354691.9),(30 1356241.8),(31 1363202.1),(32 1380450.6),(33 1402405.9),(34 1435111.5),(35 1471349.9),(36 1509981.8),(37 1549807.9),(38 1592217.1),(39 1636173.9),(40 1674466.3),(41 1705206.3),(42 1734554.3),(43 1767877.5),(44 1797660.8),(45 1828168),(46 1855508.9),(47 1879946.4),(48 1903824),(49 1925818.9),(50 1947110.9),(51 1967518.3),(52 1985587.4),(53 2006439.5),(54 2025825.1),(55 2045716.1),(56 2057500.1),(57 2060526.3),(58 2062636.8),(59 2057942.3),(60 2048820.1),(61 2039067.4),(62 2026112.4),(63 2010417.9),(64 2003211.8),(65 1993820.6),(66 1984325.4),(67 1985904.9),(68 1981253.9),(69 1980486.9),(70 1983932.1),(71 1993361.8),(72 2001091.6),(73 2014295),(74 2028074.5),(75 2040426.3),(76 2053427.4),(77 2069955.1),(78 2083460.5),(79 2098650.8),
(1 14378.383),(2 48659.516),(3 105035.914),(4 173730.97),(5 251626.73),(6 336177.9),(7 424893.44),(8 518258.9),(9 614165.5),(10 711364.2),(11 813120.5),(12 909157.06),(13 1004032.8),(14 1098102.5),(15 1185519),(16 1268165.6),(17 1337962),(18 1398955.5),(19 1452558.6),(20 1500693.1),(21 1536063.8),(22 1561962.6),(23 1579160),(24 1593279.8),(25 1597162.1),(26 1604967.1),(27 1613190.5),(28 1626476.1),(29 1635468.5),(30 1640040.5),(31 1648613.3),(32 1662412.5),(33 1674884),(34 1696173.9),(35 1714104.8),(36 1730296.6),(37 1750754.8),(38 1756844.4),(39 1762595.9),(40 1762374),(41 1757859.1),(42 1753007.5),(43 1745650),(44 1740281.5),(45 1742938.4),(46 1749137.1),(47 1755469.1),(48 1757661.9),(49 1763488.8),(50 1774727.8),(51 1789482.4),(52 1809608.8),(53 1825924.1),(54 1844032.3),(55 1861921.3),(56 1873054.1),(57 1882584.5),(58 1887516.8),(59 1898527.9),(60 1904752.3),(61 1916213.6),(62 1925073),(63 1937017),(64 1954286.3),(65 1974039.3),(66 1992532.4),(67 2019700.3),(68 2038649.3),(69 2056231),(70 2079459.9),(71 2104558.8),(72 2127111),(73 2152356.8),(74 2181192.3),(75 2208164),(76 2234417.5),(77 2254328.8),(78 2270296.5),(79 2290455.3),
(1 13884.766),(2 46743.71),(3 100717.76),(4 165776.19),(5 239184.03),(6 317802.88),(7 399391.06),(8 482719.38),(9 566003.25),(10 647387.6),(11 729123.5),(12 805808.2),(13 876324.5),(14 942700.75),(15 1001689.7),(16 1053567.3),(17 1098310.8),(18 1137350.8),(19 1170859),(20 1200110.5),(21 1225067.8),(22 1244057.1),(23 1260736.5),(24 1279029.5),(25 1291910.5),(26 1307697.6),(27 1319818),(28 1334455.5),(29 1343800.6),(30 1347169),(31 1352737.6),(32 1360849.3),(33 1371172.1),(34 1379962.6),(35 1385114.3),(36 1388455.4),(37 1390216.6),(38 1386422.5),(39 1378301.1),(40 1365132.8),(41 1353836.5),(42 1345904),(43 1341957),(44 1340922.6),(45 1345537),(46 1354551.6),(47 1363822.5),(48 1370267.3),(49 1380874.8),(50 1392104.5),(51 1405031.5),(52 1416745.6),(53 1432800.5),(54 1441575),(55 1448226.5),(56 1454618.8),(57 1454715.8),(58 1448415.4),(59 1441183.6),(60 1431714),(61 1421323.4),(62 1413176.9),(63 1406153.9),(64 1398954.5),(65 1392138),(66 1383246.5),(67 1372893.1),(68 1362976.5),(69 1357901.5),(70 1356516.8),(71 1360735.3),(72 1369161.6),(73 1379203.5),(74 1390417),(75 1406960.5),(76 1427982),(77 1441892),(78 1462718.3),(79 1485624.6),
(1 13699.99),(2 45180.816),(3 97217.08),(4 157981),(5 226096.66),(6 299026.63),(7 373828.1),(8 450634.7),(9 525290.3),(10 599094.6),(11 671936.2),(12 742111.1),(13 807560.9),(14 867818.2),(15 920090.2),(16 960767.56),(17 994074.6),(18 1020447.7),(19 1037436.75),(20 1050424.1),(21 1059843.6),(22 1064977.5),(23 1072546.1),(24 1082368.9),(25 1096312.1),(26 1111873.3),(27 1133534.8),(28 1155542.3),(29 1178457.1),(30 1203864.9),(31 1236276.5),(32 1270030.4),(33 1303705.1),(34 1338610.9),(35 1364315.6),(36 1390979.5),(37 1410458.3),(38 1425986.8),(39 1434541.4),(40 1436394.8),(41 1435730),(42 1438418.6),(43 1445672.4),(44 1455147.6),(45 1469055.4),(46 1485858.5),(47 1503291.8),(48 1522793.3),(49 1544122.8),(50 1568892),(51 1590190),(52 1609040),(53 1623947.3),(54 1635476.4),(55 1646583.6),(56 1657211.6),(57 1658575.1),(58 1656043.9),(59 1647820.9),(60 1634809.1),(61 1625049.4),(62 1613482),(63 1606480),(64 1595722.6),(65 1585381),(66 1572621.8),(67 1562203.1),(68 1550270.8),(69 1538104.1),(70 1528642.4),(71 1518276.4),(72 1508875.3),(73 1502924.8),(74 1498833),(75 1499067.6),(76 1502099.8),(77 1500796.9),(78 1503768.5),(79 1508784.4),
(1 14719.153),(2 50517.605),(3 110452.07),(4 180678.16),(5 258963.42),(6 343085.2),(7 430959.88),(8 520170.06),(9 611038.9),(10 700238.06),(11 792669.7),(12 880750.2),(13 966812),(14 1043459.9),(15 1110655.4),(16 1164426),(17 1210968.5),(18 1246682.3),(19 1276602.4),(20 1300993.6),(21 1317607.8),(22 1329621),(23 1340716.4),(24 1348915.1),(25 1352390.4),(26 1358302),(27 1362551),(28 1372822.9),(29 1372976.6),(30 1372877.8),(31 1369580.1),(32 1366043.3),(33 1365184.4),(34 1358856),(35 1350596.5),(36 1343249.1),(37 1334486.9),(38 1324152.5),(39 1315044.5),(40 1306720),(41 1300430),(42 1299151.1),(43 1294341.8),(44 1296647.6),(45 1297392.5),(46 1298957.9),(47 1298872.4),(48 1301880.1),(49 1307744),(50 1316773.8),(51 1326403),(52 1337770.5),(53 1357576.6),(54 1373606),(55 1393048),(56 1411684.4),(57 1428750.1),(58 1447414),(59 1459287.4),(60 1470151.9),(61 1484081.4),(62 1497416.6),(63 1512425.6),(64 1524248.5),(65 1531176),(66 1540364.8),(67 1546010),(68 1552054.1),(69 1562970),(70 1576320.3),(71 1589497.1),(72 1603061),(73 1614570),(74 1621898),(75 1625307.8),(76 1626194.5),(77 1619384.4),(78 1615750.1),(79 1611962),
(1 12554.397),(2 41140.29),(3 90233.08),(4 147529.1),(5 208187.03),(6 271647.2),(7 335590.8),(8 399318.7),(9 463610.16),(10 527555.25),(11 594277.75),(12 658766.56),(13 721239),(14 775075.3),(15 819153.25),(16 850918.06),(17 877129.8),(18 896138.8),(19 912287.75),(20 923783.5),(21 935962.1),(22 947530.7),(23 957648.7),(24 964967.56),(25 974752.44),(26 983235.44),(27 992134.1),(28 1011404.44),(29 1026255.7),(30 1044428.9),(31 1064608.9),(32 1086827.9),(33 1110853.9),(34 1132077.6),(35 1156962.5),(36 1178950.5),(37 1207484.8),(38 1229402.3),(39 1252510.8),(40 1279979.3),(41 1308105.4),(42 1337207.4),(43 1367407.6),(44 1397034.6),(45 1425146),(46 1450925.9),(47 1477253.4),(48 1500421.8),(49 1516775.1),(50 1531996.9),(51 1543811.3),(52 1548572.5),(53 1549874.8),(54 1546778.5),(55 1541899),(56 1537490.1),(57 1531582.1),(58 1527285.3),(59 1518479.8),(60 1514383.1),(61 1512571.5),(62 1512128.5),(63 1518369.4),(64 1524389.5),(65 1533369.5),(66 1544142.5),(67 1551557.5),(68 1560855.9),(69 1570427.8),(70 1582897.8),(71 1591513.9),(72 1593071.5),(73 1594130.1),(74 1597847.5),(75 1598184.6),(76 1600512.3),(77 1595053.5),(78 1587669.3),(79 1578997.9),
(1 12506.393),(2 39783.965),(3 83916.3),(4 137100.89),(5 194788.52),(6 254034.19),(7 313775.78),(8 370818.97),(9 426895.53),(10 483413.16),(11 540636),(12 596738.25),(13 652664.44),(14 703553.7),(15 752172.06),(16 789656.94),(17 821186.1),(18 848632.2),(19 867321.9),(20 881705.94),(21 889725),(22 894919.8),(23 900040.06),(24 905137.7),(25 913529.1),(26 923281.3),(27 932088.4),(28 949325),(29 963741.3),(30 982030.1),(31 1001903.75),(32 1020921),(33 1039567.44),(34 1057440.9),(35 1076229.5),(36 1092262.5),(37 1107780.6),(38 1119696.4),(39 1129058.6),(40 1138594.5),(41 1145143.9),(42 1151095.3),(43 1157731.9),(44 1161778.4),(45 1169794.4),(46 1179050.4),(47 1188021.3),(48 1195966.6),(49 1203209.6),(50 1209280.9),(51 1214946.9),(52 1220079.4),(53 1224554.8),(54 1230438.5),(55 1235213.9),(56 1239739.4),(57 1243196.9),(58 1248911.1),(59 1255934),(60 1263529.1),(61 1271855.3),(62 1275965.3),(63 1283737.6),(64 1287439.3),(65 1290705.3),(66 1288959.5),(67 1287220.4),(68 1279012.1),(69 1270260.1),(70 1255386),(71 1237442),(72 1218931.6),(73 1200212.1),(74 1186128.5),(75 1172181),(76 1161489.1),(77 1149770),(78 1133495.5),(79 1118170.4),
(1 13998.75),(2 45022.15),(3 98454.95),(4 160979.58),(5 229789.33),(6 302490.53),(7 376544.34),(8 447956.34),(9 519129.13),(10 587667.6),(11 656923.25),(12 726441.9),(13 790142.56),(14 850208.9),(15 900963.56),(16 937684.6),(17 966305.5),(18 985875),(19 995647.1),(20 997823.75),(21 991936.4),(22 979994.75),(23 970820.06),(24 965117.1),(25 958848.6),(26 959722.75),(27 963615.1),(28 975794.5),(29 990599.3),(30 1011109),(31 1032577.9),(32 1064285.4),(33 1096925.1),(34 1134155.9),(35 1175930),(36 1218070.6),(37 1265710.9),(38 1316382.6),(39 1366603.8),(40 1419017.4),(41 1468702.1),(42 1516283.4),(43 1556391.6),(44 1593447.1),(45 1626605.9),(46 1654874.6),(47 1674925.4),(48 1686878),(49 1688317.4),(50 1681549.8),(51 1668259.4),(52 1652415.5),(53 1633702.4),(54 1617491.5),(55 1600166),(56 1576224.4),(57 1549366.3),(58 1522938.9),(59 1490746.3),(60 1460852.3),(61 1432449.3),(62 1398754.6),(63 1372665.1),(64 1346623.5),(65 1321696.4),(66 1299848.3),(67 1281567.6),(68 1266590.9),(69 1253984.8),(70 1242195.4),(71 1233807.5),(72 1225898.9),(73 1215169.3),(74 1208016.4),(75 1202650.3),(76 1196798.6),(77 1193258.9),(78 1182679.3),(79 1177012.6),
(1 14510.902),(2 47467.35),(3 103153.7),(4 167496.44),(5 238282.69),(6 311471.7),(7 385604.63),(8 458687.9),(9 528485.75),(10 596340.44),(11 661569.7),(12 721585.9),(13 775425.94),(14 824061.6),(15 864864.8),(16 894591.3),(17 916673.25),(18 928469.6),(19 931957.3),(20 929464.9),(21 919656.6),(22 906130.1),(23 891923.6),(24 877441),(25 864165.3),(26 851201.25),(27 842885.25),(28 842162.1),(29 842111.94),(30 847012.8),(31 852787.56),(32 861058.94),(33 871738.4),(34 881120.25),(35 891346.3),(36 904777.44),(37 922996.2),(38 941816.2),(39 963409.44),(40 985927.4),(41 1008525),(42 1029906.5),(43 1048049.3),(44 1068385.8),(45 1086203.3),(46 1102485.5),(47 1119681.9),(48 1134888),(49 1148554.9),(50 1161611.6),(51 1171184.1),(52 1180735.5),(53 1187242.6),(54 1193892.9),(55 1203223.6),(56 1207808.8),(57 1208679.9),(58 1207706.5),(59 1201719.3),(60 1193452.4),(61 1180616.1),(62 1161308.3),(63 1146318.8),(64 1128944.1),(65 1110899),(66 1091870.6),(67 1078729),(68 1066862.1),(69 1061496.5),(70 1056622.8),(71 1057946.1),(72 1064535.1),(73 1072683.5),(74 1076020.6),(75 1077612),(76 1076852.1),(77 1073516.9),(78 1070288.8),(79 1072400.1),
(1 14710.963),(2 48048.49),(3 101501.68),(4 165257.81),(5 235958.9),(6 310945.56),(7 387101.28),(8 463418.56),(9 537120),(10 606596.1),(11 671298),(12 730213.06),(13 783382.1),(14 829078.3),(15 862524.2),(16 890845.9),(17 912212.5),(18 925980.3),(19 933692.56),(20 936633.06),(21 932377.9),(22 928615.6),(23 923281.5),(24 920201.5),(25 916893.3),(26 916284.2),(27 921145.5),(28 930708),(29 937490.56),(30 943004.56),(31 948889.5),(32 955324.2),(33 960130.9),(34 965480.9),(35 969752.5),(36 977828.94),(37 990458.2),(38 1005144.5),(39 1020005.3),(40 1032664.3),(41 1044721.7),(42 1057736.8),(43 1069939),(44 1077866.6),(45 1086607),(46 1096514.6),(47 1105044.6),(48 1112717.4),(49 1119702.5),(50 1124323),(51 1130597),(52 1134093.5),(53 1134151.3),(54 1136041),(55 1136813.5),(56 1132599.9),(57 1128970.5),(58 1122563.8),(59 1116368),(60 1110010.6),(61 1106866.5),(62 1104577.9),(63 1101665.3),(64 1099506.3),(65 1099767.6),(66 1098799.3),(67 1096539),(68 1089811.4),(69 1083851.6),(70 1076266.1),(71 1071396.6),(72 1067901.6),(73 1066755.8),(74 1066512.5),(75 1069279),(76 1067743.8),(77 1066625.4),(78 1066953.9),(79 1070453.5),
(1 13245.302),(2 42951.254),(3 88659.95),(4 140038.16),(5 193765.6),(6 247394.58),(7 299506.5),(8 349405.84),(9 397974.56),(10 442313.28),(11 483463.34),(12 523553.16),(13 556117.56),(14 582968.9),(15 602572.2),(16 619858.56),(17 632861),(18 643811.3),(19 652858.25),(20 659895.75),(21 664838.4),(22 672404.25),(23 678973.1),(24 687101),(25 697297.6),(26 713028.06),(27 730084.56),(28 749499.3),(29 771583.4),(30 795257.6),(31 815883.4),(32 834441.44),(33 849012.6),(34 860620.25),(35 870886.56),(36 877060.25),(37 883689.9),(38 893035.44),(39 899750.9),(40 907523.3),(41 911225.1),(42 912921.25),(43 914540.9),(44 917838.75),(45 920108.6),(46 923089.44),(47 928689.6),(48 933797.06),(49 942625.9),(50 955005.75),(51 967113.06),(52 979631.4),(53 989626.75),(54 1003218.94),(55 1020177.06),(56 1037373.1),(57 1053553.8),(58 1068693.1),(59 1077774.9),(60 1079914.6),(61 1079807.1),(62 1074766.3),(63 1072279.8),(64 1067815.8),(65 1065194),(66 1061660.8),(67 1060171.3),(68 1059969.1),(69 1060594.6),(70 1063266.3),(71 1063911.8),(72 1068724.3),(73 1072355.8),(74 1079797.9),(75 1086325.4),(76 1091551.9),(77 1092432.6),(78 1091012.6),(79 1086041.4),
