1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42127.82),(2 138142.3),(3 262767.97),(4 424926.34),(5 625002.3),(6 887200),(7 1159733.3),(8 1432134.9),(9 1710658.1),(10 2011858.9),(11 2318628.8),(12 2693408.8),(13 3067765.3),(14 3522565),(15 4020143.3),(16 4540396.5),(17 5090588.5),(18 5669037.5),(19 6217380.5),(20 6825170.5),(21 7460478.5),(22 8100768.5),(23 8745369),(24 9464528),(25 10233763),(26 11063312),(27 11827844),(28 12631933),(29 13434672),(30 14299615),(31 15052949),(32 15861464),(33 16538693),(34 17280966),(35 17878064),(36 18501940),(37 19014322),(38 19471144),(39 19868350),(40 20241126),(41 20534394),(42 20794674),(43 21028374),(44 21226778),(45 21312134),(46 21403838),(47 21462542),(48 21480562),(49 21419346),(50 21377504),(51 21326422),(52 21317980),(53 21260922),(54 21331184),(55 21260006),(56 21166814),(57 21040010),(58 20919318),(59 20796256),(60 20689460),(61 20686440),(62 20627058),(63 20602992),(64 20633498),(65 20590808),(66 20577774),(67 20482448),(68 20327514),(69 20136382),(70 19980808),(71 19779874),(72 19573072),(73 19360590),(74 19175688),(75 18991756),(76 18880194),(77 18821402),(78 18828346),(79 18892172),
(1 36.610744),(2 43.378063),(3 46.832695),(4 50.348103),(5 52.978718),(6 56.495518),(7 58.889915),(8 60.81902),(9 62.233498),(10 64.21476),(11 66.26316),(12 68.14591),(13 70.09809),(14 71.87911),(15 74.05667),(16 75.18856),(17 76.74247),(18 79.57231),(19 81.61642),(20 81.99892),(21 82.792015),(22 83.57662),(23 83.319084),(24 83.75113),(25 83.510414),(26 84.53103),(27 84.764435),(28 85.089386),(29 85.899605),(30 86.28232),(31 86.93807),(32 87.66565),(33 88.51244),(34 88.78087),(35 89.3481),(36 90.04628),(37 90.951454),(38 90.96972),(39 90.14395),(40 90.43904),(41 90.68629),(42 91.73469),(43 92.16043),(44 91.17889),(45 91.689026),(46 91.0458),(47 90.62932),(48 90.01154),(49 89.1103),(50 89.01087),(51 88.50863),(52 88.18665),(53 87.94383),(54 87.69783),(55 86.83962),(56 87.511505),(57 87.11094),(58 86.78571),(59 86.66576),(60 87.234795),(61 87.02594),(62 87.29019),(63 86.43395),(64 86.22858),(65 87.1844),(66 88.95423),(67 88.925995),(68 89.42383),(69 89.861015),(70 90.373825),(71 90.89729),(72 90.93137),(73 91.111145),(74 91.24926),(75 91.01423),(76 91.081474),(77 90.99324),(78 91.6457),(79 91.48829),
(1 36.832745),(2 42.75987),(3 47.077328),(4 50.876923),(5 53.518806),(6 56.968693),(7 59.238304),(8 61.297905),(9 63.187923),(10 65.3446),(11 67.4938),(12 69.80059),(13 72.549805),(14 74.48551),(15 76.15841),(16 77.07077),(17 78.98271),(18 81.86808),(19 83.45755),(20 84.068474),(21 84.755356),(22 85.07537),(23 85.07473),(24 86.15479),(25 85.838),(26 86.76933),(27 86.86717),(28 86.6458),(29 87.834015),(30 87.901306),(31 88.53484),(32 89.36907),(33 89.73272),(34 89.56177),(35 90.58047),(36 90.456635),(37 90.72404),(38 90.49906),(39 90.62497),(40 90.9449),(41 91.236755),(42 92.78634),(43 91.97929),(44 91.32894),(45 91.51096),(46 89.496254),(47 88.95481),(48 88.642975),(49 87.89251),(50 86.80055),(51 85.8577),(52 86.01759),(53 84.91527),(54 84.349724),(55 83.92287),(56 84.06754),(57 83.25233),(58 83.36472),(59 84.28804),(60 82.80042),(61 83.275276),(62 82.508575),(63 82.12933),(64 82.08073),(65 82.40584),(66 83.484024),(67 83.98236),(68 84.00875),(69 84.25639),(70 84.94927),(71 85.82085),(72 85.18324),(73 85.21981),(74 85.3095),(75 84.66982),(76 84.82926),(77 85.13834),(78 85.47727),(79 85.64364),
(1 36.429684),(2 43.241344),(3 47.314064),(4 50.13535),(5 52.62672),(6 56.58354),(7 57.949627),(8 59.8806),(9 61.59248),(10 64.325424),(11 66.94775),(12 68.98159),(13 71.32954),(14 73.528694),(15 74.58849),(16 76.049446),(17 78.032326),(18 80.702866),(19 82.02116),(20 83.231476),(21 83.88633),(22 84.48624),(23 84.27939),(24 85.00696),(25 85.21299),(26 86.15843),(27 85.8259),(28 86.88018),(29 87.297585),(30 88.76397),(31 88.10866),(32 88.52748),(33 89.45011),(34 89.82709),(35 90.33842),(36 90.512),(37 91.30461),(38 90.90596),(39 91.708595),(40 91.56777),(41 91.84204),(42 91.78688),(43 91.9838),(44 91.61275),(45 91.22557),(46 91.05407),(47 89.49951),(48 89.97383),(49 88.7348),(50 88.098076),(51 86.864456),(52 86.32542),(53 85.68139),(54 86.05685),(55 85.06591),(56 84.63741),(57 84.66517),(58 83.84452),(59 84.073975),(60 82.94697),(61 83.8518),(62 83.07376),(63 83.84498),(64 83.06551),(65 83.18286),(66 84.50344),(67 84.00192),(68 85.05633),(69 84.72813),(70 85.38295),(71 86.10145),(72 86.808876),(73 86.63857),(74 87.03177),(75 85.993965),(76 85.706795),(77 86.002785),(78 86.154976),(79 85.798416),
(1 36.35314),(2 42.10937),(3 46.28642),(4 49.76648),(5 52.12157),(6 55.70463),(7 57.944912),(8 59.82488),(9 62.146534),(10 64.065994),(11 66.3583),(12 68.183426),(13 70.72905),(14 73.19157),(15 74.302765),(16 76.2357),(17 77.37112),(18 80.09016),(19 81.18295),(20 82.13359),(21 82.93207),(22 83.22402),(23 83.72824),(24 83.73509),(25 83.54754),(26 83.29968),(27 84.35243),(28 85.33071),(29 85.927765),(30 86.70223),(31 86.41802),(32 87.17633),(33 87.91343),(34 88.43526),(35 88.95979),(36 89.785164),(37 90.39734),(38 91.08122),(39 89.82571),(40 91.12538),(41 90.61275),(42 91.50777),(43 90.88967),(44 90.380806),(45 89.98718),(46 89.11453),(47 89.607735),(48 89.37603),(49 88.0236),(50 87.5032),(51 87.36886),(52 87.05491),(53 86.7873),(54 86.97158),(55 87.00138),(56 86.6789),(57 86.17734),(58 86.62186),(59 86.256546),(60 86.57136),(61 86.11487),(62 85.99598),(63 85.695206),(64 85.37587),(65 85.58495),(66 86.04965),(67 86.60675),(68 86.86773),(69 87.5145),(70 87.31688),(71 88.513824),(72 88.96367),(73 88.63549),(74 87.99719),(75 87.762184),(76 88.0427),(77 88.28064),(78 89.29909),(79 89.380165),
(1 36.21838),(2 41.77501),(3 46.06378),(4 49.23193),(5 51.756424),(6 54.866135),(7 56.849396),(8 59.37681),(9 61.72762),(10 64.21854),(11 65.773575),(12 68.22989),(13 70.85843),(14 72.40815),(15 74.226875),(16 76.724144),(17 77.62192),(18 80.54447),(19 81.83662),(20 82.476234),(21 82.9746),(22 83.14023),(23 82.78616),(24 82.980354),(25 83.719536),(26 84.37355),(27 83.90964),(28 84.725525),(29 84.95777),(30 86.91256),(31 87.04644),(32 87.18863),(33 87.20996),(34 87.71055),(35 87.98755),(36 87.89887),(37 88.509445),(38 89.00733),(39 88.880005),(40 89.16663),(41 89.41914),(42 89.93601),(43 89.146576),(44 88.7377),(45 88.48011),(46 87.80539),(47 86.80733),(48 86.978325),(49 85.8243),(50 85.94593),(51 84.601524),(52 83.84461),(53 83.242714),(54 83.47567),(55 83.396904),(56 82.83085),(57 82.45768),(58 82.42308),(59 81.3811),(60 82.10362),(61 81.58904),(62 81.71634),(63 81.21682),(64 81.65793),(65 81.5337),(66 82.20901),(67 82.92599),(68 83.35207),(69 83.53975),(70 83.849075),(71 84.47814),(72 84.37973),(73 84.79346),(74 84.17808),(75 84.023506),(76 83.8399),(77 84.23645),(78 85.53691),(79 84.9112),
(1 36.47779),(2 42.407013),(3 46.677635),(4 49.948837),(5 52.412373),(6 55.8732),(7 57.894814),(8 60.346375),(9 62.62926),(10 64.93268),(11 67.10738),(12 69.78336),(13 72.2954),(14 74.16564),(15 75.57712),(16 77.422005),(17 78.64175),(18 81.72324),(19 83.404976),(20 84.62232),(21 84.75757),(22 85.03705),(23 85.36963),(24 84.959526),(25 85.84813),(26 86.3253),(27 86.746956),(28 87.18339),(29 87.93646),(30 88.75836),(31 88.94828),(32 89.056915),(33 90.16536),(34 91.403015),(35 91.57433),(36 92.85614),(37 93.18527),(38 93.95857),(39 93.3295),(40 92.923065),(41 92.672424),(42 93.356636),(43 92.58461),(44 91.856674),(45 92.19471),(46 91.84349),(47 90.927986),(48 90.31947),(49 89.204605),(50 88.27807),(51 86.73642),(52 86.18643),(53 85.92886),(54 85.59926),(55 85.454384),(56 85.0582),(57 83.77826),(58 83.686806),(59 82.97221),(60 82.4462),(61 82.36421),(62 81.68351),(63 81.208145),(64 81.4049),(65 81.5215),(66 82.490036),(67 82.29548),(68 82.687126),(69 82.68559),(70 83.44792),(71 83.35834),(72 84.07297),(73 84.393875),(74 84.368256),(75 83.59426),(76 83.80627),(77 84.014656),(78 84.77296),(79 84.81372),
(1 36.135937),(2 42.03773),(3 46.136963),(4 49.337963),(5 51.459953),(6 54.295258),(7 56.925434),(8 58.668507),(9 60.67638),(10 62.373844),(11 64.201385),(12 66.555084),(13 68.66905),(14 71.178795),(15 72.11984),(16 73.29709),(17 74.83432),(18 77.76344),(19 79.39418),(20 79.96631),(21 80.48041),(22 80.60496),(23 80.88695),(24 80.78365),(25 81.187965),(26 81.450226),(27 82.165375),(28 82.820694),(29 83.1532),(30 84.113884),(31 83.73894),(32 84.3634),(33 85.35295),(34 85.608475),(35 86.22157),(36 87.03587),(37 87.44531),(38 86.96113),(39 87.38899),(40 87.6364),(41 87.803314),(42 88.64331),(43 87.97657),(44 88.06643),(45 88.29576),(46 88.343544),(47 87.76591),(48 87.43961),(49 87.71085),(50 86.85351),(51 86.37536),(52 85.6208),(53 85.27667),(54 85.461655),(55 84.76981),(56 84.7322),(57 84.11245),(58 83.87392),(59 83.75685),(60 83.51141),(61 83.55533),(62 83.949524),(63 83.01713),(64 83.36832),(65 83.277084),(66 84.47776),(67 84.81651),(68 85.35648),(69 84.94136),(70 85.1667),(71 85.74076),(72 85.98501),(73 86.452415),(74 86.71298),(75 86.37448),(76 86.32104),(77 85.59756),(78 86.727295),(79 86.59185),
(1 35.771805),(2 42.215385),(3 47.408463),(4 50.42538),(5 52.57234),(6 55.071846),(7 57.139824),(8 59.95455),(9 62.18701),(10 64.44954),(11 66.75078),(12 68.69505),(13 71.67919),(14 74.284096),(15 75.93511),(16 77.32979),(17 79.86012),(18 81.91945),(19 83.06875),(20 84.056526),(21 84.76288),(22 85.62948),(23 85.08647),(24 85.68467),(25 85.64457),(26 85.93519),(27 85.53536),(28 85.91718),(29 87.342186),(30 87.17133),(31 88.04987),(32 87.889984),(33 88.16184),(34 88.7321),(35 89.07288),(36 90.06118),(37 90.10822),(38 90.5937),(39 90.270134),(40 90.22553),(41 89.48793),(42 90.33687),(43 89.41429),(44 89.265236),(45 89.04204),(46 88.31504),(47 87.75454),(48 87.38641),(49 86.27364),(50 85.69132),(51 84.66094),(52 83.876335),(53 84.392296),(54 84.597084),(55 84.38068),(56 83.91844),(57 83.27604),(58 83.34749),(59 83.41711),(60 83.00184),(61 82.52743),(62 83.32851),(63 83.400215),(64 83.35907),(65 83.83744),(66 84.63865),(67 84.61253),(68 84.62227),(69 84.71495),(70 85.61422),(71 85.65805),(72 86.21525),(73 86.54591),(74 85.988235),(75 85.82938),(76 85.80114),(77 85.72706),(78 86.66272),(79 86.931496),
(1 35.23478),(2 41.311226),(3 45.031662),(4 48.644943),(5 51.54179),(6 53.980804),(7 56.157047),(8 58.224693),(9 60.638313),(10 62.50058),(11 64.92986),(12 68.05967),(13 70.07715),(14 72.53868),(15 73.992935),(16 75.87308),(17 77.25157),(18 80.38429),(19 81.302246),(20 83.51804),(21 84.07957),(22 84.57215),(23 83.98044),(24 84.72438),(25 85.1817),(26 86.08063),(27 86.25798),(28 86.60311),(29 87.12139),(30 87.691536),(31 88.25379),(32 88.64957),(33 89.47249),(34 89.28595),(35 90.07988),(36 90.980606),(37 91.49167),(38 91.74344),(39 91.10982),(40 91.64725),(41 90.7848),(42 91.144264),(43 90.41816),(44 90.73454),(45 90.28526),(46 90.32001),(47 89.57847),(48 89.05632),(49 87.7345),(50 87.24021),(51 86.324486),(52 85.833145),(53 85.32923),(54 84.56408),(55 84.272804),(56 83.82014),(57 82.91552),(58 83.214424),(59 82.49712),(60 81.93866),(61 81.62194),(62 81.4489),(63 81.00398),(64 81.38955),(65 82.21329),(66 82.54675),(67 82.62821),(68 83.766136),(69 84.01337),(70 84.04209),(71 84.84559),(72 85.458694),(73 85.58001),(74 85.62545),(75 85.7098),(76 86.242836),(77 87.02748),(78 86.664406),(79 87.40606),
(1 34.937553),(2 41.06276),(3 45.291862),(4 48.157036),(5 50.452003),(6 53.364914),(7 55.397995),(8 57.58675),(9 59.988483),(10 61.528603),(11 63.413006),(12 65.59372),(13 67.55897),(14 69.36969),(15 70.9361),(16 71.980675),(17 73.54768),(18 76.08096),(19 77.57983),(20 79.183624),(21 78.95801),(22 79.51436),(23 79.797264),(24 79.99242),(25 80.42093),(26 80.37307),(27 80.67199),(28 81.194176),(29 81.346),(30 82.16866),(31 82.66506),(32 83.08314),(33 83.25264),(34 83.911934),(35 84.19498),(36 84.561165),(37 84.9615),(38 85.55424),(39 86.39732),(40 85.851204),(41 86.32471),(42 86.0555),(43 86.828514),(44 85.60868),(45 85.81343),(46 85.62783),(47 85.3763),(48 85.12103),(49 84.37674),(50 84.734375),(51 83.37548),(52 83.04311),(53 82.26852),(54 82.34023),(55 81.79245),(56 81.50726),(57 81.34051),(58 81.1826),(59 81.10843),(60 81.35469),(61 81.390915),(62 81.36199),(63 80.87735),(64 80.6511),(65 80.42247),(66 81.24837),(67 81.18285),(68 81.73202),(69 82.213005),(70 82.90122),(71 83.75033),(72 83.724075),(73 83.82956),(74 83.514244),(75 83.58107),(76 83.48127),(77 83.607704),(78 83.81909),(79 84.07503),
(1 35.018272),(2 41.028973),(3 45.029434),(4 48.572903),(5 50.57253),(6 53.969933),(7 55.998608),(8 58.02614),(9 60.43959),(10 62.63804),(11 64.45939),(12 66.599045),(13 68.74994),(14 71.00442),(15 72.39058),(16 73.8659),(17 75.82772),(18 78.59339),(19 79.83003),(20 81.422005),(21 81.96233),(22 82.76216),(23 82.42505),(24 83.07518),(25 83.05155),(26 83.05346),(27 83.39975),(28 83.96273),(29 84.57764),(30 85.787476),(31 85.218765),(32 85.74104),(33 86.46441),(34 87.32155),(35 87.307304),(36 87.89165),(37 88.482445),(38 88.728004),(39 88.946236),(40 88.44203),(41 88.177826),(42 88.328964),(43 88.00906),(44 87.7725),(45 87.24451),(46 86.79968),(47 85.940796),(48 85.24823),(49 84.21679),(50 83.61457),(51 82.49549),(52 81.59838),(53 81.86903),(54 81.742195),(55 81.04646),(56 80.17115),(57 79.64148),(58 79.64461),(59 79.52997),(60 79.06539),(61 78.79828),(62 79.405205),(63 79.12248),(64 79.15709),(65 79.53562),(66 80.63253),(67 80.706726),(68 80.85086),(69 81.108765),(70 81.50001),(71 82.219765),(72 82.37178),(73 82.22512),(74 82.41613),(75 82.57221),(76 83.02953),(77 83.05222),(78 83.686554),(79 83.23504),
(1 34.963356),(2 40.7561),(3 44.67299),(4 48.313244),(5 50.5347),(6 53.705193),(7 55.345478),(8 57.739407),(9 59.587563),(10 61.714233),(11 64.23124),(12 65.84916),(13 68.29862),(14 69.83343),(15 71.51854),(16 73.29912),(17 75.193504),(18 77.94649),(19 79.144226),(20 80.02667),(21 81.061905),(22 81.897644),(23 81.798355),(24 82.336266),(25 83.02403),(26 83.02713),(27 83.37347),(28 84.13604),(29 83.997696),(30 84.89605),(31 85.616135),(32 86.65223),(33 86.90056),(34 88.280876),(35 87.78665),(36 88.91916),(37 88.77662),(38 89.56345),(39 88.67611),(40 88.93349),(41 88.768394),(42 88.22284),(43 87.80359),(44 87.13353),(45 87.37011),(46 86.31639),(47 85.11715),(48 85.341286),(49 85.55422),(50 84.78869),(51 83.58677),(52 82.84292),(53 81.941124),(54 82.2082),(55 81.29968),(56 81.30561),(57 79.56581),(58 79.27658),(59 79.28148),(60 79.2041),(61 79.40333),(62 78.93959),(63 78.94152),(64 79.48106),(65 80.13339),(66 81.25297),(67 81.30283),(68 82.08128),(69 83.09224),(70 83.212654),(71 83.80558),(72 83.78774),(73 83.836235),(74 84.32933),(75 84.04218),(76 84.33812),(77 84.73164),(78 85.64274),(79 85.31445),
(1 34.77829),(2 41.49128),(3 45.2782),(4 48.176712),(5 50.533943),(6 54.134285),(7 56.10882),(8 57.480118),(9 59.694595),(10 61.947865),(11 62.862976),(12 65.11362),(13 67.39759),(14 69.01768),(15 70.0804),(16 71.528244),(17 73.245285),(18 75.8649),(19 77.27255),(20 78.80484),(21 79.34561),(22 80.00653),(23 79.46843),(24 80.1075),(25 80.13006),(26 80.58846),(27 80.58529),(28 81.30072),(29 82.090614),(30 83.23819),(31 83.124374),(32 83.9025),(33 84.37818),(34 84.47985),(35 84.76335),(36 85.304756),(37 84.96082),(38 85.5095),(39 85.42442),(40 85.52258),(41 85.490524),(42 85.85523),(43 85.17469),(44 85.50393),(45 85.839264),(46 85.42173),(47 85.02992),(48 84.66011),(49 84.6926),(50 84.26589),(51 83.210365),(52 82.75826),(53 82.7471),(54 83.04232),(55 83.33701),(56 82.8026),(57 82.863754),(58 82.77687),(59 82.77606),(60 82.608086),(61 82.72603),(62 82.75201),(63 82.78142),(64 82.515366),(65 82.70785),(66 83.18865),(67 83.16884),(68 84.0703),(69 84.47501),(70 84.90554),(71 85.44057),(72 85.36585),(73 86.248474),(74 85.69723),(75 85.25737),(76 85.47253),(77 85.68658),(78 86.296455),(79 86.35048),
(1 34.624634),(2 40.57183),(3 44.38739),(4 47.521442),(5 50.33442),(6 53.77162),(7 55.624237),(8 57.511887),(9 59.409626),(10 61.33027),(11 63.09594),(12 65.4401),(13 67.99703),(14 69.331955),(15 70.52246),(16 72.2128),(17 74.61128),(18 77.316284),(19 79.11272),(20 80.20653),(21 81.40071),(22 80.97461),(23 81.31483),(24 81.34529),(25 81.60535),(26 82.55491),(27 81.95099),(28 82.54464),(29 83.2193),(30 84.13968),(31 84.25563),(32 84.42809),(33 84.52674),(34 85.660194),(35 85.861275),(36 86.19017),(37 86.46473),(38 87.27742),(39 86.74489),(40 86.43162),(41 85.79438),(42 85.9136),(43 85.54311),(44 85.34826),(45 85.46676),(46 84.4715),(47 83.93376),(48 83.81949),(49 83.14145),(50 82.296005),(51 81.22989),(52 80.441),(53 79.98958),(54 79.45817),(55 79.73052),(56 79.124176),(57 78.777466),(58 78.94334),(59 78.97461),(60 79.00151),(61 78.26827),(62 78.64963),(63 78.24547),(64 78.931244),(65 79.6312),(66 81.045784),(67 81.293755),(68 81.83496),(69 82.02108),(70 82.41801),(71 83.0061),(72 83.44061),(73 83.516075),(74 83.84338),(75 83.529594),(76 83.992546),(77 83.77669),(78 84.70658),(79 84.77276),
(1 33.95036),(2 39.6954),(3 43.567062),(4 46.821056),(5 49.56852),(6 52.474228),(7 54.441227),(8 56.121338),(9 58.174404),(10 60.09213),(11 62.204693),(12 64.97583),(13 67.28589),(14 69.31203),(15 70.35986),(16 71.700806),(17 73.46736),(18 75.23528),(19 77.07371),(20 78.082146),(21 79.009605),(22 79.03492),(23 79.23838),(24 78.955734),(25 80.081345),(26 80.720245),(27 81.0258),(28 81.057816),(29 81.124725),(30 82.94732),(31 82.82795),(32 82.68926),(33 83.892456),(34 84.326965),(35 84.559685),(36 85.42597),(37 85.85332),(38 86.49304),(39 85.77054),(40 85.734344),(41 85.78585),(42 86.068275),(43 86.08476),(44 85.11744),(45 85.323616),(46 85.03954),(47 84.284195),(48 83.9514),(49 83.135414),(50 82.99071),(51 81.27433),(52 80.789734),(53 79.82027),(54 79.80286),(55 79.074165),(56 78.03244),(57 78.027374),(58 77.40639),(59 76.763794),(60 76.054855),(61 75.94338),(62 76.12131),(63 76.032425),(64 75.68454),(65 76.13276),(66 76.45025),(67 77.15842),(68 78.04084),(69 78.383606),(70 78.982895),(71 79.64847),(72 79.570755),(73 79.97254),(74 79.79415),(75 79.801994),(76 80.03155),(77 79.81634),(78 81.13297),(79 81.42348),
(1 34.632595),(2 40.41189),(3 43.94791),(4 47.411514),(5 49.994644),(6 52.808517),(7 54.818863),(8 57.02823),(9 58.83959),(10 61.026054),(11 62.97296),(12 65.42644),(13 67.50415),(14 69.97602),(15 71.02528),(16 72.55832),(17 74.24554),(18 76.85911),(19 77.92989),(20 79.187614),(21 79.89187),(22 79.94606),(23 80.63877),(24 80.69073),(25 80.788765),(26 81.22929),(27 81.535866),(28 81.70469),(29 82.19176),(30 83.463135),(31 83.11058),(32 83.19409),(33 83.98854),(34 84.45093),(35 84.98412),(36 85.879845),(37 86.41682),(38 87.159096),(39 86.334785),(40 86.520836),(41 86.641655),(42 87.19958),(43 86.911995),(44 86.06878),(45 86.1605),(46 86.46485),(47 86.14767),(48 85.882126),(49 85.11503),(50 84.29131),(51 83.682594),(52 83.00242),(53 83.30584),(54 83.13732),(55 82.791756),(56 82.73724),(57 82.32713),(58 82.282196),(59 82.2622),(60 82.08747),(61 82.85091),(62 82.626656),(63 82.38552),(64 82.707466),(65 82.91273),(66 83.3879),(67 83.95229),(68 84.39445),(69 85.043274),(70 85.338776),(71 85.53255),(72 86.689545),(73 86.62645),(74 86.28987),(75 85.671074),(76 86.26841),(77 86.3298),(78 86.95397),(79 86.32404),
(1 33.78636),(2 39.523304),(3 43.949627),(4 46.68121),(5 48.728657),(6 52.43185),(7 54.54075),(8 56.35284),(9 58.626625),(10 60.571793),(11 62.416092),(12 64.974884),(13 66.76957),(14 69.61945),(15 70.818596),(16 72.65008),(17 74.57222),(18 77.10397),(19 78.35145),(20 79.27884),(21 79.87484),(22 80.29189),(23 81.04385),(24 80.76494),(25 80.92368),(26 81.17492),(27 80.55751),(28 80.42756),(29 80.585785),(30 81.50552),(31 81.33459),(32 81.772545),(33 82.94488),(34 83.598274),(35 83.585846),(36 83.90933),(37 83.848335),(38 84.011765),(39 83.215515),(40 83.16289),(41 83.48502),(42 83.545456),(43 83.78538),(44 83.69885),(45 83.44456),(46 83.0331),(47 82.27173),(48 81.97542),(49 81.67213),(50 81.190605),(51 80.25895),(52 80.055916),(53 79.83778),(54 79.89331),(55 78.84515),(56 78.0051),(57 78.05791),(58 78.0403),(59 78.615715),(60 78.206985),(61 78.42992),(62 78.67497),(63 78.65258),(64 78.431366),(65 78.44335),(66 79.002205),(67 79.89427),(68 80.27803),(69 80.66447),(70 81.595184),(71 81.69127),(72 81.82542),(73 81.82692),(74 82.15926),(75 81.942505),(76 82.07989),(77 82.12763),(78 83.16081),(79 82.838646),
(1 34.547195),(2 40.11361),(3 44.460667),(4 47.648552),(5 49.89572),(6 52.663612),(7 55.201717),(8 57.05939),(9 59.216366),(10 60.921444),(11 62.87052),(12 64.91138),(13 66.93069),(14 69.35266),(15 70.94303),(16 72.18734),(17 73.479095),(18 76.41743),(19 77.822845),(20 78.970474),(21 79.731735),(22 80.16236),(23 79.47764),(24 79.69135),(25 80.574875),(26 81.7512),(27 81.417114),(28 82.15685),(29 82.42404),(30 83.15426),(31 83.862015),(32 84.06627),(33 85.77499),(34 85.82211),(35 85.8215),(36 86.72764),(37 87.151146),(38 87.63249),(39 87.32781),(40 86.52526),(41 86.67339),(42 86.92674),(43 85.44531),(44 85.73959),(45 85.22307),(46 85.42336),(47 84.9608),(48 85.58377),(49 84.38713),(50 83.57934),(51 82.34788),(52 81.864525),(53 80.75604),(54 80.389595),(55 78.93038),(56 78.16655),(57 76.91438),(58 77.097694),(59 76.76087),(60 76.917885),(61 77.93578),(62 76.55993),(63 76.22733),(64 76.76408),(65 77.455574),(66 78.557816),(67 78.717094),(68 79.45994),(69 79.992775),(70 80.44354),(71 81.426216),(72 81.243546),(73 81.81097),(74 81.933205),(75 81.10711),(76 81.11012),(77 81.473495),(78 83.14854),(79 82.6465),
