1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14650.807),(2 54467.926),(3 114933.39),(4 194118.44),(5 290637.3),(6 401029.9),(7 524082.2),(8 656478.5),(9 795814),(10 939945.56),(11 1087783.9),(12 1235543.6),(13 1385901.8),(14 1535476.9),(15 1682791.5),(16 1825279.6),(17 1965502.1),(18 2099239.8),(19 2230527.3),(20 2358707.8),(21 2481729.8),(22 2595226),(23 2695965.5),(24 2790279.5),(25 2863699.5),(26 2912197.3),(27 2952919.8),(28 2981460.8),(29 3000265.5),(30 3005305),(31 3005902.5),(32 3000392),(33 2983548.5),(34 2966779.8),(35 2954727.8),(36 2953013.5),(37 2959444.3),(38 2959860.3),(39 2963929.8),(40 2967121.8),(41 2979624.3),(42 2997311.3),(43 3021467.8),(44 3054002.5),(45 3091824.3),(46 3138083.8),(47 3183055),(48 3221306.5),(49 3253466),(50 3280708.8),(51 3310293.5),(52 3346193.5),(53 3369749.5),(54 3382690.8),(55 3400864.8),(56 3415415.8),(57 3437595.8),(58 3458459.3),(59 3481074),(60 3507800),(61 3538735),(62 3568117.5),(63 3598577),(64 3619371.8),(65 3633190.3),(66 3632012.8),(67 3612640.8),(68 3582490.5),(69 3544356.5),(70 3502779.8),(71 3457944.3),(72 3406174.5),(73 3350405.5),(74 3296932.5),(75 3247570),(76 3200071.8),(77 3152226.5),(78 3100364.5),(79 3055580.5),
(1 16397.479),(2 61266.035),(3 129561.73),(4 216942.05),(5 321111.38),(6 437585.5),(7 566335.2),(8 704718.94),(9 848491.2),(10 996796.56),(11 1149569.1),(12 1302794.4),(13 1459737),(14 1612237),(15 1759384.6),(16 1892789),(17 2012125.1),(18 2109816.8),(19 2197334),(20 2271647),(21 2324062.3),(22 2355670),(23 2369534.3),(24 2369204.8),(25 2352463),(26 2321527.5),(27 2286182.3),(28 2247835),(29 2208165),(30 2160174.8),(31 2112552.8),(32 2064837),(33 2022647.6),(34 1985676.6),(35 1955842.9),(36 1934489.6),(37 1926198.6),(38 1923301),(39 1929993.4),(40 1944471.4),(41 1971014.6),(42 2013142.4),(43 2069985.4),(44 2136349.5),(45 2213174.8),(46 2293719.5),(47 2370493.3),(48 2445410.3),(49 2514534.8),(50 2573623),(51 2625991.3),(52 2671513),(53 2711806.5),(54 2744728.3),(55 2775659),(56 2794315.3),(57 2813262.8),(58 2823848.3),(59 2831214.3),(60 2840004.3),(61 2849607.3),(62 2854829),(63 2857253.8),(64 2853167),(65 2838582.8),(66 2808571.3),(67 2765190.3),(68 2714699.5),(69 2660989.5),(70 2603306.8),(71 2547782),(72 2499072.3),(73 2457901.8),(74 2427776.5),(75 2415816.3),(76 2420769.8),(77 2438563.3),(78 2466630),(79 2509456.3),
(1 18139.283),(2 67517.35),(3 142531.8),(4 238041.95),(5 353500.38),(6 482635.44),(7 627392.9),(8 782370.25),(9 946433.6),(10 1118714.4),(11 1295748.3),(12 1475220.4),(13 1657502.3),(14 1834371.3),(15 2014568),(16 2184505.8),(17 2339067),(18 2473082),(19 2599055.5),(20 2712076.8),(21 2790967.8),(22 2848880),(23 2889422.8),(24 2906997.5),(25 2912258),(26 2898712.8),(27 2873392.8),(28 2841700.5),(29 2807223),(30 2758884.5),(31 2708425),(32 2661195.3),(33 2617815.3),(34 2579119.3),(35 2545069.3),(36 2518746),(37 2498991.5),(38 2483723.8),(39 2468067),(40 2457970.8),(41 2453995.3),(42 2459844.3),(43 2470706),(44 2473505.5),(45 2483630.5),(46 2496284.8),(47 2508457.8),(48 2516640),(49 2519819),(50 2515200.5),(51 2513583),(52 2515882.5),(53 2511447.8),(54 2506910.5),(55 2503758),(56 2502501.5),(57 2500682.5),(58 2502572),(59 2512154.8),(60 2528751.8),(61 2546800.3),(62 2569090.3),(63 2600770),(64 2634464),(65 2670689),(66 2705002),(67 2736753.3),(68 2756766.8),(69 2778352),(70 2803160.3),(71 2828156.3),(72 2850848.8),(73 2874397),(74 2900382),(75 2926319.8),(76 2953972.5),(77 2979472.8),(78 3001282.5),(79 3017961.5),
(1 18300.191),(2 69033.09),(3 148540.33),(4 251022.34),(5 377099.4),(6 521388.16),(7 682599.44),(8 853980.5),(9 1031109.7),(10 1212906.5),(11 1392482.4),(12 1571971.3),(13 1743400.1),(14 1904929.9),(15 2059779.6),(16 2198031.3),(17 2314633),(18 2407870.8),(19 2491523.8),(20 2551583.3),(21 2578383.5),(22 2590436.3),(23 2587595),(24 2567080.3),(25 2534407.8),(26 2486369.5),(27 2430093),(28 2372484.8),(29 2309581),(30 2248231.5),(31 2188307),(32 2135755.5),(33 2094477.8),(34 2061356.6),(35 2042964.4),(36 2037559.3),(37 2049634.9),(38 2073413),(39 2100084.8),(40 2136323.8),(41 2182682.3),(42 2236836.8),(43 2290600.3),(44 2343185),(45 2399996.5),(46 2454731),(47 2511944.5),(48 2568008.8),(49 2618209.3),(50 2668730.8),(51 2713047),(52 2750794),(53 2782007),(54 2806804.8),(55 2823660.5),(56 2831714.3),(57 2831344.3),(58 2819516.3),(59 2801084.3),(60 2775521.3),(61 2736031),(62 2684835.8),(63 2639262.3),(64 2592343.5),(65 2545016.3),(66 2498858.5),(67 2454548.5),(68 2418235.3),(69 2390318.3),(70 2369210.3),(71 2353115.3),(72 2339037.5),(73 2324120),(74 2318268.3),(75 2316552),(76 2315180.5),(77 2311959.5),(78 2294811.3),(79 2276826),
(1 15793.948),(2 59397.64),(3 126872.21),(4 213989.13),(5 321248.53),(6 444138.88),(7 579422.25),(8 721327.6),(9 866679.6),(10 1009660.7),(11 1146246.6),(12 1277453.4),(13 1399952.5),(14 1513182.4),(15 1616606.9),(16 1703579.5),(17 1770412),(18 1823934.5),(19 1872914.3),(20 1916232.5),(21 1944721.4),(22 1965081),(23 1976242.4),(24 1976348.5),(25 1971064.3),(26 1962930.3),(27 1953632.5),(28 1943639.3),(29 1936096),(30 1926537.5),(31 1917909.5),(32 1905443.9),(33 1898804),(34 1890910.5),(35 1894826.1),(36 1901959.8),(37 1917122.4),(38 1941486.6),(39 1977595.3),(40 2022120.9),(41 2069504.6),(42 2116064.3),(43 2161363.8),(44 2205840.5),(45 2250665.3),(46 2288663.8),(47 2323678.3),(48 2353665.3),(49 2381971),(50 2399244.3),(51 2409003),(52 2413249.3),(53 2408519.8),(54 2396120.5),(55 2380838.3),(56 2353601.5),(57 2317788.3),(58 2273409.8),(59 2224180.3),(60 2170677.8),(61 2110515.5),(62 2047204.8),(63 1988948.8),(64 1932691.5),(65 1885148),(66 1843213.6),(67 1815125.6),(68 1798907.1),(69 1796560.9),(70 1806355.5),(71 1828744.6),(72 1858080),(73 1895720.9),(74 1939971.8),(75 1993501),(76 2049671.9),(77 2107947),(78 2159041.8),(79 2211876.5),
(1 18656.436),(2 71802.36),(3 156565.08),(4 271195.72),(5 412232.06),(6 573797.1),(7 750490.1),(8 932256.06),(9 1114118.9),(10 1287666.6),(11 1447089.9),(12 1587688),(13 1703779.4),(14 1795813.8),(15 1862677.3),(16 1902901.8),(17 1920403.8),(18 1917760),(19 1902039.6),(20 1877205.3),(21 1840818.5),(22 1804505.6),(23 1765047.1),(24 1725335.1),(25 1685671.8),(26 1650245.4),(27 1624918.6),(28 1609696.8),(29 1601985.3),(30 1604074.1),(31 1615137.6),(32 1635260.4),(33 1667018.6),(34 1705417.1),(35 1752558.6),(36 1804608.5),(37 1862073.9),(38 1919292.3),(39 1975952),(40 2029291.8),(41 2074538.1),(42 2108630.3),(43 2137360.5),(44 2159797.8),(45 2177539),(46 2189948.3),(47 2202083),(48 2217813.3),(49 2237256.5),(50 2255220),(51 2269839),(52 2279041),(53 2283793.5),(54 2279245.3),(55 2267714.5),(56 2248993.5),(57 2225563.3),(58 2197493),(59 2168989.8),(60 2134170.5),(61 2091508.8),(62 2049182.1),(63 2007659.5),(64 1964811.9),(65 1927958.9),(66 1894595.6),(67 1864705.4),(68 1844309.1),(69 1831613.5),(70 1826485.1),(71 1827489.6),(72 1831863.3),(73 1846101.3),(74 1871316),(75 1906154.5),(76 1947746.6),(77 1993853.4),(78 2036730.1),(79 2081192.3),
(1 14419.14),(2 54322.42),(3 117022.586),(4 200630.33),(5 302209.6),(6 419068.6),(7 548543.44),(8 684764.1),(9 824112.1),(10 960418.7),(11 1090635.9),(12 1210266.6),(13 1314746.5),(14 1406784.3),(15 1481323.9),(16 1537210.1),(17 1580563.6),(18 1613596.4),(19 1636156.4),(20 1646391.9),(21 1653137.3),(22 1657920),(23 1660006.4),(24 1661094.5),(25 1663058.9),(26 1668583.9),(27 1677687.5),(28 1691191.6),(29 1708792),(30 1732352.8),(31 1762600.6),(32 1799254.9),(33 1844784.1),(34 1899469.1),(35 1964824),(36 2043791.5),(37 2133589.8),(38 2223759.8),(39 2310942),(40 2388285.5),(41 2450631.5),(42 2496884.8),(43 2527967.5),(44 2538072.5),(45 2532749.8),(46 2510305),(47 2474271.5),(48 2428665.3),(49 2379733),(50 2329502),(51 2278287.5),(52 2223990.3),(53 2179477.8),(54 2137155.8),(55 2094770.9),(56 2052228.4),(57 2013168.3),(58 1974336.4),(59 1937516.3),(60 1899581.4),(61 1863753.9),(62 1831878.8),(63 1806351),(64 1783743),(65 1760720.6),(66 1740162.9),(67 1725329.3),(68 1716134.5),(69 1714541.4),(70 1719648.1),(71 1730472.9),(72 1746561.3),(73 1766635.4),(74 1789624.8),(75 1818317.9),(76 1849198.5),(77 1884630.1),(78 1919684.6),(79 1958991.9),
(1 16293.174),(2 60506.38),(3 127950.61),(4 214701.63),(5 317340.5),(6 432583.4),(7 557678.94),(8 687701.44),(9 815475.5),(10 936483.6),(11 1047369.44),(12 1148134.8),(13 1233034.3),(14 1304796.9),(15 1362045.1),(16 1403932.3),(17 1435482.4),(18 1457524.9),(19 1475356.4),(20 1490653.4),(21 1504766.8),(22 1517122.6),(23 1535098.6),(24 1553373.9),(25 1575040.1),(26 1601558.4),(27 1625309.4),(28 1646537.1),(29 1668109.1),(30 1688270),(31 1707883),(32 1730727.5),(33 1754170.1),(34 1782473.4),(35 1820795.6),(36 1868461.1),(37 1925462),(38 1987026.6),(39 2047847.3),(40 2103608.3),(41 2149340.5),(42 2183247.8),(43 2205860.8),(44 2213637.3),(45 2212820),(46 2197607.3),(47 2166150.5),(48 2120110.8),(49 2066546.9),(50 2006885.1),(51 1949077.5),(52 1900669.1),(53 1853669.6),(54 1807654.3),(55 1763152.6),(56 1718801.1),(57 1678102),(58 1642352.3),(59 1613064.5),(60 1588707.6),(61 1569218.5),(62 1558060.4),(63 1562857),(64 1576384),(65 1597590.5),(66 1626326.3),(67 1657576.3),(68 1689870.4),(69 1723147.6),(70 1758905.8),(71 1795931.4),(72 1834078.6),(73 1870057.5),(74 1907826.1),(75 1948699.4),(76 1996730),(77 2053977.3),(78 2116016.8),(79 2177420.3),
(1 23829.063),(2 90386.6),(3 193083.03),(4 322442.38),(5 475571.8),(6 646915.25),(7 829057.4),(8 1011786.5),(9 1189788.8),(10 1353826.3),(11 1503894),(12 1634823.5),(13 1743369),(14 1833344.4),(15 1901794.6),(16 1938974.1),(17 1949660.5),(18 1932007.1),(19 1895180.5),(20 1845837.3),(21 1779462),(22 1704279.9),(23 1631791.5),(24 1560383.1),(25 1499015.8),(26 1448364.6),(27 1406408.3),(28 1374897.6),(29 1356370),(30 1352021.8),(31 1355660.5),(32 1366817.8),(33 1389687.4),(34 1418484.4),(35 1452613.3),(36 1490415.3),(37 1533918.1),(38 1575688.9),(39 1612206),(40 1643682.8),(41 1671344.8),(42 1692858.9),(43 1714950.8),(44 1731829),(45 1747142),(46 1752401.8),(47 1746376),(48 1729643.3),(49 1711569.8),(50 1692708.5),(51 1677426.6),(52 1664004.6),(53 1652141.5),(54 1640104.3),(55 1623161.5),(56 1599555.5),(57 1576269),(58 1551023.5),(59 1528823.4),(60 1511547.5),(61 1496195.3),(62 1485590.5),(63 1488889.8),(64 1502157.1),(65 1524007.5),(66 1553225.3),(67 1585476.9),(68 1614971.8),(69 1636507.9),(70 1650848.3),(71 1656005.8),(72 1646391),(73 1623126.3),(74 1590642.1),(75 1553642.6),(76 1521838.3),(77 1495614.3),(78 1478358.3),(79 1469538.6),
(1 26811.016),(2 102869.58),(3 220556.16),(4 369010.8),(5 542277.75),(6 730780.2),(7 925603.1),(8 1117186.4),(9 1300634.3),(10 1470299.6),(11 1625642.1),(12 1760689.3),(13 1872588.5),(14 1958093.3),(15 2023452.1),(16 2062153.3),(17 2071477),(18 2053000.3),(19 2011779),(20 1956687.8),(21 1882687.6),(22 1797005.1),(23 1714666),(24 1631768.9),(25 1561429),(26 1503781.9),(27 1458546.6),(28 1429460.4),(29 1421051.5),(30 1433472.4),(31 1460527.4),(32 1495104.4),(33 1531993.1),(34 1570815.9),(35 1608274.6),(36 1641891.9),(37 1667735.6),(38 1683484.6),(39 1689623.3),(40 1687032.3),(41 1677989.6),(42 1666282),(43 1653505.1),(44 1641297.3),(45 1635076),(46 1629511.1),(47 1624375.1),(48 1620093.8),(49 1612777.3),(50 1608039.8),(51 1598346),(52 1586063.4),(53 1579006.8),(54 1572518.6),(55 1562802.1),(56 1546098.8),(57 1530455.8),(58 1522414.5),(59 1523366.9),(60 1528632.4),(61 1541679.5),(62 1560792),(63 1591536.4),(64 1621065.5),(65 1649918.8),(66 1678053),(67 1697494.1),(68 1706128.6),(69 1699379),(70 1680572.5),(71 1647498),(72 1596029.5),(73 1536963.1),(74 1473662),(75 1412920.4),(76 1364806.9),(77 1333331.9),(78 1322696.6),(79 1331932.8),
(1 25946.371),(2 99463.7),(3 214643.11),(4 359933.84),(5 527480.3),(6 706649),(7 888494.9),(8 1062722),(9 1227254.9),(10 1375175.8),(11 1504520),(12 1611913.1),(13 1697075),(14 1761861.3),(15 1806025.3),(16 1828883.4),(17 1833268.5),(18 1817444.8),(19 1789261),(20 1752607.3),(21 1700831.4),(22 1644511),(23 1583381.8),(24 1525497.6),(25 1479041.9),(26 1437548.8),(27 1404758),(28 1383732.6),(29 1379536.9),(30 1388019.9),(31 1408499.4),(32 1439061.5),(33 1474127.5),(34 1514638.4),(35 1557632.3),(36 1598883),(37 1635440.1),(38 1662776.6),(39 1679013.3),(40 1687022.4),(41 1684996),(42 1684951.4),(43 1685609.9),(44 1687660.4),(45 1692575),(46 1699428.6),(47 1710209.8),(48 1719298.6),(49 1728144.3),(50 1737143.5),(51 1742349.9),(52 1745163.3),(53 1747110.1),(54 1744174.4),(55 1737420),(56 1728072),(57 1717121.9),(58 1704472.3),(59 1697876.5),(60 1692507.4),(61 1688296.4),(62 1685317.8),(63 1686461.1),(64 1682412.6),(65 1679765.1),(66 1677704.5),(67 1676826),(68 1672601.9),(69 1671694.1),(70 1668922.8),(71 1663543.1),(72 1650865.1),(73 1636399.5),(74 1617760.5),(75 1597379.6),(76 1581615),(77 1573670.4),(78 1567931.4),(79 1568702.3),
(1 27755.648),(2 106078.09),(3 225361.48),(4 375472.3),(5 545776.3),(6 729747.94),(7 919834.8),(8 1103447),(9 1275495.3),(10 1426096.5),(11 1550065.5),(12 1647528.8),(13 1720029.8),(14 1769344.5),(15 1793944.5),(16 1796845),(17 1782429.8),(18 1754306.4),(19 1720614.5),(20 1681035.3),(21 1631299.9),(22 1573059.9),(23 1507035.4),(24 1438675.4),(25 1373818.1),(26 1314777.9),(27 1265335.5),(28 1219728.5),(29 1181761.3),(30 1153704.8),(31 1137181),(32 1135204.5),(33 1143635.9),(34 1167780.8),(35 1208266),(36 1263043.6),(37 1329758.5),(38 1401722.1),(39 1473106.5),(40 1540058.8),(41 1600004.5),(42 1654640.6),(43 1700494.6),(44 1738440.4),(45 1770526.5),(46 1790825.6),(47 1801408.1),(48 1803717.4),(49 1804983.3),(50 1808846.5),(51 1816179.1),(52 1823634.8),(53 1828905.5),(54 1831748.9),(55 1831593.8),(56 1823981.5),(57 1806900.3),(58 1783122.9),(59 1752482.4),(60 1716148.3),(61 1673834.4),(62 1626435.5),(63 1577685.5),(64 1526055.1),(65 1475435.4),(66 1429570.5),(67 1392861.9),(68 1367221),(69 1351739.8),(70 1340016.6),(71 1328795.6),(72 1311562.4),(73 1285830.3),(74 1253117.3),(75 1218685),(76 1189337.5),(77 1171691.5),(78 1166172.5),(79 1178735.8),
(1 23742.508),(2 90281.51),(3 192012.23),(4 320077.53),(5 465862.13),(6 622101.1),(7 784493.94),(8 942604.8),(9 1088068.8),(10 1212478.3),(11 1311183.9),(12 1383473.3),(13 1432803.9),(14 1462651.5),(15 1471109.3),(16 1456865.5),(17 1425139.1),(18 1382695.5),(19 1337755.4),(20 1298604.3),(21 1260355.1),(22 1222808.4),(23 1188598.8),(24 1157623.9),(25 1135266.9),(26 1122813.4),(27 1122527.5),(28 1128756.5),(29 1143126.5),(30 1166305.6),(31 1194744.6),(32 1234748.1),(33 1281597.3),(34 1334463.9),(35 1391905.5),(36 1451526.3),(37 1512688.8),(38 1571205.4),(39 1623428.3),(40 1667014.4),(41 1700796.6),(42 1721608.9),(43 1732602.8),(44 1732635.5),(45 1723376),(46 1701196.3),(47 1666897.9),(48 1628891.4),(49 1596660.6),(50 1573318.9),(51 1557446),(52 1547866.1),(53 1546231.3),(54 1554009.6),(55 1570555),(56 1593018.8),(57 1612213.3),(58 1620692.3),(59 1620848),(60 1613412.3),(61 1598995.4),(62 1579210),(63 1552678),(64 1521102.4),(65 1482061.8),(66 1441675.6),(67 1407711.6),(68 1384233.9),(69 1370834.8),(70 1366677.8),(71 1367575.6),(72 1372688.5),(73 1381695.1),(74 1391116.9),(75 1402601.9),(76 1415046.1),(77 1437812.9),(78 1468572.5),(79 1510253.3),
(1 19997.715),(2 75251.26),(3 159976.78),(4 267945.06),(5 393073.47),(6 530769.44),(7 676183.1),(8 823244.44),(9 970844.44),(10 1107991),(11 1230819.9),(12 1331922.6),(13 1409429.8),(14 1466337.3),(15 1495052.8),(16 1496232.9),(17 1473118.8),(18 1434588.1),(19 1382618.5),(20 1322180.3),(21 1257076.9),(22 1191629.1),(23 1133574.6),(24 1082855.3),(25 1043793.75),(26 1016543),(27 1005330.3),(28 1009096.8),(29 1023846.4),(30 1045562.1),(31 1071441.4),(32 1100498.3),(33 1129234.5),(34 1154526.4),(35 1176304.8),(36 1191039.6),(37 1204168.8),(38 1214297.4),(39 1218311.3),(40 1218056.5),(41 1216622),(42 1214128.5),(43 1215250.5),(44 1217399),(45 1221144.8),(46 1224988.5),(47 1230484.6),(48 1237713.4),(49 1246976.1),(50 1261145.1),(51 1280431),(52 1304735.6),(53 1329927.3),(54 1351659),(55 1369736),(56 1388755.8),(57 1400002.6),(58 1397155.5),(59 1385379.8),(60 1366122.6),(61 1341325.5),(62 1312547.9),(63 1281579.4),(64 1247665.5),(65 1211731.6),(66 1175635.9),(67 1144290.6),(68 1123092.3),(69 1113241.6),(70 1116302.5),(71 1131697.1),(72 1158424.1),(73 1192095.6),(74 1226621.4),(75 1260551.4),(76 1286172.9),(77 1308845.3),(78 1327623.6),(79 1343966.5),
(1 19179.426),(2 71079.8),(3 148241.44),(4 243150.89),(5 348387.88),(6 460523.16),(7 572429.06),(8 679239.8),(9 781005.5),(10 873692.6),(11 954713.06),(12 1024476.6),(13 1078520),(14 1121444.3),(15 1147086.4),(16 1154359.1),(17 1144865.6),(18 1125758),(19 1097176.4),(20 1062395.4),(21 1018306.3),(22 971732.8),(23 931285.7),(24 901252.25),(25 879239),(26 867135.56),(27 866048.7),(28 879535.3),(29 905064.7),(30 940915),(31 983818.9),(32 1029366.94),(33 1073192.4),(34 1111299.9),(35 1141225.3),(36 1156046.1),(37 1160152.1),(38 1155989.8),(39 1146113.9),(40 1130610.6),(41 1112587.9),(42 1097816.1),(43 1087064.1),(44 1080113.3),(45 1079070.3),(46 1082692.1),(47 1093474.5),(48 1108560),(49 1128002.4),(50 1146722.4),(51 1164166.8),(52 1178226.6),(53 1182371.8),(54 1178646.9),(55 1163816.1),(56 1147953.6),(57 1132386),(58 1117204.8),(59 1104409.3),(60 1092548.8),(61 1081736.5),(62 1075909.9),(63 1072067.3),(64 1070042.6),(65 1068816.8),(66 1067192.1),(67 1064236.8),(68 1061660.1),(69 1062363.3),(70 1063699.3),(71 1069253),(72 1079696.4),(73 1094343.5),(74 1110195.3),(75 1122238.4),(76 1130630.3),(77 1135220.4),(78 1139170.6),(79 1141218.4),
(1 21260.176),(2 79598.48),(3 168251.5),(4 278758.1),(5 404421.06),(6 540283.8),(7 678103.4),(8 807466.9),(9 922259.5),(10 1017606.9),(11 1092143.8),(12 1144173.4),(13 1175118.3),(14 1189037.5),(15 1187475.6),(16 1175125.6),(17 1152938.4),(18 1123906.3),(19 1092742.5),(20 1061066.3),(21 1025100.56),(22 992004.7),(23 962644),(24 934452.56),(25 915679.9),(26 909043.7),(27 913392.2),(28 928269.9),(29 951166.4),(30 982415.06),(31 1023272.75),(32 1067354.4),(33 1107231.6),(34 1144801),(35 1175631.8),(36 1195992.4),(37 1207044.1),(38 1208919.1),(39 1203270.3),(40 1191360.4),(41 1180854.6),(42 1174953.8),(43 1169549.1),(44 1166917.8),(45 1174030.6),(46 1187489.3),(47 1207261.3),(48 1233406.6),(49 1266910.9),(50 1301242.8),(51 1334415.6),(52 1361693),(53 1377708.3),(54 1379348.8),(55 1370303.9),(56 1353117.9),(57 1331424),(58 1305820.4),(59 1278530.4),(60 1248897.1),(61 1217448),(62 1186800.3),(63 1161223.3),(64 1140034),(65 1123863.8),(66 1112451),(67 1104478.6),(68 1101940.4),(69 1105049.8),(70 1112672.1),(71 1124722),(72 1137947.3),(73 1151619.6),(74 1165445.9),(75 1176648.9),(76 1184042.3),(77 1185760.4),(78 1185117.8),(79 1183935.4),
(1 16622.768),(2 61224.266),(3 129610.78),(4 216072.94),(5 313865.2),(6 419238.66),(7 525581),(8 624939.94),(9 714055),(10 786569.94),(11 837882.3),(12 867508.9),(13 878545.75),(14 873333.25),(15 853788.06),(16 824037.5),(17 792375.3),(18 761027.94),(19 730848),(20 704233.7),(21 684016.4),(22 669537.6),(23 660952.4),(24 657206.3),(25 662362),(26 672891.7),(27 686173.94),(28 703587.1),(29 723966.56),(30 746863.94),(31 771272.06),(32 797497),(33 823729.94),(34 852798.7),(35 882561),(36 908871.44),(37 931062.75),(38 945364.06),(39 952722.25),(40 957572.8),(41 959265.3),(42 957823.94),(43 950984.2),(44 942942.5),(45 937033.94),(46 933500.06),(47 932658.1),(48 937231.3),(49 947333.94),(50 960680.56),(51 977728.4),(52 995676.6),(53 1009570.5),(54 1014103.94),(55 1010243.4),(56 998372.06),(57 984339.2),(58 968894.4),(59 956212.06),(60 945178.5),(61 934927.1),(62 924979.56),(63 917721.44),(64 914149.9),(65 915785.7),(66 923630.75),(67 931688.4),(68 944200.4),(69 962329.75),(70 984470.06),(71 1009790.4),(72 1033965),(73 1055317.9),(74 1076021.1),(75 1092549.4),(76 1106409.8),(77 1112627.3),(78 1113826.9),(79 1108413),
