1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11036.266),(2 36136.652),(3 77316.72),(4 127593.76),(5 192680.8),(6 266789.5),(7 349307),(8 430155.63),(9 515065.6),(10 589056),(11 655283.9),(12 710235.3),(13 763706.25),(14 808962.56),(15 853818.06),(16 895451.56),(17 938403.25),(18 984072.2),(19 1042561.7),(20 1108854),(21 1189857.3),(22 1268866.5),(23 1358259.8),(24 1433454),(25 1516410),(26 1589751.1),(27 1666491.5),(28 1737150.1),(29 1813571.5),(30 1884820.6),(31 1967668.1),(32 2056104.9),(33 2155283.8),(34 2243609.3),(35 2342917.3),(36 2422283.5),(37 2505541.3),(38 2566771.5),(39 2631656.3),(40 2682776.8),(41 2735065.3),(42 2777416.3),(43 2835858.3),(44 2882200.3),(45 2950844),(46 3028523.3),(47 3132148),(48 3246466),(49 3353998.8),(50 3438397),(51 3549063.3),(52 3649086.8),(53 3749476),(54 3832175.3),(55 3938483.3),(56 4034913.3),(57 4151791.3),(58 4271864.5),(59 4429579),(60 4565272.5),(61 4716944.5),(62 4849614),(63 5007711),(64 5158895),(65 5315942.5),(66 5445516),(67 5584268),(68 5706507.5),(69 5842112),(70 5981513.5),(71 6165212.5),(72 6356221.5),(73 6571168),(74 6770270.5),(75 6951952.5),(76 7122384),(77 7314500),(78 7488188),(79 7684722.5),
(1 86.88824),(2 113.85008),(3 130.77756),(4 139.3959),(5 150.22318),(6 157.15729),(7 161.78862),(8 167.88402),(9 172.14333),(10 177.44609),(11 180.05672),(12 179.83003),(13 181.80066),(14 182.37123),(15 187.24876),(16 189.32196),(17 191.29826),(18 191.8017),(19 191.6447),(20 193.62036),(21 193.13614),(22 196.78362),(23 195.42969),(24 197.15729),(25 198.5876),(26 199.47334),(27 200.76605),(28 200.34972),(29 199.8366),(30 201.70558),(31 201.09927),(32 198.47029),(33 197.76154),(34 197.90315),(35 197.20717),(36 198.42464),(37 198.42311),(38 200.16797),(39 200.07817),(40 198.78807),(41 199.03741),(42 201.51796),(43 203.51471),(44 202.9557),(45 202.53273),(46 204.65987),(47 203.87752),(48 205.45284),(49 205.25284),(50 205.64728),(51 207.7972),(52 208.33789),(53 208.53287),(54 208.61685),(55 210.78822),(56 212.36171),(57 209.53499),(58 207.17177),(59 206.85294),(60 207.36969),(61 206.81432),(62 206.64462),(63 210.31197),(64 211.58461),(65 208.79454),(66 208.60242),(67 208.91669),(68 208.87056),(69 208.81361),(70 211.93933),(71 210.02814),(72 210.83934),(73 212.15724),(74 212.3476),(75 215.32808),(76 214.2607),(77 214.57964),(78 214.27315),(79 215.72627),
(1 85.589264),(2 112.11512),(3 128.56982),(4 141.31116),(5 151.74565),(6 160.87811),(7 167.69609),(8 172.19087),(9 176.74136),(10 179.95747),(11 184.36905),(12 185.47806),(13 189.86954),(14 191.00424),(15 192.97263),(16 190.48953),(17 191.7503),(18 192.6782),(19 192.27013),(20 193.50883),(21 191.61098),(22 194.95493),(23 194.16385),(24 195.33679),(25 194.97308),(26 194.07011),(27 196.91075),(28 195.85376),(29 191.93002),(30 189.93306),(31 192.36234),(32 189.96744),(33 189.40657),(34 187.76132),(35 185.62228),(36 188.16232),(37 186.7039),(38 188.27286),(39 189.95918),(40 188.22533),(41 191.3964),(42 193.6168),(43 195.02843),(44 192.98389),(45 193.3699),(46 193.52208),(47 193.96492),(48 195.01149),(49 196.0205),(50 193.63652),(51 198.8077),(52 200.25304),(53 198.7591),(54 197.01955),(55 197.93091),(56 198.50967),(57 198.13783),(58 197.10988),(59 199.27927),(60 199.59383),(61 200.19836),(62 200.4011),(63 199.94356),(64 198.50284),(65 195.90694),(66 193.48077),(67 193.92688),(68 194.81715),(69 197.5827),(70 199.7991),(71 198.92519),(72 195.45135),(73 198.78975),(74 199.17563),(75 205.2737),(76 207.49313),(77 207.65395),(78 206.24316),(79 204.99944),
(1 86.28126),(2 113.02028),(3 129.21257),(4 138.75179),(5 149.25331),(6 155.59142),(7 162.08107),(8 168.02913),(9 169.00267),(10 174.38586),(11 174.4703),(12 173.87761),(13 176.38628),(14 175.2689),(15 179.03024),(16 180.5719),(17 181.08125),(18 180.39925),(19 182.73363),(20 186.21828),(21 185.21056),(22 190.78896),(23 191.33844),(24 191.22421),(25 190.11327),(26 190.69357),(27 192.41566),(28 193.6914),(29 193.31816),(30 194.26157),(31 194.60435),(32 193.57585),(33 193.53206),(34 193.0524),(35 192.42567),(36 195.15099),(37 193.87625),(38 195.60612),(39 199.02779),(40 198.20178),(41 199.70488),(42 201.93066),(43 199.96683),(44 197.449),(45 198.97021),(46 199.65561),(47 198.32579),(48 196.78377),(49 196.98204),(50 196.40932),(51 197.54283),(52 197.8416),(53 198.99219),(54 197.26329),(55 195.91147),(56 194.13966),(57 192.01978),(58 191.30388),(59 190.56836),(60 194.07849),(61 193.24113),(62 192.20193),(63 193.85492),(64 194.89952),(65 195.67918),(66 193.94426),(67 196.10788),(68 195.45412),(69 194.88115),(70 195.56256),(71 195.30882),(72 193.80423),(73 195.14574),(74 195.86899),(75 199.54887),(76 198.8873),(77 198.62839),(78 197.56944),(79 198.60011),
(1 84.06833),(2 108.951866),(3 126.38769),(4 140.34448),(5 149.03334),(6 156.81894),(7 162.79654),(8 166.28664),(9 169.68887),(10 173.7982),(11 177.59875),(12 177.77338),(13 178.17523),(14 182.8608),(15 186.97505),(16 185.72797),(17 186.05879),(18 185.63968),(19 185.59982),(20 188.46184),(21 189.4998),(22 191.44603),(23 189.81978),(24 190.92912),(25 189.5863),(26 188.47116),(27 191.12482),(28 191.49217),(29 191.7043),(30 194.13148),(31 195.87996),(32 194.17947),(33 193.81789),(34 193.20705),(35 192.86252),(36 193.73462),(37 191.96848),(38 196.01509),(39 198.16133),(40 196.87027),(41 200.32811),(42 201.2267),(43 202.86876),(44 202.82126),(45 202.43134),(46 203.37144),(47 202.15416),(48 206.27455),(49 206.63237),(50 204.93452),(51 206.29099),(52 202.67096),(53 202.8457),(54 201.27615),(55 199.5143),(56 198.26189),(57 197.30696),(58 197.86931),(59 198.21054),(60 196.7037),(61 197.3505),(62 198.30112),(63 197.5631),(64 197.92558),(65 197.35971),(66 196.74641),(67 195.94128),(68 197.26396),(69 198.13274),(70 198.85097),(71 197.49178),(72 195.17332),(73 195.56944),(74 196.35733),(75 197.86446),(76 197.63107),(77 197.94815),(78 197.24464),(79 196.46632),
(1 84.4697),(2 109.26551),(3 125.26072),(4 138.5123),(5 147.25548),(6 156.18918),(7 159.52625),(8 163.65115),(9 166.9913),(10 171.57915),(11 174.58305),(12 176.0726),(13 178.14078),(14 178.58394),(15 183.13249),(16 182.77023),(17 182.23663),(18 181.88266),(19 183.78423),(20 187.17389),(21 183.4217),(22 183.8925),(23 182.43903),(24 182.6675),(25 179.6582),(26 181.70576),(27 184.87617),(28 183.64282),(29 184.06316),(30 183.78766),(31 186.248),(32 182.0494),(33 183.34102),(34 185.38719),(35 186.09221),(36 193.3252),(37 195.3675),(38 195.88214),(39 202.11652),(40 200.33795),(41 201.125),(42 200.77792),(43 199.24898),(44 197.3934),(45 197.21713),(46 197.76695),(47 194.69202),(48 197.05423),(49 198.56523),(50 198.22356),(51 197.72525),(52 196.4458),(53 192.63759),(54 191.21231),(55 188.59802),(56 185.99377),(57 182.644),(58 184.91675),(59 184.05019),(60 184.45999),(61 184.55534),(62 185.91602),(63 189.07977),(64 189.23898),(65 189.17561),(66 189.44621),(67 188.88507),(68 191.40523),(69 188.58792),(70 189.19957),(71 188.75548),(72 192.9528),(73 194.31598),(74 196.57236),(75 198.35612),(76 201.5363),(77 204.3806),(78 203.2648),(79 205.84265),
(1 84.09413),(2 109.74156),(3 124.57095),(4 139.60411),(5 149.9695),(6 155.59038),(7 164.75183),(8 168.76251),(9 172.69888),(10 172.99586),(11 173.89651),(12 176.50844),(13 176.46405),(14 175.805),(15 178.26967),(16 177.69156),(17 180.61714),(18 180.97522),(19 181.96263),(20 181.1818),(21 183.75595),(22 186.18327),(23 186.08275),(24 185.33029),(25 185.00069),(26 186.62886),(27 193.60825),(28 192.45285),(29 191.48158),(30 191.04051),(31 193.48273),(32 195.35718),(33 193.54234),(34 192.705),(35 191.23994),(36 194.27615),(37 195.91354),(38 196.90247),(39 199.64352),(40 197.02876),(41 199.97218),(42 199.6104),(43 201.3912),(44 199.60309),(45 205.29736),(46 204.3049),(47 201.91536),(48 201.54013),(49 203.64035),(50 204.86142),(51 205.82323),(52 204.74146),(53 203.12766),(54 199.22118),(55 194.80286),(56 194.10674),(57 192.08076),(58 190.5645),(59 193.15047),(60 193.2645),(61 195.03204),(62 198.0715),(63 198.87802),(64 199.24857),(65 197.85863),(66 196.77875),(67 197.99728),(68 199.23642),(69 198.19257),(70 199.69914),(71 197.91934),(72 198.05534),(73 199.45837),(74 199.52467),(75 202.2563),(76 202.44957),(77 204.89415),(78 204.22719),(79 205.22934),
(1 78.96283),(2 105.58767),(3 122.48464),(4 136.2009),(5 146.19505),(6 153.03949),(7 158.84409),(8 160.75647),(9 164.30594),(10 164.91739),(11 167.66269),(12 168.82687),(13 169.57953),(14 169.51341),(15 172.37062),(16 172.89017),(17 174.62512),(18 173.86998),(19 176.01256),(20 178.13078),(21 176.24034),(22 176.6914),(23 177.69046),(24 176.75246),(25 176.86156),(26 175.52849),(27 179.55748),(28 176.50063),(29 176.47754),(30 175.48514),(31 176.8386),(32 177.29161),(33 176.97177),(34 175.80981),(35 179.07411),(36 180.17198),(37 182.73917),(38 184.1213),(39 186.47374),(40 184.6496),(41 185.10007),(42 183.37488),(43 183.92436),(44 185.31178),(45 186.93042),(46 189.1202),(47 186.84547),(48 185.29095),(49 186.16321),(50 187.18095),(51 187.4652),(52 186.53377),(53 186.61685),(54 186.2427),(55 186.10017),(56 186.27579),(57 186.76768),(58 187.71747),(59 185.87502),(60 184.70909),(61 186.19165),(62 184.3093),(63 186.86838),(64 185.39401),(65 184.1189),(66 183.9321),(67 182.32217),(68 179.82999),(69 180.72566),(70 181.21935),(71 181.46956),(72 182.44626),(73 181.25522),(74 181.71202),(75 184.0855),(76 183.26349),(77 185.1721),(78 183.16093),(79 184.34445),
(1 83.60412),(2 108.462585),(3 126.17214),(4 137.9853),(5 148.17674),(6 154.35333),(7 161.14902),(8 165.13145),(9 168.27165),(10 168.0002),(11 170.08588),(12 172.7515),(13 177.27943),(14 175.5937),(15 179.83876),(16 178.50159),(17 179.82399),(18 180.92778),(19 182.19452),(20 182.47194),(21 181.97583),(22 183.58502),(23 183.51503),(24 182.77568),(25 182.55516),(26 182.57442),(27 185.29832),(28 184.09308),(29 186.19693),(30 185.43181),(31 187.35736),(32 187.25781),(33 185.30412),(34 186.53848),(35 186.67189),(36 189.38567),(37 190.84099),(38 193.71219),(39 196.06218),(40 196.11398),(41 195.1826),(42 194.49472),(43 196.60667),(44 197.04616),(45 198.48178),(46 198.43422),(47 194.23866),(48 194.60278),(49 193.90746),(50 192.97688),(51 196.88182),(52 194.1951),(53 193.34367),(54 191.38403),(55 192.5896),(56 191.7689),(57 189.12537),(58 188.63577),(59 187.1536),(60 184.86229),(61 183.85669),(62 182.24443),(63 186.43286),(64 187.59541),(65 186.5795),(66 184.13036),(67 181.67825),(68 184.45242),(69 185.32658),(70 189.3727),(71 188.93803),(72 187.08138),(73 188.88007),(74 189.98766),(75 190.99045),(76 190.18582),(77 192.69994),(78 191.75635),(79 194.6068),
(1 82.15886),(2 104.96145),(3 121.59794),(4 134.9059),(5 143.19934),(6 149.18895),(7 155.78822),(8 158.13432),(9 163.36427),(10 166.0518),(11 169.6692),(12 169.82788),(13 173.89871),(14 172.44676),(15 174.0342),(16 171.72574),(17 173.0953),(18 171.07649),(19 173.3772),(20 173.11125),(21 171.04008),(22 170.59561),(23 170.84431),(24 169.52486),(25 169.70186),(26 171.2187),(27 172.80466),(28 172.66475),(29 175.40413),(30 172.86249),(31 172.48135),(32 174.02313),(33 176.2871),(34 177.78525),(35 178.8382),(36 179.626),(37 181.0297),(38 183.70676),(39 187.19435),(40 187.63121),(41 187.05124),(42 188.47385),(43 187.8238),(44 189.2995),(45 189.9423),(46 192.26054),(47 191.27707),(48 194.61566),(49 194.97484),(50 194.20552),(51 196.10233),(52 192.71225),(53 193.50552),(54 193.33571),(55 191.2614),(56 189.59258),(57 188.20627),(58 186.87383),(59 184.5227),(60 181.9669),(61 184.78813),(62 183.95178),(63 186.12747),(64 185.9235),(65 187.09653),(66 185.70718),(67 185.28862),(68 185.21884),(69 185.62115),(70 184.38025),(71 184.60336),(72 184.72258),(73 184.03352),(74 186.27803),(75 186.1779),(76 187.8185),(77 189.97504),(78 190.32802),(79 189.265),
(1 79.535774),(2 101.822624),(3 115.928604),(4 127.05181),(5 137.31848),(6 142.92154),(7 146.3219),(8 149.26907),(9 154.32721),(10 159.22774),(11 163.67052),(12 166.77515),(13 169.62321),(14 167.00374),(15 168.48558),(16 167.44586),(17 169.02837),(18 166.3277),(19 167.95013),(20 169.58017),(21 169.26186),(22 169.21579),(23 170.32106),(24 170.47354),(25 168.9362),(26 172.30788),(27 172.70297),(28 171.6099),(29 173.20874),(30 173.81535),(31 175.48747),(32 176.31348),(33 176.14207),(34 177.63762),(35 176.20786),(36 175.58914),(37 178.05295),(38 177.01225),(39 178.28426),(40 176.9477),(41 176.89557),(42 176.98454),(43 176.13007),(44 176.92197),(45 176.55243),(46 175.60779),(47 174.42505),(48 174.3783),(49 173.43546),(50 173.39937),(51 174.5593),(52 172.57295),(53 172.14456),(54 172.50603),(55 171.40944),(56 172.91159),(57 173.46976),(58 173.91617),(59 171.01566),(60 170.04468),(61 169.87236),(62 170.12485),(63 170.89445),(64 171.26312),(65 173.22607),(66 172.24818),(67 172.43016),(68 173.21489),(69 174.80237),(70 177.31671),(71 177.7797),(72 176.5196),(73 176.8965),(74 178.49036),(75 178.10832),(76 181.70316),(77 183.09244),(78 182.03903),(79 181.28838),
(1 82.11486),(2 105.622406),(3 120.73893),(4 133.38438),(5 142.85744),(6 149.46065),(7 155.19882),(8 158.36084),(9 160.34435),(10 165.50482),(11 166.73395),(12 169.72876),(13 170.81741),(14 170.67215),(15 172.40724),(16 171.66937),(17 174.72171),(18 175.26729),(19 177.33542),(20 179.21974),(21 179.41571),(22 179.97021),(23 179.79256),(24 177.35147),(25 178.87234),(26 178.87515),(27 179.09923),(28 177.47995),(29 177.29427),(30 176.8288),(31 178.98029),(32 179.97256),(33 178.06654),(34 179.44154),(35 179.63524),(36 180.93668),(37 184.63478),(38 183.67297),(39 184.67326),(40 182.98022),(41 182.57153),(42 182.86307),(43 180.39201),(44 183.77736),(45 185.109),(46 187.99956),(47 185.6315),(48 184.31177),(49 184.69461),(50 183.51923),(51 181.79015),(52 178.60329),(53 177.0723),(54 177.43768),(55 177.20174),(56 175.25479),(57 172.93553),(58 172.78174),(59 172.26965),(60 173.39267),(61 173.43738),(62 171.91064),(63 172.28452),(64 173.72023),(65 173.58585),(66 171.99542),(67 172.0511),(68 173.68753),(69 174.06656),(70 175.07848),(71 174.79637),(72 172.67369),(73 175.34773),(74 177.96133),(75 179.63666),(76 180.29077),(77 183.27063),(78 184.82066),(79 188.67659),
(1 78.722374),(2 101.640564),(3 116.838554),(4 128.99168),(5 137.13553),(6 145.52763),(7 151.53459),(8 154.38728),(9 155.68816),(10 160.24188),(11 162.94911),(12 165.52197),(13 168.41833),(14 167.35994),(15 169.25327),(16 168.95375),(17 168.86707),(18 169.334),(19 168.87709),(20 171.00946),(21 171.67906),(22 171.84406),(23 174.13768),(24 173.20958),(25 172.59975),(26 175.05284),(27 175.8103),(28 173.31314),(29 173.58578),(30 172.68721),(31 174.57039),(32 173.44029),(33 173.69647),(34 173.9989),(35 174.34705),(36 173.56308),(37 177.27),(38 175.89198),(39 177.85568),(40 177.87259),(41 177.96596),(42 180.79153),(43 183.52739),(44 183.62785),(45 183.84204),(46 186.09534),(47 181.93343),(48 179.56471),(49 179.92369),(50 179.28398),(51 180.69348),(52 179.33174),(53 178.33504),(54 177.20982),(55 175.76),(56 173.10263),(57 173.54573),(58 173.86787),(59 172.65869),(60 174.7491),(61 173.31882),(62 173.78426),(63 171.74124),(64 170.92163),(65 170.86423),(66 170.4983),(67 171.1185),(68 173.7994),(69 173.92899),(70 174.99568),(71 176.64905),(72 176.40018),(73 174.91106),(74 173.99301),(75 174.01367),(76 173.56627),(77 174.17894),(78 174.21733),(79 177.23802),
(1 79.952),(2 104.054924),(3 119.11463),(4 131.23047),(5 140.36725),(6 146.43234),(7 154.62193),(8 158.61597),(9 160.37247),(10 167.3343),(11 167.27519),(12 171.1421),(13 172.57608),(14 170.88252),(15 172.04163),(16 171.1506),(17 173.2145),(18 172.72157),(19 175.89523),(20 174.96912),(21 172.24353),(22 172.7954),(23 173.08148),(24 174.0148),(25 173.78354),(26 175.57549),(27 175.4949),(28 175.36913),(29 175.70963),(30 173.89037),(31 175.12004),(32 175.80348),(33 174.72269),(34 173.29436),(35 174.37077),(36 175.01526),(37 176.49954),(38 175.1143),(39 176.96768),(40 177.24225),(41 178.43307),(42 178.88672),(43 177.21414),(44 177.34451),(45 177.67749),(46 179.61891),(47 178.38115),(48 178.34056),(49 177.17899),(50 174.5394),(51 176.44504),(52 175.31319),(53 176.14256),(54 176.61577),(55 179.40883),(56 179.53523),(57 181.40518),(58 181.48395),(59 181.2996),(60 182.36739),(61 183.19344),(62 183.89459),(63 183.10397),(64 181.79688),(65 180.37494),(66 178.03798),(67 177.98434),(68 175.87225),(69 177.98558),(70 176.57544),(71 174.33139),(72 174.42046),(73 174.62651),(74 174.19568),(75 178.2959),(76 178.19653),(77 177.16016),(78 179.99304),(79 179.97617),
(1 77.634834),(2 100.33576),(3 116.958305),(4 130.85518),(5 140.34456),(6 142.71591),(7 147.195),(8 152.82869),(9 154.07005),(10 156.58968),(11 161.44922),(12 164.2938),(13 167.71928),(14 165.42819),(15 167.42995),(16 165.52576),(17 167.91792),(18 169.11763),(19 170.2261),(20 171.93358),(21 172.54643),(22 174.97325),(23 173.13213),(24 172.30322),(25 173.08624),(26 174.78438),(27 176.42244),(28 170.97418),(29 170.52643),(30 171.36964),(31 170.98201),(32 172.01613),(33 170.3076),(34 171.10703),(35 170.02977),(36 170.8066),(37 173.45839),(38 171.7868),(39 170.6481),(40 169.26788),(41 169.46098),(42 170.39949),(43 169.58604),(44 169.49411),(45 170.18166),(46 169.93025),(47 171.11064),(48 172.19064),(49 173.56955),(50 175.69089),(51 176.64595),(52 176.10718),(53 175.57379),(54 176.3247),(55 176.86403),(56 176.83923),(57 176.71614),(58 176.71513),(59 175.38654),(60 172.67657),(61 173.77563),(62 171.43477),(63 170.08228),(64 168.93742),(65 169.66006),(66 167.71413),(67 170.1641),(68 170.41917),(69 169.44612),(70 169.17854),(71 167.42233),(72 168.27405),(73 170.5523),(74 169.63919),(75 170.29962),(76 168.52032),(77 169.45267),(78 168.27316),(79 170.20238),
(1 79.71332),(2 103.71236),(3 119.998985),(4 130.53941),(5 138.07898),(6 142.63992),(7 152.29556),(8 155.93564),(9 161.34525),(10 162.43825),(11 164.19661),(12 168.06412),(13 171.54393),(14 173.55434),(15 175.29605),(16 173.04738),(17 173.93733),(18 175.5098),(19 177.06871),(20 177.4179),(21 174.85345),(22 175.63274),(23 173.5273),(24 175.60786),(25 174.61726),(26 173.70982),(27 174.9727),(28 171.38525),(29 169.29161),(30 170.5219),(31 171.98291),(32 174.1363),(33 173.95773),(34 174.45177),(35 175.1185),(36 174.8067),(37 177.24744),(38 173.6683),(39 176.11028),(40 173.25752),(41 173.11409),(42 174.82935),(43 174.2659),(44 173.86292),(45 173.78673),(46 174.46248),(47 172.74643),(48 172.10378),(49 170.5781),(50 170.81177),(51 170.8372),(52 170.82741),(53 172.56235),(54 173.28424),(55 175.11687),(56 175.08841),(57 173.69875),(58 172.42268),(59 173.2654),(60 171.82143),(61 173.37741),(62 172.82982),(63 174.64235),(64 173.58983),(65 172.13693),(66 171.0618),(67 171.13231),(68 171.61745),(69 171.81415),(70 172.38237),(71 172.82153),(72 172.14204),(73 170.28108),(74 172.45587),(75 175.84822),(76 177.00505),(77 178.23196),(78 179.72401),(79 177.86967),
(1 78.459465),(2 102.49494),(3 118.3557),(4 129.74693),(5 139.57117),(6 145.406),(7 151.98903),(8 154.31366),(9 157.16353),(10 161.54541),(11 163.16545),(12 163.45912),(13 164.05948),(14 164.21185),(15 166.80655),(16 165.59575),(17 168.96779),(18 167.42552),(19 171.0335),(20 173.78963),(21 170.82457),(22 171.86765),(23 172.66418),(24 172.31915),(25 172.38516),(26 172.10037),(27 171.06021),(28 172.75183),(29 173.4646),(30 172.316),(31 174.89763),(32 173.20229),(33 173.12086),(34 172.2226),(35 169.16713),(36 170.27197),(37 173.89624),(38 173.47504),(39 175.28075),(40 174.11491),(41 173.95445),(42 173.30946),(43 172.406),(44 172.19821),(45 172.4374),(46 175.03014),(47 173.97572),(48 174.23074),(49 173.91513),(50 173.95052),(51 174.39389),(52 176.50946),(53 177.16881),(54 175.70326),(55 175.07654),(56 174.71027),(57 174.53084),(58 172.27252),(59 171.2433),(60 170.08807),(61 168.36397),(62 169.25574),(63 168.90387),(64 167.01884),(65 167.20717),(66 166.98604),(67 167.20232),(68 165.34659),(69 166.72191),(70 167.22855),(71 167.76283),(72 168.56895),(73 169.3857),(74 170.04874),(75 174.77373),(76 173.54729),(77 175.66437),(78 177.12576),(79 176.71611),
(1 77.971794),(2 102.55398),(3 118.470245),(4 131.12823),(5 140.14058),(6 142.69264),(7 150.1713),(8 154.3103),(9 155.32774),(10 159.22899),(11 161.16013),(12 166.18805),(13 167.78549),(14 168.65576),(15 168.57397),(16 169.3838),(17 171.16432),(18 172.58311),(19 174.51123),(20 174.9659),(21 175.19722),(22 175.92433),(23 175.4497),(24 174.62302),(25 173.08806),(26 174.70222),(27 173.88919),(28 172.30711),(29 173.37195),(30 171.92105),(31 173.75641),(32 174.90913),(33 172.81961),(34 173.13951),(35 173.95132),(36 174.73903),(37 173.8786),(38 174.28746),(39 173.78636),(40 170.40585),(41 170.81625),(42 167.18994),(43 166.31682),(44 164.98045),(45 167.66956),(46 167.40561),(47 167.69475),(48 166.32518),(49 164.4356),(50 165.57022),(51 166.76932),(52 167.68184),(53 167.26245),(54 167.39667),(55 168.19685),(56 166.78203),(57 168.6073),(58 167.96587),(59 167.36128),(60 164.97319),(61 164.56812),(62 162.85538),(63 164.38878),(64 163.18414),(65 164.15446),(66 162.50595),(67 161.05406),(68 162.48175),(69 163.14902),(70 163.31427),(71 163.82281),(72 164.17474),(73 165.0592),(74 165.09851),(75 166.45195),(76 165.24626),(77 168.91849),(78 169.26651),(79 171.54927),
