1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50900.31),(2 123329.23),(3 219128.83),(4 324899.63),(5 439119.88),(6 546389.44),(7 664579.4),(8 787888.7),(9 898756.7),(10 1021412.06),(11 1128045),(12 1222803.4),(13 1316224.6),(14 1405020),(15 1501184),(16 1604731),(17 1701262.4),(18 1771726.5),(19 1840429.6),(20 1903832.9),(21 1952456.9),(22 2003388),(23 2034905),(24 2053026.1),(25 2061887.9),(26 2062357.6),(27 2061285.6),(28 2055313.1),(29 2047146.9),(30 2036040.9),(31 2032744.1),(32 2034475),(33 2054295.1),(34 2093974.9),(35 2115523.8),(36 2113689.3),(37 2143377.8),(38 2148064.8),(39 2226781.5),(40 2253813.3),(41 2269708),(42 2263451.5),(43 2258065.3),(44 2248286.8),(45 2229594.3),(46 2205581),(47 2194379),(48 2196177),(49 2199119.3),(50 2203802),(51 2217469.3),(52 2233803),(53 2271288.8),(54 2307051.3),(55 2346029.8),(56 2400000.3),(57 2465438.8),(58 2517887.3),(59 2588456.3),(60 2644462),(61 2732607.8),(62 2816180.8),(63 2904876.3),(64 2997486),(65 3095411.3),(66 3191014.8),(67 3281671.3),(68 3378961.3),(69 3465760),(70 3541805.8),(71 3590064.3),(72 3619614.3),(73 3647885.3),(74 3666914.8),(75 3646847.8),(76 3653321),(77 3659090.8),(78 3640463.3),(79 3630212),
(1 110.833916),(2 125.89594),(3 134.66502),(4 137.1147),(5 144.66678),(6 143.86395),(7 148.08563),(8 150.2018),(9 153.76321),(10 152.27802),(11 155.63695),(12 155.2147),(13 154.66125),(14 156.9071),(15 154.71771),(16 157.3923),(17 161.14879),(18 160.18346),(19 159.96222),(20 161.50253),(21 160.43971),(22 158.82913),(23 159.92229),(24 159.92676),(25 159.23714),(26 160.31194),(27 157.37402),(28 157.97676),(29 157.16072),(30 155.09697),(31 156.08086),(32 158.44545),(33 158.84415),(34 158.23965),(35 158.52586),(36 160.43356),(37 160.01326),(38 160.9508),(39 160.88835),(40 158.97046),(41 157.50249),(42 157.51747),(43 160.80666),(44 159.21645),(45 158.66637),(46 162.00067),(47 159.22586),(48 159.73349),(49 163.37405),(50 162.37634),(51 162.35948),(52 166.19374),(53 163.51823),(54 163.5083),(55 164.31612),(56 160.4869),(57 162.48027),(58 163.26007),(59 162.78795),(60 162.42093),(61 161.05629),(62 159.921),(63 161.86972),(64 159.82632),(65 158.33337),(66 161.3282),(67 159.6053),(68 159.29633),(69 161.15625),(70 161.29755),(71 161.3079),(72 162.87874),(73 160.85358),(74 160.51627),(75 162.26183),(76 159.80203),(77 158.73729),(78 160.32971),(79 159.84305),
(1 108.79042),(2 123.017914),(3 130.93169),(4 133.13763),(5 139.88875),(6 140.95938),(7 144.10843),(8 145.64955),(9 145.05145),(10 146.52676),(11 148.50096),(12 150.22246),(13 148.21068),(14 150.86871),(15 149.09247),(16 150.7216),(17 153.30405),(18 153.42801),(19 153.1994),(20 153.62714),(21 152.12106),(22 153.24376),(23 153.11784),(24 154.29376),(25 154.09892),(26 157.35866),(27 153.79991),(28 154.62552),(29 153.75157),(30 153.58134),(31 153.57915),(32 157.08795),(33 156.71114),(34 155.92662),(35 157.64973),(36 156.76402),(37 158.6887),(38 159.02193),(39 157.00691),(40 159.02844),(41 156.6777),(42 157.01604),(43 158.05591),(44 156.74089),(45 155.62949),(46 159.09796),(47 156.8104),(48 157.17627),(49 160.55519),(50 157.7392),(51 156.98099),(52 159.86848),(53 157.51361),(54 159.70468),(55 160.17686),(56 157.7038),(57 159.03807),(58 159.5672),(59 158.09018),(60 160.05296),(61 158.0419),(62 157.30081),(63 160.03748),(64 156.76257),(65 157.99466),(66 158.7908),(67 156.54088),(68 156.06161),(69 156.64165),(70 154.82713),(71 155.72018),(72 155.48196),(73 154.24242),(74 154.15521),(75 156.0094),(76 152.75546),(77 152.35071),(78 154.96169),(79 154.06361),
(1 107.61186),(2 122.70638),(3 131.20973),(4 134.845),(5 139.72598),(6 141.49942),(7 144.14212),(8 146.2502),(9 147.54013),(10 148.66249),(11 149.24858),(12 150.03899),(13 150.38449),(14 151.70084),(15 152.14629),(16 153.07202),(17 159.17087),(18 155.17409),(19 156.24706),(20 156.95866),(21 155.99843),(22 155.69414),(23 157.08813),(24 157.32854),(25 155.35947),(26 159.19891),(27 157.35674),(28 157.0762),(29 157.69183),(30 157.69807),(31 156.28854),(32 160.14671),(33 158.7937),(34 160.89091),(35 162.72809),(36 162.12495),(37 161.31122),(38 162.1808),(39 161.27766),(40 160.67108),(41 159.49846),(42 160.66196),(43 162.84045),(44 159.45087),(45 158.99918),(46 161.77985),(47 159.39717),(48 160.20808),(49 161.22498),(50 160.47073),(51 160.20193),(52 162.50078),(53 160.57861),(54 161.29901),(55 161.23427),(56 158.9127),(57 158.58327),(58 157.64714),(59 156.43842),(60 159.42271),(61 157.3737),(62 156.14758),(63 158.72606),(64 155.99109),(65 157.1124),(66 158.80159),(67 156.53668),(68 155.9836),(69 156.76134),(70 157.05243),(71 155.84175),(72 156.38539),(73 155.56166),(74 154.85826),(75 157.92725),(76 155.23726),(77 154.61601),(78 157.98889),(79 155.06918),
(1 103.63151),(2 117.70665),(3 126.73748),(4 132.2942),(5 136.16414),(6 139.74689),(7 142.73337),(8 146.00082),(9 144.46715),(10 145.83955),(11 145.26317),(12 145.99542),(13 145.72552),(14 148.11438),(15 147.06685),(16 147.14735),(17 150.48788),(18 148.48257),(19 149.45985),(20 149.95409),(21 148.53949),(22 149.3072),(23 149.47478),(24 150.38905),(25 149.03021),(26 150.94621),(27 148.74095),(28 149.28809),(29 150.83282),(30 150.00137),(31 150.05373),(32 153.74207),(33 153.03523),(34 154.94197),(35 156.4956),(36 155.08003),(37 156.87671),(38 158.31322),(39 156.47263),(40 156.23044),(41 155.46925),(42 154.96889),(43 155.21768),(44 152.1797),(45 153.61246),(46 155.68863),(47 153.50508),(48 153.99815),(49 155.63885),(50 153.6653),(51 153.74576),(52 157.05359),(53 153.1599),(54 155.59145),(55 156.31503),(56 154.34749),(57 154.74702),(58 153.86331),(59 154.45456),(60 154.67291),(61 153.51173),(62 153.51642),(63 154.47832),(64 153.84363),(65 152.77841),(66 155.3266),(67 152.10574),(68 151.64917),(69 153.09494),(70 152.8581),(71 152.30344),(72 153.6334),(73 151.71828),(74 152.25952),(75 152.79532),(76 150.92894),(77 149.7851),(78 151.62616),(79 148.65851),
(1 102.01418),(2 117.371475),(3 125.187874),(4 128.54518),(5 133.04845),(6 136.28409),(7 140.50385),(8 143.18907),(9 143.47487),(10 143.26898),(11 146.69228),(12 145.68414),(13 145.76569),(14 148.02844),(15 146.3924),(16 147.24261),(17 150.59999),(18 149.66867),(19 149.47284),(20 149.14838),(21 148.24101),(22 148.09395),(23 148.4893),(24 149.3434),(25 148.6233),(26 150.89647),(27 149.96988),(28 149.12994),(29 149.80605),(30 148.6866),(31 149.10974),(32 150.50304),(33 150.19833),(34 150.48798),(35 151.45435),(36 152.58801),(37 153.30487),(38 156.6005),(39 153.95801),(40 155.0115),(41 153.2393),(42 153.93126),(43 153.41937),(44 151.97636),(45 152.77177),(46 155.73026),(47 153.54936),(48 155.08192),(49 154.63765),(50 152.94849),(51 152.70453),(52 156.3693),(53 153.30458),(54 155.49391),(55 155.38547),(56 152.37244),(57 153.28252),(58 153.52638),(59 153.5343),(60 151.93225),(61 152.54037),(62 152.15768),(63 154.07571),(64 152.68553),(65 152.16708),(66 154.46165),(67 153.52998),(68 152.63339),(69 153.45618),(70 153.02296),(71 152.78891),(72 154.97836),(73 153.03345),(74 152.78795),(75 153.92339),(76 151.99858),(77 150.87982),(78 154.11224),(79 151.52612),
(1 97.38866),(2 112.78575),(3 121.73561),(4 125.25207),(5 128.83466),(6 132.31046),(7 136.16177),(8 138.52669),(9 137.85818),(10 139.07356),(11 140.86066),(12 140.17615),(13 139.59085),(14 141.33917),(15 140.30348),(16 141.69344),(17 145.61555),(18 144.62773),(19 143.90733),(20 144.68378),(21 144.12152),(22 144.23898),(23 143.85725),(24 143.89578),(25 143.08577),(26 146.17711),(27 144.38255),(28 145.006),(29 146.71568),(30 143.48058),(31 143.13449),(32 145.0896),(33 144.14609),(34 146.49998),(35 146.15385),(36 145.59192),(37 146.93465),(38 149.50049),(39 148.3322),(40 149.34058),(41 147.45486),(42 147.0171),(43 147.88206),(44 146.03018),(45 146.17351),(46 148.44667),(47 146.99974),(48 148.12068),(49 149.75089),(50 147.34282),(51 146.80547),(52 149.23415),(53 146.95767),(54 147.94319),(55 148.59123),(56 146.14537),(57 147.07907),(58 147.63528),(59 146.32465),(60 147.0386),(61 145.57657),(62 147.32053),(63 147.44936),(64 145.66922),(65 144.96487),(66 146.30284),(67 145.23074),(68 143.89035),(69 146.21333),(70 145.92937),(71 144.6449),(72 147.34752),(73 146.82426),(74 146.46744),(75 149.17703),(76 147.40697),(77 145.8077),(78 147.75821),(79 146.2987),
(1 97.102165),(2 111.790504),(3 118.88957),(4 124.945045),(5 128.87856),(6 131.66595),(7 134.54031),(8 136.68488),(9 136.321),(10 137.14383),(11 139.14993),(12 139.56172),(13 139.43025),(14 141.98827),(15 141.88524),(16 141.42027),(17 144.64767),(18 143.43442),(19 142.38432),(20 143.5948),(21 143.9055),(22 142.18054),(23 142.78235),(24 143.08107),(25 141.92781),(26 144.73943),(27 143.38397),(28 143.6098),(29 145.27885),(30 144.43759),(31 143.86838),(32 145.80394),(33 145.17249),(34 145.81908),(35 146.5723),(36 145.80713),(37 147.52477),(38 149.2374),(39 146.89752),(40 148.47537),(41 146.34271),(42 147.21663),(43 148.00049),(44 146.24825),(45 146.63039),(46 148.11298),(47 145.91476),(48 146.39064),(49 148.16599),(50 145.6621),(51 146.03813),(52 148.23975),(53 145.49365),(54 146.17044),(55 146.56447),(56 145.0823),(57 144.06749),(58 146.96942),(59 144.53992),(60 146.80025),(61 144.51048),(62 146.66867),(63 146.55516),(64 145.54877),(65 144.80885),(66 146.7792),(67 145.47026),(68 144.43515),(69 146.12024),(70 144.11926),(71 144.87874),(72 145.70694),(73 145.48143),(74 145.88988),(75 148.41565),(76 147.71336),(77 147.08662),(78 148.49023),(79 146.48692),
(1 97.42638),(2 111.22732),(3 117.01459),(4 123.11948),(5 128.73907),(6 131.265),(7 133.35345),(8 136.6023),(9 135.07169),(10 136.27133),(11 138.1707),(12 138.507),(13 139.06798),(14 139.67009),(15 139.06128),(16 139.83652),(17 143.42676),(18 143.72493),(19 143.97972),(20 145.26878),(21 144.624),(22 145.09941),(23 145.14992),(24 144.61412),(25 142.61269),(26 144.3956),(27 141.92531),(28 142.67711),(29 142.89938),(30 143.34105),(31 142.50049),(32 145.81982),(33 144.44164),(34 144.91412),(35 146.27931),(36 146.194),(37 145.87466),(38 146.56508),(39 146.19049),(40 147.34145),(41 145.54483),(42 147.1397),(43 148.19771),(44 145.87119),(45 145.84499),(46 146.05331),(47 146.19792),(48 145.65224),(49 147.30199),(50 145.19136),(51 145.00375),(52 148.21991),(53 144.34456),(54 145.23563),(55 146.72476),(56 145.578),(57 143.92769),(58 147.49438),(59 144.61095),(60 146.78574),(61 144.20822),(62 145.41035),(63 147.28404),(64 144.48906),(65 143.62798),(66 144.6465),(67 143.55026),(68 143.93019),(69 144.47357),(70 145.82097),(71 145.86574),(72 146.21536),(73 144.99051),(74 144.45303),(75 146.6813),(76 145.81467),(77 143.4181),(78 144.84569),(79 142.74638),
(1 95.255844),(2 109.532616),(3 116.14688),(4 120.93673),(5 125.24332),(6 126.60717),(7 129.20212),(8 131.63379),(9 132.03613),(10 133.93271),(11 135.40627),(12 135.57265),(13 136.13936),(14 138.44554),(15 137.83174),(16 137.74413),(17 141.9696),(18 140.11131),(19 141.61095),(20 141.92986),(21 142.62321),(22 142.06213),(23 143.46503),(24 141.60223),(25 140.20015),(26 142.83395),(27 140.86656),(28 140.02068),(29 141.6847),(30 140.9701),(31 139.82388),(32 141.62921),(33 140.86844),(34 139.72618),(35 141.34058),(36 140.67079),(37 141.35184),(38 142.8475),(39 140.57004),(40 141.18456),(41 139.14569),(42 141.04913),(43 140.4659),(44 138.98657),(45 139.29102),(46 141.76627),(47 140.63313),(48 140.99046),(49 141.08743),(50 139.99657),(51 140.95824),(52 141.02162),(53 139.57086),(54 139.80496),(55 141.40912),(56 141.51788),(57 139.42068),(58 141.0209),(59 138.65024),(60 140.94809),(61 139.30907),(62 140.5961),(63 141.02377),(64 139.99854),(65 138.93074),(66 140.97585),(67 138.57014),(68 139.94751),(69 142.88289),(70 142.51184),(71 142.7439),(72 145.66417),(73 143.9379),(74 143.45738),(75 145.2005),(76 144.74864),(77 143.18584),(78 143.98126),(79 142.44196),
(1 93.9588),(2 107.337456),(3 113.61273),(4 118.47437),(5 123.5561),(6 125.3941),(7 127.26087),(8 130.73506),(9 130.74289),(10 131.6152),(11 133.3118),(12 134.07968),(13 134.3633),(14 136.01572),(15 136.78093),(16 135.44273),(17 139.35304),(18 138.24849),(19 138.15483),(20 137.95316),(21 137.82831),(22 137.24797),(23 138.11201),(24 137.72044),(25 136.49324),(26 138.75809),(27 135.8328),(28 137.1202),(29 135.57076),(30 135.49577),(31 135.01872),(32 136.51836),(33 135.53165),(34 136.69339),(35 137.11942),(36 137.33382),(37 137.99493),(38 137.58124),(39 137.59224),(40 136.97496),(41 135.53098),(42 137.20663),(43 138.84898),(44 136.9213),(45 137.12585),(46 138.27773),(47 138.89143),(48 138.8529),(49 139.5638),(50 139.1576),(51 137.82838),(52 140.1517),(53 136.81859),(54 138.31764),(55 139.13686),(56 137.85684),(57 137.17259),(58 138.53194),(59 135.75676),(60 136.49504),(61 135.92924),(62 135.83263),(63 138.72064),(64 136.9675),(65 136.21063),(66 137.65904),(67 136.64882),(68 136.31316),(69 138.87718),(70 138.39142),(71 138.58582),(72 141.52417),(73 140.30664),(74 141.47922),(75 142.7527),(76 140.91682),(77 140.75633),(78 142.18842),(79 140.75171),
(1 92.56812),(2 105.89738),(3 112.03292),(4 118.12326),(5 122.718956),(6 124.14241),(7 126.86419),(8 128.47285),(9 128.32678),(10 129.75388),(11 131.60388),(12 131.52124),(13 131.11093),(14 133.26196),(15 133.88702),(16 133.12762),(17 137.471),(18 136.50237),(19 136.35777),(20 137.19937),(21 137.16248),(22 136.00246),(23 137.89435),(24 135.42688),(25 135.9416),(26 137.11662),(27 136.46849),(28 136.33719),(29 137.246),(30 135.6971),(31 135.32092),(32 135.92075),(33 136.89058),(34 137.94754),(35 137.58476),(36 136.88026),(37 138.32204),(38 138.21988),(39 135.55206),(40 137.34082),(41 135.10378),(42 135.63911),(43 136.56543),(44 134.31306),(45 136.12015),(46 137.46886),(47 136.37512),(48 137.8497),(49 139.39455),(50 138.56808),(51 136.9324),(52 139.01952),(53 136.89803),(54 136.93077),(55 138.85849),(56 137.46628),(57 136.82169),(58 137.67746),(59 135.16199),(60 137.04462),(61 136.4458),(62 135.95279),(63 138.0978),(64 135.21234),(65 134.96457),(66 136.83487),(67 134.98984),(68 135.5552),(69 136.72906),(70 134.69904),(71 134.48557),(72 135.92468),(73 134.12717),(74 135.95712),(75 135.60992),(76 135.12514),(77 135.0612),(78 137.343),(79 134.16904),
(1 90.303375),(2 102.99739),(3 109.1027),(4 115.23057),(5 120.43661),(6 120.85672),(7 123.05051),(8 125.84238),(9 125.86207),(10 127.040375),(11 128.69505),(12 130.49901),(13 130.88264),(14 130.55124),(15 132.93542),(16 133.65181),(17 135.70605),(18 135.46382),(19 135.29527),(20 136.43954),(21 135.51234),(22 135.35886),(23 136.53558),(24 136.29369),(25 135.71642),(26 137.32678),(27 136.56062),(28 136.46019),(29 135.93713),(30 135.9944),(31 134.69373),(32 135.28491),(33 134.49147),(34 135.36868),(35 135.46544),(36 136.27272),(37 137.3298),(38 137.33862),(39 135.90019),(40 136.64978),(41 136.38286),(42 137.58983),(43 137.1652),(44 136.48358),(45 136.09668),(46 137.588),(47 137.26411),(48 135.67548),(49 138.45345),(50 137.52373),(51 136.12297),(52 137.74605),(53 135.59016),(54 136.92743),(55 138.66641),(56 136.88165),(57 138.25131),(58 137.93065),(59 136.32796),(60 136.96034),(61 135.11499),(62 135.57921),(63 136.16687),(64 134.1525),(65 135.00581),(66 135.8243),(67 134.93913),(68 135.18596),(69 136.66176),(70 135.46931),(71 135.96162),(72 135.56367),(73 135.58545),(74 135.4009),(75 136.92923),(76 136.10559),(77 135.59918),(78 136.08353),(79 134.86597),
(1 89.2682),(2 102.33637),(3 109.702774),(4 114.33305),(5 119.22628),(6 120.723),(7 122.53587),(8 124.28531),(9 123.18222),(10 124.53948),(11 126.59911),(12 128.08974),(13 128.34442),(14 128.82085),(15 129.38866),(16 130.53746),(17 134.48758),(18 133.59566),(19 133.0991),(20 134.34833),(21 133.55775),(22 132.302),(23 133.98457),(24 132.90096),(25 132.78348),(26 134.87943),(27 132.58818),(28 131.86348),(29 133.37439),(30 131.74373),(31 131.16927),(32 133.45485),(33 132.32785),(34 134.19133),(35 135.08983),(36 135.76398),(37 137.23647),(38 139.07323),(39 137.1899),(40 137.85294),(41 135.63191),(42 135.8179),(43 136.56396),(44 134.67966),(45 135.4746),(46 136.45512),(47 136.34633),(48 135.8846),(49 136.7351),(50 137.38704),(51 135.4739),(52 136.3074),(53 134.28017),(54 134.85062),(55 134.79298),(56 133.60033),(57 134.3147),(58 133.92503),(59 133.71446),(60 136.39403),(61 134.41608),(62 136.16835),(63 136.84651),(64 135.87482),(65 137.01093),(66 136.49051),(67 134.95451),(68 135.05725),(69 137.31934),(70 135.45016),(71 135.48816),(72 135.5012),(73 134.58302),(74 133.4345),(75 136.02129),(76 135.38007),(77 135.4091),(78 135.91905),(79 135.68797),
(1 87.95926),(2 100.03762),(3 107.13893),(4 111.949486),(5 116.15498),(6 117.31986),(7 118.451996),(8 121.34359),(9 122.237495),(10 123.63324),(11 125.423256),(12 126.15451),(13 126.820175),(14 128.52039),(15 128.66881),(16 129.26093),(17 130.14261),(18 130.76083),(19 131.3833),(20 130.54073),(21 130.99248),(22 129.53839),(23 131.09285),(24 131.96783),(25 130.28996),(26 131.6842),(27 130.71701),(28 130.37605),(29 132.25746),(30 129.12157),(31 129.10463),(32 129.31898),(33 128.08188),(34 130.0864),(35 132.32608),(36 131.83372),(37 132.71935),(38 133.8194),(39 133.13106),(40 133.36293),(41 132.37848),(42 132.49988),(43 131.62643),(44 129.29204),(45 131.01253),(46 131.79408),(47 130.88596),(48 130.06172),(49 132.55443),(50 131.25232),(51 130.94713),(52 132.14494),(53 129.2018),(54 130.49457),(55 131.4506),(56 130.23717),(57 129.99316),(58 131.14532),(59 129.0595),(60 131.26949),(61 131.01935),(62 130.97084),(63 131.70277),(64 129.15262),(65 129.06216),(66 130.05783),(67 129.45927),(68 128.99934),(69 129.76453),(70 128.65501),(71 128.31174),(72 129.98656),(73 127.58691),(74 127.16185),(75 128.6443),(76 127.26749),(77 126.71852),(78 129.38829),(79 128.20966),
(1 87.249596),(2 99.10237),(3 105.29278),(4 109.84067),(5 115.07648),(6 117.00316),(7 119.02069),(8 120.90679),(9 121.06713),(10 120.852),(11 122.47285),(12 122.72958),(13 123.26362),(14 124.23165),(15 124.81489),(16 123.85963),(17 127.794014),(18 126.72661),(19 128.52975),(20 127.852844),(21 127.81178),(22 127.97041),(23 128.66342),(24 129.81136),(25 129.55627),(26 131.52383),(27 130.11015),(28 129.97633),(29 131.00993),(30 128.48068),(31 128.29657),(32 130.05383),(33 127.96713),(34 129.33232),(35 130.56696),(36 129.5735),(37 131.67828),(38 131.92905),(39 131.22145),(40 131.95685),(41 131.114),(42 129.93869),(43 130.34721),(44 128.62328),(45 128.46957),(46 130.04353),(47 127.70126),(48 128.91063),(49 130.88885),(50 128.58876),(51 128.58151),(52 131.75864),(53 128.7204),(54 130.29218),(55 130.91849),(56 129.11894),(57 129.35297),(58 129.2415),(59 128.3161),(60 130.92502),(61 129.7586),(62 129.22891),(63 130.41528),(64 128.46252),(65 127.9171),(66 128.1201),(67 128.22443),(68 126.835236),(69 128.59027),(70 128.19534),(71 128.88731),(72 129.82916),(73 128.08624),(74 128.86812),(75 129.72446),(76 129.25546),(77 127.60447),(78 129.69829),(79 129.00784),
(1 86.122696),(2 99.52357),(3 106.11149),(4 111.59936),(5 116.26306),(6 117.424126),(7 120.40451),(8 121.43298),(9 123.68783),(10 123.41731),(11 125.58473),(12 124.11082),(13 123.915405),(14 125.30558),(15 124.831604),(16 124.37075),(17 127.248886),(18 125.436386),(19 126.299324),(20 126.80843),(21 125.68892),(22 125.80275),(23 126.78679),(24 126.17487),(25 126.37218),(26 126.26089),(27 125.48188),(28 124.28281),(29 126.049774),(30 124.74479),(31 124.59664),(32 126.14911),(33 125.84577),(34 126.50329),(35 127.38299),(36 126.00478),(37 126.73093),(38 128.63844),(39 126.654205),(40 127.80793),(41 127.09587),(42 126.83907),(43 127.90946),(44 127.03635),(45 127.21308),(46 129.54138),(47 127.58796),(48 128.27188),(49 130.73706),(50 127.2818),(51 129.24582),(52 129.45233),(53 127.07468),(54 127.4007),(55 128.26039),(56 127.6088),(57 128.18579),(58 128.90875),(59 127.49292),(60 128.03827),(61 127.709694),(62 128.2983),(63 130.02594),(64 129.01003),(65 128.7942),(66 128.96017),(67 128.52254),(68 127.63064),(69 129.04608),(70 127.47643),(71 127.287476),(72 127.89528),(73 125.980095),(74 126.77833),(75 128.66263),(76 126.71307),(77 126.944496),(78 129.4555),(79 127.99786),
(1 83.41157),(2 96.47654),(3 103.499695),(4 108.01966),(5 112.48188),(6 113.006966),(7 115.82278),(8 117.983894),(9 118.54414),(10 119.32037),(11 121.04854),(12 120.45382),(13 121.43706),(14 121.73193),(15 122.27724),(16 121.74125),(17 126.18981),(18 124.24195),(19 126.03097),(20 126.47857),(21 126.54866),(22 126.20071),(23 127.43541),(24 126.14736),(25 127.68107),(26 128.90672),(27 126.90791),(28 126.169754),(29 125.46823),(30 124.45249),(31 122.66376),(32 124.32073),(33 122.93001),(34 125.08323),(35 125.362175),(36 125.008255),(37 125.34888),(38 126.2159),(39 125.46881),(40 125.60724),(41 122.802086),(42 124.38644),(43 124.28649),(44 123.66737),(45 123.99727),(46 126.50425),(47 122.93181),(48 124.41256),(49 126.861755),(50 123.74057),(51 125.505974),(52 126.18575),(53 124.78705),(54 124.924034),(55 126.048706),(56 126.047356),(57 124.81117),(58 126.998886),(59 124.55102),(60 125.743675),(61 124.87142),(62 125.31446),(63 125.66925),(64 124.795975),(65 124.29958),(66 123.71402),(67 123.45413),(68 124.40632),(69 124.88095),(70 124.70912),(71 124.25969),(72 125.67925),(73 123.96552),(74 124.18227),(75 126.523415),(76 124.70123),(77 124.50862),(78 125.90564),(79 125.05246),
