1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 188997.36),(2 444421.88),(3 728849.8),(4 1302254.3),(5 1960409.6),(6 2624098.3),(7 3582705.3),(8 4564520.5),(9 5538853.5),(10 6806086.5),(11 8099478.5),(12 9386329),(13 10926012),(14 12541963),(15 14012819),(16 15751984),(17 17643208),(18 19375764),(19 21558070),(20 23935978),(21 25823922),(22 28016654),(23 30368778),(24 32381698),(25 34594700),(26 36935868),(27 38792148),(28 40700420),(29 42898716),(30 44718496),(31 46897700),(32 49519884),(33 51615790),(34 54193268),(35 57555532),(36 60533132),(37 63678828),(38 67328030),(39 70488260),(40 73924730),(41 77806830),(42 81141384),(43 84477380),(44 88020700),(45 90758630),(46 93603480),(47 97255550),(48 100269270),(49 103664010),(50 107818180),(51 111378040),(52 114722390),(53 118414360),(54 121686080),(55 124394890),(56 127163240),(57 129586776),(58 131899140),(59 134674400),(60 137219920),(61 139162160),(62 140740140),(63 141227440),(64 141749090),(65 143124050),(66 144446720),(67 145946820),(68 147610800),(69 148513620),(70 149176450),(71 150113600),(72 150616690),(73 151348820),(74 152662350),(75 153746240),(76 155292350),(77 157092750),(78 159195090),(79 160688270),
(1 53.734707),(2 64.706924),(3 71.03713),(4 78.08503),(5 82.918236),(6 86.94092),(7 91.27793),(8 93.95756),(9 95.64226),(10 98.737404),(11 100.429214),(12 102.78283),(13 105.2192),(14 106.53054),(15 109.58306),(16 111.87164),(17 112.31332),(18 114.457344),(19 116.296135),(20 119.25065),(21 119.86253),(22 121.31576),(23 123.1431),(24 124.32329),(25 124.853485),(26 124.862335),(27 124.66605),(28 125.361626),(29 127.34955),(30 128.45358),(31 129.5399),(32 130.52065),(33 130.48456),(34 130.97069),(35 134.70044),(36 135.79651),(37 136.27513),(38 137.38394),(39 138.39117),(40 139.00926),(41 141.4572),(42 142.48405),(43 143.93005),(44 144.27922),(45 143.03279),(46 145.00357),(47 143.95146),(48 143.66962),(49 143.6087),(50 144.47354),(51 141.874),(52 141.0268),(53 140.52362),(54 140.82353),(55 140.60994),(56 139.45992),(57 138.33406),(58 136.82808),(59 136.89932),(60 134.59727),(61 133.39182),(62 132.95259),(63 131.46155),(64 130.35426),(65 129.02849),(66 127.41032),(67 125.85307),(68 125.73299),(69 125.67383),(70 126.61691),(71 125.157845),(72 124.54532),(73 126.2033),(74 127.18677),(75 126.67148),(76 128.09067),(77 129.29623),(78 129.57195),(79 130.96472),
(1 51.845783),(2 62.390728),(3 68.336205),(4 73.88116),(5 79.910225),(6 83.75519),(7 87.68916),(8 90.48044),(9 92.81786),(10 94.31711),(11 95.75915),(12 98.79836),(13 101.2973),(14 103.265816),(15 105.52448),(16 106.84414),(17 107.8429),(18 108.19432),(19 111.29057),(20 112.60663),(21 114.21269),(22 114.9098),(23 117.10024),(24 118.35888),(25 119.348236),(26 118.99847),(27 118.65906),(28 120.429886),(29 121.85848),(30 123.91421),(31 124.28211),(32 125.19109),(33 127.0722),(34 127.77244),(35 129.60713),(36 130.63548),(37 131.14862),(38 130.75795),(39 132.86494),(40 133.1873),(41 134.69556),(42 135.74684),(43 136.43759),(44 137.1387),(45 137.19362),(46 137.8493),(47 136.54138),(48 137.28505),(49 137.61264),(50 135.12158),(51 135.18384),(52 133.70392),(53 133.34566),(54 132.93927),(55 132.9618),(56 131.81018),(57 130.76384),(58 129.97322),(59 130.23611),(60 128.47437),(61 129.6968),(62 128.9016),(63 128.98161),(64 129.16063),(65 128.63884),(66 128.30516),(67 127.57106),(68 127.9351),(69 128.2726),(70 129.31609),(71 128.66356),(72 128.85349),(73 128.4133),(74 130.15965),(75 129.61725),(76 130.64978),(77 132.14334),(78 132.8038),(79 131.7982),
(1 51.440983),(2 62.260277),(3 69.28976),(4 74.08828),(5 81.38756),(6 86.777176),(7 89.52723),(8 91.786896),(9 94.01335),(10 95.24461),(11 97.400604),(12 99.210365),(13 100.49151),(14 101.39951),(15 104.29837),(16 105.98659),(17 106.48197),(18 107.858696),(19 110.58504),(20 111.461),(21 112.49816),(22 114.4132),(23 115.65466),(24 116.17499),(25 116.43111),(26 115.215866),(27 115.66924),(28 116.88327),(29 117.422455),(30 117.57092),(31 119.39812),(32 120.13949),(33 121.78721),(34 122.153564),(35 125.21205),(36 124.64749),(37 126.158226),(38 128.53366),(39 129.33133),(40 130.03839),(41 129.6991),(42 130.82266),(43 130.15768),(44 131.72023),(45 131.57816),(46 131.73978),(47 130.98734),(48 130.06383),(49 129.14911),(50 128.09877),(51 128.30585),(52 128.81598),(53 128.0787),(54 127.368164),(55 127.16019),(56 126.169815),(57 125.5762),(58 124.704445),(59 124.95452),(60 124.61452),(61 124.70315),(62 124.411896),(63 123.861916),(64 122.971794),(65 122.76236),(66 121.79909),(67 121.89361),(68 121.07643),(69 121.51929),(70 121.81714),(71 121.4446),(72 121.93291),(73 121.50075),(74 121.777794),(75 121.44713),(76 123.46494),(77 124.042946),(78 124.62098),(79 125.265686),
(1 52.61262),(2 62.832314),(3 68.60788),(4 73.67428),(5 80.3856),(6 84.34043),(7 87.56132),(8 90.03483),(9 92.58283),(10 95.105385),(11 97.039185),(12 99.69227),(13 101.36354),(14 102.535416),(15 104.7709),(16 106.485596),(17 106.091835),(18 108.25062),(19 109.824844),(20 111.70572),(21 113.611336),(22 114.50137),(23 116.06678),(24 117.16974),(25 117.9042),(26 118.12038),(27 118.1276),(28 119.73021),(29 120.38301),(30 121.38002),(31 121.11496),(32 122.39211),(33 123.41169),(34 123.816216),(35 126.22795),(36 126.17092),(37 128.34114),(38 130.17256),(39 131.37703),(40 132.46956),(41 133.41353),(42 136.63072),(43 136.57059),(44 136.54016),(45 135.8869),(46 135.42418),(47 134.94601),(48 135.22383),(49 133.92615),(50 132.73218),(51 132.68527),(52 131.84584),(53 132.87247),(54 132.31883),(55 132.61223),(56 131.50197),(57 132.56693),(58 131.78432),(59 131.56772),(60 130.78471),(61 131.18935),(62 131.14832),(63 130.14331),(64 129.6657),(65 129.75876),(66 129.36923),(67 128.63818),(68 128.91443),(69 126.94815),(70 128.4716),(71 127.09283),(72 127.53056),(73 126.83697),(74 127.482605),(75 127.09012),(76 126.96159),(77 128.14561),(78 129.17235),(79 129.48209),
(1 50.73274),(2 61.157127),(3 67.44611),(4 71.645744),(5 78.62137),(6 82.74795),(7 87.26317),(8 89.96472),(9 93.07263),(10 95.100845),(11 98.06562),(12 100.099594),(13 103.20476),(14 106.06876),(15 108.524796),(16 111.24014),(17 111.340744),(18 112.883026),(19 113.92472),(20 115.936485),(21 116.86686),(22 118.62667),(23 120.20163),(24 122.42433),(25 123.66255),(26 121.589294),(27 122.0472),(28 123.91713),(29 123.865486),(30 124.393486),(31 125.87301),(32 125.726944),(33 126.979195),(34 126.647026),(35 128.01665),(36 128.70616),(37 130.68181),(38 130.59598),(39 132.49042),(40 133.54156),(41 134.71162),(42 135.4386),(43 136.1994),(44 136.37209),(45 134.98685),(46 135.05641),(47 134.70215),(48 134.69606),(49 133.45242),(50 132.28485),(51 131.6962),(52 130.00497),(53 129.62958),(54 128.42593),(55 128.62643),(56 127.929474),(57 127.82885),(58 126.507065),(59 125.68761),(60 125.62521),(61 125.4432),(62 124.421844),(63 123.6432),(64 123.87697),(65 124.91655),(66 123.58106),(67 124.003914),(68 123.457634),(69 124.55412),(70 126.55391),(71 126.78199),(72 127.10758),(73 126.80095),(74 129.14372),(75 130.1902),(76 130.88219),(77 131.73944),(78 132.95232),(79 133.94786),
(1 52.1929),(2 61.68076),(3 67.35693),(4 72.23793),(5 78.41509),(6 81.18234),(7 83.595184),(8 87.6539),(9 89.70422),(10 91.36157),(11 93.62256),(12 94.84928),(13 96.73011),(14 96.83311),(15 98.953575),(16 99.99998),(17 102.00244),(18 102.96578),(19 104.80857),(20 106.54376),(21 107.102615),(22 108.23511),(23 108.51023),(24 109.16163),(25 110.43121),(26 109.86751),(27 110.98997),(28 112.580986),(29 113.377625),(30 113.447205),(31 113.79043),(32 115.18384),(33 117.339264),(34 118.9864),(35 120.48508),(36 121.63743),(37 122.911606),(38 123.49087),(39 124.10818),(40 124.68035),(41 125.366356),(42 126.04123),(43 128.04901),(44 127.579384),(45 127.73628),(46 127.74808),(47 127.45902),(48 129.16353),(49 128.47958),(50 129.33994),(51 129.37724),(52 127.60935),(53 127.369),(54 127.301575),(55 126.92376),(56 126.73189),(57 126.49939),(58 125.8831),(59 124.8425),(60 124.51768),(61 123.40993),(62 123.75993),(63 122.17975),(64 120.79548),(65 122.454254),(66 121.25197),(67 119.958954),(68 120.481384),(69 119.41639),(70 119.498665),(71 118.49311),(72 118.89273),(73 120.20659),(74 121.35738),(75 122.65675),(76 122.78586),(77 123.37229),(78 122.98149),(79 123.33929),
(1 51.404987),(2 60.72551),(3 66.29968),(4 71.82203),(5 77.62797),(6 81.87177),(7 85.27374),(8 88.764626),(9 91.08344),(10 92.553505),(11 95.31854),(12 97.11884),(13 99.07412),(14 99.81248),(15 102.495316),(16 103.98584),(17 104.638954),(18 106.90248),(19 108.07701),(20 111.75782),(21 112.97625),(22 113.768364),(23 114.98234),(24 117.038216),(25 118.68699),(26 118.8052),(27 118.92792),(28 118.53334),(29 119.51829),(30 120.75132),(31 121.37574),(32 120.75729),(33 121.82871),(34 123.04055),(35 126.111084),(36 126.03455),(37 128.06866),(38 128.71835),(39 130.5534),(40 131.6627),(41 133.01166),(42 133.65218),(43 134.98984),(44 136.04709),(45 137.23918),(46 137.97046),(47 137.82912),(48 138.20056),(49 136.37689),(50 136.42339),(51 134.93819),(52 135.30179),(53 133.92316),(54 133.59064),(55 133.46384),(56 133.3368),(57 132.4177),(58 130.92223),(59 130.0161),(60 128.86392),(61 127.99993),(62 126.29082),(63 125.557884),(64 124.90091),(65 124.95241),(66 123.791435),(67 122.67185),(68 121.367325),(69 120.32765),(70 121.05776),(71 120.37222),(72 120.83176),(73 121.23094),(74 122.12686),(75 123.3694),(76 124.3341),(77 125.5237),(78 125.78096),(79 125.78329),
(1 50.742252),(2 60.630684),(3 66.16597),(4 71.68018),(5 77.62876),(6 80.32037),(7 84.91941),(8 88.067406),(9 90.96068),(10 93.24436),(11 95.88614),(12 97.60044),(13 101.33875),(14 102.35248),(15 104.98827),(16 107.415085),(17 108.34247),(18 109.48169),(19 111.75643),(20 113.65486),(21 115.40158),(22 115.87724),(23 117.648155),(24 119.06542),(25 119.708115),(26 118.85911),(27 120.190506),(28 120.63462),(29 120.67968),(30 122.73134),(31 123.57919),(32 124.805885),(33 127.390175),(34 127.08139),(35 128.61829),(36 129.45644),(37 130.38509),(38 132.04448),(39 133.48326),(40 133.85829),(41 134.16177),(42 135.25735),(43 135.72955),(44 135.32463),(45 136.44923),(46 136.57518),(47 136.37944),(48 135.47844),(49 134.35365),(50 134.25406),(51 133.52702),(52 132.0251),(53 130.9406),(54 129.68224),(55 128.64973),(56 129.38895),(57 126.93043),(58 127.044975),(59 126.988235),(60 126.109695),(61 125.61879),(62 125.50736),(63 125.283554),(64 124.91462),(65 125.32141),(66 125.58884),(67 125.67768),(68 125.028244),(69 125.78399),(70 126.24729),(71 126.84888),(72 126.21964),(73 128.27034),(74 128.7406),(75 130.12315),(76 131.43062),(77 132.01125),(78 132.5929),(79 133.245),
(1 51.537395),(2 61.10562),(3 67.444244),(4 72.08572),(5 78.38954),(6 82.09934),(7 86.346634),(8 89.73548),(9 92.429565),(10 95.29998),(11 97.140594),(12 100.00394),(13 102.52641),(14 104.44741),(15 106.661835),(16 108.07922),(17 110.10574),(18 111.65447),(19 113.963264),(20 116.697136),(21 117.294846),(22 119.735596),(23 121.7299),(24 122.489525),(25 122.96804),(26 121.27923),(27 121.87152),(28 122.604744),(29 123.26499),(30 124.39755),(31 125.68232),(32 125.084755),(33 126.09874),(34 126.53175),(35 127.76122),(36 128.44562),(37 129.86783),(38 131.42747),(39 132.33253),(40 132.0387),(41 132.95076),(42 134.28314),(43 135.10916),(44 135.14406),(45 134.77562),(46 133.64093),(47 131.90724),(48 131.50816),(49 130.13812),(50 129.0348),(51 127.60048),(52 126.964966),(53 126.3838),(54 125.54415),(55 126.43936),(56 125.03483),(57 124.313545),(58 124.55337),(59 124.299576),(60 123.21672),(61 122.456726),(62 123.043365),(63 123.93264),(64 123.99196),(65 124.43942),(66 123.93768),(67 122.83493),(68 123.679794),(69 121.72787),(70 122.93964),(71 122.68956),(72 123.030876),(73 124.87229),(74 125.305115),(75 126.29272),(76 126.21704),(77 127.184296),(78 127.71868),(79 127.84237),
(1 49.994335),(2 59.794292),(3 66.15482),(4 71.38283),(5 77.5485),(6 80.939896),(7 85.27008),(8 88.379845),(9 90.84532),(10 93.849396),(11 95.74426),(12 96.80524),(13 99.13125),(14 100.760086),(15 102.713715),(16 103.322205),(17 105.81265),(18 106.70133),(19 108.78336),(20 110.815475),(21 111.748116),(22 113.285095),(23 114.37634),(24 116.15963),(25 116.83546),(26 116.021904),(27 116.96976),(28 117.08892),(29 118.68295),(30 120.51418),(31 121.40676),(32 121.62413),(33 121.64494),(34 122.9522),(35 123.33258),(36 124.6033),(37 126.00932),(38 128.71211),(39 129.66615),(40 130.59274),(41 132.99536),(42 134.62334),(43 135.37857),(44 135.26855),(45 133.87186),(46 134.4755),(47 135.12567),(48 134.70734),(49 134.89877),(50 134.43546),(51 134.0936),(52 132.56308),(53 131.00565),(54 130.56453),(55 130.02232),(56 129.32047),(57 128.89195),(58 127.325714),(59 125.71945),(60 125.47864),(61 125.26314),(62 124.0599),(63 122.482285),(64 121.3192),(65 121.91207),(66 120.00657),(67 119.36694),(68 119.67468),(69 119.65152),(70 120.010544),(71 121.28899),(72 121.08018),(73 121.67004),(74 122.039116),(75 123.15923),(76 123.69345),(77 125.71359),(78 125.002106),(79 125.72935),
(1 50.20194),(2 59.91142),(3 65.94416),(4 71.64146),(5 78.376884),(6 81.4208),(7 86.41484),(8 89.617874),(9 92.1678),(10 93.93437),(11 96.969185),(12 98.60352),(13 102.52388),(14 104.39068),(15 107.01593),(16 106.67833),(17 108.5459),(18 109.43183),(19 111.867905),(20 113.19871),(21 115.04373),(22 117.66964),(23 118.76528),(24 120.24688),(25 120.30265),(26 120.408875),(27 120.45942),(28 122.15721),(29 120.95944),(30 121.82754),(31 122.7112),(32 123.28283),(33 123.935),(34 124.872475),(35 125.97743),(36 125.74124),(37 128.63263),(38 130.2551),(39 130.61435),(40 130.69391),(41 132.33365),(42 131.91313),(43 131.90941),(44 131.54024),(45 130.75493),(46 131.426),(47 130.60284),(48 130.22157),(49 129.4312),(50 129.18956),(51 128.12456),(52 127.59178),(53 124.93219),(54 124.48507),(55 123.45178),(56 123.02161),(57 121.03127),(58 121.73914),(59 120.689),(60 121.27264),(61 119.52867),(62 119.79048),(63 119.8422),(64 119.031815),(65 121.02098),(66 120.09687),(67 120.2161),(68 120.1029),(69 120.42337),(70 122.40452),(71 122.75977),(72 123.41215),(73 125.47109),(74 126.88171),(75 126.54899),(76 129.8754),(77 131.52278),(78 132.47989),(79 132.69746),
(1 48.937805),(2 58.528088),(3 64.34859),(4 69.86016),(5 74.98385),(6 78.32455),(7 82.36238),(8 85.76403),(9 87.63146),(10 87.90597),(11 91.025925),(12 91.611626),(13 93.96606),(14 95.16477),(15 96.6188),(16 97.962875),(17 100.86373),(18 101.6171),(19 103.67955),(20 106.22355),(21 106.70098),(22 108.71173),(23 108.14721),(24 109.54011),(25 109.570404),(26 110.07471),(27 110.0395),(28 110.655785),(29 110.81252),(30 111.67947),(31 112.69624),(32 113.19529),(33 114.981735),(34 116.881714),(35 118.97144),(36 119.41653),(37 120.39123),(38 122.01996),(39 121.79337),(40 123.461494),(41 125.5478),(42 125.17901),(43 125.22649),(44 125.40718),(45 125.69214),(46 126.7156),(47 126.64399),(48 127.640274),(49 126.32581),(50 126.83714),(51 125.274315),(52 126.06638),(53 126.178024),(54 125.23934),(55 124.97621),(56 123.28062),(57 121.794495),(58 121.65107),(59 121.39521),(60 120.331604),(61 120.37739),(62 120.26973),(63 119.18843),(64 118.25476),(65 119.44331),(66 117.9506),(67 117.795715),(68 115.89199),(69 115.73701),(70 117.64185),(71 116.594795),(72 117.47736),(73 118.39422),(74 118.55653),(75 118.550446),(76 119.84358),(77 121.09567),(78 121.75035),(79 121.93725),
(1 50.405544),(2 59.90919),(3 65.91411),(4 71.167625),(5 76.91588),(6 81.38753),(7 84.39846),(8 87.1985),(9 88.92405),(10 91.71623),(11 94.45161),(12 96.550865),(13 99.25034),(14 99.7215),(15 101.60664),(16 102.79875),(17 105.15021),(18 106.31256),(19 108.255775),(20 111.109985),(21 112.69781),(22 113.856705),(23 114.522606),(24 116.57487),(25 117.2843),(26 117.726616),(27 117.70074),(28 117.82776),(29 117.83016),(30 119.28535),(31 120.202805),(32 119.79901),(33 120.32829),(34 121.57899),(35 122.7411),(36 122.532646),(37 124.1885),(38 125.29774),(39 127.58663),(40 127.851295),(41 129.76572),(42 131.07741),(43 132.77519),(44 133.02895),(45 132.7385),(46 132.9643),(47 133.02492),(48 132.20988),(49 131.6222),(50 131.73238),(51 130.48491),(52 129.09111),(53 128.17232),(54 129.66968),(55 129.54047),(56 128.08784),(57 127.23341),(58 127.59083),(59 126.88959),(60 126.870766),(61 126.271996),(62 127.86227),(63 125.515686),(64 124.83362),(65 124.0974),(66 123.468376),(67 122.73542),(68 121.50303),(69 121.08799),(70 121.91604),(71 119.97501),(72 119.534966),(73 119.94426),(74 121.65919),(75 120.87356),(76 122.68121),(77 122.49441),(78 123.9089),(79 125.434555),
(1 49.355022),(2 58.717354),(3 64.719406),(4 70.367905),(5 76.40591),(6 80.22353),(7 83.23288),(8 86.250046),(9 89.19763),(10 92.51581),(11 94.51201),(12 97.049324),(13 99.83413),(14 100.736145),(15 103.54549),(16 104.42034),(17 105.90898),(18 107.440025),(19 108.847374),(20 111.37483),(21 111.59443),(22 113.30247),(23 114.78577),(24 115.28741),(25 116.089554),(26 115.93781),(27 116.27014),(28 118.19348),(29 118.209435),(30 119.303406),(31 120.50295),(32 122.43581),(33 123.125984),(34 123.186485),(35 124.57612),(36 125.667694),(37 127.26195),(38 128.55057),(39 129.63033),(40 130.87067),(41 130.09036),(42 131.16061),(43 132.95059),(44 132.8938),(45 133.49985),(46 133.67262),(47 132.94458),(48 132.03958),(49 130.54356),(50 129.66493),(51 128.21751),(52 126.89841),(53 125.694405),(54 124.30484),(55 124.40787),(56 124.73532),(57 122.88316),(58 121.5103),(59 122.60632),(60 120.21308),(61 121.50856),(62 120.81937),(63 120.52421),(64 118.59351),(65 119.7081),(66 119.68597),(67 120.71842),(68 120.79421),(69 122.036575),(70 123.2198),(71 122.030045),(72 123.8169),(73 125.305466),(74 126.95495),(75 128.07529),(76 130.70982),(77 131.48563),(78 131.01958),(79 132.32347),
(1 48.300846),(2 56.979733),(3 62.50368),(4 68.45956),(5 73.72211),(6 76.84052),(7 80.75837),(8 83.770996),(9 86.282425),(10 87.82862),(11 91.158165),(12 92.818535),(13 95.59611),(14 96.461555),(15 100.228065),(16 100.756775),(17 102.11207),(18 102.624916),(19 104.30803),(20 106.31033),(21 107.75835),(22 108.71744),(23 110.12641),(24 110.76966),(25 111.746284),(26 111.70827),(27 113.09829),(28 113.97782),(29 114.075874),(30 116.01821),(31 116.17248),(32 116.62603),(33 117.05158),(34 117.80535),(35 119.49292),(36 119.883026),(37 121.339806),(38 122.20251),(39 123.947624),(40 125.493324),(41 125.0028),(42 127.45627),(43 128.15962),(44 127.0268),(45 126.813034),(46 126.34867),(47 125.905),(48 125.159004),(49 124.51607),(50 123.331436),(51 122.76579),(52 121.96952),(53 121.66769),(54 121.3315),(55 120.30451),(56 119.51443),(57 118.77331),(58 117.72604),(59 117.43817),(60 115.9767),(61 117.057236),(62 115.80105),(63 115.042564),(64 112.92395),(65 114.73196),(66 112.847664),(67 112.52831),(68 111.2644),(69 111.68633),(70 112.061195),(71 111.44806),(72 110.93141),(73 110.333824),(74 112.715866),(75 112.27903),(76 113.99107),(77 114.23633),(78 114.44698),(79 115.86466),
(1 49.54638),(2 58.585987),(3 64.59894),(4 69.6684),(5 76.52004),(6 81.11073),(7 85.17022),(8 88.132164),(9 90.501205),(10 92.36846),(11 94.65515),(12 96.313805),(13 98.74971),(14 99.44783),(15 103.08013),(16 103.42641),(17 104.74596),(18 106.31042),(19 108.60546),(20 111.68511),(21 111.93792),(22 114.23794),(23 116.00909),(24 115.765564),(25 116.42813),(26 117.12079),(27 117.807144),(28 117.98803),(29 117.96848),(30 120.87368),(31 121.54963),(32 122.686455),(33 122.872185),(34 124.183876),(35 124.79442),(36 126.26646),(37 128.33191),(38 129.72752),(39 131.51094),(40 132.822),(41 133.00089),(42 134.82138),(43 135.14049),(44 134.8101),(45 134.31845),(46 134.70741),(47 134.79471),(48 134.57301),(49 135.98921),(50 135.97021),(51 134.24135),(52 133.84987),(53 133.91817),(54 133.31824),(55 132.94762),(56 132.54799),(57 130.25024),(58 129.57431),(59 129.77434),(60 128.68555),(61 127.762856),(62 126.959274),(63 125.74948),(64 123.68427),(65 123.15133),(66 121.35515),(67 121.47176),(68 121.2889),(69 120.71922),(70 121.06359),(71 118.99133),(72 120.8032),(73 120.40867),(74 121.9032),(75 121.42364),(76 123.20781),(77 124.27687),(78 125.33901),(79 125.969635),
(1 48.375217),(2 56.9483),(3 63.008427),(4 67.93577),(5 73.06023),(6 76.901115),(7 80.928795),(8 83.61835),(9 85.98356),(10 88.52967),(11 90.03291),(12 91.26425),(13 94.55143),(14 95.8878),(15 98.72462),(16 99.96784),(17 100.75328),(18 101.76417),(19 103.89252),(20 106.47363),(21 108.02861),(22 109.78508),(23 110.88922),(24 111.425514),(25 112.15866),(26 112.322014),(27 113.511024),(28 114.76708),(29 113.70762),(30 115.59263),(31 116.67606),(32 118.78907),(33 119.89695),(34 119.973404),(35 120.6792),(36 120.59884),(37 122.15313),(38 122.88334),(39 125.25201),(40 126.433),(41 126.26601),(42 127.62017),(43 127.364746),(44 127.27441),(45 126.79544),(46 126.43357),(47 126.46036),(48 125.887146),(49 124.64492),(50 125.02939),(51 124.66018),(52 123.75216),(53 122.01072),(54 121.24944),(55 120.43622),(56 120.33613),(57 118.005455),(58 116.95859),(59 115.89334),(60 115.49214),(61 115.31075),(62 115.48664),(63 115.01817),(64 113.81563),(65 113.567406),(66 112.05738),(67 113.26536),(68 113.61536),(69 115.61055),(70 116.96233),(71 117.02312),(72 118.08166),(73 117.42617),(74 119.17435),(75 120.7883),(76 121.710205),(77 122.832565),(78 124.28301),(79 125.31563),
(1 48.283253),(2 57.057278),(3 62.32702),(4 67.808716),(5 73.303734),(6 76.07156),(7 80.45475),(8 83.77247),(9 85.69408),(10 87.89882),(11 90.317856),(12 91.80637),(13 93.6049),(14 94.47573),(15 96.636284),(16 97.8273),(17 98.45967),(18 100.22425),(19 101.44029),(20 102.77622),(21 103.14317),(22 104.57494),(23 105.0768),(24 106.50334),(25 107.07992),(26 106.69133),(27 106.48547),(28 106.3344),(29 107.530815),(30 108.49465),(31 108.54401),(32 108.31341),(33 110.36909),(34 111.790535),(35 114.0315),(36 113.68237),(37 115.316246),(38 116.49214),(39 118.68196),(40 118.59323),(41 120.60311),(42 123.602425),(43 124.25434),(44 123.95619),(45 124.73396),(46 123.78244),(47 124.45404),(48 125.320366),(49 124.77339),(50 124.130135),(51 123.70398),(52 123.06283),(53 122.29795),(54 121.67856),(55 121.35642),(56 120.66326),(57 120.34893),(58 120.33617),(59 119.99395),(60 119.93411),(61 120.16439),(62 121.11735),(63 119.011765),(64 118.17509),(65 118.05006),(66 117.54795),(67 117.34239),(68 116.11249),(69 115.02007),(70 114.66282),(71 114.825966),(72 114.34278),(73 113.99773),(74 113.85697),(75 114.52623),(76 114.78017),(77 115.423805),(78 116.25351),(79 117.16207),
