1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 148905.48),(2 557389.1),(3 1116486.8),(4 1711642.8),(5 2253322),(6 2688157.5),(7 3010811.8),(8 3248446),(9 3462418.8),(10 3687040.8),(11 3965440.3),(12 4312092.5),(13 4682055.5),(14 5016359.5),(15 5264509),(16 5405713.5),(17 5435968),(18 5377958.5),(19 5266821),(20 5153267),(21 5063692),(22 5028887.5),(23 5058764),(24 5142752.5),(25 5279009.5),(26 5454830.5),(27 5656735.5),(28 5883509),(29 6113521.5),(30 6338501),(31 6547626.5),(32 6712985.5),(33 6815516.5),(34 6866023.5),(35 6865202),(36 6824843),(37 6767324.5),(38 6685260.5),(39 6583299.5),(40 6477861),(41 6365961.5),(42 6265452),(43 6175081.5),(44 6093854.5),(45 6042242),(46 6012217.5),(47 6008860),(48 6029150.5),(49 6072736),(50 6140663.5),(51 6237920),(52 6344755.5),(53 6458835),(54 6567027.5),(55 6669448.5),(56 6746893),(57 6797188),(58 6805367.5),(59 6782613),(60 6720809.5),(61 6609269.5),(62 6473509),(63 6312133),(64 6132751.5),(65 5962532),(66 5789594.5),(67 5633455),(68 5517316),(69 5431665.5),(70 5392302.5),(71 5398882.5),(72 5445844),(73 5547369.5),(74 5690095),(75 5861262.5),(76 6042466),(77 6247049),(78 6469050.5),(79 6714714.5),
(1 157693.73),(2 586033.5),(3 1162826.4),(4 1766234.6),(5 2305918),(6 2730499.8),(7 3048950.3),(8 3294090),(9 3522510.3),(10 3767775.3),(11 4054159.3),(12 4360224),(13 4633855),(14 4824458),(15 4896467.5),(16 4850938.5),(17 4719589.5),(18 4552903.5),(19 4399230.5),(20 4295282),(21 4249361.5),(22 4266400.5),(23 4344824.5),(24 4465446.5),(25 4625346.5),(26 4811254.5),(27 5003188),(28 5201867),(29 5379686),(30 5533271.5),(31 5652156.5),(32 5719154.5),(33 5722121.5),(34 5672846),(35 5586327.5),(36 5477514.5),(37 5366885),(38 5257931.5),(39 5156390),(40 5095384),(41 5072703),(42 5105692.5),(43 5183579.5),(44 5315260.5),(45 5506222.5),(46 5727940.5),(47 5975870.5),(48 6233362.5),(49 6495855.5),(50 6743992),(51 6976210.5),(52 7152149.5),(53 7257200),(54 7291606.5),(55 7261762.5),(56 7158305.5),(57 6984501.5),(58 6752908),(59 6484145.5),(60 6196772.5),(61 5891740),(62 5611154.5),(63 5357451),(64 5153436),(65 5016552),(66 4931749.5),(67 4918665),(68 4986089.5),(69 5108742),(70 5287921.5),(71 5504243.5),(72 5735061.5),(73 5965682.5),(74 6177446.5),(75 6350352.5),(76 6472236),(77 6546324),(78 6566282.5),(79 6552549.5),
(1 155249.03),(2 566840.9),(3 1101738.9),(4 1625853.5),(5 2056125.8),(6 2366063),(7 2589259.8),(8 2791883),(9 3033167.3),(10 3335164.3),(11 3680728.3),(12 4030498.5),(13 4314715),(14 4476369.5),(15 4505434),(16 4411091),(17 4249159),(18 4075009),(19 3921063.8),(20 3796913.3),(21 3706979.8),(22 3646362.3),(23 3615363.8),(24 3616324.5),(25 3664228.5),(26 3749032.3),(27 3858063.8),(28 3995126),(29 4135176.3),(30 4283179.5),(31 4420695.5),(32 4547904),(33 4651455.5),(34 4754718),(35 4852037),(36 4946135),(37 5050939.5),(38 5164640),(39 5274990),(40 5404932.5),(41 5551473.5),(42 5722509),(43 5920113.5),(44 6125799.5),(45 6358363),(46 6592715.5),(47 6818661),(48 7034374.5),(49 7210274.5),(50 7341007.5),(51 7414034),(52 7412628),(53 7341361.5),(54 7189749),(55 6983742.5),(56 6723471.5),(57 6431246.5),(58 6121911),(59 5821574.5),(60 5565828),(61 5349879.5),(62 5214501),(63 5157615.5),(64 5181754),(65 5305091),(66 5497486),(67 5753930),(68 6061652.5),(69 6381300.5),(70 6701277),(71 6993648.5),(72 7240603.5),(73 7436900),(74 7567982),(75 7632298),(76 7624221.5),(77 7553477),(78 7428585),(79 7267329.5),
(1 145474.44),(2 528709.25),(3 1010778.6),(4 1454856.4),(5 1784381),(6 1995344),(7 2146547.5),(8 2311773),(9 2547669.8),(10 2854211.8),(11 3185573),(12 3481698),(13 3668699.8),(14 3715096),(15 3629899.8),(16 3457125.5),(17 3263511.8),(18 3097138),(19 2976271.8),(20 2888210.5),(21 2814272),(22 2743000.3),(23 2681003.8),(24 2642210),(25 2649146.5),(26 2701971.5),(27 2793063),(28 2918012.8),(29 3062280.8),(30 3210867.5),(31 3348872),(32 3469688),(33 3551549),(34 3601181.8),(35 3617206),(36 3604400.8),(37 3578408.3),(38 3544989),(39 3511648.3),(40 3493160),(41 3497920.8),(42 3537878),(43 3615342),(44 3729266.5),(45 3888337),(46 4069164.5),(47 4256330.5),(48 4436593.5),(49 4606329.5),(50 4739236),(51 4835087.5),(52 4884690.5),(53 4877733.5),(54 4818716),(55 4724572),(56 4603317),(57 4471303.5),(58 4349105),(59 4253731),(60 4194392.5),(61 4169551.8),(62 4199180),(63 4277287),(64 4400080.5),(65 4558636),(66 4719267),(67 4872643),(68 5009081.5),(69 5112122.5),(70 5165798.5),(71 5164881.5),(72 5100933),(73 4991824.5),(74 4842993.5),(75 4670901),(76 4489770.5),(77 4325720.5),(78 4192134.5),(79 4114130.5),
(1 147428.73),(2 529804.06),(3 1001638.7),(4 1437363.9),(5 1779578.6),(6 2039897.5),(7 2294859.5),(8 2608067.3),(9 3009993),(10 3462120),(11 3893816.5),(12 4235702),(13 4428770.5),(14 4470265),(15 4401828),(16 4274788),(17 4133827.8),(18 3998917.8),(19 3863178.3),(20 3715717.8),(21 3555665.3),(22 3387139.5),(23 3233245),(24 3117431),(25 3060148.5),(26 3056688.5),(27 3105023.8),(28 3203959.8),(29 3331377.3),(30 3477160.5),(31 3628895.8),(32 3767679.5),(33 3878669.8),(34 3972358),(35 4035350),(36 4068749.3),(37 4079939.5),(38 4062580.3),(39 4021402),(40 3983822.8),(41 3950704),(42 3940564.8),(43 3951563),(44 3984265.8),(45 4056720),(46 4143316.8),(47 4231543.5),(48 4318263),(49 4385559.5),(50 4427280.5),(51 4447410),(52 4441010),(53 4411261.5),(54 4361463.5),(55 4306689),(56 4244272.5),(57 4181838.8),(58 4126946.8),(59 4087631.5),(60 4068782),(61 4050193.5),(62 4039518.3),(63 4029323.5),(64 4012314),(65 4002433.5),(66 3982593.3),(67 3959896.5),(68 3938657.8),(69 3918677.3),(70 3903286.3),(71 3899227.8),(72 3910608.3),(73 3954848),(74 4020757),(75 4107510.3),(76 4193245.8),(77 4281718),(78 4365653.5),(79 4432261),
(1 142592.48),(2 510778.06),(3 958941.2),(4 1364628.3),(5 1678680.5),(6 1928834.4),(7 2207308.8),(8 2578850.5),(9 3046875.8),(10 3551673.3),(11 4000416.3),(12 4328676.5),(13 4501322.5),(14 4543480),(15 4522813),(16 4481177.5),(17 4441334.5),(18 4398241.5),(19 4323119),(20 4205563),(21 4051004.3),(22 3898783),(23 3778324.3),(24 3694989.3),(25 3655277.5),(26 3635479.5),(27 3632162.3),(28 3655905.5),(29 3688732.5),(30 3733917.5),(31 3803843.3),(32 3889941.3),(33 3987278.5),(34 4110846.5),(35 4248510),(36 4382480.5),(37 4502238.5),(38 4603846.5),(39 4669134.5),(40 4719607.5),(41 4730969),(42 4715151),(43 4660779),(44 4580391),(45 4486399),(46 4378474),(47 4263839.5),(48 4150374.3),(49 4037678.5),(50 3929027.5),(51 3827154.8),(52 3728267.8),(53 3627336.8),(54 3533436.3),(55 3458241.5),(56 3406492),(57 3377378.8),(58 3370070.8),(59 3393961.3),(60 3456993.5),(61 3543613.8),(62 3653296.5),(63 3766842.3),(64 3862502.8),(65 3947630.5),(66 4011743),(67 4054031.5),(68 4082901),(69 4097952.3),(70 4103840.5),(71 4098457.8),(72 4087088.5),(73 4087794.8),(74 4108483.8),(75 4149271.8),(76 4207746),(77 4292770),(78 4395668.5),(79 4502416),
(1 139694.31),(2 492494),(3 906947.75),(4 1269702.3),(5 1539407.6),(6 1759755.6),(7 1999690.9),(8 2298080.3),(9 2639092.8),(10 2950058),(11 3161414.3),(12 3246723.5),(13 3229398.8),(14 3163327),(15 3107226),(16 3090975.3),(17 3097113.8),(18 3098203.3),(19 3072618),(20 3020857.3),(21 2947800.5),(22 2873895.8),(23 2799800),(24 2715752.5),(25 2633151),(26 2560629.8),(27 2507823),(28 2493504.3),(29 2515637.3),(30 2579392.8),(31 2687613.8),(32 2833690.3),(33 3006973.8),(34 3212878),(35 3430222.5),(36 3645365.3),(37 3841357.3),(38 4012010.5),(39 4132152),(40 4220759),(41 4258695.5),(42 4258193),(43 4204087.5),(44 4114724.8),(45 4009399.3),(46 3888422),(47 3754499.3),(48 3621261.5),(49 3486228.3),(50 3359432.8),(51 3246858.3),(52 3153975.3),(53 3083284.3),(54 3041433.3),(55 3035373.5),(56 3056833.5),(57 3103510.5),(58 3160540.3),(59 3230595),(60 3313898),(61 3383881.5),(62 3448983.5),(63 3497609),(64 3524634.3),(65 3540275.8),(66 3533358.3),(67 3506743.8),(68 3475619.8),(69 3429697),(70 3383162.3),(71 3341366.8),(72 3304180.8),(73 3284113.8),(74 3280413),(75 3292768.5),(76 3304512),(77 3319147.3),(78 3327534),(79 3323268.8),
(1 134787.75),(2 470699.5),(3 849246.3),(4 1153629.9),(5 1359211.4),(6 1535873.9),(7 1769430.8),(8 2083180.6),(9 2419604.8),(10 2677234.5),(11 2799755.8),(12 2803436.5),(13 2744367.5),(14 2691908.8),(15 2687126.3),(16 2722607.5),(17 2758654.8),(18 2768575.8),(19 2739891.8),(20 2691383),(21 2633128.8),(22 2578213.3),(23 2516664.8),(24 2445783.8),(25 2371528.3),(26 2301159.8),(27 2253420),(28 2240801.5),(29 2263061.3),(30 2324569),(31 2413508.8),(32 2518614.3),(33 2628434.5),(34 2742190.3),(35 2851497.8),(36 2953267),(37 3048622.5),(38 3136756),(39 3210000),(40 3272523.8),(41 3312677),(42 3329147),(43 3312871.3),(44 3264983.5),(45 3203751.3),(46 3138858.3),(47 3069982),(48 3014891.5),(49 2971100),(50 2945810.8),(51 2936687.5),(52 2942330),(53 2961939.8),(54 2996650.8),(55 3048788.5),(56 3107089),(57 3173947.3),(58 3234547.5),(59 3288768),(60 3329280),(61 3333787.8),(62 3311706.3),(63 3270313.3),(64 3217793),(65 3173678),(66 3128935.5),(67 3092640.8),(68 3069655.8),(69 3062813.3),(70 3074811),(71 3105722.3),(72 3151114.5),(73 3205710),(74 3254874.5),(75 3277370.3),(76 3263306),(77 3226482.5),(78 3167334.3),(79 3104519),
(1 140677.72),(2 487038.53),(3 879706.1),(4 1202847),(5 1438621.8),(6 1648709.5),(7 1898415.3),(8 2187380),(9 2442537.5),(10 2579781),(11 2573962.8),(12 2472270.3),(13 2351365.3),(14 2271232.5),(15 2252017.5),(16 2265245),(17 2276579),(18 2277055.5),(19 2276956.5),(20 2290929.8),(21 2316502.8),(22 2332026.3),(23 2318617.8),(24 2272149),(25 2212784.8),(26 2159562.3),(27 2130474.5),(28 2134683),(29 2170005.3),(30 2241318),(31 2340986.5),(32 2459189.8),(33 2580896.3),(34 2702656),(35 2820863.5),(36 2928899.3),(37 3020179),(38 3092457.5),(39 3137214.5),(40 3167496),(41 3183036.3),(42 3192029),(43 3202558),(44 3211968.3),(45 3233955.3),(46 3265672.3),(47 3306798.5),(48 3357342),(49 3425408.5),(50 3497268.8),(51 3563751),(52 3619757.5),(53 3654996.3),(54 3667198),(55 3659322.3),(56 3633438.3),(57 3599138),(58 3562312),(59 3541492.5),(60 3541710.8),(61 3554839.5),(62 3594766.5),(63 3653837),(64 3728584.3),(65 3812634),(66 3877614),(67 3924537.5),(68 3955941),(69 3967216),(70 3958197.5),(71 3924526),(72 3869106.5),(73 3801756.5),(74 3729765),(75 3660580),(76 3595475.8),(77 3543482),(78 3501348.8),(79 3472834),
(1 126406.664),(2 429794.06),(3 755382.5),(4 1000830.06),(5 1165714.8),(6 1325673.8),(7 1537240.4),(8 1779575.3),(9 1979340.1),(10 2070612.8),(11 2048711.4),(12 1975731.5),(13 1910348.4),(14 1881881.3),(15 1885555.9),(16 1883723),(17 1865876.5),(18 1851153.3),(19 1854741),(20 1882178.4),(21 1923140.8),(22 1954840.3),(23 1961394.6),(24 1938931),(25 1899406),(26 1859965.4),(27 1836166.3),(28 1847066.4),(29 1893462.5),(30 1979822.3),(31 2095114.6),(32 2223747.5),(33 2346439.3),(34 2454436.8),(35 2533776.8),(36 2575613.3),(37 2584620.8),(38 2564393.5),(39 2528166.5),(40 2496745),(41 2476914.5),(42 2477788),(43 2497262.8),(44 2541733.3),(45 2620204.5),(46 2713688.8),(47 2807939),(48 2892962.5),(49 2954910.8),(50 2979946),(51 2964873.8),(52 2910858.8),(53 2830968.8),(54 2736783.5),(55 2648508.5),(56 2572479.3),(57 2526333.5),(58 2515058.5),(59 2547026.3),(60 2616302),(61 2706317.5),(62 2804559.3),(63 2883373.8),(64 2926735.5),(65 2937898),(66 2907108.3),(67 2845302.8),(68 2771233.3),(69 2699409),(70 2646330.5),(71 2623567),(72 2635715.5),(73 2684839.5),(74 2752408),(75 2819876.3),(76 2872602),(77 2909285.3),(78 2929655.3),(79 2942935),
(1 124212.34),(2 415247.16),(3 722802.3),(4 960350.3),(5 1139522),(6 1337571.9),(7 1596575.5),(8 1875189.9),(9 2088587.9),(10 2185135),(11 2189772),(12 2169462.8),(13 2168218),(14 2176246.5),(15 2169734.5),(16 2113791.3),(17 2031172.1),(18 1959799.8),(19 1928141.3),(20 1923598.6),(21 1908255.1),(22 1859516),(23 1786571.9),(24 1698355.4),(25 1604968),(26 1518478.6),(27 1455244.6),(28 1432951.1),(29 1466683.3),(30 1562315.3),(31 1708348.8),(32 1877235.9),(33 2041360.5),(34 2174556),(35 2261176.3),(36 2302291.8),(37 2305726.3),(38 2288549.5),(39 2261533.8),(40 2245023.5),(41 2244327.5),(42 2266169.3),(43 2303260),(44 2357279),(45 2428567.8),(46 2490693),(47 2539809.8),(48 2569540.5),(49 2595439.5),(50 2599563.5),(51 2582803.5),(52 2552982.3),(53 2518884.5),(54 2488839.3),(55 2475191.3),(56 2485393.8),(57 2522084),(58 2581084.5),(59 2661424),(60 2754845.8),(61 2849652.3),(62 2940174.3),(63 3007583.5),(64 3041936.5),(65 3046688.5),(66 3014960.5),(67 2967230.8),(68 2926044.8),(69 2899248),(70 2894252),(71 2915322.8),(72 2955548),(73 3011076.5),(74 3073297.3),(75 3137204.5),(76 3192826.5),(77 3241109),(78 3284476.3),(79 3325689.3),
(1 110377.84),(2 366298.38),(3 628014.44),(4 823279.8),(5 978704.44),(6 1165140.4),(7 1408808.4),(8 1652528.5),(9 1823324.4),(10 1892315.5),(11 1897805.4),(12 1898042.6),(13 1913061.1),(14 1922327.4),(15 1911874.3),(16 1875664.5),(17 1849614.8),(18 1856772.4),(19 1888178.9),(20 1916134.9),(21 1921354.3),(22 1896562.6),(23 1848544.3),(24 1785414.1),(25 1716752.3),(26 1657594.6),(27 1624410.5),(28 1634905),(29 1687425.8),(30 1773728),(31 1884200.6),(32 1992643.8),(33 2080644.9),(34 2137368.8),(35 2151387.5),(36 2124709),(37 2060200.6),(38 1977068.5),(39 1891075.4),(40 1826940.9),(41 1790679.9),(42 1784500.5),(43 1805594.5),(44 1858767.5),(45 1939896.3),(46 2032422.5),(47 2127712),(48 2201109),(49 2267734),(50 2309565),(51 2333003.3),(52 2349123),(53 2364307.5),(54 2382325.5),(55 2411950.8),(56 2455450.5),(57 2514853.5),(58 2583929.5),(59 2664518.3),(60 2746740.5),(61 2812578.5),(62 2856734.3),(63 2872622.3),(64 2853628.3),(65 2813210.5),(66 2754063.5),(67 2691644),(68 2633881),(69 2589072.8),(70 2562290.8),(71 2556236.3),(72 2571911),(73 2605261),(74 2646421),(75 2691247),(76 2730663.5),(77 2768980),(78 2810169),(79 2853461.8),
(1 100808.6),(2 322796.56),(3 529244.6),(4 665063.4),(5 772658.6),(6 925299.56),(7 1130258),(8 1313878.3),(9 1407285.4),(10 1414336),(11 1398983.5),(12 1419178.6),(13 1469407.1),(14 1506148.9),(15 1510116.9),(16 1502313.6),(17 1517465.1),(18 1557949.1),(19 1598722.4),(20 1622503.6),(21 1623733.3),(22 1617875.8),(23 1622627.8),(24 1642792.4),(25 1678353.3),(26 1722263.1),(27 1765971.1),(28 1805493.3),(29 1834209.6),(30 1855374.9),(31 1872638.1),(32 1880292.5),(33 1878325.6),(34 1865028.5),(35 1843136.5),(36 1812273.5),(37 1778074.6),(38 1745397.4),(39 1716039.9),(40 1697808.4),(41 1682123.5),(42 1674915.1),(43 1666995),(44 1662823.3),(45 1671167.5),(46 1687657.9),(47 1710850.4),(48 1734951.6),(49 1775417.5),(50 1822679.9),(51 1877814.1),(52 1935386.8),(53 1989452.3),(54 2035935.3),(55 2073874.4),(56 2097500.8),(57 2114373.5),(58 2127773.5),(59 2140862.8),(60 2150903.8),(61 2156679.8),(62 2167576.3),(63 2186750.5),(64 2210820.8),(65 2243705.8),(66 2279850.8),(67 2318566),(68 2360454.3),(69 2400476),(70 2432215.8),(71 2452613.3),(72 2460605.5),(73 2465728),(74 2477355.5),(75 2499876),(76 2532092.5),(77 2584777.8),(78 2649100),(79 2713496.3),
(1 90332.18),(2 292265.84),(3 483108.2),(4 617118.44),(5 727818.5),(6 868414.06),(7 1029062.4),(8 1145670.9),(9 1181658.6),(10 1162415.4),(11 1149072.8),(12 1171031.4),(13 1207300.1),(14 1225552.8),(15 1226621.4),(16 1231041.8),(17 1254654),(18 1279915.4),(19 1284086.1),(20 1267493),(21 1248844.6),(22 1250674.5),(23 1277488.1),(24 1323801.1),(25 1377071.1),(26 1426347),(27 1467976.8),(28 1502358.8),(29 1525921.6),(30 1540737.3),(31 1548288.4),(32 1546373.8),(33 1536285.1),(34 1526274),(35 1522936.8),(36 1526600.4),(37 1537026.9),(38 1547467.8),(39 1552244.8),(40 1551345.8),(41 1535541.5),(42 1509704.1),(43 1467512.1),(44 1415366.3),(45 1370740.8),(46 1340650.4),(47 1336157.1),(48 1357689.9),(49 1410855.6),(50 1475427.5),(51 1542689.4),(52 1600951.5),(53 1644140.5),(54 1664622.6),(55 1665167.3),(56 1650606.4),(57 1629278.6),(58 1606908.5),(59 1595576.4),(60 1593530),(61 1598340.3),(62 1617707.5),(63 1651205.8),(64 1695337.4),(65 1749965.9),(66 1803678.6),(67 1853153.8),(68 1898167.9),(69 1933158),(70 1956030.4),(71 1970352.1),(72 1980513.6),(73 1991416.9),(74 2005672.5),(75 2031608.1),(76 2067992),(77 2116910),(78 2163242.3),(79 2197868.3),
(1 89649.195),(2 282219.2),(3 455085.34),(4 572315.06),(5 674175),(6 806891.2),(7 943468),(8 1017352),(9 1015361.44),(10 991775.3),(11 1002752.4),(12 1056069.4),(13 1109824.5),(14 1142264.8),(15 1169310.3),(16 1210327.3),(17 1264276.6),(18 1302780.5),(19 1311048.9),(20 1301772.1),(21 1291341.1),(22 1290660.5),(23 1297179.8),(24 1310007.8),(25 1327049.1),(26 1347650.9),(27 1371424.4),(28 1395077.1),(29 1410295.9),(30 1410884.8),(31 1397041.4),(32 1374707.5),(33 1349274.5),(34 1323851.9),(35 1304611.9),(36 1289769),(37 1281728.9),(38 1281276.3),(39 1283726.3),(40 1290314.5),(41 1288744.6),(42 1270334.1),(43 1233945.6),(44 1189569.6),(45 1151722.3),(46 1126290.3),(47 1121508.9),(48 1136677.3),(49 1175361.9),(50 1223677.1),(51 1276481.4),(52 1326757.8),(53 1369710.9),(54 1404130.9),(55 1431831.3),(56 1452950.8),(57 1471387.9),(58 1486729.4),(59 1504176),(60 1521956.5),(61 1532726.4),(62 1541654.6),(63 1547663.6),(64 1550541.1),(65 1556555.8),(66 1563271.6),(67 1574281.8),(68 1593518.4),(69 1621940.6),(70 1662659.3),(71 1704470.9),(72 1746957.4),(73 1790456.5),(74 1836460.8),(75 1883346.5),(76 1921320.4),(77 1942664),(78 1938273.6),(79 1906940.6),
(1 88374.125),(2 272624.25),(3 429251.16),(4 526386.1),(5 614170.56),(6 735085.2),(7 859460.75),(8 927084.9),(9 933042.1),(10 936711.8),(11 982654.1),(12 1060048.3),(13 1131377.4),(14 1189372.6),(15 1253747.3),(16 1332243),(17 1404745.1),(18 1446600.1),(19 1455605.5),(20 1455816),(21 1455757.9),(22 1460525.8),(23 1469581.1),(24 1487564.3),(25 1513044.6),(26 1537445.1),(27 1547310.5),(28 1541328.4),(29 1519001.9),(30 1487407.4),(31 1447174.9),(32 1402066),(33 1357728.8),(34 1320572.3),(35 1297976.8),(36 1287807.1),(37 1284583.8),(38 1281214.3),(39 1271960),(40 1264832.4),(41 1252334.6),(42 1231838.6),(43 1202708.3),(44 1172908.8),(45 1156111.6),(46 1152606.8),(47 1166272.9),(48 1192745),(49 1230557.6),(50 1269542.4),(51 1307530.3),(52 1345290.3),(53 1385669.6),(54 1426788.1),(55 1466933.4),(56 1510169),(57 1559237.6),(58 1608555.8),(59 1663482.6),(60 1720574.9),(61 1768880.6),(62 1807863),(63 1831741),(64 1842580.4),(65 1851137.4),(66 1853752.4),(67 1853590.5),(68 1852303.3),(69 1852569),(70 1856903.3),(71 1864884.3),(72 1877509.4),(73 1890538.6),(74 1899064.6),(75 1895387.6),(76 1870719),(77 1827780.4),(78 1771225.4),(79 1714029),
(1 85226.26),(2 260063.25),(3 408764.28),(4 509481.66),(5 609597.25),(6 729879.3),(7 828772.4),(8 860253.7),(9 847166.1),(10 847666.75),(11 878574.9),(12 912951.4),(13 930224.25),(14 946057.94),(15 983542.94),(16 1035778.3),(17 1078781.5),(18 1106214.6),(19 1128480.8),(20 1156360.8),(21 1184468.5),(22 1214178.4),(23 1241569),(24 1268639),(25 1299151.8),(26 1333181.1),(27 1365235.3),(28 1394363.8),(29 1408904.1),(30 1409882),(31 1393117.3),(32 1370195.6),(33 1346883.9),(34 1328209.6),(35 1312237.8),(36 1298481.9),(37 1287527.4),(38 1277327.5),(39 1261989.6),(40 1243312.5),(41 1219878.6),(42 1198120.5),(43 1183081.4),(44 1180940.5),(45 1198222.4),(46 1221170.9),(47 1240684.3),(48 1248905.3),(49 1254267.5),(50 1250969.4),(51 1241714.5),(52 1232908.1),(53 1227424.8),(54 1232736.5),(55 1252786.5),(56 1285415.3),(57 1328520.3),(58 1375762.6),(59 1424052.1),(60 1470984.5),(61 1508335.3),(62 1537883),(63 1559358.8),(64 1575729.1),(65 1592015.9),(66 1605594),(67 1623950.3),(68 1648136.9),(69 1671939.9),(70 1690346.1),(71 1697214.8),(72 1690618.3),(73 1672686.6),(74 1649499.4),(75 1625574.4),(76 1601183.3),(77 1584348.8),(78 1575861.8),(79 1574923.8),
