1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58842.574),(2 31528.922),(3 121242.664),(4 121859.53),(5 234717.33),(6 256879.36),(7 389852.88),(8 430593.72),(9 578805.3),(10 640119.6),(11 802896.7),(12 886735),(13 1068592.6),(14 1163564),(15 1339602.6),(16 1443457.5),(17 1652771.5),(18 1791450),(19 2013953.4),(20 2173581.8),(21 2429050.3),(22 2620841),(23 2881386.8),(24 3079138),(25 3361009),(26 3568547.3),(27 3884757),(28 4109508.8),(29 4424334.5),(30 4652320.5),(31 4953109.5),(32 5155605.5),(33 5455822),(34 5614805.5),(35 5831276.5),(36 5986150.5),(37 6217344),(38 6374432),(39 6577030.5),(40 6716812),(41 6918662.5),(42 7049838.5),(43 7212275.5),(44 7314622.5),(45 7440064.5),(46 7512197.5),(47 7616222.5),(48 7637705.5),(49 7712081.5),(50 7717224),(51 7768900),(52 7772518.5),(53 7829118),(54 7815086.5),(55 7873977.5),(56 7888916.5),(57 7971606.5),(58 7976929.5),(59 8047630.5),(60 8062290.5),(61 8134794.5),(62 8148311.5),(63 8249525.5),(64 8287009.5),(65 8409230),(66 8473760),(67 8596263),(68 8680116),(69 8829936),(70 8959995),(71 9165261),(72 9334968),(73 9524505),(74 9665278),(75 9878207),(76 9989256),(77 10145623),(78 10220636),(79 10346212),
(1 185.60643),(2 105.25287),(3 210.49562),(4 117.49197),(5 221.20512),(6 126.82936),(7 224.43942),(8 130.05751),(9 231.04137),(10 134.31277),(11 231.28934),(12 133.21512),(13 233.57797),(14 137.23405),(15 232.96103),(16 137.79814),(17 236.94878),(18 141.67233),(19 238.97382),(20 145.67569),(21 246.18666),(22 150.50748),(23 251.12463),(24 155.8098),(25 256.05164),(26 162.76804),(27 260.81543),(28 167.56433),(29 266.65817),(30 172.99771),(31 271.12134),(32 178.8844),(33 279.39447),(34 183.17012),(35 279.4475),(36 183.00629),(37 282.84787),(38 185.65265),(39 283.05576),(40 188.1242),(41 288.89392),(42 192.9638),(43 290.85904),(44 193.89296),(45 291.18805),(46 192.44615),(47 288.3768),(48 190.68507),(49 288.61478),(50 191.03505),(51 285.92322),(52 188.13495),(53 285.68073),(54 189.62694),(55 284.01254),(56 188.88881),(57 285.5122),(58 190.94012),(59 284.46808),(60 189.9964),(61 288.3765),(62 190.29277),(63 284.09888),(64 189.19022),(65 285.04944),(66 191.99266),(67 286.77988),(68 190.94931),(69 287.06894),(70 191.08649),(71 283.58395),(72 188.02798),(73 283.2883),(74 188.20033),(75 284.20074),(76 187.42473),(77 284.78375),(78 189.21742),(79 285.51822),
(1 183.5796),(2 101.75521),(3 208.3289),(4 117.280174),(5 219.77177),(6 124.54334),(7 225.15701),(8 130.15643),(9 230.67227),(10 132.8167),(11 231.06038),(12 133.14125),(13 234.93939),(14 136.72995),(15 234.76309),(16 138.25204),(17 240.29694),(18 141.63477),(19 241.23708),(20 145.69052),(21 248.6896),(22 151.84016),(23 252.5355),(24 155.9132),(25 258.41922),(26 163.10614),(27 261.5275),(28 168.72623),(29 268.59644),(30 172.50772),(31 271.8356),(32 176.9889),(33 277.95032),(34 180.31146),(35 278.22653),(36 181.14313),(37 281.31235),(38 185.0135),(39 283.74048),(40 187.5901),(41 288.02673),(42 189.73485),(43 287.49377),(44 190.48575),(45 289.26364),(46 189.86354),(47 287.483),(48 189.51097),(49 286.09384),(50 187.76802),(51 283.00226),(52 186.59688),(53 284.57294),(54 187.17581),(55 282.11093),(56 183.09758),(57 281.28),(58 183.91367),(59 278.90332),(60 183.58017),(61 284.23862),(62 185.59776),(63 281.6718),(64 186.99937),(65 284.48712),(66 189.02092),(67 284.52988),(68 188.01718),(69 285.70047),(70 187.58807),(71 283.29184),(72 187.79573),(73 285.24207),(74 189.13539),(75 286.7347),(76 188.77335),(77 288.15192),(78 189.50809),(79 286.38272),
(1 181.16576),(2 102.35935),(3 206.36707),(4 117.522705),(5 218.33766),(6 124.560646),(7 222.96548),(8 129.58623),(9 227.68428),(10 135.39813),(11 230.93683),(12 134.63092),(13 233.57152),(14 137.96217),(15 233.23053),(16 137.90439),(17 239.01349),(18 141.79465),(19 241.0515),(20 145.94814),(21 245.16914),(22 150.21169),(23 249.29285),(24 154.36263),(25 255.85283),(26 160.40411),(27 258.219),(28 166.22585),(29 267.6327),(30 170.85703),(31 271.6801),(32 177.67603),(33 278.02365),(34 182.2347),(35 280.04404),(36 183.39162),(37 282.45984),(38 187.06064),(39 285.9469),(40 191.044),(41 289.5452),(42 194.6459),(43 288.10034),(44 193.69707),(45 291.13248),(46 193.98816),(47 289.0955),(48 192.60944),(49 288.5111),(50 192.74748),(51 286.17853),(52 191.8714),(53 287.37457),(54 192.2788),(55 285.36795),(56 191.11896),(57 287.755),(58 192.71178),(59 287.4886),(60 192.62029),(61 291.87268),(62 196.83966),(63 290.0554),(64 197.0356),(65 292.51593),(66 199.14458),(67 292.99133),(68 196.73917),(69 290.9571),(70 195.42764),(71 287.89603),(72 193.81055),(73 289.853),(74 192.64262),(75 288.97375),(76 192.60355),(77 289.4044),(78 191.55232),(79 286.35852),
(1 179.56206),(2 97.88515),(3 202.64287),(4 112.86546),(5 213.53705),(6 119.15468),(7 219.46745),(8 124.28428),(9 224.1648),(10 128.83504),(11 225.66971),(12 128.92621),(13 229.00177),(14 134.23238),(15 231.25183),(16 134.89922),(17 235.8988),(18 137.87291),(19 238.37056),(20 142.63017),(21 243.1805),(22 148.48492),(23 244.52263),(24 149.3487),(25 250.33707),(26 155.23431),(27 253.99057),(28 159.71446),(29 260.24976),(30 165.93016),(31 264.80704),(32 170.60182),(33 269.44092),(34 174.78209),(35 271.68317),(36 174.1113),(37 273.13373),(38 177.2707),(39 275.0975),(40 178.84749),(41 278.61658),(42 181.64679),(43 278.68723),(44 182.45241),(45 282.6415),(46 184.57074),(47 280.6564),(48 184.37883),(49 281.81314),(50 187.45453),(51 280.6805),(52 184.52039),(53 281.9528),(54 185.11684),(55 278.56833),(56 184.2743),(57 280.86053),(58 186.56801),(59 280.10016),(60 186.42516),(61 283.756),(62 187.2037),(63 282.63235),(64 186.13966),(65 285.37088),(66 189.52763),(67 282.2791),(68 186.90842),(69 283.7411),(70 184.60371),(71 278.96988),(72 180.89626),(73 278.7632),(74 181.6818),(75 276.7888),(76 180.40121),(77 279.2577),(78 180.31987),(79 274.1917),
(1 177.41338),(2 96.155975),(3 200.13235),(4 112.11443),(5 211.24123),(6 118.74834),(7 216.43454),(8 122.49651),(9 222.16512),(10 126.55874),(11 220.92876),(12 125.98662),(13 224.27278),(14 130.51735),(15 227.4831),(16 133.02171),(17 230.93001),(18 135.312),(19 233.01166),(20 139.37729),(21 240.06656),(22 146.38797),(23 243.96822),(24 150.23576),(25 250.16508),(26 154.99034),(27 253.45586),(28 160.34787),(29 259.59204),(30 166.1749),(31 263.23376),(32 170.70297),(33 270.34747),(34 176.39604),(35 271.5361),(36 176.9241),(37 276.5053),(38 179.64407),(39 277.62488),(40 180.73645),(41 279.8481),(42 183.75708),(43 278.8543),(44 184.67601),(45 281.6232),(46 184.90933),(47 280.1532),(48 184.67833),(49 280.10095),(50 184.93396),(51 277.37045),(52 183.2341),(53 277.56747),(54 181.80534),(55 274.10052),(56 181.50642),(57 275.92734),(58 181.58179),(59 275.65414),(60 181.30463),(61 276.27176),(62 181.82237),(63 275.98874),(64 183.47153),(65 280.08658),(66 185.91118),(67 279.76865),(68 184.34816),(69 280.14923),(70 183.387),(71 274.86652),(72 181.89406),(73 275.9419),(74 180.98192),(75 273.79608),(76 178.57095),(77 275.33167),(78 179.42035),(79 271.21927),
(1 174.20486),(2 95.68084),(3 197.37596),(4 110.11891),(5 207.86534),(6 118.48444),(7 211.88594),(8 122.53105),(9 218.42378),(10 127.40007),(11 219.17166),(12 125.943245),(13 219.9443),(14 128.87022),(15 223.40237),(16 130.997),(17 227.52393),(18 133.86101),(19 226.41536),(20 137.11859),(21 233.53297),(22 142.80768),(23 236.51602),(24 146.06859),(25 242.76515),(26 152.6235),(27 246.30376),(28 157.79288),(29 253.08969),(30 164.27426),(31 257.84875),(32 169.55704),(33 264.81873),(34 175.4404),(35 267.75995),(36 177.29877),(37 270.3646),(38 177.72946),(39 270.61752),(40 181.44151),(41 273.90576),(42 183.66803),(43 274.65842),(44 184.47398),(45 276.63858),(46 186.26575),(47 277.85992),(48 185.75336),(49 276.27582),(50 185.95035),(51 274.83188),(52 182.98332),(53 272.43774),(54 180.10251),(55 268.53204),(56 178.49821),(57 271.0044),(58 179.51738),(59 269.87698),(60 179.5608),(61 271.37582),(62 180.40819),(63 269.94785),(64 180.01979),(65 272.68903),(66 182.37256),(67 270.99734),(68 182.08987),(69 272.78098),(70 181.78629),(71 269.48517),(72 180.1855),(73 269.01038),(74 179.64471),(75 268.52356),(76 177.43147),(77 267.61774),(78 177.00574),(79 265.33054),
(1 174.62665),(2 96.48452),(3 198.74068),(4 110.45435),(5 207.75938),(6 116.28208),(7 212.79814),(8 120.60365),(9 217.73326),(10 124.572815),(11 216.99564),(12 123.3817),(13 218.80722),(14 126.94274),(15 221.58907),(16 130.39418),(17 227.74582),(18 133.12259),(19 227.16301),(20 134.84016),(21 231.6802),(22 139.98067),(23 234.97156),(24 144.46857),(25 241.44792),(26 149.67943),(27 246.24965),(28 157.08868),(29 253.2363),(30 161.874),(31 256.74844),(32 168.14706),(33 262.7634),(34 170.16978),(35 261.56473),(36 171.03214),(37 266.7399),(38 174.35541),(39 269.44446),(40 175.335),(41 272.19342),(42 179.0207),(43 272.6748),(44 179.94206),(45 275.67947),(46 180.6264),(47 271.87027),(48 178.9669),(49 271.92337),(50 179.12575),(51 270.07086),(52 176.5246),(53 270.50912),(54 178.54686),(55 269.02402),(56 176.65666),(57 270.3353),(58 178.75226),(59 269.65402),(60 178.01384),(61 270.13965),(62 179.80971),(63 269.7187),(64 177.68651),(65 272.8285),(66 180.57713),(67 271.44806),(68 179.02144),(69 272.44504),(70 179.92287),(71 268.96954),(72 177.61359),(73 271.045),(74 178.25394),(75 269.96268),(76 178.55084),(77 270.07162),(78 177.05173),(79 265.36118),
(1 171.99237),(2 93.92498),(3 194.6066),(4 107.77493),(5 204.89348),(6 113.5708),(7 208.0121),(8 116.287796),(9 214.34525),(10 121.57165),(11 214.00938),(12 119.98073),(13 215.6729),(14 123.27119),(15 216.18817),(16 124.76912),(17 221.46487),(18 127.77621),(19 222.94164),(20 131.09903),(21 226.66591),(22 135.9081),(23 229.94023),(24 139.26611),(25 237.54344),(26 145.20164),(27 242.11559),(28 152.06316),(29 249.54126),(30 157.00261),(31 252.99889),(32 161.05496),(33 256.7421),(34 163.7487),(35 256.51038),(36 165.50954),(37 262.44516),(38 168.9821),(39 262.84222),(40 171.47404),(41 268.95816),(42 176.17705),(43 269.6382),(44 177.98677),(45 272.4792),(46 179.02324),(47 269.9222),(48 177.50797),(49 272.23404),(50 177.69374),(51 269.6684),(52 177.50328),(53 269.59296),(54 178.40526),(55 267.29547),(56 175.86061),(57 268.5441),(58 176.06723),(59 268.0353),(60 176.84033),(61 269.4769),(62 177.32372),(63 268.13773),(64 176.25616),(65 268.63773),(66 178.21588),(67 270.07062),(68 175.961),(69 268.38495),(70 174.48148),(71 265.41138),(72 173.78683),(73 266.1439),(74 175.57693),(75 266.4906),(76 172.0803),(77 265.46722),(78 171.86067),(79 262.7562),
(1 169.39293),(2 92.706635),(3 192.7559),(4 107.696014),(5 202.6418),(6 114.03612),(7 206.43523),(8 117.66039),(9 213.0898),(10 122.392784),(11 212.66972),(12 121.43302),(13 216.13603),(14 126.19471),(15 218.05406),(16 126.7139),(17 221.66502),(18 130.53941),(19 224.70898),(20 135.14331),(21 228.41313),(22 138.19403),(23 231.59143),(24 142.5445),(25 236.55112),(26 148.63411),(27 240.79959),(28 152.85391),(29 248.44937),(30 158.26283),(31 251.25638),(32 163.02618),(33 254.65935),(34 166.20755),(35 254.82866),(36 166.24193),(37 257.94864),(38 168.3563),(39 258.5495),(40 170.27208),(41 264.44235),(42 174.9889),(43 264.98264),(44 174.7978),(45 266.7785),(46 176.50403),(47 264.28287),(48 174.14598),(49 265.58945),(50 172.6531),(51 262.23743),(52 172.80959),(53 264.76675),(54 176.17726),(55 262.1034),(56 174.10298),(57 263.34106),(58 174.10762),(59 263.98795),(60 176.433),(61 265.02832),(62 176.89745),(63 263.65402),(64 176.67723),(65 267.60422),(66 180.20895),(67 267.9191),(68 177.89998),(69 268.6386),(70 177.30498),(71 266.0487),(72 175.49312),(73 264.3075),(74 175.10204),(75 262.41104),(76 172.79791),(77 261.76187),(78 171.6235),(79 258.08124),
(1 167.04012),(2 91.35001),(3 189.53131),(4 104.98159),(5 199.50758),(6 112.26272),(7 205.27505),(8 116.33576),(9 210.91034),(10 121.53877),(11 211.77615),(12 120.948746),(13 214.38245),(14 124.50613),(15 214.85509),(16 123.930695),(17 216.74687),(18 126.960686),(19 219.24365),(20 131.17532),(21 224.64809),(22 134.89337),(23 226.37662),(24 139.17265),(25 233.88567),(26 145.72598),(27 238.73962),(28 152.10855),(29 245.7157),(30 158.39278),(31 249.4075),(32 162.21089),(33 253.23117),(34 162.91072),(35 252.94608),(36 163.72339),(37 253.85739),(38 165.4892),(39 257.07962),(40 168.90285),(41 259.6122),(42 170.44325),(43 260.42044),(44 173.28555),(45 263.95215),(46 174.08614),(47 260.87216),(48 173.83264),(49 264.38535),(50 175.26686),(51 261.34616),(52 173.39044),(53 263.9696),(54 175.40431),(55 261.84555),(56 174.8651),(57 263.28134),(58 176.41162),(59 264.65057),(60 178.16599),(61 264.88712),(62 178.49141),(63 265.10107),(64 178.51395),(65 266.8666),(66 179.59476),(67 265.26898),(68 176.63916),(69 264.2993),(70 174.04565),(71 260.7852),(72 171.35275),(73 260.27612),(74 171.66154),(75 257.0912),(76 169.36237),(77 258.77853),(78 168.35359),(79 253.5727),
(1 163.58502),(2 90.07888),(3 184.92566),(4 104.75478),(5 195.42334),(6 110.99575),(7 198.99637),(8 114.34287),(9 204.09903),(10 117.29189),(11 203.44781),(12 116.89817),(13 206.27957),(14 120.57346),(15 205.97101),(16 120.97383),(17 210.15416),(18 124.68973),(19 213.40956),(20 128.27144),(21 218.28609),(22 134.16856),(23 221.48836),(24 136.45352),(25 226.67644),(26 141.88162),(27 230.40941),(28 147.37947),(29 236.90991),(30 151.7715),(31 240.14565),(32 155.36823),(33 244.23235),(34 158.71501),(35 245.59222),(36 160.5521),(37 248.97632),(38 164.40388),(39 252.52975),(40 166.8164),(41 255.75046),(42 169.24136),(43 254.64565),(44 169.2671),(45 257.85812),(46 170.56377),(47 257.66895),(48 171.88628),(49 258.5542),(50 172.97906),(51 256.60553),(52 170.81537),(53 258.132),(54 172.41936),(55 257.53192),(56 172.573),(57 258.46393),(58 172.44423),(59 257.86456),(60 173.99716),(61 257.9908),(62 173.2689),(63 258.19226),(64 172.8867),(65 259.1244),(66 174.15295),(67 258.82037),(68 170.62244),(69 256.47012),(70 169.52875),(71 253.7232),(72 168.5141),(73 254.95544),(74 168.5899),(75 252.79453),(76 164.46469),(77 252.65985),(78 165.41876),(79 250.86874),
(1 167.05222),(2 90.69281),(3 190.62202),(4 104.417564),(5 199.86687),(6 112.36586),(7 205.00493),(8 114.89262),(9 208.77106),(10 117.39341),(11 206.90552),(12 115.76537),(13 208.74242),(14 118.76479),(15 209.37726),(16 120.14519),(17 213.4381),(18 124.546486),(19 215.62439),(20 129.08888),(21 220.57553),(22 132.90903),(23 224.94211),(24 136.98389),(25 230.13931),(26 142.42703),(27 233.99258),(28 146.17924),(29 239.54897),(30 150.68022),(31 243.23157),(32 156.47641),(33 248.29802),(34 159.79277),(35 248.78825),(36 159.83504),(37 251.47415),(38 163.85866),(39 253.28586),(40 165.54152),(41 257.04068),(42 168.81026),(43 258.23935),(44 168.851),(45 257.9135),(46 169.9104),(47 258.65906),(48 168.27307),(49 258.4107),(50 169.81367),(51 257.0858),(52 169.7965),(53 257.85938),(54 170.25677),(55 254.96559),(56 169.71696),(57 257.81525),(58 170.49937),(59 257.85995),(60 171.57419),(61 260.2926),(62 172.30418),(63 260.01022),(64 172.65976),(65 262.86987),(66 174.11342),(67 260.06912),(68 170.22108),(69 261.4706),(70 170.35498),(71 257.12238),(72 168.04482),(73 257.22064),(74 167.36371),(75 254.19531),(76 167.01485),(77 255.22835),(78 165.97687),(79 253.64948),
(1 162.95186),(2 88.63431),(3 186.66806),(4 102.75018),(5 196.1101),(6 109.740555),(7 202.07407),(8 115.13205),(9 207.82062),(10 118.12965),(11 206.10008),(12 117.801704),(13 208.80942),(14 121.30155),(15 210.21391),(16 119.606514),(17 212.7403),(18 123.59505),(19 213.41045),(20 126.93282),(21 220.20322),(22 133.29128),(23 225.46268),(24 139.41307),(25 231.25105),(26 144.20894),(27 234.88333),(28 148.99518),(29 241.83101),(30 152.97682),(31 245.44931),(32 159.03395),(33 252.58655),(34 163.0817),(35 252.61877),(36 163.53592),(37 254.15677),(38 166.51962),(39 256.07486),(40 167.6485),(41 259.86502),(42 171.54185),(43 258.69495),(44 171.20042),(45 263.437),(46 172.94308),(47 261.41885),(48 171.78958),(49 259.77783),(50 172.01804),(51 258.9967),(52 168.7065),(53 257.58463),(54 169.98167),(55 255.61874),(56 168.78911),(57 256.94897),(58 170.11424),(59 256.32922),(60 171.90553),(61 259.96338),(62 173.00264),(63 258.8426),(64 172.84715),(65 261.85046),(66 175.94858),(67 259.42618),(68 171.45665),(69 259.3833),(70 172.10004),(71 257.55402),(72 168.55081),(73 255.48729),(74 168.53755),(75 253.98984),(76 165.87872),(77 254.09354),(78 165.76341),(79 250.30116),
(1 158.88689),(2 87.38036),(3 181.00253),(4 99.966675),(5 191.15039),(6 106.46232),(7 194.35553),(8 111.55843),(9 200.12044),(10 113.532005),(11 198.89587),(12 112.6532),(13 201.8568),(14 117.5193),(15 202.82077),(16 117.1361),(17 206.47835),(18 119.64776),(19 206.64055),(20 121.204544),(21 213.10442),(22 127.21934),(23 215.93327),(24 131.93234),(25 223.16444),(26 138.44955),(27 227.58156),(28 143.91287),(29 233.96228),(30 147.0886),(31 236.83643),(32 151.40349),(33 241.74509),(34 154.36336),(35 243.10701),(36 156.27498),(37 245.09634),(38 156.70284),(39 244.20396),(40 156.29898),(41 247.66231),(42 159.57672),(43 247.25362),(44 160.36232),(45 250.48778),(46 161.60135),(47 247.39525),(48 161.49237),(49 250.17357),(50 163.5562),(51 250.08813),(52 162.50874),(53 250.6823),(54 164.0308),(55 250.21353),(56 164.77644),(57 251.76648),(58 165.82416),(59 251.93436),(60 168.47389),(61 253.97621),(62 169.01141),(63 253.24313),(64 169.22841),(65 256.10614),(66 170.86967),(67 255.73367),(68 169.75523),(69 255.87984),(70 168.83505),(71 252.27094),(72 165.64622),(73 251.31447),(74 165.319),(75 250.63611),(76 164.2282),(77 250.00307),(78 162.24532),(79 247.84406),
(1 159.5999),(2 86.42987),(3 181.58972),(4 99.885155),(5 190.39236),(6 106.6059),(7 194.74094),(8 111.386246),(9 202.21417),(10 114.26465),(11 200.33),(12 112.73549),(13 203.049),(14 116.927795),(15 203.5352),(16 116.70334),(17 206.85304),(18 119.419716),(19 207.57346),(20 122.53623),(21 214.55179),(22 128.52817),(23 216.1919),(24 132.1772),(25 222.72328),(26 138.99394),(27 227.14949),(28 144.06325),(29 234.1677),(30 148.72545),(31 239.1237),(32 155.13484),(33 245.58893),(34 158.55037),(35 246.44897),(36 161.23218),(37 250.572),(38 164.96332),(39 252.68214),(40 165.86313),(41 255.99176),(42 169.70631),(43 255.60103),(44 168.4837),(45 258.70142),(46 171.29219),(47 256.49597),(48 171.40259),(49 258.4109),(50 170.35942),(51 255.7608),(52 169.42537),(53 255.36311),(54 167.66206),(55 252.31671),(56 166.23071),(57 253.61758),(58 168.08817),(59 253.33548),(60 167.6356),(61 254.72195),(62 169.1052),(63 253.4267),(64 168.43605),(65 253.33698),(66 169.44698),(67 253.83371),(68 170.37059),(69 255.56602),(70 170.51129),(71 253.66827),(72 168.0291),(73 254.22421),(74 167.2412),(75 252.19589),(76 163.69482),(77 250.49825),(78 164.02786),(79 248.55368),
(1 155.85129),(2 84.98256),(3 177.60316),(4 98.32329),(5 186.886),(6 105.66594),(7 190.37129),(8 108.57882),(9 195.46481),(10 111.50202),(11 195.67749),(12 112.9005),(13 199.33603),(14 115.83533),(15 201.42406),(16 117.623924),(17 204.18741),(18 119.62627),(19 206.21483),(20 122.55896),(21 210.169),(22 126.81114),(23 213.19966),(24 131.36415),(25 218.41643),(26 136.3608),(27 223.03905),(28 140.12015),(29 229.38658),(30 145.63097),(31 232.25337),(32 150.9459),(33 237.77335),(34 153.5374),(35 238.95473),(36 156.38351),(37 242.36736),(38 160.34317),(39 245.97546),(40 161.43005),(41 247.58803),(42 163.49155),(43 247.51567),(44 164.75313),(45 250.01228),(46 165.28789),(47 247.22275),(48 164.08932),(49 247.38672),(50 165.20937),(51 245.64319),(52 163.88847),(53 248.33525),(54 164.62468),(55 246.48486),(56 164.15747),(57 249.76384),(58 164.83762),(59 248.01868),(60 166.07077),(61 249.32619),(62 166.2154),(63 246.84587),(64 165.65468),(65 250.0291),(66 167.58374),(67 250.45149),(68 166.746),(69 249.45027),(70 165.49402),(71 246.71494),(72 163.61479),(73 246.16307),(74 162.98997),(75 244.66238),(76 158.33871),(77 240.94968),(78 157.82756),(79 240.1745),
(1 157.68619),(2 85.37042),(3 180.47688),(4 98.326935),(5 190.23376),(6 106.071465),(7 194.47957),(8 109.59364),(9 199.4452),(10 112.25968),(11 197.13889),(12 111.929375),(13 201.31433),(14 115.53253),(15 203.1635),(16 117.12037),(17 205.673),(18 119.445175),(19 209.10213),(20 124.19871),(21 214.47736),(22 128.99744),(23 219.16919),(24 134.5898),(25 226.4206),(26 140.79524),(27 230.89447),(28 144.51848),(29 235.00967),(30 148.01051),(31 236.35568),(32 152.976),(33 242.4578),(34 155.91862),(35 244.15913),(36 157.42004),(37 247.40031),(38 160.67232),(39 247.56837),(40 161.16626),(41 250.31712),(42 164.70805),(43 250.57991),(44 164.86365),(45 252.52243),(46 164.89958),(47 248.49773),(48 164.68486),(49 251.89084),(50 166.6552),(51 249.06062),(52 164.97467),(53 251.54802),(54 166.00513),(55 248.65823),(56 166.46388),(57 251.36429),(58 166.11162),(59 250.61447),(60 165.71327),(61 250.29808),(62 168.23026),(63 251.5352),(64 168.63264),(65 253.6685),(66 169.6829),(67 252.94547),(68 169.75351),(69 253.34962),(70 167.88173),(71 249.88678),(72 164.37238),(73 250.25655),(74 163.31857),(75 246.93274),(76 160.23407),(77 245.52716),(78 161.37053),(79 246.27628),
