1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12790.892),(2 41647.59),(3 86030.555),(4 141306.67),(5 216891.95),(6 298041.22),(7 390437.88),(8 494949.88),(9 608613.4),(10 732600.06),(11 859626.2),(12 983926.25),(13 1113442.8),(14 1246547.4),(15 1380291.9),(16 1511642.4),(17 1650487),(18 1779953.8),(19 1908809.4),(20 2034886.6),(21 2163725.5),(22 2281124.8),(23 2396870.3),(24 2494458.8),(25 2596396.3),(26 2691144.3),(27 2769650.8),(28 2836414.5),(29 2896519.3),(30 2944415.3),(31 2990039.3),(32 3035072.3),(33 3076388.8),(34 3110418.8),(35 3135448.3),(36 3154283.3),(37 3171578.5),(38 3197472.8),(39 3213226),(40 3230519.3),(41 3241874),(42 3256006.5),(43 3265454.5),(44 3280228.3),(45 3287784.3),(46 3289559),(47 3299215.3),(48 3304853.5),(49 3302980.8),(50 3294574.3),(51 3280038.3),(52 3264317.5),(53 3249304),(54 3227449.8),(55 3211156.8),(56 3185223.8),(57 3159746.8),(58 3133070),(59 3113588.5),(60 3089627.3),(61 3066757.5),(62 3044485.5),(63 3022607.3),(64 3007116.8),(65 2991431.8),(66 2982552),(67 2973753.8),(68 2977870),(69 2992001.5),(70 3023942.3),(71 3073311.3),(72 3129287),(73 3193803.3),(74 3260847),(75 3323222.3),(76 3378218.5),(77 3428144.8),(78 3472439),(79 3503163.5),
(1 12695.805),(2 39966.043),(3 81578.06),(4 133326.17),(5 203576.31),(6 275852.56),(7 356647.78),(8 445606.9),(9 541007.3),(10 641299.8),(11 743203.5),(12 841320.3),(13 940791.7),(14 1035063.2),(15 1132553.5),(16 1224118.6),(17 1315410),(18 1401586.5),(19 1485113),(20 1562862.6),(21 1640358),(22 1710632.4),(23 1783281.9),(24 1845492.6),(25 1899463),(26 1950954.6),(27 1992037.6),(28 2024185),(29 2053080.5),(30 2080171),(31 2103744.3),(32 2124203.3),(33 2147084),(34 2169786.5),(35 2194547.8),(36 2215825.3),(37 2235207.8),(38 2248764.3),(39 2273455.3),(40 2299033),(41 2325843.8),(42 2362328),(43 2387072.3),(44 2419348.3),(45 2446069),(46 2465072.3),(47 2479862.8),(48 2489219.3),(49 2490336.3),(50 2486479.3),(51 2485347.8),(52 2480352),(53 2469253),(54 2446707.8),(55 2420137.8),(56 2390022.3),(57 2366089.8),(58 2349036.8),(59 2330015.3),(60 2308623),(61 2291439.8),(62 2276793.3),(63 2274664.8),(64 2268792.8),(65 2268043.3),(66 2283546.3),(67 2307037.3),(68 2336981),(69 2379120.8),(70 2420416.8),(71 2460609.3),(72 2504763.5),(73 2550139.3),(74 2588312.8),(75 2626979.5),(76 2651434.3),(77 2670467.8),(78 2686072.3),(79 2691918.3),
(1 13106.469),(2 42291.29),(3 87321.48),(4 142239.44),(5 210545.36),(6 280010.13),(7 354806.38),(8 431426.38),(9 510153.97),(10 592301.25),(11 672933.1),(12 751971.7),(13 825271.94),(14 895852.75),(15 965233.94),(16 1034682.56),(17 1101912.6),(18 1164229.3),(19 1219151.9),(20 1276266),(21 1326010.9),(22 1371621.1),(23 1415099.5),(24 1446636.8),(25 1477840.6),(26 1510508.4),(27 1541751.6),(28 1574403.5),(29 1608457),(30 1655271.3),(31 1699080.4),(32 1742116.1),(33 1788699.3),(34 1835787.9),(35 1882000.8),(36 1930100.1),(37 1978922.1),(38 2022024.8),(39 2066229.9),(40 2104228.5),(41 2142701.8),(42 2179849),(43 2204955.8),(44 2227554),(45 2242282),(46 2257368.3),(47 2267530),(48 2275648.3),(49 2276798.3),(50 2272080.3),(51 2259500.8),(52 2243755.3),(53 2232931.3),(54 2225946.3),(55 2231637.5),(56 2235811),(57 2241392.3),(58 2252469.5),(59 2268598.8),(60 2292212.5),(61 2312877),(62 2335745.5),(63 2360546),(64 2384211),(65 2405517),(66 2428950.5),(67 2448582.5),(68 2459925.8),(69 2467267.8),(70 2463643),(71 2461881.3),(72 2455285.5),(73 2443000.3),(74 2436909),(75 2421680),(76 2403292.5),(77 2389499),(78 2372992.3),(79 2355088.8),
(1 13407.25),(2 42713.19),(3 86203.43),(4 140872.77),(5 209163.77),(6 282310.3),(7 362182.3),(8 447142.97),(9 536401.4),(10 625550.25),(11 722190.3),(12 817025.2),(13 907125.1),(14 996062.94),(15 1075761.9),(16 1149533.6),(17 1214857.9),(18 1270447.3),(19 1316322.9),(20 1360121.9),(21 1394099.9),(22 1422087.6),(23 1445285.9),(24 1464217.1),(25 1490385.3),(26 1514937),(27 1545926.5),(28 1580273.1),(29 1625733.5),(30 1682817.9),(31 1728234.4),(32 1781058.1),(33 1845820.8),(34 1920928.1),(35 2009670.1),(36 2098519),(37 2193486.8),(38 2285882.3),(39 2395401.3),(40 2497633),(41 2601519.8),(42 2701709),(43 2789166.8),(44 2878099.3),(45 2952574),(46 3021673.5),(47 3065123.3),(48 3093502.5),(49 3110809),(50 3123235.8),(51 3128337),(52 3128005.5),(53 3124422.8),(54 3112418.3),(55 3094112.3),(56 3078973.8),(57 3064947.8),(58 3048519),(59 3027884.5),(60 3004457.3),(61 2972420.5),(62 2943104.8),(63 2910465.3),(64 2876351.8),(65 2843631),(66 2818232),(67 2794919),(68 2771029.8),(69 2752224),(70 2727610),(71 2704863),(72 2692423.8),(73 2682868.3),(74 2677395.3),(75 2684553.5),(76 2693460.8),(77 2707376.8),(78 2714545.5),(79 2725936.3),
(1 13182.626),(2 41347.44),(3 83873.01),(4 137172.63),(5 204379.63),(6 273793.66),(7 349723.4),(8 429193.88),(9 508180.97),(10 587686.9),(11 667744.06),(12 743958.3),(13 815246),(14 882432.94),(15 943677.94),(16 994813.75),(17 1042315.75),(18 1075822.4),(19 1104635),(20 1131449.5),(21 1147102.9),(22 1161770.9),(23 1171957.8),(24 1174547.8),(25 1175728.9),(26 1180429.6),(27 1180507.9),(28 1197241.5),(29 1222525),(30 1265869.9),(31 1307998.3),(32 1360146.5),(33 1418547.1),(34 1484404.1),(35 1555530.5),(36 1629339.3),(37 1708199.4),(38 1783522.3),(39 1860513.4),(40 1933300),(41 2002149.9),(42 2071518.5),(43 2143138.3),(44 2207066.8),(45 2262508.3),(46 2315318),(47 2359023),(48 2403562.8),(49 2456095.8),(50 2503764.5),(51 2544560.5),(52 2588894.5),(53 2628024.5),(54 2670295.8),(55 2710357.8),(56 2750412.3),(57 2790277.8),(58 2818033.3),(59 2845792),(60 2867764.3),(61 2886561.3),(62 2904147),(63 2918301.3),(64 2925046),(65 2927008),(66 2928116.5),(67 2908132.8),(68 2880938.8),(69 2842778.8),(70 2800881.5),(71 2748854.5),(72 2700959.8),(73 2652711.8),(74 2610654.5),(75 2570826.8),(76 2543037.3),(77 2521752.3),(78 2504782.5),(79 2491139.3),
(1 13857.094),(2 44596.01),(3 91278.03),(4 148684.53),(5 220413.39),(6 295267.53),(7 377406.06),(8 463912.78),(9 550798),(10 640657.94),(11 729603.75),(12 817646.3),(13 905280.7),(14 988417.9),(15 1062625.9),(16 1134886.9),(17 1207009.1),(18 1272294.6),(19 1331765.8),(20 1385866.4),(21 1433760),(22 1475979.8),(23 1516250.8),(24 1544190),(25 1571866.4),(26 1596478.4),(27 1610260),(28 1629256.9),(29 1646784.5),(30 1670461.1),(31 1695438.6),(32 1722309.3),(33 1755132),(34 1793860.1),(35 1833328.1),(36 1870130.3),(37 1916466.5),(38 1965386.3),(39 2017490.8),(40 2073582.9),(41 2130711),(42 2189139.3),(43 2246129.3),(44 2303031.5),(45 2356228.3),(46 2411104.5),(47 2459574.3),(48 2502712.3),(49 2535269.3),(50 2565650.3),(51 2589618.5),(52 2610780.8),(53 2626842.3),(54 2641739.3),(55 2641073.5),(56 2639694.3),(57 2628184.3),(58 2609965.8),(59 2591969.8),(60 2577691.3),(61 2563332.5),(62 2548927.8),(63 2536635.3),(64 2516165.3),(65 2489796.8),(66 2468113.8),(67 2435196.8),(68 2405264.3),(69 2380553.3),(70 2349608.5),(71 2320473),(72 2291600),(73 2261641),(74 2239055.8),(75 2214417),(76 2199507),(77 2191492.8),(78 2179467.8),(79 2165916.8),
(1 14852.341),(2 48307.402),(3 100222.92),(4 166840.56),(5 249353.08),(6 337507.16),(7 433143.94),(8 534006.1),(9 637193.8),(10 743995.4),(11 851547.5),(12 956777.3),(13 1055323.6),(14 1149780.1),(15 1238160.4),(16 1310705.5),(17 1377772),(18 1431464.6),(19 1478446.8),(20 1517864.3),(21 1548974.3),(22 1566680.8),(23 1578722.9),(24 1583362.1),(25 1581273.9),(26 1575062.8),(27 1566078.3),(28 1555510.8),(29 1546870.9),(30 1538759.6),(31 1535696),(32 1532125.4),(33 1530596.1),(34 1523676.9),(35 1515273.5),(36 1508301.4),(37 1511475),(38 1515523.3),(39 1519884.8),(40 1527081.6),(41 1538177),(42 1549609.6),(43 1569525.6),(44 1583161),(45 1600677.6),(46 1621801),(47 1644550.4),(48 1669237.1),(49 1698434.5),(50 1729983.1),(51 1769310.1),(52 1807065.9),(53 1847963.5),(54 1889443.6),(55 1922869.6),(56 1948261.5),(57 1974021.6),(58 1996723.9),(59 2018850.6),(60 2042125.1),(61 2060940.4),(62 2082184),(63 2102056.8),(64 2117584.8),(65 2135660.5),(66 2155934.5),(67 2175623.8),(68 2183263.8),(69 2191090.5),(70 2186824.8),(71 2178315.3),(72 2164546),(73 2144074.8),(74 2118974.3),(75 2090333.4),(76 2055964.6),(77 2021400.6),(78 1983410.1),(79 1954985.3),
(1 14970.056),(2 49472.12),(3 101106.42),(4 166546.64),(5 250704.13),(6 339553.28),(7 436259.2),(8 544519.1),(9 653736.2),(10 767953.44),(11 880077.6),(12 985736),(13 1086336.1),(14 1176645.3),(15 1260771.5),(16 1333441.6),(17 1398019.9),(18 1439787.8),(19 1481798),(20 1515392.6),(21 1546659),(22 1571203.4),(23 1598279.5),(24 1626410),(25 1659373.6),(26 1693574.4),(27 1734350.5),(28 1775374.5),(29 1815414),(30 1854743.8),(31 1896648),(32 1935371.3),(33 1966170.4),(34 1987117.4),(35 2000353.5),(36 2004828.3),(37 2004271.1),(38 1997248.5),(39 1986547.3),(40 1973016.9),(41 1956021.9),(42 1933628.6),(43 1916100),(44 1897540.3),(45 1883279.8),(46 1865589.6),(47 1850278),(48 1844232),(49 1845294),(50 1851826.4),(51 1862974.1),(52 1882284.9),(53 1903427.1),(54 1920756.4),(55 1942368.4),(56 1958541.9),(57 1977836.5),(58 1998760.5),(59 2019447.5),(60 2047849.8),(61 2075863.5),(62 2107940.3),(63 2143190.5),(64 2162582.5),(65 2184306.8),(66 2203556.3),(67 2216677.3),(68 2227638.3),(69 2229162.8),(70 2221143.3),(71 2207991),(72 2189253.3),(73 2167453),(74 2151055.5),(75 2128762.8),(76 2108752),(77 2094342.3),(78 2081607.8),(79 2067336.8),
(1 15101.115),(2 50651.223),(3 103333.98),(4 170013.28),(5 253558.22),(6 340537.5),(7 434810.06),(8 536094.6),(9 637099.5),(10 737383),(11 832468.75),(12 919185.56),(13 1002595.8),(14 1073590),(15 1135593.8),(16 1186215.6),(17 1226975.4),(18 1262252.5),(19 1288738.4),(20 1310899.5),(21 1331103.5),(22 1347506.3),(23 1365032.8),(24 1382491.8),(25 1401582),(26 1425734.5),(27 1453532.5),(28 1482908.8),(29 1514644.8),(30 1548538),(31 1582762.5),(32 1614681),(33 1642162.8),(34 1665063.8),(35 1685481.8),(36 1698335.8),(37 1702299.3),(38 1696342.5),(39 1677929.3),(40 1653055.8),(41 1624452.5),(42 1589937),(43 1554898.3),(44 1525506),(45 1494694.3),(46 1471158.5),(47 1455563.5),(48 1444545.5),(49 1440734.5),(50 1437597.5),(51 1441403.1),(52 1453390.4),(53 1469665.9),(54 1488019.3),(55 1508446.5),(56 1525837.3),(57 1544040),(58 1567940.6),(59 1596057.8),(60 1627699.5),(61 1653368.8),(62 1679766.3),(63 1705937.3),(64 1726003.3),(65 1747710.3),(66 1766361),(67 1777313.3),(68 1789800.5),(69 1798993.3),(70 1804974.5),(71 1805882.8),(72 1805651),(73 1800736.4),(74 1793945.8),(75 1787642.4),(76 1780325.1),(77 1769916.5),(78 1751016.8),(79 1729803.8),
(1 14920.236),(2 48557),(3 97265.984),(4 158809.84),(5 231048.86),(6 303479.75),(7 379901.72),(8 458564.44),(9 537625),(10 618306.1),(11 696525.94),(12 768657.94),(13 836264.3),(14 896496),(15 953999.8),(16 1004857.3),(17 1051093),(18 1091846.3),(19 1131405.3),(20 1166432.5),(21 1192183.1),(22 1214830.5),(23 1231820.3),(24 1242475.3),(25 1256444.4),(26 1265683),(27 1273590.5),(28 1277797.9),(29 1285709.8),(30 1298652.9),(31 1308884),(32 1319781.3),(33 1333704.3),(34 1343294.8),(35 1353133.9),(36 1365712.3),(37 1383407.6),(38 1394546.6),(39 1403099.6),(40 1410945.1),(41 1418001.3),(42 1425488.8),(43 1430701.3),(44 1438749.3),(45 1443822.5),(46 1443834.8),(47 1441674.6),(48 1436890.1),(49 1427702.9),(50 1420218.8),(51 1412240.5),(52 1403190.8),(53 1399071),(54 1401022.3),(55 1402089.8),(56 1402239.6),(57 1408073.1),(58 1416132),(59 1423638.5),(60 1432551),(61 1446702),(62 1460104.9),(63 1471119.9),(64 1481832.3),(65 1497223.8),(66 1511638.5),(67 1525224.8),(68 1539827.3),(69 1556673.3),(70 1569384.1),(71 1577972.9),(72 1584797.9),(73 1583528.6),(74 1583573.3),(75 1580589.6),(76 1571131.9),(77 1561961.1),(78 1551754.6),(79 1541781.3),
(1 15074.375),(2 49261.797),(3 99640.32),(4 162009.03),(5 238929.78),(6 314981.53),(7 394003.16),(8 474658.88),(9 552196.56),(10 627606.44),(11 698369.75),(12 759548.4),(13 817993.75),(14 864330.9),(15 903800.3),(16 941000.7),(17 974787.7),(18 1005013),(19 1030339),(20 1056364.3),(21 1074338),(22 1082910.6),(23 1088606.6),(24 1088066.5),(25 1086355.6),(26 1081390.8),(27 1077618.6),(28 1077674),(29 1071600.5),(30 1064743.1),(31 1068827.6),(32 1072162.8),(33 1079432.9),(34 1090301),(35 1100572.5),(36 1117580.3),(37 1136977.9),(38 1161130),(39 1194469.4),(40 1222312.6),(41 1245833.1),(42 1267557.1),(43 1288481.4),(44 1311099.6),(45 1328585.6),(46 1341299.1),(47 1347102.1),(48 1349020.9),(49 1347572.1),(50 1348446.6),(51 1347024.6),(52 1345668.1),(53 1342618.3),(54 1346376.9),(55 1352555.1),(56 1359156.6),(57 1364409.8),(58 1365511.6),(59 1366489.3),(60 1371211.9),(61 1376659.5),(62 1385783.8),(63 1394716),(64 1402031.6),(65 1412742.4),(66 1421972.1),(67 1427619.4),(68 1434512.6),(69 1439254.1),(70 1433600.5),(71 1423409.4),(72 1409345.4),(73 1389330.4),(74 1370445.8),(75 1348635.1),(76 1329152.3),(77 1313940.6),(78 1304319.4),(79 1300054),
(1 17868.295),(2 60815.64),(3 127159.25),(4 212231.02),(5 316823.97),(6 421451.13),(7 531253.3),(8 642831.2),(9 744703),(10 838982),(11 922176.94),(12 991684.9),(13 1048365.3),(14 1088600.3),(15 1118931.9),(16 1141198.5),(17 1155247.8),(18 1173090.8),(19 1190958.3),(20 1209359.4),(21 1227861.5),(22 1243857.5),(23 1261045.8),(24 1275134),(25 1288104.3),(26 1300365),(27 1312543.4),(28 1328182.9),(29 1336327.4),(30 1346841.5),(31 1362444.5),(32 1376783.6),(33 1389572),(34 1401417.8),(35 1412976.5),(36 1424151.6),(37 1440273.6),(38 1459040),(39 1480675.9),(40 1501267),(41 1523786.9),(42 1543691.6),(43 1557590.5),(44 1574557.4),(45 1585070.9),(46 1593009.5),(47 1594786.5),(48 1594761.4),(49 1591571.6),(50 1583605.5),(51 1572272.3),(52 1563526.4),(53 1557260.3),(54 1551841),(55 1537770.5),(56 1529807.3),(57 1519993.4),(58 1508332.5),(59 1499313.8),(60 1486193.5),(61 1479430.6),(62 1473426.5),(63 1470132.9),(64 1470155.3),(65 1472534.1),(66 1482716.5),(67 1490910.6),(68 1496651.6),(69 1501511.3),(70 1505962.9),(71 1509235.3),(72 1511521.4),(73 1515452.5),(74 1521836.8),(75 1530150.3),(76 1533733.3),(77 1545119.3),(78 1556958.6),(79 1568385.3),
(1 16323.648),(2 54920.965),(3 113057.375),(4 186730.53),(5 281352.6),(6 373455.3),(7 467664.03),(8 563855.56),(9 657797.6),(10 745602.8),(11 824148.8),(12 889219.6),(13 946043),(14 991528.94),(15 1031075.2),(16 1062984.1),(17 1083688.8),(18 1101762),(19 1113380.9),(20 1121602.5),(21 1132371.6),(22 1147897.9),(23 1168285),(24 1189743.5),(25 1213450.1),(26 1238871.9),(27 1266492.5),(28 1293980.3),(29 1317214),(30 1334976.4),(31 1351148.9),(32 1362791.8),(33 1367721.6),(34 1367002),(35 1362182),(36 1354720.1),(37 1344822.9),(38 1326968.6),(39 1314720.4),(40 1303629.9),(41 1293089.6),(42 1283041.8),(43 1272487.8),(44 1266648.5),(45 1261431),(46 1256342),(47 1246866.4),(48 1237698),(49 1229038),(50 1218694.3),(51 1208020.5),(52 1195069.8),(53 1186961.6),(54 1179865.6),(55 1171135.3),(56 1162218),(57 1152449.5),(58 1141556.6),(59 1133219.9),(60 1127450.3),(61 1124510.9),(62 1127447.9),(63 1134417.1),(64 1138681.3),(65 1144940.9),(66 1154512.5),(67 1164126),(68 1170466.4),(69 1173319.5),(70 1173449.3),(71 1167689.1),(72 1162985.6),(73 1155820.5),(74 1147066.6),(75 1139142.9),(76 1131857.6),(77 1133769.8),(78 1140528.9),(79 1148657.4),
(1 16497.104),(2 54924.156),(3 112623.61),(4 185243.53),(5 276102.97),(6 367899.88),(7 464363.25),(8 561696.4),(9 659492.5),(10 757132.9),(11 848968.44),(12 929686.25),(13 1003918.94),(14 1070674.1),(15 1130874.9),(16 1184089.1),(17 1229928.6),(18 1267502.6),(19 1297300.6),(20 1317114.3),(21 1330504.4),(22 1338516.6),(23 1339243.3),(24 1339142.5),(25 1337951.1),(26 1333074.3),(27 1328935.3),(28 1327093.9),(29 1325472.9),(30 1321706.4),(31 1320307.3),(32 1316277.9),(33 1310738.5),(34 1302024.3),(35 1290668.3),(36 1282689.3),(37 1275122.9),(38 1268312.5),(39 1264806),(40 1260921.6),(41 1261545.1),(42 1263718),(43 1273983.5),(44 1287103.6),(45 1305806.9),(46 1323866.3),(47 1339209.8),(48 1355699.9),(49 1369507.6),(50 1377632.9),(51 1379699.9),(52 1380578.5),(53 1381041.4),(54 1380514.9),(55 1377480.9),(56 1374173.9),(57 1368136.6),(58 1362215.9),(59 1359611.9),(60 1360389.1),(61 1365409.5),(62 1371639.9),(63 1375325.4),(64 1379397.5),(65 1381812.3),(66 1387606.6),(67 1393956.3),(68 1396988.6),(69 1399548.3),(70 1403716.5),(71 1405895.3),(72 1408086.6),(73 1408963.5),(74 1411938),(75 1415885.5),(76 1419740.5),(77 1425105.1),(78 1426598.1),(79 1425120.1),
(1 15517.957),(2 51435.246),(3 105600.55),(4 172643.25),(5 250991.73),(6 330103.25),(7 412836.2),(8 497731.8),(9 581873.6),(10 666780.06),(11 745516.06),(12 818178.56),(13 882017.94),(14 939896.9),(15 992709),(16 1040701.06),(17 1083514.3),(18 1111479.1),(19 1135958.9),(20 1149182.6),(21 1153849.4),(22 1152123.9),(23 1148832.8),(24 1141516.8),(25 1132962.6),(26 1120385.8),(27 1108634.6),(28 1096528.4),(29 1087188.3),(30 1077406.4),(31 1073584.1),(32 1070087.5),(33 1070410.3),(34 1069697.1),(35 1071588.1),(36 1077007.1),(37 1081822.5),(38 1088473.4),(39 1099239),(40 1104804.8),(41 1113422.6),(42 1119130.4),(43 1126043.6),(44 1133226),(45 1136894.6),(46 1143819.8),(47 1148921.8),(48 1155739.5),(49 1163614.3),(50 1166050.1),(51 1165394.8),(52 1165326.5),(53 1163685.4),(54 1167427.8),(55 1176202.9),(56 1180429.1),(57 1183703.9),(58 1186423.1),(59 1187802.6),(60 1189788.1),(61 1184690.9),(62 1182937.1),(63 1176322.9),(64 1170293.4),(65 1165942.8),(66 1166522.5),(67 1169138.3),(68 1169847.8),(69 1166855.6),(70 1162832.1),(71 1155008.3),(72 1142169.1),(73 1127263.9),(74 1110563.9),(75 1093704.5),(76 1077812.6),(77 1067960.1),(78 1067954),(79 1070403.3),
(1 16543.3),(2 55475.363),(3 113931.664),(4 184674.22),(5 269499.78),(6 356054.53),(7 448148.44),(8 541390.1),(9 627353.06),(10 709250.2),(11 777155.06),(12 839488.94),(13 891116),(14 937678.9),(15 981010.1),(16 1021799.6),(17 1065687.5),(18 1101640.3),(19 1136341.9),(20 1171426.4),(21 1196856.9),(22 1217364.8),(23 1236034.1),(24 1248122.5),(25 1257608.6),(26 1268221.5),(27 1273220),(28 1277085.1),(29 1279770.6),(30 1282098.6),(31 1282765.8),(32 1284386.8),(33 1287162),(34 1285135.4),(35 1283181.6),(36 1278970.1),(37 1269367.8),(38 1256988.3),(39 1244407.3),(40 1225981.4),(41 1202337.5),(42 1176547.8),(43 1153130.6),(44 1133555.3),(45 1112773.3),(46 1099147.3),(47 1088025.6),(48 1081779.4),(49 1078073.9),(50 1076430.5),(51 1074489.8),(52 1071530.1),(53 1069386.5),(54 1070060.5),(55 1070898.1),(56 1077228.4),(57 1085272.6),(58 1090126.6),(59 1093963.5),(60 1093887.4),(61 1089902.3),(62 1084460.3),(63 1077214.6),(64 1071486.6),(65 1064393),(66 1061306.6),(67 1060619.6),(68 1063751),(69 1068237.4),(70 1074749.6),(71 1083621.5),(72 1088044.1),(73 1088554.6),(74 1086415.6),(75 1083192.3),(76 1076693),(77 1073998.6),(78 1078171.5),(79 1080711.3),
(1 16192.264),(2 54710.465),(3 110826.76),(4 180525.27),(5 263044.4),(6 346041.2),(7 430472.2),(8 514093.16),(9 592567.94),(10 665155.7),(11 728108.94),(12 780316),(13 821255.1),(14 853094.25),(15 881439.75),(16 904165.44),(17 927695.44),(18 945071.8),(19 965401.44),(20 984429.7),(21 1002325.5),(22 1019135.75),(23 1032447.6),(24 1041890.1),(25 1049504.8),(26 1058246.3),(27 1064701.9),(28 1070879.3),(29 1075154.9),(30 1075150.1),(31 1077641.6),(32 1074841.4),(33 1072340.3),(34 1066969.8),(35 1060212),(36 1053242.9),(37 1046473.7),(38 1041537.25),(39 1037495.3),(40 1035338.75),(41 1036298.7),(42 1035297.06),(43 1036020.56),(44 1039781.3),(45 1041483.2),(46 1045957.9),(47 1051318.9),(48 1058421.1),(49 1066769.4),(50 1073060.8),(51 1081556.5),(52 1089318.4),(53 1095607.5),(54 1106228.1),(55 1119959.3),(56 1133461.1),(57 1147315.5),(58 1163162),(59 1177130),(60 1187008.4),(61 1193085.1),(62 1196781.8),(63 1195719.4),(64 1194466.9),(65 1193458.8),(66 1192675.6),(67 1194776.9),(68 1201095.6),(69 1203750),(70 1206021.4),(71 1206205.8),(72 1201653.6),(73 1193855.8),(74 1186498.9),(75 1179458),(76 1177802.9),(77 1184614.6),(78 1194747.3),(79 1207374.6),
