1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 99121.53),(2 311425.66),(3 629397.8),(4 1139418),(5 1736457.9),(6 2416208.3),(7 3274217),(8 4224550.5),(9 5213531.5),(10 6389996),(11 7671044),(12 9005787),(13 10562697),(14 12191344),(15 13952037),(16 15820727),(17 17775282),(18 19825786),(19 22073730),(20 24481750),(21 26960678),(22 29721776),(23 32700090),(24 35678420),(25 38874870),(26 42190690),(27 45615148),(28 49209876),(29 52836000),(30 56418910),(31 60230176),(32 64120436),(33 68063520),(34 72172560),(35 76464216),(36 80767380),(37 85198400),(38 89988504),(39 94618776),(40 99438040),(41 104365304),(42 109288216),(43 114488984),(44 119782950),(45 125120440),(46 130635390),(47 136289260),(48 141884560),(49 147600750),(50 153404590),(51 159327800),(52 165614020),(53 172292670),(54 178610450),(55 185225140),(56 191720460),(57 197958610),(58 204391380),(59 210762380),(60 216908180),(61 223533490),(62 230139700),(63 236386450),(64 242743980),(65 248709390),(66 254393020),(67 260187220),(68 265576720),(69 270697630),(70 276197220),(71 281362720),(72 286214880),(73 291372220),(74 295761340),(75 299910820),(76 303949660),(77 307897380),(78 311708320),(79 315943970),
(1 124.21101),(2 152.09064),(3 170.11255),(4 180.42938),(5 187.68288),(6 195.49983),(7 197.5977),(8 202.99202),(9 207.27824),(10 210.68175),(11 211.43475),(12 217.47302),(13 217.64781),(14 215.72382),(15 217.08955),(16 219.15422),(17 221.60736),(18 223.21855),(19 224.58284),(20 224.63931),(21 223.5933),(22 224.31079),(23 227.67734),(24 228.17644),(25 231.3412),(26 234.37004),(27 234.0379),(28 238.63138),(29 242.33043),(30 245.71141),(31 246.1532),(32 246.69174),(33 246.42813),(34 248.49127),(35 250.89372),(36 255.1202),(37 260.83282),(38 262.63635),(39 263.4888),(40 265.1882),(41 267.606),(42 267.04877),(43 272.6958),(44 273.83875),(45 277.94534),(46 276.63345),(47 277.65347),(48 282.37866),(49 285.6256),(50 284.573),(51 287.26498),(52 288.1277),(53 289.8674),(54 290.5234),(55 290.21072),(56 294.2067),(57 297.38116),(58 297.03754),(59 296.29535),(60 293.75848),(61 296.00775),(62 297.8201),(63 298.56732),(64 299.19168),(65 297.14346),(66 299.7167),(67 296.6844),(68 297.45184),(69 297.1377),(70 294.928),(71 291.00916),(72 293.7661),(73 292.08917),(74 290.0448),(75 291.08932),(76 288.5074),(77 288.10098),(78 285.02493),(79 284.8854),
(1 124.11632),(2 153.2575),(3 168.40884),(4 178.32059),(5 186.75873),(6 192.57388),(7 196.37013),(8 200.61412),(9 204.07945),(10 206.85799),(11 211.3896),(12 212.19777),(13 214.93631),(14 214.52786),(15 216.2406),(16 215.60068),(17 218.86224),(18 220.38756),(19 222.7997),(20 226.039),(21 224.4279),(22 228.08438),(23 236.6461),(24 236.2031),(25 238.33665),(26 241.07341),(27 243.04283),(28 243.99083),(29 245.82257),(30 245.09502),(31 245.32202),(32 243.20479),(33 244.24422),(34 243.93117),(35 245.89949),(36 247.17891),(37 251.05377),(38 252.02821),(39 253.94263),(40 254.63727),(41 256.30035),(42 258.18427),(43 259.0379),(44 257.65445),(45 256.5072),(46 256.66245),(47 256.48294),(48 260.4669),(49 261.94452),(50 262.96234),(51 264.8771),(52 266.54605),(53 267.07983),(54 266.95172),(55 270.73535),(56 270.3585),(57 269.8237),(58 270.57593),(59 273.29306),(60 271.6508),(61 273.83118),(62 275.60617),(63 276.37268),(64 275.92017),(65 275.60562),(66 275.45334),(67 277.31177),(68 279.3568),(69 275.53366),(70 276.0815),(71 273.17197),(72 276.02628),(73 278.2692),(74 279.77792),(75 280.59225),(76 278.153),(77 276.39667),(78 277.27933),(79 275.5149),
(1 120.92028),(2 147.4858),(3 162.34285),(4 172.84828),(5 181.97508),(6 186.9279),(7 190.97961),(8 198.77255),(9 201.55731),(10 205.55304),(11 209.35396),(12 212.29285),(13 218.8491),(14 218.31181),(15 217.56499),(16 217.35777),(17 219.44557),(18 219.6554),(19 220.95422),(20 225.57349),(21 223.85721),(22 223.69092),(23 226.74644),(24 228.41176),(25 233.57332),(26 235.06058),(27 239.56859),(28 240.20848),(29 241.58366),(30 242.47798),(31 243.44545),(32 240.33241),(33 243.23157),(34 243.38484),(35 242.75246),(36 244.84692),(37 246.05507),(38 249.22597),(39 248.17317),(40 251.2813),(41 253.51372),(42 253.0273),(43 255.09012),(44 254.25366),(45 254.83743),(46 253.41861),(47 257.26035),(48 259.4326),(49 261.82565),(50 263.93564),(51 262.80408),(52 263.15085),(53 265.9643),(54 263.01953),(55 266.21014),(56 264.32843),(57 263.90756),(58 263.92157),(59 264.28635),(60 266.6761),(61 269.02383),(62 268.30878),(63 269.39978),(64 272.45856),(65 273.01202),(66 275.95428),(67 276.28433),(68 278.7036),(69 279.2371),(70 276.92896),(71 276.34332),(72 280.47168),(73 279.1156),(74 279.62314),(75 278.9996),(76 277.1109),(77 277.33688),(78 276.94513),(79 275.55008),
(1 118.29672),(2 145.63203),(3 161.93944),(4 172.11621),(5 180.66853),(6 186.23055),(7 190.66772),(8 195.67162),(9 200.32036),(10 204.97449),(11 207.84735),(12 208.86513),(13 209.74992),(14 208.86948),(15 208.19693),(16 211.85626),(17 213.52026),(18 214.33891),(19 217.81075),(20 218.19069),(21 218.06512),(22 217.36674),(23 220.54805),(24 222.29794),(25 223.7166),(26 224.47684),(27 227.17714),(28 229.44933),(29 229.83067),(30 230.79369),(31 232.35667),(32 233.40527),(33 235.91418),(34 235.82152),(35 239.87778),(36 241.50208),(37 243.82466),(38 248.77678),(39 248.13463),(40 248.08546),(41 249.55978),(42 249.0672),(43 250.7192),(44 254.65614),(45 254.97385),(46 252.95944),(47 252.83028),(48 253.46373),(49 256.9058),(50 259.69214),(51 262.4877),(52 262.6555),(53 269.94168),(54 271.25208),(55 271.39252),(56 270.84445),(57 268.61044),(58 269.33347),(59 270.55722),(60 273.16974),(61 273.34534),(62 275.35983),(63 274.934),(64 275.03192),(65 274.4527),(66 276.72083),(67 280.85278),(68 282.85178),(69 280.04968),(70 279.52365),(71 277.60837),(72 278.55505),(73 277.67902),(74 276.49078),(75 277.9951),(76 272.76352),(77 273.02985),(78 271.8001),(79 270.88602),
(1 117.19593),(2 144.67995),(3 161.26581),(4 170.2632),(5 177.64665),(6 183.23982),(7 188.47699),(8 193.33122),(9 199.19238),(10 203.23438),(11 205.00642),(12 207.95972),(13 208.41965),(14 208.99098),(15 209.7575),(16 210.30492),(17 212.40402),(18 214.983),(19 214.39409),(20 216.19797),(21 218.02696),(22 219.37978),(23 223.9918),(24 225.43486),(25 229.82767),(26 230.72551),(27 234.43623),(28 237.43082),(29 237.87714),(30 238.60954),(31 237.96056),(32 237.91318),(33 241.6165),(34 242.58673),(35 242.82924),(36 244.58183),(37 248.24457),(38 250.69083),(39 254.50102),(40 255.64322),(41 255.15382),(42 255.90984),(43 258.28354),(44 257.94052),(45 260.82104),(46 261.03757),(47 263.75793),(48 265.2203),(49 266.628),(50 268.27615),(51 272.3979),(52 273.31616),(53 277.449),(54 278.71555),(55 277.11716),(56 276.75897),(57 277.4148),(58 276.0595),(59 273.78094),(60 271.28442),(61 277.0419),(62 278.0073),(63 277.2519),(64 276.31833),(65 275.4324),(66 276.2564),(67 277.90137),(68 280.71353),(69 281.23404),(70 280.93286),(71 281.3111),(72 282.6291),(73 284.85153),(74 283.9965),(75 281.50464),(76 281.51587),(77 282.58224),(78 282.52893),(79 281.99185),
(1 116.28904),(2 141.46791),(3 155.97531),(4 165.6534),(5 173.55113),(6 179.37819),(7 182.73653),(8 187.84459),(9 193.85162),(10 197.64381),(11 200.58147),(12 204.31432),(13 207.26555),(14 207.45357),(15 208.22029),(16 210.67012),(17 211.55423),(18 212.31332),(19 214.43661),(20 214.1721),(21 214.73828),(22 215.25891),(23 219.12738),(24 223.0528),(25 225.2201),(26 227.67274),(27 229.99977),(28 233.95355),(29 233.3908),(30 232.70328),(31 235.8177),(32 237.26154),(33 237.76538),(34 239.48514),(35 242.98569),(36 244.95686),(37 247.49872),(38 253.07503),(39 256.28433),(40 258.6254),(41 260.19107),(42 261.38684),(43 262.2582),(44 264.2825),(45 265.49808),(46 266.12518),(47 265.71088),(48 267.09235),(49 264.79318),(50 268.33597),(51 270.0452),(52 273.97647),(53 275.0053),(54 275.856),(55 274.00458),(56 272.647),(57 271.7086),(58 271.5745),(59 273.25452),(60 272.23538),(61 274.10168),(62 278.00446),(63 279.73514),(64 279.49835),(65 276.35687),(66 274.2227),(67 276.122),(68 279.59906),(69 279.6184),(70 281.23022),(71 281.66528),(72 279.87018),(73 278.20987),(74 278.3394),(75 276.768),(76 277.31268),(77 275.2468),(78 275.6251),(79 273.77225),
(1 114.65107),(2 140.49255),(3 153.75905),(4 166.60417),(5 174.6679),(6 178.68056),(7 180.84804),(8 184.25385),(9 188.20227),(10 191.1287),(11 195.5159),(12 197.13393),(13 200.78955),(14 201.12067),(15 202.7625),(16 204.05904),(17 206.4153),(18 207.42825),(19 208.21039),(20 209.7466),(21 208.06863),(22 211.49704),(23 213.75578),(24 213.48402),(25 215.68184),(26 218.17967),(27 220.05681),(28 221.385),(29 222.06639),(30 224.10428),(31 225.28255),(32 226.87244),(33 228.02463),(34 229.6297),(35 231.77475),(36 235.92192),(37 237.79056),(38 240.96004),(39 244.72374),(40 248.30333),(41 249.73735),(42 254.53728),(43 254.11905),(44 254.6469),(45 256.05804),(46 259.15094),(47 261.31055),(48 261.9853),(49 264.5217),(50 269.09842),(51 267.5699),(52 273.4584),(53 273.88217),(54 272.40213),(55 272.45453),(56 270.8405),(57 271.06418),(58 268.762),(59 270.21173),(60 269.05447),(61 271.58533),(62 271.897),(63 269.6721),(64 269.1583),(65 268.4579),(66 266.9302),(67 266.3653),(68 269.0124),(69 269.32028),(70 269.8284),(71 268.07205),(72 269.29797),(73 269.39075),(74 268.8861),(75 270.2668),(76 268.17728),(77 264.85025),(78 267.46124),(79 267.54532),
(1 112.849915),(2 139.68665),(3 154.41354),(4 163.27849),(5 171.13669),(6 174.2359),(7 180.22235),(8 186.27415),(9 189.13872),(10 192.91336),(11 195.6071),(12 198.08746),(13 202.28358),(14 202.6984),(15 201.83035),(16 204.13458),(17 206.08057),(18 207.76643),(19 209.6899),(20 212.1011),(21 209.04771),(22 208.58548),(23 215.35979),(24 216.74367),(25 217.61879),(26 219.04024),(27 218.74265),(28 218.93384),(29 220.2251),(30 221.77141),(31 221.82326),(32 223.66167),(33 224.29716),(34 225.05461),(35 229.04492),(36 232.70895),(37 232.44887),(38 237.49617),(39 238.31284),(40 239.08603),(41 239.92807),(42 243.22737),(43 245.27533),(44 246.47147),(45 247.25946),(46 248.6511),(47 248.2802),(48 249.27332),(49 251.60599),(50 252.37085),(51 253.79881),(52 256.2815),(53 261.06866),(54 260.80676),(55 263.07382),(56 261.4558),(57 262.60837),(58 262.7047),(59 263.46747),(60 265.6565),(61 266.38632),(62 267.43784),(63 265.21902),(64 264.17105),(65 263.82303),(66 265.5543),(67 267.0986),(68 268.4043),(69 266.2339),(70 266.61615),(71 264.47684),(72 263.09967),(73 267.0848),(74 268.98566),(75 269.2626),(76 268.7845),(77 268.47382),(78 270.66815),(79 268.8915),
(1 112.17489),(2 139.43452),(3 154.72922),(4 164.6991),(5 173.3139),(6 179.08812),(7 182.33186),(8 187.34323),(9 189.89087),(10 192.93042),(11 195.30876),(12 199.06554),(13 202.06302),(14 200.62073),(15 204.10631),(16 206.37807),(17 206.0356),(18 207.49112),(19 211.32686),(20 212.55634),(21 212.81223),(22 213.48709),(23 217.43681),(24 215.8915),(25 218.80315),(26 221.6849),(27 221.90253),(28 223.46283),(29 224.29668),(30 225.16212),(31 229.05801),(32 230.18513),(33 230.07234),(34 231.9409),(35 233.504),(36 234.95792),(37 235.20488),(38 240.30623),(39 242.87843),(40 244.27982),(41 247.24872),(42 245.42883),(43 250.36461),(44 252.91365),(45 252.786),(46 254.846),(47 253.93079),(48 259.85458),(49 264.22653),(50 264.80676),(51 264.70398),(52 263.50735),(53 262.21988),(54 263.33762),(55 262.58582),(56 261.4435),(57 258.46182),(58 260.36246),(59 259.82278),(60 262.8335),(61 261.62714),(62 265.9321),(63 267.59933),(64 267.28653),(65 266.206),(66 264.59427),(67 266.12872),(68 270.3212),(69 268.63275),(70 268.46494),(71 267.72134),(72 272.37326),(73 273.0104),(74 274.44754),(75 275.43616),(76 272.01697),(77 271.9066),(78 271.9877),(79 269.4821),
(1 111.452896),(2 137.05823),(3 152.32147),(4 160.40688),(5 167.45442),(6 170.71805),(7 175.62154),(8 179.64165),(9 184.6408),(10 187.41856),(11 190.65773),(12 191.49649),(13 194.64911),(14 195.853),(15 194.65201),(16 196.79875),(17 197.36348),(18 199.63614),(19 200.61856),(20 201.49532),(21 202.51807),(22 203.20042),(23 205.3075),(24 204.99388),(25 207.99146),(26 209.4511),(27 210.84927),(28 212.83524),(29 216.57079),(30 216.05934),(31 215.75069),(32 215.4203),(33 218.55943),(34 219.4404),(35 221.62564),(36 224.97208),(37 225.4092),(38 227.76692),(39 227.08592),(40 228.00711),(41 232.36562),(42 231.71916),(43 231.45105),(44 231.66948),(45 232.4463),(46 234.14964),(47 234.18839),(48 237.52017),(49 238.13527),(50 236.57463),(51 235.76743),(52 237.36009),(53 240.23036),(54 242.51006),(55 241.47128),(56 239.5017),(57 240.0606),(58 239.65051),(59 240.5448),(60 242.81937),(61 245.80754),(62 247.47931),(63 250.19705),(64 248.77594),(65 250.6405),(66 250.29132),(67 252.27312),(68 253.17976),(69 255.95709),(70 258.21036),(71 254.909),(72 255.75114),(73 256.23325),(74 257.80093),(75 260.1877),(76 260.79874),(77 262.96686),(78 264.07117),(79 266.32205),
(1 110.463974),(2 136.21127),(3 150.57982),(4 159.0056),(5 164.73853),(6 168.32472),(7 173.45573),(8 177.69905),(9 180.41315),(10 183.77296),(11 189.77675),(12 193.22752),(13 196.98433),(14 198.35233),(15 198.2593),(16 199.52765),(17 201.15579),(18 202.44415),(19 202.80435),(20 203.2496),(21 205.57219),(22 206.38232),(23 209.14352),(24 210.14043),(25 212.1564),(26 214.6237),(27 217.94363),(28 216.74228),(29 216.16963),(30 218.6398),(31 217.62305),(32 220.27412),(33 223.2303),(34 222.30295),(35 224.27995),(36 230.37935),(37 230.6202),(38 234.26395),(39 238.79521),(40 242.33537),(41 243.1407),(42 245.0468),(43 246.04732),(44 247.37566),(45 248.03304),(46 251.901),(47 252.79016),(48 255.95688),(49 256.1254),(50 260.54785),(51 261.14612),(52 265.97644),(53 266.1168),(54 266.1345),(55 266.4681),(56 267.23526),(57 266.50137),(58 264.7934),(59 263.7177),(60 264.51324),(61 265.70248),(62 266.5965),(63 267.34357),(64 266.73175),(65 264.57886),(66 264.87906),(67 265.49765),(68 269.98975),(69 268.39374),(70 268.691),(71 269.81265),(72 266.62067),(73 266.5033),(74 266.8988),(75 265.11536),(76 257.48615),(77 259.71695),(78 261.9466),(79 260.11237),
(1 108.56381),(2 133.04326),(3 145.93912),(4 154.47491),(5 161.55751),(6 168.14629),(7 172.68718),(8 174.29962),(9 177.20782),(10 182.108),(11 186.80853),(12 189.18864),(13 191.32625),(14 192.33362),(15 190.89972),(16 194.72574),(17 197.07849),(18 197.09668),(19 198.19482),(20 198.37303),(21 196.74199),(22 198.75262),(23 201.61835),(24 204.37076),(25 208.64879),(26 209.03961),(27 211.19865),(28 211.5658),(29 210.40964),(30 210.69357),(31 212.79129),(32 211.34967),(33 213.18591),(34 214.89859),(35 219.47932),(36 223.8072),(37 224.53954),(38 226.11096),(39 227.37721),(40 229.24634),(41 230.62926),(42 232.25072),(43 235.93388),(44 238.89287),(45 235.79079),(46 237.0808),(47 241.05754),(48 243.63882),(49 244.62509),(50 248.64609),(51 248.95236),(52 251.06847),(53 253.8764),(54 255.22916),(55 250.66216),(56 252.15132),(57 252.8327),(58 251.2185),(59 250.82387),(60 252.89966),(61 253.40862),(62 254.12663),(63 254.06322),(64 250.24187),(65 248.9687),(66 249.91138),(67 251.99542),(68 252.68954),(69 251.55232),(70 247.98312),(71 246.22104),(72 247.94983),(73 246.63934),(74 243.03926),(75 238.74687),(76 237.78922),(77 241.10625),(78 244.09946),(79 239.20142),
(1 106.5303),(2 131.68794),(3 144.7656),(4 152.31152),(5 157.99971),(6 162.60425),(7 167.13203),(8 171.09258),(9 173.71834),(10 175.89102),(11 181.28412),(12 182.87027),(13 184.01305),(14 185.98877),(15 185.39587),(16 190.12564),(17 190.67845),(18 191.07703),(19 190.27435),(20 190.84448),(21 192.54579),(22 191.33513),(23 195.85449),(24 197.2226),(25 200.83269),(26 203.63344),(27 204.2786),(28 204.63873),(29 205.2433),(30 205.46817),(31 205.51505),(32 205.37808),(33 207.0329),(34 207.3626),(35 206.49103),(36 207.93398),(37 208.12617),(38 211.64748),(39 213.26851),(40 216.64093),(41 218.49289),(42 217.9375),(43 217.11165),(44 217.71675),(45 216.58275),(46 218.81247),(47 219.95587),(48 219.6411),(49 221.66147),(50 224.63745),(51 227.15497),(52 226.10806),(53 225.64244),(54 225.09935),(55 222.83554),(56 224.08688),(57 223.50224),(58 223.36217),(59 223.05637),(60 225.39333),(61 227.1405),(62 229.70308),(63 228.91658),(64 227.42235),(65 226.73454),(66 227.80391),(67 229.12039),(68 231.54729),(69 232.26292),(70 231.61624),(71 232.36179),(72 232.79733),(73 231.84421),(74 234.20473),(75 233.26642),(76 231.08629),(77 232.97166),(78 233.66731),(79 232.28337),
(1 105.73479),(2 131.88527),(3 144.75449),(4 153.81976),(5 160.03516),(6 165.35735),(7 169.0669),(8 174.90538),(9 175.79915),(10 178.11113),(11 180.5284),(12 184.05206),(13 185.77702),(14 188.08134),(15 189.0595),(16 190.49577),(17 193.6126),(18 193.79305),(19 195.23586),(20 195.91635),(21 198.24944),(22 197.68898),(23 197.2448),(24 199.70416),(25 202.54898),(26 205.3617),(27 206.82704),(28 207.90533),(29 210.80463),(30 212.38934),(31 212.14291),(32 212.56665),(33 211.86597),(34 214.12094),(35 215.34926),(36 217.15799),(37 220.12984),(38 222.84981),(39 224.76218),(40 226.1187),(41 227.124),(42 226.84677),(43 227.2755),(44 229.72469),(45 228.44923),(46 230.98766),(47 232.76128),(48 233.63927),(49 234.6209),(50 234.05127),(51 234.49083),(52 235.30864),(53 235.60013),(54 235.1032),(55 236.10892),(56 234.52531),(57 232.727),(58 234.35483),(59 233.92854),(60 234.97247),(61 233.99295),(62 238.94667),(63 237.88234),(64 236.12393),(65 237.05704),(66 236.12143),(67 239.88904),(68 242.57034),(69 238.31299),(70 238.26028),(71 239.15373),(72 238.3423),(73 237.59607),(74 239.55565),(75 237.4297),(76 234.01094),(77 232.35674),(78 234.49203),(79 232.51222),
(1 106.013),(2 129.73935),(3 143.70206),(4 150.69344),(5 154.63089),(6 161.03711),(7 163.61176),(8 171.0958),(9 170.94905),(10 176.27138),(11 177.4759),(12 178.41174),(13 179.72298),(14 181.00462),(15 182.88037),(16 183.09381),(17 188.19058),(18 189.273),(19 191.76724),(20 193.95482),(21 192.31595),(22 194.70874),(23 195.10799),(24 197.02493),(25 199.29642),(26 202.64653),(27 205.07475),(28 208.72165),(29 208.60814),(30 209.81055),(31 208.95241),(32 209.46506),(33 208.82263),(34 210.94818),(35 210.38556),(36 214.59982),(37 214.48978),(38 218.37372),(39 218.62302),(40 218.99368),(41 219.50893),(42 222.00423),(43 223.17046),(44 223.38023),(45 227.9732),(46 229.068),(47 229.55821),(48 233.3903),(49 233.64116),(50 233.26721),(51 232.83955),(52 233.19208),(53 234.11174),(54 235.35947),(55 236.11687),(56 235.04036),(57 235.57799),(58 233.81474),(59 233.90591),(60 234.65501),(61 233.67598),(62 234.84334),(63 234.56142),(64 233.17184),(65 233.65517),(66 234.46405),(67 234.12529),(68 231.94037),(69 232.07376),(70 233.26904),(71 230.36864),(72 229.48537),(73 232.55194),(74 232.95924),(75 230.94362),(76 231.43355),(77 231.74199),(78 232.75099),(79 233.2955),
(1 104.38327),(2 130.34103),(3 141.32684),(4 151.24176),(5 155.66956),(6 159.92876),(7 162.68451),(8 168.25436),(9 171.12714),(10 175.96367),(11 177.47095),(12 179.70372),(13 182.12921),(14 185.68451),(15 187.5641),(16 187.53526),(17 190.03851),(18 192.5807),(19 193.2833),(20 193.05905),(21 193.92395),(22 195.62828),(23 196.12685),(24 194.82474),(25 196.13326),(26 198.66393),(27 200.84276),(28 202.07666),(29 205.28857),(30 205.51454),(31 204.76747),(32 204.66667),(33 204.66289),(34 205.17508),(35 205.16354),(36 206.67984),(37 210.55992),(38 213.10463),(39 214.39008),(40 216.42746),(41 216.3748),(42 221.55557),(43 222.55975),(44 223.86691),(45 224.38814),(46 223.63358),(47 227.16768),(48 228.7593),(49 230.26683),(50 231.41347),(51 235.36053),(52 238.7292),(53 240.90254),(54 241.35109),(55 240.85126),(56 239.64551),(57 239.84467),(58 239.04887),(59 236.94626),(60 239.206),(61 239.56108),(62 240.50807),(63 242.54776),(64 239.07013),(65 237.98582),(66 237.94872),(67 241.79266),(68 244.23888),(69 243.52333),(70 240.75908),(71 240.40675),(72 239.55238),(73 240.09589),(74 239.70618),(75 238.24345),(76 236.63438),(77 235.25208),(78 239.05766),(79 237.31134),
(1 103.29452),(2 124.49835),(3 138.85579),(4 146.86414),(5 155.08124),(6 159.56482),(7 163.02277),(8 167.17992),(9 169.14488),(10 173.0794),(11 174.10399),(12 176.82002),(13 181.8605),(14 181.72826),(15 180.05748),(16 179.7705),(17 180.04001),(18 179.68399),(19 181.65477),(20 183.88385),(21 187.658),(22 187.66913),(23 191.23723),(24 190.35661),(25 192.76006),(26 195.27129),(27 197.91554),(28 200.2248),(29 200.46796),(30 202.39948),(31 204.37033),(32 205.40909),(33 206.9777),(34 206.88164),(35 208.62497),(36 212.17754),(37 212.54327),(38 217.45517),(39 218.57202),(40 220.8922),(41 220.6315),(42 217.74707),(43 219.6558),(44 222.96547),(45 219.49153),(46 222.49823),(47 222.91908),(48 227.09425),(49 227.55272),(50 226.15518),(51 227.74518),(52 228.7407),(53 231.08604),(54 229.96852),(55 230.93683),(56 230.37018),(57 233.76103),(58 233.82898),(59 235.22093),(60 237.6949),(61 238.62549),(62 238.77052),(63 237.83766),(64 235.71936),(65 238.28972),(66 241.51187),(67 241.04291),(68 240.92896),(69 241.15991),(70 238.77519),(71 240.63042),(72 241.03725),(73 240.9297),(74 240.79042),(75 239.33163),(76 238.7204),(77 239.13911),(78 240.37073),(79 239.22115),
(1 102.278336),(2 125.007065),(3 138.72108),(4 148.10335),(5 153.61952),(6 156.85426),(7 159.24277),(8 165.35933),(9 166.20857),(10 173.63675),(11 174.92851),(12 175.34657),(13 176.84418),(14 176.66243),(15 178.74982),(16 180.72598),(17 182.22292),(18 183.58844),(19 185.02582),(20 185.86404),(21 185.7548),(22 185.69356),(23 186.99428),(24 187.33589),(25 188.4174),(26 191.7495),(27 192.76157),(28 194.5511),(29 194.05632),(30 196.08948),(31 197.36415),(32 196.40858),(33 195.94395),(34 197.80261),(35 199.46303),(36 201.70448),(37 202.71913),(38 206.43787),(39 206.91634),(40 211.18921),(41 215.38759),(42 216.25473),(43 218.36739),(44 219.79755),(45 219.96327),(46 220.69664),(47 223.5061),(48 222.70872),(49 226.60211),(50 227.47964),(51 229.70139),(52 229.96065),(53 231.35751),(54 230.21252),(55 228.84724),(56 224.64893),(57 225.09723),(58 223.82614),(59 222.4715),(60 225.56207),(61 225.79846),(62 224.7984),(63 224.7031),(64 224.0288),(65 225.63182),(66 226.92096),(67 229.58049),(68 230.6499),(69 230.87578),(70 231.20245),(71 231.43616),(72 233.61075),(73 234.29971),(74 233.42528),(75 231.29297),(76 232.01334),(77 235.67667),(78 238.41061),(79 239.86823),
