1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132543.56),(2 350363.66),(3 735138.8),(4 1140684),(5 1676878.1),(6 2220630),(7 2854897.3),(8 3444966.8),(9 4146561.3),(10 4843720.5),(11 5685043.5),(12 6582182.5),(13 7635706.5),(14 8799037),(15 10184883),(16 11606072),(17 13128472),(18 14746492),(19 16324737),(20 17783534),(21 19279882),(22 20742718),(23 22450178),(24 23994480),(25 26090520),(26 27887952),(27 29853470),(28 31802064),(29 33739750),(30 35716590),(31 37607664),(32 39559284),(33 41426240),(34 43296476),(35 45051244),(36 46901136),(37 48611644),(38 50457388),(39 52221744),(40 54123890),(41 55935444),(42 57918224),(43 59865810),(44 61786268),(45 63732940),(46 65533140),(47 67304900),(48 68935780),(49 70715704),(50 72957610),(51 74637730),(52 76404440),(53 78181150),(54 79902230),(55 81818070),(56 83911624),(57 85859624),(58 87810056),(59 89857920),(60 91674600),(61 93621310),(62 95597560),(63 97607960),(64 100104424),(65 102531736),(66 104858410),(67 107319580),(68 109965290),(69 112988190),(70 115876320),(71 118747864),(72 121816856),(73 124699990),(74 127978370),(75 131561240),(76 134634770),(77 137587020),(78 140528140),(79 143155250),
(1 115.33507),(2 135.21),(3 144.25522),(4 151.32106),(5 156.21532),(6 163.594),(7 166.80244),(8 171.16922),(9 172.48843),(10 178.82652),(11 179.64684),(12 184.98688),(13 184.83049),(14 187.35265),(15 184.80754),(16 187.19647),(17 184.11328),(18 186.5653),(19 183.97574),(20 185.34045),(21 184.42879),(22 185.59323),(23 185.57312),(24 189.59814),(25 189.96274),(26 191.78981),(27 189.38478),(28 192.86465),(29 190.91698),(30 191.4673),(31 190.74922),(32 191.80566),(33 187.05455),(34 187.02338),(35 184.47739),(36 185.00304),(37 182.51349),(38 184.34666),(39 183.40797),(40 187.05754),(41 187.5531),(42 189.85394),(43 189.56967),(44 192.69597),(45 191.09517),(46 193.33012),(47 191.53362),(48 193.88159),(49 189.7384),(50 190.0078),(51 187.96405),(52 189.789),(53 187.42406),(54 188.26733),(55 185.05695),(56 187.76297),(57 187.52289),(58 189.07242),(59 185.74414),(60 187.08685),(61 187.47346),(62 192.66606),(63 187.94012),(64 188.90833),(65 186.13069),(66 188.65945),(67 184.84076),(68 186.08461),(69 184.8114),(70 186.80978),(71 186.15343),(72 190.61972),(73 189.11404),(74 192.5935),(75 191.54474),(76 193.55153),(77 192.03743),(78 193.84204),(79 191.66016),
(1 116.134964),(2 136.30371),(3 146.72885),(4 156.09105),(5 161.38533),(6 168.62825),(7 172.53314),(8 176.00056),(9 179.54555),(10 184.46893),(11 182.08304),(12 188.45483),(13 186.43073),(14 189.35011),(15 185.69492),(16 188.16675),(17 185.5279),(18 187.02637),(19 187.44803),(20 190.0228),(21 187.00362),(22 188.81079),(23 186.97942),(24 190.46584),(25 190.27786),(26 191.82387),(27 190.00345),(28 193.53029),(29 192.78719),(30 193.04153),(31 190.26591),(32 190.42696),(33 186.76369),(34 187.4374),(35 184.1971),(36 184.9121),(37 185.55775),(38 187.7151),(39 186.71365),(40 190.18663),(41 190.32954),(42 192.17136),(43 191.62328),(44 195.69702),(45 190.89507),(46 195.34312),(47 193.49765),(48 195.03464),(49 191.33481),(50 192.73877),(51 189.97784),(52 191.80246),(53 190.26898),(54 192.86565),(55 191.88292),(56 193.09283),(57 193.45479),(58 195.68028),(59 195.44115),(60 196.81956),(61 196.48318),(62 198.90729),(63 195.40028),(64 197.07846),(65 194.93158),(66 197.5247),(67 193.47421),(68 193.52708),(69 192.28874),(70 196.95834),(71 193.62816),(72 198.02995),(73 197.58873),(74 199.69987),(75 196.88832),(76 199.64554),(77 198.29779),(78 198.3589),(79 197.79591),
(1 113.53374),(2 133.56065),(3 143.5132),(4 152.78214),(5 156.06923),(6 162.7556),(7 166.97066),(8 171.33646),(9 173.73222),(10 181.62434),(11 183.84058),(12 188.67163),(13 186.74287),(14 191.89743),(15 188.41225),(16 189.66321),(17 185.6901),(18 187.46042),(19 185.08061),(20 187.78828),(21 187.26538),(22 188.70222),(23 185.59862),(24 188.98878),(25 190.62291),(26 191.67035),(27 190.51186),(28 193.96954),(29 192.19453),(30 193.76703),(31 190.47968),(32 191.0185),(33 187.18275),(34 188.0394),(35 184.52017),(36 185.19682),(37 184.66254),(38 187.3445),(39 185.89716),(40 187.93929),(41 188.15634),(42 190.30197),(43 188.8285),(44 192.03696),(45 189.25803),(46 193.62431),(47 191.4608),(48 193.58545),(49 191.55922),(50 192.48299),(51 189.02396),(52 191.46754),(53 191.12302),(54 194.11514),(55 191.28586),(56 192.79266),(57 191.84547),(58 194.06439),(59 190.93987),(60 194.65329),(61 193.10521),(62 194.81648),(63 190.48323),(64 192.78285),(65 189.15),(66 192.52603),(67 189.8536),(68 191.85785),(69 188.66936),(70 194.2771),(71 191.85873),(72 195.0312),(73 194.81209),(74 197.001),(75 195.24619),(76 195.3137),(77 194.79971),(78 196.75943),(79 192.16154),
(1 116.058426),(2 136.20721),(3 144.96927),(4 155.05719),(5 159.7498),(6 164.82628),(7 167.21292),(8 170.55278),(9 174.71141),(10 180.33914),(11 182.54283),(12 188.54741),(13 187.73947),(14 192.13297),(15 189.08003),(16 190.37117),(17 187.73685),(18 190.06203),(19 190.37872),(20 190.57848),(21 187.02509),(22 188.34016),(23 188.13791),(24 188.67601),(25 189.93997),(26 191.08632),(27 190.32866),(28 193.92802),(29 189.10347),(30 192.61015),(31 187.58871),(32 188.3809),(33 185.47198),(34 185.80429),(35 182.22685),(36 182.488),(37 182.99738),(38 185.01173),(39 182.81622),(40 184.0884),(41 185.42892),(42 190.0432),(43 189.75829),(44 194.13464),(45 189.3832),(46 192.59073),(47 189.04623),(48 191.35417),(49 189.19653),(50 191.75018),(51 187.71895),(52 190.00476),(53 187.58612),(54 191.31195),(55 190.44217),(56 192.08318),(57 190.72522),(58 194.09117),(59 193.89572),(60 197.56624),(61 196.65485),(62 198.15685),(63 195.29768),(64 195.44812),(65 191.25931),(66 192.66348),(67 192.43945),(68 195.34299),(69 192.77966),(70 196.45103),(71 194.39848),(72 196.40906),(73 194.31561),(74 199.02074),(75 196.15585),(76 197.20113),(77 196.36403),(78 198.64558),(79 195.7269),
(1 113.893234),(2 133.1272),(3 142.56982),(4 152.5594),(5 156.52908),(6 162.116),(7 166.9038),(8 172.67616),(9 174.593),(10 180.30696),(11 181.94867),(12 186.5782),(13 187.65546),(14 190.123),(15 186.83827),(16 188.44861),(17 184.61948),(18 187.9553),(19 186.71066),(20 187.0473),(21 186.06041),(22 187.733),(23 188.47108),(24 191.22058),(25 192.55684),(26 193.66539),(27 194.51962),(28 196.40776),(29 194.10564),(30 195.51628),(31 192.0471),(32 193.84047),(33 190.09642),(34 192.49893),(35 186.64359),(36 186.85109),(37 187.65794),(38 190.95807),(39 190.56711),(40 192.85657),(41 193.4037),(42 197.58159),(43 198.94931),(44 199.32684),(45 198.0684),(46 199.98856),(47 198.27995),(48 198.73483),(49 196.00899),(50 198.00262),(51 194.69035),(52 196.98631),(53 192.67813),(54 193.78278),(55 192.21964),(56 195.78783),(57 193.31793),(58 195.93549),(59 193.74623),(60 195.26225),(61 193.93063),(62 194.36206),(63 192.58337),(64 194.26578),(65 190.9065),(66 190.73955),(67 188.1457),(68 189.13383),(69 188.91272),(70 193.01808),(71 190.5703),(72 194.83664),(73 192.10791),(74 197.01167),(75 193.72571),(76 195.73746),(77 194.07849),(78 195.13785),(79 193.15013),
(1 108.32668),(2 125.66154),(3 135.17337),(4 142.88354),(5 147.98663),(6 154.08978),(7 156.67528),(8 161.53494),(9 166.38162),(10 170.76219),(11 172.44533),(12 176.65039),(13 177.37608),(14 180.1468),(15 177.08856),(16 177.57526),(17 177.59341),(18 180.31357),(19 179.66061),(20 179.81139),(21 178.06538),(22 177.81645),(23 178.04056),(24 179.18968),(25 178.27441),(26 181.88683),(27 179.06844),(28 183.35735),(29 181.27875),(30 182.21986),(31 179.3438),(32 181.77975),(33 178.01364),(34 179.25525),(35 175.70457),(36 176.22218),(37 176.53209),(38 177.44215),(39 175.82726),(40 180.69458),(41 180.36737),(42 183.66597),(43 183.34987),(44 187.28073),(45 187.00516),(46 189.03157),(47 187.19107),(48 190.6443),(49 185.29736),(50 187.15506),(51 184.32877),(52 187.35735),(53 183.29582),(54 186.48497),(55 184.1557),(56 188.12758),(57 186.95749),(58 187.27927),(59 184.94044),(60 186.99994),(61 185.31848),(62 184.27325),(63 181.83556),(64 182.92027),(65 180.00044),(66 183.07361),(67 180.86978),(68 182.11832),(69 178.97961),(70 180.80214),(71 180.15274),(72 183.18549),(73 183.99988),(74 186.82584),(75 185.458),(76 187.4647),(77 185.13693),(78 187.43115),(79 185.99634),
(1 111.07936),(2 130.61095),(3 141.2111),(4 147.36089),(5 152.49991),(6 156.16765),(7 161.07117),(8 165.28778),(9 169.28775),(10 176.09894),(11 178.19342),(12 182.1535),(13 182.5222),(14 184.70714),(15 182.30563),(16 183.73955),(17 181.58316),(18 182.51859),(19 181.9189),(20 183.46397),(21 180.4683),(22 181.38509),(23 180.38191),(24 182.2493),(25 183.2509),(26 185.59683),(27 187.14575),(28 191.79585),(29 190.46364),(30 190.34975),(31 188.26588),(32 186.38914),(33 182.5063),(34 184.84595),(35 179.42043),(36 182.60306),(37 181.53789),(38 182.7671),(39 180.41017),(40 181.21329),(41 181.80505),(42 187.07037),(43 186.05255),(44 189.79648),(45 187.7182),(46 190.23398),(47 187.67955),(48 188.23784),(49 183.3525),(50 183.30191),(51 182.15558),(52 183.66122),(53 180.40617),(54 182.54697),(55 179.33444),(56 181.4716),(57 181.06194),(58 182.33226),(59 183.03267),(60 184.88733),(61 185.62004),(62 186.99562),(63 184.18507),(64 185.47874),(65 181.664),(66 184.55057),(67 181.6011),(68 183.94073),(69 181.85414),(70 183.80061),(71 182.39967),(72 186.93794),(73 185.82458),(74 187.38779),(75 187.6213),(76 188.73134),(77 188.33788),(78 190.97362),(79 189.85304),
(1 107.57688),(2 127.526924),(3 134.27115),(4 142.99924),(5 148.52963),(6 153.48642),(7 156.8943),(8 163.01476),(9 165.22325),(10 169.44478),(11 172.72238),(12 176.94412),(13 175.82271),(14 180.03593),(15 176.43613),(16 177.48296),(17 176.78624),(18 180.21852),(19 176.4444),(20 179.57104),(21 177.94757),(22 181.804),(23 182.7584),(24 184.7245),(25 186.5306),(26 188.51921),(27 187.3853),(28 190.19781),(29 189.39256),(30 191.66895),(31 188.50157),(32 187.36089),(33 183.99626),(34 184.20706),(35 180.54283),(36 182.49951),(37 182.85869),(38 186.57834),(39 182.7396),(40 185.53415),(41 185.86333),(42 189.89195),(43 189.91621),(44 193.48953),(45 191.46733),(46 195.66524),(47 192.21507),(48 194.58734),(49 191.92897),(50 192.04051),(51 189.3359),(52 189.43988),(53 187.57799),(54 188.75241),(55 186.10954),(56 187.26228),(57 187.35315),(58 188.20494),(59 186.3842),(60 187.6162),(61 188.99786),(62 187.11359),(63 184.82333),(64 185.83931),(65 184.06587),(66 185.60582),(67 184.63783),(68 186.89209),(69 185.8691),(70 186.01173),(71 185.26016),(72 187.29431),(73 188.56947),(74 190.20068),(75 185.87238),(76 186.49529),(77 183.83875),(78 187.0225),(79 186.23746),
(1 108.64173),(2 128.06108),(3 136.84805),(4 144.56271),(5 151.3251),(6 156.58784),(7 160.56628),(8 166.52095),(9 169.48875),(10 174.40466),(11 178.19078),(12 183.4011),(13 181.20662),(14 185.96796),(15 181.36064),(16 183.39957),(17 180.57892),(18 183.3547),(19 182.64557),(20 185.51881),(21 181.77727),(22 183.6391),(23 180.9302),(24 184.08824),(25 184.98528),(26 185.34032),(27 185.711),(28 189.49982),(29 186.9372),(30 187.87529),(31 186.37775),(32 185.58595),(33 181.26476),(34 181.92534),(35 178.95454),(36 178.78978),(37 177.54652),(38 181.20346),(39 179.57019),(40 183.30058),(41 184.0215),(42 187.24165),(43 186.6399),(44 192.95421),(45 191.00607),(46 193.69426),(47 191.00844),(48 193.18695),(49 187.67804),(50 190.61781),(51 185.46584),(52 187.75645),(53 185.40906),(54 189.08568),(55 184.73665),(56 185.69104),(57 183.75267),(58 187.39983),(59 182.54686),(60 185.30951),(61 184.42218),(62 185.53238),(63 181.57106),(64 183.64482),(65 180.54659),(66 180.50114),(67 177.64687),(68 181.73451),(69 178.73615),(70 182.26866),(71 177.50714),(72 181.7908),(73 180.9815),(74 184.53311),(75 181.36424),(76 182.4177),(77 183.4729),(78 186.21384),(79 183.94745),
(1 107.54476),(2 126.24658),(3 135.77127),(4 142.90439),(5 148.25015),(6 155.08176),(7 157.89493),(8 163.27469),(9 165.38043),(10 172.19489),(11 171.3262),(12 176.74197),(13 174.35185),(14 178.11406),(15 174.02554),(16 174.46379),(17 172.6001),(18 174.88974),(19 172.99457),(20 175.76622),(21 171.54779),(22 175.31618),(23 174.93344),(24 177.40895),(25 177.57309),(26 179.86742),(27 181.16081),(28 182.64377),(29 181.04134),(30 181.67976),(31 180.09767),(32 180.00009),(33 174.3691),(34 176.4495),(35 175.36879),(36 176.95294),(37 175.50237),(38 178.2957),(39 176.6673),(40 179.75005),(41 179.96184),(42 183.74846),(43 182.53642),(44 184.72623),(45 183.78299),(46 185.84529),(47 183.51556),(48 183.7744),(49 181.892),(50 182.9301),(51 179.18839),(52 181.80383),(53 179.25165),(54 180.83421),(55 180.61035),(56 182.57698),(57 182.07045),(58 182.56683),(59 182.15529),(60 185.20625),(61 182.83965),(62 186.04388),(63 183.11694),(64 185.9054),(65 183.78528),(66 184.75203),(67 181.78638),(68 184.25954),(69 180.85194),(70 184.00754),(71 180.5668),(72 184.26646),(73 183.09464),(74 186.9046),(75 185.8829),(76 186.44838),(77 186.91508),(78 186.51338),(79 185.86221),
(1 106.39038),(2 123.72182),(3 131.80818),(4 139.30734),(5 143.27005),(6 150.17311),(7 151.2295),(8 156.76378),(9 159.6897),(10 165.26398),(11 167.85547),(12 173.48883),(13 172.24869),(14 176.40483),(15 173.47662),(16 173.22348),(17 172.01256),(18 176.4845),(19 173.581),(20 174.02303),(21 172.58412),(22 176.18694),(23 176.54724),(24 177.09807),(25 178.05954),(26 179.39415),(27 178.81152),(28 182.07199),(29 180.37943),(30 180.61374),(31 178.37723),(32 178.02747),(33 173.39452),(34 175.40027),(35 171.72623),(36 173.0601),(37 172.93256),(38 174.40317),(39 172.85324),(40 176.97025),(41 177.68066),(42 181.58067),(43 180.76485),(44 182.2215),(45 178.72446),(46 180.29301),(47 179.39238),(48 179.88033),(49 176.45155),(50 178.98766),(51 176.63806),(52 177.96138),(53 173.57745),(54 175.87305),(55 173.76025),(56 175.31786),(57 173.03024),(58 176.15274),(59 173.36795),(60 176.29922),(61 174.49866),(62 176.16095),(63 173.64188),(64 175.74954),(65 176.06221),(66 176.62657),(67 171.95267),(68 174.79314),(69 173.07625),(70 176.12465),(71 174.68196),(72 178.16962),(73 177.68216),(74 180.75482),(75 178.50229),(76 178.88428),(77 178.66885),(78 181.28827),(79 179.13461),
(1 109.053566),(2 127.173836),(3 136.07924),(4 144.74986),(5 150.6873),(6 155.54358),(7 159.5215),(8 163.98648),(9 166.8371),(10 172.45175),(11 174.28906),(12 179.23222),(13 178.89162),(14 183.91939),(15 179.969),(16 180.55501),(17 179.08821),(18 180.49179),(19 179.08397),(20 182.42108),(21 181.49623),(22 183.2029),(23 180.05952),(24 183.20161),(25 182.60226),(26 185.03006),(27 185.15346),(28 188.51073),(29 184.91258),(30 185.42084),(31 186.09178),(32 185.35707),(33 180.62726),(34 183.6002),(35 180.40164),(36 182.5297),(37 181.10214),(38 184.92465),(39 181.95776),(40 185.50883),(41 184.34016),(42 184.79222),(43 185.0093),(44 187.22525),(45 185.41069),(46 186.9907),(47 185.43893),(48 187.2257),(49 184.50224),(50 184.80196),(51 181.39574),(52 183.86461),(53 181.16779),(54 181.73727),(55 181.87889),(56 184.65437),(57 182.53546),(58 185.91763),(59 183.48047),(60 185.55952),(61 185.32857),(62 184.68243),(63 180.65935),(64 181.4114),(65 178.84665),(66 181.48993),(67 180.752),(68 182.45349),(69 182.5641),(70 185.5772),(71 182.9378),(72 188.22464),(73 186.8237),(74 187.21654),(75 186.81755),(76 187.9931),(77 187.47342),(78 189.306),(79 186.13145),
(1 107.35636),(2 125.477516),(3 132.48792),(4 139.89796),(5 145.55876),(6 151.9126),(7 156.49596),(8 160.27628),(9 163.41727),(10 165.95149),(11 167.68863),(12 172.6697),(13 172.40916),(14 175.20103),(15 173.48059),(16 173.46703),(17 172.05013),(18 173.4203),(19 172.66464),(20 172.59811),(21 171.9884),(22 173.84538),(23 172.5059),(24 175.08353),(25 175.54117),(26 178.29436),(27 177.35052),(28 179.87062),(29 176.82191),(30 179.61153),(31 178.13155),(32 179.39056),(33 174.51897),(34 175.74463),(35 173.10501),(36 175.25159),(37 172.21217),(38 174.91208),(39 172.913),(40 176.30345),(41 177.19319),(42 178.13568),(43 178.37466),(44 181.6035),(45 179.23027),(46 181.66669),(47 178.6741),(48 181.75716),(49 179.18744),(50 180.44205),(51 180.00166),(52 179.7121),(53 177.58162),(54 179.15736),(55 178.75775),(56 182.48923),(57 182.15518),(58 186.17976),(59 184.68541),(60 187.88956),(61 187.02715),(62 189.94933),(63 185.05571),(64 187.39514),(65 183.43271),(66 184.48),(67 182.55838),(68 185.8605),(69 183.74194),(70 185.4063),(71 183.9952),(72 187.5306),(73 186.11418),(74 186.92502),(75 185.70248),(76 186.39217),(77 184.92004),(78 184.34828),(79 183.29884),
(1 105.85705),(2 125.74074),(3 133.13812),(4 139.63629),(5 145.26929),(6 151.56862),(7 153.17339),(8 159.27327),(9 161.23497),(10 165.73355),(11 167.49306),(12 174.49641),(13 173.24821),(14 176.7738),(15 172.65419),(16 173.3993),(17 173.47975),(18 174.15982),(19 172.99501),(20 175.50682),(21 173.45557),(22 174.77422),(23 174.43266),(24 176.49402),(25 176.61322),(26 178.90224),(27 179.78769),(28 182.71771),(29 180.85684),(30 182.93317),(31 181.42766),(32 180.01587),(33 175.27684),(34 177.7192),(35 173.22246),(36 174.51196),(37 172.92088),(38 175.68756),(39 174.20146),(40 178.48473),(41 176.51865),(42 180.00644),(43 178.53166),(44 181.73505),(45 179.53203),(46 182.32986),(47 179.91896),(48 182.13718),(49 179.08405),(50 179.60727),(51 177.3909),(52 179.12134),(53 175.64038),(54 176.68382),(55 176.80522),(56 180.24406),(57 177.20723),(58 181.03378),(59 178.25604),(60 179.22174),(61 179.11584),(62 180.74094),(63 176.87453),(64 179.56975),(65 178.35954),(66 179.1483),(67 177.5373),(68 180.04561),(69 179.39919),(70 181.39075),(71 180.92043),(72 183.1609),(73 184.10498),(74 186.02031),(75 183.91727),(76 186.01385),(77 185.39612),(78 185.88834),(79 184.2173),
(1 104.6867),(2 123.34752),(3 131.29181),(4 139.99608),(5 145.40598),(6 151.71077),(7 152.9039),(8 159.2504),(9 162.11081),(10 166.24106),(11 167.85985),(12 174.52179),(13 173.78912),(14 175.1113),(15 173.54681),(16 176.37234),(17 172.30496),(18 174.86601),(19 173.07404),(20 175.48656),(21 173.08958),(22 176.06166),(23 174.27756),(24 176.11589),(25 176.85017),(26 179.15642),(27 179.41261),(28 179.64783),(29 178.01036),(30 179.71074),(31 175.81866),(32 175.13991),(33 171.15897),(34 174.30547),(35 171.7654),(36 172.09694),(37 172.81308),(38 176.76437),(39 174.59608),(40 177.39734),(41 178.25728),(42 180.87749),(43 181.85886),(44 183.67952),(45 182.34729),(46 184.27985),(47 182.00854),(48 182.90381),(49 180.07803),(50 180.57965),(51 177.67072),(52 178.47711),(53 177.73912),(54 180.38376),(55 178.40776),(56 179.76038),(57 177.38365),(58 179.60312),(59 178.30598),(60 179.89185),(61 178.06702),(62 179.50505),(63 176.1104),(64 177.36156),(65 174.70148),(66 176.92542),(67 175.66562),(68 176.10704),(69 174.98697),(70 176.53506),(71 176.63605),(72 178.33203),(73 178.7114),(74 181.967),(75 178.81738),(76 180.94225),(77 180.05287),(78 182.69174),(79 180.6907),
(1 102.790596),(2 120.59207),(3 127.82846),(4 134.80418),(5 140.01917),(6 144.18694),(7 148.95766),(8 155.59674),(9 157.16121),(10 162.69624),(11 163.2636),(12 169.15134),(13 166.8618),(14 170.72151),(15 166.35503),(16 168.07997),(17 166.12653),(18 169.24007),(19 166.71352),(20 169.16092),(21 166.91399),(22 169.95062),(23 167.85983),(24 170.29439),(25 172.55133),(26 173.08493),(27 173.31142),(28 173.60707),(29 171.79953),(30 174.1183),(31 171.28413),(32 170.06306),(33 167.13606),(34 168.95703),(35 166.2973),(36 166.96095),(37 164.78607),(38 167.96965),(39 166.6328),(40 169.4203),(41 170.33743),(42 172.20859),(43 172.43457),(44 173.72606),(45 174.35532),(46 176.27072),(47 173.10002),(48 173.45639),(49 171.3846),(50 170.89796),(51 168.78242),(52 171.35812),(53 170.33864),(54 170.31262),(55 170.06534),(56 171.64113),(57 171.58365),(58 174.37456),(59 172.56076),(60 173.89441),(61 171.65512),(62 172.95242),(63 173.79367),(64 174.38715),(65 173.09189),(66 174.9523),(67 173.26483),(68 174.95518),(69 173.86908),(70 176.45424),(71 175.32468),(72 178.75633),(73 178.94344),(74 179.44374),(75 178.3367),(76 180.5196),(77 178.27516),(78 179.82932),(79 176.2731),
(1 102.94572),(2 121.91532),(3 130.48982),(4 138.64075),(5 144.89249),(6 149.48601),(7 152.62138),(8 158.00879),(9 160.17668),(10 166.14615),(11 164.88675),(12 170.68674),(13 170.32288),(14 173.56616),(15 170.62817),(16 171.67856),(17 168.5812),(18 172.24985),(19 169.8603),(20 171.65152),(21 168.86217),(22 170.7841),(23 170.4435),(24 173.00948),(25 173.44843),(26 174.32965),(27 173.47734),(28 175.18947),(29 176.67598),(30 176.7435),(31 173.58264),(32 172.67622),(33 168.67174),(34 168.90628),(35 167.47633),(36 167.72765),(37 166.84029),(38 169.66255),(39 169.7621),(40 171.76053),(41 171.98126),(42 174.10771),(43 175.74901),(44 177.80734),(45 177.51524),(46 182.32484),(47 178.49284),(48 179.75641),(49 178.50815),(50 177.80518),(51 175.83522),(52 179.0993),(53 177.43022),(54 178.90459),(55 175.62346),(56 177.77148),(57 177.20761),(58 178.58762),(59 176.05498),(60 178.66411),(61 176.73401),(62 176.23338),(63 175.87651),(64 177.70993),(65 174.88893),(66 175.15607),(67 175.2769),(68 175.45576),(69 173.89989),(70 176.37766),(71 175.87917),(72 177.85901),(73 176.79797),(74 180.59521),(75 177.45021),(76 179.35596),(77 176.57117),(78 179.08017),(79 177.08511),
(1 100.46545),(2 116.63557),(3 125.228455),(4 133.09256),(5 138.58551),(6 144.39232),(7 150.62988),(8 155.56924),(9 156.64977),(10 160.51402),(11 161.62158),(12 169.40855),(13 166.16405),(14 168.02296),(15 165.6153),(16 167.26535),(17 165.76422),(18 167.0366),(19 165.19246),(20 167.7002),(21 164.61742),(22 166.85999),(23 166.0833),(24 168.5321),(25 170.72543),(26 172.72781),(27 172.98407),(28 175.77048),(29 174.76935),(30 173.87119),(31 171.75249),(32 172.92107),(33 170.11147),(34 171.49802),(35 170.23236),(36 170.31927),(37 170.27426),(38 174.50996),(39 173.25528),(40 174.48906),(41 175.60228),(42 177.59334),(43 178.5375),(44 181.36678),(45 179.83379),(46 181.6152),(47 179.86029),(48 179.56633),(49 177.77856),(50 179.30763),(51 175.3864),(52 176.46675),(53 175.69295),(54 175.07957),(55 174.2919),(56 174.51646),(57 175.12477),(58 176.47607),(59 173.76295),(60 175.99837),(61 176.03893),(62 177.48499),(63 174.70027),(64 175.46933),(65 173.92503),(66 174.56993),(67 172.41374),(68 172.95747),(69 174.0005),(70 174.54233),(71 172.76566),(72 176.47742),(73 175.87077),(74 178.03587),(75 175.65952),(76 176.05623),(77 174.90274),(78 175.49442),(79 173.9214),
