1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 269539.78),(2 909428.94),(3 1874665.9),(4 3147878),(5 4636596),(6 6351568.5),(7 8217545.5),(8 10166132),(9 12215216),(10 14369777),(11 16664520),(12 18878658),(13 21021994),(14 22967072),(15 24835546),(16 26524624),(17 28026928),(18 29366784),(19 30428862),(20 31291448),(21 32174090),(22 33010454),(23 34108268),(24 34970596),(25 35618148),(26 35992668),(27 36049948),(28 36003324),(29 35701204),(30 35484140),(31 35262684),(32 34520596),(33 33565600),(34 32617922),(35 31944274),(36 31568464),(37 31478666),(38 31415960),(39 31460134),(40 32001482),(41 32860464),(42 34153664),(43 35584852),(44 37157164),(45 38731412),(46 40640068),(47 42384868),(48 44089720),(49 45809100),(50 47272724),(51 48609936),(52 49932220),(53 51281572),(54 52670612),(55 53927620),(56 55130290),(57 56435744),(58 57777036),(59 59269652),(60 60815532),(61 62526572),(62 64283780),(63 66156096),(64 68201550),(65 70298090),(66 72531930),(67 75049760),(68 77658640),(69 80192510),(70 83087016),(71 86160390),(72 88927880),(73 91617090),(74 94230216),(75 96367864),(76 97894530),(77 98756260),(78 99305730),(79 99444840),
(1 65.86354),(2 77.09549),(3 85.49),(4 90.69121),(5 96.14593),(6 100.01776),(7 105.84418),(8 111.66218),(9 114.13193),(10 117.30589),(11 119.65745),(12 122.591194),(13 126.194916),(14 129.13106),(15 131.33714),(16 133.39558),(17 135.05266),(18 137.036),(19 137.45801),(20 139.465),(21 140.25037),(22 140.57327),(23 141.13902),(24 141.32451),(25 141.71655),(26 140.99023),(27 139.96365),(28 139.74367),(29 138.99338),(30 138.48026),(31 136.75038),(32 136.42795),(33 135.93643),(34 136.65793),(35 137.26053),(36 137.76347),(37 138.70352),(38 138.84596),(39 139.27583),(40 139.13695),(41 138.76074),(42 139.33524),(43 139.18246),(44 138.24062),(45 139.21948),(46 139.09425),(47 138.2085),(48 138.3836),(49 138.51598),(50 139.53987),(51 139.42592),(52 138.99118),(53 139.44699),(54 138.28589),(55 136.19633),(56 136.6404),(57 136.50702),(58 136.1914),(59 136.97256),(60 138.67732),(61 138.90785),(62 140.24257),(63 141.91473),(64 144.10078),(65 144.9959),(66 145.54396),(67 145.60532),(68 147.3766),(69 147.92607),(70 148.80444),(71 149.21608),(72 150.7193),(73 150.39621),(74 150.52364),(75 149.98352),(76 150.32521),(77 150.96323),(78 151.46548),(79 151.13847),
(1 67.40639),(2 77.69024),(3 87.231705),(4 93.958664),(5 99.61081),(6 105.004684),(7 110.903),(8 116.24377),(9 119.31758),(10 123.95703),(11 126.80124),(12 131.59975),(13 133.06499),(14 135.672),(15 138.68488),(16 139.65196),(17 141.71274),(18 142.40889),(19 143.00526),(20 143.98053),(21 145.80385),(22 145.65903),(23 146.6066),(24 145.9298),(25 146.23958),(26 144.99205),(27 143.60173),(28 144.33595),(29 143.19623),(30 143.73337),(31 143.29622),(32 142.46846),(33 142.50194),(34 141.93288),(35 141.56396),(36 140.65585),(37 141.50224),(38 142.29633),(39 139.54794),(40 140.50542),(41 140.19817),(42 140.47133),(43 141.3387),(44 141.36055),(45 141.27783),(46 141.79901),(47 141.80194),(48 142.24977),(49 142.53603),(50 142.8422),(51 141.57733),(52 141.51155),(53 141.18907),(54 140.51323),(55 139.73244),(56 138.7564),(57 139.08693),(58 138.50568),(59 138.26964),(60 139.5577),(61 141.01373),(62 141.57185),(63 142.24358),(64 143.6186),(65 144.99393),(66 144.79443),(67 146.4396),(68 148.29607),(69 147.5192),(70 148.50029),(71 149.56206),(72 150.40869),(73 150.49628),(74 150.44212),(75 148.53596),(76 147.97342),(77 148.53145),(78 148.66943),(79 148.85666),
(1 65.29912),(2 75.51851),(3 83.82004),(4 89.59943),(5 95.55338),(6 100.80534),(7 105.00165),(8 110.00094),(9 113.36303),(10 117.38275),(11 120.23622),(12 122.439964),(13 125.548096),(14 127.751625),(15 130.5224),(16 131.375),(17 133.14703),(18 135.43945),(19 135.5204),(20 135.87752),(21 136.40585),(22 136.56532),(23 136.77896),(24 135.99236),(25 135.59016),(26 135.54906),(27 133.50677),(28 133.83124),(29 133.4573),(30 133.2793),(31 134.20535),(32 132.77888),(33 133.32475),(34 132.85931),(35 133.51448),(36 133.99728),(37 134.83101),(38 135.19568),(39 134.43462),(40 134.9756),(41 135.15758),(42 135.68831),(43 135.31577),(44 135.09863),(45 134.5531),(46 134.92656),(47 134.67624),(48 135.3613),(49 135.73506),(50 135.91414),(51 134.90997),(52 135.183),(53 135.41096),(54 134.5704),(55 133.50032),(56 132.96687),(57 132.09807),(58 133.68286),(59 133.65448),(60 134.35344),(61 134.00748),(62 136.1736),(63 137.82045),(64 138.0379),(65 139.94165),(66 140.56403),(67 142.7355),(68 143.29002),(69 144.87234),(70 146.28575),(71 146.56111),(72 147.42677),(73 146.55922),(74 147.07709),(75 144.95468),(76 144.33868),(77 144.3566),(78 143.733),(79 143.3442),
(1 64.79327),(2 75.92776),(3 84.30663),(4 90.44127),(5 96.6146),(6 101.05448),(7 107.82976),(8 112.56577),(9 117.494736),(10 119.94403),(11 123.5883),(12 127.155655),(13 130.0418),(14 132.70311),(15 134.69485),(16 136.30646),(17 137.67834),(18 138.48619),(19 139.21327),(20 139.68828),(21 141.07324),(22 141.66609),(23 144.14218),(24 143.83002),(25 143.98178),(26 142.53839),(27 141.58939),(28 140.94156),(29 139.26257),(30 139.62294),(31 138.88702),(32 138.85626),(33 137.80942),(34 137.44646),(35 137.47218),(36 137.38925),(37 138.16628),(38 138.7729),(39 137.8313),(40 138.45801),(41 136.77574),(42 137.28224),(43 135.74255),(44 135.76398),(45 135.37245),(46 134.97032),(47 135.76305),(48 135.4847),(49 136.07559),(50 137.15964),(51 136.82108),(52 136.09598),(53 136.83252),(54 136.07379),(55 134.98465),(56 135.54529),(57 135.52966),(58 136.39316),(59 136.56459),(60 138.22295),(61 138.80893),(62 140.2027),(63 141.1873),(64 142.58774),(65 143.78062),(66 145.08043),(67 146.34102),(68 147.7814),(69 148.35004),(70 149.10483),(71 149.80305),(72 150.60588),(73 150.587),(74 151.5335),(75 151.65735),(76 151.24237),(77 151.78891),(78 151.72821),(79 151.84886),
(1 64.60143),(2 74.5819),(3 82.97902),(4 89.123604),(5 94.66619),(6 100.73945),(7 105.45353),(8 111.5287),(9 114.71812),(10 119.07783),(11 122.10189),(12 124.831085),(13 127.15715),(14 129.2753),(15 131.9022),(16 133.745),(17 135.07973),(18 137.35396),(19 136.53932),(20 136.75703),(21 137.93118),(22 139.45589),(23 140.88713),(24 140.04688),(25 141.13884),(26 141.30629),(27 141.26132),(28 141.3275),(29 140.68199),(30 138.99399),(31 138.76175),(32 137.28612),(33 137.06493),(34 136.26689),(35 136.95056),(36 135.81819),(37 137.24014),(38 137.62608),(39 136.86156),(40 137.04807),(41 137.81384),(42 138.02286),(43 137.3557),(44 137.07394),(45 137.12802),(46 137.74568),(47 138.11424),(48 138.63727),(49 138.52596),(50 139.14488),(51 140.29286),(52 137.70267),(53 137.8514),(54 136.37372),(55 135.67017),(56 134.73787),(57 133.77078),(58 134.22476),(59 134.5273),(60 134.53426),(61 135.21326),(62 136.27438),(63 137.74268),(64 138.31483),(65 138.03412),(66 139.58238),(67 140.32758),(68 143.46915),(69 144.59538),(70 146.02483),(71 146.04291),(72 146.2122),(73 146.74228),(74 147.19398),(75 146.53012),(76 145.83339),(77 145.57988),(78 145.37643),(79 145.21535),
(1 64.95233),(2 75.1917),(3 84.73715),(4 91.39353),(5 96.74807),(6 101.99792),(7 106.62602),(8 112.17536),(9 115.420784),(10 118.513214),(11 121.01334),(12 124.543015),(13 127.65571),(14 130.2308),(15 131.60277),(16 132.89487),(17 135.65248),(18 136.5609),(19 137.40738),(20 138.66724),(21 138.76994),(22 138.97382),(23 139.32928),(24 138.22992),(25 139.00769),(26 138.39697),(27 138.68553),(28 138.7883),(29 137.95413),(30 138.98557),(31 138.47258),(32 138.38058),(33 137.22267),(34 137.034),(35 138.23456),(36 137.43834),(37 137.79391),(38 138.7985),(39 137.82661),(40 138.59808),(41 138.63008),(42 138.89662),(43 138.65819),(44 138.43169),(45 138.51254),(46 139.6875),(47 140.03706),(48 138.533),(49 139.18535),(50 138.22807),(51 138.9238),(52 136.53741),(53 135.90002),(54 134.3108),(55 133.28612),(56 133.12587),(57 132.78363),(58 132.88277),(59 133.6075),(60 134.1897),(61 135.08229),(62 136.6168),(63 137.46147),(64 138.44293),(65 139.53214),(66 140.06839),(67 141.61618),(68 143.55673),(69 143.84558),(70 144.35979),(71 145.79349),(72 145.65543),(73 145.79454),(74 146.34193),(75 146.60677),(76 147.12236),(77 145.7003),(78 145.21265),(79 144.40405),
(1 64.46033),(2 73.78057),(3 83.59841),(4 89.056145),(5 94.541855),(6 100.45398),(7 105.9799),(8 112.28622),(9 116.84968),(10 121.28582),(11 124.63442),(12 127.79051),(13 130.36472),(14 132.48425),(15 135.06647),(16 137.23969),(17 138.97527),(18 140.66101),(19 141.41608),(20 142.0863),(21 142.84322),(22 142.6277),(23 142.82422),(24 143.59978),(25 144.46219),(26 143.64238),(27 142.58356),(28 142.07199),(29 140.81375),(30 140.0163),(31 138.4552),(32 139.15744),(33 137.11868),(34 136.69615),(35 136.74005),(36 135.97083),(37 136.12077),(38 137.6056),(39 135.96016),(40 136.76999),(41 137.03154),(42 135.79234),(43 135.94254),(44 136.28017),(45 136.03908),(46 136.35007),(47 136.17326),(48 136.651),(49 135.88013),(50 136.0311),(51 137.29558),(52 137.0492),(53 138.45314),(54 138.32372),(55 137.05711),(56 135.59013),(57 136.54144),(58 136.46912),(59 138.11076),(60 138.74672),(61 139.74132),(62 141.34631),(63 143.23613),(64 144.78339),(65 145.02112),(66 146.82825),(67 147.74164),(68 149.74033),(69 151.286),(70 151.42964),(71 151.89093),(72 153.1849),(73 152.31343),(74 152.4892),(75 151.53319),(76 150.93727),(77 150.40205),(78 150.60152),(79 150.35687),
(1 62.22879),(2 72.54441),(3 81.36214),(4 88.13733),(5 93.96836),(6 98.088104),(7 103.04902),(8 107.14666),(9 110.93061),(10 114.44529),(11 117.0353),(12 118.95696),(13 122.0794),(14 125.41443),(15 127.32078),(16 129.42047),(17 130.77301),(18 132.19585),(19 133.82303),(20 134.11111),(21 134.46945),(22 136.10466),(23 136.97363),(24 137.71674),(25 137.2535),(26 137.21883),(27 136.76814),(28 137.113),(29 135.49628),(30 135.27869),(31 134.71223),(32 134.75377),(33 134.15656),(34 133.99457),(35 134.68619),(36 133.04765),(37 133.6476),(38 134.53868),(39 133.695),(40 133.82463),(41 133.57576),(42 133.24281),(43 132.57352),(44 132.43918),(45 132.69725),(46 131.81297),(47 132.96379),(48 134.30673),(49 134.06522),(50 132.84756),(51 133.47102),(52 133.72725),(53 133.83528),(54 133.30315),(55 132.68271),(56 132.66391),(57 132.16638),(58 132.27759),(59 133.28093),(60 134.8627),(61 135.68051),(62 137.1935),(63 138.26973),(64 139.07213),(65 139.35605),(66 140.30391),(67 140.57365),(68 142.85686),(69 143.73117),(70 146.38673),(71 146.9763),(72 146.11504),(73 145.6028),(74 146.08301),(75 145.9728),(76 144.28569),(77 142.67697),(78 142.12646),(79 140.4218),
(1 64.14478),(2 74.69075),(3 82.9041),(4 89.079796),(5 93.84006),(6 98.652374),(7 102.63609),(8 109.32919),(9 112.05609),(10 114.822556),(11 116.95161),(12 119.21454),(13 120.883385),(14 123.09062),(15 125.795616),(16 127.04357),(17 129.47766),(18 130.70401),(19 132.40219),(20 132.48875),(21 134.12424),(22 134.5841),(23 135.67516),(24 135.48264),(25 134.99792),(26 134.7462),(27 135.63496),(28 134.61092),(29 134.85439),(30 134.98059),(31 134.01726),(32 133.52206),(33 133.64735),(34 133.15804),(35 134.28131),(36 134.28708),(37 134.06447),(38 133.05655),(39 133.93788),(40 134.7582),(41 135.22537),(42 135.65501),(43 134.62321),(44 134.32315),(45 134.72197),(46 135.74619),(47 136.21803),(48 135.90428),(49 135.98174),(50 136.35715),(51 137.033),(52 136.88385),(53 136.86566),(54 135.50974),(55 134.1235),(56 133.95532),(57 132.81952),(58 133.53297),(59 134.5392),(60 135.9861),(61 136.86064),(62 136.96489),(63 137.76146),(64 139.50774),(65 138.27312),(66 139.33687),(67 140.46254),(68 141.11903),(69 140.83345),(70 142.5888),(71 141.86948),(72 141.66689),(73 141.57753),(74 140.863),(75 140.48988),(76 139.00914),(77 138.28743),(78 138.76756),(79 138.50224),
(1 62.838142),(2 72.95449),(3 80.94305),(4 87.24367),(5 93.16619),(6 97.4002),(7 103.10317),(8 108.52728),(9 111.54578),(10 115.93253),(11 119.44537),(12 124.4044),(13 125.43729),(14 130.00703),(15 132.24286),(16 132.99927),(17 134.30229),(18 135.70363),(19 136.86227),(20 137.46019),(21 138.24542),(22 139.67386),(23 140.95079),(24 140.55684),(25 141.09181),(26 140.19215),(27 141.05663),(28 139.91226),(29 138.44873),(30 137.6359),(31 135.61763),(32 134.6598),(33 133.82718),(34 133.59622),(35 133.84308),(36 134.32858),(37 134.48105),(38 134.56279),(39 133.21545),(40 133.51933),(41 132.46751),(42 131.39925),(43 130.78299),(44 130.09853),(45 130.32109),(46 129.7225),(47 130.32805),(48 130.06465),(49 130.20924),(50 130.28334),(51 131.0748),(52 130.58215),(53 130.7538),(54 128.8039),(55 129.34329),(56 128.47858),(57 127.60143),(58 129.40018),(59 129.14452),(60 130.33743),(61 131.44362),(62 133.03719),(63 134.00833),(64 136.4799),(65 137.26744),(66 138.75899),(67 140.07997),(68 141.88306),(69 142.47794),(70 144.33554),(71 145.19533),(72 146.60457),(73 146.49069),(74 147.08272),(75 147.61407),(76 148.37811),(77 147.23),(78 147.59187),(79 147.62747),
(1 62.875942),(2 73.04602),(3 80.98585),(4 86.85513),(5 92.63985),(6 98.57023),(7 102.78058),(8 107.76451),(9 110.81313),(10 114.46745),(11 117.21169),(12 120.34279),(13 122.43457),(14 125.706406),(15 128.07706),(16 129.95549),(17 131.18697),(18 133.4535),(19 134.19174),(20 134.06075),(21 134.73465),(22 135.76459),(23 135.9406),(24 136.11562),(25 136.36218),(26 136.18895),(27 135.57173),(28 136.12178),(29 136.11414),(30 134.55876),(31 133.93652),(32 134.04358),(33 133.45418),(34 133.29703),(35 133.52873),(36 133.26987),(37 132.64313),(38 134.3535),(39 134.11937),(40 134.53212),(41 134.61063),(42 133.87805),(43 134.66719),(44 134.20601),(45 134.07161),(46 134.55647),(47 134.49445),(48 133.74329),(49 133.63936),(50 133.27591),(51 135.04695),(52 133.87044),(53 134.33043),(54 133.4495),(55 132.18776),(56 131.69664),(57 130.29556),(58 131.77005),(59 132.1561),(60 133.53719),(61 133.68437),(62 134.31721),(63 134.99402),(64 136.22202),(65 137.12593),(66 137.67712),(67 139.09662),(68 139.31665),(69 139.58308),(70 140.84076),(71 141.89154),(72 142.04327),(73 141.03206),(74 141.67647),(75 141.44012),(76 141.12663),(77 140.49158),(78 140.4639),(79 140.65453),
(1 62.362667),(2 72.18758),(3 81.780945),(4 88.26961),(5 93.10309),(6 98.377045),(7 102.70187),(8 108.05045),(9 110.34218),(10 115.500305),(11 117.526054),(12 119.566505),(13 122.30077),(14 124.304085),(15 127.72415),(16 129.11035),(17 130.18466),(18 131.71654),(19 134.15114),(20 133.24516),(21 133.68027),(22 133.87544),(23 134.86127),(24 134.78769),(25 134.53842),(26 133.77783),(27 134.01003),(28 133.08769),(29 132.91191),(30 132.0143),(31 130.82495),(32 130.62013),(33 129.44466),(34 128.62653),(35 128.46556),(36 129.52045),(37 130.15675),(38 130.51552),(39 129.56284),(40 130.16113),(41 129.51677),(42 130.10533),(43 129.92061),(44 130.06609),(45 130.24016),(46 131.20067),(47 129.82387),(48 129.94041),(49 130.44025),(50 129.59956),(51 129.99649),(52 129.5457),(53 129.5343),(54 128.89066),(55 128.49019),(56 127.40443),(57 125.699554),(58 126.1393),(59 126.54051),(60 127.39846),(61 128.412),(62 130.5676),(63 131.21152),(64 133.5775),(65 133.1629),(66 134.40083),(67 136.01666),(68 138.649),(69 139.84558),(70 139.626),(71 140.48094),(72 139.67888),(73 140.25081),(74 139.48186),(75 138.50562),(76 137.87291),(77 138.03157),(78 137.16338),(79 137.11005),
(1 62.533592),(2 71.854034),(3 80.68161),(4 86.67544),(5 91.4481),(6 96.40875),(7 101.989204),(8 108.12548),(9 111.01605),(10 115.309456),(11 118.44919),(12 120.85027),(13 123.84358),(14 125.250336),(15 128.32616),(16 129.69354),(17 131.89677),(18 132.80817),(19 133.53944),(20 134.25853),(21 134.31625),(22 134.54666),(23 136.3895),(24 135.91039),(25 136.50989),(26 135.90382),(27 135.68387),(28 134.6688),(29 134.64594),(30 134.51657),(31 133.46773),(32 132.87129),(33 132.62024),(34 132.37015),(35 131.96815),(36 131.51297),(37 131.43158),(38 132.20277),(39 132.32227),(40 132.6266),(41 132.22316),(42 131.71124),(43 132.04295),(44 130.81714),(45 131.62791),(46 131.82915),(47 131.27634),(48 132.78018),(49 132.34074),(50 131.22835),(51 132.22797),(52 130.89577),(53 131.63986),(54 130.90013),(55 131.40651),(56 129.87593),(57 129.42862),(58 130.83084),(59 130.35127),(60 132.11859),(61 132.203),(62 133.47159),(63 133.37572),(64 134.66115),(65 136.13329),(66 136.9549),(67 138.4665),(68 140.54865),(69 142.11447),(70 143.20554),(71 143.84184),(72 144.64906),(73 144.37332),(74 144.61235),(75 145.5205),(76 146.71759),(77 146.8904),(78 147.16763),(79 147.85068),
(1 62.322273),(2 72.38472),(3 80.986755),(4 86.88652),(5 92.52924),(6 98.02373),(7 102.76829),(8 107.78383),(9 110.68102),(10 115.424095),(11 119.02617),(12 121.572075),(13 123.74246),(14 125.98069),(15 129.15007),(16 130.93),(17 133.09457),(18 134.61331),(19 135.33792),(20 135.87897),(21 136.27681),(22 137.99896),(23 138.79092),(24 137.94069),(25 138.6105),(26 138.96942),(27 138.89655),(28 138.15935),(29 137.87407),(30 136.97646),(31 135.85219),(32 134.68317),(33 134.21933),(34 132.95287),(35 132.34271),(36 132.09279),(37 132.43631),(38 133.1069),(39 132.9818),(40 131.79099),(41 132.68292),(42 132.81964),(43 132.21417),(44 133.02457),(45 132.9585),(46 133.00072),(47 132.86194),(48 133.572),(49 132.90266),(50 133.046),(51 134.1831),(52 133.57303),(53 133.68239),(54 132.61966),(55 132.37773),(56 131.2922),(57 130.71585),(58 131.20665),(59 132.36469),(60 132.39394),(61 133.93332),(62 135.36986),(63 135.60533),(64 136.79742),(65 137.99039),(66 139.28476),(67 138.90271),(68 139.63705),(69 141.54874),(70 142.44156),(71 142.53015),(72 142.48334),(73 142.06845),(74 141.79442),(75 142.69307),(76 140.80566),(77 140.41397),(78 140.1093),(79 139.61803),
(1 60.90007),(2 71.17731),(3 79.08815),(4 85.23478),(5 90.25562),(6 95.459366),(7 99.77935),(8 104.38326),(9 108.01632),(10 110.67629),(11 114.528496),(12 116.7727),(13 119.78438),(14 121.80739),(15 123.934906),(16 125.08295),(17 127.64433),(18 129.16216),(19 129.66101),(20 129.95898),(21 131.78693),(22 131.7363),(23 131.70529),(24 131.09753),(25 131.32504),(26 129.94858),(27 130.76271),(28 129.4485),(29 129.53555),(30 128.84283),(31 128.63669),(32 128.45186),(33 127.938324),(34 127.71304),(35 128.13898),(36 128.8674),(37 128.93535),(38 128.72536),(39 128.59778),(40 129.00772),(41 128.97658),(42 129.3775),(43 129.50899),(44 129.37675),(45 129.42868),(46 129.1233),(47 129.7197),(48 129.54543),(49 131.07896),(50 130.91893),(51 130.68225),(52 129.44157),(53 129.36456),(54 127.84975),(55 127.48347),(56 126.613434),(57 126.13522),(58 127.69122),(59 127.65918),(60 127.99886),(61 129.35994),(62 130.12038),(63 130.73999),(64 131.92415),(65 132.34216),(66 133.26695),(67 134.03693),(68 135.97931),(69 137.09445),(70 138.26027),(71 138.73984),(72 137.35103),(73 136.43825),(74 136.65456),(75 136.98254),(76 136.13194),(77 135.42097),(78 134.98267),(79 134.46588),
(1 62.050945),(2 71.359116),(3 80.40494),(4 85.941986),(5 90.243904),(6 95.48062),(7 101.76459),(8 108.51302),(9 111.71395),(10 113.91572),(11 116.98944),(12 119.39229),(13 122.789116),(14 125.08466),(15 126.90689),(16 128.32327),(17 129.67189),(18 131.23627),(19 131.47195),(20 131.73953),(21 132.20068),(22 133.66997),(23 134.5582),(24 134.56778),(25 134.38849),(26 133.32303),(27 132.61859),(28 131.58388),(29 130.78302),(30 129.05707),(31 127.95419),(32 126.86568),(33 126.30744),(34 125.455605),(35 125.96375),(36 126.17117),(37 126.4491),(38 127.36582),(39 127.343124),(40 128.04567),(41 127.85141),(42 127.415535),(43 127.78697),(44 127.80888),(45 128.27602),(46 128.31737),(47 128.96173),(48 129.62048),(49 129.5093),(50 129.65749),(51 130.60092),(52 130.13968),(53 130.06577),(54 130.40103),(55 129.66109),(56 129.31966),(57 128.68488),(58 128.54405),(59 128.62894),(60 130.18044),(61 130.69594),(62 131.48332),(63 131.21771),(64 130.96027),(65 132.15108),(66 133.58333),(67 133.71732),(68 135.97203),(69 136.9429),(70 138.41254),(71 138.52617),(72 139.2822),(73 138.47768),(74 139.5048),(75 139.05367),(76 138.2169),(77 137.82317),(78 139.05115),(79 139.19441),
(1 60.754463),(2 71.33083),(3 79.84219),(4 85.72917),(5 90.738365),(6 95.74167),(7 100.707085),(8 106.00198),(9 109.69037),(10 113.7399),(11 117.3036),(12 120.711555),(13 122.99769),(14 125.400055),(15 127.68972),(16 129.83878),(17 131.19878),(18 132.69559),(19 133.35103),(20 134.19667),(21 134.58824),(22 135.57222),(23 136.59853),(24 136.90273),(25 135.94975),(26 135.48885),(27 135.63866),(28 134.80821),(29 134.52669),(30 133.66786),(31 133.62062),(32 132.33617),(33 131.63426),(34 130.98788),(35 130.44412),(36 130.52293),(37 130.89114),(38 130.20674),(39 129.99756),(40 130.65056),(41 131.01213),(42 130.22081),(43 130.03532),(44 129.1508),(45 129.00665),(46 128.5634),(47 128.02167),(48 127.0838),(49 127.42331),(50 127.60088),(51 127.82876),(52 127.985725),(53 127.132484),(54 127.443504),(55 127.15666),(56 125.94555),(57 127.03698),(58 127.705894),(59 128.11044),(60 130.36702),(61 130.88489),(62 131.53314),(63 132.17917),(64 132.95819),(65 134.1527),(66 136.16725),(67 137.15642),(68 138.56726),(69 140.07),(70 142.09595),(71 141.86621),(72 141.31363),(73 141.76868),(74 141.04443),(75 141.67493),(76 141.39104),(77 140.82623),(78 141.21626),(79 140.87938),
(1 61.117626),(2 71.30877),(3 80.20527),(4 86.97713),(5 90.99241),(6 94.70511),(7 100.408356),(8 104.26173),(9 107.91942),(10 111.52505),(11 114.20017),(12 116.22324),(13 118.73421),(14 120.68744),(15 123.32726),(16 124.63042),(17 126.20011),(18 128.19174),(19 130.34915),(20 130.55106),(21 131.42203),(22 132.83885),(23 134.24796),(24 133.93944),(25 133.33807),(26 132.56015),(27 132.52382),(28 133.14142),(29 133.09587),(30 133.32861),(31 132.39296),(32 132.83723),(33 132.92926),(34 133.1199),(35 132.85516),(36 131.60315),(37 132.1969),(38 131.8261),(39 130.57753),(40 131.4036),(41 130.60332),(42 130.49722),(43 130.02219),(44 129.54117),(45 130.0141),(46 129.69388),(47 129.62602),(48 130.72047),(49 130.0823),(50 129.83702),(51 131.0722),(52 129.81308),(53 129.4719),(54 126.79434),(55 127.359566),(56 127.21052),(57 126.37839),(58 126.18165),(59 126.682526),(60 127.71546),(61 128.54462),(62 129.13443),(63 131.21887),(64 131.75818),(65 132.1606),(66 134.44986),(67 134.76657),(68 136.25436),(69 136.7696),(70 138.0221),(71 138.25905),(72 137.8211),(73 138.31842),(74 137.53844),(75 137.63765),(76 136.24005),(77 136.47218),(78 137.29323),(79 136.3659),
