1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 189927.8),(2 703363.7),(3 1451564.3),(4 2367100.5),(5 3399118.3),(6 4481299),(7 5565096),(8 6615584.5),(9 7600079.5),(10 8459327),(11 9213266),(12 9831129),(13 10326567),(14 10705298),(15 10993116),(16 11179851),(17 11271630),(18 11311574),(19 11339894),(20 11321529),(21 11270165),(22 11240680),(23 11217490),(24 11195450),(25 11147534),(26 11112330),(27 11098761),(28 11146001),(29 11289197),(30 11487543),(31 11717411),(32 11994212),(33 12314855),(34 12613416),(35 12958400),(36 13288198),(37 13621031),(38 13937447),(39 14199179),(40 14397185),(41 14549295),(42 14630204),(43 14631097),(44 14591100),(45 14536768),(46 14486413),(47 14429483),(48 14405069),(49 14407674),(50 14435908),(51 14495505),(52 14544600),(53 14564705),(54 14592326),(55 14607460),(56 14585820),(57 14570251),(58 14581718),(59 14636135),(60 14720221),(61 14827386),(62 14990035),(63 15150008),(64 15298770),(65 15442379),(66 15585370),(67 15719763),(68 15788586),(69 15815072),(70 15783544),(71 15720754),(72 15592850),(73 15433503),(74 15247400),(75 15046727),(76 14875631),(77 14793946),(78 14801133),(79 14862040),
(1 202159.94),(2 760841.7),(3 1592354.6),(4 2619182.3),(5 3773868.8),(6 4954534),(7 6100365.5),(8 7116452.5),(9 7999162.5),(10 8721211),(11 9299533),(12 9734476),(13 10071585),(14 10341267),(15 10570647),(16 10776889),(17 10961252),(18 11107001),(19 11235716),(20 11360533),(21 11488371),(22 11617405),(23 11760419),(24 11896360),(25 11970952),(26 12027773),(27 12069189),(28 12112708),(29 12173476),(30 12216888),(31 12251227),(32 12320683),(33 12394369),(34 12445389),(35 12495540),(36 12527915),(37 12561115),(38 12576957),(39 12525243),(40 12425900),(41 12284947),(42 12083089),(43 11849612),(44 11593872),(45 11331080),(46 11095741),(47 10889493),(48 10727573),(49 10619169),(50 10555837),(51 10529995),(52 10562817),(53 10643175),(54 10795545),(55 11021501),(56 11285588),(57 11601999),(58 11953312),(59 12331160),(60 12735345),(61 13177469),(62 13624211),(63 13998579),(64 14274723),(65 14442728),(66 14502384),(67 14478080),(68 14346715),(69 14127931),(70 13819184),(71 13445221),(72 13065768),(73 12706384),(74 12376621),(75 12094969),(76 11901104),(77 11812067),(78 11795301),(79 11860313),
(1 192116.2),(2 715292),(3 1487828.1),(4 2410561.3),(5 3397951.3),(6 4356259),(7 5245120.5),(8 6000094.5),(9 6625948),(10 7151360.5),(11 7596875.5),(12 7969719.5),(13 8282718),(14 8590941),(15 8901989),(16 9223726),(17 9570988),(18 9896814),(19 10210080),(20 10480079),(21 10682446),(22 10819804),(23 10884109),(24 10873800),(25 10752727),(26 10588799),(27 10418575),(28 10248324),(29 10105912),(30 10041767),(31 10047219),(32 10148122),(33 10312090),(34 10532991),(35 10795892),(36 11060429),(37 11303771),(38 11510092),(39 11601848),(40 11579437),(41 11472842),(42 11284603),(43 11066492),(44 10824817),(45 10585100),(46 10392403),(47 10256027),(48 10164300),(49 10113117),(50 10117967),(51 10162508),(52 10219516),(53 10292722),(54 10413315),(55 10498083),(56 10582995),(57 10613670),(58 10603990),(59 10580399),(60 10546855),(61 10572492),(62 10630431),(63 10700141),(64 10758337),(65 10811814),(66 10840852),(67 10867546),(68 10860104),(69 10799667),(70 10685760),(71 10548636),(72 10417720),(73 10346720),(74 10316545),(75 10328582),(76 10387242),(77 10506760),(78 10663124),(79 10831995),
(1 167835.73),(2 613182.4),(3 1244189.9),(4 1979196),(5 2756867.3),(6 3536827.3),(7 4297195),(8 5017085),(9 5704681.5),(10 6363634),(11 6964833.5),(12 7523108),(13 8064022.5),(14 8603052),(15 9120726),(16 9616748),(17 10102523),(18 10524598),(19 10883811),(20 11131903),(21 11262044),(22 11294921),(23 11205783),(24 11005111),(25 10713458),(26 10387167),(27 10057697),(28 9721405),(29 9424564),(30 9193320),(31 9027475),(32 8965629),(33 9018332),(34 9164516),(35 9360119),(36 9582508),(37 9801271),(38 9965592),(39 10052371),(40 10066195),(41 10031165),(42 9958159),(43 9870138),(44 9764800),(45 9672117),(46 9613023),(47 9578951),(48 9573075),(49 9592996),(50 9634632),(51 9690780),(52 9750176),(53 9815431),(54 9861220),(55 9844928),(56 9802113),(57 9703988),(58 9588241),(59 9492401),(60 9458300),(61 9506830),(62 9623083),(63 9777204),(64 9955528),(65 10095271),(66 10208266),(67 10279444),(68 10260759),(69 10215866),(70 10133622),(71 10094086),(72 10114509),(73 10188582),(74 10307962),(75 10452031),(76 10630184),(77 10806319),(78 10957619),(79 11078849),
(1 185286.2),(2 672700.1),(3 1374369.6),(4 2190742.8),(5 3048801.3),(6 3884500.8),(7 4668055),(8 5379485.5),(9 6024864),(10 6597181.5),(11 7075341.5),(12 7474580.5),(13 7851250),(14 8216546.5),(15 8517087),(16 8785759),(17 9009545),(18 9172770),(19 9299576),(20 9358612),(21 9400442),(22 9466945),(23 9513620),(24 9530687),(25 9523347),(26 9470229),(27 9387583),(28 9264039),(29 9124073),(30 8959895),(31 8775229),(32 8564962),(33 8358162),(34 8144188.5),(35 7953659.5),(36 7785208.5),(37 7639873),(38 7525230),(39 7459548),(40 7466631),(41 7554913),(42 7707996.5),(43 7891005),(44 8081882.5),(45 8248801),(46 8381370),(47 8479703),(48 8566857),(49 8642353),(50 8683536),(51 8694983),(52 8695541),(53 8658308),(54 8588986),(55 8470286),(56 8334403.5),(57 8171018),(58 8027223.5),(59 7940276.5),(60 7931342),(61 8011500.5),(62 8199464.5),(63 8438900),(64 8722119),(65 8999265),(66 9263845),(67 9490215),(68 9638876),(69 9744695),(70 9771752),(71 9764472),(72 9728857),(73 9664046),(74 9605557),(75 9566444),(76 9549060),(77 9535375),(78 9541630),(79 9563562),
(1 181436.53),(2 658517.3),(3 1339845.5),(4 2122832.8),(5 2915715.3),(6 3649991.5),(7 4285752.5),(8 4808202.5),(9 5251159),(10 5627291),(11 5937073),(12 6158809),(13 6322513.5),(14 6471862),(15 6585105),(16 6694866),(17 6791162.5),(18 6870693.5),(19 6944144),(20 7018175.5),(21 7083498.5),(22 7145958),(23 7198730.5),(24 7247591.5),(25 7285668.5),(26 7306271),(27 7315634),(28 7313016.5),(29 7327554),(30 7293499),(31 7180046),(32 7006968.5),(33 6831365.5),(34 6645286.5),(35 6487114.5),(36 6364945),(37 6275130.5),(38 6248066),(39 6299949),(40 6428108.5),(41 6604371),(42 6799450.5),(43 6985959.5),(44 7141547.5),(45 7235192.5),(46 7274477.5),(47 7225521),(48 7141416),(49 7021152),(50 6887508.5),(51 6764630),(52 6679703),(53 6639261),(54 6628557),(55 6626611),(56 6584434),(57 6507464.5),(58 6421990),(59 6352721),(60 6350820.5),(61 6418648),(62 6566999.5),(63 6757426.5),(64 6969842),(65 7184386),(66 7418510.5),(67 7654641),(68 7866730.5),(69 8037639.5),(70 8138900.5),(71 8182866.5),(72 8166577),(73 8102815),(74 8006773.5),(75 7901328),(76 7793853),(77 7696051),(78 7630102.5),(79 7561270.5),
(1 146092.78),(2 527323.8),(3 1075721.1),(4 1714443.5),(5 2380494),(6 3017385.8),(7 3598072),(8 4076425.3),(9 4452737),(10 4732886),(11 4941572),(12 5093633),(13 5218906.5),(14 5340847.5),(15 5471365),(16 5583582),(17 5712247.5),(18 5846065),(19 5962650),(20 6085491.5),(21 6149992.5),(22 6159888),(23 6117080.5),(24 6028420.5),(25 5879776.5),(26 5725423.5),(27 5575811),(28 5426326),(29 5325650.5),(30 5245474),(31 5184261.5),(32 5124021.5),(33 5084905.5),(34 5089298.5),(35 5108183),(36 5158434),(37 5231270.5),(38 5321997),(39 5430380.5),(40 5545024),(41 5635261.5),(42 5714549.5),(43 5780637),(44 5830816),(45 5865762.5),(46 5909540.5),(47 5947332),(48 5993754.5),(49 6011184.5),(50 6042421.5),(51 6094470),(52 6180595),(53 6306446),(54 6455042.5),(55 6630112.5),(56 6792413),(57 6923966.5),(58 7046036.5),(59 7147989.5),(60 7241538),(61 7285986),(62 7329616.5),(63 7390062.5),(64 7463554),(65 7526561),(66 7617738.5),(67 7713077),(68 7821817.5),(69 7942575.5),(70 8066512.5),(71 8185879),(72 8301237.5),(73 8405259),(74 8486488),(75 8545430),(76 8552046),(77 8539418),(78 8493498),(79 8425428),
(1 145739.84),(2 526872.06),(3 1067642),(4 1688688.3),(5 2340768.3),(6 2982526),(7 3587476),(8 4122978),(9 4568030.5),(10 4925664),(11 5211802.5),(12 5424602.5),(13 5594812.5),(14 5727263),(15 5817119.5),(16 5902962.5),(17 6014075.5),(18 6147485.5),(19 6309333.5),(20 6494458),(21 6680917.5),(22 6857806),(23 6979975),(24 7039960),(25 7013550.5),(26 6915094.5),(27 6768058.5),(28 6577650),(29 6384689.5),(30 6212425),(31 6062988.5),(32 5947740),(33 5876335.5),(34 5829371),(35 5811564.5),(36 5798757),(37 5785228.5),(38 5778073),(39 5779306),(40 5793855),(41 5803204.5),(42 5788850.5),(43 5772703),(44 5781016),(45 5819143.5),(46 5867248.5),(47 5926520.5),(48 6005915),(49 6075679),(50 6145827),(51 6173562),(52 6172937.5),(53 6155779),(54 6130115),(55 6129425.5),(56 6127598.5),(57 6138184.5),(58 6155159.5),(59 6170911),(60 6173556.5),(61 6122505.5),(62 6027042.5),(63 5907946.5),(64 5764527.5),(65 5599323),(66 5463801),(67 5339476),(68 5252497.5),(69 5185387.5),(70 5130472.5),(71 5107601.5),(72 5122702.5),(73 5174362.5),(74 5269671),(75 5385385.5),(76 5464950.5),(77 5561561.5),(78 5635474.5),(79 5713162.5),
(1 142195.31),(2 498926.13),(3 972080.9),(4 1469392.9),(5 1945422.3),(6 2381636.8),(7 2782785.5),(8 3145631.8),(9 3477408.5),(10 3789790.5),(11 4097093),(12 4394558),(13 4676211.5),(14 4949865.5),(15 5174675),(16 5369863),(17 5528806),(18 5617158),(19 5696207.5),(20 5788536.5),(21 5899285),(22 6028525),(23 6152334),(24 6276278.5),(25 6347603.5),(26 6376060),(27 6341763),(28 6251630),(29 6117713),(30 5957867.5),(31 5792567.5),(32 5630908),(33 5485693),(34 5362725),(35 5293495),(36 5261641.5),(37 5261529),(38 5275420.5),(39 5275086),(40 5274318),(41 5246818),(42 5193318),(43 5140443.5),(44 5126195.5),(45 5139607),(46 5182359),(47 5233237.5),(48 5296289),(49 5358908),(50 5417991.5),(51 5444225),(52 5460768),(53 5458595),(54 5424657),(55 5392827.5),(56 5387425.5),(57 5423881.5),(58 5504957),(59 5605091.5),(60 5721408.5),(61 5819083),(62 5878143),(63 5930848.5),(64 5967343),(65 6008612.5),(66 6040168),(67 6056948),(68 6062672.5),(69 6075559),(70 6073793),(71 6077671),(72 6104543),(73 6155344.5),(74 6231734),(75 6294792),(76 6327707),(77 6331001),(78 6293535),(79 6235329),
(1 152045.8),(2 538092.1),(3 1056593.8),(4 1600536.9),(5 2107549.5),(6 2549627.8),(7 2912871.3),(8 3235300.3),(9 3527731),(10 3771828.8),(11 4015553.3),(12 4270464),(13 4533804),(14 4804693),(15 5051549.5),(16 5269493),(17 5427491),(18 5514859),(19 5552803.5),(20 5568838),(21 5591243),(22 5621921.5),(23 5646653.5),(24 5693033.5),(25 5735726),(26 5757860.5),(27 5744709),(28 5697095),(29 5609801),(30 5517647.5),(31 5422484),(32 5320687.5),(33 5224904),(34 5147667),(35 5104097),(36 5086127),(37 5091088.5),(38 5102960.5),(39 5109864),(40 5107307),(41 5073181),(42 5021714.5),(43 4976488.5),(44 4955555),(45 4955033),(46 4989287),(47 5035028),(48 5083810),(49 5116161.5),(50 5162872),(51 5193022),(52 5193364),(53 5178347),(54 5165418.5),(55 5188017.5),(56 5247374.5),(57 5322967.5),(58 5411307),(59 5482735.5),(60 5537484.5),(61 5571909),(62 5590363.5),(63 5641536.5),(64 5687858),(65 5720356),(66 5746489),(67 5723397),(68 5650616),(69 5567375.5),(70 5468507),(71 5353454.5),(72 5244715),(73 5149185.5),(74 5073627.5),(75 5010572),(76 4968927),(77 4948275),(78 4953215),(79 4971491),
(1 147120.77),(2 515714.13),(3 1001723.7),(4 1525457.8),(5 2028291.9),(6 2450047),(7 2761923.8),(8 2986210.8),(9 3148389),(10 3269825.8),(11 3389574.5),(12 3523590.5),(13 3673030.5),(14 3840252.3),(15 3999653.5),(16 4151957),(17 4276728),(18 4360124.5),(19 4423206.5),(20 4489782),(21 4549248),(22 4592496.5),(23 4624141),(24 4626679),(25 4595981.5),(26 4547150.5),(27 4481116),(28 4417791),(29 4377397),(30 4370750),(31 4393201),(32 4448387.5),(33 4540133),(34 4659518.5),(35 4783081.5),(36 4896534),(37 4977435.5),(38 5014469),(39 5013529.5),(40 4985064),(41 4935344.5),(42 4867149.5),(43 4783648),(44 4693850.5),(45 4592719.5),(46 4498678),(47 4412105),(48 4355783),(49 4313074.5),(50 4295155),(51 4288138),(52 4298136.5),(53 4310128.5),(54 4306079.5),(55 4291178),(56 4273526),(57 4259884),(58 4259610.5),(59 4264438),(60 4280422.5),(61 4300236.5),(62 4314596),(63 4335208.5),(64 4343618),(65 4344893.5),(66 4354818),(67 4347631.5),(68 4365818.5),(69 4396286),(70 4412766),(71 4403336),(72 4392825.5),(73 4395522.5),(74 4396187),(75 4386015),(76 4362257),(77 4345752),(78 4325403.5),(79 4296902),
(1 143649.67),(2 500050.22),(3 969159.44),(4 1470325.4),(5 1940049.8),(6 2343475.3),(7 2662222.8),(8 2946241),(9 3224704.5),(10 3467747.5),(11 3668331.3),(12 3822159.5),(13 3931905.8),(14 3994730.3),(15 4046185.3),(16 4077690.8),(17 4091410.8),(18 4083480.5),(19 4070622.8),(20 4072852),(21 4076392.5),(22 4095398.8),(23 4119839),(24 4136141),(25 4141536),(26 4124306.8),(27 4086884),(28 4040327.5),(29 3986481),(30 3926498.8),(31 3889692),(32 3885236),(33 3919385.8),(34 3980520.5),(35 4052955),(36 4129248),(37 4202521),(38 4248648),(39 4268477),(40 4269982),(41 4265420),(42 4265710),(43 4254196),(44 4235027.5),(45 4200060),(46 4160421.3),(47 4123984.5),(48 4110792),(49 4113584),(50 4133843.5),(51 4160922.3),(52 4182689),(53 4194073.8),(54 4205289),(55 4215010.5),(56 4219894.5),(57 4238429),(58 4252603.5),(59 4245505),(60 4246664.5),(61 4266831),(62 4290954),(63 4299002),(64 4262737),(65 4207033),(66 4131177),(67 4053843.5),(68 3988759),(69 3933441),(70 3885012.5),(71 3871487.5),(72 3893658.8),(73 3948334.3),(74 4009854.3),(75 4060878.3),(76 4081066.3),(77 4090878.8),(78 4099676.5),(79 4109805.8),
(1 127169.19),(2 446148.56),(3 872332.6),(4 1330807.4),(5 1773283.4),(6 2174061.5),(7 2521770.8),(8 2832277.8),(9 3089112.8),(10 3285989.5),(11 3413920.3),(12 3489975),(13 3526870),(14 3543463.5),(15 3538633.8),(16 3516760.3),(17 3489941.5),(18 3438119.8),(19 3378054),(20 3338329),(21 3322851.3),(22 3334576.3),(23 3365640.5),(24 3408432.8),(25 3445603.3),(26 3482078.5),(27 3519611.3),(28 3542117.5),(29 3540976.8),(30 3534071.5),(31 3531474.5),(32 3536813),(33 3552992),(34 3566193.8),(35 3575723.3),(36 3563322.8),(37 3538351),(38 3499927),(39 3481952.8),(40 3492810),(41 3522058.5),(42 3559976.5),(43 3576752.3),(44 3563816.5),(45 3539030.3),(46 3502684),(47 3476055),(48 3463234.3),(49 3463578),(50 3466756),(51 3456103.8),(52 3452163),(53 3453703.5),(54 3469436.8),(55 3521951.3),(56 3597545),(57 3707969.8),(58 3837499.5),(59 3961945.3),(60 4083408),(61 4169466.8),(62 4219099),(63 4229578.5),(64 4205840.5),(65 4171363.3),(66 4134386.5),(67 4115701.5),(68 4077073.5),(69 4049777),(70 4025361),(71 4012615),(72 4001444),(73 3995155.3),(74 3999188.5),(75 4012194.3),(76 4042880),(77 4085481.8),(78 4128986.8),(79 4177290.8),
(1 130766.21),(2 456669.2),(3 886786.1),(4 1348832.5),(5 1801303.9),(6 2226036),(7 2599961.3),(8 2900872.8),(9 3131958),(10 3310973.5),(11 3407930.3),(12 3452761),(13 3458365.3),(14 3439386.3),(15 3406689.5),(16 3372540.5),(17 3357267.3),(18 3353563.5),(19 3350352.3),(20 3355813.8),(21 3375057.8),(22 3394009.5),(23 3405731.3),(24 3409022.3),(25 3406584.3),(26 3407461.8),(27 3412635.5),(28 3420561.5),(29 3434994.5),(30 3469671.8),(31 3506309),(32 3542798.3),(33 3580615.5),(34 3605381.8),(35 3613443.3),(36 3587897),(37 3552399.8),(38 3498831.8),(39 3456796.5),(40 3444742),(41 3461481),(42 3495457.5),(43 3509880.5),(44 3514226.3),(45 3531777),(46 3558795.5),(47 3588934.5),(48 3608707.5),(49 3607488.8),(50 3606780.8),(51 3596017.8),(52 3595169.8),(53 3593856),(54 3580689.5),(55 3564829.3),(56 3546428.5),(57 3551398.5),(58 3571004.8),(59 3584400.8),(60 3581027.5),(61 3560444.5),(62 3524065.5),(63 3476935.8),(64 3425401.3),(65 3389875.5),(66 3394637.5),(67 3423828),(68 3480353.5),(69 3565265.5),(70 3654576),(71 3741098.3),(72 3821269.3),(73 3892153.3),(74 3961666.8),(75 4034975.3),(76 4114937.3),(77 4183897.5),(78 4232325),(79 4260724),
(1 149162.38),(2 514779.88),(3 975317.3),(4 1437994),(5 1849995.3),(6 2196626.3),(7 2465775.8),(8 2660484),(9 2786958.8),(10 2850303.8),(11 2873569),(12 2890732),(13 2914817),(14 2949093.3),(15 2981003.8),(16 2994374.8),(17 3004770.8),(18 3025468),(19 3050968.3),(20 3078754.8),(21 3106559.8),(22 3132469.8),(23 3147153),(24 3135304.5),(25 3116987),(26 3089046),(27 3056867.5),(28 3038569),(29 3024255.3),(30 3024621.5),(31 3046397.8),(32 3075580.8),(33 3098782.5),(34 3089189.8),(35 3045554.5),(36 2974298.5),(37 2894273),(38 2819389.3),(39 2768412.8),(40 2748287.3),(41 2752344),(42 2774069.3),(43 2799186.3),(44 2843593.3),(45 2906525.3),(46 2968136.3),(47 3007717),(48 3015067.8),(49 2998334.3),(50 2976119.5),(51 2960046),(52 2968665.5),(53 3004426.8),(54 3057519.3),(55 3125607),(56 3187234.3),(57 3247407.3),(58 3284653.3),(59 3297299.5),(60 3289687),(61 3272180),(62 3264499.5),(63 3271730.8),(64 3285324),(65 3311957),(66 3364104.5),(67 3417785),(68 3462100.3),(69 3488265.3),(70 3491209.3),(71 3478621.8),(72 3469152.3),(73 3457738.3),(74 3459095.5),(75 3492807.8),(76 3549785.5),(77 3603314.3),(78 3646041.5),(79 3657133.5),
(1 156584.47),(2 540597.06),(3 1020576.5),(4 1483335.5),(5 1862177.9),(6 2145090),(7 2332446.8),(8 2452041.8),(9 2531348.5),(10 2585527.8),(11 2618893),(12 2640966.5),(13 2655592.8),(14 2671238.8),(15 2690786),(16 2715843),(17 2725914.8),(18 2734761.3),(19 2744490),(20 2771692.3),(21 2805162.3),(22 2837215.5),(23 2857605.3),(24 2856951.3),(25 2842674.8),(26 2822267.5),(27 2805148.5),(28 2783734.8),(29 2763028.3),(30 2736240),(31 2729646),(32 2731221.8),(33 2719914.3),(34 2686735.8),(35 2639754.5),(36 2590252.5),(37 2549765.3),(38 2522230.8),(39 2514400.8),(40 2526261.8),(41 2549268.5),(42 2589238),(43 2637573),(44 2702611.3),(45 2780844.3),(46 2855401.5),(47 2917170.8),(48 2942781.3),(49 2941389),(50 2918019),(51 2886225.3),(52 2864195),(53 2847632.3),(54 2846158),(55 2851322.5),(56 2879435),(57 2909138),(58 2919771),(59 2901363),(60 2867382.3),(61 2820490.8),(62 2769248.5),(63 2720224.8),(64 2677999.3),(65 2661736.5),(66 2691642.3),(67 2762984),(68 2846305.5),(69 2932321.3),(70 2985482.5),(71 3005108.5),(72 2985008.5),(73 2942384.5),(74 2902930.8),(75 2884674.3),(76 2894082.8),(77 2912034.8),(78 2933100.5),(79 2942403.5),
(1 152937.94),(2 530873.75),(3 1007727.2),(4 1468719.6),(5 1848029.8),(6 2134590.8),(7 2339204.5),(8 2491827.3),(9 2610022.5),(10 2723238.8),(11 2803362.8),(12 2837597.8),(13 2828193),(14 2798284.5),(15 2778740),(16 2776560.3),(17 2769011.3),(18 2758657),(19 2739430.5),(20 2710591.8),(21 2674375.8),(22 2630947.8),(23 2597723),(24 2572179.5),(25 2559174.5),(26 2561338.3),(27 2569409.5),(28 2582375),(29 2603490.3),(30 2623829),(31 2644019),(32 2665636.5),(33 2673668.5),(34 2662113.5),(35 2651580.5),(36 2656781.8),(37 2675572.5),(38 2693224.3),(39 2704885),(40 2706829.8),(41 2709362.8),(42 2724355.3),(43 2750076.8),(44 2797438.3),(45 2836441.5),(46 2869496.3),(47 2903442.8),(48 2928155.8),(49 2934569.5),(50 2920154.5),(51 2895577),(52 2867454),(53 2848401),(54 2842304.8),(55 2859001.5),(56 2885515),(57 2913516.8),(58 2940625),(59 2957677),(60 2964054.5),(61 2953089),(62 2932660),(63 2914658.8),(64 2906087.8),(65 2917295.3),(66 2974183),(67 3063886.5),(68 3169743),(69 3246422.8),(70 3281319.8),(71 3283332.3),(72 3253732),(73 3198970),(74 3131017.3),(75 3054572.5),(76 2985060.3),(77 2935467.3),(78 2891395.5),(79 2851733.5),
(1 137366.64),(2 465868.3),(3 858332.4),(4 1218261.6),(5 1499777),(6 1704645),(7 1846842),(8 1943142.3),(9 2009984.4),(10 2082062),(11 2142364.8),(12 2169562.5),(13 2171075.5),(14 2175199.3),(15 2201105.5),(16 2247562.5),(17 2286379.8),(18 2300383),(19 2289482.8),(20 2251160.8),(21 2200055),(22 2155118.5),(23 2129328.3),(24 2114631),(25 2102564.8),(26 2106894.5),(27 2120611.3),(28 2142056.3),(29 2171516.3),(30 2191887.3),(31 2191041.3),(32 2186384.8),(33 2184517.5),(34 2178319),(35 2180285.8),(36 2199924),(37 2220792.3),(38 2225808.3),(39 2230884.3),(40 2228386.8),(41 2230587.3),(42 2243202),(43 2254756),(44 2272253.5),(45 2280918.5),(46 2305041.5),(47 2332273.5),(48 2351046.8),(49 2362811),(50 2369082.3),(51 2371692.3),(52 2374715.3),(53 2380484.8),(54 2379539.3),(55 2388167.3),(56 2397617.3),(57 2411176),(58 2435306.3),(59 2451521.5),(60 2457420.8),(61 2437077.3),(62 2392649),(63 2348210.5),(64 2311045.5),(65 2297929),(66 2330090),(67 2393319.8),(68 2452223.3),(69 2498863),(70 2526357.8),(71 2538602),(72 2537649),(73 2528534.3),(74 2523008.3),(75 2509286.5),(76 2499901.8),(77 2500229.8),(78 2509734.5),(79 2526351.8),
(1 135691.6),(2 455861.25),(3 825969.7),(4 1158048.1),(5 1409079.6),(6 1574894.9),(7 1673303),(8 1730249.4),(9 1772819.4),(10 1823136.6),(11 1867238.6),(12 1896480.4),(13 1908318.9),(14 1924461.6),(15 1951268),(16 1999662),(17 2056820.1),(18 2101521),(19 2125588.8),(20 2126010.8),(21 2114936.8),(22 2096176.6),(23 2076687),(24 2055429.1),(25 2035212.9),(26 2009677.6),(27 1990855),(28 1978851.6),(29 1985267.1),(30 1986074.1),(31 1984470.9),(32 1983013),(33 1987313.6),(34 2001745.9),(35 2024231.6),(36 2059873.6),(37 2083536),(38 2088019),(39 2081274),(40 2087872.4),(41 2107573.3),(42 2135491.3),(43 2162838.5),(44 2180156.8),(45 2179880),(46 2168929.3),(47 2148018),(48 2131814.3),(49 2120655.3),(50 2123596),(51 2136183.8),(52 2156173.3),(53 2183262),(54 2199526.3),(55 2218725.8),(56 2231879.3),(57 2238022.3),(58 2246702.8),(59 2254393.3),(60 2273613.5),(61 2285881.3),(62 2289192.8),(63 2296669.3),(64 2298879.8),(65 2309468),(66 2326606.8),(67 2348259.8),(68 2363942.5),(69 2374212.3),(70 2384837.3),(71 2386976.3),(72 2398834),(73 2417268.3),(74 2446719),(75 2486075),(76 2526801.3),(77 2543696.3),(78 2553404.8),(79 2573041.8),
