1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25573.973),(2 64046.613),(3 84444.41),(4 102012.48),(5 124588.83),(6 147652.75),(7 161689.22),(8 169354.77),(9 178226.83),(10 187386.13),(11 193764.11),(12 196502.25),(13 202171.6),(14 208337.33),(15 212556.97),(16 215518.13),(17 218851.56),(18 223660.31),(19 225606.75),(20 225988.92),(21 229971.34),(22 236498.53),(23 238462.77),(24 236763.56),(25 238499.28),(26 244074.72),(27 246120.86),(28 242982.73),(29 240517.17),(30 242286.1),(31 243093.27),(32 239146.14),(33 235475.28),(34 235923.78),(35 238355.27),(36 237540.48),(37 234810.45),(38 234445.19),(39 236020.95),(40 236333.08),(41 232193.6),(42 228348.52),(43 226910.72),(44 225364.48),(45 222771.27),(46 222644.64),(47 223987.06),(48 225472.39),(49 226597.44),(50 227565.55),(51 229133.8),(52 228734.9),(53 229379.47),(54 231475.34),(55 233572.72),(56 236278.97),(57 239077.36),(58 239339.17),(59 238895.03),(60 240719.64),(61 242574.42),(62 244317.05),(63 246287.39),(64 246495.72),(65 246336.77),(66 247406.42),(67 248922.34),(68 251684.28),(69 255703.16),(70 257830.44),(71 258773.97),(72 261136.61),(73 262063.05),(74 263181.72),(75 264585.03),(76 263586.22),(77 260591.64),(78 258060.19),(79 258597.6),
(1 22235.266),(2 55443.574),(3 73486.95),(4 87601.6),(5 106784.63),(6 127607.02),(7 139543.56),(8 145233.7),(9 152653.72),(10 161924.13),(11 169774.27),(12 174189.44),(13 180233.2),(14 186059.4),(15 187604.97),(16 189524.47),(17 194771.39),(18 201659.17),(19 204623.05),(20 207081.13),(21 211196.6),(22 217052.84),(23 218517.88),(24 215919.16),(25 214734.2),(26 217051.02),(27 217791.05),(28 215694.05),(29 214365.42),(30 218169.73),(31 221309.8),(32 220207.4),(33 218367.88),(34 218815.17),(35 221281),(36 222736.47),(37 223062.39),(38 223986.48),(39 224935.05),(40 225672.77),(41 224491.77),(42 223947.44),(43 222384.6),(44 220976.4),(45 220294.52),(46 221442.16),(47 222863.27),(48 225307.55),(49 228360.56),(50 232712.95),(51 237889.9),(52 241684.2),(53 243730.94),(54 245982.61),(55 245838.28),(56 245617.69),(57 244384.11),(58 242549.13),(59 242219.14),(60 243103.75),(61 243199.05),(62 244697.61),(63 247029.61),(64 247957.83),(65 249070.25),(66 250225.98),(67 251426.28),(68 253331.8),(69 255552.39),(70 257264.31),(71 259981.19),(72 262870.97),(73 264183.97),(74 263819.2),(75 264039.94),(76 262672.7),(77 261811.11),(78 259767.38),(79 259582.83),
(1 24786.781),(2 60772.19),(3 78499.29),(4 92446.484),(5 112326.08),(6 132878.19),(7 143983.27),(8 150648),(9 159789.8),(10 169550.31),(11 177033.98),(12 182140.34),(13 190021.69),(14 195849.69),(15 196827.81),(16 197376.69),(17 201236.03),(18 206452.06),(19 206242.7),(20 205830.48),(21 210831.75),(22 218327.92),(23 220283.05),(24 217302.2),(25 217633.88),(26 223560.64),(27 225099.89),(28 223349.06),(29 222508.69),(30 226734.06),(31 230054.84),(32 229035.11),(33 228069.78),(34 230751.33),(35 233688.98),(36 236414.77),(37 236951.16),(38 238442.22),(39 241700.48),(40 245123.63),(41 245882.92),(42 246433.02),(43 247376.67),(44 247757.14),(45 246612.25),(46 246047.16),(47 246602.55),(48 247356.17),(49 247174.55),(50 249980.03),(51 255262.77),(52 258180.48),(53 259218.31),(54 261004.38),(55 263343.3),(56 267680.97),(57 270005.6),(58 267952.97),(59 265063.44),(60 263550.88),(61 262096.86),(62 262765.38),(63 264489.94),(64 266214.97),(65 268163.3),(66 269532.13),(67 272675.3),(68 277266.8),(69 281026.13),(70 284231.47),(71 287344.8),(72 289963.7),(73 288911.28),(74 285669.1),(75 285765.88),(76 284459.4),(77 281730.34),(78 278139.56),(79 277981.78),
(1 23509.086),(2 58189.78),(3 76125.914),(4 91461.26),(5 110937.4),(6 130947.29),(7 142031.39),(8 147576.98),(9 155708.98),(10 164669.66),(11 170772.16),(12 175050.48),(13 180996.66),(14 185108.83),(15 186937.81),(16 187820.52),(17 191315.31),(18 196232.38),(19 198290.67),(20 199392.61),(21 203063.38),(22 207770.53),(23 209270.25),(24 207263.97),(25 207523.69),(26 212565.77),(27 216712.75),(28 217635.39),(29 215901.23),(30 216814.55),(31 220353.06),(32 220370.92),(33 219985.22),(34 222362.64),(35 226956.34),(36 230761.95),(37 233303.92),(38 234485.56),(39 235267.5),(40 235639.97),(41 236479.63),(42 236829.88),(43 236922.38),(44 236831.83),(45 234961.06),(46 233987.36),(47 233486.84),(48 232669.84),(49 231243.58),(50 231428.81),(51 231939.56),(52 231464.11),(53 231319.42),(54 232201.28),(55 233505.86),(56 235281.1),(57 237142.44),(58 237412.25),(59 237607.69),(60 238608.84),(61 238946.08),(62 241339.05),(63 245012.72),(64 247946.84),(65 248944.42),(66 247712.63),(67 247946.81),(68 248922.55),(69 249836.67),(70 251653.88),(71 253418.53),(72 256024.42),(73 257697.11),(74 259544.56),(75 261689.23),(76 261938.77),(77 260722.77),(78 259893.63),(79 260094.5),
(1 22481.285),(2 55011.676),(3 71847.55),(4 86753.55),(5 105004.46),(6 122873.484),(7 132896.28),(8 139446.89),(9 148279.56),(10 158478.52),(11 167147.47),(12 171667.14),(13 177025.13),(14 181477.38),(15 184547.23),(16 186116.38),(17 189743.03),(18 193055.81),(19 192861.42),(20 190457.69),(21 192084.86),(22 196268.08),(23 195641.11),(24 191465.33),(25 190997.73),(26 195737.63),(27 198748.11),(28 198377.03),(29 197736.08),(30 200612.67),(31 203331.69),(32 203669.44),(33 202478.7),(34 204236.02),(35 207451.2),(36 208740.78),(37 207390.11),(38 206555.44),(39 206430.48),(40 205203.92),(41 204213.58),(42 204448.3),(43 205378.19),(44 205785.67),(45 204828.48),(46 204355.7),(47 203540.2),(48 202564.83),(49 203322.92),(50 205406.56),(51 208487.13),(52 210565.7),(53 212401.9),(54 215055.97),(55 216969.39),(56 218587.9),(57 219327.77),(58 218841.83),(59 217229.11),(60 216085.38),(61 215637.33),(62 218253.11),(63 223183.3),(64 227415.56),(65 229995.33),(66 232562.81),(67 237119.27),(68 242440.92),(69 245749.27),(70 248940.6),(71 251449.81),(72 252783.03),(73 253078.38),(74 251534.88),(75 251950.03),(76 251496.11),(77 250507.19),(78 249703.72),(79 249617.36),
(1 22817.135),(2 55414.465),(3 71010.22),(4 84315.07),(5 103384.66),(6 121753.07),(7 131409.78),(8 136613.1),(9 144545.47),(10 152343.98),(11 157522.67),(12 159819.17),(13 163543.23),(14 166658.14),(15 168696.16),(16 169709.42),(17 172874.47),(18 177667.89),(19 178004.81),(20 176854.97),(21 179154.84),(22 184315.7),(23 184882.47),(24 182090.02),(25 182800.94),(26 189073.11),(27 191751.45),(28 190844.73),(29 190642.92),(30 194260.73),(31 197990.52),(32 197755.9),(33 196252.61),(34 198423.88),(35 202376.5),(36 204063.47),(37 202383.5),(38 202717.34),(39 205076.27),(40 208010.84),(41 208267.81),(42 210046.69),(43 211686.25),(44 213093.28),(45 211870.34),(46 210579.47),(47 209729.14),(48 210009.86),(49 211120.39),(50 213306.4),(51 216870.9),(52 219075.13),(53 219773.2),(54 219810.38),(55 218550.56),(56 218751.7),(57 218322.06),(58 216749.42),(59 214390.11),(60 213032.45),(61 211695.13),(62 212536.34),(63 214154.73),(64 216286.98),(65 217143.44),(66 218578.03),(67 221693.34),(68 225414.67),(69 228206.52),(70 231000.38),(71 233448.42),(72 236152.11),(73 237976.77),(74 238580.47),(75 240520.69),(76 241510.33),(77 241610.28),(78 240937.94),(79 241415.58),
(1 23556.557),(2 55986.043),(3 69951.08),(4 81852.98),(5 100464.65),(6 119304.6),(7 129218.75),(8 134351.9),(9 142577.84),(10 151686.44),(11 157870.89),(12 160647.28),(13 164924.73),(14 167944.22),(15 168743.28),(16 169077.4),(17 172880.63),(18 178387.81),(19 178622.13),(20 177545.81),(21 181863.58),(22 188321.9),(23 190620.7),(24 188325.9),(25 189449.94),(26 195648.02),(27 197714.2),(28 196233.39),(29 195032.89),(30 199335.9),(31 203854.3),(32 203570.72),(33 201495.08),(34 202529.8),(35 205596.94),(36 205789.27),(37 203955.77),(38 203480.31),(39 204519.03),(40 204820.47),(41 203960.2),(42 204193.92),(43 203925.27),(44 203564.02),(45 202157.4),(46 200606.02),(47 199748.02),(48 199157.94),(49 198829.3),(50 199554.48),(51 202600.19),(52 204207.66),(53 205467.53),(54 207090.7),(55 209077.83),(56 212821.58),(57 216007.63),(58 216961.94),(59 217952),(60 218097.58),(61 217786.47),(62 219532.14),(63 221985.17),(64 223085.64),(65 223327.69),(66 224847.02),(67 227020.39),(68 230850.75),(69 235033.69),(70 240212.95),(71 244354.73),(72 247224.38),(73 250437.78),(74 253024.16),(75 255426),(76 256033.8),(77 255555.17),(78 254810.39),(79 255773.31),
(1 22459.74),(2 54347.543),(3 69704.484),(4 81461.38),(5 97499.66),(6 114891.555),(7 123792.89),(8 127436.62),(9 133932.58),(10 142221.88),(11 146351.45),(12 147404.08),(13 150386.03),(14 153746.73),(15 155325.81),(16 156309.39),(17 160049.16),(18 164733.13),(19 165881.75),(20 165871.98),(21 168986.4),(22 173435.88),(23 174361.33),(24 172339.72),(25 173896.02),(26 180266.75),(27 182983.19),(28 183542.48),(29 183706.28),(30 186683.98),(31 188512.05),(32 187770.52),(33 187533.33),(34 189732.11),(35 192470.6),(36 192468.27),(37 190979.84),(38 190441.83),(39 192542.88),(40 194684.63),(41 195024.98),(42 194932.13),(43 195767.83),(44 196184.16),(45 193972.56),(46 192588.19),(47 192572.23),(48 192495.52),(49 192762.45),(50 193033.52),(51 194627.77),(52 195465.75),(53 195463.94),(54 196553.4),(55 198364.56),(56 200452.05),(57 201670.39),(58 203593.39),(59 205781.1),(60 206767.55),(61 207323.22),(62 210688.2),(63 213502.78),(64 216069.42),(65 216573.81),(66 217229.45),(67 218899.27),(68 221552.88),(69 222016.61),(70 221806.86),(71 222547.33),(72 224327.22),(73 224306.08),(74 224294.47),(75 224042.75),(76 223227.03),(77 222262.27),(78 221254.83),(79 222757.5),
(1 20394.654),(2 49352.867),(3 64035.945),(4 76191.95),(5 91469.836),(6 106148.27),(7 113596.97),(8 117463.016),(9 123150.02),(10 128446.48),(11 131769.11),(12 133627.2),(13 137289.63),(14 140461.8),(15 141937.2),(16 142885.92),(17 145906.17),(18 150597.3),(19 152186.1),(20 153312.61),(21 156720.23),(22 160324.77),(23 161212.03),(24 160593.42),(25 162488.89),(26 167386.84),(27 169951.08),(28 170078.4),(29 170545.22),(30 173540.94),(31 176296.06),(32 176421.55),(33 176297.33),(34 176678.56),(35 178083.64),(36 178420.56),(37 176839.66),(38 176869.3),(39 177812.44),(40 179645.34),(41 179439.94),(42 178726.92),(43 177371),(44 176029.47),(45 174161.97),(46 173583.69),(47 173969),(48 174742.4),(49 175987.47),(50 177639.92),(51 179607.2),(52 180467.2),(53 182141.94),(54 184920.1),(55 186697.02),(56 188204.64),(57 189446.08),(58 190369.36),(59 190073.3),(60 188948.58),(61 187175),(62 188201.1),(63 190552.44),(64 193016.22),(65 193627.6),(66 194033.9),(67 195287.8),(68 197309.3),(69 199522.16),(70 201582.06),(71 202819.22),(72 202890.17),(73 202216.23),(74 200990.89),(75 200565.73),(76 199761.75),(77 199692.03),(78 200111.5),(79 201284.36),
(1 18100.55),(2 44064.67),(3 59354.45),(4 71340.81),(5 85530.25),(6 99435.195),(7 108777.086),(8 114410.03),(9 119724.016),(10 124059.8),(11 128095.33),(12 131436.06),(13 134564.39),(14 136143.5),(15 137138.22),(16 139529.64),(17 142827.11),(18 145209.83),(19 145243.17),(20 145338.7),(21 146858.11),(22 149402.61),(23 151278.38),(24 151509.7),(25 153597.05),(26 159996.2),(27 162983.47),(28 162912.03),(29 163032.23),(30 165253.16),(31 167073.2),(32 167913.48),(33 168344.31),(34 169826.7),(35 172182.84),(36 173349.06),(37 173279.5),(38 174586.33),(39 176124.84),(40 176701.5),(41 176606.94),(42 176778.78),(43 177391.19),(44 177062.13),(45 176170.6),(46 175583.11),(47 175939.22),(48 176708.1),(49 178178.47),(50 179627.52),(51 182020.89),(52 184947.77),(53 185811.98),(54 185969.5),(55 185681.36),(56 186126.08),(57 186265.73),(58 185899.08),(59 185794.33),(60 186436.66),(61 188031.64),(62 190104.9),(63 192345.66),(64 194528.38),(65 196420.7),(66 198797.67),(67 202402.02),(68 206276.81),(69 207934.16),(70 209759.75),(71 212168),(72 212465.1),(73 208874.69),(74 205683.97),(75 203975.9),(76 201803.17),(77 199916.95),(78 197436.19),(79 196023.55),
(1 17947.926),(2 43574.793),(3 58099.64),(4 70185.375),(5 83545.45),(6 95680.86),(7 103686.25),(8 109583.26),(9 115374.85),(10 119747.37),(11 123699.48),(12 126949.9),(13 130958.84),(14 133475.77),(15 133839.56),(16 134481.72),(17 136685.02),(18 138724.4),(19 139150.23),(20 139250.2),(21 141197.69),(22 144446.8),(23 145686.48),(24 145393.48),(25 146241.61),(26 148699.11),(27 149599.77),(28 148364.8),(29 147985.16),(30 149069.81),(31 151427.45),(32 151614.42),(33 151238.83),(34 152196.66),(35 154242.2),(36 154550.3),(37 154179.19),(38 154684.02),(39 156026.73),(40 157297.9),(41 158868.84),(42 160584.03),(43 162348.63),(44 162178.27),(45 161842.34),(46 162079.8),(47 162194.2),(48 162328.38),(49 162771.25),(50 163992.97),(51 165133.6),(52 165640.63),(53 166143.22),(54 167556.31),(55 168655.6),(56 169828.77),(57 171963.19),(58 174295.53),(59 176332.13),(60 177483.66),(61 177844.1),(62 178906.28),(63 179562.64),(64 180978.8),(65 182907.72),(66 184676.95),(67 188068.03),(68 190494.39),(69 192403.63),(70 194152.92),(71 195777.16),(72 196446.39),(73 196578.14),(74 196404.77),(75 195918.27),(76 196038.56),(77 196112.2),(78 196001.27),(79 197095.6),
(1 16990.02),(2 40874.258),(3 55420.8),(4 68235.375),(5 82391.14),(6 94471.445),(7 102927.36),(8 108933.17),(9 114892.734),(10 120399.16),(11 124530.72),(12 127497.71),(13 130689.62),(14 132147.27),(15 132045.56),(16 132446.36),(17 134873.02),(18 137975.11),(19 138881.73),(20 139275.16),(21 141257.6),(22 143782.25),(23 143748.17),(24 142128.58),(25 141052),(26 142782.69),(27 142997.06),(28 141867.34),(29 141716.44),(30 143660.23),(31 145774.27),(32 145778.25),(33 144966.81),(34 146222.86),(35 148857.33),(36 150782.56),(37 151609.33),(38 153262.02),(39 154705.16),(40 155875.81),(41 156941.64),(42 158097.31),(43 159164.77),(44 160265.8),(45 161547.89),(46 161862.64),(47 161645.08),(48 161429.39),(49 161346.53),(50 161960.64),(51 162627.69),(52 162742.25),(53 163357.22),(54 164208.39),(55 164721.06),(56 164720),(57 165523.1),(58 166607.42),(59 167211.66),(60 167663.02),(61 167906.81),(62 168618.8),(63 170092.45),(64 171543.06),(65 173094.02),(66 175135.7),(67 178461.08),(68 181418.36),(69 183264.33),(70 184721.95),(71 185861.94),(72 187270.27),(73 187334.77),(74 186866.7),(75 187233.98),(76 187506.08),(77 187593.81),(78 186928.69),(79 186845.83),
(1 16330.045),(2 39275.293),(3 52717.848),(4 63877.33),(5 76733.77),(6 89560.35),(7 98130.47),(8 104344.25),(9 109680.43),(10 115490.13),(11 120721.72),(12 124514.195),(13 128471.7),(14 131115.45),(15 132190.05),(16 132941.06),(17 135107.69),(18 137720.34),(19 137671.81),(20 136206.66),(21 135371.27),(22 136153.39),(23 136560),(24 136027.72),(25 135826.53),(26 137941.7),(27 138008.08),(28 137198.11),(29 136577.16),(30 137174.44),(31 137782.44),(32 137818.38),(33 138389.84),(34 140547.48),(35 143462.98),(36 145998.03),(37 147828.39),(38 148858.89),(39 150314.53),(40 151831.47),(41 152974.98),(42 154488.72),(43 155854.86),(44 155954.63),(45 156167.72),(46 155859.52),(47 155377.75),(48 156332.36),(49 157567.75),(50 159265.9),(51 160988.4),(52 162649.48),(53 163856.33),(54 164011.94),(55 163512.08),(56 162853.2),(57 162230.8),(58 161440.34),(59 160939.36),(60 161355.25),(61 161098.52),(62 160999.42),(63 161723.6),(64 162064.66),(65 162341.44),(66 163138.94),(67 165212.97),(68 167072.53),(69 168178.89),(70 169543.73),(71 170948.25),(72 172396.73),(73 172530.28),(74 173201.77),(75 174651.53),(76 175565.9),(77 176086.19),(78 175275.81),(79 176056.77),
(1 16243.702),(2 39380.742),(3 52191.28),(4 62077.184),(5 73945.234),(6 85574.58),(7 92534.91),(8 96726),(9 100910.7),(10 104662.57),(11 107262.19),(12 108760.98),(13 112181.79),(14 115176.984),(15 116351.28),(16 117684.97),(17 120857.734),(18 123402.445),(19 123821.49),(20 124418.31),(21 126817.46),(22 130884.18),(23 133076.44),(24 133394.33),(25 134444.78),(26 137662.66),(27 138704.16),(28 138299.69),(29 138729.98),(30 140179),(31 141187.94),(32 140618.5),(33 139978.05),(34 141034.53),(35 142502.92),(36 142235.17),(37 141718.38),(38 142460.2),(39 144903.84),(40 147413.1),(41 147725.66),(42 148591.52),(43 150069.86),(44 150949.45),(45 150918),(46 149853.8),(47 149230.47),(48 148854.94),(49 148800.53),(50 149322.38),(51 149993.8),(52 150390.7),(53 151612.66),(54 153918.69),(55 155847.7),(56 157516.64),(57 158864.83),(58 159237.05),(59 160077.38),(60 160538.02),(61 160746.17),(62 161351.9),(63 161633.14),(64 160356.22),(65 158708.9),(66 158319.97),(67 159304.1),(68 160735.38),(69 161437.38),(70 161684.02),(71 162647.13),(72 163724.05),(73 163946.31),(74 164394.16),(75 165525.92),(76 166617.44),(77 166686.67),(78 165411.55),(79 164983.38),
(1 15690.8545),(2 37687.18),(3 49400.434),(4 59187.25),(5 71351.54),(6 83719.78),(7 92031.516),(8 98578.39),(9 103893.35),(10 108948.85),(11 113044.49),(12 116058.72),(13 118398.05),(14 120642.27),(15 121562.31),(16 122370.95),(17 123209.414),(18 124122.48),(19 123218.89),(20 122353.734),(21 123109.23),(22 124995.8),(23 125341.17),(24 125025.67),(25 125996.46),(26 128912.125),(27 130085.914),(28 129476.3),(29 129393.586),(30 131160.97),(31 133059.25),(32 133203.4),(33 132664.95),(34 133138.14),(35 134046.73),(36 134415.89),(37 134312.67),(38 134072.94),(39 135108.84),(40 136484.2),(41 137823.95),(42 140136.9),(43 142272.28),(44 144476.55),(45 146195.38),(46 146824.95),(47 147338.72),(48 146886.73),(49 146070.38),(50 145455.95),(51 145526.78),(52 145887.6),(53 146636.7),(54 147266.67),(55 147706.45),(56 148345.19),(57 149044.52),(58 149347.33),(59 149334.25),(60 149706.73),(61 150161.45),(62 151553.81),(63 152347.28),(64 152504.17),(65 152715.47),(66 152079.06),(67 152495.25),(68 153314.17),(69 154612.05),(70 155858.08),(71 156983.69),(72 157427.47),(73 157896.86),(74 158661),(75 160171.5),(76 161046.44),(77 160593.33),(78 160204.8),(79 161106.03),
(1 15931.742),(2 37815.18),(3 49727.06),(4 58805.766),(5 69912.195),(6 80885.305),(7 87831.586),(8 92107.35),(9 96235.305),(10 100942.125),(11 104369.81),(12 106110.43),(13 108951.734),(14 112299.47),(15 113002.8),(16 113396.6),(17 115915.05),(18 118479.09),(19 119019.66),(20 118706.02),(21 119619.78),(22 121903.04),(23 123127.945),(24 122633.84),(25 123088.07),(26 125592.61),(27 126854.79),(28 126537.54),(29 126468.4),(30 127625.67),(31 128791.32),(32 128560.875),(33 128607.21),(34 130346.64),(35 131960.81),(36 131834.56),(37 131540.36),(38 132005.55),(39 132626.97),(40 132835),(41 132940.14),(42 133842.66),(43 134905.36),(44 135409.66),(45 135194.23),(46 134765.97),(47 134621.75),(48 135731.92),(49 136958.08),(50 137764.33),(51 137643.63),(52 137851.92),(53 139295.27),(54 140807.45),(55 141732.9),(56 142688.83),(57 142829.33),(58 143017.72),(59 143172.36),(60 143599.72),(61 143261.17),(62 143085.97),(63 143509.69),(64 144595.27),(65 144952.08),(66 145906.1),(67 146556.88),(68 145769.44),(69 146071.56),(70 146677.58),(71 148221.53),(72 149728.9),(73 152157.45),(74 153544.25),(75 154075.33),(76 154093.64),(77 153468.53),(78 152437.47),(79 151844.42),
(1 15064.654),(2 35882.715),(3 47422.082),(4 55828.17),(5 64895.824),(6 73984.445),(7 80670.07),(8 85147.81),(9 89374.13),(10 92948.3),(11 96247.59),(12 98651.03),(13 101564.664),(14 104503.39),(15 105730.766),(16 107222.1),(17 110144.05),(18 112855.59),(19 114186.28),(20 114635.836),(21 115644.12),(22 117743.47),(23 118668.97),(24 118207.59),(25 118427.74),(26 120077.414),(27 120125.234),(28 119469.945),(29 119199.086),(30 120471.55),(31 122728.14),(32 123550.55),(33 123989.984),(34 124522.05),(35 124997.36),(36 124801.07),(37 124810.695),(38 125901.305),(39 127204.61),(40 128165.875),(41 128750.44),(42 128678.63),(43 129134.63),(44 128938.195),(45 128675.46),(46 128323.69),(47 128389.36),(48 129391.516),(49 129815.04),(50 130005.26),(51 131320.08),(52 132636.27),(53 134193.69),(54 135550.31),(55 137040.6),(56 138157.77),(57 139493.7),(58 139958.34),(59 139497.95),(60 139171.06),(61 138915.45),(62 139343.17),(63 140503.83),(64 141950.38),(65 142956.7),(66 143923.84),(67 145206.95),(68 146569.66),(69 147359.86),(70 147475.58),(71 147526.84),(72 147608.27),(73 147976.77),(74 148429.02),(75 148195.92),(76 147017.31),(77 145258.39),(78 143700.98),(79 143197.86),
(1 15341.976),(2 35538.715),(3 45442.88),(4 52813.652),(5 62546.79),(6 72656.836),(7 79122.81),(8 82708.164),(9 86143.164),(10 89699.07),(11 92707.97),(12 94384.71),(13 97360.22),(14 100026.98),(15 101599.766),(16 103268.97),(17 105050.05),(18 107272.8),(19 108054.4),(20 108651.95),(21 110074.61),(22 112853.445),(23 114169.71),(24 114195.57),(25 114681.28),(26 116610.64),(27 117396.18),(28 116861.48),(29 116696.37),(30 118134.3),(31 119205.84),(32 119608.5),(33 119364.28),(34 119676.69),(35 120087.34),(36 119763.24),(37 120281.75),(38 121424.07),(39 122111.61),(40 121761.984),(41 120843.914),(42 120816.3),(43 122003.734),(44 122861.914),(45 122634.6),(46 122713.09),(47 123010.78),(48 123050.69),(49 123677.15),(50 124183.4),(51 124572.04),(52 125714.48),(53 127161.19),(54 128668.7),(55 129503.984),(56 130316.67),(57 130908.375),(58 130732.7),(59 130995.65),(60 130943.24),(61 131445.86),(62 132655.8),(63 134876.78),(64 136926.77),(65 138502.72),(66 139599.88),(67 140835.27),(68 141886.61),(69 143077.53),(70 143882.23),(71 144338.39),(72 143901),(73 143451.05),(74 142613.08),(75 142424.94),(76 140702.7),(77 138976.33),(78 138332.2),(79 138880.84),
(1 15380.271),(2 35887.637),(3 46450.22),(4 55163.12),(5 65010.813),(6 75299.29),(7 82919.83),(8 88427.88),(9 93402.88),(10 96829.43),(11 99010.555),(12 100549.72),(13 103613.055),(14 105831.99),(15 107243.48),(16 108060.01),(17 109992.086),(18 111720.375),(19 111050.93),(20 110263.2),(21 110331.83),(22 111831.695),(23 112022.484),(24 110795.79),(25 110677.63),(26 112534.44),(27 113624.22),(28 112603.836),(29 111943.11),(30 113486),(31 115301.52),(32 115192.26),(33 114806.27),(34 115504.22),(35 116103.47),(36 116434.12),(37 116418.14),(38 117370.05),(39 119008.086),(40 120098.52),(41 119638.46),(42 119946.086),(43 120686.445),(44 121061.016),(45 120779.18),(46 120294.234),(47 120126.4),(48 120352.84),(49 120287.016),(50 119843.46),(51 120225.93),(52 121204.11),(53 123192.68),(54 125178.59),(55 127127.8),(56 128950.29),(57 129694.03),(58 130157.2),(59 129245.07),(60 127807.336),(61 125832.71),(62 125709.914),(63 126581.07),(64 127304.26),(65 127609.56),(66 128291.05),(67 129346.83),(68 130246.48),(69 131162.98),(70 132060.33),(71 132969.95),(72 134081.81),(73 134364.84),(74 134378.45),(75 134273.08),(76 133558.13),(77 132938.73),(78 132152.3),(79 131949.89),
