1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13947.489),(2 29795.47),(3 56500.49),(4 85563.414),(5 124971.18),(6 158149.58),(7 195722.95),(8 239057.11),(9 277029.97),(10 303581.72),(11 345245.53),(12 372172.6),(13 416610.66),(14 445290.03),(15 486158.66),(16 512550),(17 560861.44),(18 593365.2),(19 631663.3),(20 665264.8),(21 706173.2),(22 737003.8),(23 792471.25),(24 849409.75),(25 904051.25),(26 950333.3),(27 995733.75),(28 1022706.2),(29 1049843.4),(30 1084715.6),(31 1118897.9),(32 1148039.9),(33 1203965.1),(34 1232447),(35 1279553.3),(36 1311706.9),(37 1364595.1),(38 1376821.4),(39 1437595),(40 1483377.5),(41 1536919),(42 1602295.4),(43 1670807.4),(44 1721063.1),(45 1781094),(46 1824687.1),(47 1886759),(48 1954937.9),(49 2022458.9),(50 2058312.6),(51 2100084.8),(52 2129910.5),(53 2213605.3),(54 2236388.5),(55 2276775),(56 2336384),(57 2370076.8),(58 2459088.8),(59 2500764.3),(60 2571412.3),(61 2600913),(62 2676838),(63 2726018.8),(64 2797063),(65 2830754),(66 2897119.8),(67 3001246),(68 3050907.3),(69 3110470.3),(70 3171600),(71 3231120),(72 3311400),(73 3405833.3),(74 3497304),(75 3621352.8),(76 3749834.8),(77 3893242.3),(78 4345922.5),(79 4541686),
(1 97.65807),(2 114.24355),(3 120.87317),(4 127.35867),(5 129.5519),(6 132.78024),(7 136.30324),(8 137.00296),(9 137.30515),(10 140.25122),(11 140.66632),(12 142.15686),(13 142.59744),(14 144.1094),(15 141.3484),(16 144.52968),(17 145.1444),(18 145.27736),(19 148.4677),(20 148.0306),(21 149.1893),(22 151.11194),(23 150.84927),(24 150.83015),(25 153.30345),(26 152.02751),(27 151.12196),(28 151.35605),(29 151.95276),(30 151.74118),(31 152.6043),(32 151.25606),(33 151.55237),(34 148.39993),(35 149.58156),(36 148.46774),(37 147.96829),(38 147.96045),(39 147.43858),(40 146.75327),(41 147.86653),(42 146.45827),(43 144.43451),(44 144.13599),(45 146.59808),(46 144.95981),(47 145.8257),(48 148.99307),(49 149.4269),(50 149.29463),(51 151.98805),(52 148.77292),(53 151.41875),(54 149.94592),(55 149.9551),(56 150.92351),(57 149.90227),(58 151.8384),(59 150.64708),(60 149.27287),(61 148.77602),(62 150.87724),(63 148.6341),(64 152.73985),(65 150.05222),(66 149.05817),(67 150.64513),(68 150.20067),(69 147.6319),(70 149.38705),(71 147.67812),(72 147.99716),(73 153.4536),(74 152.4333),(75 151.71123),(76 154.3285),(77 153.56247),(78 157.18263),(79 156.85632),
(1 95.74594),(2 113.19967),(3 121.302025),(4 126.043144),(5 127.9003),(6 130.86137),(7 136.32416),(8 135.6479),(9 135.1911),(10 137.96257),(11 136.2642),(12 139.85243),(13 136.91394),(14 140.10965),(15 139.88733),(16 141.3503),(17 140.73761),(18 140.58476),(19 143.26973),(20 145.2969),(21 145.94748),(22 146.40872),(23 146.00307),(24 147.76593),(25 150.38786),(26 149.5973),(27 148.89838),(28 148.95317),(29 147.43121),(30 148.43176),(31 148.94844),(32 146.9583),(33 147.69966),(34 146.86699),(35 148.31517),(36 147.76526),(37 148.27098),(38 146.78232),(39 146.89684),(40 144.31682),(41 144.39824),(42 144.18446),(43 143.6292),(44 141.70221),(45 144.55904),(46 142.3513),(47 142.91003),(48 147.64673),(49 144.64314),(50 145.98271),(51 147.7751),(52 146.49376),(53 149.29578),(54 148.13548),(55 148.68263),(56 150.361),(57 148.75215),(58 149.1508),(59 147.67926),(60 148.69789),(61 147.988),(62 148.68002),(63 146.99605),(64 149.87807),(65 149.09169),(66 149.39938),(67 149.87206),(68 150.10391),(69 150.05792),(70 151.54645),(71 149.22177),(72 148.985),(73 152.50233),(74 151.82315),(75 150.55971),(76 155.49818),(77 153.64523),(78 156.49673),(79 154.96268),
(1 95.50447),(2 112.25625),(3 119.74558),(4 125.22613),(5 127.094246),(6 130.29883),(7 133.6681),(8 133.23395),(9 133.1867),(10 135.72055),(11 134.62067),(12 136.9433),(13 134.82214),(14 137.38287),(15 136.71823),(16 139.47855),(17 140.25027),(18 140.74847),(19 142.51796),(20 142.74529),(21 143.35216),(22 146.33427),(23 143.52074),(24 142.18825),(25 145.05405),(26 144.45116),(27 144.79297),(28 145.95549),(29 143.27832),(30 144.5133),(31 145.62973),(32 144.39214),(33 146.1215),(34 144.47787),(35 145.58826),(36 143.7611),(37 145.36685),(38 143.5668),(39 143.97768),(40 141.32928),(41 140.87346),(42 140.71547),(43 139.41167),(44 138.75443),(45 140.42934),(46 138.63358),(47 140.0104),(48 142.35045),(49 142.25491),(50 142.2908),(51 144.75076),(52 144.92697),(53 146.38858),(54 145.71107),(55 146.47191),(56 148.48772),(57 147.90208),(58 147.79922),(59 146.49455),(60 148.1235),(61 148.10222),(62 150.09763),(63 147.08904),(64 150.87128),(65 148.83057),(66 148.36226),(67 149.06534),(68 147.70847),(69 146.50226),(70 147.03363),(71 145.1577),(72 144.8573),(73 149.03651),(74 148.88174),(75 147.51047),(76 151.73917),(77 149.23555),(78 151.75366),(79 150.04356),
(1 92.04709),(2 107.36335),(3 115.45365),(4 121.75222),(5 123.9096),(6 127.056),(7 130.48967),(8 131.11115),(9 132.46188),(10 134.57858),(11 133.41147),(12 135.68288),(13 133.92923),(14 136.87085),(15 135.45065),(16 139.73967),(17 139.22168),(18 138.61238),(19 141.23686),(20 140.31628),(21 141.91037),(22 145.25989),(23 142.83359),(24 143.86302),(25 146.54237),(26 144.11829),(27 142.5029),(28 144.03595),(29 141.5838),(30 141.83745),(31 142.23714),(32 141.06895),(33 143.0164),(34 140.72067),(35 142.44235),(36 142.106),(37 141.88518),(38 141.76607),(39 143.10246),(40 139.64117),(41 140.26541),(42 139.4338),(43 136.81888),(44 136.22133),(45 137.40364),(46 134.7226),(47 137.6382),(48 140.12741),(49 140.67386),(50 140.36823),(51 141.6313),(52 140.98721),(53 144.42685),(54 143.45992),(55 143.04387),(56 144.78448),(57 144.41635),(58 144.69064),(59 143.54974),(60 144.6786),(61 144.68329),(62 145.1603),(63 144.28288),(64 146.81023),(65 146.16061),(66 146.82645),(67 147.8094),(68 145.48235),(69 145.18187),(70 144.199),(71 143.51877),(72 143.71594),(73 145.13826),(74 145.95027),(75 146.02066),(76 147.18523),(77 146.00842),(78 149.63773),(79 147.94089),
(1 91.12691),(2 104.648285),(3 113.87098),(4 121.587585),(5 123.8912),(6 125.92595),(7 129.76813),(8 129.01675),(9 130.35335),(10 131.52873),(11 131.32939),(12 133.5613),(13 132.25992),(14 132.82777),(15 132.17241),(16 134.75491),(17 134.43488),(18 134.93277),(19 136.87936),(20 135.02019),(21 135.2982),(22 139.55055),(23 137.63652),(24 138.87357),(25 142.85751),(26 139.59798),(27 138.05434),(28 140.89272),(29 138.20143),(30 136.46877),(31 137.91025),(32 138.05798),(33 138.8285),(34 137.74191),(35 138.46655),(36 137.18945),(37 137.87204),(38 137.10342),(39 138.4877),(40 135.6196),(41 135.63062),(42 135.4358),(43 132.83409),(44 133.76923),(45 133.99066),(46 132.98494),(47 134.22154),(48 138.16798),(49 136.75719),(50 137.6864),(51 141.06953),(52 140.52701),(53 141.63994),(54 140.42932),(55 141.4349),(56 144.41583),(57 142.1202),(58 144.51474),(59 143.26358),(60 143.9543),(61 143.7318),(62 144.39825),(63 143.24586),(64 145.76541),(65 144.97316),(66 144.76688),(67 146.79305),(68 144.57562),(69 144.42467),(70 143.85838),(71 141.83987),(72 143.35),(73 145.47931),(74 145.22113),(75 146.58455),(76 148.657),(77 147.82957),(78 150.92372),(79 151.58958),
(1 91.50006),(2 104.89772),(3 113.17613),(4 121.24022),(5 122.56484),(6 124.16527),(7 127.1928),(8 127.38597),(9 127.58194),(10 129.90775),(11 131.35663),(12 133.54689),(13 132.1166),(14 133.54178),(15 132.06),(16 133.43669),(17 131.49615),(18 132.85515),(19 136.3603),(20 135.9402),(21 136.22058),(22 138.78566),(23 137.51949),(24 139.37343),(25 143.97006),(26 141.05922),(27 139.72574),(28 140.12022),(29 138.82451),(30 139.32039),(31 140.22935),(32 139.17606),(33 139.39899),(34 137.56653),(35 140.1431),(36 138.81271),(37 140.90553),(38 138.9306),(39 140.02858),(40 138.35725),(41 137.57205),(42 137.77191),(43 136.12852),(44 135.0331),(45 136.07314),(46 134.64278),(47 134.86343),(48 137.62592),(49 137.83313),(50 139.43515),(51 142.01141),(52 140.2045),(53 139.75696),(54 139.43483),(55 139.87115),(56 142.20944),(57 140.0616),(58 140.48792),(59 138.53653),(60 140.00171),(61 139.1894),(62 140.44543),(63 138.97995),(64 140.71785),(65 139.9945),(66 138.70879),(67 139.82635),(68 138.51044),(69 137.7295),(70 138.45673),(71 138.15527),(72 138.80658),(73 142.7121),(74 142.10287),(75 142.70335),(76 145.18854),(77 144.09378),(78 148.50908),(79 148.40039),
(1 89.82627),(2 104.13869),(3 111.73816),(4 117.734245),(5 119.93458),(6 123.15793),(7 125.96854),(8 125.10719),(9 126.899666),(10 127.912125),(11 127.75257),(12 128.66193),(13 128.01163),(14 129.12572),(15 128.97499),(16 128.94981),(17 129.37383),(18 131.04057),(19 133.54375),(20 132.40536),(21 134.47813),(22 136.47658),(23 135.99847),(24 138.47864),(25 141.08029),(26 139.37068),(27 138.78868),(28 139.25192),(29 137.35303),(30 137.92995),(31 139.61293),(32 137.71817),(33 138.25682),(34 137.39445),(35 139.39847),(36 137.67128),(37 139.42484),(38 137.80844),(39 139.08086),(40 136.30449),(41 136.68767),(42 136.49178),(43 134.71883),(44 134.19812),(45 134.69493),(46 134.38474),(47 134.0839),(48 136.92596),(49 137.14629),(50 138.19926),(51 139.38249),(52 138.03008),(53 140.25435),(54 137.91103),(55 138.37589),(56 140.1295),(57 137.87442),(58 139.50359),(59 137.92174),(60 138.73434),(61 137.67621),(62 138.88539),(63 137.14714),(64 139.33847),(65 139.01271),(66 137.29445),(67 138.84032),(68 137.75266),(69 137.04819),(70 137.34312),(71 136.89851),(72 137.62244),(73 139.41556),(74 138.15771),(75 139.7864),(76 142.88464),(77 139.78172),(78 144.3743),(79 143.81299),
(1 88.09155),(2 102.23466),(3 110.542076),(4 115.1694),(5 116.92556),(6 120.23701),(7 124.441315),(8 124.17978),(9 125.94915),(10 127.35992),(11 127.32803),(12 127.21234),(13 126.65772),(14 127.70345),(15 126.84173),(16 128.49475),(17 129.42741),(18 130.20749),(19 133.0465),(20 131.00864),(21 132.04916),(22 134.085),(23 133.09976),(24 133.9392),(25 135.95068),(26 134.66655),(27 134.33145),(28 134.52686),(29 133.14053),(30 133.74387),(31 133.85965),(32 133.14926),(33 133.18336),(34 132.85431),(35 133.86186),(36 133.76534),(37 135.05693),(38 132.5602),(39 135.4588),(40 132.28935),(41 131.34956),(42 131.43056),(43 129.5247),(44 130.20274),(45 130.42287),(46 129.7405),(47 129.69571),(48 131.84814),(49 132.17119),(50 134.07208),(51 135.96646),(52 134.69675),(53 136.76791),(54 136.54337),(55 137.22395),(56 138.96031),(57 138.05495),(58 140.22212),(59 138.02953),(60 138.50333),(61 137.65869),(62 139.37059),(63 137.69025),(64 139.62062),(65 138.33745),(66 137.17416),(67 138.72975),(68 136.15872),(69 135.73232),(70 135.94678),(71 135.0169),(72 134.45758),(73 137.71465),(74 136.20708),(75 136.29962),(76 140.2894),(77 139.0655),(78 143.7418),(79 142.16792),
(1 85.89409),(2 101.38776),(3 108.74492),(4 115.18956),(5 115.762535),(6 119.496056),(7 124.225525),(8 123.58947),(9 124.87688),(10 126.627106),(11 125.851395),(12 127.653275),(13 125.00378),(14 126.45745),(15 125.677895),(16 128.60976),(17 129.52473),(18 130.37823),(19 132.52278),(20 131.67091),(21 132.71759),(22 133.53662),(23 133.56042),(24 133.58705),(25 135.46802),(26 134.63193),(27 133.96585),(28 134.43501),(29 134.46205),(30 134.26556),(31 135.01556),(32 133.03711),(33 134.50748),(34 133.81412),(35 134.64252),(36 133.44862),(37 134.4596),(38 132.99963),(39 134.26),(40 131.59062),(41 131.22545),(42 130.85397),(43 128.62004),(44 128.67444),(45 128.94958),(46 127.9103),(47 128.15474),(48 130.25792),(49 132.14064),(50 132.26593),(51 133.7222),(52 133.5755),(53 135.87518),(54 134.90628),(55 136.64186),(56 137.08907),(57 136.32916),(58 137.4749),(59 134.8788),(60 135.10306),(61 134.41467),(62 134.5953),(63 134.43446),(64 136.80382),(65 135.66707),(66 134.99532),(67 135.77998),(68 134.45949),(69 132.88264),(70 133.78096),(71 131.67549),(72 132.71619),(73 136.23772),(74 136.36906),(75 136.70908),(76 139.3176),(77 137.36424),(78 140.23769),(79 139.50912),
(1 85.09498),(2 98.05933),(3 106.1504),(4 112.371735),(5 112.43143),(6 115.32601),(7 119.35759),(8 118.54427),(9 119.794426),(10 122.70497),(11 121.27473),(12 122.73028),(13 121.600746),(14 121.97004),(15 121.76126),(16 124.689255),(17 124.00759),(18 125.43607),(19 128.76283),(20 128.11296),(21 129.52658),(22 132.60864),(23 131.17422),(24 132.47412),(25 134.97388),(26 134.18782),(27 134.64964),(28 134.81543),(29 134.32233),(30 133.92087),(31 135.55597),(32 134.43109),(33 136.27205),(34 133.97609),(35 136.30199),(36 134.21704),(37 133.64285),(38 132.2285),(39 133.7492),(40 131.62202),(41 129.97964),(42 129.42548),(43 127.676506),(44 127.52893),(45 128.69969),(46 126.494064),(47 126.85868),(48 129.46703),(49 128.70045),(50 129.64137),(51 131.88211),(52 131.56459),(53 133.55714),(54 133.19891),(55 134.04128),(56 135.26407),(57 135.5174),(58 137.23607),(59 134.67973),(60 135.43845),(61 134.67772),(62 134.57939),(63 133.95154),(64 135.10835),(65 134.64662),(66 134.1042),(67 133.40324),(68 132.54161),(69 130.36557),(70 131.01683),(71 130.61829),(72 129.63326),(73 132.41287),(74 132.0902),(75 132.886),(76 136.1915),(77 135.2122),(78 138.36162),(79 137.40538),
(1 85.13527),(2 98.53796),(3 105.19991),(4 110.84165),(5 112.57286),(6 115.63829),(7 118.586876),(8 118.18721),(9 119.16225),(10 119.62509),(11 119.49228),(12 120.97822),(13 120.25666),(14 121.55102),(15 121.457924),(16 122.86646),(17 123.25378),(18 123.04389),(19 126.696945),(20 125.037575),(21 125.85377),(22 129.23508),(23 127.3501),(24 127.99763),(25 130.35263),(26 128.65059),(27 129.02611),(28 130.05243),(29 129.26956),(30 129.45135),(31 129.9177),(32 128.98116),(33 131.24692),(34 130.29337),(35 130.7796),(36 130.1106),(37 130.95439),(38 128.49086),(39 129.71637),(40 127.35291),(41 124.954735),(42 125.035706),(43 122.743454),(44 123.22527),(45 123.18327),(46 122.09582),(47 122.412476),(48 125.56325),(49 126.149086),(50 126.93455),(51 129.20483),(52 128.13683),(53 129.26291),(54 129.2073),(55 129.76491),(56 130.82808),(57 130.61185),(58 132.06699),(59 129.30582),(60 130.04619),(61 129.62776),(62 129.99379),(63 129.34276),(64 129.80875),(65 129.29868),(66 128.24579),(67 128.21056),(68 127.789345),(69 126.097336),(70 126.660225),(71 125.38687),(72 125.446945),(73 128.5913),(74 128.51408),(75 129.43707),(76 133.2166),(77 131.23337),(78 136.04709),(79 133.71983),
(1 83.04504),(2 96.055984),(3 102.71449),(4 109.70484),(5 110.23757),(6 113.03445),(7 116.814644),(8 117.14853),(9 117.60415),(10 118.89115),(11 118.73104),(12 120.5867),(13 120.09879),(14 120.24643),(15 120.17564),(16 122.01384),(17 122.21818),(18 122.5859),(19 125.45611),(20 125.54663),(21 126.34703),(22 128.62245),(23 127.55265),(24 127.875275),(25 129.90244),(26 129.22304),(27 129.23383),(28 131.00955),(29 130.92506),(30 129.5629),(31 129.86421),(32 127.42518),(33 129.54704),(34 128.97314),(35 128.78552),(36 129.744),(37 129.46344),(38 128.50526),(39 130.5681),(40 127.85845),(41 126.16062),(42 125.027306),(43 123.930435),(44 123.58899),(45 123.98143),(46 122.6139),(47 123.14534),(48 127.16712),(49 126.51907),(50 126.942635),(51 129.71495),(52 127.44046),(53 128.38821),(54 128.61324),(55 129.06857),(56 129.99216),(57 131.49072),(58 131.36766),(59 129.08101),(60 129.45216),(61 129.36176),(62 130.6453),(63 129.58612),(64 130.66048),(65 130.10216),(66 127.69549),(67 127.943436),(68 127.01491),(69 126.18882),(70 127.04651),(71 125.687706),(72 126.73616),(73 128.3878),(74 127.20211),(75 127.95446),(76 129.66203),(77 128.12357),(78 131.50218),(79 130.97198),
(1 81.864716),(2 94.33948),(3 101.330246),(4 108.34033),(5 109.13131),(6 111.56632),(7 115.85706),(8 115.36073),(9 116.59497),(10 116.58699),(11 117.00674),(12 118.59092),(13 118.78895),(14 119.31212),(15 119.06925),(16 120.077614),(17 120.42044),(18 119.7301),(19 122.55635),(20 122.43817),(21 123.806076),(22 125.563736),(23 124.26168),(24 125.47212),(25 126.767265),(26 126.898544),(27 127.13718),(28 128.36945),(29 127.67458),(30 127.3927),(31 127.15452),(32 125.0702),(33 126.11104),(34 125.80795),(35 125.94061),(36 125.93937),(37 125.378),(38 125.481544),(39 126.34602),(40 124.96657),(41 123.46834),(42 122.94997),(43 121.26931),(44 120.753624),(45 122.63173),(46 120.46434),(47 120.64217),(48 122.08707),(49 123.23794),(50 124.575554),(51 127.25972),(52 126.08794),(53 128.1208),(54 127.82697),(55 128.08212),(56 129.80234),(57 128.88936),(58 129.72475),(59 128.66226),(60 130.38057),(61 128.94981),(62 130.16243),(63 128.9798),(64 131.37071),(65 129.4071),(66 129.01372),(67 129.14363),(68 128.32365),(69 128.05191),(70 129.55191),(71 128.17552),(72 128.47289),(73 129.71722),(74 128.98547),(75 129.058),(76 130.86668),(77 129.75325),(78 133.35306),(79 132.29045),
(1 81.76233),(2 94.177414),(3 100.50539),(4 106.90402),(5 108.46503),(6 110.86445),(7 114.73563),(8 113.58841),(9 115.1615),(10 115.896614),(11 115.56722),(12 118.17508),(13 117.5483),(14 118.12336),(15 117.553925),(16 120.5667),(17 120.39639),(18 120.37218),(19 123.009865),(20 122.386),(21 124.38063),(22 126.003624),(23 123.72109),(24 123.65107),(25 125.270454),(26 124.73284),(27 125.23948),(28 124.91965),(29 124.306206),(30 124.84893),(31 125.02036),(32 124.01607),(33 124.94518),(34 123.77367),(35 123.170586),(36 124.323074),(37 124.3957),(38 124.152405),(39 124.48135),(40 123.18652),(41 122.56363),(42 121.95965),(43 119.99105),(44 118.940285),(45 120.5677),(46 118.267746),(47 117.894135),(48 121.035675),(49 119.95675),(50 122.34656),(51 124.51384),(52 123.03713),(53 125.71381),(54 125.2216),(55 126.728905),(56 126.8472),(57 127.52134),(58 127.11324),(59 125.828064),(60 127.49495),(61 125.66907),(62 126.92259),(63 126.29131),(64 128.84662),(65 128.52655),(66 127.338036),(67 127.13802),(68 127.02558),(69 126.04691),(70 127.802444),(71 127.58888),(72 127.15396),(73 128.03319),(74 127.66851),(75 127.665955),(76 129.81046),(77 128.47478),(78 132.04266),(79 129.46872),
(1 80.48865),(2 92.37521),(3 100.6622),(4 105.21951),(5 107.56436),(6 110.77084),(7 113.81401),(8 114.179214),(9 113.47824),(10 115.1703),(11 115.43715),(12 117.34584),(13 116.723595),(14 118.79631),(15 118.62697),(16 120.57271),(17 120.787125),(18 120.46768),(19 122.53758),(20 121.17993),(21 123.22551),(22 124.707016),(23 123.870674),(24 124.51647),(25 126.98738),(26 124.611664),(27 125.334274),(28 125.27147),(29 125.82025),(30 126.0187),(31 127.65981),(32 125.92502),(33 126.94286),(34 125.83438),(35 125.78007),(36 125.02076),(37 126.52545),(38 125.98422),(39 126.03091),(40 124.74824),(41 123.68586),(42 122.27865),(43 120.980034),(44 120.063965),(45 122.46818),(46 118.663445),(47 119.59013),(48 121.705765),(49 121.48699),(50 123.638855),(51 125.89874),(52 124.484),(53 126.0541),(54 124.70029),(55 125.88299),(56 127.16856),(57 125.98433),(58 127.27285),(59 126.60264),(60 126.90302),(61 127.346306),(62 127.31175),(63 126.40139),(64 127.68076),(65 128.03038),(66 127.74207),(67 127.693375),(68 126.77741),(69 126.35783),(70 126.745674),(71 125.11732),(72 124.01314),(73 125.16227),(74 124.24742),(75 123.92124),(76 126.31425),(77 125.80691),(78 129.79813),(79 127.96871),
(1 80.66532),(2 93.81507),(3 100.52974),(4 106.02368),(5 106.78057),(6 109.63691),(7 114.50766),(8 114.250534),(9 114.52856),(10 116.438934),(11 115.99058),(12 117.6617),(13 116.89196),(14 117.62144),(15 118.23172),(16 119.85391),(17 120.13088),(18 119.99872),(19 122.744774),(20 122.23128),(21 123.65547),(22 123.917465),(23 124.102585),(24 124.072395),(25 126.387985),(26 125.46882),(27 124.53751),(28 124.22621),(29 123.550995),(30 124.3509),(31 124.95193),(32 122.96435),(33 125.068016),(34 124.49767),(35 124.808846),(36 123.775246),(37 124.61747),(38 123.77969),(39 125.31538),(40 123.20012),(41 122.64507),(42 121.79683),(43 120.71629),(44 119.81664),(45 121.947464),(46 119.50999),(47 120.520134),(48 123.3279),(49 122.09767),(50 123.72499),(51 125.71368),(52 124.68381),(53 127.07481),(54 126.30386),(55 126.1757),(56 127.195885),(57 125.931816),(58 126.36218),(59 125.167046),(60 126.14826),(61 125.40273),(62 126.51919),(63 124.97096),(64 127.52807),(65 126.27664),(66 125.96908),(67 126.847984),(68 125.01092),(69 125.40928),(70 126.46918),(71 124.82062),(72 123.95522),(73 124.88201),(74 124.37805),(75 124.73223),(76 126.5006),(77 126.99338),(78 130.25935),(79 130.15492),
(1 77.81868),(2 89.52613),(3 95.5571),(4 101.890656),(5 103.31143),(6 105.70286),(7 109.01061),(8 109.00784),(9 110.00212),(10 111.95609),(11 112.09338),(12 113.504845),(13 112.8228),(14 113.34452),(15 113.06917),(16 114.560875),(17 114.05591),(18 114.5377),(19 117.09305),(20 117.7618),(21 118.27566),(22 119.114746),(23 118.51424),(24 118.43724),(25 122.03466),(26 121.207596),(27 120.780205),(28 119.81158),(29 120.0605),(30 121.13709),(31 121.25117),(32 119.01107),(33 120.10383),(34 119.508415),(35 120.79887),(36 121.04042),(37 121.13479),(38 121.0719),(39 122.912506),(40 120.1871),(41 119.58375),(42 120.07555),(43 118.06378),(44 118.113846),(45 118.69083),(46 118.107574),(47 118.98791),(48 120.69879),(49 120.29861),(50 122.5725),(51 124.95021),(52 122.97605),(53 125.39659),(54 124.19215),(55 123.55861),(56 124.858955),(57 124.08339),(58 124.42966),(59 123.79493),(60 123.9311),(61 123.422585),(62 122.91725),(63 123.4292),(64 124.803444),(65 124.20835),(66 123.06457),(67 123.43207),(68 122.228264),(69 121.70534),(70 121.70093),(71 120.792496),(72 120.60129),(73 121.535385),(74 120.42243),(75 120.81211),(76 123.79933),(77 123.08057),(78 126.54833),(79 124.95809),
