1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 57473.074),(2 206642.7),(3 422873.22),(4 667298.2),(5 902020.2),(6 1088178.3),(7 1221194.6),(8 1294497.8),(9 1345718.8),(10 1391630.4),(11 1451861.5),(12 1541745.1),(13 1676268.1),(14 1839846),(15 2016658),(16 2204318.3),(17 2360169),(18 2497985.5),(19 2584969.3),(20 2637567),(21 2669589.3),(22 2690547.3),(23 2726242),(24 2821354.8),(25 2948735.3),(26 3129298),(27 3391830),(28 3690906),(29 4029405.8),(30 4384986),(31 4722005.5),(32 5039144.5),(33 5274604.5),(34 5457317),(35 5601530.5),(36 5806132),(37 6006117.5),(38 6212861.5),(39 6448798),(40 6700975.5),(41 6919514.5),(42 7119082.5),(43 7237200.5),(44 7302214.5),(45 7300587.5),(46 7269360.5),(47 7212292),(48 7192128.5),(49 7203390.5),(50 7299288),(51 7399690.5),(52 7514574.5),(53 7661976),(54 7781574),(55 7932717.5),(56 8104984),(57 8228163.5),(58 8329098.5),(59 8372531.5),(60 8381815.5),(61 8431094),(62 8492199),(63 8623167),(64 8816149),(65 9039448),(66 9311745),(67 9609343),(68 9938908),(69 10276278),(70 10593262),(71 10892597),(72 11192744),(73 11478723),(74 11798309),(75 12167941),(76 12580496),(77 12966013),(78 13399500),(79 13875051),
(1 109.89271),(2 141.59906),(3 158.9804),(4 169.87589),(5 176.53137),(6 181.3859),(7 185.81236),(8 188.94879),(9 191.83049),(10 194.75377),(11 196.06194),(12 197.03186),(13 197.15196),(14 200.22345),(15 200.54855),(16 199.96071),(17 200.5078),(18 201.89136),(19 205.34804),(20 206.9185),(21 206.72545),(22 207.88593),(23 207.39682),(24 208.78482),(25 209.25952),(26 210.90637),(27 210.52074),(28 211.41902),(29 210.95177),(30 209.66939),(31 209.6749),(32 210.49063),(33 210.7937),(34 212.03928),(35 211.43867),(36 212.58368),(37 212.94907),(38 211.90935),(39 212.77455),(40 214.19705),(41 214.9623),(42 214.10323),(43 215.72466),(44 216.06532),(45 215.41496),(46 214.76889),(47 214.39104),(48 215.77373),(49 215.50386),(50 216.30154),(51 216.6771),(52 215.49127),(53 213.68835),(54 212.10515),(55 211.28401),(56 213.27084),(57 212.33339),(58 211.46523),(59 214.66339),(60 214.54094),(61 212.92444),(62 211.83514),(63 210.91939),(64 210.6129),(65 211.72522),(66 211.86664),(67 212.83945),(68 212.9872),(69 212.9389),(70 213.55753),(71 213.73352),(72 211.68027),(73 213.652),(74 215.25871),(75 216.60054),(76 215.23415),(77 215.60628),(78 214.90987),(79 215.0417),
(1 108.811104),(2 140.41472),(3 157.41023),(4 167.40826),(5 174.26306),(6 179.14122),(7 182.62743),(8 186.98515),(9 188.3316),(10 190.32213),(11 191.50975),(12 193.92563),(13 197.17506),(14 199.60184),(15 201.3338),(16 204.4647),(17 206.6495),(18 206.80891),(19 208.99896),(20 208.93974),(21 210.28487),(22 210.72614),(23 210.03676),(24 209.0791),(25 213.20363),(26 214.4381),(27 213.85674),(28 215.4938),(29 215.40582),(30 214.46088),(31 213.52036),(32 215.02013),(33 214.04692),(34 210.26395),(35 210.43105),(36 213.28215),(37 212.23915),(38 213.7038),(39 212.77576),(40 212.89215),(41 214.59125),(42 214.32535),(43 215.98396),(44 215.91212),(45 212.92093),(46 212.65741),(47 214.90636),(48 215.07661),(49 215.38196),(50 215.70558),(51 215.03284),(52 215.83978),(53 215.02562),(54 214.05133),(55 213.1301),(56 213.76653),(57 211.86897),(58 212.90285),(59 213.16492),(60 214.03194),(61 212.10301),(62 213.63647),(63 214.05643),(64 214.3984),(65 214.76985),(66 214.82434),(67 214.00499),(68 214.92831),(69 214.21313),(70 215.87262),(71 215.01361),(72 214.33008),(73 216.12851),(74 215.72873),(75 214.84166),(76 216.82074),(77 217.74594),(78 219.38734),(79 216.55902),
(1 106.73213),(2 136.9225),(3 153.09396),(4 164.77551),(5 170.73398),(6 174.35696),(7 177.46867),(8 182.11198),(9 185.44681),(10 186.51399),(11 187.51141),(12 190.63306),(13 193.95952),(14 195.81467),(15 196.95634),(16 198.08722),(17 199.20253),(18 200.28168),(19 201.82582),(20 202.20294),(21 203.40681),(22 203.98767),(23 204.61699),(24 204.61264),(25 207.15091),(26 208.33214),(27 208.07785),(28 208.92073),(29 205.99811),(30 207.42029),(31 207.54283),(32 206.44429),(33 206.91992),(34 205.96558),(35 206.35779),(36 206.71414),(37 207.74289),(38 211.22374),(39 210.61746),(40 211.76447),(41 212.86858),(42 212.74718),(43 215.50052),(44 213.07823),(45 212.45714),(46 211.33784),(47 211.10645),(48 210.25957),(49 210.78423),(50 210.22552),(51 209.86945),(52 208.1179),(53 207.21243),(54 206.63788),(55 206.8583),(56 209.40176),(57 207.98686),(58 208.14511),(59 207.28246),(60 208.97704),(61 210.7837),(62 210.02773),(63 209.92854),(64 212.44936),(65 211.8639),(66 212.85808),(67 211.41379),(68 213.87044),(69 215.29578),(70 215.17085),(71 214.94032),(72 215.54271),(73 217.09398),(74 216.87901),(75 215.42203),(76 213.1877),(77 214.58252),(78 214.74908),(79 216.40776),
(1 106.85414),(2 138.65352),(3 156.6562),(4 166.30942),(5 172.40726),(6 177.93304),(7 182.45787),(8 187.2776),(9 189.30806),(10 194.28864),(11 194.99384),(12 197.32571),(13 198.99655),(14 202.40353),(15 202.82294),(16 202.53934),(17 203.51018),(18 205.68842),(19 205.28412),(20 204.95197),(21 207.02742),(22 209.06946),(23 209.43776),(24 206.3374),(25 208.37779),(26 210.77803),(27 212.45801),(28 212.88432),(29 211.64111),(30 212.75089),(31 209.40306),(32 209.66597),(33 210.29723),(34 208.6046),(35 207.57123),(36 208.15881),(37 211.03145),(38 212.05917),(39 211.4732),(40 212.09883),(41 212.63136),(42 213.8355),(43 214.03824),(44 212.1572),(45 212.50145),(46 212.21797),(47 213.0972),(48 213.34898),(49 212.70892),(50 213.75578),(51 211.20735),(52 210.64319),(53 212.13766),(54 214.24931),(55 213.07603),(56 214.3806),(57 214.6494),(58 212.77364),(59 214.24255),(60 212.77095),(61 210.76299),(62 210.38477),(63 209.83789),(64 209.39998),(65 212.24292),(66 211.87285),(67 215.22696),(68 214.83339),(69 214.09752),(70 213.36086),(71 213.25864),(72 212.1241),(73 213.96382),(74 213.61653),(75 213.50792),(76 211.93144),(77 213.05434),(78 213.17755),(79 213.81485),
(1 102.96594),(2 133.90976),(3 149.19926),(4 159.1692),(5 165.47534),(6 169.51756),(7 171.50478),(8 176.40735),(9 179.70905),(10 183.17749),(11 185.17522),(12 187.06683),(13 189.31052),(14 194.18106),(15 192.44055),(16 192.8932),(17 192.48282),(18 191.9888),(19 192.85109),(20 193.6504),(21 193.13406),(22 194.22464),(23 194.00755),(24 196.1448),(25 196.05618),(26 199.0221),(27 200.86551),(28 201.20462),(29 201.02757),(30 201.35098),(31 200.76555),(32 201.94951),(33 201.6805),(34 201.82161),(35 199.6129),(36 200.7402),(37 199.61664),(38 202.87572),(39 203.05937),(40 203.46565),(41 203.75337),(42 203.8628),(43 205.06241),(44 204.84413),(45 202.66492),(46 202.7149),(47 201.26096),(48 199.98663),(49 198.76451),(50 200.86809),(51 201.16739),(52 199.3959),(53 201.57011),(54 203.35553),(55 202.1242),(56 202.75218),(57 202.50858),(58 202.67819),(59 202.48428),(60 202.03459),(61 201.23177),(62 201.54942),(63 202.77528),(64 202.02188),(65 202.34404),(66 204.67162),(67 204.43619),(68 206.40044),(69 205.45668),(70 204.26077),(71 204.25635),(72 204.00095),(73 202.81871),(74 203.04486),(75 203.00261),(76 199.83008),(77 200.92674),(78 201.56071),(79 202.57796),
(1 105.51283),(2 136.1024),(3 151.92125),(4 159.23279),(5 166.83),(6 171.1913),(7 174.1787),(8 178.03658),(9 180.12192),(10 185.07141),(11 187.05878),(12 188.2466),(13 190.036),(14 192.78139),(15 193.49959),(16 193.47455),(17 195.0908),(18 196.15561),(19 197.99373),(20 199.71234),(21 199.08835),(22 198.95537),(23 199.17242),(24 197.57909),(25 198.60298),(26 200.65237),(27 201.22633),(28 200.6627),(29 200.9682),(30 200.8749),(31 200.6345),(32 201.20885),(33 202.02386),(34 202.6725),(35 201.41965),(36 203.90819),(37 202.3179),(38 203.07848),(39 202.82108),(40 204.08376),(41 204.76279),(42 202.89156),(43 204.9985),(44 206.16257),(45 206.03603),(46 204.72786),(47 205.08086),(48 204.78842),(49 205.469),(50 205.68983),(51 206.60103),(52 204.86366),(53 205.75436),(54 206.9486),(55 204.31761),(56 204.5348),(57 203.93721),(58 202.89615),(59 201.75914),(60 204.18056),(61 204.54861),(62 204.30125),(63 204.1812),(64 203.8093),(65 204.40384),(66 205.22693),(67 206.88196),(68 206.7783),(69 206.4723),(70 206.52328),(71 205.91248),(72 206.14099),(73 203.94844),(74 206.34856),(75 206.26666),(76 203.49901),(77 205.59303),(78 204.00096),(79 204.19986),
(1 104.97826),(2 135.50076),(3 149.93318),(4 159.07266),(5 164.91295),(6 170.61525),(7 173.04974),(8 177.85344),(9 180.85529),(10 183.7045),(11 185.26166),(12 186.7715),(13 188.33133),(14 191.03575),(15 191.14091),(16 191.90343),(17 192.79613),(18 194.29749),(19 195.02782),(20 196.3255),(21 195.96803),(22 195.95923),(23 195.46689),(24 196.8403),(25 196.6028),(26 197.99905),(27 198.80557),(28 198.51035),(29 200.44167),(30 198.90472),(31 198.44594),(32 199.05319),(33 202.58656),(34 204.6125),(35 203.48344),(36 203.6495),(37 204.55644),(38 205.61084),(39 205.17715),(40 206.28172),(41 206.21452),(42 206.07402),(43 207.63425),(44 207.24776),(45 206.98135),(46 205.74678),(47 204.29181),(48 203.716),(49 202.95706),(50 203.05058),(51 202.74629),(52 202.67046),(53 201.59622),(54 202.71396),(55 202.30574),(56 203.08755),(57 203.62854),(58 202.96219),(59 202.53758),(60 201.82283),(61 203.37189),(62 202.98079),(63 203.66443),(64 204.94785),(65 204.90207),(66 205.31276),(67 206.7656),(68 209.13977),(69 209.58914),(70 207.63727),(71 207.31729),(72 208.77219),(73 207.85094),(74 208.64209),(75 208.61429),(76 205.93326),(77 206.51457),(78 206.76666),(79 206.27959),
(1 102.49492),(2 131.78537),(3 147.57933),(4 157.76402),(5 164.44371),(6 169.0186),(7 173.21045),(8 175.51321),(9 178.97293),(10 181.26648),(11 182.24367),(12 183.53018),(13 184.15504),(14 187.4924),(15 189.36389),(16 190.69125),(17 191.17593),(18 191.20546),(19 194.80974),(20 192.83505),(21 193.1833),(22 193.78297),(23 193.05344),(24 195.19023),(25 197.5959),(26 199.44377),(27 200.2119),(28 199.68591),(29 199.82071),(30 197.69435),(31 200.4399),(32 199.93605),(33 201.32646),(34 201.12186),(35 200.18787),(36 201.0401),(37 199.82379),(38 201.44116),(39 200.61581),(40 199.72232),(41 200.38557),(42 201.75403),(43 201.69759),(44 202.94849),(45 204.14964),(46 204.01888),(47 203.9592),(48 204.40073),(49 203.59592),(50 203.80295),(51 204.01724),(52 203.4196),(53 203.13484),(54 203.10092),(55 202.54337),(56 201.88087),(57 201.79941),(58 204.28793),(59 203.17628),(60 205.39528),(61 205.63826),(62 206.4313),(63 205.98898),(64 205.44685),(65 206.40486),(66 205.72806),(67 207.99123),(68 208.25017),(69 209.40408),(70 209.03627),(71 207.86406),(72 207.22798),(73 209.90446),(74 209.29611),(75 207.73592),(76 206.76436),(77 207.0137),(78 208.66524),(79 209.16743),
(1 102.00921),(2 131.30136),(3 147.4559),(4 157.1794),(5 163.64069),(6 167.54897),(7 171.04518),(8 174.48988),(9 177.08382),(10 178.82079),(11 180.2175),(12 182.58794),(13 186.12352),(14 187.82515),(15 189.26651),(16 190.41621),(17 191.16788),(18 192.88768),(19 193.2692),(20 193.49243),(21 193.60553),(22 193.98654),(23 193.93616),(24 193.66354),(25 194.95886),(26 197.74962),(27 195.99461),(28 196.86534),(29 197.82474),(30 197.84468),(31 197.4736),(32 198.10948),(33 198.28877),(34 199.41064),(35 199.73491),(36 198.8654),(37 198.2094),(38 197.89337),(39 198.8847),(40 198.80013),(41 201.19139),(42 200.85913),(43 202.23874),(44 201.20868),(45 202.04796),(46 200.42496),(47 200.04639),(48 200.47188),(49 199.62715),(50 198.93768),(51 197.63954),(52 198.15253),(53 197.29013),(54 197.87778),(55 198.85646),(56 199.35982),(57 200.64435),(58 200.05812),(59 200.87189),(60 200.57404),(61 199.46019),(62 199.17773),(63 198.17198),(64 197.35838),(65 197.33147),(66 199.89175),(67 200.1749),(68 202.26033),(69 202.80127),(70 206.11813),(71 204.63138),(72 202.30174),(73 204.68376),(74 203.31288),(75 204.60327),(76 204.48352),(77 203.62437),(78 205.49495),(79 205.04855),
(1 98.54331),(2 128.67896),(3 142.30577),(4 152.20462),(5 158.16101),(6 161.15274),(7 165.4238),(8 169.03535),(9 169.81602),(10 172.69452),(11 174.51526),(12 177.73907),(13 179.53302),(14 183.18689),(15 184.1399),(16 185.09778),(17 186.0529),(18 187.62996),(19 188.71939),(20 189.22606),(21 189.59258),(22 190.38654),(23 188.58109),(24 188.70267),(25 189.95773),(26 192.50873),(27 190.76733),(28 190.74513),(29 190.56781),(30 190.86095),(31 190.68158),(32 189.73099),(33 191.76102),(34 192.16045),(35 192.36845),(36 192.02214),(37 193.15329),(38 194.21675),(39 194.08543),(40 194.33261),(41 193.53004),(42 192.29291),(43 193.44904),(44 192.06892),(45 192.98462),(46 193.4688),(47 195.22034),(48 195.32886),(49 193.55655),(50 194.32005),(51 193.99123),(52 191.91257),(53 193.59137),(54 194.82323),(55 194.75096),(56 196.82904),(57 195.46613),(58 194.93036),(59 194.7916),(60 197.32251),(61 195.79576),(62 197.00073),(63 197.14455),(64 196.55948),(65 196.4559),(66 198.40915),(67 199.31741),(68 200.02553),(69 198.91003),(70 201.27705),(71 201.42528),(72 199.15613),(73 199.10541),(74 200.42337),(75 199.24658),(76 198.82532),(77 199.77669),(78 198.62335),(79 198.81741),
(1 99.521385),(2 129.59554),(3 143.98218),(4 152.90727),(5 159.21626),(6 163.93475),(7 165.90887),(8 167.37247),(9 171.54459),(10 172.77945),(11 175.1346),(12 176.71257),(13 179.1291),(14 184.37956),(15 183.69154),(16 183.69661),(17 186.06146),(18 188.34036),(19 190.21523),(20 191.82104),(21 192.54684),(22 192.01433),(23 190.39183),(24 191.26477),(25 193.48349),(26 194.54715),(27 192.38118),(28 191.96367),(29 193.04538),(30 194.82555),(31 193.87283),(32 195.77867),(33 197.23894),(34 197.15283),(35 195.35443),(36 195.81975),(37 195.58368),(38 197.07303),(39 196.29004),(40 196.29639),(41 196.86124),(42 196.62407),(43 196.93314),(44 195.34637),(45 197.09558),(46 197.666),(47 196.87306),(48 195.81685),(49 195.16792),(50 197.3302),(51 196.84471),(52 196.38898),(53 196.40523),(54 196.74538),(55 196.88321),(56 196.63283),(57 196.55367),(58 197.8437),(59 195.51665),(60 196.89055),(61 195.49701),(62 194.52199),(63 193.17126),(64 192.78146),(65 194.62628),(66 195.47897),(67 195.39273),(68 196.70673),(69 197.72069),(70 198.12326),(71 199.2092),(72 195.92473),(73 198.66064),(74 199.24341),(75 199.00127),(76 196.13173),(77 196.28798),(78 197.00363),(79 197.83379),
(1 98.69283),(2 128.57027),(3 142.56792),(4 151.45233),(5 158.96434),(6 164.2078),(7 166.49431),(8 169.67184),(9 173.19704),(10 175.75862),(11 177.48529),(12 179.76328),(13 180.4347),(14 182.4639),(15 183.2179),(16 185.67967),(17 186.43903),(18 187.2909),(19 187.71446),(20 188.55827),(21 189.01474),(22 189.34311),(23 189.22144),(24 189.92014),(25 190.96396),(26 192.51395),(27 191.1937),(28 190.86658),(29 192.00816),(30 193.5016),(31 193.09825),(32 196.60617),(33 195.3162),(34 196.65994),(35 196.5077),(36 197.44983),(37 199.33762),(38 197.7601),(39 197.8576),(40 197.46332),(41 197.79321),(42 197.48618),(43 199.89066),(44 200.42728),(45 198.86412),(46 197.92749),(47 197.69574),(48 197.88089),(49 197.8838),(50 197.20412),(51 196.39459),(52 197.76),(53 199.0355),(54 197.73404),(55 197.73625),(56 198.0544),(57 196.56915),(58 197.75613),(59 197.64777),(60 196.93129),(61 198.65236),(62 197.99103),(63 199.28401),(64 199.94545),(65 200.94377),(66 200.03175),(67 200.62262),(68 202.32117),(69 202.0488),(70 201.588),(71 201.78505),(72 200.95248),(73 202.21956),(74 203.08188),(75 201.7004),(76 200.75468),(77 200.05446),(78 201.41751),(79 199.95322),
(1 96.7174),(2 124.95703),(3 137.71867),(4 146.24841),(5 153.59294),(6 157.2003),(7 160.28677),(8 163.93036),(9 166.93944),(10 168.85945),(11 169.75635),(12 171.08597),(13 172.56372),(14 176.13972),(15 177.24574),(16 180.8944),(17 180.60756),(18 181.2172),(19 183.6455),(20 182.65562),(21 185.25659),(22 187.08424),(23 186.81453),(24 187.82849),(25 188.47594),(26 189.23538),(27 188.76709),(28 190.72618),(29 192.63339),(30 190.63892),(31 189.04558),(32 190.4647),(33 190.98476),(34 190.69283),(35 191.18599),(36 191.40295),(37 189.92732),(38 191.36263),(39 191.5502),(40 192.65628),(41 192.50652),(42 193.3846),(43 194.96068),(44 194.28737),(45 192.96278),(46 191.96686),(47 190.0919),(48 191.1241),(49 190.87708),(50 190.18593),(51 190.40779),(52 188.01094),(53 189.5984),(54 189.51993),(55 189.23793),(56 187.9334),(57 187.58006),(58 188.11151),(59 186.53716),(60 186.50404),(61 187.09769),(62 187.55885),(63 188.94206),(64 188.70865),(65 187.83562),(66 188.527),(67 189.91228),(68 189.57507),(69 189.878),(70 190.81685),(71 190.37978),(72 194.0158),(73 193.22542),(74 192.14088),(75 190.55504),(76 188.45004),(77 188.31653),(78 187.74794),(79 187.58327),
(1 96.99419),(2 124.72564),(3 139.613),(4 148.38214),(5 155.46985),(6 160.29475),(7 163.28159),(8 166.56477),(9 168.91121),(10 170.8251),(11 173.60799),(12 175.80026),(13 178.02463),(14 180.66016),(15 180.63142),(16 184.04095),(17 184.04141),(18 185.94133),(19 186.01755),(20 185.57558),(21 187.85764),(22 188.38998),(23 188.33784),(24 188.7872),(25 190.44185),(26 192.45226),(27 190.10812),(28 192.15045),(29 192.37335),(30 192.29663),(31 193.57013),(32 193.03137),(33 193.62946),(34 193.95128),(35 193.12872),(36 193.34244),(37 191.56963),(38 193.4424),(39 192.60873),(40 192.58566),(41 192.17764),(42 193.33296),(43 194.55449),(44 194.39937),(45 195.26747),(46 194.576),(47 193.95639),(48 192.28143),(49 190.70393),(50 191.50606),(51 192.16129),(52 189.97382),(53 191.00227),(54 190.42708),(55 191.2759),(56 190.84918),(57 191.04166),(58 191.81834),(59 190.53708),(60 191.05203),(61 191.72299),(62 189.15831),(63 191.37776),(64 193.07948),(65 191.38618),(66 190.27463),(67 191.45918),(68 191.27742),(69 193.05872),(70 195.1544),(71 193.6501),(72 194.3528),(73 194.01718),(74 192.1699),(75 192.00185),(76 192.7736),(77 194.57303),(78 194.60286),(79 195.73941),
(1 96.57077),(2 124.801384),(3 139.47787),(4 148.27634),(5 154.68991),(6 157.94334),(7 161.42723),(8 167.32965),(9 168.97449),(10 171.7908),(11 174.33871),(12 175.87875),(13 177.09444),(14 179.7752),(15 180.64847),(16 182.29724),(17 184.18036),(18 184.95331),(19 184.23418),(20 184.44928),(21 185.8691),(22 185.89714),(23 184.79253),(24 184.65953),(25 186.68564),(26 188.07484),(27 190.10254),(28 190.62802),(29 190.84836),(30 190.0715),(31 191.2459),(32 189.97386),(33 189.4182),(34 189.12917),(35 189.15964),(36 188.66971),(37 189.68906),(38 193.0904),(39 192.71352),(40 192.64508),(41 192.5219),(42 193.25682),(43 192.80182),(44 192.28003),(45 192.87393),(46 191.63905),(47 191.30194),(48 191.05075),(49 189.94281),(50 190.22136),(51 191.6355),(52 191.7908),(53 193.21712),(54 191.56781),(55 191.21246),(56 190.30931),(57 191.15791),(58 190.51077),(59 189.9189),(60 190.2865),(61 189.57463),(62 189.24994),(63 189.32162),(64 189.29759),(65 189.03177),(66 189.7157),(67 188.9321),(68 190.69763),(69 191.6804),(70 191.57657),(71 191.8589),(72 191.5427),(73 191.41919),(74 191.79178),(75 191.0713),(76 192.19797),(77 193.42656),(78 192.08292),(79 193.3099),
(1 96.03122),(2 123.36192),(3 138.51839),(4 148.03506),(5 153.20355),(6 155.46884),(7 161.02472),(8 165.32742),(9 168.05344),(10 170.33795),(11 170.97159),(12 171.01582),(13 173.33884),(14 177.31204),(15 179.23178),(16 181.44327),(17 182.45992),(18 184.26779),(19 183.84242),(20 184.6914),(21 184.465),(22 184.77518),(23 183.2671),(24 183.53006),(25 185.39116),(26 187.13058),(27 187.80782),(28 189.94731),(29 189.25787),(30 188.98001),(31 188.03288),(32 187.47873),(33 187.18674),(34 189.26462),(35 188.59073),(36 187.18973),(37 186.7287),(38 190.32446),(39 189.91655),(40 189.72188),(41 188.92409),(42 188.93587),(43 188.47018),(44 188.53334),(45 187.89395),(46 189.02365),(47 188.76346),(48 186.3589),(49 186.11182),(50 187.55554),(51 188.76114),(52 188.32932),(53 189.0188),(54 188.9956),(55 187.40372),(56 187.79166),(57 188.3104),(58 188.22101),(59 187.03775),(60 189.20541),(61 189.73378),(62 190.55045),(63 190.72641),(64 189.73938),(65 189.19516),(66 190.23032),(67 190.33301),(68 189.62564),(69 189.92068),(70 192.03107),(71 190.34142),(72 190.672),(73 192.2001),(74 192.2713),(75 191.48827),(76 192.08632),(77 190.97412),(78 190.74216),(79 190.9751),
(1 92.690605),(2 118.96338),(3 132.75185),(4 141.53307),(5 147.67361),(6 151.81668),(7 155.14273),(8 157.24803),(9 160.06026),(10 163.51822),(11 165.08266),(12 166.51376),(13 168.98657),(14 170.9835),(15 172.54694),(16 175.12584),(17 175.2301),(18 175.44728),(19 177.51169),(20 179.0059),(21 179.77678),(22 179.36256),(23 180.5563),(24 180.72665),(25 182.12418),(26 184.35266),(27 184.08095),(28 185.08374),(29 184.83263),(30 184.19917),(31 185.81549),(32 186.02658),(33 187.08464),(34 185.88808),(35 186.06377),(36 186.374),(37 186.85507),(38 187.59059),(39 187.47536),(40 187.71704),(41 187.43175),(42 186.09717),(43 185.08208),(44 184.35782),(45 184.97272),(46 185.0666),(47 184.69801),(48 184.74529),(49 183.59355),(50 182.67357),(51 184.34966),(52 184.20428),(53 184.2041),(54 185.35759),(55 185.4926),(56 185.6427),(57 183.30048),(58 182.63751),(59 182.51007),(60 184.82718),(61 184.4823),(62 186.01074),(63 183.83519),(64 184.49626),(65 182.84932),(66 183.4733),(67 184.16762),(68 183.56847),(69 185.26657),(70 186.47273),(71 186.43678),(72 186.9305),(73 186.19073),(74 185.76382),(75 183.19768),(76 185.15936),(77 185.08101),(78 186.1158),(79 187.09317),
