1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 19.659042),(2 30.129984),(3 38.212177),(4 41.390213),(5 43.101967),(6 45.162346),(7 46.28003),(8 47.239414),(9 47.360596),(10 48.5143),(11 49.086143),(12 49.621086),(13 50.362022),(14 51.07053),(15 51.38027),(16 51.667805),(17 52.10403),(18 51.868874),(19 52.1223),(20 52.301384),(21 52.711636),(22 54.07331),(23 53.967842),(24 54.54329),(25 54.55327),(26 55.782604),(27 55.798367),(28 55.536102),(29 56.042408),(30 56.27307),(31 56.417835),(32 56.339844),(33 56.19241),(34 56.08101),(35 55.62623),(36 55.635582),(37 55.22772),(38 55.731487),(39 55.66243),(40 55.849625),(41 56.153988),(42 55.888386),(43 55.743874),(44 56.409195),(45 56.711708),(46 56.654564),(47 56.56931),(48 56.665665),(49 57.117687),(50 57.545845),(51 57.641174),(52 57.733555),(53 57.856094),(54 58.219418),(55 58.585045),(56 58.978012),(57 59.354847),(58 59.512054),(59 59.78846),(60 60.408802),(61 61.27401),(62 61.792313),(63 62.377377),(64 62.520153),(65 62.525543),(66 62.231895),(67 62.04726),(68 61.997616),(69 62.10569),(70 62.188145),(71 62.410065),(72 62.721405),(73 62.857906),(74 63.53184),(75 63.719543),(76 64.54244),(77 65.19139),(78 65.707275),(79 65.86746),
(1 19.272993),(2 29.267689),(3 37.05645),(4 39.726788),(5 41.457745),(6 42.57648),(7 43.959354),(8 44.55641),(9 45.101643),(10 46.073597),(11 46.983738),(12 47.605717),(13 48.362972),(14 48.981834),(15 49.308704),(16 49.83902),(17 50.192787),(18 50.470333),(19 50.155468),(20 50.522717),(21 50.76039),(22 51.09112),(23 51.39974),(24 51.94074),(25 51.98638),(26 52.986),(27 53.37965),(28 53.718395),(29 54.36137),(30 54.859394),(31 54.856426),(32 55.583626),(33 55.88192),(34 55.186043),(35 55.46065),(36 55.83558),(37 55.82044),(38 55.64156),(39 56.053177),(40 56.157272),(41 55.9489),(42 55.671154),(43 55.74616),(44 55.474434),(45 55.43708),(46 55.1159),(47 55.804413),(48 56.466034),(49 57.28107),(50 57.682224),(51 57.81872),(52 58.152256),(53 58.014732),(54 57.96036),(55 58.275063),(56 58.56537),(57 59.603233),(58 59.66968),(59 60.38088),(60 60.999233),(61 61.263752),(62 61.64297),(63 61.78446),(64 61.980717),(65 62.053055),(66 61.976162),(67 61.82584),(68 61.902367),(69 62.099903),(70 61.87058),(71 61.809986),(72 61.614853),(73 61.78594),(74 62.057922),(75 63.075665),(76 63.674335),(77 64.15084),(78 64.56434),(79 65.728806),
(1 19.480042),(2 29.398546),(3 37.905323),(4 40.75093),(5 42.78079),(6 44.49462),(7 46.121624),(8 47.04291),(9 47.667908),(10 48.453156),(11 49.056984),(12 49.435017),(13 49.69071),(14 50.377903),(15 51.092724),(16 51.02475),(17 51.098038),(18 51.162277),(19 51.217564),(20 51.4549),(21 52.245842),(22 52.186188),(23 52.49636),(24 53.332413),(25 53.49162),(26 54.67194),(27 54.787273),(28 54.980564),(29 55.400494),(30 55.468327),(31 55.374058),(32 55.245407),(33 55.443546),(34 55.89426),(35 55.321434),(36 55.18556),(37 55.28973),(38 56.026398),(39 55.658295),(40 55.461994),(41 56.62864),(42 56.71204),(43 56.793095),(44 56.660706),(45 56.853195),(46 56.606747),(47 56.81494),(48 57.142555),(49 57.639618),(50 57.72197),(51 57.82614),(52 58.489536),(53 59.09548),(54 59.544964),(55 59.65492),(56 59.871437),(57 60.523914),(58 60.793133),(59 60.77027),(60 61.967617),(61 62.801334),(62 63.58016),(63 63.368145),(64 63.284306),(65 63.203342),(66 64.003395),(67 64.122986),(68 64.43473),(69 63.748306),(70 63.5392),(71 63.417747),(72 64.894516),(73 65.61269),(74 66.6636),(75 66.30054),(76 66.61705),(77 66.81368),(78 66.7732),(79 67.26609),
(1 19.408861),(2 29.515205),(3 37.81335),(4 40.841606),(5 43.174534),(6 44.704468),(7 46.219322),(8 46.867645),(9 47.255825),(10 47.562992),(11 47.844086),(12 48.13005),(13 48.82994),(14 49.56969),(15 49.83875),(16 50.13604),(17 50.279163),(18 50.571842),(19 50.43509),(20 50.35656),(21 50.681458),(22 51.30944),(23 51.87959),(24 52.734898),(25 53.083897),(26 53.519573),(27 54.402573),(28 54.018692),(29 54.54691),(30 54.846138),(31 55.012115),(32 55.358326),(33 55.623196),(34 55.18655),(35 55.044266),(36 55.009857),(37 55.14098),(38 55.83738),(39 55.64654),(40 55.570248),(41 55.4911),(42 56.006504),(43 56.022057),(44 56.306667),(45 56.209354),(46 56.110966),(47 56.492752),(48 56.90533),(49 57.268303),(50 57.23923),(51 57.087955),(52 57.65468),(53 58.09141),(54 57.76635),(55 58.000355),(56 58.334637),(57 59.11909),(58 59.62928),(59 59.897358),(60 59.686592),(61 59.651707),(62 59.95039),(63 60.52038),(64 60.330536),(65 60.393997),(66 60.740494),(67 60.829216),(68 61.005005),(69 61.175175),(70 60.881546),(71 60.830997),(72 60.74742),(73 61.34438),(74 61.824955),(75 62.140278),(76 62.27942),(77 62.27721),(78 62.427856),(79 62.743767),
(1 19.604904),(2 29.477135),(3 38.046406),(4 40.71918),(5 42.986427),(6 44.719894),(7 45.99488),(8 46.83295),(9 47.055607),(10 47.68235),(11 48.068817),(12 48.95356),(13 49.871532),(14 50.501034),(15 50.569176),(16 51.38228),(17 51.807617),(18 52.146706),(19 51.761574),(20 51.685127),(21 51.63597),(22 52.33096),(23 52.692894),(24 53.50224),(25 53.83721),(26 54.592678),(27 55.334915),(28 55.528732),(29 55.82102),(30 56.07116),(31 56.294533),(32 56.404343),(33 56.40055),(34 55.644897),(35 54.86024),(36 54.8852),(37 54.775616),(38 55.286583),(39 55.00083),(40 55.315792),(41 55.81583),(42 56.09534),(43 55.853104),(44 55.6),(45 55.517),(46 55.42824),(47 56.153072),(48 56.42956),(49 56.815174),(50 57.267498),(51 56.86892),(52 57.363625),(53 57.735218),(54 58.989063),(55 59.427853),(56 59.78917),(57 60.32181),(58 60.6328),(59 60.90416),(60 61.2252),(61 61.700367),(62 61.997158),(63 62.675167),(64 63.09157),(65 63.763344),(66 63.456333),(67 63.33884),(68 63.244095),(69 63.05517),(70 63.29727),(71 63.062824),(72 63.53528),(73 63.790268),(74 64.548775),(75 64.752655),(76 65.52996),(77 65.46859),(78 65.246704),(79 65.73282),
(1 18.978622),(2 28.722788),(3 36.71905),(4 39.78405),(5 41.97741),(6 43.801273),(7 45.108315),(8 45.774467),(9 46.48577),(10 46.950592),(11 47.419113),(12 47.99599),(13 48.1982),(14 48.285404),(15 48.437347),(16 49.090385),(17 49.851665),(18 50.11841),(19 50.092953),(20 50.336567),(21 50.767757),(22 51.423615),(23 51.74212),(24 52.322067),(25 52.389137),(26 52.93721),(27 54.037067),(28 53.71845),(29 54.10557),(30 54.348724),(31 54.390835),(32 54.21916),(33 54.356155),(34 53.881035),(35 53.96419),(36 54.25032),(37 54.415184),(38 55.041656),(39 55.09737),(40 55.316906),(41 55.201885),(42 55.2415),(43 55.06168),(44 54.972046),(45 54.3995),(46 54.157806),(47 53.89724),(48 53.8384),(49 54.479446),(50 54.746838),(51 55.339222),(52 55.585995),(53 55.724453),(54 56.347065),(55 56.766033),(56 56.90706),(57 57.84607),(58 58.190628),(59 58.200676),(60 58.520966),(61 58.863617),(62 59.15917),(63 59.496204),(64 59.35677),(65 59.459526),(66 59.52842),(67 59.51559),(68 59.5454),(69 59.755127),(70 60.136696),(71 60.366722),(72 60.51558),(73 60.935677),(74 61.793854),(75 61.69593),(76 62.18365),(77 62.250324),(78 62.147984),(79 62.366898),
(1 18.751604),(2 28.668728),(3 36.688072),(4 39.893295),(5 41.983864),(6 43.648167),(7 44.89789),(8 45.806763),(9 46.204227),(10 46.75427),(11 47.4257),(12 48.061787),(13 48.539227),(14 49.15642),(15 49.416084),(16 49.484005),(17 50.0799),(18 50.265984),(19 50.052486),(20 50.444942),(21 50.752514),(22 51.4964),(23 51.66717),(24 52.061398),(25 51.947895),(26 52.985287),(27 53.1479),(28 52.6172),(29 53.24962),(30 53.378685),(31 53.208847),(32 53.36102),(33 53.30574),(34 53.136513),(35 53.19701),(36 53.401493),(37 53.707493),(38 53.842205),(39 53.908504),(40 53.77033),(41 54.384747),(42 54.36409),(43 54.04413),(44 53.98582),(45 54.16331),(46 54.06753),(47 53.804718),(48 53.97806),(49 54.413513),(50 55.060627),(51 55.201397),(52 55.532322),(53 55.71868),(54 56.30053),(55 56.538704),(56 56.696934),(57 57.377563),(58 57.676712),(59 57.726948),(60 58.3831),(61 58.553932),(62 58.778725),(63 58.917824),(64 58.92962),(65 59.17813),(66 59.104267),(67 58.953335),(68 58.73098),(69 58.469288),(70 58.32898),(71 58.42506),(72 59.09228),(73 59.843742),(74 60.95785),(75 60.75141),(76 60.8872),(77 61.149967),(78 60.8491),(79 61.326298),
(1 19.016083),(2 29.148924),(3 37.109806),(4 39.900227),(5 41.693844),(6 43.324516),(7 44.373108),(8 45.390785),(9 46.44925),(10 46.914413),(11 47.167126),(12 47.494896),(13 48.14461),(14 48.700462),(15 48.890034),(16 49.460655),(17 49.923584),(18 50.07098),(19 50.044254),(20 50.0389),(21 50.087097),(22 50.21346),(23 50.61273),(24 51.838924),(25 53.09778),(26 53.674118),(27 53.77901),(28 53.608257),(29 54.061092),(30 54.74575),(31 55.199123),(32 55.77863),(33 55.368095),(34 55.18186),(35 55.28696),(36 55.132458),(37 55.449448),(38 55.430542),(39 55.984703),(40 55.521477),(41 55.67866),(42 55.591236),(43 55.27056),(44 55.503723),(45 55.774334),(46 55.880455),(47 56.426918),(48 56.363605),(49 56.806633),(50 57.652603),(51 58.30199),(52 58.93843),(53 59.04655),(54 59.888733),(55 59.88764),(56 59.821167),(57 60.98244),(58 61.20891),(59 61.24444),(60 61.8588),(61 62.452843),(62 62.77801),(63 62.65387),(64 62.83701),(65 62.805897),(66 62.82873),(67 62.835236),(68 62.797028),(69 62.556206),(70 62.529575),(71 62.49686),(72 63.13846),(73 64.10952),(74 64.54355),(75 64.37527),(76 64.92379),(77 65.6781),(78 65.617035),(79 65.455795),
(1 18.767035),(2 28.37671),(3 36.32746),(4 39.53858),(5 41.54967),(6 43.445652),(7 44.952312),(8 45.440056),(9 45.246212),(10 45.92845),(11 46.1624),(12 46.58665),(13 46.922306),(14 47.197197),(15 48.01815),(16 48.252903),(17 48.68322),(18 48.826477),(19 49.137684),(20 49.354843),(21 49.733913),(22 50.700966),(23 51.31371),(24 52.17311),(25 52.201527),(26 52.894695),(27 53.259483),(28 52.922348),(29 53.478664),(30 53.644672),(31 53.260124),(32 53.5774),(33 53.49757),(34 53.57237),(35 54.033607),(36 54.237885),(37 54.16237),(38 54.046898),(39 53.921204),(40 53.95569),(41 54.339172),(42 54.51446),(43 54.20256),(44 54.555435),(45 54.744408),(46 54.987083),(47 55.197567),(48 55.611805),(49 56.043102),(50 56.211292),(51 56.162453),(52 56.491066),(53 57.26598),(54 57.82371),(55 58.122505),(56 58.40229),(57 58.756104),(58 58.62653),(59 59.407867),(60 60.119347),(61 60.700497),(62 61.222622),(63 61.15505),(64 61.38336),(65 61.43187),(66 61.70174),(67 61.707012),(68 61.774452),(69 60.918022),(70 60.972073),(71 60.83837),(72 61.600166),(73 62.41565),(74 62.957348),(75 63.220875),(76 63.66369),(77 63.962048),(78 63.791107),(79 64.73177),
(1 18.377747),(2 28.184008),(3 36.33805),(4 39.587833),(5 41.649452),(6 43.518097),(7 44.86125),(8 45.791653),(9 46.046745),(10 46.629227),(11 46.762253),(12 47.372284),(13 48.134495),(14 48.46124),(15 48.998505),(16 49.361687),(17 49.651325),(18 49.69261),(19 49.41899),(20 49.766884),(21 50.27242),(22 50.300426),(23 50.924004),(24 51.610268),(25 52.39959),(26 53.083614),(27 52.752712),(28 53.40713),(29 53.598305),(30 53.576954),(31 52.993904),(32 53.178223),(33 53.254658),(34 53.08196),(35 53.033234),(36 53.515915),(37 54.053505),(38 54.581818),(39 54.28888),(40 54.523933),(41 54.826366),(42 54.57361),(43 54.37088),(44 54.310947),(45 54.349915),(46 54.424633),(47 54.789608),(48 55.433853),(49 55.93166),(50 56.100132),(51 56.29512),(52 56.398804),(53 55.990604),(54 56.2162),(55 56.504322),(56 56.530075),(57 57.096714),(58 57.247166),(59 57.126705),(60 58.11724),(61 58.51656),(62 58.983356),(63 59.1303),(64 59.54938),(65 59.79863),(66 59.34873),(67 59.24887),(68 58.807293),(69 58.60821),(70 58.543274),(71 58.49962),(72 58.89722),(73 59.86468),(74 60.692947),(75 60.77258),(76 61.530315),(77 61.84958),(78 61.661694),(79 62.49172),
(1 18.760025),(2 28.493778),(3 35.93929),(4 38.60156),(5 40.3377),(6 41.886158),(7 43.267017),(8 44.466835),(9 45.221302),(10 45.779625),(11 45.949947),(12 46.43482),(13 47.16544),(14 47.53497),(15 47.39212),(16 47.729046),(17 48.104576),(18 48.433132),(19 48.500782),(20 48.64356),(21 48.899845),(22 49.333557),(23 50.116177),(24 50.808292),(25 50.992878),(26 52.175323),(27 52.46477),(28 51.99723),(29 52.611805),(30 53.139732),(31 52.864838),(32 53.45032),(33 53.12012),(34 52.85123),(35 53.00899),(36 53.15791),(37 53.036762),(38 53.7302),(39 53.795967),(40 54.04497),(41 54.520725),(42 54.365288),(43 53.79117),(44 53.283882),(45 53.15637),(46 52.990013),(47 53.15357),(48 53.246384),(49 53.46692),(50 53.377064),(51 54.0559),(52 54.165516),(53 54.42237),(54 54.62452),(55 54.99088),(56 55.435013),(57 55.950825),(58 56.34896),(59 56.896225),(60 57.50825),(61 57.848095),(62 58.68444),(63 59.087166),(64 59.262398),(65 59.301376),(66 59.131687),(67 59.445564),(68 59.559864),(69 59.232723),(70 58.81692),(71 58.820164),(72 58.71614),(73 59.3878),(74 59.891403),(75 60.034054),(76 59.97916),(77 60.234573),(78 59.98397),(79 60.82626),
(1 18.785685),(2 28.519375),(3 36.553158),(4 39.442196),(5 41.271393),(6 42.689404),(7 43.91646),(8 44.528492),(9 45.099953),(10 46.118893),(11 46.454723),(12 46.702305),(13 47.363552),(14 47.91908),(15 48.290234),(16 48.828747),(17 49.20801),(18 49.414497),(19 49.15835),(20 49.171967),(21 49.25176),(22 49.09259),(23 49.43022),(24 50.048843),(25 50.849724),(26 51.60374),(27 51.957176),(28 51.989662),(29 51.857895),(30 52.31822),(31 51.986855),(32 52.325657),(33 52.049),(34 52.394653),(35 52.36111),(36 52.59367),(37 52.90232),(38 53.534576),(39 53.315865),(40 53.64683),(41 53.79181),(42 53.970356),(43 53.864273),(44 54.105354),(45 54.24239),(46 54.30667),(47 54.397633),(48 54.53322),(49 54.992287),(50 55.301212),(51 55.289337),(52 55.3465),(53 55.18508),(54 55.61674),(55 56.13822),(56 56.422108),(57 57.1892),(58 57.628887),(59 57.95643),(60 58.467426),(61 58.512306),(62 58.798733),(63 59.18057),(64 59.14035),(65 59.37946),(66 59.120094),(67 59.26773),(68 59.106525),(69 59.431343),(70 59.419292),(71 59.214718),(72 59.627407),(73 60.268753),(74 60.987568),(75 61.261047),(76 61.14895),(77 61.35057),(78 61.449127),(79 62.38948),
(1 18.706007),(2 28.55921),(3 36.602848),(4 39.441006),(5 41.124744),(6 42.370037),(7 43.912758),(8 44.900703),(9 45.707314),(10 46.28949),(11 46.5238),(12 46.700268),(13 47.022705),(14 47.62776),(15 48.270123),(16 48.760494),(17 48.79122),(18 48.820587),(19 48.693573),(20 49.33969),(21 49.596436),(22 49.329697),(23 49.672092),(24 50.381844),(25 51.130486),(26 51.877357),(27 52.480854),(28 52.36263),(29 52.399017),(30 52.71142),(31 53.01734),(32 53.206703),(33 53.15232),(34 53.05424),(35 52.95822),(36 53.152855),(37 53.440784),(38 53.423073),(39 53.953346),(40 53.983467),(41 53.918144),(42 54.027946),(43 54.06582),(44 54.171577),(45 54.121353),(46 54.088303),(47 54.159237),(48 54.2464),(49 54.910126),(50 55.535667),(51 55.24284),(52 55.31141),(53 54.92086),(54 55.636955),(55 55.94178),(56 55.741806),(57 56.25068),(58 56.883163),(59 56.877125),(60 57.624413),(61 58.10886),(62 58.27702),(63 58.32241),(64 58.50901),(65 58.38656),(66 57.54967),(67 57.77338),(68 57.82699),(69 58.393864),(70 58.175114),(71 58.013588),(72 58.812763),(73 59.40335),(74 59.925953),(75 59.935154),(76 60.0484),(77 60.764828),(78 60.57165),(79 61.04026),
(1 18.172865),(2 27.728193),(3 35.539314),(4 38.020836),(5 39.823895),(6 41.67885),(7 43.186447),(8 44.245743),(9 44.520355),(10 45.0219),(11 44.99005),(12 45.43899),(13 46.093464),(14 46.65032),(15 46.657097),(16 46.71788),(17 46.88932),(18 46.896038),(19 46.976475),(20 47.497093),(21 47.82299),(22 48.230053),(23 48.84115),(24 49.209522),(25 49.35069),(26 49.80161),(27 50.27224),(28 50.138176),(29 50.50325),(30 50.87404),(31 50.581474),(32 50.833755),(33 50.92216),(34 51.455235),(35 51.41946),(36 51.522137),(37 51.562195),(38 52.250565),(39 51.86831),(40 52.079407),(41 52.669964),(42 52.659172),(43 52.52773),(44 52.605907),(45 52.757328),(46 53.113926),(47 53.080696),(48 53.28197),(49 54.035526),(50 53.951504),(51 54.30406),(52 54.601826),(53 54.545105),(54 55.375034),(55 55.511654),(56 55.897972),(57 56.846516),(58 57.06292),(59 56.930466),(60 57.953228),(61 58.223858),(62 58.496113),(63 58.4328),(64 58.791668),(65 58.759304),(66 58.34401),(67 58.595695),(68 58.87399),(69 58.829224),(70 58.789593),(71 58.99224),(72 59.008286),(73 59.385044),(74 59.90172),(75 59.617733),(76 60.181236),(77 60.411457),(78 60.05943),(79 60.702732),
(1 18.084377),(2 27.716206),(3 35.73309),(4 38.58642),(5 40.340923),(6 41.989826),(7 42.533665),(8 43.352528),(9 43.88954),(10 44.71058),(11 44.888794),(12 45.176064),(13 46.145733),(14 46.41069),(15 46.822094),(16 47.664757),(17 47.989376),(18 48.32348),(19 48.17692),(20 48.065216),(21 48.128315),(22 48.457188),(23 48.95996),(24 49.69647),(25 49.89218),(26 50.41509),(27 51.743282),(28 51.870407),(29 52.242146),(30 52.424072),(31 52.337692),(32 52.469112),(33 52.558594),(34 52.698048),(35 52.357414),(36 52.431915),(37 52.46864),(38 52.820057),(39 52.621536),(40 52.596916),(41 52.530224),(42 52.675465),(43 52.82324),(44 52.91036),(45 53.015217),(46 53.210297),(47 52.78036),(48 52.931084),(49 53.233463),(50 53.689102),(51 53.70935),(52 54.016075),(53 54.06525),(54 54.514565),(55 54.77131),(56 55.14096),(57 55.57614),(58 56.082787),(59 56.30918),(60 56.578205),(61 56.66039),(62 56.96749),(63 57.47404),(64 57.44908),(65 57.624096),(66 57.22545),(67 56.9372),(68 57.20219),(69 57.69011),(70 57.665573),(71 57.83973),(72 57.64469),(73 58.04609),(74 58.61084),(75 58.83345),(76 58.655914),(77 58.847736),(78 58.613605),(79 59.355),
(1 18.252247),(2 27.600777),(3 35.262733),(4 38.43884),(5 40.24706),(6 42.14993),(7 43.432583),(8 44.74502),(9 45.575172),(10 46.14466),(11 46.35712),(12 46.912395),(13 47.01039),(14 47.21188),(15 47.41943),(16 47.790554),(17 47.758427),(18 47.980194),(19 47.75278),(20 48.366707),(21 48.64636),(22 48.90329),(23 49.542976),(24 50.434887),(25 50.777786),(26 51.093224),(27 51.89223),(28 51.752995),(29 52.26578),(30 52.504364),(31 52.485374),(32 52.900764),(33 52.615192),(34 52.539932),(35 52.4361),(36 52.591335),(37 52.88902),(38 53.684216),(39 53.173855),(40 53.06222),(41 53.463005),(42 53.330025),(43 53.40518),(44 53.0739),(45 53.111343),(46 52.47221),(47 52.73741),(48 52.66036),(49 53.083847),(50 53.19165),(51 53.619312),(52 53.931713),(53 53.774403),(54 54.48078),(55 54.72093),(56 55.343452),(57 55.8685),(58 56.309315),(59 56.599518),(60 57.61652),(61 58.15762),(62 58.597767),(63 58.53271),(64 58.629765),(65 58.55257),(66 58.87998),(67 59.008984),(68 58.779568),(69 58.56913),(70 58.031517),(71 57.773796),(72 58.97492),(73 59.754265),(74 60.651108),(75 60.509434),(76 60.971966),(77 61.28745),(78 61.02128),(79 61.495907),
(1 18.20625),(2 27.785818),(3 35.8128),(4 39.11264),(5 41.233597),(6 42.962494),(7 44.74331),(8 46.010902),(9 46.534657),(10 47.14641),(11 47.44878),(12 47.691666),(13 47.754425),(14 47.44303),(15 47.71653),(16 48.12765),(17 48.397964),(18 48.387894),(19 48.450138),(20 48.913548),(21 49.28833),(22 49.31616),(23 49.609875),(24 50.42533),(25 51.3756),(26 52.50373),(27 53.111893),(28 52.925453),(29 53.13218),(30 53.386456),(31 53.202415),(32 53.17612),(33 53.135204),(34 53.20477),(35 53.354824),(36 53.257637),(37 53.152428),(38 53.733418),(39 53.843784),(40 54.142612),(41 53.693607),(42 53.94812),(43 53.9528),(44 53.766674),(45 53.85442),(46 53.58754),(47 53.485054),(48 53.692356),(49 53.935326),(50 53.60705),(51 54.660374),(52 55.362167),(53 55.573345),(54 55.58152),(55 56.21002),(56 56.80199),(57 57.958603),(58 58.09964),(59 58.765156),(60 58.978855),(61 59.42947),(62 60.007236),(63 59.84449),(64 60.01938),(65 59.943596),(66 59.94686),(67 59.71121),(68 59.87669),(69 59.511574),(70 59.11856),(71 58.850033),(72 58.465805),(73 59.10127),(74 59.85616),(75 60.15041),(76 60.75529),(77 61.325363),(78 61.32971),(79 61.42671),
(1 18.038242),(2 27.703186),(3 35.84032),(4 38.83318),(5 40.849213),(6 42.47533),(7 44.05414),(8 45.30801),(9 45.560417),(10 45.82427),(11 45.835938),(12 45.837387),(13 46.737503),(14 46.734688),(15 47.053173),(16 46.99457),(17 47.432217),(18 47.83587),(19 48.06289),(20 48.52173),(21 49.03231),(22 49.301964),(23 49.634537),(24 50.411396),(25 51.117474),(26 52.129936),(27 52.71501),(28 52.1705),(29 52.294262),(30 52.564816),(31 52.317924),(32 52.5462),(33 52.393337),(34 51.93273),(35 52.17141),(36 51.826256),(37 51.744343),(38 52.254635),(39 52.43783),(40 52.55773),(41 52.657005),(42 52.858078),(43 52.82266),(44 52.917027),(45 52.61126),(46 52.571953),(47 52.62731),(48 53.162865),(49 53.770725),(50 53.440918),(51 54.030987),(52 54.120052),(53 54.359055),(54 54.497513),(55 55.05263),(56 55.35433),(57 56.1791),(58 56.495827),(59 56.783085),(60 57.227646),(61 57.654865),(62 58.33448),(63 58.596783),(64 58.66268),(65 58.66249),(66 59.115395),(67 59.25563),(68 59.35275),(69 59.12051),(70 58.457775),(71 58.03155),(72 57.975388),(73 58.24335),(74 58.86037),(75 59.530384),(76 59.601112),(77 59.82866),(78 59.994743),(79 59.980846),
