1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 140.19043),(2 190.19728),(3 222.98404),(4 243.38873),(5 261.58722),(6 276.05865),(7 285.86612),(8 297.13498),(9 304.43918),(10 309.70087),(11 317.9207),(12 322.83246),(13 328.2695),(14 331.14725),(15 337.0417),(16 341.86768),(17 346.3579),(18 346.4155),(19 349.96295),(20 358.7027),(21 358.2909),(22 361.03204),(23 361.88245),(24 361.31165),(25 364.37534),(26 364.42883),(27 364.30185),(28 367.76987),(29 368.19025),(30 370.2253),(31 374.30548),(32 376.60266),(33 377.86298),(34 379.34592),(35 383.17618),(36 384.25836),(37 385.34296),(38 384.35315),(39 383.1728),(40 385.23047),(41 383.5227),(42 384.71918),(43 388.3282),(44 391.17834),(45 392.38007),(46 393.4605),(47 390.59576),(48 390.93292),(49 389.4979),(50 390.18195),(51 390.80963),(52 391.5348),(53 393.4479),(54 394.97974),(55 399.4208),(56 398.8122),(57 400.28125),(58 401.7609),(59 398.45142),(60 400.97195),(61 403.01044),(62 406.98053),(63 409.53668),(64 408.2532),(65 408.22443),(66 409.52185),(67 411.04333),(68 413.78354),(69 415.2472),(70 417.58234),(71 418.69186),(72 419.4247),(73 421.69897),(74 418.8385),(75 418.215),(76 417.538),(77 418.49585),(78 418.13092),(79 421.12115),
(1 140.88422),(2 192.2193),(3 226.3668),(4 244.43187),(5 260.54535),(6 275.72818),(7 284.21005),(8 294.5045),(9 300.04532),(10 307.0021),(11 313.0556),(12 315.35938),(13 322.39017),(14 324.88553),(15 329.03348),(16 334.04428),(17 336.64108),(18 340.2557),(19 344.92053),(20 347.94772),(21 348.80826),(22 352.6939),(23 354.7915),(24 354.9675),(25 355.37857),(26 357.9825),(27 360.0077),(28 367.55),(29 369.3635),(30 374.21954),(31 376.48856),(32 378.15683),(33 382.16098),(34 383.14148),(35 386.36722),(36 388.77103),(37 392.1747),(38 391.5726),(39 392.43466),(40 394.32794),(41 393.2606),(42 397.25104),(43 401.26273),(44 401.51132),(45 402.97604),(46 399.97217),(47 400.3563),(48 397.40808),(49 397.49484),(50 397.7849),(51 399.9732),(52 396.44626),(53 397.84247),(54 398.52783),(55 399.20856),(56 398.4416),(57 397.35812),(58 403.25803),(59 400.48358),(60 401.6052),(61 404.11987),(62 404.7495),(63 408.2642),(64 410.17865),(65 409.6452),(66 413.201),(67 414.83466),(68 417.7938),(69 417.37662),(70 418.95352),(71 418.06155),(72 418.75436),(73 421.9387),(74 424.1451),(75 426.9396),(76 430.2695),(77 431.94196),(78 433.66165),(79 432.68896),
(1 142.74158),(2 194.217),(3 228.92827),(4 250.17076),(5 266.32117),(6 282.78217),(7 293.55533),(8 303.7597),(9 312.044),(10 318.66595),(11 327.39523),(12 332.92554),(13 340.0235),(14 345.75052),(15 350.35925),(16 353.1063),(17 353.7876),(18 354.4108),(19 357.53735),(20 360.5838),(21 359.81323),(22 363.1934),(23 366.9557),(24 367.61035),(25 368.94376),(26 369.207),(27 371.21387),(28 375.35614),(29 371.46567),(30 373.6531),(31 374.5403),(32 376.4436),(33 379.27594),(34 380.3105),(35 382.0883),(36 382.67932),(37 383.51593),(38 383.47357),(39 386.5229),(40 387.09256),(41 385.63092),(42 388.25546),(43 390.87564),(44 390.57513),(45 388.56915),(46 388.8382),(47 388.69763),(48 386.63736),(49 387.09567),(50 390.36108),(51 390.4009),(52 390.8053),(53 388.8365),(54 388.35233),(55 385.7556),(56 384.2869),(57 380.94305),(58 383.57114),(59 381.62506),(60 382.94138),(61 384.9827),(62 385.06653),(63 385.92383),(64 384.96222),(65 385.68353),(66 384.91492),(67 388.25656),(68 390.26825),(69 390.3455),(70 394.34955),(71 398.9661),(72 401.51834),(73 407.29422),(74 407.7074),(75 407.58194),(76 410.81665),(77 413.14075),(78 419.4108),(79 420.66473),
(1 136.52193),(2 186.36113),(3 220.68474),(4 236.21225),(5 251.03462),(6 263.2553),(7 274.12167),(8 284.16522),(9 291.11),(10 296.5323),(11 303.0492),(12 310.09274),(13 316.90985),(14 320.7755),(15 326.91528),(16 328.4612),(17 328.14395),(18 330.415),(19 333.08536),(20 333.62045),(21 335.8274),(22 338.06326),(23 341.96292),(24 344.3565),(25 345.06714),(26 348.30258),(27 349.31216),(28 353.87527),(29 356.09564),(30 358.8929),(31 361.67426),(32 362.64676),(33 365.17618),(34 366.0692),(35 368.1845),(36 365.22067),(37 367.0917),(38 369.3298),(39 371.79034),(40 370.93646),(41 370.09442),(42 369.18155),(43 371.5739),(44 370.2533),(45 369.0468),(46 368.53427),(47 370.17767),(48 369.73477),(49 368.76492),(50 368.30283),(51 367.08243),(52 366.4461),(53 364.83966),(54 365.9722),(55 365.84772),(56 363.57233),(57 362.87595),(58 361.99042),(59 359.40942),(60 359.69464),(61 361.17535),(62 365.8202),(63 369.23932),(64 367.6197),(65 369.96313),(66 367.7178),(67 370.4042),(68 374.7982),(69 378.21875),(70 381.09875),(71 385.57477),(72 387.85486),(73 389.3186),(74 389.5995),(75 393.58914),(76 394.36542),(77 398.9151),(78 404.78476),(79 407.51804),
(1 138.61902),(2 186.47322),(3 221.55467),(4 240.56828),(5 256.71274),(6 268.99155),(7 282.24564),(8 290.4243),(9 295.28787),(10 300.84952),(11 307.3618),(12 312.13614),(13 322.1219),(14 327.8594),(15 330.93842),(16 333.82993),(17 335.9844),(18 339.34204),(19 341.38232),(20 347.0056),(21 349.11548),(22 350.34976),(23 352.9832),(24 354.4867),(25 357.2265),(26 358.37903),(27 357.2643),(28 360.28314),(29 358.4698),(30 361.6168),(31 362.48703),(32 360.11008),(33 361.71918),(34 362.64557),(35 362.11432),(36 359.5087),(37 356.87396),(38 361.4921),(39 362.63934),(40 366.755),(41 369.65625),(42 368.0787),(43 369.98264),(44 373.32092),(45 373.01514),(46 374.2002),(47 377.38574),(48 377.19724),(49 376.008),(50 376.84073),(51 377.88647),(52 376.63095),(53 375.85257),(54 376.1951),(55 377.48795),(56 378.0186),(57 380.27783),(58 381.89325),(59 382.4818),(60 382.90897),(61 386.13748),(62 390.94986),(63 392.51773),(64 392.02026),(65 394.5285),(66 393.65735),(67 396.7803),(68 401.93),(69 401.8647),(70 406.0394),(71 411.22797),(72 412.09558),(73 420.1585),(74 419.02255),(75 417.69522),(76 419.8475),(77 422.74786),(78 427.85666),(79 429.19366),
(1 136.45348),(2 183.74698),(3 215.87915),(4 235.90927),(5 252.55621),(6 264.9673),(7 275.65622),(8 284.2947),(9 289.3353),(10 296.98257),(11 303.02466),(12 307.95053),(13 315.993),(14 322.78934),(15 329.72586),(16 331.2436),(17 331.86853),(18 335.9836),(19 335.7464),(20 338.59277),(21 341.7026),(22 346.442),(23 347.79053),(24 350.97165),(25 350.71533),(26 356.28918),(27 357.59216),(28 360.44437),(29 362.02304),(30 362.61395),(31 364.84604),(32 366.5112),(33 367.65915),(34 368.69507),(35 368.9384),(36 370.50034),(37 371.12662),(38 374.96457),(39 374.43024),(40 377.5959),(41 380.06277),(42 381.9627),(43 383.2218),(44 382.3882),(45 382.03265),(46 381.56354),(47 379.20477),(48 375.79953),(49 373.73157),(50 376.83554),(51 375.68814),(52 378.04852),(53 381.01196),(54 377.3384),(55 379.25357),(56 382.3858),(57 382.59827),(58 385.9364),(59 383.15442),(60 384.8491),(61 387.4524),(62 390.3116),(63 390.53287),(64 387.81857),(65 390.96347),(66 391.44748),(67 392.5533),(68 394.1166),(69 392.83325),(70 396.12387),(71 397.6179),(72 397.9644),(73 398.93124),(74 394.59555),(75 394.28506),(76 391.40747),(77 392.46356),(78 393.66263),(79 394.08658),
(1 136.0947),(2 180.96036),(3 212.50616),(4 232.4139),(5 249.09453),(6 260.57306),(7 273.15656),(8 281.00476),(9 285.97833),(10 292.78156),(11 296.675),(12 299.54926),(13 307.5277),(14 313.3863),(15 318.43716),(16 322.31342),(17 325.73773),(18 329.41708),(19 330.0478),(20 330.01227),(21 334.61044),(22 335.1481),(23 335.28137),(24 337.57068),(25 340.9271),(26 344.00275),(27 346.56693),(28 346.19943),(29 345.83777),(30 349.93262),(31 349.67953),(32 354.1022),(33 356.3967),(34 358.44778),(35 359.5252),(36 362.13574),(37 362.75885),(38 362.8941),(39 363.29492),(40 362.71625),(41 363.709),(42 363.24808),(43 365.1584),(44 364.03296),(45 365.43555),(46 367.28983),(47 368.82983),(48 369.9498),(49 366.72424),(50 369.4808),(51 371.87778),(52 370.93817),(53 370.79346),(54 367.53525),(55 368.24277),(56 365.39026),(57 363.94138),(58 364.3732),(59 361.65228),(60 363.11017),(61 364.66132),(62 364.0563),(63 364.69513),(64 364.97638),(65 366.94666),(66 370.33426),(67 370.93747),(68 372.94687),(69 373.9779),(70 375.60605),(71 378.58624),(72 379.06516),(73 378.23),(74 377.69055),(75 378.94186),(76 378.6756),(77 379.46127),(78 379.5816),(79 381.30896),
(1 133.64757),(2 177.76126),(3 209.9855),(4 227.73944),(5 242.7394),(6 256.24365),(7 266.48547),(8 276.1661),(9 284.57697),(10 291.1401),(11 299.35684),(12 303.44705),(13 311.17636),(14 314.78107),(15 317.53088),(16 320.34702),(17 322.81793),(18 326.55667),(19 331.38586),(20 335.16373),(21 339.68774),(22 340.86392),(23 342.884),(24 346.04303),(25 349.3473),(26 350.62045),(27 354.5603),(28 357.60663),(29 356.36548),(30 359.37393),(31 362.03714),(32 364.1521),(33 365.59525),(34 365.65033),(35 365.7533),(36 362.89542),(37 361.01532),(38 362.10385),(39 362.00122),(40 361.70697),(41 359.84402),(42 360.08408),(43 364.31833),(44 363.42383),(45 362.18262),(46 364.98233),(47 362.3901),(48 364.4488),(49 366.4624),(50 367.10077),(51 368.02335),(52 368.6142),(53 369.6108),(54 369.2259),(55 369.59317),(56 369.5526),(57 369.49304),(58 368.75293),(59 369.77142),(60 372.04477),(61 371.3352),(62 374.08356),(63 375.70944),(64 374.10736),(65 373.86923),(66 376.31082),(67 377.09753),(68 379.30835),(69 381.07),(70 383.23682),(71 385.43317),(72 383.64294),(73 380.52856),(74 377.88077),(75 377.77243),(76 379.72192),(77 378.6272),(78 378.211),(79 378.38016),
(1 132.52313),(2 178.31664),(3 208.13097),(4 226.17638),(5 240.95694),(6 252.0615),(7 263.45236),(8 272.0014),(9 280.98093),(10 288.4373),(11 297.7377),(12 299.94745),(13 306.8059),(14 310.34848),(15 312.70938),(16 315.9818),(17 317.00842),(18 317.22906),(19 319.5704),(20 321.06198),(21 324.61823),(22 327.47726),(23 328.61554),(24 332.84607),(25 335.92496),(26 337.84964),(27 339.28586),(28 340.65115),(29 343.08304),(30 344.2036),(31 345.94424),(32 345.73187),(33 345.25323),(34 345.59183),(35 347.31247),(36 348.50586),(37 345.5531),(38 350.9445),(39 350.27026),(40 353.90817),(41 352.6965),(42 352.49118),(43 353.274),(44 352.15558),(45 347.45367),(46 346.03815),(47 345.97452),(48 345.90308),(49 346.06247),(50 345.63934),(51 348.58212),(52 348.7893),(53 348.52774),(54 348.15692),(55 348.8566),(56 349.5852),(57 351.03046),(58 352.5783),(59 349.05457),(60 348.41214),(61 348.7817),(62 348.31754),(63 352.60977),(64 355.4666),(65 356.9715),(66 361.9928),(67 362.14316),(68 365.9785),(69 366.12064),(70 367.509),(71 366.63727),(72 369.90945),(73 368.64008),(74 368.7707),(75 369.44238),(76 367.48996),(77 368.99216),(78 372.01413),(79 372.2693),
(1 134.60013),(2 181.1873),(3 211.16365),(4 227.62244),(5 241.73663),(6 254.40692),(7 269.32574),(8 275.94653),(9 283.98853),(10 288.4088),(11 296.39774),(12 301.25955),(13 311.21036),(14 312.5708),(15 318.5634),(16 321.4271),(17 323.27515),(18 328.43365),(19 330.4071),(20 332.68713),(21 333.561),(22 334.93777),(23 336.88937),(24 337.04596),(25 338.85135),(26 340.50433),(27 339.8317),(28 342.83066),(29 343.73367),(30 345.4194),(31 344.99344),(32 344.69165),(33 338.65088),(34 338.13538),(35 338.39545),(36 339.39676),(37 340.19308),(38 342.96295),(39 347.20975),(40 347.20352),(41 345.80728),(42 345.9934),(43 343.587),(44 344.4016),(45 342.92114),(46 343.7809),(47 345.5445),(48 345.05362),(49 345.2629),(50 346.82852),(51 348.28137),(52 349.74634),(53 351.28928),(54 353.1896),(55 356.19),(56 355.9198),(57 356.3931),(58 355.3507),(59 353.66446),(60 355.91678),(61 356.56915),(62 356.94003),(63 358.53015),(64 358.68777),(65 362.92044),(66 365.89255),(67 369.4912),(68 373.31888),(69 373.04163),(70 374.0159),(71 375.79407),(72 378.89526),(73 378.99176),(74 380.028),(75 382.38928),(76 384.3273),(77 385.38684),(78 388.67035),(79 390.255),
(1 131.1571),(2 175.67093),(3 205.96687),(4 222.81595),(5 236.89903),(6 248.16895),(7 258.373),(8 266.6346),(9 275.05927),(10 281.96228),(11 287.10556),(12 293.19974),(13 302.35443),(14 306.52908),(15 310.02194),(16 311.28763),(17 314.32047),(18 316.9095),(19 320.04156),(20 321.39838),(21 322.38895),(22 325.56522),(23 327.398),(24 328.4058),(25 329.4434),(26 330.80484),(27 330.6516),(28 331.9558),(29 333.246),(30 335.33643),(31 337.5338),(32 338.08734),(33 336.28268),(34 338.7638),(35 338.06897),(36 338.7146),(37 337.2694),(38 338.54428),(39 342.7048),(40 341.77335),(41 338.828),(42 338.70224),(43 339.42258),(44 338.43884),(45 335.29492),(46 334.3178),(47 336.18967),(48 338.18015),(49 338.5541),(50 337.27386),(51 336.95587),(52 338.35983),(53 338.94186),(54 342.3948),(55 342.664),(56 340.8673),(57 338.83844),(58 339.86005),(59 337.53198),(60 341.44833),(61 342.36594),(62 344.31866),(63 349.4698),(64 350.6822),(65 350.8393),(66 351.99918),(67 353.96014),(68 357.11966),(69 357.6023),(70 357.31622),(71 360.26462),(72 360.9033),(73 360.3585),(74 360.55182),(75 363.0821),(76 362.27667),(77 362.02002),(78 364.56796),(79 365.78754),
(1 130.42212),(2 174.82823),(3 206.149),(4 221.98648),(5 237.36488),(6 250.55792),(7 261.29712),(8 272.00772),(9 276.48273),(10 283.1073),(11 287.74573),(12 288.74118),(13 294.48172),(14 298.80588),(15 304.05463),(16 305.33893),(17 308.96686),(18 310.45947),(19 310.91068),(20 311.1419),(21 313.4925),(22 312.89178),(23 314.07098),(24 313.85013),(25 318.0804),(26 319.62653),(27 324.29123),(28 325.1494),(29 324.62833),(30 326.25452),(31 328.99893),(32 328.94177),(33 330.49725),(34 332.68793),(35 329.68994),(36 328.72708),(37 330.58575),(38 333.59845),(39 334.76846),(40 335.58353),(41 334.90292),(42 332.02936),(43 332.91132),(44 335.14554),(45 332.32333),(46 332.66327),(47 332.34256),(48 332.84402),(49 334.4904),(50 335.22107),(51 335.0279),(52 336.2332),(53 336.224),(54 340.18594),(55 340.60416),(56 343.40277),(57 347.79727),(58 348.1423),(59 347.3408),(60 346.08197),(61 349.64896),(62 347.5043),(63 349.8817),(64 351.0276),(65 353.67493),(66 356.27084),(67 360.3833),(68 363.8132),(69 366.09406),(70 368.47263),(71 366.45334),(72 366.94324),(73 368.7131),(74 371.64606),(75 373.75546),(76 374.05075),(77 376.04782),(78 376.70566),(79 377.68698),
(1 128.97664),(2 175.97746),(3 204.18895),(4 220.96106),(5 234.1136),(6 243.47446),(7 251.78337),(8 259.7468),(9 268.91656),(10 273.10303),(11 280.18573),(12 285.61316),(13 291.21167),(14 294.8369),(15 301.25107),(16 303.8317),(17 304.36917),(18 309.42795),(19 310.72714),(20 311.92462),(21 314.0983),(22 312.82047),(23 315.9069),(24 316.13373),(25 321.122),(26 320.05435),(27 323.68),(28 325.68002),(29 324.70105),(30 326.07852),(31 328.41214),(32 332.33295),(33 330.85977),(34 330.2396),(35 330.621),(36 330.3888),(37 330.92816),(38 330.8961),(39 332.73337),(40 332.6589),(41 334.23404),(42 334.2113),(43 332.95163),(44 333.67917),(45 333.8021),(46 334.31992),(47 335.27457),(48 336.65952),(49 333.906),(50 334.11368),(51 333.25696),(52 333.09128),(53 335.62027),(54 335.72012),(55 338.43665),(56 336.80048),(57 338.7075),(58 337.71393),(59 337.22827),(60 336.1403),(61 336.20477),(62 335.00766),(63 337.1263),(64 337.12683),(65 337.93835),(66 340.86182),(67 342.16174),(68 344.84326),(69 346.11658),(70 345.7567),(71 346.79816),(72 348.5475),(73 351.5864),(74 353.85068),(75 356.73193),(76 354.10455),(77 356.80063),(78 359.479),(79 359.1282),
(1 128.20471),(2 172.71112),(3 201.82901),(4 219.12013),(5 234.34814),(6 241.63254),(7 253.47673),(8 262.96875),(9 270.66568),(10 276.85703),(11 280.62558),(12 285.40356),(13 297.6235),(14 300.342),(15 306.99295),(16 311.0164),(17 312.49268),(18 316.06335),(19 321.28085),(20 322.3178),(21 324.80402),(22 324.1701),(23 327.08243),(24 326.8193),(25 330.14096),(26 331.76807),(27 331.00436),(28 334.40033),(29 334.6877),(30 332.846),(31 333.7339),(32 334.08292),(33 334.8925),(34 338.10834),(35 338.14728),(36 337.7611),(37 339.69037),(38 344.7664),(39 343.065),(40 343.55176),(41 346.00574),(42 345.45065),(43 346.94135),(44 350.35037),(45 348.7297),(46 351.65048),(47 352.1154),(48 351.56766),(49 350.57642),(50 351.89038),(51 349.2257),(52 348.09003),(53 350.40237),(54 351.77225),(55 353.2372),(56 356.35965),(57 355.27078),(58 354.45975),(59 354.16782),(60 353.2264),(61 355.36337),(62 355.08453),(63 357.14053),(64 356.0728),(65 354.40897),(66 355.7461),(67 356.8499),(68 358.5073),(69 362.51096),(70 365.35034),(71 365.4402),(72 367.02292),(73 371.57745),(74 369.4494),(75 371.30457),(76 370.702),(77 374.75815),(78 376.53906),(79 377.2035),
(1 127.85336),(2 171.98444),(3 201.79741),(4 217.98637),(5 232.65895),(6 241.98892),(7 251.60762),(8 260.7002),(9 267.88614),(10 273.43323),(11 279.43967),(12 282.93628),(13 292.75122),(14 296.26044),(15 298.78873),(16 300.2926),(17 302.483),(18 308.87323),(19 314.679),(20 318.70447),(21 321.67657),(22 322.97537),(23 324.57126),(24 326.7898),(25 328.44604),(26 329.6002),(27 331.2621),(28 332.2262),(29 334.38733),(30 334.34244),(31 334.57776),(32 335.82306),(33 336.08658),(34 336.18732),(35 336.9666),(36 335.11502),(37 332.40552),(38 336.12045),(39 337.3463),(40 335.8596),(41 338.4293),(42 335.9321),(43 339.63895),(44 337.38696),(45 338.09055),(46 337.5834),(47 334.7003),(48 334.16122),(49 332.4383),(50 333.10403),(51 332.55988),(52 331.47955),(53 331.54254),(54 327.82626),(55 331.05206),(56 329.12436),(57 329.81342),(58 333.35208),(59 331.15607),(60 328.8339),(61 330.67938),(62 333.5648),(63 333.94424),(64 331.4785),(65 329.67807),(66 328.14203),(67 329.6767),(68 330.38293),(69 331.2925),(70 335.02704),(71 337.3811),(72 338.41623),(73 340.33023),(74 341.606),(75 346.52948),(76 346.83582),(77 348.28403),(78 346.93808),(79 347.6458),
(1 124.43124),(2 168.99428),(3 196.0783),(4 212.37029),(5 226.60289),(6 237.82349),(7 245.3224),(8 253.15834),(9 260.57892),(10 264.7765),(11 270.79883),(12 272.4225),(13 279.51282),(14 281.4321),(15 285.02948),(16 286.88623),(17 291.37253),(18 294.8536),(19 297.96097),(20 299.8993),(21 303.94162),(22 306.9771),(23 308.2134),(24 308.10577),(25 310.4163),(26 310.99716),(27 311.82928),(28 316.31052),(29 317.19772),(30 316.75208),(31 317.1073),(32 318.9072),(33 320.5097),(34 321.26),(35 322.02368),(36 323.89102),(37 324.59442),(38 326.2924),(39 328.18222),(40 329.5613),(41 327.07983),(42 328.1899),(43 327.5901),(44 329.1654),(45 329.50955),(46 331.02493),(47 331.34888),(48 332.70114),(49 330.16602),(50 331.45337),(51 332.13757),(52 330.8159),(53 330.5694),(54 328.2943),(55 329.45453),(56 330.38437),(57 331.41254),(58 335.7995),(59 335.11182),(60 335.02966),(61 335.62476),(62 338.4724),(63 339.4498),(64 337.56824),(65 338.4093),(66 341.95374),(67 342.19165),(68 342.5712),(69 343.76743),(70 347.63354),(71 350.2346),(72 351.92737),(73 349.48218),(74 349.15625),(75 349.7253),(76 349.398),(77 350.32648),(78 351.82474),(79 352.86523),
(1 125.44728),(2 167.7018),(3 197.89629),(4 215.41562),(5 228.94904),(6 241.06575),(7 251.2863),(8 261.92322),(9 266.59354),(10 272.9157),(11 278.5682),(12 282.4019),(13 291.97125),(14 295.17453),(15 300.29517),(16 301.45575),(17 306.36688),(18 310.40106),(19 311.7833),(20 312.66763),(21 315.93222),(22 317.43057),(23 321.1521),(24 319.9383),(25 326.5105),(26 329.78278),(27 332.95975),(28 332.9445),(29 337.08304),(30 336.50833),(31 339.30707),(32 340.28482),(33 343.14224),(34 344.23636),(35 348.02698),(36 346.7646),(37 347.64035),(38 348.60342),(39 349.85516),(40 347.99734),(41 343.25916),(42 341.1576),(43 342.91373),(44 340.20108),(45 340.1012),(46 339.43628),(47 337.4295),(48 335.66492),(49 335.24353),(50 333.68253),(51 335.85843),(52 334.83542),(53 333.71295),(54 334.11765),(55 334.42682),(56 331.49554),(57 330.28558),(58 329.47592),(59 325.91068),(60 324.441),(61 323.29892),(62 327.38568),(63 329.31732),(64 331.37912),(65 333.19885),(66 334.47504),(67 338.36383),(68 341.75604),(69 344.6716),(70 345.84253),(71 351.46564),(72 351.54996),(73 351.35822),(74 352.05005),(75 355.27344),(76 353.01892),(77 353.76294),(78 357.58923),(79 356.2913),
(1 122.70036),(2 164.51414),(3 192.29529),(4 207.31525),(5 219.61299),(6 232.99852),(7 242.23853),(8 252.10242),(9 258.3497),(10 265.5368),(11 273.06906),(12 279.98068),(13 286.4077),(14 292.3541),(15 296.9169),(16 297.74286),(17 301.2592),(18 303.7043),(19 303.56833),(20 305.99655),(21 305.97354),(22 307.00928),(23 309.59607),(24 308.63632),(25 310.17743),(26 311.8418),(27 313.1312),(28 313.08606),(29 312.81064),(30 315.58923),(31 316.70288),(32 317.5121),(33 317.58548),(34 319.25623),(35 319.0986),(36 320.5507),(37 320.9382),(38 322.96356),(39 324.3487),(40 322.73486),(41 321.27765),(42 322.79318),(43 324.78555),(44 327.28708),(45 328.86072),(46 327.97568),(47 328.83136),(48 328.4953),(49 327.04596),(50 326.0001),(51 325.02722),(52 325.37518),(53 325.36523),(54 325.69376),(55 325.48163),(56 324.54047),(57 325.69165),(58 325.53796),(59 322.41318),(60 322.8068),(61 324.0526),(62 323.84653),(63 325.9997),(64 326.2211),(65 326.88422),(66 328.41962),(67 330.38077),(68 330.03568),(69 334.1673),(70 334.66483),(71 335.21735),(72 338.3587),(73 339.00314),(74 339.44684),(75 341.05627),(76 340.7229),(77 340.5192),(78 342.05716),(79 344.67313),
(1 123.30051),(2 166.36781),(3 192.74138),(4 207.06877),(5 219.38335),(6 230.1404),(7 241.79987),(8 251.8672),(9 257.90927),(10 262.8845),(11 268.0775),(12 273.33212),(13 279.15704),(14 283.46198),(15 287.54224),(16 288.7824),(17 290.4835),(18 291.5904),(19 294.37015),(20 298.2623),(21 299.793),(22 302.74515),(23 304.2203),(24 305.6626),(25 307.39563),(26 310.3839),(27 314.76892),(28 319.1065),(29 320.6265),(30 320.28033),(31 320.90976),(32 320.16855),(33 322.21625),(34 321.04208),(35 319.63556),(36 324.18515),(37 326.64072),(38 328.3474),(39 328.86084),(40 329.6369),(41 327.95303),(42 330.89542),(43 334.31638),(44 332.48822),(45 333.75098),(46 331.91162),(47 331.77975),(48 332.77722),(49 331.9092),(50 334.13834),(51 334.80725),(52 334.5937),(53 335.91046),(54 339.12036),(55 338.08548),(56 339.5463),(57 340.35797),(58 340.4727),(59 340.197),(60 341.4544),(61 339.60822),(62 336.65735),(63 338.15692),(64 337.08313),(65 339.0869),(66 339.26004),(67 335.68506),(68 334.23093),(69 333.51846),(70 338.87946),(71 336.52176),(72 337.4976),(73 335.12183),(74 332.68732),(75 333.045),(76 332.61746),(77 334.56293),(78 336.8242),(79 338.2398),
