1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70975.15),(2 223554.67),(3 440536),(4 692990.44),(5 982536.8),(6 1286102.9),(7 1596502.6),(8 1893981.6),(9 2140689.5),(10 2378770.3),(11 2658207.8),(12 2940128),(13 3243970.8),(14 3594105.3),(15 3947717.8),(16 4333174),(17 4727620),(18 5159465),(19 5567538),(20 6021074.5),(21 6442915.5),(22 6870345.5),(23 7281324),(24 7669944),(25 8187238.5),(26 8637676),(27 9102051),(28 9611809),(29 10059185),(30 10547430),(31 11050407),(32 11540931),(33 11992876),(34 12432843),(35 12780568),(36 13187699),(37 13522301),(38 13800200),(39 13977712),(40 14171347),(41 14291421),(42 14469448),(43 14621256),(44 14826277),(45 15012043),(46 15207432),(47 15454704),(48 15699285),(49 15776795),(50 15897829),(51 15868308),(52 15812751),(53 15707023),(54 15634709),(55 15563667),(56 15473220),(57 15434701),(58 15254421),(59 15087695),(60 15061149),(61 15055271),(62 15116203),(63 15144837),(64 15229203),(65 15276720),(66 15411079),(67 15567953),(68 15820963),(69 16122405),(70 16458775),(71 16923116),(72 17452706),(73 18067502),(74 18814046),(75 19631930),(76 20558102),(77 21557230),(78 22616920),(79 23773334),
(1 286.35144),(2 338.4553),(3 363.41592),(4 380.74933),(5 377.63513),(6 382.11813),(7 382.43802),(8 385.10754),(9 386.58124),(10 394.13568),(11 393.7624),(12 401.79004),(13 401.30206),(14 404.38455),(15 417.35123),(16 417.7357),(17 421.0779),(18 432.1574),(19 431.2733),(20 442.26404),(21 434.90097),(22 441.40436),(23 442.14297),(24 455.33414),(25 451.78156),(26 457.81235),(27 447.67847),(28 450.497),(29 450.7157),(30 449.14783),(31 444.06366),(32 447.0424),(33 440.523),(34 448.8769),(35 443.67358),(36 448.96127),(37 442.65985),(38 447.15787),(39 435.57962),(40 441.0385),(41 430.693),(42 436.96683),(43 434.2397),(44 436.76254),(45 429.90222),(46 439.46637),(47 435.58612),(48 441.8937),(49 437.99564),(50 446.01193),(51 444.7658),(52 443.2437),(53 453.74512),(54 444.85916),(55 448.065),(56 444.08276),(57 449.86185),(58 448.456),(59 453.49402),(60 452.27002),(61 456.6202),(62 453.16595),(63 457.07443),(64 449.83893),(65 457.40073),(66 456.26904),(67 463.23444),(68 454.86972),(69 463.55838),(70 460.88623),(71 459.25357),(72 459.58047),(73 463.149),(74 455.79752),(75 465.15778),(76 457.0362),(77 457.9359),(78 460.4656),(79 457.68918),
(1 281.60532),(2 329.92697),(3 353.63696),(4 367.11304),(5 365.58322),(6 373.78824),(7 374.31924),(8 372.72006),(9 370.24393),(10 380.15262),(11 377.97885),(12 388.80762),(13 388.48358),(14 390.71136),(15 403.82104),(16 402.2237),(17 403.28192),(18 410.87115),(19 413.68335),(20 420.8953),(21 421.7237),(22 429.55038),(23 428.70905),(24 440.59875),(25 434.88782),(26 438.9554),(27 432.3136),(28 429.85455),(29 436.64795),(30 431.37213),(31 425.60025),(32 430.3456),(33 422.64264),(34 426.4397),(35 424.4313),(36 428.0036),(37 424.4681),(38 427.19266),(39 418.7872),(40 425.80698),(41 417.5874),(42 424.27585),(43 419.4404),(44 422.22626),(45 416.5688),(46 424.71255),(47 417.39963),(48 426.27014),(49 422.7819),(50 431.75748),(51 426.11545),(52 427.18445),(53 435.45773),(54 428.74866),(55 434.83072),(56 430.6318),(57 436.66385),(58 433.84335),(59 434.3179),(60 433.34665),(61 439.79443),(62 436.58704),(63 443.36197),(64 438.0651),(65 441.21158),(66 440.28955),(67 440.39407),(68 437.77603),(69 444.26523),(70 441.78857),(71 441.33688),(72 437.8437),(73 441.69107),(74 438.0361),(75 444.05798),(76 433.64038),(77 437.97092),(78 436.7783),(79 435.87515),
(1 283.05783),(2 333.5989),(3 355.7715),(4 366.09048),(5 360.85934),(6 371.11752),(7 368.2251),(8 375.4442),(9 371.8402),(10 378.8877),(11 377.84805),(12 383.396),(13 382.9693),(14 389.9883),(15 401.7038),(16 395.14703),(17 400.84155),(18 411.07394),(19 411.46014),(20 418.543),(21 413.46094),(22 426.76648),(23 425.75424),(24 438.09042),(25 434.9589),(26 439.59427),(27 432.53687),(28 432.29987),(29 437.3012),(30 433.46646),(31 431.6523),(32 432.34937),(33 424.7804),(34 428.91226),(35 425.56332),(36 425.20578),(37 425.28967),(38 430.5801),(39 421.0703),(40 425.359),(41 417.0916),(42 422.69116),(43 415.5625),(44 418.87192),(45 414.59488),(46 419.31097),(47 416.92154),(48 424.9272),(49 423.38986),(50 428.38156),(51 420.61102),(52 424.96542),(53 433.73337),(54 428.7466),(55 431.95636),(56 424.4265),(57 428.4697),(58 428.21106),(59 429.1343),(60 427.68015),(61 436.05896),(62 429.5983),(63 441.10913),(64 435.10275),(65 439.6369),(66 435.98676),(67 437.45163),(68 438.09064),(69 443.26007),(70 442.10706),(71 448.69174),(72 445.08112),(73 450.84808),(74 444.94675),(75 452.44415),(76 442.95807),(77 448.32483),(78 448.8305),(79 442.9133),
(1 268.60663),(2 321.5373),(3 345.02005),(4 353.91013),(5 348.93466),(6 356.0903),(7 352.2902),(8 359.92856),(9 356.94318),(10 364.09973),(11 361.01117),(12 368.48395),(13 370.98093),(14 374.3723),(15 388.6974),(16 381.35706),(17 386.50186),(18 392.18082),(19 392.01178),(20 394.25775),(21 395.22165),(22 405.60303),(23 409.37268),(24 422.44934),(25 412.20395),(26 416.73224),(27 413.78464),(28 407.57544),(29 414.71857),(30 410.8008),(31 408.62445),(32 411.0037),(33 402.68588),(34 411.9589),(35 410.07986),(36 414.78442),(37 406.19647),(38 413.22247),(39 404.31165),(40 411.72165),(41 408.1557),(42 410.371),(43 403.90204),(44 409.6995),(45 400.23868),(46 405.35873),(47 400.52032),(48 408.3722),(49 407.7546),(50 414.13678),(51 408.46005),(52 408.65768),(53 415.9404),(54 411.1578),(55 418.26315),(56 415.16467),(57 416.91022),(58 418.42386),(59 418.7661),(60 418.50845),(61 426.15726),(62 421.62595),(63 430.0777),(64 423.49994),(65 427.65073),(66 430.98206),(67 434.8969),(68 431.92065),(69 436.2186),(70 433.9524),(71 438.1794),(72 431.8092),(73 437.45013),(74 428.9389),(75 431.78653),(76 428.07355),(77 423.81992),(78 431.45465),(79 427.53812),
(1 272.2565),(2 321.7825),(3 341.24454),(4 354.10187),(5 353.72034),(6 360.6562),(7 359.14868),(8 362.98917),(9 358.09488),(10 365.21747),(11 368.8139),(12 380.22012),(13 381.01276),(14 381.13004),(15 391.19226),(16 385.82703),(17 391.80893),(18 398.4238),(19 398.39642),(20 403.28232),(21 399.55594),(22 410.38196),(23 414.5558),(24 424.2647),(25 419.22815),(26 426.8686),(27 421.80493),(28 418.2887),(29 423.66733),(30 422.20612),(31 419.23932),(32 421.9409),(33 415.47495),(34 422.54684),(35 419.4524),(36 421.55927),(37 413.63885),(38 418.2145),(39 410.02),(40 415.00873),(41 410.6602),(42 414.71173),(43 413.56973),(44 416.96222),(45 409.46002),(46 417.71097),(47 414.4111),(48 421.1335),(49 418.0933),(50 422.02283),(51 416.8856),(52 419.13574),(53 428.63895),(54 428.49796),(55 430.99658),(56 430.61508),(57 429.37054),(58 430.13467),(59 436.57797),(60 435.72562),(61 439.12524),(62 434.15033),(63 439.26852),(64 431.44806),(65 441.88583),(66 441.4574),(67 445.4475),(68 443.17358),(69 448.77072),(70 443.4402),(71 442.96866),(72 443.2283),(73 446.56213),(74 436.4369),(75 441.9265),(76 438.5494),(77 438.3174),(78 443.92905),(79 443.9002),
(1 261.75595),(2 310.34952),(3 330.02362),(4 340.93097),(5 337.6858),(6 346.50937),(7 344.4377),(8 351.7801),(9 348.0675),(10 355.04425),(11 356.74646),(12 367.7184),(13 367.8179),(14 372.26636),(15 382.59106),(16 378.71964),(17 384.56424),(18 392.92944),(19 391.32465),(20 398.63397),(21 397.31424),(22 406.16193),(23 406.1078),(24 418.82025),(25 409.90286),(26 413.4096),(27 404.91345),(28 401.43475),(29 409.08188),(30 404.99207),(31 400.7983),(32 407.06665),(33 399.44656),(34 405.08105),(35 399.74445),(36 402.0161),(37 395.9414),(38 401.81436),(39 394.8217),(40 398.7171),(41 392.40494),(42 400.5994),(43 396.07608),(44 401.89764),(45 394.97943),(46 401.21622),(47 399.15622),(48 403.42868),(49 399.74863),(50 407.50684),(51 404.26825),(52 402.8738),(53 409.3002),(54 407.4818),(55 412.81955),(56 405.52087),(57 407.67444),(58 403.93884),(59 408.27618),(60 405.60614),(61 413.51514),(62 405.8931),(63 414.21396),(64 410.60245),(65 419.09528),(66 418.86743),(67 422.0477),(68 420.72476),(69 424.83615),(70 421.5956),(71 422.33975),(72 420.9407),(73 430.2237),(74 417.80246),(75 423.9285),(76 418.35736),(77 420.12314),(78 426.5573),(79 425.12326),
(1 261.497),(2 306.9646),(3 330.89908),(4 341.5018),(5 338.03964),(6 342.38086),(7 339.3092),(8 345.55826),(9 343.49295),(10 348.46005),(11 347.8246),(12 358.3818),(13 361.55222),(14 364.6641),(15 375.87302),(16 375.21555),(17 376.9993),(18 383.1807),(19 378.43985),(20 385.52155),(21 380.8411),(22 390.90732),(23 386.92664),(24 399.7476),(25 397.49457),(26 402.27725),(27 395.51984),(28 394.02774),(29 393.24115),(30 392.97745),(31 391.4628),(32 395.27258),(33 390.10855),(34 398.8844),(35 393.79834),(36 393.0303),(37 384.712),(38 389.5665),(39 387.48264),(40 388.19406),(41 383.97333),(42 388.7045),(43 385.13028),(44 390.36212),(45 381.7625),(46 389.5724),(47 387.3185),(48 393.17105),(49 391.00754),(50 396.99985),(51 395.50363),(52 396.77643),(53 404.77875),(54 403.1379),(55 408.6723),(56 402.60513),(57 406.1854),(58 402.5596),(59 406.2507),(60 406.9161),(61 413.5465),(62 412.47244),(63 420.64066),(64 415.07208),(65 416.431),(66 416.5106),(67 419.43887),(68 422.1789),(69 427.0089),(70 425.75763),(71 428.12534),(72 425.21313),(73 430.27917),(74 421.53632),(75 422.34735),(76 418.1176),(77 419.46957),(78 423.10892),(79 419.33957),
(1 265.15665),(2 311.9574),(3 331.91168),(4 339.30533),(5 341.4534),(6 345.1796),(7 342.9881),(8 348.4975),(9 346.37918),(10 355.76828),(11 355.3031),(12 368.19547),(13 367.38864),(14 371.82556),(15 380.38425),(16 377.173),(17 381.1678),(18 386.03552),(19 382.35904),(20 390.61578),(21 389.9988),(22 398.34842),(23 397.57486),(24 409.30664),(25 401.527),(26 402.27997),(27 400.24802),(28 399.2699),(29 408.03397),(30 402.68634),(31 402.80948),(32 402.0648),(33 400.002),(34 401.77582),(35 403.76083),(36 400.68643),(37 394.76855),(38 397.42172),(39 391.6615),(40 395.6272),(41 393.03207),(42 396.52823),(43 389.63266),(44 396.6062),(45 390.43732),(46 396.85187),(47 393.0177),(48 398.07208),(49 396.8133),(50 401.34787),(51 398.56747),(52 400.60385),(53 409.84506),(54 406.9181),(55 414.73703),(56 409.50412),(57 414.12744),(58 412.0706),(59 415.7775),(60 414.2886),(61 421.25064),(62 418.2207),(63 427.3529),(64 423.55188),(65 431.68582),(66 427.00247),(67 430.85873),(68 428.9368),(69 434.69855),(70 428.43875),(71 428.3637),(72 430.31464),(73 432.85464),(74 426.63358),(75 426.56873),(76 421.15955),(77 419.579),(78 421.41644),(79 414.68127),
(1 254.32042),(2 298.27216),(3 315.46594),(4 328.2585),(5 326.90088),(6 330.37634),(7 328.70862),(8 330.44797),(9 326.68958),(10 335.53476),(11 335.13486),(12 345.43808),(13 351.25925),(14 351.02557),(15 358.4866),(16 356.88776),(17 357.56512),(18 364.4994),(19 365.2384),(20 369.17728),(21 367.26804),(22 375.4404),(23 376.93002),(24 387.9176),(25 383.5613),(26 384.8923),(27 382.8455),(28 379.21518),(29 383.25357),(30 378.92004),(31 379.63608),(32 378.747),(33 380.00064),(34 381.06476),(35 379.01837),(36 380.1137),(37 375.54684),(38 379.9982),(39 375.0003),(40 378.6528),(41 373.7065),(42 376.74246),(43 376.3539),(44 378.0965),(45 369.32858),(46 380.00595),(47 377.20218),(48 385.25732),(49 380.34772),(50 391.43478),(51 386.94867),(52 388.96762),(53 390.82208),(54 391.56696),(55 393.30594),(56 389.51608),(57 387.06296),(58 389.58124),(59 392.55316),(60 392.0836),(61 401.64383),(62 399.33566),(63 405.30872),(64 401.26736),(65 407.9638),(66 403.1145),(67 405.60257),(68 401.25684),(69 407.08694),(70 404.39886),(71 407.97192),(72 408.56097),(73 413.5014),(74 406.0905),(75 410.25754),(76 402.97397),(77 402.46695),(78 402.1844),(79 400.40472),
(1 253.80554),(2 295.55963),(3 316.42606),(4 326.0324),(5 321.5521),(6 329.69696),(7 329.36136),(8 333.5824),(9 328.6452),(10 334.60742),(11 335.3669),(12 348.98715),(13 350.64288),(14 353.75293),(15 364.38132),(16 362.64407),(17 365.08835),(18 374.49597),(19 373.4978),(20 379.3986),(21 376.7236),(22 381.76443),(23 385.8714),(24 391.82718),(25 385.20493),(26 389.13016),(27 387.53223),(28 388.20383),(29 391.97754),(30 385.39612),(31 384.2772),(32 388.41293),(33 388.42767),(34 389.2834),(35 387.55032),(36 389.49533),(37 383.6477),(38 390.8735),(39 384.89487),(40 389.90848),(41 384.18146),(42 390.7069),(43 385.27246),(44 388.1913),(45 382.3017),(46 387.61673),(47 385.02084),(48 394.03702),(49 389.0629),(50 391.82462),(51 390.02405),(52 387.88898),(53 395.20807),(54 391.7839),(55 396.38638),(56 396.395),(57 396.2403),(58 392.87875),(59 396.1896),(60 393.39462),(61 403.55783),(62 400.29694),(63 401.0203),(64 401.17633),(65 408.39014),(66 404.8613),(67 409.22046),(68 406.87888),(69 410.6113),(70 406.1942),(71 413.42685),(72 411.24533),(73 415.86884),(74 401.97012),(75 410.98035),(76 403.43658),(77 403.4121),(78 405.36575),(79 404.2309),
(1 248.28528),(2 290.84488),(3 307.39716),(4 317.58514),(5 316.10873),(6 322.84073),(7 323.6381),(8 323.50702),(9 322.53857),(10 329.3744),(11 328.86917),(12 341.73608),(13 344.62436),(14 348.04117),(15 357.44025),(16 355.44098),(17 357.8379),(18 364.11066),(19 356.73877),(20 359.6017),(21 359.81558),(22 370.28076),(23 368.8162),(24 377.1949),(25 370.73303),(26 376.89786),(27 369.0909),(28 366.46823),(29 374.24237),(30 368.5258),(31 369.33453),(32 371.57785),(33 368.3581),(34 373.5863),(35 369.2494),(36 368.2571),(37 367.40732),(38 372.29782),(39 369.5346),(40 372.1785),(41 370.12558),(42 373.6388),(43 368.94037),(44 374.2392),(45 367.3041),(46 375.8066),(47 374.16666),(48 379.83533),(49 378.9432),(50 382.79926),(51 378.094),(52 378.14694),(53 383.7207),(54 380.7295),(55 385.83438),(56 380.42365),(57 387.20044),(58 383.20786),(59 385.7528),(60 384.83954),(61 394.086),(62 387.1185),(63 392.41922),(64 390.33606),(65 395.01486),(66 393.98715),(67 392.26523),(68 389.761),(69 398.5078),(70 393.86176),(71 395.6323),(72 392.86798),(73 395.3931),(74 388.34805),(75 392.0223),(76 384.25958),(77 383.40793),(78 393.00027),(79 388.4689),
(1 247.41498),(2 290.9201),(3 307.43173),(4 321.2543),(5 319.2225),(6 323.57962),(7 320.29468),(8 322.33072),(9 319.83972),(10 327.62457),(11 325.1158),(12 336.05594),(13 334.79465),(14 339.3403),(15 349.07535),(16 346.15573),(17 348.7111),(18 353.19388),(19 348.00122),(20 350.24945),(21 350.0687),(22 358.55582),(23 358.6464),(24 369.3029),(25 369.94073),(26 375.24445),(27 370.11554),(28 370.31128),(29 374.34113),(30 368.72717),(31 366.23364),(32 366.26892),(33 367.17126),(34 370.1521),(35 364.7738),(36 365.5981),(37 363.37006),(38 363.9809),(39 359.16434),(40 363.3458),(41 359.0149),(42 365.16034),(43 362.51038),(44 365.6082),(45 358.86447),(46 363.062),(47 363.84885),(48 369.33542),(49 370.3173),(50 372.91647),(51 369.17465),(52 372.05417),(53 375.5233),(54 371.16348),(55 373.65768),(56 370.12256),(57 375.56958),(58 372.92908),(59 377.43695),(60 376.05502),(61 381.92578),(62 376.82895),(63 383.35992),(64 381.02856),(65 388.92548),(66 387.47083),(67 388.06534),(68 390.46478),(69 398.18546),(70 389.82526),(71 391.49252),(72 387.81985),(73 392.59674),(74 383.6296),(75 390.32858),(76 386.50674),(77 381.07504),(78 382.12393),(79 377.3918),
(1 241.53326),(2 285.0866),(3 300.23615),(4 311.6587),(5 306.04947),(6 312.00494),(7 308.55795),(8 313.6116),(9 312.7384),(10 318.03766),(11 319.0297),(12 329.16837),(13 331.02777),(14 334.90427),(15 340.96255),(16 340.70047),(17 340.5197),(18 347.69577),(19 346.2004),(20 349.6769),(21 347.50003),(22 358.46378),(23 356.68842),(24 368.30112),(25 365.4445),(26 369.1664),(27 365.41745),(28 360.56033),(29 367.21188),(30 361.13596),(31 360.7502),(32 363.99786),(33 360.4492),(34 361.12537),(35 359.6713),(36 361.56525),(37 362.1151),(38 366.63974),(39 361.40262),(40 364.25247),(41 359.0356),(42 365.76453),(43 356.32065),(44 359.90988),(45 355.41504),(46 364.4093),(47 361.98953),(48 365.6248),(49 364.6451),(50 370.69666),(51 364.34164),(52 367.7454),(53 370.50848),(54 368.28296),(55 370.3841),(56 365.57126),(57 373.3757),(58 368.70343),(59 372.4451),(60 371.44043),(61 381.167),(62 375.91174),(63 381.2019),(64 379.71143),(65 383.8325),(66 382.10876),(67 383.71146),(68 382.0225),(69 389.6445),(70 382.36475),(71 384.8683),(72 381.32846),(73 383.90707),(74 380.17194),(75 383.12488),(76 375.6841),(77 378.421),(78 381.2524),(79 378.0506),
(1 234.89638),(2 275.2116),(3 293.9729),(4 302.42575),(5 299.97656),(6 305.01672),(7 301.46857),(8 306.63354),(9 302.20282),(10 311.1951),(11 309.0575),(12 322.61566),(13 324.00256),(14 324.63577),(15 334.12228),(16 331.1161),(17 332.67636),(18 341.75623),(19 339.74942),(20 343.40057),(21 342.0369),(22 347.52512),(23 350.49884),(24 356.85733),(25 354.69702),(26 358.00177),(27 352.98618),(28 353.27283),(29 358.16647),(30 358.414),(31 354.73666),(32 359.19336),(33 351.51987),(34 350.1333),(35 347.22983),(36 351.1749),(37 347.9247),(38 350.5579),(39 345.0272),(40 346.89633),(41 342.85318),(42 350.4236),(43 341.61148),(44 352.41718),(45 345.02316),(46 355.17456),(47 348.52133),(48 353.55933),(49 349.43433),(50 355.20294),(51 352.78085),(52 353.33615),(53 358.17258),(54 356.34692),(55 359.7251),(56 357.65594),(57 360.32382),(58 358.12515),(59 360.94186),(60 363.5161),(61 367.09564),(62 366.0588),(63 369.64944),(64 369.28696),(65 373.1109),(66 371.29782),(67 373.8348),(68 374.49414),(69 382.87006),(70 378.4788),(71 380.8328),(72 376.62604),(73 378.65643),(74 371.72076),(75 376.5101),(76 368.03424),(77 365.5714),(78 371.82397),(79 373.843),
(1 233.57535),(2 273.91766),(3 292.3234),(4 301.77417),(5 300.82434),(6 303.70724),(7 302.10547),(8 304.31424),(9 300.51016),(10 308.02045),(11 309.02896),(12 320.26227),(13 320.55536),(14 324.60135),(15 332.4501),(16 328.9205),(17 330.66202),(18 338.8826),(19 335.88672),(20 339.26584),(21 341.2755),(22 347.60135),(23 346.1444),(24 352.50836),(25 352.51093),(26 353.83282),(27 350.89722),(28 353.22784),(29 354.66165),(30 352.86197),(31 349.2295),(32 356.54022),(33 352.18646),(34 355.83972),(35 349.39578),(36 355.14218),(37 349.30734),(38 350.86478),(39 342.6311),(40 345.12796),(41 343.81967),(42 347.103),(43 345.82162),(44 347.181),(45 344.23898),(46 350.47083),(47 344.72424),(48 352.8717),(49 349.0821),(50 354.10385),(51 353.04996),(52 351.62775),(53 355.21005),(54 352.86252),(55 357.38602),(56 354.9452),(57 356.826),(58 356.15335),(59 359.84644),(60 358.28214),(61 367.73828),(62 364.63242),(63 367.18076),(64 364.10233),(65 369.75705),(66 368.94278),(67 371.55096),(68 372.779),(69 377.5915),(70 373.73013),(71 375.82852),(72 371.03406),(73 373.78036),(74 368.14124),(75 373.62158),(76 366.37735),(77 367.80637),(78 371.0469),(79 368.16418),
(1 229.70596),(2 268.31653),(3 286.66782),(4 295.2572),(5 293.24695),(6 296.67017),(7 293.49792),(8 296.8778),(9 295.5209),(10 302.66928),(11 298.68652),(12 311.09186),(13 312.5126),(14 315.83304),(15 323.5024),(16 320.65656),(17 322.021),(18 331.88452),(19 329.31665),(20 332.5627),(21 332.11545),(22 338.98917),(23 341.72147),(24 348.6096),(25 345.29913),(26 351.80933),(27 345.9861),(28 347.51923),(29 346.72845),(30 346.7564),(31 339.8597),(32 343.79282),(33 342.52798),(34 345.6236),(35 345.72104),(36 348.55197),(37 342.5312),(38 351.21033),(39 340.56216),(40 343.61285),(41 339.05048),(42 344.69843),(43 341.10727),(44 345.53323),(45 341.4913),(46 349.95654),(47 343.43588),(48 346.96317),(49 344.2127),(50 351.08322),(51 346.86472),(52 346.72446),(53 354.0179),(54 353.33688),(55 355.68503),(56 353.1002),(57 356.1294),(58 354.4412),(59 355.23465),(60 351.2897),(61 358.70145),(62 355.33817),(63 363.1743),(64 359.4795),(65 367.56396),(66 362.0709),(67 365.35544),(68 364.95023),(69 371.37073),(70 370.68127),(71 370.96698),(72 369.37296),(73 372.7322),(74 366.17862),(75 369.70108),(76 363.54858),(77 363.4304),(78 368.52155),(79 364.61673),
(1 228.29321),(2 268.95697),(3 286.20728),(4 297.99197),(5 294.2715),(6 300.32562),(7 297.2082),(8 298.16928),(9 298.51437),(10 309.44064),(11 304.26505),(12 316.50342),(13 317.15002),(14 316.02646),(15 323.77167),(16 322.85217),(17 326.11246),(18 333.66156),(19 331.69162),(20 338.01056),(21 335.87744),(22 345.55493),(23 343.66724),(24 347.6645),(25 346.03323),(26 351.1418),(27 346.66214),(28 343.93726),(29 349.41644),(30 346.58417),(31 346.0162),(32 346.651),(33 342.97775),(34 345.37152),(35 344.27966),(36 349.1917),(37 344.58212),(38 348.38287),(39 337.02338),(40 341.3707),(41 337.00922),(42 340.1606),(43 335.34363),(44 337.4537),(45 333.26263),(46 341.2565),(47 334.3741),(48 341.7914),(49 340.01343),(50 347.70975),(51 344.15173),(52 342.1256),(53 346.60104),(54 345.81097),(55 349.06424),(56 347.81232),(57 348.53387),(58 349.20633),(59 350.20956),(60 350.11926),(61 359.74088),(62 358.30444),(63 361.533),(64 358.03055),(65 360.68365),(66 358.14752),(67 363.20514),(68 361.76355),(69 365.08405),(70 365.6664),(71 366.86966),(72 363.77594),(73 370.2306),(74 362.69513),(75 365.50098),(76 359.8228),(77 358.84332),(78 360.32858),(79 356.35773),
(1 222.09398),(2 262.59967),(3 277.53107),(4 286.8326),(5 284.625),(6 288.85513),(7 289.55307),(8 291.7042),(9 290.23877),(10 295.30383),(11 293.5906),(12 300.9607),(13 300.6398),(14 300.22943),(15 306.72864),(16 306.2262),(17 309.44916),(18 317.87653),(19 318.53165),(20 321.51227),(21 320.75302),(22 322.71982),(23 326.51678),(24 332.74103),(25 329.29553),(26 332.6849),(27 330.7946),(28 330.98495),(29 333.3743),(30 330.78555),(31 329.60376),(32 329.84686),(33 324.24982),(34 329.15265),(35 327.8525),(36 331.36905),(37 326.35202),(38 333.2994),(39 325.3635),(40 327.5359),(41 322.3599),(42 327.891),(43 322.87274),(44 327.22202),(45 323.50757),(46 331.43326),(47 330.39822),(48 336.77643),(49 330.41183),(50 337.80072),(51 333.89847),(52 333.92844),(53 339.949),(54 337.61935),(55 342.02695),(56 339.31732),(57 340.7187),(58 340.63718),(59 344.26825),(60 341.38992),(61 347.18857),(62 345.6521),(63 349.76392),(64 347.9159),(65 351.83087),(66 347.84348),(67 352.17523),(68 353.7507),(69 357.90433),(70 354.3851),(71 358.127),(72 351.87656),(73 355.9664),(74 350.78073),(75 352.9726),(76 350.8503),(77 349.69748),(78 352.96576),(79 352.83728),
