1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17029.281),(2 38643.54),(3 53860.53),(4 63758.223),(5 68501.79),(6 72997.2),(7 75178.875),(8 77592.09),(9 79328.445),(10 79872.84),(11 81047.27),(12 83126.375),(13 84939.52),(14 85348.99),(15 87160.97),(16 88110.07),(17 89783.99),(18 92230.08),(19 93010.07),(20 93095.664),(21 93422.266),(22 95651.04),(23 96256.266),(24 95368.414),(25 95911.81),(26 96530.1),(27 96161.32),(28 96245.58),(29 98175.95),(30 99888.41),(31 100853.1),(32 101344.01),(33 100661.06),(34 100398.76),(35 100230.12),(36 100054.03),(37 99086.59),(38 98976.08),(39 97029.195),(40 95331.63),(41 95624.83),(42 95714.52),(43 93615.64),(44 92434.65),(45 92669.57),(46 93010.61),(47 91789.9),(48 90856.92),(49 88576.66),(50 87784.68),(51 87084.35),(52 86754.19),(53 85899.94),(54 84496.28),(55 83813.266),(56 84465.45),(57 85437.38),(58 86435.016),(59 87458.96),(60 86969.805),(61 86304.05),(62 87254.9),(63 85710.336),(64 85653.03),(65 85089.98),(66 85176.45),(67 85730.56),(68 86530.45),(69 87168.04),(70 88044.445),(71 88065.81),(72 86462.695),(73 84950.37),(74 84837.2),(75 85201.805),(76 85542.48),(77 85630.43),(78 83811.72),(79 83094),
(1 16760.273),(2 37545.047),(3 51017.27),(4 59642.305),(5 64338.297),(6 67673.875),(7 70208.29),(8 72955.92),(9 74995.14),(10 74902.74),(11 74739.99),(12 75912.29),(13 77477.41),(14 79100.375),(15 81779.33),(16 82478.49),(17 84518.66),(18 88020.31),(19 89887.34),(20 90013.25),(21 89992.16),(22 90250.4),(23 91038.32),(24 89450.15),(25 89624.875),(26 90024.06),(27 89694.38),(28 89454.4),(29 88839.09),(30 89330.67),(31 89550.8),(32 90429.71),(33 90403.99),(34 91079.46),(35 91630.1),(36 91131.555),(37 90100.03),(38 90306.93),(39 88955.2),(40 86978.96),(41 88024.016),(42 90198.914),(43 89545.29),(44 89465.3),(45 89533.19),(46 88958.38),(47 87875.914),(48 87301.79),(49 85014.69),(50 84530.45),(51 84524.45),(52 83784.6),(53 82837.336),(54 81407.45),(55 80302.625),(56 80022.93),(57 80510.86),(58 80069.086),(59 80352.93),(60 79497.93),(61 77729.734),(62 78287.77),(63 76318.875),(64 76746.74),(65 77106.7),(66 77932.82),(67 77680.96),(68 80281.76),(69 80772.38),(70 81794.66),(71 81927.84),(72 81819.74),(73 82211.45),(74 83097.15),(75 83669.43),(76 83721.18),(77 83162.32),(78 81400.22),(79 80630.68),
(1 16460.13),(2 36375.445),(3 49741.387),(4 57932.47),(5 61549.184),(6 64237.46),(7 66299.625),(8 68356.99),(9 71207.15),(10 72777.32),(11 73411.24),(12 74641.984),(13 76508.805),(14 78308.58),(15 80769.9),(16 81821.52),(17 83793.945),(18 86221.12),(19 86973.94),(20 86557.414),(21 87081.805),(22 88568.56),(23 89015.38),(24 88603.95),(25 89389.68),(26 89628.44),(27 88725.36),(28 87450.445),(29 86871.31),(30 87895.33),(31 89225.21),(32 90497.25),(33 90254.57),(34 90703.39),(35 90547.62),(36 91044.39),(37 90464.086),(38 91969.94),(39 91656.42),(40 92079.445),(41 93381.56),(42 94169.65),(43 92773.36),(44 91361.09),(45 90532.91),(46 88808.695),(47 87880.68),(48 88057.945),(49 87197.016),(50 87298.664),(51 86750.79),(52 85521.62),(53 84230.54),(54 82680.07),(55 82785.18),(56 83350.78),(57 83399.14),(58 81992.984),(59 81312.91),(60 80861.61),(61 78798.375),(62 79041.88),(63 78002.016),(64 78487.75),(65 78987.5),(66 79359.63),(67 80333.03),(68 83742.46),(69 84286.48),(70 84593.21),(71 84151.72),(72 84097.87),(73 83350.484),(74 83976.44),(75 84073.83),(76 84220.414),(77 83971.14),(78 81057.84),(79 80475.24),
(1 16594.613),(2 36312.586),(3 48867.703),(4 56754.094),(5 61950.543),(6 66159.15),(7 68614.484),(8 69921.516),(9 71661.94),(10 72355.93),(11 71736.84),(12 72336.195),(13 73530.72),(14 74576.62),(15 77319.836),(16 79678.305),(17 81768.125),(18 84677.61),(19 86950.234),(20 87735.35),(21 87303.8),(22 88417.984),(23 88525.625),(24 86817.55),(25 86093.81),(26 86513.88),(27 86781.9),(28 86817.18),(29 88172.23),(30 89728.34),(31 90197.67),(32 90279.99),(33 89693.33),(34 89566.945),(35 89427.27),(36 88958.96),(37 88367.45),(38 90788.45),(39 90679.65),(40 90180.84),(41 91022.18),(42 90931.89),(43 88305.95),(44 86554.125),(45 86355.9),(46 86320.42),(47 85275.13),(48 85267.67),(49 84258.16),(50 84786.234),(51 84169.43),(52 83627.18),(53 82641.055),(54 81633.86),(55 81920.06),(56 83024.06),(57 82718.1),(58 81659.375),(59 81040.83),(60 80530.59),(61 78956.94),(62 79482.65),(63 78220.836),(64 78723.41),(65 79667.86),(66 79860.76),(67 79484.45),(68 82372.266),(69 83558.99),(70 84781.95),(71 84873.73),(72 84117.875),(73 82765.016),(74 81833.3),(75 80019.984),(76 79196.36),(77 78448.555),(78 77304.97),(79 77275.375),
(1 16262.201),(2 35015),(3 47092.383),(4 55667.63),(5 60559.555),(6 64663.563),(7 66770.77),(8 69148.375),(9 71306.38),(10 72632.36),(11 72543.945),(12 74217.04),(13 76189.375),(14 77792.74),(15 79892.53),(16 81154.984),(17 83248.016),(18 86058.9),(19 87312.6),(20 86519.836),(21 86656.78),(22 88009.9),(23 88600.72),(24 86871.6),(25 86813.17),(26 87638.234),(27 88012.71),(28 87558.625),(29 88176.45),(30 88406.24),(31 87279.625),(32 87190.305),(33 88204.734),(34 87814.5),(35 86930.37),(36 86869.82),(37 85966.89),(38 86869.35),(39 86352.14),(40 84580.78),(41 84209.17),(42 84781),(43 83644.086),(44 81932.766),(45 81425.56),(46 80880.25),(47 78776.734),(48 78044.04),(49 76757.47),(50 75864.11),(51 74176.586),(52 74051.13),(53 73855.79),(54 73697.35),(55 74178.33),(56 74928.64),(57 75396.57),(58 74543.13),(59 73945.1),(60 73172.96),(61 72696.79),(62 74325.58),(63 73640.98),(64 74072.82),(65 73548.42),(66 74698.11),(67 75915.15),(68 80060.87),(69 79943.695),(70 79225.375),(71 77384.984),(72 76455.15),(73 76137.64),(74 76177.336),(75 76434.5),(76 77050.76),(77 75919.914),(78 73672.9),(79 73211.84),
(1 15406.251),(2 33552.402),(3 45210.8),(4 52561.484),(5 56703.29),(6 59304.816),(7 61778.113),(8 63810.223),(9 65907.21),(10 67230.445),(11 67784.77),(12 69370.164),(13 70785.83),(14 71420.5),(15 73202.3),(16 74172.7),(17 75694.8),(18 77650.836),(19 78591.13),(20 78051.25),(21 78342.14),(22 79205.484),(23 80193.61),(24 79772.4),(25 80620.19),(26 81062.08),(27 81039.766),(28 80346.77),(29 80771.08),(30 80201.91),(31 78685.03),(32 78685.336),(33 77632.29),(34 78558.75),(35 78649.945),(36 79747.23),(37 78945.836),(38 80050.32),(39 79363.33),(40 78938.76),(41 78747.445),(42 79672.08),(43 79569.75),(44 79549.29),(45 79881.98),(46 79765.164),(47 78612.47),(48 79244.29),(49 79856.46),(50 79209.05),(51 77389.266),(52 75316.055),(53 73971.125),(54 73764.34),(55 74431.266),(56 75040.945),(57 75355.12),(58 74780.01),(59 74326.59),(60 74213.08),(61 73100.99),(62 74012.36),(63 73419.68),(64 72800.65),(65 72419.586),(66 72353.38),(67 71729.38),(68 73047.15),(69 72993.03),(70 73723.32),(71 73172.24),(72 71612.4),(73 69758.945),(74 69551.94),(75 69751.93),(76 70934.86),(77 70147.68),(78 68716.586),(79 69046.24),
(1 15153.541),(2 32724.994),(3 43555.41),(4 50146.94),(5 54536.582),(6 57259.086),(7 59494.188),(8 62029.063),(9 64356.42),(10 65373.273),(11 65868.44),(12 66998.72),(13 69017.39),(14 70702.76),(15 72569.41),(16 73002.164),(17 73997.6),(18 75537.49),(19 76004.4),(20 76460.18),(21 77319.59),(22 78270.01),(23 78611.805),(24 78188.47),(25 78309.82),(26 77608.75),(27 76915.35),(28 76745.92),(29 77344.25),(30 77786.7),(31 77957.52),(32 78383.695),(33 78081.305),(34 77768.65),(35 77143.49),(36 77295.484),(37 75546.67),(38 75737.164),(39 74803.88),(40 73466.03),(41 74001.12),(42 74802.695),(43 73193.61),(44 72739.016),(45 72692.65),(46 72634.375),(47 72010.16),(48 72087.04),(49 71596.414),(50 71047.41),(51 69780.195),(52 69767.46),(53 69909.59),(54 69934.18),(55 70293.03),(56 70668.36),(57 70692.06),(58 69807.86),(59 69282.31),(60 67976.56),(61 67321.71),(62 68572.77),(63 67988.94),(64 67759.24),(65 67988.94),(66 68396.85),(67 69174.97),(68 71467.336),(69 72457.65),(70 72164.93),(71 70787.71),(72 69644.23),(73 69155.14),(74 69700.22),(75 69797.57),(76 69820.695),(77 68712.46),(78 66160.266),(79 65518.89),
(1 14691.947),(2 31740.06),(3 41910.457),(4 48094.523),(5 52288.77),(6 55178.68),(7 57225.383),(8 58612.816),(9 60717.402),(10 62372.69),(11 63707.668),(12 64997.99),(13 66172.484),(14 66868.14),(15 68825.5),(16 70139.42),(17 71045.945),(18 72573.164),(19 73260.055),(20 73322.375),(21 72870.96),(22 72741.61),(23 73617.625),(24 72649.14),(25 72642.79),(26 72360.03),(27 72096.86),(28 72107.74),(29 73149.46),(30 73140.08),(31 72157.15),(32 72310.41),(33 72866.63),(34 73325.01),(35 73733.47),(36 74392.2),(37 73491.67),(38 73930.086),(39 73753.9),(40 72229.26),(41 72570.945),(42 72848.7),(43 72013.17),(44 71774.59),(45 71530.27),(46 70805.26),(47 70424.06),(48 70333.21),(49 70514.58),(50 70661.1),(51 70593.75),(52 70152.58),(53 68933.8),(54 67547.445),(55 67216.125),(56 66893.914),(57 65968.836),(58 64753.438),(59 64895.426),(60 64655.402),(61 65753.234),(62 67720.01),(63 68009.62),(64 67535.03),(65 67093.555),(66 68590.836),(67 69724.27),(68 71231.66),(69 71476.586),(70 71381.016),(71 71234.77),(72 71121.99),(73 70693.18),(74 70882.49),(75 70408.82),(76 70561.95),(77 70273.37),(78 68610.18),(79 68757.27),
(1 14088.512),(2 30463.309),(3 40201.652),(4 46759.86),(5 49651.19),(6 51147.516),(7 53099.242),(8 55800.793),(9 58521.72),(10 59573.46),(11 60445.156),(12 61248.383),(13 62232.69),(14 63769.55),(15 65287.55),(16 66555.65),(17 67331.63),(18 69246.59),(19 70089.805),(20 70263.04),(21 70212.09),(22 70991.95),(23 71864.71),(24 71928.19),(25 72252.266),(26 72042.03),(27 71132.98),(28 70941.195),(29 70668.07),(30 69971.81),(31 69599.16),(32 69894.55),(33 70272.57),(34 69851.03),(35 69233.72),(36 69541.125),(37 68661.82),(38 69652.055),(39 68957.31),(40 68221.41),(41 68296.41),(42 69094.27),(43 68015.61),(44 66953.91),(45 66529.28),(46 66170.484),(47 66141.195),(48 67128.78),(49 66912.25),(50 67422.77),(51 66426.38),(52 65362.453),(53 64183.234),(54 63146.05),(55 64253.453),(56 65189.707),(57 65790.45),(58 65094.168),(59 64194.375),(60 63313.19),(61 62876.285),(62 63545.387),(63 62451.938),(64 62799.258),(65 62618.01),(66 62522.215),(67 63169.094),(68 64817.42),(69 65068.01),(70 65446.293),(71 65581.16),(72 64940.746),(73 64526.4),(74 65259.58),(75 65864.65),(76 65873.09),(77 65219.664),(78 63333.293),(79 62121.184),
(1 13967.906),(2 29927.02),(3 39296.973),(4 45994.313),(5 48997.363),(6 51007.29),(7 52453.76),(8 53783.17),(9 55544.637),(10 57066.18),(11 58646.023),(12 59870.938),(13 60962.61),(14 61783.285),(15 63013.82),(16 64264.805),(17 65425.09),(18 66905.48),(19 67815.09),(20 68326.8),(21 68588.68),(22 69895.95),(23 71211.76),(24 71175.31),(25 70710.836),(26 69948.82),(27 68286.82),(28 67230.63),(29 67629.24),(30 68255.84),(31 68957.62),(32 69745.664),(33 69443.58),(34 69203.695),(35 68469.984),(36 69351.17),(37 69506.79),(38 70784.6),(39 70045.95),(40 68482.5),(41 68017.125),(42 67454.5),(43 66020.305),(44 64871.414),(45 64470.4),(46 64743.594),(47 65143.77),(48 65322.965),(49 64911.004),(50 65718.695),(51 65434.223),(52 64232.77),(53 63284.766),(54 62593.406),(55 63504.477),(56 64431.477),(57 64753.754),(58 63758.23),(59 62776.35),(60 62590.652),(61 62553.492),(62 63839.035),(63 62910.465),(64 62755.945),(65 62649.637),(66 63727.23),(67 64924.504),(68 66685.83),(69 66631.5),(70 66844.93),(71 66916.93),(72 65650.69),(73 65164.86),(74 65938.92),(75 66288.086),(76 66143.01),(77 64772.465),(78 62913.73),(79 62483.496),
(1 13665.568),(2 28782.27),(3 37974.92),(4 44637.28),(5 47802.92),(6 50602.55),(7 53174.402),(8 55521.656),(9 58725.906),(10 60155.047),(11 60429.492),(12 61041.81),(13 61813.105),(14 61970.375),(15 63236.64),(16 64330.06),(17 66023.35),(18 68436.91),(19 69331.37),(20 69113.31),(21 68529.8),(22 69439.445),(23 70154.5),(24 70160.55),(25 70259.89),(26 70065.44),(27 69560.45),(28 69179.195),(29 69289.41),(30 68740.87),(31 68495.5),(32 69183.59),(33 70129.61),(34 70637.11),(35 70195.25),(36 70187.26),(37 68958.07),(38 69818.766),(39 69102.71),(40 67740.73),(41 66916.5),(42 66950.96),(43 65940.84),(44 65259.97),(45 64466.848),(46 64802.37),(47 65574.45),(48 66334.336),(49 64552.11),(50 64108.914),(51 62545.445),(52 62188.71),(53 61561.313),(54 60493.08),(55 60448.848),(56 60180.297),(57 60461.36),(58 59692.645),(59 59476.66),(60 59114.684),(61 58884.01),(62 60177.61),(63 59769.594),(64 60507.51),(65 61477.016),(66 62774.582),(67 63429.63),(68 65764.95),(69 66106.02),(70 66536.664),(71 65791.086),(72 64973.063),(73 64044.313),(74 64333.836),(75 64945.1),(76 64822.67),(77 64305.105),(78 62698.88),(79 62132.168),
(1 12911.115),(2 27805.016),(3 36832.227),(4 42255.36),(5 44891.58),(6 47348.715),(7 49818.53),(8 51710.547),(9 53380.15),(10 54855.27),(11 55639.89),(12 56862.813),(13 57590.605),(14 57852.25),(15 59164.37),(16 60473.258),(17 61527.277),(18 62888.688),(19 64019.934),(20 64623.55),(21 64812.633),(22 65898.11),(23 66444.57),(24 66602.83),(25 67267.75),(26 66983.26),(27 66758.98),(28 66256.95),(29 65826.336),(30 65192.258),(31 65162.7),(32 66034.94),(33 67020.8),(34 66803.59),(35 65653.83),(36 66223.41),(37 66054.83),(38 67908.95),(39 67726.09),(40 67185.37),(41 66615.36),(42 65772.84),(43 64493.07),(44 63650.945),(45 63156.688),(46 63552.58),(47 62934.207),(48 62905.75),(49 62311.848),(50 62174.973),(51 60803.668),(52 59486.535),(53 59301.94),(54 58520.996),(55 58008.492),(56 58126.668),(57 59058.41),(58 58514.99),(59 58579.793),(60 58351.414),(61 57404.523),(62 57642.414),(63 57091.55),(64 57581.055),(65 58332.973),(66 59181.504),(67 58832.176),(68 59725.58),(69 60275.082),(70 61351.742),(71 61314.504),(72 60698.215),(73 60671.465),(74 60387.316),(75 59575.246),(76 59206.01),(77 58321.605),(78 57443.29),(79 58080.215),
(1 12855.023),(2 27166.94),(3 35500.383),(4 40715.492),(5 43728.105),(6 46559.207),(7 49309.285),(8 51783.58),(9 52669.945),(10 52309.555),(11 51900.94),(12 52928.8),(13 54608.273),(14 56405.01),(15 57508.902),(16 57850.445),(17 59065.043),(18 60750.566),(19 61319.652),(20 61360.88),(21 61219.66),(22 60931.094),(23 60913.39),(24 61297.395),(25 62568.91),(26 62475.94),(27 61700.254),(28 60959.098),(29 60377.082),(30 59520.707),(31 59206.88),(32 60425.85),(33 60975.32),(34 62252.496),(35 62693.84),(36 63000.336),(37 62836.883),(38 63256.28),(39 62523.133),(40 62293.96),(41 62479.145),(42 62089.785),(43 61043.152),(44 59864.688),(45 59176.715),(46 58978.203),(47 58231.125),(48 57950.023),(49 56921.18),(50 56554.16),(51 55457.203),(52 55013.04),(53 54742.715),(54 54362.797),(55 54619.402),(56 54376.32),(57 54423.605),(58 53720.324),(59 54158.164),(60 54421.15),(61 53069.957),(62 54297.32),(63 53516.363),(64 53823.383),(65 54175.73),(66 54252.06),(67 54722.254),(68 55239.715),(69 55611.367),(70 55759.15),(71 56168.99),(72 55716.84),(73 56019.39),(74 56540.246),(75 56229.15),(76 56176.34),(77 55308.99),(78 54165.617),(79 54853.266),
(1 12906.74),(2 27430.121),(3 35991.223),(4 41412.63),(5 44673.48),(6 46694.004),(7 47739.33),(8 48985.313),(9 50207.793),(10 51151.223),(11 51954.8),(12 53190.703),(13 54915.957),(14 56655.285),(15 57732.434),(16 58304),(17 59236.44),(18 60689.004),(19 61188),(20 61038.297),(21 61610.11),(22 62390.594),(23 62045.074),(24 61845.508),(25 62328.61),(26 62325.844),(27 61871.7),(28 61447.066),(29 61838.832),(30 62151.8),(31 60953.777),(32 60896.438),(33 60318.523),(34 61059.01),(35 61024.67),(36 62238.336),(37 62016.04),(38 62222.188),(39 61476.504),(40 61563.195),(41 61359.496),(42 61484.67),(43 61396.207),(44 60847.76),(45 60760.17),(46 60563.27),(47 59277.793),(48 59015.56),(49 58398.61),(50 57824.54),(51 56096.21),(52 55760.523),(53 55718.973),(54 55402.855),(55 55722.73),(56 56596.594),(57 56965.2),(58 57021.38),(59 57265.914),(60 56576.367),(61 54878.96),(62 55516.633),(63 54744.996),(64 55364.01),(65 55809.168),(66 55978.59),(67 55303.848),(68 56430.69),(69 56227.438),(70 56777.164),(71 57060.715),(72 56394.637),(73 56115.48),(74 55561.113),(75 54783.54),(76 54814.227),(77 54114.914),(78 53364.574),(79 53936.805),
(1 12381.961),(2 26109.229),(3 34611.754),(4 40149.44),(5 42964.195),(6 45001.457),(7 47028.508),(8 49380.848),(9 52177.504),(10 53776.766),(11 54510.074),(12 55008.43),(13 55734.543),(14 55900.664),(15 56481.234),(16 56611.734),(17 57009.242),(18 59010.543),(19 60440.082),(20 61660.05),(21 62561.56),(22 63849.336),(23 64174.344),(24 63263.395),(25 62838.56),(26 62555.766),(27 62667.727),(28 62571.63),(29 62918.37),(30 62804.434),(31 62310.336),(32 62500.664),(33 62697.4),(34 62890.51),(35 62703.535),(36 63308.69),(37 63031),(38 64379.133),(39 63187.016),(40 62082.367),(41 62009.836),(42 62253.938),(43 61301.62),(44 60502.156),(45 60290.098),(46 59853.723),(47 59209.465),(48 59002.605),(49 57597.59),(50 57940.996),(51 57310.54),(52 57123.402),(53 56283.08),(54 55736.566),(55 55587.938),(56 56647.79),(57 57060.785),(58 56002.41),(59 56490.168),(60 56828.313),(61 55679.56),(62 57123.85),(63 56065.55),(64 56205.11),(65 55783.816),(66 56231.195),(67 56617.22),(68 58625.477),(69 58839.645),(70 58830.836),(71 58867.59),(72 57812.4),(73 57269.938),(74 57538.88),(75 57375.45),(76 57301.402),(77 55972.06),(78 53776.156),(79 53322.227),
(1 12146.871),(2 25346.625),(3 33315.402),(4 38833.7),(5 41563.016),(6 43942.81),(7 46169.53),(8 48222.39),(9 49359.48),(10 49744.887),(11 49687.348),(12 49764.094),(13 50537.625),(14 50787.47),(15 51753.97),(16 52364.582),(17 53304.582),(18 54348.438),(19 55172.563),(20 55977.496),(21 57523.027),(22 59585.99),(23 60123.66),(24 59429.105),(25 58443.02),(26 58069.62),(27 57949.637),(28 57735.49),(29 57932.047),(30 58308.734),(31 58684.516),(32 58686.094),(33 58037.465),(34 58432.03),(35 57943.957),(36 58377.105),(37 57889.074),(38 59092.734),(39 58157.8),(40 57224.09),(41 57583.734),(42 58327.156),(43 57246.723),(44 56660.22),(45 55992.625),(46 55783.543),(47 55508.58),(48 55109.3),(49 54245.69),(50 54437.875),(51 53701.99),(52 53298.582),(53 53079.363),(54 51669.266),(55 51956.137),(56 52761.543),(57 53234.656),(58 52448.387),(59 52099.418),(60 51969.473),(61 51658.832),(62 52995.813),(63 52328.113),(64 52720.234),(65 52520.72),(66 52786.62),(67 53909.547),(68 56150.61),(69 56225.715),(70 56140.605),(71 55989.863),(72 55338.95),(73 55329.31),(74 55010.22),(75 54795.684),(76 54645.703),(77 54092.574),(78 52466.145),(79 52202),
(1 12204.615),(2 25383.963),(3 33181.465),(4 37642.883),(5 40279.848),(6 42262.05),(7 43903.402),(8 45998.953),(9 47512.836),(10 48336.09),(11 48822.168),(12 49704.8),(13 50334.766),(14 50765.1),(15 52117.832),(16 52396.836),(17 53376.1),(18 54448.89),(19 55277.36),(20 55771.92),(21 57005.168),(22 57869.766),(23 57874.137),(24 57335.45),(25 56753.973),(26 56426.848),(27 56314.31),(28 56116.617),(29 56115.184),(30 56686.94),(31 57553.176),(32 57891.08),(33 57622.43),(34 57163.344),(35 56514.242),(36 56842.285),(37 56024.824),(38 56914.727),(39 56382.625),(40 54946.832),(41 55127.957),(42 55877.46),(43 55519.67),(44 54571.715),(45 53879.777),(46 54083.85),(47 53561.406),(48 52644.477),(49 51450.31),(50 51327.637),(51 50854.824),(52 50381.332),(53 50551.27),(54 50016.914),(55 49964.348),(56 50506.332),(57 51021.996),(58 50625.57),(59 50695.324),(60 50198.87),(61 48758.742),(62 49544.46),(63 49609.13),(64 49481.375),(65 49318.06),(66 49642.71),(67 50754.273),(68 53184.793),(69 53650.71),(70 53802.496),(71 53974.656),(72 53223.566),(73 52681.496),(74 52826.637),(75 52583.832),(76 52024.453),(77 51821.438),(78 50331.703),(79 50796.28),
(1 11666.648),(2 23756.297),(3 30560.102),(4 36435.133),(5 39515.793),(6 41782.33),(7 43550.188),(8 45778.375),(9 47022.176),(10 47048.9),(11 47556.86),(12 48315.914),(13 49834.973),(14 50671.625),(15 52259.332),(16 53166.633),(17 54767.742),(18 57041.336),(19 57673.86),(20 57599.223),(21 57297.734),(22 58228.785),(23 58962.438),(24 58279.477),(25 58302.03),(26 58153.563),(27 58517.203),(28 58308.387),(29 58108.387),(30 58715.33),(31 59397.09),(32 59952.652),(33 59410.734),(34 59328.844),(35 59101.777),(36 59722.242),(37 58276.063),(38 59502.164),(39 58565.496),(40 57248.164),(41 57380.203),(42 58073.75),(43 56868.082),(44 56066.793),(45 56047.332),(46 55801.223),(47 54779.67),(48 54911.637),(49 53758.566),(50 53647.03),(51 52775.49),(52 52606.766),(53 51375),(54 50014.9),(55 50190.613),(56 50010.69),(57 49918.17),(58 49878.246),(59 50281.164),(60 50247.59),(61 49946.3),(62 51625.12),(63 51107.914),(64 51145.797),(65 50751.855),(66 51124.99),(67 51290.88),(68 53365.69),(69 54179.637),(70 54704.85),(71 54629.004),(72 53853.1),(73 52704.938),(74 52922.15),(75 53158.176),(76 52638.438),(77 52274.16),(78 50344.668),(79 50225.047),
