1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 885781.7),(2 3376125),(3 7033898.5),(4 11461833),(5 16633061),(6 22878466),(7 29834240),(8 37113264),(9 44138610),(10 51326132),(11 58722336),(12 66049548),(13 73199096),(14 79767770),(15 86124424),(16 92250936),(17 98440060),(18 104214696),(19 109146530),(20 112969736),(21 115969384),(22 118584280),(23 121311300),(24 124713220),(25 129013220),(26 133179384),(27 137244720),(28 141033920),(29 144344770),(30 146759520),(31 148857150),(32 150299760),(33 150911950),(34 150468530),(35 148883700),(36 146703500),(37 143953490),(38 140859500),(39 137869840),(40 135391500),(41 133603130),(42 132581224),(43 131955580),(44 131621656),(45 131691240),(46 131949336),(47 132590810),(48 133794280),(49 135799700),(50 138435340),(51 141628800),(52 144179250),(53 146647280),(54 148835840),(55 150895600),(56 152570160),(57 154746030),(58 157625380),(59 160709460),(60 164109580),(61 168033340),(62 172499570),(63 176714050),(64 180175980),(65 183228850),(66 186170830),(67 189089170),(68 191440690),(69 193839660),(70 195752300),(71 197928620),(72 200025780),(73 202347340),(74 204269520),(75 206274480),(76 209014700),(77 212354610),(78 215872770),(79 218814740),
(1 739495.1),(2 2721055.8),(3 5526536.5),(4 8853743),(5 12391339),(6 15859176),(7 19048468),(8 21700234),(9 23621212),(10 24813812),(11 25337982),(12 25452594),(13 25353840),(14 25116300),(15 24944820),(16 24792754),(17 24645282),(18 24471824),(19 24303760),(20 24207308),(21 24175628),(22 24154036),(23 24011612),(24 23702686),(25 23415006),(26 23095724),(27 22686154),(28 22349832),(29 22097172),(30 21739904),(31 21313692),(32 20952640),(33 20782724),(34 20671130),(35 20653630),(36 20730590),(37 20885812),(38 21141534),(39 21421658),(40 21743714),(41 22051164),(42 22301796),(43 22497644),(44 22728744),(45 23211138),(46 23999774),(47 24939364),(48 25714174),(49 26273090),(50 26456486),(51 26187696),(52 25904512),(53 25502302),(54 24980552),(55 24479134),(56 24082318),(57 23891468),(58 23905288),(59 24058562),(60 24292160),(61 24461360),(62 24729066),(63 25110458),(64 25510690),(65 25988848),(66 26466738),(67 26778504),(68 26946032),(69 27022336),(70 27113906),(71 27348286),(72 27518364),(73 27425400),(74 27143728),(75 26761814),(76 26498416),(77 26242432),(78 26026162),(79 25820244),
(1 656067.94),(2 2336710.3),(3 4546337.5),(4 6945936),(5 9297747),(6 11381077),(7 13116285),(8 14527740),(9 15595883),(10 16262299),(11 16647416),(12 16797586),(13 16852822),(14 16903506),(15 17021078),(16 17141646),(17 17226338),(18 17297942),(19 17304770),(20 17311110),(21 17287206),(22 17305970),(23 17357674),(24 17371126),(25 17299194),(26 17205918),(27 16998322),(28 16783238),(29 16660909),(30 16433265),(31 16285187),(32 16253400),(33 16301680),(34 16426523),(35 16607555),(36 16823354),(37 17009566),(38 17273152),(39 17594902),(40 17907290),(41 18175274),(42 18329878),(43 18246102),(44 17839792),(45 17220542),(46 16546711),(47 16007332),(48 15625883),(49 15449103),(50 15387256),(51 15446859),(52 15726235),(53 16149928),(54 16728040),(55 17249696),(56 17789182),(57 18334318),(58 18716586),(59 18986182),(60 19140432),(61 19225362),(62 19220608),(63 19077716),(64 18786902),(65 18326198),(66 17828262),(67 17442360),(68 17159622),(69 17023792),(70 17059446),(71 17360636),(72 17691810),(73 17975672),(74 18302302),(75 18614202),(76 18837122),(77 18846622),(78 18868150),(79 18901068),
(1 669346.7),(2 2361955),(3 4568442),(4 6880993.5),(5 9039004),(6 10969325),(7 12588106),(8 13776433),(9 14625937),(10 15112858),(11 15269887),(12 15078531),(13 14729562),(14 14392666),(15 14157499),(16 14042834),(17 13962138),(18 13931483),(19 14010332),(20 14197234),(21 14557169),(22 15046579),(23 15646024),(24 16245711),(25 16660378),(26 16855742),(27 16861318),(28 16635204),(29 16253530),(30 15773404),(31 15356520),(32 14967930),(33 14785530),(34 14795238),(35 14876552),(36 14999208),(37 15260778),(38 15584488),(39 15781670),(40 15833206),(41 15800090),(42 15693966),(43 15583639),(44 15410175),(45 15130307),(46 14909944),(47 14825917),(48 14692641),(49 14474929),(50 14208156),(51 13996877),(52 13893786),(53 14123479),(54 14463437),(55 14761628),(56 14961208),(57 15120161),(58 15284549),(59 15548456),(60 15848748),(61 16168957),(62 16461891),(63 16655672),(64 16800236),(65 16886482),(66 16791606),(67 16513651),(68 16194742),(69 15825185),(70 15444442),(71 15008649),(72 14582427),(73 14233615),(74 13948979),(75 13703237),(76 13527316),(77 13598034),(78 14058316),(79 14739732),
(1 649959.8),(2 2220270.3),(3 4201179.5),(4 6259774),(5 8190400),(6 9837713),(7 11222208),(8 12372822),(9 13131287),(10 13522163),(11 13685133),(12 13712202),(13 13739425),(14 13785804),(15 13909064),(16 14034144),(17 14102650),(18 14035699),(19 13911200),(20 13750408),(21 13609356),(22 13514248),(23 13527311),(24 13684230),(25 13811525),(26 13976175),(27 14267886),(28 14587608),(29 14832490),(30 15058696),(31 15330369),(32 15500864),(33 15602410),(34 15451172),(35 15091258),(36 14628052),(37 14304426),(38 14088435),(39 13834966),(40 13584412),(41 13362738),(42 13265503),(43 13275652),(44 13231297),(45 13116548),(46 13150237),(47 13242670),(48 13368179),(49 13489889),(50 13535718),(51 13560591),(52 13600512),(53 13651395),(54 13630662),(55 13523680),(56 13374700),(57 13146387),(58 12988796),(59 12975453),(60 13057942),(61 13103156),(62 13196027),(63 13240225),(64 13119969),(65 12844001),(66 12621158),(67 12394660),(68 12109915),(69 11875191),(70 11904822),(71 12160104),(72 12499357),(73 12756028),(74 12911511),(75 12948660),(76 12981527),(77 13189546),(78 13494647),(79 13595877),
(1 627277.44),(2 2182554.5),(3 4229096.5),(4 6391418),(5 8364943.5),(6 9959237),(7 11043759),(8 11686528),(9 12070223),(10 12309823),(11 12338581),(12 12291963),(13 12321368),(14 12381954),(15 12407148),(16 12462125),(17 12446559),(18 12362892),(19 12259354),(20 12161000),(21 12139442),(22 12132954),(23 12176288),(24 12254644),(25 12334879),(26 12363545),(27 12323236),(28 12346503),(29 12482560),(30 12733333),(31 12984241),(32 13238105),(33 13501856),(34 13665614),(35 13721496),(36 13837020),(37 14094356),(38 14224440),(39 14201899),(40 14026270),(41 13793645),(42 13616590),(43 13582528),(44 13550734),(45 13467545),(46 13473086),(47 13684116),(48 13963733),(49 14112633),(50 14032303),(51 13872619),(52 13653231),(53 13420708),(54 13196053),(55 13074330),(56 13035422),(57 13121076),(58 13255121),(59 13419212),(60 13603067),(61 13676148),(62 13589426),(63 13290905),(64 12952254),(65 12701287),(66 12587273),(67 12568433),(68 12588750),(69 12700845),(70 12967635),(71 13350715),(72 13694649),(73 14027780),(74 14108834),(75 13941691),(76 13695087),(77 13545228),(78 13494702),(79 13361556),
(1 585433.7),(2 2018725.5),(3 3813455.5),(4 5569991.5),(5 7026583),(6 8074143.5),(7 8791348),(8 9228963),(9 9462084),(10 9545929),(11 9453804),(12 9252316),(13 8972542),(14 8743623),(15 8742596),(16 8851900),(17 8922330),(18 8934091),(19 8965805),(20 9031191),(21 9165487),(22 9332852),(23 9590732),(24 9917938),(25 10199791),(26 10413460),(27 10556297),(28 10570859),(29 10481085),(30 10394097),(31 10343151),(32 10426192),(33 10567675),(34 10659552),(35 10716828),(36 10805139),(37 10849220),(38 10750806),(39 10600086),(40 10487765),(41 10444795),(42 10403994),(43 10341196),(44 10334479),(45 10495599),(46 10735842),(47 10912535),(48 11030735),(49 11113900),(50 11116407),(51 11018773),(52 10832809),(53 10580548),(54 10350174),(55 10206772),(56 10055664),(57 9842894),(58 9633530),(59 9520268),(60 9585481),(61 9695158),(62 9824655),(63 10010206),(64 10182741),(65 10289564),(66 10315361),(67 10302833),(68 10305412),(69 10295260),(70 10253985),(71 10315911),(72 10461535),(73 10563090),(74 10608907),(75 10582752),(76 10459036),(77 10274054),(78 10182970),(79 10149483),
(1 615488.75),(2 2096349.8),(3 3910105),(4 5632731),(5 7087787.5),(6 8258737.5),(7 9139609),(8 9733905),(9 10161679),(10 10470038),(11 10583567),(12 10640326),(13 10526085),(14 10208888),(15 9905996),(16 9690758),(17 9464662),(18 9222417),(19 8982317),(20 8795968),(21 8691758),(22 8622019),(23 8570689),(24 8538186),(25 8538285),(26 8658851),(27 8762114),(28 8868926),(29 8950792),(30 8903717),(31 8723542),(32 8469205),(33 8231764),(34 8033292),(35 7853445),(36 7677901),(37 7499765.5),(38 7374033.5),(39 7458758),(40 7760137),(41 8207855.5),(42 8624122),(43 9001371),(44 9280388),(45 9419425),(46 9453037),(47 9388635),(48 9300570),(49 9249534),(50 9257025),(51 9297145),(52 9332539),(53 9323055),(54 9251553),(55 9058514),(56 8818387),(57 8613915),(58 8539511),(59 8606507),(60 8859685),(61 9155422),(62 9313922),(63 9351935),(64 9288198),(65 9199072),(66 9107525),(67 9054195),(68 8996513),(69 8980184),(70 8958473),(71 8888470),(72 8889349),(73 8850397),(74 8751261),(75 8663674),(76 8717110),(77 8815043),(78 8820166),(79 8809420),
(1 515356.6),(2 1753019.6),(3 3285160.3),(4 4765333.5),(5 5941939.5),(6 6808202.5),(7 7405917.5),(8 7859552),(9 8208745.5),(10 8402541),(11 8504510),(12 8628826),(13 8763007),(14 8850497),(15 8796273),(16 8663763),(17 8491571),(18 8292498.5),(19 8089272),(20 7927296),(21 7824614),(22 7765182),(23 7684465.5),(24 7591079.5),(25 7502585.5),(26 7448767.5),(27 7335084.5),(28 7231456),(29 7248477),(30 7392474),(31 7555107),(32 7753381.5),(33 7872526.5),(34 7904893),(35 7772601.5),(36 7586772.5),(37 7462938.5),(38 7473774.5),(39 7596733),(40 7791117.5),(41 7950312.5),(42 8064175.5),(43 8050022.5),(44 8016904),(45 8018858.5),(46 8015476.5),(47 7971703),(48 7961584.5),(49 8032668.5),(50 8123672),(51 8155041),(52 8120009.5),(53 7932503.5),(54 7717999),(55 7472782),(56 7191092),(57 6982585),(58 6857105),(59 6776963),(60 6773146),(61 6856181.5),(62 7023689.5),(63 7195467),(64 7424301.5),(65 7719848.5),(66 8061973.5),(67 8375824.5),(68 8624712),(69 8694897),(70 8561354),(71 8348747.5),(72 8138198.5),(73 7991380),(74 7911805),(75 7892209.5),(76 7970006.5),(77 7991506.5),(78 7953919.5),(79 7957671),
(1 586889.5),(2 1986735.6),(3 3626099.5),(4 5123505),(5 6224828),(6 6851208),(7 7051367),(8 7066939.5),(9 7032400.5),(10 7021366.5),(11 7015711.5),(12 7009442.5),(13 7068387.5),(14 7280266.5),(15 7543425.5),(16 7811162),(17 7967681),(18 7946090),(19 7726782.5),(20 7418817),(21 7066435),(22 6761682),(23 6634485),(24 6760045.5),(25 6976969),(26 7126385),(27 7170143),(28 7158165),(29 7069110),(30 6902781),(31 6787864),(32 6726817.5),(33 6740090.5),(34 6744777),(35 6736640),(36 6772385),(37 6878490),(38 6995457),(39 7039737),(40 7091108),(41 7178784),(42 7330443.5),(43 7533945),(44 7794964),(45 7951259),(46 7930763),(47 7803150),(48 7661167),(49 7607150),(50 7607656.5),(51 7497392),(52 7404463),(53 7415908),(54 7501506),(55 7593253.5),(56 7670503),(57 7837241),(58 8093414.5),(59 8170597),(60 7967543),(61 7657489),(62 7458661),(63 7333965),(64 7300191.5),(65 7373277),(66 7459881.5),(67 7453811),(68 7435371),(69 7406465),(70 7398644),(71 7356987),(72 7304214),(73 7222624),(74 7124698),(75 6995092.5),(76 6915436),(77 6842196),(78 6672981),(79 6543256.5),
(1 539779.1),(2 1807850.4),(3 3249620),(4 4513826.5),(5 5433193.5),(6 5944808),(7 6103229.5),(8 6011699),(9 5840394),(10 5771325.5),(11 5807497.5),(12 5853317.5),(13 5891054.5),(14 6011909),(15 6183096),(16 6272407),(17 6274355),(18 6274317),(19 6200887),(20 6072599.5),(21 5955127.5),(22 5882103),(23 5866020.5),(24 5882927),(25 5900654.5),(26 5937918.5),(27 5988891.5),(28 6055120.5),(29 6145731),(30 6232156.5),(31 6186425),(32 6032583.5),(33 5933434),(34 5893859),(35 5941133.5),(36 6032596),(37 6143722.5),(38 6329310.5),(39 6567182),(40 6813023.5),(41 7021386),(42 7184442),(43 7320416),(44 7355945.5),(45 7267534),(46 7107843.5),(47 6990731),(48 6855078),(49 6749920),(50 6704524.5),(51 6715988),(52 6827009),(53 6876687.5),(54 6936638.5),(55 7074395),(56 7196960),(57 7349221),(58 7435954),(59 7430118),(60 7375389.5),(61 7268494),(62 7163536.5),(63 7101006),(64 7031500),(65 6966368),(66 6887602),(67 6789723.5),(68 6723796),(69 6677315),(70 6658099.5),(71 6639969.5),(72 6612660.5),(73 6535649.5),(74 6364447),(75 6249232.5),(76 6214119),(77 6209400),(78 6237083.5),(79 6298254.5),
(1 602064.75),(2 2007623.5),(3 3576603.8),(4 4857974),(5 5665935.5),(6 6050623),(7 6136745),(8 6058884.5),(9 5959290.5),(10 5983791.5),(11 6018401),(12 5962070.5),(13 5923550.5),(14 5857199.5),(15 5778865),(16 5675802.5),(17 5607005),(18 5642914),(19 5728854.5),(20 5832095.5),(21 5930852),(22 5977828),(23 5956690.5),(24 5848712.5),(25 5737996),(26 5697080.5),(27 5707968),(28 5719555.5),(29 5768226),(30 5851408.5),(31 5928561),(32 5977051),(33 6036824.5),(34 6052647),(35 5990024),(36 5892581.5),(37 5801120.5),(38 5818744.5),(39 5932690.5),(40 6136034),(41 6342255),(42 6465597.5),(43 6481718),(44 6398715),(45 6210539),(46 6012111.5),(47 5870714.5),(48 5835943.5),(49 5880824),(50 5939744),(51 5970965),(52 5966079.5),(53 5902331.5),(54 5776056.5),(55 5671397.5),(56 5613604.5),(57 5590165),(58 5616141.5),(59 5699008),(60 5821425),(61 6003982.5),(62 6172580.5),(63 6294583),(64 6405037),(65 6498527),(66 6570713),(67 6533205),(68 6464465.5),(69 6434267.5),(70 6378707),(71 6318469),(72 6269394.5),(73 6196496.5),(74 6086088.5),(75 5982046),(76 5915853),(77 5881215),(78 5892892.5),(79 5845696),
(1 580746.5),(2 1911101.5),(3 3322739.5),(4 4389143),(5 4991349.5),(6 5244553.5),(7 5261613),(8 5176867),(9 5085706),(10 5006313.5),(11 5002350.5),(12 5005319.5),(13 5043589.5),(14 5015370),(15 4904838),(16 4713724.5),(17 4527290),(18 4442357),(19 4460499.5),(20 4557795.5),(21 4668211.5),(22 4701006),(23 4649908),(24 4620780),(25 4663047),(26 4717850),(27 4728632),(28 4726705),(29 4714278),(30 4638541.5),(31 4580065),(32 4573564),(33 4607433.5),(34 4694692.5),(35 4757505.5),(36 4752834.5),(37 4701440),(38 4614992.5),(39 4526695),(40 4518039),(41 4551466),(42 4641122.5),(43 4792516),(44 4938992),(45 5023808),(46 4990509),(47 4952284.5),(48 4981179.5),(49 5003283),(50 5059150),(51 5103484.5),(52 5102874.5),(53 5091891.5),(54 5121648.5),(55 5123662.5),(56 5116638),(57 5000461.5),(58 4848469.5),(59 4712617),(60 4662896.5),(61 4687368),(62 4761517),(63 4890725),(64 5010040.5),(65 5112974.5),(66 5165945.5),(67 5135426.5),(68 5065169),(69 4988846),(70 5002209),(71 5038249),(72 5037295.5),(73 4980091.5),(74 4871444.5),(75 4795104.5),(76 4851586),(77 4923075),(78 4986922),(79 5053141.5),
(1 497291.03),(2 1629461.8),(3 2861300),(4 3863220),(5 4484735.5),(6 4766439.5),(7 4869060.5),(8 4930142),(9 4934334.5),(10 4890922),(11 4862662.5),(12 4823369.5),(13 4748405.5),(14 4727360.5),(15 4775496),(16 4812372),(17 4777316.5),(18 4665405),(19 4590645.5),(20 4568124),(21 4545455),(22 4495998.5),(23 4468324),(24 4512801.5),(25 4575001.5),(26 4517655.5),(27 4419421.5),(28 4359855),(29 4362323.5),(30 4420406),(31 4479112),(32 4538044.5),(33 4569836),(34 4486062),(35 4342971),(36 4242952),(37 4194249.8),(38 4205278.5),(39 4321294),(40 4440742),(41 4550385),(42 4662256.5),(43 4738929),(44 4758387.5),(45 4735611),(46 4615100.5),(47 4421231),(48 4265502),(49 4149542.8),(50 4074190.5),(51 4050509),(52 4092986),(53 4148450.3),(54 4205224),(55 4215004.5),(56 4282404),(57 4391385),(58 4502047),(59 4607788.5),(60 4720179.5),(61 4865961),(62 4963203.5),(63 4922958),(64 4805657.5),(65 4682367.5),(66 4659170.5),(67 4675800),(68 4642462),(69 4588055),(70 4612768.5),(71 4637264.5),(72 4641171),(73 4669935),(74 4700882.5),(75 4736972.5),(76 4713832),(77 4632440.5),(78 4555774),(79 4529167.5),
(1 450736.53),(2 1454947.5),(3 2536617),(4 3357812.5),(5 3814833.5),(6 3927995.5),(7 3776689.5),(8 3604731.5),(9 3549383.5),(10 3626206.5),(11 3755153),(12 3911948),(13 4055307.8),(14 4101683.5),(15 4068828.5),(16 4026445.5),(17 4032218),(18 4076975.8),(19 4179899),(20 4266622),(21 4324697),(22 4296451.5),(23 4245376),(24 4151643.8),(25 3968313),(26 3821055.8),(27 3816311.5),(28 3946992.8),(29 4081368.3),(30 4133918.5),(31 4136859),(32 4103244.5),(33 4031184),(34 3927212.8),(35 3883418.8),(36 3919868.5),(37 4034690.3),(38 4207357.5),(39 4318079.5),(40 4312224.5),(41 4264354.5),(42 4235357),(43 4283028),(44 4343792),(45 4371086),(46 4312457),(47 4223848),(48 4118744.3),(49 3993120),(50 3910795.5),(51 3928319.8),(52 3960704.8),(53 4040646.8),(54 4140189.3),(55 4165631.8),(56 4170552.5),(57 4174945.5),(58 4152309.3),(59 4155505),(60 4159695.8),(61 4078175.8),(62 4013770),(63 3962373),(64 3916561.8),(65 3841802),(66 3785012.5),(67 3721535),(68 3650423.5),(69 3595599.3),(70 3595077.8),(71 3625114),(72 3669004.5),(73 3714954),(74 3783371),(75 3831799.8),(76 3837393),(77 3848765.8),(78 3791507.3),(79 3731802),
(1 455361.44),(2 1425339.5),(3 2395837.8),(4 3121607),(5 3539579.8),(6 3699341.5),(7 3640608.3),(8 3505947),(9 3389423),(10 3357198.3),(11 3419296),(12 3512906.8),(13 3572887.5),(14 3595931),(15 3574831),(16 3542959.8),(17 3527082.8),(18 3533718.8),(19 3536796.5),(20 3541033.3),(21 3549803.8),(22 3532426),(23 3524708.3),(24 3495005.3),(25 3434187.5),(26 3366265),(27 3348330.3),(28 3383021.8),(29 3475304.5),(30 3535509.3),(31 3505285.8),(32 3487200),(33 3460435.5),(34 3457178.8),(35 3507719.8),(36 3580615.5),(37 3600737.5),(38 3630865.5),(39 3677754.3),(40 3688711),(41 3642599),(42 3590605.5),(43 3564578.3),(44 3571399),(45 3638901.8),(46 3712859),(47 3744197.3),(48 3749639.5),(49 3759478),(50 3779972.5),(51 3802757.3),(52 3770297.5),(53 3772476.5),(54 3809605.3),(55 3786976.8),(56 3723827.3),(57 3671169.5),(58 3681743.8),(59 3743437.5),(60 3754108.5),(61 3745222.5),(62 3729541.8),(63 3666552.3),(64 3579671.5),(65 3506198.8),(66 3474332.5),(67 3432420.3),(68 3421729),(69 3470661),(70 3501500.5),(71 3495414.8),(72 3479570.8),(73 3543721.5),(74 3566410.3),(75 3507865),(76 3470221.8),(77 3464049),(78 3472076.5),(79 3425499.8),
(1 413223.16),(2 1292582.6),(3 2186103.3),(4 2817246),(5 3159874.8),(6 3317408.8),(7 3380915),(8 3449955),(9 3494060.5),(10 3547014),(11 3564525.8),(12 3511172.5),(13 3366500.3),(14 3187062.3),(15 3059584.5),(16 3003644.5),(17 2989437.8),(18 2999072.8),(19 3040027.3),(20 3086597.3),(21 3119845),(22 3156200.8),(23 3205201.5),(24 3202387),(25 3158310),(26 3085738.3),(27 3042949.5),(28 3020547.8),(29 3006229.8),(30 2986823.3),(31 2924057.3),(32 2888178.8),(33 2873967.5),(34 2903167),(35 2952296.5),(36 2992882.8),(37 2997379.5),(38 2972921.5),(39 2948265.3),(40 2944039.8),(41 2924258.5),(42 2933202.3),(43 2941869),(44 2925918.3),(45 2911239.5),(46 2948890.3),(47 3027816.5),(48 3033612.3),(49 2993663.8),(50 2937413),(51 2942026.3),(52 2943483),(53 2914475.5),(54 2902096.8),(55 2862574.8),(56 2810654),(57 2734577.5),(58 2675587),(59 2640309),(60 2641736.5),(61 2693460.5),(62 2774151.5),(63 2852973.3),(64 2954508.3),(65 3083987.8),(66 3211337.5),(67 3298975.5),(68 3341143.5),(69 3356285.8),(70 3309390.5),(71 3249018),(72 3174221.3),(73 3151040),(74 3193662.8),(75 3259382),(76 3339203.8),(77 3403728.8),(78 3436125),(79 3401106),
(1 407024.97),(2 1240808.5),(3 1996826.9),(4 2462719.3),(5 2646304.8),(6 2635676),(7 2556613.8),(8 2476988),(9 2456888.5),(10 2492678.8),(11 2532012),(12 2569264.5),(13 2584706.8),(14 2599091.3),(15 2643286.5),(16 2717286.8),(17 2788428.5),(18 2828635),(19 2804187),(20 2743209.5),(21 2700122),(22 2705356.5),(23 2683669.8),(24 2606415),(25 2535507.5),(26 2488764.3),(27 2509663.8),(28 2558242.5),(29 2569646.3),(30 2550940.3),(31 2550023),(32 2534491.8),(33 2518370.5),(34 2542561),(35 2571111),(36 2569196),(37 2563723.5),(38 2545705.3),(39 2526775),(40 2473842.5),(41 2378253.3),(42 2327047.8),(43 2325983.3),(44 2354012.3),(45 2428143),(46 2507935.3),(47 2588539),(48 2595093.8),(49 2551098.3),(50 2511954.3),(51 2491030),(52 2508915.8),(53 2521241),(54 2500664.5),(55 2473348.5),(56 2458109.8),(57 2480851.3),(58 2560865.8),(59 2606630.5),(60 2650368),(61 2687218.3),(62 2693204.3),(63 2659057),(64 2587465.5),(65 2560576.3),(66 2542506.8),(67 2563588),(68 2591835.5),(69 2628843.8),(70 2610824.8),(71 2597721.5),(72 2608981.3),(73 2646334),(74 2655518.3),(75 2637491.3),(76 2616250.3),(77 2548942.5),(78 2479508.5),(79 2415824.3),
(1 387963.97),(2 1185021.6),(3 1903735.3),(4 2336706.5),(5 2528016.5),(6 2550743.3),(7 2506375),(8 2484581.8),(9 2470167.8),(10 2455358.5),(11 2480203.5),(12 2532003),(13 2572269.3),(14 2603581.3),(15 2589642.3),(16 2580775),(17 2565597),(18 2580895.8),(19 2589545.8),(20 2552848),(21 2519830.8),(22 2520380.8),(23 2512038.5),(24 2448632.8),(25 2387224.8),(26 2334292.3),(27 2320684.8),(28 2318055.3),(29 2324986.3),(30 2350268),(31 2431266.3),(32 2533367.3),(33 2602967.8),(34 2615950.5),(35 2606011.5),(36 2600092.5),(37 2613165.8),(38 2619651.3),(39 2609635.3),(40 2555982),(41 2487656.8),(42 2457521.5),(43 2497308),(44 2562348),(45 2611616.8),(46 2634487.8),(47 2619883.5),(48 2581986.3),(49 2523917.3),(50 2502981.3),(51 2453652.8),(52 2356285.3),(53 2276355.3),(54 2225011.3),(55 2198481.3),(56 2212314.8),(57 2235850.3),(58 2263225.5),(59 2326010.3),(60 2382741.8),(61 2427981.3),(62 2476684.5),(63 2498207.3),(64 2517368.8),(65 2538037.8),(66 2533466.3),(67 2528823.3),(68 2549753.5),(69 2587550),(70 2642148.5),(71 2636570.8),(72 2601009),(73 2557502.3),(74 2495016.5),(75 2452868.3),(76 2458518),(77 2428463),(78 2368457.5),(79 2271419),
