1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80680.02),(2 265613.1),(3 559391.7),(4 934469.8),(5 1363246.6),(6 1809229),(7 2326638.3),(8 2906831),(9 3529492.8),(10 4262826.5),(11 5058085.5),(12 5869247.5),(13 6731688.5),(14 7633114.5),(15 8377838.5),(16 9209313),(17 10085229),(18 10970784),(19 11864137),(20 12781965),(21 13636429),(22 14487453),(23 15313467),(24 16021315),(25 16768757),(26 17550296),(27 18231382),(28 18911842),(29 19577758),(30 20119554),(31 20565690),(32 20986218),(33 21352976),(34 21750172),(35 22188162),(36 22702464),(37 23298962),(38 23973454),(39 24616542),(40 25236736),(41 25883230),(42 26492376),(43 27137986),(44 27857568),(45 28681472),(46 29575734),(47 30396304),(48 31210730),(49 31895128),(50 32404330),(51 32894294),(52 33421666),(53 33964932),(54 34504944),(55 35024732),(56 35488216),(57 36114340),(58 36916148),(59 37719460),(60 38556984),(61 39498970),(62 40478670),(63 41568170),(64 42684340),(65 43819836),(66 44973588),(67 46140692),(68 47346124),(69 48530836),(70 49883572),(71 51203612),(72 52598336),(73 54012110),(74 55450720),(75 56882988),(76 58390944),(77 60098196),(78 61861250),(79 63384110),
(1 73.48676),(2 90.951546),(3 100.11472),(4 105.61541),(5 110.51516),(6 115.311264),(7 117.1004),(8 119.759125),(9 121.554),(10 123.23623),(11 124.843376),(12 128.74052),(13 129.14796),(14 131.42526),(15 133.66075),(16 132.69109),(17 134.2052),(18 134.48927),(19 136.69595),(20 138.29811),(21 140.09586),(22 140.31029),(23 141.06981),(24 141.11383),(25 141.83589),(26 141.17508),(27 141.6843),(28 143.84975),(29 144.4227),(30 144.12865),(31 145.68239),(32 145.99947),(33 147.36482),(34 147.46446),(35 146.72348),(36 149.73083),(37 150.15065),(38 150.88107),(39 151.03531),(40 151.19844),(41 152.55975),(42 153.0082),(43 153.55405),(44 154.22404),(45 154.5655),(46 154.59998),(47 152.58157),(48 154.14197),(49 155.34328),(50 153.75357),(51 153.07503),(52 153.91797),(53 153.95891),(54 153.85522),(55 153.11081),(56 154.29915),(57 155.14424),(58 156.33112),(59 157.83519),(60 158.19324),(61 158.74843),(62 157.99113),(63 159.52586),(64 160.0067),(65 159.36198),(66 159.59886),(67 159.67679),(68 161.16191),(69 162.12852),(70 162.8083),(71 165.49512),(72 165.35385),(73 165.86314),(74 166.40561),(75 167.66347),(76 168.42442),(77 169.1219),(78 170.5938),(79 168.52864),
(1 72.143135),(2 88.536736),(3 99.60349),(4 105.44199),(5 111.0585),(6 114.25712),(7 117.8243),(8 119.17527),(9 121.95028),(10 124.06433),(11 126.52141),(12 129.731),(13 129.57426),(14 131.98045),(15 134.1243),(16 135.74496),(17 137.39015),(18 140.1779),(19 142.15599),(20 143.14421),(21 143.92451),(22 144.37488),(23 145.42636),(24 144.1549),(25 146.8178),(26 147.44524),(27 148.90752),(28 151.20271),(29 152.18925),(30 152.43796),(31 152.66258),(32 152.03055),(33 154.68137),(34 153.3663),(35 152.42401),(36 153.09264),(37 153.25436),(38 152.53613),(39 152.31593),(40 150.66357),(41 151.46893),(42 151.47505),(43 151.57251),(44 153.12065),(45 153.28658),(46 152.18263),(47 151.26552),(48 151.90808),(49 152.65495),(50 152.10345),(51 153.40143),(52 153.1101),(53 152.71936),(54 153.37639),(55 153.35452),(56 154.8808),(57 155.47049),(58 157.10484),(59 155.95415),(60 156.33472),(61 156.1995),(62 156.09056),(63 157.34238),(64 156.87407),(65 155.2493),(66 154.36467),(67 154.59491),(68 155.85693),(69 155.6853),(70 156.53778),(71 158.40427),(72 157.75864),(73 157.84274),(74 158.79356),(75 161.1194),(76 160.6514),(77 159.74277),(78 162.66011),(79 164.61562),
(1 70.40004),(2 87.945335),(3 97.93607),(4 105.484795),(5 110.61275),(6 113.94144),(7 116.10244),(8 117.299805),(9 119.95706),(10 120.85951),(11 123.91723),(12 126.12823),(13 126.53912),(14 129.933),(15 131.34163),(16 132.73819),(17 134.89613),(18 137.19644),(19 138.86736),(20 140.48412),(21 142.17381),(22 141.88615),(23 140.18353),(24 141.01192),(25 140.62227),(26 140.85023),(27 141.10884),(28 141.32324),(29 142.19179),(30 142.41748),(31 141.23259),(32 141.54883),(33 142.6117),(34 141.78636),(35 140.85994),(36 141.57973),(37 141.86954),(38 142.16759),(39 143.69806),(40 143.34218),(41 142.61987),(42 141.46523),(43 140.99536),(44 143.56726),(45 144.16017),(46 145.09576),(47 145.79492),(48 148.00797),(49 148.34355),(50 148.11649),(51 149.08679),(52 149.44653),(53 149.6375),(54 149.06879),(55 149.55563),(56 152.27074),(57 153.164),(58 153.95662),(59 153.5094),(60 151.49474),(61 152.65225),(62 151.69772),(63 153.1767),(64 152.2549),(65 151.54921),(66 152.67863),(67 152.04494),(68 152.58759),(69 151.99098),(70 152.01546),(71 153.96277),(72 154.56303),(73 157.8506),(74 157.60168),(75 156.39522),(76 156.95813),(77 157.11354),(78 158.95053),(79 158.58888),
(1 69.90462),(2 86.22675),(3 96.31824),(4 102.701),(5 108.494835),(6 110.84456),(7 113.34074),(8 114.866486),(9 118.49077),(10 118.51908),(11 120.400185),(12 121.36755),(13 124.12515),(14 126.98528),(15 129.54538),(16 129.60437),(17 131.76184),(18 133.16255),(19 134.15631),(20 135.50017),(21 137.06018),(22 137.8081),(23 138.35905),(24 140.15501),(25 140.79057),(26 139.6784),(27 142.7434),(28 142.08739),(29 141.49579),(30 141.5024),(31 142.16945),(32 143.59),(33 145.63939),(34 147.59966),(35 146.97136),(36 146.56775),(37 146.18646),(38 145.70149),(39 146.66663),(40 145.20047),(41 144.27588),(42 144.56612),(43 144.7349),(44 144.93903),(45 144.14221),(46 143.11409),(47 143.71465),(48 144.51085),(49 144.06615),(50 143.93819),(51 144.23935),(52 145.14946),(53 145.32129),(54 145.79158),(55 148.06534),(56 148.96246),(57 149.8463),(58 150.97215),(59 151.38037),(60 152.38414),(61 151.5616),(62 153.1593),(63 156.37283),(64 155.98828),(65 156.91457),(66 156.76073),(67 154.83539),(68 157.37389),(69 158.67659),(70 158.64293),(71 158.63457),(72 158.46077),(73 160.89072),(74 162.58362),(75 164.30583),(76 164.97511),(77 165.16501),(78 165.92703),(79 164.43034),
(1 68.87026),(2 85.21331),(3 94.985146),(4 101.11445),(5 106.138115),(6 109.92643),(7 112.63634),(8 113.93264),(9 115.18198),(10 118.23397),(11 119.49502),(12 120.68465),(13 122.3727),(14 124.9562),(15 127.10868),(16 129.09402),(17 130.89035),(18 132.04771),(19 133.05789),(20 133.05887),(21 134.9559),(22 135.83568),(23 137.4223),(24 138.01169),(25 139.68672),(26 139.59198),(27 141.12805),(28 141.78859),(29 141.4933),(30 141.89362),(31 141.16063),(32 140.98459),(33 141.91168),(34 141.38782),(35 142.5282),(36 143.0728),(37 142.84529),(38 143.31216),(39 143.47481),(40 142.55402),(41 142.64967),(42 140.75822),(43 141.20192),(44 141.80482),(45 142.79617),(46 142.43063),(47 141.59862),(48 142.50761),(49 142.43298),(50 142.57109),(51 140.38924),(52 142.18936),(53 142.00323),(54 143.4159),(55 144.87698),(56 146.87689),(57 147.69719),(58 148.07652),(59 148.8316),(60 150.06151),(61 151.32474),(62 152.12859),(63 153.44405),(64 152.91226),(65 153.02959),(66 151.22366),(67 150.22809),(68 150.84503),(69 150.78072),(70 151.94928),(71 153.1842),(72 152.5931),(73 152.31705),(74 154.15463),(75 155.07979),(76 154.76425),(77 153.72502),(78 156.70364),(79 157.50075),
(1 68.50373),(2 84.522415),(3 94.727264),(4 100.68384),(5 105.869576),(6 109.22958),(7 112.31114),(8 114.776566),(9 117.40913),(10 118.91695),(11 120.99213),(12 122.09306),(13 123.803665),(14 125.53772),(15 126.776245),(16 128.8993),(17 130.03473),(18 132.33331),(19 135.4889),(20 135.89061),(21 136.47807),(22 138.59889),(23 137.10307),(24 138.32785),(25 139.26947),(26 138.506),(27 139.80893),(28 139.72173),(29 140.05038),(30 139.68872),(31 138.94853),(32 138.96645),(33 140.11162),(34 138.82979),(35 139.0513),(36 138.70656),(37 138.67622),(38 139.25734),(39 138.64021),(40 138.28336),(41 139.0642),(42 139.04938),(43 138.12886),(44 138.66673),(45 140.50539),(46 141.46635),(47 141.30536),(48 143.79846),(49 144.00624),(50 143.09814),(51 143.87921),(52 144.20825),(53 144.84673),(54 145.11685),(55 146.02692),(56 146.67886),(57 146.34216),(58 146.3343),(59 147.06621),(60 148.5577),(61 148.69676),(62 149.3855),(63 151.79868),(64 152.80656),(65 152.59802),(66 152.34837),(67 152.64104),(68 152.74713),(69 152.26324),(70 152.39064),(71 152.09015),(72 152.54419),(73 153.14073),(74 153.41924),(75 154.82494),(76 154.41803),(77 155.30261),(78 156.09586),(79 155.54903),
(1 69.6816),(2 84.81697),(3 95.3181),(4 100.90916),(5 105.3229),(6 108.598915),(7 110.039185),(8 112.07778),(9 114.0898),(10 116.916985),(11 118.459),(12 120.68904),(13 122.76313),(14 123.83615),(15 125.2754),(16 127.69422),(17 128.52667),(18 130.63513),(19 133.83809),(20 134.74716),(21 135.32933),(22 134.77701),(23 135.50726),(24 136.03809),(25 137.97353),(26 138.77104),(27 140.15363),(28 139.5175),(29 139.53911),(30 140.87976),(31 141.161),(32 140.74236),(33 141.797),(34 141.79686),(35 141.42271),(36 141.1123),(37 140.80466),(38 140.3455),(39 140.86136),(40 139.09863),(41 138.71284),(42 138.01886),(43 140.20488),(44 139.55972),(45 139.82736),(46 137.93057),(47 139.25691),(48 139.74309),(49 139.20348),(50 137.94508),(51 139.77596),(52 141.51288),(53 142.48058),(54 143.57184),(55 145.93132),(56 148.04718),(57 147.78564),(58 148.33226),(59 148.53284),(60 150.90724),(61 151.09334),(62 151.2002),(63 153.99796),(64 153.90227),(65 153.4167),(66 152.82295),(67 152.59616),(68 153.30402),(69 153.01479),(70 154.69672),(71 153.68143),(72 154.29024),(73 155.94298),(74 155.81595),(75 157.16467),(76 158.00725),(77 156.64494),(78 157.29802),(79 156.12697),
(1 68.408165),(2 84.032265),(3 95.02976),(4 100.95994),(5 105.04703),(6 107.86664),(7 110.46974),(8 111.86789),(9 115.27981),(10 116.84834),(11 118.777725),(12 120.66401),(13 122.78407),(14 123.78614),(15 125.6894),(16 126.22189),(17 127.14014),(18 130.48633),(19 132.21207),(20 132.94012),(21 135.16089),(22 135.97194),(23 138.79533),(24 138.63261),(25 138.41345),(26 137.67064),(27 139.31108),(28 139.16617),(29 138.27423),(30 138.62689),(31 140.06343),(32 139.78238),(33 140.65631),(34 140.22728),(35 141.80833),(36 139.77596),(37 140.62749),(38 140.80147),(39 140.75725),(40 140.80109),(41 139.93268),(42 139.15318),(43 139.4586),(44 138.13257),(45 137.33179),(46 137.38048),(47 135.79776),(48 137.43517),(49 136.9997),(50 135.50414),(51 136.411),(52 139.07787),(53 139.35928),(54 141.57555),(55 142.38301),(56 143.89278),(57 144.07578),(58 145.00285),(59 144.80748),(60 146.498),(61 146.10745),(62 146.79568),(63 148.60191),(64 149.53032),(65 149.93503),(66 148.17952),(67 147.47371),(68 147.27313),(69 146.72005),(70 146.90526),(71 147.79341),(72 148.65207),(73 150.58975),(74 149.93231),(75 150.21431),(76 151.38326),(77 150.57965),(78 151.77151),(79 154.35867),
(1 68.15213),(2 83.791534),(3 95.53052),(4 100.38098),(5 104.728096),(6 108.64779),(7 110.96322),(8 113.39173),(9 115.02036),(10 116.27028),(11 116.89699),(12 119.45694),(13 122.09961),(14 123.712814),(15 125.501854),(16 126.05085),(17 128.69342),(18 131.9397),(19 132.61307),(20 133.44005),(21 135.04898),(22 136.98073),(23 136.94655),(24 138.51889),(25 138.46014),(26 139.09837),(27 139.97923),(28 139.98666),(29 140.53697),(30 140.79904),(31 141.92764),(32 143.12114),(33 143.49461),(34 143.83183),(35 144.79825),(36 143.27199),(37 143.52199),(38 143.386),(39 144.16896),(40 143.12195),(41 142.83736),(42 141.67102),(43 140.79153),(44 142.77623),(45 143.58289),(46 144.72911),(47 143.44754),(48 144.18126),(49 143.49785),(50 142.515),(51 143.45445),(52 144.26295),(53 144.66774),(54 143.53607),(55 145.70847),(56 145.48692),(57 148.8028),(58 149.29865),(59 147.65138),(60 149.47029),(61 150.08244),(62 149.87819),(63 151.40088),(64 152.09546),(65 151.29918),(66 151.00365),(67 150.85294),(68 149.96884),(69 151.39755),(70 149.62569),(71 148.51233),(72 149.54556),(73 149.31053),(74 151.29219),(75 151.80223),(76 151.27757),(77 152.55666),(78 152.08104),(79 153.4093),
(1 67.14202),(2 81.719185),(3 91.83924),(4 96.02206),(5 100.86515),(6 103.78201),(7 107.30398),(8 110.840866),(9 112.67958),(10 114.53852),(11 116.30104),(12 116.802666),(13 117.88222),(14 120.11373),(15 121.95545),(16 123.6463),(17 123.661476),(18 125.30521),(19 127.63616),(20 128.60133),(21 129.92154),(22 131.25821),(23 131.28168),(24 132.57462),(25 132.63844),(26 133.4147),(27 135.22572),(28 135.72525),(29 135.22928),(30 135.3562),(31 135.903),(32 137.22928),(33 137.52333),(34 138.17102),(35 136.40256),(36 135.48366),(37 136.26616),(38 134.9401),(39 135.01718),(40 132.88155),(41 133.12614),(42 133.94347),(43 132.82971),(44 133.12346),(45 133.22984),(46 133.84958),(47 133.87453),(48 135.5893),(49 135.76164),(50 137.44719),(51 138.23358),(52 139.27164),(53 139.11774),(54 141.63994),(55 142.46861),(56 143.5919),(57 144.05476),(58 144.11559),(59 144.97302),(60 145.22528),(61 145.23878),(62 144.59312),(63 145.24248),(64 145.8124),(65 144.99307),(66 144.68538),(67 144.18285),(68 143.86699),(69 144.15308),(70 144.7305),(71 144.43083),(72 145.4222),(73 147.56018),(74 147.58691),(75 148.76134),(76 149.24239),(77 149.15294),(78 149.69073),(79 151.98396),
(1 66.42718),(2 81.821335),(3 91.57937),(4 97.0002),(5 100.99644),(6 103.359886),(7 105.77339),(8 109.63731),(9 111.02166),(10 112.383194),(11 115.16999),(12 116.99289),(13 117.5641),(14 119.324356),(15 121.66583),(16 123.21205),(17 124.20972),(18 127.307365),(19 128.96768),(20 129.42087),(21 130.14418),(22 131.56435),(23 133.41124),(24 135.77046),(25 135.22043),(26 135.5405),(27 136.83057),(28 139.08136),(29 138.6042),(30 138.5066),(31 139.92404),(32 139.98036),(33 141.35),(34 142.32404),(35 141.91093),(36 140.61981),(37 140.71175),(38 141.14935),(39 139.84943),(40 139.01778),(41 138.86768),(42 139.82893),(43 139.50597),(44 140.5861),(45 140.31999),(46 140.30855),(47 140.43457),(48 141.69604),(49 141.03673),(50 140.43256),(51 141.31622),(52 140.68633),(53 141.88916),(54 143.95303),(55 143.57149),(56 143.8671),(57 144.07646),(58 143.62036),(59 143.69527),(60 144.03818),(61 145.18982),(62 144.14049),(63 144.86618),(64 143.82205),(65 143.41553),(66 144.49933),(67 143.62839),(68 142.594),(69 144.00163),(70 144.7129),(71 144.26198),(72 145.79276),(73 147.58029),(74 148.14835),(75 147.53415),(76 147.30127),(77 148.81085),(78 149.75124),(79 151.99805),
(1 66.85935),(2 82.20938),(3 93.88112),(4 98.35872),(5 103.96886),(6 107.49592),(7 109.59724),(8 111.92646),(9 113.822945),(10 115.33626),(11 115.67001),(12 117.867096),(13 119.21177),(14 120.60781),(15 121.57569),(16 124.49564),(17 125.54387),(18 127.2105),(19 129.40842),(20 129.99966),(21 129.7208),(22 132.21588),(23 132.30563),(24 133.21794),(25 134.60612),(26 135.31097),(27 137.62593),(28 137.77892),(29 138.21135),(30 138.46391),(31 138.90169),(32 139.71109),(33 140.31221),(34 140.52867),(35 138.78061),(36 139.18404),(37 136.70157),(38 137.68419),(39 137.95573),(40 135.57658),(41 134.97527),(42 136.1836),(43 135.76839),(44 135.97403),(45 137.5446),(46 137.2466),(47 136.41998),(48 139.00156),(49 138.21964),(50 137.96454),(51 138.69028),(52 139.18301),(53 139.72504),(54 140.73907),(55 139.53075),(56 141.58919),(57 141.38849),(58 141.37491),(59 142.97044),(60 142.78548),(61 144.99626),(62 144.76007),(63 145.7229),(64 144.12804),(65 143.23036),(66 142.8128),(67 142.56824),(68 140.87671),(69 141.49483),(70 142.26868),(71 143.02475),(72 142.59074),(73 142.45583),(74 143.99681),(75 143.34656),(76 144.05379),(77 143.82751),(78 145.49324),(79 147.11958),
(1 67.04942),(2 82.40991),(3 92.93183),(4 99.87911),(5 103.796265),(6 107.59345),(7 109.99936),(8 112.484245),(9 112.34014),(10 113.261635),(11 115.47666),(12 116.688896),(13 118.613594),(14 121.45695),(15 124.33394),(16 126.26378),(17 127.96241),(18 130.9809),(19 131.57126),(20 131.87146),(21 134.82227),(22 136.44635),(23 135.07384),(24 137.26518),(25 135.86159),(26 135.43106),(27 137.62694),(28 137.01105),(29 138.29065),(30 137.99086),(31 137.9234),(32 138.18143),(33 138.96805),(34 140.2361),(35 140.98918),(36 140.72418),(37 141.73141),(38 141.43958),(39 140.30246),(40 141.02672),(41 139.51985),(42 138.6915),(43 139.6443),(44 139.59096),(45 140.35217),(46 138.4248),(47 139.82394),(48 140.1936),(49 139.59041),(50 139.98402),(51 141.74066),(52 143.1603),(53 144.64447),(54 145.99226),(55 146.4561),(56 147.10747),(57 146.30833),(58 147.89732),(59 147.22447),(60 149.10928),(61 148.73305),(62 147.99991),(63 151.03102),(64 151.14459),(65 151.56898),(66 150.06042),(67 149.8893),(68 149.64394),(69 150.82704),(70 150.88072),(71 151.92679),(72 150.46243),(73 150.4725),(74 151.9465),(75 150.1904),(76 150.40031),(77 150.45694),(78 151.89285),(79 152.20595),
(1 65.76466),(2 81.12747),(3 91.76038),(4 96.66736),(5 101.51102),(6 104.47382),(7 107.61212),(8 109.31239),(9 109.97892),(10 111.68707),(11 112.92948),(12 115.4481),(13 116.697586),(14 118.93353),(15 121.865974),(16 123.39597),(17 124.17744),(18 128.851),(19 129.55365),(20 130.27989),(21 131.03749),(22 132.72845),(23 133.38638),(24 132.9898),(25 134.3805),(26 133.83694),(27 136.70233),(28 137.3508),(29 137.98657),(30 137.81187),(31 138.23045),(32 138.07687),(33 139.58629),(34 139.48927),(35 139.38676),(36 138.3006),(37 139.1789),(38 138.64511),(39 137.6241),(40 137.27162),(41 136.95328),(42 135.8067),(43 136.49966),(44 136.93025),(45 136.8683),(46 137.79063),(47 137.18437),(48 137.03027),(49 137.04149),(50 137.77385),(51 138.31566),(52 138.8484),(53 141.22975),(54 142.02197),(55 141.26112),(56 142.72041),(57 143.70517),(58 142.73965),(59 143.22787),(60 143.12067),(61 142.86983),(62 144.33542),(63 145.83496),(64 144.7581),(65 144.75398),(66 144.2437),(67 143.20038),(68 143.37389),(69 143.82446),(70 144.15312),(71 146.3494),(72 147.10588),(73 146.54135),(74 145.77208),(75 146.34459),(76 146.80402),(77 147.24274),(78 148.32216),(79 149.0929),
(1 64.1296),(2 78.12927),(3 88.453674),(4 92.960205),(5 97.63186),(6 100.629845),(7 103.7642),(8 106.46336),(9 106.991714),(10 109.59077),(11 111.592575),(12 113.79653),(13 114.70568),(14 117.59364),(15 118.60418),(16 120.68725),(17 121.82176),(18 125.952515),(19 125.996666),(20 126.281204),(21 127.46722),(22 128.4617),(23 129.25877),(24 129.9739),(25 130.8366),(26 130.8297),(27 132.53253),(28 131.74019),(29 133.2361),(30 132.26155),(31 133.24062),(32 131.8761),(33 133.25961),(34 132.57631),(35 132.48502),(36 132.24547),(37 132.36302),(38 132.35434),(39 131.91508),(40 131.4069),(41 131.68771),(42 129.964),(43 129.87932),(44 128.43427),(45 128.4081),(46 128.88466),(47 128.7608),(48 130.16463),(49 130.3345),(50 131.70058),(51 130.814),(52 131.50385),(53 132.47675),(54 133.09293),(55 132.82603),(56 135.94928),(57 135.97647),(58 136.8816),(59 138.37738),(60 139.74759),(61 141.44722),(62 142.00412),(63 141.83194),(64 143.11787),(65 143.58078),(66 142.67566),(67 142.0708),(68 142.55275),(69 141.26906),(70 141.9719),(71 143.4612),(72 142.89156),(73 142.53195),(74 142.82497),(75 140.56122),(76 141.39175),(77 140.7955),(78 141.63113),(79 142.44295),
(1 64.42395),(2 78.85286),(3 90.42955),(4 95.00438),(5 99.538246),(6 103.67712),(7 106.793915),(8 109.37354),(9 111.00786),(10 111.4374),(11 113.71463),(12 116.2376),(13 116.962715),(14 118.88058),(15 121.15977),(16 123.03837),(17 123.82424),(18 127.390945),(19 128.87196),(20 130.76839),(21 133.77832),(22 132.91727),(23 131.74553),(24 133.18288),(25 134.45837),(26 134.61719),(27 136.17351),(28 136.68198),(29 138.21533),(30 137.50346),(31 138.53856),(32 138.094),(33 138.24298),(34 138.32256),(35 138.24738),(36 138.43317),(37 137.80273),(38 136.55106),(39 136.01266),(40 134.84822),(41 133.61479),(42 134.43562),(43 134.09328),(44 133.87956),(45 133.81451),(46 132.87003),(47 133.6478),(48 133.22084),(49 132.14955),(50 133.82353),(51 133.11473),(52 135.0767),(53 136.93387),(54 137.70837),(55 138.16335),(56 139.60751),(57 141.83253),(58 143.2079),(59 142.96689),(60 143.56638),(61 145.08228),(62 147.03596),(63 147.37111),(64 145.56856),(65 145.21593),(66 145.6674),(67 147.45839),(68 148.15802),(69 149.41405),(70 150.25253),(71 150.91763),(72 149.6384),(73 149.39363),(74 149.69429),(75 151.50897),(76 152.09286),(77 151.62021),(78 150.64633),(79 151.20593),
(1 63.733063),(2 77.83085),(3 88.374),(4 92.98383),(5 96.12754),(6 98.77277),(7 102.33728),(8 104.90771),(9 105.94482),(10 107.88484),(11 109.849434),(12 111.179886),(13 112.05254),(14 114.92338),(15 117.65778),(16 118.57015),(17 120.636955),(18 123.77881),(19 126.05294),(20 129.3572),(21 130.62509),(22 130.28296),(23 131.40755),(24 132.15942),(25 133.03221),(26 132.83397),(27 134.05336),(28 135.38326),(29 136.80374),(30 135.61559),(31 136.25604),(32 136.37732),(33 138.05424),(34 135.58827),(35 134.44092),(36 133.81439),(37 134.016),(38 133.79544),(39 134.88165),(40 134.48126),(41 134.04733),(42 133.9235),(43 133.80069),(44 133.54637),(45 132.83867),(46 131.57625),(47 130.61765),(48 131.11725),(49 130.75787),(50 130.89134),(51 130.09335),(52 130.9266),(53 132.05835),(54 131.98624),(55 133.2234),(56 134.40034),(57 134.8502),(58 137.1222),(59 138.42416),(60 138.2392),(61 139.95427),(62 140.48701),(63 141.66447),(64 140.72652),(65 141.0063),(66 141.73904),(67 140.56079),(68 141.7389),(69 142.31633),(70 142.3075),(71 143.83092),(72 143.72902),(73 144.17256),(74 144.52608),(75 146.37454),(76 144.10066),(77 143.55736),(78 144.72293),(79 145.40895),
(1 63.865475),(2 78.39688),(3 89.05032),(4 92.221176),(5 96.37503),(6 99.559296),(7 102.683685),(8 104.8572),(9 106.491516),(10 108.04985),(11 109.79371),(12 111.16023),(13 112.1266),(14 113.60527),(15 117.441635),(16 118.79197),(17 120.68256),(18 123.41599),(19 125.87218),(20 126.87312),(21 129.44284),(22 131.32349),(23 130.21901),(24 131.34296),(25 130.75903),(26 131.40486),(27 132.62549),(28 132.77448),(29 134.55568),(30 133.16707),(31 132.75198),(32 132.67265),(33 133.14102),(34 133.39713),(35 132.58836),(36 132.19196),(37 130.44162),(38 130.38951),(39 131.33574),(40 130.9442),(41 130.1893),(42 129.7226),(43 129.41013),(44 130.3443),(45 128.08264),(46 128.49634),(47 126.92893),(48 127.534515),(49 126.753235),(50 127.06258),(51 128.4872),(52 128.72073),(53 126.941895),(54 127.43843),(55 127.51424),(56 127.344574),(57 129.0497),(58 131.11917),(59 131.62247),(60 132.65927),(61 134.3947),(62 136.13324),(63 136.74425),(64 136.09126),(65 137.48119),(66 138.41422),(67 137.92017),(68 138.98293),(69 139.56863),(70 139.42772),(71 139.74579),(72 140.08371),(73 139.57828),(74 139.18896),(75 139.37744),(76 138.8332),(77 139.39659),(78 139.71492),(79 140.63924),
