1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 164.85951),(2 211.97519),(3 234.79822),(4 251.01451),(5 261.55725),(6 268.53818),(7 271.16006),(8 274.29672),(9 276.48822),(10 276.08078),(11 277.70117),(12 280.65457),(13 287.49576),(14 288.71152),(15 287.01486),(16 290.5698),(17 293.59085),(18 297.54935),(19 299.98026),(20 298.30234),(21 300.1431),(22 300.8089),(23 299.26492),(24 303.58167),(25 306.33136),(26 310.92163),(27 312.97437),(28 313.14206),(29 312.01532),(30 309.80084),(31 312.3355),(32 313.86496),(33 314.75778),(34 317.63843),(35 315.6359),(36 317.47638),(37 315.20148),(38 319.3451),(39 317.0103),(40 314.70877),(41 313.63824),(42 315.52365),(43 316.92203),(44 316.3961),(45 315.73166),(46 314.09872),(47 313.82553),(48 315.30594),(49 313.28168),(50 311.3436),(51 311.41022),(52 312.05783),(53 313.43558),(54 313.97754),(55 313.61685),(56 311.56314),(57 311.50424),(58 311.63644),(59 310.79968),(60 312.26993),(61 311.9045),(62 311.15875),(63 310.19464),(64 310.33145),(65 309.68127),(66 306.77487),(67 309.80627),(68 307.9231),(69 310.53864),(70 311.29376),(71 310.9075),(72 310.09518),(73 310.8219),(74 312.35626),(75 312.53015),(76 312.0916),(77 308.88974),(78 307.7766),(79 307.46487),
(1 164.99611),(2 212.28296),(3 232.54225),(4 246.87857),(5 259.3667),(6 265.60123),(7 270.26593),(8 271.55368),(9 273.0371),(10 276.5803),(11 279.5745),(12 281.0983),(13 284.51978),(14 286.5927),(15 284.57516),(16 288.02023),(17 294.04214),(18 295.62442),(19 299.30148),(20 301.08084),(21 303.9199),(22 303.65698),(23 304.05182),(24 302.7607),(25 308.12216),(26 307.41342),(27 306.51797),(28 307.00092),(29 309.1108),(30 309.28918),(31 309.79102),(32 309.26892),(33 311.2196),(34 311.5289),(35 312.66705),(36 311.34595),(37 311.69516),(38 312.4139),(39 312.76077),(40 312.22546),(41 311.24506),(42 311.5541),(43 312.78323),(44 313.32657),(45 314.00436),(46 313.64526),(47 314.78116),(48 315.31784),(49 316.21417),(50 317.73938),(51 313.60394),(52 310.67926),(53 311.47635),(54 314.0082),(55 315.54214),(56 314.9283),(57 314.49838),(58 317.43744),(59 317.70914),(60 316.69202),(61 315.2233),(62 315.36197),(63 314.1739),(64 313.4925),(65 312.41006),(66 314.377),(67 316.89554),(68 319.94788),(69 319.4021),(70 319.09384),(71 316.565),(72 317.40915),(73 316.69165),(74 317.45908),(75 315.96436),(76 317.22665),(77 313.71805),(78 312.47498),(79 311.32922),
(1 163.34296),(2 208.4329),(3 229.31047),(4 245.3127),(5 253.0185),(6 258.63983),(7 262.32672),(8 264.72083),(9 268.57068),(10 273.49054),(11 276.62305),(12 278.73416),(13 281.05896),(14 285.90082),(15 285.62863),(16 287.09204),(17 287.68823),(18 289.94452),(19 293.31638),(20 295.7663),(21 299.53867),(22 300.04224),(23 302.14706),(24 302.62668),(25 306.46426),(26 309.4319),(27 308.28384),(28 308.87686),(29 310.82626),(30 309.8418),(31 310.63016),(32 311.53207),(33 312.73572),(34 314.29724),(35 316.4391),(36 313.41962),(37 316.35785),(38 316.60233),(39 314.26462),(40 314.3295),(41 312.74155),(42 311.9652),(43 310.4432),(44 313.1083),(45 314.52682),(46 312.72073),(47 314.78625),(48 314.98062),(49 310.08298),(50 314.75543),(51 309.84595),(52 310.43762),(53 313.26422),(54 313.97885),(55 312.52036),(56 312.6082),(57 309.28653),(58 306.84985),(59 307.02136),(60 307.54712),(61 308.46),(62 309.3798),(63 309.5829),(64 311.5797),(65 311.1899),(66 313.24115),(67 316.98026),(68 320.50745),(69 317.69107),(70 319.12952),(71 320.64795),(72 322.54028),(73 322.25555),(74 322.1207),(75 322.9536),(76 321.36502),(77 319.47968),(78 318.06702),(79 319.07077),
(1 157.63712),(2 200.53725),(3 221.84238),(4 239.74484),(5 247.8908),(6 254.70856),(7 259.66855),(8 262.9082),(9 266.7431),(10 268.53534),(11 271.5162),(12 273.9085),(13 276.2885),(14 276.8591),(15 275.86655),(16 277.55194),(17 281.79916),(18 281.62897),(19 282.73264),(20 285.03473),(21 292.26904),(22 294.59772),(23 295.1041),(24 296.8),(25 300.61157),(26 298.73605),(27 301.0563),(28 302.26782),(29 299.9775),(30 301.80118),(31 301.63455),(32 304.90976),(33 303.79337),(34 304.4386),(35 305.27924),(36 306.8306),(37 308.93973),(38 309.56927),(39 305.37277),(40 305.38004),(41 303.95013),(42 306.0509),(43 305.82626),(44 303.87976),(45 303.58136),(46 302.833),(47 303.96426),(48 301.42252),(49 299.11722),(50 298.47974),(51 298.67957),(52 296.72375),(53 298.33685),(54 298.06668),(55 301.06396),(56 301.1785),(57 301.30005),(58 297.80157),(59 299.20264),(60 298.10248),(61 296.35107),(62 296.24554),(63 294.27625),(64 293.13678),(65 294.06808),(66 296.1457),(67 296.7858),(68 300.308),(69 297.43945),(70 299.503),(71 299.64493),(72 298.37094),(73 302.78113),(74 304.06573),(75 299.68497),(76 300.6522),(77 300.77023),(78 297.7016),(79 301.533),
(1 159.06683),(2 202.53801),(3 221.5327),(4 238.04582),(5 246.38031),(6 255.09511),(7 258.4729),(8 263.4763),(9 265.38766),(10 264.60736),(11 268.28928),(12 267.9588),(13 271.73608),(14 271.60696),(15 274.7062),(16 275.5147),(17 275.50055),(18 276.31607),(19 280.294),(20 283.0132),(21 285.52927),(22 286.22427),(23 287.0265),(24 290.61755),(25 292.7959),(26 296.23956),(27 297.85986),(28 296.8585),(29 298.16217),(30 298.64145),(31 300.1241),(32 303.79828),(33 303.417),(34 302.51584),(35 301.9275),(36 301.48297),(37 301.0588),(38 303.6654),(39 302.70035),(40 303.7121),(41 303.96835),(42 304.26443),(43 300.011),(44 301.17233),(45 301.84067),(46 303.03967),(47 304.67026),(48 300.07483),(49 299.73593),(50 301.90854),(51 301.68158),(52 301.28168),(53 302.9921),(54 305.0151),(55 302.85443),(56 302.95834),(57 303.68414),(58 306.36227),(59 307.4499),(60 307.99957),(61 307.82443),(62 309.67487),(63 303.0196),(64 303.1709),(65 304.6844),(66 303.2683),(67 305.57922),(68 302.60706),(69 302.85104),(70 302.25064),(71 305.77203),(72 306.19455),(73 309.87793),(74 308.38126),(75 309.1888),(76 308.05814),(77 304.73782),(78 304.57703),(79 306.93073),
(1 155.8998),(2 202.08176),(3 223.4499),(4 238.55603),(5 249.86923),(6 256.71976),(7 262.6129),(8 266.002),(9 270.39273),(10 271.51816),(11 271.7197),(12 272.43884),(13 274.3513),(14 276.88504),(15 277.67166),(16 278.89713),(17 279.35995),(18 279.55423),(19 281.83673),(20 282.90692),(21 286.32272),(22 287.27573),(23 288.24863),(24 288.63257),(25 291.05405),(26 291.67606),(27 294.38385),(28 295.1692),(29 294.56946),(30 294.428),(31 294.97095),(32 295.91098),(33 296.61765),(34 296.67896),(35 295.52692),(36 296.83875),(37 301.30066),(38 301.95532),(39 297.4241),(40 297.94977),(41 299.26276),(42 300.74405),(43 298.12738),(44 296.96738),(45 292.17007),(46 294.3109),(47 294.9294),(48 294.57233),(49 292.29306),(50 299.9074),(51 299.52615),(52 300.90378),(53 301.4402),(54 301.37183),(55 301.0551),(56 302.1648),(57 302.5055),(58 301.4963),(59 301.91986),(60 304.46185),(61 305.44333),(62 303.45227),(63 302.99716),(64 299.7492),(65 300.0756),(66 300.96664),(67 300.6842),(68 301.95474),(69 305.6224),(70 304.97556),(71 305.52435),(72 307.14255),(73 308.4469),(74 306.3738),(75 307.15625),(76 307.05573),(77 305.8773),(78 305.0026),(79 304.0708),
(1 155.61609),(2 199.81462),(3 224.38766),(4 239.1632),(5 249.3576),(6 256.20306),(7 259.77756),(8 264.42087),(9 267.168),(10 266.681),(11 269.5371),(12 273.28613),(13 273.17816),(14 273.86588),(15 275.67075),(16 277.8125),(17 281.68863),(18 280.26242),(19 280.18155),(20 282.28687),(21 284.1619),(22 284.2198),(23 283.22037),(24 284.87903),(25 287.2052),(26 291.0895),(27 293.21884),(28 293.3687),(29 293.60803),(30 295.67642),(31 298.22116),(32 297.90237),(33 298.73795),(34 297.9712),(35 294.78687),(36 296.54025),(37 300.5603),(38 304.69263),(39 301.6402),(40 302.45737),(41 303.54947),(42 302.81757),(43 301.3609),(44 300.61917),(45 299.88605),(46 296.65237),(47 295.30338),(48 295.20367),(49 294.64493),(50 298.3445),(51 295.76642),(52 293.81845),(53 295.73264),(54 292.30573),(55 295.02045),(56 296.61804),(57 294.90588),(58 296.72113),(59 295.84314),(60 294.4916),(61 295.94922),(62 299.57352),(63 295.77786),(64 296.83884),(65 294.40787),(66 292.31638),(67 296.7219),(68 297.0265),(69 296.9459),(70 293.8306),(71 293.13388),(72 297.01093),(73 298.46622),(74 299.02304),(75 299.045),(76 299.77264),(77 295.46103),(78 294.49765),(79 296.18738),
(1 152.59773),(2 193.8722),(3 214.80788),(4 229.32698),(5 239.71718),(6 247.60555),(7 250.45944),(8 255.82474),(9 259.6605),(10 261.91708),(11 266.52966),(12 267.88336),(13 272.80954),(14 274.9062),(15 273.01138),(16 276.08932),(17 277.93716),(18 280.50403),(19 283.6147),(20 284.61453),(21 283.31027),(22 284.2859),(23 285.31656),(24 286.0097),(25 290.15817),(26 293.2551),(27 294.71323),(28 292.51303),(29 292.6673),(30 293.72916),(31 293.9874),(32 296.93488),(33 297.117),(34 298.3703),(35 297.2523),(36 297.13043),(37 296.14658),(38 301.39078),(39 296.91403),(40 296.95703),(41 299.42233),(42 299.50455),(43 299.2998),(44 300.21487),(45 299.5945),(46 296.28555),(47 295.5569),(48 297.35144),(49 293.82678),(50 295.99133),(51 292.60812),(52 291.90665),(53 297.96713),(54 299.29642),(55 300.06778),(56 299.7119),(57 295.2943),(58 294.85138),(59 293.3821),(60 290.12143),(61 291.18567),(62 292.63617),(63 291.96637),(64 291.47852),(65 292.16263),(66 292.3692),(67 294.4719),(68 294.83624),(69 298.3712),(70 298.82492),(71 300.66562),(72 304.43588),(73 303.682),(74 303.46603),(75 300.45935),(76 297.84583),(77 298.44324),(78 299.90652),(79 298.05505),
(1 153.1933),(2 196.02776),(3 217.88187),(4 231.99916),(5 241.92622),(6 247.4738),(7 251.08784),(8 253.26678),(9 256.714),(10 258.28113),(11 260.27585),(12 258.8381),(13 262.62592),(14 265.7561),(15 267.28784),(16 268.77856),(17 268.8425),(18 272.18616),(19 273.78085),(20 277.29303),(21 280.77972),(22 280.8598),(23 280.46378),(24 284.87793),(25 286.47675),(26 288.00702),(27 286.21585),(28 286.90073),(29 285.26694),(30 285.99335),(31 284.8622),(32 285.71274),(33 287.22763),(34 291.5538),(35 293.88272),(36 294.52707),(37 297.07382),(38 296.8933),(39 294.90384),(40 292.22058),(41 293.21173),(42 293.75308),(43 295.98782),(44 295.66046),(45 294.2403),(46 292.84814),(47 294.9294),(48 298.36536),(49 296.14224),(50 294.16174),(51 294.97726),(52 293.54126),(53 294.18164),(54 297.10654),(55 297.95288),(56 298.32376),(57 298.2739),(58 299.14047),(59 299.25952),(60 293.11554),(61 293.35266),(62 293.63397),(63 290.06097),(64 290.2354),(65 291.8629),(66 293.4794),(67 294.63635),(68 293.02625),(69 295.6328),(70 295.9818),(71 296.56027),(72 298.31454),(73 300.77588),(74 302.39117),(75 299.7894),(76 297.6661),(77 295.10953),(78 294.58334),(79 295.60425),
(1 151.9065),(2 197.15636),(3 214.41724),(4 231.96275),(5 241.31139),(6 245.08965),(7 250.42732),(8 252.86418),(9 258.5188),(10 257.64243),(11 261.7453),(12 261.02304),(13 263.24518),(14 265.5309),(15 267.15872),(16 271.8812),(17 273.05536),(18 273.7428),(19 274.841),(20 274.51965),(21 276.8767),(22 277.2904),(23 277.24292),(24 279.19403),(25 281.7075),(26 283.6498),(27 283.6434),(28 284.9565),(29 283.27914),(30 286.55582),(31 286.57053),(32 287.9224),(33 286.50888),(34 289.11542),(35 287.81683),(36 291.0014),(37 288.72012),(38 291.67334),(39 290.90347),(40 290.14508),(41 291.39307),(42 290.74905),(43 291.41064),(44 291.79138),(45 291.89288),(46 287.17844),(47 286.12335),(48 287.31937),(49 287.7104),(50 287.49304),(51 286.47324),(52 286.9558),(53 289.62073),(54 291.1438),(55 288.99808),(56 290.248),(57 286.81494),(58 288.17032),(59 289.8039),(60 289.6106),(61 290.29132),(62 289.08844),(63 286.45947),(64 286.47147),(65 287.08762),(66 288.9746),(67 290.06937),(68 289.12668),(69 290.5374),(70 288.41275),(71 292.60406),(72 293.70718),(73 295.0934),(74 294.6538),(75 292.96133),(76 290.06622),(77 290.20734),(78 290.00366),(79 291.40158),
(1 148.04715),(2 189.92056),(3 207.35664),(4 222.0601),(5 228.47469),(6 237.24622),(7 243.47682),(8 244.7607),(9 244.00165),(10 247.28761),(11 250.6019),(12 249.2544),(13 250.37878),(14 255.08214),(15 254.81824),(16 258.13013),(17 260.79257),(18 265.1591),(19 267.14392),(20 267.84357),(21 268.7048),(22 269.87625),(23 271.79095),(24 273.238),(25 272.84338),(26 273.96234),(27 274.07413),(28 277.41208),(29 276.95193),(30 278.26437),(31 279.86215),(32 281.50983),(33 281.56323),(34 282.0667),(35 286.07776),(36 285.4644),(37 285.05756),(38 288.20383),(39 287.56165),(40 286.1823),(41 286.7265),(42 286.72537),(43 288.54727),(44 288.8916),(45 287.66602),(46 288.09427),(47 287.2154),(48 283.86667),(49 285.0007),(50 287.66995),(51 284.94003),(52 284.37537),(53 284.0842),(54 284.8916),(55 283.71973),(56 285.53433),(57 283.9893),(58 287.00363),(59 289.48398),(60 285.94867),(61 283.6589),(62 285.2121),(63 281.3375),(64 280.58032),(65 280.59012),(66 282.83044),(67 283.70306),(68 287.13513),(69 286.48557),(70 286.51215),(71 286.0403),(72 287.31354),(73 289.26932),(74 290.5054),(75 287.71848),(76 289.21582),(77 289.1662),(78 287.63016),(79 288.0065),
(1 148.43681),(2 188.25069),(3 207.24976),(4 220.68681),(5 228.52318),(6 237.03114),(7 240.73746),(8 246.59303),(9 246.42043),(10 248.79393),(11 250.17157),(12 254.714),(13 255.35971),(14 257.02463),(15 255.98247),(16 260.0844),(17 261.03387),(18 262.38715),(19 263.02286),(20 262.73352),(21 265.87372),(22 264.21732),(23 267.79385),(24 272.73398),(25 275.56918),(26 277.23257),(27 278.1451),(28 279.12616),(29 276.73578),(30 277.62393),(31 274.53357),(32 277.3975),(33 277.16226),(34 278.94843),(35 279.84033),(36 282.86105),(37 280.8896),(38 281.38745),(39 278.94223),(40 279.84433),(41 282.25784),(42 279.9061),(43 282.84723),(44 284.89478),(45 283.60968),(46 285.42432),(47 281.89493),(48 281.91),(49 282.90332),(50 284.70877),(51 281.41953),(52 283.79187),(53 283.3717),(54 285.9852),(55 282.69012),(56 283.44937),(57 284.9233),(58 283.29446),(59 285.34366),(60 283.12344),(61 283.09924),(62 284.2921),(63 284.05035),(64 284.00525),(65 285.12692),(66 288.83234),(67 286.95456),(68 285.9214),(69 282.77927),(70 285.84567),(71 284.42874),(72 284.3687),(73 287.10217),(74 289.07092),(75 285.50015),(76 285.90945),(77 286.02792),(78 286.03638),(79 284.3221),
(1 145.6456),(2 186.1649),(3 206.6251),(4 222.58192),(5 228.16673),(6 233.30449),(7 239.0621),(8 244.48434),(9 249.94374),(10 251.22313),(11 256.31418),(12 256.39673),(13 256.65347),(14 258.03552),(15 256.44894),(16 258.36447),(17 261.33362),(18 262.43683),(19 262.34668),(20 263.79926),(21 264.90872),(22 266.1437),(23 264.70737),(24 266.97174),(25 266.66748),(26 268.27408),(27 264.5351),(28 269.18915),(29 266.87875),(30 267.30988),(31 266.61203),(32 271.1152),(33 273.0101),(34 272.56955),(35 271.7829),(36 273.13904),(37 275.1195),(38 279.06192),(39 275.44662),(40 274.95932),(41 272.25897),(42 274.2039),(43 274.32303),(44 273.9493),(45 275.97174),(46 275.52875),(47 272.2744),(48 273.28583),(49 272.01862),(50 271.76654),(51 270.03366),(52 271.1051),(53 271.84396),(54 270.32364),(55 272.96518),(56 272.46667),(57 273.77325),(58 273.24054),(59 271.65805),(60 271.91266),(61 270.5255),(62 270.01187),(63 268.57272),(64 273.0386),(65 274.01224),(66 274.47742),(67 277.1959),(68 273.1151),(69 275.65915),(70 275.39902),(71 277.35028),(72 277.6816),(73 278.60507),(74 281.47223),(75 278.7341),(76 279.13254),(77 279.76743),(78 278.59576),(79 277.0337),
(1 144.69211),(2 185.34506),(3 204.27415),(4 218.86449),(5 226.1598),(6 231.68524),(7 234.65442),(8 240.50299),(9 245.8221),(10 246.38148),(11 249.14551),(12 252.44437),(13 252.88176),(14 256.02963),(15 254.5278),(16 256.8005),(17 256.95453),(18 259.37787),(19 263.73438),(20 264.12677),(21 265.11624),(22 267.20416),(23 267.6651),(24 268.5401),(25 268.68164),(26 272.43362),(27 268.27103),(28 272.0681),(29 272.51773),(30 273.5949),(31 273.05133),(32 273.4622),(33 275.34042),(34 277.60004),(35 278.95947),(36 280.81314),(37 278.57767),(38 279.9269),(39 278.5121),(40 280.72723),(41 277.62106),(42 278.8327),(43 279.1606),(44 277.41742),(45 278.63),(46 279.29602),(47 281.60483),(48 280.988),(49 278.50586),(50 280.88388),(51 280.55093),(52 282.61542),(53 282.31442),(54 279.68164),(55 279.7011),(56 279.03555),(57 275.78918),(58 276.2178),(59 273.89566),(60 276.1899),(61 275.6895),(62 274.82483),(63 272.7586),(64 272.21017),(65 273.26758),(66 273.0545),(67 274.081),(68 274.2004),(69 274.966),(70 276.60544),(71 275.34225),(72 272.20694),(73 275.81375),(74 279.51178),(75 278.6701),(76 276.64197),(77 277.04416),(78 277.94952),(79 273.16315),
(1 142.78406),(2 180.57428),(3 200.34088),(4 214.23392),(5 220.02737),(6 227.65839),(7 231.23248),(8 237.40993),(9 241.95483),(10 242.71404),(11 243.47955),(12 247.01636),(13 248.9259),(14 253.05618),(15 251.47389),(16 254.41936),(17 254.68306),(18 252.95932),(19 257.46912),(20 258.13107),(21 261.20657),(22 261.85394),(23 260.24973),(24 262.54645),(25 265.07355),(26 268.50317),(27 266.8991),(28 265.5322),(29 265.17944),(30 264.141),(31 264.53577),(32 268.1225),(33 268.5598),(34 270.54977),(35 271.46405),(36 271.42365),(37 269.94205),(38 268.9377),(39 267.79773),(40 269.40475),(41 265.97055),(42 268.7445),(43 267.1884),(44 267.74286),(45 266.152),(46 266.22043),(47 264.57202),(48 265.61096),(49 268.4084),(50 268.23975),(51 268.57794),(52 268.12915),(53 267.8048),(54 266.97137),(55 268.57535),(56 268.94516),(57 267.11423),(58 267.99155),(59 267.40472),(60 267.62683),(61 266.32794),(62 267.22928),(63 266.55383),(64 266.44122),(65 268.55975),(66 268.63754),(67 268.40558),(68 266.39197),(69 266.54593),(70 266.16675),(71 267.26584),(72 269.3327),(73 271.3423),(74 275.57645),(75 272.2707),(76 272.56003),(77 270.16745),(78 271.61465),(79 270.25204),
(1 142.06285),(2 183.09883),(3 199.23763),(4 211.54573),(5 220.26773),(6 226.07272),(7 228.54643),(8 233.44443),(9 238.47173),(10 238.36034),(11 240.54088),(12 240.93513),(13 242.38992),(14 247.80966),(15 247.45715),(16 249.91132),(17 251.08165),(18 250.89035),(19 255.10829),(20 258.52017),(21 258.7059),(22 259.60544),(23 259.16437),(24 260.51605),(25 264.09467),(26 267.75595),(27 266.3523),(28 265.98206),(29 265.43112),(30 266.11307),(31 268.36426),(32 272.43918),(33 271.87268),(34 270.91864),(35 272.80197),(36 270.36728),(37 270.8268),(38 274.22217),(39 275.196),(40 272.45126),(41 272.67514),(42 270.82144),(43 269.38083),(44 269.78445),(45 266.7801),(46 267.52158),(47 265.8009),(48 267.17175),(49 268.10477),(50 269.27872),(51 268.33337),(52 266.79593),(53 267.42294),(54 266.94174),(55 266.44382),(56 267.24228),(57 266.42734),(58 268.6689),(59 266.2268),(60 264.70038),(61 267.24185),(62 267.3946),(63 265.8789),(64 266.69116),(65 268.9374),(66 267.4171),(67 267.27286),(68 267.184),(69 267.61456),(70 267.2163),(71 266.57227),(72 267.22247),(73 269.79364),(74 272.4108),(75 271.38043),(76 272.00146),(77 271.73157),(78 271.26773),(79 267.21768),
(1 138.18535),(2 178.26056),(3 196.12366),(4 209.24173),(5 215.43379),(6 222.40347),(7 224.69214),(8 228.9822),(9 231.508),(10 232.08438),(11 236.82138),(12 239.73193),(13 239.14752),(14 243.40608),(15 241.95393),(16 243.66661),(17 245.50223),(18 248.42937),(19 249.92145),(20 250.65062),(21 254.02258),(22 253.29182),(23 251.52216),(24 254.7926),(25 256.61975),(26 258.01575),(27 260.99426),(28 265.80563),(29 267.25278),(30 264.70038),(31 265.103),(32 268.2525),(33 268.7051),(34 266.34274),(35 268.02536),(36 268.78757),(37 272.1694),(38 272.36972),(39 270.21634),(40 269.4916),(41 268.59424),(42 268.85248),(43 269.38968),(44 269.793),(45 269.96454),(46 271.12958),(47 270.72003),(48 271.59235),(49 271.3474),(50 271.69556),(51 270.1586),(52 271.13193),(53 268.22388),(54 268.72098),(55 268.56107),(56 266.883),(57 266.56335),(58 265.74182),(59 262.91006),(60 264.9616),(61 265.00122),(62 265.18472),(63 264.86996),(64 266.30115),(65 264.30435),(66 264.28427),(67 264.57672),(68 264.74237),(69 263.01065),(70 265.95065),(71 266.176),(72 267.9107),(73 270.46167),(74 271.70837),(75 268.27817),(76 267.6656),(77 266.6202),(78 268.276),(79 267.7992),
(1 135.93414),(2 174.93576),(3 190.19821),(4 202.9732),(5 211.67528),(6 218.75525),(7 222.06245),(8 225.8862),(9 229.94577),(10 232.97145),(11 235.52284),(12 237.18047),(13 238.75209),(14 241.57967),(15 241.88518),(16 243.56339),(17 245.43428),(18 247.39539),(19 248.38387),(20 247.84833),(21 248.48415),(22 249.17357),(23 245.52863),(24 249.99898),(25 250.37296),(26 248.97182),(27 249.8986),(28 252.85663),(29 253.03436),(30 255.93051),(31 256.8239),(32 254.65585),(33 255.60773),(34 256.4465),(35 258.23627),(36 257.27383),(37 261.11176),(38 263.6513),(39 258.9041),(40 259.08243),(41 258.53128),(42 258.035),(43 256.77017),(44 262.02505),(45 261.2529),(46 259.3277),(47 256.2139),(48 257.49106),(49 258.60864),(50 258.7142),(51 259.21603),(52 260.55002),(53 260.80563),(54 261.46494),(55 262.29953),(56 265.19156),(57 261.54327),(58 261.97324),(59 259.5078),(60 259.92142),(61 260.1002),(62 259.26147),(63 258.80597),(64 257.77164),(65 259.06357),(66 260.81717),(67 261.0544),(68 262.59677),(69 262.87494),(70 261.8137),(71 264.40356),(72 264.5074),(73 264.3441),(74 266.67444),(75 263.95685),(76 262.74036),(77 263.56683),(78 264.68668),(79 265.98642),
(1 137.84723),(2 177.72594),(3 198.66415),(4 211.35126),(5 218.41554),(6 223.32314),(7 225.63266),(8 229.40979),(9 231.68932),(10 235.0905),(11 239.95192),(12 240.52573),(13 242.6651),(14 244.73724),(15 246.23001),(16 247.17233),(17 249.39992),(18 251.66228),(19 252.04248),(20 253.5828),(21 250.09769),(22 251.54237),(23 254.28079),(24 254.3881),(25 253.91946),(26 254.97682),(27 255.65915),(28 258.06848),(29 256.6579),(30 256.56412),(31 259.70963),(32 260.37668),(33 263.56088),(34 263.85223),(35 266.17593),(36 267.51468),(37 267.55814),(38 269.64203),(39 266.67694),(40 267.22653),(41 264.4242),(42 262.4064),(43 259.44107),(44 262.81143),(45 263.42554),(46 260.7719),(47 260.06042),(48 262.33484),(49 265.17007),(50 262.41867),(51 265.11807),(52 263.6965),(53 265.71838),(54 263.6716),(55 264.19244),(56 263.07425),(57 262.46643),(58 262.0403),(59 261.6502),(60 261.56128),(61 261.36014),(62 263.1155),(63 263.5204),(64 263.26758),(65 265.0316),(66 265.13275),(67 267.59402),(68 268.14136),(69 265.47),(70 265.79166),(71 265.7519),(72 265.97882),(73 264.82248),(74 266.5282),(75 266.50143),(76 267.15704),(77 263.13666),(78 264.4084),(79 264.84537),
