1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 231579.77),(2 734589.5),(3 1584432.4),(4 2403131.8),(5 3183240.3),(6 3860660.3),(7 4460045),(8 5015756.5),(9 5493083),(10 5844033.5),(11 6038366),(12 6096659.5),(13 6099550),(14 6086409),(15 6097052),(16 6149127.5),(17 6240341),(18 6335991.5),(19 6473214.5),(20 6626340),(21 6771222.5),(22 6849232),(23 6832055.5),(24 6703952.5),(25 6554099.5),(26 6381653.5),(27 6173699.5),(28 5938685),(29 5785953.5),(30 5672251),(31 5598357),(32 5664566.5),(33 5848619),(34 6043211),(35 6249845),(36 6433207.5),(37 6594966.5),(38 6814163.5),(39 6911867),(40 6893689.5),(41 6809380),(42 6660055.5),(43 6426628),(44 6162704.5),(45 5951592.5),(46 5805909),(47 5701780),(48 5669414.5),(49 5689496.5),(50 5760845),(51 5889915),(52 6035893),(53 6145460),(54 6246476.5),(55 6354996),(56 6419460),(57 6378668),(58 6318760.5),(59 6207192.5),(60 6076491),(61 5960263),(62 5872568.5),(63 5846653),(64 5867486.5),(65 5909966),(66 5956937.5),(67 5986563),(68 5934227.5),(69 5870070.5),(70 5781686.5),(71 5734621),(72 5678420),(73 5568885.5),(74 5449564),(75 5276228.5),(76 5086474),(77 4949571),(78 4901342.5),(79 4918763),
(1 234292.33),(2 735930.7),(3 1593366.1),(4 2366676),(5 3057788.8),(6 3638280),(7 4125936),(8 4538492),(9 4815546),(10 4937802),(11 4885805.5),(12 4750642),(13 4589265.5),(14 4424388),(15 4344467.5),(16 4348544.5),(17 4411314),(18 4499777.5),(19 4603340.5),(20 4720565),(21 4813670),(22 4849682.5),(23 4788560),(24 4642576.5),(25 4506138.5),(26 4393375),(27 4297410.5),(28 4233402.5),(29 4266472.5),(30 4338146),(31 4454650.5),(32 4643431.5),(33 4889430.5),(34 5127839),(35 5397702.5),(36 5647446.5),(37 5876238.5),(38 6075149.5),(39 6122166.5),(40 6019247.5),(41 5843664),(42 5622620),(43 5393433),(44 5212458.5),(45 5140175),(46 5260821),(47 5385518.5),(48 5503603.5),(49 5631648),(50 5770052),(51 5948492.5),(52 6164526.5),(53 6357665.5),(54 6463940.5),(55 6514784),(56 6453197.5),(57 6306196),(58 6137713.5),(59 5926290.5),(60 5754396.5),(61 5635157.5),(62 5565674.5),(63 5574759),(64 5604902.5),(65 5637065.5),(66 5699240),(67 5708276),(68 5656144.5),(69 5571570),(70 5451028),(71 5399163.5),(72 5384944.5),(73 5431339.5),(74 5484090),(75 5537603.5),(76 5545745.5),(77 5559306.5),(78 5537855.5),(79 5480588.5),
(1 271408.1),(2 887449.4),(3 1859529.1),(4 2786582.5),(5 3642949),(6 4359551.5),(7 4973410.5),(8 5478614),(9 5804589),(10 5906492),(11 5880860),(12 5705798),(13 5484425.5),(14 5248835),(15 5070936.5),(16 4937478.5),(17 4831300),(18 4745666.5),(19 4693632),(20 4682254),(21 4676252.5),(22 4644294),(23 4564553.5),(24 4403216.5),(25 4325747),(26 4328151),(27 4378060.5),(28 4479721.5),(29 4726313),(30 4949778),(31 5193186.5),(32 5407615.5),(33 5558496.5),(34 5663416.5),(35 5727533.5),(36 5701536),(37 5617713.5),(38 5406873),(39 5201191),(40 4982969),(41 4770508.5),(42 4524852.5),(43 4299909),(44 4174343),(45 4169647.3),(46 4278951),(47 4497852.5),(48 4785462.5),(49 5135107),(50 5452598),(51 5726513.5),(52 5920427),(53 6018740),(54 5963735),(55 5802652),(56 5526867),(57 5219953),(58 4977971),(59 4831554),(60 4775282),(61 4790785.5),(62 4876583.5),(63 5054726),(64 5279528.5),(65 5527625),(66 5823687.5),(67 5970713.5),(68 6035513.5),(69 6078939),(70 6127134),(71 6219200.5),(72 6365084),(73 6555022),(74 6741659),(75 6865728.5),(76 6896685.5),(77 6846866),(78 6712898.5),(79 6513754),
(1 256553.34),(2 831992.6),(3 1739274.8),(4 2623736.3),(5 3451163.5),(6 4102973.8),(7 4664598.5),(8 5132500),(9 5462525.5),(10 5630269.5),(11 5635561),(12 5511173),(13 5339706),(14 5159973.5),(15 5031890),(16 4933833),(17 4850921.5),(18 4770038),(19 4729441.5),(20 4680208),(21 4597054),(22 4420226.5),(23 4298496.5),(24 4094727.8),(25 3975978),(26 3905253.8),(27 3910771.8),(28 3975352.8),(29 4077002.5),(30 4211220.5),(31 4363562),(32 4517739.5),(33 4702490),(34 4887966.5),(35 5070951),(36 5160008.5),(37 5111662.5),(38 4894953),(39 4667213),(40 4432889.5),(41 4213484.5),(42 3985880.3),(43 3787195.5),(44 3670965.8),(45 3594473.3),(46 3546530.5),(47 3587809.3),(48 3712205.8),(49 3894482),(50 4115932.5),(51 4331206.5),(52 4465308),(53 4541786),(54 4575503),(55 4595589),(56 4593061),(57 4576524),(58 4599008),(59 4650745),(60 4700829),(61 4733758),(62 4746239.5),(63 4795611.5),(64 4845150),(65 4863456.5),(66 4753720.5),(67 4693036),(68 4691438.5),(69 4736383.5),(70 4812941),(71 4890016),(72 4952976.5),(73 5050362),(74 5121315.5),(75 5135282),(76 5109394),(77 5050783.5),(78 4968353.5),(79 4880563),
(1 308900.25),(2 986945.44),(3 2007515),(4 2932012.5),(5 3795747),(6 4468823),(7 4953870),(8 5220929),(9 5295068.5),(10 5265679.5),(11 5316742.5),(12 5416980.5),(13 5533143.5),(14 5581020.5),(15 5590025.5),(16 5487017.5),(17 5293975),(18 5032071.5),(19 4726291.5),(20 4462904.5),(21 4260879),(22 4116554),(23 4022275.8),(24 3878612.3),(25 3813036.8),(26 3752513.3),(27 3687559.8),(28 3628513.3),(29 3634406),(30 3694664),(31 3777837.3),(32 3828710.5),(33 3913472),(34 4050734.8),(35 4217864),(36 4380376.5),(37 4504058.5),(38 4672687.5),(39 4816745),(40 4894986),(41 4933876),(42 4890923.5),(43 4800312),(44 4736016.5),(45 4714957.5),(46 4643511),(47 4557019.5),(48 4438595.5),(49 4274352.5),(50 4145229.3),(51 4037619.8),(52 3958121.5),(53 3930170),(54 3980065.8),(55 4102342),(56 4258816),(57 4409931.5),(58 4571847),(59 4682595),(60 4700626.5),(61 4684203.5),(62 4596438),(63 4494584),(64 4371189.5),(65 4262358.5),(66 4193044.3),(67 4208733),(68 4233004.5),(69 4252357.5),(70 4286487),(71 4293527),(72 4270341),(73 4226013.5),(74 4206544.5),(75 4184501.8),(76 4220246),(77 4311375),(78 4428402.5),(79 4525106),
(1 297520.72),(2 963497.2),(3 2102190),(4 2900005),(5 3548389.5),(6 3993099),(7 4219335),(8 4207850.5),(9 4055260.5),(10 3915255.5),(11 3972685.3),(12 4186627.3),(13 4467170.5),(14 4674807.5),(15 4738849),(16 4610801),(17 4333338.5),(18 3956808.5),(19 3517755.3),(20 3126704),(21 2859738.3),(22 2753221.3),(23 2803676.5),(24 2933442.5),(25 3057837.8),(26 3171425.3),(27 3276462.8),(28 3350668.3),(29 3415947),(30 3490061.3),(31 3557152.3),(32 3611106.8),(33 3670932.3),(34 3769626.3),(35 3857357.5),(36 3894130.8),(37 3860656.5),(38 3769512),(39 3668552),(40 3533711),(41 3446169.8),(42 3368366.5),(43 3307796.3),(44 3279002.3),(45 3288957.8),(46 3409744.3),(47 3586032),(48 3715856.8),(49 3811353.3),(50 3876613.3),(51 3901788.3),(52 3866308.3),(53 3824703),(54 3824524),(55 3867917.5),(56 3945116.8),(57 3962618.5),(58 3898905.3),(59 3784525.3),(60 3596667),(61 3412824),(62 3252235.8),(63 3138761.3),(64 3079331.3),(65 3114291.8),(66 3256051.3),(67 3401372.8),(68 3520245.5),(69 3614597),(70 3692951.8),(71 3736585.5),(72 3771762.3),(73 3836378.3),(74 3964505.3),(75 4102835.8),(76 4184213.3),(77 4231123.5),(78 4229532.5),(79 4172552.3),
(1 285321.7),(2 911185.5),(3 1859978.1),(4 2651451.5),(5 3254976.5),(6 3605523.8),(7 3718824.8),(8 3656264.8),(9 3528421.3),(10 3458465.5),(11 3499028.5),(12 3621808.3),(13 3790314.8),(14 3950908.5),(15 4066064.3),(16 4064426.3),(17 3921715.5),(18 3660693.8),(19 3352107.3),(20 3085388.3),(21 2888455.5),(22 2731577.8),(23 2707992.8),(24 2776555.3),(25 2870443.3),(26 2950328.8),(27 3004777.3),(28 3036629.5),(29 3091830.8),(30 3182504),(31 3297797.5),(32 3440675.5),(33 3629967),(34 3835501.3),(35 3965212.3),(36 4016781.8),(37 3975259),(38 3846911),(39 3705971.3),(40 3538007.8),(41 3408279.8),(42 3315452.5),(43 3310003),(44 3331398.3),(45 3338422.8),(46 3355812.8),(47 3369083),(48 3415300.8),(49 3503408.5),(50 3610597.3),(51 3694629.3),(52 3755483.5),(53 3799281.3),(54 3815182.5),(55 3803538.3),(56 3773524.3),(57 3716861),(58 3645228.5),(59 3598533.5),(60 3546889.8),(61 3511737),(62 3489773.5),(63 3476914.5),(64 3444917.5),(65 3385311),(66 3282236.5),(67 3191285.8),(68 3095173.3),(69 2994828.3),(70 2906671),(71 2852444.8),(72 2869707.3),(73 2959248.8),(74 3099617.5),(75 3269603),(76 3382102.8),(77 3441294.5),(78 3428471.8),(79 3348632.8),
(1 220570.78),(2 675497.56),(3 1297175.8),(4 1767634.3),(5 2144623),(6 2441076),(7 2626035.5),(8 2687847.8),(9 2711793.8),(10 2774916),(11 2885772.8),(12 2922193.8),(13 2871988.8),(14 2738414.8),(15 2580007.8),(16 2446138.8),(17 2336755),(18 2238394),(19 2174573.3),(20 2166815.5),(21 2216730.3),(22 2274262.8),(23 2316284.3),(24 2376956.5),(25 2469402),(26 2577058.5),(27 2654773.8),(28 2676503.8),(29 2708045),(30 2693248.8),(31 2672737),(32 2622001),(33 2564800.3),(34 2523526.5),(35 2547877.3),(36 2642637.5),(37 2754790.5),(38 2778809.3),(39 2797749.3),(40 2810233.5),(41 2837904.3),(42 2858812),(43 2870640),(44 2863416.3),(45 2867227),(46 2857246),(47 2799783.8),(48 2755550),(49 2743830.3),(50 2772637.3),(51 2850511.3),(52 2923788),(53 2952987.8),(54 2983492.8),(55 3003075.5),(56 3002565.3),(57 2983788.8),(58 2978041.8),(59 2985990),(60 2984125.8),(61 2953446.3),(62 2879262.5),(63 2765100.3),(64 2642527),(65 2556389.8),(66 2460229.5),(67 2426702.8),(68 2401765.3),(69 2368572),(70 2331261.3),(71 2314676.3),(72 2323038),(73 2356548.8),(74 2427755.3),(75 2526512.3),(76 2603159),(77 2657925.5),(78 2679024.5),(79 2661895.3),
(1 194837.34),(2 615450.5),(3 1226884.3),(4 1680071),(5 2039056.9),(6 2294924.5),(7 2459159),(8 2525891.5),(9 2564915.5),(10 2585986.5),(11 2537546.3),(12 2470814.8),(13 2390695.3),(14 2311837),(15 2239640.5),(16 2171583),(17 2100388),(18 2020418.9),(19 1967230.1),(20 1957233.9),(21 1992260.6),(22 2083330.3),(23 2156240.3),(24 2202429.8),(25 2236403),(26 2274180.3),(27 2330014.3),(28 2379432.3),(29 2467374.5),(30 2532198.8),(31 2576545.5),(32 2615996.8),(33 2625932),(34 2623904.5),(35 2618623.5),(36 2624839.5),(37 2627852.5),(38 2569059.3),(39 2512691.5),(40 2449368),(41 2398635.5),(42 2324188),(43 2269963.3),(44 2237060),(45 2198426.3),(46 2200683.5),(47 2169684.8),(48 2164560.8),(49 2213298.8),(50 2308915.3),(51 2369241.3),(52 2397171.5),(53 2370286.5),(54 2321098.5),(55 2250419.5),(56 2187814),(57 2176831.5),(58 2170628.3),(59 2156571.8),(60 2121050.5),(61 2072008.3),(62 2038045.8),(63 2032319),(64 2060037.5),(65 2117624),(66 2139941.5),(67 2184450.5),(68 2199901.5),(69 2187064.5),(70 2160021),(71 2129669.5),(72 2096623.8),(73 2070176.3),(74 2067670.3),(75 2086225.8),(76 2099911.5),(77 2084818.5),(78 2071107.9),(79 2083819.5),
(1 214548.84),(2 642309.75),(3 1185901.3),(4 1621798.9),(5 1979420.5),(6 2227576.3),(7 2348479.5),(8 2325654.8),(9 2227783.8),(10 2149296.8),(11 2115936),(12 2085935.6),(13 2069685.3),(14 2065794.4),(15 2061578),(16 2050931.9),(17 2031212.1),(18 2008051.5),(19 2003537.5),(20 2008001.5),(21 2014879.1),(22 2033124.8),(23 2042597.9),(24 2049835.3),(25 2054207.1),(26 2065357),(27 2102325.5),(28 2158868.3),(29 2220151.8),(30 2277875),(31 2319337),(32 2323861.3),(33 2278484.3),(34 2212620),(35 2147901),(36 2110962.3),(37 2107194),(38 2123277.5),(39 2118786.5),(40 2127119.5),(41 2116841),(42 2086727.4),(43 2048765.3),(44 1987543.8),(45 1892990.8),(46 1823810),(47 1760373.9),(48 1742958.8),(49 1796769.1),(50 1883663.6),(51 1971430.9),(52 2047834.1),(53 2112592.3),(54 2171200),(55 2213187.5),(56 2227516),(57 2253784.3),(58 2249607),(59 2213194),(60 2170506),(61 2126787),(62 2099060.8),(63 2082656.9),(64 2072415.1),(65 2073904.9),(66 2068086.3),(67 2047786.4),(68 2030306),(69 2013522.1),(70 1998303.1),(71 1990515.3),(72 1978086.3),(73 1983974.9),(74 2022692.8),(75 2109244.3),(76 2190198.3),(77 2216192.5),(78 2230791),(79 2227652.3),
(1 195917.36),(2 562029.5),(3 1081261.4),(4 1471994.4),(5 1773790.1),(6 1965621.5),(7 2065669),(8 2105787),(9 2121681),(10 2124197.5),(11 2127455),(12 2106681.3),(13 2072123),(14 1993986.3),(15 1888137.9),(16 1782541.6),(17 1710556.3),(18 1676406.1),(19 1669457.4),(20 1680147.3),(21 1687207.6),(22 1697790.6),(23 1731205.5),(24 1810037.1),(25 1891943.1),(26 1990632.5),(27 2098002.3),(28 2203158.8),(29 2276163),(30 2342970),(31 2395419.8),(32 2407497.5),(33 2364530.5),(34 2291513.3),(35 2228916),(36 2206193),(37 2201293.3),(38 2223498),(39 2232988),(40 2261924.5),(41 2272824.3),(42 2240475),(43 2189204),(44 2120003.3),(45 2020749),(46 1926283.9),(47 1862104),(48 1823212.3),(49 1825383.5),(50 1880358.8),(51 1935856.3),(52 1983031.8),(53 2049186),(54 2134372.5),(55 2207549.5),(56 2236687.5),(57 2220436.5),(58 2169443.3),(59 2109334.8),(60 2044149),(61 2014985.1),(62 2031415.8),(63 2047231.1),(64 2020073.1),(65 1953035),(66 1845942.5),(67 1746380.1),(68 1703634.6),(69 1692403.3),(70 1708601),(71 1739943.1),(72 1767495.3),(73 1811310),(74 1849395.1),(75 1904283.3),(76 1953837.5),(77 1998146.3),(78 2083812.1),(79 2164860),
(1 212137.27),(2 622882.3),(3 1154276),(4 1550531.6),(5 1856351.9),(6 2070774.6),(7 2186447),(8 2248165.5),(9 2259549.3),(10 2231040.5),(11 2173338),(12 2091189.5),(13 2025277.1),(14 1962707.1),(15 1879852.3),(16 1831846.8),(17 1836542.1),(18 1882067.4),(19 1924998.3),(20 1962914.3),(21 1982032),(22 1983912.3),(23 1937978.5),(24 1957698.9),(25 2003134),(26 2077033.4),(27 2148130.8),(28 2234405.3),(29 2335643.5),(30 2410413),(31 2423275),(32 2395950),(33 2335502),(34 2216127.3),(35 2076323.5),(36 1967406.3),(37 1894071.1),(38 1850698),(39 1839215),(40 1865815.8),(41 1918085.1),(42 1962298.6),(43 1991030.6),(44 1986831.8),(45 1923080.6),(46 1832860.5),(47 1744056.1),(48 1682979.9),(49 1678099.5),(50 1746341),(51 1808885.5),(52 1857113.6),(53 1916697.5),(54 2004857.8),(55 2096297.1),(56 2165543.5),(57 2232808.3),(58 2183515),(59 2075670.3),(60 1949026.5),(61 1860602.5),(62 1797701),(63 1748072.5),(64 1714627.1),(65 1699047),(66 1673584.3),(67 1580635.8),(68 1524825.1),(69 1492623.8),(70 1503826.8),(71 1533528.8),(72 1598063.3),(73 1682699.5),(74 1767387.6),(75 1883129.8),(76 1951405.5),(77 2010615.8),(78 2043258.6),(79 2041716.6),
(1 198421.9),(2 561589.94),(3 1039716.8),(4 1375384.8),(5 1627249.1),(6 1791631.5),(7 1855997),(8 1879073.3),(9 1887057.9),(10 1853629.6),(11 1756268.3),(12 1677522.4),(13 1634648.8),(14 1605078.4),(15 1596232.4),(16 1646164.3),(17 1725406.9),(18 1777316.6),(19 1795059.8),(20 1785344.8),(21 1750682.3),(22 1701347.9),(23 1643869),(24 1575118),(25 1580532.9),(26 1617749),(27 1679691),(28 1770823.9),(29 1893185.3),(30 1991666.4),(31 2057649.1),(32 2094380.3),(33 2105971),(34 2080481.6),(35 2009351.9),(36 1910523),(37 1815008.5),(38 1673083.1),(39 1572723.9),(40 1535063.1),(41 1560594),(42 1623372.5),(43 1686473.9),(44 1717621.4),(45 1700796.6),(46 1621064.8),(47 1530569.9),(48 1482913),(49 1487814.3),(50 1546276.9),(51 1602800.8),(52 1661667.4),(53 1735208.1),(54 1826225.1),(55 1904348.3),(56 1966393.9),(57 2052171.1),(58 2011113.1),(59 1907382),(60 1788012.1),(61 1679965.8),(62 1571025.9),(63 1475527.8),(64 1428251.9),(65 1428039.5),(66 1427051),(67 1431137.4),(68 1458113.9),(69 1489289.9),(70 1512702),(71 1546628.1),(72 1628446.1),(73 1714013.8),(74 1761837.3),(75 1815556.6),(76 1837548.3),(77 1840871.3),(78 1795834.6),(79 1763691.1),
(1 181667.31),(2 521820.72),(3 927068.56),(4 1179015.9),(5 1336307.5),(6 1426756.8),(7 1475189.3),(8 1516298.3),(9 1557168.8),(10 1572501),(11 1556458),(12 1536956.1),(13 1528468.6),(14 1509706.9),(15 1491461.8),(16 1479617.6),(17 1455566.6),(18 1409530.6),(19 1365303.5),(20 1344753.6),(21 1333983.5),(22 1331304),(23 1300430.4),(24 1275069.3),(25 1296423.9),(26 1353061.8),(27 1415660.8),(28 1489294.9),(29 1531434.6),(30 1541163.5),(31 1534183.5),(32 1524988.8),(33 1509425.1),(34 1487445.9),(35 1443053),(36 1390219.1),(37 1345624),(38 1280077.5),(39 1235538.1),(40 1228181.8),(41 1255090.8),(42 1292586.1),(43 1331536.5),(44 1350418),(45 1344759.5),(46 1305751.5),(47 1250232.5),(48 1244098.3),(49 1288279.5),(50 1368217.4),(51 1448094.4),(52 1523069),(53 1596168.9),(54 1641524.5),(55 1640482.9),(56 1610020.6),(57 1586679.5),(58 1514441.8),(59 1420593.8),(60 1345730.9),(61 1318567.1),(62 1340623.9),(63 1395258),(64 1464149.8),(65 1527988.3),(66 1580552.5),(67 1541168.1),(68 1507581.5),(69 1458245.6),(70 1409582.9),(71 1377363),(72 1380860.8),(73 1408237.5),(74 1443731.1),(75 1512573.9),(76 1603013.4),(77 1651908.3),(78 1634113.4),(79 1601263.3),
(1 175307.06),(2 499234.75),(3 858845.3),(4 1093113.1),(5 1260832.9),(6 1354732.3),(7 1400050.3),(8 1431051.3),(9 1422235.3),(10 1375911.8),(11 1329459.3),(12 1304541),(13 1279104),(14 1240441.6),(15 1214919.6),(16 1218439.9),(17 1219588.1),(18 1214070.8),(19 1232775.3),(20 1271828.5),(21 1312931.4),(22 1354619.9),(23 1367417.6),(24 1317194.6),(25 1274528.8),(26 1247032),(27 1256028.1),(28 1296466.6),(29 1337740.8),(30 1378989),(31 1419629.5),(32 1452281.1),(33 1478848.9),(34 1503874.1),(35 1520252.1),(36 1511388.1),(37 1470969),(38 1338182.4),(39 1226611.9),(40 1167437.9),(41 1179773.6),(42 1220201.6),(43 1241334.5),(44 1244321.3),(45 1231322.1),(46 1220035.9),(47 1248866.9),(48 1282863.6),(49 1340157.4),(50 1412428.3),(51 1471908.3),(52 1493925.4),(53 1509189.4),(54 1531359.3),(55 1520565.8),(56 1479187.9),(57 1408568.5),(58 1330246.4),(59 1273122.3),(60 1248979.4),(61 1247190.6),(62 1262567.9),(63 1290245.8),(64 1305814),(65 1310371.8),(66 1319549.9),(67 1313217.1),(68 1305751.3),(69 1285325.3),(70 1279355.3),(71 1260061.3),(72 1240995.3),(73 1282309.5),(74 1377074.3),(75 1468752.8),(76 1542570),(77 1554145.3),(78 1519344.8),(79 1464965.9),
(1 169869.78),(2 461565.25),(3 767767.4),(4 954890.1),(5 1085800),(6 1155236),(7 1195047.8),(8 1233330.4),(9 1248607.5),(10 1232972.3),(11 1208539.8),(12 1233543.4),(13 1271487.6),(14 1304637),(15 1341792.3),(16 1370906.5),(17 1374375.8),(18 1366568.8),(19 1349824),(20 1339294.6),(21 1344345.5),(22 1354299),(23 1342898.1),(24 1273605.8),(25 1222495.9),(26 1212712.8),(27 1247653.8),(28 1295683.3),(29 1322323.3),(30 1359812.8),(31 1403436.8),(32 1434695.4),(33 1463042.6),(34 1464034),(35 1425685.6),(36 1346247),(37 1251013.9),(38 1159840.4),(39 1094331.4),(40 1081101.9),(41 1102729.1),(42 1132997.9),(43 1167246.3),(44 1196359.8),(45 1203719),(46 1232165.9),(47 1236199.4),(48 1238858),(49 1226097),(50 1213612),(51 1200364.5),(52 1196245.5),(53 1185371.1),(54 1163957),(55 1133997.3),(56 1089385.3),(57 1033038.9),(58 1009601.6),(59 999302.1),(60 1000644.9),(61 993422.5),(62 983473.3),(63 967863.7),(64 952882),(65 969057.25),(66 1036694.75),(67 1139149),(68 1177642.3),(69 1168781.4),(70 1165674.9),(71 1149957),(72 1127780.6),(73 1162660.9),(74 1213866.3),(75 1255305),(76 1298396.3),(77 1330227.3),(78 1346369),(79 1326581.4),
(1 161823.22),(2 445023.78),(3 730669.06),(4 909228.4),(5 1022459),(6 1092291.3),(7 1138762.6),(8 1156645),(9 1148216.9),(10 1127836.3),(11 1125227.3),(12 1119518.9),(13 1124486.9),(14 1131208),(15 1119244.8),(16 1113245.5),(17 1104021),(18 1091033.5),(19 1077274.5),(20 1080302.6),(21 1087254),(22 1091488.3),(23 1089231.6),(24 1042130.7),(25 1041153.44),(26 1060930.1),(27 1092193.1),(28 1126050.4),(29 1159804.3),(30 1193103.5),(31 1229704.4),(32 1236500.9),(33 1235489.8),(34 1202812.9),(35 1153463.1),(36 1111957.6),(37 1088680.1),(38 1082938),(39 1045443.2),(40 1029867.3),(41 1053870.6),(42 1087783.6),(43 1106664.8),(44 1100968.8),(45 1082346),(46 1104515.8),(47 1116736.1),(48 1126862.6),(49 1127367.8),(50 1125417.4),(51 1124285.4),(52 1130713.8),(53 1132895.5),(54 1144262),(55 1163917.5),(56 1167587.1),(57 1141199.5),(58 1105382.3),(59 1063886.5),(60 1031999.8),(61 1015657.44),(62 1025121.3),(63 1019333.25),(64 1006554.9),(65 1015348.25),(66 1055812.1),(67 1096041.4),(68 1124000.5),(69 1130396.4),(70 1128254.1),(71 1103173.9),(72 1085253.9),(73 1114795.4),(74 1166036.8),(75 1223038),(76 1259430),(77 1279928.6),(78 1275184.1),(79 1251631.3),
