1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 6859.155),(2 7692.1685),(3 9006.535),(4 8246.295),(5 10473.859),(6 9520.704),(7 11609.544),(8 11679.84),(9 12574.242),(10 9658.056),(11 13363.03),(12 12984.419),(13 13499.733),(14 12129.117),(15 13743.505),(16 12235.147),(17 13778.961),(18 13341.267),(19 13713.086),(20 10312.2295),(21 13945.075),(22 13784.8545),(23 14455.29),(24 13267.653),(25 14993.368),(26 13592.362),(27 15152.852),(28 14921.802),(29 15386.362),(30 12028.961),(31 15515.753),(32 15209.169),(33 15650.648),(34 14210.77),(35 15623.341),(36 13975.829),(37 15435.133),(38 14948.403),(39 15103.97),(40 11712.481),(41 15568.024),(42 15436.672),(43 16300.602),(44 15160.677),(45 16945.6),(46 15656),(47 17430.756),(48 17043.852),(49 17741.646),(50 14495.198),(51 17977.826),(52 17603.178),(53 18155.35),(54 16618.295),(55 18215.41),(56 16690.467),(57 18005.012),(58 17493.283),(59 17939.615),(60 14256.958),(61 17927.725),(62 17719.85),(63 18409.416),(64 17301.281),(65 19036.547),(66 17689.244),(67 19374.404),(68 19091.746),(69 19742.744),(70 16469.79),(71 20036.768),(72 19828.02),(73 20393.064),(74 18992.818),(75 20583.709),(76 19097.756),(77 20560.6),(78 20033.62),(79 20388.973),
(1 114.76939),(2 137.07375),(3 144.80333),(4 147.0754),(5 148.70636),(6 149.2048),(7 149.94853),(8 149.89005),(9 150.9258),(10 148.70169),(11 151.33182),(12 150.70912),(13 151.14436),(14 150.99707),(15 151.14677),(16 151.21538),(17 151.67221),(18 151.3622),(19 151.65565),(20 148.87964),(21 151.64807),(22 151.2901),(23 151.56573),(24 151.38837),(25 151.49449),(26 151.56064),(27 151.73068),(28 151.23807),(29 151.97272),(30 149.50671),(31 152.05482),(32 151.4271),(33 152.04254),(34 151.99054),(35 152.023),(36 152.05615),(37 152.31854),(38 152.06937),(39 152.50577),(40 149.82645),(41 152.38437),(42 152.06596),(43 152.46477),(44 152.21213),(45 152.26169),(46 152.17213),(47 152.40193),(48 152.15666),(49 152.8433),(50 150.23662),(51 152.63132),(52 152.15927),(53 152.51314),(54 152.63533),(55 152.63985),(56 152.55197),(57 152.8902),(58 152.77731),(59 153.12462),(60 150.74231),(61 153.19269),(62 152.80185),(63 153.08226),(64 152.91364),(65 152.96002),(66 153.0342),(67 153.12964),(68 152.9717),(69 153.3202),(70 150.85472),(71 153.23677),(72 152.98737),(73 153.22565),(74 153.2689),(75 153.27402),(76 153.2697),(77 153.57825),(78 153.24515),(79 153.68207),
(1 114.50126),(2 136.35312),(3 144.18736),(4 146.68036),(5 148.29779),(6 148.82422),(7 149.48459),(8 149.62222),(9 150.68593),(10 148.29),(11 150.99646),(12 150.25769),(13 150.74248),(14 150.77536),(15 150.78036),(16 150.52835),(17 151.00816),(18 150.75044),(19 151.27985),(20 148.49747),(21 151.20753),(22 150.81638),(23 151.12483),(24 150.83656),(25 151.17633),(26 151.14227),(27 151.36884),(28 151.0858),(29 151.68504),(30 149.2745),(31 151.86078),(32 151.26273),(33 151.52985),(34 151.52905),(35 151.81091),(36 151.54779),(37 151.88844),(38 151.61037),(39 151.9966),(40 149.39592),(41 152.1021),(42 151.75366),(43 152.04799),(44 151.85887),(45 152.05391),(46 151.85754),(47 152.0288),(48 151.73935),(49 152.43317),(50 150.0066),(51 152.29002),(52 151.83037),(53 152.46901),(54 152.34407),(55 152.46735),(56 152.21669),(57 152.52545),(58 152.3284),(59 152.8387),(60 150.29121),(61 152.7803),(62 152.49661),(63 152.67926),(64 152.43648),(65 152.66043),(66 152.56306),(67 152.74081),(68 152.46613),(69 153.11447),(70 150.80434),(71 153.12051),(72 152.6983),(73 153.00871),(74 152.95982),(75 152.93118),(76 152.91374),(77 153.02191),(78 152.76013),(79 152.99893),
(1 114.27755),(2 136.46881),(3 144.0694),(4 146.18895),(5 147.87996),(6 148.23749),(7 149.15321),(8 149.17976),(9 150.24332),(10 147.84425),(11 150.49083),(12 150.19405),(13 150.549),(14 150.59229),(15 150.88739),(16 150.70866),(17 150.96526),(18 150.58687),(19 150.91798),(20 147.98521),(21 150.92293),(22 150.54056),(23 150.89743),(24 150.79726),(25 151.01808),(26 150.93062),(27 151.23923),(28 150.90405),(29 151.43489),(30 149.06934),(31 151.61072),(32 151.00098),(33 151.44212),(34 151.38695),(35 151.3784),(36 151.36076),(37 151.64069),(38 151.46182),(39 151.96823),(40 149.38707),(41 151.9327),(42 151.53508),(43 151.67152),(44 151.39227),(45 151.71808),(46 151.5978),(47 151.80624),(48 151.61159),(49 152.1447),(50 149.59961),(51 152.05437),(52 151.93486),(53 152.13742),(54 152.11537),(55 152.35085),(56 152.09146),(57 152.35583),(58 152.08699),(59 152.44884),(60 150.03937),(61 152.74615),(62 152.4122),(63 152.64659),(64 152.21674),(65 152.66083),(66 152.4966),(67 152.62866),(68 152.29482),(69 152.65858),(70 150.43788),(71 152.72212),(72 152.33754),(73 152.56445),(74 152.55365),(75 152.65787),(76 152.58357),(77 152.945),(78 152.52103),(79 152.9222),
(1 114.367874),(2 136.4377),(3 144.22765),(4 146.30107),(5 147.90868),(6 148.19987),(7 149.06306),(8 149.11682),(9 150.37822),(10 148.10779),(11 150.79312),(12 150.16235),(13 150.61668),(14 150.61618),(15 150.79283),(16 150.58601),(17 150.87498),(18 150.61015),(19 151.09041),(20 148.29137),(21 151.15308),(22 150.71446),(23 151.08754),(24 150.81776),(25 151.05963),(26 150.87926),(27 151.04648),(28 150.6867),(29 151.55205),(30 149.07976),(31 151.5959),(32 151.06114),(33 151.62354),(34 151.5207),(35 151.64539),(36 151.46284),(37 151.75157),(38 151.42957),(39 152.01636),(40 149.34415),(41 152.14746),(42 151.84477),(43 151.99934),(44 151.71797),(45 152.06624),(46 151.74672),(47 152.06183),(48 151.75966),(49 152.24553),(50 149.74303),(51 152.18817),(52 151.7479),(53 152.2903),(54 151.96468),(55 152.26599),(56 152.13756),(57 152.36569),(58 152.0615),(59 152.51025),(60 150.1386),(61 152.62119),(62 152.27744),(63 152.54211),(64 152.18419),(65 152.54404),(66 152.39941),(67 152.64735),(68 152.2045),(69 152.9175),(70 150.52986),(71 152.9493),(72 152.49216),(73 152.79079),(74 152.43321),(75 152.76863),(76 152.5521),(77 152.85596),(78 152.63638),(79 153.02608),
(1 114.40362),(2 136.43558),(3 144.08179),(4 146.23022),(5 147.92564),(6 148.29744),(7 148.93752),(8 149.06398),(9 150.22668),(10 147.947),(11 150.67537),(12 150.16798),(13 150.48953),(14 150.52379),(15 150.7538),(16 150.48207),(17 150.79665),(18 150.51982),(19 150.88704),(20 148.20558),(21 151.03902),(22 150.90025),(23 150.94235),(24 150.75845),(25 151.17746),(26 150.99876),(27 151.20407),(28 150.85814),(29 151.43591),(30 149.047),(31 151.65604),(32 151.0619),(33 151.37695),(34 151.29106),(35 151.5154),(36 151.35495),(37 151.73752),(38 151.38875),(39 151.76378),(40 149.41994),(41 152.043),(42 151.73361),(43 151.69003),(44 151.58539),(45 151.85042),(46 151.7525),(47 152.07498),(48 151.62764),(49 152.13422),(50 149.71078),(51 152.12334),(52 151.62038),(53 152.10246),(54 151.99934),(55 152.14726),(56 152.04437),(57 152.30348),(58 151.97136),(59 152.36996),(60 150.0078),(61 152.77261),(62 152.34888),(63 152.5339),(64 152.31532),(65 152.49667),(66 152.4291),(67 152.68465),(68 152.42455),(69 152.76459),(70 150.52107),(71 152.82565),(72 152.48921),(73 152.79861),(74 152.63733),(75 152.7807),(76 152.48273),(77 152.82367),(78 152.49835),(79 152.90608),
(1 114.325),(2 136.6224),(3 144.44275),(4 146.50879),(5 148.17625),(6 148.36734),(7 149.38504),(8 149.24362),(9 150.42851),(10 148.14317),(11 150.85364),(12 150.27655),(13 150.85458),(14 150.67833),(15 150.90932),(16 150.81012),(17 151.25249),(18 150.84021),(19 151.05559),(20 148.20367),(21 151.02937),(22 150.98935),(23 151.3122),(24 150.89813),(25 151.2845),(26 150.92427),(27 151.31079),(28 151.17087),(29 151.64331),(30 149.17068),(31 151.60194),(32 151.11789),(33 151.64565),(34 151.54536),(35 151.88257),(36 151.57285),(37 152.13791),(38 151.73093),(39 152.13226),(40 149.48387),(41 152.1788),(42 151.893),(43 152.29478),(44 151.87064),(45 152.25618),(46 152.08398),(47 152.32169),(48 151.92511),(49 152.40836),(50 149.95456),(51 152.4215),(52 152.10857),(53 152.3182),(54 152.19484),(55 152.5436),(56 152.2985),(57 152.6298),(58 152.15385),(59 152.48041),(60 150.28328),(61 152.80864),(62 152.52324),(63 152.83203),(64 152.59048),(65 152.83905),(66 152.72624),(67 152.89183),(68 152.74777),(69 153.13237),(70 150.68254),(71 152.83078),(72 152.46939),(73 153.06535),(74 152.94637),(75 153.05249),(76 152.72375),(77 152.86188),(78 152.6351),(79 153.15346),
(1 114.44208),(2 137.1675),(3 145.20035),(4 147.21555),(5 148.5243),(6 148.40613),(7 149.32521),(8 149.77237),(9 151.16862),(10 148.89505),(11 151.37411),(12 150.47461),(13 150.81319),(14 150.91293),(15 151.65105),(16 151.48354),(17 151.86781),(18 151.21854),(19 151.15553),(20 148.48462),(21 151.5841),(22 151.64189),(23 152.05258),(24 151.60477),(25 151.52467),(26 151.09561),(27 151.65393),(28 151.8584),(29 152.49686),(30 149.891),(31 152.12651),(32 151.34549),(33 151.76889),(34 151.95572),(35 152.69547),(36 152.53033),(37 152.48715),(38 151.87334),(39 151.84169),(40 149.5912),(41 152.78821),(42 152.70349),(43 153.00801),(44 152.13777),(45 152.22931),(46 152.02307),(47 152.69205),(48 152.77211),(49 153.52457),(50 150.75372),(51 152.66544),(52 151.98804),(53 152.6922),(54 152.95605),(55 153.74269),(56 153.13934),(57 152.94684),(58 152.22412),(59 152.46237),(60 150.49493),(61 153.4458),(62 153.46733),(63 153.21156),(64 152.33835),(65 152.69727),(66 152.65494),(67 153.52666),(68 153.55457),(69 153.73929),(70 151.0104),(71 153.07738),(72 152.63145),(73 153.46173),(74 153.60951),(75 154.19586),(76 153.64043),(77 153.41347),(78 152.93622),(79 153.4232),
(1 115.35106),(2 138.87477),(3 147.83372),(4 149.32275),(5 149.94397),(6 148.54518),(7 149.55234),(8 150.60059),(9 153.51964),(10 151.31734),(11 153.44258),(12 151.07121),(13 151.14429),(14 151.55125),(15 153.72647),(16 154.20059),(17 154.4362),(18 152.50522),(19 151.59721),(20 148.67738),(21 153.13443),(22 154.26341),(23 154.88242),(24 153.3652),(25 152.54869),(26 151.59698),(27 152.65228),(28 153.51799),(29 155.45395),(30 152.36893),(31 153.61758),(32 151.56781),(33 152.29616),(34 153.29492),(35 155.17865),(36 154.95439),(37 154.60289),(38 152.51971),(39 152.18825),(40 150.08879),(41 154.77365),(42 155.4027),(43 155.45915),(44 153.42313),(45 152.6521),(46 152.32062),(47 154.11673),(48 155.06816),(49 156.16179),(50 152.52634),(51 153.48836),(52 152.09653),(53 153.60327),(54 154.75284),(55 156.2714),(56 155.23404),(57 154.45012),(58 152.48885),(59 153.16473),(60 151.73906),(61 156.08705),(62 156.01872),(63 155.33884),(64 153.34811),(65 153.28809),(66 153.54385),(67 155.63887),(68 156.1204),(69 156.33026),(70 152.18655),(71 153.46399),(72 152.8076),(73 154.8828),(74 155.99937),(75 156.8014),(76 155.2738),(77 154.26945),(78 152.95938),(79 154.27458),
(1 115.128975),(2 138.55869),(3 147.16026),(4 148.99336),(5 149.70966),(6 148.88326),(7 149.84178),(8 150.82352),(9 152.84602),(10 150.84508),(11 152.9941),(12 151.37065),(13 151.45375),(14 151.66893),(15 153.17384),(16 153.57309),(17 153.72136),(18 152.30876),(19 151.54546),(20 148.64336),(21 152.91255),(22 153.62852),(23 154.3218),(24 152.95563),(25 152.4695),(26 151.68117),(27 152.52013),(28 153.12256),(29 154.57602),(30 151.71754),(31 153.16048),(32 151.70815),(33 152.29884),(34 153.24721),(35 154.65634),(36 154.73067),(37 154.36499),(38 152.8085),(39 152.54108),(40 150.29924),(41 154.31851),(42 154.88289),(43 154.94211),(44 153.31847),(45 152.95505),(46 152.5617),(47 153.93976),(48 154.83693),(49 155.44238),(50 152.28983),(51 153.56685),(52 152.61243),(53 153.63257),(54 154.55814),(55 155.75409),(56 154.87932),(57 154.30905),(58 152.89986),(59 153.21602),(60 151.73354),(61 155.55394),(62 155.53027),(63 154.91817),(64 153.42142),(65 153.12756),(66 153.32991),(67 155.18169),(68 155.6624),(69 155.7708),(70 152.28374),(71 153.74452),(72 153.21202),(73 154.76608),(74 155.57521),(75 156.11888),(76 154.95825),(77 154.25691),(78 153.37456),(79 154.14943),
(1 114.54975),(2 136.8098),(3 144.66354),(4 146.70157),(5 148.51274),(6 148.61844),(7 149.51016),(8 149.468),(9 150.61812),(10 148.29178),(11 151.01321),(12 150.41348),(13 151.0702),(14 150.92645),(15 151.52235),(16 151.00076),(17 151.67676),(18 151.28131),(19 151.2904),(20 148.42848),(21 151.72595),(22 151.43216),(23 151.88466),(24 151.46518),(25 151.86069),(26 151.42677),(27 151.89406),(28 151.51344),(29 152.16733),(30 149.49707),(31 152.1867),(32 151.6221),(33 152.05043),(34 151.87201),(35 152.44519),(36 152.06317),(37 152.51599),(38 152.14337),(39 152.37396),(40 149.64473),(41 152.637),(42 152.16666),(43 152.50188),(44 152.15945),(45 152.57152),(46 152.16333),(47 152.62346),(48 152.44612),(49 152.97185),(50 150.35599),(51 152.7296),(52 152.35054),(53 152.79987),(54 152.60013),(55 153.10622),(56 152.611),(57 153.19595),(58 152.57465),(59 152.89243),(60 150.42686),(61 153.18723),(62 152.85063),(63 153.26962),(64 152.84998),(65 153.24913),(66 152.974),(67 153.46605),(68 153.21089),(69 153.52516),(70 150.8213),(71 153.21773),(72 153.00816),(73 153.63416),(74 153.33298),(75 153.74762),(76 153.35278),(77 153.7199),(78 153.27905),(79 153.66766),
(1 113.92279),(2 136.1084),(3 143.92844),(4 146.0449),(5 147.86047),(6 148.10426),(7 148.90169),(8 148.96762),(9 149.70236),(10 147.45462),(11 150.27313),(12 149.99307),(13 150.63638),(14 150.42815),(15 150.80397),(16 150.54245),(17 150.98286),(18 150.71161),(19 150.6785),(20 147.85564),(21 150.87206),(22 150.72652),(23 151.1496),(24 150.68596),(25 151.32721),(26 151.09988),(27 151.26256),(28 150.9306),(29 151.4681),(30 148.69196),(31 151.44211),(32 151.13293),(33 151.58075),(34 151.33688),(35 151.51909),(36 151.28484),(37 151.73837),(38 151.39801),(39 151.60413),(40 148.99524),(41 151.84453),(42 151.78479),(43 152.05098),(44 151.69008),(45 152.01764),(46 151.784),(47 152.07626),(48 151.70844),(49 152.11548),(50 149.70782),(51 152.3837),(52 152.0249),(53 152.34862),(54 152.03027),(55 152.53334),(56 152.18333),(57 152.58696),(58 152.14847),(59 152.27295),(60 149.9182),(61 152.49121),(62 152.40999),(63 152.56245),(64 152.13821),(65 152.77515),(66 152.40642),(67 152.76569),(68 152.39046),(69 152.76558),(70 150.36046),(71 152.7444),(72 152.50247),(73 152.96996),(74 152.73079),(75 153.05452),(76 152.71625),(77 152.97916),(78 152.68872),(79 153.01016),
(1 114.02796),(2 136.0853),(3 143.83043),(4 145.90594),(5 147.58583),(6 147.9648),(7 148.71248),(8 148.727),(9 149.60013),(10 147.45076),(11 150.4366),(12 149.9834),(13 150.51492),(14 150.29051),(15 150.6585),(16 150.32835),(17 150.87054),(18 150.53792),(19 150.84343),(20 148.0568),(21 151.09048),(22 150.81143),(23 151.05228),(24 150.70462),(25 151.2624),(26 150.85153),(27 151.33849),(28 151.06439),(29 151.40266),(30 148.85353),(31 151.56871),(32 151.11433),(33 151.61095),(34 151.48737),(35 151.9109),(36 151.48811),(37 151.98578),(38 151.67233),(39 151.80017),(40 149.03113),(41 151.87862),(42 151.74203),(43 151.92049),(44 151.7799),(45 152.16234),(46 152.0362),(47 152.15913),(48 151.88008),(49 152.19327),(50 149.62976),(51 152.1689),(52 151.84477),(53 152.4485),(54 152.21675),(55 152.47928),(56 152.2189),(57 152.58412),(58 152.4005),(59 152.67712),(60 150.13623),(61 152.47128),(62 152.4761),(63 152.72382),(64 152.51714),(65 152.83856),(66 152.56758),(67 152.8738),(68 152.37523),(69 152.7638),(70 150.47641),(71 152.77748),(72 152.46288),(73 153.03014),(74 152.8073),(75 153.14522),(76 152.97578),(77 153.10847),(78 152.89204),(79 153.0206),
(1 114.06045),(2 136.10129),(3 143.93207),(4 146.11346),(5 147.79727),(6 148.3787),(7 148.92596),(8 149.0592),(9 149.98485),(10 147.42805),(11 150.55598),(12 150.16881),(13 150.92528),(14 150.75386),(15 150.94319),(16 150.69492),(17 151.14157),(18 150.90312),(19 150.90538),(20 148.02072),(21 150.99124),(22 150.85075),(23 151.1956),(24 150.95816),(25 151.3992),(26 151.21494),(27 151.48749),(28 151.05145),(29 151.52795),(30 148.80104),(31 151.81714),(32 151.56564),(33 151.9245),(34 151.63466),(35 151.9926),(36 151.57762),(37 151.98584),(38 151.80246),(39 151.8401),(40 148.9676),(41 151.84813),(42 151.78558),(43 152.1868),(44 151.85704),(45 152.1734),(46 152.06123),(47 152.33772),(48 152.02805),(49 152.20988),(50 149.70798),(51 152.59393),(52 152.24237),(53 152.57185),(54 152.42766),(55 152.46564),(56 152.2263),(57 152.62582),(58 152.51523),(59 152.8514),(60 150.22044),(61 152.93015),(62 152.71445),(63 152.9158),(64 152.58437),(65 152.8515),(66 152.72421),(67 153.06866),(68 152.82994),(69 153.01137),(70 150.5047),(71 152.99608),(72 152.85536),(73 153.35782),(74 153.02806),(75 153.29749),(76 153.05954),(77 153.3456),(78 153.15079),(79 153.31552),
(1 114.0251),(2 135.95627),(3 143.82542),(4 145.9228),(5 147.59212),(6 148.06247),(7 148.7789),(8 148.9133),(9 149.77754),(10 147.19104),(11 150.35742),(12 149.87148),(13 150.34787),(14 150.30719),(15 150.52992),(16 150.13448),(17 150.56958),(18 150.35497),(19 150.61545),(20 147.74666),(21 150.83255),(22 150.68073),(23 150.92122),(24 150.58945),(25 151.06902),(26 150.97437),(27 151.03871),(28 150.75223),(29 150.98264),(30 148.36848),(31 151.435),(32 151.07718),(33 151.42342),(34 151.14363),(35 151.45006),(36 151.22612),(37 151.73528),(38 151.2235),(39 151.43217),(40 148.5389),(41 151.80614),(42 151.63693),(43 151.97906),(44 151.70926),(45 152.02106),(46 151.62778),(47 151.86821),(48 151.58545),(49 152.02563),(50 149.36687),(51 152.02725),(52 151.7649),(53 152.11136),(54 151.90651),(55 152.16797),(56 151.89499),(57 152.17175),(58 151.97235),(59 152.34393),(60 149.6449),(61 152.48738),(62 152.09297),(63 152.49413),(64 152.21594),(65 152.65114),(66 152.4107),(67 152.65703),(68 152.50333),(69 152.79413),(70 150.23273),(71 152.79703),(72 152.6529),(73 152.90746),(74 152.62245),(75 152.87042),(76 152.71512),(77 153.05377),(78 152.77542),(79 153.03777),
(1 113.760635),(2 135.83275),(3 143.55298),(4 145.74586),(5 147.43568),(6 147.85312),(7 148.64017),(8 148.71011),(9 149.73796),(10 147.01564),(11 150.20364),(12 149.7757),(13 150.226),(14 150.20564),(15 150.48952),(16 150.18562),(17 150.6223),(18 150.43663),(19 150.5074),(20 147.51591),(21 150.60329),(22 150.55997),(23 150.92218),(24 150.65149),(25 151.02937),(26 151.12285),(27 151.26428),(28 150.96227),(29 151.26929),(30 148.39964),(31 151.33194),(32 151.05789),(33 151.48894),(34 151.54018),(35 151.52806),(36 151.31328),(37 151.63654),(38 151.35175),(39 151.64597),(40 148.77283),(41 151.86815),(42 151.56392),(43 151.74019),(44 151.61058),(45 151.87364),(46 151.7116),(47 151.96089),(48 151.66826),(49 151.98645),(50 149.29901),(51 152.0428),(52 151.86111),(53 152.27087),(54 151.99564),(55 152.19939),(56 151.99489),(57 152.41045),(58 152.17598),(59 152.41353),(60 149.58511),(61 152.44853),(62 152.32928),(63 152.40375),(64 152.28046),(65 152.561),(66 152.45804),(67 152.83618),(68 152.42473),(69 152.72379),(70 150.28322),(71 152.79068),(72 152.53384),(73 152.96559),(74 152.76944),(75 153.01302),(76 152.77641),(77 153.11183),(78 152.86014),(79 153.02502),
(1 113.79278),(2 135.75087),(3 143.3347),(4 145.53142),(5 147.18825),(6 147.75905),(7 148.42401),(8 148.6196),(9 149.40915),(10 146.85358),(11 149.92896),(12 149.67444),(13 150.0706),(14 149.97983),(15 150.02557),(16 149.77612),(17 150.1302),(18 149.88286),(19 150.16055),(20 147.18805),(21 150.39096),(22 150.23097),(23 150.57053),(24 150.31146),(25 150.52798),(26 150.41516),(27 150.5502),(28 150.513),(29 150.87085),(30 148.00497),(31 150.87639),(32 150.57185),(33 151.0108),(34 150.9194),(35 151.01714),(36 150.99806),(37 151.22394),(38 150.9964),(39 151.31018),(40 148.41573),(41 151.43568),(42 151.27817),(43 151.48044),(44 151.05092),(45 151.24254),(46 151.36736),(47 151.5431),(48 151.2794),(49 151.57155),(50 148.6639),(51 151.53505),(52 151.22047),(53 151.55336),(54 151.48476),(55 151.65898),(56 151.64972),(57 152.01588),(58 151.91843),(59 152.06075),(60 149.1899),(61 152.17369),(62 151.8123),(63 151.94527),(64 151.91618),(65 152.14359),(66 152.18845),(67 152.20763),(68 151.98401),(69 152.23613),(70 149.67073),(71 152.28113),(72 152.02965),(73 152.36523),(74 152.33644),(75 152.40263),(76 152.40645),(77 152.62189),(78 152.4714),(79 152.57173),
(1 113.73406),(2 135.76103),(3 143.42955),(4 145.82382),(5 147.27246),(6 147.91393),(7 148.57971),(8 148.83287),(9 149.7264),(10 147.23311),(11 150.29567),(12 149.91258),(13 150.46901),(14 150.53107),(15 150.55867),(16 150.40573),(17 150.56337),(18 150.51807),(19 150.71016),(20 147.64993),(21 150.84344),(22 150.61667),(23 150.73132),(24 150.66737),(25 150.93909),(26 150.93877),(27 150.93185),(28 150.65924),(29 151.33493),(30 148.42596),(31 151.39627),(32 151.07948),(33 151.47816),(34 151.52127),(35 151.47252),(36 151.48473),(37 151.68031),(38 151.5128),(39 151.79185),(40 148.96979),(41 151.80598),(42 151.51456),(43 151.72133),(44 151.68985),(45 151.85635),(46 151.9233),(47 151.95895),(48 151.55931),(49 151.90356),(50 149.20256),(51 152.00693),(52 151.77516),(53 152.08708),(54 152.08807),(55 152.22108),(56 152.26599),(57 152.44066),(58 152.28104),(59 152.4996),(60 149.78638),(61 152.69116),(62 152.47298),(63 152.6998),(64 152.61221),(65 152.62079),(66 152.69095),(67 152.7783),(68 152.4262),(69 152.77383),(70 150.09677),(71 152.97215),(72 152.5901),(73 152.93513),(74 153.05568),(75 153.16571),(76 153.02066),(77 153.05229),(78 152.9786),(79 153.2308),
