1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46923.785),(2 120002.445),(3 228615.2),(4 354052.16),(5 492098.84),(6 659831.8),(7 818681.94),(8 1001360.3),(9 1343350.3),(10 1548902.1),(11 1755852.4),(12 2031369.1),(13 2245230.3),(14 2474821.8),(15 2702882.5),(16 2977923.3),(17 3230476),(18 3514612),(19 3744251.3),(20 3990944.3),(21 4254235.5),(22 4477639.5),(23 4709871.5),(24 4958456),(25 5162673.5),(26 5389143.5),(27 5589849.5),(28 5760838),(29 5934964.5),(30 6046950),(31 6120592.5),(32 6232088),(33 6375606.5),(34 6533177.5),(35 6706216.5),(36 6914054),(37 7091493.5),(38 7271792),(39 7486092),(40 7790464.5),(41 8051112),(42 8288782),(43 8525697),(44 8772478),(45 9024197),(46 9298242),(47 9593951),(48 9902485),(49 10237347),(50 10547779),(51 10883897),(52 11461325),(53 11942875),(54 12353089),(55 12773040),(56 13168301),(57 13583393),(58 14004464),(59 14372293),(60 14728892),(61 15086607),(62 15417725),(63 15807325),(64 16173421),(65 16514509),(66 16863008),(67 17179974),(68 17482284),(69 17729214),(70 17955000),(71 18278166),(72 18574986),(73 18927790),(74 19591182),(75 20078000),(76 20549852),(77 21083558),(78 21723890),(79 22231030),
(1 78.90714),(2 89.44209),(3 93.36516),(4 94.50883),(5 98.22867),(6 102.99913),(7 102.3588),(8 103.42666),(9 104.68132),(10 104.586006),(11 105.0962),(12 106.68345),(13 106.69927),(14 106.17785),(15 106.62516),(16 104.859856),(17 104.701126),(18 104.36091),(19 103.435234),(20 102.76127),(21 102.223816),(22 101.29),(23 101.5285),(24 103.0905),(25 103.096664),(26 103.606514),(27 105.2401),(28 104.936554),(29 104.11929),(30 104.5548),(31 103.833855),(32 103.94976),(33 104.91729),(34 103.32925),(35 103.94002),(36 104.158585),(37 105.05758),(38 105.86205),(39 104.96722),(40 105.5702),(41 106.12186),(42 106.525),(43 106.43059),(44 106.83622),(45 106.487465),(46 105.5116),(47 106.61011),(48 106.015274),(49 105.78302),(50 105.67792),(51 104.467896),(52 105.26693),(53 104.32668),(54 104.03729),(55 103.9299),(56 103.368065),(57 103.97269),(58 104.235985),(59 105.63914),(60 105.76461),(61 106.29385),(62 104.52482),(63 106.228516),(64 106.02327),(65 105.91303),(66 106.46898),(67 105.80405),(68 106.96883),(69 107.34945),(70 108.51198),(71 108.19013),(72 108.35694),(73 108.13634),(74 108.29953),(75 109.587364),(76 107.59113),(77 107.228004),(78 109.721504),(79 109.20514),
(1 76.189766),(2 87.46565),(3 92.18913),(4 94.03903),(5 96.79756),(6 100.89073),(7 100.90115),(8 101.61499),(9 104.092415),(10 104.145744),(11 104.67435),(12 105.90861),(13 105.79839),(14 107.41498),(15 108.25627),(16 104.64606),(17 105.02136),(18 104.67984),(19 104.505516),(20 102.92895),(21 102.22632),(22 101.29044),(23 101.41507),(24 102.84056),(25 102.56018),(26 102.6076),(27 104.69616),(28 104.5244),(29 104.80395),(30 104.52606),(31 104.49145),(32 104.30506),(33 104.5407),(34 103.54452),(35 103.722466),(36 104.01028),(37 105.3411),(38 106.38818),(39 105.83676),(40 105.62981),(41 108.264084),(42 106.48428),(43 107.38668),(44 107.51218),(45 106.16493),(46 104.905556),(47 105.14457),(48 104.48657),(49 103.68708),(50 104.308784),(51 102.53145),(52 103.06416),(53 102.16952),(54 103.252785),(55 103.35606),(56 103.05889),(57 103.01503),(58 103.443306),(59 104.327255),(60 104.987785),(61 105.82623),(62 104.67248),(63 105.329796),(64 105.77462),(65 105.295555),(66 107.25833),(67 105.961945),(68 106.377754),(69 107.30507),(70 107.64579),(71 108.854385),(72 108.54429),(73 107.0926),(74 108.16433),(75 108.34139),(76 106.83146),(77 106.92509),(78 107.836044),(79 107.34809),
(1 76.140945),(2 85.98041),(3 91.12756),(4 92.98695),(5 94.44583),(6 98.376175),(7 97.79189),(8 99.6311),(9 102.07768),(10 102.63707),(11 102.976),(12 103.94631),(13 102.58098),(14 103.52712),(15 103.62887),(16 102.111084),(17 102.01362),(18 102.69327),(19 102.34486),(20 101.2878),(21 100.416855),(22 98.93838),(23 99.508705),(24 100.03215),(25 99.22741),(26 101.167114),(27 102.41519),(28 102.1664),(29 102.10632),(30 102.693954),(31 103.74647),(32 102.94446),(33 103.246704),(34 102.745766),(35 102.73667),(36 103.024704),(37 103.672134),(38 104.43261),(39 104.32784),(40 104.14555),(41 105.604744),(42 103.86243),(43 104.46923),(44 104.98232),(45 104.822624),(46 104.24775),(47 104.689),(48 104.20144),(49 102.589905),(50 104.02811),(51 101.8228),(52 102.04384),(53 101.51246),(54 102.80275),(55 102.26416),(56 101.37655),(57 101.75323),(58 101.64564),(59 101.13415),(60 102.91112),(61 103.707466),(62 102.74461),(63 101.96871),(64 103.43931),(65 103.180916),(66 103.158745),(67 104.31325),(68 103.76789),(69 104.58303),(70 105.19237),(71 105.551544),(72 103.94121),(73 105.44687),(74 104.46843),(75 105.30137),(76 104.089424),(77 103.71189),(78 105.869545),(79 105.775375),
(1 75.71191),(2 85.87072),(3 90.690834),(4 93.34144),(5 94.72031),(6 98.93481),(7 98.57518),(8 100.64207),(9 103.5668),(10 102.561325),(11 103.41463),(12 103.85426),(13 103.19916),(14 102.53131),(15 103.99511),(16 102.840675),(17 100.947716),(18 101.73897),(19 101.408745),(20 100.750854),(21 98.95544),(22 97.88861),(23 98.323204),(24 99.03496),(25 98.907455),(26 100.50381),(27 102.01952),(28 101.89653),(29 102.36354),(30 103.219025),(31 101.55089),(32 102.06035),(33 101.55471),(34 101.19331),(35 100.832726),(36 101.40131),(37 102.129845),(38 102.54371),(39 101.92652),(40 101.57575),(41 103.09624),(42 103.20938),(43 103.30496),(44 103.441696),(45 103.38453),(46 102.82007),(47 102.622604),(48 101.84112),(49 101.897446),(50 101.67713),(51 101.120155),(52 100.493744),(53 99.89342),(54 101.0704),(55 101.05692),(56 100.49197),(57 101.44605),(58 101.75802),(59 101.37779),(60 101.10335),(61 102.413925),(62 102.10294),(63 103.19081),(64 103.67992),(65 102.61311),(66 103.77083),(67 103.183266),(68 103.92808),(69 105.54078),(70 105.582016),(71 105.08487),(72 104.45288),(73 105.71529),(74 105.949684),(75 106.74717),(76 105.07686),(77 104.41672),(78 105.412544),(79 105.36107),
(1 74.77342),(2 84.208015),(3 89.895584),(4 93.81551),(5 94.96742),(6 97.53832),(7 99.02247),(8 98.774635),(9 101.18136),(10 100.36128),(11 101.268486),(12 103.56932),(13 102.09891),(14 102.46927),(15 103.32464),(16 101.34615),(17 100.90243),(18 101.94466),(19 100.63338),(20 101.41606),(21 99.34319),(22 98.05971),(23 98.542145),(24 98.40535),(25 98.49161),(26 99.93108),(27 100.7364),(28 100.598),(29 101.81876),(30 102.892715),(31 101.62329),(32 101.71416),(33 101.59434),(34 101.27292),(35 101.66688),(36 101.21739),(37 100.85019),(38 101.01386),(39 101.18682),(40 101.44824),(41 102.31973),(42 101.53575),(43 102.29807),(44 102.564926),(45 102.642654),(46 101.66386),(47 102.550095),(48 101.452965),(49 101.53226),(50 100.5996),(51 99.99869),(52 101.42446),(53 99.555504),(54 99.817345),(55 99.37991),(56 98.6669),(57 100.077965),(58 100.37099),(59 100.373),(60 101.89051),(61 101.76507),(62 100.91453),(63 102.86359),(64 101.34289),(65 101.63901),(66 102.673065),(67 103.73289),(68 103.11397),(69 104.437096),(70 104.29602),(71 104.34147),(72 104.44515),(73 104.93081),(74 103.68675),(75 104.63488),(76 104.6497),(77 103.07963),(78 103.28861),(79 104.92483),
(1 72.61176),(2 82.21782),(3 87.231186),(4 90.470276),(5 92.37523),(6 95.206055),(7 96.23125),(8 96.4128),(9 97.971794),(10 98.88286),(11 97.97565),(12 100.10451),(13 99.913795),(14 100.7841),(15 101.8237),(16 101.17168),(17 100.1984),(18 100.191536),(19 98.57347),(20 98.65677),(21 97.59143),(22 96.667496),(23 96.64102),(24 96.67785),(25 97.10185),(26 97.70865),(27 98.74414),(28 98.238335),(29 99.542274),(30 100.71744),(31 99.653534),(32 99.46194),(33 100.146675),(34 98.71378),(35 99.36051),(36 99.0318),(37 100.11205),(38 101.96961),(39 101.737045),(40 102.34152),(41 101.89481),(42 101.71503),(43 101.85337),(44 102.37046),(45 102.3711),(46 101.4696),(47 102.28112),(48 100.59589),(49 100.817024),(50 101.16858),(51 99.86937),(52 99.72609),(53 98.63631),(54 98.57236),(55 97.57425),(56 98.38518),(57 97.99365),(58 98.8259),(59 98.80137),(60 99.67285),(61 99.59958),(62 98.897125),(63 99.76373),(64 99.47799),(65 99.33442),(66 100.269135),(67 99.93438),(68 99.57539),(69 100.14721),(70 100.55849),(71 101.07932),(72 101.625885),(73 101.475),(74 101.67492),(75 101.73716),(76 101.694115),(77 102.73204),(78 103.662544),(79 102.17561),
(1 70.71432),(2 81.76823),(3 86.79171),(4 89.677574),(5 92.330475),(6 95.70422),(7 96.26683),(8 96.84917),(9 99.56731),(10 99.78542),(11 99.80275),(12 101.74662),(13 101.209625),(14 101.365776),(15 101.76281),(16 100.705894),(17 99.722725),(18 100.02357),(19 98.220665),(20 98.77237),(21 98.426735),(22 98.13499),(23 96.83078),(24 97.04314),(25 97.4051),(26 98.37395),(27 99.15171),(28 99.5191),(29 100.25895),(30 99.16917),(31 98.728615),(32 98.48418),(33 99.53499),(34 98.0592),(35 98.79425),(36 99.07043),(37 99.12764),(38 99.976036),(39 100.071556),(40 99.91349),(41 100.65213),(42 100.00727),(43 99.70219),(44 100.19702),(45 100.058655),(46 99.33633),(47 100.19569),(48 99.28967),(49 98.44162),(50 98.69761),(51 98.40518),(52 98.143654),(53 97.34051),(54 98.0747),(55 98.36439),(56 98.10479),(57 98.78389),(58 98.46235),(59 99.15544),(60 99.75489),(61 98.94891),(62 99.50916),(63 99.19667),(64 98.74583),(65 99.00334),(66 100.85246),(67 99.62952),(68 99.52424),(69 100.926674),(70 100.42685),(71 101.096634),(72 101.25745),(73 100.10027),(74 100.86304),(75 101.27577),(76 99.817894),(77 100.58971),(78 102.087296),(79 99.9935),
(1 70.773285),(2 80.48257),(3 85.199356),(4 87.41163),(5 90.11373),(6 93.178154),(7 94.44643),(8 95.151634),(9 96.403755),(10 96.055855),(11 96.164986),(12 98.11267),(13 98.40472),(14 98.09445),(15 97.93648),(16 97.913414),(17 97.291336),(18 98.37973),(19 96.166824),(20 96.07224),(21 96.22606),(22 94.57329),(23 94.408356),(24 95.37575),(25 95.09885),(26 96.951645),(27 97.82556),(28 97.427925),(29 98.91447),(30 99.46738),(31 98.86247),(32 98.92546),(33 98.22564),(34 96.92709),(35 97.092384),(36 96.98079),(37 97.393684),(38 98.03105),(39 97.95562),(40 97.82164),(41 98.8451),(42 98.21176),(43 97.715004),(44 99.014496),(45 98.63167),(46 98.43975),(47 97.49894),(48 96.6919),(49 95.70744),(50 95.97278),(51 95.49257),(52 95.31663),(53 94.62236),(54 94.8365),(55 95.36021),(56 94.7681),(57 95.56862),(58 95.20806),(59 95.6798),(60 96.0662),(61 96.78577),(62 97.49661),(63 98.26744),(64 97.30018),(65 97.43409),(66 97.7841),(67 99.02934),(68 97.47834),(69 98.670456),(70 98.410126),(71 97.7901),(72 98.52753),(73 98.36354),(74 98.81365),(75 99.405365),(76 99.23004),(77 99.08036),(78 99.91626),(79 98.66546),
(1 68.91552),(2 77.56847),(3 82.85098),(4 84.64325),(5 87.66529),(6 90.38526),(7 90.1202),(8 91.26691),(9 93.676346),(10 93.47158),(11 93.821266),(12 95.58835),(13 94.61062),(14 94.09367),(15 95.008125),(16 94.241264),(17 93.878815),(18 94.99039),(19 93.29654),(20 93.00005),(21 93.0095),(22 91.41534),(23 91.59582),(24 92.22804),(25 91.8544),(26 93.2073),(27 95.98362),(28 95.14147),(29 94.84165),(30 95.71856),(31 95.41832),(32 94.79602),(33 94.84971),(34 93.87598),(35 94.9007),(36 94.66056),(37 94.44976),(38 96.39167),(39 95.97684),(40 95.85604),(41 96.41523),(42 96.294586),(43 96.3272),(44 97.991875),(45 97.12298),(46 95.72729),(47 95.93254),(48 94.39859),(49 94.43064),(50 94.15784),(51 93.541756),(52 93.40058),(53 92.38912),(54 92.62693),(55 93.505745),(56 92.17881),(57 92.94426),(58 93.13848),(59 93.043076),(60 93.83137),(61 94.63009),(62 94.442444),(63 95.337494),(64 95.05782),(65 94.4138),(66 95.89909),(67 96.65365),(68 96.37897),(69 96.4272),(70 97.00081),(71 96.598015),(72 97.42333),(73 96.786964),(74 97.10546),(75 97.572876),(76 96.710434),(77 96.874214),(78 98.11027),(79 96.57148),
(1 69.21002),(2 78.097275),(3 82.78893),(4 84.94596),(5 87.80582),(6 89.613556),(7 90.357735),(8 91.66036),(9 93.67845),(10 94.42032),(11 95.095535),(12 96.607315),(13 95.42776),(14 95.297066),(15 95.94036),(16 95.208336),(17 94.8932),(18 95.28919),(19 93.52774),(20 92.68042),(21 92.8676),(22 91.842),(23 92.59369),(24 92.868416),(25 91.92487),(26 93.982956),(27 94.47917),(28 94.99389),(29 94.82719),(30 96.39533),(31 95.21281),(32 95.012375),(33 93.917885),(34 93.701035),(35 93.30862),(36 92.70444),(37 93.754654),(38 94.88219),(39 94.707794),(40 93.92033),(41 94.32014),(42 94.80089),(43 96.71811),(44 95.86702),(45 96.438156),(46 95.60767),(47 95.89419),(48 95.52663),(49 94.20303),(50 94.75444),(51 92.83375),(52 93.03136),(53 92.182556),(54 92.208305),(55 93.03642),(56 93.534004),(57 93.900566),(58 93.65812),(59 92.87161),(60 93.95546),(61 94.36636),(62 94.64686),(63 95.27789),(64 94.58401),(65 95.35322),(66 96.11343),(67 96.86138),(68 96.37606),(69 97.10497),(70 97.883255),(71 97.58796),(72 97.9029),(73 96.99013),(74 96.48141),(75 98.18084),(76 96.78749),(77 96.89795),(78 97.02099),(79 96.57271),
(1 67.81686),(2 77.29926),(3 80.77051),(4 84.24991),(5 85.56484),(6 87.583694),(7 87.936165),(8 89.31336),(9 90.95795),(10 91.763016),(11 92.30381),(12 94.897156),(13 93.52811),(14 94.643166),(15 94.94033),(16 93.94764),(17 93.60569),(18 94.01598),(19 92.46025),(20 92.219475),(21 92.38418),(22 90.84115),(23 90.06001),(24 89.86607),(25 90.269905),(26 92.190704),(27 92.77632),(28 93.61438),(29 92.70618),(30 93.399475),(31 93.123085),(32 93.8691),(33 92.561134),(34 91.3048),(35 91.829865),(36 92.80913),(37 92.290436),(38 94.35981),(39 95.162544),(40 94.35899),(41 95.15246),(42 95.57021),(43 95.66654),(44 95.93427),(45 96.593704),(46 95.68753),(47 96.15019),(48 94.455986),(49 93.63548),(50 93.73651),(51 92.82476),(52 93.08477),(53 92.638504),(54 92.5703),(55 92.90064),(56 93.08574),(57 92.736916),(58 93.11616),(59 93.359146),(60 93.41733),(61 93.17495),(62 92.70261),(63 93.45467),(64 93.2023),(65 92.8547),(66 93.74683),(67 95.290436),(68 94.951706),(69 96.61509),(70 96.65659),(71 97.16027),(72 96.92933),(73 96.92515),(74 97.56222),(75 97.64185),(76 96.416954),(77 95.35117),(78 96.87463),(79 96.138756),
(1 67.19785),(2 75.7725),(3 79.842514),(4 83.12944),(5 85.24234),(6 88.62368),(7 88.63707),(8 89.52853),(9 91.53475),(10 92.225655),(11 93.07763),(12 94.559265),(13 94.355255),(14 95.448166),(15 96.189316),(16 94.30068),(17 94.80024),(18 94.26801),(19 93.54844),(20 92.76677),(21 92.462975),(22 91.717125),(23 91.79824),(24 92.52198),(25 93.267204),(26 93.93365),(27 94.591644),(28 94.568405),(29 94.37335),(30 94.7393),(31 94.98599),(32 94.30087),(33 94.51862),(34 93.534164),(35 93.8122),(36 94.91817),(37 94.509605),(38 95.61051),(39 95.90337),(40 95.65172),(41 96.68511),(42 96.77181),(43 97.26583),(44 97.74153),(45 97.77765),(46 95.883575),(47 96.720795),(48 95.42297),(49 94.88723),(50 94.54618),(51 93.17276),(52 93.64812),(53 92.65252),(54 92.99372),(55 93.76356),(56 92.78678),(57 92.85932),(58 92.53884),(59 92.176315),(60 92.85153),(61 93.4463),(62 93.412155),(63 93.511986),(64 92.76813),(65 93.80097),(66 93.59447),(67 93.97843),(68 95.631996),(69 95.48546),(70 96.14852),(71 95.06192),(72 95.38325),(73 96.32873),(74 96.199715),(75 96.19057),(76 95.11367),(77 95.57803),(78 97.237526),(79 96.889206),
(1 65.99344),(2 76.43569),(3 80.34821),(4 82.992195),(5 85.27217),(6 87.18879),(7 87.299),(8 88.02387),(9 89.890434),(10 90.35303),(11 91.51566),(12 93.50228),(13 93.24631),(14 93.22991),(15 93.67724),(16 92.57301),(17 94.245155),(18 92.544426),(19 91.76365),(20 91.07267),(21 91.24157),(22 89.88324),(23 89.788994),(24 91.04515),(25 91.52278),(26 92.51478),(27 93.34905),(28 92.84967),(29 93.3966),(30 93.37521),(31 93.06467),(32 93.1464),(33 92.606964),(34 92.28448),(35 92.61836),(36 92.98389),(37 92.189644),(38 92.86649),(39 92.74834),(40 92.73018),(41 93.35997),(42 92.852394),(43 92.670204),(44 93.69336),(45 94.33046),(46 93.433105),(47 93.590996),(48 92.38007),(49 91.97161),(50 91.10794),(51 90.74279),(52 90.51984),(53 88.68624),(54 88.39865),(55 89.2974),(56 88.55569),(57 89.60361),(58 89.6216),(59 90.233345),(60 91.14466),(61 91.11558),(62 91.88005),(63 90.97838),(64 91.27228),(65 92.355705),(66 91.92755),(67 91.77991),(68 91.84538),(69 93.35325),(70 93.7336),(71 94.63367),(72 94.42657),(73 94.958984),(74 95.641846),(75 95.35923),(76 95.20524),(77 95.315285),(78 96.796646),(79 96.193306),
(1 64.61354),(2 73.94896),(3 77.75356),(4 81.6296),(5 83.53888),(6 86.41914),(7 86.37873),(8 86.93365),(9 88.88296),(10 88.77389),(11 89.50444),(12 92.109375),(13 91.22745),(14 90.02958),(15 90.850784),(16 90.60987),(17 90.951225),(18 90.48423),(19 90.84948),(20 90.15062),(21 89.48245),(22 88.690865),(23 87.7979),(24 89.04113),(25 88.88643),(26 90.522),(27 92.251755),(28 91.89819),(29 92.17762),(30 92.35126),(31 92.19688),(32 91.427284),(33 90.78311),(34 90.39503),(35 90.83441),(36 91.117805),(37 90.952484),(38 92.270584),(39 92.46731),(40 92.077675),(41 92.70658),(42 93.5295),(43 93.34735),(44 94.23808),(45 93.60945),(46 93.173225),(47 93.282104),(48 92.506775),(49 91.23012),(50 91.20755),(51 90.30793),(52 90.182945),(53 89.46246),(54 90.03627),(55 90.4902),(56 89.64549),(57 90.37855),(58 90.3392),(59 89.416595),(60 90.703285),(61 90.96334),(62 90.45639),(63 90.83798),(64 91.3354),(65 91.76058),(66 92.79785),(67 92.08804),(68 92.297165),(69 92.69146),(70 93.48611),(71 92.85011),(72 94.157524),(73 93.32456),(74 93.73742),(75 93.41042),(76 93.25827),(77 94.0775),(78 94.585594),(79 94.32488),
(1 64.18458),(2 74.33159),(3 78.51609),(4 82.07925),(5 83.83456),(6 86.86579),(7 87.5723),(8 87.262726),(9 90.18709),(10 90.43043),(11 91.17736),(12 92.81441),(13 92.64022),(14 93.03427),(15 92.66023),(16 91.08769),(17 92.08789),(18 92.07279),(19 91.17451),(20 90.18881),(21 90.56253),(22 89.39806),(23 89.32129),(24 89.77981),(25 89.780396),(26 91.706696),(27 93.256996),(28 93.7374),(29 93.82477),(30 94.20577),(31 94.27109),(32 93.309326),(33 92.92874),(34 92.37096),(35 92.96637),(36 92.657135),(37 92.46495),(38 93.58884),(39 93.71144),(40 92.5395),(41 93.26305),(42 93.86111),(43 92.98312),(44 93.36223),(45 93.25921),(46 92.86476),(47 93.56408),(48 92.32215),(49 91.78936),(50 91.38349),(51 90.82195),(52 91.39048),(53 89.715126),(54 90.46381),(55 90.70959),(56 90.49571),(57 90.27713),(58 90.99401),(59 90.32825),(60 91.798355),(61 91.581406),(62 92.64349),(63 92.70627),(64 93.23336),(65 93.320885),(66 93.636536),(67 94.55117),(68 94.2911),(69 95.50614),(70 95.671974),(71 95.15267),(72 95.91052),(73 96.28407),(74 96.20727),(75 96.30559),(76 95.46346),(77 96.117935),(78 96.26593),(79 96.32625),
(1 63.075256),(2 72.12811),(3 76.70581),(4 78.192245),(5 80.26033),(6 83.79522),(7 83.56934),(8 84.12935),(9 86.29809),(10 86.20958),(11 87.8035),(12 88.42945),(13 88.435776),(14 88.98991),(15 88.962715),(16 87.55511),(17 89.01151),(18 88.47113),(19 88.39581),(20 87.26909),(21 87.96382),(22 86.79976),(23 87.88865),(24 88.151375),(25 87.24148),(26 88.47824),(27 88.60237),(28 88.61808),(29 87.65926),(30 88.38607),(31 87.08079),(32 87.052826),(33 87.00766),(34 86.488655),(35 86.691475),(36 87.850296),(37 88.13513),(38 88.50378),(39 88.89317),(40 89.60729),(41 89.927315),(42 89.58769),(43 89.04098),(44 89.71199),(45 90.34226),(46 89.70321),(47 88.54413),(48 88.65088),(49 87.72528),(50 87.00039),(51 87.268394),(52 87.13607),(53 85.51844),(54 85.625),(55 84.88686),(56 85.5988),(57 86.549706),(58 86.87298),(59 87.155655),(60 87.70863),(61 88.68645),(62 87.90268),(63 88.86127),(64 88.05182),(65 88.61931),(66 88.97565),(67 89.67304),(68 89.04816),(69 90.132126),(70 91.15037),(71 90.92027),(72 90.21379),(73 90.44428),(74 91.61999),(75 92.06066),(76 91.19015),(77 92.04576),(78 91.905014),(79 92.650215),
(1 62.923065),(2 72.29368),(3 77.28742),(4 79.94344),(5 82.20291),(6 84.73456),(7 85.61617),(8 86.65206),(9 89.76746),(10 89.33833),(11 89.08448),(12 90.46383),(13 90.295006),(14 91.01806),(15 90.81225),(16 89.62158),(17 89.55079),(18 88.9719),(19 88.43892),(20 87.4964),(21 87.61957),(22 87.59418),(23 86.60208),(24 88.20272),(25 87.20104),(26 87.469406),(27 88.31631),(28 88.00997),(29 88.894325),(30 88.85575),(31 89.5026),(32 89.17226),(33 88.67302),(34 87.3467),(35 87.873375),(36 87.8215),(37 88.25854),(38 89.27595),(39 89.39766),(40 90.03438),(41 91.49005),(42 90.78772),(43 90.53375),(44 90.848526),(45 90.46044),(46 90.23581),(47 90.41093),(48 90.238625),(49 88.78044),(50 89.10362),(51 88.28113),(52 89.01377),(53 87.82648),(54 88.050835),(55 87.444725),(56 87.49489),(57 87.42917),(58 87.71826),(59 87.63755),(60 88.908966),(61 88.067245),(62 87.8549),(63 88.6222),(64 88.18325),(65 88.43378),(66 89.38816),(67 89.85392),(68 90.18338),(69 92.09069),(70 92.361496),(71 91.99628),(72 92.56173),(73 92.602196),(74 92.45163),(75 92.8725),(76 92.78736),(77 92.8447),(78 93.52856),(79 93.37876),
(1 62.52299),(2 70.31714),(3 75.6746),(4 77.75419),(5 80.24034),(6 82.34746),(7 83.247574),(8 84.629166),(9 85.77471),(10 86.45127),(11 87.51535),(12 88.144646),(13 88.56627),(14 88.86922),(15 88.73217),(16 87.2282),(17 87.58946),(18 87.34861),(19 86.80864),(20 86.56494),(21 86.77662),(22 85.65273),(23 85.23393),(24 86.07549),(25 85.06438),(26 86.43024),(27 87.18354),(28 86.98318),(29 87.60305),(30 88.226166),(31 87.28809),(32 86.91798),(33 86.29887),(34 85.52041),(35 86.038574),(36 86.60308),(37 86.97474),(38 88.54017),(39 88.69766),(40 88.60953),(41 89.770905),(42 89.72351),(43 89.70624),(44 89.970245),(45 89.969795),(46 88.63561),(47 89.29685),(48 88.02523),(49 87.28663),(50 87.29802),(51 87.431725),(52 87.147865),(53 86.30003),(54 86.00005),(55 86.74482),(56 86.06208),(57 86.45066),(58 86.16672),(59 85.918976),(60 86.62025),(61 87.65514),(62 87.44125),(63 85.930374),(64 86.789444),(65 86.93634),(66 87.444084),(67 87.86388),(68 87.95954),(69 87.753235),(70 88.81918),(71 88.85829),(72 89.18821),(73 89.48823),(74 90.24889),(75 90.94801),(76 89.85141),(77 89.81538),(78 90.45584),(79 90.44299),
