1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 114255.46),(2 221001.23),(3 331838.2),(4 387908.34),(5 523272.6),(6 701961.5),(7 876763.5),(8 841722.8),(9 882427.7),(10 951233.06),(11 984074.3),(12 922474.8),(13 918091.7),(14 976569.2),(15 981302.2),(16 991517.3),(17 986909.25),(18 1076241),(19 1128285.1),(20 1180304.9),(21 1202184),(22 1255953.9),(23 1318091),(24 1382296.9),(25 1399808),(26 1436873),(27 1508901),(28 1565401.6),(29 1637799.6),(30 1657420.5),(31 1714800.6),(32 1811369.4),(33 1970134.6),(34 1958990),(35 1980926),(36 1991465.4),(37 2073880.6),(38 1992827),(39 1925245.4),(40 1853256.1),(41 1812138.6),(42 1766508.9),(43 1706106.4),(44 1651991.4),(45 1606194.5),(46 1535402.1),(47 1485478.1),(48 1456857),(49 1519614.6),(50 1504579),(51 1443202.4),(52 1457630.4),(53 1504423.4),(54 1547216.6),(55 1550621.6),(56 1535003.6),(57 1631723.6),(58 1630272),(59 1638542.4),(60 1577478.6),(61 1582361),(62 1630271),(63 1630434.9),(64 1579126),(65 1538209),(66 1599158),(67 1680504.6),(68 1634296.4),(69 1661047),(70 1689385.1),(71 1754982.4),(72 1787021.6),(73 1849323),(74 1928653),(75 2020078.4),(76 2036019.6),(77 2087212.5),(78 2116014.8),(79 2176664.3),
(1 58.228535),(2 68.866516),(3 75.35946),(4 78.56762),(5 82.18458),(6 83.856186),(7 85.8072),(8 85.87214),(9 87.661674),(10 88.98004),(11 89.46633),(12 88.970276),(13 90.376724),(14 90.41659),(15 91.02313),(16 91.31152),(17 91.65099),(18 91.98518),(19 92.23486),(20 91.69162),(21 92.99749),(22 91.75833),(23 91.865395),(24 91.0187),(25 91.91434),(26 90.85158),(27 90.432076),(28 90.06874),(29 91.15829),(30 91.053505),(31 91.50961),(32 91.75487),(33 91.81888),(34 92.44584),(35 92.54501),(36 91.91062),(37 92.42415),(38 94.305725),(39 93.70035),(40 93.194336),(41 94.31851),(42 93.40911),(43 93.83611),(44 93.46332),(45 94.02177),(46 93.153824),(47 94.21921),(48 93.8457),(49 94.38202),(50 93.39893),(51 94.3475),(52 94.26458),(53 93.19386),(54 92.35006),(55 92.864105),(56 93.46504),(57 94.01671),(58 93.272446),(59 94.60885),(60 94.19808),(61 96.435776),(62 94.97201),(63 95.756966),(64 95.34052),(65 95.653786),(66 96.64787),(67 96.79048),(68 96.51571),(69 98.24349),(70 97.64917),(71 98.682236),(72 98.60367),(73 99.19824),(74 97.90308),(75 98.12703),(76 96.12672),(77 97.04801),(78 96.75829),(79 97.32019),
(1 58.264225),(2 68.22787),(3 74.988594),(4 77.80691),(5 81.394165),(6 82.987335),(7 84.50583),(8 85.0453),(9 85.86897),(10 86.82412),(11 88.021095),(12 87.763664),(13 88.715454),(14 88.295395),(15 89.58041),(16 89.02679),(17 90.13258),(18 90.44959),(19 90.528534),(20 90.77539),(21 91.54615),(22 91.6701),(23 91.97232),(24 92.13808),(25 92.54669),(26 91.24501),(27 91.323875),(28 91.41096),(29 92.113464),(30 90.63802),(31 90.285065),(32 90.85529),(33 90.400764),(34 90.24048),(35 90.58727),(36 89.82816),(37 91.13894),(38 90.531845),(39 90.77142),(40 90.72318),(41 91.046104),(42 90.259995),(43 91.07061),(44 90.28353),(45 90.355034),(46 90.065216),(47 90.610405),(48 90.94685),(49 90.70625),(50 90.69743),(51 90.75122),(52 90.09262),(53 89.762764),(54 88.92982),(55 90.16715),(56 89.83004),(57 90.27196),(58 90.52821),(59 90.944595),(60 91.0344),(61 92.20934),(62 91.4306),(63 92.00758),(64 91.554794),(65 91.72913),(66 91.63518),(67 92.07931),(68 91.32581),(69 93.66676),(70 92.496346),(71 94.552475),(72 93.55291),(73 94.80003),(74 93.83543),(75 94.36426),(76 93.78424),(77 94.1901),(78 93.469),(79 93.97845),
(1 57.788097),(2 67.30775),(3 74.76747),(4 77.34851),(5 80.88424),(6 83.90409),(7 86.31081),(8 86.92326),(9 89.30269),(10 90.286255),(11 91.46108),(12 90.30812),(13 92.74903),(14 91.07981),(15 91.89635),(16 90.91669),(17 92.31737),(18 92.41326),(19 92.31723),(20 92.45058),(21 92.76255),(22 91.211136),(23 91.10274),(24 90.00335),(25 90.03183),(26 90.59051),(27 89.891655),(28 89.74715),(29 90.77182),(30 90.04901),(31 89.29177),(32 89.703835),(33 90.23277),(34 89.21649),(35 90.29891),(36 90.210495),(37 90.659935),(38 89.99655),(39 90.63495),(40 89.69062),(41 91.04192),(42 89.99941),(43 91.38603),(44 90.36505),(45 91.82526),(46 91.15381),(47 90.784874),(48 90.95861),(49 91.91176),(50 90.95304),(51 91.23482),(52 89.534744),(53 89.89733),(54 89.73888),(55 90.3876),(56 90.4566),(57 90.83096),(58 90.514496),(59 91.78642),(60 90.91197),(61 92.34105),(62 92.435356),(63 93.11374),(64 92.78405),(65 94.18304),(66 95.12306),(67 96.10125),(68 95.00143),(69 95.43599),(70 95.28103),(71 95.7317),(72 95.07785),(73 94.93686),(74 94.935616),(75 94.6238),(76 93.697334),(77 94.15011),(78 93.3665),(79 94.19296),
(1 58.00085),(2 67.51192),(3 74.1139),(4 77.34429),(5 80.57342),(6 82.33404),(7 84.58692),(8 85.71376),(9 87.021645),(10 87.89842),(11 88.423584),(12 88.694534),(13 90.00555),(14 90.20483),(15 88.93521),(16 89.091255),(17 89.74348),(18 88.967354),(19 90.65055),(20 90.735756),(21 90.91443),(22 90.88353),(23 91.79837),(24 91.334595),(25 90.66567),(26 89.73199),(27 90.22796),(28 89.04722),(29 90.026054),(30 88.66549),(31 89.158554),(32 89.95719),(33 90.20632),(34 89.575516),(35 89.86498),(36 88.09513),(37 90.02444),(38 89.89518),(39 89.72433),(40 89.68052),(41 90.57699),(42 89.48696),(43 89.878296),(44 89.56222),(45 89.908844),(46 89.25636),(47 89.73783),(48 89.75118),(49 90.477905),(50 90.42924),(51 89.93353),(52 89.78644),(53 90.12456),(54 89.97379),(55 91.122284),(56 91.27288),(57 91.986755),(58 91.064926),(59 92.53523),(60 92.325066),(61 93.09485),(62 92.760605),(63 94.806244),(64 93.01339),(65 93.563225),(66 92.9051),(67 93.67904),(68 93.500015),(69 94.0956),(70 94.23004),(71 95.71515),(72 93.83021),(73 95.86913),(74 94.996735),(75 94.226746),(76 94.07266),(77 94.097916),(78 93.31089),(79 93.67896),
(1 56.67748),(2 67.22686),(3 73.318954),(4 77.40046),(5 79.29972),(6 81.002106),(7 82.79615),(8 83.749214),(9 85.15216),(10 86.208336),(11 86.73406),(12 86.80728),(13 87.90447),(14 86.92577),(15 87.08382),(16 86.57355),(17 87.90555),(18 87.56726),(19 87.78811),(20 88.39686),(21 88.34228),(22 88.42833),(23 88.70255),(24 88.2593),(25 87.9806),(26 87.72344),(27 88.19843),(28 87.36019),(29 86.97944),(30 86.767975),(31 86.69305),(32 86.90281),(33 87.07946),(34 87.08644),(35 87.80587),(36 87.48877),(37 88.94436),(38 87.63599),(39 88.300064),(40 87.98667),(41 89.23099),(42 88.48139),(43 89.340515),(44 88.08887),(45 88.63253),(46 87.669685),(47 87.38314),(48 88.3463),(49 88.762054),(50 88.66518),(51 88.299515),(52 88.39834),(53 88.53825),(54 88.06736),(55 87.915565),(56 88.2877),(57 88.03262),(58 88.17376),(59 89.37215),(60 89.52487),(61 90.57439),(62 90.12091),(63 89.75365),(64 89.43601),(65 89.73708),(66 89.89722),(67 90.661476),(68 89.918785),(69 90.377655),(70 89.82827),(71 90.24454),(72 89.69886),(73 90.036285),(74 89.698006),(75 90.05255),(76 90.215996),(77 90.85878),(78 90.656166),(79 91.63211),
(1 57.705284),(2 68.08327),(3 73.53958),(4 77.281784),(5 80.705246),(6 82.86085),(7 84.85161),(8 85.99406),(9 87.00731),(10 87.15404),(11 88.42142),(12 88.134285),(13 88.60182),(14 88.90404),(15 88.573875),(16 89.4076),(17 89.34131),(18 89.355675),(19 90.25764),(20 90.45139),(21 90.60305),(22 91.16691),(23 90.123055),(24 90.078865),(25 90.52547),(26 89.63407),(27 89.19945),(28 89.44632),(29 89.98236),(30 88.54623),(31 89.9415),(32 90.011894),(33 89.41405),(34 89.86196),(35 90.09507),(36 90.45017),(37 91.080505),(38 91.11546),(39 91.1735),(40 91.27456),(41 91.573746),(42 90.57927),(43 90.3984),(44 90.53465),(45 90.54717),(46 89.70583),(47 90.48919),(48 91.31782),(49 91.89426),(50 90.84273),(51 91.408485),(52 90.79009),(53 90.607544),(54 90.122986),(55 91.996994),(56 92.457855),(57 92.66316),(58 93.49361),(59 93.666306),(60 94.74308),(61 94.86938),(62 94.27013),(63 94.51418),(64 95.27354),(65 95.28974),(66 94.539276),(67 94.84589),(68 94.301575),(69 94.25955),(70 93.477264),(71 94.62079),(72 95.43702),(73 95.81872),(74 95.72108),(75 94.87566),(76 93.56276),(77 94.32043),(78 93.87097),(79 94.64403),
(1 56.070374),(2 66.26241),(3 72.59411),(4 75.319046),(5 77.97251),(6 79.64797),(7 82.357506),(8 83.48663),(9 85.09037),(10 85.561516),(11 87.62939),(12 87.02847),(13 87.65896),(14 87.38752),(15 87.10361),(16 87.18909),(17 88.2264),(18 88.38749),(19 88.2386),(20 88.905014),(21 88.648315),(22 89.065796),(23 89.603516),(24 88.75425),(25 90.089745),(26 88.78966),(27 89.18461),(28 88.51345),(29 88.51987),(30 87.778),(31 87.8792),(32 87.01745),(33 87.17648),(34 87.64025),(35 87.707726),(36 86.86182),(37 88.50159),(38 87.735245),(39 88.04197),(40 88.076805),(41 87.91849),(42 87.13432),(43 88.41233),(44 88.02648),(45 89.57373),(46 88.38346),(47 88.206345),(48 88.03531),(49 88.70474),(50 87.797646),(51 88.22162),(52 88.22268),(53 87.50176),(54 87.60886),(55 88.354004),(56 88.2842),(57 88.430305),(58 87.51792),(59 88.78164),(60 88.78364),(61 89.492035),(62 89.9036),(63 89.18175),(64 89.30172),(65 90.15614),(66 89.94444),(67 90.118256),(68 89.96322),(69 90.96347),(70 90.38353),(71 91.809135),(72 90.70994),(73 91.795975),(74 91.23101),(75 90.715546),(76 88.26758),(77 89.93512),(78 88.21477),(79 88.602516),
(1 56.514458),(2 65.81667),(3 71.66743),(4 75.02324),(5 78.60794),(6 80.870056),(7 83.756546),(8 84.11574),(9 84.985695),(10 84.8569),(11 86.982254),(12 87.02238),(13 87.790184),(14 88.16922),(15 87.226906),(16 87.0599),(17 87.49324),(18 87.73672),(19 88.21515),(20 88.67405),(21 88.73358),(22 87.17263),(23 87.904526),(24 87.51534),(25 88.72078),(26 87.66905),(27 88.18394),(28 86.70503),(29 87.27855),(30 86.49861),(31 87.23729),(32 86.39462),(33 87.224846),(34 86.01645),(35 87.54372),(36 87.457985),(37 87.89281),(38 88.0955),(39 88.36128),(40 88.64672),(41 88.354996),(42 88.13712),(43 87.70897),(44 87.31825),(45 89.09756),(46 88.052795),(47 88.072266),(48 86.22578),(49 88.73269),(50 87.7916),(51 88.42381),(52 87.853516),(53 87.86527),(54 87.54688),(55 88.343666),(56 88.47344),(57 89.216965),(58 88.827415),(59 88.58385),(60 88.41915),(61 89.81522),(62 88.70531),(63 88.331604),(64 87.85899),(65 89.08503),(66 88.68509),(67 88.937904),(68 88.1638),(69 89.74799),(70 89.11167),(71 89.424446),(72 88.708145),(73 89.41143),(74 90.034164),(75 90.63505),(76 89.86869),(77 91.60479),(78 90.73645),(79 92.69106),
(1 55.923927),(2 64.80758),(3 72.07975),(4 75.128555),(5 78.55543),(6 80.30759),(7 81.99305),(8 82.758286),(9 83.63713),(10 84.10878),(11 84.345924),(12 85.367676),(13 85.83382),(14 85.98397),(15 85.68706),(16 86.58489),(17 87.6033),(18 87.34612),(19 87.77039),(20 87.90992),(21 87.836716),(22 87.39861),(23 87.08955),(24 86.88379),(25 87.11624),(26 86.97416),(27 86.857216),(28 85.84481),(29 86.762634),(30 86.45032),(31 86.28641),(32 86.82403),(33 86.6764),(34 86.30846),(35 87.21959),(36 86.98185),(37 87.402756),(38 87.431404),(39 87.42359),(40 86.33987),(41 86.736465),(42 87.34656),(43 87.70276),(44 86.561325),(45 87.43912),(46 87.66002),(47 86.356125),(48 87.31814),(49 87.788734),(50 87.57803),(51 88.0558),(52 86.84149),(53 87.73729),(54 87.13163),(55 87.81645),(56 87.329506),(57 87.88984),(58 86.63816),(59 88.01057),(60 88.48778),(61 89.76777),(62 90.07962),(63 90.014595),(64 89.67563),(65 89.72378),(66 90.057236),(67 90.5169),(68 90.78785),(69 91.41761),(70 91.3513),(71 92.21739),(72 90.8952),(73 91.90506),(74 91.4733),(75 90.83425),(76 89.988976),(77 90.42072),(78 89.2386),(79 89.7467),
(1 54.964222),(2 64.30663),(3 70.386795),(4 73.35065),(5 76.48855),(6 78.497925),(7 79.67357),(8 81.02936),(9 80.934654),(10 82.322975),(11 82.77435),(12 84.189316),(13 85.40489),(14 85.25189),(15 85.347015),(16 85.687164),(17 85.96255),(18 85.94041),(19 86.459526),(20 85.98362),(21 86.77773),(22 85.121),(23 85.68405),(24 84.79012),(25 84.70885),(26 84.36623),(27 84.21432),(28 84.02401),(29 84.69658),(30 83.70195),(31 83.749756),(32 84.83363),(33 84.90238),(34 83.73081),(35 85.02575),(36 84.16681),(37 85.05951),(38 85.19404),(39 85.29503),(40 85.85531),(41 86.1735),(42 84.95372),(43 85.777306),(44 84.917114),(45 86.1159),(46 85.014595),(47 85.21011),(48 86.070496),(49 86.336464),(50 85.42704),(51 85.95611),(52 86.294075),(53 86.3433),(54 86.12542),(55 86.80357),(56 85.60696),(57 86.85626),(58 86.86294),(59 86.779564),(60 86.884735),(61 88.42154),(62 87.40001),(63 87.54071),(64 87.111755),(65 88.14211),(66 88.88937),(67 89.29091),(68 89.613594),(69 90.40073),(70 90.318985),(71 90.70594),(72 90.5399),(73 91.04995),(74 90.37004),(75 90.61721),(76 88.956085),(77 90.35699),(78 89.10046),(79 89.45174),
(1 54.442196),(2 64.60106),(3 70.29722),(4 73.6988),(5 77.35224),(6 78.37779),(7 80.78217),(8 82.22745),(9 83.004234),(10 83.82974),(11 84.63856),(12 84.57609),(13 85.3795),(14 85.642075),(15 86.12287),(16 85.690315),(17 85.785545),(18 85.95011),(19 85.88277),(20 86.90238),(21 86.24991),(22 86.23443),(23 86.45298),(24 85.98156),(25 87.12105),(26 87.56149),(27 87.6405),(28 87.06275),(29 86.61399),(30 85.305046),(31 85.45646),(32 85.4545),(33 85.543),(34 85.63605),(35 85.95745),(36 85.991035),(37 86.05369),(38 85.437775),(39 85.85366),(40 85.6619),(41 84.82513),(42 84.060616),(43 84.7012),(44 84.048935),(45 85.44987),(46 84.55598),(47 84.47263),(48 84.58875),(49 85.96735),(50 84.87313),(51 85.39794),(52 85.183044),(53 85.8264),(54 84.73085),(55 85.94203),(56 86.60725),(57 87.54878),(58 86.86431),(59 87.475464),(60 88.094215),(61 87.9947),(62 86.63483),(63 87.29426),(64 86.69961),(65 86.934555),(66 86.72296),(67 87.45068),(68 87.48897),(69 87.70397),(70 87.01001),(71 88.16301),(72 88.411285),(73 89.196945),(74 88.424545),(75 88.12165),(76 86.327736),(77 87.87589),(78 87.13494),(79 88.6641),
(1 55.07261),(2 64.744064),(3 70.81159),(4 73.97415),(5 77.450554),(6 78.86777),(7 80.99337),(8 81.95561),(9 82.94827),(10 83.706),(11 84.44453),(12 84.33161),(13 85.164055),(14 85.51337),(15 86.1074),(16 86.480576),(17 85.97349),(18 87.09009),(19 87.56858),(20 87.75579),(21 86.90034),(22 86.20292),(23 86.03586),(24 85.739525),(25 86.201775),(26 85.558945),(27 86.486145),(28 85.21015),(29 86.59287),(30 85.94793),(31 84.97367),(32 84.77065),(33 84.39886),(34 84.038704),(35 85.04397),(36 85.390526),(37 86.056694),(38 85.29729),(39 85.07676),(40 85.73712),(41 86.10008),(42 85.95334),(43 85.3876),(44 85.63538),(45 85.41258),(46 85.396416),(47 86.00277),(48 86.64722),(49 86.97775),(50 86.326935),(51 85.66804),(52 86.22057),(53 85.96035),(54 85.18625),(55 85.72332),(56 85.83354),(57 86.309074),(58 86.16031),(59 86.105774),(60 87.15274),(61 87.839874),(62 87.090935),(63 87.89804),(64 88.34661),(65 89.678986),(66 89.37286),(67 89.59483),(68 89.26797),(69 89.371475),(70 87.914536),(71 89.655975),(72 88.46039),(73 89.33221),(74 88.050865),(75 87.773994),(76 86.81149),(77 87.904564),(78 88.24706),(79 89.32439),
(1 54.590355),(2 63.735897),(3 69.60826),(4 73.44936),(5 76.600296),(6 77.53179),(7 79.91965),(8 80.325775),(9 81.71171),(10 82.88206),(11 83.71516),(12 83.748505),(13 84.58237),(14 84.19788),(15 84.18118),(16 83.35229),(17 83.72343),(18 84.16227),(19 84.50711),(20 85.01304),(21 84.583786),(22 85.049065),(23 85.225586),(24 85.66489),(25 86.11478),(26 85.016495),(27 84.67084),(28 84.68098),(29 84.02118),(30 83.20465),(31 83.90451),(32 84.05781),(33 83.75879),(34 84.39572),(35 84.67373),(36 83.61469),(37 85.34436),(38 84.88079),(39 84.903824),(40 84.89141),(41 84.88795),(42 85.0195),(43 84.78737),(44 85.38549),(45 84.920006),(46 84.414795),(47 84.61968),(48 84.10617),(49 83.98716),(50 83.9002),(51 84.51099),(52 84.523125),(53 83.701294),(54 83.91918),(55 85.85432),(56 85.76303),(57 86.44594),(58 86.36182),(59 86.585655),(60 85.775276),(61 86.567184),(62 85.802605),(63 86.83443),(64 85.16491),(65 85.57828),(66 86.23874),(67 87.54954),(68 87.37593),(69 87.40832),(70 87.11894),(71 87.798485),(72 87.68733),(73 88.76689),(74 88.21786),(75 88.74174),(76 87.612015),(77 87.2845),(78 87.21038),(79 88.0419),
(1 53.59531),(2 62.729034),(3 68.75551),(4 72.05976),(5 74.77802),(6 76.53802),(7 79.078476),(8 79.92268),(9 80.72686),(10 81.39723),(11 83.020676),(12 83.67827),(13 84.513405),(14 84.47287),(15 85.24611),(16 84.01661),(17 84.856064),(18 85.24596),(19 85.447205),(20 84.85048),(21 84.76051),(22 84.644196),(23 85.175995),(24 84.92325),(25 84.661545),(26 84.99147),(27 84.54076),(28 84.67071),(29 85.077095),(30 84.4369),(31 84.87462),(32 84.205345),(33 84.407745),(34 84.22001),(35 84.14679),(36 84.25758),(37 85.66947),(38 85.66922),(39 86.745766),(40 86.59343),(41 86.78481),(42 86.23114),(43 85.09323),(44 84.669945),(45 84.31077),(46 83.831505),(47 84.36788),(48 84.2457),(49 84.36305),(50 83.51692),(51 85.2232),(52 84.08183),(53 83.27627),(54 83.106476),(55 83.88474),(56 84.96763),(57 84.89323),(58 86.22282),(59 85.39924),(60 85.2277),(61 86.49778),(62 85.54846),(63 85.41011),(64 84.86835),(65 85.70591),(66 85.320366),(67 86.248726),(68 86.015),(69 86.285774),(70 86.00665),(71 86.21518),(72 86.02808),(73 87.14258),(74 86.246315),(75 87.03743),(76 86.465126),(77 86.348076),(78 86.285965),(79 86.96359),
(1 54.466774),(2 63.00217),(3 68.68076),(4 73.110985),(5 75.97738),(6 77.790504),(7 79.76009),(8 80.74483),(9 81.88526),(10 83.15607),(11 83.33736),(12 84.0926),(13 84.34264),(14 85.05538),(15 84.97192),(16 83.695564),(17 84.57288),(18 84.58168),(19 84.74706),(20 85.38152),(21 85.047104),(22 85.86849),(23 86.307014),(24 84.98692),(25 85.25842),(26 84.97872),(27 85.31188),(28 84.85434),(29 85.99641),(30 84.47718),(31 85.036865),(32 85.23554),(33 86.024055),(34 85.62842),(35 86.20812),(36 85.214195),(37 85.391624),(38 85.312325),(39 85.30117),(40 85.10057),(41 85.55414),(42 86.23154),(43 86.053566),(44 85.11839),(45 85.67364),(46 84.9978),(47 85.30409),(48 85.78758),(49 85.98896),(50 85.77825),(51 86.630165),(52 85.5299),(53 86.10747),(54 86.07138),(55 85.89368),(56 85.17298),(57 85.98669),(58 85.60848),(59 86.13366),(60 85.74056),(61 86.72002),(62 85.80433),(63 87.823166),(64 87.127365),(65 88.2688),(66 87.58546),(67 89.02576),(68 88.23844),(69 89.64781),(70 88.85021),(71 88.92005),(72 89.150955),(73 89.26767),(74 89.31734),(75 89.17995),(76 87.67011),(77 87.6375),(78 86.4885),(79 87.470535),
(1 52.967575),(2 61.447075),(3 67.90172),(4 71.72225),(5 74.138885),(6 76.50546),(7 77.7521),(8 78.76409),(9 80.41401),(10 80.58829),(11 82.06647),(12 82.76534),(13 83.498146),(14 83.3201),(15 83.48156),(16 82.389656),(17 83.27795),(18 83.29881),(19 83.74473),(20 83.57478),(21 84.36695),(22 83.32447),(23 84.03763),(24 83.37473),(25 84.11605),(26 83.74631),(27 83.71058),(28 82.916695),(29 83.2886),(30 83.13246),(31 82.72177),(32 83.001175),(33 83.574),(34 83.07674),(35 82.88628),(36 82.01213),(37 82.915535),(38 83.32592),(39 83.944824),(40 83.381096),(41 83.47371),(42 82.86153),(43 83.201965),(44 82.8083),(45 83.17897),(46 82.45155),(47 83.300186),(48 83.00388),(49 83.56005),(50 83.4792),(51 84.00546),(52 83.680695),(53 83.0404),(54 83.67877),(55 83.186966),(56 83.11737),(57 83.81661),(58 83.68833),(59 83.68171),(60 84.42231),(61 85.986786),(62 85.11112),(63 86.77037),(64 85.62403),(65 87.16348),(66 84.780815),(67 85.7824),(68 86.16722),(69 87.734955),(70 86.652534),(71 87.541084),(72 87.21643),(73 87.73829),(74 87.794754),(75 87.82951),(76 87.26299),(77 86.872765),(78 86.63687),(79 87.0834),
(1 53.480717),(2 62.481926),(3 68.79806),(4 72.181625),(5 75.57338),(6 77.00965),(7 78.31532),(8 80.18231),(9 81.235016),(10 81.25763),(11 82.376625),(12 82.96312),(13 83.730965),(14 83.71664),(15 82.992134),(16 82.87794),(17 82.55793),(18 83.415215),(19 82.82956),(20 83.65743),(21 84.18891),(22 84.11822),(23 83.859634),(24 82.94954),(25 83.08755),(26 83.25729),(27 83.33467),(28 83.03104),(29 82.994095),(30 82.66954),(31 83.18265),(32 83.04087),(33 83.44531),(34 83.17247),(35 83.503525),(36 83.560326),(37 84.63816),(38 84.19712),(39 84.74684),(40 85.30427),(41 84.62382),(42 85.58641),(43 85.43511),(44 84.82954),(45 85.06505),(46 85.27278),(47 84.61418),(48 83.88325),(49 84.53835),(50 85.43158),(51 86.50521),(52 85.40837),(53 86.11666),(54 86.745804),(55 86.34823),(56 86.28778),(57 86.85736),(58 86.24566),(59 85.90285),(60 86.69409),(61 86.68158),(62 86.39195),(63 86.759926),(64 85.97417),(65 86.98165),(66 85.63358),(67 87.1683),(68 87.21158),(69 87.04461),(70 87.190765),(71 87.27642),(72 86.77833),(73 88.0338),(74 87.62918),(75 88.94418),(76 87.79048),(77 88.02704),(78 87.023346),(79 88.11922),
